Accelerometer LUA^ accX;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit RUA magneticX;Accelerometer BACK accX
309.0;-284.0;-486.0;?;-56.0;2.0;130.0
303.0;-297.0;?;74.0;204.0;22.0;116.0
271.0;-229.0;-850.0;?;?;39.0;138.0
275.0;-182.0;-840.0;54.0;-50.0;?;123.0
309.0;-152.0;-817.0;42.0;34.0;69.0;188.0
432.0;-151.0;-558.0;?;226.0;91.0;209.0
?;-122.0;-499.0;-17.0;346.0;115.0;162.0
?;-71.0;-607.0;-47.0;?;137.0;189.0
417.0;-30.0;-678.0;-80.0;319.0;156.0;167.0
412.0;-80.0;-652.0;-106.0;?;173.0;180.0
390.0;-129.0;-629.0;-141.0;278.0;186.0;202.0
427.0;?;-579.0;-170.0;?;197.0;202.0
427.0;-275.0;-555.0;-188.0;426.0;209.0;215.0
407.0;-278.0;?;-206.0;409.0;216.0;?
401.0;-280.0;-429.0;-221.0;406.0;225.0;237.0
405.0;-271.0;-481.0;-233.0;439.0;?;227.0
391.0;-235.0;-474.0;-245.0;416.0;236.0;224.0
415.0;-197.0;-562.0;-257.0;415.0;?;226.0
420.0;-175.0;-587.0;-269.0;?;238.0;206.0
432.0;-158.0;-688.0;-274.0;412.0;235.0;?
443.0;-122.0;-780.0;-280.0;506.0;230.0;215.0
443.0;-101.0;-645.0;-297.0;?;232.0;228.0
425.0;-75.0;-510.0;-318.0;?;?;260.0
398.0;-43.0;-500.0;-342.0;?;255.0;186.0
361.0;-24.0;-480.0;-366.0;462.0;274.0;283.0
326.0;36.0;-487.0;-390.0;389.0;290.0;148.0
273.0;42.0;-449.0;-416.0;261.0;309.0;67.0
190.0;75.0;-119.0;?;-114.0;?;22.0
329.0;?;322.0;-475.0;-128.0;362.0;175.0
410.0;54.0;436.0;?;?;403.0;197.0
463.0;37.0;277.0;?;89.0;450.0;49.0
?;-4.0;346.0;-548.0;71.0;492.0;-38.0
431.0;-188.0;539.0;-539.0;88.0;521.0;32.0
260.0;-227.0;721.0;-521.0;54.0;532.0;123.0
151.0;-177.0;582.0;-528.0;189.0;531.0;84.0
166.0;-112.0;353.0;-553.0;724.0;531.0;?
229.0;-170.0;267.0;-560.0;1020.0;525.0;85.0
255.0;-64.0;272.0;-568.0;695.0;526.0;30.0
208.0;-9.0;?;-587.0;687.0;526.0;?
167.0;?;7.0;-599.0;449.0;532.0;1.0
145.0;-83.0;-64.0;-617.0;503.0;532.0;9.0
165.0;-101.0;-131.0;-626.0;358.0;535.0;?
206.0;-109.0;-286.0;-640.0;426.0;538.0;10.0
191.0;-156.0;-411.0;?;?;544.0;53.0
113.0;-190.0;?;-667.0;361.0;554.0;118.0
127.0;-150.0;-643.0;-678.0;252.0;570.0;128.0
148.0;?;-754.0;-688.0;261.0;590.0;164.0
222.0;-219.0;-914.0;-703.0;-635.0;?;190.0
276.0;?;-1175.0;-715.0;-395.0;635.0;197.0
?;-198.0;-1368.0;-729.0;44.0;662.0;160.0
188.0;-154.0;-1359.0;-742.0;144.0;690.0;209.0
171.0;-107.0;-1405.0;?;185.0;718.0;212.0
232.0;-82.0;-1366.0;-787.0;35.0;?;157.0
416.0;-94.0;-1151.0;-812.0;308.0;?;?
698.0;11.0;-581.0;-843.0;13.0;796.0;223.0
639.0;73.0;-200.0;-876.0;446.0;819.0;159.0
482.0;118.0;-102.0;-911.0;521.0;835.0;147.0
470.0;122.0;-276.0;-937.0;267.0;849.0;97.0
431.0;?;-123.0;-957.0;378.0;858.0;164.0
409.0;230.0;322.0;-970.0;466.0;864.0;128.0
388.0;229.0;?;-963.0;386.0;871.0;62.0
302.0;213.0;731.0;-937.0;426.0;873.0;101.0
201.0;221.0;?;-914.0;359.0;875.0;207.0
209.0;156.0;187.0;-887.0;379.0;869.0;194.0
240.0;49.0;104.0;-830.0;277.0;866.0;188.0
197.0;?;70.0;-759.0;243.0;867.0;170.0
149.0;?;-108.0;-696.0;328.0;868.0;?
111.0;120.0;-6.0;-675.0;404.0;862.0;252.0
80.0;123.0;305.0;-676.0;474.0;?;198.0
109.0;118.0;458.0;-696.0;523.0;833.0;?
62.0;74.0;515.0;-707.0;475.0;?;167.0
159.0;88.0;494.0;-712.0;516.0;799.0;95.0
201.0;87.0;106.0;-690.0;478.0;770.0;51.0
253.0;115.0;-83.0;-656.0;462.0;737.0;145.0
404.0;136.0;-83.0;-604.0;532.0;699.0;-324.0
416.0;155.0;-205.0;-531.0;495.0;667.0;-144.0
?;140.0;-31.0;-473.0;374.0;638.0;487.0
743.0;42.0;204.0;?;158.0;629.0;116.0
460.0;-132.0;393.0;-432.0;?;?;-20.0
40.0;?;?;-474.0;-199.0;?;42.0
-27.0;-109.0;647.0;-513.0;-126.0;?;35.0
180.0;-74.0;464.0;-523.0;1325.0;672.0;95.0
321.0;-33.0;?;-488.0;1198.0;665.0;96.0
269.0;-29.0;779.0;-459.0;960.0;?;?
94.0;-78.0;721.0;-488.0;1242.0;673.0;71.0
38.0;-116.0;736.0;-534.0;901.0;685.0;44.0
59.0;?;601.0;-581.0;761.0;694.0;44.0
-7.0;-62.0;437.0;-601.0;629.0;700.0;63.0
59.0;-33.0;206.0;-605.0;573.0;700.0;?
?;324.0;-150.0;?;626.0;793.0;133.0
54.0;320.0;-150.0;-419.0;445.0;788.0;140.0
133.0;250.0;-194.0;-423.0;343.0;?;122.0
206.0;166.0;-176.0;-428.0;234.0;?;124.0
323.0;87.0;-93.0;-430.0;326.0;770.0;111.0
252.0;59.0;?;-430.0;425.0;766.0;143.0
152.0;84.0;10.0;?;?;?;82.0
?;?;-1.0;-390.0;499.0;765.0;?
98.0;114.0;18.0;-368.0;581.0;767.0;?
184.0;101.0;-31.0;-365.0;?;774.0;37.0
196.0;220.0;-22.0;-374.0;402.0;781.0;5.0
257.0;348.0;-160.0;?;189.0;790.0;147.0
318.0;?;-347.0;-370.0;185.0;790.0;52.0
295.0;225.0;-323.0;-352.0;-53.0;786.0;37.0
248.0;?;-293.0;-328.0;-192.0;?;-23.0
116.0;-44.0;-256.0;-308.0;-409.0;773.0;-29.0
205.0;51.0;-297.0;-297.0;670.0;756.0;-32.0
339.0;-80.0;-130.0;?;1172.0;738.0;36.0
441.0;-220.0;125.0;-329.0;927.0;725.0;26.0
298.0;-270.0;236.0;-379.0;883.0;724.0;5.0
?;-272.0;295.0;-436.0;758.0;730.0;-5.0
77.0;-306.0;323.0;-502.0;747.0;740.0;?
73.0;-295.0;?;-553.0;631.0;753.0;?
96.0;?;298.0;-589.0;719.0;769.0;-23.0
104.0;-242.0;249.0;-586.0;694.0;?;45.0
104.0;-250.0;230.0;-559.0;568.0;796.0;89.0
61.0;-170.0;118.0;-539.0;739.0;810.0;211.0
52.0;-153.0;72.0;-526.0;428.0;828.0;101.0
44.0;-135.0;72.0;-512.0;438.0;844.0;10.0
?;-140.0;94.0;-502.0;-629.0;?;?
192.0;-186.0;89.0;-485.0;-503.0;862.0;339.0
?;-191.0;45.0;-463.0;829.0;871.0;125.0
491.0;-273.0;113.0;-455.0;62.0;885.0;103.0
615.0;-364.0;-59.0;-460.0;-65.0;899.0;203.0
619.0;?;58.0;-472.0;121.0;906.0;254.0
560.0;-69.0;-158.0;?;1041.0;911.0;225.0
462.0;84.0;-209.0;?;?;911.0;170.0
256.0;226.0;-255.0;?;33.0;906.0;114.0
143.0;239.0;-146.0;-426.0;1229.0;895.0;129.0
125.0;292.0;-108.0;-373.0;324.0;879.0;145.0
131.0;310.0;-98.0;-334.0;491.0;862.0;184.0
81.0;305.0;-145.0;-318.0;489.0;844.0;202.0
73.0;247.0;-215.0;-326.0;457.0;829.0;194.0
124.0;216.0;-220.0;-338.0;282.0;808.0;174.0
205.0;168.0;-173.0;-336.0;?;791.0;183.0
209.0;159.0;-72.0;-322.0;206.0;773.0;158.0
154.0;199.0;-54.0;-288.0;390.0;758.0;65.0
107.0;224.0;-128.0;-248.0;438.0;746.0;?
103.0;329.0;-156.0;-200.0;?;731.0;?
366.0;250.0;-151.0;-182.0;462.0;725.0;?
320.0;246.0;-147.0;-185.0;?;727.0;-7.0
150.0;389.0;-57.0;-197.0;300.0;738.0;?
164.0;379.0;-39.0;-204.0;173.0;?;-42.0
234.0;201.0;128.0;-199.0;?;772.0;18.0
248.0;?;143.0;-184.0;-88.0;793.0;?
200.0;-106.0;130.0;-162.0;-604.0;803.0;-70.0
261.0;-17.0;-41.0;-140.0;993.0;808.0;-36.0
352.0;-97.0;-22.0;-130.0;1117.0;801.0;6.0
307.0;-258.0;112.0;-145.0;978.0;802.0;37.0
213.0;-215.0;178.0;-189.0;834.0;805.0;-16.0
110.0;-220.0;205.0;-245.0;817.0;815.0;-38.0
?;327.0;-185.0;-267.0;545.0;936.0;171.0
25.0;322.0;?;-280.0;464.0;920.0;168.0
94.0;263.0;-218.0;-313.0;431.0;910.0;160.0
148.0;186.0;?;-356.0;375.0;899.0;156.0
203.0;185.0;-165.0;-382.0;?;888.0;145.0
150.0;167.0;-90.0;-389.0;?;883.0;10.0
126.0;200.0;-78.0;-381.0;?;874.0;45.0
112.0;225.0;-37.0;-370.0;419.0;876.0;70.0
335.0;189.0;-92.0;-357.0;365.0;874.0;?
391.0;175.0;2.0;-366.0;168.0;881.0;28.0
189.0;338.0;-12.0;-381.0;186.0;898.0;77.0
235.0;334.0;-17.0;-393.0;?;914.0;48.0
278.0;102.0;162.0;-381.0;265.0;926.0;74.0
238.0;-133.0;87.0;?;-672.0;940.0;-6.0
190.0;-75.0;102.0;-319.0;-170.0;948.0;-19.0
?;-27.0;-68.0;-291.0;1549.0;939.0;?
341.0;-151.0;10.0;-291.0;978.0;931.0;40.0
284.0;-199.0;145.0;-330.0;860.0;930.0;9.0
138.0;-214.0;125.0;-414.0;768.0;934.0;-30.0
49.0;?;-116.0;-699.0;468.0;916.0;155.0
86.0;264.0;-162.0;-719.0;407.0;897.0;116.0
146.0;240.0;-131.0;-729.0;366.0;878.0;116.0
156.0;224.0;-123.0;-722.0;324.0;856.0;106.0
130.0;203.0;-84.0;-700.0;363.0;835.0;73.0
110.0;188.0;-51.0;-663.0;?;814.0;-13.0
141.0;201.0;-28.0;-632.0;420.0;?;?
329.0;173.0;4.0;-620.0;215.0;?;-2.0
?;160.0;?;-633.0;230.0;793.0;33.0
?;339.0;21.0;-668.0;292.0;801.0;101.0
50.0;394.0;-21.0;-713.0;389.0;807.0;-3.0
305.0;282.0;81.0;-788.0;84.0;?;84.0
320.0;2.0;-156.0;-852.0;-2.0;794.0;-10.0
263.0;-29.0;-105.0;-846.0;-742.0;773.0;?
?;136.0;?;?;?;750.0;-55.0
199.0;?;-287.0;-716.0;1194.0;721.0;-2.0
233.0;?;-8.0;-687.0;896.0;700.0;28.0
270.0;-226.0;115.0;-734.0;864.0;693.0;7.0
162.0;?;169.0;-808.0;796.0;701.0;-62.0
162.0;145.0;-56.0;-554.0;327.0;500.0;103.0
124.0;189.0;27.0;-528.0;337.0;486.0;53.0
95.0;184.0;13.0;-515.0;460.0;467.0;-15.0
125.0;201.0;74.0;-507.0;473.0;460.0;115.0
369.0;203.0;-2.0;-503.0;224.0;459.0;-71.0
447.0;203.0;-11.0;-515.0;?;?;169.0
265.0;252.0;-110.0;-536.0;237.0;472.0;123.0
?;?;-34.0;-569.0;183.0;?;39.0
154.0;229.0;-34.0;-582.0;164.0;483.0;42.0
36.0;-17.0;8.0;-575.0;-437.0;486.0;-19.0
146.0;8.0;34.0;-554.0;-154.0;490.0;-27.0
212.0;22.0;?;-529.0;1293.0;485.0;?
305.0;-116.0;-87.0;-518.0;986.0;482.0;9.0
321.0;-158.0;-34.0;-532.0;916.0;482.0;-11.0
204.0;?;26.0;-564.0;792.0;488.0;-60.0
137.0;84.0;-137.0;-462.0;334.0;511.0;100.0
110.0;138.0;?;-461.0;358.0;509.0;49.0
164.0;171.0;10.0;-464.0;401.0;513.0;-8.0
196.0;222.0;-20.0;-462.0;448.0;516.0;109.0
420.0;156.0;5.0;-467.0;297.0;521.0;25.0
370.0;130.0;-15.0;-471.0;285.0;?;4.0
140.0;264.0;-110.0;-471.0;?;539.0;151.0
?;381.0;-54.0;-466.0;217.0;549.0;10.0
172.0;195.0;?;-451.0;66.0;555.0;76.0
182.0;-44.0;1.0;-436.0;?;565.0;-53.0
173.0;-9.0;44.0;-422.0;-191.0;572.0;-41.0
144.0;35.0;-97.0;-411.0;876.0;575.0;-27.0
288.0;-96.0;-67.0;-407.0;993.0;578.0;?
?;-181.0;?;-420.0;902.0;578.0;-28.0
202.0;-220.0;69.0;?;783.0;581.0;-85.0
144.0;-303.0;137.0;-467.0;649.0;585.0;-61.0
125.0;-279.0;?;-491.0;644.0;?;-57.0
97.0;-254.0;197.0;?;540.0;596.0;-77.0
112.0;-214.0;184.0;?;782.0;603.0;-75.0
138.0;-193.0;?;?;574.0;610.0;10.0
?;120.0;-178.0;-556.0;393.0;731.0;?
76.0;?;-166.0;-562.0;425.0;734.0;129.0
88.0;?;-168.0;-559.0;433.0;741.0;129.0
106.0;76.0;-108.0;?;369.0;746.0;100.0
139.0;142.0;-132.0;-554.0;309.0;752.0;45.0
211.0;144.0;-122.0;-556.0;336.0;757.0;162.0
214.0;88.0;-154.0;-562.0;306.0;767.0;77.0
112.0;236.0;-229.0;-559.0;390.0;772.0;36.0
-18.0;423.0;-289.0;-552.0;431.0;779.0;-6.0
16.0;496.0;-181.0;-532.0;521.0;785.0;65.0
159.0;657.0;-138.0;?;403.0;790.0;?
330.0;668.0;-199.0;-480.0;43.0;795.0;-16.0
452.0;213.0;-394.0;-455.0;-108.0;799.0;?
?;226.0;-321.0;-437.0;-321.0;805.0;-80.0
293.0;?;-527.0;-417.0;525.0;806.0;-64.0
?;38.0;-524.0;-409.0;?;807.0;-39.0
334.0;-147.0;-267.0;-411.0;?;805.0;-27.0
390.0;-251.0;-70.0;-432.0;990.0;808.0;-3.0
199.0;-287.0;?;-454.0;?;812.0;-2.0
-86.0;?;219.0;-483.0;814.0;816.0;-59.0
121.0;?;215.0;-500.0;792.0;821.0;-29.0
144.0;-379.0;255.0;-507.0;730.0;828.0;-14.0
99.0;-396.0;234.0;-501.0;684.0;833.0;14.0
70.0;-330.0;241.0;-491.0;920.0;836.0;64.0
111.0;-270.0;260.0;-474.0;624.0;839.0;187.0
55.0;-251.0;294.0;-458.0;509.0;844.0;68.0
58.0;-235.0;228.0;-449.0;-454.0;851.0;-65.0
?;-202.0;156.0;-432.0;?;855.0;62.0
159.0;?;64.0;-413.0;279.0;?;282.0
?;-377.0;241.0;-398.0;193.0;866.0;301.0
186.0;-381.0;212.0;-388.0;879.0;866.0;253.0
?;-428.0;259.0;?;-130.0;870.0;336.0
729.0;-642.0;400.0;?;-306.0;869.0;?
?;-669.0;464.0;-362.0;359.0;879.0;372.0
447.0;-526.0;384.0;-357.0;1293.0;886.0;313.0
391.0;-323.0;?;-371.0;201.0;896.0;303.0
391.0;-90.0;72.0;-395.0;737.0;904.0;275.0
279.0;152.0;?;-434.0;587.0;?;226.0
231.0;325.0;-68.0;-476.0;571.0;?;186.0
269.0;350.0;27.0;?;420.0;931.0;172.0
270.0;323.0;-99.0;?;541.0;939.0;209.0
235.0;281.0;-152.0;-576.0;486.0;942.0;?
174.0;269.0;-188.0;-600.0;400.0;947.0;200.0
126.0;251.0;-239.0;-615.0;339.0;956.0;171.0
93.0;222.0;-200.0;-623.0;288.0;960.0;187.0
56.0;156.0;-143.0;-618.0;192.0;968.0;159.0
37.0;135.0;-71.0;-604.0;199.0;973.0;127.0
40.0;198.0;-137.0;-581.0;194.0;?;37.0
185.0;230.0;-212.0;-556.0;243.0;985.0;92.0
288.0;219.0;-270.0;-526.0;401.0;?;177.0
376.0;190.0;-303.0;-501.0;364.0;994.0;86.0
200.0;391.0;?;-481.0;?;1000.0;48.0
-18.0;492.0;-291.0;-446.0;408.0;1007.0;105.0
21.0;539.0;-111.0;-415.0;374.0;1010.0;198.0
343.0;336.0;-166.0;-370.0;95.0;1013.0;76.0
?;96.0;-163.0;-337.0;-217.0;1019.0;-60.0
263.0;168.0;-200.0;-320.0;-460.0;1026.0;-60.0
183.0;161.0;-230.0;-323.0;176.0;?;11.0
337.0;-52.0;-45.0;-339.0;1206.0;1033.0;29.0
288.0;?;71.0;-382.0;1031.0;1036.0;30.0
245.0;-297.0;215.0;-436.0;994.0;1038.0;39.0
240.0;?;374.0;-491.0;840.0;?;36.0
146.0;?;51.0;-496.0;609.0;1177.0;110.0
91.0;387.0;1.0;-534.0;473.0;1185.0;119.0
77.0;310.0;-111.0;-575.0;462.0;1186.0;100.0
123.0;297.0;-238.0;-610.0;418.0;1190.0;81.0
183.0;213.0;-220.0;-641.0;361.0;1191.0;89.0
185.0;110.0;-159.0;-662.0;302.0;1194.0;169.0
153.0;118.0;-143.0;-669.0;?;1202.0;106.0
122.0;?;-117.0;-660.0;174.0;1208.0;53.0
158.0;118.0;-140.0;-642.0;244.0;1213.0;127.0
249.0;-2.0;-226.0;-624.0;189.0;1216.0;111.0
128.0;104.0;-315.0;-598.0;442.0;1222.0;105.0
10.0;367.0;-385.0;-567.0;486.0;?;116.0
48.0;454.0;-261.0;-518.0;500.0;1222.0;140.0
116.0;356.0;-195.0;-471.0;-95.0;1219.0;33.0
215.0;175.0;-200.0;?;-97.0;1220.0;-18.0
305.0;60.0;-184.0;?;-559.0;1218.0;-20.0
268.0;?;-132.0;-412.0;509.0;1213.0;29.0
200.0;-49.0;-101.0;-426.0;1230.0;1216.0;52.0
205.0;-263.0;66.0;-464.0;919.0;?;59.0
157.0;-356.0;261.0;-526.0;876.0;1212.0;78.0
104.0;-465.0;403.0;?;679.0;1212.0;37.0
30.0;-521.0;482.0;-679.0;730.0;1218.0;-45.0
-41.0;-450.0;471.0;-750.0;562.0;1219.0;?
-75.0;?;398.0;-780.0;773.0;1223.0;-28.0
-46.0;-171.0;357.0;-780.0;634.0;1229.0;-27.0
?;161.0;-200.0;-714.0;425.0;1212.0;85.0
304.0;97.0;-329.0;-706.0;473.0;?;-3.0
297.0;73.0;-377.0;-701.0;429.0;1206.0;64.0
299.0;96.0;-283.0;-695.0;351.0;1198.0;?
500.0;100.0;-321.0;-684.0;-3.0;?;98.0
408.0;62.0;-332.0;-665.0;325.0;1189.0;154.0
165.0;101.0;-432.0;-624.0;191.0;1176.0;79.0
-22.0;33.0;-356.0;-563.0;126.0;1171.0;-116.0
-49.0;?;-364.0;-480.0;-28.0;1155.0;-176.0
-60.0;-77.0;-154.0;-422.0;-210.0;1148.0;-163.0
-72.0;-136.0;96.0;-398.0;139.0;1137.0;-122.0
?;-72.0;215.0;-422.0;1079.0;1139.0;-111.0
179.0;-133.0;358.0;-478.0;723.0;1135.0;-173.0
?;-245.0;252.0;-553.0;580.0;1136.0;-217.0
109.0;-243.0;298.0;?;634.0;1137.0;-213.0
?;-266.0;-95.0;-591.0;566.0;1132.0;-169.0
33.0;?;-217.0;-570.0;610.0;1131.0;-167.0
109.0;-202.0;-224.0;-560.0;531.0;1125.0;-136.0
226.0;-171.0;-285.0;-545.0;448.0;1122.0;-61.0
228.0;-100.0;-169.0;-540.0;483.0;1114.0;-31.0
269.0;?;-115.0;-543.0;522.0;1110.0;19.0
270.0;-174.0;-143.0;?;419.0;1100.0;-53.0
206.0;-246.0;?;-490.0;50.0;1091.0;-13.0
184.0;-430.0;-43.0;-441.0;-882.0;1081.0;97.0
141.0;-541.0;100.0;-401.0;70.0;?;196.0
17.0;-652.0;64.0;-379.0;317.0;1062.0;104.0
19.0;-662.0;174.0;-368.0;?;1045.0;?
306.0;-674.0;197.0;-368.0;601.0;1036.0;194.0
631.0;?;290.0;-354.0;-133.0;1016.0;303.0
631.0;?;480.0;-337.0;-356.0;1009.0;289.0
?;-338.0;485.0;-327.0;1416.0;1001.0;159.0
224.0;-188.0;270.0;-335.0;-170.0;997.0;206.0
166.0;?;262.0;-361.0;357.0;996.0;195.0
?;-23.0;317.0;-383.0;1006.0;1001.0;194.0
313.0;102.0;242.0;?;291.0;1005.0;218.0
303.0;122.0;?;?;?;995.0;189.0
227.0;?;-27.0;-464.0;446.0;991.0;204.0
149.0;203.0;-141.0;?;236.0;983.0;218.0
247.0;221.0;-140.0;-497.0;324.0;983.0;168.0
359.0;198.0;-183.0;-497.0;333.0;972.0;?
456.0;210.0;-286.0;-491.0;393.0;966.0;199.0
395.0;230.0;-332.0;-479.0;377.0;956.0;237.0
357.0;?;-375.0;-458.0;272.0;944.0;?
252.0;224.0;-345.0;-430.0;?;?;?
221.0;172.0;?;-392.0;29.0;?;101.0
?;104.0;-333.0;-361.0;136.0;909.0;14.0
266.0;?;-307.0;-317.0;188.0;893.0;-140.0
244.0;-41.0;-105.0;-274.0;22.0;882.0;-74.0
159.0;-124.0;60.0;?;?;870.0;-35.0
126.0;-25.0;79.0;-217.0;62.0;863.0;-11.0
150.0;20.0;170.0;-218.0;1173.0;860.0;-9.0
?;-43.0;252.0;-224.0;999.0;?;-22.0
166.0;-74.0;?;-234.0;465.0;857.0;-43.0
119.0;-22.0;297.0;-243.0;514.0;853.0;?
18.0;36.0;164.0;-245.0;?;854.0;-71.0
39.0;55.0;38.0;-236.0;581.0;848.0;-97.0
212.0;16.0;?;-231.0;597.0;847.0;-39.0
164.0;78.0;-169.0;-224.0;623.0;841.0;5.0
110.0;106.0;-198.0;-218.0;444.0;833.0;139.0
112.0;79.0;-192.0;-209.0;354.0;826.0;37.0
100.0;?;-164.0;-191.0;?;817.0;?
111.0;-147.0;-124.0;-171.0;?;814.0;169.0
135.0;-325.0;?;?;-288.0;?;280.0
115.0;-461.0;104.0;-134.0;736.0;799.0;199.0
227.0;-535.0;?;-133.0;617.0;789.0;53.0
365.0;-591.0;370.0;-147.0;688.0;789.0;?
473.0;-449.0;342.0;-155.0;-589.0;?;?
503.0;?;599.0;-153.0;-110.0;784.0;138.0
392.0;?;402.0;-162.0;826.0;791.0;213.0
?;-105.0;?;-167.0;378.0;795.0;?
205.0;-8.0;294.0;-174.0;905.0;803.0;218.0
165.0;97.0;234.0;-177.0;450.0;807.0;204.0
191.0;108.0;163.0;-187.0;631.0;815.0;183.0
?;53.0;130.0;-204.0;371.0;815.0;197.0
209.0;77.0;?;?;482.0;820.0;308.0
225.0;133.0;-59.0;-222.0;?;819.0;299.0
408.0;176.0;-172.0;-225.0;445.0;817.0;158.0
447.0;126.0;-211.0;-226.0;311.0;?;73.0
263.0;?;-282.0;-221.0;136.0;813.0;54.0
268.0;146.0;-448.0;-206.0;219.0;813.0;85.0
?;46.0;-441.0;-182.0;331.0;807.0;108.0
457.0;73.0;-461.0;-168.0;390.0;806.0;155.0
507.0;65.0;-377.0;-170.0;401.0;?;?
?;-84.0;-278.0;-173.0;310.0;799.0;-100.0
464.0;?;-273.0;-176.0;202.0;795.0;7.0
487.0;?;-142.0;-169.0;117.0;796.0;-162.0
449.0;-45.0;-244.0;-156.0;57.0;795.0;-238.0
242.0;-33.0;85.0;-143.0;-177.0;792.0;-169.0
192.0;-99.0;303.0;-134.0;-88.0;798.0;-56.0
?;-87.0;128.0;-130.0;350.0;796.0;115.0
259.0;-45.0;180.0;-135.0;748.0;803.0;120.0
182.0;49.0;315.0;?;601.0;805.0;34.0
97.0;164.0;277.0;-134.0;752.0;809.0;52.0
140.0;286.0;104.0;-117.0;663.0;808.0;28.0
101.0;?;-135.0;-87.0;495.0;808.0;39.0
119.0;?;?;-63.0;?;809.0;?
175.0;334.0;?;-39.0;686.0;805.0;22.0
?;310.0;-348.0;-25.0;662.0;802.0;25.0
334.0;227.0;-132.0;-408.0;513.0;850.0;88.0
310.0;211.0;-181.0;-408.0;415.0;849.0;87.0
322.0;164.0;-268.0;-399.0;431.0;843.0;?
567.0;87.0;-299.0;-387.0;116.0;840.0;166.0
391.0;192.0;?;-365.0;127.0;828.0;236.0
138.0;296.0;-406.0;-332.0;330.0;823.0;76.0
207.0;224.0;-248.0;-288.0;162.0;811.0;221.0
459.0;139.0;-286.0;-236.0;-10.0;802.0;138.0
494.0;12.0;-170.0;-184.0;-519.0;790.0;-38.0
?;27.0;116.0;-146.0;76.0;778.0;72.0
454.0;28.0;255.0;-145.0;1035.0;776.0;119.0
?;-47.0;226.0;-166.0;1169.0;769.0;177.0
?;-114.0;302.0;-209.0;1037.0;768.0;130.0
278.0;-184.0;186.0;-255.0;1038.0;761.0;71.0
?;-170.0;73.0;-306.0;1170.0;755.0;?
-14.0;-91.0;178.0;-331.0;850.0;746.0;6.0
101.0;74.0;235.0;-339.0;804.0;742.0;19.0
241.0;254.0;162.0;-330.0;765.0;736.0;-7.0
?;309.0;-130.0;?;560.0;731.0;139.0
?;194.0;-286.0;-301.0;659.0;724.0;173.0
149.0;138.0;-377.0;-274.0;278.0;707.0;39.0
40.0;133.0;-361.0;-242.0;727.0;694.0;54.0
?;98.0;-436.0;-198.0;-984.0;671.0;250.0
250.0;-8.0;-449.0;-140.0;-820.0;650.0;295.0
397.0;-249.0;-368.0;-65.0;?;?;190.0
755.0;-382.0;-456.0;-8.0;303.0;596.0;302.0
1188.0;-431.0;-498.0;39.0;?;573.0;340.0
907.0;-307.0;-129.0;?;?;551.0;311.0
509.0;54.0;-193.0;107.0;1370.0;538.0;251.0
186.0;202.0;4.0;125.0;25.0;533.0;219.0
84.0;241.0;28.0;124.0;1079.0;?;187.0
-61.0;350.0;-35.0;107.0;786.0;542.0;145.0
-161.0;377.0;-67.0;75.0;503.0;553.0;162.0
-79.0;385.0;-258.0;29.0;281.0;?;149.0
35.0;323.0;-358.0;-41.0;387.0;577.0;214.0
108.0;326.0;-451.0;-99.0;372.0;583.0;?
203.0;330.0;-221.0;-144.0;361.0;588.0;137.0
?;349.0;-142.0;-183.0;175.0;599.0;52.0
174.0;440.0;-142.0;-212.0;?;605.0;175.0
595.0;371.0;-310.0;-241.0;385.0;614.0;92.0
575.0;171.0;-533.0;-250.0;163.0;617.0;89.0
?;232.0;-673.0;-248.0;-40.0;620.0;-43.0
73.0;319.0;-409.0;-227.0;356.0;612.0;-17.0
?;162.0;?;-183.0;-88.0;614.0;23.0
210.0;8.0;494.0;-113.0;-348.0;?;18.0
273.0;-143.0;798.0;-45.0;-404.0;635.0;-33.0
303.0;?;917.0;9.0;1174.0;654.0;16.0
517.0;-139.0;763.0;?;1167.0;663.0;?
318.0;?;602.0;42.0;1046.0;672.0;87.0
83.0;-365.0;351.0;30.0;912.0;667.0;73.0
28.0;290.0;-276.0;?;?;747.0;199.0
105.0;273.0;-315.0;-348.0;239.0;753.0;215.0
157.0;258.0;-320.0;-371.0;490.0;758.0;88.0
183.0;246.0;-290.0;-381.0;?;769.0;57.0
140.0;222.0;-200.0;-387.0;463.0;776.0;178.0
460.0;153.0;-129.0;-384.0;437.0;780.0;60.0
445.0;27.0;-166.0;-375.0;443.0;779.0;57.0
267.0;203.0;-320.0;-360.0;-126.0;774.0;185.0
140.0;256.0;-223.0;-337.0;213.0;761.0;-31.0
72.0;106.0;-179.0;-303.0;?;746.0;77.0
-31.0;-47.0;181.0;-269.0;-512.0;732.0;?
?;-162.0;317.0;-242.0;-776.0;728.0;-30.0
318.0;-90.0;258.0;-227.0;1329.0;729.0;-5.0
464.0;-173.0;380.0;-242.0;1064.0;728.0;63.0
332.0;-325.0;383.0;-264.0;706.0;734.0;40.0
177.0;-342.0;282.0;-291.0;778.0;725.0;15.0
214.0;?;-150.0;-224.0;?;640.0;-91.0
132.0;321.0;-232.0;-236.0;?;642.0;253.0
173.0;254.0;-203.0;-239.0;454.0;644.0;-19.0
464.0;191.0;-302.0;-231.0;249.0;634.0;25.0
