InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX
721.0;594;-101.0;2583;-5.0;1716.0;494.0
614.0;-1880;-103.0;562;-194.0;1567.0;?
386.0;-2517;-133.0;290;-308.0;1045.0;254.0
230.0;-1189;-135.0;?;-302.0;468.0;55.0
90.0;-735;-131.0;?;-261.0;51.0;?
110.0;-249;42.0;-255;-324.0;-156.0;346.0
87.0;-101;91.0;-126;-249.0;-211.0;328.0
-121.0;-159;90.0;-313;-118.0;-276.0;196.0
-221.0;-245;-30.0;183;-2.0;-403.0;19.0
-126.0;-564;-197.0;513;21.0;-565.0;38.0
-235.0;-509;223.0;592;185.0;-322.0;131.0
?;-267;-47.0;1809;269.0;287.0;-570.0
215.0;30;-899.0;1915;376.0;942.0;-1634.0
371.0;321;-302.0;1772;743.0;?;-1175.0
390.0;984;132.0;912;845.0;?;-123.0
265.0;549;-57.0;1712;353.0;806.0;445.0
215.0;743;-95.0;1308;-209.0;699.0;1145.0
97.0;2012;18.0;-3530;-395.0;393.0;1477.0
-71.0;-425;11.0;-1674;-312.0;54.0;?
-128.0;?;-2.0;1263;-276.0;-189.0;1117.0
-77.0;-486;-112.0;81;-273.0;-395.0;889.0
-36.0;-965;-240.0;565;-350.0;-440.0;578.0
-83.0;-918;-277.0;337;-490.0;-541.0;426.0
-91.0;-782;-199.0;?;-623.0;?;212.0
-233.0;-908;-137.0;487;-592.0;-881.0;37.0
-290.0;-786;-59.0;309;-577.0;-974.0;-156.0
-209.0;?;187.0;404;?;-949.0;-282.0
-139.0;-787;77.0;352;?;-538.0;-115.0
203.0;-759;225.0;453;181.0;-198.0;160.0
238.0;-761;161.0;473;640.0;403.0;-28.0
203.0;-760;155.0;452;?;1009.0;-875.0
-101.0;-759;90.0;465;1115.0;1617.0;-1510.0
3.0;-759;?;457;753.0;?;-1293.0
-45.0;-760;197.0;460;411.0;1031.0;?
187.0;-760;-46.0;460;?;675.0;-564.0
218.0;-758;-256.0;462;?;194.0;-495.0
122.0;-762;-332.0;452;-478.0;41.0;-635.0
31.0;-751;-239.0;473;-647.0;?;-1082.0
7.0;-786;-160.0;?;-586.0;-149.0;-1153.0
52.0;-969;-11.0;432;-385.0;-119.0;-887.0
45.0;-971;114.0;435;-274.0;-82.0;-294.0
86.0;-892;160.0;391;-159.0;-83.0;432.0
?;-1083;40.0;514;-4.0;-105.0;926.0
-103.0;-608;37.0;217;174.0;?;834.0
?;-139;-227.0;85;205.0;11.0;308.0
4.0;-434;-213.0;338;367.0;-206.0;385.0
-107.0;-498;76.0;537;491.0;-459.0;567.0
-104.0;-529;297.0;1388;613.0;-479.0;625.0
-93.0;?;225.0;1589;?;-82.0;?
-68.0;-622;-69.0;1651;157.0;?;-24.0
-15.0;-366;-835.0;1495;?;905.0;-1173.0
171.0;-337;-209.0;1990;83.0;563.0;?
-83.0;?;148.0;1902;-7.0;427.0;206.0
-51.0;647;38.0;-1908;-200.0;617.0;286.0
20.0;458;48.0;-1886;-568.0;?;245.0
141.0;-1099;69.0;610;-613.0;905.0;150.0
182.0;-865;35.0;165;?;503.0;115.0
133.0;-758;13.0;?;-331.0;92.0;215.0
60.0;-783;?;591;-205.0;-255.0;423.0
-143.0;-722;1.0;398;-212.0;-539.0;441.0
-253.0;-778;?;598;-187.0;-830.0;243.0
-299.0;?;-70.0;428;-116.0;-1100.0;-17.0
-301.0;-861;149.0;385;?;-1174.0;-408.0
?;-828;175.0;399;27.0;-1119.0;-580.0
56.0;-741;141.0;485;53.0;-947.0;-420.0
105.0;-750;?;476;222.0;?;75.0
37.0;-710;97.0;541;380.0;-120.0;483.0
46.0;-800;106.0;388;772.0;?;173.0
-89.0;?;-61.0;134;1044.0;1105.0;-361.0
161.0;-927;204.0;148;1435.0;656.0;?
-47.0;-943;?;142;1357.0;232.0;1308.0
?;-869;?;182;362.0;427.0;686.0
?;-1136;164.0;82;-472.0;268.0;68.0
126.0;-1326;53.0;332;-700.0;336.0;-500.0
-3.0;-837;-13.0;579;-714.0;316.0;-877.0
-22.0;-466;4.0;118;-468.0;266.0;-803.0
71.0;-440;-35.0;37;-244.0;202.0;-537.0
108.0;?;-28.0;?;-93.0;30.0;-296.0
68.0;-358;?;?;2.0;-69.0;-146.0
-93.0;-126;-79.0;-42;8.0;-62.0;-68.0
-355.0;-213;257.0;39;?;-50.0;52.0
-254.0;-470;49.0;531;-169.0;-212.0;106.0
-226.0;-489;-6.0;636;81.0;-526.0;165.0
?;?;292.0;545;309.0;-508.0;288.0
-359.0;-476;337.0;620;151.0;-150.0;361.0
-115.0;-468;-470.0;565;-157.0;218.0;-856.0
138.0;-470;?;594;-95.0;269.0;-1807.0
120.0;-468;18.0;599;55.0;344.0;-644.0
183.0;-481;-14.0;?;-52.0;409.0;?
177.0;-444;-104.0;687;-312.0;450.0;-36.0
214.0;-539;-69.0;257;?;406.0;?
295.0;?;-85.0;-602;-475.0;22.0;481.0
237.0;-640;25.0;-392;-140.0;-427.0;352.0
102.0;-765;-22.0;385;265.0;-849.0;228.0
-90.0;-825;?;?;519.0;-1175.0;122.0
-266.0;-834;-229.0;341;609.0;?;86.0
-441.0;-878;-184.0;?;450.0;-1397.0;-18.0
-558.0;-857;-14.0;354;326.0;-1405.0;-166.0
-456.0;-838;-2.0;386;177.0;-1352.0;-417.0
?;-821;27.0;386;-18.0;-1006.0;-450.0
?;-817;?;377;-93.0;-513.0;-196.0
335.0;-816;44.0;407;-10.0;115.0;139.0
122.0;-802;?;?;-57.0;1065.0;318.0
-15.0;-836;123.0;?;?;1895.0;-378.0
-231.0;-861;152.0;316;?;?;-767.0
-161.0;-851;-7.0;?;-343.0;2492.0;-1368.0
123.0;-893;123.0;308;-1.0;1691.0;-586.0
144.0;?;26.0;400;48.0;1078.0;56.0
228.0;-885;-207.0;370;29.0;756.0;105.0
174.0;-1056;-170.0;18;-200.0;376.0;80.0
?;-1440;-106.0;-64;-323.0;19.0;-191.0
46.0;-1562;-75.0;59;-252.0;-292.0;-297.0
10.0;-505;-48.0;78;-213.0;-326.0;-392.0
-11.0;-240;-20.0;?;?;-299.0;-413.0
-67.0;-774;15.0;-23;-111.0;-234.0;-235.0
?;-793;-45.0;351;-1.0;-304.0;?
-63.0;-799;-71.0;326;?;-353.0;-14.0
-65.0;-443;-184.0;23;123.0;-449.0;52.0
-148.0;-413;-11.0;165;239.0;-501.0;135.0
-74.0;-802;56.0;829;287.0;-573.0;91.0
1.0;-595;115.0;?;414.0;-476.0;222.0
-115.0;-650;57.0;1515;389.0;56.0;-66.0
-46.0;-113;-133.0;2209;164.0;570.0;-884.0
291.0;?;-818.0;?;81.0;368.0;-1664.0
165.0;548;-8.0;?;388.0;-102.0;-1364.0
178.0;1965;?;-972;527.0;-91.0;1112.0
387.0;701;-137.0;-2585;221.0;198.0;1314.0
266.0;-4105;-106.0;1555;-122.0;547.0;930.0
113.0;-4069;97.0;1515;-242.0;616.0;479.0
39.0;-3454;58.0;993;-216.0;317.0;608.0
17.0;-4416;70.0;1622;-182.0;-44.0;655.0
-52.0;-2738;16.0;1010;-249.0;-348.0;892.0
-94.0;-957;5.0;820;-304.0;?;859.0
-123.0;-895;10.0;?;-327.0;-980.0;687.0
-117.0;-902;-31.0;427;-245.0;-1109.0;489.0
232.0;-861;191.0;494;-100.0;-1053.0;?
484.0;-862;161.0;405;41.0;-752.0;?
707.0;-733;195.0;437;281.0;-315.0;530.0
?;-767;173.0;474;370.0;438.0;789.0
419.0;-751;218.0;465;377.0;1590.0;74.0
17.0;-747;34.0;460;514.0;2474.0;-532.0
?;-755;?;486;953.0;1893.0;-337.0
2.0;-759;?;375;1210.0;461.0;649.0
183.0;?;229.0;279;?;-3.0;1021.0
136.0;?;86.0;352;?;79.0;1201.0
-84.0;-804;-4.0;257;-148.0;-56.0;1162.0
-193.0;-803;-6.0;211;-338.0;-302.0;666.0
-217.0;-859;12.0;673;-487.0;-498.0;491.0
-136.0;-969;34.0;?;-437.0;-567.0;222.0
-74.0;-858;130.0;?;-346.0;-575.0;0.0
-54.0;-970;130.0;937;-256.0;-495.0;-120.0
30.0;-1002;101.0;899;-121.0;-425.0;-113.0
81.0;-220;?;143;-6.0;-521.0;81.0
-10.0;?;187.0;-78;62.0;-338.0;-64.0
58.0;-158;63.0;66;122.0;-218.0;-162.0
?;-321;152.0;459;192.0;-116.0;?
-197.0;-355;204.0;755;206.0;-132.0;116.0
-219.0;-286;205.0;872;223.0;24.0;176.0
-341.0;-318;422.0;1476;?;518.0;-72.0
-158.0;?;308.0;1479;12.0;903.0;-550.0
23.0;-140;-693.0;1773;-18.0;1079.0;-1779.0
339.0;337;-77.0;1791;315.0;963.0;-963.0
265.0;866;206.0;948;323.0;915.0;159.0
210.0;449;-144.0;1078;-65.0;1042.0;775.0
156.0;168;-163.0;?;-485.0;?;983.0
158.0;?;-44.0;1036;-623.0;593.0;1093.0
86.0;156;53.0;1126;-462.0;182.0;880.0
-12.0;207;40.0;1076;-292.0;-178.0;727.0
-74.0;177;-136.0;?;-285.0;?;495.0
110.0;-1761;-31.0;1331;-206.0;76.0;?
82.0;-2083;-157.0;?;16.0;-61.0;-199.0
-12.0;180;-19.0;-590;210.0;-181.0;-121.0
-99.0;-113;-140.0;-320;240.0;-432.0;-134.0
-116.0;?;-176.0;228;254.0;-697.0;-15.0
-24.0;?;-66.0;294;282.0;-858.0;110.0
?;?;21.0;682;307.0;-796.0;234.0
-224.0;-560;-169.0;1157;233.0;?;164.0
-137.0;-563;?;1981;55.0;-174.0;?
26.0;-59;-842.0;?;-106.0;-18.0;-1504.0
339.0;1005;-609.0;1489;-87.0;?;-2275.0
311.0;896;?;1149;?;318.0;-1516.0
304.0;795;-209.0;1293;-488.0;986.0;-454.0
361.0;358;-137.0;?;-888.0;1640.0;-302.0
372.0;-1167;-164.0;-402;-1078.0;1913.0;?
412.0;-1417;-194.0;-556;-972.0;1721.0;-145.0
331.0;-905;-204.0;295;?;1324.0;68.0
331.0;-859;-208.0;568;?;907.0;172.0
300.0;-844;-261.0;368;-495.0;508.0;21.0
132.0;-846;-246.0;361;-366.0;?;-43.0
?;-875;-254.0;384;-303.0;-227.0;-163.0
-173.0;-835;-180.0;387;-331.0;?;-165.0
-156.0;-823;?;377;-310.0;-754.0;-272.0
?;-822;-149.0;391;-197.0;-830.0;-429.0
259.0;-803;-39.0;408;70.0;-831.0;-502.0
340.0;-811;66.0;408;242.0;-931.0;105.0
47.0;-805;?;444;424.0;-691.0;279.0
76.0;-806;360.0;444;557.0;-361.0;-435.0
-222.0;-800;344.0;409;807.0;-139.0;-415.0
-238.0;-838;260.0;373;1071.0;-221.0;197.0
?;-852;278.0;254;893.0;-581.0;316.0
-292.0;?;203.0;289;468.0;-641.0;187.0
-110.0;-795;41.0;?;81.0;-357.0;746.0
-65.0;-857;74.0;376;-172.0;-116.0;1071.0
-73.0;-890;104.0;?;-325.0;23.0;?
-81.0;-880;120.0;246;-412.0;38.0;283.0
-39.0;-950;45.0;407;-379.0;?;-2.0
26.0;-366;-11.0;-269;-323.0;229.0;-313.0
132.0;-733;-30.0;-219;-222.0;290.0;-355.0
180.0;?;-134.0;1530;-87.0;285.0;-312.0
195.0;-590;-334.0;266;105.0;389.0;-322.0
135.0;275;-238.0;-752;153.0;419.0;-256.0
123.0;-604;-353.0;308;145.0;270.0;-32.0
109.0;-714;-87.0;471;?;217.0;10.0
79.0;-903;323.0;739;4.0;89.0;-70.0
-21.0;-1106;249.0;1107;-111.0;227.0;125.0
-242.0;-1061;-249.0;1747;-119.0;640.0;195.0
-170.0;-834;-115.0;1863;-35.0;907.0;178.0
-96.0;-388;-304.0;1454;-139.0;639.0;-879.0
-127.0;228;56.0;1149;-10.0;159.0;-936.0
-86.0;?;83.0;879;?;140.0;-213.0
-57.0;123;1.0;1215;-441.0;388.0;581.0
-104.0;-324;176.0;1115;-571.0;502.0;753.0
-60.0;221;258.0;889;-578.0;340.0;562.0
-117.0;-667;273.0;939;-340.0;39.0;471.0
-92.0;-1714;223.0;583;?;?;566.0
-62.0;-861;81.0;308;-151.0;-472.0;702.0
-104.0;-698;99.0;290;-154.0;-684.0;737.0
-217.0;-930;99.0;?;-104.0;-865.0;?
-351.0;-746;-26.0;371;-21.0;-878.0;458.0
-437.0;?;-551.0;390;1.0;-696.0;260.0
-252.0;-796;?;382;37.0;-435.0;?
171.0;-803;-181.0;166;255.0;-313.0;101.0
391.0;-829;-124.0;98;496.0;?;387.0
423.0;-728;196.0;367;489.0;-199.0;618.0
153.0;-632;726.0;610;34.0;-7.0;597.0
-295.0;-620;430.0;512;-375.0;?;837.0
112.0;-611;1056.0;585;-261.0;848.0;-551.0
174.0;-609;-165.0;590;192.0;1018.0;-1643.0
236.0;-744;-307.0;346;378.0;-26.0;-1835.0
33.0;-814;-42.0;573;?;-856.0;-1809.0
269.0;-747;41.0;71;214.0;-731.0;-1458.0
302.0;-859;91.0;895;187.0;-385.0;-806.0
425.0;-1391;-149.0;2240;-15.0;-182.0;-672.0
444.0;-1730;36.0;549;-130.0;122.0;-471.0
412.0;-1264;-118.0;?;-33.0;?;44.0
495.0;-762;-396.0;26;75.0;654.0;680.0
464.0;?;-600.0;-90;183.0;888.0;1505.0
315.0;-687;-379.0;290;244.0;1034.0;1407.0
219.0;-742;-331.0;375;283.0;?;1192.0
154.0;-899;-167.0;573;339.0;761.0;1253.0
92.0;-1029;140.0;?;348.0;?;1137.0
118.0;-831;400.0;381;305.0;622.0;772.0
8.0;-1379;304.0;1796;187.0;?;242.0
?;-728;257.0;2917;311.0;?;99.0
-80.0;548;90.0;2609;625.0;?;30.0
-279.0;503;-167.0;2740;695.0;-982.0;624.0
-17.0;-2123;-56.0;?;-86.0;-43.0;-1378.0
70.0;-1668;-25.0;916;-123.0;173.0;-1357.0
158.0;-643;-55.0;-501;?;456.0;-1350.0
186.0;-500;36.0;-749;-12.0;?;-1129.0
192.0;-824;-1.0;-142;69.0;968.0;-653.0
140.0;?;40.0;188;201.0;?;-968.0
-65.0;-999;-166.0;478;169.0;1177.0;-1719.0
?;-976;230.0;564;106.0;971.0;-2911.0
0.0;-1222;-83.0;1026;159.0;565.0;-3292.0
-289.0;-1269;-113.0;1145;-38.0;208.0;-1517.0
-509.0;-1684;508.0;1797;-421.0;-296.0;?
-360.0;-1481;?;2990;-439.0;-810.0;324.0
-179.0;850;-340.0;3620;-100.0;-1080.0;-648.0
-304.0;1457;?;5554;-73.0;-1129.0;?
-333.0;?;60.0;1843;-198.0;-1108.0;-1683.0
562.0;-1090;-183.0;381;181.0;-231.0;95.0
?;-2237;92.0;2115;263.0;79.0;?
-169.0;-2213;-57.0;2452;467.0;?;-410.0
-456.0;-485;30.0;-326;532.0;376.0;-320.0
-296.0;-185;-53.0;-767;369.0;25.0;203.0
-266.0;-610;-157.0;?;378.0;-393.0;583.0
-90.0;-886;-384.0;175;381.0;-821.0;613.0
5.0;-952;-15.0;753;506.0;-921.0;510.0
79.0;-1053;-439.0;666;525.0;-810.0;469.0
62.0;-1065;51.0;669;523.0;-546.0;447.0
-333.0;-1157;365.0;1076;?;-108.0;675.0
?;-2592;262.0;2432;-28.0;97.0;?
38.0;397;32.0;3642;84.0;59.0;411.0
-123.0;905;57.0;4643;297.0;-3.0;897.0
47.0;99;?;1061;193.0;?;?
-8.0;-742;304.0;215;143.0;-993.0;-260.0
-150.0;-1041;260.0;379;348.0;-936.0;254.0
-337.0;-1180;?;785;388.0;-808.0;609.0
-372.0;?;332.0;1170;385.0;-538.0;?
-130.0;-1448;339.0;1685;400.0;-248.0;598.0
29.0;-1249;354.0;?;461.0;46.0;361.0
?;-488;234.0;-541;458.0;260.0;172.0
139.0;?;?;-429;395.0;326.0;295.0
142.0;-1267;190.0;135;256.0;472.0;710.0
97.0;-1458;?;517;204.0;506.0;808.0
6.0;-1473;-180.0;679;171.0;501.0;1197.0
-22.0;-1153;105.0;688;13.0;367.0;1493.0
-53.0;-1267;229.0;471;-116.0;264.0;1556.0
-105.0;-1738;319.0;1153;?;69.0;?
-140.0;-2094;321.0;1536;42.0;-26.0;474.0
-15.0;-903;335.0;?;288.0;61.0;351.0
-82.0;1174;311.0;2981;439.0;-58.0;2019.0
-75.0;-515;146.0;?;649.0;-250.0;2674.0
-283.0;-2295;357.0;-1265;579.0;?;3013.0
-576.0;-1649;?;-394;453.0;?;2955.0
-760.0;-1889;281.0;-771;234.0;-851.0;?
-797.0;-1903;376.0;?;78.0;-981.0;3316.0
-655.0;-1419;479.0;668;?;?;2513.0
-592.0;-1072;328.0;730;-129.0;-1207.0;1601.0
-662.0;-833;100.0;224;-119.0;-1190.0;1123.0
-745.0;-853;217.0;443;-190.0;-1156.0;1045.0
-731.0;-824;138.0;392;-236.0;-1270.0;1328.0
-590.0;-828;-115.0;356;-70.0;-1362.0;1531.0
-381.0;-815;-59.0;406;231.0;?;1489.0
35.0;-793;?;?;589.0;-971.0;1831.0
379.0;-804;696.0;391;?;?;2021.0
335.0;-814;1049.0;390;810.0;230.0;1871.0
232.0;-819;530.0;377;928.0;?;?
-2.0;-811;369.0;399;1205.0;653.0;959.0
-687.0;-815;752.0;415;1301.0;1.0;669.0
-461.0;-785;748.0;361;1294.0;-433.0;223.0
-65.0;-895;634.0;368;1047.0;-548.0;?
?;-897;?;314;1035.0;-290.0;117.0
-32.0;-977;?;346;918.0;-54.0;456.0
-123.0;-1032;310.0;241;734.0;25.0;605.0
-122.0;-866;239.0;194;588.0;91.0;512.0
-119.0;-1503;225.0;1543;582.0;132.0;418.0
-87.0;-596;183.0;1999;579.0;223.0;277.0
-6.0;-163;41.0;1114;439.0;246.0;303.0
96.0;-1846;?;715;345.0;260.0;393.0
153.0;-1198;126.0;-110;331.0;270.0;462.0
194.0;-772;?;-148;?;336.0;556.0
?;-1286;-119.0;365;251.0;432.0;633.0
26.0;-887;?;368;178.0;353.0;827.0
-36.0;?;-425.0;634;81.0;295.0;509.0
?;-1356;102.0;854;173.0;69.0;328.0
-340.0;-1778;2.0;1272;91.0;-106.0;14.0
-383.0;-2566;?;1952;-19.0;-261.0;247.0
-31.0;-731;?;2446;-113.0;-366.0;-242.0
-42.0;2256;103.0;3732;126.0;-242.0;188.0
-73.0;1103;304.0;1713;173.0;20.0;?
-216.0;-1250;?;?;5.0;-728.0;-836.0
-217.0;-1053;100.0;-101;144.0;-577.0;-470.0
-199.0;-970;91.0;593;?;?;-186.0
-198.0;-1485;139.0;1770;?;-115.0;-54.0
-35.0;-1400;78.0;1439;-189.0;124.0;-132.0
150.0;-1929;106.0;2792;-211.0;274.0;-86.0
255.0;-1270;30.0;1149;-102.0;?;-170.0
239.0;-222;28.0;-1290;126.0;628.0;-180.0
226.0;-678;?;?;260.0;789.0;-95.0
209.0;-789;-190.0;?;260.0;849.0;39.0
191.0;-781;-95.0;391;81.0;?;248.0
256.0;?;185.0;697;-89.0;952.0;255.0
?;-1023;-457.0;714;-247.0;954.0;526.0
233.0;-923;-338.0;1079;-233.0;713.0;978.0
86.0;-1197;174.0;1034;-188.0;211.0;316.0
429.0;?;-394.0;2273;8.0;-316.0;-892.0
427.0;631;-338.0;3753;534.0;?;-957.0
234.0;1976;-280.0;2168;639.0;-753.0;?
174.0;1515;?;604;394.0;-619.0;558.0
?;-1184;166.0;1658;-298.0;217.0;-473.0
-59.0;-990;128.0;1246;-272.0;159.0;-735.0
106.0;-477;63.0;838;-149.0;129.0;-748.0
226.0;-449;-122.0;133;-20.0;67.0;-595.0
192.0;?;-179.0;-331;42.0;60.0;-365.0
177.0;-307;-196.0;?;165.0;136.0;-195.0
264.0;-583;-197.0;158;?;?;-18.0
242.0;-675;-164.0;441;346.0;28.0;127.0
247.0;-704;-581.0;542;?;179.0;-153.0
143.0;-810;-301.0;588;41.0;114.0;-283.0
214.0;-975;-248.0;788;126.0;206.0;-927.0
378.0;-1025;-477.0;875;260.0;?;?
406.0;-1194;-349.0;1189;479.0;18.0;-726.0
303.0;-971;-296.0;1341;?;196.0;?
197.0;-493;-283.0;1359;276.0;279.0;79.0
187.0;-540;?;1797;180.0;302.0;412.0
276.0;554;?;1140;121.0;314.0;419.0
262.0;-192;?;1796;15.0;314.0;246.0
?;-956;-149.0;237;44.0;393.0;60.0
137.0;480;-129.0;-2574;6.0;478.0;37.0
44.0;-1000;?;502;-119.0;420.0;172.0
-253.0;-2519;155.0;3323;-11.0;-312.0;170.0
-162.0;-1926;180.0;1211;?;80.0;320.0
-11.0;-925;-111.0;622;-3.0;-370.0;-388.0
29.0;-850;-64.0;1427;-34.0;-316.0;-516.0
102.0;-1377;-141.0;1920;?;-131.0;-414.0
192.0;-857;-186.0;1185;61.0;49.0;?
297.0;-462;-288.0;738;159.0;244.0;-62.0
407.0;-705;-291.0;789;248.0;?;?
370.0;-451;-192.0;409;313.0;518.0;336.0
356.0;-284;-159.0;88;275.0;539.0;424.0
351.0;-231;-115.0;-62;184.0;530.0;475.0
313.0;-210;?;-203;253.0;?;443.0
95.0;-203;?;45;321.0;612.0;251.0
218.0;-154;-19.0;-223;379.0;287.0;-255.0
286.0;224;-56.0;330;500.0;-411.0;197.0
?;72;74.0;?;374.0;-584.0;494.0
-152.0;-447;?;853;51.0;-405.0;341.0
-176.0;287;74.0;2218;?;-313.0;484.0
-161.0;68;23.0;-3526;-129.0;-374.0;369.0
?;?;6.0;?;-38.0;-451.0;219.0
-6.0;-1189;-71.0;1080;-59.0;-459.0;-96.0
56.0;?;-170.0;1890;-177.0;-197.0;-176.0
188.0;-1710;-268.0;1926;-209.0;47.0;-215.0
243.0;-989;-343.0;952;-182.0;?;-157.0
278.0;-601;-338.0;563;-78.0;672.0;-60.0
288.0;-677;-208.0;?;?;908.0;54.0
319.0;-527;-66.0;153;14.0;984.0;100.0
347.0;-460;-10.0;-114;127.0;837.0;276.0
401.0;-397;-386.0;-303;287.0;653.0;441.0
345.0;-474;?;-112;382.0;431.0;392.0
259.0;46;-90.0;-609;533.0;241.0;?
182.0;-275;3.0;569;542.0;-92.0;371.0
81.0;170;14.0;?;370.0;-356.0;318.0
-192.0;-210;86.0;564;204.0;-423.0;204.0
-299.0;-3435;124.0;5521;?;-297.0;255.0
?;-2743;52.0;2587;-120.0;-252.0;?
-216.0;-1080;49.0;-276;-103.0;-324.0;640.0
-174.0;-1311;57.0;1210;-46.0;-397.0;736.0
-113.0;-719;101.0;106;-48.0;-497.0;725.0
-82.0;-885;90.0;337;-61.0;-498.0;598.0
-87.0;-917;18.0;443;-103.0;-443.0;482.0
-44.0;?;-106.0;202;-222.0;-301.0;335.0
?;-875;-318.0;452;-292.0;-28.0;191.0
?;-801;-311.0;302;-324.0;311.0;6.0
25.0;-847;-232.0;356;-263.0;569.0;-12.0
100.0;-831;63.0;336;-213.0;811.0;?
23.0;-801;488.0;347;-174.0;1087.0;223.0
-27.0;-817;129.0;367;-229.0;1091.0;257.0
-18.0;-822;344.0;324;-159.0;1025.0;-157.0
-69.0;-860;181.0;328;131.0;685.0;198.0
-102.0;-829;?;331;?;-33.0;146.0
-176.0;-830;219.0;320;460.0;-640.0;?
-227.0;-871;260.0;339;377.0;-976.0;-163.0
-274.0;-759;200.0;286;193.0;?;-26.0
-268.0;-1059;181.0;339;23.0;-1070.0;151.0
-166.0;-940;?;-23;6.0;-951.0;99.0
?;-1076;-59.0;373;54.0;-873.0;-52.0
-84.0;?;-172.0;1602;?;-808.0;-191.0
19.0;-926;-195.0;1492;-31.0;-642.0;-293.0
70.0;-829;-196.0;1264;-87.0;-421.0;-425.0
155.0;-889;-136.0;937;-176.0;-70.0;-417.0
277.0;-508;-198.0;583;-127.0;344.0;-372.0
335.0;?;-161.0;792;-4.0;642.0;-181.0
300.0;-605;-68.0;324;184.0;?;124.0
187.0;-297;-21.0;65;316.0;1088.0;436.0
156.0;-541;?;-128;?;1086.0;?
82.0;-344;-102.0;90;316.0;1023.0;309.0
46.0;-422;192.0;-166;147.0;?;197.0
158.0;-160;?;196;83.0;229.0;?
101.0;109;52.0;538;?;-196.0;441.0
-196.0;-134;100.0;-83;-253.0;-217.0;330.0
-189.0;895;64.0;4298;?;-149.0;217.0
-231.0;-1083;78.0;?;-574.0;-244.0;202.0
-230.0;-2674;149.0;-14;?;-394.0;264.0
-207.0;-256;294.0;307;?;?;?
-197.0;-602;255.0;454;?;-585.0;428.0
-205.0;-1095;215.0;182;-5.0;-681.0;361.0
-187.0;-623;33.0;565;61.0;?;221.0
-188.0;-986;-124.0;217;121.0;-771.0;237.0
-154.0;-777;-261.0;379;10.0;-713.0;71.0
-94.0;-821;-343.0;346;-86.0;-479.0;-118.0
75.0;-829;-412.0;351;-155.0;-108.0;-203.0
74.0;-779;-160.0;383;-219.0;154.0;-162.0
33.0;-808;153.0;358;-272.0;?;68.0
-62.0;-766;701.0;383;-348.0;704.0;275.0
-241.0;-777;359.0;370;-520.0;1097.0;-166.0
-220.0;-799;430.0;?;-511.0;1334.0;-137.0
-301.0;?;125.0;370;-384.0;1020.0;-107.0
-279.0;?;226.0;331;-279.0;328.0;-559.0
-206.0;-876;298.0;362;-255.0;37.0;-744.0
-112.0;-746;340.0;337;-260.0;-1.0;-664.0
-87.0;-872;301.0;352;?;11.0;-351.0
-21.0;-950;220.0;45;-194.0;-3.0;-53.0
43.0;-833;57.0;?;?;43.0;-37.0
15.0;-1462;-13.0;1393;67.0;64.0;-36.0
-6.0;-706;-158.0;1781;?;-23.0;-211.0
54.0;-300;-220.0;1341;318.0;?;-751.0
103.0;-1201;-266.0;1265;372.0;-100.0;-953.0
?;-743;-330.0;717;?;-23.0;-725.0
352.0;-715;-417.0;705;?;168.0;-260.0
460.0;-651;-313.0;315;733.0;295.0;31.0
414.0;-246;-260.0;-169;853.0;453.0;197.0
?;-382;-362.0;-21;?;425.0;384.0
320.0;-190;-913.0;-139;783.0;344.0;?
133.0;102;-73.0;-211;663.0;42.0;201.0
-218.0;182;137.0;-115;581.0;-690.0;16.0
-332.0;224;187.0;293;526.0;-1406.0;206.0
-622.0;1090;?;375;493.0;-1668.0;236.0
-626.0;735;151.0;?;351.0;-1581.0;214.0
-568.0;-965;234.0;710;317.0;-1491.0;494.0
-581.0;-994;346.0;755;441.0;-1539.0;649.0
-686.0;-743;484.0;373;495.0;-1577.0;756.0
-706.0;-923;430.0;293;462.0;?;701.0
-680.0;-825;288.0;364;364.0;-1394.0;568.0
-580.0;-851;65.0;347;284.0;-1058.0;421.0
-470.0;-830;-251.0;349;85.0;-590.0;160.0
-194.0;-800;-653.0;371;-110.0;51.0;-17.0
?;-789;?;385;-351.0;777.0;-90.0
293.0;-783;?;384;-473.0;1475.0;-90.0
342.0;?;-13.0;375;-558.0;2174.0;?
443.0;-793;709.0;392;-581.0;?;313.0
448.0;-787;490.0;385;?;3151.0;-458.0
432.0;-801;113.0;353;-726.0;3532.0;-361.0
748.0;-808;27.0;357;-401.0;?;241.0
653.0;?;198.0;358;-25.0;1886.0;-234.0
546.0;-807;265.0;358;160.0;?;-168.0
?;-816;205.0;356;305.0;348.0;-50.0
543.0;-802;251.0;354;310.0;0.0;30.0
471.0;-798;195.0;?;269.0;-204.0;97.0
394.0;-905;14.0;316;259.0;-280.0;102.0
239.0;-904;-50.0;266;354.0;-410.0;-110.0
116.0;-1015;-239.0;282;?;-490.0;-347.0
16.0;-968;?;451;302.0;-582.0;-495.0
64.0;-1044;-316.0;1403;298.0;-582.0;?
186.0;-1544;-248.0;2206;270.0;-565.0;-491.0
268.0;-1085;-364.0;1277;207.0;-515.0;-276.0
