InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
46;?;-329.0;-640;-3970;1073;-180.0;3970;-367.0;144.0;-61;-289.0
168;-117;-594.0;-219;-3503;564;-399.0;3503;-312.0;1.0;-117;-220.0
146;?;-836.0;-325;-3889;719;-597.0;3889;-475.0;15.0;71;-81.0
128;-301;-1143.0;-305;-3844;654;-603.0;3844;?;62.0;?;105.0
-216;-2634;-1422.0;-546;-4907;576;-529.0;4907;-618.0;145.0;-2634;189.0
-381;-3161;-1518.0;-655;-5383;339;-872.0;?;-546.0;117.0;-3161;292.0
-115;-2763;-1394.0;-544;-4684;-230;-922.0;4684;-453.0;61.0;-2763;459.0
-184;-3386;-1318.0;-655;-4433;-594;-498.0;4433;-543.0;130.0;?;546.0
87;-2860;-1026.0;-316;?;-866;-192.0;4355;-551.0;?;-2860;344.0
53;-2719;-502.0;1051;?;?;85.0;3829;-534.0;-354.0;-2719;-124.0
-627;-2499;-222.0;1241;-1327;-3227;?;1327;-428.0;-624.0;-2499;?
-506;-430;-123.0;-1368;2370;-608;-111.0;-2370;-344.0;-401.0;-430;?
-659;-39;61.0;-3006;?;863;-349.0;-3572;-288.0;244.0;?;-703.0
49;744;218.0;-1110;2683;-439;-440.0;-2683;-243.0;?;744;-701.0
878;3035;353.0;181;1990;-822;-435.0;-1990;-264.0;-179.0;?;-646.0
444;2297;353.0;-72;744;-314;-415.0;-744;-314.0;201.0;2297;?
770;515;365.0;426;-424;-173;?;424;-374.0;195.0;515;-205.0
460;79;191.0;90;-155;?;-416.0;155;-409.0;?;79;-16.0
-298;249;993.0;-593;-3146;673;552.0;3146;-410.0;52.0;249;10.0
?;-869;533.0;-703;-3524;654;461.0;3524;-381.0;40.0;-869;298.0
-460;-816;63.0;-670;-3711;658;?;3711;-392.0;-154.0;-816;527.0
-457;-2433;-623.0;-747;-4122;337;-312.0;4122;-566.0;108.0;-2433;760.0
-436;-3859;-1379.0;-534;-5331;-311;-443.0;5331;-653.0;78.0;-3859;?
-398;-2727;-2172.0;-840;-5535;-585;?;5535;-796.0;?;-2727;1179.0
-306;-2890;?;-630;-5411;?;-546.0;5411;-825.0;19.0;-2890;1079.0
-170;-3002;?;-823;-4878;-2372;30.0;4878;-710.0;-63.0;-3002;612.0
-182;-2884;?;-1415;?;-2905;215.0;5178;-650.0;?;-2884;159.0
-7;-2646;-144.0;991;-2477;-1680;112.0;2477;?;-654.0;-2646;-88.0
116;-326;120.0;118;1418;-2859;-62.0;-1418;-369.0;-244.0;-326;-356.0
252;-11;165.0;-306;2731;-273;-322.0;-2731;-196.0;586.0;-11;-490.0
1874;-426;273.0;2892;3900;2447;-498.0;-3900;-151.0;-86.0;-426;-457.0
2909;2237;311.0;?;3648;-1518;?;-3648;-132.0;-31.0;?;-275.0
1345;2787;223.0;?;1264;-992;-366.0;-1264;-155.0;311.0;2787;24.0
559;2239;?;480;632;-80;-203.0;-632;-261.0;253.0;2239;319.0
?;1414;-249.0;?;514;-1069;-145.0;-514;?;268.0;1414;522.0
-64;-142;-306.0;-112;-231;216;-181.0;?;-467.0;242.0;-142;?
58;106;-234.0;-223;48;-134;-316.0;-48;-406.0;311.0;106;669.0
44;129;-139.0;-247;150;-145;?;-150;-439.0;-243.0;129;659.0
-37;-52;-176.0;-215;113;23;-126.0;-113;-576.0;-155.0;?;575.0
25;46;-91.0;-275;222;-170;87.0;-222;-531.0;-586.0;46;323.0
-21;-33;57.0;?;171;-39;?;-171;-280.0;1031.0;-33;82.0
?;4;48.0;-268;209;-127;-163.0;-209;-307.0;-160.0;4;-64.0
-17;-15;-269.0;-263;123;-104;-172.0;-123;-362.0;-485.0;-15;19.0
15;-5;-530.0;-232;67;-75;161.0;-67;-420.0;625.0;-5;46.0
10;-16;-291.0;-239;112;-62;319.0;?;-399.0;62.0;-16;-107.0
-2;25;184.0;-262;259;-84;488.0;?;-435.0;?;25;-68.0
-16;-11;307.0;-256;285;?;565.0;-285;?;-1055.0;-11;278.0
-18;159;534.0;-273;846;-4;736.0;-846;?;292.0;159;245.0
-27;169;1040.0;-295;?;-24;825.0;-1120;-512.0;?;169;-30.0
-112;?;1290.0;?;1454;62;676.0;-1454;?;82.0;370;-419.0
-53;936;1516.0;-345;2654;87;443.0;-2654;-241.0;207.0;936;?
64;?;1669.0;-130;1876;299;415.0;-1876;-140.0;101.0;195;-637.0
-162;1925;1631.0;-541;3925;-72;565.0;-3925;?;45.0;1925;-614.0
-896;4462;1408.0;-1340;5961;-158;640.0;-5961;-164.0;-158.0;4462;-458.0
?;3515;1104.0;-1138;3613;969;644.0;?;-241.0;-129.0;3515;-369.0
-483;2859;836.0;-592;3062;1403;580.0;-3062;-423.0;-3.0;2859;-203.0
-709;1612;?;-760;574;1090;407.0;-574;-442.0;41.0;1612;-66.0
-685;?;642.0;?;-1649;718;44.0;1649;-406.0;96.0;-374;-59.0
-247;-1202;517.0;-296;-768;468;-43.0;?;-491.0;?;-1202;66.0
-415;-1884;281.0;-361;-1573;501;-336.0;1573;-548.0;-22.0;-1884;169.0
-460;-2248;-108.0;-382;-2253;412;-414.0;2253;-560.0;46.0;-2248;407.0
-497;-2530;-665.0;-461;-3045;255;-211.0;3045;?;-6.0;-2530;?
-510;-2768;-1270.0;-549;-4553;-123;-256.0;?;-642.0;137.0;-2768;?
-243;-3094;-1480.0;-674;?;-739;?;4486;-714.0;130.0;-3094;991.0
-251;-3321;-1268.0;-745;-3880;-760;3.0;3880;-735.0;147.0;-3321;737.0
-138;-3285;-1046.0;-746;-4012;-894;427.0;4012;-750.0;?;-3285;302.0
630;-3136;-726.0;-613;-3998;-1318;374.0;3998;-774.0;-308.0;-3136;-275.0
1240;-2424;-304.0;-117;-3381;-1105;33.0;3381;-598.0;-578.0;-2424;-923.0
1195;-1759;131.0;170;-2251;-1262;-238.0;2251;-339.0;62.0;-1759;-1145.0
1009;?;348.0;536;-2460;-1274;-464.0;2460;-229.0;208.0;-1725;?
1187;-1480;384.0;407;-986;-1203;-418.0;986;-207.0;-240.0;-1480;-821.0
820;-614;?;-373;?;-1007;-259.0;-2388;-187.0;104.0;-614;-445.0
-131;-158;174.0;-418;3875;303;-82.0;-3875;-253.0;249.0;-158;63.0
-247;-251;30.0;-318;4371;650;-6.0;-4371;-351.0;285.0;-251;450.0
?;567;-69.0;-732;1833;-335;?;-1833;-403.0;242.0;567;697.0
-214;1789;-92.0;-1178;-171;-1196;-71.0;171;-411.0;135.0;1789;804.0
140;-35;-421.0;-269;6;-274;?;-6;-461.0;-275.0;?;252.0
132;-19;-228.0;-284;55;-281;-267.0;-55;?;-109.0;-19;?
139;-30;-199.0;?;52;-282;-363.0;-52;-466.0;74.0;-30;257.0
114;16;-590.0;-286;?;-239;-312.0;32;-495.0;?;16;?
106;-6;-276.0;?;?;-210;-180.0;?;-232.0;-12.0;-6;199.0
148;-11;290.0;-245;15;-199;-160.0;-15;-345.0;14.0;-11;241.0
58;-21;123.0;-296;?;-175;-62.0;86;-403.0;-64.0;-21;-35.0
-6;-104;-62.0;-329;-77;-142;-80.0;77;-465.0;-70.0;-104;-65.0
74;-98;36.0;-277;?;-127;0.0;14;-427.0;-119.0;-98;-9.0
78;-47;101.0;?;44;-137;6.0;-44;-430.0;-95.0;-47;32.0
65;-39;123.0;-292;78;-129;?;-78;-457.0;-175.0;-39;-29.0
84;-11;238.0;-280;58;-119;?;-58;-345.0;-273.0;-11;318.0
68;-18;?;-305;63;-135;?;-63;-195.0;-102.0;-18;?
63;-51;686.0;-320;?;-145;?;?;-308.0;?;-51;623.0
75;-31;695.0;-323;88;-151;?;?;-396.0;-130.0;-31;591.0
76;-6;700.0;-321;-38;-148;-883.0;38;-415.0;-83.0;-6;459.0
77;-5;926.0;-308;19;-121;-856.0;-19;-392.0;-31.0;-5;420.0
76;-42;904.0;-315;63;-131;-702.0;-63;-390.0;-1.0;-42;525.0
?;-34;777.0;-326;12;-136;-568.0;?;-344.0;-107.0;?;696.0
87;-49;730.0;-303;28;-113;-339.0;-28;-267.0;-184.0;-49;1024.0
94;-85;739.0;-301;34;-116;-207.0;-34;-252.0;-148.0;-85;1218.0
61;-49;?;-335;9;-122;-314.0;-9;-227.0;-106.0;-49;977.0
42;-67;985.0;-350;?;-124;-272.0;-8;-224.0;-96.0;-67;751.0
50;-63;1052.0;-346;?;-127;-375.0;6;-182.0;-91.0;?;535.0
63;-16;1092.0;-337;-11;-121;?;11;-188.0;-93.0;-16;413.0
71;1;1101.0;-330;-2;-120;-523.0;2;-259.0;-31.0;1;411.0
67;40;1016.0;-337;-2;-125;-488.0;2;-251.0;?;40;566.0
71;58;921.0;-327;15;-114;-429.0;-15;-231.0;-21.0;58;789.0
83;46;918.0;-303;31;-94;-364.0;-31;-246.0;10.0;46;924.0
81;20;1090.0;-306;46;-94;-259.0;-46;?;40.0;20;1215.0
71;16;1125.0;-321;16;-103;-397.0;-16;-124.0;-86.0;16;1381.0
62;?;?;-319;-12;-97;-590.0;12;-161.0;-49.0;-18;1318.0
61;?;?;-325;29;-103;?;-29;-195.0;47.0;-22;1235.0
66;41;364.0;-329;26;-112;-507.0;-26;-257.0;-46.0;41;1015.0
50;16;64.0;-325;-24;-89;-361.0;24;-246.0;-89.0;16;913.0
40;17;-371.0;-332;?;-86;?;29;-281.0;-43.0;17;494.0
48;49;-668.0;?;?;?;-335.0;39;-266.0;-60.0;49;38.0
41;15;-769.0;-324;-25;-69;-312.0;25;-265.0;-79.0;15;-439.0
22;122;-1021.0;-346;?;-82;-360.0;13;-231.0;-99.0;122;-937.0
37;200;-1340.0;-326;-20;-66;-463.0;20;-175.0;-100.0;?;-1308.0
44;170;-1602.0;-308;-3;-40;-475.0;3;-185.0;-77.0;170;-1565.0
11;337;-2029.0;?;-118;-69;-559.0;118;-205.0;-62.0;337;-2066.0
-8;485;-2184.0;-291;-29;-7;?;29;-249.0;-117.0;485;-2458.0
?;1110;-2361.0;-263;-195;9;-578.0;195;-390.0;-77.0;1110;-2530.0
-160;3009;-2358.0;-543;-871;-191;-625.0;871;-443.0;-69.0;3009;-2433.0
-80;4853;-2054.0;-558;-1540;-196;-651.0;1540;-451.0;-30.0;4853;-2206.0
237;5592;-1762.0;-131;?;142;-663.0;2517;-462.0;-75.0;5592;-1912.0
-13;5240;-1605.0;-471;-2621;259;?;2621;-424.0;-68.0;?;-1513.0
207;2338;-1350.0;-228;-1414;-224;-753.0;1414;-345.0;-57.0;?;-1125.0
511;-277;-1208.0;16;-724;-331;-801.0;724;-336.0;-76.0;-277;-873.0
41;53;-1091.0;-755;-585;96;-797.0;585;?;50.0;53;-679.0
303;188;-1147.0;-264;-254;37;-806.0;254;-379.0;-40.0;188;-519.0
443;-75;-1140.0;1;-69;-50;-848.0;69;-381.0;-58.0;?;-396.0
89;14;-1249.0;-426;-124;48;-766.0;124;-526.0;-138.0;14;-220.0
92;-64;-1419.0;-355;-145;-11;?;145;-617.0;-288.0;-64;41.0
134;-2;-1370.0;-369;-156;-6;-495.0;156;-581.0;-440.0;-2;189.0
186;?;?;-305;-147;1;-385.0;?;-519.0;-423.0;?;350.0
157;-72;-1067.0;-328;-105;-15;-299.0;105;-457.0;-613.0;-72;430.0
?;?;-904.0;-366;-67;-1;-263.0;67;-448.0;-736.0;-20;?
151;-30;-854.0;-330;-46;0;-275.0;46;-544.0;-855.0;-30;449.0
146;-34;?;?;-57;4;-146.0;57;-587.0;-304.0;?;444.0
161;-66;-876.0;?;-51;5;-77.0;51;-748.0;391.0;-66;270.0
158;-48;-412.0;-340;-42;-18;-126.0;42;-680.0;757.0;?;57.0
159;?;164.0;-346;-83;-12;-219.0;83;-509.0;698.0;-61;-160.0
174;-105;670.0;-330;-89;19;-342.0;89;-421.0;179.0;?;-229.0
189;?;823.0;-321;-49;?;-429.0;?;-363.0;?;-132;-310.0
177;-185;764.0;-344;-94;-10;-448.0;94;-356.0;-204.0;-185;-363.0
145;-197;477.0;-376;?;0;-355.0;98;?;-198.0;?;-280.0
119;-145;248.0;-399;-44;14;-253.0;44;-433.0;-241.0;-145;-77.0
101;-106;34.0;-424;-65;11;-245.0;65;-456.0;?;-106;11.0
150;-97;-38.0;-398;9;?;-234.0;?;?;-32.0;-97;69.0
184;-181;-235.0;?;10;-11;-239.0;-10;-504.0;-35.0;-181;6.0
?;-275;-166.0;-383;-62;14;-280.0;62;-446.0;-161.0;?;?
176;-260;?;-386;-57;7;-281.0;57;-450.0;-197.0;-260;83.0
?;-234;-255.0;-438;-109;-23;-256.0;109;-458.0;-132.0;-234;131.0
92;-214;-386.0;-496;-62;-5;-215.0;62;-463.0;-110.0;-214;189.0
39;-149;-449.0;-533;-27;36;-198.0;27;-476.0;-81.0;-149;135.0
79;8;-420.0;-509;-34;26;?;34;-461.0;-101.0;?;73.0
150;?;-326.0;-457;44;5;-96.0;?;-463.0;-122.0;86;89.0
130;25;-291.0;-463;35;9;-6.0;-35;-434.0;?;25;18.0
134;31;-209.0;-458;-26;?;-1.0;26;-452.0;-106.0;31;-33.0
147;41;-214.0;-447;-39;?;27.0;39;?;-64.0;?;-139.0
122;32;?;-470;?;2;88.0;30;-427.0;-48.0;32;-164.0
130;43;-8.0;-460;?;4;85.0;69;-421.0;-34.0;43;-190.0
159;89;17.0;-433;?;-1;141.0;22;-416.0;54.0;89;-156.0
163;78;?;-430;17;-12;118.0;-17;-429.0;?;78;-135.0
142;-49;8.0;-436;-77;2;120.0;77;-438.0;-70.0;?;-158.0
?;-51;?;-461;-42;3;136.0;42;-471.0;-110.0;-51;-99.0
139;-21;-110.0;-438;-69;9;173.0;69;-472.0;32.0;-21;-9.0
?;-70;-130.0;-468;-76;?;196.0;76;-462.0;75.0;?;37.0
127;-8;-174.0;?;?;0;230.0;84;-503.0;?;-8;78.0
169;36;-132.0;-400;-221;9;334.0;221;-587.0;?;36;81.0
187;157;?;-392;-250;?;420.0;250;-615.0;42.0;157;71.0
384;684;33.0;-209;?;-8;519.0;549;-561.0;9.0;684;163.0
242;1236;396.0;-379;-942;-57;631.0;942;?;?;1236;299.0
113;1618;697.0;?;-1210;-150;756.0;1210;-406.0;14.0;1618;?
68;1421;?;-586;-1058;-95;787.0;1058;-358.0;?;1421;14.0
-295;738;?;-815;-494;70;734.0;494;-380.0;-11.0;738;?
-139;509;?;-697;-309;37;714.0;309;-370.0;-7.0;509;-408.0
221;?;642.0;-388;-159;-57;675.0;?;-369.0;-14.0;375;-595.0
?;357;395.0;-311;-97;-48;609.0;97;-412.0;?;357;-586.0
118;459;168.0;-456;-199;6;522.0;199;-437.0;42.0;459;-516.0
-77;222;152.0;-630;-10;50;426.0;10;?;14.0;222;-384.0
39;135;164.0;-512;142;30;299.0;-142;-406.0;-32.0;135;-235.0
151;223;193.0;-403;169;3;190.0;-169;-346.0;47.0;223;-177.0
132;240;94.0;-419;142;-12;48.0;?;-288.0;48.0;?;-131.0
131;244;-144.0;-408;105;-24;-76.0;?;-241.0;43.0;244;-96.0
110;?;-398.0;?;96;-21;?;-96;-335.0;72.0;226;31.0
120;237;-617.0;-409;100;-23;-144.0;-100;-404.0;?;237;154.0
143;273;-690.0;-363;93;-20;-292.0;-93;-406.0;-100.0;273;?
124;274;-662.0;-360;49;?;-431.0;?;-389.0;-59.0;274;175.0
143;281;-539.0;-334;119;-28;-443.0;-119;-377.0;119.0;281;175.0
156;251;-482.0;-307;123;-25;-464.0;-123;-368.0;250.0;251;197.0
154;?;-411.0;-299;12;-42;-501.0;-12;-368.0;169.0;?;287.0
179;234;-363.0;-269;-12;-75;-465.0;12;-381.0;5.0;?;?
154;177;-269.0;-274;-12;-44;-361.0;12;-425.0;-2.0;177;417.0
125;?;-179.0;?;-16;-44;-305.0;16;-458.0;230.0;?;?
138;111;-70.0;-273;-48;-45;?;48;-480.0;291.0;111;283.0
165;77;48.0;?;-62;?;?;62;?;75.0;77;324.0
151;-3;207.0;-239;-56;-44;163.0;?;-566.0;28.0;-3;279.0
107;51;365.0;?;-63;-30;274.0;63;-533.0;134.0;51;172.0
123;78;570.0;?;-35;-42;?;35;-479.0;-2.0;78;76.0
138;10;595.0;-243;-75;-35;192.0;75;-462.0;-19.0;10;-6.0
117;35;479.0;?;-123;-18;203.0;123;-481.0;43.0;?;-79.0
133;29;?;-246;-36;-33;215.0;36;-505.0;110.0;29;?
153;-13;209.0;-224;12;-38;186.0;-12;-519.0;31.0;-13;-225.0
127;49;93.0;-247;-54;-31;205.0;54;-501.0;102.0;49;-317.0
123;55;41.0;-251;-61;-30;263.0;61;-501.0;50.0;55;-344.0
144;36;107.0;-227;-31;-33;293.0;31;-443.0;23.0;36;-364.0
?;66;219.0;?;-47;-30;282.0;47;-445.0;-61.0;66;-364.0
123;47;205.0;-239;-47;-26;153.0;47;-475.0;28.0;47;-412.0
?;70;130.0;-236;-19;-28;5.0;19;-463.0;?;70;-466.0
117;100;80.0;-233;-32;-36;-86.0;32;-455.0;-31.0;100;-447.0
?;29;-36.0;-218;-50;-34;-116.0;50;-542.0;-112.0;29;-333.0
113;32;?;-224;4;-28;-57.0;-4;-591.0;11.0;32;-222.0
?;33;-342.0;-222;40;-28;-90.0;-40;-613.0;93.0;33;?
120;-75;-311.0;-198;55;?;-119.0;-55;-595.0;-43.0;-75;-50.0
?;-99;-346.0;-223;79;-19;-98.0;-79;-559.0;-70.0;-99;-91.0
49;?;-279.0;-269;87;-23;-138.0;-87;-524.0;-47.0;-28;-234.0
78;-6;-264.0;-255;92;-12;-164.0;-92;-541.0;?;-6;-340.0
115;-40;-337.0;-219;64;-22;-178.0;-64;-566.0;-140.0;-40;-397.0
106;-6;-421.0;-224;62;-32;-192.0;-62;-586.0;-55.0;-6;-380.0
?;11;?;-239;43;-28;-196.0;-43;-590.0;4.0;?;?
102;-27;-402.0;-233;8;?;-190.0;-8;-623.0;-22.0;-27;-174.0
110;-34;-432.0;-226;44;-25;-126.0;?;?;-34.0;-34;-132.0
93;-67;-331.0;-241;45;-25;-181.0;-45;?;-76.0;-67;-198.0
73;-71;-321.0;?;37;-10;-260.0;-37;-543.0;66.0;-71;-283.0
87;?;-395.0;-261;85;-7;-323.0;-85;-551.0;-29.0;-48;-294.0
102;?;-431.0;-247;109;-24;-403.0;?;-558.0;-60.0;-76;-313.0
?;-60;?;-265;95;-28;-402.0;-95;-599.0;44.0;-60;-264.0
65;-25;-570.0;-283;88;-27;-388.0;-88;-587.0;?;-25;-185.0
61;-32;-521.0;-285;91;-28;-380.0;-91;-582.0;-110.0;-32;-212.0
72;7;-454.0;-284;72;-23;-500.0;-72;-657.0;107.0;7;-215.0
76;1;-426.0;-286;?;-20;-476.0;-44;-588.0;146.0;1;-68.0
85;?;-303.0;-271;22;-31;-319.0;?;-564.0;14.0;-25;60.0
82;-27;-49.0;-280;18;?;-371.0;-18;-610.0;-142.0;-27;?
?;-56;-10.0;-321;10;-7;-338.0;-10;-617.0;56.0;-56;173.0
46;16;-17.0;-318;-13;-17;-199.0;13;-651.0;0.0;16;181.0
60;63;128.0;-307;?;-18;-169.0;-18;-693.0;-162.0;63;192.0
57;56;?;-311;56;-17;-147.0;-56;-708.0;-93.0;56;162.0
62;?;389.0;-300;11;-21;-116.0;-11;-698.0;-23.0;51;118.0
62;16;404.0;-299;-1;-24;-130.0;1;-688.0;-31.0;16;91.0
35;17;467.0;-324;22;-24;-80.0;-22;-659.0;-146.0;?;93.0
27;?;445.0;-314;-79;-24;-2.0;79;-661.0;-155.0;18;147.0
112;23;372.0;-217;?;-90;85.0;?;-672.0;-63.0;23;67.0
42;-53;252.0;-308;-87;6;?;87;-678.0;34.0;-53;-67.0
191;6;204.0;?;-108;-90;278.0;108;-685.0;-21.0;6;-329.0
171;?;92.0;-204;-147;-178;321.0;147;-692.0;-144.0;?;-605.0
131;-757;73.0;-247;-366;-177;250.0;366;-620.0;-123.0;-757;-868.0
820;1485;39.0;597;-1343;-760;86.0;1343;?;-134.0;1485;-1037.0
230;?;-37.0;47;-2227;-516;-59.0;2227;-545.0;86.0;4414;-1063.0
-330;4281;-151.0;-869;-1262;270;-90.0;1262;-528.0;-18.0;4281;-966.0
447;?;-266.0;-436;220;193;-96.0;-220;-554.0;?;1990;-832.0
610;236;-389.0;-397;451;123;-158.0;-451;?;33.0;236;-661.0
743;63;-514.0;-343;?;131;-293.0;9;-550.0;11.0;?;?
728;355;-360.0;-235;-771;9;-414.0;771;-414.0;-74.0;355;-240.0
347;353;-134.0;-409;-1189;45;-318.0;1189;-395.0;175.0;353;-209.0
247;266;-66.0;-496;-1121;118;?;1121;-424.0;85.0;266;-340.0
94;178;-7.0;-470;-1144;?;-145.0;1144;?;-13.0;178;-486.0
-248;39;-55.0;-301;-1250;-159;-236.0;1250;?;-236.0;39;-546.0
-390;495;-193.0;-181;-1092;-269;-316.0;1092;-271.0;-390.0;495;-447.0
-368;1309;-326.0;-144;-691;-287;-334.0;691;-289.0;-333.0;1309;-298.0
-703;1363;-406.0;-239;-1029;-252;?;1029;-316.0;?;1363;-28.0
-396;2176;-396.0;-292;-346;-137;-128.0;346;-414.0;?;2176;?
112;2171;-343.0;-526;819;269;-92.0;-819;-433.0;-723.0;2171;418.0
-435;413;?;-1201;712;797;-2.0;-712;-486.0;-415.0;?;470.0
-624;435;-16.0;-1419;1023;?;-97.0;-1023;-443.0;14.0;435;480.0
-159;?;208.0;-831;537;272;-154.0;-537;-420.0;6.0;?;454.0
74;63;424.0;-395;-199;-12;-168.0;199;-389.0;-10.0;63;461.0
104;269;396.0;-325;-14;?;?;14;-423.0;-10.0;269;442.0
57;18;353.0;-256;-122;-127;-192.0;122;-428.0;-68.0;18;407.0
59;32;?;-259;-113;-124;-197.0;113;?;-210.0;32;326.0
87;72;206.0;-258;-94;-129;-189.0;94;-453.0;-195.0;72;185.0
114;-32;169.0;-187;-54;-198;-160.0;54;-433.0;-191.0;-32;57.0
118;35;35.0;-188;55;-183;-97.0;-55;-407.0;-277.0;35;-130.0
96;?;7.0;-227;?;-136;-73.0;-80;-396.0;-292.0;?;-341.0
91;-14;-10.0;-225;136;-141;-79.0;-136;-331.0;-224.0;-14;-490.0
?;4;18.0;-223;76;-142;-36.0;-76;-419.0;-162.0;4;-603.0
92;8;12.0;-231;44;-135;128.0;-44;-387.0;-269.0;8;-602.0
96;?;155.0;-210;82;?;316.0;-82;-347.0;-282.0;3;-624.0
102;?;270.0;-211;126;-158;449.0;-126;-290.0;-324.0;?;-487.0
98;-22;485.0;?;191;-178;504.0;-191;-241.0;?;-22;-336.0
106;-57;?;-196;339;-171;535.0;-339;-262.0;-40.0;-57;-287.0
116;-71;950.0;?;?;-128;510.0;-427;-272.0;-13.0;-71;-296.0
145;34;843.0;-214;524;?;482.0;-524;-273.0;250.0;34;-232.0
?;141;673.0;-231;1036;-171;399.0;-1036;-324.0;95.0;141;-223.0
177;198;570.0;-298;1555;-92;232.0;-1555;-286.0;-46.0;198;-283.0
220;295;599.0;-330;1579;?;77.0;-1579;-241.0;-38.0;?;?
349;753;604.0;-363;3051;-78;-31.0;?;-181.0;23.0;753;-99.0
443;1760;?;-452;5386;-8;-72.0;-5386;-198.0;134.0;1760;?
?;2981;447.0;?;5824;7;-28.0;-5824;-211.0;-16.0;2981;164.0
1411;3744;260.0;-1089;5810;?;42.0;-5810;-269.0;?;3744;227.0
1333;3180;69.0;-906;4214;?;39.0;-4214;-295.0;-75.0;3180;248.0
?;3237;-81.0;-1064;?;556;-73.0;-3714;-267.0;-58.0;3237;238.0
1058;?;-194.0;-984;3482;521;-234.0;-3482;-259.0;-91.0;3074;140.0
576;237;-375.0;-95;-1237;-84;-402.0;1237;-271.0;21.0;?;46.0
693;-1359;-634.0;21;?;-269;-526.0;3122;-305.0;22.0;-1359;79.0
856;?;-947.0;-202;-3582;-96;-618.0;3582;-412.0;136.0;?;166.0
492;?;-1318.0;?;-5431;-189;-487.0;5431;-512.0;19.0;-1688;297.0
334;-1917;-1829.0;-190;-4959;-152;-391.0;4959;-620.0;-101.0;-1917;354.0
229;-2371;-1988.0;-363;-4858;-97;?;4858;-673.0;?;-2371;358.0
-51;-3060;-1701.0;-622;-4463;-141;-328.0;4463;-709.0;96.0;-3060;379.0
-809;-3615;-981.0;-697;-3309;-28;243.0;3309;-657.0;-70.0;-3615;?
-1313;-4315;-119.0;-1326;-4038;96;639.0;4038;?;-261.0;-4315;-29.0
-1369;-3447;338.0;-270;-1977;-7;?;1977;-483.0;-829.0;-3447;-427.0
-1899;-1032;626.0;1129;1872;?;243.0;-1872;-341.0;-316.0;-1032;-721.0
-1138;46;718.0;-179;3237;-421;-16.0;-3237;-292.0;31.0;46;-788.0
404;320;696.0;-945;3845;735;-79.0;-3845;-304.0;-145.0;320;-809.0
-409;1322;774.0;-695;1223;-522;-2.0;-1223;-299.0;-168.0;1322;-735.0
-403;1673;593.0;-313;-255;?;19.0;255;-353.0;?;1673;-494.0
517;?;414.0;-303;914;-182;-40.0;?;?;131.0;1277;-79.0
26;904;?;-739;-48;93;-51.0;48;?;98.0;904;?
221;382;238.0;-344;?;-165;33.0;389;?;106.0;?;667.0
383;?;?;-187;-209;-131;60.0;209;?;129.0;247;851.0
280;?;184.0;-263;-363;-164;91.0;363;?;-12.0;338;892.0
323;191;226.0;-235;-128;-70;191.0;128;-173.0;-125.0;?;973.0
225;51;250.0;-288;10;-39;354.0;-10;-266.0;?;51;979.0
333;31;166.0;-207;50;-123;680.0;-50;-157.0;106.0;31;1051.0
?;50;171.0;-231;75;-96;1116.0;-75;-6.0;-360.0;50;1439.0
315;-11;105.0;-209;52;-140;1184.0;?;-53.0;-859.0;-11;1742.0
323;-6;81.0;?;-60;-140;1041.0;60;-120.0;150.0;-6;1544.0
253;?;114.0;-255;-115;?;1189.0;115;-354.0;-3.0;18;1033.0
307;23;163.0;-227;-95;-103;1252.0;95;-315.0;-1041.0;23;302.0
319;47;216.0;-248;-64;-63;1270.0;64;-268.0;-1332.0;47;-430.0
293;45;184.0;-227;-122;-82;1082.0;122;-358.0;?;45;-980.0
391;78;326.0;-114;-111;-169;722.0;111;-175.0;724.0;78;-1132.0
303;?;709.0;-108;108;-172;585.0;?;-126.0;109.0;13;-557.0
403;111;1148.0;-26;147;-277;561.0;-147;-179.0;68.0;111;79.0
513;51;1265.0;-121;1183;-174;662.0;-1183;-181.0;-80.0;51;?
672;115;1205.0;-329;2842;0;696.0;-2842;-219.0;-58.0;?;72.0
?;-519;1132.0;?;4012;-121;620.0;-4012;-239.0;-167.0;-519;-297.0
610;-2306;1269.0;-82;?;-288;549.0;-4722;-269.0;-250.0;?;-414.0
1502;-1298;1533.0;?;?;-774;431.0;-2217;-257.0;-140.0;-1298;-387.0
1587;?;1753.0;609;-1159;-491;292.0;1159;-119.0;-59.0;1105;?
?;2634;1920.0;-57;-2693;245;86.0;2693;?;-74.0;?;-376.0
879;2281;1878.0;22;-2425;153;-178.0;2425;-216.0;-72.0;2281;?
78;-1202;1621.0;-223;-115;199;-279.0;115;-205.0;-3.0;-1202;-123.0
-392;-1819;1383.0;-372;-33;135;-406.0;?;-245.0;56.0;?;284.0
-346;376;?;-223;-1074;-159;-414.0;1074;-239.0;15.0;376;617.0
-675;1057;1177.0;-533;-98;104;-589.0;98;-363.0;-242.0;1057;914.0
