Accelerometer HIP accZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az
1.0;-23;-942.0;-875.0;-776.0;23;-24
0.0;-8;-957.0;-864.0;-773.0;8;-26
-9.0;15;-948.0;-870.0;-780.0;-15;-26
-11.0;-8;-947.0;-835.0;-787.0;8;-25
97.0;0;-959.0;-935.0;-935.0;0;-20
71.0;7;-954.0;-963.0;-929.0;-7;-25
-45.0;2;-969.0;-897.0;-773.0;-2;-21
-28.0;-26;-986.0;-931.0;-818.0;26;-21
-49.0;-16;-977.0;-964.0;-860.0;16;-23
-10.0;22;-971.0;-914.0;-888.0;-22;-22
0.0;23;-943.0;-877.0;-876.0;-23;-20
-21.0;12;-931.0;-865.0;-838.0;-12;-17
-39.0;32;-879.0;-848.0;-877.0;-32;-13
-29.0;23;-957.0;-898.0;-914.0;-23;-19
-20.0;-9;-982.0;-939.0;-929.0;9;-23
81.0;-1;-955.0;-959.0;-936.0;1;-30
29.0;-14;-961.0;-958.0;-958.0;14;-26
21.0;14;-956.0;-970.0;-941.0;-14;-28
22.0;-6;-964.0;-955.0;-953.0;6;-17
44.0;-4;-956.0;-950.0;-962.0;4;-15
30.0;9;-957.0;-971.0;-923.0;-9;-25
-93.0;6;-942.0;-920.0;-911.0;-6;-20
224.0;90;-982.0;-1041.0;-847.0;-90;-16
26.0;13;-959.0;-972.0;-966.0;-13;-19
-4.0;-10;-948.0;-953.0;-948.0;10;-24
85.0;-1;-951.0;-965.0;-932.0;1;-24
-91.0;14;-944.0;-923.0;-910.0;-14;-22
-100.0;12;-949.0;-937.0;-921.0;-12;-21
98.0;-11;-980.0;-982.0;-937.0;11;-15
80.0;-4;-960.0;-967.0;-938.0;4;-22
14.0;29;-962.0;-953.0;-969.0;-29;-24
62.0;-17;-935.0;-956.0;-770.0;17;-30
29.0;26;-956.0;-946.0;-825.0;-26;-22
33.0;16;-935.0;-985.0;-844.0;-16;-23
18.0;-20;-969.0;-979.0;-874.0;20;-27
32.0;33;-953.0;-940.0;-965.0;-33;-23
92.0;48;-958.0;-964.0;-774.0;-48;-12
6.0;23;-973.0;-957.0;-825.0;-23;-22
85.0;36;-952.0;-934.0;-930.0;-36;-22
62.0;19;-953.0;-1007.0;-891.0;-19;-17
83.0;19;-951.0;-949.0;-929.0;-19;-18
71.0;-29;-945.0;-965.0;-834.0;29;-12
-22.0;15;-910.0;-954.0;-909.0;-15;-20
-86.0;-5;-962.0;-963.0;-906.0;5;-21
-77.0;-31;-948.0;-965.0;-906.0;31;-24
-78.0;-2;-957.0;-952.0;-911.0;2;-19
87.0;36;-971.0;-980.0;-950.0;-36;-26
9.0;27;-961.0;-964.0;-971.0;-27;-20
-85.0;-8;-939.0;-925.0;-980.0;8;-23
-178.0;35;-816.0;-862.0;-813.0;-35;-22
-69.0;-7;-957.0;-917.0;-922.0;7;-22
20.0;74;-926.0;-1149.0;-894.0;-74;-17
100.0;-27;-941.0;-946.0;-904.0;27;-25
92.0;0;-943.0;-942.0;-850.0;0;-37
-108.0;-20;-900.0;-873.0;-726.0;20;-27
-87.0;-4;-938.0;-915.0;-940.0;4;-16
124.0;16;-952.0;-911.0;-917.0;-16;-20
82.0;28;-944.0;-921.0;-934.0;-28;-21
19.0;14;-899.0;-983.0;-958.0;-14;-17
29.0;5;-987.0;-955.0;-943.0;-5;-25
58.0;-6;-959.0;-946.0;-965.0;6;-16
-16.0;-24;-926.0;-957.0;-940.0;24;-24
63.0;13;-963.0;-952.0;-960.0;-13;-23
-24.0;2;-924.0;-975.0;-964.0;-2;-30
-17.0;13;-918.0;-1002.0;-953.0;-13;-30
33.0;-22;-952.0;-962.0;-955.0;22;-18
61.0;25;-952.0;-939.0;-956.0;-25;-16
-38.0;14;-951.0;-952.0;-965.0;-14;-18
107.0;-13;-940.0;-942.0;-910.0;13;-14
31.0;3;-952.0;-954.0;-956.0;-3;-17
65.0;-13;-956.0;-962.0;-950.0;13;-22
-30.0;0;-951.0;-955.0;-931.0;0;-21
-16.0;-11;-967.0;-974.0;-958.0;11;-19
2.0;8;-955.0;-983.0;-957.0;-8;-20
32.0;5;-962.0;-968.0;-969.0;-5;-23
33.0;12;-960.0;-976.0;-950.0;-12;-27
36.0;3;-967.0;-985.0;-943.0;-3;-21
13.0;-33;-974.0;-985.0;-964.0;33;-19
20.0;6;-960.0;-981.0;-953.0;-6;-29
9.0;12;-955.0;-969.0;-944.0;-12;-20
24.0;-7;-956.0;-967.0;-948.0;7;-22
28.0;-9;-960.0;-973.0;-954.0;9;-18
28.0;-18;-956.0;-960.0;-943.0;18;-26
25.0;0;-955.0;-962.0;-964.0;0;-22
32.0;-4;-963.0;-967.0;-962.0;4;-19
31.0;3;-959.0;-975.0;-944.0;-3;-23
20.0;-23;-964.0;-974.0;-948.0;23;-18
40.0;-2;-961.0;-976.0;-943.0;2;-23
48.0;-30;-952.0;-951.0;-945.0;30;-16
18.0;0;-963.0;-960.0;-948.0;0;-22
22.0;-6;-968.0;-971.0;-933.0;6;-22
48.0;2;-957.0;-959.0;-957.0;-2;-19
15.0;-12;-957.0;-991.0;-943.0;12;-23
23.0;-9;-968.0;-979.0;-947.0;9;-18
11.0;-10;-963.0;-967.0;-957.0;10;-16
25.0;-9;-958.0;-961.0;-964.0;9;-18
19.0;-24;-958.0;-968.0;-952.0;24;-25
101.0;16;-942.0;-949.0;-914.0;-16;-19
80.0;-3;-943.0;-956.0;-915.0;3;-19
80.0;-9;-944.0;-947.0;-920.0;9;-19
-7.0;9;-946.0;-949.0;-961.0;-9;-17
32.0;-13;-974.0;-820.0;-926.0;13;-16
45.0;-4;-954.0;-953.0;-954.0;4;-16
-7.0;-34;-937.0;-894.0;-890.0;34;-19
-40.0;24;-953.0;-1020.0;-911.0;-24;-29
-33.0;-34;-973.0;-988.0;-859.0;34;-19
4.0;-5;-969.0;-883.0;-750.0;5;-20
61.0;10;-954.0;-955.0;-942.0;-10;-20
52.0;4;-961.0;-954.0;-953.0;-4;-22
85.0;-23;-949.0;-945.0;-921.0;23;-21
47.0;19;-955.0;-954.0;-951.0;-19;-16
35.0;-22;-957.0;-958.0;-951.0;22;-23
36.0;26;-960.0;-952.0;-947.0;-26;-20
60.0;18;-956.0;-957.0;-934.0;-18;-17
69.0;8;-964.0;-949.0;-926.0;-8;-27
81.0;14;-936.0;-959.0;-916.0;-14;-20
3.0;12;-953.0;-854.0;-760.0;-12;-21
26.0;-15;-964.0;-961.0;-954.0;15;-23
30.0;-19;-962.0;-971.0;-946.0;19;-21
40.0;-18;-969.0;-971.0;-956.0;18;-22
94.0;-25;-945.0;-948.0;-918.0;25;-18
17.0;-6;-964.0;-930.0;-902.0;6;-23
11.0;-23;-947.0;-874.0;-883.0;23;-19
29.0;-4;-926.0;-838.0;-811.0;4;-22
5.0;-19;-1000.0;-955.0;-793.0;19;-20
81.0;11;-950.0;-959.0;-927.0;-11;-16
123.0;-36;-946.0;-986.0;-960.0;36;-13
-20.0;-20;-967.0;-904.0;-755.0;20;-16
-33.0;6;-944.0;-919.0;-778.0;-6;-30
83.0;-6;-941.0;-952.0;-920.0;6;-25
66.0;24;-939.0;-946.0;-915.0;-24;-15
5.0;9;-956.0;-857.0;-796.0;-9;-22
-29.0;-8;-950.0;-863.0;-832.0;8;-15
8.0;14;-954.0;-698.0;-786.0;-14;-22
-26.0;17;-949.0;-836.0;-798.0;-17;-24
-9.0;19;-956.0;-857.0;-800.0;-19;-22
-12.0;56;-957.0;-844.0;-809.0;-56;-21
40.0;104;-950.0;-793.0;-673.0;-104;-15
-52.0;28;-975.0;-789.0;-739.0;-28;-26
-20.0;-6;-953.0;-836.0;-811.0;6;-21
-30.0;-26;-952.0;-853.0;-808.0;26;-20
-21.0;-18;-950.0;-856.0;-817.0;18;-15
-23.0;16;-949.0;-862.0;-805.0;-16;-26
7.0;-4;-946.0;-861.0;-809.0;4;-22
-27.0;-11;-963.0;-872.0;-823.0;11;-29
-21.0;-20;-945.0;-878.0;-820.0;20;-20
-18.0;-22;-959.0;-880.0;-819.0;22;-21
-26.0;22;-959.0;-881.0;-808.0;-22;-24
-7.0;-8;-949.0;-869.0;-814.0;8;-20
-9.0;8;-951.0;-877.0;-819.0;-8;-24
-15.0;-3;-948.0;-886.0;-818.0;3;-24
28.0;-44;-974.0;-992.0;-972.0;44;-21
34.0;36;-869.0;-1074.0;-954.0;-36;-19
69.0;18;-1089.0;-1012.0;-793.0;-18;-6
-165.0;39;-931.0;-911.0;-893.0;-39;-12
-90.0;33;-951.0;-960.0;-977.0;-33;-18
-120.0;28;-932.0;-862.0;-841.0;-28;-22
-44.0;8;-957.0;-982.0;-972.0;-8;-15
-40.0;-8;-943.0;-839.0;-728.0;8;-22
25.0;1;-1067.0;-922.0;-1105.0;-1;-17
-19.0;5;-969.0;-872.0;-720.0;-5;-20
73.0;20;-950.0;-890.0;-629.0;-20;-9
-41.0;-30;-969.0;-995.0;-983.0;30;-22
77.0;-47;-981.0;-962.0;-664.0;47;-24
57.0;1204;-998.0;-999.0;-935.0;-1204;-44
151.0;-6;-971.0;-938.0;-704.0;6;-18
22.0;25;-957.0;-823.0;-753.0;-25;-18
119.0;-6;-648.0;-875.0;-911.0;6;-31
-71.0;-12;-965.0;-869.0;-926.0;12;-30
-42.0;16;-956.0;-853.0;-723.0;-16;-21
-146.0;13;-966.0;-945.0;-877.0;-13;-21
-31.0;-20;-957.0;-869.0;-740.0;20;-18
34.0;-29;-969.0;-798.0;-1008.0;29;-21
-94.0;-24;-924.0;-851.0;-881.0;24;-22
43.0;-128;-976.0;-962.0;-948.0;128;-112
-26.0;14;-1041.0;-1034.0;-817.0;-14;-23
17.0;-15;-957.0;-826.0;-755.0;15;-25
-60.0;-17;-979.0;-980.0;-950.0;17;-22
88.0;-6;-935.0;-970.0;-971.0;6;-21
55.0;-21;-958.0;-961.0;-960.0;21;-16
-48.0;-21;-827.0;-922.0;-1046.0;21;-20
63.0;-2;-970.0;-942.0;-964.0;2;-23
83.0;13;-959.0;-936.0;-957.0;-13;-18
29.0;123;-948.0;-864.0;-967.0;-123;-21
114.0;-14;-943.0;-945.0;-915.0;14;-13
-238.0;3;-894.0;-946.0;-898.0;-3;-17
-166.0;-13;-894.0;-1005.0;-872.0;13;-25
101.0;-5;-950.0;-949.0;-935.0;5;-20
-155.0;33;-978.0;-978.0;-845.0;-33;-28
-117.0;12;-904.0;-1001.0;-792.0;-12;-21
-129.0;-6;-856.0;-901.0;-968.0;6;-17
-144.0;-877;-868.0;-975.0;-982.0;877;119
85.0;4007;-964.0;-915.0;-896.0;-4007;-274
14.0;32;-971.0;-993.0;-978.0;-32;-18
158.0;-93;-985.0;-951.0;-710.0;93;-13
138.0;36;-996.0;-951.0;-786.0;-36;-20
-82.0;7;-973.0;-945.0;-939.0;-7;-19
-344.0;-501;-201.0;-758.0;-771.0;501;15
-117.0;-19;-704.0;-1098.0;-925.0;19;-23
-202.0;-33;-190.0;-881.0;-886.0;33;-17
252.0;84;-911.0;-1074.0;-934.0;-84;-13
0.0;16;-955.0;-861.0;-728.0;-16;-21
-88.0;-21;-951.0;-927.0;-927.0;21;-23
14.0;-2;-955.0;-853.0;-745.0;2;-28
-131.0;25;-934.0;-928.0;-951.0;-25;-18
-51.0;-34;-992.0;-983.0;-948.0;34;-21
-30.0;-1;-975.0;-949.0;-713.0;1;-15
-27.0;-23;-976.0;-968.0;-727.0;23;-27
-90.0;-9;-954.0;-950.0;-927.0;9;-26
-152.0;-14;-877.0;-981.0;-998.0;14;-22
-55.0;13;-964.0;-953.0;-967.0;-13;-21
93.0;118;-1009.0;-1057.0;-869.0;-118;-21
133.0;340;-962.0;-941.0;-860.0;-340;-20
19.0;1;-959.0;-851.0;-740.0;-1;-11
-102.0;1;-952.0;-947.0;-924.0;-1;-26
-10.0;-2;-954.0;-985.0;-971.0;2;-18
-110.0;3;-793.0;-995.0;-784.0;-3;-15
40.0;22;-950.0;-842.0;-762.0;-22;-24
-89.0;-24;-874.0;-1032.0;-973.0;24;-26
-71.0;0;-960.0;-958.0;-763.0;0;-25
-90.0;-12;-974.0;-965.0;-771.0;12;-24
-99.0;13;-950.0;-929.0;-928.0;-13;-26
-58.0;13;-979.0;-947.0;-742.0;-13;-24
56.0;29;-956.0;-996.0;-978.0;-29;-14
-4.0;23;-947.0;-979.0;-974.0;-23;-24
14.0;14;-948.0;-974.0;-978.0;-14;-19
-23.0;3;-948.0;-983.0;-971.0;-3;-15
-97.0;-33;-951.0;-938.0;-939.0;33;-12
-118.0;10;-958.0;-909.0;-768.0;-10;-25
99.0;1;-957.0;-962.0;-937.0;-1;-23
-15.0;25;-942.0;-985.0;-972.0;-25;-17
-16.0;-63;-943.0;-977.0;-980.0;63;-13
-72.0;2;-727.0;-967.0;-955.0;-2;-21
91.0;3;-957.0;-952.0;-948.0;-3;-24
-104.0;-21;-963.0;-890.0;-875.0;21;-19
1.0;-19;-946.0;-995.0;-986.0;19;-19
-101.0;-10;-974.0;-915.0;-899.0;10;-26
98.0;5;-959.0;-963.0;-938.0;-5;-20
101.0;2;-961.0;-960.0;-938.0;-2;-21
-180.0;36;-822.0;-1130.0;-877.0;-36;-36
-121.0;34;-956.0;-960.0;-915.0;-34;-15
91.0;-4;-958.0;-958.0;-962.0;4;-17
-315.0;150;-781.0;-865.0;-837.0;-150;-13
6.0;5;-949.0;-995.0;-969.0;-5;-16
-20.0;-26;-952.0;-837.0;-784.0;26;-21
163.0;173;-959.0;-923.0;-906.0;-173;-21
139.0;-70;-916.0;-903.0;-957.0;70;-13
104.0;108;-924.0;-863.0;-957.0;-108;-58
81.0;2;-986.0;-930.0;-726.0;-2;-23
-105.0;-11;-932.0;-859.0;-811.0;11;-24
-90.0;80;-865.0;-1002.0;-888.0;-80;201
-139.0;-26;-965.0;-959.0;-767.0;26;-18
-129.0;-185;-897.0;-856.0;-851.0;185;-615
-38.0;-2;-817.0;-798.0;-1022.0;2;-19
-71.0;6;-973.0;-977.0;-949.0;-6;-18
-82.0;-5;-884.0;-912.0;-944.0;5;-1636
52.0;30;-894.0;-886.0;-1050.0;-30;93
-121.0;25;-931.0;-881.0;-873.0;-25;-20
79.0;-19;-955.0;-992.0;-975.0;19;-17
33.0;3;-940.0;-982.0;-979.0;-3;-19
194.0;35;-946.0;-959.0;-938.0;-35;-19
151.0;73;-965.0;-998.0;-950.0;-73;-26
-20.0;-18;-962.0;-964.0;-992.0;18;-22
1.0;674;-968.0;-986.0;-1035.0;-674;1021
-13.0;1;-957.0;-971.0;-974.0;-1;-20
82.0;19;-934.0;-919.0;-1082.0;-19;-21
111.0;-29;-866.0;-971.0;-930.0;29;6
-120.0;-4;-929.0;-880.0;-872.0;4;-23
242.0;67;-966.0;-990.0;-962.0;-67;-22
215.0;6;-911.0;-978.0;-826.0;-6;-12
212.0;-5;-952.0;-988.0;-932.0;5;-17
239.0;8;-965.0;-910.0;-833.0;-8;-17
249.0;-19;-1064.0;-1038.0;-895.0;19;-10
32.0;-15;-976.0;-949.0;-709.0;15;-25
-119.0;24;-934.0;-878.0;-876.0;-24;-26
-43.0;12;-973.0;-996.0;-982.0;-12;-17
-86.0;16;-976.0;-958.0;-679.0;-16;-21
4.0;9;-652.0;-860.0;-979.0;-9;-20
-162.0;-3;-917.0;-926.0;-1013.0;3;-20
-26.0;-18;-974.0;-827.0;-792.0;18;-19
322.0;148;-947.0;-888.0;-895.0;-148;11
-29.0;5;-972.0;-996.0;-989.0;-5;-18
68.0;16;-998.0;-1084.0;-946.0;-16;-23
143.0;83;-974.0;-969.0;-800.0;-83;-21
-15.0;-7;-958.0;-962.0;-528.0;7;-21
253.0;-18;-968.0;-990.0;-961.0;18;-22
59.0;17;-976.0;-1005.0;-690.0;-17;-24
146.0;-36;-992.0;-965.0;-827.0;36;-19
-132.0;34;-886.0;-786.0;-931.0;-34;-24
-399.0;-63;-728.0;-879.0;-1009.0;63;-13
-170.0;-15;-915.0;-901.0;-962.0;15;-17
-30.0;28;-782.0;-984.0;-955.0;-28;-16
-7.0;31;-969.0;-1003.0;-987.0;-31;-19
-168.0;-197;-915.0;-934.0;-747.0;197;36
-141.0;9;-871.0;-932.0;-784.0;-9;-23
1.0;-21;-976.0;-876.0;-733.0;21;-17
-200.0;52;-867.0;-979.0;-949.0;-52;-22
61.0;8;-950.0;-947.0;-978.0;-8;-8
106.0;-2;-983.0;-961.0;-397.0;2;-21
-212.0;3;-913.0;-875.0;-872.0;-3;-18
43.0;28;-879.0;-982.0;-1029.0;-28;-20
-115.0;9;-956.0;-953.0;-957.0;-9;-14
103.0;-11;-950.0;-950.0;-946.0;11;-22
116.0;-13;-982.0;-966.0;-631.0;13;-17
273.0;-38;-968.0;-994.0;-961.0;38;-23
-73.0;-23;-1042.0;-1030.0;-960.0;23;-16
124.0;24;-968.0;-1006.0;-987.0;-24;-19
-31.0;22;-968.0;-984.0;-965.0;-22;-15
-132.0;27;-938.0;-867.0;-874.0;-27;-26
-314.0;22;-631.0;-778.0;-1013.0;-22;-21
-271.0;23;-797.0;-865.0;-999.0;-23;-14
18.0;12;-970.0;-1001.0;-980.0;-12;-22
-38.0;-34;-943.0;-852.0;-713.0;34;-24
-92.0;-1;-962.0;-706.0;-641.0;1;-21
-172.0;85;-877.0;-835.0;-926.0;-85;-7
229.0;88;-959.0;-898.0;-846.0;-88;-34
248.0;-3;-927.0;-1007.0;-776.0;3;-18
56.0;15;-959.0;-995.0;-1002.0;-15;-15
83.0;-6;-939.0;-1152.0;-828.0;6;-25
-121.0;-38;-947.0;-929.0;-694.0;38;-23
80.0;26;-1022.0;-940.0;-893.0;-26;-13
107.0;14;-959.0;-953.0;-950.0;-14;-18
-87.0;-5;-973.0;-1007.0;-948.0;5;-13
-48.0;-25;-1108.0;-1200.0;-1072.0;25;0
70.0;21;-966.0;-997.0;-992.0;-21;-14
87.0;24;-992.0;-953.0;-663.0;-24;-18
-10.0;8;-1032.0;-888.0;-901.0;-8;-14
262.0;5;-968.0;-992.0;-967.0;-5;-17
3.0;13;-972.0;-962.0;-1049.0;-13;-26
213.0;-4;-957.0;-979.0;-963.0;4;-18
126.0;7;-978.0;-968.0;-560.0;-7;-17
192.0;7;-924.0;-926.0;-954.0;-7;-18
150.0;-55;-994.0;-991.0;-538.0;55;-17
109.0;363;-1225.0;-1280.0;-1188.0;-363;10
-70.0;-12;-973.0;-817.0;-732.0;12;-17
40.0;56;-962.0;-993.0;-994.0;-56;-11
-77.0;-2;-863.0;-1041.0;-1022.0;2;-21
72.0;11;-959.0;-996.0;-985.0;-11;-19
-74.0;111;-738.0;-804.0;-699.0;-111;15
-109.0;10;-946.0;-899.0;-741.0;-10;-21
-80.0;-14;-964.0;-960.0;-940.0;14;-23
8.0;11;-961.0;-771.0;-609.0;-11;-20
37.0;-1;-936.0;-807.0;-681.0;1;-21
182.0;-16;-982.0;-945.0;-789.0;16;-19
-135.0;-12;-944.0;-828.0;-708.0;12;-19
0.0;-20;-966.0;-493.0;-459.0;20;-23
-99.0;-14;-946.0;-941.0;-932.0;14;-17
121.0;61;-956.0;-998.0;-998.0;-61;-15
-26.0;-18;-970.0;-947.0;-986.0;18;-22
-124.0;6;-931.0;-876.0;-873.0;-6;-15
-107.0;27;-965.0;-958.0;-965.0;-27;-18
1003.0;142;-379.0;-102.0;-136.0;-142;56
9.0;7;-978.0;-997.0;-979.0;-7;-16
-102.0;5;-966.0;-975.0;-806.0;-5;-21
101.0;-31;-967.0;-981.0;-856.0;31;-18
6.0;-15;-956.0;-860.0;-702.0;15;-21
172.0;-9;-983.0;-972.0;-539.0;9;-13
-73.0;66;-1219.0;-1228.0;-1248.0;-66;-10
87.0;12;-1055.0;-995.0;-1031.0;-12;-34
-172.0;5;-924.0;-903.0;-913.0;-5;-24
-97.0;9;-949.0;-848.0;-630.0;-9;-25
21.0;6;-959.0;-1000.0;-991.0;-6;-19
21.0;-11;-946.0;-983.0;-977.0;11;-17
40.0;-9;-990.0;-929.0;-740.0;9;-27
17.0;-69;-960.0;-1069.0;-904.0;69;-29
-48.0;-2;-929.0;-998.0;-1012.0;2;-20
44.0;-17;-964.0;-974.0;-641.0;17;-23
22.0;3;-982.0;-1044.0;-988.0;-3;-19
-171.0;-7;-945.0;-928.0;-762.0;7;-22
-123.0;-4;-933.0;-876.0;-869.0;4;-20
-12.0;-237;-964.0;-846.0;-524.0;237;-14
10.0;-4;-961.0;-1006.0;-1014.0;4;-17
-142.0;-20;-934.0;-851.0;-512.0;20;-31
-1.0;-31;-947.0;-837.0;-751.0;31;-22
159.0;-179;-945.0;-970.0;-952.0;179;9
32.0;14;-956.0;-993.0;-1007.0;-14;-18
-110.0;-6;-954.0;-947.0;-955.0;6;-20
-142.0;45;-310.0;-560.0;-937.0;-45;-26
132.0;72;-971.0;-975.0;-758.0;-72;-14
-149.0;41;-939.0;-776.0;-763.0;-41;-21
-111.0;-8;-967.0;-972.0;-867.0;8;-23
5.0;9;-968.0;-862.0;-733.0;-9;-23
108.0;-138;-1033.0;-1039.0;-1168.0;138;-28
77.0;191;-1106.0;-1220.0;-1010.0;-191;-24
-143.0;-4;-944.0;-858.0;-959.0;4;-19
-434.0;-2;-254.0;-536.0;-886.0;2;-19
-87.0;-22;-671.0;-1048.0;-852.0;22;-27
-167.0;-56;-930.0;-1009.0;-824.0;56;-20
-171.0;-9;-946.0;-866.0;-802.0;9;-22
190.0;-17;-958.0;-983.0;-972.0;17;-19
150.0;15;-843.0;-985.0;-944.0;-15;-20
-63.0;-18;-960.0;-992.0;-983.0;18;-10
-84.0;-57;-947.0;-861.0;-701.0;57;-21
-122.0;-28;-849.0;-907.0;-1028.0;28;-19
-33.0;-13;-894.0;-1080.0;-805.0;13;-21
188.0;-39;-964.0;-984.0;-964.0;39;-21
-112.0;38;-930.0;-872.0;-743.0;-38;-22
263.0;85;-1107.0;-1119.0;-997.0;-85;-4
-156.0;-23;-932.0;-790.0;-801.0;23;-26
208.0;105;-609.0;-677.0;-570.0;-105;-104
-110.0;8;-916.0;-1042.0;-965.0;-8;-19
35.0;12;-980.0;-978.0;-968.0;-12;-19
18.0;2;-950.0;-976.0;-1000.0;-2;-13
-69.0;80;-842.0;-918.0;-1037.0;-80;-9
52.0;9;-997.0;-1009.0;-992.0;-9;-17
4.0;-27;-968.0;-703.0;-689.0;27;-10
-87.0;-38;-1078.0;-1160.0;-1009.0;38;-21
-157.0;-6;-967.0;-1004.0;-957.0;6;-20
-181.0;6;-893.0;-895.0;-998.0;-6;-19
22.0;52;-983.0;-878.0;-562.0;-52;-22
-225.0;250;-765.0;-810.0;-948.0;-250;-72
21.0;114;-1150.0;-1073.0;-1103.0;-114;20
99.0;11;-964.0;-994.0;-973.0;-11;-20
-37.0;-15;-981.0;-940.0;-730.0;15;-22
-51.0;9;-969.0;-933.0;-671.0;-9;-21
-124.0;-11;-961.0;-956.0;-814.0;11;-21
17.0;-21;-977.0;-1044.0;-783.0;21;-31
-28.0;-48;-953.0;-865.0;-720.0;48;-25
-35.0;-5171;-1098.0;-1071.0;-1031.0;5171;-109
-128.0;-9;-924.0;-870.0;-854.0;9;-18
0.0;-22;-961.0;-865.0;-727.0;22;-24
-51.0;-3;-968.0;-994.0;-983.0;3;-23
-123.0;6;-946.0;-881.0;-851.0;-6;-18
-125.0;-9;-956.0;-926.0;-706.0;9;-12
-54.0;-3;-979.0;-967.0;-619.0;3;-19
9.0;-3;-952.0;-866.0;-649.0;3;-26
-98.0;-47;-912.0;-953.0;-969.0;47;-19
-74.0;4;-982.0;-944.0;-943.0;-4;-22
-159.0;-66;-958.0;-872.0;-787.0;66;-19
0.0;1;-959.0;-972.0;-642.0;-1;-16
-121.0;-90;-951.0;-976.0;-937.0;90;-28
-126.0;-40;-933.0;-746.0;-909.0;40;-19
-116.0;-26;-930.0;-892.0;-874.0;26;-23
-102.0;7;-979.0;-979.0;-858.0;-7;-17
-126.0;39;-955.0;-955.0;-711.0;-39;-25
-177.0;65;-1005.0;-977.0;-1063.0;-65;-7
-147.0;-10;-952.0;-944.0;-920.0;10;-21
12.0;7;-948.0;-517.0;-794.0;-7;-20
-96.0;221;-926.0;-937.0;-932.0;-221;105
-117.0;-11;-959.0;-957.0;-955.0;11;-19
-227.0;-224;-931.0;-966.0;-1030.0;224;10
210.0;-49;-955.0;-897.0;-817.0;49;-10
-92.0;379;-853.0;-875.0;-911.0;-379;-8
-199.0;16;-921.0;-832.0;-862.0;-16;-18
-3.0;3;-930.0;-588.0;-912.0;-3;-17
-105.0;79;-781.0;-767.0;-985.0;-79;-25
-37.0;8;-977.0;-899.0;-425.0;-8;-17
50.0;-26;-955.0;-981.0;-1016.0;26;-18
-181.0;171;-871.0;-906.0;-766.0;-171;-24
-39.0;25;-979.0;-991.0;-995.0;-25;-20
-27.0;-6;-965.0;-986.0;-983.0;6;-20
44.0;-50;-939.0;-980.0;-1011.0;50;-21
172.0;-14;-977.0;-976.0;-731.0;14;-20
-41.0;22;-977.0;-980.0;-712.0;-22;-22
-277.0;-219;-816.0;-818.0;-1000.0;219;-26
0.0;-4;-976.0;-996.0;-985.0;4;-20
-169.0;6;-1023.0;-992.0;-1017.0;-6;-15
-34.0;82;-1052.0;-1036.0;-1060.0;-82;6
-100.0;-24;-990.0;-967.0;-728.0;24;-25
21.0;-4;-948.0;-1105.0;-1026.0;4;-15
49.0;5;-962.0;-1005.0;-988.0;-5;-18
8.0;13;-1018.0;-1045.0;-1110.0;-13;-57
-14.0;52;-935.0;-1025.0;-709.0;-52;-8
-18.0;-25;-975.0;-997.0;-987.0;25;-18
172.0;69;-1094.0;-1064.0;-1112.0;-69;-8
35.0;-5;-971.0;-996.0;-995.0;5;-24
-118.0;43;-1049.0;-1184.0;-918.0;-43;5
-162.0;-11;-937.0;-800.0;-869.0;11;-21
109.0;2107;-935.0;-964.0;-942.0;-2107;-29
-134.0;-37;-941.0;-855.0;-881.0;37;-16
-170.0;9;-1109.0;-1030.0;-1112.0;-9;-28
-32.0;-18;-974.0;-1003.0;-992.0;18;-15
29.0;-32;-955.0;-994.0;-992.0;32;-22
152.0;-34;-1024.0;-1039.0;-993.0;34;-20
68.0;-51;-977.0;-1007.0;-992.0;51;-13
60.0;-15;-942.0;-893.0;-982.0;15;-27
-34.0;-24;-1211.0;-1055.0;-1155.0;24;-18
-94.0;-37;-721.0;-927.0;-978.0;37;-2
-160.0;-9;-924.0;-832.0;-819.0;9;-18
210.0;22;-962.0;-984.0;-980.0;-22;-24
72.0;199;-1035.0;-1020.0;-515.0;-199;-12
55.0;-16;-962.0;-996.0;-980.0;16;-15
25.0;-8;-962.0;-685.0;-615.0;8;-25
89.0;152;-987.0;-940.0;-1032.0;-152;-33
93.0;-17;-965.0;-999.0;-997.0;17;-18
5.0;-30;-975.0;-1003.0;-988.0;30;-24
-254.0;-130;-845.0;-968.0;-1054.0;130;-13
132.0;14;-967.0;-657.0;-727.0;-14;-15
118.0;101;-836.0;-895.0;-984.0;-101;4
-55.0;-27;-966.0;-938.0;-674.0;27;-20
-124.0;7;-852.0;-915.0;-1031.0;-7;-19
-78.0;-1830;-875.0;-915.0;-974.0;1830;171
220.0;3;-971.0;-996.0;-855.0;-3;-16
-166.0;-32;-801.0;-788.0;-1078.0;32;-14
102.0;-15;-957.0;-826.0;-513.0;15;-18
-280.0;-114;-959.0;-976.0;-759.0;114;-22
80.0;6744;-870.0;-870.0;-852.0;-6744;-623
-224.0;-18;-589.0;-588.0;-768.0;18;-12
52.0;-29;-864.0;-949.0;-989.0;29;-22
