InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit R-SHOE AngVelNavFrameX
-28;-2;19;115.0;82;449.0;-2
-83;-1717;12;101.0;1373;383.0;-1717
-28;30;21;67.0;84;428.0;30
-28;-38;21;58.0;80;429.0;-38
-28;3;11;-12.0;100;-92.0;3
-37;0;20;-136.0;104;-192.0;0
-26;0;16;-141.0;78;-325.0;0
-23;78;22;-93.0;65;16.0;78
-28;-22;21;53.0;82;429.0;-22
-35;26;16;-24.0;51;256.0;26
-17;-173;20;90.0;54;126.0;-173
-23;87;16;89.0;61;-68.0;87
-73;-538;52;-560.0;-1200;-639.0;-538
-32;97;21;-82.0;86;-221.0;97
-29;-4;18;-44.0;72;288.0;-4
-28;-38;19;97.0;74;450.0;-38
-29;-45;18;-25.0;82;305.0;-45
-30;30;18;12.0;93;349.0;30
-18;-17;15;199.0;118;104.0;-17
-28;4;18;110.0;85;455.0;4
-35;202;16;168.0;105;362.0;202
-42;-113;23;236.0;119;475.0;-113
-39;2;15;199.0;110;435.0;2
-39;15;15;205.0;93;452.0;15
-29;54;21;102.0;85;418.0;54
-25;17;17;254.0;73;466.0;17
-31;-622;32;63.0;73;-330.0;-622
-19;-95;21;206.0;60;344.0;-95
-29;53;21;109.0;81;428.0;53
-28;32;21;257.0;83;364.0;32
-27;-29;21;171.0;76;446.0;-29
-28;-2;18;103.0;76;455.0;-2
-28;-15;18;103.0;74;454.0;-15
-29;13;21;229.0;88;438.0;13
-29;26;21;222.0;81;439.0;26
-28;17;21;212.0;83;439.0;17
-27;-27;21;184.0;75;462.0;-27
-30;-61;18;-10.0;71;322.0;-61
-30;-63;18;-6.0;65;330.0;-63
-28;10;18;101.0;80;452.0;10
-29;-11;21;80.0;80;458.0;-11
-27;-1;21;137.0;79;471.0;-1
-28;14;18;103.0;80;455.0;14
-73;1237;-24;189.0;1521;411.0;1237
-39;-194;33;359.0;141;341.0;-194
-27;19;18;109.0;78;452.0;19
-28;-88;21;191.0;81;389.0;-88
-26;-193;19;83.0;62;349.0;-193
-29;-14;21;83.0;88;456.0;-14
-33;26;9;294.0;75;386.0;26
-26;21;18;211.0;75;447.0;21
-26;-6;21;75.0;72;448.0;-6
-26;-4;21;73.0;76;437.0;-4
-29;-10;21;75.0;82;451.0;-10
-26;13;18;169.0;71;447.0;13
-24;-2097;35;277.0;-764;619.0;-2097
-29;-12;21;68.0;79;451.0;-12
-29;44;21;108.0;85;429.0;44
-25;14;17;126.0;68;448.0;14
-26;26;18;123.0;67;436.0;26
-25;-43;17;131.0;70;444.0;-43
-25;-41;17;123.0;69;442.0;-41
-25;-49;17;96.0;65;439.0;-49
-26;19;18;99.0;66;434.0;19
-25;17;18;101.0;71;435.0;17
-25;28;17;76.0;69;426.0;28
-30;30;21;371.0;88;437.0;30
-25;29;18;90.0;66;430.0;29
-29;48;21;110.0;88;430.0;48
-25;-63;21;12.0;74;339.0;-63
-25;-74;21;18.0;73;330.0;-74
-25;-48;17;215.0;73;478.0;-48
-25;0;18;42.0;66;403.0;0
-25;-30;18;36.0;67;402.0;-30
-25;9;18;30.0;67;402.0;9
-57;-746;7;454.0;207;621.0;-746
-23;6;-2;-57.0;73;428.0;6
-25;-31;18;9.0;70;388.0;-31
-25;-21;18;6.0;70;386.0;-21
-25;-48;18;-47.0;68;403.0;-48
-25;-28;15;221.0;70;53.0;-28
-30;-16;21;398.0;94;439.0;-16
-33;28;31;105.0;201;400.0;28
-31;30;21;151.0;84;438.0;30
-28;-6;18;-86.0;84;-590.0;-6
-29;0;21;79.0;82;455.0;0
-30;-41;18;-1.0;77;337.0;-41
-28;17;21;201.0;90;441.0;17
-28;-14;21;96.0;85;450.0;-14
-31;-53;21;149.0;84;437.0;-53
-27;-35;21;149.0;85;448.0;-35
-31;-51;21;148.0;83;436.0;-51
-30;23;18;6.0;98;344.0;23
-30;38;22;116.0;90;436.0;38
-30;48;22;118.0;97;436.0;48
-29;39;21;111.0;88;428.0;39
-25;26;18;32.0;66;375.0;26
-29;42;21;111.0;87;428.0;42
-23;304;20;-10.0;115;-299.0;304
-25;42;18;37.0;71;398.0;42
-26;-74;21;-24.0;81;446.0;-74
-25;-23;18;33.0;70;407.0;-23
-25;-37;18;38.0;73;399.0;-37
-25;6;18;57.0;66;440.0;6
-31;45;21;147.0;90;437.0;45
-31;42;21;147.0;89;436.0;42
-25;17;18;76.0;68;448.0;17
-25;10;18;79.0;74;448.0;10
-31;30;21;146.0;84;436.0;30
-30;29;22;122.0;92;434.0;29
-31;31;21;145.0;86;436.0;31
-28;-4;21;56.0;84;441.0;-4
-28;2;21;69.0;83;441.0;2
-27;-7;21;106.0;78;455.0;-7
-31;33;21;142.0;78;439.0;33
-25;-20;15;108.0;74;9.0;-20
-31;-49;21;133.0;87;436.0;-49
-31;-64;21;132.0;83;435.0;-64
-27;24;21;125.0;77;440.0;24
-30;28;21;131.0;93;437.0;28
-25;-27;18;153.0;71;500.0;-27
-41;-457;19;-380.0;82;-542.0;-457
-24;-52;14;118.0;68;-46.0;-52
-28;-39;19;92.0;75;442.0;-39
-22;122;24;238.0;70;62.0;122
-30;25;21;124.0;86;445.0;25
-30;23;21;123.0;90;448.0;23
-25;-32;15;210.0;73;96.0;-32
-28;-2;21;85.0;84;440.0;-2
-25;-42;15;202.0;74;100.0;-42
-25;-9;15;200.0;76;84.0;-9
-25;-8;18;116.0;74;468.0;-8
-26;-52;20;-114.0;78;247.0;-52
-25;4;19;210.0;73;487.0;4
-29;10;21;74.0;84;453.0;10
-26;57;21;148.0;82;452.0;57
-25;-16;18;232.0;74;497.0;-16
-28;-10;21;64.0;80;454.0;-10
-28;-41;21;79.0;83;451.0;-41
-21;21;26;291.0;67;100.0;21
-26;-48;17;103.0;73;456.0;-48
-32;39;25;115.0;85;454.0;39
-35;339;16;-384.0;88;-659.0;339
-29;-29;21;69.0;88;450.0;-29
-29;24;21;76.0;86;446.0;24
-53;-15;3;153.0;169;513.0;-15
-30;-79;21;129.0;89;442.0;-79
-26;-23;21;72.0;77;455.0;-23
-23;123;36;-66.0;664;-166.0;123
-25;-2;18;120.0;77;473.0;-2
-29;72;29;-23.0;94;308.0;72
-25;20;20;-48.0;79;349.0;20
-25;0;20;-28.0;79;344.0;0
-30;4;20;93.0;83;-272.0;4
-28;20;18;81.0;76;455.0;20
-25;32;18;152.0;72;482.0;32
-25;-19;20;-46.0;73;349.0;-19
-28;25;19;104.0;78;459.0;25
-26;-23;21;27.0;78;422.0;-23
-25;8;18;86.0;65;459.0;8
-24;-323;28;471.0;89;330.0;-323
-25;10;18;58.0;69;442.0;10
-25;-32;18;54.0;66;440.0;-32
-25;-24;18;55.0;64;442.0;-24
-25;11;18;55.0;69;442.0;11
-25;12;15;217.0;78;61.0;12
-25;-69;18;87.0;73;475.0;-69
-14;1016;20;309.0;143;545.0;1016
-22;8;18;-220.0;70;166.0;8
-11;3540;31;-235.0;261;-113.0;3540
-28;54;19;113.0;76;463.0;54
-29;-32;21;74.0;84;451.0;-32
-65;-47;26;529.0;-1875;632.0;-47
-25;-18;19;188.0;75;486.0;-18
-25;8;17;169.0;73;512.0;8
-25;-1;18;21.0;67;416.0;-1
-25;14;17;139.0;69;479.0;14
-25;-98;17;-28.0;69;492.0;-98
-25;-101;32;351.0;76;504.0;-101
-25;-112;31;323.0;90;553.0;-112
-25;9;19;183.0;74;484.0;9
-28;2;19;86.0;78;465.0;2
-28;8;21;327.0;81;457.0;8
-30;97;20;257.0;84;427.0;97
-27;25;21;114.0;79;468.0;25
-25;-28;17;90.0;72;483.0;-28
-37;-35;28;-345.0;83;43.0;-35
-25;-46;17;173.0;70;568.0;-46
-26;432;18;523.0;108;554.0;432
-86;456;70;-521.0;1321;-628.0;456
-25;36;20;179.0;76;508.0;36
-25;-13;18;26.0;72;424.0;-13
-50;-86;32;-114.0;212;131.0;-86
40;90;10;-482.0;588;616.0;90
-25;53;17;73.0;70;436.0;53
-27;23;21;183.0;80;468.0;23
-27;-12;21;103.0;81;502.0;-12
-27;9;21;125.0;80;540.0;9
-25;17;17;140.0;74;551.0;17
-29;-18;21;57.0;87;452.0;-18
-26;-283;26;145.0;57;703.0;-283
-25;38;18;18.0;70;423.0;38
-25;-26;18;86.0;68;468.0;-26
-24;-531;24;108.0;159;298.0;-531
-27;-39;21;109.0;79;486.0;-39
-19;223;20;519.0;94;551.0;223
-29;-22;21;89.0;83;486.0;-22
-33;-279;16;378.0;122;559.0;-279
-49;2080;20;48.0;306;180.0;2080
-31;10;20;-308.0;89;-236.0;10
-25;18;18;55.0;73;470.0;18
-25;5;18;88.0;66;480.0;5
-25;-35;21;46.0;75;586.0;-35
-27;-29;21;87.0;72;468.0;-29
-27;-1;21;96.0;77;478.0;-1
-29;-21;21;77.0;81;464.0;-21
-25;0;18;60.0;67;451.0;0
-28;18;19;82.0;79;472.0;18
-27;4;21;74.0;77;468.0;4
-20;85;18;640.0;63;511.0;85
13;216;21;-150.0;37;170.0;216
-25;290;34;240.0;88;635.0;290
-27;7;26;-502.0;76;-265.0;7
-29;-1;21;118.0;87;516.0;-1
-25;1;18;192.0;69;535.0;1
-25;10;17;103.0;72;505.0;10
-20;-66;14;516.0;61;561.0;-66
-21;-24;26;276.0;70;73.0;-24
-57;-1192;38;322.0;117;616.0;-1192
-25;42;18;90.0;73;481.0;42
-28;35;21;224.0;81;464.0;35
-28;139;19;286.0;82;612.0;139
-26;-6;16;594.0;68;727.0;-6
-28;60;21;94.0;79;463.0;60
-25;25;17;145.0;69;549.0;25
-25;-39;17;357.0;70;546.0;-39
-35;-14;22;-461.0;72;-698.0;-14
-20;-3455;29;138.0;-184;-10.0;-3455
-28;42;18;85.0;81;480.0;42
-24;2;17;546.0;66;-419.0;2
-24;150;11;397.0;80;-464.0;150
-28;8;19;404.0;73;567.0;8
-29;2;21;61.0;84;493.0;2
-25;-57;18;70.0;75;487.0;-57
40;-164;9;-482.0;674;610.0;-164
-27;19;15;183.0;67;40.0;19
-29;29;21;81.0;81;458.0;29
-25;-11;18;16.0;68;426.0;-11
-22;-34;23;343.0;65;156.0;-34
-25;-35;17;104.0;73;522.0;-35
-28;0;21;53.0;80;454.0;0
-26;27;17;39.0;69;474.0;27
-25;-15;17;35.0;70;485.0;-15
-26;12;21;141.0;74;670.0;12
-25;57;18;119.0;71;485.0;57
-26;-29;29;210.0;70;652.0;-29
-20;36;25;23.0;66;649.0;36
-27;-48;20;-12.0;76;464.0;-48
-29;23;21;208.0;81;588.0;23
-26;68;31;-183.0;392;302.0;68
-25;15;17;75.0;68;490.0;15
-29;90;22;116.0;84;437.0;90
10;-1087;23;-455.0;182;537.0;-1087
-20;29;16;485.0;64;310.0;29
-26;77;19;180.0;76;517.0;77
-25;0;18;86.0;67;511.0;0
-27;17;20;9.0;73;497.0;17
-25;-50;20;75.0;77;470.0;-50
9;-336;27;-580.0;213;623.0;-336
-22;39;18;-270.0;79;409.0;39
-31;-80;25;1.0;87;708.0;-80
-26;-10;21;51.0;77;454.0;-10
-26;37;17;55.0;70;471.0;37
-27;11;21;93.0;80;521.0;11
-25;-2;20;-45.0;73;345.0;-2
-27;4;21;75.0;79;496.0;4
-25;49;18;170.0;71;559.0;49
-33;-129;15;-327.0;82;-241.0;-129
-30;-115;21;230.0;86;672.0;-115
-22;108;18;502.0;74;635.0;108
-23;1054;18;-234.0;241;-544.0;1054
-21;-7;19;547.0;69;-358.0;-7
-20;-16;19;662.0;68;372.0;-16
-68;161;2;249.0;-755;568.0;161
-24;-1;20;277.0;65;774.0;-1
-26;96;18;82.0;74;464.0;96
-28;-9;21;-17.0;91;462.0;-9
-25;-14;21;119.0;75;567.0;-14
-25;-39;17;159.0;66;657.0;-39
-25;7;17;272.0;69;560.0;7
-34;172;29;125.0;77;461.0;172
-25;-17;17;90.0;67;513.0;-17
-34;-134;22;98.0;86;-274.0;-134
-26;-21;21;326.0;80;682.0;-21
-25;29;17;86.0;73;508.0;29
-25;-39;18;42.0;77;488.0;-39
-74;271;-43;346.0;908;504.0;271
-25;-9;18;17.0;70;429.0;-9
-25;-11;18;15.0;72;430.0;-11
-27;21;21;60.0;84;510.0;21
-27;-976;28;-434.0;109;-467.0;-976
-27;-16;20;-21.0;76;509.0;-16
-21;-11;18;-393.0;73;640.0;-11
-25;14;18;13.0;70;443.0;14
-25;62;18;46.0;68;469.0;62
-25;29;17;344.0;74;670.0;29
-27;48;21;23.0;78;467.0;48
-28;-27;21;31.0;84;458.0;-27
-25;2;21;70.0;73;564.0;2
-29;50;21;53.0;79;515.0;50
-25;1;18;19.0;70;431.0;1
-25;-14;18;7.0;72;453.0;-14
-58;1077;13;195.0;-1689;366.0;1077
-25;9;17;-12.0;74;506.0;9
-25;-30;18;71.0;70;488.0;-30
-21;9;23;508.0;68;574.0;9
-25;5;20;372.0;78;277.0;5
-23;47;1;-28.0;73;428.0;47
-25;-22;21;68.0;82;527.0;-22
-25;-3;21;-110.0;76;585.0;-3
