InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion1
-333.0;461.0;?;226.0;374.0
-319.0;469.0;-667.0;218.0;381.0
-307.0;476.0;-666.0;209.0;388.0
-298.0;482.0;-665.0;199.0;394.0
-291.0;488.0;-663.0;188.0;399.0
-285.0;494.0;-661.0;178.0;403.0
-281.0;499.0;-659.0;169.0;406.0
-278.0;501.0;-657.0;160.0;407.0
-277.0;503.0;?;152.0;406.0
-279.0;505.0;-654.0;?;405.0
-288.0;503.0;-652.0;149.0;402.0
-302.0;503.0;-652.0;153.0;401.0
-318.0;505.0;-650.0;163.0;399.0
-327.0;513.0;-648.0;175.0;399.0
?;520.0;-645.0;?;403.0
-319.0;521.0;?;165.0;410.0
-318.0;529.0;-646.0;156.0;422.0
-310.0;540.0;-647.0;?;435.0
-296.0;550.0;-648.0;133.0;447.0
-282.0;561.0;-648.0;125.0;460.0
-266.0;571.0;-646.0;119.0;474.0
-246.0;583.0;?;108.0;488.0
-224.0;595.0;-641.0;94.0;501.0
-197.0;606.0;-637.0;79.0;512.0
-169.0;615.0;-631.0;62.0;522.0
-142.0;625.0;-626.0;46.0;532.0
-114.0;634.0;-620.0;31.0;541.0
-88.0;642.0;-615.0;16.0;551.0
?;647.0;-612.0;1.0;563.0
-48.0;648.0;-611.0;-14.0;574.0
-29.0;649.0;-608.0;-33.0;585.0
-10.0;653.0;?;-51.0;594.0
7.0;657.0;-600.0;-65.0;604.0
25.0;658.0;-597.0;-80.0;615.0
?;660.0;-595.0;-95.0;624.0
60.0;663.0;-591.0;-111.0;632.0
73.0;666.0;-587.0;-123.0;639.0
85.0;666.0;-585.0;-135.0;648.0
?;663.0;-582.0;-148.0;657.0
106.0;663.0;-578.0;-160.0;664.0
118.0;664.0;-574.0;-172.0;670.0
?;666.0;-568.0;-185.0;677.0
145.0;668.0;-561.0;-198.0;682.0
160.0;671.0;-552.0;-210.0;687.0
175.0;673.0;-544.0;?;693.0
193.0;675.0;-536.0;-231.0;699.0
217.0;676.0;-528.0;-244.0;704.0
?;673.0;-519.0;-264.0;712.0
277.0;669.0;?;-286.0;720.0
312.0;666.0;-492.0;-309.0;725.0
349.0;661.0;-479.0;-336.0;?
385.0;657.0;-467.0;-362.0;737.0
?;653.0;-454.0;-387.0;740.0
462.0;650.0;-448.0;-410.0;741.0
?;645.0;-441.0;?;741.0
?;642.0;-431.0;-445.0;739.0
577.0;638.0;-422.0;-458.0;735.0
613.0;632.0;?;-468.0;731.0
652.0;625.0;-383.0;-478.0;?
690.0;618.0;-360.0;-488.0;724.0
723.0;612.0;-338.0;-496.0;719.0
749.0;606.0;-318.0;-501.0;713.0
767.0;599.0;-300.0;?;706.0
780.0;592.0;-283.0;-504.0;699.0
789.0;584.0;-263.0;-504.0;694.0
795.0;575.0;-239.0;?;686.0
800.0;?;-216.0;-509.0;675.0
805.0;551.0;-189.0;-507.0;665.0
810.0;537.0;-161.0;-506.0;657.0
817.0;527.0;-137.0;-502.0;648.0
822.0;519.0;-115.0;-499.0;643.0
827.0;510.0;-95.0;-494.0;639.0
?;501.0;-85.0;-488.0;636.0
824.0;?;-82.0;-490.0;632.0
819.0;480.0;-77.0;-493.0;628.0
815.0;469.0;?;-494.0;621.0
813.0;?;-55.0;-492.0;612.0
813.0;450.0;-32.0;-490.0;604.0
816.0;441.0;-13.0;-486.0;596.0
821.0;433.0;?;-484.0;589.0
?;423.0;10.0;-482.0;584.0
834.0;413.0;14.0;-482.0;579.0
835.0;404.0;18.0;-485.0;574.0
836.0;396.0;21.0;?;573.0
844.0;388.0;?;-460.0;568.0
856.0;383.0;28.0;-440.0;562.0
864.0;379.0;31.0;-432.0;563.0
867.0;379.0;38.0;-429.0;566.0
867.0;383.0;39.0;-432.0;567.0
869.0;384.0;33.0;-433.0;566.0
873.0;382.0;26.0;-436.0;564.0
873.0;?;18.0;-441.0;564.0
873.0;380.0;?;-446.0;564.0
875.0;378.0;30.0;-446.0;563.0
876.0;375.0;?;-448.0;561.0
?;371.0;41.0;?;560.0
874.0;369.0;43.0;-455.0;558.0
873.0;366.0;46.0;-460.0;556.0
870.0;363.0;51.0;-468.0;554.0
869.0;360.0;57.0;-471.0;551.0
868.0;355.0;?;-472.0;547.0
868.0;351.0;69.0;-473.0;541.0
868.0;348.0;76.0;-475.0;535.0
867.0;345.0;?;-477.0;?
865.0;343.0;98.0;?;522.0
864.0;342.0;110.0;-481.0;514.0
863.0;343.0;?;-481.0;508.0
863.0;343.0;131.0;-481.0;500.0
863.0;344.0;?;-480.0;495.0
863.0;343.0;151.0;?;489.0
864.0;341.0;162.0;-477.0;484.0
864.0;337.0;175.0;-476.0;478.0
863.0;333.0;187.0;-477.0;474.0
863.0;326.0;193.0;-478.0;470.0
861.0;317.0;?;-480.0;467.0
858.0;307.0;?;-483.0;459.0
855.0;297.0;?;-488.0;?
851.0;287.0;218.0;-493.0;442.0
847.0;276.0;233.0;-498.0;433.0
843.0;266.0;245.0;-502.0;423.0
839.0;255.0;257.0;-504.0;?
837.0;245.0;268.0;-503.0;399.0
836.0;235.0;279.0;-500.0;387.0
836.0;226.0;290.0;-494.0;374.0
836.0;217.0;?;-488.0;362.0
837.0;208.0;314.0;-482.0;348.0
838.0;201.0;326.0;-476.0;334.0
839.0;193.0;338.0;-472.0;317.0
838.0;?;349.0;-471.0;305.0
?;183.0;362.0;-475.0;301.0
835.0;?;360.0;-476.0;305.0
834.0;185.0;359.0;-477.0;?
833.0;?;359.0;-479.0;306.0
830.0;185.0;355.0;-481.0;305.0
?;181.0;348.0;-480.0;303.0
831.0;176.0;341.0;-477.0;301.0
832.0;169.0;337.0;-475.0;299.0
832.0;164.0;336.0;-473.0;299.0
833.0;160.0;?;-474.0;301.0
836.0;158.0;331.0;-470.0;304.0
841.0;157.0;326.0;-462.0;308.0
847.0;158.0;317.0;-451.0;314.0
854.0;?;307.0;-437.0;317.0
860.0;159.0;299.0;-425.0;318.0
868.0;159.0;288.0;-409.0;319.0
875.0;158.0;?;-397.0;321.0
882.0;?;?;-385.0;323.0
889.0;158.0;274.0;-371.0;324.0
?;159.0;274.0;-362.0;325.0
898.0;160.0;272.0;-356.0;325.0
900.0;160.0;?;-352.0;325.0
903.0;161.0;?;?;325.0
906.0;?;263.0;-339.0;323.0
911.0;158.0;259.0;-331.0;322.0
917.0;160.0;256.0;-322.0;323.0
920.0;165.0;253.0;-324.0;?
916.0;176.0;249.0;-337.0;339.0
912.0;188.0;240.0;-343.0;346.0
910.0;198.0;232.0;-344.0;351.0
916.0;202.0;226.0;-335.0;354.0
917.0;203.0;223.0;-331.0;?
918.0;203.0;218.0;-328.0;356.0
919.0;201.0;217.0;-325.0;354.0
916.0;196.0;220.0;-332.0;353.0
?;190.0;225.0;-339.0;350.0
913.0;183.0;235.0;-344.0;348.0
910.0;178.0;?;-351.0;348.0
?;173.0;254.0;-359.0;344.0
896.0;169.0;262.0;-379.0;344.0
879.0;163.0;269.0;-414.0;342.0
861.0;152.0;271.0;-444.0;339.0
843.0;137.0;279.0;-476.0;336.0
830.0;120.0;289.0;-497.0;332.0
826.0;103.0;298.0;-510.0;329.0
827.0;91.0;306.0;-514.0;332.0
833.0;82.0;314.0;-502.0;335.0
840.0;78.0;321.0;-496.0;335.0
842.0;75.0;326.0;-497.0;334.0
840.0;69.0;330.0;-503.0;?
835.0;63.0;334.0;-514.0;332.0
826.0;58.0;332.0;-528.0;331.0
820.0;57.0;331.0;-537.0;332.0
819.0;56.0;334.0;?;330.0
823.0;49.0;335.0;-529.0;322.0
829.0;36.0;335.0;-520.0;308.0
833.0;?;339.0;-515.0;295.0
836.0;?;350.0;-513.0;?
837.0;-5.0;363.0;?;260.0
836.0;-16.0;?;-514.0;245.0
833.0;-31.0;386.0;-517.0;230.0
836.0;-46.0;397.0;-512.0;211.0
841.0;?;408.0;-505.0;192.0
846.0;-76.0;418.0;-497.0;176.0
?;-85.0;427.0;-495.0;165.0
842.0;-93.0;435.0;-500.0;157.0
836.0;-99.0;442.0;-508.0;?
831.0;?;448.0;-515.0;142.0
829.0;-110.0;456.0;-516.0;134.0
828.0;-116.0;465.0;-512.0;125.0
827.0;-121.0;473.0;-507.0;113.0
?;-123.0;482.0;-508.0;100.0
820.0;-124.0;491.0;?;87.0
818.0;-121.0;?;-517.0;?
815.0;-120.0;506.0;-527.0;65.0
810.0;-120.0;515.0;-538.0;?
809.0;-124.0;525.0;-544.0;43.0
806.0;-131.0;534.0;?;29.0
801.0;-142.0;543.0;-554.0;14.0
?;-154.0;553.0;-556.0;-5.0
?;-170.0;562.0;-557.0;-28.0
780.0;-189.0;577.0;-549.0;-48.0
764.0;-211.0;593.0;-541.0;-70.0
741.0;-227.0;610.0;-530.0;?
708.0;-237.0;627.0;-505.0;-100.0
?;?;645.0;-475.0;-114.0
618.0;-251.0;662.0;-439.0;-127.0
579.0;-254.0;670.0;-416.0;-138.0
561.0;-258.0;?;-402.0;-147.0
550.0;-263.0;669.0;-396.0;?
542.0;?;668.0;-394.0;-160.0
539.0;-278.0;666.0;-391.0;-170.0
539.0;-286.0;664.0;-385.0;-181.0
540.0;-295.0;?;-376.0;-191.0
545.0;-304.0;658.0;-364.0;-200.0
552.0;-310.0;653.0;?;-207.0
562.0;?;646.0;-349.0;-208.0
575.0;-314.0;641.0;-351.0;-208.0
585.0;-317.0;635.0;?;-207.0
587.0;-328.0;632.0;-365.0;-206.0
576.0;-334.0;630.0;-365.0;-212.0
552.0;-342.0;630.0;-358.0;-218.0
516.0;-359.0;636.0;-344.0;-230.0
?;-371.0;?;-327.0;-239.0
?;-382.0;644.0;?;-249.0
347.0;-396.0;650.0;-282.0;-262.0
291.0;-410.0;656.0;-258.0;-277.0
250.0;-427.0;662.0;-244.0;-292.0
224.0;-442.0;666.0;-242.0;?
206.0;-454.0;671.0;-252.0;-316.0
192.0;-464.0;679.0;-272.0;-325.0
179.0;-469.0;686.0;-291.0;-334.0
165.0;?;691.0;-303.0;-339.0
152.0;-457.0;693.0;-304.0;-340.0
?;-456.0;693.0;-296.0;-343.0
140.0;-451.0;693.0;-286.0;-347.0
144.0;-445.0;695.0;-271.0;-350.0
154.0;-442.0;699.0;-252.0;?
165.0;-444.0;703.0;-230.0;-355.0
182.0;-447.0;706.0;-209.0;-361.0
201.0;-459.0;708.0;-189.0;-369.0
214.0;-459.0;708.0;-175.0;-370.0
223.0;-454.0;703.0;?;-373.0
115.0;-588.0;651.0;-124.0;-530.0
92.0;-596.0;650.0;?;-539.0
68.0;-602.0;649.0;-95.0;-545.0
47.0;-603.0;649.0;-79.0;-549.0
28.0;-605.0;648.0;-63.0;-552.0
13.0;-607.0;648.0;-47.0;-559.0
3.0;-605.0;650.0;-33.0;-573.0
2.0;-606.0;653.0;-22.0;?
3.0;-607.0;659.0;-11.0;?
1.0;-612.0;662.0;?;-589.0
-3.0;?;662.0;3.0;-597.0
-15.0;-629.0;664.0;13.0;-599.0
-34.0;-629.0;661.0;22.0;-600.0
-52.0;-629.0;656.0;28.0;-602.0
-62.0;-630.0;655.0;27.0;-603.0
-61.0;-634.0;657.0;19.0;?
?;-641.0;658.0;?;-604.0
?;-649.0;655.0;7.0;-605.0
-55.0;-656.0;650.0;5.0;-606.0
-60.0;-660.0;644.0;6.0;?
-67.0;-664.0;639.0;8.0;-613.0
-75.0;-665.0;636.0;12.0;?
-83.0;-665.0;635.0;18.0;-625.0
-90.0;-666.0;632.0;26.0;-631.0
?;-667.0;626.0;33.0;-638.0
-113.0;-669.0;620.0;45.0;-645.0
-134.0;-670.0;?;61.0;-650.0
-157.0;-673.0;?;77.0;-654.0
-176.0;?;593.0;89.0;-655.0
-193.0;-686.0;580.0;?;-658.0
-209.0;-687.0;572.0;113.0;-665.0
-234.0;-684.0;562.0;128.0;-676.0
-272.0;-685.0;547.0;149.0;-683.0
?;-683.0;528.0;178.0;-693.0
-380.0;-680.0;508.0;208.0;-703.0
-432.0;-676.0;489.0;233.0;-713.0
-479.0;-671.0;471.0;254.0;-723.0
-521.0;-667.0;450.0;271.0;?
-559.0;?;429.0;283.0;-734.0
-594.0;-658.0;410.0;290.0;-739.0
-625.0;-652.0;394.0;295.0;?
-650.0;-648.0;374.0;297.0;?
-673.0;-643.0;?;296.0;-743.0
-692.0;-640.0;340.0;293.0;-742.0
-709.0;-637.0;331.0;287.0;-742.0
-724.0;-638.0;325.0;281.0;?
-737.0;-638.0;326.0;281.0;-738.0
-750.0;-638.0;321.0;?;-730.0
-762.0;-630.0;313.0;280.0;?
-774.0;-624.0;300.0;281.0;-716.0
-784.0;-616.0;279.0;286.0;-710.0
-790.0;-605.0;246.0;290.0;-702.0
-791.0;-593.0;226.0;?;-695.0
-787.0;-580.0;213.0;292.0;?
-783.0;-564.0;197.0;295.0;-675.0
-782.0;-546.0;166.0;304.0;-662.0
-782.0;-527.0;126.0;321.0;-652.0
-773.0;-508.0;79.0;330.0;-647.0
-760.0;-490.0;40.0;?;?
-761.0;-474.0;15.0;332.0;-641.0
-767.0;-469.0;6.0;330.0;-642.0
-777.0;-465.0;6.0;335.0;-649.0
-788.0;-458.0;10.0;348.0;-653.0
-795.0;-450.0;13.0;368.0;?
-800.0;-445.0;20.0;386.0;-654.0
-804.0;-439.0;?;406.0;-648.0
-805.0;-431.0;13.0;426.0;-641.0
-801.0;-423.0;?;450.0;-632.0
-794.0;?;-6.0;475.0;-621.0
-782.0;-409.0;?;498.0;-613.0
-770.0;-401.0;-48.0;514.0;-605.0
-760.0;-392.0;-70.0;524.0;-597.0
-754.0;-383.0;-89.0;?;-588.0
-751.0;-374.0;-106.0;529.0;-577.0
-752.0;-367.0;-122.0;521.0;-567.0
-754.0;-360.0;-138.0;507.0;-558.0
-759.0;-355.0;-155.0;486.0;-549.0
-767.0;-354.0;-172.0;458.0;-540.0
-783.0;-356.0;-188.0;440.0;-534.0
-801.0;-362.0;-199.0;435.0;-532.0
-815.0;-374.0;-209.0;432.0;-536.0
-826.0;-376.0;-208.0;434.0;-525.0
-828.0;-384.0;?;445.0;-526.0
-825.0;?;-179.0;455.0;-536.0
-825.0;-400.0;-170.0;448.0;-546.0
-822.0;-398.0;-161.0;441.0;-548.0
-819.0;-393.0;-156.0;435.0;?
-817.0;-390.0;-151.0;435.0;-547.0
-814.0;-383.0;-150.0;?;-545.0
-813.0;-377.0;-153.0;?;?
-815.0;-369.0;-157.0;412.0;-535.0
?;-361.0;-162.0;397.0;-531.0
?;-351.0;-170.0;379.0;-525.0
-836.0;-342.0;-179.0;363.0;-519.0
-843.0;-335.0;-187.0;?;?
-849.0;-330.0;-191.0;332.0;-510.0
-854.0;-327.0;-196.0;319.0;-505.0
-859.0;-330.0;-205.0;309.0;-507.0
-861.0;-332.0;-208.0;304.0;-507.0
-860.0;-337.0;-205.0;303.0;-511.0
-860.0;-341.0;-200.0;?;-513.0
?;-350.0;-198.0;293.0;-516.0
-861.0;-359.0;?;282.0;-520.0
-865.0;-367.0;-188.0;269.0;-528.0
-870.0;-374.0;-175.0;259.0;-534.0
-874.0;-377.0;-162.0;?;-540.0
-878.0;-379.0;-148.0;247.0;-547.0
-879.0;-382.0;?;?;-558.0
?;-384.0;-120.0;238.0;-568.0
-887.0;-388.0;-104.0;232.0;-580.0
?;?;-84.0;227.0;-590.0
-896.0;-400.0;-55.0;?;?
-899.0;-398.0;-32.0;212.0;-612.0
-900.0;-398.0;-15.0;207.0;-618.0
-902.0;-399.0;-7.0;200.0;-626.0
-903.0;?;-4.0;195.0;-632.0
-903.0;-402.0;?;191.0;-640.0
-903.0;-406.0;?;189.0;-648.0
-904.0;-410.0;15.0;186.0;-655.0
-903.0;-413.0;23.0;181.0;-661.0
-903.0;-418.0;30.0;177.0;-667.0
-902.0;-421.0;36.0;173.0;-673.0
-901.0;-424.0;45.0;172.0;-678.0
-899.0;-427.0;54.0;173.0;-682.0
-897.0;-431.0;61.0;168.0;-686.0
-895.0;-436.0;68.0;161.0;-692.0
-896.0;-441.0;79.0;162.0;-699.0
-893.0;-450.0;?;168.0;-707.0
-890.0;-460.0;107.0;175.0;-715.0
-887.0;-471.0;119.0;179.0;-721.0
-746.0;-480.0;99.0;?;-747.0
?;-468.0;84.0;311.0;-741.0
-718.0;-467.0;66.0;310.0;-739.0
-713.0;-464.0;52.0;315.0;-737.0
-712.0;-460.0;43.0;319.0;-731.0
-712.0;-458.0;40.0;317.0;-722.0
-712.0;-456.0;38.0;315.0;-713.0
-712.0;-454.0;27.0;310.0;-704.0
?;?;8.0;303.0;-696.0
-720.0;-448.0;-11.0;297.0;-687.0
-797.0;-264.0;-290.0;572.0;-487.0
?;-255.0;-303.0;585.0;-475.0
-763.0;-246.0;-316.0;597.0;-461.0
-757.0;-236.0;-331.0;607.0;-445.0
-750.0;?;-347.0;616.0;-434.0
-747.0;-218.0;-358.0;616.0;-419.0
?;-200.0;-362.0;612.0;-397.0
-745.0;-182.0;-377.0;605.0;-375.0
-745.0;?;-397.0;?;-356.0
-744.0;-152.0;-420.0;589.0;-336.0
-742.0;-137.0;?;?;-317.0
-742.0;-123.0;-457.0;582.0;-300.0
-746.0;-104.0;-473.0;580.0;-278.0
-753.0;?;-490.0;580.0;-259.0
-760.0;-66.0;-505.0;582.0;-236.0
-762.0;-48.0;-520.0;?;-214.0
-762.0;-34.0;-533.0;578.0;-197.0
-759.0;-24.0;-545.0;?;-182.0
-755.0;-14.0;-556.0;576.0;-167.0
-749.0;-7.0;-565.0;574.0;-155.0
-743.0;1.0;-574.0;574.0;-143.0
-736.0;11.0;-580.0;?;-132.0
-730.0;22.0;-584.0;568.0;-121.0
-723.0;33.0;-585.0;564.0;-112.0
-716.0;43.0;-584.0;561.0;-105.0
-710.0;52.0;-583.0;558.0;-100.0
-705.0;62.0;-584.0;556.0;-95.0
-701.0;71.0;-585.0;554.0;-90.0
?;79.0;-586.0;?;-89.0
-691.0;80.0;-585.0;547.0;-97.0
?;84.0;-583.0;544.0;-101.0
-686.0;?;-579.0;548.0;-103.0
?;91.0;-577.0;557.0;-105.0
-688.0;90.0;-576.0;568.0;?
-683.0;86.0;-570.0;574.0;-133.0
-677.0;?;-561.0;576.0;-136.0
-672.0;88.0;-551.0;575.0;-136.0
-671.0;92.0;-547.0;575.0;-129.0
?;87.0;?;570.0;-137.0
-665.0;92.0;-531.0;564.0;?
?;96.0;-532.0;559.0;-120.0
-657.0;94.0;-539.0;554.0;-116.0
-656.0;?;-546.0;550.0;-110.0
-657.0;?;-551.0;546.0;-103.0
-658.0;93.0;-554.0;542.0;?
?;93.0;-558.0;537.0;-89.0
-662.0;90.0;-561.0;534.0;-86.0
-665.0;87.0;-564.0;532.0;?
-667.0;81.0;-563.0;?;-91.0
-670.0;77.0;-559.0;527.0;-94.0
-676.0;74.0;-555.0;525.0;?
-683.0;71.0;?;525.0;-97.0
-690.0;67.0;-553.0;525.0;-100.0
-696.0;64.0;-552.0;?;-98.0
-699.0;64.0;-552.0;521.0;-94.0
-703.0;?;-552.0;?;-92.0
?;52.0;-552.0;514.0;-93.0
-715.0;50.0;-555.0;514.0;-90.0
-720.0;45.0;-557.0;514.0;-91.0
-721.0;36.0;-560.0;513.0;-96.0
-721.0;29.0;-559.0;510.0;-95.0
-720.0;18.0;?;511.0;-102.0
-723.0;13.0;-543.0;517.0;-109.0
-726.0;9.0;-532.0;526.0;-114.0
-727.0;9.0;-526.0;536.0;-120.0
-726.0;10.0;-525.0;543.0;-124.0
-725.0;11.0;-525.0;548.0;-128.0
-722.0;11.0;-523.0;552.0;-131.0
-720.0;14.0;-521.0;553.0;?
?;17.0;-519.0;555.0;-132.0
-720.0;21.0;-516.0;555.0;-131.0
-722.0;26.0;-514.0;556.0;-129.0
-724.0;31.0;-516.0;557.0;-129.0
?;33.0;?;558.0;-133.0
-725.0;35.0;-511.0;555.0;-144.0
?;?;?;558.0;-149.0
?;45.0;-502.0;565.0;-150.0
?;47.0;-511.0;575.0;-156.0
-749.0;56.0;-514.0;582.0;-158.0
-749.0;53.0;-507.0;583.0;-161.0
-749.0;50.0;-502.0;?;-161.0
-745.0;52.0;-501.0;575.0;?
-737.0;55.0;-504.0;?;-151.0
-727.0;55.0;-510.0;561.0;-143.0
-719.0;?;?;555.0;-136.0
-713.0;53.0;-523.0;552.0;-129.0
-711.0;52.0;-528.0;549.0;-125.0
-708.0;?;-533.0;548.0;-123.0
-705.0;51.0;-533.0;547.0;-121.0
-700.0;47.0;?;550.0;-125.0
-697.0;?;-528.0;552.0;-128.0
-696.0;38.0;-522.0;553.0;-132.0
-697.0;32.0;-516.0;?;-135.0
-700.0;29.0;-512.0;?;-136.0
-705.0;26.0;-511.0;548.0;?
?;22.0;-507.0;546.0;-137.0
-717.0;17.0;-505.0;541.0;-134.0
?;?;-510.0;?;-131.0
-724.0;6.0;-518.0;537.0;-127.0
-732.0;1.0;-527.0;?;-122.0
?;0.0;?;534.0;-114.0
-746.0;-3.0;?;531.0;-111.0
-750.0;-12.0;-542.0;526.0;-114.0
-753.0;-19.0;-534.0;522.0;-119.0
-754.0;-23.0;-527.0;520.0;-123.0
-753.0;-22.0;-524.0;524.0;-127.0
-750.0;-19.0;-522.0;?;?
-745.0;-14.0;-520.0;539.0;-131.0
-739.0;-9.0;-516.0;545.0;-132.0
-733.0;-4.0;-514.0;550.0;-133.0
-727.0;1.0;-514.0;553.0;-133.0
-721.0;6.0;-515.0;554.0;-132.0
-716.0;12.0;-514.0;554.0;-130.0
-711.0;18.0;-514.0;553.0;-127.0
-708.0;25.0;-514.0;551.0;-123.0
-706.0;33.0;-515.0;550.0;-120.0
-705.0;40.0;-517.0;547.0;-119.0
-703.0;44.0;-519.0;543.0;-121.0
-704.0;50.0;-517.0;537.0;-124.0
-709.0;54.0;-513.0;533.0;-124.0
-717.0;58.0;?;530.0;?
?;64.0;?;529.0;-123.0
-731.0;72.0;?;531.0;-122.0
-735.0;82.0;-517.0;533.0;-124.0
-734.0;91.0;-518.0;532.0;-126.0
-733.0;100.0;?;527.0;-124.0
-732.0;?;-505.0;520.0;-115.0
-726.0;125.0;-503.0;513.0;-108.0
-715.0;137.0;-506.0;506.0;-98.0
-700.0;150.0;-514.0;500.0;-84.0
-684.0;162.0;-526.0;?;-69.0
-671.0;170.0;-537.0;491.0;-54.0
-661.0;?;?;488.0;-39.0
-652.0;187.0;-553.0;485.0;-27.0
-642.0;191.0;-558.0;482.0;-18.0
-634.0;194.0;-563.0;478.0;-12.0
-625.0;?;-566.0;476.0;?
-619.0;?;?;472.0;-4.0
-616.0;188.0;-569.0;468.0;-3.0
-618.0;184.0;-570.0;463.0;0.0
-622.0;178.0;-573.0;460.0;2.0
-630.0;181.0;-576.0;456.0;15.0
-639.0;176.0;-583.0;452.0;24.0
-644.0;?;-592.0;448.0;35.0
-647.0;178.0;-599.0;444.0;46.0
-648.0;180.0;-601.0;437.0;48.0
-650.0;177.0;-601.0;431.0;49.0
-653.0;176.0;-602.0;429.0;51.0
-656.0;179.0;-605.0;431.0;54.0
-660.0;181.0;?;437.0;?
-660.0;183.0;-606.0;444.0;57.0
-658.0;188.0;-605.0;449.0;59.0
?;192.0;-604.0;452.0;61.0
-650.0;198.0;-605.0;455.0;64.0
-644.0;203.0;-607.0;456.0;69.0
-638.0;207.0;-607.0;455.0;72.0
-633.0;211.0;-608.0;452.0;76.0
-628.0;216.0;-608.0;449.0;80.0
-625.0;220.0;-608.0;445.0;83.0
-621.0;224.0;-607.0;443.0;83.0
-618.0;?;-605.0;437.0;81.0
-615.0;230.0;-602.0;?;77.0
-618.0;234.0;?;435.0;75.0
-624.0;?;?;441.0;73.0
-629.0;250.0;?;451.0;?
-629.0;263.0;-608.0;461.0;62.0
-625.0;276.0;-610.0;465.0;60.0
-623.0;280.0;-603.0;460.0;60.0
-621.0;?;?;452.0;62.0
?;287.0;?;441.0;68.0
-604.0;292.0;-591.0;431.0;?
-593.0;298.0;-593.0;421.0;91.0
-585.0;303.0;-597.0;416.0;103.0
-580.0;307.0;-603.0;413.0;115.0
?;311.0;-611.0;412.0;126.0
-569.0;315.0;-619.0;411.0;134.0
-562.0;317.0;-626.0;409.0;139.0
-554.0;315.0;-630.0;406.0;140.0
-547.0;312.0;-630.0;403.0;142.0
?;306.0;?;398.0;141.0
-542.0;302.0;-628.0;395.0;140.0
-546.0;294.0;?;394.0;141.0
-551.0;291.0;-631.0;395.0;142.0
-559.0;291.0;-635.0;399.0;148.0
-565.0;?;-640.0;397.0;159.0
-567.0;289.0;-645.0;396.0;167.0
-564.0;292.0;-647.0;386.0;173.0
?;298.0;-645.0;?;?
-542.0;298.0;-643.0;?;172.0
-531.0;294.0;-643.0;354.0;171.0
-449.0;305.0;-574.0;369.0;?
-427.0;300.0;-572.0;376.0;101.0
-406.0;294.0;-571.0;389.0;100.0
-387.0;287.0;-570.0;?;100.0
-372.0;278.0;-569.0;428.0;101.0
-365.0;271.0;?;444.0;104.0
-359.0;263.0;-567.0;457.0;?
-356.0;259.0;-568.0;467.0;109.0
-350.0;256.0;-570.0;472.0;112.0
-344.0;?;?;476.0;118.0
-338.0;236.0;-571.0;475.0;126.0
-328.0;225.0;?;470.0;134.0
-321.0;218.0;-576.0;468.0;144.0
-316.0;220.0;-583.0;465.0;160.0
-312.0;?;-591.0;461.0;176.0
-304.0;214.0;-600.0;461.0;190.0
-291.0;211.0;-608.0;462.0;206.0
-273.0;211.0;-618.0;463.0;221.0
-256.0;214.0;-627.0;463.0;237.0
-237.0;217.0;-635.0;459.0;252.0
-219.0;220.0;-640.0;454.0;266.0
-200.0;224.0;-644.0;446.0;279.0
-182.0;228.0;-647.0;436.0;290.0
?;232.0;?;429.0;297.0
-160.0;?;-647.0;424.0;302.0
-154.0;238.0;-645.0;422.0;307.0
-148.0;240.0;-643.0;422.0;?
-140.0;245.0;-641.0;421.0;314.0
-135.0;250.0;-640.0;?;?
-132.0;255.0;-638.0;420.0;318.0
?;260.0;-636.0;421.0;321.0
-127.0;264.0;?;423.0;322.0
-125.0;268.0;?;424.0;324.0
-123.0;271.0;-627.0;?;?
-120.0;?;-624.0;422.0;328.0
-117.0;272.0;-621.0;421.0;326.0
-115.0;271.0;-620.0;420.0;325.0
-110.0;268.0;-618.0;?;320.0
-104.0;265.0;?;408.0;316.0
-103.0;257.0;-612.0;400.0;303.0
-108.0;243.0;-606.0;399.0;?
-120.0;226.0;-596.0;399.0;244.0
-138.0;209.0;-582.0;?;202.0
-158.0;210.0;?;401.0;190.0
-181.0;209.0;-551.0;399.0;175.0
-214.0;210.0;?;399.0;165.0
-272.0;206.0;-537.0;411.0;151.0
-333.0;202.0;-533.0;421.0;136.0
-394.0;197.0;-527.0;430.0;119.0
-452.0;189.0;-519.0;437.0;100.0
?;?;-509.0;445.0;81.0
-560.0;167.0;-497.0;455.0;62.0
-605.0;150.0;-484.0;464.0;38.0
-644.0;132.0;-473.0;471.0;16.0
-678.0;115.0;-463.0;478.0;-3.0
-706.0;94.0;-454.0;484.0;-24.0
-727.0;76.0;-447.0;?;-44.0
-741.0;58.0;-438.0;497.0;-61.0
-750.0;40.0;-429.0;501.0;?
-757.0;23.0;-420.0;501.0;-96.0
-761.0;?;-411.0;?;-114.0
?;-10.0;-400.0;?;-132.0
-765.0;-29.0;?;?;-152.0
-765.0;-46.0;-378.0;508.0;-169.0
-764.0;-62.0;-368.0;511.0;-187.0
-764.0;-78.0;-358.0;517.0;?
-764.0;-92.0;-349.0;522.0;-220.0
-765.0;?;-344.0;?;-231.0
-767.0;?;-340.0;530.0;-244.0
-767.0;-119.0;-334.0;533.0;-255.0
-768.0;-124.0;?;537.0;?
