InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
485;25;?;27;-222;899.0;-157;?;881.0;-29;-883;-222;-136
486;18;6;16;-122;897.0;-155;-77;875.0;-29;-884;-122;-77
476;2;6;13;-52;882.0;-144;-18;885.0;-29;-885;-52;-18
482;14;6;?;-53;883.0;?;-19;881.0;-29;-888;-53;-19
490;10;6;2;-15;887.0;-144;-1;889.0;-29;-885;?;?
479;-9;6;-3;46;?;?;18;888.0;-29;-889;?;18
481;9;7;14;60;?;-151;-18;885.0;?;-887;60;-18
484;7;6;5;58;?;?;8;870.0;-29;-885;58;8
476;-11;6;-2;47;940.0;-123;50;878.0;-29;-890;47;50
?;6;6;12;30;875.0;?;7;912.0;-29;-885;30;7
478;-1;6;?;3;891.0;-132;-8;?;?;-886;3;-8
473;-8;6;-2;-41;882.0;-123;-22;907.0;-29;-884;-41;-22
479;5;6;13;?;892.0;-146;-19;908.0;-29;?;-27;-19
482;0;6;6;13;893.0;-137;15;908.0;-29;-893;13;15
482;0;6;-4;7;902.0;-129;0;898.0;-29;-882;7;0
479;4;?;10;14;895.0;-144;-10;888.0;-29;-885;14;-10
476;-2;?;10;34;870.0;?;-4;892.0;-29;-889;34;-4
478;-1;6;7;46;893.0;-136;14;906.0;-29;-886;?;14
480;-4;6;?;65;?;-129;?;899.0;?;-889;65;17
477;-9;6;-6;52;894.0;-118;-2;905.0;-29;-887;52;-2
482;?;6;?;38;888.0;-129;-9;882.0;-29;-887;38;-9
486;2;6;1;48;?;-129;-12;902.0;-29;-892;48;-12
477;-2;?;5;34;896.0;-128;8;922.0;?;-885;34;8
480;-1;6;?;?;896.0;?;4;903.0;-29;-880;24;4
?;6;6;1;5;896.0;-127;7;899.0;-29;-883;5;7
483;4;6;7;-25;895.0;-131;6;?;-29;-887;-25;6
482;-3;6;0;-4;886.0;-122;-19;877.0;?;-891;-4;-19
481;4;6;9;9;887.0;-133;-1;910.0;-29;-885;9;-1
486;3;6;-1;8;886.0;-124;-14;880.0;-29;-887;8;-14
?;-3;6;-8;29;886.0;?;?;907.0;-29;-889;29;-9
484;4;6;6;19;888.0;-130;-2;898.0;-29;-884;?;-2
487;?;6;-10;9;884.0;-112;7;908.0;-29;-886;9;7
482;-3;6;-3;37;894.0;-117;22;910.0;-29;-885;37;22
481;5;6;15;-1;883.0;?;-13;911.0;-29;-879;-1;?
475;-15;6;-15;-45;882.0;-102;20;?;-29;-887;-45;20
481;-5;?;9;18;887.0;-131;?;903.0;-29;-893;18;?
488;-3;?;-22;?;893.0;-101;3;914.0;-29;-881;-97;?
483;2;6;23;31;889.0;-150;-30;922.0;-29;-892;31;-30
470;25;6;155;357;878.0;-283;-264;?;-29;-918;357;-264
452;-31;6;11;79;878.0;-118;-107;910.0;-29;-901;79;-107
467;-41;6;-65;-200;?;-45;41;905.0;-29;-892;-200;41
491;?;6;-10;-381;886.0;-119;?;?;-29;-895;-381;-45
499;10;7;10;-503;889.0;-154;-40;886.0;-29;-880;-503;-40
501;27;9;59;-261;892.0;-218;-15;913.0;?;-867;-261;-15
484;-3;9;11;-140;?;?;?;911.0;-29;-864;-140;?
495;14;9;23;9;878.0;-182;75;898.0;-29;-854;9;75
501;28;9;41;245;877.0;-197;44;908.0;-29;-847;?;44
416;-109;8;-114;275;874.0;-3;?;917.0;-29;-894;275;?
?;-117;?;?;127;866.0;?;67;895.0;-29;-911;127;67
497;26;?;65;7;?;-208;-33;893.0;-29;-862;7;-33
488;?;8;25;33;?;-162;-16;921.0;-29;-868;33;-16
479;-20;8;-27;29;889.0;-106;?;910.0;-29;-883;29;15
494;10;8;33;13;878.0;-173;-26;896.0;-29;-874;13;-26
509;-6;8;-53;81;886.0;-87;-121;897.0;-29;-898;?;-121
442;?;8;-29;146;887.0;-95;-84;901.0;?;-914;146;-84
492;-6;8;-2;-105;896.0;-136;-56;913.0;-29;-894;-105;-56
708;161;8;-159;-387;877.0;-32;-173;920.0;-29;-874;-387;-173
?;101;9;-29;-176;869.0;-147;-91;908.0;-29;?;-176;-91
?;-6;?;46;-44;882.0;-193;-46;915.0;-29;-858;-44;-46
497;-22;9;-58;-60;894.0;-98;-58;?;-29;-903;-60;-58
492;-28;9;-27;76;872.0;-131;8;918.0;-29;-917;76;?
503;3;9;-21;119;885.0;-137;-9;?;-29;-880;119;-9
477;-15;9;-9;130;877.0;-140;16;908.0;-29;-875;130;16
480;-15;9;-12;85;874.0;-135;-7;899.0;-29;-882;85;-7
495;7;?;?;40;892.0;-150;-40;917.0;-29;-869;?;-40
482;?;?;-15;28;872.0;-131;-29;?;?;-879;28;-29
471;-27;9;-27;-6;873.0;-117;-37;916.0;-29;-886;-6;-37
?;-51;9;76;8;879.0;-209;10;891.0;-29;-859;8;10
400;-56;9;90;10;876.0;-220;19;?;-29;-854;10;19
469;?;9;15;8;886.0;-159;-19;889.0;-29;-879;8;-19
490;-9;9;?;3;878.0;-123;-5;905.0;-29;-882;3;-5
472;-21;9;-3;15;887.0;-139;-7;904.0;-29;-880;15;-7
490;-1;9;27;12;885.0;-175;-29;917.0;-29;-879;12;-29
491;-2;9;?;-22;?;-163;9;901.0;-29;-874;-22;?
483;-13;9;6;14;880.0;-152;34;?;?;-880;14;34
504;9;?;12;44;874.0;-160;23;899.0;-29;-873;44;23
481;-20;9;5;29;886.0;-148;60;890.0;-29;-888;29;60
470;-36;9;-17;26;889.0;-122;99;927.0;-30;-894;26;99
522;26;9;6;20;880.0;-152;92;890.0;-30;-870;?;92
518;23;?;41;120;883.0;-185;129;908.0;-30;?;120;129
463;-28;8;4;313;876.0;-126;210;906.0;-30;-867;313;210
?;-24;7;-16;318;876.0;-90;208;887.0;-30;-846;318;208
490;-7;7;?;141;891.0;-101;101;880.0;-30;-866;141;101
483;-28;6;-26;19;884.0;?;45;906.0;-30;-893;19;45
482;-22;6;12;-37;868.0;-112;27;?;-30;-883;-37;27
506;11;6;62;-18;877.0;-165;?;906.0;-30;-868;-18;1
504;3;6;?;26;886.0;-83;15;907.0;-30;-875;?;15
498;-2;6;-45;-91;887.0;-56;-67;909.0;-30;-877;-91;-67
?;-19;7;-4;-154;888.0;?;-98;?;-29;-879;-154;-98
477;-16;7;15;-151;882.0;-125;-103;903.0;?;-884;-151;-103
501;?;7;8;-162;874.0;-126;-162;908.0;-29;-880;-162;-162
490;-1;8;?;-150;893.0;-109;-142;907.0;-29;-883;-150;-142
?;-3;8;6;-278;?;-141;-190;900.0;-29;-893;-278;-190
468;-25;9;-27;?;860.0;-118;?;897.0;-29;-894;-370;-233
487;-6;10;?;-467;?;-130;-261;907.0;-29;?;-467;-261
506;29;11;55;-356;889.0;-228;-233;908.0;-29;-855;-356;?
453;-18;12;63;-65;877.0;-242;-40;907.0;-29;-857;-65;-40
507;5;12;62;-26;897.0;-257;17;896.0;?;-908;-26;17
589;66;11;-7;141;881.0;?;?;890.0;-29;-927;141;48
?;16;11;-215;192;876.0;?;?;913.0;-29;-962;192;398
?;-33;10;-109;-71;878.0;-64;666;911.0;-28;-933;-71;666
413;?;10;121;-38;870.0;?;?;895.0;-28;-849;-38;399
369;?;10;55;37;877.0;-201;175;894.0;-27;-843;37;175
346;-75;9;-10;23;896.0;-129;295;892.0;-27;-827;23;295
388;-40;9;-51;263;887.0;-83;?;928.0;-28;-822;263;176
?;18;9;-80;213;895.0;-57;15;927.0;-28;-880;213;15
508;18;9;-31;-6;874.0;-108;-13;907.0;-28;-905;-6;-13
498;3;8;?;?;884.0;-125;-68;909.0;-29;?;76;?
483;?;8;-14;-25;894.0;-124;-70;899.0;?;-903;-25;-70
471;-18;9;-23;-51;882.0;-115;-21;898.0;-29;-902;-51;-21
597;62;8;7;236;873.0;-152;106;897.0;-29;-961;236;106
629;73;8;32;145;871.0;-177;27;918.0;-28;-1011;145;27
433;-27;?;?;-24;881.0;-149;-120;?;-27;-896;-24;-120
427;7;8;-79;-6;872.0;?;-34;899.0;-26;-875;-6;-34
304;?;8;-17;-81;890.0;-102;99;907.0;-25;-843;-81;99
195;-148;8;64;-87;?;?;200;894.0;-25;-765;-87;200
?;11;8;-66;-125;864.0;-49;244;?;-25;-852;-125;244
107;-264;8;?;153;878.0;-463;?;898.0;-27;-719;153;375
1014;132;7;198;420;878.0;-397;411;899.0;-28;-1569;420;411
1847;675;7;-392;131;869.0;161;?;914.0;-28;-2117;131;186
574;44;8;-34;-53;878.0;-101;?;916.0;-28;-977;-53;-2
355;-70;8;54;-10;881.0;-173;-45;925.0;-28;-780;-10;-45
609;69;8;-45;-39;894.0;-92;10;915.0;-28;?;-39;10
389;-58;8;12;14;873.0;-138;-53;898.0;-28;-824;14;-53
527;?;8;?;-67;880.0;-116;11;897.0;-28;-928;-67;11
468;-23;8;-1;?;875.0;-133;-30;906.0;-28;-896;45;?
504;-23;8;2;122;880.0;-142;?;899.0;-29;-956;122;10
599;43;8;108;68;872.0;-239;236;879.0;-29;-976;?;236
592;85;8;168;332;893.0;-283;-820;890.0;-28;-840;332;-820
458;?;9;622;-383;876.0;-743;-1930;885.0;-27;-686;?;-1930
528;97;8;?;1683;?;-241;-2219;875.0;-26;-747;1683;-2219
772;264;5;-914;3527;885.0;800;-2760;922.0;-24;-880;3527;-2760
760;327;4;-405;149;888.0;?;-1874;915.0;-24;-781;149;-1874
864;444;5;-10;-962;?;-148;456;?;-25;-772;-962;456
1074;561;6;?;-689;896.0;-260;1184;902.0;-29;-826;-689;1184
1085;?;8;323;-1515;?;?;521;923.0;-31;?;-1515;521
1003;?;10;98;-723;884.0;-296;-345;955.0;?;?;-723;-345
844;82;14;-52;-193;844.0;-173;-1271;927.0;-40;-855;-193;-1271
655;-84;18;-49;-202;847.0;-172;?;953.0;-43;-773;-202;-1519
472;-221;21;-38;-131;875.0;?;-1386;?;-46;-733;-131;-1386
165;-459;?;81;-44;867.0;?;-1150;?;?;-713;-44;-1150
?;-583;29;274;432;832.0;-315;-1005;959.0;-50;-709;432;-1005
-211;-753;30;325;1015;?;-283;?;955.0;-50;-793;1015;-1166
-260;-737;31;444;1358;849.0;-380;-1548;956.0;-49;-843;1358;-1548
-221;-727;30;375;1733;864.0;-309;-1713;947.0;-47;-907;1733;-1713
124;-910;27;16;2118;864.0;30;-1309;979.0;-42;-1176;2118;-1309
587;-104;23;209;2468;888.0;-607;-1468;976.0;-36;-1297;?;-1468
764;-280;18;-439;2436;854.0;176;-2207;939.0;-29;-996;2436;-2207
1061;655;16;-222;?;874.0;-557;?;951.0;-25;-945;3364;?
1255;?;?;-826;3273;860.0;71;-2751;945.0;-22;-616;3273;-2751
?;-2865;6;?;1097;896.0;4321;-1155;981.0;-19;147;1097;-1155
449;?;5;-998;1087;867.0;1213;1121;1001.0;-21;?;1087;1121
327;676;6;671;328;882.0;-1040;1104;?;-25;-978;328;1104
522;-604;?;-508;-687;879.0;688;95;961.0;-28;-975;-687;95
770;520;?;196;87;861.0;-651;-25;965.0;-29;-981;87;-25
516;164;7;146;-310;?;?;-169;1027.0;-30;-890;-310;-169
446;-114;8;-22;-192;864.0;-20;-135;1011.0;-30;-884;-192;-135
508;81;8;78;38;881.0;-243;0;985.0;?;?;?;0
484;-108;8;-61;-239;895.0;-8;-57;967.0;-30;-885;-239;-57
506;51;8;54;-80;?;-211;?;1044.0;-30;-898;-80;?
487;18;8;48;28;880.0;-181;58;918.0;-30;-887;28;58
489;4;8;37;233;903.0;?;?;889.0;-30;-892;233;141
494;-36;7;-9;264;850.0;-88;143;826.0;-30;-892;264;143
511;-28;7;-24;143;?;-71;104;1079.0;-30;-874;143;104
508;-19;?;-10;182;879.0;-84;76;1038.0;-30;-871;182;?
510;-29;7;-27;?;968.0;?;34;?;-31;?;76;34
506;-20;7;?;-114;1118.0;?;-12;967.0;?;-868;-114;?
489;-20;7;31;-34;?;-114;?;?;?;-888;?;8
511;-16;7;?;28;1301.0;-101;29;877.0;-31;-881;28;29
?;-40;7;36;-19;1298.0;-106;-17;778.0;-31;-902;-19;-17
553;-23;7;15;172;1251.0;-88;131;?;-32;-887;172;131
437;-41;6;12;83;1099.0;-84;120;816.0;-32;-855;83;120
?;-146;6;145;336;923.0;-88;?;840.0;-34;-936;?;285
508;-103;4;130;528;636.0;-86;594;858.0;-37;-925;528;594
401;-79;3;105;308;655.0;-96;622;912.0;-39;-875;308;622
789;-253;0;294;1026;602.0;-7;1143;919.0;-48;-989;1026;1143
167;-198;-2;160;?;625.0;-69;834;?;-50;-828;-121;834
1082;?;-6;618;1936;663.0;48;1698;929.0;-56;-1367;?;1698
850;214;9;-127;-236;823.0;-195;-120;954.0;-29;-1017;-236;-120
?;-235;?;88;-440;852.0;-64;-228;1012.0;-29;-892;-440;-228
630;111;10;-8;234;908.0;-227;131;1304.0;-29;-924;234;131
430;-73;9;7;130;862.0;-104;94;1319.0;-29;-886;130;94
473;-58;9;-16;?;?;-95;61;1421.0;-29;-908;145;61
491;-20;?;15;175;1113.0;-144;98;1254.0;-29;-915;175;98
428;-71;8;19;167;1284.0;-97;120;870.0;-29;-881;167;120
473;-63;8;-53;163;1507.0;-35;69;824.0;-30;-874;163;69
467;-52;?;-10;66;2023.0;-74;17;1246.0;-30;-873;66;17
?;-9;8;41;?;?;-138;85;?;-30;-873;112;85
478;-33;7;11;140;1061.0;-93;?;981.0;-30;?;140;95
468;?;6;59;?;883.0;-130;113;810.0;?;-902;?;113
477;-27;8;101;343;868.0;-164;310;798.0;-31;-915;343;310
429;-118;2;?;295;578.0;-109;351;582.0;-34;-975;295;351
2071;1749;2;?;-2689;933.0;-1319;-495;?;-26;-1233;-2689;-495
-3;-346;6;294;-2811;806.0;-183;-893;907.0;-28;-982;?;-893
563;7;?;123;46;786.0;-262;?;917.0;-29;-1080;46;-324
382;-28;9;159;-657;925.0;-280;-103;1014.0;-29;-917;-657;-103
514;16;?;40;202;890.0;?;53;1216.0;-29;-914;202;53
488;-9;9;21;202;995.0;-161;82;1327.0;-29;?;?;82
466;-20;9;23;129;999.0;-146;89;1472.0;-29;-876;129;89
494;-15;9;3;304;1165.0;-124;160;1032.0;-30;-884;?;?
476;-43;8;2;164;1239.0;-97;?;832.0;-30;?;164;120
504;11;8;?;137;1681.0;?;26;?;-31;-859;137;26
526;-16;7;39;104;2049.0;-133;100;1202.0;-31;-870;?;100
510;-24;7;19;238;?;-108;?;1084.0;-32;-872;238;213
489;15;6;5;317;897.0;-115;308;955.0;-33;-871;317;308
?;?;4;125;455;1059.0;-95;475;?;-34;-956;455;475
?;34;5;12;470;738.0;-142;522;?;-35;-822;470;522
576;-542;1;299;904;301.0;-11;?;553.0;?;-1189;904;811
147;-324;0;347;702;74.0;-222;801;634.0;-48;-1019;702;801
650;393;?;638;-1000;?;-949;-128;1002.0;-42;-355;-1000;-128
509;?;13;-254;108;806.0;309;-334;1036.0;-42;-1335;108;?
538;-73;14;135;-358;958.0;-290;59;?;-42;-645;-358;?
479;-356;13;19;413;974.0;-40;145;1532.0;-43;-1032;413;145
515;-269;12;?;172;969.0;?;124;1709.0;-44;-892;172;124
493;-235;12;63;102;1049.0;-115;117;1126.0;-44;-842;102;117
506;-297;11;12;210;1248.0;-34;107;918.0;-44;?;210;107
518;-238;12;20;40;?;-64;54;873.0;-45;-844;40;54
528;?;11;48;65;2093.0;-75;?;1334.0;-45;-860;65;-69
494;-251;?;50;42;1625.0;?;-54;?;-45;?;42;-54
517;-276;11;88;143;1398.0;-107;?;925.0;-46;-913;143;?
528;-288;10;132;291;880.0;-131;269;739.0;-46;-929;291;269
401;?;13;136;539;850.0;-124;637;626.0;-48;-920;539;637
301;-206;10;89;9;912.0;-199;463;?;-37;-638;9;463
694;-45;10;29;362;890.0;-142;-47;1461.0;?;-1052;362;-47
?;?;9;64;306;1168.0;-142;272;1506.0;-39;-790;306;272
451;?;8;43;433;1018.0;-82;260;1201.0;?;-915;433;260
580;-114;7;13;442;1333.0;-72;379;952.0;-41;-837;442;?
?;-121;6;-52;245;1528.0;7;280;?;-43;-764;245;280
?;-98;6;-20;99;2206.0;-19;95;1334.0;-44;-804;99;?
652;-66;?;-10;45;1193.0;-37;62;1034.0;-45;-738;?;62
642;-121;6;32;6;1224.0;-59;-26;950.0;-45;-811;6;-26
616;-139;5;38;11;795.0;-59;82;837.0;-46;-816;11;82
518;-247;5;86;156;650.0;-67;341;?;-47;-873;156;341
482;-402;5;217;345;183.0;-139;506;688.0;-48;-1051;345;506
411;?;0;116;411;-1.0;-18;?;706.0;-53;-884;411;727
817;-649;1;693;1231;-190.0;-446;1035;673.0;-62;-1391;1231;1035
1597;?;-23;721;3528;-50.0;-102;2224;734.0;-74;-1874;?;2224
1858;?;?;538;4714;?;802;1450;857.0;?;-2083;4714;1450
1247;-2782;-152;1193;2639;331.0;636;-1120;966.0;-72;?;2639;-1120
207;-2132;-161;321;-843;?;904;-277;990.0;-67;-1939;-843;-277
48;-695;-147;409;-3121;1111.0;2;?;1228.0;-76;?;-3121;-268
302;65;-83;1343;?;?;-1210;-2153;1369.0;-84;-506;-1681;-2153
429;-136;-15;554;1309;1143.0;?;-2457;1208.0;-79;-497;1309;-2457
803;-491;2;186;1427;482.0;80;-2382;1311.0;-66;?;1427;-2382
984;-249;?;223;1068;1107.0;-110;-1475;1063.0;-54;-1061;1068;-1475
1266;52;3;?;2233;2017.0;-62;-463;1167.0;-43;-1466;2233;-463
?;520;-3;-218;1740;186.0;-117;601;1101.0;-29;-1529;1740;601
2295;1132;-6;?;2210;638.0;521;488;974.0;-19;-1604;2210;488
2814;1901;-8;-1935;-110;?;283;549;876.0;-11;83;-110;549
?;1425;-7;-1833;?;?;?;1042;736.0;?;1781;-2148;1042
1234;479;-6;-1375;866;894.0;821;?;882.0;-6;?;866;581
1350;2019;1;701;-2276;927.0;-1630;2220;841.0;-13;-194;-2276;2220
?;1728;7;-806;-1418;858.0;-296;1121;626.0;?;-59;-1418;1121
1562;-149;?;-1760;178;?;1477;-1282;691.0;?;-1511;178;-1282
?;?;8;886;-3705;798.0;-1041;-324;844.0;-30;-1105;-3705;-324
601;296;14;494;-799;834.0;-797;-271;1021.0;-33;-816;-799;-271
?;-12;15;-77;282;879.0;-160;-178;1190.0;-34;-905;282;-178
456;-50;15;169;-367;973.0;?;190;1274.0;-34;-861;-367;190
511;-176;15;-128;523;908.0;-23;17;1481.0;-34;-923;523;17
462;?;14;41;-63;1011.0;-190;120;1359.0;-34;-899;-63;?
496;-123;14;?;207;1271.0;-138;86;1131.0;-34;-890;207;86
481;-140;13;?;199;1316.0;-86;?;924.0;-35;?;199;110
491;-148;13;?;58;1741.0;-97;?;951.0;-35;-886;58;44
507;-62;13;-53;55;1732.0;-108;-56;1271.0;-35;-818;55;-56
546;-153;?;7;23;1794.0;-116;12;1087.0;-35;-926;?;12
426;?;12;29;30;1308.0;-177;-49;798.0;-35;-845;30;-49
369;-147;14;110;173;841.0;-170;?;642.0;-36;-772;173;135
403;-292;13;108;287;927.0;-126;324;531.0;-37;-1001;287;324
336;-142;8;?;?;358.0;-166;265;519.0;-37;-993;?;265
443;-655;18;412;678;?;-154;872;581.0;-45;-1163;678;872
441;183;4;?;-386;740.0;-394;-161;?;-21;-983;-386;-161
?;-118;4;4;39;967.0;-35;42;1151.0;?;?;?;42
?;439;4;120;314;960.0;-338;168;1401.0;-22;-975;?;168
277;-120;3;-75;170;1120.0;57;118;1497.0;-22;-835;170;118
606;?;3;48;?;1216.0;-196;190;1263.0;-22;-931;293;190
443;?;3;-5;226;1212.0;-68;115;891.0;-22;-874;?;115
481;112;2;-2;129;1607.0;-76;63;1297.0;-23;-857;129;63
529;183;2;10;36;1998.0;?;52;1316.0;-23;-854;36;52
553;146;?;120;102;1686.0;-178;156;1093.0;-24;-860;102;156
?;202;?;42;315;?;-170;308;?;-24;-843;315;?
519;-83;-1;59;482;?;8;467;754.0;-27;?;482;467
2495;2933;-2;514;-1427;913.0;-1766;562;664.0;?;-1182;-1427;562
?;803;2;713;-2281;772.0;-1091;?;899.0;-24;-262;-2281;-473
690;573;4;372;21;816.0;-646;-215;1091.0;-23;-1007;21;-215
?;?;5;260;-159;947.0;-424;-23;1101.0;?;-871;-159;-23
427;83;5;142;-12;990.0;-248;130;1273.0;-24;-853;-12;130
533;158;4;?;418;1071.0;-182;166;1641.0;-24;-995;418;166
451;56;4;59;120;1140.0;-143;?;1451.0;-25;-840;120;131
492;87;?;0;302;1152.0;-85;?;1052.0;-25;-905;302;?
468;79;2;33;170;1264.0;-104;77;840.0;-26;-843;170;77
504;93;2;19;128;1845.0;-95;73;1167.0;-26;-866;128;73
516;90;2;26;150;1832.0;?;130;1343.0;-26;-863;150;130
?;89;1;26;164;1674.0;-96;98;?;-27;-844;164;98
512;-10;2;51;279;1011.0;-54;241;827.0;-27;-947;279;241
310;?;-1;142;417;1000.0;-118;373;668.0;-29;-959;417;373
456;-114;0;184;776;681.0;-92;660;434.0;-30;-1021;776;660
378;?;-1;151;814;171.0;-43;?;407.0;?;-1052;814;662
245;?;-7;393;1032;-100.0;-233;992;579.0;-40;-1012;?;992
1306;-373;-8;782;2763;-668.0;-245;2164;608.0;-53;-1501;2763;?
218;-300;8;-258;-5;936.0;244;-228;1172.0;?;-1150;-5;-228
545;241;9;11;279;916.0;-276;231;1283.0;-20;-835;279;231
?;143;8;-67;390;1048.0;-146;262;1458.0;-21;?;390;262
407;?;7;-191;201;?;85;73;1505.0;-21;-962;?;73
589;239;7;-45;165;1185.0;-192;182;1017.0;-22;-801;165;182
442;17;6;-131;177;1280.0;3;15;915.0;-22;-913;177;?
564;134;6;-104;?;?;-75;-12;?;-23;-857;-26;?
?;103;?;-94;34;2310.0;-72;50;1169.0;-23;-864;34;50
501;?;6;-69;35;1276.0;-81;102;907.0;?;-900;35;102
586;69;5;?;61;914.0;-73;154;690.0;-23;-915;61;154
400;135;7;1;423;962.0;-179;424;625.0;-24;-860;423;424
669;241;13;-275;1;872.0;?;-99;904.0;-17;-708;1;-99
367;103;14;31;-134;915.0;-344;61;1342.0;-18;-1090;-134;61
556;124;14;-259;282;924.0;-63;118;1265.0;-18;-815;282;?
444;85;13;-124;208;994.0;-169;120;1673.0;-18;-932;?;120
468;85;13;-163;?;1057.0;-122;121;1482.0;-18;?;?;121
491;68;12;-219;251;1314.0;-44;146;1026.0;-19;-861;251;?
500;101;12;-178;?;1478.0;-93;?;981.0;-19;-869;118;77
514;74;12;-191;-10;?;-64;-15;1361.0;?;?;-10;-15
527;152;12;-126;49;1878.0;-157;25;1152.0;-20;-845;49;25
502;87;11;-118;77;1237.0;-122;?;861.0;-20;-863;77;95
395;-33;11;-35;244;957.0;-122;?;669.0;-21;-948;244;283
622;420;11;-31;297;874.0;-387;-104;1063.0;-14;-1022;297;-104
411;209;11;4;-325;887.0;-281;145;1201.0;-14;?;-325;145
563;?;10;-188;551;1000.0;-148;146;1413.0;?;-962;551;146
483;173;10;-168;193;1106.0;-104;172;1612.0;-15;-863;193;172
?;167;9;-186;156;1085.0;?;103;1339.0;-15;-881;156;103
507;176;9;-190;?;1236.0;-68;103;991.0;-16;?;252;103
507;171;?;-197;115;1412.0;-50;91;815.0;-16;-847;115;?
489;159;8;?;45;1947.0;-74;9;?;-16;?;45;9
530;182;8;-165;30;1877.0;?;65;1006.0;-16;?;30;65
486;?;8;-151;32;1169.0;-49;62;852.0;-16;-875;?;62
466;124;8;-44;111;1014.0;-138;97;748.0;?;-883;111;97
549;184;7;-61;329;819.0;-152;?;672.0;-18;-889;329;?
373;-93;6;-88;418;445.0;?;380;465.0;-19;-954;418;380
?;-20;6;-31;769;?;-60;640;?;-22;-1000;769;640
367;-101;2;316;886;-33.0;-240;678;722.0;-28;-1051;886;678
273;-318;0;278;1576;-54.0;-85;1285;780.0;-35;-1079;1576;1285
1110;-757;-9;360;2798;?;286;1926;?;-50;-1914;2798;1926
1779;-1676;-43;829;2651;?;848;456;963.0;-70;-2376;?;456
1365;?;-85;-258;2124;211.0;1228;-531;1078.0;-77;-551;2124;-531
220;-929;-117;-521;271;1436.0;?;?;1496.0;-78;-346;271;-808
-373;-1198;?;525;-2133;1332.0;?;?;1646.0;-80;?;?;-2075
-83;-16;-16;480;-1872;?;-381;-2952;1989.0;-80;-303;-1872;-2952
-44;-79;2;368;-76;890.0;-249;-2721;1099.0;-74;-292;-76;-2721
217;?;6;132;1240;668.0;334;-1535;774.0;-62;-804;1240;-1535
?;-475;10;-134;1038;1508.0;356;?;1203.0;-54;-1063;1038;?
885;-639;3;-257;886;1687.0;?;-1;1232.0;-45;-1231;886;-1
?;702;1;-701;1301;-300.0;47;?;947.0;-25;-1356;1301;1268
2084;930;-4;-1285;2185;?;440;1947;893.0;-14;-1998;2185;1947
2495;1286;-6;-1788;2638;1432.0;642;2191;742.0;-10;-1911;2638;2191
4564;3539;-7;-2434;-18;480.0;-368;?;654.0;4;426;-18;3013
?;-744;-9;-3009;-2257;1233.0;2457;189;783.0;?;2887;-2257;?
1158;-138;-2;-1542;-958;813.0;1292;754;722.0;5;914;?;754
2319;2562;4;-139;-22;871.0;-1238;2400;727.0;?;-1380;-22;2400
-1020;-1547;4;-417;-1092;813.0;1158;-1168;817.0;-14;-350;-1092;-1168
467;326;7;-40;-1378;914.0;-223;-1158;850.0;-17;-353;-1378;-1158
?;1100;?;26;-400;912.0;-785;-14;992.0;?;-922;-400;-14
109;-370;11;-204;58;934.0;174;-235;1126.0;-17;-842;58;-235
724;493;11;-47;42;899.0;-406;192;1251.0;-17;-935;?;192
380;-19;11;-176;185;975.0;-22;38;1320.0;-17;-883;185;38
486;125;11;-154;207;1174.0;-109;107;1814.0;-17;-898;207;107
?;177;10;-106;156;1037.0;-171;111;?;-17;-891;156;111
440;53;10;-163;191;1164.0;-47;85;973.0;-18;-884;191;85
527;170;9;-149;146;1493.0;-109;125;931.0;-18;-867;146;125
478;?;9;-132;107;?;-95;72;1283.0;-18;-871;107;72
495;136;9;?;148;1791.0;?;65;1034.0;-19;-878;148;65
?;139;9;-70;139;1015.0;-149;93;906.0;?;-889;139;93
480;96;8;-80;260;1053.0;?;217;674.0;-20;-932;260;217
708;-895;5;?;638;?;?;-2482;856.0;-18;-714;638;-2482
267;-506;8;-443;-210;767.0;501;-1320;847.0;-22;-1073;-210;-1320
649;769;11;629;-890;822.0;-1124;9;997.0;-23;-841;-890;9
541;155;10;-99;?;918.0;-188;?;1030.0;-23;-800;-108;-462
498;101;?;6;162;860.0;-239;394;1179.0;-23;-945;162;394
481;7;10;-135;345;1009.0;-56;89;1385.0;-23;-879;?;89
480;10;9;-107;287;1140.0;-68;188;1578.0;?;?;287;188
507;55;9;-94;164;?;-93;128;1135.0;?;-873;164;128
?;12;8;-119;132;1240.0;?;26;?;-24;-858;132;26
500;44;8;-78;77;1475.0;-90;83;1015.0;-25;-879;77;83
515;56;8;-109;34;2124.0;-71;?;1381.0;-25;-856;34;22
524;?;8;-67;60;1468.0;-110;53;989.0;-25;-872;60;53
503;70;8;-36;?;969.0;-136;73;845.0;-25;?;?;73
465;?;8;-85;121;1033.0;-48;143;661.0;-25;?;121;143
524;27;8;44;291;634.0;?;?;659.0;-26;-943;291;212
308;-91;5;25;450;392.0;-80;266;548.0;-28;-938;450;266
