InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit RLA gyroX
-159.0;-320.0;-273.0;349.0;180.0;-1;962.0;332.0;?;-50.0;-70.0;204.0;-342.0
-165.0;-328.0;-278.0;345.0;162.0;11;957.0;293.0;827.0;-28.0;127.0;209.0;-159.0
-177.0;-293.0;-285.0;?;136.0;10;953.0;391.0;823.0;59.0;?;268.0;119.0
?;-297.0;-288.0;233.0;113.0;7;947.0;207.0;815.0;104.0;?;326.0;252.0
-207.0;-357.0;-296.0;279.0;99.0;?;947.0;-258.0;811.0;-138.0;-143.0;311.0;291.0
-220.0;-375.0;?;530.0;?;-3;937.0;-320.0;802.0;-370.0;-173.0;281.0;229.0
-236.0;-384.0;-307.0;792.0;92.0;-5;937.0;-76.0;799.0;-374.0;?;267.0;141.0
-252.0;-244.0;-316.0;758.0;86.0;-8;930.0;?;793.0;-164.0;-221.0;241.0;217.0
-264.0;-322.0;?;265.0;75.0;?;927.0;-258.0;796.0;511.0;147.0;207.0;469.0
-275.0;-215.0;?;1102.0;60.0;-13;?;-50.0;?;1105.0;?;137.0;764.0
-282.0;-38.0;-343.0;672.0;51.0;?;918.0;320.0;793.0;?;556.0;129.0;767.0
-286.0;-3.0;-344.0;359.0;54.0;-19;918.0;?;795.0;507.0;531.0;22.0;?
-287.0;-113.0;-343.0;582.0;61.0;-19;916.0;437.0;793.0;108.0;278.0;-90.0;328.0
-285.0;-81.0;-347.0;-143.0;82.0;-23;924.0;381.0;798.0;-404.0;111.0;-60.0;179.0
?;-89.0;-344.0;-145.0;110.0;-29;924.0;193.0;796.0;-722.0;-105.0;39.0;81.0
?;-99.0;?;-99.0;148.0;?;929.0;249.0;801.0;-1057.0;-214.0;148.0;-156.0
-275.0;-101.0;?;-214.0;177.0;-26;?;337.0;798.0;-1113.0;-20.0;?;-271.0
-280.0;-47.0;-348.0;-301.0;216.0;-26;932.0;367.0;802.0;-108.0;218.0;50.0;-152.0
-285.0;-47.0;-352.0;-269.0;246.0;-26;?;279.0;801.0;691.0;553.0;-42.0;?
-297.0;-34.0;-358.0;-286.0;281.0;-26;928.0;-48.0;799.0;?;371.0;46.0;374.0
-307.0;?;-363.0;-383.0;?;-26;926.0;-129.0;801.0;-666.0;?;82.0;404.0
-313.0;-161.0;-366.0;197.0;328.0;-26;920.0;-256.0;801.0;-455.0;?;60.0;212.0
-320.0;-276.0;-369.0;650.0;?;-26;920.0;-288.0;802.0;130.0;228.0;?;?
-321.0;-385.0;-371.0;1905.0;?;-26;912.0;-233.0;792.0;399.0;243.0;136.0;-51.0
-324.0;-175.0;-375.0;?;298.0;-26;909.0;78.0;787.0;637.0;307.0;160.0;229.0
-325.0;-203.0;-385.0;507.0;247.0;-26;906.0;-102.0;778.0;1187.0;?;129.0;1100.0
?;-413.0;-393.0;-13.0;191.0;-26;910.0;-198.0;775.0;1686.0;-114.0;108.0;?
-322.0;-287.0;-400.0;563.0;118.0;?;907.0;-43.0;766.0;1816.0;284.0;248.0;1388.0
-317.0;-180.0;-404.0;1054.0;53.0;-26;903.0;447.0;758.0;1475.0;662.0;318.0;619.0
-304.0;-133.0;-407.0;-399.0;-3.0;-26;899.0;175.0;760.0;1101.0;586.0;238.0;-104.0
-299.0;-245.0;-404.0;-507.0;?;?;?;179.0;758.0;333.0;-29.0;153.0;-743.0
-293.0;-271.0;-396.0;211.0;-35.0;-26;893.0;402.0;763.0;?;-443.0;223.0;-864.0
-285.0;-247.0;-386.0;210.0;-33.0;?;892.0;532.0;757.0;-1233.0;?;262.0;?
-281.0;-337.0;-379.0;176.0;-22.0;-26;900.0;436.0;758.0;-894.0;36.0;210.0;-505.0
-279.0;-293.0;-372.0;159.0;?;?;904.0;548.0;757.0;-167.0;265.0;198.0;80.0
-279.0;-323.0;-372.0;178.0;7.0;-26;912.0;?;757.0;296.0;579.0;204.0;378.0
-279.0;-267.0;-378.0;119.0;16.0;-27;913.0;879.0;753.0;539.0;?;201.0;364.0
-287.0;-299.0;?;318.0;26.0;-26;?;1139.0;752.0;883.0;989.0;201.0;280.0
-294.0;-399.0;-392.0;297.0;36.0;?;919.0;1048.0;752.0;1111.0;1163.0;188.0;315.0
-305.0;-436.0;-395.0;474.0;41.0;-14;916.0;1215.0;746.0;?;1366.0;251.0;269.0
-318.0;-454.0;-402.0;540.0;?;5;916.0;1470.0;742.0;662.0;1327.0;390.0;-336.0
-327.0;-291.0;-409.0;558.0;49.0;19;909.0;1542.0;729.0;1074.0;1171.0;355.0;-638.0
-340.0;-168.0;-420.0;439.0;42.0;15;914.0;1735.0;723.0;2020.0;1445.0;206.0;279.0
-355.0;-204.0;-431.0;289.0;25.0;7;914.0;1221.0;714.0;2467.0;1454.0;193.0;1250.0
-365.0;-272.0;-444.0;254.0;7.0;-1;916.0;872.0;?;1720.0;1187.0;175.0;1503.0
-374.0;-291.0;-452.0;314.0;-8.0;-12;914.0;477.0;?;?;761.0;290.0;1114.0
-382.0;-223.0;-458.0;498.0;-21.0;-18;913.0;621.0;704.0;431.0;481.0;297.0;580.0
-389.0;108.0;-466.0;645.0;-31.0;-20;912.0;867.0;?;667.0;493.0;234.0;631.0
-395.0;-136.0;-466.0;794.0;-36.0;-24;?;61.0;702.0;483.0;?;192.0;968.0
-395.0;-100.0;?;1117.0;-23.0;-25;909.0;163.0;704.0;47.0;132.0;109.0;?
-393.0;59.0;-466.0;1135.0;-7.0;-25;905.0;-135.0;?;-653.0;-385.0;100.0;545.0
-390.0;134.0;-461.0;738.0;14.0;-27;910.0;-425.0;708.0;-1622.0;-454.0;0.0;?
-384.0;66.0;-452.0;577.0;?;-28;?;?;712.0;-1493.0;-827.0;28.0;569.0
?;-81.0;-442.0;248.0;75.0;-29;911.0;-985.0;723.0;-2085.0;-1255.0;103.0;589.0
-374.0;-217.0;-431.0;184.0;124.0;-31;913.0;?;729.0;?;-1427.0;98.0;114.0
-371.0;?;-423.0;47.0;166.0;-34;910.0;-882.0;732.0;-2081.0;?;104.0;-812.0
-373.0;-168.0;-416.0;?;208.0;-36;911.0;-762.0;734.0;-1586.0;-689.0;184.0;-997.0
-376.0;-184.0;-409.0;-110.0;238.0;-36;910.0;-734.0;731.0;-842.0;-490.0;166.0;-942.0
-382.0;-160.0;-411.0;-138.0;265.0;-34;912.0;-838.0;734.0;-173.0;-329.0;114.0;-1086.0
-195.0;-261.0;-228.0;251.0;?;-150;828.0;-50.0;671.0;-957.0;-634.0;253.0;-669.0
-191.0;?;-235.0;383.0;?;-59;826.0;6.0;666.0;-424.0;-300.0;262.0;?
-193.0;?;-238.0;252.0;-148.0;14;?;-366.0;?;421.0;-160.0;263.0;48.0
-200.0;?;-239.0;322.0;-168.0;-23;820.0;-306.0;657.0;699.0;-175.0;300.0;423.0
-207.0;-154.0;-238.0;575.0;-176.0;-19;?;-217.0;650.0;?;?;294.0;625.0
-215.0;-225.0;-234.0;?;-178.0;-34;802.0;-574.0;649.0;185.0;155.0;282.0;229.0
-210.0;-530.0;-225.0;493.0;-175.0;-43;793.0;-727.0;?;-685.0;-1111.0;188.0;-799.0
-213.0;-333.0;-233.0;521.0;-156.0;-48;793.0;-657.0;651.0;-1783.0;-1686.0;?;-1437.0
?;-295.0;-240.0;918.0;-140.0;-60;790.0;-561.0;649.0;-1666.0;-668.0;?;-947.0
-213.0;-235.0;-252.0;1696.0;-128.0;-60;788.0;-491.0;644.0;-218.0;242.0;413.0;32.0
-208.0;-351.0;?;2043.0;-122.0;?;781.0;368.0;636.0;1195.0;772.0;427.0;284.0
-202.0;?;-270.0;686.0;-121.0;-63;775.0;924.0;630.0;1507.0;1024.0;278.0;143.0
-202.0;-120.0;-283.0;?;-99.0;-62;775.0;414.0;628.0;1245.0;992.0;243.0;607.0
-199.0;-220.0;-284.0;12.0;-68.0;-65;763.0;-299.0;623.0;898.0;557.0;269.0;695.0
-196.0;-211.0;?;-5.0;-20.0;-66;760.0;-431.0;619.0;468.0;260.0;297.0;342.0
-187.0;-218.0;-276.0;-150.0;36.0;-62;752.0;?;612.0;-85.0;22.0;292.0;-96.0
-180.0;-57.0;-273.0;-319.0;?;-59;758.0;-366.0;?;-720.0;-33.0;136.0;-450.0
-172.0;-97.0;-270.0;-435.0;174.0;-58;758.0;-287.0;610.0;-357.0;-159.0;-13.0;-594.0
-167.0;-121.0;-266.0;-536.0;227.0;-58;756.0;?;612.0;-611.0;-248.0;-28.0;-313.0
?;-189.0;-266.0;-664.0;280.0;?;753.0;-500.0;?;-1543.0;-724.0;185.0;?
-175.0;?;-266.0;-711.0;?;-58;745.0;-501.0;612.0;-2135.0;-751.0;304.0;?
-188.0;-190.0;?;-251.0;324.0;-58;737.0;-627.0;613.0;-2262.0;-626.0;?;313.0
-201.0;-278.0;-277.0;344.0;312.0;-58;723.0;-492.0;604.0;-1401.0;-323.0;215.0;400.0
-217.0;-448.0;-286.0;1514.0;?;-58;711.0;-86.0;?;-435.0;-208.0;144.0;-336.0
-229.0;-279.0;-289.0;2878.0;214.0;-58;692.0;-519.0;572.0;-122.0;133.0;170.0;-986.0
?;-361.0;-285.0;1256.0;?;-58;685.0;-821.0;?;-230.0;-625.0;253.0;-271.0
-266.0;-477.0;-273.0;232.0;41.0;?;675.0;-1274.0;560.0;462.0;?;335.0;531.0
?;-43.0;-265.0;514.0;-69.0;-58;665.0;-1208.0;557.0;2275.0;158.0;535.0;396.0
-284.0;?;-266.0;-382.0;-154.0;?;653.0;-967.0;556.0;3001.0;267.0;570.0;-724.0
-280.0;-355.0;-250.0;-298.0;-216.0;?;641.0;-1074.0;556.0;1835.0;-1525.0;410.0;-1977.0
-266.0;-463.0;-234.0;-52.0;-233.0;?;640.0;-1171.0;558.0;-1428.0;?;245.0;-2488.0
-245.0;-374.0;-213.0;-246.0;-216.0;-58;631.0;-951.0;555.0;-3995.0;-2850.0;204.0;-2540.0
-227.0;?;-187.0;3.0;-189.0;-51;632.0;-831.0;558.0;-4282.0;-2327.0;?;-2429.0
-212.0;-302.0;?;136.0;-162.0;-44;632.0;-814.0;554.0;-3633.0;?;164.0;-1537.0
-205.0;-309.0;?;258.0;?;-20;639.0;-880.0;556.0;?;-1181.0;56.0;-242.0
?;-232.0;-114.0;306.0;-138.0;23;639.0;-801.0;553.0;?;-357.0;35.0;255.0
-208.0;-267.0;-102.0;328.0;-155.0;25;640.0;?;551.0;25.0;106.0;94.0;220.0
-208.0;-265.0;?;163.0;-170.0;9;640.0;-349.0;552.0;195.0;255.0;110.0;-102.0
-201.0;-225.0;-89.0;393.0;?;0;638.0;366.0;547.0;245.0;340.0;175.0;-482.0
-202.0;-440.0;-90.0;?;-201.0;-16;642.0;165.0;547.0;156.0;375.0;269.0;-874.0
-203.0;-460.0;-89.0;479.0;-212.0;-28;640.0;62.0;543.0;261.0;619.0;327.0;-932.0
-215.0;-57.0;-88.0;530.0;?;-43;?;-284.0;548.0;631.0;1214.0;288.0;?
-223.0;-545.0;-73.0;818.0;-234.0;-54;628.0;?;552.0;777.0;-214.0;?;-24.0
-225.0;-355.0;-53.0;826.0;-228.0;-59;631.0;?;562.0;-379.0;-796.0;190.0;-92.0
-223.0;-251.0;-36.0;886.0;-218.0;-64;?;-288.0;569.0;-667.0;-249.0;195.0;?
-203.0;-141.0;-16.0;2154.0;-206.0;?;632.0;52.0;579.0;?;695.0;110.0;-834.0
-177.0;-125.0;1.0;3057.0;-196.0;-67;638.0;538.0;593.0;1367.0;1471.0;40.0;-1103.0
-151.0;-258.0;22.0;423.0;-189.0;-65;639.0;634.0;604.0;1685.0;1233.0;14.0;-862.0
-137.0;-167.0;33.0;-60.0;-174.0;-70;?;136.0;617.0;1225.0;1170.0;59.0;-251.0
-127.0;?;?;-234.0;-143.0;-73;?;156.0;623.0;168.0;?;?;741.0
19.0;-269.0;141.0;384.0;-64.0;-36;621.0;?;579.0;-1029.0;?;160.0;-533.0
23.0;-267.0;?;369.0;-53.0;7;621.0;-476.0;583.0;-167.0;-228.0;130.0;-316.0
30.0;?;151.0;329.0;?;14;622.0;-211.0;579.0;137.0;133.0;104.0;-197.0
31.0;-291.0;151.0;374.0;-46.0;-3;629.0;29.0;583.0;?;?;107.0;-80.0
37.0;-335.0;154.0;266.0;-57.0;-13;629.0;253.0;579.0;195.0;264.0;155.0;-16.0
39.0;-344.0;150.0;466.0;-67.0;?;634.0;410.0;581.0;-50.0;239.0;208.0;106.0
43.0;-382.0;151.0;439.0;-79.0;?;628.0;-55.0;574.0;2.0;396.0;209.0;340.0
36.0;-118.0;152.0;330.0;?;-54;620.0;-231.0;576.0;186.0;884.0;148.0;537.0
34.0;-462.0;?;922.0;-116.0;-55;616.0;202.0;577.0;79.0;-453.0;?;340.0
29.0;-276.0;163.0;1001.0;-119.0;?;609.0;-132.0;579.0;-1134.0;-1250.0;131.0;-244.0
24.0;-286.0;166.0;960.0;-104.0;-61;600.0;-287.0;578.0;-1935.0;?;148.0;-395.0
36.0;-284.0;176.0;1931.0;-92.0;-62;595.0;147.0;579.0;-1367.0;-689.0;89.0;-270.0
49.0;-72.0;181.0;2140.0;-92.0;-62;590.0;1040.0;575.0;391.0;282.0;177.0;-425.0
60.0;-289.0;190.0;532.0;-115.0;-61;580.0;1023.0;563.0;2230.0;1601.0;135.0;-418.0
63.0;-155.0;193.0;-215.0;?;-63;574.0;708.0;553.0;3110.0;?;-49.0;112.0
58.0;-99.0;195.0;113.0;-190.0;-68;563.0;585.0;547.0;2741.0;1362.0;57.0;1258.0
10.0;-250.0;334.0;398.0;-366.0;-9;460.0;529.0;346.0;796.0;732.0;248.0;?
?;-269.0;?;67.0;-400.0;-21;457.0;721.0;315.0;1100.0;777.0;280.0;-45.0
3.0;-299.0;?;437.0;-435.0;?;456.0;755.0;290.0;1019.0;496.0;230.0;?
-14.0;-270.0;332.0;467.0;-468.0;-53;447.0;784.0;260.0;?;432.0;150.0;-135.0
-40.0;-13.0;332.0;579.0;-500.0;-56;438.0;-131.0;245.0;-423.0;?;77.0;437.0
-73.0;-310.0;?;1185.0;-533.0;-57;?;521.0;238.0;-740.0;195.0;?;1018.0
-94.0;-191.0;355.0;?;-560.0;-57;420.0;196.0;246.0;-1192.0;-532.0;338.0;831.0
-106.0;-327.0;?;?;-579.0;-58;417.0;-478.0;260.0;-948.0;-681.0;?;396.0
-104.0;-259.0;?;1386.0;?;-57;416.0;?;269.0;-316.0;-416.0;317.0;-520.0
?;-142.0;394.0;?;-613.0;-55;424.0;602.0;279.0;328.0;45.0;290.0;?
-110.0;-227.0;416.0;453.0;-634.0;-54;431.0;873.0;285.0;904.0;390.0;275.0;-999.0
-133.0;-183.0;425.0;-449.0;?;-57;446.0;783.0;300.0;1249.0;1211.0;241.0;-36.0
-465.0;-271.0;275.0;343.0;-726.0;-57;715.0;-95.0;512.0;-654.0;-8.0;160.0;529.0
-485.0;-254.0;226.0;366.0;-713.0;26;739.0;4.0;528.0;-90.0;122.0;118.0;?
?;-263.0;170.0;404.0;?;65;756.0;220.0;540.0;152.0;334.0;101.0;223.0
-512.0;-239.0;137.0;283.0;-709.0;-5;780.0;235.0;559.0;339.0;315.0;118.0;-114.0
-508.0;-318.0;124.0;187.0;?;-23;797.0;493.0;571.0;109.0;191.0;174.0;-247.0
-523.0;-281.0;98.0;?;-742.0;-20;822.0;535.0;587.0;-95.0;200.0;217.0;-195.0
-542.0;-213.0;76.0;340.0;-760.0;-42;833.0;-15.0;607.0;179.0;?;230.0;?
-572.0;-205.0;54.0;614.0;?;-49;847.0;-172.0;632.0;492.0;470.0;245.0;269.0
-585.0;-333.0;53.0;?;-728.0;-51;868.0;-204.0;655.0;217.0;-1019.0;217.0;328.0
-597.0;?;72.0;?;?;-52;886.0;-181.0;672.0;-734.0;-1142.0;212.0;-3.0
-600.0;-348.0;?;1242.0;-614.0;-53;905.0;-887.0;700.0;?;-411.0;143.0;-465.0
-568.0;-235.0;?;1886.0;-562.0;-54;925.0;105.0;723.0;0.0;217.0;181.0;-1071.0
-524.0;-259.0;223.0;1393.0;-494.0;-51;942.0;277.0;741.0;399.0;241.0;273.0;-1350.0
-489.0;-297.0;273.0;232.0;-441.0;-52;950.0;?;758.0;-132.0;737.0;214.0;-1051.0
?;-178.0;296.0;?;-383.0;-58;967.0;313.0;782.0;?;932.0;152.0;?
-362.0;?;-31.0;278.0;-94.0;-47;1202.0;1091.0;910.0;-1868.0;435.0;255.0;-1136.0
-342.0;-189.0;-51.0;342.0;-77.0;-19;1227.0;1103.0;910.0;240.0;591.0;214.0;-405.0
-346.0;-238.0;-90.0;325.0;-71.0;6;1241.0;1061.0;914.0;1339.0;994.0;187.0;275.0
?;-250.0;-139.0;253.0;-55.0;1;1260.0;1069.0;932.0;1321.0;1116.0;183.0;719.0
-387.0;-285.0;-188.0;414.0;-41.0;-7;1273.0;1074.0;939.0;1087.0;1109.0;202.0;929.0
-411.0;-263.0;-235.0;361.0;-12.0;-18;?;1188.0;951.0;?;835.0;257.0;970.0
-435.0;-254.0;-284.0;639.0;24.0;-32;1294.0;?;961.0;-40.0;956.0;315.0;1008.0
-468.0;-46.0;-315.0;583.0;67.0;-40;1283.0;723.0;980.0;292.0;1185.0;242.0;1081.0
-488.0;-517.0;-327.0;909.0;115.0;-45;1284.0;110.0;1000.0;1006.0;782.0;258.0;989.0
-508.0;-125.0;-328.0;909.0;163.0;-50;1292.0;63.0;?;-47.0;382.0;240.0;693.0
-535.0;-132.0;-329.0;984.0;?;-52;1296.0;-372.0;1029.0;-1023.0;-158.0;197.0;520.0
-552.0;-270.0;-316.0;999.0;233.0;-51;1287.0;-970.0;1041.0;-825.0;-147.0;95.0;675.0
-550.0;69.0;-309.0;2751.0;257.0;-54;1291.0;-434.0;1054.0;197.0;?;112.0;979.0
-556.0;6.0;?;1062.0;266.0;-58;1288.0;-246.0;1053.0;818.0;116.0;75.0;892.0
-559.0;-146.0;-290.0;1.0;267.0;-59;?;93.0;1057.0;428.0;111.0;1.0;379.0
-567.0;-167.0;-277.0;-222.0;264.0;?;1281.0;154.0;1052.0;535.0;-235.0;4.0;156.0
-576.0;-196.0;-266.0;-72.0;260.0;?;1273.0;540.0;1041.0;592.0;-87.0;35.0;529.0
-580.0;?;-272.0;-287.0;267.0;-65;1272.0;?;1029.0;345.0;-18.0;71.0;982.0
-317.0;-262.0;-388.0;252.0;-418.0;-2;?;462.0;1018.0;1132.0;-214.0;195.0;703.0
-332.0;-283.0;?;326.0;?;-13;?;571.0;1013.0;904.0;-279.0;231.0;889.0
-350.0;-297.0;-432.0;185.0;-501.0;-20;1314.0;645.0;1011.0;397.0;-147.0;?;654.0
-372.0;-201.0;-450.0;553.0;-502.0;-30;1314.0;836.0;1008.0;112.0;596.0;288.0;406.0
-394.0;-200.0;-466.0;741.0;-473.0;-39;1313.0;201.0;1015.0;288.0;1104.0;?;340.0
-418.0;-337.0;-479.0;809.0;-424.0;?;1306.0;-412.0;1030.0;617.0;1439.0;354.0;409.0
-445.0;-153.0;-473.0;912.0;-343.0;-45;1304.0;-68.0;1050.0;466.0;1155.0;427.0;?
-467.0;-322.0;-444.0;1063.0;-234.0;-46;1298.0;?;1069.0;-180.0;831.0;333.0;?
-470.0;?;-404.0;1331.0;-93.0;-48;1289.0;-514.0;1096.0;-233.0;?;113.0;-4.0
-434.0;286.0;?;2052.0;23.0;?;1289.0;478.0;1112.0;39.0;716.0;13.0;-593.0
-401.0;180.0;-307.0;679.0;129.0;-56;1296.0;387.0;1127.0;837.0;1063.0;-79.0;-748.0
-382.0;-130.0;-248.0;?;214.0;?;1292.0;?;1138.0;1616.0;731.0;-217.0;?
-373.0;-189.0;-209.0;-244.0;293.0;-64;1288.0;-82.0;1155.0;1198.0;?;-168.0;1371.0
-77.0;-236.0;-279.0;266.0;-99.0;-65;1131.0;-847.0;965.0;-3518.0;-1280.0;207.0;-1971.0
-74.0;-298.0;-330.0;295.0;-36.0;0;1130.0;-577.0;955.0;-2963.0;?;203.0;?
-73.0;?;-342.0;?;-10.0;?;1125.0;?;940.0;-983.0;-503.0;144.0;974.0
-76.0;-306.0;-330.0;380.0;-16.0;5;1121.0;?;932.0;1041.0;619.0;190.0;1552.0
-81.0;-367.0;-304.0;265.0;-34.0;-27;1116.0;849.0;920.0;1972.0;?;216.0;?
-90.0;-352.0;-295.0;243.0;-51.0;-37;1112.0;962.0;911.0;1773.0;1005.0;269.0;634.0
-102.0;-186.0;-295.0;619.0;-60.0;-51;?;1775.0;897.0;1194.0;1231.0;321.0;59.0
?;-33.0;-311.0;637.0;-54.0;-56;?;?;889.0;764.0;1517.0;248.0;?
-155.0;?;-318.0;986.0;?;-63;1071.0;56.0;881.0;292.0;751.0;240.0;392.0
-181.0;-281.0;-304.0;?;1.0;-66;1059.0;314.0;874.0;-817.0;-366.0;253.0;510.0
-205.0;-179.0;-287.0;865.0;34.0;-70;?;-623.0;867.0;-1156.0;-573.0;?;662.0
-213.0;-20.0;-251.0;1476.0;64.0;-72;1021.0;?;855.0;-928.0;-274.0;52.0;757.0
-205.0;185.0;-224.0;2297.0;90.0;-72;1006.0;-290.0;848.0;-570.0;78.0;12.0;?
-202.0;79.0;?;1149.0;111.0;-72;995.0;?;841.0;?;-402.0;75.0;-1094.0
-201.0;-111.0;-182.0;-136.0;144.0;-73;989.0;-901.0;838.0;-1110.0;-986.0;78.0;-994.0
-174.0;-39.0;-458.0;833.0;580.0;-106;1076.0;786.0;987.0;?;596.0;551.0;?
-172.0;-74.0;-442.0;1459.0;502.0;-99;1071.0;414.0;974.0;?;191.0;320.0;1252.0
?;-476.0;-413.0;1730.0;401.0;?;1061.0;-353.0;975.0;6407.0;?;35.0;502.0
-202.0;-669.0;-394.0;?;271.0;-86;1054.0;777.0;978.0;7353.0;3960.0;930.0;?
-218.0;-252.0;-394.0;302.0;192.0;-82;1047.0;581.0;970.0;5900.0;1177.0;677.0;-2328.0
-255.0;16.0;-400.0;-73.0;163.0;?;1032.0;-251.0;977.0;2735.0;183.0;378.0;-3005.0
-276.0;-153.0;?;-254.0;182.0;-79;1032.0;-41.0;971.0;255.0;638.0;38.0;-1087.0
-289.0;-208.0;-349.0;-315.0;219.0;-80;1035.0;-406.0;963.0;-1339.0;715.0;-41.0;1893.0
?;-170.0;-314.0;-388.0;257.0;-80;1032.0;-152.0;961.0;-1522.0;-46.0;67.0;3877.0
-326.0;-97.0;-296.0;-456.0;288.0;-82;1031.0;-76.0;957.0;-849.0;?;167.0;4372.0
?;-105.0;-293.0;-547.0;324.0;-83;1029.0;-1.0;956.0;-58.0;602.0;142.0;3541.0
?;-155.0;-313.0;-525.0;348.0;-85;1024.0;?;957.0;501.0;1016.0;103.0;2029.0
-367.0;-216.0;-336.0;-490.0;366.0;-89;1024.0;16.0;960.0;665.0;1297.0;46.0;875.0
-376.0;-189.0;-341.0;-203.0;377.0;-89;1018.0;123.0;963.0;835.0;1233.0;?;262.0
-219.0;-377.0;-119.0;207.0;198.0;-131;?;-280.0;925.0;324.0;-32.0;141.0;-258.0
-246.0;-106.0;-194.0;-450.0;?;-77;1035.0;-277.0;1018.0;-464.0;412.0;-8.0;-468.0
-232.0;-123.0;-177.0;-689.0;455.0;-77;1034.0;-456.0;1025.0;?;?;?;-306.0
-222.0;-156.0;-156.0;-290.0;474.0;-76;1036.0;-436.0;1028.0;-162.0;-424.0;96.0;-52.0
-218.0;-186.0;-131.0;108.0;472.0;-75;1038.0;-388.0;1029.0;-17.0;-583.0;36.0;241.0
-209.0;-303.0;-108.0;1839.0;448.0;-76;1037.0;75.0;1025.0;-128.0;-691.0;-3.0;432.0
?;-626.0;-89.0;3196.0;408.0;-76;1039.0;97.0;1024.0;-520.0;-656.0;?;432.0
-188.0;-211.0;-74.0;1259.0;330.0;?;1039.0;76.0;1020.0;-566.0;205.0;108.0;566.0
-204.0;-440.0;-74.0;-403.0;212.0;?;1041.0;371.0;1021.0;164.0;578.0;77.0;1080.0
-230.0;-591.0;-81.0;1714.0;43.0;?;1035.0;-39.0;1022.0;1768.0;162.0;8.0;1575.0
-245.0;-317.0;-90.0;1742.0;?;-77;1030.0;164.0;1027.0;2835.0;225.0;483.0;1292.0
-258.0;-107.0;-100.0;1413.0;?;-77;1027.0;254.0;1030.0;2690.0;413.0;510.0;550.0
-266.0;-172.0;-113.0;-104.0;-287.0;-78;1022.0;-170.0;1030.0;1678.0;-180.0;279.0;439.0
-264.0;-214.0;-123.0;13.0;?;-79;1020.0;-574.0;1031.0;-789.0;-740.0;192.0;-236.0
-236.0;?;-120.0;-220.0;-194.0;-80;1026.0;-490.0;1035.0;?;-920.0;111.0;-1125.0
-201.0;-397.0;-117.0;175.0;-96.0;-81;1038.0;-413.0;1047.0;-1632.0;-709.0;146.0;-1825.0
-171.0;-354.0;?;190.0;-6.0;?;1051.0;-255.0;1056.0;-1229.0;-289.0;167.0;-1948.0
-144.0;-310.0;-114.0;348.0;99.0;-83;1061.0;-70.0;?;-1229.0;35.0;122.0;-1506.0
-125.0;-285.0;-123.0;344.0;206.0;-98;1069.0;8.0;1076.0;-1444.0;271.0;76.0;-789.0
-108.0;-369.0;-129.0;372.0;318.0;-98;?;134.0;1085.0;-997.0;219.0;75.0;-293.0
-100.0;-347.0;-136.0;313.0;391.0;-101;1089.0;?;1096.0;-100.0;?;98.0;-279.0
-92.0;-339.0;-142.0;324.0;436.0;-144;1091.0;?;1103.0;778.0;697.0;65.0;?
-81.0;-292.0;-151.0;335.0;450.0;-155;1101.0;?;1111.0;1386.0;698.0;75.0;-1055.0
-71.0;-223.0;-171.0;339.0;440.0;-147;1107.0;429.0;1113.0;1168.0;545.0;41.0;-1741.0
-60.0;-181.0;-214.0;218.0;405.0;-132;1116.0;440.0;1117.0;511.0;296.0;19.0;-2146.0
-51.0;?;-260.0;?;375.0;?;1123.0;?;1119.0;-187.0;?;-9.0;-1700.0
-47.0;-304.0;-300.0;526.0;349.0;-86;1130.0;-247.0;1125.0;-680.0;-94.0;10.0;-489.0
-54.0;?;-318.0;505.0;315.0;-80;1127.0;-185.0;1128.0;-964.0;64.0;45.0;280.0
-71.0;-249.0;?;699.0;285.0;-76;1131.0;225.0;1137.0;-1606.0;-603.0;109.0;928.0
-83.0;-395.0;-298.0;789.0;267.0;-77;1137.0;-453.0;1143.0;?;-1683.0;?;1136.0
-88.0;-351.0;?;1209.0;255.0;?;1137.0;-481.0;?;-902.0;-1267.0;103.0;1467.0
-88.0;?;-243.0;2227.0;235.0;-76;1136.0;721.0;1157.0;763.0;22.0;138.0;1568.0
-94.0;-303.0;?;1377.0;213.0;-68;1136.0;1110.0;1152.0;1276.0;677.0;171.0;717.0
?;?;-279.0;-26.0;194.0;-65;?;1429.0;1146.0;1341.0;1028.0;?;414.0
-146.0;-159.0;-304.0;-28.0;177.0;-64;1130.0;662.0;1135.0;1640.0;1988.0;-71.0;1172.0
-168.0;-127.0;-323.0;-217.0;176.0;-66;1131.0;712.0;1128.0;1885.0;2078.0;-36.0;2223.0
-7.0;?;-148.0;254.0;133.0;-78;1023.0;-990.0;1000.0;-3265.0;?;?;-1232.0
-2.0;-408.0;-152.0;352.0;?;-63;1030.0;-872.0;1000.0;-4199.0;-2180.0;-5.0;-655.0
0.0;-307.0;?;405.0;352.0;-102;?;-606.0;1006.0;-4437.0;?;-3.0;?
