Accelerometer HIP accZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az
0.0;-8;-957.0;-864.0;-773.0;8;-26
-9.0;15;-948.0;-870.0;-780.0;-15;-26
-11.0;-8;-947.0;-835.0;-787.0;8;-25
80.0;6744;-870.0;-870.0;-852.0;-6744;-623
-84.0;-57;-947.0;-861.0;-701.0;57;-21
-45.0;2;-969.0;-897.0;-773.0;-2;-21
-28.0;-26;-986.0;-931.0;-818.0;26;-21
-49.0;-16;-977.0;-964.0;-860.0;16;-23
-10.0;22;-971.0;-914.0;-888.0;-22;-22
0.0;23;-943.0;-877.0;-876.0;-23;-20
-21.0;12;-931.0;-865.0;-838.0;-12;-17
-30.0;21;-928.0;-865.0;-878.0;-21;-19
-29.0;23;-957.0;-898.0;-914.0;-23;-19
-20.0;-9;-982.0;-939.0;-929.0;9;-23
125.0;-26;-973.0;-916.0;-841.0;26;-20
29.0;-14;-961.0;-958.0;-958.0;14;-26
21.0;14;-956.0;-970.0;-941.0;-14;-28
22.0;-6;-964.0;-955.0;-953.0;6;-17
44.0;-4;-956.0;-950.0;-962.0;4;-15
30.0;9;-957.0;-971.0;-923.0;-9;-25
-93.0;6;-942.0;-920.0;-911.0;-6;-20
51.0;-6;-957.0;-983.0;-978.0;6;-20
26.0;13;-959.0;-972.0;-966.0;-13;-19
-4.0;-10;-948.0;-953.0;-948.0;10;-24
18.0;2;-950.0;-976.0;-1000.0;-2;-13
-91.0;14;-944.0;-923.0;-910.0;-14;-22
-100.0;12;-949.0;-937.0;-921.0;-12;-21
-82.0;-31;-948.0;-937.0;-923.0;31;-14
14.0;32;-971.0;-993.0;-978.0;-32;-18
14.0;29;-962.0;-953.0;-969.0;-29;-24
62.0;-17;-935.0;-956.0;-770.0;17;-30
29.0;26;-956.0;-946.0;-825.0;-26;-22
33.0;16;-935.0;-985.0;-844.0;-16;-23
18.0;-20;-969.0;-979.0;-874.0;20;-27
91.0;-113;-1005.0;-972.0;-724.0;113;-16
91.0;35;-955.0;-958.0;-796.0;-35;-13
6.0;23;-973.0;-957.0;-825.0;-23;-22
-92.0;-15;-866.0;-923.0;-1012.0;15;-23
-99.0;13;-950.0;-929.0;-928.0;-13;-26
83.0;19;-951.0;-949.0;-929.0;-19;-18
-116.0;120;-940.0;-839.0;-660.0;-120;-25
-10.0;-2;-954.0;-985.0;-971.0;2;-18
-121.0;-90;-951.0;-976.0;-937.0;90;-28
9.0;28;-991.0;-1020.0;-979.0;-28;-26
-101.0;23;-944.0;-927.0;-928.0;-23;-20
85.0;32;-951.0;-965.0;-933.0;-32;-15
14.0;27;-985.0;-990.0;-960.0;-27;-17
-122.0;10;-886.0;-909.0;-972.0;-10;-15
-116.0;22;-896.0;-924.0;-845.0;-22;-14
-101.0;-33;-945.0;-929.0;-931.0;33;-25
-95.0;26;-947.0;-925.0;-588.0;-26;-27
100.0;-27;-941.0;-946.0;-904.0;27;-25
-9.0;-17;-983.0;-981.0;-964.0;17;-22
52.0;3;-831.0;-867.0;-698.0;-3;98
-87.0;-4;-938.0;-915.0;-940.0;4;-16
-122.0;39;-923.0;-943.0;-790.0;-39;-18
-61.0;92;-762.0;-810.0;-739.0;-92;-53
17.0;-17;-977.0;-973.0;-675.0;17;-27
114.0;-14;-943.0;-945.0;-915.0;14;-13
59.0;17;-976.0;-1005.0;-690.0;-17;-24
-16.0;-24;-926.0;-957.0;-940.0;24;-24
21.0;2;-934.0;-993.0;-716.0;-2;-24
-24.0;2;-924.0;-975.0;-964.0;-2;-30
-17.0;13;-918.0;-1002.0;-953.0;-13;-30
-91.0;17;-949.0;-922.0;-996.0;-17;-19
3.0;-24;-963.0;-985.0;-974.0;24;-12
-38.0;14;-951.0;-952.0;-965.0;-14;-18
107.0;-13;-940.0;-942.0;-910.0;13;-14
20.0;22;-973.0;-953.0;-980.0;-22;-15
-26.0;14;-1041.0;-1034.0;-817.0;-14;-23
-30.0;0;-951.0;-955.0;-931.0;0;-21
-16.0;-11;-967.0;-974.0;-958.0;11;-19
2.0;8;-955.0;-983.0;-957.0;-8;-20
32.0;5;-962.0;-968.0;-969.0;-5;-23
33.0;12;-960.0;-976.0;-950.0;-12;-27
20.0;-32;-961.0;-975.0;-950.0;32;-20
10.0;-22;-963.0;-976.0;-956.0;22;-23
20.0;6;-960.0;-981.0;-953.0;-6;-29
9.0;12;-955.0;-969.0;-944.0;-12;-20
24.0;-7;-956.0;-967.0;-948.0;7;-22
28.0;-9;-960.0;-973.0;-954.0;9;-18
28.0;-18;-956.0;-960.0;-943.0;18;-26
25.0;0;-955.0;-962.0;-964.0;0;-22
32.0;-4;-963.0;-967.0;-962.0;4;-19
31.0;3;-959.0;-975.0;-944.0;-3;-23
20.0;-23;-964.0;-974.0;-948.0;23;-18
40.0;-2;-961.0;-976.0;-943.0;2;-23
20.0;-30;-961.0;-964.0;-961.0;30;-21
18.0;0;-963.0;-960.0;-948.0;0;-22
22.0;-6;-968.0;-971.0;-933.0;6;-22
36.0;3;-967.0;-985.0;-943.0;-3;-21
15.0;-12;-957.0;-991.0;-943.0;12;-23
23.0;-9;-968.0;-979.0;-947.0;9;-18
11.0;-10;-963.0;-967.0;-957.0;10;-16
25.0;-9;-958.0;-961.0;-964.0;9;-18
19.0;-24;-958.0;-968.0;-952.0;24;-25
101.0;16;-942.0;-949.0;-914.0;-16;-19
80.0;-3;-943.0;-956.0;-915.0;3;-19
80.0;-9;-944.0;-947.0;-920.0;9;-19
-7.0;9;-946.0;-949.0;-961.0;-9;-17
27.0;9;-952.0;-854.0;-890.0;-9;-24
0.0;-2;-954.0;-889.0;-971.0;2;-24
-7.0;-34;-937.0;-894.0;-890.0;34;-19
-40.0;24;-953.0;-1020.0;-911.0;-24;-29
-39.0;-26;-955.0;-987.0;-870.0;26;-27
4.0;-5;-969.0;-883.0;-750.0;5;-20
-18.0;-9;-954.0;-860.0;-743.0;9;-25
0.0;16;-955.0;-861.0;-728.0;-16;-21
85.0;-23;-949.0;-945.0;-921.0;23;-21
-40.0;-8;-943.0;-839.0;-728.0;8;-22
-48.0;13;-952.0;-854.0;-722.0;-13;-19
-41.0;-12;-961.0;-867.0;-740.0;12;-17
60.0;18;-956.0;-957.0;-934.0;-18;-17
69.0;8;-964.0;-949.0;-926.0;-8;-27
81.0;14;-936.0;-959.0;-916.0;-14;-20
3.0;12;-953.0;-854.0;-760.0;-12;-21
3.0;21;-954.0;-842.0;-754.0;-21;-19
-10.0;-19;-947.0;-835.0;-759.0;19;-17
0.0;-33;-945.0;-851.0;-753.0;33;-23
21.0;-28;-949.0;-788.0;-670.0;28;-16
-21.0;-13;-939.0;-835.0;-751.0;13;-14
-17.0;7;-945.0;-883.0;-727.0;-7;-24
-29.0;-42;-949.0;-860.0;-719.0;42;-28
-31.0;-17;-943.0;-854.0;-750.0;17;-26
20.0;16;-956.0;-779.0;-659.0;-16;-20
93.0;-20;-948.0;-957.0;-929.0;20;-14
-20.0;-20;-967.0;-904.0;-755.0;20;-16
-33.0;6;-944.0;-919.0;-778.0;-6;-30
-60.0;27;-936.0;-941.0;-969.0;-27;-18
66.0;24;-939.0;-946.0;-915.0;-24;-15
35.0;12;-980.0;-978.0;-968.0;-12;-19
55.0;20;-1000.0;-979.0;-789.0;-20;-4
39.0;15;-897.0;-669.0;-827.0;-15;-23
-10.0;6;-954.0;-847.0;-797.0;-6;-23
-9.0;19;-956.0;-857.0;-800.0;-19;-22
-7.0;31;-951.0;-844.0;-798.0;-31;-23
-12.0;56;-957.0;-844.0;-809.0;-56;-21
-26.0;17;-949.0;-836.0;-798.0;-17;-24
-20.0;-6;-953.0;-836.0;-811.0;6;-21
-30.0;-26;-952.0;-853.0;-808.0;26;-20
-21.0;-18;-950.0;-856.0;-817.0;18;-15
-23.0;16;-949.0;-862.0;-805.0;-16;-26
7.0;-4;-946.0;-861.0;-809.0;4;-22
-27.0;-11;-963.0;-872.0;-823.0;11;-29
-21.0;-20;-945.0;-878.0;-820.0;20;-20
-18.0;-22;-959.0;-880.0;-819.0;22;-21
-26.0;22;-959.0;-881.0;-808.0;-22;-24
-7.0;-8;-949.0;-869.0;-814.0;8;-20
-9.0;8;-951.0;-877.0;-819.0;-8;-24
-15.0;-3;-948.0;-886.0;-818.0;3;-24
-2.0;-26;-945.0;-873.0;-837.0;26;-23
-29.0;-8;-950.0;-863.0;-832.0;8;-15
5.0;9;-956.0;-857.0;-796.0;-9;-22
-26.0;-18;-974.0;-827.0;-792.0;18;-19
83.0;-6;-941.0;-952.0;-920.0;6;-25
81.0;11;-950.0;-959.0;-927.0;-11;-16
1.0;-21;-976.0;-876.0;-733.0;21;-17
5.0;-19;-1000.0;-955.0;-793.0;19;-20
29.0;-4;-926.0;-838.0;-811.0;4;-22
11.0;-23;-947.0;-874.0;-883.0;23;-19
17.0;-6;-964.0;-930.0;-902.0;6;-23
94.0;-25;-945.0;-948.0;-918.0;25;-18
-39.0;47;-855.0;-999.0;-999.0;-47;-49
40.0;-18;-969.0;-971.0;-956.0;18;-22
30.0;-19;-962.0;-971.0;-946.0;19;-21
26.0;-15;-964.0;-961.0;-954.0;15;-23
36.0;26;-960.0;-952.0;-947.0;-26;-20
35.0;-22;-957.0;-958.0;-951.0;22;-23
47.0;19;-955.0;-954.0;-951.0;-19;-16
52.0;4;-961.0;-954.0;-953.0;-4;-22
61.0;10;-954.0;-955.0;-942.0;-10;-20
45.0;-4;-954.0;-953.0;-954.0;4;-16
48.0;2;-957.0;-959.0;-957.0;-2;-19
48.0;-30;-952.0;-951.0;-945.0;30;-16
65.0;-13;-956.0;-962.0;-950.0;13;-22
31.0;3;-952.0;-954.0;-956.0;-3;-17
61.0;25;-952.0;-939.0;-956.0;-25;-16
33.0;-22;-952.0;-962.0;-955.0;22;-18
55.0;-21;-958.0;-961.0;-960.0;21;-16
63.0;13;-963.0;-952.0;-960.0;-13;-23
63.0;-2;-970.0;-942.0;-964.0;2;-23
83.0;13;-959.0;-936.0;-957.0;-13;-18
58.0;-6;-959.0;-946.0;-965.0;6;-16
29.0;5;-987.0;-955.0;-943.0;-5;-25
164.0;-27;-988.0;-976.0;-557.0;27;-18
29.0;12;-946.0;-966.0;-659.0;-12;-17
101.0;-5;-950.0;-949.0;-935.0;5;-20
49.0;17;-881.0;-971.0;-973.0;-17;-21
40.0;-50;-974.0;-928.0;-946.0;50;-24
19.0;14;-899.0;-983.0;-958.0;-14;-17
91.0;-4;-958.0;-958.0;-962.0;4;-17
101.0;13;-950.0;-947.0;-955.0;-13;-15
82.0;28;-944.0;-921.0;-934.0;-28;-21
104.0;9;-942.0;-934.0;-932.0;-9;-20
28.0;18;-934.0;-1025.0;-963.0;-18;-11
-47.0;-7;-889.0;-883.0;-776.0;7;-13
92.0;0;-943.0;-942.0;-850.0;0;-37
28.0;50;-938.0;-1008.0;-890.0;-50;-12
-69.0;-7;-957.0;-917.0;-922.0;7;-22
-93.0;10;-966.0;-970.0;-934.0;-10;-25
-81.0;1;-953.0;-930.0;-945.0;-1;-22
-88.0;-21;-951.0;-927.0;-927.0;21;-23
9.0;27;-961.0;-964.0;-971.0;-27;-20
-78.0;-2;-957.0;-952.0;-911.0;2;-19
-31.0;-23;-975.0;-975.0;-944.0;23;-32
-77.0;-31;-948.0;-965.0;-906.0;31;-24
-87.0;-25;-944.0;-927.0;-939.0;25;-28
-90.0;-9;-954.0;-950.0;-927.0;9;-26
-38.0;4;-958.0;-973.0;-982.0;-4;-15
-83.0;-26;-961.0;-975.0;-913.0;26;-23
-86.0;-5;-962.0;-963.0;-906.0;5;-21
-10.0;9;-934.0;-585.0;-924.0;-9;-22
43.0;-78;-893.0;-896.0;-957.0;78;-27
-102.0;1;-952.0;-947.0;-924.0;-1;-26
-22.0;15;-910.0;-954.0;-909.0;-15;-20
-123.0;7;-951.0;-944.0;-917.0;-7;-13
-100.0;-16;-953.0;-945.0;-936.0;16;-19
-104.0;-13;-952.0;-948.0;-925.0;13;-23
71.0;-29;-945.0;-965.0;-834.0;29;-12
194.0;51;-962.0;-977.0;-960.0;-51;-14
62.0;19;-953.0;-1007.0;-891.0;-19;-17
85.0;36;-952.0;-934.0;-930.0;-36;-22
32.0;33;-953.0;-940.0;-965.0;-33;-23
98.0;-79;-740.0;-898.0;-787.0;79;-19
111.0;-1;-947.0;-959.0;-950.0;1;-17
80.0;-4;-960.0;-967.0;-938.0;4;-22
82.0;-11;-961.0;-966.0;-936.0;11;-17
101.0;-34;-963.0;-966.0;-929.0;34;-22
99.0;1;-957.0;-962.0;-937.0;-1;-23
104.0;-16;-952.0;-953.0;-943.0;16;-19
106.0;-8;-940.0;-961.0;-948.0;8;-22
85.0;-1;-951.0;-965.0;-932.0;1;-24
91.0;3;-957.0;-952.0;-948.0;-3;-24
107.0;14;-959.0;-953.0;-950.0;-14;-18
121.0;34;-952.0;-950.0;-863.0;-34;-18
81.0;-1;-955.0;-959.0;-936.0;1;-30
98.0;5;-959.0;-963.0;-938.0;-5;-20
101.0;2;-961.0;-960.0;-938.0;-2;-21
71.0;7;-954.0;-963.0;-929.0;-7;-25
99.0;-49;-956.0;-951.0;-948.0;49;-23
92.0;-1;-959.0;-959.0;-946.0;1;-25
97.0;0;-959.0;-935.0;-935.0;0;-20
84.0;3;-970.0;-952.0;-945.0;-3;-20
78.0;-7;-951.0;-955.0;-932.0;7;-22
115.0;95;-953.0;-998.0;-1016.0;-95;-12
73.0;-11;-976.0;-991.0;-950.0;11;-19
92.0;40;-918.0;-933.0;-943.0;-40;-6
83.0;-16;-966.0;-967.0;-959.0;16;-15
68.0;20;-960.0;-1008.0;-913.0;-20;-18
1024.0;-952;-315.0;-59.0;-134.0;952;138
82.0;34;-968.0;-973.0;-952.0;-34;-30
-3.0;-546;-877.0;-930.0;-918.0;546;-122
70.0;1;-933.0;-865.0;-834.0;-1;-25
75.0;-25;-950.0;-876.0;-831.0;25;-11
135.0;22;-937.0;-828.0;-677.0;-22;-22
118.0;-38;-876.0;-1014.0;-939.0;38;-13
163.0;20;-979.0;-956.0;-796.0;-20;-17
231.0;113;-895.0;-891.0;-869.0;-113;-2
27.0;18;-959.0;-1007.0;-910.0;-18;-19
14.0;19;-964.0;-992.0;-922.0;-19;-5
69.0;13;-933.0;-894.0;-766.0;-13;-21
-19.0;-10;-951.0;-968.0;-978.0;10;-17
-208.0;33;-850.0;-947.0;-911.0;-33;-27
-13.0;1;-957.0;-971.0;-974.0;-1;-20
-3.0;21;-969.0;-973.0;-981.0;-21;-24
38.0;1;-957.0;-1013.0;-915.0;-1;-23
11.0;43;-998.0;-947.0;-689.0;-43;-20
41.0;-7;-960.0;-1012.0;-910.0;7;-18
26.0;-21;-919.0;-908.0;-795.0;21;-26
-11.0;26;-971.0;-980.0;-988.0;-26;-23
-94.0;21;-934.0;-921.0;-911.0;-21;-21
-107.0;34;-935.0;-931.0;-874.0;-34;-26
32.0;-15;-976.0;-949.0;-709.0;15;-25
-102.0;6;-923.0;-905.0;-872.0;-6;-17
-66.0;-3;-1011.0;-891.0;-957.0;3;-52
69.0;9;-908.0;-893.0;-890.0;-9;-19
-106.0;-2;-927.0;-907.0;-906.0;2;-25
78.0;16;-883.0;-892.0;-888.0;-16;-15
-26.0;-18;-970.0;-947.0;-986.0;18;-22
114.0;234;-996.0;-1035.0;-603.0;-234;-20
-18.0;64;-958.0;-933.0;-877.0;-64;-18
-27.0;43;-950.0;-941.0;-791.0;-43;-16
9.0;21;-940.0;-921.0;-789.0;-21;-25
51.0;-15;-936.0;-954.0;-934.0;15;-21
40.0;-16;-927.0;-971.0;-985.0;16;-16
52.0;-29;-864.0;-949.0;-989.0;29;-22
38.0;-8;-903.0;-932.0;-951.0;8;-22
90.0;-9;-879.0;-912.0;-930.0;9;-23
82.0;7;-895.0;-901.0;-937.0;-7;-17
53.0;-25;-936.0;-989.0;-903.0;25;-19
60.0;28;-923.0;-941.0;-954.0;-28;-17
47.0;18;-936.0;-951.0;-980.0;-18;-16
53.0;-28;-932.0;-956.0;-977.0;28;-14
229.0;88;-959.0;-898.0;-846.0;-88;-34
62.0;3;-950.0;-985.0;-919.0;-3;-7
40.0;33;-952.0;-959.0;-968.0;-33;-23
61.0;8;-950.0;-947.0;-978.0;-8;-8
49.0;-27;-931.0;-964.0;-946.0;27;-36
70.0;6;-927.0;-530.0;-835.0;-6;-23
172.0;-14;-977.0;-976.0;-731.0;14;-20
262.0;5;-968.0;-992.0;-967.0;-5;-17
103.0;-11;-950.0;-950.0;-946.0;11;-22
81.0;2;-986.0;-930.0;-726.0;-2;-23
91.0;40;-954.0;-966.0;-934.0;-40;-26
81.0;28;-956.0;-954.0;-932.0;-28;-16
106.0;-3;-956.0;-953.0;-923.0;3;-23
81.0;-34;-1004.0;-1038.0;-699.0;34;-23
78.0;-14;-951.0;-945.0;-926.0;14;-16
100.0;7;-952.0;-951.0;-928.0;-7;-16
77.0;-33;-954.0;-954.0;-920.0;33;-27
80.0;-9;-951.0;-954.0;-915.0;9;-20
-89.0;3;-957.0;-960.0;-824.0;-3;-19
73.0;-9;-953.0;-955.0;-919.0;9;-17
100.0;-16;-918.0;-910.0;-899.0;16;-17
-7.0;-45;-920.0;-962.0;-918.0;45;-6
-17.0;-5;-894.0;-894.0;-944.0;5;3
-38.0;30;-947.0;-935.0;-960.0;-30;-15
72.0;-5;-954.0;-958.0;-931.0;5;-21
74.0;1;-919.0;-908.0;-956.0;-1;19
72.0;7;-956.0;-961.0;-918.0;-7;-14
26.0;82;-858.0;-826.0;-908.0;-82;-19
-6.0;46;-875.0;-861.0;-866.0;-46;-14
68.0;0;-954.0;-961.0;-919.0;0;-17
-15.0;-10;-958.0;-932.0;-969.0;10;-14
68.0;3;-953.0;-954.0;-923.0;-3;-16
45.0;-16;-950.0;-951.0;-911.0;16;-18
49.0;4;-955.0;-947.0;-913.0;-4;-14
71.0;-108;-1092.0;-1100.0;-891.0;108;-21
61.0;28;-956.0;-965.0;-917.0;-28;-16
-21.0;-9;-990.0;-940.0;-839.0;9;-23
-25.0;33;-978.0;-965.0;-812.0;-33;-16
4.0;21;-990.0;-969.0;-796.0;-21;-14
-25.0;22;-978.0;-902.0;-746.0;-22;-22
-42.0;12;-974.0;-859.0;-747.0;-12;-17
71.0;7;-954.0;-951.0;-912.0;-7;-13
-52.0;11;-957.0;-873.0;-884.0;-11;-21
-57.0;11;-952.0;-949.0;-908.0;-11;-19
-64.0;14;-963.0;-1033.0;-883.0;-14;-19
-96.0;1;-946.0;-879.0;-743.0;-1;-18
-63.0;27;-960.0;-896.0;-761.0;-27;-20
76.0;-14;-953.0;-938.0;-920.0;14;-18
71.0;-22;-952.0;-935.0;-909.0;22;-13
-61.0;-14;-962.0;-886.0;-734.0;14;-23
-92.0;-12;-952.0;-864.0;-777.0;12;-22
80.0;-129;-869.0;-908.0;-839.0;129;-1286
-67.0;-8;-951.0;-876.0;-778.0;8;-23
-98.0;-7;-952.0;-963.0;-796.0;7;-17
-15.0;-23;-969.0;-947.0;-979.0;23;-17
-81.0;12;-963.0;-913.0;-853.0;-12;-23
-82.0;12;-968.0;-886.0;-851.0;-12;-17
-72.0;5;-961.0;-864.0;-842.0;-5;-18
-101.0;-7;-963.0;-868.0;-825.0;7;-23
-69.0;11;-964.0;-882.0;-846.0;-11;-19
-90.0;-13;-967.0;-903.0;-819.0;13;-21
-69.0;-12;-970.0;-919.0;-822.0;12;-20
-62.0;-19;-970.0;-919.0;-771.0;19;-19
-67.0;-20;-966.0;-914.0;-768.0;20;-27
-77.0;-10;-956.0;-856.0;-809.0;10;-23
-77.0;-18;-914.0;-642.0;-876.0;18;-19
2.0;-3;-950.0;-703.0;-823.0;3;-15
51.0;-4;-953.0;-945.0;-909.0;4;-17
62.0;-17;-958.0;-981.0;-929.0;17;-22
79.0;-26;-955.0;-973.0;-922.0;26;-17
-59.0;-21;-959.0;-860.0;-803.0;21;-18
57.0;-16;-952.0;-956.0;-919.0;16;-14
78.0;4;-958.0;-955.0;-921.0;-4;-21
-16.0;28;-949.0;-957.0;-965.0;-28;-17
-121.0;7;-928.0;-922.0;-795.0;-7;-17
96.0;4;-960.0;-952.0;-925.0;-4;-24
-116.0;-2;-916.0;-776.0;-777.0;2;-25
-72.0;-3;-955.0;-814.0;-821.0;3;-21
-99.0;-2;-961.0;-878.0;-867.0;2;-21
-80.0;23;-952.0;-885.0;-869.0;-23;-20
-94.0;26;-972.0;-942.0;-922.0;-26;-18
-84.0;2;-960.0;-924.0;-827.0;-2;-20
-89.0;-3;-964.0;-929.0;-874.0;3;-22
-101.0;22;-963.0;-891.0;-879.0;-22;-19
-87.0;-13;-961.0;-899.0;-902.0;13;-16
-129.0;-7;-969.0;-908.0;-894.0;7;-17
-122.0;11;-964.0;-882.0;-886.0;-11;-21
-121.0;0;-965.0;-888.0;-907.0;0;-22
-101.0;-10;-974.0;-915.0;-899.0;10;-26
-82.0;-8;-963.0;-918.0;-891.0;8;-28
-108.0;13;-974.0;-928.0;-850.0;-13;-20
-84.0;2;-976.0;-925.0;-855.0;-2;-21
-104.0;-21;-963.0;-890.0;-875.0;21;-19
-65.0;-45;-975.0;-901.0;-835.0;45;-18
-31.0;16;-959.0;-968.0;-959.0;-16;-18
-76.0;-35;-971.0;-915.0;-881.0;35;-20
-50.0;40;-940.0;-933.0;-854.0;-40;-29
-61.0;-11;-962.0;-976.0;-957.0;11;-18
-24.0;18;-965.0;-941.0;-760.0;-18;-16
-34.0;39;-883.0;-905.0;-729.0;-39;-15
61.0;8;-960.0;-962.0;-888.0;-8;-18
80.0;-9;-957.0;-947.0;-936.0;9;-21
-110.0;23;-951.0;-889.0;-800.0;-23;-22
-102.0;4;-951.0;-897.0;-785.0;-4;-25
-74.0;-4;-984.0;-933.0;-846.0;4;-19
-70.0;28;-984.0;-925.0;-869.0;-28;-22
-91.0;33;-975.0;-927.0;-848.0;-33;-26
-111.0;-12;-970.0;-935.0;-827.0;12;-20
-87.0;3;-976.0;-956.0;-825.0;-3;-22
61.0;26;-955.0;-946.0;-930.0;-26;-18
-66.0;11;-977.0;-934.0;-815.0;-11;-19
-22.0;-4;-980.0;-938.0;-775.0;4;-27
-121.0;88;-935.0;-919.0;-731.0;-88;-27
112.0;50;-866.0;-920.0;-934.0;-50;-68
-12.0;10;-974.0;-959.0;-712.0;-10;-14
-57.0;11;-977.0;-933.0;-753.0;-11;-23
-81.0;2;-976.0;-957.0;-782.0;-2;-25
92.0;-27;-946.0;-944.0;-910.0;27;-17
-53.0;-19;-977.0;-926.0;-700.0;19;-21
-43.0;-13;-978.0;-935.0;-741.0;13;-19
-37.0;17;-980.0;-933.0;-732.0;-17;-19
-58.0;13;-979.0;-947.0;-742.0;-13;-24
-50.0;-9;-975.0;-963.0;-735.0;9;-23
-118.0;26;-951.0;-978.0;-810.0;-26;-21
-135.0;-252;-944.0;-886.0;-1006.0;252;-210
59.0;30;-946.0;-896.0;-840.0;-30;-16
-124.0;-11;-961.0;-956.0;-814.0;11;-21
-28.0;-5;-984.0;-976.0;-655.0;5;-26
-44.0;2;-970.0;-936.0;-667.0;-2;-21
-49.0;-13;-970.0;-974.0;-735.0;13;-20
-121.0;-21;-964.0;-943.0;-855.0;21;-27
-56.0;-3;-957.0;-979.0;-734.0;3;-23
-59.0;-6;-953.0;-926.0;-747.0;6;-18
-48.0;-22;-952.0;-903.0;-758.0;22;-21
-71.0;0;-960.0;-958.0;-763.0;0;-25
-89.0;-18;-958.0;-954.0;-736.0;18;-20
-120.0;46;-944.0;-930.0;-813.0;-46;-20
-54.0;25;-976.0;-969.0;-806.0;-25;-22
-109.0;29;-944.0;-924.0;-858.0;-29;-23
-58.0;17;-952.0;-926.0;-820.0;-17;-18
-131.0;27;-946.0;-943.0;-760.0;-27;-11
53.0;-4;-939.0;-959.0;-898.0;4;-24
57.0;10;-944.0;-894.0;-867.0;-10;-14
-18.0;15;-961.0;-990.0;-885.0;-15;-18
5.0;26;-985.0;-976.0;-854.0;-26;-20
35.0;0;-977.0;-960.0;-807.0;0;-21
-29.0;-9;-961.0;-911.0;-901.0;9;-19
-47.0;-44;-962.0;-917.0;-904.0;44;-23
-37.0;-14;-954.0;-971.0;-921.0;14;-22
-5.0;-8;-965.0;-973.0;-890.0;8;-16
-24.0;9;-982.0;-962.0;-870.0;-9;-18
-34.0;-13;-979.0;-974.0;-810.0;13;-24
-20.0;-23;-983.0;-983.0;-785.0;23;-26
-102.0;7;-979.0;-979.0;-858.0;-7;-17
-81.0;0;-956.0;-954.0;-879.0;0;-16
-20.0;2;-973.0;-966.0;-730.0;-2;-22
-9.0;6;-970.0;-991.0;-765.0;-6;-19
121.0;26;-800.0;-807.0;-932.0;-26;-27
-36.0;0;-961.0;-826.0;-999.0;0;-17
-26.0;8;-977.0;-987.0;-740.0;-8;-13
-114.0;-37;-949.0;-901.0;-871.0;37;-20
-113.0;-22;-962.0;-924.0;-839.0;22;-28
-73.0;20;-959.0;-959.0;-796.0;-20;-21
-18.0;-25;-974.0;-952.0;-725.0;25;-27
-55.0;-3;-973.0;-961.0;-734.0;3;-23
-103.0;0;-970.0;-970.0;-783.0;0;-21
-22.0;-11;-975.0;-963.0;-744.0;11;-21
-41.0;-2;-972.0;-965.0;-722.0;2;-19
-37.0;-9;-967.0;-940.0;-730.0;9;-26
-33.0;11;-962.0;-953.0;-736.0;-11;-22
-51.0;4;-966.0;-948.0;-760.0;-4;-25
-33.0;4;-961.0;-941.0;-775.0;-4;-27
-18.0;15;-960.0;-938.0;-776.0;-15;-20
-31.0;-20;-951.0;-876.0;-803.0;20;-28
-30.0;-11;-957.0;-888.0;-816.0;11;-22
-20.0;-10;-953.0;-902.0;-858.0;10;-21
-81.0;26;-950.0;-912.0;-821.0;-26;-23
-40.0;2;-953.0;-912.0;-848.0;-2;-22
-48.0;-10;-948.0;-880.0;-829.0;10;-22
-56.0;4;-948.0;-875.0;-861.0;-4;-23
-55.0;23;-945.0;-857.0;-871.0;-23;-17
-84.0;-10;-949.0;-883.0;-867.0;10;-20
-83.0;-11;-948.0;-908.0;-842.0;11;-26
80.0;-8;-976.0;-992.0;-835.0;8;-15
-86.0;7;-966.0;-971.0;-757.0;-7;-18
-90.0;20;-946.0;-866.0;-867.0;-20;-21
-107.0;-15;-937.0;-895.0;-920.0;15;-22
-117.0;-3;-928.0;-819.0;-970.0;3;-29
-11.0;19;-940.0;-935.0;-953.0;-19;-19
-3.0;21;-969.0;-992.0;-943.0;-21;-35
-90.0;-12;-974.0;-965.0;-771.0;12;-24
-111.0;-8;-967.0;-972.0;-867.0;8;-23
-107.0;-9;-953.0;-905.0;-845.0;9;-19
-134.0;10;-965.0;-909.0;-828.0;-10;-25
39.0;3;-942.0;-956.0;-895.0;-3;-21
59.0;-2;-961.0;-940.0;-921.0;2;-23
-33.0;6;-946.0;-978.0;-977.0;-6;-22
61.0;-19;-958.0;-925.0;-975.0;19;-12
72.0;-21;-971.0;-977.0;-954.0;21;-22
14.0;-29;-987.0;-1021.0;-921.0;29;-10
40.0;-9;-990.0;-929.0;-740.0;9;-27
-132.0;6;-946.0;-906.0;-884.0;-6;-22
-17.0;12;-977.0;-985.0;-973.0;-12;-17
103.0;-10;-978.0;-956.0;-649.0;10;-28
90.0;30;-978.0;-935.0;-775.0;-30;-20
90.0;-21;-986.0;-921.0;-785.0;21;-17
-102.0;5;-966.0;-975.0;-806.0;-5;-21
-75.0;43;-954.0;-953.0;-819.0;-43;-25
-128.0;-10;-948.0;-895.0;-817.0;10;-23
-105.0;-9;-949.0;-881.0;-842.0;9;-21
