InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
-34;415;341.0;-252;1099;-2;133.0;-1099;-335.0;-107.0;415;-110.0
-14;7;18.0;-292;-7;-14;6.0;7;-330.0;-80.0;7;55.0
14;48;2.0;-281;52;14;-35.0;-52;-340.0;-104.0;48;33.0
-6;39;2.0;-294;0;3;-27.0;0;-360.0;-131.0;39;15.0
-4;-20;-13.0;-294;8;5;-2.0;-8;-368.0;-111.0;-20;-4.0
13;14;17.0;-333;-5;0;3.0;5;-260.0;-9.0;14;83.0
11;-11;17.0;-335;-1;-2;-13.0;1;-257.0;2.0;-11;21.0
5;-28;14.0;-339;25;-7;-7.0;-25;-253.0;-7.0;-28;5.0
-2;-5;-5.0;-331;9;1;-20.0;-9;-248.0;-18.0;-5;5.0
1;16;31.0;-330;-18;0;-9.0;18;-199.0;-22.0;16;-26.0
-3;-33;88.0;-298;5;3;28.0;-5;-356.0;-119.0;-33;-59.0
0;-15;27.0;-268;18;5;34.0;-18;-347.0;-122.0;-15;-23.0
-5;-35;31.0;-266;-14;7;63.0;14;-329.0;-113.0;-35;10.0
8;-9;48.0;-276;34;5;-8.0;-34;-143.0;-94.0;-9;165.0
6;-36;9.0;-264;-124;8;-15.0;124;-127.0;-101.0;-36;178.0
4;-21;50.0;-275;11;-1;63.0;-11;-309.0;-125.0;-21;-11.0
3;4;0.0;-227;16;5;-25.0;-16;-363.0;-240.0;4;-36.0
3;19;56.0;-231;-4;3;-4.0;4;-348.0;-241.0;19;-33.0
0;38;187.0;-230;12;6;-79.0;-12;-427.0;-273.0;38;-73.0
3;-17;58.0;-275;5;-4;0.0;-5;-346.0;-137.0;-17;-130.0
1;21;14.0;-235;36;0;19.0;-36;-387.0;-235.0;21;45.0
-2;5;45.0;-234;-2;0;13.0;2;-368.0;-244.0;5;-2.0
-2;-8;42.0;-236;-10;-2;-14.0;10;-374.0;-235.0;-8;32.0
6;-14;-73.0;-288;19;1;-55.0;-19;-376.0;-267.0;-14;-9.0
12;26;-188.0;-263;105;-1;-202.0;-105;-193.0;-107.0;26;-180.0
-3;25;-47.0;-300;32;-3;7.0;-32;-342.0;-110.0;25;19.0
-179;-3120;-493.0;-378;-3142;441;-283.0;3142;-436.0;98.0;-3120;99.0
0;-61;2.0;-243;-36;-7;90.0;36;-168.0;-211.0;-61;275.0
4;12;-40.0;-260;-52;3;3.0;52;-255.0;-164.0;12;43.0
-1;-27;-179.0;-257;-24;5;-130.0;24;-257.0;-124.0;-27;81.0
1;-16;-75.0;-241;-17;-6;-160.0;17;-139.0;-140.0;-16;-93.0
-83;100;327.0;-249;-274;46;-955.0;274;-316.0;-143.0;100;-186.0
-5;6;-411.0;-276;-56;1;-255.0;56;-199.0;-160.0;6;265.0
70;13;52.0;-241;2;30;-293.0;-2;-302.0;-166.0;13;111.0
-6;36;-297.0;-247;37;2;-16.0;-37;-86.0;-223.0;36;-77.0
-2;-13;95.0;-264;-55;11;80.0;55;-356.0;-195.0;-13;71.0
0;-25;9.0;-258;-3;3;-59.0;3;-254.0;-183.0;-25;-11.0
5;-17;508.0;-246;34;-2;-44.0;-34;-495.0;-99.0;-17;572.0
16;-7;-781.0;-278;-24;-8;353.0;24;-338.0;-47.0;-7;306.0
-30;8;-102.0;-290;-21;13;-301.0;21;-443.0;-170.0;8;236.0
-3;-22;-8.0;-291;32;-4;-46.0;-32;-359.0;-133.0;-22;-16.0
2;-41;14.0;-289;8;2;9.0;-8;-340.0;-105.0;-41;-46.0
3;-43;49.0;-284;34;7;-10.0;-34;-320.0;-119.0;-43;-35.0
-4;35;10.0;-298;71;-14;52.0;-71;-379.0;-136.0;35;22.0
0;-3;-32.0;-282;3;14;-19.0;-3;-373.0;-121.0;-3;-15.0
-78;-1654;176.0;-231;-823;-315;-93.0;823;-648.0;-212.0;-1654;101.0
-2;17;-252.0;-277;-23;-4;967.0;23;-481.0;-233.0;17;128.0
-1;16;-10.0;-237;47;-6;-17.0;-47;-313.0;-160.0;16;168.0
-5;-12;-32.0;-298;47;3;-1.0;-47;-350.0;-139.0;-12;-19.0
1;-11;-34.0;-265;39;5;11.0;-39;-390.0;-162.0;-11;49.0
2;-13;-54.0;-258;-15;3;-63.0;15;-282.0;-132.0;-13;29.0
-8;26;-78.0;-250;-27;-7;142.0;27;-490.0;-120.0;26;-62.0
3;6;-32.0;-268;6;0;-32.0;-6;-508.0;-151.0;6;194.0
4;-15;26.0;-273;16;-1;67.0;-16;-370.0;-149.0;-15;32.0
-5;-56;166.0;-310;34;2;154.0;-34;-274.0;-143.0;-56;-53.0
8;-24;61.0;-272;20;-1;48.0;-20;-376.0;-146.0;-24;37.0
1;-11;0.0;-267;9;2;44.0;-9;-375.0;-171.0;-11;3.0
1;3;44.0;-292;25;4;48.0;-25;-371.0;-126.0;3;72.0
-4;-11;-19.0;-300;-24;-4;-24.0;24;-373.0;-153.0;-11;46.0
-10;33;-103.0;-270;21;6;10.0;-21;-423.0;-170.0;33;156.0
-2;11;21.0;-268;-10;-1;63.0;10;-407.0;-165.0;11;-78.0
-4;16;230.0;-271;-30;0;86.0;30;-380.0;-161.0;16;21.0
-1;9;-12.0;-247;0;2;21.0;0;-632.0;88.0;9;-42.0
-11;-385;41.0;-377;-1203;-91;30.0;1203;-433.0;-41.0;-385;42.0
7;-2;0.0;-301;-20;3;241.0;20;-486.0;-141.0;-2;147.0
3;-34;-27.0;-297;-257;-6;72.0;257;-108.0;-171.0;-34;91.0
4;-21;221.0;-254;-82;-6;-249.0;82;-286.0;-211.0;-21;1079.0
-6;-55;1851.0;-267;-83;1;1764.0;83;-593.0;-163.0;-55;898.0
3;-40;-1243.0;-261;-1;-3;-386.0;1;-322.0;-159.0;-40;240.0
3;-4;419.0;-230;-22;19;-91.0;22;-357.0;-159.0;-4;-149.0
65;22;13.0;-62;615;127;110.0;-615;-542.0;-589.0;22;-13.0
0;46;700.0;-231;1;-1;442.0;-1;-408.0;-251.0;46;-429.0
-5;-6;47.0;-271;14;-3;454.0;-14;-391.0;-220.0;-6;-622.0
1;3;19.0;-336;11;-5;-32.0;-11;-171.0;-21.0;3;17.0
-3;12;-26.0;-320;-24;-1;-40.0;24;-132.0;-26.0;12;64.0
-25;14;-479.0;-261;-15;-6;-130.0;15;-456.0;-355.0;14;250.0
-3;-4;-80.0;-243;33;-1;-24.0;-33;-399.0;-161.0;-4;554.0
-1;-15;12.0;-329;-23;2;-12.0;23;-187.0;-19.0;-15;-17.0
-9;4;618.0;-240;-28;-9;551.0;28;-184.0;-153.0;4;532.0
118;831;231.0;-460;745;-447;41.0;-745;-489.0;-112.0;831;67.0
1;-11;117.0;-237;36;-6;26.0;-36;-444.0;-267.0;-11;197.0
6;39;102.0;-221;169;10;-31.0;-169;-344.0;-264.0;39;-159.0
-159;2001;-99.0;-592;426;-593;-124.0;-426;-430.0;-34.0;2001;219.0
-80;-139;833.0;-366;6;-30;-942.0;-6;-286.0;-17.0;-139;-38.0
6;4;-45.0;-251;37;0;298.0;-37;-590.0;-99.0;4;431.0
0;7;10.0;-257;17;1;-57.0;-17;-94.0;-149.0;7;-82.0
-4;-16;-19.0;-312;-23;3;-72.0;23;-106.0;-22.0;-16;-24.0
14;-1;784.0;-266;82;-2;295.0;-82;-244.0;-112.0;-1;-239.0
0;1;49.0;-232;-31;1;-1.0;31;-482.0;-261.0;1;-10.0
3;-12;50.0;-335;16;-5;49.0;-16;-168.0;-13.0;-12;-9.0
101;87;-385.0;-293;26;0;-232.0;-26;-731.0;-1795.0;87;537.0
-26;5;254.0;-302;18;18;20.0;-18;-328.0;-760.0;5;-379.0
-375;614;626.0;-816;-889;-1286;228.0;889;-477.0;39.0;614;-595.0
0;15;-366.0;-277;-6;-1;-230.0;6;-142.0;-119.0;15;-262.0
2;24;32.0;-232;10;1;-329.0;-10;-96.0;-271.0;24;-79.0
7;-3;47.0;-243;-45;3;-75.0;45;-537.0;-89.0;-3;14.0
-8;31;71.0;-231;54;7;-96.0;-54;-251.0;-228.0;31;38.0
-2;9;43.0;-236;4;0;-37.0;-4;-399.0;-248.0;9;-90.0
-3;-11;-608.0;-276;12;-3;443.0;-12;-483.0;-246.0;-11;-21.0
226;3435;907.0;-572;2454;-32;418.0;-2454;-364.0;141.0;3435;-81.0
4;-11;34.0;-278;8;-13;-2.0;-8;-421.0;80.0;-11;-25.0
12;18;-2304.0;-278;26;2;-1676.0;-26;-500.0;-155.0;18;145.0
-3;-3;22.0;-262;33;-3;1.0;-33;-416.0;98.0;-3;13.0
-6;-10;9.0;-313;11;6;106.0;-11;-187.0;-19.0;-10;209.0
9;-17;-324.0;-246;-25;1;-349.0;25;-494.0;-131.0;-17;-518.0
0;-17;18.0;-317;17;0;-153.0;-17;-206.0;-29.0;-17;-164.0
-3;-32;41.0;-323;17;-3;-14.0;-17;-106.0;-21.0;-32;-110.0
-2;45;-27.0;-317;177;-4;200.0;-177;-90.0;-36.0;45;28.0
-8;16;1659.0;-318;67;-2;337.0;-67;-133.0;-19.0;16;-6.0
123;55;41.0;-251;-61;-30;263.0;61;-501.0;50.0;55;-344.0
5;6;253.0;-275;14;-3;80.0;-14;-153.0;-170.0;6;-252.0
-1;-12;77.0;-319;0;-5;-8.0;0;-130.0;-12.0;-12;-152.0
6;-41;-4.0;-325;8;3;-23.0;-8;-195.0;-18.0;-41;53.0
2;21;5.0;-214;27;0;-44.0;-27;-336.0;-265.0;21;21.0
6;-29;-87.0;-278;-6;-14;-47.0;6;-414.0;31.0;-29;-119.0
-5;34;472.0;-315;-22;1;38.0;22;-148.0;5.0;34;-254.0
7;5;-48.0;-245;-62;-9;27.0;62;-547.0;-147.0;5;193.0
-1;-23;41.0;-260;-5;0;15.0;5;-400.0;100.0;-23;22.0
29;-47;-345.0;-227;29;-20;-337.0;-29;-379.0;-131.0;-47;-1251.0
6;16;131.0;-261;-33;-7;245.0;33;-275.0;99.0;16;-38.0
-1;-11;-179.0;-237;33;-2;-183.0;-33;-188.0;-150.0;-11;-660.0
3;-15;24.0;-268;26;-2;-11.0;-26;-425.0;100.0;-15;-18.0
2;6;268.0;-251;35;3;341.0;-35;-322.0;-140.0;6;685.0
-3;35;12.0;-260;-12;0;0.0;12;-402.0;104.0;35;-34.0
-7;1;-590.0;-266;7;-4;42.0;-7;-245.0;-54.0;1;-232.0
302;-908;-172.0;-156;-4048;-360;43.0;4048;-637.0;-168.0;-908;86.0
20;83;285.0;-298;-40;33;-67.0;40;-411.0;76.0;83;131.0
0;-9;385.0;-241;24;10;168.0;-24;-396.0;5.0;-9;62.0
609;-1119;1149.0;-823;-1931;-107;223.0;1931;-590.0;110.0;-1119;-356.0
4;-14;-562.0;-297;36;5;-547.0;-36;-178.0;-2.0;-14;838.0
-2;-2;56.0;-271;6;-4;10.0;-6;-429.0;101.0;-2;1.0
0;25;375.0;-266;21;-10;-201.0;-21;-525.0;-67.0;25;76.0
2;26;43.0;-277;-3;-4;-4.0;3;-123.0;-171.0;26;-3.0
-1;4;99.0;-276;20;-4;38.0;-20;-111.0;-153.0;4;-11.0
-1;35;-164.0;-279;28;-7;-36.0;-28;-509.0;-214.0;35;94.0
-25;78;-408.0;-199;286;29;-154.0;-286;-263.0;-64.0;78;-473.0
-137;93;51.0;-329;257;85;267.0;-257;-178.0;81.0;93;-561.0
1;8;77.0;-274;-33;2;23.0;33;-241.0;-32.0;8;107.0
-4;12;33.0;-260;-16;-1;-1.0;16;-425.0;95.0;12;12.0
3;17;22.0;-269;28;1;4.0;-28;-609.0;-212.0;17;8.0
10;2;-171.0;-259;51;-15;-122.0;-51;-262.0;-285.0;2;-71.0
-402;1204;777.0;-332;4157;-294;462.0;-4157;-440.0;19.0;1204;86.0
17;29;217.0;-273;50;11;-145.0;-50;-273.0;-144.0;29;-1068.0
6;-34;27.0;-334;-37;-6;-11.0;37;-209.0;-7.0;-34;44.0
-91;3152;232.0;-787;6618;-269;219.0;-6618;-252.0;-7.0;3152;-135.0
-5;26;64.0;-271;-35;-3;150.0;35;-508.0;88.0;26;-50.0
0;-4;-1.0;-262;-9;-2;-5.0;9;-94.0;-131.0;-4;34.0
-3;56;-4.0;-262;13;-3;-5.0;-13;-392.0;98.0;56;0.0
-7;-19;-88.0;-275;6;-3;-150.0;-6;-524.0;49.0;-19;161.0
-11;17;-177.0;-283;-21;-7;9.0;21;-486.0;-163.0;17;546.0
84;-56;-129.0;-32;110;-20;-3.0;-110;-523.0;-919.0;-56;-74.0
-5;-13;192.0;-254;0;-2;131.0;0;-645.0;83.0;-13;11.0
-1;-23;41.0;-260;-5;0;9.0;5;-394.0;81.0;-23;41.0
20;48;331.0;-245;-74;7;-7.0;74;-194.0;-208.0;48;168.0
-5;-2;-70.0;-257;-28;4;-22.0;28;-99.0;-161.0;-2;-13.0
0;-5;-41.0;-288;13;-11;-90.0;-13;-366.0;128.0;-5;-77.0
-3;-14;27.0;-333;20;-2;98.0;-20;-171.0;-9.0;-14;-36.0
4;-17;476.0;-276;-36;-3;213.0;36;-151.0;-112.0;-17;-173.0
-1;20;-295.0;-263;-6;2;-205.0;6;-453.0;127.0;20;92.0
2;9;7.0;-256;5;2;-18.0;-5;-414.0;107.0;9;-3.0
-5;-46;100.0;-273;11;-3;75.0;-11;-397.0;119.0;-46;101.0
3;-52;10.0;-291;35;-14;-80.0;-35;-449.0;-80.0;-52;344.0
-150;2088;-114.0;-200;-1052;-43;11.0;1052;-358.0;-366.0;2088;-137.0
-2;20;41.0;-230;55;2;3.0;-55;-254.0;-231.0;20;77.0
-1;35;-65.0;-257;5;0;0.0;-5;-392.0;101.0;35;-61.0
2;5;44.0;-317;4;0;54.0;-4;-50.0;-33.0;5;-35.0
39;-19;-615.0;-252;13;-1;-126.0;-13;-344.0;24.0;-19;-83.0
0;11;167.0;-268;5;0;48.0;-5;-110.0;-142.0;11;-150.0
-2;7;448.0;-239;8;4;-91.0;-8;-66.0;-160.0;7;44.0
-2;28;99.0;-244;-29;-4;-46.0;29;-376.0;-248.0;28;77.0
-7;3;-9.0;-262;57;-11;-92.0;-57;-649.0;68.0;3;30.0
-9;-18;-445.0;-270;34;9;-480.0;-34;-670.0;-144.0;-18;-143.0
-2;2;-5.0;-260;7;0;3.0;-7;-413.0;110.0;2;46.0
6;1;206.0;-317;9;1;7.0;-9;-166.0;-25.0;1;-127.0
