InertialMeasurementUnit RLA Quaternion1;Accelerometer RWR accZ;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit RLA accY;Accelerometer RUA_ accZ
163.0;15.0;145.0;496.0;295.0;330.0;529.0
188.0;-12.0;177.0;760.0;389.0;375.0;607.0
225.0;25.0;338.0;572.0;599.0;371.0;469.0
259.0;156.0;425.0;375.0;442.0;491.0;352.0
281.0;95.0;462.0;236.0;406.0;?;237.0
288.0;?;450.0;-229.0;391.0;494.0;170.0
286.0;110.0;418.0;-695.0;299.0;307.0;141.0
288.0;83.0;342.0;-731.0;231.0;142.0;185.0
295.0;129.0;183.0;-595.0;168.0;119.0;215.0
305.0;184.0;91.0;-477.0;145.0;197.0;244.0
315.0;202.0;47.0;-344.0;131.0;299.0;254.0
247.0;166.0;96.0;411.0;108.0;232.0;165.0
236.0;118.0;56.0;?;92.0;263.0;198.0
224.0;116.0;17.0;271.0;82.0;312.0;?
215.0;68.0;26.0;204.0;111.0;361.0;205.0
208.0;94.0;?;?;133.0;354.0;269.0
205.0;99.0;141.0;271.0;167.0;308.0;327.0
206.0;43.0;184.0;294.0;260.0;325.0;419.0
212.0;74.0;236.0;381.0;312.0;335.0;519.0
223.0;41.0;212.0;?;367.0;?;478.0
236.0;42.0;335.0;247.0;453.0;445.0;475.0
247.0;-74.0;487.0;34.0;?;366.0;381.0
251.0;-136.0;535.0;-116.0;542.0;319.0;?
248.0;-85.0;458.0;-449.0;487.0;?;149.0
244.0;?;386.0;-552.0;314.0;168.0;?
246.0;46.0;304.0;-459.0;209.0;102.0;223.0
251.0;147.0;177.0;-407.0;192.0;154.0;279.0
257.0;189.0;118.0;-328.0;214.0;260.0;313.0
261.0;147.0;90.0;?;243.0;351.0;335.0
-117.0;?;34.0;364.0;277.0;562.0;?
-163.0;-9.0;-4.0;303.0;267.0;594.0;436.0
-207.0;?;-48.0;258.0;295.0;682.0;533.0
-248.0;-127.0;-47.0;247.0;359.0;?;?
-287.0;-255.0;55.0;221.0;382.0;901.0;702.0
-323.0;-371.0;219.0;367.0;512.0;829.0;858.0
-357.0;-546.0;275.0;345.0;637.0;722.0;996.0
-389.0;-681.0;294.0;460.0;702.0;712.0;1104.0
-412.0;-781.0;375.0;512.0;926.0;638.0;1227.0
-428.0;?;476.0;475.0;?;557.0;1120.0
?;-910.0;479.0;294.0;1065.0;462.0;922.0
-449.0;-706.0;297.0;-66.0;991.0;394.0;830.0
-449.0;-197.0;186.0;-42.0;?;339.0;805.0
-442.0;-357.0;246.0;-96.0;756.0;365.0;765.0
-434.0;360.0;361.0;133.0;504.0;337.0;567.0
-434.0;268.0;433.0;131.0;186.0;315.0;683.0
-443.0;1593.0;397.0;1.0;270.0;712.0;234.0
?;-2360.0;583.0;-111.0;-632.0;726.0;627.0
-481.0;-1184.0;19.0;-101.0;898.0;?;1388.0
-479.0;-511.0;104.0;-186.0;1793.0;358.0;1449.0
-484.0;-670.0;979.0;?;1231.0;630.0;1189.0
-491.0;-518.0;699.0;-164.0;1188.0;264.0;?
-500.0;-415.0;431.0;-144.0;960.0;69.0;1019.0
-531.0;-522.0;428.0;-97.0;784.0;293.0;980.0
-554.0;-549.0;389.0;8.0;854.0;333.0;992.0
-568.0;-355.0;309.0;59.0;977.0;401.0;924.0
-584.0;-337.0;308.0;?;864.0;376.0;901.0
-608.0;-659.0;257.0;?;?;273.0;935.0
-619.0;?;288.0;231.0;862.0;336.0;1037.0
-629.0;-720.0;303.0;171.0;1003.0;397.0;1065.0
?;-752.0;?;130.0;1017.0;364.0;?
-633.0;-618.0;289.0;194.0;?;295.0;977.0
-641.0;-713.0;255.0;260.0;798.0;348.0;920.0
-649.0;?;290.0;232.0;705.0;449.0;918.0
-656.0;-767.0;330.0;163.0;756.0;?;881.0
?;-876.0;347.0;144.0;662.0;476.0;946.0
-673.0;-807.0;285.0;175.0;791.0;504.0;1019.0
-677.0;-673.0;177.0;152.0;1044.0;403.0;1002.0
-675.0;?;272.0;156.0;976.0;?;934.0
-678.0;-869.0;390.0;159.0;?;398.0;1000.0
-681.0;-674.0;?;110.0;862.0;304.0;1034.0
-683.0;-733.0;368.0;81.0;934.0;384.0;977.0
-688.0;?;313.0;97.0;908.0;442.0;?
-692.0;-665.0;229.0;213.0;855.0;238.0;935.0
-693.0;-655.0;276.0;256.0;859.0;279.0;1041.0
-689.0;-771.0;351.0;336.0;945.0;272.0;1086.0
-684.0;-549.0;420.0;439.0;?;295.0;1105.0
-676.0;-578.0;419.0;448.0;1002.0;276.0;1139.0
-662.0;-740.0;435.0;356.0;1107.0;222.0;1091.0
-646.0;-718.0;504.0;311.0;1009.0;290.0;1028.0
-628.0;?;481.0;214.0;?;238.0;986.0
-607.0;-876.0;446.0;148.0;989.0;210.0;984.0
-586.0;-922.0;421.0;145.0;989.0;273.0;996.0
-566.0;-897.0;463.0;194.0;945.0;284.0;?
-551.0;-786.0;410.0;?;916.0;?;971.0
-536.0;-1025.0;414.0;280.0;?;330.0;989.0
-524.0;?;413.0;142.0;832.0;344.0;977.0
-510.0;-926.0;410.0;111.0;?;238.0;1013.0
?;-921.0;463.0;140.0;949.0;202.0;?
-475.0;-871.0;497.0;132.0;986.0;186.0;1006.0
-455.0;-920.0;509.0;?;980.0;135.0;1032.0
?;-894.0;530.0;?;972.0;196.0;1035.0
?;-964.0;?;292.0;918.0;188.0;1011.0
-403.0;-951.0;487.0;264.0;961.0;172.0;1010.0
-387.0;-989.0;511.0;177.0;996.0;179.0;990.0
-369.0;-980.0;520.0;100.0;997.0;139.0;937.0
-353.0;-1078.0;502.0;71.0;924.0;125.0;?
-336.0;-937.0;475.0;?;936.0;149.0;916.0
-318.0;-987.0;512.0;137.0;943.0;?;900.0
-296.0;-934.0;508.0;173.0;?;47.0;891.0
-269.0;-928.0;425.0;?;957.0;?;918.0
-246.0;-928.0;411.0;274.0;1046.0;262.0;1039.0
-228.0;-984.0;687.0;322.0;1007.0;254.0;1059.0
-208.0;-902.0;761.0;283.0;1068.0;120.0;1046.0
-193.0;-995.0;853.0;183.0;1026.0;124.0;971.0
?;-909.0;779.0;118.0;1013.0;145.0;940.0
-180.0;-876.0;662.0;91.0;993.0;?;909.0
-176.0;-948.0;559.0;130.0;970.0;56.0;835.0
-170.0;-1002.0;505.0;80.0;864.0;31.0;877.0
-172.0;-938.0;527.0;-14.0;909.0;211.0;966.0
-170.0;-921.0;584.0;6.0;996.0;184.0;?
-165.0;-956.0;664.0;69.0;969.0;102.0;1117.0
-166.0;-884.0;778.0;125.0;1092.0;228.0;1018.0
-165.0;?;718.0;52.0;1054.0;?;924.0
-167.0;-940.0;660.0;-114.0;909.0;125.0;865.0
-170.0;-1158.0;534.0;?;913.0;189.0;?
-170.0;-578.0;525.0;-233.0;864.0;91.0;949.0
-181.0;-793.0;633.0;-198.0;1016.0;?;867.0
-183.0;-1010.0;547.0;-84.0;?;?;899.0
-172.0;-826.0;336.0;-123.0;868.0;-36.0;1019.0
-171.0;-886.0;683.0;-198.0;1245.0;140.0;1022.0
-156.0;-849.0;702.0;-327.0;885.0;-228.0;970.0
-144.0;-1046.0;510.0;-412.0;1076.0;-16.0;1125.0
?;-891.0;770.0;-294.0;1218.0;69.0;?
-142.0;-848.0;906.0;-179.0;842.0;588.0;957.0
-131.0;?;413.0;109.0;1175.0;-175.0;857.0
-115.0;-1214.0;617.0;157.0;?;?;680.0
-119.0;-1161.0;611.0;135.0;774.0;62.0;910.0
-122.0;-1031.0;459.0;-90.0;?;168.0;1012.0
-124.0;?;691.0;-88.0;1043.0;76.0;1029.0
-116.0;-919.0;683.0;?;1057.0;-73.0;?
-86.0;?;363.0;291.0;650.0;875.0;834.0
-83.0;182.0;237.0;333.0;641.0;800.0;853.0
-80.0;269.0;252.0;390.0;604.0;778.0;735.0
-701.0;-15.0;129.0;706.0;?;365.0;391.0
-695.0;-5.0;24.0;714.0;267.0;392.0;339.0
?;51.0;-1.0;684.0;224.0;318.0;366.0
-699.0;-10.0;37.0;689.0;220.0;243.0;389.0
-696.0;?;39.0;697.0;264.0;250.0;386.0
-686.0;84.0;-8.0;608.0;319.0;330.0;251.0
-664.0;182.0;?;507.0;400.0;466.0;?
-641.0;224.0;225.0;295.0;362.0;?;123.0
-619.0;322.0;?;9.0;282.0;378.0;92.0
-596.0;277.0;?;-176.0;254.0;129.0;?
-583.0;169.0;424.0;?;279.0;198.0;214.0
-577.0;77.0;?;-147.0;218.0;332.0;218.0
-578.0;84.0;?;-107.0;220.0;?;?
-586.0;107.0;114.0;57.0;258.0;?;337.0
-595.0;111.0;80.0;225.0;286.0;373.0;410.0
-604.0;159.0;?;353.0;307.0;346.0;467.0
-614.0;75.0;168.0;451.0;350.0;347.0;470.0
-627.0;-52.0;241.0;336.0;403.0;352.0;386.0
-644.0;-122.0;246.0;57.0;404.0;?;329.0
-661.0;-37.0;179.0;-177.0;392.0;191.0;329.0
-673.0;2.0;145.0;-343.0;359.0;155.0;301.0
?;38.0;141.0;-324.0;329.0;176.0;279.0
-678.0;72.0;161.0;-242.0;333.0;226.0;298.0
-678.0;172.0;173.0;-238.0;323.0;292.0;314.0
-678.0;150.0;189.0;-179.0;331.0;?;331.0
-677.0;246.0;173.0;-121.0;?;351.0;?
-673.0;296.0;?;113.0;338.0;385.0;316.0
-667.0;288.0;187.0;319.0;347.0;529.0;218.0
-670.0;239.0;236.0;296.0;313.0;552.0;133.0
-678.0;184.0;182.0;58.0;229.0;332.0;?
-682.0;260.0;?;-363.0;140.0;278.0;172.0
-685.0;207.0;111.0;-416.0;159.0;?;227.0
?;257.0;43.0;-111.0;?;360.0;220.0
?;168.0;93.0;253.0;245.0;365.0;189.0
-713.0;193.0;?;380.0;206.0;295.0;?
-724.0;129.0;196.0;459.0;185.0;235.0;196.0
?;149.0;180.0;474.0;186.0;249.0;188.0
-742.0;97.0;124.0;449.0;?;266.0;275.0
-750.0;37.0;?;324.0;?;295.0;298.0
-758.0;1.0;18.0;198.0;229.0;329.0;309.0
-764.0;-20.0;28.0;88.0;247.0;336.0;330.0
-770.0;9.0;66.0;-7.0;279.0;325.0;?
-774.0;?;120.0;20.0;317.0;341.0;433.0
-775.0;98.0;179.0;107.0;?;315.0;489.0
-771.0;112.0;204.0;190.0;359.0;320.0;489.0
-764.0;128.0;251.0;150.0;442.0;432.0;470.0
-757.0;133.0;261.0;129.0;?;427.0;?
-747.0;237.0;399.0;87.0;421.0;397.0;449.0
-735.0;92.0;424.0;81.0;403.0;336.0;411.0
?;74.0;382.0;178.0;443.0;402.0;?
-721.0;-41.0;350.0;-138.0;484.0;438.0;184.0
-723.0;66.0;321.0;-518.0;332.0;295.0;134.0
-724.0;149.0;305.0;-746.0;201.0;155.0;153.0
-720.0;242.0;238.0;-628.0;196.0;138.0;193.0
-715.0;?;210.0;-472.0;208.0;215.0;217.0
-709.0;271.0;194.0;-405.0;199.0;273.0;280.0
-704.0;177.0;181.0;-358.0;212.0;322.0;319.0
-702.0;187.0;195.0;-306.0;230.0;?;359.0
-704.0;5.0;214.0;?;283.0;345.0;420.0
-707.0;?;252.0;-112.0;326.0;288.0;443.0
-837.0;123.0;217.0;?;223.0;291.0;389.0
-842.0;?;?;184.0;260.0;262.0;431.0
-844.0;143.0;254.0;297.0;295.0;242.0;467.0
-841.0;189.0;244.0;345.0;336.0;247.0;523.0
-832.0;?;248.0;434.0;373.0;272.0;517.0
-818.0;157.0;362.0;395.0;461.0;369.0;499.0
-804.0;9.0;585.0;439.0;640.0;392.0;372.0
-797.0;-128.0;659.0;94.0;639.0;318.0;224.0
-795.0;?;542.0;-256.0;456.0;253.0;183.0
-794.0;61.0;425.0;-360.0;333.0;189.0;218.0
-795.0;149.0;343.0;-317.0;309.0;?;291.0
-793.0;87.0;?;-229.0;284.0;?;331.0
-791.0;119.0;187.0;-126.0;?;?;350.0
-788.0;?;151.0;-114.0;257.0;336.0;347.0
-785.0;?;120.0;3.0;233.0;363.0;384.0
-784.0;40.0;103.0;69.0;263.0;384.0;382.0
-784.0;0.0;132.0;108.0;321.0;356.0;370.0
-785.0;-96.0;256.0;?;355.0;301.0;412.0
-784.0;-183.0;?;29.0;404.0;217.0;442.0
-782.0;-161.0;301.0;-62.0;453.0;?;434.0
-781.0;-117.0;285.0;?;509.0;317.0;392.0
-783.0;-143.0;312.0;-131.0;495.0;327.0;361.0
?;?;305.0;-119.0;445.0;230.0;380.0
-785.0;46.0;?;-102.0;393.0;179.0;469.0
-781.0;100.0;116.0;-25.0;402.0;362.0;426.0
-778.0;173.0;160.0;-28.0;457.0;485.0;298.0
-779.0;103.0;315.0;-36.0;402.0;512.0;260.0
-784.0;202.0;302.0;-170.0;252.0;464.0;215.0
-789.0;100.0;246.0;-67.0;189.0;450.0;179.0
-798.0;144.0;282.0;159.0;254.0;449.0;128.0
-808.0;189.0;290.0;341.0;260.0;292.0;126.0
-818.0;45.0;288.0;392.0;237.0;123.0;?
-826.0;-22.0;230.0;421.0;211.0;134.0;210.0
-832.0;-63.0;165.0;?;181.0;211.0;171.0
-835.0;167.0;92.0;386.0;138.0;229.0;?
-837.0;?;44.0;296.0;132.0;288.0;246.0
?;?;51.0;256.0;141.0;365.0;286.0
-843.0;-20.0;125.0;213.0;159.0;414.0;310.0
-846.0;-85.0;200.0;138.0;227.0;497.0;372.0
-847.0;-154.0;279.0;?;273.0;325.0;444.0
-846.0;-131.0;277.0;64.0;347.0;362.0;549.0
-845.0;-331.0;?;89.0;423.0;?;648.0
-844.0;-297.0;409.0;?;478.0;318.0;704.0
-841.0;-339.0;380.0;233.0;?;317.0;694.0
-838.0;-332.0;467.0;256.0;?;343.0;579.0
-834.0;-391.0;?;170.0;652.0;259.0;400.0
-831.0;-426.0;544.0;-34.0;?;154.0;?
-831.0;-255.0;485.0;-262.0;491.0;161.0;160.0
-833.0;-73.0;446.0;-480.0;431.0;?;170.0
-840.0;179.0;495.0;-330.0;352.0;118.0;264.0
-846.0;152.0;457.0;-221.0;271.0;?;?
?;134.0;354.0;-138.0;?;196.0;399.0
-849.0;-20.0;264.0;-87.0;314.0;313.0;402.0
-847.0;-65.0;227.0;-84.0;?;404.0;397.0
-846.0;-140.0;216.0;-55.0;232.0;437.0;442.0
?;?;226.0;-23.0;295.0;370.0;?
-844.0;-222.0;?;28.0;366.0;344.0;564.0
-840.0;-417.0;288.0;-75.0;449.0;373.0;576.0
-819.0;-1095.0;400.0;-430.0;662.0;488.0;671.0
-821.0;-343.0;?;-429.0;628.0;436.0;674.0
-823.0;-640.0;203.0;-555.0;723.0;?;691.0
-829.0;-725.0;165.0;-703.0;737.0;306.0;634.0
?;-708.0;441.0;-680.0;474.0;860.0;701.0
?;-741.0;139.0;?;719.0;796.0;692.0
-836.0;-768.0;91.0;-411.0;?;337.0;692.0
-839.0;-666.0;248.0;-171.0;601.0;467.0;?
-841.0;-761.0;321.0;-96.0;676.0;?;749.0
-843.0;-410.0;259.0;-391.0;?;405.0;690.0
-846.0;-412.0;286.0;-244.0;649.0;507.0;188.0
?;-780.0;?;31.0;98.0;448.0;228.0
-835.0;-614.0;107.0;424.0;168.0;715.0;551.0
?;-768.0;48.0;719.0;?;?;646.0
-821.0;-875.0;63.0;897.0;529.0;555.0;759.0
-814.0;-872.0;168.0;1009.0;737.0;687.0;?
-807.0;-880.0;253.0;1023.0;742.0;682.0;820.0
-800.0;-663.0;210.0;873.0;716.0;438.0;819.0
-791.0;-705.0;184.0;?;713.0;481.0;759.0
-781.0;-845.0;172.0;660.0;577.0;620.0;673.0
?;?;104.0;609.0;?;654.0;655.0
-756.0;-515.0;13.0;?;645.0;709.0;579.0
-742.0;?;-42.0;480.0;512.0;690.0;473.0
?;-465.0;-70.0;494.0;?;709.0;538.0
-707.0;-154.0;-68.0;353.0;385.0;763.0;571.0
-687.0;-287.0;-24.0;234.0;409.0;735.0;490.0
-665.0;-106.0;7.0;101.0;322.0;823.0;512.0
-644.0;-516.0;-5.0;2.0;299.0;912.0;411.0
-623.0;-607.0;?;-74.0;241.0;914.0;338.0
-596.0;-52.0;23.0;-166.0;62.0;1003.0;231.0
-566.0;38.0;-78.0;-243.0;75.0;895.0;203.0
-538.0;542.0;?;-156.0;54.0;781.0;?
-512.0;11.0;-133.0;?;141.0;866.0;270.0
-495.0;41.0;?;-330.0;169.0;731.0;293.0
-485.0;-357.0;-42.0;-428.0;246.0;801.0;328.0
-490.0;-257.0;-102.0;-599.0;304.0;788.0;297.0
-501.0;29.0;-74.0;-697.0;269.0;880.0;279.0
-518.0;80.0;-90.0;-621.0;260.0;852.0;196.0
?;62.0;-108.0;-292.0;185.0;713.0;149.0
-562.0;248.0;-120.0;-117.0;78.0;716.0;121.0
?;370.0;-153.0;-44.0;35.0;779.0;127.0
-624.0;448.0;-177.0;51.0;82.0;732.0;114.0
-660.0;611.0;-157.0;-234.0;2.0;680.0;56.0
-693.0;657.0;-94.0;-396.0;-133.0;658.0;33.0
-720.0;761.0;55.0;-391.0;-213.0;734.0;69.0
-741.0;601.0;148.0;-377.0;-197.0;797.0;91.0
-758.0;626.0;164.0;?;-162.0;756.0;72.0
-769.0;515.0;190.0;-324.0;-176.0;663.0;61.0
-775.0;340.0;201.0;?;-167.0;604.0;60.0
-778.0;294.0;172.0;-394.0;-121.0;540.0;91.0
-780.0;162.0;146.0;-517.0;?;490.0;112.0
-781.0;110.0;149.0;-648.0;-46.0;444.0;166.0
-780.0;?;188.0;-690.0;17.0;397.0;?
-777.0;-9.0;225.0;-674.0;?;404.0;?
-773.0;-114.0;308.0;-640.0;156.0;427.0;351.0
-767.0;?;366.0;-763.0;201.0;406.0;358.0
-760.0;-196.0;375.0;-886.0;266.0;414.0;331.0
-753.0;-207.0;326.0;-1041.0;291.0;405.0;267.0
-746.0;-255.0;271.0;-954.0;260.0;404.0;240.0
-739.0;-226.0;192.0;-846.0;222.0;363.0;195.0
-731.0;-69.0;148.0;-857.0;191.0;323.0;156.0
-724.0;-173.0;251.0;-815.0;213.0;374.0;23.0
-717.0;-188.0;338.0;-771.0;197.0;339.0;0.0
-712.0;-183.0;315.0;-789.0;126.0;289.0;85.0
-709.0;?;267.0;-846.0;126.0;313.0;119.0
-709.0;-153.0;156.0;?;171.0;275.0;192.0
-709.0;-144.0;130.0;-943.0;167.0;264.0;197.0
-707.0;-110.0;?;-1044.0;130.0;277.0;179.0
-704.0;-128.0;133.0;-880.0;130.0;270.0;165.0
-699.0;-126.0;161.0;?;147.0;295.0;144.0
-695.0;46.0;165.0;-492.0;153.0;325.0;123.0
-692.0;-35.0;184.0;-300.0;137.0;340.0;124.0
-688.0;13.0;183.0;-326.0;?;329.0;127.0
-683.0;-42.0;161.0;?;88.0;328.0;117.0
?;-66.0;137.0;?;?;342.0;126.0
-672.0;-78.0;145.0;-223.0;89.0;340.0;142.0
-667.0;-217.0;131.0;?;147.0;339.0;155.0
-663.0;-77.0;151.0;-79.0;?;342.0;125.0
-660.0;-96.0;160.0;-21.0;?;?;?
-658.0;?;147.0;62.0;141.0;325.0;111.0
-658.0;-22.0;136.0;142.0;134.0;297.0;100.0
-658.0;-30.0;?;160.0;120.0;283.0;79.0
-659.0;?;134.0;103.0;103.0;270.0;46.0
?;0.0;128.0;-9.0;79.0;?;19.0
-661.0;2.0;136.0;-66.0;38.0;236.0;19.0
?;-25.0;107.0;-34.0;25.0;203.0;8.0
-663.0;18.0;99.0;?;12.0;176.0;14.0
-662.0;42.0;111.0;52.0;2.0;180.0;19.0
-661.0;-13.0;139.0;129.0;9.0;185.0;?
?;55.0;145.0;348.0;24.0;168.0;?
-658.0;120.0;129.0;609.0;?;202.0;31.0
?;165.0;124.0;411.0;36.0;?;55.0
?;233.0;160.0;177.0;50.0;245.0;87.0
?;217.0;243.0;6.0;76.0;286.0;72.0
-657.0;-11.0;258.0;34.0;101.0;321.0;?
?;-156.0;?;185.0;123.0;327.0;59.0
-675.0;-48.0;25.0;352.0;127.0;295.0;20.0
-687.0;48.0;38.0;468.0;116.0;163.0;123.0
-698.0;36.0;15.0;572.0;168.0;207.0;124.0
-707.0;128.0;58.0;539.0;152.0;153.0;88.0
-711.0;135.0;65.0;549.0;61.0;171.0;96.0
-714.0;218.0;111.0;483.0;34.0;323.0;?
?;131.0;147.0;390.0;74.0;278.0;92.0
-720.0;200.0;?;369.0;60.0;255.0;121.0
-723.0;?;152.0;387.0;119.0;270.0;160.0
-725.0;?;132.0;464.0;123.0;240.0;155.0
-725.0;77.0;89.0;425.0;100.0;236.0;139.0
?;260.0;51.0;406.0;82.0;259.0;121.0
-722.0;187.0;49.0;455.0;97.0;295.0;112.0
-720.0;190.0;121.0;455.0;96.0;292.0;138.0
-717.0;105.0;153.0;?;94.0;307.0;148.0
-712.0;131.0;149.0;?;117.0;?;160.0
?;63.0;147.0;-239.0;126.0;353.0;?
-705.0;82.0;162.0;-451.0;115.0;?;161.0
-703.0;92.0;162.0;-478.0;136.0;355.0;181.0
-701.0;58.0;162.0;-372.0;166.0;319.0;162.0
-701.0;6.0;164.0;-130.0;179.0;?;?
-701.0;117.0;186.0;313.0;154.0;295.0;130.0
-701.0;210.0;216.0;517.0;146.0;308.0;109.0
-703.0;85.0;219.0;629.0;154.0;?;57.0
-707.0;6.0;235.0;653.0;139.0;243.0;52.0
-711.0;7.0;222.0;662.0;91.0;233.0;102.0
-715.0;-34.0;186.0;555.0;119.0;170.0;114.0
-718.0;19.0;181.0;488.0;?;151.0;134.0
-722.0;24.0;200.0;531.0;170.0;146.0;147.0
-725.0;?;235.0;468.0;177.0;160.0;165.0
-728.0;175.0;251.0;383.0;193.0;184.0;173.0
-732.0;70.0;261.0;?;192.0;220.0;?
-734.0;80.0;267.0;166.0;141.0;233.0;40.0
?;166.0;205.0;29.0;66.0;224.0;71.0
-738.0;137.0;177.0;61.0;?;190.0;93.0
-739.0;65.0;212.0;305.0;84.0;170.0;123.0
-738.0;120.0;248.0;?;94.0;164.0;132.0
-736.0;74.0;255.0;?;110.0;?;?
-735.0;134.0;293.0;581.0;?;188.0;?
-733.0;9.0;350.0;652.0;?;167.0;120.0
-732.0;71.0;?;570.0;147.0;137.0;111.0
-730.0;13.0;321.0;635.0;176.0;129.0;?
?;55.0;305.0;371.0;175.0;106.0;104.0
-726.0;-21.0;290.0;72.0;152.0;92.0;126.0
-723.0;119.0;300.0;178.0;141.0;131.0;128.0
-719.0;76.0;322.0;508.0;145.0;155.0;148.0
-715.0;14.0;354.0;571.0;132.0;164.0;133.0
-710.0;?;352.0;556.0;152.0;176.0;148.0
-705.0;-51.0;365.0;455.0;186.0;173.0;150.0
-701.0;-73.0;370.0;382.0;197.0;143.0;172.0
-697.0;-75.0;348.0;115.0;204.0;124.0;189.0
-692.0;-28.0;335.0;-99.0;218.0;115.0;?
-686.0;?;349.0;-155.0;206.0;134.0;207.0
-680.0;-56.0;370.0;41.0;217.0;153.0;203.0
-674.0;6.0;381.0;430.0;?;169.0;183.0
-668.0;57.0;399.0;550.0;219.0;148.0;175.0
-661.0;-4.0;396.0;317.0;178.0;107.0;239.0
-651.0;-46.0;402.0;?;193.0;?;196.0
-644.0;-81.0;451.0;-7.0;251.0;206.0;159.0
-640.0;-25.0;?;46.0;?;133.0;199.0
-636.0;13.0;372.0;-94.0;180.0;?;?
-632.0;-12.0;376.0;-181.0;218.0;146.0;159.0
-628.0;28.0;397.0;?;201.0;142.0;150.0
-626.0;29.0;423.0;-243.0;208.0;105.0;169.0
-624.0;71.0;423.0;-143.0;238.0;88.0;160.0
-622.0;-73.0;438.0;-56.0;239.0;102.0;?
-623.0;-63.0;452.0;-165.0;224.0;100.0;162.0
?;-101.0;422.0;?;237.0;59.0;178.0
-626.0;-54.0;392.0;-159.0;263.0;32.0;142.0
-627.0;-63.0;373.0;-36.0;267.0;28.0;127.0
-628.0;-66.0;?;174.0;258.0;32.0;?
-628.0;5.0;346.0;343.0;278.0;62.0;117.0
-627.0;128.0;381.0;733.0;252.0;48.0;113.0
-624.0;130.0;390.0;455.0;209.0;34.0;151.0
-617.0;135.0;367.0;25.0;183.0;55.0;157.0
-608.0;?;351.0;?;146.0;122.0;179.0
-599.0;95.0;?;-142.0;131.0;188.0;215.0
-591.0;140.0;336.0;-288.0;137.0;222.0;287.0
-581.0;-37.0;381.0;-284.0;177.0;273.0;319.0
-575.0;-120.0;414.0;-588.0;246.0;?;329.0
-572.0;-193.0;316.0;-613.0;317.0;391.0;330.0
-571.0;-118.0;237.0;-302.0;356.0;383.0;?
-569.0;-49.0;211.0;-280.0;?;367.0;464.0
-562.0;-30.0;225.0;-239.0;370.0;333.0;536.0
-551.0;-118.0;246.0;-75.0;400.0;371.0;587.0
-537.0;-55.0;281.0;83.0;409.0;461.0;553.0
?;-54.0;?;188.0;407.0;495.0;522.0
-514.0;12.0;297.0;386.0;411.0;521.0;464.0
-508.0;26.0;286.0;484.0;404.0;521.0;451.0
-504.0;9.0;281.0;212.0;?;480.0;418.0
-502.0;?;316.0;-109.0;411.0;453.0;453.0
-502.0;-82.0;327.0;-326.0;418.0;417.0;421.0
-504.0;-162.0;295.0;-479.0;417.0;383.0;453.0
-507.0;-137.0;259.0;?;433.0;?;416.0
-509.0;-131.0;247.0;-545.0;413.0;347.0;394.0
-511.0;-151.0;260.0;-480.0;433.0;329.0;429.0
-513.0;-224.0;262.0;-439.0;?;?;430.0
-511.0;-199.0;265.0;-339.0;456.0;229.0;409.0
-507.0;-138.0;260.0;-324.0;472.0;238.0;414.0
-498.0;-88.0;232.0;-433.0;446.0;264.0;453.0
-486.0;15.0;223.0;-322.0;433.0;349.0;444.0
-474.0;92.0;201.0;-180.0;420.0;447.0;427.0
-465.0;?;197.0;?;392.0;565.0;411.0
-461.0;280.0;208.0;-93.0;349.0;620.0;?
?;193.0;217.0;71.0;284.0;621.0;335.0
-468.0;163.0;?;56.0;255.0;653.0;288.0
?;140.0;152.0;-71.0;242.0;604.0;278.0
-493.0;167.0;63.0;21.0;197.0;565.0;302.0
-505.0;133.0;41.0;70.0;191.0;519.0;329.0
-513.0;129.0;38.0;226.0;228.0;519.0;298.0
-519.0;246.0;102.0;316.0;229.0;485.0;304.0
-524.0;70.0;156.0;319.0;190.0;436.0;329.0
-528.0;82.0;146.0;274.0;189.0;415.0;330.0
-533.0;103.0;120.0;199.0;204.0;455.0;341.0
-541.0;?;?;182.0;228.0;503.0;360.0
?;12.0;64.0;156.0;?;521.0;375.0
-557.0;-90.0;73.0;42.0;270.0;517.0;?
-562.0;-136.0;88.0;-77.0;296.0;493.0;382.0
-564.0;?;85.0;-72.0;327.0;454.0;?
-560.0;-16.0;97.0;-15.0;330.0;438.0;486.0
-550.0;5.0;123.0;149.0;347.0;466.0;534.0
-537.0;-42.0;148.0;367.0;369.0;505.0;550.0
-521.0;27.0;149.0;586.0;?;544.0;548.0
-502.0;48.0;227.0;558.0;474.0;535.0;508.0
-477.0;43.0;405.0;470.0;474.0;466.0;432.0
-456.0;-69.0;569.0;457.0;475.0;456.0;265.0
?;-127.0;516.0;158.0;?;470.0;131.0
-462.0;33.0;?;-116.0;352.0;369.0;90.0
-470.0;?;338.0;-158.0;225.0;150.0;?
-471.0;152.0;294.0;-56.0;194.0;?;263.0
-464.0;202.0;207.0;-19.0;219.0;155.0;312.0
?;106.0;197.0;-41.0;285.0;290.0;336.0
-452.0;102.0;202.0;-45.0;298.0;345.0;?
-449.0;?;226.0;-112.0;253.0;325.0;?
?;14.0;291.0;-177.0;243.0;359.0;503.0
-462.0;-82.0;317.0;-196.0;314.0;391.0;?
-475.0;?;295.0;-140.0;373.0;405.0;526.0
?;-183.0;264.0;-70.0;436.0;?;539.0
-509.0;-59.0;233.0;-49.0;458.0;472.0;528.0
