InertialMeasurementUnit LUA accY;InertialMeasurementUnit LLA Quaternion2;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit RUA accY;Accelerometer LUA^ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accX;Accelerometer RUA^ accZ
178.0;467.0;804.0;?;-276.0;-55.0;754.0;-720.0;-104.0
159.0;468.0;770.0;457.0;-208.0;-8.0;755.0;-696.0;-74.0
122.0;471.0;747.0;444.0;-189.0;38.0;725.0;-683.0;-131.0
85.0;472.0;700.0;428.0;?;56.0;710.0;-666.0;-158.0
99.0;470.0;720.0;413.0;?;?;711.0;-647.0;-145.0
90.0;469.0;723.0;453.0;?;?;678.0;-640.0;-187.0
47.0;468.0;680.0;411.0;-307.0;-35.0;728.0;?;-218.0
153.0;463.0;742.0;427.0;-338.0;-1.0;763.0;?;-311.0
226.0;452.0;685.0;408.0;-422.0;?;730.0;-672.0;-428.0
193.0;441.0;675.0;379.0;-532.0;13.0;709.0;-636.0;-581.0
193.0;?;650.0;?;-676.0;-1.0;764.0;-628.0;?
276.0;?;682.0;?;-809.0;50.0;783.0;-637.0;-395.0
293.0;?;?;?;-620.0;52.0;768.0;-657.0;-289.0
304.0;430.0;620.0;324.0;-482.0;129.0;663.0;-653.0;?
236.0;433.0;612.0;430.0;-363.0;-38.0;696.0;-599.0;-200.0
287.0;432.0;663.0;432.0;-310.0;-37.0;729.0;-614.0;-231.0
419.0;432.0;637.0;458.0;-351.0;-1.0;?;-664.0;-307.0
400.0;426.0;655.0;365.0;-391.0;-24.0;750.0;-629.0;?
369.0;?;?;445.0;?;?;759.0;-659.0;-376.0
439.0;416.0;612.0;?;-513.0;104.0;698.0;-660.0;?
337.0;411.0;610.0;395.0;-542.0;135.0;665.0;?;-347.0
?;408.0;619.0;322.0;-518.0;85.0;704.0;-618.0;-359.0
365.0;403.0;619.0;314.0;-499.0;42.0;713.0;-615.0;-368.0
385.0;400.0;605.0;?;-500.0;68.0;714.0;-628.0;-390.0
372.0;395.0;?;333.0;-517.0;66.0;711.0;-629.0;-335.0
354.0;392.0;591.0;389.0;-503.0;64.0;716.0;-607.0;?
383.0;388.0;589.0;389.0;-482.0;41.0;695.0;-629.0;-349.0
?;385.0;586.0;377.0;-495.0;42.0;743.0;-626.0;?
395.0;382.0;581.0;349.0;-470.0;72.0;711.0;-631.0;-327.0
356.0;380.0;568.0;354.0;-473.0;56.0;709.0;-608.0;-348.0
358.0;377.0;544.0;342.0;-480.0;57.0;740.0;-609.0;-367.0
376.0;376.0;568.0;324.0;-479.0;?;747.0;-619.0;-376.0
382.0;375.0;573.0;354.0;-481.0;5.0;691.0;?;-370.0
353.0;374.0;?;376.0;-496.0;14.0;747.0;?;-352.0
371.0;373.0;597.0;382.0;-498.0;20.0;715.0;-641.0;-361.0
370.0;370.0;?;388.0;-487.0;16.0;751.0;-641.0;-362.0
?;368.0;563.0;319.0;-505.0;214.0;637.0;-643.0;-352.0
242.0;359.0;573.0;341.0;-519.0;303.0;649.0;?;-370.0
-28.0;346.0;615.0;387.0;-513.0;102.0;727.0;-594.0;?
140.0;339.0;559.0;255.0;-517.0;-72.0;804.0;-609.0;-334.0
412.0;320.0;544.0;263.0;-523.0;-26.0;812.0;-660.0;-314.0
421.0;307.0;502.0;449.0;-513.0;99.0;694.0;-623.0;-319.0
172.0;306.0;554.0;501.0;-510.0;92.0;681.0;-579.0;-304.0
74.0;305.0;602.0;473.0;-474.0;134.0;776.0;-611.0;-307.0
81.0;304.0;578.0;550.0;-496.0;213.0;723.0;-680.0;-207.0
?;305.0;579.0;537.0;-366.0;228.0;731.0;-627.0;-189.0
-50.0;305.0;592.0;536.0;-343.0;133.0;815.0;-639.0;-84.0
-20.0;302.0;544.0;536.0;?;?;711.0;-666.0;-116.0
-27.0;298.0;?;553.0;-229.0;203.0;?;-592.0;?
-42.0;294.0;557.0;498.0;-238.0;115.0;772.0;-617.0;-149.0
34.0;289.0;594.0;564.0;-269.0;161.0;776.0;-630.0;-122.0
49.0;287.0;602.0;?;-299.0;161.0;790.0;?;-102.0
17.0;290.0;563.0;627.0;?;207.0;771.0;-663.0;-33.0
-38.0;297.0;543.0;653.0;-206.0;190.0;684.0;?;40.0
-60.0;307.0;534.0;?;-141.0;79.0;665.0;-609.0;11.0
-38.0;317.0;573.0;667.0;-78.0;198.0;729.0;?;-54.0
?;329.0;649.0;608.0;-162.0;269.0;837.0;?;-95.0
-131.0;340.0;650.0;626.0;-243.0;168.0;900.0;-692.0;?
-108.0;350.0;656.0;617.0;-284.0;?;930.0;-688.0;-79.0
95.0;360.0;677.0;625.0;-251.0;289.0;893.0;-687.0;-70.0
-26.0;367.0;774.0;648.0;-222.0;301.0;996.0;-753.0;-41.0
-240.0;368.0;740.0;721.0;-191.0;273.0;902.0;?;?
-99.0;371.0;721.0;740.0;-203.0;106.0;843.0;-785.0;-113.0
-57.0;?;660.0;644.0;-241.0;154.0;711.0;-756.0;?
5.0;380.0;551.0;615.0;-283.0;269.0;?;-651.0;-130.0
-159.0;386.0;?;604.0;?;?;780.0;-547.0;-218.0
-64.0;398.0;832.0;775.0;?;-12.0;969.0;-652.0;-285.0
103.0;405.0;918.0;826.0;-414.0;119.0;999.0;-841.0;-267.0
169.0;412.0;717.0;738.0;-459.0;262.0;873.0;?;-240.0
64.0;418.0;717.0;582.0;-472.0;252.0;839.0;-726.0;-198.0
-68.0;417.0;?;591.0;?;241.0;781.0;-703.0;-194.0
-20.0;421.0;709.0;584.0;-369.0;232.0;763.0;-671.0;-147.0
-20.0;412.0;691.0;715.0;-340.0;302.0;705.0;-668.0;?
39.0;399.0;356.0;?;-338.0;420.0;454.0;-610.0;?
-183.0;396.0;386.0;729.0;-341.0;322.0;508.0;-302.0;-146.0
-268.0;391.0;604.0;?;-320.0;118.0;614.0;-361.0;-167.0
27.0;380.0;810.0;826.0;-337.0;5.0;939.0;?;-217.0
235.0;374.0;804.0;754.0;-354.0;-42.0;?;-835.0;-205.0
195.0;?;964.0;735.0;-369.0;-186.0;918.0;?;-171.0
196.0;376.0;991.0;841.0;-354.0;-141.0;889.0;-865.0;-97.0
303.0;373.0;779.0;705.0;-310.0;-37.0;856.0;-847.0;-100.0
173.0;371.0;898.0;713.0;-231.0;?;?;-722.0;-129.0
172.0;368.0;746.0;575.0;-269.0;?;724.0;-809.0;-140.0
40.0;357.0;?;399.0;-333.0;239.0;189.0;-677.0;-202.0
-102.0;352.0;559.0;647.0;-377.0;73.0;828.0;-564.0;-220.0
-116.0;336.0;?;1077.0;-409.0;-85.0;1352.0;?;-234.0
234.0;335.0;786.0;1017.0;-433.0;-69.0;895.0;-1123.0;-191.0
142.0;?;850.0;463.0;-391.0;-43.0;865.0;-799.0;-149.0
124.0;381.0;730.0;565.0;-349.0;119.0;699.0;?;-136.0
-89.0;?;686.0;?;-326.0;167.0;580.0;-693.0;-102.0
-179.0;435.0;645.0;657.0;-308.0;93.0;749.0;-587.0;?
-134.0;450.0;714.0;522.0;-299.0;251.0;?;-654.0;-167.0
-111.0;456.0;722.0;674.0;-343.0;233.0;821.0;-630.0;-138.0
-231.0;457.0;816.0;624.0;?;41.0;849.0;-717.0;?
-49.0;456.0;?;744.0;-310.0;123.0;875.0;-758.0;-66.0
-72.0;450.0;947.0;?;-266.0;-28.0;?;?;-35.0
13.0;?;753.0;756.0;-227.0;-97.0;930.0;-877.0;-38.0
55.0;448.0;959.0;498.0;-215.0;?;679.0;?;-80.0
84.0;478.0;1075.0;1779.0;?;-550.0;1435.0;-817.0;?
?;?;931.0;1168.0;-276.0;134.0;1068.0;-1345.0;25.0
427.0;475.0;-27.0;-289.0;-244.0;753.0;203.0;-729.0;-59.0
-831.0;498.0;1253.0;919.0;-206.0;?;1164.0;-18.0;-163.0
66.0;491.0;551.0;535.0;?;125.0;616.0;-1269.0;-48.0
185.0;496.0;807.0;492.0;-272.0;97.0;685.0;-497.0;-106.0
-90.0;503.0;643.0;604.0;-271.0;203.0;619.0;-664.0;-189.0
-32.0;501.0;?;543.0;-352.0;41.0;722.0;-644.0;-205.0
-36.0;488.0;?;581.0;-392.0;75.0;727.0;-642.0;?
81.0;481.0;737.0;526.0;-420.0;110.0;?;-656.0;-190.0
-19.0;474.0;?;531.0;-442.0;132.0;792.0;-674.0;-188.0
13.0;471.0;743.0;527.0;-419.0;175.0;759.0;-692.0;-168.0
-13.0;468.0;777.0;566.0;-396.0;130.0;793.0;-680.0;-182.0
-35.0;461.0;767.0;595.0;-394.0;145.0;766.0;-712.0;-237.0
22.0;460.0;748.0;698.0;-417.0;?;707.0;-702.0;-282.0
?;461.0;717.0;780.0;-465.0;110.0;696.0;-711.0;-303.0
-117.0;460.0;806.0;884.0;-511.0;-27.0;960.0;-713.0;-312.0
85.0;454.0;969.0;480.0;-532.0;-175.0;1031.0;-788.0;-259.0
345.0;455.0;848.0;419.0;-522.0;49.0;894.0;-941.0;?
180.0;444.0;923.0;727.0;-426.0;-23.0;?;-862.0;-105.0
55.0;403.0;963.0;474.0;-323.0;-12.0;?;-971.0;?
225.0;373.0;880.0;659.0;-267.0;113.0;954.0;-863.0;-47.0
112.0;354.0;899.0;592.0;-238.0;31.0;?;-825.0;-24.0
73.0;339.0;938.0;510.0;-227.0;24.0;872.0;-907.0;57.0
96.0;315.0;855.0;?;?;93.0;965.0;-856.0;16.0
12.0;308.0;1003.0;1099.0;-160.0;-83.0;?;?;10.0
115.0;302.0;1032.0;?;-172.0;-67.0;1081.0;-1040.0;28.0
125.0;282.0;?;1131.0;-139.0;-79.0;1079.0;-1034.0;181.0
39.0;261.0;1009.0;852.0;-121.0;?;1093.0;-1000.0;275.0
165.0;235.0;945.0;735.0;60.0;-138.0;936.0;-1006.0;336.0
260.0;211.0;910.0;794.0;205.0;-48.0;918.0;-889.0;361.0
130.0;197.0;911.0;744.0;286.0;-38.0;907.0;-858.0;339.0
80.0;201.0;861.0;?;306.0;28.0;902.0;-865.0;230.0
95.0;219.0;830.0;1188.0;223.0;97.0;871.0;?;221.0
-91.0;?;851.0;1362.0;111.0;26.0;924.0;-822.0;147.0
-117.0;242.0;?;1411.0;20.0;?;1070.0;-839.0;149.0
74.0;242.0;1027.0;1472.0;-21.0;-204.0;1127.0;-953.0;168.0
200.0;243.0;1013.0;1384.0;-44.0;-236.0;1084.0;-964.0;192.0
250.0;250.0;?;1208.0;16.0;-144.0;1069.0;-974.0;145.0
164.0;261.0;964.0;1125.0;14.0;-113.0;1076.0;-954.0;145.0
131.0;279.0;915.0;1038.0;12.0;-93.0;1014.0;-941.0;119.0
105.0;309.0;897.0;1002.0;?;-80.0;935.0;-901.0;128.0
47.0;348.0;845.0;971.0;-61.0;-40.0;865.0;-852.0;?
0.0;388.0;830.0;971.0;-46.0;-36.0;?;-794.0;138.0
?;422.0;793.0;912.0;-60.0;32.0;707.0;-788.0;108.0
32.0;?;779.0;?;-50.0;-2.0;718.0;-736.0;134.0
1.0;450.0;914.0;?;-28.0;11.0;847.0;?;125.0
0.0;451.0;900.0;1040.0;23.0;128.0;879.0;-876.0;59.0
-37.0;443.0;887.0;958.0;-2.0;21.0;916.0;-875.0;67.0
78.0;425.0;1025.0;1016.0;-89.0;-78.0;1097.0;-872.0;91.0
191.0;399.0;1008.0;1111.0;-15.0;-99.0;1113.0;-997.0;16.0
222.0;370.0;940.0;1100.0;-38.0;-185.0;1069.0;-994.0;19.0
358.0;343.0;940.0;1116.0;-119.0;-183.0;1115.0;-920.0;77.0
397.0;323.0;996.0;1180.0;-63.0;?;1136.0;-965.0;74.0
?;311.0;924.0;1205.0;-58.0;-42.0;1046.0;-1032.0;?
?;312.0;779.0;1034.0;-78.0;28.0;878.0;-978.0;34.0
87.0;321.0;709.0;893.0;-116.0;70.0;770.0;-827.0;66.0
29.0;331.0;633.0;840.0;-68.0;82.0;709.0;-699.0;113.0
-8.0;339.0;640.0;854.0;25.0;119.0;?;-638.0;101.0
-48.0;343.0;726.0;890.0;40.0;67.0;780.0;-649.0;?
-35.0;343.0;817.0;927.0;48.0;75.0;829.0;-713.0;89.0
-34.0;338.0;840.0;962.0;27.0;104.0;870.0;-764.0;87.0
-27.0;328.0;776.0;902.0;5.0;86.0;817.0;-790.0;69.0
10.0;316.0;733.0;862.0;-44.0;-13.0;?;-744.0;?
?;306.0;750.0;874.0;-49.0;-7.0;726.0;-694.0;165.0
51.0;300.0;798.0;960.0;25.0;-88.0;805.0;?;207.0
123.0;296.0;998.0;1131.0;80.0;?;1031.0;-759.0;197.0
294.0;292.0;1184.0;1320.0;136.0;-274.0;1271.0;-970.0;162.0
403.0;290.0;1272.0;1388.0;77.0;-237.0;1312.0;-1169.0;144.0
320.0;293.0;1260.0;1332.0;?;-202.0;1316.0;-1247.0;124.0
280.0;300.0;1219.0;1310.0;-48.0;-247.0;1236.0;-1234.0;-108.0
302.0;307.0;?;1204.0;-67.0;-187.0;?;-1151.0;-323.0
352.0;311.0;923.0;1053.0;-372.0;-101.0;995.0;-1030.0;?
140.0;314.0;977.0;1045.0;-540.0;-226.0;961.0;?;-194.0
185.0;314.0;1029.0;1133.0;-455.0;-258.0;?;-928.0;-32.0
280.0;311.0;1031.0;1155.0;-332.0;-319.0;1036.0;-969.0;78.0
386.0;305.0;939.0;1051.0;-127.0;-250.0;991.0;-1002.0;121.0
348.0;300.0;863.0;984.0;-9.0;-190.0;903.0;-938.0;175.0
261.0;301.0;835.0;931.0;33.0;-170.0;849.0;-852.0;?
225.0;308.0;840.0;897.0;104.0;?;845.0;-825.0;293.0
229.0;316.0;811.0;890.0;193.0;-194.0;819.0;-794.0;309.0
235.0;321.0;847.0;942.0;190.0;-213.0;827.0;-782.0;312.0
244.0;323.0;?;963.0;194.0;-203.0;?;-816.0;279.0
254.0;325.0;878.0;955.0;183.0;-223.0;854.0;-830.0;321.0
265.0;329.0;896.0;984.0;167.0;-182.0;865.0;-833.0;?
251.0;333.0;892.0;?;204.0;-137.0;847.0;?;276.0
226.0;335.0;?;1006.0;240.0;-104.0;863.0;?;392.0
198.0;333.0;987.0;?;281.0;-190.0;938.0;-880.0;600.0
231.0;329.0;1109.0;1101.0;456.0;-294.0;1085.0;-942.0;289.0
358.0;322.0;1192.0;1234.0;?;-275.0;?;?;-25.0
405.0;313.0;1130.0;1305.0;164.0;-276.0;1231.0;-1153.0;-228.0
469.0;305.0;1046.0;1138.0;-153.0;-271.0;1186.0;-1152.0;-227.0
536.0;303.0;1111.0;1173.0;-340.0;-239.0;1152.0;-1043.0;-262.0
449.0;308.0;1157.0;1215.0;-426.0;-216.0;1100.0;-1089.0;-64.0
334.0;312.0;995.0;1150.0;-352.0;-167.0;1036.0;-1111.0;75.0
332.0;?;991.0;1055.0;-138.0;-184.0;1015.0;-996.0;198.0
329.0;?;1002.0;1066.0;82.0;-234.0;1042.0;-977.0;106.0
403.0;329.0;1000.0;1071.0;132.0;-218.0;1068.0;-980.0;76.0
405.0;338.0;957.0;1025.0;89.0;-263.0;1000.0;-974.0;39.0
407.0;350.0;879.0;971.0;-53.0;-216.0;886.0;-923.0;53.0
377.0;364.0;819.0;?;?;-147.0;854.0;-873.0;-3.0
298.0;375.0;788.0;994.0;-86.0;?;813.0;?;24.0
?;388.0;789.0;936.0;-125.0;?;797.0;-794.0;65.0
164.0;395.0;793.0;811.0;-104.0;-50.0;838.0;-765.0;118.0
175.0;399.0;799.0;?;-65.0;-50.0;813.0;-769.0;194.0
169.0;405.0;802.0;886.0;13.0;-103.0;803.0;-767.0;205.0
204.0;414.0;?;?;74.0;-147.0;811.0;-794.0;135.0
253.0;422.0;?;?;76.0;-238.0;871.0;-763.0;90.0
325.0;429.0;982.0;?;-4.0;-321.0;1038.0;-845.0;48.0
493.0;431.0;1079.0;1157.0;-50.0;-406.0;?;-979.0;-4.0
704.0;429.0;1139.0;1227.0;-177.0;-400.0;1247.0;-1112.0;-83.0
?;425.0;1017.0;1180.0;-188.0;-338.0;1118.0;-1188.0;-154.0
703.0;418.0;951.0;1139.0;-272.0;-289.0;1074.0;?;-178.0
648.0;409.0;?;1235.0;-320.0;-191.0;?;-1046.0;-221.0
563.0;401.0;917.0;1150.0;-337.0;-88.0;1088.0;-1091.0;-108.0
489.0;394.0;805.0;?;-480.0;-38.0;956.0;-1027.0;-24.0
453.0;387.0;711.0;878.0;-292.0;-30.0;852.0;-907.0;-123.0
388.0;380.0;708.0;854.0;-240.0;-122.0;911.0;-815.0;-92.0
473.0;373.0;794.0;915.0;-332.0;-243.0;961.0;-802.0;-29.0
598.0;365.0;798.0;1033.0;?;-248.0;991.0;-882.0;-134.0
?;360.0;750.0;1043.0;-280.0;-205.0;?;-920.0;-153.0
620.0;357.0;727.0;976.0;-345.0;-235.0;914.0;?;-26.0
607.0;355.0;738.0;?;-287.0;-216.0;882.0;-844.0;-222.0
596.0;355.0;713.0;952.0;-266.0;-157.0;893.0;-849.0;-117.0
567.0;?;758.0;999.0;-440.0;-227.0;932.0;-823.0;198.0
609.0;352.0;?;1042.0;-114.0;?;?;-862.0;118.0
676.0;352.0;961.0;1078.0;37.0;-361.0;1124.0;-934.0;-64.0
783.0;351.0;974.0;1087.0;-135.0;-363.0;1126.0;-1029.0;-116.0
?;?;900.0;1121.0;-277.0;-282.0;1047.0;-1034.0;-17.0
?;347.0;859.0;1043.0;?;-330.0;?;-990.0;8.0
690.0;352.0;984.0;1068.0;?;-334.0;1086.0;-923.0;79.0
704.0;359.0;927.0;1118.0;-40.0;-328.0;1060.0;?;74.0
?;364.0;883.0;1054.0;-154.0;-308.0;?;-993.0;9.0
698.0;370.0;941.0;1128.0;-85.0;-298.0;1012.0;-956.0;-56.0
694.0;?;856.0;1063.0;-261.0;-144.0;912.0;-1018.0;?
607.0;381.0;678.0;824.0;-237.0;-15.0;775.0;-902.0;31.0
406.0;391.0;525.0;632.0;-157.0;?;?;-711.0;?
?;406.0;554.0;625.0;-175.0;-12.0;581.0;-518.0;-103.0
151.0;415.0;622.0;?;-310.0;-187.0;635.0;-486.0;76.0
245.0;423.0;874.0;?;-285.0;-465.0;776.0;-555.0;86.0
412.0;427.0;1032.0;1002.0;-97.0;-552.0;?;-751.0;-236.0
571.0;428.0;1064.0;?;-312.0;-540.0;982.0;-907.0;-101.0
598.0;428.0;1096.0;1101.0;-386.0;-475.0;907.0;-1023.0;-255.0
589.0;426.0;1078.0;930.0;-327.0;-607.0;867.0;-1000.0;-318.0
571.0;413.0;1206.0;983.0;-371.0;-587.0;952.0;-953.0;-229.0
612.0;392.0;1270.0;1248.0;-414.0;-639.0;1186.0;-1023.0;-39.0
601.0;366.0;1426.0;1453.0;-229.0;-840.0;1366.0;-1190.0;?
739.0;336.0;1395.0;1368.0;-135.0;-775.0;1370.0;?;73.0
768.0;?;1396.0;1322.0;3.0;-659.0;1357.0;-1338.0;2.0
?;280.0;1348.0;1509.0;-84.0;-662.0;1361.0;-1346.0;24.0
650.0;254.0;1280.0;1175.0;-66.0;-522.0;1261.0;-1341.0;-144.0
599.0;234.0;1285.0;953.0;-95.0;-476.0;1173.0;-1216.0;-258.0
?;217.0;1105.0;?;-171.0;?;1201.0;-1097.0;-317.0
558.0;?;1110.0;?;-376.0;-572.0;?;-1120.0;-342.0
428.0;175.0;903.0;757.0;?;-312.0;844.0;-993.0;-250.0
363.0;153.0;938.0;660.0;?;-451.0;853.0;-846.0;-175.0
390.0;157.0;965.0;520.0;-420.0;-318.0;850.0;-837.0;?
251.0;150.0;971.0;760.0;-304.0;-571.0;992.0;-854.0;-92.0
461.0;136.0;1039.0;739.0;-285.0;?;965.0;-922.0;-119.0
506.0;129.0;937.0;753.0;-352.0;?;882.0;-959.0;-91.0
341.0;130.0;943.0;713.0;-302.0;-485.0;?;-846.0;-125.0
464.0;?;917.0;776.0;-300.0;-412.0;888.0;-902.0;-165.0
?;122.0;1056.0;927.0;-355.0;-534.0;974.0;-851.0;-64.0
467.0;114.0;1047.0;803.0;-270.0;-509.0;963.0;-996.0;-242.0
?;106.0;1061.0;839.0;-290.0;?;1031.0;-940.0;-250.0
?;99.0;1024.0;833.0;?;-407.0;995.0;-982.0;-233.0
470.0;93.0;967.0;?;-393.0;-421.0;989.0;-976.0;-210.0
405.0;90.0;1018.0;926.0;-390.0;-513.0;961.0;-917.0;-193.0
456.0;82.0;1008.0;855.0;-366.0;?;1007.0;-941.0;-262.0
538.0;79.0;983.0;?;-381.0;-519.0;935.0;?;-251.0
532.0;?;945.0;842.0;-430.0;?;909.0;-940.0;-254.0
?;87.0;1024.0;913.0;-425.0;?;938.0;-899.0;-258.0
526.0;83.0;1028.0;913.0;-441.0;-544.0;951.0;-942.0;-247.0
539.0;79.0;1007.0;881.0;?;-527.0;?;-966.0;-246.0
508.0;78.0;1027.0;?;-418.0;?;937.0;-954.0;-240.0
507.0;79.0;1029.0;?;-412.0;-579.0;979.0;-938.0;-293.0
?;77.0;1029.0;844.0;-454.0;-544.0;956.0;-958.0;?
540.0;75.0;988.0;841.0;-478.0;-490.0;943.0;-944.0;-235.0
483.0;72.0;973.0;951.0;-442.0;-533.0;926.0;-926.0;-311.0
450.0;66.0;1007.0;894.0;?;-533.0;998.0;-911.0;-363.0
488.0;57.0;1043.0;835.0;-501.0;-515.0;1034.0;-960.0;-278.0
529.0;51.0;1045.0;904.0;?;?;1000.0;-997.0;-289.0
488.0;50.0;1034.0;937.0;-428.0;-582.0;958.0;-979.0;-302.0
499.0;50.0;1024.0;901.0;-454.0;-591.0;914.0;-963.0;-294.0
541.0;50.0;?;?;-464.0;?;963.0;-943.0;-253.0
?;49.0;?;896.0;-433.0;-560.0;?;-952.0;?
534.0;49.0;1003.0;875.0;-441.0;-584.0;958.0;-959.0;-289.0
508.0;48.0;1023.0;885.0;-464.0;-580.0;951.0;-946.0;-278.0
532.0;48.0;992.0;912.0;-468.0;?;955.0;-951.0;?
498.0;45.0;1013.0;873.0;-454.0;?;954.0;-951.0;-347.0
484.0;42.0;1003.0;919.0;-476.0;-500.0;926.0;?;-396.0
464.0;38.0;1008.0;908.0;-558.0;-526.0;960.0;-947.0;?
463.0;33.0;1010.0;921.0;-553.0;-539.0;942.0;-946.0;-265.0
463.0;29.0;1029.0;930.0;-477.0;-567.0;972.0;-954.0;-284.0
497.0;25.0;1028.0;932.0;-430.0;-544.0;983.0;-961.0;-212.0
506.0;22.0;1027.0;886.0;-416.0;-545.0;989.0;-966.0;-209.0
508.0;19.0;1003.0;910.0;-356.0;-531.0;958.0;-973.0;-268.0
487.0;16.0;987.0;891.0;-348.0;-532.0;981.0;-961.0;-378.0
493.0;?;1011.0;906.0;-452.0;-545.0;991.0;-954.0;-355.0
507.0;7.0;1004.0;891.0;-544.0;-499.0;980.0;-974.0;-293.0
?;5.0;971.0;874.0;-491.0;-538.0;930.0;-962.0;-289.0
485.0;0.0;975.0;903.0;-429.0;?;956.0;-938.0;-243.0
467.0;-1.0;1023.0;844.0;?;-565.0;1044.0;-928.0;?
?;-1.0;1032.0;911.0;-379.0;-461.0;999.0;-983.0;-258.0
483.0;-2.0;?;880.0;-379.0;?;1010.0;-999.0;-219.0
479.0;?;1073.0;882.0;-351.0;-532.0;1009.0;-1011.0;?
526.0;-5.0;1031.0;895.0;-334.0;-549.0;1045.0;-1014.0;-297.0
547.0;-7.0;1037.0;873.0;-336.0;-510.0;1010.0;-1003.0;-323.0
509.0;-7.0;?;846.0;-396.0;-487.0;995.0;-1005.0;?
501.0;-8.0;1033.0;863.0;-425.0;?;977.0;-972.0;-261.0
510.0;-8.0;1037.0;933.0;-441.0;?;1036.0;-960.0;-165.0
508.0;-8.0;986.0;832.0;?;-576.0;1005.0;-991.0;-355.0
581.0;-11.0;1015.0;947.0;-330.0;-528.0;991.0;-999.0;-359.0
544.0;?;1027.0;960.0;?;-518.0;?;-983.0;-395.0
500.0;-5.0;?;1018.0;-496.0;-612.0;1087.0;-964.0;-366.0
549.0;-1.0;?;1215.0;-492.0;-697.0;1101.0;-1055.0;-346.0
644.0;4.0;1172.0;981.0;-498.0;-703.0;1102.0;?;-348.0
713.0;?;1105.0;1197.0;-533.0;-672.0;1133.0;-1115.0;?
641.0;19.0;1129.0;1068.0;-472.0;-674.0;1109.0;-1127.0;-431.0
591.0;36.0;1066.0;?;-458.0;-534.0;?;-1094.0;-373.0
591.0;57.0;1115.0;955.0;-539.0;-538.0;972.0;-1014.0;-264.0
514.0;72.0;1062.0;907.0;-396.0;-608.0;?;?;-413.0
558.0;80.0;1099.0;861.0;-388.0;-609.0;969.0;-968.0;-393.0
677.0;89.0;1087.0;?;-540.0;-593.0;1026.0;-963.0;-384.0
631.0;94.0;?;1132.0;-477.0;-589.0;1014.0;-1009.0;-298.0
618.0;?;1054.0;1002.0;-445.0;-533.0;1031.0;-1059.0;-372.0
641.0;96.0;?;1070.0;-411.0;-559.0;1086.0;-1028.0;-346.0
678.0;90.0;1116.0;1170.0;-533.0;-631.0;1120.0;-1052.0;-160.0
686.0;83.0;1132.0;1177.0;-496.0;-713.0;1139.0;-1107.0;-271.0
790.0;?;1224.0;1233.0;-278.0;-833.0;1287.0;-1121.0;?
910.0;70.0;1233.0;1567.0;-329.0;-697.0;1201.0;-1243.0;-333.0
907.0;?;1137.0;1219.0;-356.0;?;1128.0;-1271.0;-324.0
828.0;92.0;1080.0;?;-443.0;?;1014.0;-1138.0;-272.0
836.0;?;946.0;956.0;-429.0;-385.0;907.0;-1042.0;-169.0
708.0;?;?;920.0;-315.0;-295.0;873.0;-949.0;-229.0
576.0;126.0;832.0;867.0;?;-316.0;900.0;-860.0;-373.0
533.0;143.0;848.0;925.0;-367.0;-325.0;910.0;-836.0;-276.0
588.0;154.0;788.0;859.0;-518.0;-407.0;837.0;-881.0;-238.0
594.0;?;795.0;847.0;-386.0;-443.0;855.0;-824.0;?
645.0;156.0;819.0;867.0;-343.0;-412.0;865.0;-815.0;-239.0
658.0;162.0;770.0;875.0;-286.0;-297.0;841.0;-851.0;-244.0
590.0;174.0;763.0;856.0;-391.0;?;814.0;-821.0;-327.0
528.0;185.0;772.0;838.0;-383.0;-281.0;829.0;-815.0;-252.0
536.0;193.0;814.0;851.0;-502.0;-310.0;921.0;-824.0;-211.0
578.0;195.0;862.0;949.0;-381.0;?;998.0;-864.0;-208.0
663.0;199.0;909.0;951.0;-310.0;-444.0;1049.0;-956.0;-246.0
766.0;204.0;976.0;1028.0;-349.0;-526.0;1099.0;-976.0;?
?;?;984.0;1045.0;-445.0;-535.0;1108.0;-1038.0;-95.0
868.0;209.0;980.0;1016.0;-443.0;-442.0;1054.0;-1063.0;-99.0
870.0;213.0;927.0;1019.0;-212.0;-364.0;1068.0;-1069.0;-203.0
777.0;218.0;832.0;?;-319.0;-295.0;961.0;?;-162.0
673.0;225.0;815.0;841.0;-347.0;?;908.0;-965.0;-99.0
643.0;228.0;836.0;?;-322.0;-305.0;952.0;-905.0;-238.0
640.0;228.0;793.0;874.0;-286.0;?;930.0;-924.0;-135.0
645.0;227.0;?;877.0;-388.0;-344.0;976.0;-915.0;?
676.0;228.0;857.0;903.0;-269.0;-370.0;1001.0;-928.0;-49.0
706.0;228.0;?;971.0;-225.0;-364.0;988.0;-954.0;-121.0
704.0;227.0;833.0;948.0;-209.0;?;?;-958.0;-31.0
704.0;225.0;789.0;929.0;-273.0;-342.0;935.0;-950.0;?
701.0;224.0;801.0;912.0;?;-381.0;930.0;-929.0;-92.0
698.0;224.0;802.0;?;-231.0;-365.0;943.0;-914.0;?
691.0;224.0;807.0;954.0;-269.0;-300.0;924.0;-926.0;?
660.0;?;804.0;911.0;?;-312.0;960.0;-924.0;-73.0
?;227.0;822.0;933.0;-295.0;-299.0;962.0;-934.0;15.0
660.0;229.0;821.0;927.0;-208.0;-285.0;997.0;-951.0;1.0
