InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LUA Quaternion1
556.0;769.0;-370.0;-626.0;720.0;465.0;-292.0;-754.0;-538.0
565.0;769.0;-360.0;-622.0;?;459.0;-280.0;?;-523.0
576.0;?;-350.0;-619.0;705.0;456.0;-267.0;-761.0;-505.0
585.0;771.0;?;-617.0;695.0;454.0;-253.0;-766.0;-490.0
587.0;773.0;?;?;684.0;452.0;-234.0;-773.0;?
584.0;777.0;-327.0;-614.0;671.0;451.0;-215.0;-778.0;-485.0
579.0;778.0;?;-616.0;655.0;451.0;-205.0;-781.0;-490.0
576.0;778.0;-338.0;-615.0;634.0;454.0;?;-784.0;-490.0
575.0;776.0;-341.0;-612.0;616.0;458.0;-200.0;-788.0;-484.0
572.0;777.0;-343.0;-605.0;607.0;?;-194.0;-793.0;-484.0
575.0;780.0;-333.0;-599.0;608.0;467.0;-173.0;-798.0;-483.0
586.0;783.0;-323.0;-598.0;623.0;464.0;-141.0;-798.0;-475.0
606.0;785.0;-302.0;-600.0;?;465.0;?;-796.0;-453.0
622.0;786.0;-283.0;-605.0;?;475.0;-84.0;-794.0;-430.0
631.0;786.0;-276.0;-613.0;646.0;493.0;-81.0;-790.0;-416.0
709.0;?;-173.0;-638.0;557.0;552.0;?;-743.0;-322.0
708.0;756.0;-172.0;-638.0;576.0;547.0;?;-747.0;-318.0
709.0;748.0;-169.0;-636.0;592.0;542.0;-13.0;-749.0;-308.0
712.0;740.0;-163.0;?;604.0;539.0;-20.0;-749.0;-294.0
715.0;732.0;-155.0;-628.0;612.0;536.0;-26.0;-748.0;-277.0
717.0;725.0;-146.0;-625.0;617.0;534.0;-32.0;-745.0;-262.0
?;720.0;-139.0;-621.0;?;531.0;-36.0;-742.0;?
717.0;714.0;-134.0;-619.0;621.0;526.0;-36.0;?;?
718.0;?;?;-617.0;619.0;520.0;-35.0;-741.0;?
719.0;?;-118.0;-615.0;616.0;516.0;-32.0;-745.0;-239.0
720.0;704.0;-105.0;-613.0;612.0;512.0;-25.0;?;-230.0
717.0;706.0;-103.0;-610.0;607.0;506.0;-19.0;-753.0;-232.0
714.0;710.0;-105.0;-609.0;602.0;497.0;-16.0;?;-236.0
714.0;714.0;-98.0;-607.0;591.0;491.0;-11.0;-758.0;-230.0
715.0;716.0;-89.0;-601.0;576.0;489.0;-1.0;-760.0;-220.0
715.0;717.0;-81.0;-595.0;562.0;493.0;20.0;-765.0;-212.0
718.0;713.0;-74.0;-591.0;573.0;489.0;?;-771.0;-208.0
726.0;704.0;-60.0;-590.0;588.0;484.0;67.0;?;?
731.0;693.0;?;-589.0;600.0;485.0;89.0;-772.0;?
735.0;?;-39.0;-590.0;605.0;497.0;93.0;-768.0;-161.0
741.0;681.0;-35.0;-594.0;607.0;513.0;86.0;-761.0;?
747.0;672.0;-32.0;-600.0;?;527.0;75.0;-755.0;-138.0
752.0;660.0;-25.0;-601.0;608.0;536.0;?;-744.0;-127.0
757.0;649.0;-18.0;?;611.0;537.0;51.0;-737.0;-114.0
759.0;640.0;-8.0;-602.0;612.0;532.0;38.0;-732.0;-98.0
751.0;543.0;240.0;-507.0;457.0;561.0;243.0;-633.0;91.0
748.0;?;246.0;-502.0;471.0;550.0;237.0;-634.0;93.0
745.0;541.0;253.0;-494.0;471.0;545.0;234.0;-628.0;93.0
744.0;538.0;257.0;-479.0;458.0;545.0;233.0;-610.0;89.0
743.0;?;259.0;-463.0;436.0;548.0;235.0;-590.0;83.0
739.0;531.0;264.0;-448.0;409.0;553.0;237.0;-573.0;79.0
735.0;529.0;271.0;-440.0;?;554.0;238.0;?;74.0
734.0;?;263.0;-439.0;360.0;552.0;235.0;-566.0;56.0
736.0;?;249.0;-439.0;347.0;?;225.0;-568.0;37.0
738.0;544.0;244.0;-439.0;345.0;545.0;216.0;-572.0;29.0
740.0;546.0;255.0;-439.0;355.0;541.0;223.0;?;37.0
742.0;544.0;268.0;-434.0;372.0;540.0;236.0;-571.0;57.0
743.0;538.0;275.0;-428.0;?;544.0;256.0;-563.0;75.0
740.0;529.0;287.0;-420.0;401.0;547.0;274.0;-550.0;93.0
739.0;519.0;292.0;-411.0;411.0;542.0;287.0;-537.0;106.0
740.0;507.0;297.0;-407.0;424.0;524.0;290.0;-542.0;117.0
740.0;496.0;301.0;-403.0;426.0;507.0;283.0;-549.0;?
740.0;?;300.0;-397.0;412.0;503.0;268.0;-546.0;134.0
737.0;480.0;294.0;-387.0;389.0;?;247.0;-537.0;140.0
734.0;478.0;290.0;-380.0;363.0;512.0;223.0;?;144.0
733.0;476.0;286.0;-373.0;336.0;520.0;201.0;-513.0;147.0
732.0;472.0;282.0;-367.0;311.0;527.0;182.0;-502.0;151.0
730.0;469.0;283.0;-361.0;268.0;534.0;165.0;-493.0;153.0
731.0;466.0;285.0;-360.0;230.0;539.0;156.0;-487.0;156.0
734.0;462.0;290.0;-360.0;200.0;?;158.0;-483.0;166.0
735.0;458.0;299.0;-357.0;178.0;?;169.0;-475.0;176.0
736.0;452.0;302.0;-346.0;153.0;547.0;185.0;-454.0;?
737.0;450.0;302.0;-332.0;117.0;551.0;205.0;-433.0;195.0
?;448.0;310.0;-328.0;80.0;554.0;235.0;-421.0;206.0
730.0;441.0;326.0;-334.0;54.0;558.0;268.0;-421.0;208.0
728.0;438.0;?;-347.0;50.0;561.0;285.0;-428.0;213.0
730.0;445.0;330.0;-364.0;60.0;565.0;282.0;-443.0;204.0
736.0;456.0;311.0;-382.0;92.0;571.0;268.0;-461.0;187.0
738.0;471.0;307.0;-400.0;?;574.0;251.0;-481.0;188.0
737.0;478.0;308.0;-414.0;169.0;572.0;245.0;-498.0;189.0
735.0;481.0;312.0;?;203.0;570.0;245.0;-510.0;192.0
734.0;?;318.0;-423.0;232.0;567.0;252.0;-515.0;199.0
734.0;487.0;322.0;?;258.0;563.0;257.0;-519.0;204.0
735.0;492.0;324.0;-419.0;281.0;?;262.0;-523.0;209.0
?;498.0;328.0;-417.0;300.0;553.0;269.0;?;213.0
732.0;?;335.0;-414.0;312.0;549.0;278.0;-521.0;216.0
730.0;511.0;344.0;-410.0;319.0;548.0;287.0;-520.0;219.0
728.0;513.0;355.0;-405.0;320.0;549.0;296.0;-517.0;225.0
727.0;511.0;364.0;-400.0;317.0;?;302.0;-513.0;230.0
726.0;507.0;371.0;-392.0;311.0;554.0;304.0;-505.0;232.0
724.0;502.0;375.0;-382.0;305.0;555.0;307.0;-494.0;233.0
722.0;?;377.0;-375.0;297.0;554.0;?;-484.0;?
718.0;485.0;380.0;-376.0;?;554.0;327.0;?;244.0
713.0;472.0;382.0;-377.0;274.0;554.0;342.0;-489.0;251.0
710.0;458.0;388.0;-378.0;254.0;?;351.0;-491.0;258.0
709.0;447.0;388.0;-379.0;241.0;558.0;353.0;-492.0;261.0
709.0;442.0;383.0;-379.0;?;560.0;346.0;-491.0;260.0
709.0;?;378.0;-378.0;235.0;561.0;330.0;?;255.0
709.0;441.0;373.0;-378.0;235.0;562.0;306.0;-489.0;252.0
708.0;443.0;371.0;-380.0;236.0;561.0;278.0;-495.0;259.0
707.0;439.0;371.0;-381.0;241.0;558.0;252.0;-502.0;270.0
706.0;425.0;369.0;-378.0;245.0;553.0;?;?;275.0
702.0;?;370.0;-373.0;248.0;548.0;228.0;-506.0;275.0
701.0;407.0;370.0;-366.0;239.0;?;210.0;-505.0;275.0
700.0;409.0;?;?;218.0;541.0;193.0;-505.0;277.0
698.0;411.0;366.0;-358.0;196.0;540.0;181.0;-506.0;277.0
696.0;418.0;?;-357.0;176.0;541.0;?;-508.0;279.0
696.0;426.0;377.0;-355.0;?;540.0;?;-505.0;284.0
695.0;429.0;?;-345.0;150.0;536.0;?;-489.0;292.0
695.0;433.0;383.0;-333.0;137.0;534.0;?;-471.0;298.0
?;441.0;380.0;-322.0;116.0;534.0;287.0;-452.0;303.0
696.0;447.0;385.0;-318.0;93.0;533.0;?;-441.0;312.0
691.0;446.0;401.0;-322.0;78.0;532.0;363.0;-442.0;329.0
690.0;442.0;405.0;?;78.0;533.0;387.0;-455.0;331.0
695.0;?;399.0;-348.0;93.0;537.0;397.0;-469.0;319.0
698.0;448.0;397.0;-357.0;116.0;542.0;391.0;-473.0;316.0
699.0;452.0;396.0;-362.0;141.0;546.0;377.0;?;319.0
?;451.0;398.0;-358.0;166.0;550.0;364.0;-461.0;325.0
693.0;446.0;403.0;?;184.0;551.0;356.0;-450.0;334.0
687.0;435.0;411.0;-343.0;196.0;551.0;355.0;-438.0;345.0
679.0;421.0;422.0;-333.0;200.0;550.0;356.0;-429.0;358.0
670.0;405.0;434.0;-322.0;196.0;546.0;361.0;-421.0;373.0
?;388.0;?;-312.0;184.0;542.0;369.0;-416.0;386.0
649.0;372.0;467.0;-303.0;165.0;540.0;378.0;-415.0;?
641.0;357.0;486.0;-297.0;149.0;535.0;389.0;-414.0;412.0
634.0;338.0;499.0;-285.0;141.0;528.0;406.0;?;428.0
626.0;315.0;512.0;-266.0;132.0;521.0;429.0;-391.0;445.0
616.0;292.0;524.0;-246.0;112.0;?;456.0;-371.0;462.0
607.0;275.0;535.0;-230.0;84.0;?;?;-354.0;478.0
598.0;268.0;544.0;-218.0;54.0;508.0;487.0;-338.0;493.0
592.0;266.0;547.0;-207.0;?;504.0;494.0;?;502.0
585.0;262.0;551.0;-202.0;-1.0;504.0;501.0;?;?
576.0;?;560.0;-202.0;?;505.0;504.0;-295.0;526.0
584.0;256.0;558.0;-203.0;-62.0;503.0;500.0;-286.0;516.0
592.0;258.0;552.0;-204.0;-84.0;502.0;491.0;-280.0;510.0
598.0;262.0;545.0;-207.0;-103.0;502.0;476.0;-275.0;501.0
608.0;269.0;536.0;-211.0;-120.0;504.0;455.0;-268.0;486.0
618.0;?;522.0;-218.0;-139.0;509.0;?;-263.0;473.0
629.0;291.0;509.0;-228.0;-155.0;514.0;394.0;-268.0;457.0
637.0;297.0;502.0;-240.0;?;518.0;364.0;-282.0;440.0
640.0;297.0;500.0;-249.0;-167.0;520.0;341.0;-300.0;430.0
640.0;290.0;?;-251.0;-169.0;516.0;?;-313.0;423.0
640.0;281.0;500.0;-252.0;-169.0;511.0;320.0;-327.0;415.0
772.0;699.0;261.0;-439.0;185.0;528.0;171.0;-563.0;124.0
771.0;700.0;266.0;-441.0;196.0;531.0;181.0;-563.0;120.0
771.0;696.0;272.0;-438.0;199.0;538.0;197.0;-560.0;117.0
770.0;688.0;277.0;-435.0;194.0;?;214.0;-556.0;117.0
767.0;680.0;284.0;-435.0;174.0;560.0;226.0;-553.0;122.0
765.0;673.0;287.0;-439.0;137.0;572.0;?;-555.0;119.0
767.0;672.0;275.0;?;110.0;581.0;228.0;-552.0;106.0
769.0;678.0;255.0;-443.0;89.0;590.0;210.0;-547.0;91.0
768.0;685.0;251.0;-448.0;73.0;594.0;193.0;-549.0;90.0
767.0;?;258.0;?;57.0;592.0;190.0;-556.0;102.0
768.0;668.0;267.0;-461.0;47.0;587.0;?;-567.0;120.0
769.0;649.0;276.0;-463.0;54.0;578.0;209.0;?;134.0
768.0;630.0;?;-458.0;75.0;570.0;207.0;-574.0;143.0
768.0;611.0;?;?;89.0;563.0;194.0;-569.0;146.0
?;593.0;276.0;-455.0;99.0;554.0;170.0;-568.0;141.0
773.0;573.0;279.0;-456.0;110.0;543.0;137.0;-570.0;154.0
776.0;548.0;277.0;-454.0;136.0;?;98.0;-573.0;158.0
775.0;525.0;273.0;-456.0;?;543.0;61.0;-583.0;154.0
769.0;522.0;267.0;-463.0;169.0;548.0;25.0;-598.0;155.0
769.0;528.0;256.0;-464.0;175.0;556.0;-8.0;-601.0;159.0
769.0;539.0;250.0;-461.0;172.0;561.0;-34.0;-595.0;162.0
770.0;554.0;245.0;-456.0;158.0;568.0;-56.0;-584.0;163.0
?;568.0;246.0;?;127.0;577.0;-56.0;-574.0;?
775.0;589.0;250.0;?;93.0;582.0;-37.0;-570.0;160.0
?;618.0;256.0;-444.0;69.0;?;-3.0;-558.0;162.0
773.0;?;248.0;-434.0;?;594.0;36.0;-547.0;161.0
771.0;686.0;247.0;-425.0;10.0;600.0;86.0;-536.0;155.0
768.0;707.0;250.0;-423.0;-16.0;?;152.0;-527.0;137.0
769.0;709.0;259.0;-431.0;-20.0;599.0;210.0;-538.0;116.0
774.0;708.0;240.0;-446.0;1.0;601.0;?;-556.0;78.0
779.0;715.0;?;-462.0;39.0;601.0;239.0;-575.0;45.0
782.0;729.0;?;-477.0;83.0;597.0;196.0;-594.0;?
?;738.0;166.0;-489.0;130.0;583.0;147.0;-612.0;-8.0
785.0;740.0;154.0;-493.0;174.0;565.0;104.0;-628.0;?
784.0;737.0;146.0;-489.0;216.0;551.0;85.0;?;-23.0
780.0;731.0;148.0;-482.0;258.0;541.0;85.0;-643.0;-20.0
776.0;723.0;157.0;-479.0;296.0;533.0;93.0;-648.0;-13.0
771.0;715.0;168.0;-479.0;329.0;525.0;105.0;-650.0;-7.0
767.0;707.0;180.0;-478.0;358.0;518.0;118.0;-655.0;0.0
764.0;697.0;195.0;-478.0;?;513.0;?;-660.0;8.0
760.0;685.0;210.0;-475.0;393.0;510.0;143.0;-664.0;?
752.0;672.0;227.0;?;395.0;517.0;161.0;-661.0;36.0
?;658.0;225.0;-467.0;370.0;533.0;?;?;33.0
748.0;647.0;218.0;-467.0;327.0;551.0;176.0;-648.0;29.0
746.0;639.0;215.0;?;279.0;568.0;171.0;?;35.0
740.0;630.0;221.0;-482.0;238.0;581.0;173.0;-646.0;55.0
734.0;621.0;231.0;-497.0;212.0;?;185.0;-649.0;80.0
728.0;613.0;236.0;-510.0;200.0;602.0;194.0;-650.0;100.0
724.0;607.0;242.0;-518.0;192.0;610.0;193.0;-643.0;117.0
725.0;602.0;246.0;-519.0;182.0;618.0;175.0;-632.0;125.0
772.0;662.0;185.0;-525.0;155.0;?;101.0;-622.0;19.0
770.0;656.0;183.0;-524.0;167.0;?;93.0;-628.0;25.0
768.0;653.0;185.0;-521.0;176.0;576.0;91.0;-632.0;34.0
765.0;652.0;189.0;-519.0;180.0;572.0;95.0;-636.0;41.0
762.0;652.0;194.0;-519.0;179.0;?;101.0;-637.0;46.0
760.0;652.0;200.0;-519.0;175.0;566.0;108.0;?;49.0
758.0;651.0;207.0;-517.0;?;567.0;117.0;-633.0;53.0
751.0;652.0;?;-515.0;153.0;?;129.0;-630.0;58.0
748.0;655.0;209.0;-515.0;136.0;580.0;136.0;-628.0;44.0
749.0;660.0;195.0;-515.0;121.0;?;128.0;-624.0;24.0
751.0;666.0;181.0;-514.0;109.0;?;108.0;-619.0;13.0
752.0;671.0;170.0;-517.0;100.0;601.0;91.0;-624.0;9.0
756.0;672.0;173.0;-523.0;104.0;601.0;92.0;-632.0;21.0
757.0;667.0;187.0;?;122.0;600.0;?;-636.0;?
755.0;664.0;207.0;-526.0;137.0;595.0;146.0;-634.0;71.0
755.0;660.0;217.0;-524.0;144.0;584.0;167.0;-625.0;84.0
781.0;589.0;263.0;-489.0;125.0;517.0;187.0;-614.0;118.0
785.0;579.0;275.0;?;135.0;506.0;206.0;-616.0;129.0
790.0;?;?;-484.0;140.0;?;226.0;-613.0;136.0
791.0;567.0;289.0;-477.0;138.0;501.0;239.0;-608.0;142.0
785.0;570.0;297.0;-470.0;120.0;511.0;244.0;?;147.0
776.0;581.0;304.0;-465.0;84.0;526.0;244.0;-584.0;143.0
773.0;594.0;300.0;?;38.0;545.0;236.0;-576.0;133.0
772.0;601.0;291.0;-465.0;-10.0;563.0;227.0;-572.0;128.0
771.0;?;286.0;-468.0;-44.0;581.0;?;-578.0;127.0
771.0;593.0;286.0;-475.0;-50.0;591.0;217.0;-585.0;133.0
770.0;584.0;286.0;-473.0;-41.0;596.0;224.0;-582.0;149.0
764.0;?;296.0;-469.0;-33.0;598.0;?;?;172.0
736.0;460.0;368.0;-406.0;-130.0;482.0;315.0;-517.0;228.0
733.0;456.0;369.0;-396.0;-125.0;463.0;315.0;-522.0;234.0
728.0;452.0;374.0;-389.0;-120.0;447.0;?;?;238.0
724.0;451.0;379.0;-388.0;-117.0;436.0;326.0;-528.0;242.0
722.0;453.0;383.0;-385.0;-118.0;429.0;333.0;-528.0;245.0
719.0;455.0;387.0;-382.0;-122.0;427.0;339.0;-527.0;249.0
715.0;?;?;-379.0;-131.0;430.0;346.0;?;253.0
710.0;450.0;403.0;-377.0;-151.0;439.0;348.0;-510.0;250.0
715.0;444.0;395.0;-380.0;-178.0;455.0;343.0;-505.0;234.0
722.0;441.0;384.0;-381.0;-204.0;?;?;?;223.0
724.0;439.0;?;-386.0;-224.0;506.0;319.0;-496.0;?
?;436.0;?;-398.0;-230.0;530.0;312.0;-505.0;228.0
725.0;429.0;377.0;-412.0;-220.0;546.0;307.0;-514.0;237.0
723.0;427.0;382.0;-420.0;-205.0;557.0;299.0;?;249.0
721.0;436.0;391.0;-427.0;-193.0;558.0;276.0;-515.0;258.0
713.0;428.0;449.0;-396.0;-220.0;489.0;323.0;?;333.0
708.0;418.0;451.0;-387.0;?;476.0;324.0;-513.0;345.0
701.0;402.0;457.0;?;-179.0;459.0;333.0;-510.0;360.0
693.0;388.0;465.0;-366.0;-163.0;439.0;342.0;-506.0;372.0
685.0;375.0;474.0;-353.0;-150.0;?;350.0;-496.0;382.0
678.0;366.0;481.0;-340.0;-143.0;402.0;?;-484.0;390.0
669.0;355.0;491.0;-327.0;-142.0;389.0;352.0;-471.0;401.0
658.0;340.0;503.0;-316.0;-149.0;387.0;352.0;-458.0;403.0
650.0;?;514.0;-308.0;-164.0;393.0;354.0;-443.0;400.0
644.0;316.0;?;-298.0;-188.0;408.0;350.0;-426.0;394.0
643.0;313.0;521.0;-289.0;-221.0;427.0;344.0;-405.0;387.0
641.0;?;?;?;-263.0;445.0;336.0;-389.0;380.0
641.0;308.0;518.0;-284.0;-309.0;458.0;?;-387.0;380.0
643.0;303.0;513.0;-289.0;-340.0;466.0;335.0;-386.0;383.0
647.0;307.0;507.0;-291.0;-353.0;?;334.0;-379.0;384.0
654.0;315.0;500.0;-291.0;-354.0;476.0;329.0;-371.0;?
661.0;322.0;496.0;-289.0;-357.0;473.0;321.0;?;374.0
?;326.0;495.0;?;-362.0;464.0;309.0;-345.0;367.0
769.0;676.0;344.0;-362.0;13.0;352.0;?;-567.0;205.0
772.0;674.0;342.0;-353.0;34.0;332.0;332.0;-565.0;204.0
773.0;667.0;342.0;-345.0;47.0;?;338.0;-559.0;207.0
770.0;?;353.0;-339.0;49.0;315.0;340.0;-552.0;212.0
763.0;?;367.0;-333.0;40.0;321.0;?;-540.0;217.0
751.0;613.0;386.0;-328.0;19.0;338.0;338.0;-527.0;223.0
739.0;584.0;?;-325.0;?;367.0;332.0;-511.0;234.0
728.0;551.0;408.0;-325.0;-58.0;?;317.0;-502.0;247.0
718.0;519.0;409.0;-327.0;-103.0;456.0;300.0;-495.0;260.0
?;493.0;408.0;-338.0;-148.0;505.0;282.0;-494.0;272.0
?;469.0;408.0;-360.0;-197.0;543.0;?;-495.0;284.0
698.0;453.0;403.0;-371.0;-229.0;570.0;248.0;-477.0;292.0
692.0;449.0;402.0;-371.0;-260.0;580.0;221.0;-454.0;293.0
764.0;628.0;331.0;-444.0;?;?;278.0;?;152.0
767.0;632.0;325.0;-446.0;64.0;417.0;246.0;-631.0;146.0
766.0;626.0;322.0;-440.0;96.0;392.0;237.0;-625.0;150.0
760.0;613.0;332.0;-433.0;?;372.0;254.0;-620.0;166.0
752.0;598.0;347.0;-427.0;?;357.0;280.0;-618.0;184.0
745.0;584.0;360.0;-424.0;135.0;346.0;303.0;-620.0;202.0
736.0;572.0;376.0;-419.0;?;343.0;319.0;-621.0;221.0
728.0;563.0;388.0;-410.0;108.0;352.0;324.0;-612.0;223.0
?;560.0;392.0;?;72.0;376.0;315.0;-602.0;215.0
722.0;563.0;386.0;-388.0;22.0;?;293.0;-584.0;?
725.0;562.0;376.0;-374.0;-42.0;452.0;273.0;-564.0;194.0
724.0;562.0;366.0;-370.0;-115.0;497.0;?;-555.0;182.0
725.0;568.0;359.0;-384.0;-191.0;532.0;222.0;-564.0;174.0
729.0;574.0;343.0;-401.0;?;559.0;188.0;-559.0;163.0
738.0;584.0;320.0;-410.0;-239.0;?;140.0;-550.0;149.0
779.0;?;14.0;?;351.0;238.0;-345.0;-781.0;-13.0
784.0;707.0;5.0;-521.0;336.0;257.0;-266.0;-778.0;?
?;741.0;2.0;-521.0;299.0;304.0;-166.0;-781.0;11.0
778.0;751.0;50.0;-521.0;271.0;355.0;-55.0;-782.0;36.0
785.0;737.0;64.0;-521.0;256.0;387.0;19.0;-790.0;26.0
789.0;718.0;63.0;?;?;413.0;43.0;-795.0;11.0
789.0;?;73.0;-511.0;227.0;437.0;37.0;-786.0;13.0
784.0;695.0;86.0;-506.0;181.0;462.0;15.0;-772.0;20.0
781.0;677.0;91.0;-496.0;98.0;483.0;-3.0;-754.0;22.0
?;659.0;97.0;?;10.0;493.0;-12.0;-735.0;?
778.0;640.0;109.0;-474.0;-69.0;?;-13.0;-713.0;51.0
?;622.0;?;-464.0;-127.0;485.0;-11.0;-695.0;70.0
766.0;610.0;136.0;-456.0;-162.0;486.0;-8.0;-685.0;87.0
?;599.0;150.0;-455.0;-179.0;488.0;-2.0;-674.0;99.0
757.0;581.0;192.0;-534.0;13.0;546.0;87.0;-658.0;103.0
735.0;565.0;199.0;-496.0;?;486.0;18.0;-616.0;96.0
735.0;572.0;198.0;-502.0;42.0;502.0;-2.0;-614.0;99.0
?;581.0;195.0;-506.0;44.0;518.0;-9.0;-607.0;100.0
741.0;597.0;189.0;-508.0;36.0;533.0;-10.0;-598.0;99.0
746.0;616.0;181.0;-510.0;20.0;549.0;-5.0;-592.0;98.0
750.0;641.0;174.0;?;-2.0;?;?;-589.0;100.0
752.0;668.0;180.0;-517.0;-28.0;574.0;23.0;?;111.0
751.0;696.0;185.0;-506.0;-57.0;579.0;61.0;-569.0;123.0
749.0;?;187.0;-493.0;-95.0;580.0;118.0;?;119.0
750.0;726.0;193.0;?;-127.0;577.0;182.0;-551.0;109.0
754.0;720.0;197.0;-482.0;-144.0;571.0;232.0;-548.0;99.0
761.0;709.0;189.0;-476.0;-153.0;?;256.0;?;82.0
767.0;?;?;-477.0;-151.0;558.0;241.0;?;66.0
768.0;?;151.0;-489.0;-137.0;557.0;207.0;-567.0;54.0
765.0;693.0;140.0;-503.0;-112.0;557.0;170.0;-582.0;?
762.0;677.0;137.0;-516.0;-78.0;556.0;138.0;-599.0;56.0
758.0;660.0;139.0;-524.0;-38.0;553.0;105.0;-614.0;59.0
752.0;642.0;143.0;-528.0;0.0;?;72.0;?;65.0
747.0;623.0;145.0;-530.0;33.0;542.0;45.0;-628.0;?
743.0;608.0;151.0;?;62.0;536.0;?;-634.0;83.0
736.0;?;162.0;-531.0;88.0;533.0;29.0;-640.0;96.0
731.0;596.0;174.0;-534.0;112.0;529.0;38.0;-649.0;105.0
728.0;601.0;184.0;-539.0;146.0;526.0;51.0;-657.0;?
725.0;613.0;189.0;-541.0;188.0;521.0;62.0;-657.0;114.0
723.0;625.0;189.0;-542.0;218.0;513.0;?;-649.0;109.0
720.0;641.0;190.0;-539.0;228.0;503.0;78.0;-635.0;?
717.0;657.0;190.0;-531.0;226.0;500.0;81.0;-624.0;100.0
718.0;675.0;176.0;-523.0;207.0;505.0;73.0;-620.0;83.0
718.0;688.0;152.0;-517.0;181.0;518.0;53.0;-622.0;58.0
716.0;695.0;136.0;-513.0;149.0;536.0;52.0;-629.0;45.0
714.0;697.0;137.0;?;?;544.0;68.0;-639.0;50.0
?;693.0;149.0;-516.0;?;538.0;?;-647.0;66.0
718.0;687.0;160.0;-505.0;115.0;529.0;?;-650.0;82.0
717.0;679.0;176.0;-492.0;117.0;520.0;118.0;-644.0;100.0
715.0;670.0;191.0;-473.0;108.0;511.0;130.0;-619.0;116.0
759.0;711.0;64.0;?;30.0;?;74.0;-617.0;?
758.0;718.0;42.0;-518.0;64.0;512.0;2.0;-632.0;-6.0
754.0;716.0;28.0;-524.0;92.0;510.0;-66.0;-643.0;-17.0
748.0;710.0;20.0;-526.0;123.0;510.0;-118.0;-649.0;-21.0
743.0;?;18.0;-528.0;152.0;511.0;-146.0;-656.0;-15.0
739.0;706.0;24.0;-531.0;177.0;513.0;-144.0;-662.0;-4.0
737.0;712.0;37.0;-535.0;196.0;517.0;?;-672.0;6.0
737.0;719.0;50.0;-537.0;212.0;?;-87.0;-679.0;12.0
738.0;723.0;55.0;-542.0;229.0;534.0;?;?;7.0
737.0;725.0;58.0;-543.0;243.0;540.0;-17.0;-679.0;-1.0
734.0;727.0;?;-542.0;247.0;545.0;3.0;-670.0;-10.0
729.0;730.0;55.0;-537.0;237.0;?;16.0;-660.0;-18.0
723.0;732.0;41.0;-532.0;212.0;568.0;18.0;-649.0;?
716.0;?;23.0;-528.0;175.0;584.0;2.0;-643.0;-59.0
712.0;733.0;11.0;-528.0;140.0;595.0;?;-645.0;-68.0
714.0;731.0;19.0;-529.0;120.0;?;-18.0;?;-55.0
721.0;723.0;35.0;-526.0;120.0;588.0;-13.0;-659.0;?
726.0;712.0;48.0;-524.0;136.0;583.0;1.0;-672.0;-20.0
726.0;704.0;69.0;-522.0;152.0;575.0;17.0;-677.0;2.0
724.0;?;83.0;-514.0;157.0;568.0;23.0;-667.0;19.0
725.0;692.0;?;-506.0;142.0;563.0;15.0;-653.0;24.0
727.0;683.0;?;-500.0;118.0;558.0;-7.0;-643.0;20.0
729.0;672.0;71.0;-497.0;97.0;554.0;-37.0;-636.0;?
729.0;657.0;?;-495.0;83.0;552.0;-74.0;-635.0;12.0
728.0;642.0;67.0;-496.0;77.0;555.0;-114.0;?;9.0
725.0;626.0;63.0;-500.0;82.0;?;-150.0;?;?
723.0;613.0;63.0;?;91.0;571.0;-176.0;-642.0;?
721.0;606.0;65.0;-514.0;?;578.0;-191.0;-642.0;12.0
722.0;606.0;64.0;-519.0;?;585.0;-199.0;-639.0;12.0
722.0;?;62.0;-523.0;?;590.0;-201.0;-637.0;11.0
725.0;627.0;68.0;-530.0;95.0;595.0;-195.0;-637.0;11.0
729.0;643.0;80.0;-536.0;97.0;596.0;-175.0;-639.0;16.0
732.0;665.0;83.0;-533.0;100.0;597.0;?;-633.0;15.0
732.0;694.0;?;-529.0;92.0;597.0;-95.0;-625.0;10.0
732.0;725.0;72.0;-524.0;?;596.0;-40.0;-618.0;6.0
734.0;749.0;75.0;-521.0;62.0;594.0;14.0;-616.0;-1.0
740.0;764.0;76.0;-523.0;58.0;590.0;62.0;-625.0;-16.0
746.0;769.0;?;-530.0;70.0;589.0;102.0;-641.0;-48.0
757.0;774.0;43.0;-538.0;91.0;589.0;113.0;-658.0;-80.0
763.0;781.0;24.0;-549.0;123.0;589.0;89.0;-676.0;-107.0
764.0;788.0;5.0;-558.0;157.0;588.0;46.0;-691.0;-130.0
762.0;789.0;-7.0;-567.0;188.0;585.0;-7.0;-702.0;-145.0
757.0;786.0;-12.0;-572.0;215.0;582.0;?;-708.0;-157.0
751.0;780.0;?;?;238.0;578.0;-103.0;?;-164.0
746.0;772.0;-15.0;-573.0;259.0;576.0;?;-712.0;-161.0
741.0;765.0;-4.0;-573.0;280.0;?;-117.0;-712.0;-151.0
737.0;761.0;11.0;-574.0;300.0;575.0;-88.0;-710.0;-134.0
735.0;753.0;30.0;-575.0;315.0;575.0;-53.0;-708.0;-113.0
