InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit R-SHOE AngVelNavFrameX
-73;-538;52;-560.0;-1200;-639.0;-538
-70;280;35;-565.0;1464;-630.0;280
-67;9;23;-569.0;1077;-625.0;?
-62;-345;19;-573.0;?;-625.0;-345
-57;-608;19;-573.0;611;-630.0;-608
-48;-515;24;-572.0;-255;-641.0;-515
-35;-1222;26;-569.0;17;-655.0;-1222
-26;-2683;?;?;-505;-671.0;-2683
-15;-3512;34;-564.0;-685;-686.0;-3512
-5;-3894;41;-554.0;-479;-694.0;-3894
-1;-3283;45;-543.0;-1380;-695.0;-3283
9;-1723;47;-531.0;2017;-690.0;-1723
16;2055;48;-518.0;2172;-684.0;?
10;4352;44;-504.0;-727;-675.0;4352
4;2039;35;-494.0;?;-664.0;2039
-2;?;32;-489.0;-124;-653.0;950
-8;1530;30;?;-826;-643.0;1530
-10;?;26;-487.0;517;?;1247
-11;647;?;-491.0;-256;-621.0;647
?;98;?;-497.0;164;-611.0;98
-10;72;25;-507.0;217;-602.0;72
-10;45;25;-518.0;36;-596.0;45
-11;-66;25;-531.0;138;-594.0;-66
?;-49;25;-545.0;71;-596.0;-49
-11;?;?;-559.0;107;-603.0;-71
-11;-49;25;-569.0;106;-613.0;-49
-12;-22;25;-575.0;107;-625.0;-22
-12;-50;25;-578.0;90;-641.0;-50
-12;-22;25;-578.0;113;-655.0;-22
-12;?;25;-576.0;79;?;-2
-13;-135;25;?;119;-665.0;-135
?;-107;?;-578.0;88;-664.0;-107
-16;-90;26;-581.0;23;-667.0;-90
-16;-206;26;-580.0;?;-672.0;-206
-17;6;26;-575.0;-113;-677.0;?
-27;-367;27;-566.0;213;-679.0;-367
-37;-382;30;-557.0;-167;-679.0;-382
-49;232;?;-548.0;-1075;-678.0;232
-68;-222;24;?;-855;-677.0;-222
-70;-420;24;-537.0;-1004;-675.0;-420
-72;-129;?;-535.0;149;-673.0;?
-75;601;14;?;?;-672.0;601
-69;1288;15;?;1034;-671.0;1288
-67;263;15;-533.0;922;-673.0;263
-59;-862;23;-536.0;324;-677.0;?
-47;-792;28;?;-256;-683.0;-792
-42;-779;27;-553.0;156;?;-779
-32;-1566;30;-565.0;-624;-697.0;-1566
-15;-2623;35;-575.0;-637;-705.0;-2623
-7;-3665;40;-578.0;-1128;?;-3665
-1;-3259;44;-577.0;-1390;-714.0;-3259
12;14;?;-573.0;2820;-713.0;14
14;3304;49;-567.0;1366;-711.0;3304
6;3571;43;-561.0;-727;-708.0;3571
1;2098;34;-556.0;1765;-702.0;?
-26;-792;29;?;245;-717.0;-792
-36;?;33;-569.0;-486;-714.0;-1091
-50;-978;35;?;-1408;-711.0;-978
-65;-1158;?;-553.0;-1988;-706.0;-1158
-78;-861;51;-548.0;-1018;?;-861
-77;349;?;-544.0;1294;-698.0;349
-73;342;24;-542.0;1455;-695.0;342
-71;-442;?;?;964;-693.0;-442
-69;-703;22;-543.0;?;?;-703
-70;-610;22;-545.0;?;-694.0;-610
-70;?;22;-552.0;923;?;-670
-56;-1576;27;-564.0;-267;-704.0;-1576
-39;?;34;?;-956;-710.0;-2713
-37;?;35;-587.0;-2332;-718.0;-3571
-25;-2989;41;-588.0;-316;-723.0;?
-9;-287;?;-587.0;3005;-721.0;-287
-9;1946;43;-584.0;2085;-715.0;1946
-9;2018;44;-575.0;1910;-710.0;2018
-15;2070;35;-565.0;2835;-703.0;2070
-53;-1015;41;-543.0;-91;-639.0;-1015
-64;-815;49;-534.0;-1696;-639.0;-815
?;-1399;90;-526.0;-727;-636.0;-1399
-81;-1952;89;-521.0;?;-632.0;-1952
-80;-1164;118;-519.0;100;-629.0;?
-85;182;142;-518.0;1544;-628.0;182
-86;456;70;-521.0;1321;-628.0;456
-80;-575;37;-523.0;787;-630.0;-575
-73;-619;41;-525.0;407;-633.0;-619
?;-94;35;?;113;-637.0;-94
-48;-1196;39;-536.0;-421;-644.0;-1196
-47;-972;36;-532.0;-342;-658.0;-972
-45;-1314;38;-530.0;-517;-675.0;-1314
-17;-2778;45;?;-1305;-688.0;-2778
-1;?;49;-529.0;2117;-689.0;-2280
-1;-4406;51;-524.0;5445;-679.0;?
0;?;47;-511.0;1554;-667.0;583
?;5880;39;-495.0;?;-656.0;5880
-13;510;35;-478.0;-2622;-646.0;510
-80;-1801;49;-479.0;152;?;-1801
-83;74;43;-475.0;1216;-629.0;74
-84;714;32;-473.0;1522;-624.0;714
-80;21;26;-470.0;?;?;21
-75;-255;30;-469.0;740;-617.0;-255
-61;-190;33;-472.0;210;-615.0;-190
-53;-803;33;-479.0;-16;-615.0;-803
-41;-1755;35;-494.0;-559;-616.0;-1755
-28;-1988;37;?;-623;-619.0;-1988
-23;-3833;41;-531.0;-1844;-624.0;?
-9;-3122;47;-537.0;-474;-626.0;-3122
6;-742;51;-535.0;4306;-623.0;-742
5;624;50;-527.0;2057;-615.0;624
-3;5145;44;-513.0;-3984;-606.0;5145
-9;3208;39;-496.0;-3330;-596.0;3208
-86;-2732;16;-452.0;274;-590.0;?
-89;-1852;-129;-448.0;736;-586.0;-1852
-85;?;-34;-448.0;1382;-584.0;-94
-79;4;7;-451.0;1202;-583.0;4
-82;-30;-24;-456.0;1112;-582.0;-30
?;-349;13;?;816;-581.0;?
-63;-813;20;-477.0;-38;-580.0;-813
-60;-997;?;-494.0;124;-582.0;-997
-43;-2740;29;-509.0;-446;-586.0;-2740
-36;?;31;-515.0;-1341;-591.0;-3567
-19;-1532;39;-511.0;406;-591.0;-1532
-6;69;43;-504.0;1581;-580.0;69
-10;-641;43;-493.0;1303;-561.0;?
-8;245;42;-476.0;785;-542.0;?
-15;4037;35;-454.0;-1393;-524.0;4037
-17;5150;34;-433.0;-2114;-507.0;5150
-16;2787;31;-416.0;-741;-489.0;2787
-19;?;24;?;-156;-468.0;?
-19;445;23;-400.0;-81;-446.0;445
-19;41;22;-401.0;46;?;41
-42;-1634;37;-397.0;225;?;-1634
-51;-2570;45;-396.0;-782;-354.0;?
-60;-3196;66;-396.0;-849;-338.0;?
?;-1967;86;?;-123;-324.0;-1967
-70;-415;96;-392.0;-613;-313.0;-415
-71;-300;96;-387.0;291;-310.0;?
-73;-332;64;-382.0;1121;-311.0;-332
-69;-326;32;-380.0;565;-310.0;-326
-65;-537;29;-383.0;530;-310.0;-537
-64;-470;29;-391.0;?;-312.0;-470
-53;?;28;-400.0;?;-318.0;?
-40;-226;29;-400.0;-526;-326.0;-226
-31;?;31;-394.0;-1221;-330.0;-1538
?;-286;33;-386.0;-1097;-318.0;-286
-9;-1520;36;-380.0;326;-284.0;-1520
-3;-2958;42;-373.0;?;-238.0;-2958
-5;1009;42;-357.0;1180;-192.0;1009
-9;1702;?;-336.0;-1948;-153.0;1702
-12;2821;37;-317.0;87;-122.0;2821
-17;3487;32;-303.0;-15;-95.0;3487
-24;807;28;?;-1980;-68.0;807
-27;1131;25;-304.0;712;-42.0;1131
-27;1212;25;-319.0;849;-18.0;1212
-27;?;23;-335.0;-3;-8.0;?
-27;249;22;?;?;-6.0;249
-27;-156;22;-360.0;-57;-10.0;-156
-27;-59;22;-367.0;118;-19.0;-59
?;-135;22;?;60;?;-135
-27;-150;23;?;51;-61.0;?
-27;-162;23;-379.0;96;-89.0;-162
-27;-194;23;?;62;?;-194
-27;?;24;-353.0;73;-141.0;-184
-28;-175;24;-337.0;?;-167.0;-175
-28;-82;?;-325.0;?;-188.0;-82
?;?;24;?;85;-191.0;-40
-28;-119;24;-324.0;86;-181.0;?
-28;-118;25;-327.0;107;-178.0;-118
?;-122;25;-330.0;106;-187.0;-122
-30;-240;26;-328.0;?;-185.0;-240
-30;-340;26;?;24;-175.0;-340
-30;-347;26;-324.0;-22;-162.0;-347
-32;-407;28;?;143;-147.0;-407
-35;-811;28;-317.0;29;-126.0;-811
-43;-1404;35;-317.0;254;-104.0;-1404
-50;-2156;40;-322.0;?;-80.0;-2156
-57;-2767;50;-331.0;-1037;-57.0;-2767
-69;-2118;86;-341.0;-305;-33.0;-2118
-75;-743;109;-352.0;-240;-7.0;-743
-76;-164;111;?;357;8.0;-164
-80;-25;83;-372.0;1464;7.0;-25
-79;-207;36;-377.0;937;1.0;-207
-72;-626;23;-382.0;704;?;-626
?;-249;26;-385.0;432;?;-249
-56;6;27;-390.0;-61;-18.0;6
-46;-602;30;-388.0;-276;-39.0;-602
?;-1198;32;-379.0;-882;-64.0;-1198
-26;-1888;34;-365.0;-1350;-75.0;-1888
?;-2173;36;-348.0;-1390;-56.0;-2173
-18;-1292;37;-336.0;-1148;-17.0;-1292
-14;453;?;-315.0;-132;31.0;453
-15;3325;33;-286.0;538;73.0;3325
-21;4526;?;-255.0;-639;105.0;4526
-38;-322;23;-265.0;?;?;-322
-47;?;3;-263.0;-65;225.0;-980
-49;-1349;36;-256.0;?;239.0;-1349
-54;-1396;8;-247.0;-108;256.0;-1396
-78;-2208;35;-238.0;?;?;-2208
-86;-4366;183;-234.0;304;274.0;-4366
-84;-5138;-55;-236.0;-679;278.0;-5138
?;-1918;-168;-244.0;-242;284.0;-1918
?;242;9;-256.0;1486;286.0;242
-75;-1264;-24;-268.0;855;?;-1264
?;-1681;-12;-283.0;752;289.0;-1681
?;-1378;?;-302.0;45;285.0;-1378
?;-2214;6;-324.0;-446;277.0;-2214
-35;-3506;26;-337.0;-636;265.0;-3506
-23;-4619;25;-339.0;-1223;256.0;-4619
-18;-4454;?;-327.0;?;264.0;-4454
-7;-1442;?;?;?;286.0;-1442
-3;839;?;-316.0;2533;313.0;839
-8;-453;38;-297.0;-1513;?;-453
-10;2954;36;-267.0;-2425;371.0;2954
-14;4941;27;-236.0;1064;385.0;4941
-21;916;22;-207.0;322;401.0;916
?;995;19;-185.0;-883;420.0;995
-22;923;16;-178.0;-176;438.0;923
-23;-35;15;-181.0;102;449.0;-35
-69;-2885;15;-91.0;-217;532.0;-2885
-72;-3522;5;-102.0;291;528.0;-3522
-65;-1875;1;-106.0;1010;524.0;-1875
-57;-1559;4;-101.0;1016;521.0;-1559
-51;-2846;10;-98.0;237;520.0;-2846
-43;-3134;?;-99.0;-135;516.0;-3134
-37;-3534;22;-108.0;-321;512.0;-3534
-28;-3784;29;-128.0;-426;503.0;-3784
?;-3029;36;?;-486;482.0;?
-13;-1845;39;-169.0;-470;462.0;-1845
-6;-1890;43;-173.0;502;459.0;?
0;162;?;-161.0;1769;463.0;162
-1;-1234;46;-139.0;1664;478.0;-1234
-5;-2909;50;?;370;502.0;-2909
-8;5243;45;?;-964;527.0;?
-13;5392;?;-114.0;-1259;551.0;5392
-17;-343;32;-123.0;-893;?;-343
-19;671;31;-114.0;-398;582.0;671
-20;743;?;-97.0;84;593.0;743
?;27;28;-79.0;160;600.0;27
-20;-72;28;?;83;603.0;-72
?;-59;29;-59.0;49;603.0;-59
-19;163;28;-43.0;49;601.0;163
-19;?;28;-35.0;85;602.0;0
-19;13;28;-28.0;78;605.0;13
-19;0;28;-17.0;?;612.0;0
-19;-49;28;?;79;621.0;-49
?;-33;28;39.0;74;624.0;-33
-19;15;28;68.0;92;633.0;15
-19;37;28;87.0;57;648.0;37
-19;61;28;96.0;71;656.0;61
?;55;28;100.0;108;653.0;55
?;?;28;89.0;25;640.0;?
-20;-211;?;?;88;622.0;-211
-22;-126;?;62.0;-117;614.0;-126
-26;-244;29;58.0;41;612.0;-244
-33;-888;30;58.0;-177;616.0;-888
-47;-931;28;57.0;-1370;616.0;-931
-57;-236;27;52.0;-1296;612.0;-236
-64;?;12;43.0;-1234;608.0;?
-66;-489;1;32.0;-114;603.0;-489
-61;-1113;4;22.0;1568;599.0;-1113
-57;?;8;11.0;690;597.0;-1793
-51;-2308;?;-3.0;54;595.0;-2308
-44;-2113;24;?;-62;594.0;-2113
-36;-2117;28;-36.0;-446;594.0;-2117
-25;-3367;36;-51.0;-592;593.0;-3367
-16;-2682;43;-62.0;-982;597.0;-2682
-7;471;?;-61.0;-174;608.0;471
2;148;45;-42.0;2598;620.0;148
4;?;45;-22.0;2961;?;-2300
0;36;51;?;-1426;637.0;36
-4;3471;46;?;-1834;645.0;3471
?;3113;31;4.0;928;651.0;3113
-18;1776;27;3.0;-266;649.0;1776
-19;689;26;1.0;-269;643.0;689
-19;250;24;-1.0;379;651.0;250
-19;99;25;-2.0;-183;665.0;99
?;-136;25;3.0;98;667.0;-136
-20;?;25;14.0;63;657.0;90
-20;36;25;23.0;66;649.0;36
?;-156;25;?;118;643.0;-156
-20;?;25;35.0;62;638.0;-128
-20;-33;25;46.0;95;639.0;-33
-20;12;25;69.0;68;643.0;12
-19;-13;25;100.0;67;644.0;-13
-19;-61;25;127.0;87;643.0;-61
?;-134;25;146.0;?;?;-134
-20;-111;26;155.0;102;647.0;-111
-20;-5;26;155.0;?;?;-5
-20;56;26;147.0;51;644.0;56
-21;11;26;136.0;103;641.0;?
-21;-138;26;127.0;21;640.0;-138
-22;-117;26;122.0;131;644.0;-117
-25;19;25;119.0;-87;652.0;19
-29;-486;26;120.0;228;663.0;-486
-38;-1529;27;126.0;-248;674.0;-1529
-48;-2627;?;134.0;-1079;687.0;-2627
-54;-3431;25;142.0;-676;701.0;-3431
-59;-2768;15;141.0;-1400;708.0;-2768
-60;-676;7;135.0;-141;?;-676
-56;710;9;140.0;?;731.0;?
-54;157;15;159.0;679;744.0;157
-52;-529;21;183.0;269;755.0;-529
-44;-39;29;202.0;-87;759.0;-39
-33;-236;33;212.0;-426;758.0;-236
-24;-577;35;220.0;-631;758.0;-577
-15;?;38;234.0;-815;?;?
-7;-1440;39;250.0;-4;758.0;-1440
-1;-3132;42;262.0;1053;755.0;-3132
4;-1388;50;272.0;1030;752.0;-1388
5;1500;50;281.0;648;750.0;1500
3;-197;48;289.0;?;?;-197
0;1462;48;288.0;-322;728.0;1462
-3;?;43;275.0;-775;717.0;7603
-6;6144;34;261.0;2231;708.0;6144
-14;1530;28;253.0;444;704.0;1530
-19;1382;25;247.0;?;?;?
-87;709;128;160.0;542;385.0;709
-86;871;35;143.0;1001;376.0;871
-78;1742;-40;?;1123;379.0;1742
-71;939;-5;114.0;?;388.0;939
-59;273;-12;107.0;647;395.0;273
-50;7;1;103.0;246;402.0;7
-43;39;7;84.0;-64;?;39
-30;-1037;10;58.0;-668;390.0;-1037
?;-3723;21;40.0;-1515;379.0;-3723
-11;-4003;25;42.0;-856;388.0;-4003
1;-1649;33;60.0;1716;413.0;-1649
7;2438;31;78.0;3476;445.0;2438
3;5065;26;99.0;1274;479.0;5065
-9;1220;22;?;-1668;513.0;1220
-17;-50;21;148.0;-327;545.0;-50
-17;2222;17;163.0;1197;?;2222
-19;964;12;?;128;593.0;964
-19;201;11;?;?;620.0;201
-18;81;10;120.0;117;?;81
-19;-235;10;100.0;-8;618.0;-235
-19;-48;11;76.0;110;?;?
-20;?;11;?;48;557.0;-105
-20;-41;11;40.0;85;528.0;-41
-20;77;11;23.0;97;500.0;77
-20;84;?;1.0;111;468.0;84
-20;?;11;-8.0;54;424.0;82
-20;-84;11;-2.0;?;?;-84
-21;-148;11;8.0;13;370.0;-148
-22;-288;12;11.0;?;?;-288
?;-334;13;7.0;68;386.0;-334
-28;-75;12;3.0;-196;370.0;-75
-33;-689;16;4.0;507;342.0;-689
-45;-122;11;10.0;-1049;310.0;-122
-61;790;5;32.0;-2025;?;790
-70;374;-18;64.0;-1504;?;374
-73;475;-59;91.0;-2282;278.0;475
-71;272;-62;112.0;552;284.0;272
-68;461;-47;124.0;2182;291.0;461
-66;211;-39;126.0;824;299.0;211
?;-857;-23;114.0;?;309.0;-857
-61;-601;-12;95.0;354;319.0;-601
-54;-295;1;72.0;-166;331.0;-295
-40;-863;12;52.0;-176;348.0;-863
-33;-1987;?;24.0;?;355.0;-1987
-16;-2645;24;-9.0;-806;361.0;-2645
-5;?;30;-45.0;-1354;?;-4678
-5;-4083;30;-73.0;?;405.0;-4083
8;1226;36;-85.0;2575;436.0;1226
2;1656;28;-83.0;1672;463.0;1656
-14;975;20;-63.0;-574;480.0;975
-73;-1094;-12;87.0;?;359.0;?
-76;-1298;-51;88.0;-1076;368.0;-1298
-73;-1126;-55;89.0;?;375.0;-1126
-71;-1065;-37;92.0;2102;377.0;-1065
-67;-1698;-25;89.0;?;?;-1698
?;-2246;-5;84.0;389;370.0;-2246
-60;-1132;11;79.0;-173;363.0;-1132
-46;-1283;20;74.0;-328;357.0;-1283
-46;-1275;21;67.0;-668;351.0;-1275
-35;-2007;24;50.0;-270;334.0;?
-9;-2895;33;?;-1736;315.0;-2895
?;-1620;38;21.0;95;306.0;-1620
12;?;42;17.0;4900;318.0;-1317
13;-34;43;16.0;1899;347.0;-34
5;2190;?;26.0;3355;?;2190
?;1609;28;55.0;4329;416.0;1609
-75;?;-21;194.0;1594;458.0;-73
-72;-532;-10;200.0;?;468.0;-532
-70;-1152;7;198.0;567;476.0;-1152
-62;-596;24;190.0;-125;?;-596
-49;-1100;?;181.0;135;467.0;?
-38;-1315;30;177.0;-913;454.0;-1315
-24;?;34;163.0;-252;439.0;-2454
-11;-2634;39;141.0;-1656;432.0;-2634
-2;-2265;43;111.0;-1213;436.0;-2265
11;-2274;48;87.0;5777;450.0;-2274
10;6447;?;78.0;-1488;467.0;6447
1;8076;37;?;-3480;487.0;8076
-84;?;30;264.0;361;579.0;-944
-88;?;?;286.0;1376;581.0;-1710
-85;145;-87;?;?;584.0;?
-81;811;-18;311.0;1521;587.0;?
-75;-172;?;315.0;1029;587.0;-172
-75;-496;-4;316.0;?;584.0;-496
-64;-123;17;313.0;334;585.0;-123
-48;-795;25;310.0;?;591.0;-795
?;-1184;28;305.0;-480;598.0;-1184
-22;-2614;33;294.0;-1127;598.0;-2614
-8;-3609;39;276.0;-1611;596.0;-3609
3;?;43;255.0;641;601.0;?
12;-1062;?;240.0;4098;?;?
10;6079;42;233.0;-1490;614.0;6079
-1;7263;31;237.0;-6440;601.0;7263
-65;-1275;15;302.0;-1386;603.0;-1275
-76;-2306;-8;301.0;-1609;?;-2306
-77;-1454;-31;307.0;-1353;621.0;-1454
?;-370;-24;318.0;1770;631.0;-370
-67;-606;?;330.0;1545;639.0;-606
-64;-1163;-5;340.0;369;639.0;-1163
-56;-1100;11;346.0;225;637.0;-1100
-48;-341;17;348.0;?;639.0;-341
-39;-1213;?;346.0;-460;648.0;-1213
-24;-1964;28;337.0;-989;647.0;-1964
-14;-2372;32;323.0;-1173;639.0;-2372
-3;?;38;311.0;129;633.0;?
8;254;43;307.0;2456;?;254
?;1422;44;310.0;2469;649.0;1422
7;588;40;310.0;1267;654.0;588
1;4821;32;311.0;807;658.0;?
-10;1329;28;319.0;-1211;665.0;1329
-17;1426;24;330.0;-1796;673.0;1426
-62;-987;-23;315.0;?;430.0;-987
-60;-1765;-11;?;916;434.0;-1765
-59;-2250;-3;340.0;612;435.0;-2250
-51;-2493;12;342.0;134;439.0;-2493
?;-2781;24;339.0;-344;451.0;-2781
-32;-2902;?;330.0;-500;471.0;-2902
-21;-3345;38;317.0;-1030;491.0;?
-12;-2353;43;297.0;-1411;513.0;-2353
-1;203;45;262.0;422;535.0;203
9;-1300;44;215.0;3049;552.0;?
9;2783;45;177.0;1779;575.0;2783
4;6840;41;159.0;-918;603.0;?
-4;1266;29;159.0;-189;625.0;1266
-72;-592;28;246.0;-1919;398.0;-592
-82;-456;-35;250.0;-681;381.0;-456
-81;229;-89;271.0;697;384.0;229
-81;757;-41;299.0;2265;405.0;757
-76;?;-12;320.0;1315;431.0;315
-68;-259;-2;?;480;452.0;-259
?;-488;11;318.0;408;467.0;-488
-48;-558;16;305.0;?;479.0;-558
-37;-1029;23;287.0;?;483.0;-1029
-26;-1309;25;261.0;-1075;?;-1309
-12;?;30;228.0;?;475.0;-2166
1;?;35;187.0;812;480.0;-2996
8;-146;39;?;?;486.0;-146
7;813;40;114.0;1661;498.0;813
1;2008;36;96.0;-25;503.0;2008
-36;-2244;69;234.0;-633;144.0;-2244
-27;-3311;70;243.0;-888;173.0;?
-19;-2081;?;223.0;?;209.0;-2081
-12;-1302;74;168.0;590;268.0;?
-11;-672;75;99.0;1312;327.0;-672
-10;456;74;22.0;1477;365.0;456
-10;406;?;-29.0;1469;375.0;?
-16;414;74;?;380;371.0;414
-20;1200;74;10.0;455;376.0;1200
-21;1707;71;62.0;153;387.0;1707
-20;1481;68;105.0;849;402.0;1481
-19;2014;65;130.0;560;419.0;2014
-23;2719;?;145.0;-2113;431.0;2719
-24;1386;60;157.0;-71;444.0;1386
-75;137;43;143.0;-524;472.0;137
-19;2247;47;244.0;-35;516.0;2247
-20;1891;46;229.0;-191;508.0;1891
-21;-25;43;215.0;103;501.0;-25
-22;-329;43;203.0;?;491.0;-329
-22;-7;44;194.0;60;473.0;?
-22;?;44;184.0;179;438.0;-220
-23;-67;44;177.0;119;395.0;-67
-23;?;?;180.0;134;354.0;-110
-23;-115;44;192.0;137;333.0;?
-23;-91;44;?;110;335.0;-91
-24;-180;?;217.0;127;353.0;-180
-24;?;45;231.0;179;374.0;-330
-25;-364;46;242.0;?;377.0;-364
?;-321;?;244.0;162;379.0;-321
-28;-618;49;238.0;152;386.0;-618
-29;?;51;227.0;-43;398.0;-777
?;-701;50;214.0;348;?;-701
-42;-1126;63;209.0;82;417.0;-1126
-45;-1543;?;210.0;70;425.0;?
-46;-1507;65;212.0;-43;?;-1507
-60;-1356;109;213.0;-1316;444.0;-1356
-67;-664;121;209.0;60;453.0;-664
-68;?;114;192.0;?;452.0;-38
-72;?;101;163.0;816;439.0;-399
-73;-630;70;?;1121;422.0;-630
-66;-460;59;?;784;397.0;-460
-57;-816;55;112.0;157;372.0;-816
?;-1095;52;104.0;270;334.0;-1095
-51;-1017;?;94.0;-184;293.0;-1017
-58;-1130;52;85.0;412;279.0;-1130
-49;-945;54;88.0;-204;288.0;-945
-12;660;55;88.0;-726;?;660
0;2310;?;85.0;?;323.0;2310
-1;2163;55;96.0;3437;346.0;2163
-9;2573;48;123.0;1850;371.0;2573
?;-593;38;232.0;129;?;-593
-43;-774;41;224.0;-20;351.0;-774
-47;-1183;43;221.0;?;317.0;-1183
-58;-466;53;213.0;-386;289.0;?
?;746;72;201.0;-1668;270.0;746
-78;1068;100;?;-413;?;1068
-79;1508;139;?;646;260.0;1508
-84;?;134;156.0;1153;261.0;?
-85;1183;70;139.0;1158;263.0;1183
?;880;42;119.0;1109;259.0;880
-84;839;43;100.0;950;?;839
-76;428;21;84.0;484;231.0;?
-77;427;19;73.0;?;211.0;427
-58;-86;27;60.0;-404;188.0;-86
-31;-1938;33;42.0;-1031;175.0;-1938
-30;-4043;36;29.0;-1867;188.0;-4043
-23;-3487;39;20.0;-1018;218.0;-3487
-6;-769;?;8.0;1894;254.0;-769
-4;1794;47;4.0;1735;291.0;1794
-7;3256;43;18.0;1618;?;3256
-4;134;46;54.0;?;342.0;134
?;?;43;95.0;-288;358.0;-1314
-31;1624;?;128.0;56;370.0;1624
-33;1481;35;147.0;?;381.0;1481
-33;622;32;148.0;-132;385.0;622
-33;426;31;136.0;368;388.0;?
-33;-62;31;119.0;-69;393.0;-62
-33;28;31;105.0;201;400.0;28
-33;-133;31;97.0;77;405.0;-133
-33;-126;31;94.0;85;402.0;-126
-33;-23;31;94.0;127;383.0;-23
-33;-59;31;93.0;81;360.0;-59
-34;-42;32;96.0;125;?;?
-34;66;32;106.0;90;302.0;?
-34;75;32;118.0;101;264.0;75
-34;3;32;128.0;100;?;3
-34;-25;31;128.0;56;?;-25
-34;-135;32;?;185;240.0;-135
-34;-88;?;110.0;111;241.0;-88
-34;-227;?;90.0;113;223.0;-227
-34;-141;31;70.0;65;193.0;-141
-34;-83;31;56.0;27;?;-83
-39;-931;?;51.0;383;125.0;-931
-55;-423;30;54.0;-601;106.0;-423
-62;520;46;57.0;-1459;105.0;520
-70;556;22;55.0;-1824;122.0;556
?;799;-53;45.0;-1414;146.0;799
-87;555;-56;29.0;1084;170.0;555
-83;42;?;13.0;1608;194.0;42
-82;-919;?;?;856;213.0;-919
-77;-1156;7;-12.0;?;225.0;-1156
-71;-514;19;-18.0;369;228.0;-514
-65;-169;25;-23.0;287;236.0;-169
-61;-333;27;-37.0;155;248.0;-333
-42;-1811;34;-54.0;-675;258.0;-1811
-36;-2469;37;-68.0;-1187;?;?
-30;-2433;39;-73.0;-756;269.0;-2433
-11;-2256;47;-72.0;769;278.0;-2256
-8;-570;50;-61.0;?;285.0;-570
-9;193;50;-38.0;1508;288.0;193
-13;226;50;-11.0;?;289.0;226
-15;1442;50;13.0;?;289.0;1442
-16;2049;48;27.0;268;?;2049
-15;2025;50;27.0;224;295.0;2025
-15;2017;50;18.0;229;297.0;2017
-31;1188;?;6.0;207;297.0;1188
-39;281;27;4.0;214;315.0;281
-52;686;28;4.0;329;323.0;686
-67;1356;30;?;554;332.0;1356
-78;1060;15;3.0;764;338.0;1060
?;15;77;9.0;-627;349.0;?
-88;-658;81;6.0;-585;366.0;-658
-81;?;1;-3.0;871;386.0;-1328
-74;-2044;3;-11.0;592;407.0;-2044
-70;-1691;13;-17.0;496;424.0;-1691
-67;-754;14;-17.0;?;431.0;?
-62;?;29;-14.0;?;430.0;-911
-58;-1304;29;-7.0;?;423.0;-1304
-56;?;33;?;192;406.0;-1789
-52;-1979;39;-19.0;53;382.0;-1979
-51;-91;41;-23.0;-78;?;-91
-53;862;43;-40.0;-630;370.0;862
?;-415;?;-51.0;766;?;-415
-53;201;49;-48.0;293;348.0;201
-53;1226;51;?;-1712;321.0;1226
-39;1625;35;-30.0;-805;301.0;1625
-33;2502;28;-34.0;-597;302.0;2502
-33;437;27;-49.0;?;318.0;437
?;?;25;-51.0;?;338.0;-558
-79;-334;14;-35.0;1210;?;-334
-69;-177;15;?;?;334.0;?
-73;77;12;2.0;1243;335.0;?
-65;-418;16;17.0;717;334.0;?
-56;-1161;17;24.0;153;328.0;-1161
-57;-1052;17;23.0;153;314.0;-1052
-52;-623;26;?;-528;289.0;?
-47;-396;29;-21.0;-412;260.0;-396
-47;-829;30;-67.0;173;255.0;?
-42;-840;32;-111.0;1200;?;?
-45;-1036;32;-138.0;476;269.0;-1036
-44;-917;32;-144.0;816;285.0;?
-22;1082;?;-130.0;4106;315.0;1082
-9;1182;21;-106.0;1412;352.0;1182
-9;-77;21;-85.0;-1030;387.0;-77
-9;137;20;-69.0;460;403.0;137
-9;519;20;-53.0;-52;400.0;519
-9;429;19;-39.0;42;386.0;429
-8;58;19;-23.0;196;364.0;58
-9;-162;19;-7.0;13;339.0;-162
-9;-268;?;11.0;159;316.0;-268
-10;-300;20;13.0;88;304.0;-300
-10;-127;20;13.0;152;306.0;-127
-11;-21;21;13.0;140;317.0;-21
-11;-16;?;8.0;132;315.0;-16
?;?;21;?;?;297.0;-24
-11;-14;21;-22.0;134;269.0;-14
-11;-23;21;-52.0;140;246.0;-23
-11;-16;21;-83.0;136;224.0;-16
?;-17;21;-107.0;136;195.0;-17
-11;-30;?;-127.0;142;171.0;-30
-12;4;21;?;126;164.0;4
-10;-61;21;-180.0;159;166.0;?
-13;77;20;-205.0;?;168.0;77
?;?;19;-221.0;?;169.0;553
-21;?;?;-224.0;-228;172.0;553
-21;410;19;?;-121;178.0;410
-20;735;19;-194.0;-378;188.0;735
-23;-27;19;-168.0;255;194.0;?
?;?;20;-142.0;873;195.0;-913
-18;-1511;22;-122.0;472;?;-1511
-12;-1949;26;-113.0;202;200.0;-1949
-6;-740;31;-114.0;76;194.0;-740
-2;-618;32;-130.0;430;170.0;-618
