InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
-9;-5;29.0;-308;79;8;-142.0;-79;-346.0;-40.0;-5;194.0
1;74;129.0;-277;34;1;65.0;-34;-366.0;-107.0;74;41.0
-2;-13;95.0;-264;-55;11;80.0;55;-356.0;-195.0;-13;71.0
13;14;17.0;-333;-5;0;3.0;5;-260.0;-9.0;14;83.0
11;-11;17.0;-335;-1;-2;-13.0;1;-257.0;2.0;-11;21.0
5;-28;14.0;-339;25;-7;-7.0;-25;-253.0;-7.0;-28;5.0
-2;-5;-5.0;-331;9;1;-20.0;-9;-248.0;-18.0;-5;5.0
1;16;31.0;-330;-18;0;-9.0;18;-199.0;-22.0;16;-26.0
-1;-15;12.0;-329;-23;2;-12.0;23;-187.0;-19.0;-15;-17.0
4;25;-13.0;-332;-22;-1;18.0;22;-168.0;-10.0;25;7.0
-1;-27;-4.0;-327;15;4;72.0;-15;-153.0;-21.0;-27;19.0
-3;-37;-12.0;-327;20;6;51.0;-20;-160.0;-17.0;-37;6.0
-3;-37;-21.0;-325;15;7;75.0;-15;-175.0;-12.0;-37;1.0
1;-28;55.0;-336;4;-5;2.0;-4;-150.0;-7.0;-28;10.0
-5;-9;18.0;-330;-23;0;20.0;23;-158.0;-12.0;-9;15.0
2;0;7.0;-332;59;-1;-27.0;-59;-164.0;-13.0;0;-12.0
1;-38;17.0;-331;-9;0;-33.0;9;-172.0;-15.0;-38;34.0
1;3;19.0;-336;11;-5;-32.0;-11;-171.0;-21.0;3;17.0
-3;-14;27.0;-333;20;-2;98.0;-20;-171.0;-9.0;-14;-36.0
-3;-12;48.0;-333;41;-2;63.0;-41;-148.0;-1.0;-12;-26.0
0;6;63.0;-336;-27;-4;108.0;27;-147.0;-12.0;6;-52.0
-4;-11;100.0;-331;-21;-2;76.0;21;-167.0;-22.0;-11;21.0
3;-12;50.0;-335;16;-5;49.0;-16;-168.0;-13.0;-12;-9.0
-1;24;69.0;-327;24;2;1.0;-24;-161.0;-11.0;24;-38.0
-3;28;35.0;-333;8;-3;18.0;-8;-169.0;-9.0;28;-32.0
1;54;15.0;-335;-14;-11;32.0;14;-161.0;-1.0;54;68.0
-89;147;-139.0;-304;-74;78;173.0;74;-201.0;-27.0;147;-5.0
-25;50;-2.0;-318;11;-15;-65.0;-11;-159.0;-30.0;50;-3.0
-28;-66;22.0;-345;-23;-57;-80.0;23;-161.0;-9.0;-66;-15.0
-4;54;-31.0;-334;-29;-47;-122.0;29;-151.0;-30.0;54;-69.0
-20;46;18.0;-343;0;-59;-67.0;0;-178.0;-40.0;46;-76.0
1;-2;37.0;-336;-7;-51;-87.0;7;-169.0;-9.0;-2;-53.0
-376;-3747;-564.0;-700;-2099;-399;306.0;2099;-581.0;-265.0;-3747;736.0
-2;0;75.0;-275;-22;0;48.0;22;-377.0;-182.0;0;60.0
-1;6;145.0;-275;27;0;47.0;-27;-364.0;-134.0;6;102.0
3;-9;140.0;-272;15;7;-13.0;-15;-366.0;-136.0;-9;115.0
0;-5;96.0;-282;-12;-3;-46.0;12;-376.0;-171.0;-5;145.0
-1;-2;-21.0;-275;-36;7;-76.0;36;-371.0;-141.0;-2;115.0
-3;-22;-8.0;-291;32;-4;-46.0;-32;-359.0;-133.0;-22;-16.0
2;-41;14.0;-289;8;2;9.0;-8;-340.0;-105.0;-41;-46.0
3;-43;49.0;-284;34;7;-10.0;-34;-320.0;-119.0;-43;-35.0
0;9;-9.0;-300;27;-6;20.0;-27;-346.0;-108.0;9;-19.0
0;-3;-32.0;-282;3;14;-19.0;-3;-373.0;-121.0;-3;-15.0
1;-63;-19.0;-289;-38;5;-21.0;38;-387.0;-110.0;-63;-4.0
-9;-6;-32.0;-309;3;-9;112.0;-3;-344.0;-140.0;-6;110.0
-83;-330;182.0;-397;-291;-75;133.0;291;-372.0;-101.0;-330;-56.0
-5;-12;-32.0;-298;47;3;-1.0;-47;-350.0;-139.0;-12;-19.0
4;-26;-266.0;-269;-28;3;-181.0;28;-295.0;-151.0;-26;176.0
2;-13;-54.0;-258;-15;3;-63.0;15;-282.0;-132.0;-13;29.0
4;16;-12.0;-260;-1;1;-3.0;1;-137.0;-140.0;16;24.0
0;16;76.0;-266;-12;-6;9.0;12;-113.0;-150.0;16;18.0
2;15;16.0;-259;-33;2;-13.0;33;-72.0;-130.0;15;-28.0
3;-10;86.0;-304;46;-3;91.0;-46;-359.0;-107.0;-10;-38.0
4;1;199.0;-304;1;-5;70.0;-1;-368.0;-114.0;1;-57.0
-1;9;308.0;-294;16;-1;120.0;-16;-371.0;-119.0;9;27.0
1;3;44.0;-292;25;4;48.0;-25;-371.0;-126.0;3;72.0
-4;-11;-19.0;-300;-24;-4;-24.0;24;-373.0;-153.0;-11;46.0
0;18;-71.0;-302;21;-5;-8.0;-21;-371.0;-153.0;18;61.0
2;30;33.0;-262;9;0;1.0;-9;-86.0;-131.0;30;-6.0
0;-4;-1.0;-262;-9;-2;-5.0;9;-94.0;-131.0;-4;34.0
-5;-11;-146.0;-295;24;4;-42.0;-24;-377.0;-141.0;-11;13.0
0;1;3.0;-254;28;5;-16.0;-28;-90.0;-145.0;1;-15.0
1;7;16.0;-260;-6;-1;-26.0;6;-82.0;-130.0;7;-17.0
2;-5;-17.0;-257;28;2;-35.0;-28;-94.0;-131.0;-5;-22.0
-6;-16;16.0;-254;33;6;-10.0;-33;-85.0;-132.0;-16;0.0
2;33;52.0;-254;-7;4;22.0;7;-75.0;-141.0;33;18.0
0;7;10.0;-257;17;1;-57.0;-17;-94.0;-149.0;7;-82.0
-3;25;-47.0;-300;32;-3;7.0;-32;-342.0;-110.0;25;19.0
4;-8;69.0;-265;-15;-6;-76.0;15;-112.0;-125.0;-8;-94.0
-7;-2;18.0;-257;24;3;-13.0;-24;-93.0;-146.0;-2;-26.0
2;-6;-17.0;-261;-34;-2;3.0;34;-102.0;-130.0;-6;12.0
-1;23;50.0;-259;-11;-1;7.0;11;-124.0;-131.0;23;-67.0
-1;29;22.0;-257;-24;2;1.0;24;-113.0;-140.0;29;-15.0
-3;41;68.0;-260;-11;-2;-30.0;11;-109.0;-130.0;41;-14.0
3;-13;69.0;-260;46;-1;16.0;-46;-109.0;-129.0;-13;-62.0
-3;-33;88.0;-298;5;3;28.0;-5;-356.0;-119.0;-33;-59.0
-4;-20;-13.0;-294;8;5;-2.0;-8;-368.0;-111.0;-20;-4.0
-6;39;2.0;-294;0;3;-27.0;0;-360.0;-131.0;39;15.0
14;48;2.0;-281;52;14;-35.0;-52;-340.0;-104.0;48;33.0
-3;40;-7.0;-254;29;5;-29.0;-29;-235.0;-132.0;40;-38.0
2;-13;21.0;-259;-8;0;-87.0;8;-271.0;-161.0;-13;0.0
-1;-4;90.0;-260;36;-2;-76.0;-36;-260.0;-135.0;-4;-107.0
3;19;97.0;-254;-9;5;-93.0;9;-188.0;-148.0;19;-135.0
-2;-14;41.0;-265;4;-3;-58.0;-4;-171.0;-180.0;-14;-38.0
-4;-23;27.0;-261;-23;-1;-140.0;23;-240.0;-179.0;-23;-180.0
3;6;-17.0;-313;-15;-15;-42.0;15;-350.0;-90.0;6;-4.0
-9;-8;29.0;-296;-27;5;-38.0;27;-327.0;-112.0;-8;-22.0
5;-21;-31.0;-300;43;4;-59.0;-43;-442.0;-118.0;-21;18.0
-8;-26;-160.0;-306;64;-4;-97.0;-64;-324.0;-56.0;-26;51.0
-295;-1335;449.0;-243;-587;462;279.0;587;-376.0;-195.0;-1335;621.0
20;-18;17.0;-199;22;42;-24.0;-22;-310.0;-226.0;-18;-82.0
15;-59;-13.0;-244;10;-2;2.0;-10;-333.0;-205.0;-59;8.0
22;-103;75.0;-213;7;20;64.0;-7;-338.0;-278.0;-103;6.0
6;-43;65.0;-242;-82;3;6.0;82;-346.0;-262.0;-43;53.0
-2;-4;35.0;-234;-32;9;-2.0;32;-356.0;-214.0;-4;28.0
16;4;-66.0;-253;-13;11;-38.0;13;-346.0;-242.0;4;3.0
-5;-2;-70.0;-257;-28;4;-22.0;28;-99.0;-161.0;-2;-13.0
31;41;-4.0;-282;62;-16;-8.0;-62;-334.0;-241.0;41;34.0
0;-11;31.0;-260;16;2;1.0;-16;-75.0;-160.0;-11;-30.0
-56;-17;58.0;-198;-46;18;36.0;46;-348.0;-250.0;-17;13.0
12;42;-16.0;-253;24;-9;0.0;-24;-349.0;-255.0;42;36.0
8;34;63.0;-235;3;8;-2.0;-3;-334.0;-255.0;34;38.0
8;-28;41.0;-254;12;-9;-2.0;-12;-329.0;-258.0;-28;33.0
6;-30;52.0;-247;0;-2;20.0;0;-335.0;-246.0;-30;25.0
4;4;9.0;-259;-23;3;-41.0;23;-89.0;-152.0;4;-31.0
2;46;-9.0;-252;10;-13;-25.0;-10;-339.0;-217.0;46;14.0
22;700;-32.0;-249;-122;-42;-199.0;122;-306.0;-90.0;700;-8.0
-1;0;32.0;-187;-4;19;-2.0;4;-340.0;-240.0;0;-12.0
-1;-29;41.0;-195;-5;12;3.0;5;-337.0;-245.0;-29;-20.0
0;-13;37.0;-202;-9;6;4.0;9;-331.0;-244.0;-13;33.0
1;-16;24.0;-212;-1;1;-16.0;1;-321.0;-270.0;-16;8.0
2;21;5.0;-214;27;0;-44.0;-27;-336.0;-265.0;21;21.0
6;11;-28.0;-213;15;0;5.0;-15;-340.0;-253.0;11;14.0
11;-6;45.0;-219;8;9;1.0;-8;-346.0;-228.0;-6;-50.0
9;-334;22.0;-218;88;-14;170.0;-88;-286.0;-42.0;-334;0.0
-11;-744;156.0;-291;247;5;-78.0;-247;-370.0;-161.0;-744;108.0
-8;-44;50.0;-241;10;-3;40.0;-10;-340.0;-234.0;-44;11.0
-5;-7;28.0;-232;22;6;-10.0;-22;-349.0;-231.0;-7;8.0
0;-26;-74.0;-242;19;3;-114.0;-19;-121.0;-151.0;-26;-23.0
-4;19;22.0;-239;5;1;-52.0;-5;-340.0;-221.0;19;8.0
-3;19;10.0;-242;17;-4;-17.0;-17;-328.0;-228.0;19;4.0
7;22;-28.0;-219;-39;15;-35.0;39;-345.0;-239.0;22;15.0
16;-22;54.0;-244;-22;-11;-2.0;22;-337.0;-224.0;-22;18.0
-3;24;63.0;-232;-2;-4;4.0;2;-348.0;-228.0;24;-7.0
1;-24;22.0;-250;-22;-13;-34.0;22;-340.0;-221.0;-24;27.0
6;-4;-23.0;-228;25;9;-18.0;-25;-351.0;-223.0;-4;45.0
6;-16;-231.0;-262;-21;-19;-64.0;21;-212.0;-166.0;-16;-242.0
-2;-19;49.0;-244;-8;-4;15.0;8;-349.0;-269.0;-19;-18.0
-1;40;96.0;-246;-64;-1;55.0;64;-342.0;-85.0;40;42.0
6;35;113.0;-251;-15;-2;113.0;15;-135.0;-132.0;35;52.0
-7;-29;2.0;-242;-16;-3;30.0;16;-341.0;-261.0;-29;-26.0
2;22;85.0;-235;2;5;-24.0;-2;-367.0;-238.0;22;45.0
2;16;-173.0;-245;-3;1;-109.0;3;-344.0;-181.0;16;58.0
3;47;50.0;-221;2;17;-13.0;-2;-359.0;-237.0;47;7.0
-1;18;41.0;-230;-15;7;38.0;15;-335.0;-247.0;18;32.0
4;-13;39.0;-227;7;9;6.0;-7;-331.0;-229.0;-13;11.0
1;27;-195.0;-239;39;0;1.0;-39;-209.0;-151.0;27;83.0
-3;8;-113.0;-239;35;0;-78.0;-35;-170.0;-151.0;8;2.0
1;14;-39.0;-243;42;-4;-27.0;-42;-178.0;-143.0;14;179.0
-3;-1;82.0;-233;-2;7;82.0;2;-179.0;-147.0;-1;157.0
-4;7;7.0;-227;-10;8;-9.0;10;-349.0;-240.0;7;13.0
3;27;9.0;-253;37;-15;1.0;-37;-347.0;-203.0;27;0.0
1;26;20.0;-233;20;7;-15.0;-20;-356.0;-243.0;26;33.0
3;-14;22.0;-242;-17;-5;-91.0;17;-143.0;-174.0;-14;38.0
-1;6;1.0;-239;-24;-1;-119.0;24;-155.0;-172.0;6;-3.0
-2;-31;30.0;-249;-30;-1;15.0;30;-360.0;-262.0;-31;20.0
15;-47;-7.0;-248;-74;17;-27.0;74;-340.0;-270.0;-47;-45.0
1;106;18.0;-270;39;22;-29.0;-39;-319.0;-273.0;106;-93.0
6;-14;-73.0;-288;19;1;-55.0;-19;-376.0;-267.0;-14;-9.0
20;-33;-81.0;-306;-95;-15;-75.0;95;-349.0;-235.0;-33;41.0
411;-2474;-342.0;-463;-295;-268;112.0;295;-497.0;-189.0;-2474;-103.0
1;27;112.0;-271;-180;-43;65.0;180;-349.0;-146.0;27;-143.0
27;8;42.0;-265;24;11;26.0;-24;-339.0;-181.0;8;-81.0
-6;-1;-29.0;-304;-80;-31;-1.0;80;-321.0;-205.0;-1;-96.0
10;64;-36.0;-245;-15;13;-89.0;15;-328.0;-295.0;64;70.0
19;33;86.0;-210;-30;29;33.0;30;-398.0;-174.0;33;31.0
16;-72;159.0;-205;29;20;39.0;-29;-320.0;-200.0;-72;99.0
5;15;-116.0;-242;-21;-7;-143.0;21;-193.0;-172.0;15;-45.0
0;-13;-44.0;-238;-22;-3;-65.0;22;-246.0;-142.0;-13;94.0
0;-95;65.0;-271;-22;-17;40.0;22;-318.0;-236.0;-95;23.0
-1;-20;-14.0;-252;8;9;-10.0;-8;-290.0;-193.0;-20;57.0
1;-10;-54.0;-264;40;-4;-18.0;-40;-316.0;-267.0;-10;3.0
6;-14;-23.0;-250;33;1;-84.0;-33;-283.0;-222.0;-14;26.0
16;-89;-150.0;-360;-915;-10;-486.0;915;-401.0;-111.0;-89;98.0
5;-18;-71.0;-244;-28;-9;-43.0;28;-229.0;-171.0;-18;168.0
-4;22;76.0;-228;52;6;-99.0;-52;-198.0;-164.0;22;-16.0
0;-23;24.0;-236;13;0;-86.0;-13;-238.0;-145.0;-23;223.0
-15;-35;-94.0;-170;17;42;-187.0;-17;-359.0;-161.0;-35;4.0
5;18;282.0;-284;-44;-1;45.0;44;-151.0;-196.0;18;184.0
-4;-7;-90.0;-238;-19;-4;-23.0;19;-158.0;-157.0;-7;104.0
-15;-52;-135.0;-253;-13;-27;-196.0;13;-311.0;-175.0;-52;15.0
4;7;-163.0;-232;-5;5;-33.0;5;-202.0;-161.0;7;-90.0
-1;37;-79.0;-235;7;0;-18.0;-7;-162.0;-163.0;37;-70.0
-6;37;110.0;-231;14;3;17.0;-14;-217.0;-147.0;37;-64.0
-5;-14;52.0;-232;16;3;-5.0;-16;-172.0;-138.0;-14;-8.0
0;-20;-149.0;-253;3;-31;-218.0;-3;-243.0;-134.0;-20;45.0
-4;-36;-16.0;-245;-28;2;-77.0;28;-335.0;-164.0;-36;-127.0
-7;7;-111.0;-255;0;-13;-147.0;0;-368.0;-173.0;7;-24.0
-3;14;19.0;-247;29;-6;-127.0;-29;-213.0;-183.0;14;0.0
-5;53;56.0;-245;6;-2;115.0;-6;-205.0;-150.0;53;156.0
-13;13;-95.0;-263;21;-21;-146.0;-21;-440.0;-146.0;13;-39.0
-3;24;-51.0;-264;46;-21;-110.0;-46;-393.0;-145.0;24;-3.0
0;-5;-41.0;-288;13;-11;-90.0;-13;-366.0;128.0;-5;-77.0
6;9;-94.0;-263;13;-15;76.0;-13;-517.0;-109.0;9;91.0
-5;16;131.0;-276;-10;-6;41.0;10;-330.0;132.0;16;1.0
4;-19;-58.0;-269;25;-2;-32.0;-25;-322.0;95.0;-19;-70.0
3;-12;135.0;-228;-19;7;53.0;19;-177.0;-228.0;-12;-112.0
-8;31;71.0;-231;54;7;-96.0;-54;-251.0;-228.0;31;38.0
-2;-49;-124.0;-265;39;2;-64.0;-39;-360.0;88.0;-49;-38.0
4;-15;-56.0;-264;-20;4;-45.0;20;-356.0;82.0;-15;-39.0
2;40;38.0;-290;19;-1;-119.0;-19;-526.0;-58.0;40;77.0
1;31;129.0;-188;-30;35;14.0;30;-476.0;7.0;31;-11.0
-5;8;71.0;-207;29;13;-40.0;-29;-476.0;-43.0;8;15.0
5;28;-330.0;-299;-65;-8;-268.0;65;-538.0;-160.0;28;23.0
-5;27;-18.0;-332;34;-8;15.0;-34;-541.0;-150.0;27;14.0
-14;4;-7.0;-226;-35;6;29.0;35;-552.0;-75.0;4;37.0
9;34;60.0;-321;-4;1;65.0;4;-544.0;-101.0;34;16.0
-5;14;101.0;-257;-11;10;93.0;11;-542.0;-89.0;14;13.0
-11;25;91.0;-259;-31;3;121.0;31;-549.0;-119.0;25;67.0
-3;38;-13.0;-190;-5;9;-143.0;5;-512.0;-229.0;38;-51.0
2;-3;92.0;-247;53;4;-26.0;-53;-378.0;-26.0;-3;160.0
13;62;-236.0;-205;-22;-65;-522.0;22;-684.0;276.0;62;-74.0
20;-3;62.0;-248;47;-17;195.0;-47;-401.0;137.0;-3;220.0
-10;5;-62.0;-218;-61;14;22.0;61;-495.0;-154.0;5;-81.0
-7;20;-65.0;-231;4;4;-59.0;-4;-362.0;-122.0;20;29.0
-1;16;-10.0;-237;47;-6;-17.0;-47;-313.0;-160.0;16;168.0
1;27;175.0;-228;20;1;61.0;-20;-331.0;-153.0;27;19.0
-3;3;121.0;-230;29;0;-50.0;-29;-377.0;-150.0;3;181.0
-8;26;75.0;-231;37;-2;2.0;-37;-380.0;-140.0;26;183.0
-2;48;40.0;-228;60;2;-31.0;-60;-386.0;-137.0;48;44.0
-1;-1;8.0;-233;-15;-3;31.0;15;-368.0;-158.0;-1;81.0
-3;-5;45.0;-231;-47;-2;106.0;47;-368.0;-149.0;-5;73.0
-2;23;15.0;-254;18;-5;54.0;-18;-394.0;-9.0;23;136.0
-1;18;56.0;-262;5;-12;86.0;-5;-422.0;46.0;18;-30.0
-5;5;132.0;-235;-26;-8;169.0;26;-399.0;-154.0;5;93.0
0;3;38.0;-259;-32;-8;67.0;32;-395.0;3.0;3;-113.0
-1;-12;34.0;-254;-20;2;-14.0;20;-390.0;58.0;-12;-20.0
3;0;-30.0;-221;-71;29;-41.0;71;-387.0;90.0;0;-41.0
2;-29;-56.0;-257;64;-9;-8.0;-64;-405.0;101.0;-29;5.0
5;-48;30.0;-254;10;-5;32.0;-10;-415.0;73.0;-48;21.0
-6;-10;99.0;-239;-14;-6;3.0;14;-350.0;-123.0;-10;-113.0
2;30;99.0;-237;38;-7;39.0;-38;-355.0;-160.0;30;106.0
-16;11;27.0;-229;20;0;12.0;-20;-399.0;-187.0;11;-29.0
2;10;75.0;-253;12;1;58.0;-12;-395.0;75.0;10;37.0
1;23;69.0;-249;19;5;54.0;-19;-402.0;82.0;23;34.0
2;20;54.0;-251;9;3;67.0;-9;-410.0;23.0;20;50.0
2;47;81.0;-259;-13;-7;30.0;13;-411.0;0.0;47;96.0
-1;15;76.0;-257;-24;-4;39.0;24;-399.0;-25.0;15;52.0
-5;49;85.0;-260;0;-6;92.0;0;-410.0;5.0;49;70.0
-3;13;6.0;-258;16;3;21.0;-16;-394.0;10.0;13;-34.0
1;22;43.0;-260;-23;-2;18.0;23;-401.0;35.0;22;7.0
-5;22;116.0;-271;-2;6;66.0;2;-506.0;64.0;22;-54.0
-6;13;39.0;-274;-36;-7;17.0;36;-486.0;104.0;13;-30.0
-11;-10;-10.0;-277;-36;-8;-48.0;36;-483.0;102.0;-10;22.0
-2;19;63.0;-260;-35;-1;20.0;35;-399.0;12.0;19;10.0
-4;4;-6.0;-262;13;-4;6.0;-13;-408.0;56.0;4;17.0
1;23;26.0;-257;-8;-1;-1.0;8;-389.0;22.0;23;-18.0
2;34;-5.0;-258;16;-3;-18.0;-16;-404.0;66.0;34;-5.0
4;36;140.0;-243;55;-2;53.0;-55;-321.0;-141.0;36;122.0
2;24;6.0;-253;17;4;22.0;-17;-396.0;93.0;24;-37.0
2;8;-22.0;-260;45;-3;-7.0;-45;-399.0;80.0;8;-96.0
-11;9;-29.0;-244;-36;-4;64.0;36;-292.0;20.0;9;-138.0
-10;-42;88.0;-243;42;-1;-58.0;-42;-293.0;-28.0;-42;-77.0
-6;-44;172.0;-243;-13;-4;-72.0;13;-288.0;-19.0;-44;-171.0
11;-3;-87.0;-252;25;-6;-206.0;-25;-481.0;-121.0;-3;-17.0
-1;35;-65.0;-257;5;0;0.0;-5;-392.0;101.0;35;-61.0
16;17;109.0;-262;-65;-8;5.0;65;-216.0;-59.0;17;75.0
22;-37;109.0;-263;-10;-9;44.0;10;-168.0;-93.0;-37;-142.0
-3;56;-4.0;-262;13;-3;-5.0;-13;-392.0;98.0;56;0.0
2;-12;-12.0;-256;-22;3;-13.0;22;-396.0;109.0;-12;46.0
-1;-23;41.0;-260;-5;0;9.0;5;-394.0;81.0;-23;41.0
-1;-23;41.0;-260;-5;0;15.0;5;-400.0;100.0;-23;22.0
0;-25;41.0;-250;-3;-3;9.0;3;-129.0;-162.0;-25;-133.0
-3;8;30.0;-256;-4;3;1.0;4;-396.0;96.0;8;14.0
3;-2;58.0;-251;16;7;11.0;-16;-403.0;89.0;-2;21.0
20;34;-63.0;-249;47;38;-17.0;-47;-364.0;-134.0;34;156.0
-2;-13;51.0;-258;-4;2;18.0;4;-387.0;117.0;-13;11.0
0;-19;15.0;-257;-17;2;14.0;17;-392.0;109.0;-19;8.0
-4;-1;-130.0;-265;36;6;34.0;-36;-488.0;-55.0;-1;56.0
1;-17;-80.0;-264;30;-5;92.0;-30;-462.0;31.0;-17;124.0
-4;-14;-72.0;-267;-3;-3;95.0;3;-460.0;38.0;-14;81.0
-4;7;-46.0;-269;-12;2;105.0;12;-443.0;35.0;7;42.0
1;8;-4.0;-260;15;0;-14.0;-15;-406.0;92.0;8;-9.0
-3;20;52.0;-268;15;2;-30.0;-15;-428.0;88.0;20;12.0
3;0;-15.0;-263;-1;-3;-29.0;1;-395.0;105.0;0;-10.0
3;-12;0.0;-260;-44;2;-64.0;44;-409.0;97.0;-12;2.0
5;-17;28.0;-260;-56;2;-45.0;56;-396.0;103.0;-17;-18.0
-4;12;17.0;-258;3;5;-8.0;-3;-396.0;95.0;12;-13.0
-1;-5;13.0;-261;-29;0;-16.0;29;-398.0;110.0;-5;29.0
-1;-11;-6.0;-260;-4;2;-10.0;4;-405.0;99.0;-11;5.0
0;28;34.0;-261;13;1;13.0;-13;-419.0;110.0;28;-22.0
1;33;55.0;-257;32;5;24.0;-32;-396.0;111.0;33;-4.0
5;20;2.0;-259;-21;-1;-27.0;21;-398.0;93.0;20;4.0
3;11;41.0;-254;9;6;29.0;-9;-406.0;98.0;11;3.0
-3;-12;-5.0;-253;-67;10;6.0;67;-406.0;100.0;-12;-9.0
6;38;2.0;-258;64;0;-12.0;-64;-410.0;100.0;38;10.0
-2;2;27.0;-261;2;-2;-18.0;-2;-398.0;104.0;2;-13.0
3;-17;12.0;-262;-9;-1;-26.0;9;-407.0;102.0;-17;28.0
1;1;8.0;-265;-14;-5;-9.0;14;-414.0;96.0;1;27.0
-1;37;41.0;-262;-24;-2;4.0;24;-417.0;100.0;37;27.0
2;39;0.0;-262;1;-3;-12.0;-1;-403.0;105.0;39;-17.0
-33;43;41.0;-255;69;-6;31.0;-69;-242.0;-85.0;43;97.0
2;18;41.0;-261;-28;-3;-1.0;28;-425.0;109.0;18;1.0
0;0;17.0;-260;-4;0;-11.0;4;-411.0;94.0;0;2.0
-3;-13;33.0;-257;-13;3;-11.0;13;-406.0;99.0;-13;5.0
-3;39;-20.0;-260;15;-1;57.0;-15;-420.0;107.0;39;25.0
1;-53;81.0;-242;-48;-5;134.0;48;-151.0;-211.0;-53;260.0
1;-7;18.0;-259;30;-1;9.0;-30;-424.0;109.0;-7;16.0
4;-2;92.0;-253;59;5;-6.0;-59;-217.0;-127.0;-2;-185.0
2;-37;-152.0;-249;-18;5;-59.0;18;-211.0;-193.0;-37;-86.0
-5;11;181.0;-248;-35;6;-90.0;35;-263.0;-185.0;11;-57.0
-4;-12;34.0;-256;5;1;14.0;-5;-407.0;103.0;-12;10.0
-8;-5;2.0;-258;43;2;3.0;-43;-414.0;113.0;-5;5.0
4;-3;-10.0;-258;-47;0;-13.0;47;-415.0;93.0;-3;-4.0
-1;0;55.0;-259;-14;0;18.0;14;-416.0;87.0;0;37.0
0;5;-5.0;-259;25;-2;-18.0;-25;-421.0;97.0;5;-4.0
-3;17;-15.0;-257;13;0;-12.0;-13;-418.0;86.0;17;-19.0
-2;2;-5.0;-260;7;0;3.0;-7;-413.0;110.0;2;46.0
-3;-3;22.0;-262;33;-3;1.0;-33;-416.0;98.0;-3;13.0
-4;-34;22.0;-258;-12;2;12.0;12;-414.0;92.0;-34;-15.0
3;-1;30.0;-255;-33;3;-5.0;33;-421.0;89.0;-1;-3.0
-1;3;28.0;-258;25;-1;14.0;-25;-406.0;90.0;3;-3.0
-4;-23;-2.0;-265;56;-8;-7.0;-56;-415.0;109.0;-23;-45.0
-2;-17;-4.0;-261;-19;-2;12.0;19;-415.0;93.0;-17;-5.0
-1;16;17.0;-262;-1;-4;8.0;1;-425.0;81.0;16;3.0
-3;18;39.0;-254;-2;3;-1.0;2;-424.0;90.0;18;-3.0
8;13;-21.0;-294;31;1;35.0;-31;-321.0;-140.0;13;234.0
-5;16;-6.0;-257;8;3;-15.0;-8;-420.0;99.0;16;8.0
13;21;-162.0;-299;2;-1;-129.0;-2;-351.0;-171.0;21;56.0
-4;12;33.0;-260;-16;-1;-1.0;16;-425.0;95.0;12;12.0
-4;-25;24.0;-259;14;0;14.0;-14;-430.0;112.0;-25;14.0
-3;1;16.0;-255;-3;4;8.0;3;-427.0;111.0;1;3.0
3;-13;11.0;-263;46;-3;-5.0;-46;-415.0;97.0;-13;12.0
-6;-27;55.0;-258;-13;5;-7.0;13;-418.0;110.0;-27;-25.0
-1;-5;9.0;-256;22;5;-17.0;-22;-407.0;112.0;-5;-21.0
2;-3;205.0;-268;-4;3;1.0;4;-474.0;-118.0;-3;127.0
5;-21;103.0;-273;21;-3;11.0;-21;-516.0;-138.0;-21;172.0
3;6;-32.0;-268;6;0;-32.0;-6;-508.0;-151.0;6;194.0
4;7;33.0;-258;-19;0;-1.0;19;-416.0;103.0;7;33.0
-2;21;-81.0;-272;3;-4;-47.0;-3;-491.0;-141.0;21;54.0
-1;4;141.0;-269;-13;-1;-58.0;13;-475.0;-130.0;4;22.0
-7;-26;-88.0;-277;45;-2;-75.0;-45;-283.0;-100.0;-26;-88.0
-6;-9;8.0;-277;29;-2;-5.0;-29;-297.0;-110.0;-9;-187.0
0;-4;17.0;-261;13;-2;3.0;-13;-418.0;97.0;-4;-30.0
0;25;7.0;-258;14;2;10.0;-14;-424.0;100.0;25;25.0
1;11;41.0;-260;11;2;-6.0;-11;-410.0;127.0;11;6.0
-1;-13;1.0;-258;25;4;-19.0;-25;-415.0;101.0;-13;36.0
-5;20;6.0;-258;-18;3;16.0;18;-407.0;110.0;20;-32.0
-1;-10;15.0;-262;-10;-2;-1.0;10;-406.0;108.0;-10;-19.0
-4;-5;-32.0;-262;-6;-1;-12.0;6;-410.0;101.0;-5;-42.0
-1;2;26.0;-256;-9;5;24.0;9;-411.0;98.0;2;0.0
-3;2;48.0;-264;-11;-4;7.0;11;-417.0;123.0;2;33.0
4;25;52.0;-263;10;-2;27.0;-10;-408.0;118.0;25;3.0
-1;-25;43.0;-258;-8;1;24.0;8;-406.0;79.0;-25;14.0
-2;-21;182.0;-276;-42;-2;109.0;42;-445.0;-115.0;-21;119.0
