Accelerometer HIP accZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az
?;63;-1226.0;-1200.0;-1269.0;-63;-17
174.0;68;-1220.0;-1272.0;-1269.0;-68;-33
81.0;162;?;-1192.0;-984.0;-162;?
?;45;-1001.0;-1082.0;-837.0;?;1
93.0;118;-1009.0;-1057.0;-869.0;-118;-21
188.0;94;-999.0;-1053.0;-895.0;-94;-9
137.0;202;?;-1043.0;-873.0;-202;-39
162.0;1096;-970.0;-981.0;-868.0;-1096;?
202.0;1554;-916.0;-890.0;-852.0;-1554;?
252.0;2808;-861.0;-826.0;-841.0;-2808;6
210.0;6478;-881.0;?;-852.0;-6478;54
191.0;7763;-907.0;-804.0;-890.0;-7763;-938
?;6155;-927.0;-836.0;-931.0;-6155;-943
36.0;?;?;-951.0;-810.0;-268;-403
36.0;635;-861.0;-976.0;-860.0;-635;-306
79.0;-85;-898.0;-983.0;-912.0;85;22
?;?;?;-924.0;?;-124;-61
371.0;10;-892.0;-874.0;-946.0;?;-30
313.0;-38;-899.0;-884.0;-957.0;38;-15
191.0;116;-909.0;-934.0;?;-116;-26
87.0;12;-1055.0;-995.0;-1031.0;-12;-34
-186.0;29;-974.0;-1006.0;-1140.0;-29;26
-261.0;-23;-1161.0;-1059.0;-1247.0;?;83
-13.0;?;-1190.0;-1136.0;-1307.0;4;?
67.0;68;-1303.0;-1199.0;-1282.0;?;45
11.0;23;-1045.0;-1148.0;-1001.0;-23;41
137.0;?;-925.0;-1075.0;-744.0;-52;-52
33.0;102;-898.0;-1068.0;-748.0;-102;0
117.0;?;-971.0;-1015.0;-804.0;-95;-17
236.0;82;-1025.0;-1034.0;-851.0;-82;-12
?;150;-1051.0;-1045.0;-911.0;-150;-26
142.0;543;-983.0;-978.0;-897.0;-543;?
172.0;580;-911.0;-886.0;-839.0;-580;-52
197.0;2027;-889.0;-887.0;-825.0;-2027;?
144.0;3038;?;-885.0;-872.0;-3038;-62
75.0;2852;-929.0;-846.0;-908.0;-2852;-56
-56.0;6126;?;-898.0;?;-6126;-45
?;6909;-924.0;-891.0;-954.0;-6909;84
102.0;2684;-908.0;-884.0;-931.0;-2684;-265
131.0;-981;-906.0;-888.0;-897.0;981;-154
-44.0;-3309;-976.0;-953.0;-926.0;3309;773
135.0;-3838;-927.0;-1025.0;-959.0;3838;878
-29.0;-3626;-852.0;-959.0;-882.0;3626;680
-67.0;-3551;-968.0;-978.0;?;3551;512
214.0;-3563;-1132.0;-1130.0;-992.0;3563;-125
30.0;-4347;?;-1312.0;-1119.0;4347;-439
-5.0;-4567;-1160.0;-1122.0;-1192.0;4567;-353
-13.0;-4146;-1059.0;?;-1283.0;4146;-521
74.0;-4377;-932.0;-831.0;-1157.0;4377;-766
4.0;-3713;-937.0;-797.0;-1123.0;3713;-408
?;-4225;-1030.0;-853.0;-1214.0;?;624
?;-1663;-985.0;-878.0;-1184.0;1663;2667
-41.0;3329;-960.0;?;-1101.0;-3329;?
-30.0;2819;-855.0;-880.0;-939.0;-2819;-2540
2.0;3894;-792.0;-798.0;-809.0;-3894;-1839
67.0;3759;-749.0;-777.0;-762.0;-3759;-157
62.0;553;-769.0;-829.0;-767.0;-553;-535
79.0;463;-826.0;-903.0;-815.0;-463;247
44.0;-6;-892.0;-1003.0;-898.0;6;83
66.0;-136;-919.0;-986.0;-956.0;136;-116
196.0;154;-899.0;-954.0;-981.0;-154;83
?;-75;-897.0;-930.0;-991.0;75;-38
251.0;84;-922.0;-921.0;-987.0;-84;?
128.0;38;-975.0;-918.0;-1006.0;-38;?
-131.0;32;-1016.0;-1018.0;-1060.0;-32;?
-241.0;19;-988.0;-995.0;-1083.0;-19;20
-35.0;-70;-1153.0;-1113.0;-1247.0;70;-30
155.0;-16;-1326.0;-1253.0;-1210.0;16;-11
-36.0;105;?;-1344.0;-1127.0;-105;-12
66.0;99;-988.0;-1165.0;-821.0;-99;7
38.0;89;-842.0;?;-698.0;-89;93
80.0;131;-991.0;-1044.0;-837.0;-131;-6
105.0;119;-1065.0;-1080.0;-907.0;-119;13
129.0;271;-1028.0;-1030.0;-914.0;-271;?
199.0;581;-925.0;-937.0;-900.0;-581;12
?;4839;-947.0;-935.0;-1033.0;-4839;-721
54.0;4270;-835.0;-847.0;-858.0;-4270;-987
120.0;1042;-778.0;-825.0;-761.0;-1042;?
91.0;?;-776.0;-839.0;-738.0;-89;-38
86.0;-21;-786.0;-877.0;-747.0;21;-230
69.0;8;-841.0;-941.0;-811.0;-8;-68
101.0;48;-883.0;-938.0;?;-48;41
344.0;-30;-908.0;-927.0;-928.0;30;-45
390.0;80;-915.0;-947.0;-981.0;?;14
168.0;27;?;?;-999.0;-27;-9
-118.0;12;-1104.0;-1040.0;-1101.0;-12;-7
?;59;-1168.0;-1124.0;-1189.0;-59;-60
-82.0;104;-1186.0;-1193.0;-1316.0;-104;-16
160.0;35;-1279.0;-1223.0;-1234.0;-35;-29
43.0;160;-1136.0;?;?;-160;30
90.0;163;-959.0;-1104.0;-793.0;-163;141
104.0;282;?;-1063.0;-723.0;?;-28
90.0;609;-997.0;-1136.0;-882.0;-609;-27
163.0;276;-1009.0;-1047.0;-893.0;-276;14
155.0;1888;-999.0;-1088.0;-845.0;-1888;-112
174.0;1890;-869.0;-958.0;-808.0;-1890;-46
263.0;2876;-780.0;?;-774.0;-2876;-44
215.0;7367;-760.0;-665.0;-822.0;-7367;-355
?;7494;-808.0;?;-891.0;-7494;-777
?;8253;-898.0;-792.0;-957.0;-8253;-938
78.0;-92;-871.0;-859.0;-844.0;92;70
3.0;3;-898.0;-901.0;-920.0;-3;-9
199.0;97;-866.0;-879.0;-901.0;?;-92
211.0;?;-951.0;-875.0;-919.0;7;61
241.0;75;-1014.0;-874.0;?;-75;-64
182.0;-14;?;-955.0;-1064.0;?;?
261.0;-62;-1030.0;-1075.0;-1065.0;?;7
256.0;-12;-1210.0;-1240.0;-1242.0;12;-17
444.0;33;-1253.0;-1280.0;-1192.0;-33;-15
?;17;?;-1244.0;-1005.0;-17;-16
88.0;?;-1006.0;-1122.0;-885.0;-51;?
49.0;161;-1124.0;-1007.0;-912.0;-161;?
?;259;-1071.0;-1028.0;-967.0;-259;-19
239.0;431;-1020.0;-951.0;-912.0;-431;-35
272.0;1008;-913.0;-846.0;-828.0;-1008;-106
276.0;1819;-817.0;-745.0;-808.0;-1819;-71
296.0;2650;-773.0;-661.0;-682.0;-2650;-112
267.0;5704;-784.0;-641.0;-705.0;-5704;-190
194.0;7943;-900.0;-741.0;-808.0;-7943;-1138
103.0;6980;-948.0;-845.0;-890.0;-6980;-1020
200.0;?;-978.0;-913.0;?;-5451;1505
?;547;-996.0;-1009.0;-898.0;-547;1507
147.0;-3085;-998.0;-1079.0;-875.0;3085;?
80.0;-3026;?;?;-846.0;3026;1152
174.0;-4022;-962.0;-1094.0;-881.0;4022;507
286.0;-4270;-936.0;-1007.0;-920.0;4270;?
159.0;-4575;-996.0;-945.0;-946.0;4575;-117
115.0;-4908;-1228.0;-1161.0;-1145.0;?;-586
81.0;-4590;-1266.0;-1134.0;-1288.0;4590;-376
119.0;-4464;-1059.0;?;-1164.0;4464;-683
55.0;-4346;-812.0;-746.0;-932.0;4346;-410
40.0;-2052;?;-766.0;-926.0;2052;631
12.0;2219;-1014.0;-988.0;-1107.0;-2219;342
18.0;2422;-1048.0;-995.0;-1168.0;-2422;1004
22.0;2934;-1056.0;-997.0;-1111.0;-2934;443
-56.0;3426;-937.0;-925.0;-1019.0;-3426;-1108
-88.0;?;-830.0;-841.0;-899.0;48;-3
-23.0;-272;?;-796.0;-818.0;?;222
-7.0;338;-810.0;?;-840.0;-338;-122
-81.0;-121;-879.0;-850.0;-932.0;121;72
?;283;-923.0;-884.0;?;-283;-86
-137.0;105;-937.0;-895.0;?;-105;-1
87.0;196;?;-885.0;-991.0;-196;-12
131.0;204;-881.0;?;-982.0;-204;-32
70.0;61;-849.0;?;-924.0;-61;4
267.0;93;?;-1013.0;-916.0;-93;2
278.0;137;?;-1151.0;-1083.0;-137;-31
?;104;-1108.0;-1188.0;-1116.0;-104;-40
154.0;141;-1130.0;-1177.0;-1085.0;-141;-2
140.0;314;-1083.0;-1025.0;-966.0;-314;-27
280.0;?;-1060.0;-976.0;-921.0;-648;-32
206.0;1439;-1057.0;?;-952.0;?;-45
204.0;1852;-1003.0;?;-972.0;-1852;-41
182.0;3124;-960.0;-891.0;-929.0;-3124;-34
180.0;6237;-866.0;-854.0;-844.0;-6237;-186
160.0;7508;-800.0;-795.0;-779.0;-7508;-829
107.0;6618;-799.0;-743.0;-764.0;-6618;-993
38.0;?;-845.0;-740.0;-805.0;-5774;1084
159.0;1312;-890.0;-802.0;-842.0;-1312;2089
216.0;?;-927.0;-904.0;-868.0;?;838
120.0;-4620;-965.0;-984.0;-854.0;4620;740
34.0;-4481;-942.0;-1100.0;-841.0;4481;689
108.0;?;-1058.0;-1193.0;-911.0;?;327
437.0;-3850;-1010.0;-1156.0;-968.0;3850;67
-169.0;-4123;-1094.0;-1113.0;?;4123;-245
260.0;-3575;-1235.0;-1271.0;-1250.0;3575;-264
43.0;-3423;?;-1104.0;-1182.0;3423;-536
55.0;-3776;-973.0;-836.0;-1044.0;3776;-361
1.0;-2293;?;-783.0;-1010.0;2293;137
80.0;-812;-1082.0;-982.0;-1157.0;812;525
34.0;-128;-1064.0;-994.0;-1202.0;128;-5
59.0;498;-994.0;-925.0;-1029.0;-498;556
22.0;1040;-893.0;-929.0;-955.0;-1040;?
8.0;2434;-851.0;-857.0;-897.0;-2434;-2740
-58.0;1918;?;-821.0;-839.0;-1918;-2034
54.0;159;-829.0;-795.0;-871.0;-159;616
-52.0;?;-876.0;-845.0;-931.0;-2;-196
-81.0;36;-955.0;-938.0;-1015.0;-36;-45
-120.0;84;-1002.0;-1019.0;-1076.0;-84;45
?;160;-942.0;-1093.0;?;-160;-135
-143.0;175;-891.0;-979.0;-967.0;-175;61
44.0;314;-943.0;-910.0;-966.0;-314;-71
225.0;280;-883.0;-839.0;-930.0;-280;-8
43.0;223;-866.0;-778.0;-893.0;-223;-12
208.0;215;-823.0;?;-831.0;-215;-14
373.0;88;-1103.0;-954.0;-949.0;-88;-7
?;-1;-1174.0;-991.0;?;1;8
377.0;21;-1011.0;-982.0;-1026.0;-21;-24
189.0;144;?;-943.0;-937.0;-144;-9
282.0;276;-1032.0;-855.0;-916.0;-276;22
242.0;422;-1000.0;-866.0;-953.0;?;-33
178.0;892;-1014.0;-806.0;-1038.0;-892;35
115.0;?;-1006.0;-848.0;-1087.0;-1230;-119
120.0;1838;-993.0;-899.0;-1027.0;-1838;110
141.0;3118;-926.0;-900.0;-936.0;-3118;-114
105.0;4486;-871.0;-854.0;-895.0;-4486;-278
?;?;-842.0;-827.0;-853.0;-6170;178
130.0;7423;-863.0;-830.0;?;-7423;-1259
151.0;112;-835.0;-883.0;-887.0;-112;-53
231.0;183;-835.0;-885.0;-909.0;-183;-32
123.0;126;-915.0;-913.0;-969.0;?;-38
-29.0;?;-1013.0;-927.0;-988.0;-160;-1
-42.0;156;-1136.0;-1009.0;-1116.0;-156;-2
?;223;-967.0;-1063.0;-1102.0;-223;3
112.0;118;?;-1018.0;-1101.0;-118;-15
59.0;125;-1132.0;-1237.0;-1224.0;-125;-25
-50.0;?;-1134.0;-1196.0;-1027.0;-318;9
-22.0;419;-1176.0;-1081.0;-899.0;-419;?
-9.0;593;-1020.0;-1149.0;-969.0;?;-6
163.0;1041;?;-1086.0;-1113.0;-1041;-80
124.0;1945;-1183.0;-1086.0;-1158.0;-1945;-119
122.0;3974;-1073.0;-1010.0;-1042.0;-3974;225
63.0;6989;-820.0;-763.0;-890.0;-6989;-780
117.0;8527;-650.0;-647.0;-799.0;-8527;-1340
?;?;-634.0;-486.0;-797.0;-8416;-1359
141.0;4618;-697.0;-512.0;-727.0;-4618;-1279
-34.0;-2636;-760.0;-721.0;-684.0;2636;1143
232.0;-4640;-808.0;?;-743.0;4640;1668
27.0;-4028;-858.0;-826.0;-818.0;4028;?
117.0;-4920;-917.0;-930.0;-925.0;4920;654
13.0;-5626;-1004.0;-1055.0;-932.0;5626;86
575.0;-6724;-1165.0;-1219.0;-995.0;6724;-302
141.0;-6892;-1077.0;-1248.0;-1089.0;6892;-859
92.0;-7193;?;-1285.0;?;7193;331
44.0;-6450;-1192.0;-1201.0;-1365.0;?;-2495
157.0;-6188;-1062.0;-891.0;-1319.0;6188;360
51.0;?;?;-720.0;-1138.0;?;4138
38.0;5731;-1026.0;-1013.0;-1146.0;-5731;?
-16.0;7598;-1189.0;-1153.0;-1204.0;-7598;-1193
-80.0;4118;-1082.0;-1100.0;-1171.0;-4118;-1907
-39.0;2130;-857.0;-894.0;-960.0;-2130;-3429
35.0;582;-678.0;-700.0;-679.0;-582;728
?;217;?;-625.0;-603.0;-217;-211
265.0;160;-579.0;-589.0;-554.0;-160;-147
-243.0;87;-634.0;-634.0;-592.0;-87;275
?;151;-707.0;-765.0;-744.0;-151;-269
314.0;?;-796.0;-867.0;-863.0;-141;157
-34.0;?;-841.0;-912.0;-924.0;-146;?
-91.0;114;-1261.0;-985.0;-1075.0;-114;33
-74.0;172;-1187.0;-1301.0;-1272.0;-172;38
10.0;239;-1317.0;-1388.0;-1392.0;-239;2
?;178;-1272.0;-1257.0;-1190.0;-178;-4
?;?;-1123.0;-1162.0;-976.0;-400;32
110.0;416;-1077.0;-1141.0;-743.0;?;-57
13.0;541;-1181.0;-1129.0;-855.0;-541;30
97.0;?;?;-1212.0;-1069.0;-1426;123
158.0;2289;-1055.0;-1180.0;-1072.0;-2289;-94
227.0;5045;-934.0;-974.0;-917.0;-5045;?
62.0;-22;-630.0;-686.0;-605.0;22;113
208.0;105;-609.0;-677.0;-570.0;-105;-104
?;-36;-646.0;-697.0;?;36;76
217.0;106;-698.0;-769.0;-712.0;-106;-85
?;?;-768.0;-819.0;?;-126;25
193.0;172;?;-840.0;-907.0;-172;-3
-171.0;198;-1184.0;-1005.0;-1129.0;-198;10
88.0;215;-1153.0;-1250.0;-1236.0;-215;-2
176.0;159;?;-1322.0;-1368.0;-159;36
?;166;-1203.0;?;?;-166;-27
140.0;265;-1191.0;-1219.0;-1059.0;-265;38
76.0;460;-1058.0;-1170.0;-864.0;-460;-23
113.0;?;-1232.0;?;-846.0;-862;-78
110.0;1519;?;-1211.0;-1092.0;?;142
?;2921;-1161.0;-1215.0;?;?;?
298.0;5498;-1028.0;-1011.0;-975.0;-5498;401
47.0;276;-674.0;-804.0;?;-276;-12
513.0;262;-705.0;-798.0;?;?;?
240.0;268;-783.0;-752.0;-820.0;-268;?
-181.0;260;-1136.0;-831.0;-1021.0;?;?
55.0;179;-1213.0;-1043.0;-1220.0;-179;-5
297.0;185;-1316.0;-1217.0;-1334.0;-185;33
316.0;62;-1309.0;-1227.0;-1246.0;-62;-7
172.0;228;-1113.0;?;-1057.0;-228;2
107.0;527;-1092.0;-1174.0;-908.0;-527;-5
104.0;734;-1235.0;-1143.0;-1041.0;-734;-42
144.0;1571;-1217.0;-1206.0;?;-1571;109
54.0;2446;-1166.0;-1197.0;-1117.0;-2446;-76
92.0;189;-670.0;?;-626.0;-189;-263
115.0;-1;-666.0;-718.0;-617.0;1;?
-30.0;184;-681.0;-726.0;-658.0;-184;-128
299.0;69;-674.0;-743.0;-683.0;-69;5
368.0;151;-708.0;-744.0;-743.0;-151;?
51.0;132;-883.0;-804.0;-858.0;-132;-28
-207.0;109;-1176.0;-973.0;-1070.0;-109;?
152.0;59;?;-1242.0;-1305.0;-59;-9
84.0;116;-1318.0;-1352.0;-1335.0;-116;-12
211.0;90;-1314.0;-1292.0;-1199.0;?;1
77.0;202;-1185.0;-1296.0;-993.0;-202;-7
?;522;-1167.0;-1222.0;-856.0;-522;-55
80.0;443;-1191.0;-1160.0;-1008.0;-443;-24
149.0;2235;-1130.0;-1135.0;-1148.0;-2235;-213
209.0;2794;?;-1034.0;-1090.0;-2794;163
-167.0;362;-623.0;-679.0;-642.0;-362;180
46.0;-55;-654.0;-609.0;-627.0;55;-130
?;140;-718.0;-662.0;-672.0;-140;-21
-170.0;?;-705.0;-681.0;-703.0;-191;-41
127.0;288;?;-678.0;-757.0;-288;-45
?;367;-847.0;-729.0;-855.0;-367;-19
4.0;362;-1091.0;-758.0;-998.0;-362;-1
75.0;326;-1071.0;?;?;?;11
505.0;215;-1211.0;-1189.0;-1201.0;-215;3
321.0;169;-1240.0;?;-1193.0;-169;-12
362.0;184;-1166.0;-1174.0;?;-184;?
?;252;-1067.0;-1185.0;-951.0;-252;14
217.0;556;-1202.0;-1183.0;-1023.0;-556;-19
219.0;1342;-1189.0;-1098.0;-1164.0;-1342;-8
?;2460;-1149.0;?;-1233.0;-2460;-4
223.0;4364;-1082.0;-1063.0;-1126.0;-4364;18
225.0;6821;-905.0;-924.0;-894.0;-6821;-271
?;8645;?;-706.0;-735.0;-8645;?
-191.0;153;-630.0;-611.0;-625.0;-153;-16
-93.0;291;-699.0;-640.0;-696.0;-291;5
218.0;386;-833.0;-740.0;-820.0;-386;-63
142.0;398;-966.0;-709.0;-913.0;-398;?
?;?;-1105.0;-822.0;-1048.0;-323;-9
?;256;-1084.0;-1036.0;-1020.0;-256;-15
409.0;223;-1181.0;-1295.0;-1124.0;-223;-9
408.0;206;-1096.0;-1173.0;-976.0;-206;-1
243.0;371;-1165.0;?;-973.0;-371;-46
265.0;907;-1288.0;-1210.0;-971.0;?;39
275.0;1791;-1238.0;-1060.0;-1077.0;-1791;-135
202.0;3005;-1153.0;-1115.0;-1217.0;-3005;44
186.0;5718;-1078.0;-1131.0;-1203.0;-5718;-64
-46.0;-185;?;-742.0;-719.0;185;919
44.0;265;-616.0;-650.0;-590.0;-265;-651
134.0;45;-616.0;-629.0;-617.0;-45;254
-61.0;155;-655.0;-693.0;-736.0;-155;-95
56.0;260;?;-726.0;-804.0;?;-104
174.0;261;-759.0;-781.0;-902.0;-261;96
137.0;253;-1068.0;-777.0;?;-253;-57
134.0;199;-1160.0;-917.0;-1211.0;-199;30
320.0;196;-1039.0;-1233.0;-1175.0;-196;-42
534.0;133;-1203.0;-1376.0;-1247.0;-133;5
239.0;150;-1236.0;-1156.0;-1108.0;-150;-9
155.0;358;-1272.0;-1106.0;-866.0;-358;-1
265.0;716;-1219.0;-1177.0;-890.0;-716;-58
199.0;?;-1243.0;-1126.0;-1237.0;-1402;-37
?;1984;-1249.0;-1117.0;-1266.0;-1984;-23
-65.0;-17;-921.0;-794.0;-806.0;17;971
?;28;?;-1345.0;-1853.0;-28;891
-48.0;-10;?;-1912.0;-1673.0;10;620
?;82;-1586.0;-1580.0;-1181.0;-82;?
223.0;145;-1063.0;-1397.0;-1060.0;-145;227
90.0;139;-1183.0;-1184.0;-1138.0;-139;157
56.0;244;-866.0;-942.0;-926.0;-244;85
225.0;?;-809.0;-784.0;-677.0;-415;42
99.0;410;-713.0;-660.0;?;-410;23
152.0;686;-677.0;-645.0;-702.0;-686;70
141.0;1075;-804.0;?;-753.0;?;24
30.0;1296;-904.0;-836.0;-867.0;-1296;26
164.0;2100;-1036.0;-998.0;-1008.0;-2100;-42
73.0;2600;-999.0;-1105.0;-966.0;-2600;-186
179.0;?;-855.0;-954.0;-839.0;-63;283
21.0;4941;-917.0;?;-909.0;-4941;-1647
597.0;1043;-863.0;-1010.0;?;-1043;-2129
-295.0;-3326;-830.0;-927.0;-811.0;3326;-8
-57.0;-4239;-846.0;-908.0;-813.0;4239;?
250.0;?;?;-957.0;-850.0;3339;530
219.0;-3684;-1000.0;-1181.0;-981.0;3684;654
?;-3300;-1228.0;-1256.0;-1113.0;3300;315
-130.0;-3909;-1241.0;-1405.0;-1313.0;3909;283
-9.0;-4444;-1160.0;-1271.0;-1356.0;4444;321
163.0;-4013;-1153.0;-1092.0;-1282.0;4013;454
172.0;-6000;-909.0;-826.0;-1112.0;6000;134
68.0;-6346;-929.0;-708.0;-1002.0;6346;1223
5.0;-5648;-1011.0;-797.0;-1115.0;5648;2516
?;-5469;-1022.0;-913.0;-1186.0;5469;2406
3.0;-619;-996.0;?;?;619;2674
46.0;3796;-868.0;?;-962.0;-3796;2118
83.0;?;-800.0;-801.0;-821.0;-5061;1906
114.0;3428;-765.0;-800.0;?;-3428;1544
99.0;377;-769.0;-852.0;-713.0;-377;494
92.0;-13;-810.0;-935.0;-754.0;13;696
29.0;107;-853.0;?;-825.0;-107;631
-98.0;-43;-870.0;-957.0;?;43;476
232.0;83;?;-904.0;-928.0;-83;625
?;16;-818.0;-842.0;-937.0;-16;554
?;66;-838.0;-803.0;-896.0;?;573
-274.0;83;-947.0;-863.0;-885.0;-83;546
7.0;59;?;-1112.0;-1167.0;-59;538
117.0;41;-1224.0;-1299.0;-1386.0;-41;469
?;11;-1443.0;-1338.0;-1453.0;-11;373
61.0;53;?;-1434.0;-1206.0;-53;341
68.0;?;-975.0;-1207.0;?;-44;251
188.0;47;?;-1098.0;-791.0;-47;135
197.0;177;-1033.0;?;-971.0;-177;?
?;221;-1054.0;-1139.0;-959.0;-221;125
108.0;484;-1005.0;-1021.0;-871.0;-484;?
?;4037;-854.0;-844.0;-1008.0;-4037;2896
-36.0;4917;-746.0;-764.0;-818.0;-4917;-518
-20.0;1763;-721.0;-692.0;-719.0;-1763;-673
?;?;-697.0;-716.0;-693.0;-1438;567
23.0;183;-733.0;-812.0;?;?;14
?;189;-797.0;-937.0;-845.0;?;129
-90.0;182;-859.0;-1032.0;-940.0;?;167
135.0;41;-849.0;-999.0;-902.0;-41;73
350.0;?;-804.0;-876.0;-864.0;?;195
93.0;91;-772.0;-810.0;-890.0;-91;97
-277.0;136;?;?;-958.0;-136;145
?;73;-1061.0;-1064.0;?;-73;141
259.0;20;-1278.0;-1275.0;-1300.0;-20;129
156.0;45;-1390.0;-1366.0;-1386.0;-45;131
-30.0;2;-1340.0;-1478.0;-1348.0;-2;107
71.0;?;-949.0;-1165.0;-852.0;-25;139
28.0;-3;-946.0;-948.0;-725.0;3;?
107.0;148;-969.0;-1070.0;-939.0;-148;63
220.0;354;-1073.0;-1071.0;-1030.0;-354;38
115.0;204;-1020.0;-1033.0;-949.0;?;?
128.0;1332;-935.0;-969.0;-905.0;-1332;?
167.0;2360;-856.0;?;-815.0;-2360;-203
160.0;2589;-809.0;-789.0;-789.0;-2589;35
242.0;4607;-826.0;-771.0;-805.0;?;-17
?;7357;-873.0;-805.0;-849.0;-7357;-1643
106.0;7595;-885.0;-862.0;-892.0;?;-1208
523.0;3088;-844.0;-891.0;-875.0;-3088;-1205
-352.0;-2292;?;-861.0;-807.0;2292;-1122
20.0;-3584;-894.0;-922.0;-840.0;3584;987
236.0;?;-1010.0;-1012.0;-952.0;3637;1019
?;-3993;-1044.0;-1182.0;-1061.0;3993;651
229.0;-3489;-943.0;?;-1020.0;3489;366
68.0;-5050;-1184.0;-1190.0;-1079.0;5050;5
33.0;-5610;-1176.0;-1284.0;-1166.0;?;-429
?;-5701;?;-1200.0;-1229.0;5701;-326
136.0;-5569;-1204.0;-1158.0;-1303.0;5569;-442
192.0;-3492;-955.0;-1079.0;-1162.0;3492;-1348
77.0;-7078;-1038.0;-882.0;-1068.0;7078;2848
59.0;-1695;-1035.0;-1011.0;-1171.0;?;5130
22.0;6936;-1053.0;-974.0;-1209.0;-6936;1601
21.0;3725;-1023.0;-971.0;-1161.0;-3725;1007
17.0;3670;-886.0;-841.0;-968.0;-3670;1128
56.0;2296;-765.0;-708.0;-792.0;-2296;-477
96.0;-398;-695.0;-692.0;-689.0;?;-383
175.0;459;-687.0;-723.0;-685.0;-459;188
81.0;5;?;-793.0;-747.0;-5;-33
?;49;-812.0;-900.0;-847.0;-49;77
278.0;26;?;-989.0;-906.0;-26;67
321.0;-50;-836.0;-928.0;-909.0;50;7
-70.0;95;-779.0;-827.0;-926.0;-95;80
?;51;-1010.0;-885.0;-975.0;-51;24
?;72;-1234.0;-1169.0;-1191.0;-72;?
198.0;38;-1237.0;-1248.0;-1269.0;-38;42
?;-17;-1245.0;-1246.0;-1265.0;?;20
163.0;-6;?;-1174.0;-1075.0;6;8
76.0;-5;-1013.0;-1174.0;-933.0;5;15
42.0;-13;-1062.0;-1055.0;-763.0;13;7
205.0;42;-1012.0;-977.0;-858.0;-42;-40
258.0;93;-1053.0;-1043.0;-931.0;-93;-17
145.0;173;-1111.0;-1102.0;-961.0;-173;?
198.0;342;-1025.0;-1069.0;-918.0;-342;-65
179.0;276;-913.0;-943.0;?;-276;?
?;599;-811.0;-830.0;-806.0;-599;-147
116.0;1913;-825.0;-802.0;-811.0;-1913;-3
125.0;5057;-825.0;?;-803.0;-5057;-94
36.0;8043;-852.0;?;-828.0;-8043;-1467
?;-3119;-781.0;-788.0;-791.0;3119;508
89.0;-831;-745.0;-777.0;-798.0;831;1006
132.0;-725;-724.0;-782.0;?;725;1004
35.0;-1169;?;-814.0;-702.0;1169;1078
18.0;-310;-749.0;-847.0;-776.0;310;478
31.0;3;-729.0;-795.0;-779.0;-3;-189
43.0;78;-660.0;-655.0;-676.0;?;69
-60.0;?;-577.0;-550.0;-612.0;?;29
?;76;-539.0;-521.0;-609.0;-76;7
431.0;88;-557.0;-517.0;-551.0;-88;82
65.0;?;-521.0;-573.0;-554.0;-64;35
?;-74;-909.0;-733.0;-686.0;?;38
227.0;3;-1431.0;?;-1262.0;-3;?
299.0;-89;?;?;-1819.0;89;65
158.0;-169;-1696.0;-2048.0;-1778.0;169;74
195.0;185;-1624.0;-1860.0;-1727.0;-185;20
154.0;?;-1603.0;-1731.0;-1624.0;90;6
138.0;339;-1393.0;-1505.0;-1414.0;-339;-16
162.0;?;-1151.0;-1127.0;-1195.0;-365;?
173.0;684;-937.0;-877.0;-951.0;-684;?
168.0;6720;-734.0;-730.0;-756.0;-6720;?
133.0;10623;?;-603.0;-617.0;-10623;359
151.0;4161;-602.0;-528.0;-530.0;?;-423
-79.0;?;-417.0;-381.0;-408.0;-441;32
-62.0;153;-453.0;-392.0;-421.0;-153;-12
?;550;-467.0;-415.0;-451.0;-550;87
156.0;327;-464.0;-490.0;-503.0;-327;14
75.0;347;-651.0;-608.0;?;-347;62
241.0;-181;-1276.0;-1044.0;-1145.0;181;95
242.0;-219;-1900.0;-1797.0;-1664.0;?;90
105.0;-182;-1684.0;-2016.0;-1826.0;182;155
142.0;-428;-1679.0;-1796.0;-1616.0;428;121
171.0;-65;?;-1833.0;-1682.0;65;32
137.0;-304;-1586.0;-1617.0;-1645.0;304;61
126.0;724;-1370.0;-1342.0;?;-724;-10
120.0;4211;-1047.0;-1069.0;-1122.0;-4211;-259
?;5574;-847.0;-903.0;-865.0;-5574;-383
?;5566;-661.0;-704.0;-680.0;-5566;-301
56.0;?;-549.0;-526.0;-532.0;-5036;-468
87.0;2670;-455.0;-407.0;-430.0;-2670;-786
225.0;2972;-414.0;-364.0;-353.0;-2972;-756
240.0;3626;-411.0;-358.0;-365.0;-3626;-722
45.0;-760;-505.0;-427.0;-452.0;760;-767
83.0;-3016;-688.0;-583.0;-590.0;3016;-333
123.0;-1425;-858.0;?;?;1425;-82
123.0;-2084;-911.0;-1009.0;-955.0;2084;-90
289.0;-1967;-1017.0;-1067.0;-953.0;1967;-94
?;-1495;-1087.0;-1199.0;?;1495;-205
66.0;-3407;-1460.0;-1329.0;-1311.0;3407;589
114.0;-1757;?;-1468.0;-1689.0;1757;?
73.0;1807;-1535.0;-1542.0;-1639.0;-1807;1126
?;817;-1539.0;?;-1630.0;-817;1166
