InertialMeasurementUnit LLA accZ;Accelerometer LWR accX;Accelerometer HIP accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;Accelerometer LUA_ accZ;Accelerometer LH accZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit L-SHOE Compass;Accelerometer RUA_ accX
155.0;-91.0;-165.0;41.0;996.0;296.0;30.0;-295.0;74;174;195.0
147.0;-72.0;?;-10.0;1007.0;297.0;36.0;-294.0;74;?;187.0
141.0;-81.0;-177.0;80.0;999.0;301.0;57.0;-339.0;74;174;170.0
135.0;-55.0;-227.0;106.0;962.0;302.0;54.0;-330.0;75;174;147.0
136.0;-111.0;-222.0;114.0;902.0;292.0;49.0;-391.0;75;174;145.0
135.0;-97.0;-234.0;148.0;874.0;306.0;61.0;-404.0;75;174;117.0
121.0;-81.0;-243.0;146.0;854.0;313.0;62.0;-453.0;77;174;117.0
119.0;-82.0;-262.0;139.0;828.0;274.0;89.0;-469.0;79;174;136.0
95.0;-92.0;-327.0;185.0;761.0;?;59.0;-552.0;77;174;134.0
91.0;?;-178.0;148.0;740.0;232.0;77.0;-586.0;80;?;95.0
86.0;-134.0;?;196.0;761.0;233.0;97.0;-608.0;78;174;53.0
82.0;-156.0;-301.0;241.0;682.0;232.0;?;-638.0;100;174;61.0
57.0;-174.0;-228.0;?;668.0;217.0;?;-711.0;?;174;51.0
54.0;-129.0;-221.0;278.0;664.0;203.0;70.0;-752.0;112;?;29.0
45.0;-124.0;-373.0;326.0;635.0;199.0;130.0;-758.0;155;173;12.0
33.0;-179.0;-275.0;?;?;175.0;137.0;-833.0;148;?;11.0
10.0;-207.0;-192.0;347.0;682.0;178.0;133.0;-816.0;186;173;-17.0
4.0;-206.0;-260.0;332.0;724.0;162.0;183.0;-810.0;159;173;-114.0
-4.0;-248.0;-295.0;376.0;734.0;150.0;241.0;-782.0;-137;173;-107.0
-7.0;-280.0;-274.0;352.0;725.0;126.0;194.0;-760.0;-224;173;-72.0
?;-284.0;-228.0;?;707.0;105.0;169.0;-699.0;-124;173;-33.0
11.0;-251.0;-262.0;?;737.0;138.0;242.0;-687.0;-237;173;-10.0
29.0;-200.0;-338.0;?;757.0;190.0;?;-659.0;?;173;-21.0
13.0;-287.0;-312.0;291.0;785.0;177.0;189.0;-666.0;?;173;-68.0
10.0;?;-285.0;299.0;778.0;116.0;90.0;?;179;173;-33.0
3.0;-177.0;-266.0;273.0;788.0;140.0;147.0;-596.0;?;173;-18.0
2.0;-194.0;-257.0;255.0;?;165.0;191.0;-565.0;3;174;-26.0
-5.0;-215.0;-290.0;230.0;843.0;138.0;183.0;-570.0;-230;172;-70.0
?;-243.0;-231.0;245.0;837.0;133.0;?;-575.0;-158;174;-57.0
-27.0;-244.0;-206.0;246.0;822.0;138.0;200.0;-565.0;?;172;-49.0
4.0;-236.0;-146.0;228.0;814.0;117.0;225.0;?;-175;?;-45.0
2.0;-216.0;-153.0;188.0;836.0;151.0;169.0;?;-154;176;-63.0
-9.0;-252.0;-162.0;180.0;835.0;174.0;339.0;-516.0;-168;160;-61.0
?;-229.0;-174.0;142.0;865.0;162.0;?;?;-156;180;-61.0
13.0;-201.0;-122.0;118.0;883.0;151.0;131.0;-469.0;-161;159;-8.0
32.0;?;-143.0;112.0;914.0;138.0;90.0;-490.0;-160;169;40.0
72.0;-150.0;-26.0;102.0;902.0;195.0;116.0;-504.0;-159;207;38.0
169.0;?;-62.0;90.0;977.0;210.0;132.0;-552.0;-160;-53;40.0
351.0;19.0;-232.0;124.0;964.0;309.0;106.0;-600.0;?;-225;51.0
314.0;206.0;-411.0;193.0;1010.0;369.0;?;-722.0;-159;-137;159.0
219.0;71.0;-263.0;341.0;796.0;?;-267.0;-716.0;-158;?;151.0
214.0;-15.0;-128.0;?;696.0;?;-124.0;-699.0;-158;?;110.0
296.0;115.0;-258.0;319.0;709.0;410.0;158.0;-698.0;-158;-139;-17.0
?;185.0;-358.0;329.0;789.0;365.0;?;?;-158;-219;-64.0
152.0;113.0;-256.0;330.0;852.0;302.0;35.0;-672.0;-158;-13;47.0
174.0;70.0;-230.0;295.0;858.0;252.0;-15.0;-576.0;-158;?;183.0
201.0;115.0;-160.0;274.0;834.0;260.0;-46.0;-488.0;-158;151;191.0
266.0;-18.0;-154.0;221.0;799.0;340.0;-78.0;-468.0;-157;150;156.0
299.0;-61.0;-195.0;142.0;788.0;427.0;-31.0;-415.0;-156;153;125.0
315.0;-16.0;-237.0;111.0;815.0;415.0;-15.0;-427.0;-156;125;112.0
?;118.0;-226.0;112.0;856.0;434.0;13.0;-421.0;?;129;137.0
286.0;165.0;-196.0;116.0;?;418.0;-62.0;-410.0;-153;117;185.0
305.0;?;-115.0;108.0;867.0;403.0;-71.0;-389.0;-147;120;222.0
330.0;77.0;-102.0;80.0;878.0;433.0;-91.0;-374.0;-141;115;205.0
321.0;84.0;-109.0;54.0;867.0;?;-86.0;-307.0;-148;?;163.0
313.0;65.0;-109.0;-57.0;869.0;466.0;-176.0;-331.0;?;113;139.0
298.0;88.0;-99.0;-21.0;?;447.0;-157.0;-384.0;-98;111;163.0
293.0;135.0;-64.0;54.0;?;433.0;-128.0;?;-108;?;165.0
281.0;126.0;29.0;33.0;966.0;378.0;-75.0;-463.0;-132;112;258.0
254.0;104.0;-24.0;18.0;1001.0;347.0;-94.0;-453.0;-148;112;290.0
235.0;32.0;-103.0;-18.0;?;348.0;-68.0;-574.0;-151;113;238.0
221.0;43.0;-239.0;134.0;1050.0;317.0;?;-686.0;-228;113;238.0
201.0;79.0;-211.0;269.0;880.0;321.0;24.0;-653.0;-50;113;230.0
188.0;-20.0;-279.0;177.0;684.0;318.0;65.0;-658.0;178;113;?
202.0;-82.0;-347.0;?;?;301.0;69.0;-659.0;104;113;79.0
233.0;-43.0;?;329.0;?;313.0;96.0;?;93;113;-22.0
196.0;47.0;-235.0;?;902.0;?;71.0;-690.0;99;113;-20.0
114.0;-39.0;?;336.0;921.0;174.0;0.0;-648.0;68;113;-29.0
131.0;-127.0;?;262.0;849.0;146.0;-89.0;-570.0;88;113;21.0
145.0;-99.0;-291.0;216.0;796.0;201.0;-49.0;-491.0;74;113;105.0
148.0;-1.0;-232.0;154.0;793.0;220.0;126.0;-436.0;68;?;167.0
104.0;2.0;-159.0;146.0;803.0;224.0;70.0;-398.0;73;112;215.0
-23.0;24.0;-182.0;153.0;831.0;181.0;76.0;-411.0;68;?;209.0
103.0;-328.0;-179.0;132.0;850.0;261.0;-179.0;-391.0;84;113;179.0
106.0;?;-157.0;110.0;865.0;116.0;-220.0;-388.0;?;113;160.0
51.0;-133.0;-144.0;65.0;853.0;?;?;-369.0;97;114;116.0
-7.0;-124.0;-85.0;30.0;851.0;202.0;-125.0;-371.0;96;112;43.0
-28.0;-189.0;-62.0;30.0;?;215.0;224.0;-320.0;94;99;37.0
5.0;-227.0;-32.0;-14.0;840.0;221.0;72.0;-339.0;121;87;?
18.0;-270.0;-137.0;?;850.0;233.0;172.0;-412.0;?;81;30.0
20.0;-208.0;-169.0;40.0;964.0;?;135.0;-447.0;133;87;72.0
29.0;-197.0;156.0;68.0;915.0;225.0;110.0;-414.0;137;100;67.0
71.0;-195.0;70.0;-15.0;1110.0;261.0;53.0;-470.0;137;107;172.0
108.0;-208.0;-600.0;171.0;1098.0;?;50.0;-726.0;137;115;122.0
163.0;-161.0;-647.0;238.0;919.0;387.0;61.0;-740.0;138;120;128.0
191.0;-172.0;-183.0;310.0;804.0;413.0;73.0;-804.0;137;141;?
?;-72.0;-441.0;439.0;?;507.0;95.0;-812.0;138;144;105.0
360.0;-12.0;?;422.0;685.0;514.0;40.0;-822.0;138;?;-38.0
252.0;-32.0;-406.0;431.0;723.0;360.0;-8.0;-826.0;139;?;-168.0
169.0;46.0;-483.0;?;766.0;269.0;-176.0;-725.0;140;158;-21.0
182.0;88.0;-349.0;365.0;764.0;?;-151.0;-677.0;138;?;93.0
217.0;96.0;-225.0;370.0;705.0;282.0;-25.0;-628.0;141;24;40.0
253.0;58.0;-209.0;268.0;663.0;349.0;0.0;-604.0;137;-217;-59.0
248.0;-24.0;-291.0;222.0;680.0;348.0;-17.0;-561.0;141;-161;-21.0
230.0;-40.0;?;235.0;?;320.0;-59.0;-511.0;142;-159;68.0
240.0;35.0;?;219.0;732.0;314.0;-156.0;-503.0;134;-171;133.0
293.0;65.0;-266.0;190.0;766.0;354.0;-58.0;-490.0;158;-154;?
274.0;135.0;-287.0;171.0;827.0;383.0;-260.0;-500.0;130;-169;?
259.0;82.0;-252.0;166.0;838.0;448.0;23.0;-490.0;190;-160;134.0
285.0;-57.0;-218.0;146.0;847.0;457.0;?;-501.0;?;-164;127.0
321.0;12.0;-247.0;142.0;839.0;462.0;-113.0;-471.0;-145;-164;136.0
296.0;59.0;-271.0;96.0;833.0;492.0;-154.0;-471.0;-206;-162;98.0
270.0;31.0;-204.0;108.0;834.0;496.0;-102.0;-446.0;-142;-164;128.0
273.0;-25.0;-145.0;116.0;818.0;485.0;-114.0;-509.0;-172;-163;155.0
?;-12.0;-286.0;?;918.0;?;-97.0;-622.0;-147;-163;153.0
?;-28.0;-647.0;246.0;843.0;477.0;?;-687.0;-132;-163;105.0
?;?;-343.0;454.0;564.0;?;?;-786.0;-125;-163;118.0
?;-126.0;-485.0;374.0;?;?;-9.0;-797.0;-123;-163;-13.0
6.0;-174.0;-641.0;316.0;?;172.0;?;-913.0;-120;-163;-156.0
-19.0;-269.0;-483.0;?;711.0;?;79.0;-908.0;-88;-163;-16.0
-138.0;-212.0;-582.0;515.0;727.0;-37.0;124.0;-934.0;-53;-163;-49.0
-190.0;-231.0;-457.0;439.0;650.0;?;169.0;-902.0;-37;-163;-9.0
-231.0;-367.0;-372.0;445.0;615.0;-90.0;264.0;-892.0;-33;-163;5.0
-206.0;-451.0;-314.0;496.0;530.0;17.0;364.0;-851.0;?;-163;?
-174.0;-445.0;-438.0;512.0;451.0;21.0;498.0;?;-30;-163;-41.0
-152.0;-408.0;?;499.0;423.0;10.0;309.0;?;-31;?;-102.0
-101.0;-353.0;-403.0;488.0;426.0;?;243.0;-763.0;?;-159;-100.0
-54.0;-186.0;-446.0;469.0;450.0;-36.0;147.0;-768.0;-30;-157;-31.0
-42.0;-181.0;-490.0;539.0;?;10.0;96.0;-774.0;-30;-157;0.0
-23.0;-151.0;-593.0;523.0;446.0;12.0;32.0;-776.0;-29;-156;2.0
-26.0;-138.0;?;561.0;450.0;108.0;20.0;-758.0;-30;-155;35.0
?;?;-496.0;606.0;312.0;?;-20.0;-644.0;-29;-154;?
145.0;19.0;-248.0;568.0;233.0;63.0;-103.0;-582.0;-29;-154;-89.0
108.0;4.0;-401.0;462.0;178.0;137.0;?;?;-29;?;-156.0
117.0;-62.0;?;544.0;173.0;117.0;-155.0;-809.0;-30;-154;-156.0
103.0;-23.0;-506.0;561.0;?;137.0;-206.0;?;-30;?;-173.0
72.0;32.0;-403.0;458.0;231.0;129.0;-91.0;-784.0;-29;-154;1.0
70.0;19.0;-388.0;561.0;267.0;152.0;-84.0;-769.0;-30;-154;135.0
63.0;-62.0;-567.0;594.0;203.0;98.0;-69.0;-827.0;?;-154;30.0
107.0;-10.0;-681.0;625.0;142.0;76.0;-104.0;-959.0;-29;-153;-157.0
?;12.0;-658.0;668.0;85.0;116.0;-88.0;?;-29;-153;?
86.0;?;-588.0;765.0;154.0;148.0;-112.0;-1053.0;-29;-152;89.0
81.0;-81.0;-536.0;842.0;225.0;159.0;-51.0;-1108.0;-30;-152;27.0
123.0;-71.0;-762.0;958.0;?;127.0;-110.0;-1210.0;-29;-152;-125.0
48.0;?;-886.0;997.0;?;136.0;-73.0;-1173.0;-27;-152;-83.0
125.0;-131.0;-841.0;960.0;111.0;85.0;-127.0;?;-27;-151;-257.0
124.0;-7.0;-753.0;980.0;40.0;71.0;-137.0;-1166.0;-27;-151;-141.0
246.0;19.0;-603.0;902.0;57.0;89.0;-332.0;-1122.0;-26;-151;?
231.0;150.0;?;902.0;?;171.0;-387.0;-1099.0;-26;-150;-280.0
141.0;90.0;-657.0;903.0;147.0;161.0;-262.0;-1115.0;-25;-150;-126.0
-2.0;66.0;-646.0;931.0;129.0;80.0;-209.0;-1094.0;-25;-150;75.0
-50.0;-128.0;-575.0;908.0;119.0;-31.0;-207.0;-1089.0;-23;-150;?
-255.0;-250.0;-557.0;?;179.0;?;-270.0;-1076.0;-20;-150;?
-137.0;-279.0;-538.0;933.0;177.0;-111.0;-266.0;-1050.0;-20;?;-21.0
11.0;-279.0;-585.0;862.0;131.0;-189.0;-160.0;-1042.0;-20;-150;-490.0
0.0;12.0;?;820.0;217.0;22.0;?;?;-20;-150;-134.0
179.0;42.0;-470.0;837.0;220.0;102.0;-156.0;-1009.0;-19;-149;-226.0
374.0;165.0;?;?;299.0;?;-504.0;-964.0;-19;-149;-78.0
409.0;338.0;-434.0;791.0;292.0;423.0;-541.0;-968.0;-19;-148;8.0
227.0;245.0;-428.0;?;274.0;334.0;-853.0;-1034.0;-19;-148;103.0
19.0;112.0;-338.0;797.0;332.0;188.0;-703.0;-1028.0;-18;-147;-52.0
0.0;-83.0;?;?;458.0;-53.0;-552.0;-1070.0;-19;-146;?
110.0;-50.0;-354.0;864.0;354.0;-39.0;-432.0;?;-18;-146;-10.0
251.0;77.0;-340.0;?;257.0;126.0;-719.0;-1045.0;-15;-143;43.0
246.0;110.0;-313.0;819.0;455.0;308.0;-767.0;-1107.0;-14;-141;-144.0
175.0;176.0;-352.0;756.0;635.0;179.0;?;-1082.0;?;-136;-15.0
191.0;60.0;?;849.0;515.0;?;-814.0;-962.0;-9;-132;262.0
232.0;86.0;-187.0;628.0;520.0;166.0;-725.0;-893.0;?;-130;118.0
384.0;122.0;-125.0;651.0;637.0;394.0;-844.0;-840.0;-7;-127;-157.0
418.0;327.0;?;643.0;583.0;466.0;-740.0;-675.0;-6;-126;?
295.0;248.0;-94.0;475.0;555.0;?;-848.0;-747.0;-6;-128;206.0
372.0;217.0;-7.0;517.0;585.0;377.0;-650.0;-668.0;-5;-131;33.0
356.0;136.0;-108.0;379.0;?;436.0;-658.0;-668.0;-5;-125;-45.0
476.0;254.0;-117.0;416.0;795.0;386.0;-743.0;-711.0;-5;-114;157.0
628.0;?;-110.0;424.0;790.0;538.0;-738.0;-645.0;-4;-110;83.0
?;432.0;-89.0;383.0;783.0;?;-883.0;-683.0;-4;?;231.0
727.0;397.0;-106.0;402.0;751.0;708.0;-843.0;-675.0;-3;?;87.0
874.0;411.0;-138.0;?;822.0;807.0;-745.0;-623.0;-3;-94;153.0
1070.0;608.0;-74.0;438.0;837.0;883.0;-926.0;-599.0;-3;-92;79.0
889.0;?;-79.0;351.0;786.0;977.0;-762.0;-563.0;-3;-96;134.0
881.0;1050.0;66.0;?;799.0;942.0;?;-600.0;-2;?;?
447.0;774.0;16.0;?;793.0;950.0;-368.0;-600.0;-2;-108;88.0
?;157.0;39.0;292.0;740.0;663.0;-1155.0;-590.0;-2;-115;?
613.0;75.0;40.0;238.0;800.0;758.0;?;-515.0;-2;-114;108.0
716.0;458.0;68.0;?;862.0;705.0;-480.0;-610.0;-2;?;106.0
689.0;509.0;6.0;281.0;?;?;-831.0;-539.0;?;-126;139.0
575.0;431.0;-48.0;?;932.0;840.0;-385.0;-597.0;-2;-126;74.0
496.0;473.0;-10.0;290.0;913.0;745.0;-408.0;-607.0;-1;-132;20.0
394.0;237.0;38.0;305.0;904.0;707.0;-478.0;?;-1;-135;-14.0
396.0;47.0;?;322.0;875.0;645.0;-546.0;-552.0;-1;-134;68.0
384.0;141.0;-21.0;345.0;836.0;640.0;-458.0;-537.0;?;-136;-86.0
306.0;203.0;-19.0;292.0;831.0;?;-376.0;-551.0;-2;-136;?
383.0;?;-125.0;353.0;804.0;592.0;-492.0;-505.0;?;-137;-88.0
353.0;203.0;-139.0;332.0;791.0;573.0;-486.0;-591.0;-2;-139;-132.0
325.0;137.0;-185.0;324.0;755.0;573.0;-447.0;-641.0;-2;-140;-166.0
307.0;186.0;?;409.0;?;571.0;-349.0;-657.0;-2;-139;-127.0
257.0;147.0;-152.0;392.0;664.0;?;-358.0;-657.0;-2;-140;-243.0
262.0;125.0;-154.0;359.0;697.0;467.0;-277.0;-679.0;-1;-140;?
242.0;122.0;-206.0;372.0;739.0;504.0;-278.0;-682.0;1;-140;-219.0
344.0;117.0;-240.0;402.0;694.0;509.0;-349.0;-661.0;4;-140;-294.0
?;198.0;-297.0;389.0;718.0;563.0;-423.0;-711.0;5;-139;?
370.0;230.0;-196.0;421.0;710.0;583.0;-514.0;-617.0;8;-138;-417.0
306.0;290.0;-234.0;389.0;697.0;519.0;-486.0;-590.0;10;-138;-536.0
244.0;179.0;-257.0;289.0;?;395.0;-580.0;-632.0;11;-138;-525.0
274.0;130.0;-200.0;365.0;650.0;410.0;?;-594.0;16;-138;-547.0
225.0;284.0;-250.0;384.0;731.0;264.0;-680.0;-535.0;24;-139;-486.0
?;94.0;-257.0;277.0;684.0;353.0;-504.0;-615.0;33;-140;-431.0
198.0;27.0;-271.0;235.0;666.0;335.0;-559.0;-520.0;44;?;-531.0
260.0;175.0;-227.0;267.0;726.0;379.0;-624.0;-524.0;52;-141;-474.0
345.0;202.0;-131.0;273.0;610.0;471.0;-649.0;-439.0;54;-142;-503.0
438.0;281.0;-210.0;202.0;639.0;532.0;-618.0;-492.0;44;-146;-578.0
422.0;413.0;-121.0;120.0;633.0;476.0;-607.0;-501.0;37;?;-423.0
354.0;?;-106.0;56.0;632.0;442.0;-638.0;-437.0;45;-146;-235.0
248.0;326.0;-126.0;221.0;685.0;334.0;-694.0;-409.0;?;-148;-166.0
256.0;243.0;-2.0;90.0;689.0;259.0;-733.0;-368.0;31;-149;-125.0
258.0;348.0;-72.0;120.0;650.0;225.0;-649.0;-432.0;21;-150;-262.0
162.0;315.0;-202.0;177.0;646.0;?;-594.0;-291.0;5;-148;-371.0
15.0;183.0;-56.0;-51.0;481.0;131.0;-590.0;-202.0;143;-145;-375.0
-73.0;70.0;-233.0;-39.0;473.0;?;-402.0;-210.0;16;-143;-336.0
?;-18.0;-542.0;23.0;675.0;79.0;-327.0;-204.0;-227;-143;-347.0
96.0;103.0;25.0;-58.0;654.0;93.0;-295.0;-163.0;-149;-143;-515.0
110.0;117.0;-201.0;-7.0;562.0;261.0;-314.0;179.0;-172;-144;-579.0
167.0;?;-105.0;-20.0;?;232.0;-319.0;6.0;-216;?;-526.0
197.0;261.0;14.0;-301.0;755.0;179.0;-418.0;-253.0;66;-145;-495.0
117.0;340.0;-14.0;-313.0;686.0;29.0;-547.0;169.0;218;-145;-527.0
116.0;219.0;-61.0;-325.0;637.0;110.0;-619.0;-8.0;159;-147;-708.0
?;322.0;?;-429.0;549.0;99.0;-554.0;269.0;182;-152;-746.0
331.0;?;-33.0;-402.0;532.0;152.0;?;130.0;178;-154;-805.0
340.0;598.0;-15.0;-402.0;503.0;160.0;-390.0;58.0;172;-155;-828.0
?;558.0;15.0;-408.0;?;127.0;-444.0;142.0;181;-155;-730.0
272.0;510.0;-22.0;-384.0;?;91.0;-499.0;?;172;-158;-771.0
255.0;452.0;-34.0;-441.0;614.0;108.0;-550.0;18.0;177;-157;-833.0
221.0;394.0;205.0;-579.0;545.0;86.0;?;?;175;-158;-739.0
163.0;?;?;-266.0;?;194.0;-509.0;-76.0;175;-156;?
164.0;359.0;-57.0;-514.0;814.0;122.0;?;-227.0;176;-150;?
136.0;301.0;166.0;-351.0;567.0;110.0;-251.0;?;175;?;-609.0
159.0;297.0;81.0;?;649.0;205.0;-104.0;-94.0;175;-128;-575.0
?;331.0;17.0;-418.0;570.0;156.0;-163.0;-12.0;175;-94;-632.0
113.0;232.0;-133.0;-496.0;542.0;?;?;?;175;?;-582.0
101.0;161.0;-231.0;-504.0;647.0;159.0;-307.0;-51.0;175;-53;-701.0
209.0;143.0;-110.0;-542.0;582.0;212.0;-318.0;?;175;-46;?
269.0;371.0;-74.0;-403.0;549.0;154.0;-210.0;?;174;-53;-868.0
269.0;309.0;87.0;-384.0;455.0;310.0;-185.0;162.0;174;-50;-751.0
355.0;219.0;?;-427.0;603.0;330.0;-297.0;77.0;174;-54;-656.0
?;208.0;121.0;-506.0;641.0;356.0;-446.0;127.0;174;-54;-710.0
423.0;?;132.0;?;547.0;480.0;?;311.0;173;-54;-786.0
540.0;464.0;166.0;-554.0;611.0;480.0;-579.0;264.0;173;-56;-811.0
584.0;655.0;177.0;-585.0;743.0;486.0;-685.0;?;173;-59;-705.0
636.0;655.0;205.0;-574.0;687.0;583.0;-755.0;223.0;172;-64;-631.0
657.0;?;196.0;-570.0;649.0;619.0;-767.0;142.0;172;-70;-631.0
642.0;699.0;135.0;-571.0;696.0;590.0;-777.0;131.0;173;?;-664.0
582.0;664.0;93.0;-561.0;656.0;?;-800.0;117.0;173;-72;-642.0
515.0;589.0;106.0;-576.0;650.0;544.0;-733.0;?;177;-71;-620.0
483.0;578.0;39.0;-473.0;609.0;453.0;-616.0;125.0;173;-71;-604.0
471.0;507.0;63.0;-505.0;618.0;497.0;-575.0;73.0;180;-74;-617.0
456.0;487.0;49.0;-515.0;609.0;506.0;-544.0;67.0;172;-80;-612.0
431.0;509.0;47.0;-433.0;?;477.0;-517.0;34.0;177;-86;-622.0
415.0;449.0;-20.0;-440.0;?;458.0;-483.0;48.0;181;-90;-705.0
411.0;408.0;-70.0;-432.0;568.0;430.0;?;30.0;73;-92;-772.0
447.0;368.0;-123.0;-433.0;569.0;534.0;?;-47.0;-3;-92;-790.0
?;376.0;-107.0;-406.0;505.0;507.0;-503.0;-24.0;7;-92;-709.0
?;440.0;-86.0;-360.0;553.0;567.0;?;-5.0;-7;?;-673.0
494.0;402.0;-125.0;-356.0;578.0;518.0;-660.0;8.0;-8;-92;-680.0
?;429.0;-236.0;-341.0;583.0;545.0;-757.0;3.0;-9;?;-658.0
?;503.0;-113.0;-367.0;534.0;600.0;-677.0;7.0;-14;-98;-703.0
478.0;?;-327.0;-329.0;650.0;580.0;-730.0;40.0;-18;-100;-754.0
441.0;387.0;-264.0;-361.0;515.0;509.0;-672.0;-80.0;-23;-99;-743.0
435.0;326.0;-172.0;-316.0;540.0;522.0;-598.0;-2.0;-28;-93;-687.0
313.0;307.0;-300.0;-282.0;515.0;482.0;-397.0;-38.0;-52;-89;-792.0
311.0;231.0;?;-287.0;536.0;436.0;-498.0;-98.0;?;-89;-903.0
351.0;183.0;-228.0;-277.0;456.0;505.0;-400.0;-140.0;?;-91;-905.0
323.0;258.0;-185.0;-259.0;521.0;448.0;-375.0;-65.0;-99;-94;-845.0
344.0;275.0;-271.0;-227.0;551.0;?;-410.0;7.0;-106;-96;-874.0
342.0;175.0;-228.0;-373.0;?;495.0;-169.0;-108.0;-64;-62;?
352.0;?;-203.0;-335.0;549.0;486.0;-169.0;-61.0;-66;-62;-908.0
331.0;?;-198.0;-356.0;561.0;482.0;-194.0;-83.0;-67;?;-921.0
319.0;129.0;-131.0;-358.0;625.0;481.0;?;-61.0;-67;-62;-925.0
340.0;131.0;?;-343.0;587.0;477.0;-182.0;-79.0;-69;-62;?
328.0;229.0;-224.0;-423.0;?;513.0;-161.0;-68.0;-69;-61;-918.0
308.0;142.0;-260.0;-374.0;632.0;548.0;-203.0;-12.0;?;-60;?
308.0;?;-234.0;-386.0;616.0;481.0;-170.0;-67.0;-70;-60;-572.0
311.0;168.0;-152.0;?;597.0;480.0;-176.0;-94.0;-70;-60;-507.0
305.0;162.0;-184.0;-374.0;623.0;491.0;-183.0;-96.0;-70;-59;-494.0
314.0;105.0;-206.0;-377.0;590.0;503.0;-163.0;-140.0;-72;-59;-431.0
302.0;98.0;-183.0;-395.0;574.0;525.0;-153.0;-204.0;-74;-59;-290.0
271.0;54.0;-260.0;-374.0;622.0;472.0;-179.0;-176.0;-75;-59;-476.0
298.0;107.0;?;-374.0;653.0;487.0;-132.0;-223.0;-76;?;-418.0
291.0;99.0;-308.0;-390.0;658.0;536.0;-179.0;?;-76;-57;-342.0
299.0;126.0;-585.0;-357.0;672.0;506.0;-128.0;-125.0;-78;-55;-372.0
277.0;97.0;-171.0;-401.0;672.0;485.0;-97.0;-172.0;-80;-54;-378.0
253.0;79.0;-249.0;-405.0;682.0;448.0;-126.0;-205.0;-80;-52;?
253.0;41.0;-227.0;?;653.0;502.0;-124.0;-179.0;?;-51;?
287.0;132.0;-281.0;?;650.0;?;?;-226.0;-83;-51;-317.0
290.0;105.0;-258.0;-411.0;640.0;487.0;-158.0;-221.0;-85;-50;-319.0
?;123.0;-245.0;-387.0;620.0;476.0;-169.0;-243.0;-85;-50;-361.0
268.0;70.0;-223.0;-394.0;?;471.0;?;-266.0;-85;-50;-397.0
251.0;46.0;-222.0;-413.0;615.0;467.0;-128.0;-245.0;-86;-51;-378.0
252.0;53.0;-202.0;-373.0;?;459.0;-108.0;-281.0;-88;-48;-410.0
259.0;69.0;-260.0;-386.0;632.0;458.0;-98.0;-232.0;-89;?;-424.0
?;92.0;-217.0;-403.0;630.0;448.0;-122.0;?;?;-40;-416.0
266.0;113.0;-516.0;-377.0;630.0;489.0;?;-257.0;-90;-36;-401.0
258.0;96.0;-120.0;-435.0;?;466.0;-140.0;-243.0;-88;-34;-429.0
265.0;107.0;-222.0;-390.0;638.0;462.0;-124.0;-240.0;-88;-33;-517.0
260.0;90.0;?;-434.0;621.0;450.0;-158.0;-233.0;-88;-31;-514.0
267.0;78.0;-105.0;-412.0;629.0;446.0;-159.0;-186.0;-88;-29;-471.0
279.0;119.0;-170.0;-417.0;634.0;476.0;-132.0;-209.0;?;-27;-312.0
?;135.0;-113.0;-425.0;658.0;472.0;-148.0;-180.0;-87;-26;-274.0
285.0;140.0;-121.0;-430.0;641.0;476.0;-152.0;-133.0;?;-23;-242.0
272.0;151.0;-121.0;-419.0;641.0;468.0;-143.0;-201.0;-87;-20;-169.0
240.0;42.0;-113.0;-462.0;603.0;541.0;-100.0;-280.0;-87;-18;-136.0
178.0;-77.0;-61.0;-455.0;614.0;339.0;-88.0;-169.0;-87;-17;-104.0
145.0;-100.0;-101.0;-437.0;667.0;162.0;24.0;-147.0;-87;-17;-199.0
166.0;-50.0;-124.0;-452.0;660.0;510.0;-59.0;-71.0;-88;-17;-281.0
234.0;57.0;-84.0;-463.0;629.0;420.0;-57.0;-231.0;-89;?;-267.0
278.0;139.0;-77.0;-429.0;710.0;520.0;-131.0;-186.0;-89;-18;-249.0
254.0;?;-98.0;?;636.0;460.0;-134.0;-137.0;-89;-18;-287.0
185.0;35.0;-30.0;-421.0;649.0;564.0;-91.0;-152.0;-88;-22;-214.0
125.0;-61.0;-85.0;-420.0;651.0;492.0;-115.0;-100.0;-88;?;-194.0
111.0;-43.0;-111.0;-464.0;666.0;404.0;-81.0;-142.0;?;-39;-175.0
135.0;-57.0;-127.0;-467.0;665.0;462.0;?;?;-92;-61;-156.0
130.0;-19.0;-110.0;-440.0;648.0;448.0;-65.0;-140.0;-92;?;-111.0
133.0;-33.0;-208.0;-450.0;647.0;427.0;-36.0;-129.0;-92;-81;-107.0
136.0;-42.0;-217.0;-410.0;619.0;416.0;-35.0;-119.0;-92;-93;-153.0
123.0;-40.0;-221.0;?;658.0;420.0;-47.0;-126.0;-92;-87;?
136.0;-40.0;-281.0;-382.0;606.0;437.0;-46.0;-188.0;-91;-83;-265.0
167.0;8.0;-222.0;-395.0;574.0;442.0;-95.0;-160.0;-91;-83;-350.0
220.0;28.0;-170.0;-390.0;530.0;472.0;-155.0;-211.0;-90;-85;-424.0
?;131.0;-177.0;-387.0;583.0;457.0;-122.0;-161.0;-89;-96;-451.0
