InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
13;52;3.0;-297;116;-12;116.0;-116;-444.0;-100.0;52;101.0
-14;7;18.0;-292;-7;-14;6.0;7;-330.0;-80.0;7;55.0
2;-19;123.0;-234;63;0;-21.0;-63;-363.0;-267.0;-19;150.0
-2;386;93.0;-289;153;-3;350.0;-153;-372.0;-139.0;386;34.0
-2;-13;95.0;-264;-55;11;80.0;55;-356.0;-195.0;-13;71.0
13;14;17.0;-333;-5;0;3.0;5;-260.0;-9.0;14;83.0
11;-11;17.0;-335;-1;-2;-13.0;1;-257.0;2.0;-11;21.0
5;-28;14.0;-339;25;-7;-7.0;-25;-253.0;-7.0;-28;5.0
-2;-5;-5.0;-331;9;1;-20.0;-9;-248.0;-18.0;-5;5.0
1;16;31.0;-330;-18;0;-9.0;18;-199.0;-22.0;16;-26.0
-1;-15;12.0;-329;-23;2;-12.0;23;-187.0;-19.0;-15;-17.0
1;-20;35.0;-277;-6;-7;-13.0;6;-138.0;-79.0;-20;5.0
3;18;-71.0;-232;14;-1;-142.0;-14;-364.0;-251.0;18;137.0
-2;18;-7.0;-275;-15;-2;-10.0;15;-177.0;-90.0;18;65.0
-5;-2;-4.0;-273;-60;2;-26.0;60;-207.0;-69.0;-2;43.0
6;25;-31.0;-281;-25;-6;-28.0;25;-171.0;-39.0;25;47.0
3;4;0.0;-227;16;5;-25.0;-16;-363.0;-240.0;4;-36.0
3;19;56.0;-231;-4;3;-4.0;4;-348.0;-241.0;19;-33.0
-4;33;81.0;-230;14;3;-23.0;-14;-365.0;-251.0;33;-4.0
1;3;19.0;-336;11;-5;-32.0;-11;-171.0;-21.0;3;17.0
1;21;14.0;-235;36;0;19.0;-36;-387.0;-235.0;21;45.0
-2;5;45.0;-234;-2;0;13.0;2;-368.0;-244.0;5;-2.0
-2;-8;42.0;-236;-10;-2;-14.0;10;-374.0;-235.0;-8;32.0
-3;-5;-35.0;-234;10;0;-52.0;-10;-368.0;-227.0;-5;14.0
5;31;-8.0;-241;69;-9;-31.0;-69;-362.0;-250.0;31;35.0
-4;-10;145.0;-222;-38;8;-24.0;38;-403.0;-201.0;-10;4.0
-6;-318;-21.0;-246;-238;24;-1.0;238;-347.0;-253.0;-318;13.0
5;-24;-5.0;-263;-34;1;25.0;34;-255.0;-178.0;-24;118.0
4;12;-40.0;-260;-52;3;3.0;52;-255.0;-164.0;12;43.0
-1;18;-85.0;-268;5;-6;-62.0;-5;-253.0;-162.0;18;72.0
0;-20;-149.0;-253;3;-31;-218.0;-3;-243.0;-134.0;-20;45.0
3;25;-30.0;-263;-35;3;-101.0;35;-262.0;-157.0;25;-8.0
-1;-13;-146.0;-268;-32;-3;-54.0;32;-264.0;-161.0;-13;-15.0
4;8;-20.0;-262;-8;3;-84.0;8;-264.0;-139.0;8;96.0
2;2;-57.0;-258;44;5;11.0;-44;-227.0;-151.0;2;-70.0
-2;0;75.0;-275;-22;0;48.0;22;-377.0;-182.0;0;60.0
-1;6;145.0;-275;27;0;47.0;-27;-364.0;-134.0;6;102.0
2;-3;205.0;-268;-4;3;1.0;4;-474.0;-118.0;-3;127.0
-3;3;121.0;-230;29;0;-50.0;-29;-377.0;-150.0;3;181.0
-51;14;1.0;-270;-54;-13;-63.0;54;-395.0;-126.0;14;194.0
-3;-22;-8.0;-291;32;-4;-46.0;-32;-359.0;-133.0;-22;-16.0
2;-41;14.0;-289;8;2;9.0;-8;-340.0;-105.0;-41;-46.0
3;-43;49.0;-284;34;7;-10.0;-34;-320.0;-119.0;-43;-35.0
0;9;-9.0;-300;27;-6;20.0;-27;-346.0;-108.0;9;-19.0
0;-3;-32.0;-282;3;14;-19.0;-3;-373.0;-121.0;-3;-15.0
1;-63;-19.0;-289;-38;5;-21.0;38;-387.0;-110.0;-63;-4.0
-9;-6;-32.0;-309;3;-9;112.0;-3;-344.0;-140.0;-6;110.0
-4;7;8.0;-270;46;-1;-7.0;-46;-377.0;-155.0;7;93.0
-5;-12;-32.0;-298;47;3;-1.0;-47;-350.0;-139.0;-12;-19.0
1;-11;-34.0;-265;39;5;11.0;-39;-390.0;-162.0;-11;49.0
2;-13;-54.0;-258;-15;3;-63.0;15;-282.0;-132.0;-13;29.0
5;-1;-45.0;-260;-4;-2;141.0;4;-458.0;-121.0;-1;-66.0
7;-2;0.0;-301;-20;3;241.0;20;-486.0;-141.0;-2;147.0
4;-15;26.0;-273;16;-1;67.0;-16;-370.0;-149.0;-15;32.0
3;-10;86.0;-304;46;-3;91.0;-46;-359.0;-107.0;-10;-38.0
2;41;95.0;-273;48;-7;78.0;-48;-415.0;-153.0;41;43.0
1;-11;0.0;-267;9;2;44.0;-9;-375.0;-171.0;-11;3.0
1;3;44.0;-292;25;4;48.0;-25;-371.0;-126.0;3;72.0
-4;-11;-19.0;-300;-24;-4;-24.0;24;-373.0;-153.0;-11;46.0
0;18;-71.0;-302;21;-5;-8.0;-21;-371.0;-153.0;18;61.0
-2;11;21.0;-268;-10;-1;63.0;10;-407.0;-165.0;11;-78.0
8;2;68.0;-270;-32;0;92.0;32;-378.0;-151.0;2;-15.0
-8;-26;-160.0;-306;64;-4;-97.0;-64;-324.0;-56.0;-26;51.0
8;-24;61.0;-272;20;-1;48.0;-20;-376.0;-146.0;-24;37.0
3;-31;-12.0;-267;-6;0;-12.0;6;-454.0;-153.0;-31;77.0
21;10;-72.0;-300;-82;-14;-276.0;82;-475.0;-11.0;10;-5.0
1;-20;-108.0;-256;39;4;-22.0;-39;-322.0;-161.0;-20;109.0
0;-25;9.0;-258;-3;3;-59.0;3;-254.0;-183.0;-25;-11.0
0;2;-111.0;-264;-22;1;-93.0;22;-291.0;-140.0;2;49.0
-3;25;-47.0;-300;32;-3;7.0;-32;-342.0;-110.0;25;19.0
-3;14;-44.0;-266;5;0;-46.0;-5;-296.0;-154.0;14;-74.0
-6;-3;269.0;-309;7;-3;65.0;-7;-560.0;-129.0;-3;-241.0
-2;-5;89.0;-275;48;-4;32.0;-48;-348.0;-141.0;-5;-151.0
3;-17;58.0;-275;5;-4;0.0;-5;-346.0;-137.0;-17;-130.0
4;-21;50.0;-275;11;-1;63.0;-11;-309.0;-125.0;-21;-11.0
-5;-35;31.0;-266;-14;7;63.0;14;-329.0;-113.0;-35;10.0
0;-15;27.0;-268;18;5;34.0;-18;-347.0;-122.0;-15;-23.0
-3;-33;88.0;-298;5;3;28.0;-5;-356.0;-119.0;-33;-59.0
-4;-20;-13.0;-294;8;5;-2.0;-8;-368.0;-111.0;-20;-4.0
-6;39;2.0;-294;0;3;-27.0;0;-360.0;-131.0;39;15.0
14;48;2.0;-281;52;14;-35.0;-52;-340.0;-104.0;48;33.0
-3;40;-7.0;-254;29;5;-29.0;-29;-235.0;-132.0;40;-38.0
2;-13;21.0;-259;-8;0;-87.0;8;-271.0;-161.0;-13;0.0
-1;-4;90.0;-260;36;-2;-76.0;-36;-260.0;-135.0;-4;-107.0
-2;-44;-4.0;-270;55;1;7.0;-55;-343.0;-127.0;-44;-77.0
-2;-14;41.0;-265;4;-3;-58.0;-4;-171.0;-180.0;-14;-38.0
4;6;13.0;-277;27;-5;88.0;-27;-335.0;-130.0;6;-57.0
3;6;-17.0;-313;-15;-15;-42.0;15;-350.0;-90.0;6;-4.0
-9;-8;29.0;-296;-27;5;-38.0;27;-327.0;-112.0;-8;-22.0
5;-21;-31.0;-300;43;4;-59.0;-43;-442.0;-118.0;-21;18.0
7;-18;-42.0;-273;10;0;71.0;-10;-350.0;-140.0;-18;-19.0
0;-9;40.0;-269;-17;2;-19.0;17;-340.0;-140.0;-9;4.0
20;-18;17.0;-199;22;42;-24.0;-22;-310.0;-226.0;-18;-82.0
15;-59;-13.0;-244;10;-2;2.0;-10;-333.0;-205.0;-59;8.0
1;22;25.0;-263;-38;10;-11.0;38;-321.0;-131.0;22;-53.0
0;15;5.0;-266;-32;6;-11.0;32;-319.0;-145.0;15;-32.0
-2;-4;35.0;-234;-32;9;-2.0;32;-356.0;-214.0;-4;28.0
16;4;-66.0;-253;-13;11;-38.0;13;-346.0;-242.0;4;3.0
1;36;18.0;-274;-43;-4;-40.0;43;-301.0;-145.0;36;-44.0
31;41;-4.0;-282;62;-16;-8.0;-62;-334.0;-241.0;41;34.0
1;45;33.0;-276;-47;-6;-11.0;47;-317.0;-130.0;45;-68.0
-56;-17;58.0;-198;-46;18;36.0;46;-348.0;-250.0;-17;13.0
12;42;-16.0;-253;24;-9;0.0;-24;-349.0;-255.0;42;36.0
8;34;63.0;-235;3;8;-2.0;-3;-334.0;-255.0;34;38.0
8;-28;41.0;-254;12;-9;-2.0;-12;-329.0;-258.0;-28;33.0
6;-30;52.0;-247;0;-2;20.0;0;-335.0;-246.0;-30;25.0
-3;11;53.0;-276;-13;-4;-26.0;13;-353.0;-153.0;11;8.0
2;46;-9.0;-252;10;-13;-25.0;-10;-339.0;-217.0;46;14.0
7;-17;68.0;-274;13;0;1.0;-13;-276.0;-132.0;-17;82.0
-1;0;32.0;-187;-4;19;-2.0;4;-340.0;-240.0;0;-12.0
-1;-29;41.0;-195;-5;12;3.0;5;-337.0;-245.0;-29;-20.0
0;-13;37.0;-202;-9;6;4.0;9;-331.0;-244.0;-13;33.0
1;-16;24.0;-212;-1;1;-16.0;1;-321.0;-270.0;-16;8.0
2;21;5.0;-214;27;0;-44.0;-27;-336.0;-265.0;21;21.0
6;11;-28.0;-213;15;0;5.0;-15;-340.0;-253.0;11;14.0
11;-6;45.0;-219;8;9;1.0;-8;-346.0;-228.0;-6;-50.0
-681;-803;473.0;801;-132;295;-262.0;132;-282.0;-5.0;-803;-578.0
-1;-25;43.0;-258;-8;1;24.0;8;-406.0;79.0;-25;14.0
-8;-44;50.0;-241;10;-3;40.0;-10;-340.0;-234.0;-44;11.0
-5;-7;28.0;-232;22;6;-10.0;-22;-349.0;-231.0;-7;8.0
-6;-9;8.0;-277;29;-2;-5.0;-29;-297.0;-110.0;-9;-187.0
-4;19;22.0;-239;5;1;-52.0;-5;-340.0;-221.0;19;8.0
-3;19;10.0;-242;17;-4;-17.0;-17;-328.0;-228.0;19;4.0
7;22;-28.0;-219;-39;15;-35.0;39;-345.0;-239.0;22;15.0
16;-22;54.0;-244;-22;-11;-2.0;22;-337.0;-224.0;-22;18.0
-3;24;63.0;-232;-2;-4;4.0;2;-348.0;-228.0;24;-7.0
1;-24;22.0;-250;-22;-13;-34.0;22;-340.0;-221.0;-24;27.0
6;-4;-23.0;-228;25;9;-18.0;-25;-351.0;-223.0;-4;45.0
-7;-26;-88.0;-277;45;-2;-75.0;-45;-283.0;-100.0;-26;-88.0
-2;-19;49.0;-244;-8;-4;15.0;8;-349.0;-269.0;-19;-18.0
-1;40;96.0;-246;-64;-1;55.0;64;-342.0;-85.0;40;42.0
-1;4;141.0;-269;-13;-1;-58.0;13;-475.0;-130.0;4;22.0
-7;-29;2.0;-242;-16;-3;30.0;16;-341.0;-261.0;-29;-26.0
2;22;85.0;-235;2;5;-24.0;-2;-367.0;-238.0;22;45.0
-3;0;-128.0;-249;-56;3;-77.0;56;-585.0;-212.0;0;114.0
3;47;50.0;-221;2;17;-13.0;-2;-359.0;-237.0;47;7.0
-1;18;41.0;-230;-15;7;38.0;15;-335.0;-247.0;18;32.0
4;-13;39.0;-227;7;9;6.0;-7;-331.0;-229.0;-13;11.0
-1;16;17.0;-262;-1;-4;8.0;1;-425.0;81.0;16;3.0
-3;17;-15.0;-257;13;0;-12.0;-13;-418.0;86.0;17;-19.0
0;0;17.0;-260;-4;0;-11.0;4;-411.0;94.0;0;2.0
32;284;200.0;-185;396;21;152.0;-396;-254.0;62.0;284;435.0
-4;7;7.0;-227;-10;8;-9.0;10;-349.0;-240.0;7;13.0
3;27;9.0;-253;37;-15;1.0;-37;-347.0;-203.0;27;0.0
1;26;20.0;-233;20;7;-15.0;-20;-356.0;-243.0;26;33.0
5;20;2.0;-259;-21;-1;-27.0;21;-398.0;93.0;20;4.0
-4;12;17.0;-258;3;5;-8.0;-3;-396.0;95.0;12;-13.0
-2;-31;30.0;-249;-30;-1;15.0;30;-360.0;-262.0;-31;20.0
1;8;-4.0;-260;15;0;-14.0;-15;-406.0;92.0;8;-9.0
-6;91;-103.0;-321;114;-18;-39.0;-114;-393.0;-101.0;91;252.0
6;-14;-73.0;-288;19;1;-55.0;-19;-376.0;-267.0;-14;-9.0
-3;8;30.0;-256;-4;3;1.0;4;-396.0;96.0;8;14.0
-1;-23;41.0;-260;-5;0;9.0;5;-394.0;81.0;-23;41.0
16;17;109.0;-262;-65;-8;5.0;65;-216.0;-59.0;17;75.0
27;8;42.0;-265;24;11;26.0;-24;-339.0;-181.0;8;-81.0
-6;-1;-29.0;-304;-80;-31;-1.0;80;-321.0;-205.0;-1;-96.0
-10;-42;88.0;-243;42;-1;-58.0;-42;-293.0;-28.0;-42;-77.0
19;33;86.0;-210;-30;29;33.0;30;-398.0;-174.0;33;31.0
2;34;-5.0;-258;16;-3;-18.0;-16;-404.0;66.0;34;-5.0
1;23;26.0;-257;-8;-1;-1.0;8;-389.0;22.0;23;-18.0
0;-13;-44.0;-238;-22;-3;-65.0;22;-246.0;-142.0;-13;94.0
-4;4;-6.0;-262;13;-4;6.0;-13;-408.0;56.0;4;17.0
-1;-20;-14.0;-252;8;9;-10.0;-8;-290.0;-193.0;-20;57.0
1;-10;-54.0;-264;40;-4;-18.0;-40;-316.0;-267.0;-10;3.0
6;-14;-23.0;-250;33;1;-84.0;-33;-283.0;-222.0;-14;26.0
-2;19;63.0;-260;-35;-1;20.0;35;-399.0;12.0;19;10.0
1;22;43.0;-260;-23;-2;18.0;23;-401.0;35.0;22;7.0
-3;13;6.0;-258;16;3;21.0;-16;-394.0;10.0;13;-34.0
-1;15;76.0;-257;-24;-4;39.0;24;-399.0;-25.0;15;52.0
2;47;81.0;-259;-13;-7;30.0;13;-411.0;0.0;47;96.0
2;20;54.0;-251;9;3;67.0;-9;-410.0;23.0;20;50.0
-16;11;27.0;-229;20;0;12.0;-20;-399.0;-187.0;11;-29.0
2;30;99.0;-237;38;-7;39.0;-38;-355.0;-160.0;30;106.0
-6;-10;99.0;-239;-14;-6;3.0;14;-350.0;-123.0;-10;-113.0
-1;-12;34.0;-254;-20;2;-14.0;20;-390.0;58.0;-12;-20.0
-6;37;110.0;-231;14;3;17.0;-14;-217.0;-147.0;37;-64.0
-5;-14;52.0;-232;16;3;-5.0;-16;-172.0;-138.0;-14;-8.0
0;3;38.0;-259;-32;-8;67.0;32;-395.0;3.0;3;-113.0
-4;-36;-16.0;-245;-28;2;-77.0;28;-335.0;-164.0;-36;-127.0
-7;7;-111.0;-255;0;-13;-147.0;0;-368.0;-173.0;7;-24.0
-3;14;19.0;-247;29;-6;-127.0;-29;-213.0;-183.0;14;0.0
-5;26;64.0;-271;-35;-3;150.0;35;-508.0;88.0;26;-50.0
-13;13;-95.0;-263;21;-21;-146.0;-21;-440.0;-146.0;13;-39.0
-3;24;-51.0;-264;46;-21;-110.0;-46;-393.0;-145.0;24;-3.0
3;2;51.0;-250;4;0;64.0;-4;-381.0;44.0;2;202.0
-3;-5;45.0;-231;-47;-2;106.0;47;-368.0;-149.0;-5;73.0
-1;-1;8.0;-233;-15;-3;31.0;15;-368.0;-158.0;-1;81.0
-2;48;40.0;-228;60;2;-31.0;-60;-386.0;-137.0;48;44.0
8;13;-21.0;-294;31;1;35.0;-31;-321.0;-140.0;13;234.0
-7;20;-65.0;-231;4;4;-59.0;-4;-362.0;-122.0;20;29.0
-5;8;71.0;-207;29;13;-40.0;-29;-476.0;-43.0;8;15.0
2;-18;-101.0;-275;-54;4;-75.0;54;-204.0;-164.0;-18;24.0
-1;-13;72.0;-243;6;-9;11.0;-6;-151.0;-166.0;-13;9.0
2;40;38.0;-290;19;-1;-119.0;-19;-526.0;-58.0;40;77.0
-10;33;-103.0;-270;21;6;10.0;-21;-423.0;-170.0;33;156.0
-2;51;7.0;-227;-34;8;-30.0;34;-426.0;-263.0;51;81.0
-5;27;-18.0;-332;34;-8;15.0;-34;-541.0;-150.0;27;14.0
-2;-5;-54.0;-260;-74;1;-48.0;74;-585.0;3.0;-5;86.0
7;68;61.0;-265;-11;9;83.0;11;-611.0;-145.0;68;160.0
5;-15;-17.0;-281;19;-7;-7.0;-19;-113.0;-160.0;-15;7.0
11;12;-458.0;-271;10;-1;884.0;-10;-377.0;-109.0;12;216.0
-3;-5;59.0;-269;128;4;108.0;-128;-580.0;-155.0;-5;-151.0
2;-3;92.0;-247;53;4;-26.0;-53;-378.0;-26.0;-3;160.0
-2;-2;48.0;-275;3;0;-22.0;-3;-121.0;-168.0;-2;14.0
5;-24;52.0;-275;27;2;-7.0;-27;-137.0;-152.0;-24;13.0
41;-40;-193.0;-281;-55;-13;74.0;55;-559.0;-142.0;-40;-160.0
-8;31;71.0;-231;54;7;-96.0;-54;-251.0;-228.0;31;38.0
5;26;31.0;-275;2;-3;-3.0;-2;-139.0;-181.0;26;2.0
-3;2;31.0;-276;-7;3;-75.0;7;-274.0;-156.0;2;-190.0
71;16;1125.0;-321;16;-103;-397.0;-16;-124.0;-86.0;16;1381.0
7;323;17.0;-220;142;-32;51.0;-142;-631.0;34.0;323;403.0
4;-19;-58.0;-269;25;-2;-32.0;-25;-322.0;95.0;-19;-70.0
0;-27;31.0;-281;-78;4;-15.0;78;-521.0;-161.0;-27;25.0
9;14;-132.0;-271;-47;-20;126.0;47;-572.0;-141.0;14;224.0
1;1;7.0;-295;-243;-1;5.0;243;-136.0;-181.0;1;5.0
7;14;52.0;-275;12;-2;24.0;-12;-143.0;-151.0;14;10.0
5;10;-14.0;-276;-58;1;-16.0;58;-128.0;-162.0;10;3.0
5;-5;76.0;-318;8;2;-143.0;-8;-198.0;-26.0;-5;-126.0
-1;37;-79.0;-235;7;0;-18.0;-7;-162.0;-163.0;37;-70.0
3;0;-30.0;-221;-71;29;-41.0;71;-387.0;90.0;0;-41.0
0;1;49.0;-232;-31;1;-1.0;31;-482.0;-261.0;1;-10.0
5;-48;30.0;-254;10;-5;32.0;-10;-415.0;73.0;-48;21.0
15;0;-33.0;-266;89;-3;-88.0;-89;-204.0;-141.0;0;-228.0
5;-23;-170.0;-273;-47;5;-82.0;47;-215.0;-171.0;-23;148.0
-4;-7;-90.0;-238;-19;-4;-23.0;19;-158.0;-157.0;-7;104.0
2;10;75.0;-253;12;1;58.0;-12;-395.0;75.0;10;37.0
1;23;69.0;-249;19;5;54.0;-19;-402.0;82.0;23;34.0
715;114;497.0;-200;98;56;22.0;-98;-388.0;43.0;114;-277.0
-397;-33;-678.0;-52;68;222;-508.0;-68;-376.0;-76.0;-33;-138.0
-2;-49;33.0;-255;6;22;11.0;-6;-504.0;-22.0;-49;59.0
-5;49;85.0;-260;0;-6;92.0;0;-410.0;5.0;49;70.0
-4;22;76.0;-228;52;6;-99.0;-52;-198.0;-164.0;22;-16.0
3;13;-142.0;-269;-35;10;-70.0;35;-263.0;-117.0;13;302.0
-2;-12;18.0;-251;33;5;39.0;-33;-651.0;61.0;-12;-78.0
-1;27;-68.0;-227;11;5;-101.0;-11;-281.0;-245.0;27;70.0
-1;4;-108.0;-324;6;-5;-81.0;-6;-198.0;-29.0;4;-200.0
0;5;34.0;-317;47;-2;-25.0;-47;-220.0;-11.0;5;-145.0
0;-95;65.0;-271;-22;-17;40.0;22;-318.0;-236.0;-95;23.0
13;6;523.0;-262;-40;9;-544.0;40;-223.0;54.0;6;253.0
-2;24;-8.0;-231;53;1;-3.0;-53;-233.0;-241.0;24;53.0
1;77;220.0;-242;112;-5;218.0;-112;-353.0;-192.0;77;199.0
2;24;6.0;-253;17;4;22.0;-17;-396.0;93.0;24;-37.0
2;8;-22.0;-260;45;-3;-7.0;-45;-399.0;80.0;8;-96.0
3;5;-45.0;-229;19;0;134.0;-19;-254.0;70.0;5;-121.0
-2;55;129.0;-230;-22;5;-50.0;22;-361.0;-240.0;55;32.0
-91;3152;232.0;-787;6618;-269;219.0;-6618;-252.0;-7.0;3152;-135.0
47;383;-123.0;-188;504;66;215.0;-504;-206.0;-89.0;383;44.0
-1;35;-65.0;-257;5;0;0.0;-5;-392.0;101.0;35;-61.0
-754;522;405.0;-1161;-353;-449;14.0;353;-576.0;-330.0;522;89.0
2;-32;-144.0;-267;-36;58;-113.0;36;-380.0;58.0;-32;-237.0
-3;56;-4.0;-262;13;-3;-5.0;-13;-392.0;98.0;56;0.0
2;-12;-12.0;-256;-22;3;-13.0;22;-396.0;109.0;-12;46.0
-6;-17;247.0;-272;28;1;12.0;-28;-191.0;-65.0;-17;-166.0
-1;-23;41.0;-260;-5;0;15.0;5;-400.0;100.0;-23;22.0
14;9;362.0;-293;70;-12;-164.0;-70;-248.0;-97.0;9;-73.0
356;-3347;-1110.0;-554;-4958;-238;-250.0;4958;-621.0;17.0;-3347;461.0
3;-2;58.0;-251;16;7;11.0;-16;-403.0;89.0;-2;21.0
-10;18;141.0;-306;6;-6;-51.0;-6;-185.0;-155.0;18;-16.0
-2;-13;51.0;-258;-4;2;18.0;4;-387.0;117.0;-13;11.0
0;-19;15.0;-257;-17;2;14.0;17;-392.0;109.0;-19;8.0
0;-133;-332.0;-178;65;-95;-49.0;-65;-607.0;-116.0;-133;118.0
-4;-10;53.0;-271;40;-1;-42.0;-40;-386.0;114.0;-10;-43.0
1;-17;-80.0;-264;30;-5;92.0;-30;-462.0;31.0;-17;124.0
-4;7;-46.0;-269;-12;2;105.0;12;-443.0;35.0;7;42.0
15;-47;-7.0;-248;-74;17;-27.0;74;-340.0;-270.0;-47;-45.0
-3;20;52.0;-268;15;2;-30.0;-15;-428.0;88.0;20;12.0
3;0;-15.0;-263;-1;-3;-29.0;1;-395.0;105.0;0;-10.0
3;-12;0.0;-260;-44;2;-64.0;44;-409.0;97.0;-12;2.0
5;-17;28.0;-260;-56;2;-45.0;56;-396.0;103.0;-17;-18.0
2;24;32.0;-232;10;1;-329.0;-10;-96.0;-271.0;24;-79.0
-1;-5;13.0;-261;-29;0;-16.0;29;-398.0;110.0;-5;29.0
-1;-11;-6.0;-260;-4;2;-10.0;4;-405.0;99.0;-11;5.0
0;28;34.0;-261;13;1;13.0;-13;-419.0;110.0;28;-22.0
1;33;55.0;-257;32;5;24.0;-32;-396.0;111.0;33;-4.0
4;-32;64.0;-238;2;-3;-108.0;-2;-96.0;-232.0;-32;39.0
3;11;41.0;-254;9;6;29.0;-9;-406.0;98.0;11;3.0
-3;-12;-5.0;-253;-67;10;6.0;67;-406.0;100.0;-12;-9.0
6;38;2.0;-258;64;0;-12.0;-64;-410.0;100.0;38;10.0
-2;2;27.0;-261;2;-2;-18.0;-2;-398.0;104.0;2;-13.0
3;-17;12.0;-262;-9;-1;-26.0;9;-407.0;102.0;-17;28.0
1;1;8.0;-265;-14;-5;-9.0;14;-414.0;96.0;1;27.0
-1;37;41.0;-262;-24;-2;4.0;24;-417.0;100.0;37;27.0
2;39;0.0;-262;1;-3;-12.0;-1;-403.0;105.0;39;-17.0
3;-39;94.0;-278;-50;3;58.0;50;-397.0;81.0;-39;-9.0
2;18;41.0;-261;-28;-3;-1.0;28;-425.0;109.0;18;1.0
7;8;-17.0;-268;14;2;-18.0;-14;-411.0;101.0;8;9.0
-3;-13;33.0;-257;-13;3;-11.0;13;-406.0;99.0;-13;5.0
6;8;38.0;-268;6;2;5.0;-6;-408.0;101.0;8;32.0
0;-16;32.0;-273;-37;-1;-8.0;37;-421.0;85.0;-16;49.0
1;-7;18.0;-259;30;-1;9.0;-30;-424.0;109.0;-7;16.0
202;734;152.0;-590;677;-93;179.0;-677;-534.0;-137.0;734;163.0
0;38;48.0;-291;37;4;-37.0;-37;-485.0;-184.0;38;94.0
6;22;398.0;-263;27;-4;-360.0;-27;-226.0;-271.0;22;-61.0
-4;-12;34.0;-256;5;1;14.0;-5;-407.0;103.0;-12;10.0
-8;-5;2.0;-258;43;2;3.0;-43;-414.0;113.0;-5;5.0
4;-3;-10.0;-258;-47;0;-13.0;47;-415.0;93.0;-3;-4.0
-1;0;55.0;-259;-14;0;18.0;14;-416.0;87.0;0;37.0
0;5;-5.0;-259;25;-2;-18.0;-25;-421.0;97.0;5;-4.0
0;13;-243.0;-248;4;1;-68.0;-4;-127.0;-175.0;13;23.0
-2;2;-5.0;-260;7;0;3.0;-7;-413.0;110.0;2;46.0
-3;-3;22.0;-262;33;-3;1.0;-33;-416.0;98.0;-3;13.0
-4;-34;22.0;-258;-12;2;12.0;12;-414.0;92.0;-34;-15.0
3;-1;30.0;-255;-33;3;-5.0;33;-421.0;89.0;-1;-3.0
-1;3;28.0;-258;25;-1;14.0;-25;-406.0;90.0;3;-3.0
13;5;-279.0;-254;48;9;-142.0;-48;-545.0;-124.0;5;147.0
-2;-17;-4.0;-261;-19;-2;12.0;19;-415.0;93.0;-17;-5.0
-13;-11;-351.0;-285;-59;-1;-107.0;59;-452.0;-292.0;-11;-176.0
-3;18;39.0;-254;-2;3;-1.0;2;-424.0;90.0;18;-3.0
2;36;-6.0;-278;7;-5;-25.0;-7;-406.0;108.0;36;23.0
-5;16;-6.0;-257;8;3;-15.0;-8;-420.0;99.0;16;8.0
-5;7;-404.0;-308;26;-2;-229.0;-26;-365.0;-148.0;7;-31.0
-4;12;33.0;-260;-16;-1;-1.0;16;-425.0;95.0;12;12.0
-4;-25;24.0;-259;14;0;14.0;-14;-430.0;112.0;-25;14.0
-3;1;16.0;-255;-3;4;8.0;3;-427.0;111.0;1;3.0
3;-13;11.0;-263;46;-3;-5.0;-46;-415.0;97.0;-13;12.0
-6;-27;55.0;-258;-13;5;-7.0;13;-418.0;110.0;-27;-25.0
-1;-5;9.0;-256;22;5;-17.0;-22;-407.0;112.0;-5;-21.0
-3;-17;-2.0;-271;16;0;-16.0;-16;-413.0;110.0;-17;-15.0
3;-15;24.0;-268;26;-2;-11.0;-26;-425.0;100.0;-15;-18.0
-3;-27;54.0;-269;16;-2;6.0;-16;-415.0;105.0;-27;11.0
4;7;33.0;-258;-19;0;-1.0;19;-416.0;103.0;7;33.0
-27;-4;-513.0;-264;-17;-7;-191.0;17;-477.0;-326.0;-4;84.0
8;-57;214.0;-257;-112;-24;-675.0;112;-349.0;-177.0;-57;-139.0
-2;-2;56.0;-271;6;-4;10.0;-6;-429.0;101.0;-2;1.0
613;419;485.0;-708;-212;-889;-66.0;212;-311.0;282.0;419;289.0
0;-4;17.0;-261;13;-2;3.0;-13;-418.0;97.0;-4;-30.0
0;25;7.0;-258;14;2;10.0;-14;-424.0;100.0;25;25.0
1;11;41.0;-260;11;2;-6.0;-11;-410.0;127.0;11;6.0
-1;-13;1.0;-258;25;4;-19.0;-25;-415.0;101.0;-13;36.0
-5;20;6.0;-258;-18;3;16.0;18;-407.0;110.0;20;-32.0
-1;-10;15.0;-262;-10;-2;-1.0;10;-406.0;108.0;-10;-19.0
-4;-5;-32.0;-262;-6;-1;-12.0;6;-410.0;101.0;-5;-42.0
-1;2;26.0;-256;-9;5;24.0;9;-411.0;98.0;2;0.0
-3;2;48.0;-264;-11;-4;7.0;11;-417.0;123.0;2;33.0
4;25;52.0;-263;10;-2;27.0;-10;-408.0;118.0;25;3.0
92;-2309;90.0;-558;1323;216;90.0;-1323;-548.0;-135.0;-2309;143.0
