InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX
20.0;-824;-15.0;381;9.0;25.0;36.0
29.0;-824;-13.0;370;1.0;41.0;130.0
14.0;-816;-27.0;377;29.0;19.0;96.0
18.0;-819;-47.0;373;13.0;54.0;5.0
18.0;-818;-44.0;377;43.0;25.0;39.0
41.0;-822;-47.0;378;21.0;75.0;36.0
54.0;-815;-44.0;373;14.0;73.0;17.0
14.0;-830;-15.0;347;56.0;45.0;75.0
38.0;-827;-44.0;367;-34.0;26.0;41.0
20.0;-836;44.0;346;41.0;38.0;57.0
46.0;-821;-33.0;374;21.0;63.0;44.0
-66.0;-749;-39.0;416;45.0;93.0;11.0
14.0;-834;27.0;339;25.0;24.0;49.0
49.0;-813;-36.0;372;-1.0;-22.0;16.0
-8.0;-752;28.0;413;32.0;65.0;27.0
53.0;-754;-40.0;416;37.0;47.0;-95.0
67.0;-813;-27.0;384;12.0;25.0;-23.0
29.0;-823;-22.0;374;-22.0;41.0;-29.0
26.0;-823;12.0;357;-18.0;-10.0;-8.0
-17.0;-822;2.0;371;5.0;44.0;-15.0
-7.0;-808;-6.0;392;-13.0;10.0;-57.0
6.0;-826;18.0;344;39.0;1.0;54.0
-27.0;-828;28.0;343;22.0;-20.0;60.0
-10.0;-820;25.0;357;45.0;44.0;79.0
19.0;-817;17.0;356;46.0;78.0;38.0
-1.0;-818;26.0;356;3.0;117.0;-37.0
3.0;-818;5.0;356;9.0;114.0;-43.0
11.0;-818;-3.0;351;-6.0;104.0;-72.0
30.0;-716;-7.0;445;33.0;29.0;-6.0
35.0;-724;-35.0;444;26.0;16.0;-24.0
70.0;-725;-28.0;454;40.0;9.0;32.0
29.0;-713;-36.0;450;41.0;22.0;28.0
14.0;-732;-8.0;442;0.0;38.0;-7.0
13.0;-726;-15.0;446;-5.0;33.0;-14.0
6.0;-730;-21.0;445;-7.0;5.0;6.0
29.0;-728;-17.0;441;13.0;13.0;-11.0
33.0;-732;-31.0;441;16.0;1.0;19.0
28.0;-727;-59.0;444;-31.0;-6.0;17.0
43.0;-734;-51.0;438;-33.0;4.0;26.0
31.0;-734;-38.0;441;-39.0;-12.0;28.0
49.0;-732;-17.0;439;0.0;0.0;-8.0
49.0;-732;7.0;446;-45.0;19.0;-43.0
-39.0;-732;-3.0;439;43.0;29.0;47.0
-19.0;-737;16.0;439;51.0;57.0;49.0
-15.0;-736;26.0;443;14.0;94.0;44.0
39.0;-785;-1.0;424;-99.0;67.0;42.0
-6.0;-829;11.0;344;55.0;0.0;9.0
12.0;-838;28.0;339;60.0;46.0;23.0
34.0;-838;17.0;342;26.0;51.0;56.0
45.0;-830;2.0;346;37.0;32.0;28.0
-6.0;-822;7.0;361;0.0;58.0;-70.0
10.0;-821;-48.0;354;4.0;18.0;-59.0
53.0;-830;-24.0;347;35.0;22.0;-4.0
45.0;-831;-44.0;342;27.0;74.0;-61.0
-16.0;-828;-13.0;339;-35.0;62.0;-61.0
64.0;-824;8.0;345;-34.0;74.0;-48.0
47.0;-831;-45.0;339;45.0;64.0;-8.0
36.0;-835;-50.0;340;41.0;73.0;-13.0
59.0;-820;-22.0;347;-13.0;58.0;-27.0
73.0;-821;-13.0;350;8.0;77.0;-7.0
52.0;-841;-52.0;340;35.0;31.0;46.0
45.0;-779;47.0;388;-30.0;69.0;66.0
57.0;-838;29.0;341;41.0;-25.0;10.0
22.0;-770;7.0;391;15.0;63.0;70.0
37.0;-771;-5.0;386;15.0;74.0;14.0
-15.0;-778;-22.0;415;-50.0;42.0;-1.0
106.0;-777;-6.0;412;52.0;90.0;-44.0
39.0;-825;-10.0;349;45.0;41.0;14.0
106.0;-798;7.0;389;-16.0;97.0;32.0
32.0;-826;17.0;351;47.0;48.0;-3.0
67.0;-814;6.0;362;-62.0;139.0;93.0
32.0;-799;-30.0;383;-43.0;16.0;40.0
-2.0;-798;-1.0;383;-16.0;2.0;-12.0
2.0;-802;2.0;380;33.0;11.0;53.0
23.0;-768;39.0;387;44.0;30.0;-79.0
16.0;-822;-19.0;352;99.0;36.0;-15.0
-25.0;-806;13.0;380;-27.0;4.0;45.0
1.0;-798;13.0;381;-37.0;8.0;-16.0
30.0;-824;-43.0;352;50.0;-21.0;-5.0
44.0;-828;-12.0;346;-25.0;73.0;-2.0
20.0;-795;-6.0;383;10.0;19.0;12.0
21.0;-827;-19.0;348;-19.0;102.0;19.0
26.0;-802;-4.0;385;10.0;33.0;-9.0
25.0;-755;0.0;427;12.0;33.0;-71.0
41.0;-757;-46.0;420;11.0;37.0;-21.0
32.0;-753;-15.0;416;16.0;22.0;-17.0
19.0;-751;-40.0;418;38.0;13.0;17.0
36.0;-750;-1.0;422;15.0;13.0;19.0
32.0;-822;23.0;349;13.0;76.0;13.0
30.0;-751;-19.0;422;47.0;47.0;55.0
9.0;-751;-11.0;417;26.0;37.0;2.0
73.0;-801;-19.0;382;3.0;36.0;10.0
74.0;-799;-20.0;387;42.0;70.0;27.0
59.0;-799;-16.0;383;18.0;107.0;23.0
13.0;-834;-27.0;348;-13.0;42.0;86.0
38.0;-822;-16.0;350;39.0;62.0;25.0
40.0;-821;-11.0;348;66.0;46.0;-15.0
73.0;-822;7.0;350;39.0;52.0;29.0
8.0;-750;3.0;414;-22.0;26.0;-40.0
-16.0;-746;24.0;417;30.0;42.0;29.0
-13.0;-746;13.0;419;18.0;21.0;-34.0
33.0;-826;-12.0;350;37.0;32.0;41.0
50.0;-799;18.0;384;27.0;69.0;35.0
14.0;-1067;-93.0;1109;-194.0;-164.0;-52.0
-33.0;-802;16.0;385;-10.0;-13.0;72.0
-3.0;-820;-2.0;351;2.0;19.0;12.0
7.0;-819;21.0;351;-26.0;55.0;29.0
-19.0;-805;30.0;380;-7.0;16.0;22.0
32.0;-820;-14.0;353;19.0;64.0;54.0
61.0;-818;-26.0;348;9.0;48.0;30.0
-19.0;-753;4.0;418;38.0;23.0;-54.0
43.0;-751;13.0;416;72.0;47.0;98.0
18.0;-751;-81.0;418;60.0;25.0;94.0
28.0;-795;38.0;385;10.0;29.0;4.0
56.0;-751;-15.0;418;22.0;-6.0;101.0
35.0;-750;-38.0;417;42.0;-2.0;106.0
-35.0;-801;8.0;379;32.0;43.0;80.0
-24.0;-804;-6.0;380;26.0;-24.0;100.0
9.0;-804;34.0;378;35.0;-2.0;83.0
-7.0;-750;49.0;420;-75.0;41.0;-2.0
16.0;-799;-11.0;382;-65.0;50.0;1.0
-10.0;-803;34.0;383;10.0;11.0;-7.0
26.0;-830;-63.0;338;30.0;15.0;66.0
83.0;-818;-32.0;349;32.0;70.0;28.0
40.0;-817;-73.0;340;41.0;40.0;6.0
53.0;-818;-24.0;355;47.0;50.0;2.0
42.0;-813;5.0;352;49.0;45.0;13.0
3.0;-821;80.0;356;43.0;34.0;-4.0
-13.0;-821;65.0;357;24.0;44.0;-38.0
71.0;-764;0.0;480;36.0;78.0;27.0
46.0;-776;22.0;419;-50.0;42.0;102.0
41.0;-777;48.0;420;-18.0;25.0;30.0
34.0;-777;23.0;418;29.0;6.0;38.0
23.0;-774;41.0;423;75.0;54.0;91.0
-12.0;-774;38.0;417;70.0;70.0;80.0
-23.0;-775;44.0;422;45.0;46.0;45.0
-23.0;-773;32.0;424;24.0;-12.0;55.0
-23.0;-774;22.0;424;3.0;33.0;27.0
12.0;-774;6.0;423;-7.0;37.0;49.0
31.0;-732;-41.0;434;37.0;19.0;-78.0
58.0;-725;-18.0;441;17.0;13.0;-20.0
22.0;-728;-54.0;434;0.0;34.0;12.0
33.0;-735;-26.0;441;29.0;67.0;32.0
30.0;-737;-24.0;436;19.0;86.0;14.0
21.0;-735;-11.0;435;3.0;41.0;-2.0
15.0;-735;-28.0;432;-22.0;20.0;8.0
35.0;-733;-35.0;435;32.0;6.0;-14.0
33.0;-740;-75.0;430;29.0;-8.0;-28.0
32.0;-740;-50.0;434;-29.0;-11.0;-1.0
29.0;-739;-36.0;429;23.0;17.0;-9.0
41.0;-738;-25.0;433;-12.0;33.0;5.0
25.0;-733;-34.0;435;16.0;81.0;29.0
51.0;-736;-69.0;432;-15.0;24.0;-9.0
28.0;-734;-35.0;426;34.0;11.0;0.0
20.0;-734;-50.0;427;28.0;34.0;6.0
29.0;-734;-92.0;434;-14.0;-12.0;-6.0
29.0;-736;-96.0;433;20.0;43.0;5.0
-11.0;-736;-50.0;432;22.0;47.0;14.0
-51.0;-737;-28.0;434;14.0;77.0;-26.0
-42.0;-735;5.0;434;31.0;53.0;11.0
-66.0;-734;-31.0;435;26.0;51.0;23.0
-31.0;-738;-28.0;430;-37.0;41.0;-7.0
39.0;-770;-32.0;419;38.0;37.0;-4.0
19.0;-780;-65.0;412;9.0;-51.0;-44.0
30.0;-772;48.0;425;2.0;55.0;-33.0
-29.0;-733;-59.0;429;9.0;5.0;-2.0
-25.0;-735;30.0;435;13.0;-10.0;11.0
-19.0;-733;-17.0;429;10.0;-4.0;27.0
-24.0;-737;-15.0;433;5.0;-16.0;46.0
2.0;-734;-62.0;427;-41.0;-18.0;24.0
-13.0;-697;-74.0;507;-77.0;-88.0;-12.0
24.0;-731;-50.0;435;-24.0;36.0;66.0
-8.0;-724;14.0;433;12.0;35.0;-3.0
12.0;-743;-34.0;419;17.0;27.0;46.0
16.0;-753;-24.0;424;-49.0;33.0;41.0
16.0;-773;-25.0;424;4.0;12.0;-39.0
35.0;-775;-44.0;421;42.0;21.0;-96.0
53.0;-838;-41.0;328;28.0;86.0;-32.0
38.0;-801;-20.0;384;41.0;41.0;0.0
13.0;-721;59.0;446;42.0;67.0;62.0
10.0;-754;-15.0;430;110.0;60.0;23.0
44.0;-799;-28.0;386;65.0;27.0;-68.0
34.0;-797;-9.0;387;8.0;41.0;11.0
42.0;-807;-26.0;388;17.0;15.0;6.0
37.0;-798;-27.0;388;12.0;79.0;-53.0
40.0;-804;-7.0;393;-3.0;79.0;-26.0
-2.0;-840;31.0;325;27.0;80.0;-19.0
-16.0;-783;86.0;418;-9.0;11.0;35.0
-5.0;-776;36.0;419;25.0;49.0;80.0
-19.0;-770;51.0;421;25.0;55.0;85.0
5.0;-769;59.0;431;6.0;25.0;56.0
71.0;-773;-10.0;432;58.0;41.0;48.0
49.0;-773;-60.0;427;69.0;70.0;44.0
51.0;-765;-28.0;422;31.0;92.0;32.0
20.0;-771;-40.0;430;2.0;62.0;1.0
33.0;-770;-9.0;431;17.0;71.0;8.0
42.0;-769;15.0;427;7.0;59.0;49.0
56.0;-773;-32.0;427;49.0;120.0;47.0
98.0;-773;-49.0;421;26.0;92.0;-29.0
4.0;-829;-43.0;340;8.0;37.0;106.0
2.0;-787;20.0;412;-4.0;2.0;-86.0
-43.0;-789;54.0;400;21.0;2.0;-56.0
30.0;-839;-53.0;334;28.0;53.0;49.0
113.0;-795;-20.0;391;-9.0;57.0;-57.0
24.0;-808;13.0;378;1.0;143.0;-27.0
48.0;-809;-26.0;377;6.0;125.0;-42.0
62.0;-799;-2.0;386;22.0;49.0;-40.0
-27.0;-844;47.0;338;-9.0;57.0;14.0
114.0;-759;-40.0;440;18.0;22.0;41.0
-23.0;-836;9.0;337;7.0;44.0;-7.0
16.0;-842;49.0;337;2.0;8.0;-19.0
-15.0;-839;26.0;337;12.0;18.0;-12.0
-15.0;-845;20.0;331;30.0;54.0;2.0
-5.0;-848;-32.0;334;38.0;8.0;-8.0
-41.0;-850;-30.0;330;32.0;62.0;-7.0
42.0;-846;5.0;335;43.0;42.0;-17.0
18.0;-847;-21.0;336;-2.0;9.0;-4.0
67.0;-798;-14.0;391;5.0;29.0;-65.0
37.0;-802;-27.0;389;-17.0;22.0;-99.0
30.0;-846;-5.0;332;-11.0;42.0;-32.0
2.0;-844;7.0;331;25.0;46.0;-3.0
50.0;-837;-4.0;347;34.0;0.0;-55.0
34.0;-831;-4.0;347;45.0;42.0;-90.0
38.0;-845;3.0;328;12.0;37.0;-26.0
31.0;-851;-25.0;335;28.0;46.0;-19.0
20.0;-846;17.0;327;-11.0;35.0;-16.0
37.0;-809;2.0;381;12.0;17.0;-91.0
31.0;-808;-27.0;382;13.0;59.0;-69.0
3.0;-808;-13.0;380;25.0;6.0;-21.0
33.0;-808;-27.0;382;26.0;37.0;-6.0
10.0;-813;-3.0;379;33.0;41.0;-16.0
12.0;-809;3.0;375;22.0;49.0;25.0
37.0;-808;-23.0;380;18.0;45.0;22.0
-15.0;-807;6.0;379;13.0;43.0;44.0
9.0;-809;14.0;383;19.0;29.0;76.0
25.0;-812;15.0;383;34.0;39.0;98.0
4.0;-808;26.0;377;0.0;16.0;87.0
0.0;-807;16.0;380;21.0;49.0;87.0
-3.0;-810;18.0;377;38.0;10.0;41.0
-9.0;-811;43.0;381;18.0;25.0;2.0
-1.0;-809;11.0;375;22.0;6.0;55.0
-9.0;-812;35.0;381;43.0;22.0;10.0
-2.0;-810;28.0;379;6.0;27.0;-24.0
-8.0;-811;24.0;378;6.0;10.0;43.0
-16.0;-808;34.0;378;55.0;39.0;-26.0
14.0;-811;-1.0;378;-10.0;44.0;34.0
6.0;-805;47.0;377;-1.0;23.0;32.0
31.0;-807;14.0;377;3.0;33.0;-2.0
12.0;-812;18.0;374;30.0;45.0;71.0
24.0;-808;11.0;376;43.0;51.0;36.0
-3.0;-818;-22.0;375;-78.0;12.0;-13.0
33.0;-809;-11.0;377;43.0;46.0;84.0
50.0;-803;14.0;377;42.0;14.0;108.0
42.0;-857;-38.0;349;-31.0;110.0;11.0
29.0;-805;-41.0;378;9.0;37.0;2.0
34.0;-807;-2.0;374;12.0;21.0;32.0
-2.0;-809;16.0;377;23.0;61.0;-46.0
32.0;-850;-48.0;319;38.0;19.0;-14.0
45.0;-853;-11.0;338;53.0;-3.0;49.0
43.0;-850;-56.0;321;18.0;40.0;5.0
34.0;-848;-60.0;326;24.0;53.0;12.0
22.0;-846;-46.0;326;51.0;48.0;14.0
27.0;-843;-34.0;323;55.0;60.0;-19.0
51.0;-846;-9.0;327;28.0;52.0;-18.0
43.0;-853;-13.0;333;3.0;59.0;5.0
22.0;-848;2.0;324;6.0;80.0;16.0
17.0;-843;-33.0;332;8.0;23.0;39.0
14.0;-844;-32.0;327;-3.0;48.0;-4.0
6.0;-847;0.0;333;29.0;25.0;-9.0
12.0;-844;19.0;330;-3.0;19.0;-10.0
-29.0;-806;-12.0;388;1.0;24.0;53.0
30.0;-845;1.0;333;14.0;40.0;-16.0
35.0;-842;17.0;328;6.0;34.0;2.0
16.0;-853;-16.0;342;9.0;26.0;9.0
18.0;-851;11.0;338;37.0;48.0;10.0
59.0;-826;-13.0;346;87.0;57.0;48.0
6.0;-839;1.0;324;45.0;42.0;53.0
-3.0;-843;15.0;324;38.0;16.0;26.0
16.0;-853;19.0;348;59.0;61.0;49.0
-32.0;-850;0.0;334;40.0;42.0;20.0
10.0;-850;-14.0;336;8.0;30.0;11.0
-7.0;-826;35.0;342;-3.0;-5.0;54.0
67.0;-811;-12.0;378;10.0;69.0;46.0
66.0;-810;-44.0;371;-2.0;33.0;119.0
49.0;-813;-38.0;371;10.0;29.0;41.0
33.0;-845;-4.0;326;23.0;82.0;55.0
-8.0;-825;20.0;345;9.0;-33.0;26.0
-15.0;-828;16.0;346;7.0;58.0;-57.0
27.0;-826;-2.0;346;2.0;103.0;22.0
3.0;-850;-32.0;336;41.0;76.0;35.0
30.0;-858;-1.0;347;39.0;44.0;42.0
57.0;-853;-26.0;332;25.0;77.0;34.0
14.0;-852;5.0;335;16.0;38.0;29.0
27.0;-858;19.0;343;84.0;32.0;-2.0
23.0;-844;3.0;334;15.0;32.0;-8.0
23.0;-852;21.0;343;38.0;20.0;-20.0
35.0;-819;-48.0;381;36.0;43.0;39.0
2.0;-848;-8.0;342;38.0;11.0;16.0
1.0;-849;7.0;342;27.0;24.0;43.0
50.0;-818;-26.0;383;47.0;-3.0;24.0
48.0;-820;-74.0;382;55.0;9.0;26.0
7.0;-833;11.0;320;31.0;28.0;25.0
103.0;-806;-17.0;373;29.0;94.0;67.0
-7.0;-796;-72.0;387;-23.0;-36.0;-27.0
12.0;-835;-20.0;328;1.0;38.0;1.0
54.0;-813;-38.0;376;40.0;106.0;9.0
-28.0;-809;-50.0;378;42.0;21.0;15.0
9.0;-837;-36.0;330;-13.0;80.0;0.0
30.0;-811;14.0;370;-33.0;112.0;-5.0
-32.0;-812;-25.0;370;65.0;-35.0;25.0
25.0;-820;-27.0;387;55.0;-1.0;29.0
7.0;-817;-17.0;387;24.0;26.0;-63.0
35.0;-810;-50.0;375;6.0;56.0;-13.0
81.0;-806;-32.0;371;17.0;65.0;72.0
110.0;-807;-53.0;370;41.0;47.0;59.0
49.0;-804;-48.0;395;-36.0;62.0;-5.0
-23.0;-779;13.0;414;-112.0;90.0;89.0
-48.0;-825;-7.0;380;14.0;34.0;81.0
24.0;-835;-7.0;344;3.0;40.0;-49.0
38.0;-860;-9.0;318;27.0;33.0;29.0
5.0;-809;5.0;376;19.0;69.0;51.0
46.0;-826;37.0;345;76.0;52.0;7.0
51.0;-808;9.0;375;38.0;126.0;24.0
67.0;-810;25.0;369;11.0;88.0;-13.0
33.0;-828;4.0;344;94.0;59.0;15.0
53.0;-829;-2.0;349;-29.0;76.0;-57.0
2.0;-809;-5.0;374;36.0;4.0;5.0
21.0;-815;-16.0;379;25.0;6.0;3.0
-51.0;-810;-18.0;370;9.0;96.0;26.0
46.0;-824;-50.0;338;-19.0;82.0;79.0
68.0;-823;-76.0;337;9.0;49.0;64.0
55.0;-821;-70.0;337;-7.0;48.0;10.0
2.0;-816;-1.0;386;131.0;39.0;31.0
-40.0;-813;-6.0;386;68.0;-42.0;58.0
-27.0;-811;-28.0;387;108.0;1.0;-12.0
41.0;-806;-28.0;393;64.0;126.0;70.0
51.0;-807;21.0;391;28.0;104.0;-82.0
1.0;-805;-3.0;391;101.0;-2.0;-17.0
-16.0;-820;6.0;379;87.0;110.0;64.0
-56.0;-828;-34.0;350;-8.0;9.0;-2.0
17.0;-819;21.0;352;48.0;24.0;-6.0
42.0;-826;5.0;347;19.0;19.0;-79.0
22.0;-830;-4.0;348;73.0;58.0;2.0
22.0;-828;27.0;348;82.0;14.0;61.0
16.0;-825;-14.0;349;6.0;84.0;-25.0
65.0;-817;-28.0;373;111.0;86.0;-22.0
-29.0;-788;22.0;421;-36.0;30.0;-89.0
55.0;-756;-59.0;419;108.0;119.0;143.0
86.0;-807;11.0;380;-7.0;35.0;-119.0
13.0;-781;102.0;427;-127.0;25.0;34.0
25.0;-830;17.0;349;121.0;107.0;13.0
14.0;-823;23.0;351;48.0;143.0;75.0
36.0;-764;41.0;425;-115.0;107.0;38.0
3.0;-818;22.0;356;-49.0;5.0;220.0
23.0;-785;20.0;427;-24.0;90.0;129.0
20.0;-757;18.0;416;85.0;100.0;-132.0
-60.0;-722;36.0;453;1.0;91.0;34.0
-126.0;-833;139.0;346;-67.0;-3.0;95.0
-118.0;-808;528.0;390;107.0;113.0;-45.0
-7.0;-788;50.0;429;-36.0;24.0;148.0
13.0;-786;21.0;421;32.0;60.0;140.0
134.0;-833;-176.0;352;-38.0;246.0;-79.0
28.0;-834;39.0;362;49.0;-4.0;126.0
0.0;-828;48.0;367;78.0;21.0;178.0
51.0;-793;-31.0;401;177.0;23.0;-83.0
102.0;-822;-49.0;359;-1.0;67.0;117.0
50.0;-820;-29.0;360;-64.0;54.0;94.0
43.0;-823;-8.0;350;50.0;-43.0;-49.0
8.0;-821;74.0;358;78.0;73.0;53.0
123.0;-861;-89.0;340;-204.0;487.0;-65.0
58.0;-820;-13.0;360;59.0;29.0;-107.0
-111.0;-786;-8.0;416;207.0;18.0;93.0
-101.0;-754;0.0;461;163.0;-80.0;45.0
99.0;-825;-118.0;350;18.0;159.0;-37.0
39.0;-815;57.0;377;-42.0;117.0;-22.0
20.0;-790;-17.0;418;12.0;16.0;-163.0
127.0;-771;-28.0;403;-89.0;166.0;-24.0
-43.0;-792;70.0;412;6.0;114.0;34.0
1.0;-782;-2.0;426;-16.0;98.0;140.0
-83.0;-812;41.0;392;105.0;43.0;-88.0
57.0;-822;-257.0;697;-9.0;-68.0;-127.0
96.0;-752;-23.0;417;138.0;177.0;53.0
66.0;-765;23.0;413;-80.0;18.0;-59.0
68.0;-790;-96.0;413;-76.0;12.0;4.0
38.0;-792;-57.0;417;-62.0;11.0;-81.0
51.0;-784;25.0;424;-83.0;-5.0;-200.0
60.0;-800;13.0;408;-10.0;36.0;-131.0
-73.0;-816;52.0;365;201.0;-73.0;-214.0
30.0;-760;-51.0;462;-5.0;-24.0;-83.0
-51.0;-750;46.0;457;-40.0;88.0;-40.0
0.0;-802;33.0;405;84.0;14.0;118.0
-20.0;-834;-17.0;371;168.0;132.0;-4.0
66.0;-790;4.0;418;19.0;75.0;217.0
47.0;-805;65.0;380;-54.0;208.0;115.0
-29.0;-749;64.0;459;-3.0;28.0;102.0
1.0;-792;39.0;416;-8.0;12.0;-225.0
28.0;-731;1.0;449;89.0;44.0;118.0
5.0;-740;-31.0;442;6.0;-2.0;-124.0
72.0;-825;-83.0;353;-29.0;98.0;6.0
67.0;-860;-33.0;358;70.0;74.0;93.0
12.0;-830;8.0;360;-22.0;-18.0;108.0
-55.0;-748;131.0;458;-20.0;111.0;-60.0
15.0;-689;-28.0;518;43.0;37.0;-9.0
19.0;-687;-24.0;517;27.0;10.0;3.0
42.0;-684;-4.0;518;30.0;22.0;-24.0
19.0;-690;-24.0;516;20.0;32.0;-4.0
-44.0;-840;-14.0;352;162.0;81.0;-54.0
34.0;-685;-23.0;518;31.0;21.0;-2.0
16.0;-686;11.0;520;28.0;28.0;-2.0
18.0;-686;9.0;520;33.0;38.0;17.0
13.0;-686;-2.0;520;52.0;34.0;-5.0
-1.0;-684;1.0;521;27.0;24.0;11.0
63.0;-653;-26.0;544;14.0;20.0;31.0
19.0;-688;-7.0;518;45.0;34.0;19.0
15.0;-682;-9.0;524;20.0;36.0;0.0
21.0;-687;-13.0;521;8.0;29.0;-28.0
17.0;-688;-25.0;515;25.0;22.0;-26.0
41.0;-853;-130.0;669;101.0;213.0;-16.0
19.0;-684;-6.0;521;23.0;22.0;-19.0
1.0;-686;-8.0;520;38.0;52.0;-19.0
39.0;-742;-112.0;453;30.0;-8.0;-44.0
112.0;-823;-60.0;375;13.0;67.0;-77.0
-13.0;-817;-21.0;381;-33.0;-71.0;-25.0
46.0;-746;-86.0;455;34.0;1.0;-80.0
119.0;-750;-104.0;448;-105.0;-106.0;-96.0
20.0;-723;-81.0;474;-5.0;22.0;114.0
-29.0;-746;86.0;454;4.0;21.0;42.0
68.0;-798;-18.0;406;86.0;44.0;122.0
115.0;-815;-90.0;385;-56.0;111.0;85.0
48.0;-789;-28.0;423;57.0;69.0;207.0
14.0;-841;-10.0;339;5.0;55.0;120.0
-52.0;-731;87.0;466;71.0;14.0;-114.0
7.0;-836;-16.0;337;-5.0;37.0;140.0
11.0;-715;18.0;493;32.0;53.0;113.0
13.0;-725;86.0;482;79.0;37.0;129.0
-1.0;-825;-18.0;342;-11.0;-23.0;124.0
69.0;-803;59.0;404;-213.0;66.0;34.0
-3.0;-714;25.0;485;17.0;36.0;83.0
-1.0;-708;21.0;489;35.0;-3.0;57.0
13.0;-712;21.0;491;47.0;26.0;58.0
99.0;-834;-63.0;355;65.0;16.0;56.0
25.0;-717;23.0;489;41.0;54.0;85.0
33.0;-713;15.0;486;44.0;22.0;91.0
40.0;-713;2.0;490;54.0;43.0;66.0
80.0;-716;-3.0;464;34.0;45.0;102.0
40.0;-711;-9.0;487;24.0;36.0;80.0
45.0;-670;-35.0;557;-22.0;36.0;152.0
77.0;-787;84.0;420;-52.0;57.0;-50.0
56.0;-818;-8.0;328;-60.0;75.0;-61.0
18.0;-718;31.0;492;45.0;34.0;66.0
62.0;-712;12.0;492;37.0;44.0;71.0
64.0;-711;6.0;488;59.0;16.0;100.0
-7.0;-709;41.0;497;20.0;46.0;29.0
43.0;-715;7.0;467;53.0;53.0;118.0
49.0;-710;-17.0;461;38.0;35.0;101.0
73.0;-821;-46.0;333;-77.0;-152.0;38.0
-13.0;-820;36.0;327;-9.0;122.0;48.0
-8.0;-707;20.0;494;21.0;-1.0;25.0
20.0;-720;-23.0;457;55.0;25.0;124.0
71.0;-630;-47.0;409;-53.0;140.0;140.0
36.0;-804;-64.0;398;113.0;-21.0;29.0
4.0;-808;-70.0;395;99.0;-51.0;26.0
4.0;-801;-74.0;402;144.0;-20.0;36.0
2.0;-752;-58.0;449;121.0;-87.0;-40.0
-25.0;-741;20.0;457;-48.0;-1.0;90.0
-63.0;-738;134.0;457;-10.0;109.0;58.0
-64.0;-741;106.0;466;-43.0;210.0;24.0
68.0;-797;-109.0;395;155.0;-23.0;88.0
-41.0;-1397;75.0;566;33.0;9.0;183.0
65.0;-883;-13.0;340;72.0;27.0;89.0
297.0;-462;-288.0;738;159.0;244.0;-62.0
-34.0;-732;33.0;476;44.0;28.0;66.0
20.0;-714;0.0;460;71.0;27.0;96.0
33.0;-714;5.0;460;55.0;33.0;103.0
33.0;-720;32.0;461;55.0;21.0;113.0
-29.0;-718;-6.0;464;-9.0;18.0;85.0
-49.0;-250;95.0;183;-1.0;-41.0;234.0
-85.0;-720;63.0;456;49.0;11.0;83.0
40.0;-732;6.0;477;46.0;60.0;-108.0
35.0;-750;-45.0;446;44.0;-69.0;-54.0
64.0;-802;-87.0;328;-196.0;-50.0;195.0
56.0;-844;109.0;385;177.0;-35.0;68.0
22.0;-746;-72.0;443;40.0;-65.0;-56.0
31.0;-745;-59.0;450;46.0;-73.0;-26.0
41.0;-750;-52.0;454;37.0;-34.0;-106.0
30.0;-763;-28.0;439;9.0;-71.0;-178.0
158.0;-801;17.0;381;-15.0;193.0;220.0
28.0;-856;-32.0;339;28.0;75.0;-87.0
-23.0;-747;-29.0;462;112.0;5.0;8.0
193.0;-749;-171.0;419;265.0;328.0;-52.0
-9.0;-737;22.0;458;-13.0;121.0;-111.0
0.0;-694;27.0;504;-19.0;72.0;27.0
2.0;-704;56.0;501;-3.0;26.0;-31.0
-39.0;-691;45.0;494;-20.0;-38.0;16.0
-17.0;-681;33.0;518;61.0;71.0;-52.0
1.0;-703;-5.0;503;14.0;20.0;4.0
12.0;-702;17.0;499;16.0;26.0;-5.0
-7.0;-709;-42.0;497;17.0;8.0;45.0
42.0;-696;-14.0;501;-8.0;50.0;12.0
56.0;-846;-5.0;296;7.0;92.0;-21.0
44.0;-701;13.0;502;9.0;8.0;12.0
28.0;-701;-2.0;501;28.0;57.0;-9.0
-1.0;-697;-4.0;504;25.0;29.0;-7.0
22.0;-700;8.0;499;0.0;24.0;-7.0
34.0;-703;-16.0;498;17.0;18.0;-24.0
-26.0;-825;29.0;345;-23.0;12.0;84.0
18.0;-842;2.0;364;-229.0;45.0;90.0
30.0;-695;-50.0;511;28.0;1.0;-35.0
-121.0;-159;90.0;-313;-118.0;-276.0;196.0
-2.0;-824;31.0;342;-47.0;100.0;18.0
-12.0;-871;-7.0;321;15.0;-39.0;-21.0
17.0;-693;-16.0;515;51.0;51.0;39.0
15.0;-692;-39.0;512;40.0;75.0;-10.0
56.0;-821;-20.0;351;-44.0;70.0;127.0
18.0;-819;-34.0;335;-91.0;-89.0;-76.0
38.0;-835;-20.0;277;31.0;82.0;25.0
34.0;-681;-43.0;510;16.0;37.0;11.0
112.0;-783;-77.0;-121;92.0;135.0;79.0
33.0;-655;-86.0;578;-17.0;13.0;28.0
10.0;-840;21.0;351;115.0;21.0;-15.0
