Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass
238.0;-143.0;-197.0;-116.0;202.0;-151;-18
229.0;-218.0;-221.0;-241.0;-12.0;44;-4
15.0;-294.0;210.0;207.0;54.0;150;-10
6.0;-224.0;-121.0;-311.0;-26.0;49;-16
100.0;-393.0;210.0;-437.0;74.0;27;-9
9.0;-274.0;-107.0;-224.0;102.0;-61;17
-85.0;-556.0;242.0;118.0;17.0;82;18
12.0;-726.0;293.0;178.0;-10.0;86;18
194.0;-250.0;-219.0;-60.0;68.0;74;-29
58.0;-133.0;-43.0;78.0;155.0;84;18
17.0;-313.0;72.0;83.0;250.0;-2;1
11.0;-156.0;120.0;63.0;197.0;84;18
11.0;-272.0;195.0;59.0;212.0;84;18
81.0;-375.0;24.0;233.0;-209.0;-128;-29
-317.0;-767.0;-426.0;167.0;-401.0;1;-31
98.0;-516.0;-290.0;-136.0;-55.0;-24;-6
159.0;-391.0;-30.0;-243.0;125.0;137;-8
-70.0;-358.0;57.0;-268.0;41.0;137;-7
-95.0;-227.0;151.0;-222.0;-45.0;87;-4
170.0;-424.0;132.0;-161.0;46.0;79;-10
195.0;-480.0;114.0;-173.0;61.0;84;-47
61.0;-496.0;-302.0;-102.0;59.0;84;-17
-147.0;-320.0;-13.0;-296.0;30.0;91;-21
136.0;-389.0;438.0;-384.0;-52.0;115;-10
17.0;-217.0;154.0;-213.0;29.0;100;-27
-153.0;-547.0;-105.0;-156.0;93.0;122;-9
-157.0;-205.0;-230.0;-75.0;25.0;127;1
-126.0;-496.0;243.0;90.0;47.0;81;18
-143.0;-121.0;-193.0;-93.0;21.0;128;0
-111.0;-633.0;-187.0;-61.0;9.0;132;-6
-54.0;-254.0;43.0;299.0;-174.0;-59;-31
-70.0;-399.0;-11.0;384.0;-17.0;-59;-31
236.0;-82.0;-197.0;170.0;82.0;70;5
216.0;-261.0;-257.0;41.0;-115.0;144;-28
-77.0;-399.0;250.0;119.0;128.0;82;19
-46.0;-290.0;251.0;120.0;135.0;82;18
195.0;-249.0;-233.0;-43.0;44.0;140;-25
-107.0;-361.0;226.0;46.0;147.0;81;18
120.0;-201.0;-319.0;109.0;43.0;7;26
233.0;-77.0;-93.0;-252.0;182.0;72;-3
-6.0;-348.0;-377.0;-39.0;49.0;177;-85
-61.0;-368.0;250.0;117.0;129.0;82;18
-170.0;-251.0;-41.0;-137.0;121.0;160;-5
-52.0;-373.0;250.0;116.0;127.0;82;19
-97.0;-370.0;231.0;56.0;139.0;81;18
-109.0;-341.0;236.0;79.0;129.0;81;18
-76.0;-367.0;252.0;115.0;153.0;82;19
169.0;-173.0;-120.0;70.0;86.0;169;-65
198.0;-516.0;109.0;-152.0;-26.0;10;-17
79.0;-542.0;109.0;-131.0;183.0;6;-24
59.0;-304.0;-283.0;187.0;119.0;150;43
-68.0;-377.0;251.0;116.0;129.0;82;18
-75.0;-388.0;255.0;118.0;122.0;82;18
-72.0;-389.0;255.0;120.0;78.0;82;19
-18.0;-216.0;221.0;142.0;135.0;75;6
53.0;-254.0;-329.0;-170.0;-52.0;16;-7
52.0;-283.0;-299.0;-209.0;10.0;24;-11
-143.0;-390.0;-364.0;305.0;10.0;100;-20
-319.0;-364.0;488.0;63.0;192.0;78;19
-11.0;-272.0;282.0;-56.0;8.0;14;-5
-84.0;-497.0;247.0;97.0;35.0;82;19
142.0;-484.0;245.0;79.0;-19.0;82;18
9.0;-261.0;297.0;-49.0;20.0;14;-5
-181.0;-427.0;229.0;83.0;58.0;82;19
-175.0;-438.0;218.0;76.0;69.0;82;19
110.0;-236.0;-211.0;261.0;83.0;115;1
182.0;-331.0;-149.0;-36.0;-110.0;-145;-15
165.0;-420.0;-179.0;-50.0;72.0;-145;-16
127.0;-334.0;-223.0;-216.0;-62.0;23;-126
65.0;-452.0;269.0;115.0;61.0;82;19
63.0;-202.0;98.0;-141.0;33.0;-116;15
132.0;-168.0;-300.0;117.0;-37.0;-110;-3
6.0;-106.0;-231.0;82.0;-40.0;21;19
37.0;-423.0;430.0;-122.0;-70.0;52;-35
77.0;-369.0;322.0;-35.0;11.0;14;-6
300.0;-275.0;566.0;59.0;10.0;83;19
32.0;-555.0;40.0;-235.0;59.0;-15;-3
195.0;-196.0;-102.0;189.0;313.0;106;12
-88.0;-367.0;320.0;110.0;-55.0;82;18
-83.0;-318.0;-264.0;-196.0;-10.0;6;-4
57.0;-295.0;416.0;25.0;-46.0;118;-6
-38.0;-420.0;334.0;101.0;-34.0;82;18
35.0;-119.0;-151.0;161.0;93.0;68;-90
204.0;-16.0;-241.0;156.0;296.0;6;-75
19.0;-223.0;265.0;-116.0;-33.0;78;1
11.0;-279.0;93.0;-274.0;40.0;78;1
36.0;-259.0;-4.0;-313.0;-3.0;79;0
-250.0;-124.0;438.0;-450.0;-105.0;86;-24
-10.0;-371.0;223.0;-209.0;57.0;92;-5
77.0;-214.0;-55.0;349.0;-73.0;-12;-83
-58.0;-139.0;-118.0;301.0;-120.0;63;-36
-1.0;-340.0;-124.0;358.0;-153.0;135;-22
21.0;-250.0;-59.0;383.0;-82.0;-12;-81
75.0;-466.0;-81.0;276.0;111.0;162;-7
-201.0;-389.0;150.0;240.0;-124.0;152;-3
-37.0;-282.0;-113.0;376.0;-75.0;-12;-81
102.0;-312.0;-174.0;357.0;23.0;64;-38
-85.0;-302.0;-356.0;434.0;-98.0;149;-8
104.0;-418.0;-12.0;274.0;71.0;206;-92
-1.0;-349.0;-834.0;159.0;-1.0;118;-98
112.0;-281.0;-22.0;366.0;44.0;-22;4
-114.0;-65.0;-25.0;171.0;-69.0;59;-24
-80.0;-76.0;-38.0;165.0;-76.0;59;-24
-19.0;-316.0;-58.0;-314.0;-119.0;79;-1
0.0;-292.0;-26.0;-306.0;-123.0;79;-1
27.0;-257.0;28.0;-281.0;-126.0;79;-1
-46.0;-245.0;285.0;-7.0;61.0;12;-14
-11.0;-284.0;145.0;-209.0;-165.0;-1;-6
-11.0;-321.0;174.0;-195.0;-154.0;-1;-7
118.0;-204.0;565.0;54.0;356.0;83;18
64.0;-179.0;253.0;38.0;-66.0;52;-37
140.0;-328.0;266.0;29.0;108.0;59;-37
-116.0;-439.0;104.0;-189.0;180.0;-2;-7
-47.0;-219.0;114.0;96.0;234.0;66;-41
-95.0;-357.0;242.0;99.0;134.0;81;18
184.0;-22.0;-3.0;326.0;-49.0;-14;-69
-43.0;-174.0;-132.0;297.0;12.0;-15;-70
81.0;-152.0;-126.0;304.0;22.0;-15;-70
-155.0;-191.0;-112.0;154.0;142.0;76;-26
-41.0;-96.0;-176.0;177.0;-53.0;64;-16
35.0;-281.0;65.0;-264.0;-135.0;79;-1
109.0;-252.0;-64.0;-266.0;50.0;91;-5
241.0;-116.0;294.0;-363.0;173.0;50;-15
36.0;-503.0;-254.0;26.0;192.0;152;-12
152.0;-357.0;-3.0;354.0;51.0;65;-74
19.0;-374.0;-270.0;367.0;-20.0;78;-26
54.0;-365.0;-253.0;371.0;6.0;75;-21
86.0;-257.0;8.0;-436.0;170.0;75;-7
232.0;-325.0;-208.0;29.0;-69.0;151;-8
70.0;-217.0;-92.0;324.0;-44.0;73;-63
-140.0;-242.0;-122.0;315.0;-106.0;77;-69
47.0;-351.0;116.0;343.0;-34.0;67;-69
-123.0;-359.0;-217.0;67.0;51.0;-226;-91
-116.0;-127.0;71.0;139.0;-5.0;34;-65
93.0;-325.0;283.0;-116.0;60.0;73;-1
124.0;-187.0;-62.0;294.0;5.0;-15;-70
83.0;-190.0;-19.0;278.0;11.0;-15;-70
66.0;-311.0;297.0;-115.0;58.0;73;-1
27.0;-586.0;-233.0;91.0;-99.0;124;-151
88.0;-183.0;13.0;271.0;10.0;-15;-71
-61.0;-461.0;-340.0;107.0;54.0;119;-84
-117.0;-369.0;235.0;81.0;121.0;81;18
-369.0;-466.0;-113.0;403.0;-430.0;-13;-81
43.0;-360.0;-315.0;205.0;122.0;116;-37
89.0;-292.0;-407.0;318.0;-1.0;150;-12
25.0;-479.0;-162.0;389.0;9.0;-1;-71
-119.0;-376.0;242.0;108.0;123.0;81;18
-104.0;-360.0;244.0;107.0;133.0;81;18
-97.0;-353.0;243.0;106.0;125.0;81;18
-86.0;-358.0;243.0;100.0;136.0;81;18
30.0;-300.0;379.0;-348.0;28.0;63;-5
34.0;-292.0;256.0;-334.0;26.0;63;-5
84.0;-185.0;57.0;266.0;-11.0;-15;-71
-83.0;-177.0;-426.0;-29.0;74.0;51;-94
136.0;-173.0;-175.0;258.0;76.0;-15;-70
115.0;-187.0;-206.0;272.0;78.0;-15;-71
-63.0;-391.0;259.0;128.0;-69.0;-42;-76
-413.0;-217.0;-107.0;-253.0;169.0;134;-10
77.0;-186.0;90.0;259.0;-13.0;-15;-71
15.0;-339.0;-30.0;378.0;-6.0;134;-50
78.0;-186.0;97.0;258.0;-17.0;-15;-71
117.0;-489.0;-191.0;-96.0;148.0;132;-22
76.0;-190.0;134.0;256.0;-11.0;-15;-70
72.0;-186.0;106.0;274.0;-19.0;-15;-70
17.0;-427.0;-216.0;-103.0;194.0;126;-28
-5.0;-259.0;-38.0;-291.0;-25.0;54;-24
10.0;-370.0;227.0;-343.0;219.0;75;0
-271.0;-307.0;576.0;-110.0;-62.0;82;19
-117.0;-457.0;-194.0;-213.0;129.0;146;-3
-85.0;-277.0;-299.0;-225.0;5.0;68;-8
-207.0;-677.0;269.0;97.0;-235.0;79;18
21.0;-256.0;397.0;-142.0;95.0;91;-6
12.0;-301.0;-75.0;154.0;301.0;19;-18
55.0;-174.0;-277.0;-125.0;-7.0;176;-10
69.0;-175.0;144.0;270.0;-15.0;-15;-71
239.0;-217.0;-259.0;80.0;-111.0;97;-58
282.0;-90.0;-311.0;-190.0;197.0;80;2
-151.0;-263.0;-158.0;-285.0;-37.0;87;-8
-315.0;-609.0;-96.0;-320.0;-74.0;95;-138
20.0;-319.0;220.0;-267.0;-39.0;137;-5
-3.0;-390.0;217.0;-275.0;-5.0;137;-4
19.0;-157.0;-287.0;173.0;40.0;-91;-96
10.0;-174.0;63.0;280.0;-153.0;-59;-32
91.0;-154.0;76.0;-121.0;-5.0;243;-20
31.0;-269.0;-135.0;-296.0;94.0;141;-7
254.0;-418.0;-194.0;72.0;-225.0;1;-31
-14.0;-203.0;-238.0;178.0;83.0;-163;0
58.0;-115.0;128.0;157.0;109.0;75;6
112.0;-254.0;-226.0;-210.0;-104.0;161;0
89.0;-253.0;307.0;-47.0;-7.0;14;-5
95.0;-243.0;305.0;-44.0;-30.0;14;-5
249.0;-270.0;-188.0;-5.0;39.0;-139;-18
42.0;-555.0;-254.0;-36.0;88.0;-140;-9
6.0;-572.0;-257.0;-10.0;88.0;-142;-12
-207.0;-43.0;60.0;-310.0;-320.0;147;16
40.0;-323.0;560.0;39.0;200.0;83;18
149.0;-321.0;-257.0;185.0;290.0;81;1
45.0;-321.0;-335.0;-49.0;-61.0;-166;-5
-298.0;-575.0;-117.0;-251.0;283.0;96;-65
58.0;-223.0;286.0;-137.0;-24.0;78;1
46.0;-244.0;-100.0;-328.0;-51.0;79;0
110.0;-220.0;136.0;-242.0;55.0;92;-5
-149.0;-246.0;-341.0;420.0;161.0;-38;-163
159.0;-267.0;-328.0;-103.0;-62.0;119;-11
222.0;-273.0;-183.0;273.0;68.0;33;-76
163.0;-183.0;-255.0;282.0;224.0;-18;-98
57.0;-156.0;-216.0;280.0;76.0;-15;-70
21.0;-363.0;-16.0;625.0;52.0;-54;-135
-14.0;-564.0;-28.0;293.0;102.0;174;-94
173.0;-641.0;-60.0;165.0;41.0;60;-30
17.0;-341.0;-249.0;-274.0;-5.0;158;-3
203.0;-470.0;106.0;191.0;-515.0;20;-108
4.0;-311.0;-129.0;-472.0;34.0;75;-7
88.0;-432.0;94.0;108.0;271.0;70;-47
-327.0;-737.0;-751.0;486.0;-305.0;-58;-142
75.0;-420.0;-395.0;388.0;35.0;87;-23
-122.0;-464.0;-203.0;416.0;112.0;-1;-73
206.0;-241.0;-288.0;398.0;110.0;51;-20
51.0;-554.0;-432.0;471.0;47.0;153;-95
39.0;-264.0;-102.0;369.0;-42.0;162;-118
-313.0;-555.0;553.0;-112.0;-334.0;82;19
39.0;-408.0;263.0;125.0;172.0;48;-38
277.0;-93.0;-38.0;30.0;346.0;85;16
-102.0;-655.0;-58.0;-432.0;-108.0;47;-8
-152.0;-323.0;-261.0;79.0;8.0;-158;-203
70.0;-190.0;-52.0;365.0;-64.0;-12;-83
55.0;-109.0;-519.0;118.0;-71.0;85;10
89.0;-231.0;-306.0;221.0;59.0;-101;-112
203.0;-523.0;-144.0;-369.0;13.0;135;5
-55.0;-573.0;-179.0;-253.0;-5.0;140;-2
-167.0;-485.0;323.0;-159.0;0.0;71;-13
64.0;-11.0;-93.0;84.0;145.0;84;18
-116.0;-241.0;69.0;345.0;-27.0;132;-48
-1.0;-246.0;-537.0;-177.0;-132.0;11;-6
122.0;-306.0;-314.0;-127.0;-160.0;150;9
-116.0;-324.0;-485.0;-51.0;-83.0;118;-11
138.0;-222.0;-177.0;-190.0;-193.0;-16;7
146.0;-458.0;233.0;329.0;-47.0;86;18
-57.0;-585.0;175.0;-452.0;-279.0;48;-7
-159.0;-604.0;-1128.0;499.0;-164.0;-58;-142
-66.0;-706.0;403.0;-290.0;-330.0;88;-2
-10.0;-568.0;545.0;58.0;-278.0;83;18
207.0;-184.0;-500.0;164.0;37.0;-162;1
-25.0;-266.0;73.0;364.0;-55.0;-84;-75
-158.0;-518.0;347.0;72.0;-39.0;-58;-32
-136.0;-274.0;-168.0;-305.0;-35.0;87;-8
82.0;-80.0;-334.0;377.0;-2.0;51;-54
-69.0;-336.0;-205.0;396.0;-3.0;138;-23
-12.0;-339.0;237.0;-264.0;-39.0;137;-5
13.0;-372.0;231.0;-273.0;-40.0;137;-6
27.0;-264.0;-63.0;-318.0;77.0;162;-7
23.0;-164.0;11.0;411.0;-115.0;-12;-82
101.0;-276.0;-68.0;383.0;60.0;-11;-97
142.0;72.0;-150.0;-170.0;29.0;91;-6
105.0;-240.0;-282.0;307.0;90.0;-14;-91
17.0;-345.0;-254.0;-280.0;3.0;158;-3
40.0;-315.0;-256.0;-267.0;-20.0;158;-3
105.0;-228.0;-144.0;346.0;79.0;-26;-103
-18.0;-163.0;-286.0;-127.0;-61.0;176;-10
89.0;-114.0;-106.0;293.0;21.0;-15;-70
-296.0;-763.0;-25.0;326.0;-600.0;-6;-85
-29.0;-281.0;119.0;-48.0;267.0;-62;11
100.0;-303.0;-139.0;373.0;-41.0;163;-119
109.0;-311.0;-382.0;-81.0;-36.0;158;-3
-80.0;-333.0;-191.0;-84.0;271.0;-16;40
-97.0;-137.0;-178.0;305.0;31.0;80;-21
-478.0;-953.0;-663.0;551.0;-605.0;-59;-5
-222.0;-167.0;-231.0;-73.0;-27.0;148;-11
-159.0;-193.0;-309.0;-154.0;-50.0;91;-10
170.0;-380.0;91.0;350.0;8.0;77;-101
308.0;-10.0;-195.0;-85.0;-64.0;56;6
-202.0;-169.0;-196.0;321.0;-19.0;71;-57
-28.0;-175.0;52.0;397.0;-101.0;-147;-76
-444.0;-892.0;9.0;-142.0;-434.0;120;0
-188.0;-126.0;-298.0;-417.0;14.0;27;-13
116.0;-245.0;-354.0;-203.0;30.0;129;-11
110.0;-300.0;-425.0;-27.0;-42.0;147;-35
-22.0;-338.0;-381.0;-172.0;-39.0;158;-3
175.0;-241.0;388.0;-294.0;134.0;105;-22
248.0;-264.0;-486.0;22.0;-12.0;108;28
126.0;-241.0;-98.0;-355.0;14.0;72;-2
-52.0;-621.0;-584.0;462.0;56.0;27;-60
264.0;-562.0;-464.0;385.0;10.0;142;-11
47.0;-259.0;-110.0;-354.0;16.0;72;-2
10.0;-328.0;-488.0;-430.0;15.0;75;-7
-21.0;-389.0;-308.0;-239.0;-2.0;158;-3
36.0;-282.0;-151.0;-354.0;29.0;72;-2
3.0;-346.0;15.0;274.0;-341.0;30;-53
-46.0;-430.0;112.0;-501.0;45.0;50;-13
175.0;-192.0;-143.0;330.0;-59.0;54;-35
68.0;-133.0;-125.0;336.0;70.0;-15;-70
68.0;-224.0;230.0;262.0;-9.0;-15;-71
21.0;-320.0;-278.0;-262.0;18.0;158;-3
91.0;-305.0;-216.0;-514.0;-19.0;47;-12
76.0;-361.0;-26.0;-370.0;64.0;49;-16
32.0;-214.0;220.0;283.0;-89.0;7;-75
30.0;-246.0;-46.0;400.0;187.0;-12;-29
68.0;-234.0;228.0;262.0;-4.0;-15;-71
125.0;-231.0;-17.0;-321.0;57.0;92;-4
21.0;-312.0;-269.0;-269.0;2.0;158;-3
9.0;-215.0;207.0;285.0;-83.0;7;-75
220.0;-79.0;-491.0;-44.0;154.0;46;-9
-15.0;-349.0;238.0;-290.0;-11.0;137;-4
-87.0;-446.0;-583.0;433.0;-49.0;27;-57
-206.0;-421.0;-428.0;243.0;-547.0;-14;-82
20.0;-311.0;-227.0;-414.0;20.0;74;-7
50.0;-331.0;-273.0;-274.0;4.0;158;-3
108.0;-542.0;-230.0;-136.0;145.0;180;-11
-169.0;-75.0;33.0;-16.0;-5.0;168;-57
50.0;-396.0;93.0;407.0;-4.0;-33;-36
77.0;-197.0;186.0;265.0;-4.0;-15;-70
147.0;-238.0;272.0;-322.0;102.0;62;-8
49.0;-859.0;-706.0;240.0;-102.0;84;-2
114.0;-592.0;239.0;335.0;62.0;86;18
147.0;-135.0;-198.0;-553.0;153.0;9;-14
219.0;-315.0;-345.0;-85.0;-7.0;125;-7
7.0;-321.0;-169.0;-438.0;12.0;74;-7
22.0;-331.0;-323.0;-351.0;7.0;74;-7
30.0;-294.0;-264.0;-272.0;4.0;158;-3
107.0;-595.0;383.0;-229.0;78.0;54;-11
51.0;-160.0;117.0;357.0;-6.0;7;-80
6.0;-298.0;231.0;293.0;41.0;109;1
175.0;-266.0;-319.0;251.0;105.0;-157;4
-146.0;-623.0;-469.0;12.0;-270.0;-98;-6
178.0;-44.0;116.0;-272.0;-234.0;171;6
89.0;-201.0;322.0;35.0;331.0;84;16
-164.0;-163.0;242.0;10.0;61.0;57;-18
74.0;-121.0;37.0;-469.0;-125.0;55;0
104.0;-200.0;-526.0;518.0;120.0;-53;-151
41.0;-155.0;-9.0;-374.0;-323.0;85;-32
198.0;-221.0;283.0;-552.0;118.0;58;-10
160.0;-366.0;263.0;171.0;80.0;149;-10
11.0;-303.0;-307.0;-350.0;30.0;74;-7
330.0;-7.0;19.0;332.0;522.0;78;19
152.0;-194.0;-609.0;189.0;111.0;155;-3
-76.0;-195.0;-484.0;73.0;-91.0;165;-15
97.0;-270.0;-807.0;628.0;132.0;-28;-157
95.0;-149.0;-498.0;287.0;182.0;72;-7
53.0;55.0;554.0;57.0;98.0;83;18
130.0;-354.0;-49.0;605.0;103.0;23;-148
170.0;-322.0;266.0;-287.0;24.0;-191;-8
3.0;-291.0;86.0;333.0;-83.0;-153;-24
38.0;-306.0;-548.0;-165.0;127.0;21;-70
16.0;-268.0;-314.0;-348.0;19.0;74;-7
374.0;10.0;150.0;146.0;386.0;45;-131
-5.0;-369.0;-226.0;-335.0;-51.0;79;0
-183.0;-658.0;-13.0;-189.0;-371.0;115;0
20.0;-342.0;-237.0;-422.0;11.0;74;-7
66.0;-320.0;-105.0;-352.0;-90.0;159;-3
12.0;-352.0;331.0;-298.0;-16.0;137;-4
-15.0;-686.0;52.0;690.0;-386.0;-23;-97
-14.0;-303.0;235.0;211.0;244.0;56;-8
141.0;-238.0;-42.0;371.0;55.0;-11;-97
-150.0;-131.0;185.0;-212.0;-18.0;87;-4
-143.0;-560.0;-563.0;93.0;-57.0;136;-2
-50.0;-331.0;51.0;-451.0;-25.0;75;-7
41.0;-296.0;-49.0;-323.0;99.0;161;-7
56.0;-296.0;485.0;-153.0;69.0;92;-10
-159.0;-404.0;-193.0;393.0;-23.0;137;-23
-87.0;-382.0;-581.0;73.0;54.0;178;11
337.0;-200.0;139.0;-492.0;39.0;45;-2
321.0;-227.0;-273.0;124.0;-58.0;92;-108
217.0;-128.0;-111.0;179.0;191.0;129;14
-310.0;-443.0;-530.0;253.0;286.0;-170;-32
168.0;-350.0;-264.0;137.0;181.0;-143;-30
0.0;-340.0;-366.0;-520.0;-4.0;30;-11
-322.0;-777.0;-396.0;-78.0;-402.0;49;-14
-289.0;-316.0;207.0;-231.0;-242.0;101;1
260.0;-23.0;-561.0;132.0;-93.0;171;-3
-175.0;-517.0;-428.0;496.0;-357.0;-13;-136
306.0;-333.0;-137.0;453.0;212.0;-66;1
-103.0;-511.0;297.0;-455.0;-66.0;-35;-30
222.0;-312.0;-337.0;186.0;-20.0;82;10
15.0;-312.0;19.0;-334.0;-183.0;35;-21
211.0;-68.0;-233.0;-38.0;79.0;23;-128
10.0;-340.0;-273.0;-391.0;-147.0;45;-11
-221.0;-406.0;493.0;99.0;13.0;84;18
25.0;-282.0;-309.0;-371.0;26.0;74;-7
33.0;-408.0;551.0;72.0;-897.0;83;18
50.0;-522.0;-203.0;-443.0;-210.0;27;-14
126.0;-265.0;116.0;-342.0;102.0;62;-7
166.0;-397.0;-540.0;241.0;185.0;-116;-21
29.0;-486.0;410.0;79.0;93.0;82;19
85.0;-244.0;16.0;374.0;113.0;-11;-90
72.0;-63.0;96.0;-141.0;49.0;-34;5
156.0;-403.0;-351.0;-86.0;45.0;199;-10
232.0;-68.0;-66.0;405.0;41.0;-11;-94
-167.0;-437.0;456.0;99.0;55.0;80;18
-14.0;-401.0;226.0;-282.0;9.0;137;-4
173.0;-345.0;66.0;359.0;30.0;82;-98
112.0;-55.0;191.0;-213.0;11.0;104;-16
87.0;-335.0;5.0;529.0;44.0;114;-125
120.0;-119.0;-369.0;437.0;-55.0;19;-78
-355.0;-495.0;45.0;533.0;-110.0;34;-139
96.0;-183.0;230.0;256.0;-19.0;-15;-71
-67.0;-291.0;65.0;373.0;-58.0;-83;-74
-237.0;-604.0;-116.0;-302.0;-30.0;120;-6
92.0;-231.0;7.0;376.0;91.0;-11;-90
61.0;-94.0;98.0;78.0;19.0;-146;10
161.0;-390.0;-160.0;92.0;285.0;76;2
-58.0;-203.0;552.0;62.0;140.0;83;18
119.0;-257.0;3.0;373.0;56.0;-11;-89
113.0;-204.0;108.0;347.0;-43.0;7;-83
-120.0;-529.0;-428.0;-323.0;-414.0;104;-1
159.0;-251.0;5.0;373.0;64.0;-11;-90
-51.0;-180.0;168.0;296.0;-30.0;135;-108
-301.0;-707.0;427.0;-320.0;-238.0;81;-6
-143.0;-311.0;521.0;123.0;182.0;78;19
-137.0;-28.0;492.0;52.0;187.0;78;19
116.0;-402.0;275.0;156.0;158.0;30;-79
67.0;-265.0;510.0;-405.0;71.0;62;-7
-62.0;-403.0;11.0;-378.0;-59.0;159;-3
264.0;-199.0;-463.0;5.0;354.0;111;-14
44.0;-347.0;-49.0;534.0;-90.0;-7;-98
-58.0;-571.0;-256.0;102.0;165.0;-153;-32
99.0;-323.0;-655.0;648.0;25.0;109;-22
-63.0;-236.0;-501.0;136.0;-25.0;-162;1
26.0;-742.0;275.0;253.0;353.0;86;18
231.0;-322.0;-257.0;-67.0;87.0;-141;-9
-40.0;-342.0;-586.0;569.0;-90.0;-29;-87
106.0;-236.0;8.0;375.0;104.0;-11;-91
2.0;-196.0;222.0;282.0;-82.0;7;-75
64.0;-312.0;7.0;-279.0;89.0;-178;-6
-147.0;-280.0;-337.0;-218.0;-8.0;65;-11
189.0;-478.0;-323.0;-177.0;-65.0;86;-7
306.0;13.0;-404.0;91.0;122.0;88;11
-379.0;-839.0;313.0;-66.0;-302.0;88;-6
47.0;-339.0;40.0;-450.0;-1.0;75;-7
269.0;-97.0;138.0;346.0;202.0;70;-10
19.0;-270.0;502.0;-172.0;119.0;91;-6
260.0;-77.0;33.0;118.0;-22.0;34;-22
-346.0;-524.0;140.0;-80.0;-119.0;171;1
-62.0;-516.0;-276.0;220.0;492.0;73;5
192.0;-247.0;-86.0;-438.0;-51.0;114;-6
81.0;-283.0;117.0;369.0;90.0;133;-59
-5.0;-408.0;-12.0;-456.0;21.0;74;-8
379.0;116.0;-356.0;448.0;287.0;-25;13
112.0;-192.0;0.0;367.0;92.0;-11;-93
26.0;-193.0;164.0;344.0;-64.0;7;-83
-40.0;-309.0;37.0;416.0;-163.0;-7;-97
149.0;-483.0;-33.0;396.0;66.0;22;-25
515.0;-297.0;-197.0;-136.0;-120.0;63;0
143.0;-175.0;10.0;373.0;83.0;-11;-91
429.0;173.0;-157.0;-78.0;380.0;83;2
64.0;-373.0;-504.0;524.0;164.0;126;-11
-84.0;-781.0;-120.0;469.0;-257.0;-7;-114
295.0;-98.0;500.0;-401.0;56.0;-6;-39
-248.0;-261.0;-160.0;-269.0;-19.0;87;-8
-127.0;-247.0;16.0;-553.0;-47.0;103;-8
160.0;-78.0;408.0;252.0;9.0;30;-17
40.0;-300.0;-196.0;534.0;-65.0;-7;-105
-22.0;-321.0;372.0;-570.0;-144.0;61;-9
4.0;-328.0;-17.0;-513.0;8.0;75;-7
-6.0;-348.0;-140.0;404.0;127.0;138;-115
141.0;-162.0;-93.0;382.0;48.0;-15;-70
-30.0;-296.0;15.0;-449.0;47.0;75;-7
495.0;356.0;-638.0;242.0;224.0;143;3
93.0;-282.0;-365.0;-262.0;133.0;-178;-4
-26.0;-401.0;282.0;-122.0;342.0;71;-24
-40.0;-349.0;-455.0;77.0;135.0;-122;-10
149.0;155.0;-175.0;71.0;-98.0;111;-2
-243.0;-236.0;86.0;339.0;-40.0;132;-48
56.0;-132.0;221.0;314.0;-56.0;7;-77
184.0;-222.0;194.0;-334.0;137.0;37;-14
6.0;-169.0;253.0;279.0;-81.0;7;-75
-170.0;-161.0;-404.0;475.0;-19.0;98;-64
-136.0;-480.0;-42.0;-421.0;181.0;46;-8
29.0;-149.0;167.0;298.0;-108.0;7;-76
-109.0;-253.0;-126.0;-339.0;-93.0;147;-3
104.0;-140.0;20.0;487.0;3.0;7;-78
85.0;-322.0;127.0;333.0;79.0;-100;-113
32.0;-357.0;-230.0;546.0;59.0;125;-90
-42.0;-211.0;163.0;325.0;-108.0;-147;-76
259.0;-407.0;-108.0;500.0;-60.0;-44;-145
-5.0;-497.0;646.0;38.0;64.0;81;19
-12.0;-267.0;270.0;-101.0;142.0;-133;12
89.0;-134.0;-139.0;357.0;46.0;-15;-70
24.0;-178.0;-105.0;477.0;-141.0;-148;-74
56.0;-514.0;-355.0;575.0;104.0;-112;-69
-54.0;-329.0;-218.0;-330.0;-106.0;159;-3
-46.0;109.0;216.0;175.0;-3.0;86;18
77.0;-282.0;143.0;-556.0;4.0;73;-6
-131.0;-529.0;692.0;45.0;26.0;82;19
69.0;-243.0;33.0;-273.0;89.0;-178;-6
-238.0;-610.0;585.0;-364.0;-18.0;37;-13
220.0;-350.0;-251.0;218.0;147.0;179;5
-200.0;-376.0;255.0;254.0;30.0;30;-18
-53.0;-661.0;321.0;115.0;-567.0;29;-48
-149.0;-1365.0;232.0;-408.0;230.0;32;-35
214.0;-195.0;-777.0;48.0;1.0;-14;0
-19.0;-322.0;26.0;433.0;-170.0;-7;-98
-32.0;-331.0;29.0;428.0;-153.0;-7;-98
-193.0;-115.0;10.0;-251.0;-548.0;101;24
491.0;-358.0;100.0;-37.0;-11.0;171;-38
-38.0;-335.0;37.0;418.0;-165.0;-7;-97
87.0;-349.0;-195.0;17.0;323.0;139;0
44.0;-303.0;14.0;-278.0;88.0;-178;-6
102.0;-135.0;-123.0;-360.0;-30.0;71;9
8.0;-326.0;538.0;45.0;-310.0;83;19
