InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-407.0;-134.0;16;15;656;78.0;594.0;16;-577.0;11;-43
-393.0;-1.0;-71;18;668;261.0;569.0;-71;-547.0;37;-28
-174.0;-161.0;41;14;663;-115.0;492.0;41;-518.0;30;-43
-159.0;-31.0;-9;17;678;52.0;485.0;-9;-450.0;18;-43
-162.0;-42.0;-28;21;667;-55.0;480.0;-28;-438.0;11;-43
-161.0;-69.0;-16;18;669;-31.0;481.0;-16;-445.0;9;-43
-166.0;-56.0;16;16;671;-22.0;482.0;16;-456.0;9;-43
-168.0;-77.0;14;23;663;-18.0;481.0;14;-459.0;10;-43
-167.0;-64.0;-22;19;668;-93.0;484.0;-22;-469.0;11;-43
-163.0;-98.0;-4;20;664;-56.0;483.0;-4;-474.0;11;-43
-175.0;-32.0;28;17;669;-4.0;485.0;28;-514.0;17;-43
-175.0;-423.0;-22;20;675;-382.0;495.0;-22;-535.0;13;-43
-566.0;-96.0;-59;16;670;-215.0;632.0;-59;-531.0;-4;-43
-594.0;-121.0;-2;23;661;-164.0;641.0;-2;-529.0;6;-43
-180.0;-84.0;54;5;658;45.0;582.0;54;-246.0;-11;-43
-348.0;-1510.0;2949;-268;935;-1436.0;485.0;2949;-6.0;352;-51
-298.0;-259.0;1564;-494;1249;-175.0;452.0;1564;-463.0;47;-51
-180.0;-4.0;-26;83;737;62.0;532.0;-26;-545.0;-76;-60
-69.0;45.0;-8;15;680;29.0;940.0;-8;-424.0;34;-43
-234.0;-176.0;6;27;668;0.0;790.0;6;-46.0;124;-47
-49.0;33.0;-48;15;679;75.0;940.0;-48;-432.0;33;-43
-190.0;626.0;-139;36;663;-73.0;550.0;-139;-598.0;39;-37
-268.0;-108.0;0;13;660;-47.0;446.0;0;-409.0;14;-42
-236.0;179.0;-14;17;664;-27.0;480.0;-14;-510.0;47;-43
-229.0;65.0;24;21;667;-43.0;480.0;24;-498.0;42;-43
-330.0;-337.0;-20;24;702;-266.0;791.0;-20;-8.0;50;-46
-219.0;-303.0;42;23;659;-220.0;471.0;42;-451.0;40;-43
-196.0;-164.0;-7;22;653;-137.0;460.0;-7;-394.0;24;-43
-177.0;-204.0;13;17;700;80.0;827.0;13;-76.0;52;-46
-163.0;-247.0;1;17;702;-144.0;837.0;1;-81.0;43;-46
-196.0;-245.0;12;12;712;-136.0;823.0;12;-75.0;66;-46
-196.0;-212.0;28;20;658;-176.0;460.0;28;-390.0;36;-43
-187.0;-23.0;8;19;660;-14.0;459.0;8;-367.0;28;-43
-262.0;-161.0;5;19;657;-74.0;449.0;5;-403.0;11;-42
-185.0;-85.0;7;20;654;-47.0;458.0;7;-359.0;28;-43
-188.0;-88.0;13;17;654;-75.0;458.0;13;-352.0;23;-43
-276.0;-181.0;8;17;655;-123.0;447.0;8;-263.0;12;-42
-150.0;-269.0;59;45;664;-110.0;291.0;59;141.0;27;-42
-471.0;-783.0;43;14;674;-531.0;517.0;43;-438.0;8;-62
-200.0;-78.0;219;105;757;-6.0;532.0;219;-552.0;-25;-63
-192.0;-125.0;-58;9;777;99.0;500.0;-58;-569.0;63;-49
-36.0;180.0;-35;20;674;288.0;945.0;-35;-895.0;32;-43
-207.0;-95.0;36;16;674;-30.0;521.0;36;-469.0;37;-40
-450.0;-66.0;-21;19;662;-53.0;536.0;-21;9.0;39;-43
-413.0;-485.0;4;13;672;-285.0;480.0;4;-12.0;26;-43
-201.0;-126.0;-71;18;663;-45.0;399.0;-71;-364.0;42;-40
-201.0;-65.0;-18;19;659;-17.0;401.0;-18;-365.0;25;-40
-200.0;-57.0;23;25;657;-53.0;400.0;23;-369.0;24;-40
-199.0;-37.0;6;14;661;-17.0;399.0;6;-376.0;22;-40
-257.0;-47.0;-26;20;660;8.0;447.0;-26;-257.0;17;-42
-202.0;-35.0;-5;23;654;-15.0;400.0;-5;-377.0;24;-40
-201.0;-6.0;1;20;659;9.0;401.0;1;-382.0;21;-40
-197.0;-258.0;-4;20;654;-172.0;399.0;-4;-405.0;25;-41
-206.0;-125.0;-10;21;656;-180.0;407.0;-10;-408.0;20;-40
-202.0;-173.0;5;19;657;-199.0;410.0;5;-412.0;22;-40
-203.0;-153.0;13;16;657;-147.0;414.0;13;-416.0;19;-40
-57.0;-48.0;15;13;662;-81.0;470.0;15;-510.0;55;-41
-593.0;-147.0;-52;11;687;137.0;630.0;-52;-216.0;44;-34
-276.0;-125.0;5;19;655;-78.0;446.0;5;-252.0;11;-42
-637.0;-348.0;-64;18;678;-76.0;630.0;-64;-209.0;49;-34
-291.0;-117.0;42;20;660;-245.0;542.0;42;-475.0;57;-33
-277.0;12.0;-10;18;669;98.0;528.0;-10;-463.0;53;-33
-300.0;-75.0;53;24;665;25.0;534.0;53;-469.0;75;-32
-141.0;-332.0;511;123;797;-168.0;412.0;511;-204.0;-396;-51
-257.0;43.0;-409;34;623;88.0;668.0;-409;-791.0;144;-53
-203.0;-154.0;-10;16;652;249.0;570.0;-10;-712.0;12;-39
-204.0;-295.0;26;18;651;-129.0;565.0;26;-714.0;9;-39
-256.0;20.0;-13;20;651;-199.0;544.0;-13;-696.0;11;-39
-276.0;-166.0;-19;19;647;19.0;520.0;-19;-505.0;16;-39
-276.0;-64.0;-19;17;656;-46.0;524.0;-19;-489.0;14;-39
-277.0;-106.0;-35;23;652;-39.0;520.0;-35;-488.0;15;-39
-284.0;-13.0;-3;20;650;-72.0;527.0;-3;-499.0;20;-39
-280.0;-38.0;-23;24;646;-111.0;527.0;-23;-504.0;22;-39
-274.0;65.0;-39;21;649;-52.0;528.0;-39;-504.0;14;-39
-269.0;27.0;-36;20;650;-88.0;529.0;-36;-511.0;14;-39
-232.0;149.0;4;22;650;74.0;538.0;4;-525.0;13;-39
-217.0;135.0;-37;11;677;115.0;583.0;-37;-573.0;63;-35
-349.0;-109.0;31;17;675;-83.0;456.0;31;-430.0;19;-43
-201.0;-228.0;-50;22;654;-321.0;565.0;-50;-641.0;11;-39
-347.0;-42.0;16;15;672;-7.0;456.0;16;-421.0;17;-43
-365.0;-65.0;22;19;669;-42.0;457.0;22;-416.0;19;-43
-179.0;-8.0;-26;23;645;-63.0;562.0;-26;-718.0;11;-39
-193.0;-180.0;21;21;649;-144.0;563.0;21;-727.0;16;-39
-196.0;-111.0;11;25;647;-240.0;559.0;11;-726.0;8;-39
-203.0;-130.0;13;21;650;-151.0;560.0;13;-728.0;11;-39
-388.0;-362.0;-24;24;667;-166.0;475.0;-24;-380.0;30;-43
60.0;165.0;-19;18;668;208.0;435.0;-19;-529.0;14;-43
-185.0;-170.0;-55;20;648;-76.0;554.0;-55;-755.0;9;-39
-281.0;-163.0;-12;19;658;-226.0;442.0;-12;-261.0;10;-42
-294.0;-76.0;-14;15;661;-91.0;432.0;-14;-228.0;8;-42
-438.0;-304.0;71;23;687;341.0;734.0;71;-407.0;-11;-37
-119.0;-170.0;-18;26;652;-289.0;523.0;-18;-644.0;-5;-39
-94.0;-296.0;37;16;653;-216.0;520.0;37;-595.0;-2;-39
-280.0;61.0;-25;17;661;143.0;428.0;-25;-279.0;7;-42
-275.0;-98.0;-39;20;654;11.0;428.0;-39;-322.0;15;-42
-284.0;132.0;6;18;657;257.0;425.0;6;-354.0;12;-42
-262.0;-63.0;44;17;634;58.0;551.0;44;-374.0;-2;-10
-296.0;-300.0;-23;141;694;-363.0;568.0;-23;-534.0;29;-8
-453.0;-522.0;10;20;660;-474.0;588.0;10;-612.0;31;-43
-266.0;693.0;14;20;675;654.0;655.0;14;-836.0;35;-48
-264.0;33.0;-56;19;664;159.0;495.0;-56;-495.0;37;-45
-301.0;-399.0;41;12;678;-140.0;485.0;41;-535.0;59;-45
-196.0;18.0;-59;26;656;143.0;488.0;-59;-531.0;62;-44
-26.0;160.0;-101;39;501;272.0;654.0;-101;-459.0;95;-43
-217.0;-120.0;-13;14;648;62.0;381.0;-13;-6.0;-14;-40
-218.0;-273.0;-5;17;647;-158.0;380.0;-5;-282.0;-12;-40
-130.0;-412.0;29;13;659;-396.0;517.0;29;-881.0;15;-41
-351.0;-840.0;-51;19;661;-576.0;460.0;-51;-237.0;26;-42
-310.0;-344.0;18;26;679;19.0;582.0;18;-580.0;63;-43
-419.0;-126.0;-1;24;655;1.0;496.0;-1;-627.0;30;-40
-328.0;-119.0;-56;21;667;-379.0;480.0;-56;-627.0;39;-40
-118.0;-148.0;-167;15;713;48.0;389.0;-167;-507.0;30;-48
-151.0;-64.0;-16;16;651;-28.0;365.0;-16;-374.0;-2;-41
-155.0;-39.0;5;20;658;-51.0;366.0;5;-369.0;1;-41
-154.0;-68.0;9;19;653;-22.0;363.0;9;-363.0;-9;-41
-154.0;-39.0;-39;17;652;-34.0;362.0;-39;-364.0;-3;-41
-155.0;-37.0;-24;17;654;-10.0;363.0;-24;-373.0;-15;-41
-161.0;-30.0;-14;25;646;-23.0;366.0;-14;-396.0;-5;-41
-166.0;-52.0;10;16;653;13.0;368.0;10;-408.0;-8;-41
-167.0;-89.0;-26;17;654;2.0;367.0;-26;-410.0;-7;-41
-138.0;-30.0;-26;15;656;34.0;376.0;-26;-469.0;-4;-41
-246.0;-133.0;-14;18;659;-30.0;430.0;-14;-364.0;7;-42
-255.0;-27.0;-39;17;649;11.0;424.0;-39;-385.0;2;-42
-261.0;-126.0;-35;23;659;-74.0;424.0;-35;-360.0;11;-42
-242.0;-41.0;-31;20;652;-43.0;426.0;-31;-370.0;11;-42
-227.0;-756.0;-6;12;758;407.0;490.0;-6;42.0;-1;-52
-138.0;-523.0;4;17;746;-173.0;616.0;4;112.0;25;-50
-143.0;-78.0;43;20;658;-35.0;513.0;43;-873.0;13;-41
-449.0;-733.0;20;13;673;-436.0;-42.0;20;43.0;32;-47
-329.0;-1573.0;-49;32;680;-1516.0;835.0;-49;-522.0;41;-39
197.0;930.0;-3053;295;482;350.0;599.0;-3053;-435.0;-504;-45
-116.0;-127.0;20;18;656;-78.0;519.0;20;-878.0;3;-41
-93.0;19.0;7;15;658;-14.0;509.0;7;-856.0;5;-41
-118.0;32.0;-11;16;654;59.0;520.0;-11;-854.0;15;-41
-142.0;16.0;2;23;652;63.0;513.0;2;-865.0;13;-41
-180.0;-284.0;991;270;907;-312.0;230.0;991;235.0;771;-36
-139.0;-44.0;36;17;657;-61.0;509.0;36;-872.0;12;-41
-154.0;-351.0;-34;-36;662;-469.0;246.0;-34;131.0;9;-36
-410.0;7.0;-3;20;670;21.0;-355.0;-3;-21.0;9;-39
-37.0;2448.0;-1798;1;700;2207.0;378.0;-1798;-247.0;-20;-40
-115.0;219.0;0;16;655;172.0;534.0;0;-853.0;13;-41
99.0;2369.0;-73;21;660;308.0;445.0;-73;-211.0;26;-43
