InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
3;-5;-2;68.0;-9.0;128;-8;843;8;-5
-1;9;-1;-47.0;-66.0;137;-15;833;15;9
28;31;11;-339.0;-224.0;66;-27;391;27;31
35;32;9;-303.0;-174.0;64;-20;385;20;32
-18;-28;-4;10.0;18.0;141;-56;834;56;-28
-12;-55;1;207.0;277.0;134;56;838;-56;-55
-2;-5;4;-20.0;-13.0;130;-4;840;4;-5
6;-20;-3;0.0;194.0;131;14;839;-14;-20
2;-22;-1;-200.0;368.0;71;4;371;-4;-22
14;-2;2;-39.0;-26.0;132;-2;835;2;-2
3;-33;0;-130.0;138.0;127;-4;843;4;-33
-3;-26;5;-183.0;165.0;129;-4;841;4;-26
-7;-20;-6;37.0;40.0;134;-19;838;19;-20
5;-23;-3;104.0;110.0;135;-17;835;17;-23
-5;6;5;116.0;-27.0;126;8;845;-8;6
3;46;-4;102.0;-18.0;123;2;848;-2;46
-2;-4;0;189.0;36.0;131;3;840;-3;-4
1;14;0;16.0;48.0;123;-1;847;1;14
2;12;-1;0.0;3.0;133;-2;838;2;12
3;-33;1;27.0;-6.0;137;-22;835;22;-33
-4;7;1;27.0;75.0;135;65;838;-65;7
38;28;10;-320.0;9.0;65;-12;385;12;28
30;45;-1;-396.0;50.0;67;5;382;-5;45
-4;17;0;52.0;155.0;130;-5;843;5;17
-5;-7;3;64.0;105.0;132;-7;841;7;-7
6;-17;5;76.0;64.0;138;17;833;-17;-17
3;14;-2;65.0;84.0;132;-13;840;13;14
4;20;0;-27.0;33.0;135;-16;837;16;20
-2;-8;3;20.0;49.0;137;-4;836;4;-8
10;44;4;-79.0;213.0;127;12;843;-12;44
1;-38;6;-346.0;260.0;72;-33;378;33;-38
7;-23;-2;276.0;207.0;134;12;839;-12;-23
-4;-40;3;10.0;81.0;129;-21;843;21;-40
-1;-36;1;-83.0;205.0;129;-28;843;28;-36
8;-40;0;125.0;351.0;122;17;838;-17;-40
-4;-25;4;297.0;138.0;131;-10;836;10;-25
2;-27;-1;83.0;-70.0;132;24;835;-24;-27
0;-15;-5;52.0;102.0;132;1;835;-1;-15
-10;2;-4;36.0;223.0;134;32;833;-32;2
303;28;80;254.0;-286.0;114;31;372;-31;28
-2;13;4;233.0;-185.0;129;22;835;-22;13
4;6;-1;55.0;50.0;130;-48;833;48;6
7;-19;3;91.0;69.0;127;-6;836;6;-19
2;-28;-1;30.0;53.0;127;-59;835;59;-28
5;15;7;22.0;96.0;132;46;829;-46;15
-3;13;2;144.0;51.0;134;22;831;-22;13
2;2;3;205.0;-106.0;132;17;831;-17;2
-1;-22;-1;291.0;70.0;128;-24;836;24;-22
8;-18;-4;-11.0;82.0;125;17;837;-17;-18
5;-32;1;-3.0;101.0;130;58;831;-58;-32
2;22;1;26.0;52.0;128;11;832;-11;22
-2;-30;0;105.0;86.0;125;30;836;-30;-30
-5;-21;1;236.0;26.0;66;-43;386;43;-21
4;19;-1;60.0;-4.0;73;46;398;-46;19
-3;2;-1;2.0;158.0;74;-18;403;18;2
4;18;-4;-36.0;224.0;79;-77;390;77;18
10;-29;-12;-173.0;53.0;124;-18;833;18;-29
4;10;-2;-33.0;275.0;77;-78;393;78;10
6;-15;-2;-217.0;-18.0;73;-18;393;18;-15
96;17;-74;157.0;140.0;136;-55;822;55;17
97;5;-79;-2.0;-49.0;142;43;815;-43;5
-8;-60;-6;-41.0;-130.0;76;-57;389;57;-60
-19;0;90;368.0;-70.0;73;2;393;-2;0
-7;22;-7;-23.0;-238.0;71;-23;385;23;22
-67;519;-65;-386.0;10.0;157;-139;688;139;519
6;-37;-14;202.0;202.0;83;-76;476;76;-37
58;267;-16;112.0;-114.0;128;-19;452;19;267
65;199;31;172.0;-161.0;10;-21;459;21;199
0;3;1;217.0;-122.0;72;10;386;-10;3
-4;-49;6;158.0;-91.0;70;-30;390;30;-49
164;-57;-56;394.0;-286.0;77;-33;408;33;-57
-5;-47;6;225.0;-178.0;70;-33;390;33;-47
-2;-11;4;-55.0;132.0;75;14;382;-14;-11
-2;19;0;-53.0;21.0;67;16;389;-16;19
-4;-21;2;-2.0;13.0;71;-4;385;4;-21
2;41;-1;-22.0;31.0;74;-36;384;36;41
-9;-6;2;-35.0;51.0;65;-11;390;11;-6
5;18;4;30.0;54.0;72;-31;383;31;18
-1;-11;0;187.0;-83.0;80;-66;392;66;-11
19;15;-16;160.0;-35.0;29;-38;421;38;15
-2;-40;6;4.0;80.0;73;-3;381;3;-40
-8;-23;1;50.0;154.0;72;-33;385;33;-23
0;-30;-5;54.0;95.0;68;31;391;-31;-30
-2;-8;-3;15.0;66.0;67;51;393;-51;-8
-4;-34;2;1.0;35.0;62;4;391;-4;-34
-15;-6;-14;49.0;119.0;55;30;408;-30;-6
-68;-8;-30;520.0;7.0;72;3;390;-3;-8
300;6;-2;335.0;-161.0;101;44;363;-44;6
178;104;-61;167.0;182.0;73;33;397;-33;104
46;-36;19;-257.0;-345.0;89;-101;568;101;-36
173;27;-84;-196.0;222.0;90;0;384;0;27
155;54;-73;-321.0;-54.0;83;-71;390;71;54
115;21;-62;-40.0;150.0;76;39;389;-39;21
17;15;56;56.0;215.0;75;5;390;-5;15
23;-67;-5;-143.0;38.0;94;41;360;-41;-67
34;25;78;-216.0;84.0;72;-10;393;10;25
2;-17;-9;25.0;-21.0;65;-10;386;10;-17
4;65;-11;92.0;-297.0;73;-50;390;50;65
-6;-58;12;-62.0;115.0;73;-51;399;51;-58
55;-13;29;-75.0;65.0;73;-20;385;20;-13
15;33;23;167.0;-390.0;69;-12;370;12;33
132;6;37;443.0;-75.0;59;-44;418;44;6
-43;1;175;-129.0;259.0;93;-76;387;76;1
11;-58;8;-47.0;274.0;65;-337;451;337;-58
-6;-306;10;-115.0;-231.0;73;-781;417;781;-306
12;-36;-14;396.0;-270.0;77;-66;375;66;-36
-2;-15;2;-182.0;-83.0;69;-72;379;72;-15
-21;-39;-142;-135.0;148.0;78;-2;382;2;-39
37;42;-49;-294.0;243.0;59;2;373;-2;42
5;22;-2;-147.0;26.0;67;-25;374;25;22
125;-66;1;257.0;93.0;47;-179;335;179;-66
-20;-11;-31;205.0;-108.0;49;85;592;-85;-11
4;-14;-4;23.0;42.0;67;1;373;-1;-14
132;31;26;-128.0;-17.0;73;431;327;-431;31
26;-2;-2;-163.0;101.0;102;35;540;-35;-2
-8;-7;-9;-122.0;145.0;67;-139;402;139;-7
-2;5;4;142.0;165.0;70;49;386;-49;5
0;-10;4;74.0;127.0;67;1;386;-1;-10
-5;15;7;-17.0;37.0;69;-38;382;38;15
-2;-6;-3;68.0;54.0;62;9;392;-9;-6
-1;-11;-2;74.0;62.0;66;29;389;-29;-11
1;-14;4;28.0;50.0;70;34;378;-34;-14
-7;13;-3;-124.0;152.0;69;-9;377;9;13
-42;-14;61;54.0;-195.0;90;-53;386;53;-14
0;9;-5;15.0;81.0;70;-21;388;21;9
-3;-5;-1;-18.0;-24.0;70;-5;381;5;-5
0;23;-24;323.0;-114.0;72;-26;386;26;23
-10;11;-52;-89.0;384.0;69;13;385;-13;11
-10;-17;-61;254.0;-144.0;74;-3;378;3;-17
-3;6;-1;10.0;-83.0;74;24;381;-24;6
-11;47;1;149.0;-111.0;73;-39;380;39;47
-6;13;-13;298.0;-84.0;63;-4;386;4;13
43;208;-231;162.0;-82.0;133;-114;353;114;208
-52;-1;-56;-228.0;232.0;81;16;366;-16;-1
2;-103;13;70.0;-111.0;69;-172;432;172;-103
-7;-83;2;84.0;-19.0;73;-136;427;136;-83
-23;-15;66;-151.0;308.0;75;47;382;-47;-15
-115;35;254;279.0;-129.0;115;37;417;-37;35
-127;-32;-136;-310.0;-70.0;103;10;358;-10;-32
4;-68;-19;-137.0;-341.0;62;39;386;-39;-68
-309;29;-62;6.0;277.0;131;63;378;-63;29
-228;-12;-56;-138.0;281.0;101;28;374;-28;-12
-9;15;-13;127.0;-86.0;66;28;372;-28;15
-11;-15;-2;21.0;104.0;63;-16;378;16;-15
-12;-41;-3;-57.0;206.0;60;-28;381;28;-41
8;-94;10;-406.0;-34.0;76;-3;371;3;-94
-7;94;-27;-93.0;224.0;102;15;408;-15;94
-12;26;-17;-70.0;239.0;77;79;461;-79;26
-43;-62;-105;-59.0;-339.0;78;-53;422;53;-62
-57;-110;-32;-215.0;194.0;70;-94;480;94;-110
-3;-45;1;296.0;-114.0;82;-40;466;40;-45
-108;92;-60;135.0;-116.0;72;-66;393;66;92
-58;93;-18;208.0;318.0;74;-125;414;125;93
-101;-225;129;-42.0;-94.0;54;-137;604;137;-225
-47;-25;97;-145.0;10.0;125;-143;488;143;-25
-4;6;-17;127.0;-108.0;76;24;380;-24;6
0;-40;-10;61.0;-48.0;76;26;378;-26;-40
1;-33;0;169.0;30.0;67;-1;383;1;-33
4;14;0;135.0;-23.0;72;-18;378;18;14
-60;77;166;248.0;31.0;-64;-38;424;38;77
-138;15;-32;-170.0;24.0;99;28;557;-28;15
-117;-18;-35;-201.0;-49.0;109;-64;527;64;-18
-7;-46;-9;-100.0;-123.0;69;-91;398;91;-46
-78;112;65;255.0;-184.0;72;-9;418;9;112
-1;-91;-6;-216.0;-101.0;68;-63;392;63;-91
114;41;-116;15.0;183.0;83;17;403;-17;41
27;-50;-15;57.0;-355.0;81;-33;387;33;-50
-71;-86;41;-88.0;315.0;77;28;386;-28;-86
-2;233;115;148.0;171.0;38;49;346;-49;233
-1;-19;4;-229.0;257.0;71;-13;384;13;-19
-45;6;165;87.0;241.0;91;188;279;-188;6
7;3;-5;61.0;-130.0;72;15;389;-15;3
-2;-9;-2;103.0;-144.0;68;-16;399;16;-9
-140;-76;-144;72.0;-94.0;51;-9;409;9;-76
-63;272;-162;165.0;-188.0;102;-23;329;23;272
3;24;11;153.0;-68.0;69;-69;396;69;24
-89;39;-53;286.0;-78.0;91;-11;505;11;39
7;1;-5;115.0;3.0;70;-12;386;12;1
7;0;-6;129.0;117.0;70;-11;386;11;0
7;3;-4;110.0;12.0;70;-16;386;16;3
-3;0;1;-177.0;448.0;60;-41;397;41;0
8;-50;-4;83.0;-126.0;66;-10;385;10;-50
-2;-22;-4;30.0;-253.0;66;5;394;-5;-22
1;-17;2;-74.0;12.0;71;-21;393;21;-17
-54;73;-79;358.0;-293.0;70;-34;386;34;73
6;-57;1;185.0;-152.0;71;-4;391;4;-57
3;11;-2;-3.0;-11.0;74;-37;388;37;11
-57;-49;-84;181.0;-162.0;52;53;393;-53;-49
-46;-12;-77;271.0;-193.0;60;117;387;-117;-12
32;143;39;-15.0;-76.0;59;-93;376;93;143
1;-42;0;15.0;-82.0;74;56;388;-56;-42
6;-40;2;-8.0;-268.0;71;-5;388;5;-40
-3;-38;-2;38.0;80.0;74;-25;392;25;-38
-3;0;4;25.0;98.0;69;9;396;-9;0
13;80;42;459.0;-278.0;73;7;387;-7;80
-10;154;19;242.0;-25.0;79;-305;496;305;154
-1;-1;6;-70.0;73.0;68;1;395;-1;-1
9;-32;1;30.0;282.0;72;-20;392;20;-32
74;-5;-31;68.0;289.0;75;21;381;-21;-5
87;12;-48;339.0;271.0;70;45;384;-45;12
90;-4;-42;420.0;225.0;75;-15;383;15;-4
-31;143;-1;185.0;-32.0;90;-294;508;294;143
-269;354;-144;147.0;-120.0;87;-453;586;453;354
6;2;-16;105.0;-148.0;90;-3;387;3;2
4;4;-4;309.0;151.0;67;20;390;-20;4
47;-11;175;131.0;-162.0;69;128;420;-128;-11
-35;123;-5;100.0;-68.0;88;-257;515;257;123
37;45;234;-15.0;335.0;128;30;342;-30;45
8;32;1;259.0;232.0;70;36;386;-36;32
6;28;0;261.0;86.0;69;20;390;-20;28
-30;13;-1;27.0;33.0;114;1;542;-1;13
-19;117;78;142.0;301.0;194;82;282;-82;117
13;38;12;-185.0;83.0;78;2;377;-2;38
5;-45;-2;437.0;-168.0;64;-41;378;41;-45
-2;-15;1;39.0;-7.0;76;-9;372;9;-15
0;-19;-1;-145.0;223.0;69;18;378;-18;-19
-3;-3;-6;56.0;66.0;72;50;376;-50;-3
-2;5;-2;15.0;112.0;64;-1;378;1;5
5;-31;2;47.0;14.0;70;-9;375;9;-31
-8;-5;-8;2.0;87.0;66;-23;383;23;-5
1;10;0;0.0;145.0;69;-20;380;20;10
5;6;1;217.0;-189.0;70;-26;379;26;6
3;-12;-4;-289.0;88.0;71;-6;392;6;-12
2;-8;-3;-117.0;35.0;77;-25;390;25;-8
0;-9;-1;-48.0;9.0;75;-20;391;20;-9
34;-5;-28;-224.0;-143.0;76;-54;445;54;-5
25;26;-7;152.0;-287.0;78;46;427;-46;26
31;51;-6;161.0;-475.0;79;15;426;-15;51
1;-5;-2;-67.0;172.0;71;-1;391;1;-5
1;-38;-4;-213.0;-99.0;73;-104;436;104;-38
-1;-61;-1;-312.0;-68.0;74;-40;438;40;-61
7;20;-2;-92.0;140.0;78;42;436;-42;20
-8;-17;-2;-124.0;197.0;74;74;422;-74;-17
-19;-36;6;-55.0;84.0;68;37;407;-37;-36
-18;-18;-199;83.0;-254.0;88;12;403;-12;-18
-30;-6;-6;77.0;108.0;109;-47;548;47;-6
-17;-20;22;-42.0;448.0;69;-15;374;15;-20
-8;-6;20;3.0;221.0;91;-44;571;44;-6
-8;6;11;-22.0;310.0;66;-24;376;24;6
-1;21;6;50.0;18.0;67;-30;378;30;21
6;-16;5;3.0;-19.0;65;23;379;-23;-16
0;-24;3;-5.0;42.0;70;36;379;-36;-24
2;18;2;-34.0;38.0;70;3;380;-3;18
-1;-28;6;75.0;-53.0;64;10;380;-10;-28
1;-53;3;12.0;44.0;67;-9;380;9;-53
2;-8;-6;95.0;-20.0;65;42;386;-42;-8
3;-37;-1;191.0;-72.0;65;9;378;-9;-37
8;-24;-2;240.0;-158.0;72;-51;377;51;-24
-8;3;6;54.0;98.0;105;-82;563;82;3
1;30;4;212.0;-312.0;65;53;384;-53;30
-8;23;7;256.0;-62.0;73;16;379;-16;23
-4;29;1;57.0;138.0;71;-19;385;19;29
-2;14;7;387.0;181.0;72;-50;380;50;14
-5;33;3;208.0;276.0;72;-59;381;59;33
3;-15;1;293.0;230.0;70;8;382;-8;-15
-2;25;1;417.0;26.0;85;32;379;-32;25
-21;-24;14;105.0;30.0;107;-2;584;2;-24
13;-9;-33;-263.0;244.0;76;24;392;-24;-9
16;-11;-21;276.0;-80.0;76;-12;386;12;-11
7;-14;-4;121.0;-77.0;74;-14;387;14;-14
0;-17;-1;-19.0;-14.0;76;-32;388;32;-17
3;3;-2;-39.0;16.0;74;-17;388;17;3
-6;-26;2;37.0;6.0;71;22;390;-22;-26
0;-17;-2;23.0;164.0;73;-31;386;31;-17
-3;-19;-3;25.0;147.0;70;-34;390;34;-19
4;-3;5;-67.0;228.0;68;3;382;-3;-3
4;-20;6;-10.0;315.0;68;-11;381;11;-20
-2;1;1;29.0;-66.0;70;14;389;-14;1
-3;-29;-1;-27.0;78.0;70;56;388;-56;-29
-2;19;-4;39.0;48.0;63;58;394;-58;19
-1;-16;-6;-73.0;-169.0;68;-26;394;26;-16
-4;-12;2;-78.0;213.0;74;8;385;-8;-12
-3;-20;-1;-56.0;365.0;71;25;388;-25;-20
1;-21;7;223.0;161.0;73;56;382;-56;-21
2;-21;9;47.0;11.0;73;68;380;-68;-21
-8;7;-5;35.0;-98.0;73;0;391;0;7
2;-25;-4;57.0;24.0;71;-7;391;7;-25
6;13;4;32.0;-2.0;73;-9;383;9;13
10;-22;3;18.0;44.0;68;-6;382;6;-22
9;-11;1;2.0;34.0;67;40;383;-40;-11
-4;-23;2;44.0;91.0;71;6;381;-6;-23
3;18;-194;180.0;-356.0;112;24;378;-24;18
-66;-63;22;125.0;-265.0;70;57;408;-57;-63
-57;-79;34;46.0;-365.0;78;49;384;-49;-79
-67;-13;36;-74.0;111.0;77;5;382;-5;-13
-17;33;-304;99.0;137.0;128;-3;384;3;33
-40;12;-349;180.0;163.0;124;44;407;-44;12
0;26;6;-52.0;194.0;74;-16;372;16;26
-3;14;3;-6.0;204.0;70;-13;374;13;14
-4;13;1;-60.0;245.0;72;-19;376;19;13
-1;32;3;-80.0;78.0;72;-54;376;54;32
1;20;2;-59.0;48.0;71;-12;376;12;20
0;5;4;39.0;53.0;71;48;372;-48;5
-1;-13;4;6.0;26.0;70;-12;374;12;-13
1;4;5;11.0;28.0;70;15;373;-15;4
4;24;1;44.0;34.0;72;-25;375;25;24
-3;-10;1;32.0;59.0;70;15;378;-15;-10
-31;13;-1;-18.0;-1.0;105;-74;385;74;13
-5;-39;6;-30.0;33.0;105;-104;577;104;-39
-21;178;3;34.0;33.0;97;133;576;-133;178
-66;133;88;-22.0;-48.0;73;13;408;-13;133
16;-16;-125;437.0;61.0;92;100;386;-100;-16
78;174;210;-235.0;230.0;114;-41;366;41;174
42;20;40;-477.0;30.0;26;81;442;-81;20
44;-18;153;345.0;-444.0;87;-11;391;11;-18
8;-96;23;-348.0;-266.0;73;-18;382;18;-96
-1;13;0;-151.0;512.0;72;-18;385;18;13
-240;91;-275;43.0;-393.0;150;-28;380;28;91
-7;17;1;263.0;-459.0;66;19;370;-19;17
119;-4;-5;-380.0;266.0;64;2;324;-2;-4
-17;241;-83;361.0;-650.0;73;588;438;-588;241
-20;0;14;-53.0;513.0;68;-19;380;19;0
37;29;-75;93.0;628.0;63;83;362;-83;29
-51;244;-116;-35.0;370.0;150;-145;336;145;244
37;65;233;118.0;435.0;140;15;336;-15;65
1;-23;2;-193.0;478.0;71;32;362;-32;-23
-152;-15;-87;-341.0;338.0;86;-43;410;43;-15
93;34;-29;578.0;121.0;78;-32;381;32;34
-67;-17;29;440.0;-311.0;71;21;385;-21;-17
195;202;-88;730.0;-355.0;109;-835;413;835;202
1;-27;-3;233.0;462.0;62;-21;371;21;-27
-6;39;-21;342.0;412.0;71;-16;415;16;39
-429;-259;-166;480.0;-164.0;333;161;-36;-161;-259
-59;6;-28;-416.0;-259.0;65;-11;383;11;6
-3;-32;-19;-434.0;129.0;102;-122;602;122;-32
21;-13;-2;583.0;-83.0;62;25;396;-25;-13
19;-112;-18;-252.0;387.0;71;33;338;-33;-112
-97;131;-285;355.0;-336.0;110;-29;391;29;131
0;17;-4;-434.0;-121.0;70;-17;400;17;17
-284;-153;32;286.0;624.0;108;-58;419;58;-153
34;-102;-41;465.0;286.0;73;-57;385;57;-102
174;30;-97;491.0;-145.0;121;-116;372;116;30
155;4;-107;535.0;17.0;79;-81;408;81;4
-41;33;24;428.0;-371.0;68;-24;386;24;33
-80;81;-376;-537.0;-410.0;274;251;433;-251;81
-1;-5;1;-163.0;489.0;72;-22;368;22;-5
57;-31;15;-323.0;-43.0;81;-232;338;232;-31
58;-74;-204;-1163.0;141.0;95;-1310;753;1310;-74
116;243;30;-40.0;424.0;98;-596;539;596;243
-58;328;96;169.0;139.0;73;170;455;-170;328
58;-30;56;99.0;492.0;84;-72;384;72;-30
43;17;57;639.0;316.0;73;22;406;-22;17
-1;5;3;242.0;-499.0;67;16;385;-16;5
-90;47;61;567.0;104.0;78;-8;380;8;47
26;13;166;554.0;35.0;56;34;383;-34;13
-3;4;-7;-330.0;332.0;69;53;389;-53;4
-16;-15;17;407.0;337.0;64;-53;395;53;-15
-106;-16;7;573.0;99.0;79;-11;383;11;-16
220;-3;-88;295.0;219.0;88;-214;385;214;-3
1;-17;8;-323.0;367.0;80;-100;452;100;-17
3;36;13;-389.0;450.0;70;-20;375;20;36
-1;-48;-4;-402.0;220.0;72;-58;374;58;-48
52;351;-31;-222.0;329.0;69;-29;358;29;351
5;-63;-15;-392.0;274.0;71;25;398;-25;-63
-107;165;-123;77.0;490.0;84;-55;370;55;165
-20;107;25;320.0;-440.0;13;-143;450;143;107
-1;-38;7;377.0;187.0;134;-15;836;15;-38
-34;152;-185;418.0;83.0;135;-177;447;177;152
-3;22;6;-83.0;-412.0;132;3;839;-3;22
-33;949;-120;166.0;-1.0;254;-263;367;263;949
2;24;0;-262.0;-262.0;129;26;844;-26;24
-13;-33;-16;218.0;-328.0;148;50;830;-50;-33
8;-127;-274;181.0;-228.0;269;-146;457;146;-127
9;-22;2;-337.0;55.0;131;17;837;-17;-22
2;-11;-2;-350.0;-121.0;129;-1;840;1;-11
-8;34;0;441.0;-3.0;136;30;835;-30;34
-2;8;-6;290.0;-394.0;131;15;827;-15;8
-67;-23;-37;546.0;144.0;72;-1;396;1;-23
-230;1168;-108;-183.0;-71.0;227;-436;300;436;1168
1;12;44;555.0;188.0;51;-39;425;39;12
-326;72;-146;247.0;239.0;152;74;401;-74;72
-329;71;-138;243.0;272.0;161;94;404;-94;71
2;-26;-1;289.0;380.0;135;-30;837;30;-26
0;-8;-6;-464.0;-3.0;133;-2;838;2;-8
180;141;-239;228.0;-257.0;51;-242;456;242;141
26;13;110;422.0;-431.0;67;2;398;-2;13
-240;188;-377;672.0;-31.0;174;-46;394;46;188
10;-40;-6;-222.0;510.0;63;7;370;-7;-40
114;-81;79;447.0;-263.0;57;-242;455;242;-81
18;74;41;-488.0;122.0;73;-76;401;76;74
18;18;-12;522.0;-385.0;72;21;390;-21;18
-296;3;-145;441.0;-353.0;127;-2;400;2;3
338;243;-243;254.0;19.0;13;-8;482;8;243
-34;3;-9;-521.0;224.0;67;-16;395;16;3
-145;54;-54;-134.0;656.0;85;5;398;-5;54
6;-56;-1;-269.0;479.0;66;-103;397;103;-56
-35;-19;-14;-512.0;203.0;80;-66;386;66;-19
2;-15;-4;520.0;-328.0;72;19;395;-19;-15
-50;111;-237;262.0;-690.0;103;-32;388;32;111
-9;-30;80;524.0;-338.0;76;-14;391;14;-30
-6;-147;-20;-346.0;334.0;87;57;349;-57;-147
-271;71;-348;114.0;368.0;168;-36;421;36;71
-36;10;13;587.0;-235.0;74;-32;407;32;10
-189;-30;48;603.0;-145.0;94;-4;380;4;-30
-281;12;5;551.0;-161.0;71;23;431;-23;12
-13;1;35;-504.0;143.0;69;15;400;-15;1
-1;-38;0;-360.0;705.0;127;-2;838;2;-38
2;70;-3;-341.0;-611.0;78;-39;447;39;70
48;12;-15;-252.0;-471.0;69;14;372;-14;12
207;165;66;448.0;-38.0;225;-161;310;161;165
33;5;36;-752.0;181.0;48;93;389;-93;5
-8;-2;5;-392.0;205.0;131;20;830;-20;-2
1;-316;17;89.0;-165.0;49;-1384;571;1384;-316
0;0;4;-81.0;-548.0;71;-60;386;60;0
-142;74;153;-227.0;473.0;93;-45;379;45;74
-207;42;3;330.0;-443.0;96;37;350;-37;42
-17;-196;-49;-276.0;-565.0;265;-341;130;341;-196
-223;163;442;223.0;-728.0;122;60;303;-60;163
-38;-104;59;-251.0;435.0;60;-177;391;177;-104
-28;-51;49;476.0;-367.0;78;-31;383;31;-51
-5;6;-1;-223.0;549.0;74;-34;381;34;6
7;7;0;-253.0;-796.0;72;13;382;-13;7
3;3;-5;548.0;-53.0;130;4;843;-4;3
-103;33;60;602.0;-116.0;82;5;377;-5;33
-143;128;42;376.0;-441.0;81;-80;371;80;128
-432;53;243;-58.0;-215.0;188;-7;379;7;53
-247;61;-115;-243.0;645.0;100;12;383;-12;61
423;918;-116;-512.0;-351.0;148;-804;866;804;918
-11;-11;-59;543.0;-862.0;66;-347;422;347;-11
-306;158;155;-2480.0;-603.0;128;29;375;-29;158
-597;719;367;-190.0;633.0;23;-972;1052;972;719
-149;64;267;-301.0;60.0;230;175;377;-175;64
37;140;135;-461.0;-292.0;70;-37;389;37;140
-73;187;-413;-74.0;857.0;75;192;353;-192;187
-7;-7;38;766.0;696.0;70;1;391;-1;-7
-115;-25;-144;896.0;-652.0;108;-203;395;203;-25
157;156;-126;496.0;-226.0;117;-206;610;206;156
23;-87;13;-568.0;-50.0;85;-290;566;290;-87
-25;-31;39;240.0;-696.0;74;31;389;-31;-31
-114;456;-121;911.0;16.0;91;137;338;-137;456
44;1373;97;72.0;-234.0;-74;964;439;-964;1373
-3;21;0;429.0;-550.0;69;-41;371;41;21
-1602;117;1206;-238.0;199.0;298;267;1971;-267;117
-35;8;-189;-199.0;-1315.0;107;-125;390;125;8
-2;11;6;-493.0;297.0;65;-2;363;2;11
-26;2024;0;-1279.0;1303.0;-52;-1268;479;1268;2024
-6;43;-77;601.0;-304.0;73;40;398;-40;43
162;27;58;-21.0;-313.0;271;51;36;-51;27
-1;28;-3;631.0;-556.0;66;13;374;-13;28
3;-349;119;-204.0;60.0;116;780;541;-780;-349
8;75;64;661.0;176.0;54;-110;437;110;75
-1;-18;0;681.0;468.0;134;7;840;-7;-18
-114;121;63;539.0;-386.0;88;1;368;-1;121
13;703;-317;-801.0;-579.0;141;172;329;-172;703
-39;-30;29;1357.0;64.0;69;59;380;-59;-30
289;3;-264;301.0;-424.0;155;21;399;-21;3
44;0;51;-250.0;555.0;61;-2;400;2;0
4;70;288;-133.0;496.0;128;33;378;-33;70
-3;-20;-5;993.0;-221.0;71;-3;382;3;-20
-1;-32;-82;-512.0;-238.0;77;7;386;-7;-32
-677;-687;-69;73.0;-955.0;-206;-8075;724;8075;-687
105;363;-325;759.0;-97.0;-132;-197;627;197;363
0;-6;7;84.0;-983.0;66;-32;364;32;-6
207;2546;-24;-211.0;-406.0;106;-2287;551;2287;2546
1;-15;-1;559.0;-143.0;126;11;838;-11;-15
12;13;0;2216.0;-310.0;134;28;827;-28;13
-18;-146;-13;415.0;437.0;64;15;368;-15;-146
-19;-55;7;-653.0;-139.0;67;30;382;-30;-55
210;-826;-201;252.0;-63.0;96;201;474;-201;-826
137;-295;-57;-719.0;1351.0;-57;-989;659;989;-295
95;16;92;1229.0;-1488.0;77;-174;394;174;16
-1;-24;4;-1105.0;-356.0;129;-12;843;12;-24
-9;47;4;-502.0;629.0;70;2;371;-2;47
-70;-7;48;393.0;766.0;76;-10;383;10;-7
248;139;-7;260.0;296.0;-227;-154;385;154;139
-230;130;-395;412.0;-123.0;175;84;456;-84;130
-15;-523;-39;1033.0;-537.0;64;-79;459;79;-523
4;13;-111;507.0;-2124.0;74;-74;406;74;13
252;143;-192;509.0;-322.0;37;-57;320;57;143
8;167;181;443.0;-1572.0;150;-1519;279;1519;167
-10;-7;-155;659.0;131.0;0;-116;392;116;-7
-13;-862;69;-447.0;946.0;37;-1412;379;1412;-862
201;19;141;448.0;-1402.0;105;-149;398;149;19
-228;486;-71;787.0;-409.0;94;-127;374;127;486
14;79;-221;943.0;629.0;167;-469;291;469;79
6;-517;54;-412.0;486.0;76;-257;499;257;-517
28;-22;64;-199.0;703.0;74;-18;392;18;-22
32;-92;-43;763.0;368.0;71;-45;389;45;-92
5;13;-5;-1229.0;1029.0;64;6;390;-6;13
-90;-918;-265;-126.0;151.0;147;1168;566;-1168;-918
23;-250;26;290.0;328.0;47;-326;399;326;-250
-2;12;-4;-753.0;-943.0;62;23;393;-23;12
-156;-122;61;679.0;382.0;84;25;402;-25;-122
12;84;-61;653.0;-1039.0;69;-8;393;8;84
-12;-33;-6;-212.0;1014.0;66;-26;404;26;-33
-107;-9;17;112.0;830.0;85;17;373;-17;-9
-108;-234;113;184.0;-377.0;62;-288;402;288;-234
128;-13;36;1801.0;2009.0;87;-48;397;48;-13
445;173;-96;279.0;64.0;30;-149;157;149;173
-324;704;-49;-1538.0;476.0;205;-267;521;267;704
-640;905;-5;347.0;79.0;237;181;431;-181;905
-7;-28;3;-654.0;690.0;68;-50;399;50;-28
