InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;Accelerometer RUA_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RUA magneticZ;Accelerometer LH accX;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA gyroZ;Accelerometer RKN_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4
80;320.0;59.0;-80;439.0;-349.0;325.0;23;170.0;304.0;-30.0;-314.0;218.0
38;188.0;815.0;-38;485.0;-3.0;720.0;-1;569.0;-109.0;-312.0;-57.0;-39.0
26;219.0;899.0;-26;461.0;18.0;989.0;4;776.0;180.0;-337.0;-54.0;-45.0
2;186.0;937.0;-2;406.0;6.0;491.0;3;741.0;12.0;-317.0;-55.0;-45.0
12;174.0;959.0;-12;453.0;21.0;620.0;4;584.0;-146.0;-317.0;-29.0;-96.0
-1;185.0;962.0;1;467.0;9.0;678.0;0;606.0;6.0;-324.0;-31.0;-98.0
-34;164.0;960.0;34;577.0;32.0;665.0;3;585.0;243.0;-324.0;-27.0;-89.0
9;162.0;944.0;-9;594.0;16.0;751.0;13;547.0;151.0;-318.0;-17.0;-80.0
-8;139.0;954.0;8;564.0;26.0;763.0;5;549.0;126.0;-332.0;-6.0;-68.0
-25;161.0;882.0;25;742.0;194.0;999.0;4;711.0;133.0;-348.0;-23.0;-42.0
82;146.0;413.0;-82;553.0;-316.0;360.0;-394;277.0;212.0;-192.0;230.0;-116.0
48;145.0;701.0;-48;331.0;-167.0;652.0;-2;675.0;-12.0;-318.0;-92.0;-22.0
113;41.0;225.0;-113;155.0;-63.0;324.0;-125;89.0;382.0;-822.0;159.0;-329.0
-46;912.0;280.0;46;731.0;-200.0;313.0;-2;-78.0;-488.0;-95.0;-25.0;885.0
171;310.0;261.0;-171;363.0;-456.0;109.0;-12;427.0;-18.0;-707.0;-280.0;201.0
11;146.0;823.0;-11;534.0;-102.0;932.0;6;467.0;-4.0;-151.0;545.0;-700.0
-22;193.0;927.0;22;534.0;66.0;739.0;7;451.0;-3.0;-305.0;-10.0;-95.0
2;846.0;822.0;-2;804.0;-269.0;961.0;1;59.0;-25.0;-40.0;-132.0;165.0
-20;167.0;823.0;20;220.0;297.0;973.0;-1;665.0;-148.0;-280.0;30.0;-133.0
-12;864.0;657.0;12;697.0;-257.0;955.0;2;104.0;-198.0;-72.0;-124.0;166.0
34;188.0;924.0;-34;388.0;-18.0;772.0;-1;558.0;-130.0;-308.0;-2.0;-73.0
-17;844.0;689.0;17;781.0;-312.0;1030.0;-2;-111.0;21.0;26.0;-102.0;153.0
41;932.0;602.0;-41;503.0;-71.0;786.0;-9;128.0;-93.0;-59.0;-144.0;936.0
23;812.0;263.0;-23;520.0;-72.0;65.0;-6;-279.0;319.0;-119.0;-250.0;953.0
-21;155.0;958.0;21;308.0;101.0;637.0;-2;553.0;-441.0;-172.0;-70.0;-39.0
-16;140.0;951.0;16;306.0;67.0;652.0;4;590.0;226.0;-555.0;-73.0;-32.0
-34;193.0;725.0;34;552.0;-281.0;401.0;-5;643.0;1241.0;-429.0;-160.0;102.0
-18;222.0;290.0;18;243.0;563.0;269.0;-8;229.0;153.0;-106.0;223.0;-357.0
-25;148.0;902.0;25;703.0;-302.0;778.0;5;428.0;-1981.0;7.0;-262.0;166.0
-4398;100.0;23.0;4398;312.0;-53.0;142.0;283;320.0;-362.0;-207.0;-109.0;2.0
14;-4.0;496.0;-14;-285.0;-335.0;300.0;5;931.0;-256.0;-84.0;-381.0;268.0
19;224.0;853.0;-19;195.0;-335.0;320.0;-1;884.0;-107.0;-431.0;-354.0;335.0
1297;166.0;783.0;-1297;480.0;-259.0;161.0;1373;451.0;785.0;-467.0;248.0;-171.0
8;519.0;542.0;-8;446.0;-148.0;326.0;839;200.0;-99.0;41.0;221.0;-94.0
-9;283.0;778.0;9;226.0;394.0;454.0;-4;889.0;396.0;-302.0;14.0;-234.0
