Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;Accelerometer BACK accZ;Accelerometer HIP accZ;InertialMeasurementUnit RLA accZ
-99.0;?;-175;-709.0;?;156.0
-26.0;71.0;-175;?;-521.0;?
-90.0;80.0;-175;-701.0;?;183.0
-28.0;?;-175;-713.0;-539.0;253.0
?;137.0;?;-716.0;-540.0;324.0
?;?;-175;-730.0;?;214.0
-107.0;91.0;-175;-739.0;-526.0;?
-95.0;146.0;-175;-750.0;-537.0;197.0
?;64.0;-175;-761.0;-510.0;243.0
-51.0;125.0;-175;-757.0;-507.0;331.0
?;63.0;-175;-755.0;?;282.0
-66.0;61.0;-175;-781.0;-482.0;225.0
186.0;74.0;-175;-765.0;-490.0;?
237.0;200.0;-175;-777.0;-449.0;214.0
292.0;282.0;-175;-797.0;-445.0;306.0
243.0;273.0;-175;-797.0;?;229.0
181.0;228.0;-175;-817.0;-445.0;195.0
-1.0;150.0;-175;-834.0;-435.0;?
?;161.0;-175;?;-443.0;?
80.0;199.0;?;-813.0;-405.0;112.0
-109.0;135.0;?;?;?;?
-191.0;105.0;-174;-809.0;-435.0;?
-262.0;135.0;?;-820.0;?;272.0
30.0;61.0;-173;-820.0;-335.0;188.0
-132.0;-4.0;-173;-831.0;?;?
?;101.0;-174;-810.0;-361.0;?
?;182.0;?;-771.0;-339.0;281.0
16.0;253.0;-174;-808.0;-457.0;164.0
-124.0;293.0;-174;-789.0;-424.0;189.0
-130.0;245.0;-174;-804.0;-416.0;312.0
-164.0;155.0;?;-820.0;?;232.0
-77.0;128.0;?;-822.0;-393.0;258.0
-90.0;173.0;?;-804.0;?;235.0
-85.0;170.0;-174;-813.0;-383.0;278.0
-75.0;181.0;?;-819.0;-377.0;272.0
?;179.0;?;-836.0;-397.0;249.0
-89.0;168.0;-174;?;-393.0;219.0
-134.0;?;-174;-810.0;-379.0;190.0
-74.0;155.0;-174;-820.0;-398.0;206.0
-97.0;169.0;?;-850.0;-386.0;202.0
-122.0;?;?;-850.0;-369.0;200.0
-122.0;123.0;-174;-846.0;-389.0;233.0
-86.0;130.0;-174;-847.0;-383.0;245.0
-86.0;133.0;-174;-866.0;-390.0;246.0
-106.0;124.0;-174;?;-399.0;260.0
18.0;123.0;-174;-840.0;-366.0;271.0
?;153.0;-174;?;-375.0;?
-81.0;180.0;-174;-833.0;-354.0;254.0
-22.0;163.0;?;-838.0;?;202.0
-78.0;?;-174;?;-364.0;189.0
-109.0;170.0;-174;-821.0;-389.0;208.0
-186.0;102.0;-174;?;-378.0;203.0
-108.0;73.0;-174;-848.0;-366.0;?
-128.0;116.0;-174;-841.0;?;228.0
-93.0;83.0;-174;-840.0;?;225.0
?;112.0;-174;-856.0;?;?
?;107.0;?;-823.0;-364.0;?
80.0;136.0;-174;-861.0;-371.0;283.0
-102.0;?;-174;?;-362.0;276.0
-252.0;158.0;-174;-826.0;-359.0;268.0
-74.0;128.0;-174;-823.0;?;342.0
-118.0;40.0;-174;-822.0;-362.0;139.0
?;61.0;-174;?;-373.0;304.0
-102.0;125.0;?;-817.0;-366.0;317.0
-115.0;84.0;-174;-805.0;?;?
-142.0;118.0;-174;-818.0;?;250.0
?;50.0;?;-813.0;-385.0;220.0
25.0;?;?;-800.0;-396.0;189.0
-44.0;118.0;-174;-808.0;?;?
-209.0;154.0;?;-810.0;?;247.0
-542.0;?;-174;-790.0;?;235.0
?;86.0;?;-792.0;-420.0;226.0
-143.0;?;-174;?;-426.0;263.0
?;11.0;-174;?;-451.0;441.0
-144.0;162.0;-174;-779.0;?;?
?;?;-174;-779.0;?;536.0
-248.0;70.0;-174;-780.0;-489.0;359.0
-316.0;149.0;?;-777.0;-477.0;402.0
-286.0;92.0;?;-786.0;-475.0;299.0
-211.0;30.0;-174;-783.0;-485.0;?
-84.0;?;-174;?;-476.0;355.0
-102.0;111.0;-174;-772.0;-476.0;?
-136.0;147.0;?;-776.0;-476.0;356.0
?;109.0;-174;-781.0;-462.0;364.0
-253.0;72.0;?;-788.0;-461.0;250.0
-367.0;136.0;?;-781.0;-488.0;326.0
?;96.0;?;-761.0;-469.0;351.0
-178.0;46.0;-174;-776.0;-461.0;329.0
?;127.0;-174;-728.0;?;?
-102.0;80.0;-174;-770.0;-509.0;455.0
?;156.0;-174;?;-483.0;386.0
-141.0;125.0;-174;-737.0;-448.0;317.0
-226.0;?;-174;-707.0;-547.0;287.0
-310.0;66.0;-174;?;-510.0;327.0
-130.0;-84.0;?;?;-518.0;257.0
-20.0;69.0;-174;-723.0;-477.0;264.0
-198.0;179.0;-174;-736.0;-543.0;380.0
?;?;?;-749.0;-525.0;504.0
-360.0;27.0;-174;-749.0;?;428.0
?;54.0;-174;-735.0;-465.0;286.0
-283.0;91.0;-174;?;-492.0;292.0
?;?;-174;-760.0;?;405.0
?;-25.0;-174;-781.0;-493.0;365.0
-16.0;76.0;-174;-801.0;?;?
27.0;?;-174;-781.0;?;207.0
267.0;-25.0;-174;-765.0;-429.0;314.0
403.0;77.0;?;-788.0;?;?
?;?;?;-768.0;-507.0;244.0
?;179.0;-174;-800.0;-414.0;?
86.0;192.0;-174;-760.0;-423.0;354.0
?;28.0;-174;-755.0;-529.0;?
-151.0;?;-174;-848.0;-476.0;213.0
245.0;-173.0;-174;-879.0;-501.0;?
249.0;-120.0;-174;-900.0;-506.0;30.0
170.0;26.0;?;-929.0;-485.0;334.0
254.0;-8.0;-174;-929.0;-438.0;?
?;64.0;?;-940.0;-420.0;?
-67.0;39.0;-174;?;-425.0;150.0
-173.0;56.0;-174;?;-364.0;58.0
-115.0;?;-174;-863.0;-382.0;206.0
-130.0;166.0;-174;-812.0;-312.0;146.0
?;139.0;-174;-799.0;-275.0;181.0
?;118.0;-174;?;-271.0;214.0
-252.0;?;-174;-763.0;?;142.0
-208.0;-74.0;-174;-813.0;-184.0;359.0
-237.0;-58.0;-174;-742.0;-119.0;267.0
?;?;-174;-730.0;-48.0;303.0
-258.0;49.0;-174;?;?;318.0
-298.0;?;?;-760.0;?;?
-267.0;71.0;?;-765.0;-89.0;273.0
-221.0;51.0;-174;?;-58.0;295.0
?;130.0;-174;?;37.0;304.0
-242.0;153.0;-176;-642.0;82.0;?
-185.0;104.0;-171;-649.0;99.0;309.0
-161.0;76.0;-180;-598.0;?;?
-119.0;?;-168;-640.0;233.0;277.0
?;22.0;-180;-638.0;340.0;262.0
-45.0;34.0;?;-607.0;371.0;237.0
?;70.0;?;-570.0;?;?
-98.0;77.0;-225;?;357.0;167.0
-178.0;67.0;?;-527.0;330.0;160.0
-234.0;58.0;220;-510.0;344.0;?
-250.0;29.0;168;?;388.0;209.0
-292.0;?;170;?;?;241.0
-300.0;-1.0;182;-504.0;456.0;289.0
-316.0;4.0;160;?;496.0;346.0
-267.0;?;?;-461.0;466.0;354.0
-275.0;61.0;162;-414.0;443.0;352.0
-275.0;28.0;166;-390.0;450.0;361.0
?;21.0;172;-403.0;464.0;?
-300.0;26.0;?;-472.0;504.0;426.0
?;-4.0;176;-440.0;422.0;430.0
-256.0;55.0;177;-425.0;?;435.0
-198.0;59.0;177;?;?;?
-264.0;61.0;177;-556.0;253.0;428.0
-259.0;87.0;177;-486.0;228.0;440.0
?;91.0;177;-498.0;231.0;?
-329.0;49.0;177;-559.0;245.0;390.0
?;-45.0;?;-531.0;194.0;404.0
-330.0;?;178;?;161.0;429.0
-243.0;47.0;178;-579.0;246.0;?
-282.0;59.0;178;-581.0;?;390.0
-263.0;-71.0;178;-498.0;315.0;?
-324.0;-57.0;178;?;354.0;441.0
-428.0;-43.0;178;?;374.0;450.0
-455.0;-24.0;178;-508.0;363.0;456.0
?;-44.0;180;?;386.0;446.0
?;-129.0;174;-462.0;391.0;?
-525.0;-139.0;?;-454.0;380.0;518.0
-440.0;-109.0;172;-458.0;366.0;541.0
-399.0;?;182;-480.0;376.0;554.0
-361.0;?;183;-510.0;389.0;551.0
-371.0;-28.0;159;-478.0;?;568.0
-411.0;-38.0;226;-505.0;370.0;?
-362.0;-27.0;35;-508.0;403.0;531.0
-392.0;-14.0;-218;?;?;521.0
-344.0;-5.0;-174;-551.0;456.0;512.0
-393.0;-12.0;-172;?;413.0;499.0
-395.0;?;?;?;?;509.0
?;?;-183;-531.0;478.0;524.0
-269.0;-89.0;-164;-554.0;458.0;?
?;-32.0;?;-558.0;447.0;500.0
-335.0;?;-165;-543.0;450.0;491.0
-382.0;-17.0;?;-552.0;388.0;?
-438.0;12.0;?;-536.0;413.0;487.0
-488.0;-69.0;?;-325.0;432.0;514.0
-483.0;-174.0;187;-384.0;?;529.0
-431.0;-210.0;166;?;452.0;579.0
-404.0;-144.0;171;?;?;616.0
-328.0;-45.0;173;-509.0;?;603.0
-411.0;-32.0;?;-477.0;446.0;576.0
-451.0;-68.0;173;?;444.0;562.0
-462.0;-82.0;170;?;476.0;?
-446.0;-122.0;172;-469.0;458.0;535.0
-465.0;?;?;-500.0;499.0;?
-488.0;-130.0;177;-541.0;523.0;532.0
-489.0;-133.0;174;?;?;?
-519.0;-98.0;185;-531.0;557.0;540.0
-719.0;?;172;-675.0;508.0;551.0
-695.0;-57.0;184;-608.0;476.0;570.0
?;49.0;180;-479.0;480.0;583.0
-201.0;-79.0;163;-552.0;340.0;618.0
-139.0;-98.0;223;-466.0;343.0;665.0
-96.0;81.0;14;?;144.0;834.0
-322.0;203.0;-225;-650.0;11.0;754.0
-219.0;?;-168;-746.0;?;?
?;?;-176;-549.0;241.0;413.0
75.0;210.0;-192;-547.0;317.0;?
112.0;138.0;-162;?;245.0;374.0
?;216.0;?;-537.0;?;405.0
-34.0;241.0;-159;-482.0;284.0;324.0
-156.0;?;-193;-545.0;356.0;264.0
-226.0;176.0;-192;-495.0;351.0;243.0
-296.0;122.0;110;-492.0;348.0;?
-304.0;71.0;?;-468.0;?;272.0
?;29.0;168;-463.0;387.0;333.0
-311.0;?;179;-500.0;362.0;387.0
-244.0;72.0;186;?;295.0;405.0
-249.0;125.0;191;-579.0;270.0;?
-324.0;158.0;-87;-563.0;?;422.0
-362.0;?;-237;-680.0;?;?
-425.0;?;-135;?;402.0;424.0
-512.0;?;-211;-740.0;432.0;?
-569.0;1.0;?;-676.0;276.0;456.0
-397.0;-67.0;144;?;88.0;?
-374.0;?;208;-624.0;84.0;514.0
-345.0;?;61;-659.0;301.0;557.0
-336.0;-130.0;7;?;281.0;591.0
?;-127.0;?;?;217.0;613.0
-311.0;-42.0;51;-593.0;202.0;?
?;40.0;51;-497.0;?;478.0
-283.0;-3.0;101;-506.0;333.0;431.0
-271.0;-43.0;119;-459.0;329.0;420.0
-289.0;-16.0;?;-466.0;?;422.0
-335.0;7.0;118;-434.0;341.0;?
-348.0;10.0;?;?;396.0;414.0
-401.0;?;-191;?;410.0;397.0
-376.0;-47.0;?;-398.0;359.0;407.0
-390.0;-19.0;-184;-455.0;383.0;427.0
-412.0;-39.0;-161;-480.0;393.0;461.0
-410.0;-10.0;-171;-500.0;350.0;500.0
-436.0;8.0;-167;?;294.0;?
-528.0;23.0;-169;?;440.0;?
-442.0;?;-175;-713.0;?;571.0
?;?;-172;-652.0;266.0;600.0
-389.0;53.0;?;-563.0;131.0;?
-268.0;79.0;-176;-699.0;253.0;?
-204.0;26.0;-176;-715.0;219.0;603.0
-199.0;?;-176;-601.0;-83.0;645.0
-219.0;?;-176;-558.0;-59.0;636.0
-223.0;316.0;-176;?;243.0;491.0
-206.0;?;-176;-531.0;220.0;378.0
-185.0;105.0;-176;?;?;379.0
-147.0;?;-176;-490.0;76.0;?
?;112.0;-176;-480.0;?;365.0
-128.0;97.0;-175;-490.0;?;314.0
-160.0;148.0;-178;-488.0;193.0;294.0
-209.0;135.0;-173;?;?;270.0
-189.0;119.0;-177;?;185.0;238.0
?;93.0;-177;-471.0;209.0;219.0
-250.0;44.0;-168;-528.0;229.0;221.0
-312.0;11.0;?;-614.0;256.0;?
-380.0;5.0;-153;?;241.0;251.0
-335.0;?;-201;-873.0;403.0;258.0
-401.0;58.0;-152;-648.0;416.0;?
?;70.0;135;-658.0;?;310.0
?;-103.0;141;-787.0;-40.0;339.0
?;-232.0;42;-706.0;207.0;?
-540.0;?;75;-692.0;370.0;491.0
-569.0;-148.0;59;-561.0;300.0;522.0
?;-186.0;83;-501.0;227.0;578.0
-430.0;-76.0;106;-530.0;165.0;622.0
-320.0;0.0;116;-519.0;231.0;662.0
?;?;167;-504.0;330.0;603.0
-422.0;-25.0;138;-467.0;?;526.0
-352.0;?;?;-452.0;355.0;511.0
-375.0;-104.0;168;-426.0;335.0;515.0
-382.0;-89.0;?;-433.0;316.0;516.0
-419.0;-67.0;-209;-471.0;394.0;?
?;-13.0;-145;-496.0;423.0;496.0
-359.0;-43.0;-182;-529.0;?;?
-363.0;12.0;?;-451.0;416.0;510.0
-380.0;?;?;-535.0;359.0;?
-353.0;20.0;-175;-760.0;486.0;?
-333.0;-31.0;-168;-692.0;261.0;495.0
?;?;?;-757.0;143.0;522.0
-259.0;74.0;?;-616.0;177.0;?
-245.0;21.0;-173;-613.0;?;502.0
-239.0;-67.0;-172;?;106.0;556.0
-270.0;?;-172;?;-152.0;644.0
-241.0;162.0;-172;-551.0;?;534.0
-265.0;204.0;-172;?;222.0;390.0
-195.0;197.0;-172;-505.0;177.0;?
-217.0;108.0;?;-496.0;148.0;377.0
-160.0;107.0;-172;-458.0;116.0;375.0
-136.0;?;?;-430.0;152.0;?
-90.0;?;?;-401.0;181.0;315.0
?;166.0;-175;-423.0;223.0;281.0
-144.0;157.0;-171;-401.0;252.0;255.0
?;?;?;-422.0;184.0;234.0
-129.0;172.0;?;-455.0;?;245.0
-108.0;235.0;-166;-497.0;175.0;239.0
-183.0;178.0;?;-500.0;200.0;?
?;142.0;-152;-640.0;?;293.0
-230.0;134.0;-201;-741.0;354.0;317.0
-351.0;205.0;-148;-661.0;?;320.0
?;116.0;?;-716.0;127.0;361.0
-378.0;-164.0;194;-673.0;-14.0;?
-381.0;-107.0;85;-624.0;322.0;504.0
-476.0;-13.0;?;-645.0;?;?
-494.0;-97.0;83;-633.0;340.0;661.0
-459.0;-186.0;93;-494.0;?;679.0
?;-68.0;99;-461.0;203.0;652.0
-350.0;6.0;108;?;316.0;645.0
?;0.0;?;-472.0;334.0;654.0
-358.0;29.0;?;?;?;659.0
-325.0;18.0;?;?;?;676.0
-283.0;20.0;?;-419.0;?;?
?;?;-189;-420.0;385.0;657.0
-248.0;69.0;-153;-409.0;?;657.0
-130.0;72.0;-182;-416.0;359.0;676.0
-179.0;?;-155;-487.0;311.0;?
?;135.0;-168;?;272.0;723.0
?;156.0;-173;-489.0;?;726.0
?;70.0;-173;-656.0;?;694.0
-140.0;?;-179;-614.0;?;?
?;286.0;-179;?;?;?
-52.0;217.0;-179;-520.0;?;679.0
?;126.0;-179;?;362.0;714.0
35.0;117.0;-179;-592.0;49.0;?
68.0;273.0;?;-598.0;-133.0;665.0
-38.0;?;-179;-637.0;?;?
?;?;?;-567.0;314.0;566.0
36.0;240.0;-179;-521.0;202.0;536.0
-66.0;171.0;-179;?;121.0;521.0
-106.0;216.0;-179;-491.0;115.0;437.0
-278.0;174.0;?;?;130.0;523.0
?;290.0;-178;-536.0;198.0;452.0
-101.0;180.0;-178;-596.0;157.0;?
-594.0;28.0;-178;-598.0;111.0;?
-442.0;30.0;?;-561.0;102.0;561.0
-351.0;45.0;-178;?;175.0;?
-215.0;139.0;-178;?;?;774.0
-229.0;228.0;-177;-509.0;157.0;967.0
-205.0;216.0;-177;-542.0;?;1113.0
-302.0;229.0;-177;?;212.0;890.0
-449.0;?;-177;?;198.0;807.0
-449.0;293.0;-177;?;183.0;849.0
-725.0;-69.0;-177;-570.0;205.0;785.0
-539.0;120.0;-177;-513.0;253.0;876.0
?;-43.0;-177;?;244.0;831.0
-514.0;156.0;-177;-533.0;239.0;1471.0
-431.0;?;-177;-530.0;220.0;555.0
?;334.0;?;-523.0;266.0;?
-338.0;168.0;-177;-481.0;258.0;1632.0
-382.0;188.0;-177;-416.0;242.0;471.0
104.0;216.0;-177;-394.0;315.0;1038.0
-638.0;-27.0;-177;-497.0;312.0;1100.0
?;-66.0;-177;-424.0;305.0;873.0
?;-92.0;-177;-473.0;314.0;?
?;-338.0;-177;-505.0;295.0;562.0
-789.0;-222.0;-177;-398.0;?;?
-908.0;-188.0;-177;?;329.0;878.0
-682.0;-209.0;-177;-413.0;?;?
-869.0;?;-177;-392.0;?;936.0
-805.0;?;-177;-380.0;350.0;1066.0
-755.0;-155.0;-177;-419.0;368.0;1239.0
-661.0;-348.0;-177;-389.0;401.0;937.0
-869.0;-190.0;-177;-414.0;388.0;1028.0
-888.0;-197.0;-177;-402.0;417.0;1036.0
-775.0;-222.0;-178;-375.0;418.0;886.0
?;-285.0;-178;?;414.0;?
-806.0;-181.0;-178;-388.0;415.0;965.0
?;?;-178;-391.0;404.0;925.0
-915.0;-105.0;-178;-423.0;396.0;983.0
-808.0;-152.0;-178;-386.0;420.0;1039.0
?;-186.0;-178;-346.0;417.0;1024.0
-900.0;-222.0;?;-373.0;?;1003.0
-761.0;-178.0;-178;?;400.0;1114.0
-637.0;-99.0;-178;-310.0;431.0;1018.0
?;-103.0;-178;?;442.0;?
-705.0;?;-178;-270.0;?;?
?;?;-178;-290.0;434.0;1022.0
-725.0;-179.0;-177;-280.0;?;951.0
-706.0;-177.0;-177;?;?;1026.0
?;?;-176;-304.0;383.0;936.0
-654.0;11.0;-176;-341.0;377.0;948.0
-641.0;98.0;?;-327.0;?;952.0
-671.0;?;-176;?;324.0;903.0
?;93.0;-175;?;356.0;?
-579.0;16.0;?;-344.0;362.0;976.0
-584.0;-7.0;-171;-393.0;357.0;?
?;44.0;-177;-429.0;407.0;1013.0
-718.0;94.0;-169;-414.0;?;986.0
-820.0;23.0;?;-430.0;411.0;916.0
?;52.0;?;?;425.0;872.0
-796.0;-7.0;?;-442.0;406.0;962.0
-617.0;-105.0;-218;-440.0;410.0;966.0
-530.0;-26.0;-102;?;416.0;?
-548.0;28.0;?;?;418.0;1157.0
?;22.0;188;-482.0;428.0;?
-612.0;75.0;?;-465.0;436.0;?
-620.0;?;?;-457.0;435.0;924.0
?;115.0;165;-449.0;434.0;851.0
?;?;174;-448.0;445.0;835.0
-542.0;118.0;167;?;406.0;966.0
-509.0;?;165;-456.0;470.0;983.0
-505.0;91.0;164;-436.0;460.0;946.0
-508.0;96.0;163;-461.0;450.0;1014.0
-527.0;88.0;?;-430.0;482.0;922.0
-494.0;120.0;177;-506.0;446.0;?
-497.0;?;178;-402.0;428.0;?
-485.0;?;178;-369.0;369.0;915.0
-442.0;187.0;179;?;309.0;979.0
-421.0;132.0;?;-428.0;349.0;?
-402.0;188.0;179;-411.0;289.0;970.0
-398.0;199.0;179;?;274.0;963.0
-387.0;228.0;?;-432.0;308.0;?
-398.0;?;180;-459.0;302.0;804.0
?;149.0;180;-470.0;247.0;830.0
?;188.0;180;-440.0;252.0;834.0
-479.0;253.0;180;-421.0;263.0;866.0
-560.0;235.0;180;-471.0;283.0;860.0
-434.0;180.0;180;?;270.0;?
-351.0;192.0;?;-437.0;220.0;819.0
?;?;180;-418.0;223.0;988.0
-460.0;252.0;180;-454.0;?;1037.0
-343.0;226.0;180;?;327.0;898.0
?;262.0;180;-420.0;290.0;?
-550.0;?;?;?;269.0;888.0
?;160.0;180;-416.0;?;913.0
-384.0;131.0;?;-406.0;328.0;915.0
-431.0;179.0;180;?;298.0;938.0
-483.0;?;180;-396.0;334.0;940.0
-381.0;221.0;?;?;354.0;970.0
-602.0;208.0;180;-396.0;338.0;928.0
-548.0;169.0;180;-383.0;305.0;842.0
?;115.0;180;-383.0;334.0;801.0
?;144.0;180;-390.0;376.0;?
?;?;179;-354.0;387.0;902.0
?;95.0;180;-364.0;392.0;1003.0
-514.0;133.0;181;-378.0;?;904.0
-214.0;147.0;177;-389.0;359.0;?
332.0;181.0;186;-380.0;343.0;864.0
700.0;?;?;?;385.0;?
?;331.0;189;-410.0;404.0;?
?;395.0;176;-411.0;386.0;676.0
160.0;551.0;171;-438.0;382.0;238.0
-205.0;449.0;?;-438.0;363.0;35.0
-42.0;255.0;?;-401.0;?;?
-111.0;254.0;-225;?;344.0;-162.0
-221.0;160.0;-163;?;378.0;?
201.0;114.0;-182;-542.0;378.0;?
?;122.0;-185;-588.0;364.0;391.0
?;353.0;-173;?;375.0;633.0
180.0;301.0;-186;-576.0;349.0;?
127.0;?;-176;-541.0;?;483.0
89.0;251.0;-181;-502.0;298.0;430.0
?;300.0;-180;-517.0;317.0;414.0
120.0;?;-179;-540.0;?;442.0
?;266.0;-180;-529.0;331.0;449.0
137.0;?;-180;-509.0;326.0;449.0
214.0;265.0;-180;-509.0;334.0;425.0
111.0;273.0;-180;-497.0;307.0;?
?;292.0;-180;?;?;457.0
103.0;308.0;-180;-487.0;317.0;413.0
107.0;238.0;-180;-457.0;?;466.0
?;?;-180;-450.0;?;401.0
-90.0;140.0;?;?;359.0;417.0
-55.0;154.0;-180;-452.0;365.0;379.0
-87.0;?;-180;-460.0;344.0;397.0
-50.0;34.0;-180;-453.0;366.0;?
?;193.0;?;?;370.0;534.0
1.0;207.0;-180;-495.0;359.0;533.0
-146.0;?;-180;-493.0;370.0;269.0
?;287.0;-180;-480.0;358.0;295.0
?;154.0;-180;-510.0;369.0;359.0
-401.0;175.0;-180;-499.0;342.0;355.0
-422.0;159.0;-180;-503.0;376.0;426.0
-471.0;175.0;-180;-539.0;?;661.0
-545.0;?;?;?;349.0;523.0
-542.0;?;?;-497.0;?;638.0
-536.0;38.0;-179;-538.0;341.0;757.0
-507.0;-42.0;?;-520.0;322.0;800.0
?;?;-179;-492.0;311.0;911.0
-265.0;77.0;?;-483.0;342.0;895.0
-262.0;?;-179;?;324.0;851.0
-283.0;?;-179;-450.0;307.0;852.0
-281.0;92.0;?;-459.0;353.0;769.0
-254.0;89.0;-179;-443.0;321.0;660.0
-295.0;88.0;-179;-448.0;326.0;575.0
?;46.0;-179;-470.0;?;?
-317.0;?;-178;-472.0;336.0;?
-196.0;23.0;-178;-512.0;347.0;461.0
-297.0;54.0;-178;-509.0;?;454.0
?;153.0;-178;?;355.0;421.0
-269.0;?;-178;-541.0;380.0;440.0
-328.0;103.0;-178;?;362.0;423.0
-342.0;49.0;-178;-533.0;387.0;421.0
-342.0;32.0;-178;-528.0;382.0;416.0
-358.0;71.0;?;-529.0;394.0;425.0
-390.0;-39.0;-178;-494.0;404.0;471.0
?;-36.0;-178;-518.0;405.0;475.0
-417.0;-66.0;?;-499.0;385.0;499.0
-436.0;-46.0;-178;-464.0;385.0;534.0
-444.0;-59.0;-178;?;401.0;?
?;-68.0;-178;-439.0;422.0;585.0
-439.0;-57.0;-178;?;405.0;586.0
-414.0;-29.0;-178;-441.0;414.0;593.0
-363.0;-43.0;-178;-450.0;424.0;584.0
?;-27.0;-178;-455.0;418.0;578.0
-322.0;33.0;?;-499.0;369.0;585.0
-321.0;?;-178;-469.0;?;?
-390.0;?;?;?;433.0;533.0
-428.0;?;-178;?;421.0;?
-429.0;-50.0;-178;-449.0;413.0;508.0
-429.0;-70.0;-178;-440.0;423.0;?
-363.0;-89.0;-178;-454.0;?;?
-382.0;-73.0;-178;-453.0;395.0;?
?;-23.0;-178;-457.0;425.0;532.0
-370.0;?;-178;-445.0;?;547.0
-368.0;7.0;-178;-429.0;445.0;538.0
-394.0;-10.0;-178;-440.0;434.0;?
?;-11.0;-178;-440.0;431.0;518.0
-360.0;?;-178;?;415.0;520.0
-412.0;-32.0;-178;-413.0;426.0;526.0
-381.0;-35.0;-178;?;426.0;534.0
-385.0;-23.0;-178;-427.0;416.0;539.0
?;-8.0;-178;-427.0;432.0;544.0
-381.0;-28.0;-178;?;441.0;547.0
-412.0;-29.0;?;-445.0;439.0;547.0
-336.0;-25.0;?;-447.0;434.0;554.0
?;?;-178;?;419.0;?
-411.0;-58.0;-178;-405.0;?;556.0
-416.0;-60.0;-178;-413.0;417.0;549.0
?;-43.0;-178;-414.0;425.0;551.0
-359.0;-34.0;?;-416.0;?;562.0
?;-24.0;?;-439.0;?;552.0
-409.0;-16.0;?;-460.0;402.0;?
-372.0;?;-178;?;424.0;?
-295.0;-46.0;-178;-514.0;432.0;517.0
-384.0;?;?;-544.0;441.0;?
-353.0;?;?;?;417.0;498.0
-314.0;36.0;?;-526.0;423.0;491.0
-344.0;55.0;?;-537.0;432.0;488.0
-341.0;66.0;-178;?;388.0;476.0
-374.0;?;-178;-551.0;413.0;480.0
?;57.0;-178;-550.0;413.0;478.0
-347.0;46.0;-178;?;?;487.0
-345.0;?;?;-542.0;?;497.0
-342.0;35.0;-178;?;413.0;?
-378.0;20.0;-178;-566.0;?;527.0
?;-14.0;?;-597.0;385.0;520.0
-292.0;?;-178;-592.0;?;?
-288.0;34.0;-178;-590.0;388.0;543.0
-266.0;84.0;-178;-606.0;391.0;557.0
-292.0;76.0;?;-550.0;392.0;526.0
-332.0;25.0;-178;?;414.0;488.0
-313.0;-23.0;?;-572.0;?;477.0
-412.0;-38.0;-178;-539.0;398.0;481.0
?;-29.0;?;?;394.0;478.0
?;-28.0;-178;-544.0;422.0;471.0
-372.0;-8.0;-178;-526.0;406.0;?
-362.0;0.0;-178;?;385.0;485.0
?;-1.0;-178;-521.0;384.0;485.0
-350.0;-14.0;-178;?;386.0;478.0
?;?;?;-508.0;366.0;472.0
?;-9.0;-178;-492.0;392.0;464.0
-422.0;-3.0;-178;-508.0;415.0;453.0
-282.0;-3.0;-178;?;373.0;452.0
-321.0;?;?;-480.0;366.0;?
-366.0;13.0;-178;?;374.0;?
-362.0;7.0;-178;-494.0;?;457.0
-362.0;11.0;-178;?;373.0;?
-354.0;0.0;-178;-485.0;?;476.0
-353.0;16.0;-178;-495.0;?;484.0
-379.0;?;-178;?;?;491.0
-309.0;?;-178;-500.0;385.0;497.0
-321.0;?;?;?;355.0;498.0
-369.0;18.0;-178;?;?;503.0
-345.0;21.0;-178;-494.0;386.0;?
-334.0;11.0;-178;-493.0;400.0;500.0
-324.0;-5.0;-178;-512.0;399.0;?
-351.0;24.0;-178;-490.0;?;501.0
?;18.0;-178;-509.0;425.0;503.0
-317.0;34.0;-178;?;381.0;501.0
-314.0;?;-178;-500.0;361.0;500.0
?;-2.0;-178;-478.0;402.0;498.0
?;1.0;?;-482.0;390.0;?
-363.0;4.0;-178;-492.0;412.0;?
-375.0;19.0;?;?;382.0;488.0
-381.0;11.0;?;-473.0;415.0;490.0
-372.0;?;-178;-496.0;?;487.0
-373.0;-9.0;-178;-504.0;374.0;488.0
-395.0;0.0;-178;-503.0;378.0;491.0
-400.0;-1.0;?;-478.0;396.0;493.0
-309.0;-9.0;-178;-489.0;?;493.0
-327.0;?;-178;?;402.0;490.0
?;18.0;-178;-520.0;396.0;487.0
?;5.0;?;-485.0;413.0;488.0
-362.0;-3.0;?;?;386.0;488.0
-301.0;-11.0;-178;?;386.0;?
-341.0;-8.0;?;-510.0;413.0;487.0
-348.0;?;-178;-509.0;?;488.0
-304.0;?;-178;?;381.0;488.0
-352.0;13.0;-178;-493.0;396.0;491.0
?;8.0;-178;-514.0;405.0;493.0
-386.0;2.0;-178;?;377.0;490.0
-370.0;7.0;-178;-502.0;419.0;490.0
?;10.0;?;-514.0;?;488.0
-364.0;-19.0;-178;-497.0;?;487.0
-370.0;-9.0;?;-493.0;?;481.0
?;-8.0;?;-508.0;?;484.0
-312.0;1.0;?;-511.0;429.0;485.0
-377.0;-2.0;-178;-509.0;?;488.0
-336.0;?;?;-519.0;?;496.0
-321.0;-3.0;-178;-501.0;396.0;494.0
-346.0;?;-178;-500.0;405.0;498.0
?;?;-178;-499.0;394.0;496.0
