Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer LUA^ accX;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;InertialMeasurementUnit RLA magneticX;Accelerometer RKN^ accX;Accelerometer RWR accY;InertialMeasurementUnit LLA magneticY;Accelerometer BACK accY
20.0;-1217.0;1178.0;430.0;?;-1124.0;938.0;?;568.0;?;635.0
146.0;?;928.0;366.0;1284.0;-713.0;?;199.0;449.0;-95.0;594.0
?;-935.0;756.0;353.0;?;-875.0;957.0;-160.0;419.0;?;636.0
235.0;?;744.0;370.0;956.0;-1158.0;968.0;?;444.0;-81.0;?
250.0;?;?;?;738.0;-1057.0;975.0;330.0;539.0;-63.0;771.0
240.0;-844.0;793.0;?;663.0;-768.0;983.0;323.0;618.0;-13.0;813.0
?;-672.0;890.0;335.0;?;-575.0;983.0;281.0;702.0;58.0;865.0
306.0;?;969.0;305.0;695.0;-508.0;986.0;434.0;697.0;?;1066.0
301.0;-621.0;?;243.0;?;-513.0;?;290.0;808.0;245.0;?
382.0;-694.0;?;118.0;852.0;-590.0;988.0;389.0;905.0;334.0;1072.0
374.0;-784.0;1275.0;101.0;909.0;-677.0;993.0;?;?;415.0;941.0
308.0;-857.0;1346.0;173.0;988.0;-743.0;991.0;486.0;?;475.0;?
254.0;-924.0;1242.0;219.0;1166.0;-782.0;994.0;?;?;521.0;886.0
435.0;?;1380.0;233.0;1255.0;-848.0;?;?;852.0;541.0;730.0
250.0;-1143.0;1302.0;317.0;1190.0;?;1003.0;?;1034.0;544.0;?
125.0;?;1311.0;445.0;1186.0;-1051.0;1009.0;772.0;1346.0;515.0;812.0
74.0;-1118.0;1511.0;590.0;1320.0;-997.0;1016.0;428.0;1208.0;468.0;673.0
-92.0;-1235.0;1573.0;621.0;1166.0;-1079.0;1019.0;213.0;930.0;393.0;?
-23.0;-1204.0;1301.0;649.0;?;-1080.0;1025.0;?;?;319.0;621.0
?;-1120.0;982.0;769.0;?;-988.0;1032.0;-21.0;?;255.0;613.0
122.0;?;848.0;657.0;1295.0;?;?;242.0;603.0;188.0;604.0
?;-1437.0;?;560.0;997.0;-1382.0;1026.0;?;541.0;123.0;682.0
191.0;-1157.0;796.0;631.0;853.0;-1128.0;1024.0;1.0;?;66.0;?
203.0;-908.0;793.0;469.0;749.0;?;1016.0;-59.0;600.0;?;750.0
194.0;-766.0;?;?;729.0;-753.0;993.0;-195.0;?;18.0;797.0
?;?;921.0;304.0;680.0;-679.0;975.0;-192.0;713.0;7.0;944.0
173.0;-690.0;950.0;286.0;?;-642.0;?;-117.0;824.0;-2.0;1017.0
243.0;-713.0;1011.0;299.0;788.0;-614.0;?;-362.0;980.0;-9.0;1068.0
212.0;-785.0;1182.0;323.0;857.0;-661.0;916.0;?;978.0;-25.0;?
178.0;-856.0;1242.0;?;879.0;-731.0;900.0;14.0;1178.0;-46.0;1156.0
?;?;1400.0;?;1036.0;?;894.0;351.0;976.0;?;587.0
?;-959.0;1638.0;530.0;1169.0;-822.0;887.0;1828.0;592.0;-83.0;774.0
30.0;-1121.0;862.0;505.0;1213.0;-980.0;887.0;-326.0;?;?;864.0
?;-1189.0;1226.0;468.0;1470.0;?;894.0;196.0;1228.0;-99.0;?
-258.0;-1335.0;1440.0;475.0;?;-1160.0;?;?;?;-105.0;838.0
-85.0;?;1391.0;429.0;?;-1311.0;?;1215.0;774.0;-115.0;755.0
?;-800.0;?;374.0;1410.0;-754.0;954.0;-399.0;601.0;-120.0;?
?;-912.0;937.0;429.0;1381.0;-904.0;978.0;?;451.0;-118.0;602.0
228.0;-1298.0;806.0;496.0;1136.0;?;988.0;11.0;?;-106.0;627.0
272.0;-1268.0;752.0;?;930.0;?;999.0;484.0;445.0;-77.0;651.0
246.0;-1053.0;741.0;?;782.0;-990.0;992.0;351.0;526.0;-17.0;725.0
226.0;?;768.0;?;?;?;992.0;412.0;605.0;63.0;807.0
249.0;-722.0;?;283.0;631.0;?;981.0;390.0;687.0;?;810.0
276.0;-641.0;970.0;?;674.0;-505.0;973.0;449.0;688.0;260.0;?
285.0;-630.0;1007.0;216.0;743.0;?;973.0;414.0;731.0;353.0;?
296.0;-670.0;?;133.0;843.0;-571.0;963.0;?;763.0;443.0;996.0
297.0;-744.0;1142.0;172.0;?;-648.0;965.0;409.0;733.0;515.0;855.0
338.0;-851.0;1142.0;198.0;958.0;-732.0;960.0;356.0;679.0;571.0;1060.0
349.0;-897.0;1054.0;248.0;1029.0;?;965.0;667.0;820.0;608.0;1201.0
394.0;-945.0;?;295.0;?;-810.0;965.0;?;?;624.0;871.0
311.0;?;1443.0;408.0;?;-874.0;969.0;1135.0;1205.0;621.0;796.0
-7.0;-1025.0;1549.0;495.0;?;-885.0;?;723.0;1301.0;604.0;?
-93.0;-949.0;1518.0;506.0;1261.0;-803.0;?;405.0;?;?;708.0
-34.0;-991.0;1614.0;509.0;1523.0;-822.0;985.0;-273.0;1040.0;534.0;576.0
-78.0;-1302.0;?;541.0;1445.0;-1144.0;?;-242.0;850.0;494.0;573.0
-28.0;-1420.0;1110.0;721.0;1512.0;-1331.0;991.0;258.0;691.0;?;501.0
78.0;-1404.0;?;730.0;?;-1304.0;975.0;-98.0;?;?;536.0
127.0;?;880.0;665.0;1128.0;-1424.0;?;-16.0;614.0;264.0;?
85.0;-1276.0;879.0;?;930.0;-1266.0;?;-15.0;668.0;221.0;?
63.0;-1013.0;910.0;714.0;?;-1010.0;911.0;-197.0;679.0;209.0;488.0
32.0;-848.0;949.0;?;773.0;?;878.0;-281.0;724.0;214.0;?
30.0;?;940.0;?;784.0;-738.0;843.0;?;777.0;223.0;?
10.0;-765.0;981.0;290.0;?;-703.0;816.0;?;?;244.0;755.0
20.0;-791.0;1011.0;336.0;851.0;-727.0;778.0;284.0;821.0;252.0;818.0
28.0;?;1019.0;?;880.0;-768.0;?;291.0;733.0;252.0;774.0
?;-856.0;1033.0;411.0;908.0;-774.0;727.0;?;586.0;253.0;720.0
207.0;-881.0;?;483.0;?;-821.0;?;437.0;?;271.0;679.0
235.0;-910.0;797.0;495.0;939.0;-861.0;?;938.0;328.0;295.0;691.0
?;-947.0;703.0;436.0;?;?;678.0;?;345.0;?;?
?;-984.0;724.0;472.0;?;-864.0;668.0;?;331.0;355.0;?
240.0;-916.0;599.0;?;628.0;-756.0;665.0;1842.0;728.0;387.0;1063.0
313.0;-763.0;?;466.0;535.0;-592.0;673.0;?;1175.0;424.0;1799.0
320.0;-659.0;?;?;?;-477.0;?;?;?;472.0;1264.0
?;-614.0;1798.0;400.0;?;-436.0;706.0;444.0;1334.0;520.0;960.0
10.0;-561.0;1763.0;340.0;1115.0;-443.0;732.0;289.0;1076.0;?;1050.0
106.0;-660.0;1472.0;?;1543.0;-532.0;?;55.0;997.0;603.0;985.0
189.0;-1191.0;1454.0;272.0;1733.0;?;785.0;552.0;?;625.0;?
?;-746.0;1252.0;390.0;714.0;-659.0;712.0;?;1277.0;499.0;1122.0
433.0;-720.0;?;443.0;915.0;-606.0;713.0;?;1345.0;519.0;1114.0
251.0;-703.0;?;420.0;1250.0;-566.0;709.0;-61.0;1036.0;549.0;1119.0
42.0;-1004.0;?;?;1228.0;-840.0;?;80.0;904.0;589.0;1012.0
?;-1195.0;1351.0;315.0;1760.0;-1070.0;703.0;?;?;610.0;870.0
185.0;-1320.0;1137.0;514.0;?;-1119.0;?;513.0;518.0;632.0;730.0
256.0;-1654.0;933.0;522.0;1304.0;-1541.0;714.0;791.0;429.0;648.0;612.0
308.0;?;766.0;545.0;1173.0;-1308.0;725.0;-975.0;369.0;662.0;549.0
369.0;-1229.0;743.0;529.0;939.0;-1115.0;720.0;-261.0;429.0;659.0;635.0
369.0;-1052.0;761.0;?;725.0;-969.0;710.0;1274.0;539.0;659.0;728.0
307.0;-862.0;835.0;252.0;647.0;-739.0;689.0;?;562.0;663.0;?
178.0;-711.0;877.0;?;627.0;-568.0;?;159.0;522.0;?;629.0
122.0;-640.0;783.0;?;703.0;-481.0;660.0;345.0;539.0;685.0;611.0
?;-637.0;821.0;134.0;803.0;?;641.0;534.0;563.0;698.0;595.0
172.0;?;888.0;166.0;746.0;-578.0;635.0;552.0;429.0;?;?
104.0;?;771.0;190.0;718.0;-655.0;620.0;410.0;416.0;701.0;1250.0
?;-690.0;631.0;225.0;763.0;-624.0;607.0;?;?;?;?
473.0;-688.0;1140.0;268.0;777.0;-599.0;587.0;143.0;1406.0;677.0;1672.0
208.0;-740.0;1680.0;269.0;581.0;-643.0;570.0;186.0;1616.0;655.0;?
-37.0;-677.0;1975.0;268.0;733.0;?;551.0;?;1084.0;634.0;970.0
-53.0;-586.0;1488.0;244.0;1425.0;-472.0;?;272.0;973.0;611.0;794.0
218.0;-967.0;1291.0;398.0;1858.0;-687.0;507.0;97.0;924.0;?;810.0
299.0;-1535.0;?;?;1613.0;-1310.0;494.0;-76.0;702.0;534.0;605.0
157.0;-1808.0;1094.0;913.0;1141.0;-1773.0;?;-54.0;549.0;464.0;?
151.0;-1472.0;909.0;950.0;1196.0;?;492.0;-46.0;?;385.0;443.0
191.0;-1195.0;860.0;?;?;-1046.0;?;-63.0;499.0;341.0;634.0
168.0;-1219.0;830.0;533.0;912.0;-1103.0;499.0;-249.0;537.0;324.0;464.0
144.0;-1020.0;816.0;523.0;790.0;-919.0;511.0;-323.0;465.0;304.0;846.0
126.0;-806.0;723.0;312.0;779.0;-703.0;512.0;337.0;747.0;306.0;835.0
361.0;-737.0;?;281.0;?;-630.0;501.0;551.0;718.0;?;1586.0
305.0;-706.0;994.0;?;723.0;-619.0;498.0;494.0;1415.0;340.0;1249.0
516.0;-707.0;1561.0;352.0;699.0;-620.0;481.0;376.0;1259.0;351.0;?
472.0;-671.0;?;296.0;?;?;469.0;307.0;776.0;360.0;803.0
127.0;-759.0;1214.0;241.0;1008.0;?;438.0;614.0;718.0;?;917.0
184.0;-1021.0;1002.0;144.0;?;-877.0;422.0;?;752.0;402.0;829.0
171.0;-1107.0;1051.0;337.0;1426.0;-921.0;402.0;330.0;?;417.0;606.0
109.0;-1728.0;953.0;570.0;981.0;-1614.0;394.0;409.0;528.0;433.0;538.0
174.0;-1186.0;846.0;?;978.0;-1087.0;?;-714.0;500.0;440.0;488.0
237.0;-914.0;842.0;530.0;935.0;-845.0;378.0;?;427.0;450.0;515.0
237.0;-937.0;778.0;356.0;791.0;-861.0;365.0;1140.0;?;449.0;278.0
182.0;-868.0;695.0;322.0;753.0;-800.0;348.0;-1311.0;307.0;440.0;1062.0
157.0;-734.0;?;305.0;694.0;-661.0;338.0;?;610.0;433.0;942.0
330.0;-721.0;843.0;?;?;-612.0;321.0;889.0;1193.0;429.0;1038.0
365.0;-677.0;?;?;540.0;?;311.0;84.0;1533.0;423.0;1220.0
?;-604.0;?;196.0;551.0;-491.0;297.0;69.0;?;413.0;?
-101.0;-487.0;1742.0;?;1031.0;-411.0;287.0;?;1041.0;405.0;814.0
39.0;-670.0;1277.0;274.0;1775.0;-463.0;271.0;571.0;942.0;390.0;602.0
?;-1298.0;?;345.0;1799.0;?;261.0;474.0;750.0;367.0;537.0
216.0;-1724.0;1160.0;?;1325.0;?;255.0;690.0;?;333.0;670.0
74.0;-1582.0;970.0;939.0;1212.0;-1630.0;254.0;732.0;536.0;293.0;683.0
?;-1330.0;828.0;1086.0;1148.0;-1191.0;265.0;104.0;545.0;265.0;442.0
199.0;?;792.0;?;970.0;-1117.0;260.0;-207.0;454.0;?;806.0
?;-1099.0;751.0;476.0;777.0;-969.0;271.0;?;724.0;242.0;983.0
?;-842.0;853.0;?;?;-757.0;275.0;-205.0;893.0;?;?
?;-704.0;1180.0;283.0;671.0;-615.0;277.0;?;?;211.0;1638.0
278.0;-720.0;1352.0;261.0;?;-621.0;274.0;-528.0;1308.0;188.0;860.0
356.0;-664.0;1699.0;303.0;1014.0;-572.0;270.0;121.0;867.0;162.0;1111.0
178.0;-732.0;1319.0;274.0;1200.0;-620.0;269.0;?;?;136.0;?
204.0;?;1199.0;178.0;1491.0;-924.0;?;521.0;591.0;106.0;742.0
173.0;-1104.0;1000.0;418.0;1418.0;-975.0;273.0;447.0;461.0;86.0;581.0
247.0;-1581.0;825.0;?;1131.0;-1475.0;270.0;?;427.0;63.0;560.0
?;-1269.0;727.0;577.0;1064.0;-1154.0;285.0;414.0;?;46.0;632.0
328.0;-1080.0;816.0;504.0;759.0;-1016.0;293.0;1019.0;556.0;37.0;616.0
344.0;-928.0;904.0;466.0;639.0;-881.0;314.0;29.0;544.0;31.0;516.0
235.0;-720.0;887.0;317.0;651.0;-623.0;326.0;?;414.0;25.0;528.0
?;-634.0;698.0;243.0;733.0;-523.0;327.0;-484.0;511.0;17.0;1074.0
104.0;-668.0;632.0;157.0;839.0;-508.0;340.0;380.0;?;10.0;1063.0
301.0;-758.0;1208.0;147.0;729.0;?;?;824.0;1361.0;?;?
-6.0;-790.0;1654.0;131.0;570.0;-661.0;357.0;265.0;1375.0;-3.0;855.0
-78.0;-627.0;?;?;?;-551.0;366.0;322.0;1146.0;-20.0;893.0
-46.0;-571.0;1390.0;?;1473.0;?;386.0;288.0;?;-31.0;638.0
265.0;?;1280.0;435.0;1559.0;-797.0;397.0;689.0;?;-54.0;610.0
255.0;?;1072.0;519.0;1555.0;-1434.0;415.0;465.0;642.0;-86.0;598.0
?;-1519.0;984.0;820.0;1185.0;-1450.0;425.0;824.0;680.0;?;741.0
218.0;-1427.0;998.0;891.0;?;?;435.0;466.0;?;-152.0;668.0
122.0;-1219.0;1020.0;742.0;889.0;-1107.0;451.0;?;?;?;728.0
48.0;-1011.0;871.0;?;880.0;-862.0;454.0;174.0;632.0;-200.0;1003.0
137.0;-909.0;917.0;485.0;?;-743.0;?;?;788.0;?;976.0
286.0;-851.0;?;444.0;887.0;-724.0;468.0;?;?;-239.0;1221.0
224.0;-842.0;1076.0;343.0;821.0;-758.0;477.0;-580.0;1309.0;?;964.0
211.0;-824.0;1479.0;419.0;834.0;-775.0;483.0;?;1239.0;-285.0;1200.0
216.0;?;1643.0;367.0;1015.0;-705.0;?;387.0;?;-300.0;821.0
?;?;1326.0;238.0;1148.0;-774.0;500.0;572.0;680.0;-313.0;733.0
204.0;-953.0;1075.0;376.0;1668.0;-868.0;508.0;628.0;519.0;?;?
218.0;?;870.0;?;1355.0;-1034.0;530.0;468.0;?;-316.0;?
?;-1576.0;844.0;?;1052.0;-1506.0;541.0;?;?;-313.0;617.0
284.0;?;?;473.0;868.0;-1180.0;563.0;?;556.0;-305.0;556.0
278.0;-977.0;859.0;452.0;758.0;-915.0;573.0;1068.0;?;?;537.0
215.0;-815.0;?;358.0;722.0;-705.0;598.0;-197.0;462.0;-286.0;?
?;-720.0;756.0;261.0;762.0;-609.0;?;921.0;442.0;?;?
133.0;?;661.0;154.0;797.0;-590.0;?;-155.0;1047.0;-277.0;1040.0
278.0;-749.0;?;219.0;772.0;-611.0;633.0;-529.0;?;-268.0;1011.0
-9.0;-771.0;1617.0;228.0;575.0;?;?;872.0;?;-260.0;?
-111.0;-678.0;1621.0;241.0;803.0;-604.0;661.0;554.0;1001.0;-253.0;848.0
23.0;?;1340.0;305.0;1526.0;-472.0;670.0;478.0;845.0;-249.0;797.0
327.0;-951.0;1225.0;354.0;1776.0;-730.0;691.0;466.0;777.0;?;622.0
285.0;-1521.0;1129.0;420.0;?;-1445.0;?;428.0;735.0;-250.0;?
?;-1609.0;1108.0;792.0;1124.0;?;712.0;?;726.0;-262.0;726.0
154.0;?;1016.0;977.0;?;-1264.0;710.0;?;695.0;-274.0;?
?;-1136.0;?;?;1006.0;-1019.0;710.0;?;609.0;-273.0;426.0
65.0;-1098.0;864.0;541.0;962.0;-933.0;713.0;77.0;476.0;-263.0;826.0
69.0;?;?;?;892.0;-838.0;710.0;45.0;656.0;-260.0;?
245.0;?;823.0;404.0;815.0;-805.0;715.0;?;812.0;-270.0;?
?;-830.0;1076.0;387.0;?;?;707.0;?;?;-279.0;1338.0
252.0;?;1274.0;399.0;?;-727.0;711.0;-428.0;1266.0;-290.0;?
363.0;?;1662.0;?;929.0;-605.0;705.0;?;904.0;-303.0;947.0
152.0;-648.0;1342.0;285.0;1131.0;?;?;?;765.0;-299.0;671.0
162.0;-921.0;1138.0;143.0;1438.0;?;711.0;411.0;531.0;-290.0;769.0
148.0;?;880.0;276.0;1468.0;-976.0;?;?;529.0;-275.0;576.0
307.0;-1464.0;?;496.0;1087.0;-1365.0;734.0;-48.0;505.0;-267.0;?
266.0;?;857.0;544.0;949.0;-1189.0;737.0;?;552.0;-272.0;549.0
?;-1028.0;?;563.0;763.0;-960.0;753.0;678.0;493.0;-270.0;446.0
222.0;?;846.0;388.0;780.0;-779.0;?;-85.0;368.0;?;533.0
118.0;-764.0;680.0;246.0;756.0;?;769.0;?;451.0;-264.0;1098.0
252.0;-736.0;?;119.0;802.0;-636.0;765.0;?;998.0;-261.0;1232.0
?;?;1253.0;164.0;693.0;-607.0;774.0;286.0;1308.0;-253.0;1758.0
88.0;-758.0;1531.0;?;550.0;-644.0;771.0;1063.0;1468.0;-246.0;720.0
17.0;-604.0;1912.0;223.0;?;-527.0;?;259.0;1015.0;?;?
?;?;1442.0;?;?;-453.0;779.0;358.0;931.0;-221.0;792.0
285.0;-944.0;1255.0;322.0;1685.0;?;779.0;648.0;?;-216.0;?
285.0;-1442.0;1177.0;398.0;?;-1302.0;787.0;?;656.0;?;?
223.0;-1750.0;?;682.0;1132.0;-1647.0;780.0;?;622.0;-226.0;?
149.0;-1424.0;968.0;?;1137.0;-1353.0;781.0;549.0;563.0;-239.0;?
?;-1200.0;?;797.0;987.0;-1091.0;771.0;-286.0;?;-248.0;348.0
41.0;-1109.0;698.0;635.0;914.0;-963.0;774.0;30.0;399.0;-238.0;1037.0
110.0;-941.0;?;449.0;844.0;?;774.0;498.0;?;-236.0;877.0
?;-824.0;980.0;367.0;719.0;?;?;?;947.0;-242.0;?
257.0;-804.0;?;310.0;549.0;?;771.0;-137.0;?;-264.0;726.0
320.0;-666.0;1584.0;346.0;690.0;-602.0;760.0;-462.0;?;?;1086.0
406.0;-521.0;1502.0;?;?;-453.0;?;?;773.0;?;774.0
214.0;-746.0;?;116.0;?;-627.0;?;441.0;623.0;?;952.0
228.0;-1154.0;999.0;154.0;1589.0;-1097.0;753.0;621.0;?;-300.0;552.0
241.0;?;883.0;238.0;?;-1327.0;756.0;?;449.0;-304.0;?
?;-1451.0;883.0;?;987.0;-1382.0;773.0;-245.0;?;?;483.0
?;?;?;564.0;824.0;-966.0;787.0;827.0;437.0;-320.0;?
227.0;-920.0;773.0;564.0;731.0;-857.0;798.0;?;348.0;?;47.0
178.0;-811.0;?;478.0;711.0;-682.0;810.0;1823.0;414.0;-343.0;?
226.0;-741.0;622.0;226.0;664.0;-599.0;812.0;1558.0;1082.0;-353.0;?
352.0;-669.0;1198.0;144.0;637.0;-544.0;814.0;-1118.0;1454.0;-359.0;604.0
-9.0;-663.0;1777.0;239.0;454.0;-538.0;805.0;472.0;?;-359.0;1155.0
?;-544.0;1680.0;259.0;839.0;-474.0;?;673.0;?;-353.0;850.0
16.0;-494.0;1495.0;213.0;?;-369.0;807.0;340.0;953.0;-345.0;758.0
236.0;-908.0;1364.0;243.0;?;-718.0;818.0;?;714.0;-337.0;?
139.0;?;1109.0;483.0;1504.0;-1478.0;?;634.0;603.0;-342.0;508.0
195.0;?;?;931.0;1307.0;-1525.0;818.0;724.0;522.0;-348.0;568.0
?;-1410.0;875.0;891.0;1106.0;-1348.0;822.0;?;451.0;-359.0;490.0
120.0;-1329.0;772.0;?;924.0;?;822.0;139.0;410.0;-364.0;?
?;-1038.0;?;636.0;?;?;835.0;259.0;629.0;-366.0;?
292.0;?;?;464.0;709.0;-756.0;837.0;518.0;868.0;-379.0;1163.0
460.0;?;1127.0;343.0;638.0;-647.0;851.0;41.0;1087.0;?;1425.0
414.0;-660.0;1400.0;?;608.0;-568.0;849.0;-310.0;1300.0;-423.0;?
298.0;-596.0;1708.0;?;925.0;?;856.0;-479.0;?;-427.0;1236.0
91.0;-629.0;1523.0;280.0;1219.0;-524.0;858.0;-333.0;993.0;-416.0;1011.0
?;?;1384.0;?;1517.0;-843.0;?;?;832.0;-393.0;964.0
137.0;?;1183.0;209.0;1579.0;-1064.0;870.0;684.0;645.0;-347.0;774.0
205.0;-1508.0;999.0;460.0;1285.0;-1351.0;?;635.0;566.0;-292.0;730.0
231.0;?;?;826.0;1196.0;-1323.0;905.0;-255.0;502.0;-221.0;638.0
252.0;?;818.0;884.0;980.0;-1171.0;916.0;1349.0;?;-130.0;638.0
257.0;-1113.0;756.0;264.0;838.0;-1077.0;940.0;1327.0;489.0;?;688.0
255.0;-942.0;?;99.0;760.0;-863.0;941.0;472.0;522.0;70.0;?
233.0;-808.0;?;169.0;709.0;?;949.0;?;520.0;158.0;?
208.0;-726.0;831.0;103.0;692.0;-620.0;949.0;-604.0;549.0;243.0;777.0
264.0;-677.0;?;75.0;?;-567.0;949.0;319.0;584.0;318.0;838.0
348.0;-674.0;879.0;?;?;-567.0;950.0;761.0;609.0;378.0;1263.0
345.0;?;1064.0;?;745.0;-613.0;950.0;490.0;?;414.0;?
443.0;-734.0;1247.0;113.0;813.0;?;957.0;650.0;1515.0;435.0;1356.0
225.0;?;1711.0;149.0;?;?;?;210.0;1851.0;435.0;1164.0
-78.0;-788.0;?;251.0;1007.0;-666.0;?;136.0;1478.0;435.0;1102.0
?;-814.0;2004.0;402.0;1561.0;-675.0;?;827.0;1125.0;?;858.0
?;-1055.0;?;524.0;1971.0;-881.0;?;?;861.0;370.0;854.0
79.0;-1499.0;?;?;?;-1358.0;962.0;-12.0;713.0;310.0;?
?;-1889.0;?;?;1586.0;-1825.0;956.0;219.0;559.0;215.0;585.0
?;-1859.0;?;1458.0;?;-1801.0;?;93.0;503.0;125.0;525.0
?;-1517.0;819.0;966.0;?;-1437.0;952.0;?;489.0;51.0;520.0
160.0;-1156.0;815.0;569.0;847.0;-1089.0;967.0;-483.0;563.0;17.0;?
?;-949.0;821.0;357.0;722.0;-891.0;960.0;-167.0;664.0;-13.0;620.0
91.0;-787.0;900.0;369.0;671.0;-728.0;?;?;870.0;-46.0;?
87.0;-704.0;?;245.0;680.0;-613.0;969.0;234.0;972.0;-82.0;946.0
57.0;-681.0;1186.0;238.0;754.0;-562.0;974.0;?;983.0;?;1065.0
35.0;-706.0;1208.0;247.0;?;-589.0;968.0;404.0;1113.0;-149.0;1305.0
185.0;-786.0;1279.0;354.0;1059.0;-682.0;965.0;445.0;1101.0;-183.0;793.0
323.0;-894.0;?;386.0;?;-814.0;?;?;753.0;-217.0;?
?;?;1260.0;375.0;1153.0;-997.0;958.0;?;777.0;?;1034.0
214.0;?;?;?;1384.0;-1097.0;956.0;27.0;932.0;-272.0;940.0
163.0;-1174.0;?;536.0;?;-1068.0;?;973.0;919.0;-284.0;794.0
0.0;-1456.0;?;525.0;983.0;-1274.0;951.0;1166.0;676.0;-290.0;?
57.0;-1194.0;?;402.0;1081.0;-1075.0;947.0;351.0;?;?;632.0
125.0;-951.0;872.0;429.0;1208.0;-833.0;951.0;-993.0;458.0;-258.0;658.0
194.0;-1028.0;738.0;434.0;1107.0;-929.0;949.0;58.0;505.0;-217.0;789.0
?;-1142.0;815.0;?;883.0;-1076.0;953.0;817.0;587.0;-160.0;884.0
?;-1030.0;958.0;?;?;-965.0;959.0;297.0;660.0;-95.0;883.0
?;-811.0;921.0;?;646.0;?;?;197.0;680.0;?;?
272.0;-653.0;995.0;?;729.0;-572.0;964.0;169.0;642.0;81.0;855.0
323.0;-645.0;990.0;298.0;840.0;-546.0;?;262.0;?;?;869.0
301.0;-720.0;962.0;194.0;892.0;-604.0;?;314.0;643.0;270.0;942.0
291.0;-817.0;980.0;151.0;879.0;-696.0;955.0;219.0;613.0;?;?
346.0;-879.0;985.0;?;877.0;?;958.0;366.0;651.0;404.0;?
389.0;?;1041.0;?;877.0;-751.0;?;572.0;770.0;449.0;975.0
337.0;-866.0;?;248.0;895.0;-735.0;?;?;?;469.0;988.0
281.0;-854.0;1228.0;257.0;898.0;-717.0;966.0;?;998.0;481.0;1312.0
339.0;-877.0;1361.0;?;?;?;961.0;478.0;1220.0;471.0;1085.0
392.0;-888.0;?;258.0;1100.0;?;967.0;?;1107.0;450.0;785.0
30.0;-954.0;1562.0;297.0;1164.0;-809.0;958.0;373.0;?;396.0;?
-74.0;-1026.0;1290.0;271.0;1419.0;-912.0;962.0;357.0;952.0;325.0;658.0
-13.0;-1157.0;?;589.0;1613.0;-1011.0;?;125.0;954.0;234.0;653.0
85.0;-1408.0;1216.0;?;?;-1245.0;955.0;-19.0;851.0;154.0;669.0
64.0;-1476.0;1161.0;612.0;1071.0;?;?;56.0;763.0;51.0;681.0
75.0;-1192.0;?;608.0;1140.0;-1083.0;945.0;-35.0;734.0;-33.0;?
123.0;-1039.0;1016.0;531.0;1162.0;?;949.0;-36.0;772.0;-102.0;775.0
127.0;-1074.0;992.0;523.0;1061.0;-1061.0;935.0;-41.0;792.0;-145.0;?
?;-1085.0;926.0;526.0;956.0;?;?;?;?;-157.0;862.0
112.0;?;966.0;411.0;898.0;-949.0;906.0;-117.0;784.0;?;?
157.0;-885.0;967.0;277.0;886.0;-857.0;901.0;-266.0;785.0;-130.0;837.0
206.0;-853.0;1021.0;143.0;895.0;?;882.0;-255.0;707.0;-97.0;770.0
?;-861.0;?;?;906.0;?;870.0;-88.0;?;-68.0;758.0
222.0;-877.0;935.0;220.0;926.0;-856.0;855.0;?;639.0;?;930.0
256.0;-896.0;?;?;929.0;-851.0;835.0;?;725.0;-55.0;958.0
?;-942.0;?;429.0;872.0;?;?;690.0;751.0;-66.0;926.0
258.0;-944.0;1053.0;474.0;809.0;-843.0;800.0;?;?;-87.0;946.0
?;-894.0;1111.0;?;860.0;?;795.0;642.0;965.0;-102.0;1250.0
339.0;?;1308.0;573.0;?;?;785.0;-254.0;1062.0;?;972.0
381.0;-892.0;1451.0;240.0;?;?;788.0;-226.0;843.0;?;1013.0
239.0;-975.0;1247.0;320.0;1140.0;-835.0;789.0;?;683.0;-91.0;609.0
?;-1036.0;1062.0;581.0;1367.0;-889.0;797.0;-91.0;793.0;-90.0;812.0
119.0;-1166.0;1094.0;511.0;?;-1033.0;812.0;115.0;811.0;-111.0;728.0
28.0;-1341.0;1160.0;311.0;1074.0;-1197.0;835.0;?;730.0;-135.0;775.0
90.0;-1215.0;1063.0;366.0;1004.0;-1168.0;866.0;?;625.0;?;783.0
159.0;?;?;340.0;1098.0;-886.0;882.0;217.0;621.0;-176.0;813.0
236.0;-888.0;?;306.0;1041.0;-831.0;?;400.0;?;-185.0;855.0
307.0;-1005.0;?;332.0;892.0;-937.0;?;300.0;662.0;-193.0;894.0
356.0;-990.0;958.0;366.0;812.0;-914.0;925.0;299.0;699.0;?;?
330.0;-849.0;1016.0;?;840.0;-778.0;925.0;473.0;664.0;-173.0;881.0
325.0;-782.0;1002.0;380.0;858.0;-694.0;931.0;577.0;661.0;-139.0;?
316.0;-816.0;990.0;320.0;927.0;-696.0;?;311.0;652.0;-92.0;857.0
?;-946.0;1049.0;?;?;-879.0;906.0;-236.0;?;-11.0;780.0
159.0;?;948.0;234.0;965.0;-850.0;889.0;-2.0;656.0;?;786.0
189.0;-920.0;894.0;262.0;?;-831.0;890.0;316.0;605.0;73.0;853.0
?;-979.0;866.0;433.0;916.0;-868.0;876.0;340.0;641.0;93.0;904.0
?;-985.0;925.0;?;?;?;?;408.0;720.0;?;919.0
311.0;-900.0;1011.0;512.0;797.0;-807.0;?;1358.0;767.0;80.0;812.0
