Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass
108.0;?;-104.0;?;91.0;-15;-85
185.0;?;-138.0;288.0;101.0;-14;?
171.0;-131.0;-166.0;308.0;105.0;?;-85
148.0;-174.0;-174.0;?;?;-12;-84
191.0;-156.0;-183.0;354.0;113.0;-11;-82
245.0;-126.0;?;372.0;108.0;-9;?
?;-139.0;?;391.0;123.0;?;-77
?;-142.0;?;415.0;146.0;-6;-75
270.0;-111.0;?;429.0;133.0;?;-73
239.0;-107.0;-369.0;440.0;139.0;?;-72
212.0;-89.0;?;457.0;167.0;-1;-70
228.0;?;-376.0;466.0;156.0;-1;-72
244.0;?;-379.0;?;173.0;?;-72
256.0;-137.0;-394.0;477.0;?;-1;-70
264.0;-89.0;?;479.0;196.0;?;-82
300.0;?;-418.0;480.0;192.0;?;-91
291.0;-17.0;-421.0;?;178.0;-2;-87
217.0;-13.0;-420.0;460.0;165.0;-2;-90
?;-63.0;?;456.0;172.0;-5;-98
?;-78.0;-399.0;?;190.0;-5;-99
141.0;-68.0;-378.0;450.0;201.0;-6;-96
?;-100.0;-365.0;445.0;211.0;-8;-97
122.0;?;-353.0;445.0;?;?;?
?;-152.0;-337.0;439.0;188.0;-11;-101
96.0;-155.0;-324.0;?;172.0;?;?
90.0;?;-308.0;434.0;157.0;-11;-102
102.0;?;-291.0;?;152.0;-11;-101
51.0;-246.0;-270.0;419.0;137.0;-11;?
?;-245.0;?;414.0;127.0;-11;-99
90.0;-263.0;-218.0;?;109.0;-11;-99
?;-251.0;?;?;92.0;-11;?
?;-233.0;-110.0;401.0;88.0;-11;-98
126.0;-258.0;-66.0;394.0;76.0;-11;-97
109.0;-309.0;-53.0;?;61.0;-11;-97
101.0;-276.0;-68.0;383.0;60.0;-11;-97
89.0;?;-69.0;376.0;70.0;-11;-97
86.0;?;?;?;72.0;?;-97
102.0;-253.0;?;?;?;-11;-97
141.0;-238.0;-42.0;371.0;55.0;-11;-97
155.0;-212.0;-28.0;371.0;53.0;-11;?
135.0;-217.0;?;369.0;?;-11;-96
?;-224.0;-20.0;367.0;78.0;-11;-96
129.0;-206.0;-22.0;365.0;79.0;?;-96
134.0;-211.0;-18.0;364.0;75.0;-11;?
126.0;-199.0;-6.0;?;78.0;-11;-95
123.0;-187.0;?;365.0;87.0;-11;-94
115.0;-199.0;-2.0;?;?;-11;-93
112.0;-192.0;0.0;367.0;92.0;-11;-93
109.0;-204.0;2.0;?;99.0;-11;-92
?;-196.0;1.0;?;100.0;-11;?
102.0;-202.0;5.0;370.0;109.0;-11;-92
?;-214.0;10.0;372.0;105.0;?;-91
?;-215.0;2.0;371.0;107.0;-11;?
138.0;-234.0;5.0;371.0;105.0;-11;-91
126.0;-219.0;8.0;371.0;?;-11;?
126.0;-205.0;8.0;?;106.0;-11;-91
116.0;-217.0;11.0;371.0;104.0;-11;?
125.0;-227.0;12.0;374.0;?;-11;-91
107.0;?;8.0;372.0;96.0;?;-91
114.0;?;11.0;373.0;95.0;-11;-91
78.0;-223.0;11.0;?;?;-11;?
106.0;-236.0;8.0;375.0;104.0;-11;-91
139.0;-225.0;12.0;?;101.0;-11;-91
136.0;-230.0;13.0;375.0;?;-11;-91
131.0;?;13.0;377.0;?;-11;?
131.0;-206.0;16.0;379.0;101.0;-11;-91
?;-204.0;18.0;377.0;85.0;-11;-91
108.0;?;12.0;379.0;80.0;-11;-91
143.0;-175.0;10.0;373.0;83.0;-11;-91
121.0;-185.0;?;?;82.0;-11;?
115.0;-184.0;9.0;372.0;?;-11;?
116.0;-171.0;?;?;93.0;-11;-91
126.0;?;15.0;373.0;?;-11;-90
?;-220.0;?;?;?;-11;?
96.0;-231.0;17.0;?;105.0;-11;-91
85.0;-244.0;16.0;374.0;113.0;-11;-90
?;-251.0;12.0;376.0;112.0;-11;-90
90.0;-268.0;15.0;374.0;108.0;?;-90
?;-253.0;11.0;375.0;?;-11;-90
86.0;-254.0;6.0;?;?;-11;-90
98.0;-237.0;9.0;379.0;94.0;-11;?
92.0;-231.0;7.0;376.0;91.0;-11;-90
31.0;?;3.0;378.0;78.0;?;-90
23.0;-263.0;4.0;377.0;?;-11;-90
113.0;?;5.0;374.0;?;-11;-90
159.0;-251.0;5.0;373.0;64.0;-11;-90
119.0;-257.0;3.0;373.0;56.0;-11;-89
79.0;-258.0;-1.0;367.0;?;-11;-89
49.0;-241.0;-6.0;369.0;?;-11;-89
151.0;?;-11.0;370.0;35.0;-11;-89
196.0;-168.0;-20.0;?;?;-11;-89
186.0;-148.0;-28.0;379.0;48.0;-11;-90
155.0;-115.0;-38.0;389.0;?;-11;-90
201.0;-74.0;-51.0;396.0;50.0;-11;-91
232.0;-68.0;-66.0;405.0;41.0;-11;-94
241.0;-60.0;-70.0;?;?;-11;-94
221.0;-58.0;-81.0;420.0;89.0;-11;-95
202.0;-49.0;?;434.0;126.0;-12;-99
193.0;-58.0;-151.0;444.0;146.0;?;-101
227.0;?;-175.0;456.0;?;-14;-102
?;-90.0;-190.0;470.0;175.0;-15;?
197.0;-122.0;-197.0;484.0;210.0;-17;-106
?;-146.0;-210.0;498.0;223.0;-19;-109
183.0;-168.0;-228.0;514.0;219.0;-18;?
224.0;-189.0;-239.0;?;227.0;?;-111
270.0;-167.0;-256.0;?;233.0;-24;-116
225.0;-186.0;-270.0;?;?;-24;-117
219.0;-166.0;-281.0;?;?;?;?
227.0;-136.0;?;571.0;181.0;-30;-122
123.0;?;-304.0;585.0;223.0;?;-93
49.0;-394.0;?;582.0;?;?;-107
-29.0;-431.0;-325.0;?;176.0;-34;-110
-80.0;-485.0;-342.0;576.0;144.0;-33;-112
11.0;-450.0;-360.0;576.0;122.0;?;-103
31.0;-385.0;-376.0;575.0;?;-31;-99
7.0;-356.0;-391.0;575.0;97.0;-30;-97
?;-405.0;-403.0;?;73.0;-29;-91
-71.0;?;-420.0;579.0;?;-29;-92
-10.0;-398.0;-433.0;581.0;?;-29;-90
?;-357.0;-447.0;578.0;12.0;-29;-89
-127.0;?;-467.0;579.0;?;?;?
-67.0;?;-502.0;575.0;-45.0;-28;-88
-11.0;?;-541.0;569.0;?;-29;-88
-40.0;-342.0;-586.0;569.0;-90.0;-29;-87
-76.0;-347.0;-618.0;568.0;-129.0;?;-86
?;-290.0;-644.0;568.0;-139.0;-29;-85
3.0;-234.0;-667.0;564.0;?;-29;?
-53.0;-174.0;?;568.0;-66.0;-28;-84
-76.0;-206.0;-695.0;?;?;-29;-85
-48.0;-182.0;-697.0;564.0;-119.0;-29;?
?;-336.0;-914.0;557.0;162.0;-15;?
-117.0;?;-892.0;557.0;123.0;?;-140
-70.0;-443.0;-861.0;552.0;?;-16;-140
9.0;-448.0;-833.0;?;111.0;-16;?
?;-392.0;-807.0;552.0;67.0;-16;-140
16.0;-411.0;-772.0;?;56.0;-16;-139
-61.0;-412.0;-736.0;541.0;?;-16;-139
-172.0;-416.0;-698.0;?;-43.0;-16;?
-162.0;?;-659.0;529.0;-94.0;-16;-140
-132.0;-331.0;?;526.0;-130.0;-16;-140
-17.0;-320.0;?;?;-149.0;-16;-140
167.0;-133.0;-599.0;516.0;-190.0;-16;-140
90.0;-112.0;-601.0;514.0;?;?;-140
-27.0;?;-596.0;511.0;-162.0;-16;-140
-52.0;?;-573.0;509.0;-140.0;-16;?
58.0;-248.0;-539.0;512.0;-110.0;-16;-140
123.0;-136.0;-497.0;514.0;-48.0;-16;-141
?;-131.0;-449.0;521.0;20.0;?;-140
70.0;-179.0;-437.0;?;80.0;?;-142
175.0;-222.0;-439.0;525.0;78.0;-17;-144
139.0;-300.0;?;526.0;105.0;-17;-144
192.0;-315.0;-466.0;528.0;157.0;-20;-148
147.0;-308.0;-483.0;526.0;231.0;-23;?
?;?;?;524.0;221.0;?;?
136.0;?;-480.0;525.0;181.0;-27;?
111.0;-360.0;-486.0;526.0;139.0;?;-151
132.0;?;?;521.0;135.0;?;?
129.0;-299.0;-514.0;517.0;135.0;-33;-153
126.0;?;-530.0;?;133.0;-34;-153
?;-293.0;?;513.0;116.0;-32;-152
134.0;-286.0;-558.0;513.0;91.0;-36;-154
?;?;-571.0;510.0;?;?;-155
165.0;-245.0;-573.0;506.0;82.0;-41;-155
163.0;-229.0;-588.0;507.0;95.0;?;-155
141.0;-204.0;-602.0;506.0;?;-42;?
136.0;-201.0;-605.0;503.0;112.0;-41;-156
?;-179.0;?;502.0;112.0;-42;-156
122.0;-174.0;?;502.0;123.0;?;-155
134.0;-168.0;-653.0;?;137.0;-41;-156
?;-156.0;-668.0;498.0;?;?;-155
?;?;-665.0;502.0;155.0;-41;-155
115.0;-175.0;-651.0;502.0;158.0;?;?
?;-174.0;?;507.0;?;-41;-155
113.0;?;?;507.0;153.0;-41;-155
126.0;-177.0;-622.0;507.0;155.0;-41;-154
157.0;-189.0;-606.0;512.0;154.0;-41;?
117.0;?;-587.0;?;151.0;-45;-154
126.0;-209.0;-557.0;513.0;137.0;?;-152
125.0;-185.0;-539.0;516.0;130.0;-50;-154
104.0;-200.0;-526.0;518.0;120.0;-53;-151
86.0;-217.0;-513.0;517.0;117.0;-58;?
86.0;?;-509.0;516.0;114.0;-61;-143
73.0;-201.0;-512.0;516.0;?;-66;?
67.0;-221.0;-515.0;511.0;?;-68;-28
67.0;-223.0;-526.0;509.0;90.0;-77;0
39.0;-259.0;-551.0;503.0;81.0;-89;5
5.0;?;-578.0;495.0;?;-97;5
-5.0;-303.0;-617.0;485.0;70.0;?;4
?;-366.0;-658.0;?;63.0;-112;4
?;?;-698.0;463.0;47.0;-112;4
-4.0;-466.0;-734.0;?;37.0;-114;4
-9.0;?;-766.0;444.0;20.0;-108;3
107.0;-209.0;-360.0;?;165.0;-178;-4
124.0;-227.0;-353.0;?;172.0;-179;?
96.0;?;-358.0;?;150.0;-178;-4
122.0;-243.0;-367.0;-260.0;146.0;-178;-4
?;?;?;?;138.0;-178;-4
93.0;-282.0;-365.0;-262.0;133.0;-178;-4
103.0;?;-364.0;-261.0;?;-178;-4
101.0;-314.0;?;-260.0;?;-178;?
72.0;-320.0;-341.0;-262.0;130.0;-178;-4
48.0;-350.0;?;-259.0;121.0;-178;-4
68.0;?;-282.0;-260.0;98.0;-178;-4
?;?;-251.0;-264.0;80.0;-178;-4
101.0;-321.0;-218.0;-265.0;73.0;-178;-4
118.0;-300.0;-177.0;-268.0;59.0;-178;-4
138.0;?;?;?;42.0;-178;?
99.0;-274.0;-86.0;-270.0;48.0;-178;-5
87.0;?;-53.0;?;55.0;-178;-5
?;?;?;?;?;-178;-5
69.0;-237.0;-7.0;-264.0;45.0;?;-5
66.0;-216.0;5.0;-269.0;56.0;-178;-5
?;-192.0;19.0;-270.0;?;-178;-5
23.0;?;29.0;-269.0;82.0;?;-5
41.0;-225.0;?;-271.0;79.0;-178;-6
64.0;?;37.0;-273.0;81.0;-178;?
69.0;-243.0;33.0;-273.0;89.0;-178;-6
62.0;-264.0;22.0;-278.0;86.0;-178;-6
52.0;-294.0;?;?;85.0;-178;-6
44.0;-303.0;14.0;-278.0;88.0;-178;-6
64.0;-312.0;7.0;-279.0;89.0;-178;-6
74.0;-310.0;2.0;-282.0;?;-178;?
96.0;-315.0;?;-280.0;79.0;-178;-6
-145.0;-83.0;302.0;?;43.0;166;-8
-139.0;-134.0;314.0;-197.0;47.0;166;?
-54.0;-145.0;?;-198.0;-4.0;166;-8
34.0;-136.0;335.0;-205.0;-12.0;166;-8
67.0;?;355.0;-211.0;2.0;166;-8
122.0;-265.0;374.0;-220.0;-1.0;166;-8
163.0;-291.0;400.0;-228.0;2.0;165;-8
151.0;-335.0;429.0;-241.0;2.0;?;?
?;-323.0;456.0;?;1.0;164;-7
320.0;-247.0;483.0;-261.0;-6.0;163;-6
395.0;-201.0;507.0;?;-31.0;160;-6
411.0;?;527.0;-271.0;-22.0;159;-6
445.0;?;533.0;-273.0;61.0;162;-6
368.0;?;536.0;-274.0;175.0;?;-7
328.0;-186.0;540.0;-274.0;?;143;-8
307.0;-199.0;538.0;-273.0;?;?;-9
302.0;-172.0;537.0;-272.0;188.0;134;-11
293.0;-115.0;537.0;-274.0;257.0;?;-13
263.0;-78.0;537.0;-277.0;272.0;129;-14
233.0;-78.0;538.0;?;237.0;124;-15
262.0;-47.0;547.0;-283.0;241.0;122;?
?;-28.0;552.0;-291.0;240.0;119;-17
251.0;-14.0;558.0;?;248.0;117;-17
265.0;15.0;566.0;-301.0;259.0;?;-18
?;2.0;562.0;?;263.0;114;-18
191.0;-16.0;560.0;-311.0;250.0;113;-18
-116.0;-501.0;622.0;-359.0;-128.0;36;1
-88.0;-458.0;607.0;-358.0;-107.0;36;1
-130.0;-402.0;598.0;-356.0;-158.0;?;1
-148.0;-384.0;?;?;?;36;1
?;?;587.0;-356.0;-139.0;36;1
-149.0;-322.0;588.0;-351.0;?;37;?
-153.0;-314.0;591.0;-338.0;-98.0;36;2
-166.0;-394.0;589.0;?;-89.0;38;3
10.0;-405.0;589.0;-315.0;?;37;6
109.0;-317.0;587.0;?;-22.0;39;9
63.0;-197.0;578.0;-288.0;-16.0;?;16
-11.0;-487.0;-56.0;129.0;-54.0;28;-22
-43.0;-507.0;-74.0;154.0;-77.0;?;?
-49.0;-489.0;-91.0;181.0;-95.0;28;-22
18.0;-452.0;-108.0;199.0;-151.0;28;-22
136.0;?;-119.0;?;-208.0;28;?
29.0;-345.0;-56.0;237.0;38.0;-4;-84
28.0;?;-55.0;229.0;52.0;-4;-84
36.0;-310.0;-56.0;222.0;68.0;-4;?
41.0;?;?;216.0;?;-4;-83
7.0;-302.0;-61.0;?;46.0;-4;?
?;-307.0;?;204.0;?;-4;-83
-10.0;?;?;203.0;7.0;-4;-83
2.0;?;?;199.0;2.0;-4;-83
67.0;?;?;201.0;2.0;?;-83
132.0;-303.0;-89.0;204.0;2.0;-4;-83
130.0;-262.0;-91.0;202.0;?;-4;-83
?;-241.0;-96.0;205.0;-4.0;-4;-83
?;-224.0;-96.0;206.0;?;-4;?
112.0;-206.0;-404.0;328.0;96.0;?;-111
97.0;-212.0;?;327.0;?;-15;?
102.0;-221.0;-396.0;322.0;112.0;-15;?
71.0;-216.0;-384.0;322.0;117.0;-15;?
92.0;-225.0;-385.0;317.0;122.0;-15;-109
88.0;-237.0;-389.0;315.0;120.0;-15;-109
105.0;?;?;312.0;?;-15;?
107.0;-251.0;-395.0;308.0;?;-15;-109
125.0;-225.0;-386.0;304.0;95.0;-16;?
107.0;?;-363.0;298.0;89.0;?;-111
?;-224.0;?;293.0;82.0;?;-111
80.0;-234.0;-287.0;?;75.0;?;?
17.0;-245.0;-217.0;?;92.0;?;68
?;-326.0;-285.0;568.0;106.0;-141;85
85.0;-284.0;-377.0;573.0;131.0;?;153
108.0;-169.0;-493.0;580.0;?;-127;?
110.0;-177.0;-598.0;584.0;38.0;-84;-149
77.0;-243.0;-689.0;590.0;-52.0;-50;-155
?;?;-775.0;592.0;-60.0;-40;-99
117.0;?;?;?;-24.0;?;-144
108.0;-306.0;-891.0;591.0;?;?;-101
41.0;-400.0;-937.0;593.0;86.0;-24;?
-16.0;-427.0;-974.0;592.0;41.0;-25;-54
50.0;?;?;593.0;-6.0;-23;?
111.0;-355.0;-1048.0;590.0;3.0;-23;-41
220.0;-379.0;-1073.0;588.0;37.0;?;?
39.0;-530.0;-1095.0;584.0;46.0;-26;-33
28.0;-505.0;-1112.0;585.0;?;-35;-25
40.0;?;?;581.0;?;-36;-28
3.0;-408.0;-1119.0;577.0;99.0;?;-26
-42.0;-405.0;-1107.0;?;79.0;-37;-24
6.0;?;-1083.0;566.0;63.0;?;-25
88.0;-367.0;-1048.0;560.0;?;-37;-23
153.0;-336.0;-992.0;557.0;93.0;-37;?
106.0;?;-939.0;547.0;?;-37;-23
100.0;-285.0;-895.0;541.0;?;-37;-23
?;-232.0;-865.0;540.0;-33.0;-37;?
-66.0;-319.0;-839.0;535.0;?;-37;?
-201.0;-175.0;-819.0;535.0;-78.0;-37;-23
-68.0;-107.0;?;539.0;-68.0;-37;-22
-88.0;-67.0;-790.0;?;-72.0;-37;?
-76.0;-78.0;?;?;?;-37;-22
-82.0;?;-777.0;545.0;?;-37;-21
-115.0;-76.0;-765.0;547.0;-90.0;-37;-21
-68.0;-124.0;?;551.0;-88.0;-37;-20
-187.0;-375.0;-764.0;561.0;-70.0;-37;-20
21.0;-544.0;-759.0;566.0;-42.0;-37;-16
177.0;-486.0;?;?;?;-37;?
?;-342.0;?;579.0;59.0;?;1
488.0;?;-743.0;?;58.0;-39;18
448.0;?;-747.0;596.0;23.0;-46;37
306.0;-186.0;-758.0;600.0;?;-55;?
?;-388.0;-768.0;603.0;44.0;-64;?
58.0;-405.0;-778.0;?;201.0;-69;55
87.0;-343.0;-798.0;611.0;340.0;-70;128
77.0;-282.0;-816.0;606.0;193.0;?;35
94.0;-281.0;?;606.0;?;-55;-190
171.0;-261.0;-860.0;605.0;42.0;-51;-171
139.0;-228.0;?;601.0;22.0;?;-151
145.0;-103.0;?;601.0;-29.0;-39;?
183.0;-86.0;-876.0;599.0;-40.0;-39;?
?;?;-863.0;?;28.0;-38;-165
178.0;?;-845.0;595.0;78.0;?;-161
?;-206.0;-818.0;596.0;66.0;-38;-163
168.0;-141.0;-788.0;594.0;?;-38;-165
189.0;?;?;593.0;89.0;-36;-162
189.0;-151.0;-696.0;?;135.0;-32;?
152.0;-203.0;?;585.0;151.0;-30;?
75.0;-268.0;-609.0;586.0;169.0;-26;-161
-9.0;-354.0;-581.0;582.0;253.0;?;-161
-48.0;-351.0;-541.0;577.0;271.0;-26;?
-67.0;?;-524.0;574.0;223.0;-24;-161
-194.0;-492.0;?;579.0;?;-22;-162
-285.0;?;?;578.0;158.0;?;-162
-290.0;-721.0;-462.0;?;123.0;-23;-162
-276.0;-721.0;-445.0;590.0;93.0;-23;-162
-282.0;?;?;?;49.0;?;-162
-265.0;-693.0;-416.0;?;-44.0;-23;-162
-317.0;-727.0;-400.0;595.0;-97.0;-23;-162
?;-746.0;-391.0;600.0;-158.0;-23;-162
-384.0;-781.0;-384.0;601.0;-256.0;-23;?
?;-764.0;-385.0;601.0;?;-23;?
-290.0;-745.0;-383.0;596.0;-283.0;?;-162
-278.0;?;-389.0;?;?;-23;-162
-292.0;?;-396.0;587.0;-363.0;-23;-162
-253.0;-637.0;-412.0;578.0;?;-23;-162
?;?;-478.0;442.0;-228.0;-23;-164
-60.0;-291.0;-418.0;440.0;-206.0;?;-164
37.0;-249.0;-365.0;443.0;?;-23;-165
?;?;-331.0;444.0;-149.0;-23;-165
131.0;-181.0;-303.0;440.0;-58.0;-23;-165
164.0;-152.0;-283.0;439.0;-36.0;-23;?
221.0;?;?;440.0;-99.0;?;-165
?;?;?;439.0;-102.0;-23;-165
?;-261.0;?;434.0;18.0;?;-165
107.0;?;-257.0;434.0;?;?;-164
146.0;-136.0;-261.0;429.0;132.0;-23;?
119.0;-216.0;?;433.0;198.0;-23;-164
?;-224.0;-289.0;431.0;268.0;-23;-164
-21.0;?;-307.0;432.0;246.0;-23;?
56.0;-234.0;-326.0;432.0;114.0;-23;-164
26.0;-251.0;-353.0;438.0;184.0;-23;-164
-5.0;-290.0;-383.0;438.0;?;-23;-164
-43.0;-236.0;?;442.0;210.0;-22;-164
?;-279.0;-460.0;445.0;?;-23;?
-45.0;-221.0;?;452.0;?;-22;-164
-34.0;-203.0;?;456.0;162.0;-22;?
-48.0;?;?;463.0;187.0;-23;?
?;-207.0;-631.0;472.0;240.0;-24;-164
?;-220.0;-678.0;482.0;118.0;-23;-164
65.0;-221.0;-721.0;488.0;122.0;-24;?
59.0;?;-769.0;505.0;187.0;-24;-165
?;-146.0;-822.0;522.0;182.0;-24;?
?;-194.0;-879.0;547.0;175.0;-24;-164
?;?;-932.0;575.0;186.0;-25;-164
110.0;?;-974.0;601.0;207.0;-26;?
116.0;-200.0;-1001.0;627.0;213.0;-26;-164
120.0;-161.0;?;647.0;214.0;?;-164
149.0;-118.0;-1005.0;?;223.0;-26;-164
166.0;-158.0;-994.0;685.0;265.0;-26;-164
143.0;-152.0;-983.0;704.0;296.0;-26;?
161.0;-154.0;-975.0;721.0;287.0;-26;-164
?;?;-967.0;?;260.0;?;-164
166.0;-94.0;-958.0;746.0;?;-26;-164
?;-107.0;-947.0;759.0;290.0;-26;-164
156.0;-147.0;-938.0;766.0;287.0;-26;?
127.0;-118.0;-939.0;776.0;293.0;-26;-164
173.0;-119.0;-936.0;784.0;286.0;-26;-164
175.0;-50.0;-923.0;785.0;294.0;-26;-164
204.0;-147.0;-924.0;789.0;287.0;-26;-164
179.0;?;?;790.0;281.0;-26;-164
161.0;-122.0;-926.0;790.0;?;-26;-164
145.0;-129.0;-936.0;788.0;277.0;-26;-164
173.0;-165.0;-953.0;782.0;?;-26;?
153.0;?;?;?;298.0;?;-164
169.0;-51.0;-976.0;776.0;317.0;?;-164
159.0;-119.0;-984.0;774.0;299.0;-26;?
?;-88.0;-982.0;?;300.0;-26;-164
184.0;-136.0;-991.0;767.0;269.0;-26;-164
178.0;-125.0;-997.0;765.0;?;-26;-164
173.0;-136.0;-990.0;768.0;?;-26;?
145.0;-126.0;?;762.0;?;?;-165
146.0;?;-1008.0;762.0;276.0;?;?
126.0;?;?;764.0;300.0;-26;-164
157.0;?;-1015.0;760.0;271.0;-26;-164
?;-110.0;-1013.0;761.0;263.0;-26;?
195.0;-120.0;-1001.0;759.0;280.0;-26;-165
186.0;-104.0;?;759.0;?;-26;-165
117.0;-153.0;-997.0;759.0;271.0;-26;?
119.0;-160.0;?;759.0;276.0;-26;-164
132.0;-147.0;-991.0;757.0;253.0;-26;-165
135.0;-95.0;-993.0;757.0;300.0;-26;-165
137.0;?;-991.0;754.0;300.0;-26;-165
127.0;-150.0;-1002.0;?;280.0;-26;?
136.0;?;?;748.0;?;-26;-165
113.0;-157.0;-1007.0;745.0;275.0;?;?
128.0;-172.0;?;?;275.0;-26;-165
108.0;-152.0;?;736.0;283.0;-26;-165
125.0;-177.0;?;735.0;302.0;?;-165
?;-197.0;-1043.0;731.0;?;-26;-165
117.0;-98.0;-1053.0;?;?;-26;-165
135.0;-193.0;-1058.0;720.0;?;-26;?
110.0;-237.0;?;710.0;275.0;-26;-165
69.0;?;-1067.0;701.0;?;-26;-165
62.0;?;-1051.0;691.0;304.0;-26;?
81.0;-342.0;-1026.0;685.0;291.0;?;-165
?;-332.0;?;676.0;294.0;?;-165
79.0;?;?;670.0;?;-26;-164
?;-567.0;-263.0;462.0;?;?;?
?;-533.0;-236.0;453.0;37.0;?;?
-325.0;-499.0;-208.0;442.0;11.0;-26;-164
?;-529.0;-183.0;437.0;-15.0;-26;-164
?;?;?;435.0;-26.0;-26;-164
-342.0;?;-133.0;?;-37.0;?;?
-326.0;-674.0;-109.0;430.0;-80.0;?;-164
-244.0;?;-90.0;431.0;-130.0;-26;?
-292.0;-703.0;-70.0;430.0;-122.0;?;-163
?;-601.0;?;429.0;-152.0;-26;-163
-278.0;-613.0;-50.0;?;-171.0;-27;-163
-187.0;?;-50.0;429.0;-174.0;-26;-163
-115.0;-513.0;?;430.0;?;-28;-163
-83.0;?;?;?;-251.0;-31;-163
?;-657.0;?;?;-222.0;-30;-163
-227.0;-750.0;?;424.0;-271.0;-37;?
?;-673.0;?;423.0;?;?;?
-201.0;-608.0;-125.0;419.0;-198.0;?;-163
?;-640.0;-136.0;417.0;-210.0;?;-164
-169.0;-745.0;-148.0;415.0;-192.0;-71;-164
-194.0;-730.0;-161.0;412.0;-163.0;-76;-164
-203.0;?;-175.0;409.0;-257.0;-76;-164
?;-416.0;-188.0;?;-343.0;?;-164
-116.0;-663.0;-199.0;403.0;-353.0;?;?
-236.0;?;?;?;?;-76;-164
-520.0;?;-235.0;?;-279.0;-76;-164
-465.0;-838.0;-244.0;399.0;?;-76;-164
-219.0;-775.0;-257.0;396.0;-425.0;-79;?
-371.0;-712.0;-264.0;395.0;?;-83;-165
?;-888.0;-267.0;?;-284.0;-83;?
-505.0;-774.0;-268.0;378.0;?;-83;-165
-381.0;-803.0;-269.0;372.0;?;-82;?
?;-698.0;?;?;-515.0;-85;-164
-358.0;-60.0;?;351.0;?;?;-164
-195.0;-304.0;?;340.0;-601.0;-87;-164
-87.0;-1099.0;-247.0;330.0;-609.0;?;-164
-576.0;-1122.0;-244.0;320.0;-574.0;-90;-164
-666.0;?;-245.0;313.0;-805.0;-90;-164
-392.0;?;-243.0;301.0;?;-90;-164
?;-615.0;-246.0;292.0;-796.0;-90;-164
?;?;-249.0;281.0;125.0;-90;-164
-366.0;-819.0;-248.0;274.0;-121.0;-90;-164
-404.0;-1043.0;-253.0;272.0;-956.0;-90;-164
-366.0;?;-262.0;272.0;-972.0;-90;?
-342.0;-844.0;-267.0;271.0;-799.0;-91;-164
-310.0;-747.0;?;276.0;-584.0;-89;-163
-237.0;-418.0;-296.0;284.0;-574.0;-84;-161
-84.0;-156.0;-308.0;288.0;-508.0;-81;-160
-168.0;?;-322.0;295.0;-716.0;-80;-159
-32.0;?;-339.0;304.0;-792.0;?;-159
-93.0;?;-354.0;310.0;-775.0;-82;-160
-123.0;-202.0;?;320.0;-703.0;-84;-158
-68.0;?;-397.0;340.0;-593.0;?;-161
-118.0;-365.0;?;351.0;-434.0;-89;-160
-153.0;-396.0;?;367.0;-260.0;-88;-158
-120.0;-382.0;?;392.0;-208.0;-94;?
-45.0;?;-495.0;?;?;-99;-153
?;-403.0;-518.0;432.0;-202.0;-97;-174
-24.0;-419.0;-544.0;450.0;-189.0;-100;?
21.0;-476.0;-569.0;470.0;?;-110;-168
?;?;-592.0;490.0;-133.0;-117;-204
?;-548.0;-623.0;512.0;-152.0;-120;57
-122.0;-514.0;-642.0;?;-177.0;-123;176
-246.0;-552.0;?;539.0;-209.0;-124;?
-295.0;?;-696.0;551.0;-222.0;?;99
-251.0;?;-719.0;557.0;?;-122;?
-228.0;-607.0;-741.0;?;-226.0;-122;102
?;-537.0;?;?;-234.0;-122;114
?;-488.0;-778.0;?;-316.0;-122;105
-168.0;-593.0;-790.0;540.0;-309.0;-122;110
-235.0;?;-797.0;529.0;-336.0;-122;?
-213.0;-567.0;-792.0;514.0;-371.0;-122;105
-155.0;-551.0;-785.0;501.0;-351.0;?;?
-117.0;-547.0;?;487.0;?;?;102
-107.0;-574.0;-774.0;467.0;-279.0;-122;103
-103.0;?;-759.0;448.0;-243.0;-122;?
?;?;-741.0;?;-272.0;-122;102
?;-517.0;-723.0;404.0;-283.0;-122;101
13.0;-449.0;?;?;-238.0;-122;99
39.0;-410.0;-689.0;?;-185.0;-122;99
39.0;-387.0;-671.0;344.0;-168.0;-121;99
24.0;-399.0;-649.0;324.0;?;?;99
47.0;-365.0;?;303.0;-109.0;-122;?
48.0;?;-611.0;?;-75.0;-123;99
30.0;-259.0;?;263.0;-37.0;-123;99
33.0;-172.0;-571.0;243.0;?;-122;105
143.0;-172.0;-553.0;225.0;19.0;-122;109
?;-53.0;?;204.0;26.0;?;121
335.0;133.0;-520.0;188.0;26.0;-114;121
210.0;57.0;-501.0;171.0;46.0;-115;?
249.0;-106.0;-480.0;?;?;-113;132
175.0;-197.0;-457.0;142.0;?;?;76
76.0;-205.0;-436.0;134.0;?;-116;32
?;-150.0;-412.0;120.0;142.0;-125;41
129.0;-161.0;-389.0;100.0;245.0;-156;?
38.0;-267.0;-364.0;79.0;?;?;6
?;-331.0;-338.0;55.0;50.0;-154;11
58.0;-370.0;-309.0;27.0;-31.0;-159;?
57.0;-333.0;-272.0;-6.0;?;?;?
