InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-78.0;821.0;299.0;10;-236.0;658;10;-907.0;-38.0
156.0;-47.0;-194.0;-1623;854.0;811;-1623;732.0;584.0
91.0;10.0;5.0;-7;46.0;721;-7;-110.0;-357.0
6.0;-65.0;-14.0;23;104.0;732;23;197.0;162.0
61.0;102.0;-20.0;-32;-155.0;723;-32;37.0;-157.0
-12.0;21.0;183.0;6;16.0;725;6;-80.0;-111.0
16.0;37.0;114.0;-11;-33.0;718;-11;-209.0;296.0
-8.0;168.0;-17.0;-6;28.0;642;-6;-176.0;-451.0
-1.0;-149.0;17.0;-13;-18.0;641;-13;154.0;-99.0
-18.0;-118.0;24.0;18;20.0;642;18;115.0;-179.0
86.0;223.0;2.0;-16;734.0;711;-16;449.0;-123.0
-82.0;20.0;-16.0;-9;120.0;700;-9;80.0;99.0
-72.0;-332.0;-93.0;8;242.0;717;8;218.0;-239.0
23.0;-132.0;-130.0;-32;319.0;732;-32;106.0;63.0
47.0;442.0;133.0;268;-41.0;561;268;357.0;-2.0
-149.0;217.0;-42.0;-327;235.0;1488;-327;621.0;538.0
51.0;15.0;-22.0;-23;187.0;725;-23;142.0;49.0
158.0;247.0;153.0;14;252.0;714;14;18.0;-87.0
19.0;76.0;24.0;-12;68.0;705;-12;47.0;-219.0
170.0;-93.0;-156.0;-35;107.0;674;-35;-87.0;3.0
42.0;298.0;-188.0;-1;79.0;733;-1;251.0;-121.0
-15.0;96.0;-5.0;12;33.0;647;12;-79.0;154.0
-76.0;45.0;124.0;-39;-134.0;626;-39;15.0;78.0
-83.0;104.0;-22.0;-104;45.0;689;-104;-130.0;-382.0
-337.0;2.0;-72.0;105;162.0;1001;105;-52.0;-127.0
102.0;687.0;51.0;-23;-46.0;728;-23;-103.0;372.0
100.0;-1223.0;-175.0;-18;209.0;639;-18;1100.0;290.0
-27.0;374.0;-65.0;10;-96.0;648;10;-152.0;68.0
22.0;19.0;-166.0;-2;13.0;640;-2;75.0;-245.0
32.0;208.0;-22.0;13;54.0;720;13;-203.0;-188.0
23.0;17.0;-135.0;-24;-19.0;641;-24;91.0;-203.0
43.0;-100.0;73.0;0;20.0;743;0;-442.0;-296.0
22.0;-35.0;-151.0;-13;-21.0;717;-13;100.0;-337.0
43.0;-2.0;-99.0;3;-41.0;716;3;91.0;-179.0
48.0;-14.0;-31.0;1514;69.0;710;1514;668.0;361.0
36.0;-572.0;-193.0;-76;127.0;711;-76;-290.0;-354.0
-134.0;213.0;324.0;27;-412.0;732;27;-210.0;161.0
103.0;294.0;140.0;10;-51.0;732;10;-111.0;-517.0
9.0;-21.0;129.0;20;242.0;631;20;59.0;13.0
16.0;-108.0;8.0;-13;-85.0;733;-13;161.0;167.0
-79.0;70.0;65.0;-17;-93.0;641;-17;-48.0;-249.0
-149.0;-381.0;-622.0;-131;736.0;708;-131;867.0;416.0
-87.0;61.0;-18.0;-622;99.0;823;-622;156.0;110.0
-182.0;179.0;211.0;-69;-503.0;762;-69;-523.0;-512.0
-86.0;3.0;26.0;-3;-296.0;736;-3;-356.0;-293.0
-70.0;95.0;-131.0;20;-160.0;640;20;-94.0;53.0
-106.0;128.0;-209.0;3;-229.0;645;3;-52.0;105.0
23.0;-21.0;-39.0;-5;-83.0;724;-5;87.0;-200.0
133.0;-302.0;-100.0;-3108;182.0;684;-3108;-82.0;-52.0
106.0;-113.0;42.0;-25;47.0;713;-25;78.0;-28.0
15.0;-17.0;-65.0;-34;118.0;732;-34;177.0;35.0
105.0;-166.0;-126.0;17;271.0;727;17;259.0;151.0
115.0;-41.0;-1.0;18;8.0;731;18;127.0;92.0
30.0;106.0;82.0;-8;-36.0;647;-8;-43.0;143.0
-304.0;-216.0;-446.0;-51;601.0;719;-51;364.0;-152.0
-367.0;32.0;35.0;-120;314.0;719;-120;114.0;381.0
-107.0;-328.0;59.0;-9;-11.0;726;-9;199.0;5.0
-145.0;357.0;808.0;-40;-336.0;717;-40;-239.0;1117.0
-72.0;317.0;71.0;27;-206.0;738;27;-312.0;-729.0
17.0;-166.0;-306.0;12;1.0;635;12;278.0;279.0
-111.0;216.0;-1.0;36;196.0;723;36;318.0;191.0
-608.0;-30.0;82.0;-18;-517.0;720;-18;-313.0;-57.0
-511.0;-407.0;-178.0;-57;-114.0;714;-57;368.0;323.0
250.0;-21.0;-1221.0;-3;231.0;735;-3;728.0;1544.0
-133.0;-50.0;-465.0;-29;-105.0;637;-29;258.0;375.0
-266.0;671.0;74.0;-112;-1017.0;805;-112;-2212.0;-2090.0
-54.0;1811.0;84.0;-12;-129.0;633;-12;-1628.0;-1615.0
55.0;63.0;132.0;30;116.0;717;30;333.0;446.0
121.0;-775.0;-337.0;12;83.0;732;12;-67.0;72.0
-59.0;253.0;314.0;28;-7.0;721;28;198.0;226.0
-147.0;-379.0;-228.0;16;-143.0;720;16;-562.0;-553.0
-21.0;537.0;-289.0;11;-4.0;732;11;-335.0;-516.0
-24.0;532.0;415.0;-24;39.0;734;-24;-129.0;-96.0
114.0;355.0;281.0;536;325.0;638;536;286.0;17.0
29.0;-124.0;44.0;11;-110.0;736;11;353.0;-269.0
-134.0;261.0;-260.0;5;8.0;715;5;-467.0;-921.0
40.0;-638.0;-465.0;9;331.0;713;9;888.0;-195.0
134.0;45.0;-219.0;-32;-174.0;723;-32;-112.0;-141.0
21.0;-539.0;-74.0;1;-101.0;639;1;295.0;207.0
21.0;2.0;-167.0;-34;7.0;716;-34;109.0;-367.0
74.0;151.0;105.0;-40;-552.0;707;-40;-1261.0;-1171.0
179.0;-943.0;-542.0;64;1387.0;745;64;1420.0;916.0
69.0;13.0;-194.0;-7;94.0;732;-7;274.0;-373.0
-169.0;403.0;-37.0;-26;-627.0;719;-26;-267.0;362.0
-276.0;404.0;-259.0;95;263.0;748;95;-160.0;115.0
25.0;-17.0;104.0;-20;-124.0;732;-20;-314.0;-830.0
-39.0;319.0;-563.0;167;320.0;715;167;-64.0;44.0
193.0;-500.0;-964.0;-1;210.0;717;-1;579.0;-1024.0
-193.0;-132.0;-238.0;390;652.0;-2016;390;625.0;380.0
-773.0;292.0;518.0;-22;-419.0;652;-22;-248.0;530.0
-100.0;2.0;-16.0;2312;-215.0;775;2312;181.0;279.0
-72.0;-693.0;-300.0;-6;-356.0;776;-6;-370.0;-290.0
17.0;38.0;601.0;18;3.0;629;18;-52.0;-148.0
-54.0;-21.0;78.0;7;53.0;644;7;106.0;975.0
21.0;-188.0;-496.0;-33;8.0;784;-33;73.0;-547.0
-35.0;-313.0;232.0;3;227.0;706;3;744.0;2489.0
2.0;-308.0;143.0;6;105.0;721;6;382.0;-182.0
116.0;609.0;16.0;-21;-16.0;726;-21;-274.0;-1156.0
172.0;509.0;-42.0;-17;156.0;714;-17;-57.0;-220.0
-449.0;389.0;364.0;123;-39.0;729;123;-39.0;109.0
-1209.0;171.0;198.0;-27;-471.0;709;-27;-308.0;-348.0
239.0;46.0;210.0;73;752.0;704;73;951.0;745.0
1004.0;81.0;-434.0;-39;372.0;720;-39;60.0;-51.0
