InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;Accelerometer RUA_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RUA magneticZ;Accelerometer LH accX;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA gyroZ;Accelerometer RKN_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4
14;130.0;88.0;-14;265.0;-216.0;307.0;-18;231.0;-1315.0;-99.0;-590.0;802.0
80;320.0;59.0;-80;439.0;-349.0;325.0;23;170.0;304.0;-30.0;-314.0;218.0
38;188.0;815.0;-38;485.0;-3.0;720.0;-1;569.0;-109.0;-312.0;-57.0;-39.0
26;219.0;899.0;-26;461.0;18.0;989.0;4;776.0;180.0;-337.0;-54.0;-45.0
2;186.0;937.0;-2;406.0;6.0;491.0;3;741.0;12.0;-317.0;-55.0;-45.0
12;174.0;959.0;-12;453.0;21.0;620.0;4;584.0;-146.0;-317.0;-29.0;-96.0
-1;185.0;962.0;1;467.0;9.0;678.0;0;606.0;6.0;-324.0;-31.0;-98.0
-34;164.0;960.0;34;577.0;32.0;665.0;3;585.0;243.0;-324.0;-27.0;-89.0
9;162.0;944.0;-9;594.0;16.0;751.0;13;547.0;151.0;-318.0;-17.0;-80.0
-8;139.0;954.0;8;564.0;26.0;763.0;5;549.0;126.0;-332.0;-6.0;-68.0
-25;161.0;882.0;25;742.0;194.0;999.0;4;711.0;133.0;-348.0;-23.0;-42.0
10;136.0;805.0;-10;842.0;56.0;1060.0;-8;681.0;-560.0;-328.0;-36.0;-4.0
48;145.0;701.0;-48;331.0;-167.0;652.0;-2;675.0;-12.0;-318.0;-92.0;-22.0
-8;285.0;976.0;8;416.0;364.0;788.0;1;774.0;-468.0;-316.0;14.0;-216.0
-9;283.0;778.0;9;226.0;394.0;454.0;-4;889.0;396.0;-302.0;14.0;-234.0
13;282.0;982.0;-13;893.0;287.0;796.0;0;606.0;-392.0;-301.0;44.0;-222.0
13;276.0;983.0;-13;429.0;258.0;677.0;0;583.0;-64.0;-311.0;37.0;-220.0
-22;193.0;927.0;22;534.0;66.0;739.0;7;451.0;-3.0;-305.0;-10.0;-95.0
1;202.0;882.0;-1;518.0;323.0;999.0;3;754.0;-415.0;-316.0;54.0;-146.0
-20;167.0;823.0;20;220.0;297.0;973.0;-1;665.0;-148.0;-280.0;30.0;-133.0
77;178.0;845.0;-77;371.0;25.0;1358.0;-4;502.0;-191.0;-309.0;-3.0;-114.0
34;188.0;924.0;-34;388.0;-18.0;772.0;-1;558.0;-130.0;-308.0;-2.0;-73.0
21;163.0;921.0;-21;784.0;148.0;1250.0;-7;533.0;-143.0;-296.0;12.0;-176.0
17;164.0;937.0;-17;353.0;198.0;524.0;-6;685.0;700.0;-281.0;32.0;-176.0
-1;178.0;951.0;1;597.0;200.0;514.0;2;556.0;-785.0;-322.0;-65.0;-56.0
-21;155.0;958.0;21;308.0;101.0;637.0;-2;553.0;-441.0;-172.0;-70.0;-39.0
-16;140.0;951.0;16;306.0;67.0;652.0;4;590.0;226.0;-555.0;-73.0;-32.0
-11;174.0;785.0;11;245.0;43.0;577.0;-7;467.0;277.0;-653.0;-64.0;-49.0
173;529.0;-9.0;-173;446.0;-306.0;137.0;437;118.0;216.0;-336.0;-309.0;219.0
123;474.0;413.0;-123;487.0;-472.0;18.0;270;-187.0;64.0;-4.0;-259.0;313.0
12;461.0;540.0;-12;654.0;-595.0;899.0;-67;-288.0;-246.0;80.0;-359.0;423.0
32;886.0;660.0;-32;763.0;-393.0;938.0;8;-360.0;-21.0;-51.0;-80.0;211.0
14;876.0;629.0;-14;752.0;-399.0;823.0;5;-370.0;49.0;-2.0;-86.0;222.0
-12;903.0;672.0;12;738.0;-340.0;488.0;2;-286.0;227.0;-48.0;-63.0;172.0
-4;846.0;840.0;4;759.0;-283.0;813.0;5;78.0;-12.0;-44.0;-134.0;175.0
13;846.0;855.0;-13;753.0;-310.0;893.0;1;49.0;-13.0;-47.0;-132.0;166.0
2;846.0;822.0;-2;804.0;-269.0;961.0;1;59.0;-25.0;-40.0;-132.0;165.0
-12;864.0;657.0;12;697.0;-257.0;955.0;2;104.0;-198.0;-72.0;-124.0;166.0
32;864.0;784.0;-32;773.0;-271.0;952.0;-3;84.0;-123.0;-70.0;-115.0;159.0
-10;856.0;773.0;10;786.0;-313.0;973.0;-1;-87.0;-9.0;-164.0;-103.0;155.0
-17;844.0;689.0;17;781.0;-312.0;1030.0;-2;-111.0;21.0;26.0;-102.0;153.0
28;844.0;773.0;-28;777.0;-313.0;1048.0;-4;-145.0;19.0;12.0;-102.0;152.0
-41;894.0;699.0;41;860.0;-304.0;943.0;-14;-120.0;153.0;92.0;-53.0;124.0
171;310.0;261.0;-171;363.0;-456.0;109.0;-12;427.0;-18.0;-707.0;-280.0;201.0
-136;899.0;582.0;136;784.0;-339.0;1022.0;1;-166.0;334.0;-296.0;36.0;133.0
18;669.0;543.0;-18;707.0;-433.0;472.0;-20;38.0;-275.0;-93.0;-137.0;253.0
-1973;449.0;-71.0;1973;327.0;-160.0;394.0;598;-118.0;-1780.0;-270.0;-607.0;792.0
33;51.0;325.0;-33;189.0;-335.0;286.0;-1;206.0;306.0;-491.0;238.0;-72.0
82;146.0;413.0;-82;553.0;-316.0;360.0;-394;277.0;212.0;-192.0;230.0;-116.0
2;256.0;392.0;-2;952.0;-472.0;585.0;17;298.0;345.0;18.0;-362.0;365.0
146;211.0;933.0;-146;674.0;-500.0;251.0;3;817.0;160.0;-37.0;340.0;-319.0
254;315.0;599.0;-254;693.0;-207.0;308.0;113;612.0;-687.0;-41.0;355.0;-259.0
-2;345.0;882.0;2;826.0;-240.0;113.0;51;293.0;133.0;131.0;319.0;-224.0
7;361.0;881.0;-7;875.0;-251.0;107.0;32;208.0;117.0;-371.0;310.0;-214.0
1;225.0;939.0;-1;927.0;-325.0;373.0;9;356.0;236.0;-323.0;229.0;-113.0
32;208.0;982.0;-32;911.0;-412.0;261.0;9;195.0;-49.0;-36.0;231.0;-130.0
-92;241.0;1172.0;92;462.0;-680.0;331.0;-4;335.0;-525.0;-68.0;269.0;-228.0
-24;189.0;445.0;24;-85.0;-703.0;352.0;7;678.0;-515.0;-174.0;353.0;-276.0
175;144.0;176.0;-175;214.0;34.0;384.0;-269;300.0;-619.0;-42.0;14.0;84.0
-9;542.0;412.0;9;683.0;-228.0;16.0;1;308.0;30.0;-174.0;373.0;-210.0
25;542.0;516.0;-25;681.0;-209.0;10.0;1;337.0;198.0;-191.0;351.0;-212.0
-15;522.0;521.0;15;662.0;-204.0;67.0;5;333.0;-103.0;-145.0;340.0;-207.0
-7;10.0;504.0;7;99.0;-180.0;271.0;5;959.0;39.0;-181.0;286.0;-202.0
34;392.0;310.0;-34;652.0;47.0;312.0;-3;415.0;-45.0;-463.0;501.0;-828.0
-19;382.0;367.0;19;416.0;64.0;363.0;0;228.0;-69.0;-563.0;500.0;-834.0
10;10.0;515.0;-10;80.0;-183.0;281.0;-2;956.0;-18.0;-194.0;286.0;-203.0
35;12.0;499.0;-35;110.0;-183.0;332.0;-4;938.0;32.0;-163.0;285.0;-202.0
-10;9.0;518.0;10;71.0;-185.0;256.0;-3;952.0;54.0;-164.0;286.0;-201.0
8;5.0;529.0;-8;88.0;-184.0;269.0;-7;952.0;63.0;-145.0;286.0;-201.0
-2;367.0;361.0;2;504.0;52.0;251.0;5;213.0;60.0;9.0;500.0;-829.0
23;352.0;328.0;-23;500.0;52.0;211.0;-1;229.0;-23.0;9.0;513.0;-821.0
23;352.0;343.0;-23;490.0;57.0;208.0;-1;223.0;131.0;23.0;513.0;-821.0
23;367.0;347.0;-23;482.0;62.0;223.0;-2;196.0;-34.0;-11.0;509.0;-824.0
-2;888.0;112.0;2;321.0;129.0;58.0;8;13.0;99.0;-91.0;87.0;-971.0
1;1.0;527.0;-1;102.0;-190.0;299.0;2;953.0;74.0;-186.0;283.0;-196.0
30;3.0;534.0;-30;128.0;-199.0;330.0;0;952.0;28.0;-151.0;284.0;-200.0
22;178.0;688.0;-22;360.0;-188.0;290.0;128;813.0;-136.0;62.0;428.0;-572.0
6691;159.0;139.0;-6691;301.0;-63.0;353.0;-159;93.0;47.0;137.0;256.0;-460.0
-37;610.0;492.0;37;662.0;-449.0;671.0;-1;-74.0;341.0;-22.0;85.0;-212.0
-20;586.0;393.0;20;629.0;-461.0;834.0;0;-42.0;23.0;-67.0;67.0;-210.0
-132;120.0;1034.0;132;1026.0;0.0;416.0;8;550.0;-117.0;-123.0;239.0;-417.0
3;240.0;623.0;-3;737.0;-371.0;337.0;0;35.0;27.0;-389.0;-343.0;187.0
-5;495.0;402.0;5;761.0;-424.0;773.0;-3;193.0;-415.0;225.0;175.0;-242.0
122;349.0;826.0;-122;780.0;-641.0;205.0;-55;456.0;1536.0;-157.0;-433.0;424.0
32;165.0;792.0;-32;598.0;-332.0;391.0;-2;415.0;-135.0;21.0;-305.0;190.0
-15;307.0;471.0;15;364.0;-399.0;526.0;-198;294.0;7.0;-480.0;305.0;-214.0
-46;373.0;493.0;46;507.0;-442.0;630.0;-27;171.0;-71.0;-356.0;347.0;-239.0
16;408.0;515.0;-16;569.0;-422.0;738.0;6;36.0;297.0;23.0;297.0;-266.0
-23;295.0;439.0;23;741.0;154.0;205.0;4;426.0;11.0;-60.0;558.0;-805.0
44;404.0;473.0;-44;651.0;-390.0;359.0;4;82.0;243.0;-600.0;375.0;-291.0
-22;402.0;452.0;22;671.0;-388.0;555.0;110;159.0;224.0;-303.0;409.0;-309.0
142;419.0;94.0;-142;495.0;339.0;441.0;117;126.0;-225.0;16.0;-353.0;543.0
12;395.0;180.0;-12;299.0;301.0;331.0;9;-17.0;-112.0;-148.0;-499.0;819.0
-5;229.0;698.0;5;360.0;-209.0;447.0;-169;492.0;383.0;-277.0;-276.0;220.0
29;171.0;106.0;-29;335.0;-373.0;301.0;-7;308.0;1109.0;6.0;-323.0;213.0
-23;588.0;-18.0;23;100.0;287.0;254.0;37;-197.0;358.0;-39.0;-364.0;908.0
-952;113.0;313.0;952;216.0;-610.0;-93.0;-736;215.0;-98.0;-482.0;-451.0;450.0
-174;277.0;430.0;174;517.0;-505.0;268.0;-283;180.0;-381.0;15.0;-303.0;251.0
20;203.0;641.0;-20;675.0;-430.0;285.0;-33;310.0;-214.0;-42.0;-253.0;203.0
-14;206.0;586.0;14;775.0;-407.0;302.0;-16;310.0;68.0;-1.0;-238.0;188.0
-14;209.0;599.0;14;724.0;-394.0;313.0;-7;326.0;95.0;36.0;-231.0;179.0
-7;187.0;646.0;7;806.0;-393.0;299.0;2;314.0;-20.0;-261.0;-236.0;171.0
1;262.0;532.0;-1;624.0;-243.0;295.0;1;220.0;245.0;-136.0;-604.0;785.0
-10;183.0;848.0;10;199.0;-342.0;977.0;-8;423.0;459.0;53.0;-224.0;87.0
-9;54.0;940.0;9;263.0;-445.0;1009.0;0;516.0;258.0;10.0;-280.0;169.0
-8;75.0;870.0;8;297.0;-462.0;1160.0;3;564.0;275.0;41.0;-278.0;177.0
-17;61.0;986.0;17;669.0;-466.0;985.0;2;733.0;61.0;2.0;-283.0;183.0
40;278.0;594.0;-40;747.0;-297.0;519.0;10;51.0;555.0;-125.0;-598.0;790.0
35;300.0;463.0;-35;507.0;15.0;501.0;-1;74.0;-74.0;27.0;-70.0;-50.0
34;284.0;483.0;-34;530.0;11.0;431.0;1;49.0;34.0;4.0;-88.0;-50.0
37;282.0;496.0;-37;547.0;-3.0;599.0;2;55.0;72.0;1.0;-93.0;-41.0
304;205.0;887.0;-304;944.0;-45.0;728.0;179;383.0;1600.0;-48.0;-133.0;99.0
171;115.0;747.0;-171;650.0;-282.0;974.0;2;368.0;143.0;0.0;-128.0;36.0
20;91.0;816.0;-20;788.0;-268.0;968.0;2;300.0;-51.0;-9.0;-85.0;23.0
-536;130.0;855.0;536;565.0;-202.0;855.0;-54;337.0;-162.0;-173.0;-74.0;45.0
12;362.0;213.0;-12;277.0;186.0;632.0;0;338.0;28.0;-21.0;-550.0;825.0
0;379.0;249.0;0;174.0;254.0;536.0;-2;325.0;-106.0;13.0;-560.0;815.0
-8;302.0;719.0;8;872.0;-349.0;367.0;-8;117.0;393.0;26.0;-335.0;222.0
-8;276.0;797.0;8;833.0;-390.0;319.0;3;141.0;423.0;21.0;-334.0;236.0
-26;239.0;128.0;26;254.0;-587.0;106.0;87;288.0;-79.0;-55.0;-620.0;684.0
14;258.0;771.0;-14;615.0;-434.0;311.0;-3;36.0;352.0;-3.0;-334.0;235.0
8;258.0;796.0;-8;703.0;-439.0;355.0;-7;68.0;-30.0;29.0;-336.0;237.0
5;264.0;668.0;-5;607.0;-503.0;340.0;-3;263.0;49.0;15.0;-347.0;261.0
-10;215.0;825.0;10;669.0;-485.0;295.0;-3;147.0;111.0;38.0;-365.0;283.0
-15;204.0;785.0;15;317.0;-487.0;303.0;-3;77.0;118.0;35.0;-368.0;278.0
-111;303.0;255.0;111;370.0;224.0;477.0;4;103.0;-111.0;-89.0;-483.0;836.0
36;253.0;583.0;-36;834.0;-329.0;307.0;-1;42.0;169.0;23.0;-311.0;154.0
1345;214.0;522.0;-1345;752.0;99.0;733.0;-182;14.0;1412.0;-85.0;6.0;-158.0
-113;343.0;263.0;113;519.0;213.0;428.0;66;141.0;274.0;234.0;-529.0;837.0
33;27.0;464.0;-33;22.0;20.0;681.0;-3;974.0;8.0;-218.0;-184.0;80.0
7;24.0;454.0;-7;26.0;19.0;672.0;2;968.0;76.0;-219.0;-184.0;80.0
-18;25.0;455.0;18;44.0;22.0;693.0;-4;966.0;42.0;-223.0;-185.0;81.0
2;29.0;453.0;-2;25.0;22.0;670.0;-4;968.0;75.0;-222.0;-185.0;81.0
27;35.0;455.0;-27;7.0;18.0;717.0;2;967.0;-86.0;-226.0;-185.0;83.0
19;777.0;426.0;-19;485.0;-245.0;714.0;24;-146.0;-504.0;-378.0;-126.0;110.0
7;773.0;329.0;-7;497.0;-239.0;731.0;15;-54.0;-234.0;-247.0;-142.0;115.0
-80;800.0;545.0;80;823.0;-150.0;699.0;50;-6.0;-463.0;-17.0;-187.0;131.0
-320;135.0;694.0;320;779.0;150.0;752.0;356;161.0;-500.0;10.0;67.0;-174.0
7;223.0;692.0;-7;612.0;-337.0;314.0;-9;291.0;-1367.0;-187.0;-316.0;203.0
44;194.0;603.0;-44;868.0;-419.0;303.0;3;183.0;-500.0;-222.0;-336.0;196.0
13;227.0;511.0;-13;633.0;-495.0;332.0;0;150.0;-61.0;-318.0;-410.0;279.0
25;264.0;-28.0;-25;258.0;165.0;37.0;-130;-49.0;-343.0;18.0;572.0;-760.0
27;251.0;111.0;-27;222.0;16.0;787.0;-12;167.0;-194.0;-424.0;576.0;-775.0
4;363.0;751.0;-4;285.0;-553.0;191.0;-19;512.0;279.0;-52.0;524.0;-490.0
5;388.0;524.0;-5;152.0;-555.0;78.0;-28;509.0;-381.0;-199.0;499.0;-477.0
-99;117.0;984.0;99;247.0;-644.0;444.0;177;698.0;-1287.0;-209.0;-461.0;494.0
26;373.0;553.0;-26;440.0;-530.0;241.0;-57;570.0;-99.0;-207.0;468.0;-457.0
32;26.0;993.0;-32;433.0;69.0;452.0;-3;728.0;-271.0;30.0;11.0;-130.0
-69;33.0;1065.0;69;375.0;47.0;599.0;1;626.0;-559.0;-173.0;-19.0;-115.0
-1;15.0;980.0;1;593.0;-9.0;451.0;-3;917.0;-2103.0;-100.0;403.0;-273.0
-706;129.0;236.0;706;164.0;-621.0;221.0;212;134.0;839.0;32.0;-417.0;425.0
-50;-32.0;913.0;50;755.0;276.0;430.0;11;629.0;-399.0;-13.0;-20.0;-114.0
-100;-45.0;859.0;100;585.0;270.0;386.0;9;650.0;-383.0;-29.0;-17.0;-117.0
41;216.0;719.0;-41;433.0;-279.0;272.0;-80;434.0;49.0;-92.0;-574.0;813.0
21;462.0;333.0;-21;622.0;-387.0;40.0;9;231.0;14.0;26.0;-417.0;317.0
17;458.0;567.0;-17;611.0;-387.0;47.0;1;183.0;-245.0;-21.0;-414.0;312.0
-37;3.0;605.0;37;-235.0;-354.0;301.0;4;884.0;-379.0;-73.0;-381.0;267.0
-6;0.0;493.0;6;-258.0;-343.0;292.0;9;925.0;-319.0;-90.0;-381.0;268.0
14;-4.0;496.0;-14;-285.0;-335.0;300.0;5;931.0;-256.0;-84.0;-381.0;268.0
6;-18.0;446.0;-6;-231.0;-352.0;354.0;-2;935.0;92.0;-75.0;-387.0;268.0
1;-2.0;523.0;-1;-107.0;-381.0;362.0;0;919.0;105.0;315.0;-380.0;270.0
-11;1.0;524.0;11;-74.0;-385.0;356.0;0;921.0;124.0;216.0;-380.0;270.0
3;2.0;540.0;-3;-68.0;-388.0;356.0;-3;918.0;109.0;-187.0;-381.0;270.0
-19;22.0;611.0;19;33.0;-390.0;339.0;6;869.0;427.0;-66.0;-375.0;258.0
62;288.0;518.0;-62;555.0;-223.0;-157.0;-234;265.0;139.0;-852.0;-316.0;190.0
-2;72.0;281.0;2;468.0;-308.0;354.0;13;124.0;740.0;-91.0;449.0;-352.0
-21;79.0;234.0;21;484.0;-297.0;232.0;18;115.0;671.0;-89.0;404.0;-297.0
127;170.0;195.0;-127;178.0;-215.0;481.0;104;177.0;1617.0;-6.0;-216.0;120.0
-31;167.0;149.0;31;421.0;-241.0;274.0;2;300.0;739.0;-90.0;53.0;29.0
-11;175.0;711.0;11;818.0;-133.0;391.0;4;322.0;114.0;1.0;-40.0;122.0
0;192.0;920.0;0;868.0;-134.0;374.0;-1;399.0;50.0;20.0;-47.0;123.0
3;208.0;966.0;-3;780.0;-152.0;315.0;1;346.0;-232.0;-115.0;-50.0;119.0
-20;206.0;942.0;20;935.0;-159.0;275.0;4;396.0;-310.0;-21.0;-50.0;117.0
83;387.0;453.0;-83;729.0;-22.0;358.0;-5;141.0;-405.0;-465.0;518.0;-770.0
34;159.0;522.0;-34;-46.0;-566.0;489.0;279;795.0;-19.0;-98.0;319.0;-242.0
-158;124.0;848.0;158;-177.0;-652.0;250.0;16;683.0;545.0;-268.0;388.0;-358.0
55;92.0;872.0;-55;177.0;-484.0;499.0;1;944.0;-323.0;-301.0;400.0;-359.0
189;161.0;109.0;-189;191.0;44.0;410.0;-211;88.0;422.0;-531.0;42.0;58.0
23;58.0;39.0;-23;325.0;-445.0;249.0;49;349.0;-229.0;-228.0;-365.0;329.0
12;447.0;484.0;-12;550.0;-73.0;252.0;50;95.0;-400.0;50.0;-246.0;99.0
12;499.0;482.0;-12;731.0;60.0;53.0;-3;176.0;284.0;-129.0;-251.0;15.0
23;475.0;571.0;-23;763.0;78.0;102.0;-6;244.0;129.0;-292.0;-253.0;15.0
88;55.0;551.0;-88;86.0;32.0;174.0;-5;951.0;21.0;37.0;-211.0;80.0
2;116.0;1018.0;-2;488.0;-112.0;759.0;-7;461.0;88.0;-358.0;561.0;-694.0
11;146.0;823.0;-11;534.0;-102.0;932.0;6;467.0;-4.0;-151.0;545.0;-700.0
-82;126.0;843.0;82;360.0;-87.0;937.0;8;511.0;-79.0;-93.0;543.0;-693.0
24;110.0;949.0;-24;735.0;-71.0;916.0;-4;404.0;-211.0;-97.0;543.0;-688.0
22;145.0;819.0;-22;866.0;66.0;823.0;-1;229.0;-205.0;19.0;541.0;-709.0
-5;146.0;833.0;5;815.0;83.0;748.0;7;179.0;12.0;0.0;539.0;-718.0
-10;146.0;824.0;10;801.0;91.0;705.0;6;158.0;52.0;-4.0;537.0;-720.0
-7;142.0;815.0;7;814.0;93.0;735.0;-3;172.0;-20.0;17.0;539.0;-720.0
11;141.0;814.0;-11;814.0;91.0;751.0;4;171.0;64.0;18.0;540.0;-720.0
-6;59.0;560.0;6;80.0;34.0;187.0;-4;946.0;26.0;33.0;-210.0;77.0
7;58.0;604.0;-7;137.0;8.0;214.0;2;951.0;74.0;-15.0;-209.0;73.0
-7;83.0;919.0;7;736.0;-55.0;777.0;6;504.0;365.0;19.0;555.0;-680.0
-23;78.0;836.0;23;479.0;-85.0;873.0;2;473.0;-159.0;16.0;554.0;-679.0
0;81.0;878.0;0;498.0;-87.0;869.0;-1;372.0;39.0;18.0;554.0;-677.0
-12;81.0;742.0;12;3.0;-148.0;883.0;-6;445.0;162.0;23.0;557.0;-670.0
1;72.0;826.0;-1;330.0;-133.0;822.0;6;352.0;-132.0;2.0;559.0;-670.0
17;58.0;851.0;-17;734.0;86.0;857.0;0;395.0;-234.0;33.0;573.0;-678.0
-21;60.0;913.0;21;745.0;28.0;801.0;-4;259.0;179.0;28.0;594.0;-688.0
22;51.0;605.0;-22;178.0;3.0;235.0;-3;950.0;43.0;-8.0;-209.0;73.0
-107;355.0;565.0;107;483.0;-271.0;822.0;302;399.0;-287.0;-634.0;-182.0;129.0
-25;316.0;581.0;25;421.0;-284.0;845.0;230;465.0;296.0;-104.0;-178.0;134.0
-1439;462.0;873.0;1439;839.0;-18.0;895.0;1174;-59.0;76.0;-97.0;61.0;134.0
-1923;369.0;7.0;1923;116.0;-27.0;291.0;138;89.0;-163.0;-293.0;485.0;-674.0
114;427.0;829.0;-114;955.0;-112.0;781.0;136;58.0;-248.0;-502.0;-67.0;-38.0
62;484.0;798.0;-62;1034.0;-101.0;655.0;98;1.0;62.0;-490.0;-69.0;-68.0
-24;501.0;823.0;24;748.0;-39.0;699.0;14;59.0;247.0;-266.0;-84.0;-122.0
28;491.0;872.0;-28;849.0;-41.0;551.0;0;-29.0;-83.0;-260.0;-90.0;-122.0
-5;527.0;755.0;5;770.0;-10.0;931.0;1;191.0;-612.0;-170.0;-171.0;-78.0
245;734.0;194.0;-245;469.0;-415.0;424.0;101;-502.0;-3202.0;-30.0;-328.0;806.0
-33;589.0;451.0;33;578.0;47.0;355.0;6;148.0;-202.0;29.0;-311.0;-1.0
-133;497.0;490.0;133;787.0;29.0;666.0;42;174.0;-75.0;66.0;-303.0;4.0
46;99.0;638.0;-46;293.0;-7.0;214.0;3;859.0;651.0;-265.0;-192.0;49.0
34;-14.0;423.0;-34;-350.0;-315.0;316.0;10;917.0;-126.0;-90.0;-384.0;270.0
208;515.0;31.0;-208;374.0;331.0;300.0;-310;91.0;-240.0;-58.0;414.0;-672.0
3;949.0;650.0;-3;599.0;-90.0;745.0;-2;59.0;427.0;-82.0;-139.0;940.0
225;181.0;302.0;-225;249.0;-450.0;611.0;-19;165.0;548.0;68.0;-614.0;670.0
-896;207.0;649.0;896;751.0;-184.0;422.0;222;185.0;-875.0;-2.0;601.0;-796.0
-12;144.0;933.0;12;824.0;96.0;826.0;4;182.0;62.0;24.0;538.0;-721.0
2;142.0;914.0;-2;812.0;96.0;887.0;1;172.0;52.0;22.0;538.0;-721.0
113;266.0;759.0;-113;453.0;378.0;627.0;6;14.0;831.0;-426.0;-379.0;487.0
14;845.0;78.0;-14;466.0;52.0;116.0;5;-169.0;524.0;-178.0;-217.0;944.0
0;833.0;405.0;0;600.0;-15.0;88.0;-2;78.0;199.0;-127.0;-218.0;957.0
1;355.0;677.0;-1;631.0;-515.0;254.0;-146;545.0;548.0;435.0;438.0;-436.0
98;504.0;108.0;-98;700.0;289.0;673.0;117;24.0;-798.0;-309.0;143.0;-312.0
14;416.0;571.0;-14;520.0;-103.0;692.0;-5;-142.0;427.0;23.0;550.0;-827.0
6;264.0;111.0;-6;206.0;-238.0;314.0;-43;-33.0;398.0;-14.0;617.0;-764.0
-184;93.0;292.0;184;139.0;37.0;318.0;-930;32.0;33.0;45.0;594.0;-762.0
6;281.0;745.0;-6;714.0;-694.0;281.0;-1;683.0;802.0;405.0;-449.0;462.0
-145;909.0;610.0;145;807.0;-323.0;1153.0;7;-159.0;176.0;138.0;36.0;122.0
-9;849.0;422.0;9;295.0;1019.0;534.0;-22;32.0;156.0;-142.0;-116.0;-801.0
-66;350.0;233.0;66;275.0;9.0;413.0;3;198.0;-700.0;198.0;464.0;-691.0
-47;340.0;986.0;47;893.0;-608.0;225.0;34;455.0;586.0;-92.0;395.0;-416.0
-4923;193.0;223.0;4923;127.0;137.0;-90.0;-315;177.0;-448.0;-428.0;439.0;-625.0
