Accelerometer LUA^ accY;InertialMeasurementUnit LUA magneticX;Accelerometer RKN^ accY;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LUA^ accZ;InertialMeasurementUnit LUA accZ;Accelerometer LH accZ;InertialMeasurementUnit LUA accX;InertialMeasurementUnit R-SHOE EuY
784.0;989.0;881.0;72.0;-89.0;49.0;?;21.0;-943.0;-27
?;999.0;?;?;?;117.0;?;-57.0;-841.0;?
801.0;998.0;898.0;143.0;-21.0;143.0;249.0;?;-853.0;?
859.0;1009.0;954.0;245.0;35.0;148.0;144.0;?;-866.0;-30
854.0;998.0;897.0;30.0;88.0;223.0;75.0;4.0;-890.0;-30
900.0;1004.0;972.0;2.0;137.0;315.0;50.0;53.0;?;-32
903.0;994.0;?;217.0;158.0;354.0;72.0;156.0;-921.0;-34
876.0;1001.0;996.0;275.0;?;346.0;109.0;326.0;-951.0;-38
?;995.0;1208.0;178.0;145.0;319.0;148.0;?;?;?
1025.0;987.0;1437.0;845.0;116.0;?;?;?;?;-60
1196.0;986.0;991.0;1569.0;78.0;386.0;203.0;?;-1201.0;-71
1322.0;975.0;621.0;1018.0;40.0;336.0;313.0;-83.0;-1454.0;-79
1315.0;982.0;1396.0;-20.0;?;?;384.0;5.0;-1541.0;-81
?;979.0;2077.0;5.0;-31.0;?;481.0;111.0;?;-79
865.0;997.0;1742.0;-3.0;-42.0;-429.0;630.0;119.0;-1178.0;?
?;1000.0;1542.0;-30.0;-58.0;-452.0;?;97.0;-724.0;-82
965.0;1007.0;?;-33.0;?;-199.0;520.0;43.0;-907.0;-83
925.0;1000.0;1488.0;-44.0;-87.0;-159.0;451.0;-3.0;?;-84
870.0;1001.0;1330.0;50.0;-79.0;?;?;-52.0;-902.0;-80
827.0;1003.0;?;1.0;?;?;?;-98.0;-842.0;-73
814.0;999.0;1060.0;-145.0;?;66.0;?;-69.0;-825.0;-66
781.0;1005.0;764.0;40.0;-67.0;96.0;369.0;27.0;?;-60
650.0;993.0;696.0;-98.0;?;132.0;348.0;62.0;-749.0;-52
574.0;998.0;354.0;?;-81.0;125.0;310.0;88.0;-605.0;-42
575.0;989.0;196.0;42.0;?;137.0;292.0;204.0;-547.0;?
?;985.0;198.0;528.0;-92.0;?;?;?;?;-34
?;?;453.0;135.0;-96.0;?;347.0;?;-883.0;-31
?;974.0;33.0;1690.0;-96.0;176.0;399.0;220.0;?;-27
871.0;?;1589.0;876.0;-98.0;?;379.0;126.0;-756.0;-26
?;968.0;1068.0;401.0;?;?;375.0;102.0;?;-26
980.0;979.0;563.0;478.0;-80.0;281.0;408.0;183.0;?;?
1262.0;976.0;?;494.0;?;302.0;350.0;251.0;-1080.0;-26
1039.0;996.0;1629.0;345.0;-44.0;73.0;391.0;279.0;-1167.0;-26
1059.0;992.0;?;?;-35.0;?;378.0;?;-897.0;-26
1182.0;992.0;1006.0;?;-39.0;-17.0;329.0;121.0;-1044.0;-26
?;971.0;?;250.0;-63.0;-75.0;285.0;42.0;-1191.0;-26
999.0;945.0;1059.0;184.0;?;39.0;242.0;-95.0;-1143.0;-26
888.0;931.0;1176.0;?;-121.0;113.0;256.0;?;?;-26
731.0;898.0;1067.0;?;-117.0;128.0;276.0;?;-961.0;?
574.0;890.0;889.0;336.0;-85.0;105.0;270.0;47.0;-738.0;-26
525.0;?;?;454.0;-41.0;?;197.0;?;-577.0;-26
627.0;843.0;962.0;?;-4.0;344.0;50.0;146.0;-596.0;-26
802.0;814.0;853.0;473.0;?;409.0;-36.0;?;?;-26
902.0;?;773.0;85.0;-18.0;?;-27.0;?;-874.0;-28
999.0;?;1177.0;?;-58.0;367.0;18.0;264.0;-1026.0;-31
?;729.0;1254.0;?;-113.0;?;181.0;385.0;-1143.0;?
1003.0;717.0;1374.0;509.0;-157.0;?;312.0;329.0;-1156.0;-43
1228.0;694.0;?;?;?;?;386.0;?;-1240.0;-53
1301.0;699.0;1324.0;1397.0;-216.0;196.0;408.0;-9.0;-1409.0;?
1310.0;691.0;?;1047.0;-237.0;119.0;451.0;-19.0;-1459.0;-68
1256.0;720.0;1169.0;?;?;124.0;484.0;-62.0;-1401.0;-71
963.0;?;1782.0;236.0;-248.0;-131.0;557.0;-98.0;-1154.0;-74
?;748.0;1682.0;258.0;-238.0;-333.0;645.0;-162.0;-744.0;?
846.0;762.0;1259.0;255.0;?;-221.0;?;-82.0;-776.0;-80
728.0;?;?;214.0;-272.0;-176.0;607.0;-151.0;-840.0;-79
699.0;?;1169.0;132.0;-283.0;-77.0;595.0;-164.0;?;-77
751.0;781.0;1037.0;155.0;?;?;?;-77.0;-775.0;-73
721.0;?;845.0;?;?;135.0;364.0;80.0;-780.0;?
613.0;790.0;?;-73.0;-223.0;155.0;298.0;213.0;-656.0;-68
600.0;801.0;568.0;?;?;225.0;?;?;-546.0;-61
620.0;800.0;568.0;-174.0;-197.0;279.0;79.0;89.0;-545.0;-53
558.0;806.0;553.0;?;-205.0;366.0;15.0;-15.0;-577.0;-45
?;811.0;434.0;-32.0;-220.0;192.0;211.0;103.0;-602.0;-38
772.0;809.0;358.0;110.0;-228.0;81.0;441.0;148.0;-687.0;-37
900.0;817.0;372.0;-69.0;?;?;?;150.0;-872.0;-31
975.0;805.0;1075.0;50.0;?;170.0;684.0;68.0;-1014.0;-26
1068.0;812.0;2126.0;1085.0;-237.0;?;?;-5.0;?;-27
1097.0;801.0;747.0;459.0;-217.0;?;?;?;-1138.0;-25
1131.0;?;534.0;447.0;-186.0;266.0;439.0;234.0;-1068.0;?
1148.0;?;1234.0;265.0;-153.0;183.0;434.0;287.0;-1129.0;-26
880.0;810.0;1460.0;282.0;-123.0;?;392.0;305.0;-966.0;-25
875.0;808.0;758.0;291.0;-118.0;26.0;316.0;254.0;-773.0;-25
1072.0;800.0;1203.0;229.0;-119.0;126.0;?;136.0;-922.0;-25
1183.0;798.0;?;198.0;-128.0;136.0;130.0;21.0;?;-25
1086.0;776.0;938.0;?;-132.0;171.0;?;-72.0;-1188.0;-27
1092.0;765.0;870.0;425.0;?;134.0;138.0;-279.0;-1126.0;-29
1048.0;?;?;?;-152.0;106.0;174.0;-394.0;-1091.0;?
?;742.0;844.0;346.0;-155.0;63.0;254.0;-291.0;-1039.0;-37
705.0;723.0;771.0;271.0;?;?;283.0;-97.0;-878.0;-37
732.0;709.0;914.0;?;-147.0;134.0;195.0;101.0;?;?
692.0;694.0;952.0;?;-133.0;213.0;123.0;210.0;?;?
585.0;?;?;-182.0;-114.0;200.0;?;272.0;-681.0;-38
622.0;672.0;1245.0;-79.0;-102.0;323.0;49.0;228.0;-611.0;-39
?;649.0;1412.0;144.0;-99.0;417.0;157.0;239.0;-733.0;-41
930.0;?;1483.0;463.0;?;480.0;261.0;382.0;-916.0;-47
1146.0;609.0;1436.0;771.0;?;477.0;?;?;-1122.0;-56
?;601.0;1064.0;?;-125.0;484.0;343.0;?;-1431.0;-64
1436.0;?;?;?;-152.0;347.0;?;111.0;-1613.0;?
1316.0;582.0;922.0;514.0;-180.0;124.0;?;110.0;-1633.0;?
941.0;599.0;1431.0;339.0;-193.0;-127.0;?;85.0;?;?
787.0;631.0;1624.0;318.0;-184.0;-162.0;597.0;?;-890.0;-77
828.0;657.0;1688.0;257.0;-159.0;?;490.0;-21.0;-711.0;-79
?;654.0;?;210.0;?;?;436.0;?;-775.0;-81
693.0;674.0;1412.0;149.0;-166.0;-10.0;?;50.0;-763.0;?
626.0;673.0;1124.0;?;?;76.0;?;98.0;-676.0;-80
693.0;683.0;1028.0;43.0;-226.0;?;358.0;128.0;-690.0;?
662.0;685.0;836.0;40.0;-232.0;174.0;?;36.0;-677.0;-69
630.0;693.0;708.0;?;-233.0;187.0;267.0;?;?;-64
593.0;701.0;510.0;-88.0;?;202.0;?;-74.0;-593.0;-57
605.0;698.0;?;?;-230.0;200.0;285.0;?;-571.0;-47
?;702.0;571.0;-155.0;-228.0;246.0;?;-120.0;-633.0;-41
707.0;697.0;446.0;128.0;-217.0;?;338.0;-95.0;-704.0;-34
?;710.0;594.0;-245.0;-207.0;293.0;373.0;-35.0;-788.0;-30
769.0;706.0;379.0;631.0;-183.0;?;355.0;91.0;-788.0;-29
?;?;1274.0;1726.0;-164.0;297.0;?;137.0;-785.0;-22
812.0;?;1946.0;816.0;-134.0;302.0;468.0;169.0;-813.0;?
868.0;709.0;896.0;682.0;-117.0;320.0;?;7.0;?;-22
926.0;714.0;625.0;524.0;-103.0;334.0;538.0;7.0;?;-20
?;709.0;1261.0;374.0;-81.0;384.0;?;108.0;-1038.0;-21
1298.0;716.0;?;289.0;-60.0;327.0;554.0;241.0;-1258.0;?
?;710.0;857.0;261.0;?;168.0;517.0;390.0;-1196.0;?
?;716.0;?;166.0;-11.0;17.0;428.0;446.0;-935.0;-21
840.0;490.0;1090.0;-80.0;?;?;161.0;?;?;-37
?;?;1369.0;288.0;2.0;591.0;?;?;-1076.0;-45
1334.0;488.0;1495.0;?;0.0;570.0;200.0;210.0;?;-58
1368.0;498.0;1319.0;?;-7.0;436.0;261.0;123.0;?;-68
1347.0;495.0;1181.0;1280.0;-17.0;299.0;329.0;10.0;-1508.0;-70
1065.0;515.0;597.0;?;-41.0;134.0;443.0;-134.0;-1404.0;-72
860.0;520.0;1251.0;320.0;-67.0;-172.0;593.0;-271.0;?;-75
839.0;547.0;2065.0;464.0;?;-188.0;596.0;-259.0;-801.0;-76
858.0;550.0;1268.0;55.0;-129.0;-25.0;705.0;-194.0;?;-76
738.0;555.0;1475.0;145.0;-147.0;27.0;686.0;-96.0;-904.0;-73
775.0;?;1245.0;9.0;?;?;521.0;7.0;?;-70
?;552.0;?;?;?;237.0;317.0;?;-794.0;-65
?;551.0;1000.0;102.0;-190.0;264.0;184.0;?;-704.0;?
543.0;540.0;918.0;-9.0;-199.0;302.0;140.0;142.0;-562.0;-52
502.0;544.0;?;-154.0;-208.0;297.0;150.0;177.0;-495.0;?
571.0;?;510.0;-33.0;-216.0;?;164.0;226.0;-508.0;-35
?;525.0;?;-156.0;-234.0;326.0;252.0;?;-592.0;?
745.0;508.0;518.0;-146.0;-249.0;336.0;355.0;176.0;-694.0;-28
857.0;501.0;?;-174.0;-256.0;327.0;456.0;153.0;-796.0;-25
977.0;499.0;421.0;?;-253.0;376.0;490.0;196.0;?;-26
932.0;499.0;413.0;-829.0;-249.0;379.0;?;274.0;?;-25
1052.0;?;2022.0;1254.0;-243.0;407.0;492.0;363.0;?;-26
1054.0;524.0;1043.0;632.0;-227.0;305.0;401.0;?;-1081.0;-26
?;556.0;514.0;?;?;?;?;331.0;-908.0;-26
1082.0;578.0;1322.0;98.0;?;?;304.0;134.0;-826.0;-26
?;617.0;1713.0;214.0;-164.0;43.0;308.0;-28.0;-1079.0;-27
1119.0;647.0;699.0;218.0;-131.0;22.0;311.0;?;?;-30
1009.0;681.0;?;272.0;-89.0;?;350.0;?;-1143.0;-33
?;710.0;867.0;?;-46.0;142.0;353.0;-240.0;?;?
771.0;732.0;819.0;?;3.0;125.0;325.0;?;-917.0;-37
?;761.0;829.0;353.0;56.0;128.0;?;?;-790.0;?
?;771.0;772.0;374.0;117.0;160.0;180.0;?;-718.0;?
655.0;790.0;839.0;188.0;?;203.0;153.0;213.0;-715.0;-41
?;799.0;847.0;80.0;224.0;?;?;277.0;-703.0;?
743.0;819.0;1071.0;-48.0;265.0;?;73.0;289.0;-723.0;-42
916.0;825.0;1184.0;49.0;293.0;365.0;82.0;341.0;-855.0;-46
1199.0;841.0;1395.0;?;309.0;401.0;?;202.0;-1133.0;-56
?;849.0;1394.0;933.0;309.0;363.0;203.0;73.0;-1443.0;-64
1431.0;855.0;1358.0;1095.0;296.0;247.0;344.0;58.0;-1601.0;?
1387.0;868.0;967.0;1029.0;273.0;?;?;98.0;-1554.0;-77
1122.0;865.0;556.0;565.0;230.0;?;509.0;111.0;?;?
940.0;874.0;1593.0;241.0;182.0;-296.0;591.0;81.0;-1121.0;-83
893.0;868.0;1608.0;146.0;131.0;-317.0;558.0;105.0;-833.0;-85
854.0;866.0;?;131.0;80.0;?;517.0;122.0;-889.0;-84
810.0;?;1554.0;170.0;?;-78.0;?;121.0;-870.0;-83
879.0;833.0;1123.0;121.0;-3.0;72.0;393.0;126.0;?;-80
814.0;816.0;1237.0;42.0;-50.0;?;263.0;152.0;-893.0;-76
?;793.0;1201.0;-1.0;-98.0;220.0;183.0;?;-770.0;?
599.0;782.0;919.0;?;?;?;141.0;56.0;?;-63
638.0;?;659.0;-65.0;-179.0;317.0;116.0;-8.0;-574.0;-56
?;758.0;?;?;-219.0;314.0;128.0;39.0;-628.0;-46
?;746.0;519.0;-144.0;-255.0;293.0;?;126.0;-672.0;-38
?;746.0;522.0;-267.0;?;267.0;292.0;176.0;-672.0;-34
?;738.0;511.0;-274.0;-304.0;242.0;404.0;250.0;-666.0;?
?;?;?;-240.0;-314.0;268.0;?;151.0;-762.0;-22
998.0;743.0;368.0;1131.0;-312.0;326.0;450.0;79.0;?;-22
970.0;748.0;2088.0;1133.0;-301.0;335.0;434.0;183.0;-1022.0;-22
1091.0;765.0;1226.0;576.0;-280.0;404.0;409.0;246.0;-977.0;?
?;780.0;?;395.0;-250.0;311.0;370.0;285.0;-1163.0;-22
994.0;814.0;1208.0;53.0;-221.0;46.0;353.0;267.0;-1039.0;-22
1121.0;842.0;1546.0;288.0;?;109.0;?;?;-883.0;?
1240.0;886.0;880.0;?;-111.0;68.0;?;136.0;?;-24
1198.0;?;1325.0;414.0;-43.0;47.0;192.0;50.0;?;?
1100.0;954.0;1046.0;321.0;18.0;60.0;207.0;-8.0;-1234.0;-28
934.0;988.0;925.0;307.0;?;111.0;244.0;-24.0;-1183.0;?
755.0;1006.0;978.0;560.0;100.0;79.0;?;-4.0;-1014.0;-34
687.0;1026.0;?;542.0;144.0;88.0;?;41.0;?;-36
?;1029.0;?;191.0;189.0;146.0;230.0;?;-754.0;-36
616.0;1045.0;767.0;176.0;242.0;156.0;?;126.0;-714.0;-36
621.0;1047.0;868.0;96.0;287.0;?;113.0;200.0;-679.0;-37
669.0;1059.0;?;-16.0;?;275.0;?;239.0;-643.0;-37
825.0;1059.0;1035.0;-176.0;336.0;?;77.0;321.0;-773.0;-41
?;1064.0;1408.0;158.0;?;391.0;?;261.0;-965.0;-47
?;1072.0;1367.0;522.0;?;393.0;151.0;?;?;-55
?;1075.0;1349.0;850.0;314.0;247.0;244.0;-12.0;-1464.0;-68
1394.0;1085.0;1131.0;1054.0;276.0;217.0;?;-41.0;-1481.0;-73
?;1080.0;412.0;882.0;225.0;183.0;372.0;?;?;-73
?;1093.0;1055.0;510.0;154.0;-70.0;491.0;-105.0;?;-76
?;1084.0;1981.0;754.0;89.0;-294.0;566.0;-120.0;-926.0;-78
907.0;1087.0;1566.0;441.0;?;-358.0;?;-81.0;-831.0;-79
847.0;1078.0;1552.0;80.0;0.0;-256.0;752.0;?;-916.0;-78
815.0;1068.0;?;194.0;-18.0;-117.0;624.0;25.0;-858.0;-76
664.0;?;?;98.0;301.0;220.0;78.0;142.0;-667.0;-38
749.0;1170.0;912.0;?;338.0;?;65.0;?;-714.0;?
927.0;?;1164.0;92.0;344.0;328.0;100.0;202.0;-823.0;?
1123.0;1180.0;1441.0;318.0;336.0;359.0;146.0;198.0;-1045.0;-51
?;1182.0;1329.0;619.0;323.0;347.0;234.0;132.0;-1251.0;-57
1417.0;1195.0;1473.0;1108.0;299.0;302.0;?;85.0;-1399.0;-65
?;1196.0;845.0;1262.0;262.0;115.0;387.0;63.0;-1522.0;-74
1305.0;1207.0;511.0;924.0;208.0;-57.0;523.0;46.0;-1476.0;-75
1167.0;?;1576.0;334.0;162.0;-228.0;678.0;-42.0;-1319.0;-76
996.0;1205.0;1941.0;584.0;124.0;-360.0;685.0;?;-1040.0;-83
911.0;1202.0;1369.0;196.0;100.0;-216.0;676.0;-47.0;-975.0;-84
804.0;1199.0;1656.0;134.0;92.0;-91.0;618.0;-4.0;-953.0;-81
814.0;1114.0;?;?;171.0;74.0;730.0;?;?;-78
?;1131.0;979.0;-56.0;?;?;827.0;?;-663.0;-80
900.0;1123.0;860.0;-86.0;216.0;-295.0;?;525.0;-772.0;-81
827.0;1119.0;?;-73.0;132.0;-134.0;203.0;370.0;-915.0;?
816.0;1113.0;904.0;?;?;95.0;308.0;289.0;-897.0;-76
?;1110.0;817.0;-131.0;3.0;104.0;256.0;253.0;-849.0;-66
728.0;?;782.0;-95.0;-4.0;?;?;?;-769.0;-53
?;1115.0;721.0;-279.0;?;171.0;194.0;173.0;-731.0;-45
?;1120.0;736.0;-334.0;0.0;264.0;221.0;71.0;-742.0;-32
800.0;1118.0;693.0;-253.0;?;?;234.0;-36.0;?;-19
794.0;1124.0;?;885.0;33.0;?;271.0;-40.0;-805.0;-10
793.0;1118.0;179.0;1564.0;46.0;252.0;481.0;?;-817.0;-1
756.0;1125.0;814.0;2785.0;57.0;263.0;420.0;-37.0;-821.0;?
765.0;1120.0;-123.0;439.0;77.0;255.0;387.0;-43.0;-801.0;-7
875.0;1119.0;909.0;?;103.0;272.0;330.0;-96.0;?;-14
1072.0;?;2544.0;1296.0;?;?;?;-155.0;?;-22
1046.0;?;1091.0;823.0;?;?;301.0;-139.0;?;-22
1147.0;1117.0;261.0;-683.0;?;333.0;314.0;134.0;-1012.0;-24
1240.0;1116.0;1054.0;-306.0;268.0;?;310.0;185.0;-1159.0;-25
1026.0;1123.0;?;-52.0;299.0;-121.0;?;272.0;-1064.0;?
1130.0;1116.0;1106.0;-115.0;319.0;58.0;371.0;226.0;-863.0;-26
1185.0;1119.0;863.0;-230.0;320.0;61.0;?;181.0;-1042.0;-26
1114.0;1122.0;1027.0;3.0;306.0;-26.0;330.0;153.0;-1188.0;-26
997.0;1117.0;1087.0;-7.0;284.0;-9.0;382.0;133.0;-1135.0;-27
854.0;1108.0;867.0;?;262.0;?;425.0;121.0;-1004.0;?
762.0;1085.0;981.0;117.0;231.0;?;368.0;199.0;-921.0;?
708.0;1074.0;800.0;267.0;?;?;285.0;296.0;?;?
861.0;1059.0;1022.0;?;204.0;168.0;168.0;401.0;-869.0;-29
815.0;1046.0;923.0;15.0;?;201.0;89.0;464.0;-878.0;-29
818.0;1020.0;?;-18.0;192.0;?;76.0;?;-862.0;?
771.0;?;865.0;?;?;198.0;62.0;211.0;?;?
783.0;981.0;1150.0;170.0;?;284.0;116.0;200.0;-828.0;-42
982.0;?;?;?;167.0;341.0;135.0;47.0;-910.0;-55
?;963.0;1297.0;?;159.0;349.0;239.0;-201.0;-1118.0;-73
1082.0;964.0;1191.0;868.0;165.0;?;367.0;-308.0;?;-85
1290.0;986.0;?;600.0;?;?;?;-206.0;-1231.0;-79
1066.0;999.0;?;-34.0;181.0;192.0;397.0;-90.0;-1363.0;-74
646.0;1013.0;1906.0;-152.0;?;-325.0;594.0;-14.0;-963.0;-78
985.0;1029.0;1701.0;-101.0;190.0;-156.0;594.0;57.0;-590.0;-77
950.0;1042.0;1294.0;?;?;-48.0;?;110.0;-1016.0;-77
825.0;1056.0;?;-361.0;184.0;-73.0;467.0;143.0;-1026.0;-77
?;1067.0;1120.0;-415.0;181.0;89.0;428.0;123.0;-885.0;-61
749.0;?;949.0;-425.0;?;172.0;255.0;?;-813.0;-48
730.0;1074.0;764.0;-415.0;?;?;180.0;?;?;-37
720.0;1083.0;642.0;-487.0;201.0;287.0;185.0;22.0;-731.0;-22
?;?;622.0;-712.0;195.0;309.0;196.0;10.0;-734.0;-10
803.0;1088.0;550.0;-676.0;180.0;297.0;212.0;131.0;-773.0;-2
783.0;1086.0;?;?;160.0;?;256.0;211.0;?;?
?;1090.0;1533.0;2364.0;142.0;?;?;?;?;-4
944.0;1090.0;171.0;?;?;285.0;347.0;101.0;-839.0;?
1083.0;1090.0;?;?;119.0;?;323.0;104.0;-947.0;-20
1139.0;1093.0;955.0;-216.0;?;214.0;317.0;?;?;-23
1174.0;1095.0;?;?;112.0;297.0;329.0;236.0;-1076.0;-24
1174.0;?;1021.0;347.0;115.0;?;334.0;200.0;-1186.0;-24
969.0;1111.0;527.0;?;127.0;?;354.0;175.0;-1123.0;-24
1092.0;1120.0;?;?;140.0;126.0;291.0;?;-869.0;-24
1259.0;1125.0;1216.0;-84.0;?;?;240.0;154.0;?;-25
1237.0;1138.0;1108.0;-119.0;157.0;80.0;211.0;152.0;-1229.0;-25
1059.0;1138.0;?;-238.0;145.0;75.0;210.0;140.0;-1246.0;-26
876.0;1135.0;1158.0;-29.0;?;78.0;287.0;?;-1117.0;?
750.0;1121.0;1070.0;?;?;77.0;301.0;101.0;-956.0;-27
700.0;1106.0;796.0;155.0;116.0;125.0;?;78.0;-834.0;-28
723.0;?;914.0;234.0;130.0;203.0;203.0;?;-790.0;-28
724.0;1078.0;948.0;295.0;147.0;265.0;?;?;-799.0;-29
762.0;1063.0;923.0;?;160.0;278.0;57.0;?;-800.0;-30
771.0;1039.0;?;?;?;322.0;15.0;300.0;?;-34
809.0;1022.0;?;216.0;151.0;373.0;25.0;93.0;-817.0;?
1016.0;1002.0;1170.0;381.0;122.0;448.0;?;15.0;-886.0;?
1158.0;986.0;1371.0;279.0;92.0;409.0;37.0;-285.0;-1120.0;-63
?;977.0;1543.0;2229.0;63.0;251.0;?;?;-1279.0;-76
1216.0;980.0;?;1245.0;38.0;290.0;340.0;-363.0;-1234.0;-76
1139.0;1001.0;?;-288.0;27.0;139.0;498.0;-192.0;?;-72
?;1009.0;?;-42.0;?;-222.0;611.0;-14.0;-1219.0;-71
966.0;1035.0;1777.0;-73.0;43.0;?;747.0;160.0;-785.0;?
1005.0;1049.0;1476.0;-293.0;60.0;-79.0;555.0;266.0;-964.0;-70
?;1065.0;?;-306.0;58.0;7.0;381.0;267.0;-1003.0;-67
790.0;1073.0;1283.0;-303.0;40.0;110.0;407.0;207.0;-926.0;-60
757.0;?;?;-324.0;?;?;308.0;168.0;-854.0;-51
702.0;1083.0;880.0;-274.0;47.0;238.0;231.0;93.0;-772.0;-50
709.0;1087.0;620.0;?;50.0;?;198.0;?;-728.0;?
719.0;1095.0;725.0;-449.0;?;328.0;135.0;28.0;-703.0;?
738.0;?;469.0;-816.0;?;321.0;?;-31.0;-683.0;-4
742.0;?;1060.0;41.0;31.0;?;156.0;85.0;-716.0;-1
769.0;1089.0;?;675.0;22.0;265.0;294.0;?;?;-2
910.0;?;169.0;1702.0;?;362.0;?;?;-859.0;-8
1014.0;1082.0;693.0;1659.0;29.0;401.0;350.0;110.0;-1021.0;-15
1037.0;1075.0;82.0;-780.0;45.0;?;228.0;167.0;-1012.0;?
1005.0;1073.0;2405.0;1069.0;48.0;?;?;?;-934.0;-23
1200.0;1063.0;2315.0;1608.0;55.0;324.0;?;236.0;-1035.0;?
1147.0;?;624.0;-357.0;?;118.0;?;?;-1239.0;-23
1042.0;1041.0;873.0;-327.0;90.0;97.0;355.0;97.0;?;-23
1230.0;1029.0;1258.0;?;95.0;?;244.0;-12.0;-987.0;-23
?;1007.0;1182.0;-189.0;87.0;148.0;167.0;-65.0;-1189.0;-24
1180.0;982.0;945.0;-256.0;60.0;?;168.0;-105.0;-1311.0;-24
912.0;?;1067.0;-78.0;40.0;71.0;257.0;-163.0;-1210.0;-25
713.0;?;1074.0;?;32.0;64.0;298.0;?;?;?
668.0;901.0;892.0;?;?;125.0;291.0;27.0;-793.0;-26
677.0;881.0;924.0;137.0;59.0;232.0;201.0;150.0;?;-28
?;861.0;949.0;185.0;?;?;93.0;254.0;?;-28
769.0;832.0;952.0;70.0;79.0;427.0;45.0;344.0;-774.0;-28
748.0;805.0;?;47.0;79.0;436.0;20.0;302.0;-804.0;?
789.0;?;?;221.0;65.0;420.0;39.0;140.0;?;?
?;756.0;1073.0;246.0;47.0;?;?;153.0;-886.0;?
1048.0;739.0;?;?;19.0;393.0;82.0;59.0;-1075.0;?
974.0;728.0;?;588.0;-3.0;301.0;?;-57.0;-1172.0;-72
1006.0;735.0;?;2491.0;?;206.0;?;?;-1187.0;-82
1289.0;?;721.0;?;-21.0;246.0;380.0;?;-1196.0;-77
798.0;?;1598.0;?;-25.0;-37.0;444.0;40.0;-1330.0;?
?;784.0;1897.0;-17.0;-12.0;-92.0;556.0;106.0;-850.0;?
?;812.0;1742.0;-281.0;?;76.0;?;116.0;-878.0;-72
918.0;838.0;1370.0;-321.0;36.0;-34.0;402.0;149.0;-1151.0;-66
824.0;?;?;-345.0;36.0;?;335.0;133.0;-993.0;-60
794.0;?;939.0;-402.0;32.0;?;274.0;114.0;?;-48
729.0;?;874.0;?;42.0;238.0;?;79.0;-840.0;-37
720.0;888.0;766.0;-377.0;47.0;289.0;?;24.0;?;-24
759.0;897.0;642.0;-431.0;?;377.0;?;37.0;-750.0;-11
?;?;?;?;?;?;?;106.0;-774.0;-2
780.0;904.0;953.0;78.0;46.0;356.0;?;?;-800.0;3
764.0;907.0;896.0;215.0;?;369.0;242.0;259.0;-815.0;2
797.0;906.0;686.0;2012.0;16.0;?;252.0;?;-783.0;?
952.0;?;237.0;1339.0;-5.0;366.0;?;158.0;-788.0;-11
1093.0;902.0;346.0;353.0;-15.0;269.0;179.0;295.0;-913.0;-18
1062.0;905.0;786.0;-1394.0;-19.0;311.0;313.0;366.0;-1062.0;-20
1221.0;909.0;2615.0;1673.0;-24.0;?;330.0;?;-1138.0;-20
1102.0;909.0;784.0;-57.0;-13.0;95.0;336.0;172.0;-1203.0;?
1133.0;911.0;789.0;-725.0;-2.0;163.0;291.0;93.0;-982.0;-20
1223.0;910.0;1217.0;-538.0;?;146.0;275.0;65.0;-1073.0;-21
1280.0;?;?;-370.0;38.0;160.0;209.0;75.0;?;-21
1137.0;920.0;979.0;-353.0;51.0;139.0;154.0;68.0;-1285.0;-22
897.0;925.0;?;-78.0;59.0;56.0;197.0;80.0;?;-23
692.0;916.0;1101.0;-49.0;60.0;31.0;?;116.0;-912.0;?
665.0;911.0;978.0;126.0;67.0;113.0;?;200.0;-776.0;-25
689.0;913.0;871.0;190.0;81.0;194.0;165.0;263.0;-763.0;-26
788.0;904.0;967.0;197.0;100.0;219.0;?;?;-779.0;-28
799.0;?;969.0;29.0;117.0;241.0;42.0;350.0;-819.0;-30
752.0;886.0;935.0;?;131.0;?;35.0;234.0;-833.0;-34
889.0;884.0;939.0;140.0;135.0;402.0;56.0;304.0;-836.0;-45
1079.0;878.0;?;456.0;132.0;369.0;53.0;-7.0;?;-58
1021.0;879.0;1201.0;431.0;121.0;297.0;?;-212.0;-1264.0;-70
1060.0;887.0;1432.0;1125.0;?;169.0;407.0;-202.0;-1211.0;-76
1370.0;907.0;535.0;897.0;111.0;381.0;469.0;54.0;?;-72
823.0;932.0;747.0;501.0;?;-226.0;532.0;102.0;-1529.0;-69
834.0;?;2120.0;24.0;109.0;?;736.0;214.0;-738.0;-69
?;962.0;1765.0;61.0;93.0;-149.0;600.0;188.0;?;-67
925.0;968.0;?;-319.0;69.0;-189.0;338.0;122.0;-1053.0;-65
872.0;?;1137.0;?;40.0;-40.0;417.0;46.0;-1016.0;-63
854.0;988.0;1058.0;-309.0;?;122.0;388.0;?;?;-53
758.0;?;868.0;?;?;163.0;270.0;60.0;?;-37
670.0;994.0;866.0;-326.0;21.0;?;?;?;-764.0;-35
?;993.0;580.0;-515.0;?;296.0;?;56.0;-692.0;-26
776.0;?;591.0;-508.0;-9.0;294.0;193.0;143.0;?;-4
763.0;988.0;416.0;-804.0;?;?;211.0;?;-743.0;4
756.0;990.0;1320.0;760.0;-42.0;282.0;263.0;253.0;-761.0;2
800.0;987.0;181.0;966.0;-49.0;308.0;287.0;?;-750.0;?
925.0;991.0;180.0;2338.0;-50.0;?;268.0;161.0;-779.0;-9
