InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA magneticY
824.0;-622.0;33;680.0;-56.0;542.0;?;195.0;459.0
816.0;-623.0;38;670.0;-57.0;570.0;-216.0;211.0;467.0
811.0;-622.0;41;670.0;-58.0;?;?;216.0;473.0
802.0;-623.0;45;675.0;-60.0;539.0;-238.0;213.0;474.0
795.0;-625.0;46;679.0;-61.0;608.0;-247.0;210.0;479.0
786.0;-628.0;47;685.0;-61.0;642.0;-255.0;213.0;479.0
785.0;?;?;692.0;-60.0;522.0;-261.0;219.0;481.0
783.0;-634.0;46;?;-60.0;?;-264.0;234.0;488.0
?;-634.0;48;705.0;?;231.0;-266.0;259.0;488.0
781.0;-631.0;?;713.0;-60.0;221.0;-268.0;?;493.0
?;?;50;717.0;-59.0;?;-269.0;314.0;500.0
779.0;-624.0;?;718.0;?;14.0;?;?;500.0
775.0;-623.0;51;722.0;?;-47.0;?;337.0;501.0
771.0;?;51;725.0;-53.0;-35.0;-270.0;332.0;506.0
767.0;?;50;?;?;18.0;-269.0;336.0;513.0
770.0;?;51;733.0;-47.0;41.0;-269.0;341.0;514.0
770.0;?;52;737.0;-45.0;61.0;?;?;?
773.0;-580.0;52;?;-45.0;33.0;?;329.0;?
775.0;-568.0;52;744.0;?;79.0;-265.0;322.0;503.0
777.0;-558.0;52;743.0;?;38.0;?;326.0;502.0
781.0;-554.0;52;?;-47.0;84.0;-263.0;328.0;496.0
780.0;-552.0;53;?;-48.0;?;-263.0;?;493.0
781.0;-551.0;54;?;-48.0;129.0;-265.0;332.0;499.0
779.0;-549.0;55;731.0;-48.0;?;-264.0;333.0;?
778.0;-551.0;55;727.0;-48.0;?;-263.0;336.0;501.0
771.0;-548.0;57;718.0;?;34.0;-260.0;338.0;512.0
766.0;-548.0;58;715.0;-49.0;-31.0;-257.0;341.0;?
763.0;-545.0;57;?;-49.0;?;?;342.0;528.0
758.0;-542.0;58;713.0;?;-105.0;-251.0;341.0;541.0
751.0;-542.0;59;717.0;-49.0;-90.0;-247.0;341.0;552.0
740.0;-545.0;60;720.0;?;?;-243.0;341.0;564.0
?;?;61;725.0;-47.0;?;-238.0;?;582.0
720.0;?;?;729.0;-46.0;-216.0;-233.0;328.0;601.0
706.0;-536.0;64;734.0;-45.0;-204.0;-228.0;320.0;620.0
?;?;65;738.0;-45.0;-227.0;-223.0;?;647.0
673.0;-532.0;64;741.0;?;-244.0;-220.0;332.0;667.0
?;-531.0;?;745.0;-45.0;-246.0;?;339.0;676.0
664.0;-529.0;66;748.0;-45.0;-294.0;-216.0;?;?
?;-531.0;67;749.0;-45.0;-355.0;?;339.0;680.0
675.0;-532.0;73;?;-44.0;-280.0;-218.0;334.0;671.0
691.0;?;85;?;-44.0;-229.0;-221.0;327.0;658.0
704.0;?;117;751.0;-42.0;-252.0;-225.0;325.0;644.0
711.0;-535.0;?;752.0;-40.0;-230.0;-228.0;323.0;631.0
?;?;141;?;-38.0;-251.0;?;319.0;617.0
736.0;-537.0;137;748.0;?;-208.0;?;316.0;602.0
746.0;-536.0;136;744.0;-30.0;-194.0;-236.0;324.0;?
746.0;-536.0;135;739.0;-25.0;?;-237.0;?;588.0
746.0;-534.0;137;735.0;-20.0;-184.0;-237.0;?;590.0
743.0;-533.0;137;?;-17.0;?;-237.0;330.0;598.0
740.0;?;?;728.0;-13.0;-121.0;?;336.0;?
730.0;-533.0;135;727.0;-9.0;?;?;?;613.0
728.0;-534.0;135;727.0;-4.0;-27.0;?;340.0;?
727.0;-532.0;135;729.0;?;-34.0;-237.0;?;?
727.0;-529.0;135;732.0;3.0;-96.0;?;351.0;617.0
727.0;-524.0;137;734.0;5.0;-157.0;-230.0;356.0;618.0
722.0;-517.0;137;734.0;6.0;-107.0;-228.0;?;625.0
?;?;136;738.0;7.0;-47.0;-225.0;362.0;625.0
720.0;-513.0;137;742.0;?;20.0;-223.0;361.0;626.0
?;-512.0;?;743.0;9.0;49.0;-220.0;359.0;632.0
?;-510.0;136;746.0;?;?;?;358.0;635.0
?;-508.0;138;?;?;51.0;-216.0;359.0;?
?;-504.0;138;747.0;12.0;72.0;-214.0;361.0;642.0
704.0;?;137;748.0;13.0;?;-212.0;361.0;645.0
702.0;-500.0;137;744.0;14.0;71.0;-210.0;361.0;648.0
?;-496.0;137;?;14.0;44.0;-208.0;361.0;650.0
699.0;-494.0;137;742.0;14.0;32.0;?;359.0;649.0
?;?;137;741.0;13.0;?;-205.0;352.0;?
700.0;-493.0;?;?;12.0;44.0;?;347.0;650.0
703.0;-492.0;136;738.0;12.0;58.0;-204.0;342.0;647.0
?;-494.0;135;739.0;?;37.0;-203.0;334.0;642.0
706.0;-495.0;?;738.0;12.0;?;-203.0;332.0;642.0
707.0;-497.0;134;736.0;12.0;2.0;-202.0;333.0;637.0
714.0;-494.0;?;738.0;?;7.0;-202.0;331.0;632.0
?;-493.0;132;736.0;10.0;32.0;-203.0;328.0;632.0
719.0;-497.0;?;?;9.0;?;-203.0;325.0;626.0
724.0;?;?;740.0;8.0;82.0;?;323.0;?
724.0;-500.0;131;738.0;7.0;81.0;-204.0;?;618.0
728.0;?;129;738.0;5.0;83.0;-204.0;318.0;?
732.0;-503.0;130;736.0;4.0;75.0;-204.0;314.0;608.0
?;?;130;735.0;?;75.0;?;312.0;605.0
742.0;-504.0;129;734.0;-1.0;73.0;-205.0;314.0;597.0
746.0;-503.0;131;732.0;?;96.0;?;?;590.0
748.0;-503.0;124;731.0;-3.0;88.0;-204.0;306.0;586.0
753.0;-503.0;119;733.0;-5.0;63.0;-203.0;306.0;580.0
755.0;-502.0;120;733.0;-7.0;41.0;-202.0;302.0;573.0
757.0;-501.0;118;732.0;?;91.0;?;297.0;574.0
759.0;-501.0;118;734.0;?;69.0;-202.0;292.0;570.0
?;-502.0;117;739.0;-15.0;60.0;-202.0;281.0;565.0
759.0;-503.0;117;741.0;-18.0;?;-204.0;269.0;566.0
759.0;-507.0;119;?;?;108.0;-205.0;260.0;564.0
758.0;-513.0;118;753.0;-24.0;150.0;-207.0;249.0;561.0
758.0;-515.0;119;756.0;-27.0;170.0;-209.0;226.0;562.0
760.0;?;119;761.0;-32.0;?;-210.0;196.0;556.0
761.0;-524.0;118;763.0;-36.0;200.0;-213.0;167.0;549.0
764.0;?;119;763.0;-41.0;207.0;?;154.0;?
771.0;-533.0;118;763.0;-46.0;206.0;-218.0;157.0;529.0
?;?;119;761.0;?;224.0;-221.0;157.0;519.0
776.0;?;?;758.0;-55.0;273.0;-224.0;161.0;515.0
779.0;-548.0;?;759.0;-59.0;268.0;?;161.0;507.0
782.0;-553.0;121;759.0;-63.0;235.0;-227.0;157.0;?
782.0;?;121;755.0;-67.0;219.0;-228.0;154.0;?
784.0;-558.0;118;?;-71.0;185.0;-229.0;155.0;494.0
786.0;-562.0;119;?;-75.0;156.0;-230.0;162.0;492.0
?;-563.0;123;754.0;-79.0;138.0;-230.0;?;497.0
785.0;-566.0;124;755.0;-84.0;48.0;-230.0;171.0;?
?;-567.0;121;?;-88.0;-79.0;-231.0;167.0;490.0
787.0;-566.0;121;755.0;-92.0;-149.0;-232.0;?;487.0
790.0;?;122;756.0;-95.0;-178.0;-234.0;?;478.0
793.0;?;121;764.0;-99.0;-87.0;-235.0;?;468.0
795.0;?;120;772.0;-102.0;?;-235.0;160.0;?
797.0;-581.0;121;779.0;-107.0;-13.0;-237.0;181.0;461.0
801.0;-590.0;121;788.0;-111.0;-45.0;-239.0;194.0;455.0
805.0;-595.0;?;795.0;-115.0;-36.0;-243.0;190.0;447.0
809.0;-603.0;128;802.0;-118.0;-9.0;-247.0;185.0;?
?;-610.0;?;805.0;-121.0;?;-252.0;194.0;425.0
?;?;132;806.0;-124.0;123.0;-255.0;195.0;423.0
813.0;-624.0;?;805.0;-125.0;141.0;-258.0;193.0;424.0
815.0;-629.0;130;804.0;-126.0;172.0;-262.0;195.0;424.0
817.0;-632.0;128;798.0;-125.0;197.0;-265.0;198.0;426.0
820.0;-633.0;127;792.0;?;226.0;?;194.0;419.0
825.0;-634.0;127;783.0;-123.0;277.0;-264.0;189.0;411.0
824.0;-634.0;?;774.0;?;206.0;?;?;412.0
824.0;-634.0;124;767.0;-122.0;196.0;-260.0;191.0;417.0
819.0;-634.0;121;?;-122.0;?;-257.0;194.0;427.0
?;-629.0;122;751.0;-120.0;?;-254.0;209.0;446.0
795.0;-627.0;125;745.0;-119.0;129.0;-249.0;239.0;477.0
782.0;-623.0;?;746.0;?;60.0;-244.0;?;501.0
774.0;-619.0;125;742.0;?;?;-241.0;262.0;525.0
768.0;-614.0;127;?;-125.0;37.0;-240.0;272.0;541.0
768.0;-610.0;122;749.0;-127.0;?;-240.0;274.0;?
770.0;-609.0;117;755.0;-126.0;?;-240.0;?;538.0
?;-608.0;119;763.0;-129.0;171.0;-242.0;277.0;525.0
777.0;-610.0;118;770.0;?;164.0;-245.0;?;519.0
776.0;-613.0;?;?;-129.0;169.0;-249.0;?;521.0
774.0;-619.0;111;?;?;218.0;-250.0;275.0;?
767.0;?;112;774.0;?;125.0;-250.0;280.0;532.0
761.0;?;110;?;-136.0;-25.0;-247.0;276.0;547.0
758.0;-630.0;111;774.0;?;-106.0;-241.0;273.0;555.0
754.0;-632.0;113;772.0;?;-292.0;-234.0;261.0;559.0
745.0;-634.0;113;767.0;?;-470.0;-227.0;234.0;566.0
749.0;-635.0;115;?;-155.0;-678.0;-221.0;201.0;557.0
757.0;?;118;760.0;?;-877.0;-217.0;?;?
761.0;-637.0;119;759.0;-167.0;-967.0;-215.0;?;525.0
770.0;-640.0;121;?;-170.0;-926.0;-215.0;150.0;499.0
777.0;?;122;776.0;?;-952.0;-216.0;?;476.0
785.0;-645.0;120;787.0;-168.0;-1014.0;-218.0;128.0;451.0
788.0;-653.0;116;810.0;-161.0;-1029.0;-220.0;111.0;428.0
792.0;-652.0;117;?;?;-1014.0;-219.0;94.0;411.0
795.0;-653.0;120;843.0;-142.0;-974.0;-216.0;76.0;406.0
802.0;-651.0;118;857.0;-131.0;-996.0;-211.0;59.0;402.0
804.0;-645.0;118;868.0;?;-1062.0;-203.0;?;?
807.0;-642.0;?;877.0;?;-1101.0;-195.0;32.0;?
?;-634.0;115;886.0;-88.0;-1157.0;-185.0;28.0;411.0
811.0;-625.0;?;?;-72.0;-1199.0;-176.0;34.0;421.0
?;-613.0;110;893.0;-56.0;-1193.0;-165.0;47.0;?
817.0;-601.0;92;893.0;-38.0;-1082.0;-152.0;?;443.0
?;-590.0;83;895.0;-20.0;-1025.0;-137.0;98.0;449.0
810.0;?;32;891.0;0.0;-955.0;?;136.0;452.0
804.0;-564.0;12;888.0;18.0;?;-103.0;176.0;447.0
788.0;-545.0;22;877.0;37.0;?;-83.0;218.0;443.0
767.0;-523.0;?;870.0;?;-719.0;-61.0;258.0;?
747.0;-496.0;14;863.0;73.0;-731.0;-38.0;?;437.0
733.0;-466.0;?;858.0;?;-771.0;-14.0;331.0;432.0
714.0;-432.0;11;855.0;114.0;-673.0;8.0;363.0;?
?;-397.0;13;859.0;135.0;?;30.0;393.0;412.0
678.0;-362.0;?;865.0;156.0;?;50.0;?;393.0
661.0;-321.0;?;?;175.0;-851.0;68.0;461.0;373.0
648.0;?;17;884.0;193.0;-1023.0;83.0;?;353.0
633.0;-235.0;19;894.0;?;?;99.0;540.0;326.0
619.0;-188.0;?;905.0;?;-1312.0;114.0;576.0;300.0
602.0;-141.0;21;904.0;253.0;?;?;609.0;272.0
589.0;-101.0;22;896.0;?;-1705.0;145.0;635.0;239.0
576.0;-56.0;22;884.0;293.0;?;?;656.0;?
566.0;-21.0;22;853.0;312.0;?;177.0;?;173.0
555.0;13.0;22;815.0;335.0;-2356.0;192.0;691.0;138.0
?;40.0;?;766.0;?;-2298.0;208.0;705.0;100.0
532.0;?;22;731.0;384.0;?;?;?;68.0
526.0;56.0;?;704.0;?;-2648.0;242.0;725.0;40.0
518.0;49.0;22;686.0;432.0;-2641.0;260.0;732.0;13.0
513.0;?;22;682.0;?;?;279.0;738.0;-13.0
511.0;-13.0;22;?;479.0;-2174.0;297.0;744.0;-35.0
495.0;?;23;939.0;653.0;?;?;821.0;-256.0
499.0;-254.0;24;922.0;653.0;?;422.0;821.0;-268.0
505.0;-266.0;?;912.0;653.0;-140.0;?;820.0;-281.0
514.0;-267.0;?;893.0;?;-157.0;?;819.0;-290.0
?;-270.0;23;?;652.0;?;437.0;817.0;-296.0
529.0;?;23;858.0;652.0;-151.0;441.0;816.0;-305.0
537.0;?;24;855.0;653.0;-115.0;445.0;814.0;-311.0
544.0;-277.0;25;857.0;655.0;-105.0;449.0;?;-313.0
550.0;?;26;852.0;657.0;-145.0;456.0;?;?
?;-290.0;27;851.0;660.0;?;461.0;?;-325.0
554.0;-295.0;31;846.0;663.0;-10.0;467.0;?;-335.0
552.0;-298.0;33;840.0;?;?;473.0;826.0;-349.0
556.0;-305.0;36;836.0;672.0;136.0;481.0;?;-363.0
558.0;-306.0;39;822.0;679.0;294.0;486.0;837.0;-381.0
556.0;-302.0;43;805.0;684.0;451.0;491.0;842.0;-392.0
554.0;?;?;778.0;688.0;505.0;497.0;847.0;-402.0
555.0;-291.0;56;748.0;693.0;592.0;502.0;851.0;-408.0
556.0;-274.0;54;713.0;699.0;?;507.0;855.0;-419.0
?;-248.0;55;?;706.0;1005.0;511.0;858.0;-423.0
556.0;-215.0;55;624.0;712.0;?;?;861.0;-433.0
554.0;-170.0;55;566.0;717.0;1170.0;522.0;864.0;-445.0
?;?;55;521.0;722.0;1154.0;529.0;865.0;-456.0
558.0;-62.0;55;477.0;724.0;925.0;537.0;866.0;-468.0
?;30.0;57;461.0;725.0;663.0;544.0;?;-479.0
563.0;?;58;?;726.0;467.0;?;866.0;-485.0
564.0;269.0;59;531.0;728.0;942.0;557.0;866.0;-490.0
564.0;369.0;61;556.0;730.0;?;562.0;?;?
565.0;432.0;?;543.0;731.0;?;571.0;869.0;-500.0
565.0;470.0;61;483.0;?;617.0;580.0;871.0;-508.0
567.0;475.0;68;385.0;738.0;?;581.0;873.0;?
571.0;452.0;77;271.0;?;-399.0;580.0;874.0;-523.0
576.0;436.0;80;198.0;748.0;-770.0;581.0;?;-526.0
?;427.0;89;155.0;?;-944.0;584.0;875.0;-530.0
?;?;?;?;757.0;-913.0;586.0;874.0;-537.0
590.0;378.0;105;114.0;762.0;-790.0;587.0;?;-540.0
596.0;342.0;109;125.0;766.0;?;588.0;869.0;-547.0
602.0;316.0;110;143.0;771.0;-516.0;588.0;866.0;-547.0
609.0;297.0;109;165.0;775.0;?;588.0;862.0;-550.0
615.0;270.0;109;205.0;?;-336.0;590.0;858.0;-551.0
621.0;?;110;260.0;780.0;-177.0;593.0;?;?
624.0;219.0;110;?;781.0;79.0;?;847.0;-555.0
624.0;203.0;111;399.0;782.0;403.0;?;841.0;?
619.0;193.0;111;455.0;784.0;893.0;?;835.0;-566.0
611.0;185.0;112;508.0;785.0;1198.0;?;833.0;-572.0
602.0;?;112;?;784.0;?;?;?;-583.0
591.0;141.0;111;?;784.0;708.0;611.0;836.0;-592.0
576.0;111.0;111;601.0;786.0;574.0;610.0;840.0;-602.0
562.0;90.0;110;606.0;789.0;617.0;?;839.0;-613.0
?;81.0;109;607.0;?;678.0;601.0;834.0;?
542.0;?;109;598.0;796.0;?;597.0;827.0;-627.0
530.0;91.0;109;583.0;?;525.0;?;824.0;-636.0
524.0;93.0;109;576.0;?;?;587.0;827.0;?
?;91.0;109;577.0;804.0;253.0;584.0;?;-638.0
511.0;93.0;?;?;807.0;187.0;580.0;837.0;-642.0
?;93.0;109;574.0;809.0;167.0;578.0;841.0;-644.0
495.0;88.0;109;576.0;809.0;94.0;578.0;844.0;-648.0
485.0;83.0;109;579.0;809.0;22.0;578.0;846.0;-656.0
479.0;76.0;109;589.0;?;-105.0;579.0;847.0;-663.0
?;?;?;596.0;808.0;-141.0;580.0;847.0;-666.0
475.0;70.0;?;602.0;809.0;-185.0;?;847.0;-670.0
474.0;68.0;113;607.0;809.0;-193.0;580.0;847.0;-667.0
474.0;73.0;115;602.0;810.0;-240.0;578.0;848.0;-667.0
?;76.0;115;596.0;809.0;-176.0;?;848.0;?
481.0;86.0;116;584.0;?;?;581.0;848.0;-658.0
483.0;102.0;122;?;805.0;9.0;?;848.0;-656.0
484.0;120.0;126;543.0;804.0;-32.0;?;845.0;-655.0
486.0;133.0;?;527.0;802.0;?;593.0;841.0;-654.0
488.0;?;122;514.0;802.0;-514.0;594.0;841.0;-649.0
483.0;125.0;?;?;?;-997.0;594.0;?;-648.0
477.0;100.0;120;479.0;802.0;-1396.0;596.0;847.0;-651.0
466.0;65.0;125;453.0;802.0;?;596.0;?;-656.0
?;?;134;420.0;803.0;-1631.0;595.0;848.0;-661.0
?;19.0;140;388.0;802.0;?;596.0;847.0;-665.0
455.0;18.0;144;339.0;802.0;-1467.0;596.0;847.0;-668.0
451.0;?;145;281.0;801.0;?;597.0;846.0;-672.0
?;37.0;?;207.0;?;-1008.0;597.0;844.0;-672.0
453.0;43.0;140;146.0;801.0;-776.0;597.0;842.0;-672.0
453.0;48.0;135;94.0;801.0;-555.0;597.0;?;-672.0
456.0;53.0;130;42.0;802.0;?;597.0;835.0;?
461.0;?;126;0.0;802.0;-118.0;?;831.0;-668.0
468.0;65.0;121;-27.0;?;66.0;?;827.0;-664.0
477.0;73.0;?;-34.0;?;253.0;594.0;823.0;-659.0
482.0;85.0;112;?;803.0;434.0;594.0;820.0;?
481.0;99.0;?;-15.0;803.0;700.0;593.0;818.0;-661.0
480.0;118.0;110;24.0;802.0;937.0;?;816.0;-662.0
478.0;?;110;97.0;801.0;1165.0;?;?;-665.0
471.0;167.0;110;?;?;1290.0;590.0;813.0;-670.0
?;?;110;212.0;?;1275.0;582.0;815.0;-671.0
453.0;197.0;110;263.0;812.0;1144.0;573.0;821.0;-674.0
442.0;189.0;?;295.0;816.0;?;566.0;829.0;?
427.0;178.0;110;312.0;814.0;486.0;564.0;837.0;-679.0
?;190.0;110;311.0;810.0;761.0;?;?;-682.0
380.0;214.0;110;306.0;?;?;559.0;852.0;-684.0
350.0;?;?;?;?;?;555.0;859.0;-684.0
321.0;282.0;111;305.0;802.0;1193.0;551.0;864.0;?
?;318.0;111;309.0;?;1206.0;?;870.0;-683.0
?;339.0;?;320.0;796.0;?;541.0;875.0;-679.0
232.0;350.0;111;?;793.0;1098.0;536.0;878.0;-673.0
207.0;360.0;111;357.0;?;?;?;880.0;-668.0
185.0;367.0;112;380.0;787.0;1125.0;?;880.0;-662.0
?;?;112;406.0;783.0;1185.0;528.0;880.0;-656.0
153.0;385.0;?;418.0;779.0;1226.0;530.0;879.0;-651.0
146.0;393.0;?;427.0;776.0;?;531.0;877.0;-648.0
143.0;398.0;?;435.0;775.0;1004.0;?;874.0;-648.0
151.0;406.0;94;?;772.0;?;531.0;869.0;-647.0
164.0;415.0;79;424.0;770.0;538.0;?;863.0;-641.0
?;425.0;?;408.0;767.0;318.0;537.0;859.0;-636.0
202.0;438.0;69;394.0;763.0;-70.0;543.0;854.0;-632.0
227.0;?;66;?;763.0;?;544.0;852.0;-629.0
247.0;453.0;58;358.0;766.0;-1056.0;544.0;849.0;-621.0
258.0;452.0;51;?;766.0;-1548.0;544.0;849.0;-610.0
260.0;?;42;?;765.0;?;542.0;?;?
?;435.0;37;296.0;764.0;-1957.0;541.0;851.0;-603.0
267.0;433.0;34;?;?;-1917.0;539.0;853.0;-607.0
?;443.0;29;208.0;763.0;-1817.0;538.0;854.0;-607.0
271.0;451.0;34;136.0;?;-1529.0;?;856.0;-609.0
?;463.0;56;69.0;764.0;-1212.0;534.0;857.0;-611.0
267.0;470.0;82;15.0;765.0;?;532.0;?;-608.0
270.0;474.0;93;-43.0;765.0;?;531.0;857.0;?
273.0;474.0;?;-88.0;765.0;-528.0;529.0;857.0;-605.0
276.0;475.0;?;-123.0;764.0;-292.0;528.0;858.0;-604.0
283.0;477.0;94;?;763.0;-56.0;526.0;859.0;-605.0
290.0;478.0;94;-148.0;?;88.0;526.0;858.0;-603.0
?;477.0;96;-127.0;760.0;269.0;523.0;857.0;-602.0
306.0;475.0;94;-87.0;?;608.0;523.0;?;-601.0
316.0;477.0;94;?;756.0;?;520.0;851.0;-600.0
327.0;483.0;95;?;?;?;514.0;?;-597.0
335.0;492.0;?;106.0;762.0;?;503.0;842.0;-588.0
342.0;?;94;172.0;765.0;1524.0;494.0;839.0;?
?;497.0;95;224.0;766.0;1061.0;488.0;837.0;-574.0
355.0;480.0;95;?;764.0;596.0;480.0;?;-564.0
358.0;469.0;?;280.0;759.0;531.0;?;?;-554.0
356.0;465.0;95;286.0;752.0;830.0;471.0;?;-542.0
351.0;465.0;95;?;745.0;?;469.0;826.0;?
?;?;95;?;741.0;1121.0;465.0;?;?
?;?;95;307.0;736.0;1058.0;460.0;822.0;?
327.0;461.0;95;?;730.0;1005.0;455.0;819.0;?
318.0;458.0;95;339.0;724.0;896.0;451.0;814.0;-528.0
310.0;?;96;357.0;?;855.0;?;809.0;-524.0
305.0;456.0;96;368.0;712.0;?;445.0;804.0;-517.0
?;?;97;376.0;706.0;850.0;?;799.0;?
297.0;458.0;98;?;700.0;857.0;443.0;?;?
296.0;457.0;99;?;694.0;813.0;446.0;791.0;?
?;457.0;100;?;?;739.0;449.0;789.0;-518.0
?;459.0;99;375.0;683.0;?;?;787.0;?
298.0;465.0;?;365.0;678.0;?;454.0;786.0;-526.0
303.0;473.0;76;353.0;672.0;293.0;461.0;785.0;-522.0
313.0;482.0;65;348.0;?;45.0;?;?;-514.0
321.0;494.0;?;336.0;672.0;-264.0;466.0;783.0;-510.0
?;511.0;69;324.0;673.0;?;469.0;782.0;?
329.0;527.0;70;300.0;?;?;472.0;780.0;-495.0
326.0;?;69;284.0;677.0;-1241.0;476.0;779.0;-484.0
?;548.0;?;?;679.0;?;477.0;?;-485.0
308.0;?;?;260.0;679.0;-1142.0;479.0;784.0;?
299.0;569.0;75;?;678.0;?;480.0;787.0;-514.0
286.0;581.0;78;203.0;678.0;?;481.0;790.0;?
273.0;586.0;81;169.0;679.0;-634.0;482.0;792.0;-538.0
258.0;589.0;84;137.0;680.0;-457.0;?;?;-547.0
?;?;81;105.0;680.0;-432.0;483.0;796.0;-558.0
224.0;584.0;80;82.0;679.0;-329.0;?;795.0;-567.0
204.0;579.0;78;69.0;678.0;?;480.0;794.0;-579.0
189.0;579.0;73;72.0;676.0;69.0;478.0;790.0;-586.0
176.0;577.0;?;79.0;?;260.0;477.0;?;-596.0
158.0;578.0;69;103.0;?;398.0;472.0;780.0;-605.0
142.0;?;67;142.0;?;631.0;466.0;774.0;-617.0
126.0;572.0;68;207.0;669.0;?;?;767.0;-626.0
117.0;?;67;257.0;?;966.0;455.0;758.0;-637.0
114.0;565.0;67;291.0;669.0;903.0;447.0;?;-644.0
116.0;559.0;68;?;671.0;946.0;439.0;742.0;-644.0
118.0;?;?;366.0;674.0;894.0;?;733.0;-640.0
117.0;530.0;68;388.0;676.0;529.0;420.0;721.0;-634.0
?;512.0;?;?;677.0;221.0;409.0;711.0;-622.0
110.0;500.0;68;?;675.0;?;399.0;706.0;?
106.0;484.0;?;429.0;673.0;178.0;390.0;703.0;?
103.0;474.0;68;431.0;?;238.0;?;702.0;-593.0
105.0;466.0;68;426.0;670.0;211.0;376.0;699.0;-595.0
?;465.0;?;420.0;669.0;119.0;372.0;693.0;-592.0
125.0;?;68;416.0;667.0;0.0;369.0;683.0;-578.0
140.0;467.0;68;404.0;666.0;-100.0;368.0;672.0;?
159.0;470.0;68;389.0;667.0;-86.0;367.0;667.0;-549.0
176.0;480.0;68;369.0;667.0;-90.0;368.0;670.0;-546.0
?;?;68;351.0;?;-74.0;370.0;678.0;-554.0
185.0;502.0;68;338.0;674.0;-2.0;?;684.0;-569.0
?;512.0;68;321.0;?;31.0;375.0;685.0;-579.0
167.0;517.0;68;?;686.0;-14.0;379.0;684.0;?
?;521.0;68;290.0;691.0;-214.0;385.0;686.0;?
144.0;524.0;68;284.0;695.0;-262.0;?;686.0;-559.0
130.0;?;67;281.0;700.0;-134.0;?;685.0;-556.0
108.0;537.0;68;282.0;705.0;-235.0;?;684.0;-555.0
87.0;544.0;68;287.0;710.0;-241.0;410.0;698.0;?
57.0;?;67;293.0;715.0;-207.0;416.0;701.0;-564.0
4.0;551.0;?;?;719.0;-192.0;423.0;?;-567.0
?;553.0;67;291.0;722.0;-235.0;432.0;708.0;-563.0
-99.0;555.0;67;292.0;?;-213.0;440.0;697.0;-557.0
-166.0;558.0;67;293.0;?;-218.0;448.0;686.0;-538.0
?;564.0;?;297.0;730.0;-318.0;?;668.0;-494.0
-298.0;570.0;?;?;732.0;-413.0;466.0;649.0;-438.0
?;576.0;?;?;728.0;-406.0;475.0;?;-383.0
-370.0;582.0;67;299.0;720.0;-382.0;485.0;?;-322.0
-379.0;?;67;287.0;716.0;?;493.0;671.0;-297.0
-382.0;596.0;67;272.0;714.0;-85.0;500.0;683.0;?
-377.0;601.0;67;254.0;?;66.0;505.0;697.0;-315.0
-369.0;604.0;67;242.0;718.0;100.0;508.0;713.0;-357.0
-362.0;?;67;230.0;719.0;12.0;514.0;730.0;-406.0
-360.0;611.0;67;222.0;721.0;-111.0;520.0;744.0;-435.0
-360.0;611.0;67;218.0;722.0;?;?;757.0;-466.0
-360.0;613.0;67;215.0;722.0;-89.0;530.0;769.0;-467.0
-358.0;615.0;67;208.0;721.0;?;535.0;781.0;-457.0
-364.0;616.0;67;206.0;720.0;-39.0;539.0;791.0;?
-371.0;?;67;202.0;719.0;?;543.0;798.0;-438.0
-378.0;?;67;195.0;717.0;?;547.0;803.0;-424.0
-381.0;619.0;67;191.0;717.0;?;549.0;809.0;-417.0
-381.0;?;67;185.0;715.0;-113.0;551.0;?;-419.0
?;?;67;184.0;714.0;-85.0;554.0;822.0;-419.0
-387.0;617.0;?;?;713.0;?;556.0;?;-413.0
?;615.0;66;184.0;712.0;9.0;?;?;?
-386.0;615.0;67;187.0;711.0;-21.0;561.0;836.0;?
-387.0;615.0;67;191.0;709.0;-66.0;564.0;843.0;?
?;613.0;67;?;708.0;-45.0;566.0;850.0;-397.0
-384.0;613.0;67;204.0;706.0;?;570.0;857.0;-418.0
-381.0;614.0;67;207.0;704.0;-8.0;?;865.0;-445.0
-379.0;615.0;67;205.0;?;?;?;871.0;-471.0
?;614.0;67;205.0;696.0;-9.0;582.0;875.0;-486.0
-371.0;613.0;67;201.0;693.0;76.0;587.0;878.0;-500.0
-372.0;?;68;192.0;693.0;?;?;878.0;-508.0
-378.0;615.0;68;187.0;?;?;597.0;877.0;-508.0
-378.0;?;68;182.0;698.0;292.0;601.0;875.0;-519.0
?;610.0;69;?;?;239.0;605.0;?;-538.0
-366.0;?;71;177.0;710.0;124.0;609.0;871.0;?
-363.0;592.0;73;?;?;?;611.0;869.0;-584.0
-360.0;?;82;176.0;725.0;95.0;614.0;868.0;-604.0
-354.0;559.0;101;175.0;731.0;-3.0;619.0;867.0;-615.0
-346.0;541.0;?;178.0;?;-149.0;623.0;866.0;-628.0
-341.0;519.0;124;178.0;743.0;-270.0;626.0;864.0;-642.0
-330.0;495.0;130;180.0;747.0;?;630.0;?;-655.0
-320.0;466.0;134;?;750.0;-467.0;634.0;864.0;-670.0
-309.0;?;?;?;753.0;-528.0;637.0;?;-686.0
-298.0;424.0;137;189.0;755.0;-551.0;?;870.0;-701.0
