InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA_ accZ
-167;-268.0;139.0;105;307.0;?;-624.0;-284.0;?;802;?
-167;-267.0;?;105;307.0;?;-624.0;-284.0;396.0;803;?
-167;-266.0;138.0;?;308.0;?;-625.0;-283.0;396.0;810;42.0
-167;-264.0;137.0;105;308.0;27.0;-623.0;-284.0;397.0;804;10.0
?;-264.0;137.0;105;308.0;?;-621.0;-284.0;396.0;800;40.0
-167;-266.0;136.0;105;?;11.0;?;?;396.0;808;17.0
-167;-261.0;135.0;105;307.0;13.0;-620.0;-282.0;397.0;801;?
-167;-261.0;135.0;?;?;9.0;-622.0;-282.0;398.0;798;?
-167;-259.0;134.0;105;305.0;1.0;-622.0;-281.0;399.0;806;10.0
-167;-258.0;?;?;305.0;?;-619.0;-280.0;400.0;804;?
-167;-258.0;132.0;?;304.0;?;-619.0;-279.0;?;805;11.0
-167;?;131.0;105;303.0;4.0;?;-279.0;401.0;805;-1.0
-167;-255.0;130.0;105;303.0;-2.0;-617.0;?;402.0;803;29.0
?;-253.0;130.0;105;303.0;10.0;-618.0;-279.0;?;808;44.0
-167;-256.0;131.0;105;303.0;15.0;?;-280.0;402.0;800;68.0
-167;-255.0;132.0;105;303.0;9.0;-617.0;-281.0;401.0;792;?
-167;-257.0;133.0;105;304.0;-1.0;-619.0;-282.0;400.0;802;31.0
-167;-257.0;134.0;105;304.0;9.0;-618.0;-283.0;?;809;13.0
-167;-257.0;135.0;105;?;14.0;-618.0;-284.0;400.0;806;36.0
-167;-258.0;136.0;105;303.0;?;?;?;?;?;50.0
-167;-261.0;137.0;105;303.0;13.0;-621.0;-285.0;?;806;?
?;-261.0;138.0;?;302.0;17.0;-620.0;-286.0;401.0;?;37.0
-167;-262.0;138.0;105;301.0;18.0;?;-286.0;401.0;?;25.0
?;-263.0;139.0;105;300.0;8.0;-621.0;-286.0;?;801;80.0
-167;-259.0;138.0;105;299.0;?;-621.0;-286.0;400.0;801;74.0
-167;-260.0;137.0;105;298.0;29.0;-620.0;-286.0;401.0;810;88.0
?;?;136.0;105;296.0;24.0;?;-285.0;400.0;811;58.0
-167;-255.0;?;105;294.0;30.0;-620.0;-285.0;400.0;808;52.0
-167;-257.0;?;?;293.0;53.0;-621.0;?;?;809;70.0
-167;-256.0;133.0;105;292.0;36.0;-622.0;?;?;807;53.0
-167;?;133.0;105;292.0;50.0;-622.0;-288.0;406.0;?;31.0
?;?;?;?;?;?;-623.0;-290.0;?;813;44.0
-167;-260.0;135.0;?;293.0;66.0;-627.0;-291.0;408.0;805;115.0
-167;-260.0;137.0;102;?;59.0;?;-294.0;?;801;69.0
-167;-268.0;139.0;100;?;41.0;?;-296.0;409.0;803;128.0
?;?;?;99;295.0;86.0;-635.0;-298.0;408.0;?;62.0
-167;-275.0;143.0;92;296.0;?;-636.0;-300.0;408.0;805;58.0
-167;-275.0;143.0;92;?;70.0;-637.0;-300.0;405.0;806;-3.0
-167;?;142.0;93;294.0;98.0;-636.0;?;404.0;809;?
?;-272.0;?;92;291.0;?;?;-296.0;403.0;810;?
-167;?;133.0;93;288.0;86.0;?;-289.0;401.0;810;?
-166;-255.0;126.0;92;284.0;115.0;-625.0;-281.0;399.0;?;?
-164;-244.0;121.0;92;281.0;12.0;-619.0;-273.0;394.0;?;-4.0
-164;-239.0;?;92;278.0;-26.0;-617.0;-267.0;?;786;54.0
-162;?;118.0;92;277.0;?;-617.0;-262.0;?;768;?
-160;-232.0;116.0;?;274.0;91.0;-610.0;-258.0;370.0;?;16.0
-159;-229.0;113.0;92;269.0;-26.0;-608.0;-253.0;?;658;10.0
-158;-224.0;109.0;92;263.0;-4.0;-603.0;?;362.0;?;-19.0
-157;-217.0;104.0;92;?;18.0;?;-239.0;358.0;619;-80.0
-156;-209.0;98.0;92;251.0;3.0;-594.0;-231.0;353.0;607;-69.0
-155;?;?;92;245.0;13.0;-587.0;-225.0;347.0;593;-39.0
-155;-187.0;85.0;92;?;8.0;-577.0;-219.0;338.0;580;-79.0
?;-179.0;79.0;92;232.0;11.0;?;?;330.0;589;-79.0
?;-171.0;73.0;92;225.0;-33.0;-561.0;-209.0;321.0;588;-70.0
-154;-160.0;67.0;92;218.0;3.0;-553.0;-205.0;312.0;577;?
-153;-149.0;61.0;92;211.0;12.0;?;-200.0;302.0;586;?
-153;-141.0;55.0;?;205.0;?;-542.0;-196.0;293.0;609;6.0
?;?;-111.0;95;-41.0;22.0;?;?;99.0;?;2.0
-158;?;-120.0;105;?;15.0;-319.0;-25.0;93.0;625;13.0
-157;?;?;108;-75.0;6.0;?;-21.0;86.0;983;20.0
-157;234.0;?;110;?;3.0;-295.0;-14.0;80.0;938;26.0
-161;?;-152.0;114;-103.0;-3.0;-280.0;?;?;?;64.0
-162;273.0;-162.0;113;-113.0;14.0;?;1.0;71.0;832;?
?;294.0;-173.0;124;-119.0;67.0;-250.0;?;72.0;828;95.0
-164;312.0;-183.0;145;?;?;-235.0;16.0;77.0;?;?
?;332.0;-193.0;153;-120.0;183.0;-213.0;22.0;86.0;812;?
-165;?;-199.0;?;-112.0;204.0;-195.0;?;92.0;804;181.0
-165;347.0;-199.0;142;-99.0;?;-179.0;27.0;93.0;800;?
-165;?;-196.0;137;-81.0;392.0;-167.0;26.0;88.0;808;197.0
-165;341.0;-192.0;128;?;333.0;-161.0;24.0;79.0;?;169.0
-165;336.0;-186.0;117;-39.0;?;-156.0;?;70.0;804;200.0
?;325.0;-182.0;115;-19.0;?;-158.0;24.0;64.0;795;169.0
-166;324.0;-181.0;112;-3.0;278.0;?;27.0;60.0;?;170.0
-166;328.0;-182.0;107;11.0;?;?;31.0;60.0;?;158.0
-166;?;?;106;26.0;?;?;36.0;61.0;?;162.0
-166;336.0;-182.0;102;38.0;255.0;-162.0;39.0;64.0;?;?
-166;?;?;98;46.0;242.0;?;46.0;68.0;?;?
-166;340.0;?;99;51.0;227.0;-175.0;55.0;73.0;796;172.0
-163;396.0;-174.0;182;?;331.0;-166.0;57.0;?;1025;?
-161;391.0;-172.0;36;-99.0;357.0;-161.0;47.0;63.0;772;?
-162;383.0;-171.0;-178;-90.0;444.0;-159.0;40.0;71.0;832;473.0
-162;?;-165.0;-164;-77.0;617.0;?;?;?;805;525.0
?;369.0;-159.0;-191;-63.0;620.0;-147.0;25.0;?;796;452.0
-162;354.0;-156.0;44;-45.0;615.0;?;20.0;66.0;814;412.0
?;344.0;-152.0;?;-22.0;?;-153.0;16.0;?;794;515.0
-162;324.0;?;146;-1.0;463.0;-163.0;11.0;?;801;606.0
-162;317.0;?;172;?;358.0;-167.0;?;32.0;795;660.0
-163;?;-152.0;144;32.0;308.0;-171.0;7.0;26.0;804;687.0
-163;312.0;-156.0;137;?;437.0;-175.0;9.0;?;801;670.0
-163;315.0;-163.0;132;52.0;543.0;-184.0;16.0;21.0;803;648.0
-163;319.0;-170.0;105;57.0;?;-191.0;?;15.0;805;668.0
-163;326.0;-175.0;117;60.0;521.0;-196.0;?;3.0;?;594.0
-163;327.0;-178.0;112;63.0;501.0;-201.0;54.0;-16.0;816;570.0
-163;329.0;-182.0;109;?;470.0;-197.0;62.0;-39.0;830;678.0
-163;333.0;-186.0;?;64.0;402.0;?;69.0;-62.0;844;?
-163;339.0;-192.0;109;?;426.0;-157.0;80.0;-90.0;?;642.0
?;360.0;-204.0;109;?;524.0;-131.0;98.0;-121.0;874;?
?;378.0;-215.0;109;3.0;626.0;-111.0;119.0;-150.0;814;596.0
-165;390.0;-218.0;109;-16.0;609.0;?;133.0;-176.0;882;631.0
?;391.0;-219.0;109;?;583.0;-77.0;135.0;-195.0;?;614.0
-165;396.0;-219.0;109;-38.0;596.0;-61.0;126.0;-211.0;647;?
?;395.0;-223.0;109;-50.0;559.0;-51.0;113.0;-227.0;562;693.0
?;401.0;-227.0;109;?;561.0;-39.0;105.0;-244.0;?;675.0
?;?;?;109;-71.0;577.0;?;100.0;?;538;723.0
-161;407.0;-234.0;109;-83.0;591.0;-25.0;96.0;-271.0;522;719.0
-158;415.0;?;109;-94.0;576.0;-23.0;92.0;-280.0;234;684.0
-158;421.0;-239.0;109;?;556.0;-18.0;89.0;?;187;703.0
-159;422.0;-243.0;109;?;548.0;-16.0;88.0;?;?;680.0
-157;429.0;-247.0;109;-124.0;577.0;-13.0;88.0;?;331;681.0
?;433.0;-250.0;110;-132.0;570.0;?;90.0;-305.0;650;631.0
-156;432.0;-251.0;112;-137.0;?;-14.0;92.0;?;595;?
-156;436.0;-252.0;112;?;571.0;-13.0;?;-311.0;581;644.0
-156;435.0;-252.0;112;-142.0;?;-14.0;95.0;-314.0;614;586.0
?;429.0;-251.0;112;-140.0;?;-18.0;95.0;-316.0;604;391.0
-156;428.0;-250.0;112;-138.0;?;-17.0;96.0;-317.0;612;?
-156;426.0;-249.0;?;-136.0;508.0;-22.0;97.0;?;606;407.0
-156;423.0;-249.0;?;?;?;-24.0;?;-314.0;?;447.0
-156;422.0;-248.0;112;?;?;-24.0;103.0;-309.0;?;416.0
-156;418.0;-246.0;112;?;423.0;-29.0;107.0;-304.0;?;?
-156;?;-245.0;112;-129.0;456.0;-36.0;110.0;?;610;364.0
?;412.0;-243.0;112;-128.0;453.0;-42.0;113.0;-290.0;639;389.0
?;407.0;?;?;-128.0;444.0;-45.0;116.0;-283.0;589;372.0
-157;401.0;-239.0;112;?;?;-52.0;119.0;-277.0;368;379.0
-157;402.0;-237.0;112;-132.0;500.0;-55.0;122.0;-274.0;338;353.0
-156;401.0;-237.0;112;-138.0;396.0;?;?;-272.0;529;321.0
-155;?;-239.0;112;-145.0;470.0;-60.0;129.0;-271.0;?;270.0
-155;402.0;-241.0;112;-154.0;404.0;?;134.0;-271.0;692;268.0
-155;408.0;-245.0;112;-164.0;300.0;-54.0;?;-273.0;654;236.0
-154;412.0;-250.0;?;-177.0;419.0;-51.0;?;-277.0;658;?
?;?;-257.0;112;-194.0;266.0;-41.0;?;-282.0;759;149.0
-153;?;-267.0;112;-212.0;405.0;?;167.0;-291.0;691;189.0
-154;448.0;?;112;-233.0;?;-15.0;?;-300.0;?;124.0
-154;466.0;-293.0;112;-256.0;253.0;5.0;199.0;?;?;?
-153;486.0;-308.0;112;-280.0;?;28.0;219.0;?;386;130.0
?;503.0;-324.0;?;-304.0;221.0;48.0;240.0;-337.0;129;52.0
-152;527.0;-341.0;112;-329.0;348.0;75.0;261.0;-347.0;331;65.0
-151;546.0;-357.0;112;-355.0;320.0;100.0;281.0;-358.0;464;?
-152;561.0;?;?;-382.0;299.0;118.0;?;-368.0;400;?
-157;578.0;?;?;?;?;?;319.0;?;833;?
?;593.0;-405.0;111;?;?;166.0;336.0;-387.0;1094;?
-169;242.0;-541.0;-19;?;155.0;312.0;664.0;-657.0;795;-111.0
-169;247.0;-542.0;-19;-822.0;?;?;?;?;795;-107.0
-169;249.0;-543.0;-19;-821.0;3.0;312.0;669.0;-656.0;795;-77.0
-169;250.0;-544.0;-19;-820.0;2.0;313.0;670.0;-653.0;797;-57.0
?;?;-546.0;?;?;72.0;315.0;670.0;-654.0;795;-82.0
?;252.0;-547.0;-19;-817.0;?;318.0;667.0;?;?;-70.0
-170;254.0;-549.0;-19;?;61.0;320.0;664.0;?;805;-18.0
-170;253.0;-551.0;?;-815.0;80.0;325.0;659.0;-659.0;803;?
-170;255.0;-552.0;-19;-814.0;93.0;328.0;655.0;-662.0;798;13.0
-170;253.0;-554.0;-19;-813.0;89.0;?;650.0;-663.0;?;51.0
-170;249.0;-556.0;-19;?;?;335.0;646.0;-663.0;?;?
-170;245.0;-558.0;-19;-812.0;107.0;337.0;643.0;?;798;-30.0
-170;241.0;-560.0;-19;-811.0;132.0;341.0;641.0;-665.0;?;?
?;239.0;?;-19;-810.0;135.0;344.0;640.0;-667.0;807;?
-170;235.0;-564.0;-19;?;116.0;348.0;?;-675.0;?;-9.0
?;?;-565.0;-19;?;71.0;350.0;639.0;-685.0;803;0.0
-170;?;-567.0;-19;-805.0;?;356.0;639.0;-695.0;806;0.0
?;244.0;-571.0;-19;-802.0;118.0;359.0;639.0;-705.0;808;25.0
-170;249.0;-574.0;-19;-799.0;132.0;365.0;642.0;-713.0;807;101.0
-170;250.0;-577.0;-19;-797.0;153.0;368.0;646.0;-720.0;808;?
-170;255.0;?;-19;?;175.0;369.0;651.0;-729.0;807;?
-170;255.0;-583.0;-19;-792.0;165.0;370.0;658.0;-736.0;806;?
-170;256.0;-586.0;-19;-789.0;187.0;?;664.0;-740.0;806;?
-170;257.0;-588.0;-19;?;207.0;?;670.0;-742.0;806;?
-170;257.0;-590.0;-19;-786.0;186.0;368.0;674.0;-741.0;807;220.0
-170;259.0;-591.0;-19;-785.0;232.0;?;?;-738.0;804;?
-170;257.0;?;?;-785.0;245.0;363.0;680.0;-735.0;806;195.0
?;256.0;-591.0;-19;?;?;?;680.0;?;805;?
-170;256.0;-591.0;-19;-785.0;?;?;680.0;-730.0;?;207.0
-170;256.0;-591.0;-19;-786.0;?;?;?;-726.0;806;172.0
-170;254.0;-590.0;-19;?;221.0;354.0;673.0;-724.0;805;?
-166;318.0;?;-72;?;302.0;435.0;?;?;795;198.0
-166;?;602.0;-86;765.0;281.0;?;-718.0;749.0;816;173.0
?;335.0;?;-99;768.0;276.0;418.0;-729.0;751.0;783;136.0
-166;334.0;591.0;-107;772.0;243.0;409.0;-738.0;752.0;820;?
-166;335.0;586.0;-118;775.0;235.0;395.0;?;?;874;81.0
-166;332.0;580.0;-121;781.0;235.0;378.0;-743.0;?;796;?
-165;326.0;573.0;-121;787.0;220.0;357.0;-739.0;754.0;800;-64.0
-165;?;566.0;-121;?;206.0;336.0;-730.0;754.0;807;-39.0
-165;302.0;?;-121;804.0;?;315.0;-718.0;754.0;786;-31.0
-166;283.0;545.0;-121;816.0;128.0;292.0;-703.0;750.0;814;-66.0
-167;252.0;533.0;-121;829.0;90.0;?;-688.0;?;772;-61.0
-167;211.0;521.0;?;842.0;91.0;246.0;-672.0;?;766;?
?;173.0;508.0;-121;854.0;?;?;-654.0;?;795;-62.0
-167;140.0;?;-121;864.0;30.0;?;-632.0;733.0;646;-60.0
-168;112.0;481.0;-121;874.0;6.0;175.0;-607.0;728.0;371;-67.0
-168;89.0;?;-121;882.0;-25.0;?;-582.0;722.0;557;-32.0
-169;67.0;456.0;-121;889.0;?;133.0;?;717.0;986;-93.0
?;47.0;445.0;-121;895.0;-31.0;119.0;-551.0;?;907;-82.0
-169;31.0;435.0;-121;900.0;-23.0;?;?;711.0;748;-19.0
-168;17.0;427.0;-121;904.0;-8.0;96.0;-545.0;710.0;728;18.0
-168;1.0;422.0;-121;?;?;86.0;-550.0;710.0;684;30.0
-168;-9.0;420.0;-121;906.0;?;74.0;-559.0;710.0;685;-19.0
-168;-17.0;419.0;-121;906.0;34.0;68.0;-569.0;708.0;685;-1.0
-168;-25.0;419.0;?;906.0;38.0;59.0;-581.0;706.0;697;42.0
?;?;421.0;-121;?;-4.0;56.0;?;704.0;682;15.0
-168;?;425.0;-121;903.0;21.0;?;-606.0;700.0;675;25.0
-177;-483.0;467.0;145;653.0;?;-451.0;-594.0;701.0;797;140.0
-177;-483.0;472.0;133;651.0;212.0;?;-599.0;705.0;807;181.0
-177;-485.0;477.0;?;647.0;185.0;-457.0;-605.0;707.0;829;192.0
-177;-486.0;483.0;135;644.0;?;-463.0;?;706.0;?;183.0
-177;?;488.0;133;642.0;209.0;-465.0;-613.0;?;?;163.0
-177;?;491.0;133;640.0;265.0;?;-615.0;703.0;808;177.0
-176;-491.0;491.0;135;638.0;252.0;-483.0;-615.0;701.0;805;?
?;-493.0;489.0;138;?;220.0;-494.0;-613.0;698.0;836;135.0
-174;?;485.0;138;635.0;226.0;-503.0;-610.0;696.0;762;167.0
?;-496.0;479.0;137;635.0;234.0;?;-605.0;692.0;592;144.0
-174;?;472.0;138;635.0;240.0;-522.0;-599.0;688.0;642;?
-166;-261.0;?;57;409.0;?;?;?;438.0;?;54.0
-166;-250.0;?;57;395.0;86.0;-613.0;-300.0;434.0;796;15.0
?;-240.0;?;56;379.0;120.0;-620.0;-284.0;428.0;795;-54.0
-166;-232.0;137.0;56;?;?;?;?;421.0;794;-1.0
-166;?;121.0;56;338.0;-5.0;?;-252.0;414.0;?;-101.0
-164;-232.0;129.0;70;298.0;92.0;?;-270.0;413.0;813;186.0
-164;-243.0;135.0;71;?;73.0;-587.0;-277.0;412.0;810;196.0
-164;-250.0;143.0;76;310.0;98.0;?;-286.0;?;813;?
?;-260.0;149.0;?;314.0;154.0;-592.0;-294.0;413.0;814;146.0
-164;-271.0;153.0;83;317.0;212.0;?;-301.0;417.0;814;?
-163;-271.0;155.0;84;318.0;290.0;-596.0;-303.0;424.0;814;-30.0
-164;?;?;84;319.0;206.0;-597.0;-303.0;432.0;814;?
-164;-271.0;153.0;84;?;117.0;-599.0;-302.0;438.0;812;99.0
?;?;153.0;84;?;106.0;-600.0;-302.0;444.0;811;?
-164;-267.0;154.0;88;323.0;?;-601.0;?;450.0;814;?
-164;-272.0;152.0;89;?;242.0;-605.0;-303.0;?;812;-130.0
-163;-268.0;152.0;88;321.0;?;-604.0;-303.0;?;808;-137.0
?;?;153.0;89;?;177.0;-606.0;-305.0;476.0;812;-83.0
-160;?;139.0;?;?;103.0;-641.0;-305.0;351.0;?;-56.0
-160;-240.0;?;88;360.0;60.0;-644.0;-307.0;349.0;685;-44.0
-160;-242.0;144.0;88;362.0;32.0;-642.0;-309.0;345.0;682;-23.0
-160;-245.0;147.0;88;364.0;?;-640.0;-310.0;341.0;?;10.0
-160;-247.0;?;88;367.0;41.0;-641.0;-312.0;?;686;0.0
-160;-249.0;153.0;88;370.0;63.0;-639.0;-314.0;340.0;?;10.0
-160;-249.0;155.0;?;372.0;71.0;-637.0;-316.0;341.0;695;-9.0
?;-251.0;157.0;88;374.0;64.0;?;-317.0;342.0;689;-20.0
-159;-253.0;159.0;88;376.0;74.0;?;-318.0;?;?;-50.0
-159;-251.0;161.0;?;377.0;88.0;-631.0;-319.0;349.0;686;-38.0
-158;-253.0;163.0;88;377.0;73.0;-630.0;-321.0;354.0;652;-27.0
-157;-254.0;?;?;378.0;16.0;?;-323.0;359.0;713;-4.0
-12;131.0;-67.0;?;?;200.0;-335.0;-75.0;223.0;1124;-73.0
-52;143.0;-69.0;76;?;244.0;-324.0;-68.0;203.0;867;?
-61;138.0;-62.0;76;?;255.0;-320.0;?;184.0;659;-122.0
?;137.0;-62.0;?;53.0;?;-308.0;-67.0;165.0;745;-89.0
-107;155.0;-77.0;76;31.0;-38.0;-289.0;-52.0;139.0;872;13.0
-138;194.0;-104.0;76;-4.0;-123.0;-267.0;-19.0;104.0;?;59.0
-146;248.0;-132.0;76;-36.0;?;-247.0;22.0;67.0;?;57.0
-144;?;-149.0;77;-57.0;-16.0;?;?;?;532;-19.0
-149;315.0;-155.0;75;-70.0;98.0;-216.0;69.0;7.0;691;-50.0
-162;324.0;?;77;-85.0;?;-206.0;70.0;?;1422;-30.0
-162;326.0;-162.0;77;-101.0;133.0;-195.0;63.0;-25.0;1419;10.0
-163;335.0;-165.0;?;-119.0;44.0;-187.0;58.0;-37.0;631;-14.0
-173;343.0;?;82;-139.0;?;-181.0;55.0;-46.0;?;-44.0
-176;353.0;-170.0;67;-162.0;36.0;-176.0;54.0;-51.0;-4111;-43.0
-176;?;-174.0;86;-182.0;53.0;-172.0;54.0;-51.0;-1389;-18.0
-174;373.0;?;74;-197.0;20.0;?;55.0;?;3206;-17.0
-167;?;-179.0;73;-205.0;-22.0;-168.0;52.0;-46.0;1389;?
-166;385.0;?;168;-210.0;18.0;-161.0;44.0;-43.0;456;?
-166;392.0;-181.0;-11;-211.0;77.0;-151.0;36.0;?;1090;286.0
?;395.0;-184.0;-217;-214.0;111.0;?;32.0;?;614;155.0
-165;403.0;?;-123;-213.0;209.0;-125.0;34.0;-25.0;923;?
-165;409.0;-188.0;-175;-206.0;368.0;-107.0;37.0;-16.0;790;92.0
-165;?;-187.0;-206;-190.0;421.0;-88.0;36.0;-4.0;775;89.0
-165;?;-183.0;83;-163.0;311.0;-74.0;?;?;847;83.0
-165;?;?;178;-129.0;153.0;-72.0;30.0;?;773;52.0
?;?;-176.0;105;-89.0;126.0;?;27.0;-6.0;825;59.0
-165;395.0;-177.0;121;-55.0;161.0;-69.0;26.0;0.0;800;132.0
-165;396.0;-182.0;75;-24.0;187.0;?;?;10.0;809;123.0
?;403.0;?;71;1.0;165.0;?;?;12.0;811;80.0
?;413.0;-204.0;74;?;171.0;-67.0;?;6.0;788;87.0
?;422.0;-215.0;51;33.0;220.0;-66.0;86.0;-2.0;812;78.0
?;429.0;-224.0;59;?;228.0;-71.0;108.0;?;814;198.0
-165;431.0;-228.0;?;48.0;215.0;-69.0;129.0;-12.0;786;223.0
-165;434.0;?;56;47.0;188.0;-68.0;148.0;-19.0;791;152.0
-165;435.0;-236.0;58;38.0;?;-63.0;?;-27.0;744;91.0
-164;440.0;-241.0;62;?;215.0;-55.0;?;-35.0;?;-48.0
?;?;-246.0;64;8.0;?;-43.0;183.0;-44.0;?;-131.0
-162;454.0;-250.0;64;-15.0;221.0;?;189.0;-52.0;?;-21.0
-158;463.0;-253.0;67;?;183.0;-26.0;191.0;-60.0;622;-66.0
-154;472.0;-257.0;?;-72.0;122.0;-21.0;?;-70.0;694;-150.0
-149;?;-251.0;?;-93.0;123.0;-22.0;?;-83.0;488;27.0
-147;452.0;-235.0;?;?;172.0;?;146.0;-93.0;687;70.0
-147;428.0;-218.0;?;-120.0;?;-45.0;100.0;-102.0;997;36.0
-152;406.0;-206.0;?;-132.0;14.0;-64.0;49.0;-110.0;729;?
-160;?;-200.0;67;-150.0;40.0;-64.0;20.0;-112.0;485;-122.0
-164;?;-196.0;67;-170.0;47.0;-67.0;19.0;?;359;-44.0
-168;396.0;-197.0;67;-190.0;88.0;-75.0;32.0;-104.0;269;-17.0
-170;?;-199.0;67;-208.0;6.0;?;51.0;-98.0;422;?
-170;410.0;-201.0;67;-222.0;?;-81.0;69.0;-95.0;338;-3.0
-170;408.0;-202.0;67;-230.0;-8.0;?;85.0;-94.0;?;-80.0
?;408.0;-204.0;67;-233.0;?;-94.0;94.0;-89.0;?;19.0
-168;?;-202.0;67;-234.0;96.0;-97.0;99.0;-81.0;-21;16.0
-168;?;-197.0;67;-234.0;153.0;?;101.0;-73.0;-182;24.0
-167;?;-192.0;67;-234.0;?;-107.0;104.0;?;?;85.0
-165;381.0;?;67;-237.0;-18.0;?;111.0;-69.0;318;106.0
-165;?;?;67;?;?;-121.0;125.0;-64.0;341;?
-165;363.0;-181.0;67;-237.0;71.0;-128.0;140.0;-58.0;234;116.0
-165;355.0;-176.0;?;?;-23.0;-134.0;148.0;-50.0;135;198.0
-165;338.0;-168.0;67;-218.0;?;?;145.0;-37.0;?;193.0
-164;326.0;-161.0;?;-206.0;?;-151.0;136.0;-24.0;?;73.0
-164;313.0;-154.0;67;-197.0;101.0;-155.0;128.0;?;1063;?
-165;301.0;-149.0;?;-189.0;?;-159.0;122.0;-9.0;788;-93.0
-165;291.0;-144.0;67;-183.0;180.0;-164.0;116.0;-2.0;?;7.0
-165;285.0;-137.0;?;-175.0;211.0;-164.0;107.0;?;?;279.0
-165;272.0;-128.0;78;-171.0;?;-170.0;98.0;6.0;790;421.0
?;263.0;-124.0;80;-169.0;186.0;-173.0;92.0;9.0;?;?
-165;261.0;-123.0;86;-166.0;253.0;-174.0;87.0;15.0;788;297.0
-166;258.0;-123.0;101;?;350.0;?;84.0;?;812;?
-166;257.0;-121.0;99;-151.0;434.0;-185.0;79.0;35.0;?;259.0
-166;?;-116.0;98;-138.0;427.0;-193.0;69.0;?;805;172.0
-166;?;-108.0;106;-119.0;410.0;-208.0;53.0;60.0;805;178.0
?;209.0;-97.0;109;?;404.0;-221.0;35.0;62.0;802;205.0
-166;?;-88.0;112;-76.0;?;?;20.0;61.0;808;152.0
-166;167.0;-81.0;114;-55.0;222.0;?;9.0;57.0;807;21.0
?;-55.0;39.0;120;232.0;167.0;?;-129.0;210.0;806;-84.0
-165;-46.0;29.0;120;234.0;?;-465.0;-122.0;224.0;807;-57.0
-165;?;18.0;120;238.0;153.0;-469.0;-112.0;233.0;812;-25.0
-165;-22.0;6.0;120;241.0;142.0;?;-104.0;238.0;810;-21.0
-165;-9.0;-4.0;120;246.0;153.0;-476.0;-96.0;?;?;-8.0
-165;2.0;-13.0;120;250.0;160.0;-478.0;-92.0;243.0;810;10.0
-165;8.0;-19.0;120;?;?;-478.0;?;245.0;802;2.0
-165;?;-21.0;120;?;149.0;-485.0;?;246.0;808;-1.0
-164;12.0;?;120;?;155.0;-486.0;-101.0;247.0;807;18.0
-164;13.0;?;120;255.0;155.0;-489.0;-109.0;?;790;30.0
-163;?;-19.0;119;253.0;180.0;-491.0;-116.0;246.0;816;30.0
-163;13.0;-19.0;120;251.0;192.0;?;-121.0;244.0;819;65.0
-163;14.0;-22.0;118;246.0;178.0;-488.0;-123.0;240.0;?;73.0
?;17.0;-25.0;113;243.0;175.0;-487.0;-120.0;235.0;?;73.0
-163;25.0;-29.0;?;?;193.0;-486.0;-118.0;230.0;816;82.0
-163;?;-30.0;104;238.0;?;-482.0;?;226.0;813;?
-163;?;?;98;234.0;224.0;-483.0;-116.0;222.0;819;?
?;?;?;93;225.0;?;-480.0;-107.0;?;802;24.0
-163;39.0;-46.0;?;214.0;229.0;?;-93.0;207.0;795;32.0
-163;47.0;-52.0;80;202.0;183.0;-474.0;-83.0;194.0;794;-12.0
-163;?;?;76;193.0;139.0;?;-78.0;?;792;-47.0
-163;42.0;-47.0;?;?;?;-467.0;-75.0;?;813;-102.0
-163;30.0;-39.0;76;174.0;101.0;-469.0;-74.0;140.0;817;-93.0
?;?;-30.0;?;161.0;76.0;-475.0;-75.0;127.0;824;?
-163;0.0;?;?;143.0;30.0;-474.0;-72.0;116.0;?;-197.0
-164;-12.0;-12.0;64;120.0;13.0;-476.0;?;107.0;807;?
?;-17.0;-6.0;64;97.0;?;-472.0;-58.0;97.0;804;-189.0
-164;-14.0;-4.0;?;73.0;-35.0;-463.0;-48.0;86.0;810;-212.0
-164;-12.0;?;64;49.0;-31.0;-454.0;-38.0;72.0;797;-164.0
-164;-3.0;-3.0;63;?;-76.0;-442.0;?;?;?;-127.0
-164;-1.0;2.0;64;6.0;-25.0;-429.0;-16.0;39.0;810;-160.0
?;-1.0;7.0;64;-11.0;34.0;-422.0;-9.0;26.0;?;-98.0
-164;5.0;10.0;64;-26.0;95.0;-411.0;?;?;805;-121.0
?;6.0;16.0;?;-40.0;58.0;-397.0;-3.0;10.0;?;-113.0
-164;1.0;23.0;64;?;-7.0;-392.0;-2.0;?;?;-139.0
-164;1.0;27.0;?;-65.0;-45.0;-385.0;-3.0;-3.0;799;-115.0
-164;4.0;?;65;-75.0;-122.0;?;-1.0;-8.0;801;-75.0
-164;6.0;?;65;-83.0;-70.0;-366.0;0.0;-13.0;?;?
?;?;37.0;?;-88.0;-43.0;-357.0;-1.0;-18.0;800;-37.0
?;8.0;40.0;65;-91.0;-74.0;-348.0;-4.0;?;800;-124.0
-164;5.0;44.0;65;-94.0;-89.0;-343.0;-8.0;-26.0;800;-72.0
-164;3.0;48.0;65;-96.0;?;?;-12.0;-25.0;800;-51.0
