InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;Accelerometer BACK accX
-533.0;-32.0;?;-23;?;-49.0;-35.0;-236.0;-106.0;-220.0;54.0
?;?;?;129;107.0;-102.0;2.0;-267.0;-102.0;-246.0;104.0
-583.0;-62.0;-282.0;608;?;-148.0;34.0;?;-110.0;?;88.0
-460.0;-65.0;-283.0;1244;96.0;-194.0;?;-357.0;-120.0;-258.0;?
-321.0;-64.0;-285.0;723;93.0;?;96.0;-338.0;-128.0;-257.0;221.0
-279.0;-62.0;-285.0;1937;88.0;?;129.0;-317.0;-132.0;?;139.0
-332.0;?;-283.0;304;83.0;?;159.0;-277.0;-131.0;-252.0;481.0
?;-54.0;-286.0;?;80.0;-328.0;182.0;?;-126.0;-258.0;546.0
-394.0;-53.0;-286.0;-966;77.0;-343.0;?;-351.0;-117.0;-260.0;110.0
?;-50.0;-284.0;-1631;69.0;?;214.0;-336.0;-103.0;?;260.0
-149.0;-44.0;-284.0;-1045;56.0;-345.0;221.0;-425.0;-84.0;-255.0;221.0
-95.0;-39.0;-291.0;639;39.0;-337.0;?;?;-61.0;?;315.0
-129.0;-41.0;-297.0;-202;19.0;?;217.0;-432.0;-34.0;-264.0;304.0
58.0;-39.0;-298.0;106;-4.0;-302.0;208.0;-433.0;-4.0;-259.0;379.0
298.0;-33.0;-295.0;?;-15.0;-283.0;?;-137.0;21.0;-247.0;370.0
620.0;-24.0;-288.0;-29;?;-264.0;177.0;?;38.0;-226.0;?
619.0;-13.0;-281.0;102;-35.0;-252.0;164.0;321.0;52.0;?;279.0
643.0;?;-275.0;-58;-26.0;?;?;360.0;58.0;-192.0;242.0
?;-15.0;-270.0;4;-8.0;-210.0;104.0;389.0;50.0;-177.0;330.0
628.0;-25.0;-263.0;27;13.0;-178.0;?;323.0;27.0;-160.0;258.0
744.0;-35.0;-260.0;46;38.0;-146.0;33.0;?;2.0;-144.0;?
857.0;?;-260.0;36;63.0;?;0.0;325.0;?;-129.0;202.0
902.0;-51.0;-262.0;-59;85.0;-81.0;-29.0;275.0;?;-113.0;312.0
821.0;-55.0;?;-190;102.0;-55.0;?;290.0;-61.0;-99.0;145.0
638.0;-58.0;-266.0;-147;112.0;?;-71.0;275.0;-72.0;-90.0;-48.0
420.0;-59.0;-268.0;-142;121.0;?;-87.0;242.0;-80.0;-84.0;?
218.0;-58.0;-267.0;80;?;-3.0;-101.0;295.0;-87.0;-81.0;185.0
-101.0;-54.0;?;500;138.0;10.0;?;261.0;-93.0;-86.0;123.0
?;-54.0;-262.0;-159;140.0;18.0;-111.0;329.0;-98.0;-102.0;166.0
?;-55.0;-256.0;-626;144.0;22.0;?;283.0;?;?;92.0
-864.0;-51.0;-252.0;?;144.0;23.0;-110.0;120.0;-111.0;-138.0;46.0
?;-49.0;-257.0;10;138.0;10.0;-94.0;53.0;?;-166.0;34.0
?;-51.0;-259.0;131;127.0;-17.0;-64.0;-96.0;-110.0;-184.0;39.0
-202.0;-48.0;-264.0;143;107.0;-57.0;-21.0;-226.0;-95.0;-198.0;-5.0
-314.0;-50.0;-275.0;?;84.0;-101.0;22.0;?;-80.0;-220.0;14.0
-426.0;-62.0;-289.0;?;74.0;-141.0;53.0;-319.0;-78.0;?;21.0
-350.0;-75.0;-302.0;200;70.0;?;80.0;-408.0;-85.0;-258.0;42.0
-233.0;-81.0;-311.0;432;65.0;-213.0;107.0;-403.0;-96.0;-266.0;114.0
-85.0;-81.0;-319.0;?;63.0;?;133.0;-368.0;-103.0;?;293.0
-36.0;-79.0;-325.0;1150;61.0;-285.0;157.0;-241.0;-107.0;-266.0;126.0
?;-76.0;-330.0;727;?;-313.0;183.0;-308.0;-107.0;-266.0;130.0
?;-73.0;-331.0;-438;?;-336.0;207.0;?;-104.0;?;450.0
-287.0;-68.0;-332.0;-1640;45.0;?;?;?;?;-269.0;404.0
?;-65.0;?;-2377;40.0;-362.0;238.0;?;?;-273.0;169.0
-231.0;-61.0;-333.0;?;33.0;-363.0;246.0;-321.0;-69.0;-271.0;326.0
?;-56.0;?;357;22.0;-357.0;247.0;-370.0;-50.0;-268.0;277.0
-28.0;-53.0;-340.0;1;7.0;-344.0;246.0;-418.0;-24.0;?;301.0
-128.0;-57.0;-347.0;4;-12.0;?;?;?;6.0;-277.0;?
-81.0;-59.0;-350.0;?;?;-296.0;228.0;-392.0;33.0;-276.0;304.0
122.0;?;-347.0;26;-38.0;-275.0;211.0;-210.0;55.0;-267.0;309.0
?;-50.0;-336.0;14;-45.0;-260.0;199.0;?;78.0;-246.0;276.0
386.0;-35.0;-322.0;3;-46.0;-249.0;182.0;250.0;93.0;-225.0;272.0
423.0;?;-311.0;7;?;-230.0;157.0;303.0;92.0;-209.0;256.0
388.0;?;-301.0;21;-25.0;?;129.0;386.0;74.0;-194.0;279.0
?;-21.0;-289.0;?;-5.0;-175.0;99.0;?;45.0;?;?
357.0;-25.0;-279.0;12;?;-151.0;69.0;387.0;19.0;-168.0;217.0
409.0;-29.0;-271.0;-19;42.0;?;38.0;?;-4.0;-157.0;?
?;-33.0;?;-122;64.0;-106.0;12.0;357.0;?;-145.0;405.0
509.0;-35.0;-265.0;?;81.0;-86.0;-9.0;374.0;-41.0;-133.0;?
395.0;-35.0;-265.0;-162;91.0;-71.0;-24.0;326.0;-53.0;-125.0;?
223.0;?;-266.0;-92;101.0;?;?;338.0;-64.0;-121.0;-90.0
123.0;-28.0;-266.0;344;112.0;-49.0;-50.0;377.0;?;-116.0;69.0
-6.0;-18.0;-263.0;339;121.0;-41.0;-58.0;351.0;-86.0;-114.0;88.0
-469.0;?;-257.0;313;122.0;-37.0;-59.0;388.0;-93.0;-121.0;65.0
-696.0;0.0;?;277;128.0;-39.0;-68.0;325.0;-96.0;?;57.0
571.0;12.0;-265.0;63;22.0;?;114.0;222.0;38.0;-183.0;219.0
?;22.0;-252.0;-55;?;-231.0;98.0;256.0;?;-162.0;?
?;?;-239.0;?;37.0;-208.0;67.0;353.0;31.0;-142.0;?
?;26.0;-225.0;-26;67.0;?;27.0;?;3.0;-120.0;302.0
562.0;24.0;?;-26;100.0;-132.0;-12.0;442.0;-36.0;-104.0;177.0
591.0;15.0;-211.0;62;131.0;-101.0;-46.0;394.0;-78.0;-95.0;?
649.0;-5.0;?;-53;163.0;?;-80.0;395.0;-145.0;?;207.0
557.0;-35.0;-219.0;-36;201.0;-11.0;?;479.0;-247.0;-85.0;?
?;-61.0;-218.0;-277;229.0;23.0;-147.0;447.0;-373.0;-76.0;-29.0
319.0;-76.0;-213.0;-32;261.0;?;-181.0;421.0;-492.0;?;108.0
269.0;-80.0;-207.0;927;298.0;20.0;?;?;-608.0;-52.0;186.0
101.0;-72.0;-201.0;730;342.0;?;?;460.0;-689.0;-45.0;147.0
518.0;88.0;-198.0;?;?;-235.0;79.0;-127.0;?;?;326.0
757.0;96.0;-180.0;-23;59.0;?;67.0;121.0;?;-75.0;274.0
867.0;106.0;-163.0;-122;60.0;-200.0;49.0;256.0;-1.0;-42.0;283.0
?;112.0;-152.0;?;?;-177.0;22.0;325.0;-9.0;-14.0;316.0
1024.0;?;-147.0;-89;89.0;-149.0;-8.0;323.0;?;?;324.0
921.0;?;-144.0;-109;107.0;-120.0;?;350.0;-51.0;27.0;?
?;80.0;-144.0;-78;127.0;-91.0;-71.0;329.0;-76.0;41.0;198.0
791.0;61.0;-150.0;-26;147.0;-63.0;-101.0;?;-99.0;49.0;216.0
651.0;?;-155.0;?;?;-36.0;?;300.0;-118.0;?;396.0
556.0;27.0;-158.0;?;176.0;-13.0;?;293.0;?;65.0;260.0
708.0;25.0;-157.0;-42;182.0;?;-167.0;257.0;-141.0;85.0;-142.0
?;39.0;-153.0;18;190.0;24.0;-186.0;182.0;-150.0;?;157.0
484.0;63.0;-145.0;422;200.0;43.0;-207.0;182.0;-160.0;?;67.0
126.0;90.0;-135.0;781;211.0;61.0;-226.0;237.0;-167.0;135.0;113.0
-255.0;116.0;-125.0;?;221.0;79.0;-242.0;215.0;-172.0;135.0;105.0
?;135.0;-117.0;731;?;101.0;-260.0;293.0;-177.0;124.0;105.0
?;148.0;-119.0;543;247.0;126.0;-268.0;?;-181.0;100.0;76.0
-911.0;?;?;?;?;138.0;?;142.0;-181.0;58.0;60.0
?;137.0;-151.0;852;?;134.0;-246.0;39.0;?;22.0;100.0
-484.0;?;-155.0;?;231.0;117.0;-218.0;-144.0;?;4.0;?
?;131.0;-153.0;470;?;93.0;?;-226.0;?;-12.0;84.0
?;132.0;-148.0;382;207.0;63.0;-155.0;-147.0;-154.0;?;47.0
-788.0;131.0;-144.0;585;199.0;27.0;?;?;-172.0;-37.0;67.0
-615.0;126.0;-144.0;406;195.0;-12.0;?;-299.0;-197.0;?;?
-561.0;120.0;-144.0;-1198;196.0;-52.0;-73.0;-220.0;-226.0;-50.0;270.0
-489.0;118.0;?;-1554;203.0;?;-56.0;-147.0;-251.0;-55.0;66.0
-469.0;119.0;-145.0;?;217.0;-136.0;-44.0;-23.0;?;-57.0;?
-489.0;123.0;?;1121;230.0;-177.0;-30.0;-15.0;?;-56.0;370.0
-471.0;129.0;-137.0;296;239.0;-212.0;-17.0;-11.0;-279.0;-52.0;434.0
-339.0;137.0;?;-3079;247.0;-237.0;-3.0;-88.0;-275.0;-47.0;?
?;148.0;?;1465;247.0;?;12.0;?;-266.0;-42.0;?
-27.0;157.0;-127.0;2130;242.0;-252.0;20.0;-233.0;-252.0;-38.0;296.0
-127.0;162.0;-130.0;-634;230.0;-246.0;24.0;-362.0;-232.0;?;370.0
?;160.0;-132.0;532;?;-235.0;?;-383.0;-205.0;-44.0;332.0
-204.0;164.0;-127.0;102;190.0;-217.0;23.0;?;-176.0;-38.0;338.0
55.0;173.0;-116.0;119;181.0;-201.0;6.0;-323.0;-152.0;-23.0;?
?;189.0;-98.0;300;?;?;-7.0;100.0;-133.0;5.0;298.0
?;209.0;?;77;171.0;-165.0;?;313.0;-118.0;30.0;313.0
557.0;219.0;-69.0;238;177.0;-138.0;-56.0;343.0;?;47.0;316.0
564.0;218.0;-63.0;168;194.0;-100.0;-98.0;319.0;?;59.0;364.0
531.0;208.0;-57.0;?;?;?;-144.0;392.0;?;74.0;299.0
548.0;193.0;?;161;241.0;-2.0;?;368.0;-173.0;85.0;?
601.0;174.0;-56.0;203;262.0;44.0;-221.0;350.0;-190.0;95.0;115.0
626.0;?;-61.0;95;280.0;87.0;-249.0;?;-200.0;105.0;376.0
630.0;140.0;?;281;291.0;?;?;?;-201.0;?;260.0
573.0;128.0;-74.0;332;295.0;?;-289.0;292.0;?;?;-154.0
?;120.0;-83.0;?;295.0;183.0;?;283.0;-198.0;?;-69.0
386.0;?;-90.0;972;294.0;201.0;-317.0;246.0;-197.0;125.0;?
144.0;119.0;-95.0;753;293.0;214.0;-326.0;237.0;-198.0;121.0;-57.0
?;?;-97.0;1410;289.0;219.0;-329.0;201.0;-204.0;105.0;?
-823.0;121.0;?;1620;291.0;?;-334.0;237.0;-214.0;78.0;-32.0
-1090.0;118.0;?;464;289.0;216.0;-336.0;206.0;?;47.0;-96.0
-1209.0;113.0;-97.0;458;279.0;198.0;-323.0;116.0;?;11.0;-63.0
-834.0;103.0;?;719;?;162.0;?;1.0;?;-18.0;-69.0
-293.0;100.0;-109.0;?;250.0;114.0;-245.0;-268.0;-204.0;?;-43.0
-333.0;?;?;419;?;62.0;?;-199.0;-186.0;-60.0;-73.0
?;86.0;-141.0;?;215.0;8.0;-148.0;-164.0;-179.0;-82.0;-62.0
-604.0;?;?;357;212.0;-41.0;?;?;?;-90.0;-37.0
-513.0;80.0;-151.0;?;210.0;?;-83.0;-323.0;-202.0;-93.0;164.0
?;86.0;-153.0;-716;207.0;-129.0;-51.0;-312.0;?;-92.0;232.0
?;95.0;-155.0;-2499;205.0;-172.0;-23.0;-308.0;-231.0;?;?
-610.0;62.0;?;890;?;-69.0;-47.0;-171.0;-120.0;-104.0;67.0
-576.0;42.0;-193.0;425;123.0;?;?;?;-125.0;-125.0;107.0
-529.0;25.0;?;-71;121.0;-153.0;7.0;-263.0;-138.0;-137.0;279.0
?;?;-206.0;?;120.0;-190.0;30.0;-179.0;-153.0;?;200.0
-303.0;14.0;-209.0;-4651;?;-225.0;?;-96.0;-165.0;-143.0;?
?;21.0;-209.0;-2727;113.0;-256.0;80.0;-79.0;-171.0;-144.0;188.0
-434.0;30.0;-209.0;1357;?;-283.0;?;-109.0;-168.0;-153.0;579.0
-529.0;36.0;-210.0;-463;?;?;125.0;-123.0;?;-166.0;226.0
?;41.0;-209.0;-2176;92.0;-318.0;?;-156.0;-143.0;?;40.0
-166.0;47.0;?;-1487;82.0;?;?;-263.0;?;-174.0;334.0
10.0;52.0;?;-274;68.0;-314.0;160.0;?;-97.0;-178.0;281.0
?;49.0;?;183;48.0;-301.0;?;-359.0;-69.0;-190.0;317.0
-279.0;44.0;-231.0;-76;27.0;-284.0;?;-376.0;-38.0;-192.0;?
74.0;?;-227.0;15;14.0;-273.0;153.0;?;?;-181.0;?
485.0;?;-214.0;26;7.0;-264.0;141.0;34.0;20.0;-158.0;?
708.0;87.0;-196.0;-21;-4.0;-262.0;140.0;343.0;?;-127.0;?
783.0;?;-183.0;-4;-2.0;-254.0;123.0;312.0;?;-103.0;296.0
783.0;101.0;-176.0;?;13.0;-229.0;93.0;?;37.0;-85.0;275.0
?;91.0;-169.0;-8;34.0;-196.0;60.0;480.0;13.0;-68.0;295.0
737.0;?;-163.0;?;?;-163.0;23.0;412.0;-17.0;-48.0;216.0
910.0;?;-161.0;?;94.0;-133.0;?;387.0;-44.0;-29.0;169.0
1038.0;53.0;-164.0;10;?;-109.0;-46.0;359.0;-58.0;-11.0;346.0
1103.0;45.0;-171.0;110;139.0;-85.0;?;328.0;-65.0;5.0;473.0
1025.0;39.0;-179.0;138;150.0;-60.0;-86.0;363.0;?;19.0;5.0
803.0;34.0;-188.0;169;154.0;?;-98.0;355.0;-66.0;26.0;49.0
564.0;?;?;?;156.0;-23.0;-107.0;292.0;-61.0;25.0;224.0
-64.0;20.0;-204.0;173;154.0;-11.0;-112.0;254.0;-55.0;14.0;?
-708.0;10.0;-203.0;887;?;-5.0;-112.0;251.0;-55.0;-7.0;121.0
?;4.0;-196.0;?;?;-8.0;-118.0;274.0;-53.0;-26.0;104.0
-845.0;?;-186.0;1901;153.0;-4.0;-128.0;?;-64.0;?;44.0
-727.0;23.0;?;414;153.0;-4.0;?;?;-81.0;-59.0;30.0
-749.0;?;-187.0;745;?;?;-111.0;75.0;?;?;?
-408.0;?;-188.0;?;128.0;-65.0;?;-293.0;?;-100.0;46.0
?;34.0;-196.0;237;98.0;-121.0;-23.0;-354.0;-35.0;-117.0;-39.0
-417.0;29.0;?;?;74.0;-171.0;17.0;-253.0;-11.0;-144.0;-22.0
-527.0;12.0;-225.0;168;61.0;-213.0;49.0;-268.0;-1.0;-173.0;26.0
-489.0;-6.0;-242.0;-204;56.0;?;76.0;-324.0;-2.0;-199.0;224.0
-494.0;-23.0;-256.0;?;?;-274.0;101.0;-384.0;-8.0;-220.0;?
-408.0;?;-268.0;-2717;48.0;-302.0;128.0;-387.0;-11.0;-235.0;117.0
-391.0;-42.0;-277.0;-2767;42.0;?;?;?;-11.0;?;279.0
-419.0;-46.0;-286.0;741;35.0;-349.0;183.0;-350.0;-4.0;-260.0;525.0
-566.0;-49.0;?;-842;27.0;-370.0;208.0;-354.0;8.0;-276.0;?
-529.0;?;-299.0;-2200;20.0;-385.0;230.0;-366.0;24.0;-287.0;294.0
-318.0;-47.0;-302.0;1557;11.0;-391.0;246.0;-494.0;40.0;?;334.0
-200.0;-39.0;-310.0;25;-2.0;?;251.0;-581.0;55.0;-297.0;246.0
-186.0;-38.0;-324.0;-648;-15.0;-390.0;250.0;-631.0;73.0;?;299.0
-344.0;?;-336.0;390;?;-383.0;250.0;-564.0;101.0;-324.0;315.0
-290.0;-47.0;-340.0;-295;-59.0;-373.0;?;-400.0;130.0;?;335.0
114.0;?;-336.0;121;-73.0;-359.0;234.0;-90.0;?;-319.0;309.0
527.0;-32.0;-330.0;-23;?;?;?;?;158.0;-301.0;311.0
597.0;?;-324.0;-75;-80.0;-327.0;201.0;208.0;?;?;227.0
?;-22.0;-319.0;29;-72.0;?;178.0;339.0;169.0;?;293.0
510.0;-29.0;-315.0;?;-64.0;-296.0;158.0;?;164.0;?;306.0
522.0;-40.0;-310.0;?;-55.0;-281.0;?;379.0;153.0;-244.0;?
648.0;-50.0;-307.0;10;-39.0;-263.0;119.0;370.0;139.0;?;294.0
758.0;-59.0;?;44;-21.0;-246.0;98.0;312.0;125.0;-216.0;?
842.0;-63.0;-305.0;?;-6.0;-230.0;80.0;282.0;?;-199.0;441.0
873.0;?;-306.0;?;1.0;-219.0;69.0;?;104.0;-184.0;51.0
768.0;-64.0;?;?;7.0;-212.0;60.0;299.0;99.0;-172.0;?
554.0;-64.0;-315.0;271;16.0;-205.0;50.0;366.0;93.0;-166.0;181.0
307.0;-63.0;-318.0;652;23.0;-198.0;43.0;336.0;87.0;?;?
-2.0;?;-317.0;1008;24.0;?;43.0;308.0;82.0;-167.0;151.0
-536.0;?;-313.0;280;?;?;43.0;?;?;-180.0;?
-569.0;-58.0;-307.0;?;26.0;-196.0;42.0;390.0;83.0;-190.0;76.0
-526.0;-54.0;-305.0;848;22.0;-197.0;49.0;147.0;78.0;-206.0;?
-541.0;-59.0;-310.0;597;?;-212.0;68.0;?;79.0;-230.0;55.0
?;-65.0;-313.0;709;-7.0;-246.0;108.0;-141.0;98.0;?;91.0
11.0;-65.0;-319.0;435;?;-296.0;157.0;-185.0;?;?;40.0
?;-71.0;-330.0;?;?;-345.0;195.0;?;?;?;53.0
-307.0;-84.0;?;601;-59.0;?;214.0;-200.0;141.0;-290.0;82.0
-368.0;-97.0;-354.0;-499;?;?;220.0;-258.0;117.0;-308.0;121.0
-372.0;-106.0;-363.0;-433;-35.0;-408.0;226.0;-278.0;?;?;348.0
?;-111.0;?;-1018;?;-431.0;241.0;?;67.0;-332.0;?
-350.0;-113.0;-375.0;-3341;?;-452.0;260.0;-233.0;52.0;-340.0;111.0
-395.0;-113.0;-380.0;-860;-36.0;-464.0;280.0;-186.0;39.0;?;332.0
-589.0;-113.0;-384.0;970;-40.0;-471.0;295.0;-199.0;32.0;-358.0;657.0
-726.0;-113.0;-386.0;?;-43.0;-477.0;306.0;-154.0;32.0;-370.0;150.0
?;?;-387.0;?;?;-482.0;318.0;-167.0;42.0;-381.0;233.0
-549.0;-111.0;-389.0;-887;-61.0;-484.0;329.0;?;61.0;-389.0;?
-362.0;-109.0;-392.0;87;-80.0;-479.0;336.0;-375.0;89.0;-394.0;215.0
-307.0;-112.0;-400.0;-96;-98.0;-469.0;?;-378.0;?;-403.0;274.0
-345.0;-118.0;?;?;-115.0;-456.0;332.0;-336.0;156.0;-408.0;347.0
618.0;-161.0;-436.0;-59;-113.0;?;233.0;411.0;?;-398.0;340.0
679.0;-158.0;-424.0;?;-87.0;-333.0;203.0;402.0;?;?;?
819.0;-153.0;-414.0;-47;-62.0;-311.0;176.0;370.0;176.0;-352.0;288.0
976.0;-147.0;-408.0;-24;-36.0;-290.0;151.0;302.0;146.0;-331.0;300.0
955.0;?;-403.0;?;-14.0;-267.0;129.0;293.0;119.0;-310.0;333.0
879.0;-128.0;?;-96;4.0;-248.0;110.0;?;?;?;88.0
739.0;-118.0;?;-14;17.0;-231.0;92.0;321.0;81.0;-273.0;108.0
469.0;-108.0;?;7;31.0;-216.0;?;344.0;67.0;?;402.0
302.0;-95.0;-381.0;?;43.0;-200.0;?;289.0;54.0;-245.0;44.0
25.0;-79.0;?;?;52.0;-184.0;?;214.0;44.0;-237.0;146.0
-548.0;-66.0;-355.0;?;58.0;-171.0;32.0;304.0;38.0;-240.0;126.0
-808.0;-55.0;-340.0;?;65.0;?;20.0;285.0;32.0;?;65.0
?;-41.0;-327.0;?;63.0;-142.0;15.0;?;30.0;-251.0;0.0
-844.0;-34.0;-326.0;544;?;-149.0;?;?;35.0;-275.0;?
-433.0;-29.0;-322.0;354;38.0;-174.0;53.0;-275.0;53.0;-284.0;22.0
-143.0;-19.0;-323.0;400;17.0;-211.0;86.0;?;76.0;-294.0;8.0
-376.0;?;-329.0;-74;5.0;?;109.0;-306.0;85.0;?;37.0
-614.0;-24.0;-335.0;97;6.0;?;123.0;?;76.0;-326.0;19.0
-603.0;-31.0;-341.0;190;?;?;132.0;-381.0;54.0;-337.0;?
-583.0;-32.0;-345.0;-252;23.0;-294.0;143.0;-440.0;28.0;?;309.0
-518.0;-28.0;?;185;36.0;-309.0;153.0;?;4.0;-351.0;?
-507.0;-21.0;-348.0;-280;50.0;-325.0;?;-345.0;-14.0;-354.0;148.0
-580.0;-12.0;-346.0;-529;65.0;-340.0;171.0;-294.0;?;?;442.0
-633.0;-2.0;-342.0;-683;78.0;-351.0;178.0;-261.0;-31.0;-355.0;650.0
-691.0;9.0;-337.0;-1462;88.0;-356.0;182.0;?;-30.0;?;211.0
?;22.0;-331.0;?;94.0;-357.0;183.0;-280.0;-25.0;-351.0;228.0
-477.0;36.0;-323.0;979;93.0;-352.0;180.0;-394.0;-16.0;-344.0;316.0
-220.0;?;-317.0;-582;87.0;-341.0;169.0;?;-6.0;-334.0;298.0
-244.0;58.0;-316.0;?;76.0;-324.0;156.0;-436.0;8.0;?;355.0
-219.0;?;-313.0;?;60.0;-300.0;?;-359.0;22.0;-321.0;353.0
36.0;64.0;-304.0;-253;46.0;-274.0;?;-223.0;32.0;-304.0;358.0
496.0;75.0;?;-106;45.0;-246.0;97.0;111.0;36.0;-272.0;?
692.0;?;-266.0;?;41.0;-220.0;79.0;314.0;38.0;-233.0;303.0
?;102.0;-244.0;-142;48.0;-196.0;50.0;?;32.0;-195.0;?
847.0;109.0;-226.0;?;64.0;-168.0;16.0;396.0;17.0;-161.0;335.0
884.0;?;-210.0;-192;84.0;-135.0;?;421.0;-5.0;-127.0;298.0
983.0;103.0;-198.0;?;105.0;-105.0;-56.0;366.0;-31.0;-97.0;262.0
1090.0;95.0;-192.0;?;126.0;?;?;385.0;?;-71.0;?
1125.0;86.0;?;-248;146.0;-51.0;-118.0;326.0;-73.0;-47.0;489.0
1097.0;80.0;-190.0;?;162.0;-23.0;-145.0;365.0;-89.0;-24.0;182.0
916.0;75.0;-190.0;130;175.0;2.0;-168.0;338.0;-102.0;-7.0;100.0
631.0;69.0;?;27;186.0;25.0;-191.0;347.0;?;4.0;201.0
363.0;65.0;?;522;198.0;49.0;-210.0;368.0;-123.0;?;211.0
?;65.0;-183.0;?;207.0;70.0;-227.0;?;-131.0;13.0;136.0
?;?;-174.0;208;213.0;88.0;-238.0;338.0;?;?;147.0
-867.0;68.0;-162.0;691;223.0;105.0;-250.0;413.0;-144.0;?;123.0
-1032.0;80.0;-147.0;729;231.0;119.0;?;268.0;-154.0;?;80.0
-1018.0;96.0;-141.0;?;?;123.0;-259.0;154.0;-162.0;-45.0;?
-858.0;106.0;-139.0;494;?;108.0;-243.0;95.0;-163.0;-68.0;54.0
?;119.0;-134.0;572;213.0;?;?;?;?;?;?
-269.0;131.0;-139.0;608;?;44.0;?;-215.0;?;-93.0;28.0
-580.0;127.0;-150.0;159;186.0;6.0;-150.0;-148.0;-136.0;-118.0;?
-695.0;113.0;-158.0;?;182.0;-25.0;-126.0;-174.0;-146.0;?;32.0
?;104.0;-164.0;373;?;-54.0;?;-211.0;?;-149.0;182.0
-569.0;?;-166.0;?;?;-84.0;?;?;-180.0;?;302.0
-441.0;102.0;-166.0;-900;187.0;?;-70.0;?;?;?;130.0
?;107.0;?;-3863;193.0;-146.0;-57.0;-173.0;-197.0;-154.0;266.0
-410.0;113.0;-162.0;-2661;?;-174.0;-43.0;-133.0;-193.0;-151.0;637.0
-486.0;120.0;-157.0;?;198.0;-197.0;-27.0;?;-185.0;-150.0;282.0
-507.0;126.0;-151.0;-4562;195.0;-209.0;-11.0;-199.0;-173.0;-148.0;130.0
-373.0;134.0;-146.0;?;192.0;-212.0;0.0;-248.0;-157.0;?;254.0
-111.0;?;-140.0;?;184.0;?;5.0;?;-139.0;-134.0;293.0
28.0;153.0;-141.0;-1278;167.0;?;5.0;-414.0;-119.0;-130.0;325.0
-59.0;155.0;-142.0;?;149.0;?;1.0;-362.0;-93.0;-125.0;322.0
159.0;159.0;-139.0;-237;125.0;-158.0;-5.0;-413.0;-66.0;-115.0;?
?;?;-129.0;-232;112.0;?;-20.0;-128.0;-47.0;?;346.0
765.0;175.0;?;?;100.0;-131.0;-25.0;233.0;?;-62.0;304.0
859.0;?;?;-324;97.0;-121.0;?;252.0;-22.0;?;256.0
844.0;186.0;-92.0;-169;?;-103.0;-61.0;291.0;-25.0;-8.0;?
856.0;183.0;?;?;123.0;?;-91.0;409.0;-46.0;?;?
793.0;175.0;?;-166;145.0;?;-125.0;369.0;-73.0;46.0;346.0
901.0;167.0;-65.0;-161;166.0;-18.0;-157.0;346.0;?;69.0;165.0
1009.0;156.0;?;-72;188.0;9.0;-187.0;?;?;90.0;323.0
1016.0;?;-67.0;-274;?;37.0;-214.0;?;-140.0;108.0;337.0
945.0;135.0;-72.0;38;222.0;63.0;?;325.0;-154.0;?;?
745.0;125.0;-78.0;125;?;85.0;-253.0;317.0;-164.0;132.0;295.0
538.0;114.0;-85.0;-52;237.0;104.0;-270.0;339.0;-173.0;?;267.0
?;108.0;-90.0;967;242.0;122.0;-284.0;?;-180.0;133.0;?
?;103.0;-91.0;1306;244.0;135.0;-290.0;312.0;-184.0;124.0;?
-573.0;99.0;-93.0;958;248.0;142.0;?;?;-186.0;105.0;29.0
-778.0;100.0;-90.0;?;255.0;151.0;-300.0;321.0;-190.0;87.0;38.0
-937.0;107.0;-87.0;?;251.0;152.0;-292.0;88.0;-195.0;62.0;19.0
?;115.0;?;?;243.0;133.0;-271.0;18.0;-195.0;38.0;31.0
6.0;122.0;-89.0;?;?;100.0;-239.0;-217.0;-184.0;27.0;49.0
-51.0;125.0;-104.0;187;215.0;62.0;-195.0;-306.0;-173.0;6.0;42.0
-561.0;112.0;-123.0;-93;201.0;26.0;-155.0;-213.0;?;-29.0;0.0
-766.0;90.0;?;?;?;-6.0;-121.0;-213.0;-178.0;-50.0;?
?;79.0;-138.0;-392;201.0;-39.0;-94.0;-307.0;-194.0;-62.0;170.0
-606.0;78.0;-139.0;?;?;-74.0;-70.0;-273.0;-210.0;-68.0;?
-473.0;84.0;-138.0;-1435;222.0;?;-52.0;-260.0;-225.0;-69.0;63.0
-381.0;96.0;?;-2172;240.0;-141.0;?;-242.0;-237.0;?;250.0
1126.0;21.0;?;-109;?;?;-9.0;340.0;-51.0;-48.0;287.0
1179.0;11.0;-191.0;-108;?;-105.0;?;306.0;-77.0;-28.0;283.0
1196.0;4.0;-195.0;-157;128.0;-78.0;-61.0;302.0;-91.0;-8.0;?
1022.0;-1.0;-201.0;?;135.0;-60.0;-76.0;?;-92.0;6.0;150.0
850.0;-5.0;-208.0;167;141.0;-46.0;?;?;?;14.0;171.0
?;?;-216.0;77;146.0;-31.0;-101.0;322.0;?;18.0;154.0
?;-11.0;?;-33;?;-15.0;-111.0;234.0;-79.0;11.0;112.0
-497.0;-19.0;-224.0;1065;?;2.0;-117.0;261.0;-79.0;?;68.0
?;?;-223.0;?;151.0;17.0;-126.0;?;-79.0;-35.0;104.0
