InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
15.0;-349.0;-268;-172;2775;-71.0;208.0;?;?;-219;-24
-6.0;-544.0;?;1932;2329;-138.0;211.0;?;385.0;-755;-15
?;-442.0;-2632;2506;1983;65.0;211.0;-2632;385.0;-477;-10
-2.0;-149.0;4502;1311;1621;192.0;207.0;4502;?;?;-11
?;91.0;3439;844;151;200.0;?;3439;?;-1065;-18
-54.0;48.0;-521;?;723;74.0;205.0;-521;?;?;-26
-110.0;-96.0;287;-765;1852;?;199.0;287;403.0;-370;?
-142.0;-210.0;662;-393;?;79.0;201.0;662;404.0;-860;-36
-34.0;?;368;-28;?;166.0;199.0;368;409.0;107;-36
?;-90.0;136;1;659;24.0;204.0;136;407.0;-27;?
-442.0;-15.0;-77;8;681;-103.0;210.0;-77;?;?;-37
-241.0;50.0;-54;?;674;-211.0;206.0;?;?;114;-37
?;28.0;?;23;?;199.0;209.0;?;403.0;-44;-38
-240.0;675.0;-77;15;674;?;225.0;-77;?;20;-38
-191.0;?;-84;20;676;-1260.0;240.0;-84;409.0;23;-38
-193.0;-2104.0;?;?;682;?;?;-96;405.0;32;-38
-237.0;-2723.0;?;21;?;-2145.0;273.0;-42;?;10;-39
-317.0;-2698.0;-48;68;?;-2052.0;290.0;-48;371.0;54;-39
-272.0;-2211.0;-95;-32;732;-1732.0;306.0;-95;349.0;-72;-40
-243.0;-1520.0;?;65;551;-1260.0;?;-538;329.0;34;-42
-244.0;?;-526;-34;628;-694.0;?;-526;?;44;-44
-259.0;?;-333;41;546;-360.0;339.0;-333;287.0;48;-49
?;?;-56;301;?;-413.0;?;?;265.0;744;-61
-298.0;-566.0;1540;?;?;?;?;1540;239.0;487;-75
-241.0;-559.0;450;?;3021;-480.0;?;?;225.0;-207;-80
-136.0;-417.0;?;-938;2326;-221.0;393.0;-1694;214.0;332;-77
-274.0;-250.0;?;123;1460;-133.0;?;-1816;?;663;?
-209.0;-6.0;-2079;1029;?;192.0;?;-2079;213.0;500;?
30.0;810.0;-782;?;?;939.0;?;-782;221.0;660;-70
?;1822.0;?;?;457;1728.0;454.0;?;?;264;?
-171.0;2715.0;-697;200;532;2464.0;473.0;-697;228.0;-4;-67
?;2915.0;-1420;-227;1053;2537.0;487.0;-1420;223.0;-232;-64
?;?;-1227;?;1048;1743.0;?;?;209.0;-243;-56
-50.0;?;?;-1076;?;?;?;-1481;185.0;-73;-47
-32.0;545.0;-2440;-1432;2290;?;?;?;164.0;-290;-41
-6.0;51.0;357;-1571;2511;303.0;531.0;357;147.0;386;-30
9.0;-79.0;-3033;2028;2821;92.0;538.0;-3033;133.0;-1854;-15
26.0;-94.0;-3000;3709;1655;123.0;542.0;?;?;-2720;-7
27.0;188.0;?;?;-259;232.0;541.0;5446;?;804;-8
?;427.0;?;613;178;268.0;543.0;2783;109.0;429;-16
38.0;452.0;-642;161;1105;?;?;-642;105.0;-1497;-24
-41.0;423.0;964;-678;?;293.0;549.0;?;107.0;-1732;-30
-201.0;254.0;?;-24;886;279.0;?;621;118.0;-801;-35
-111.0;17.0;395;-92;695;176.0;550.0;395;?;?;-35
-222.0;-176.0;-24;13;?;596.0;?;-24;?;-19;?
-456.0;-460.0;-122;45;?;507.0;558.0;-122;154.0;-33;-36
-178.0;-367.0;-38;?;670;11.0;552.0;-38;162.0;111;-36
?;-505.0;-65;?;673;?;552.0;-65;?;-12;-36
-296.0;?;-33;?;685;-734.0;570.0;-33;187.0;29;?
-273.0;-915.0;-38;32;683;-1640.0;582.0;-38;202.0;?;-37
-260.0;-1566.0;?;?;677;-1585.0;599.0;-35;204.0;?;-37
?;-1435.0;-99;22;659;-1480.0;611.0;-99;200.0;-13;-38
-302.0;-1289.0;?;29;664;-1342.0;628.0;-248;?;2;-39
?;-1332.0;-71;31;673;-1296.0;?;-71;158.0;8;?
-272.0;-1259.0;-350;13;645;-1135.0;646.0;-350;132.0;35;-40
-248.0;-1001.0;-207;34;?;-791.0;655.0;-207;109.0;?;-44
-279.0;-635.0;-92;?;566;-526.0;?;?;?;20;-51
-270.0;-432.0;-14;?;442;-427.0;672.0;?;50.0;499;-61
-229.0;?;1699;-374;1170;?;682.0;1699;18.0;233;-75
-228.0;?;14;-1467;2714;-373.0;696.0;14;-4.0;-142;-78
-177.0;-445.0;-2316;-341;1705;-331.0;705.0;-2316;-12.0;216;-72
-292.0;-458.0;-1514;1470;-257;-406.0;720.0;-1514;-17.0;484;-70
-135.0;-388.0;-1406;1119;146;54.0;736.0;-1406;-9.0;565;-70
138.0;370.0;-321;697;509;761.0;745.0;-321;?;?;-70
?;1551.0;403;540;492;1462.0;755.0;403;18.0;196;-71
-193.0;2308.0;-772;-11;827;1953.0;771.0;-772;29.0;-127;-68
-64.0;2094.0;?;-84;846;1621.0;779.0;-1024;28.0;?;?
0.0;1055.0;-1571;-422;1075;844.0;784.0;-1571;19.0;-226;-57
-51.0;109.0;?;-840;1411;443.0;791.0;-1697;6.0;-67;?
3.0;-1581.0;?;-1098;?;-74.0;794.0;?;0.0;78;-40
49.0;-3841.0;?;-1273;2437;-615.0;?;?;-2.0;-321;-29
-10.0;?;1079;1264;2942;-685.0;800.0;1079;2.0;-684;-15
9.0;-3724.0;-285;3983;3006;-268.0;796.0;-285;8.0;-1960;-8
60.0;-895.0;?;?;1674;28.0;?;-2661;17.0;?;-8
27.0;557.0;2132;132;-603;122.0;783.0;2132;?;1261;?
2.0;798.0;1272;195;-8;307.0;?;1272;39.0;-1763;-22
-89.0;?;?;-718;2751;304.0;?;184;59.0;-475;-30
-222.0;1252.0;1407;-801;2131;?;773.0;?;78.0;1614;-33
-206.0;2135.0;?;179;331;854.0;761.0;-194;99.0;-207;?
?;2953.0;123;-19;705;?;761.0;123;115.0;?;?
-435.0;3276.0;79;-26;734;314.0;754.0;79;132.0;81;-36
-285.0;3006.0;-201;?;?;?;?;?;146.0;-66;-36
-132.0;1519.0;-29;-33;760;?;735.0;?;?;144;-37
-186.0;?;-109;65;638;-266.0;?;-109;166.0;-61;?
-332.0;-999.0;-83;?;705;-1303.0;770.0;-83;178.0;?;-37
?;-3709.0;-209;42;695;-2152.0;784.0;?;179.0;50;?
-341.0;-4143.0;-130;42;?;-2536.0;805.0;-130;157.0;43;?
?;?;?;8;726;-2074.0;826.0;?;?;33;-39
?;-1229.0;?;?;680;-1354.0;?;-131;83.0;?;?
-295.0;?;15;-36;737;-872.0;860.0;15;37.0;32;-42
-273.0;?;-261;50;588;?;869.0;-261;-5.0;82;-43
-271.0;-27.0;-327;18;?;-443.0;?;?;-51.0;-14;-47
-269.0;155.0;-126;15;557;?;891.0;-126;?;9;-54
-282.0;246.0;-356;310;228;-233.0;905.0;-356;-130.0;?;-59
?;?;962;-942;1684;?;920.0;?;?;423;-74
-268.0;-138.0;254;-1116;2377;-83.0;935.0;254;-173.0;240;-81
-161.0;-87.0;-1747;469;1091;291.0;946.0;-1747;-181.0;509;-72
-222.0;343.0;?;745;672;424.0;962.0;-944;-177.0;631;-72
21.0;912.0;?;787;492;983.0;976.0;-563;-160.0;618;-73
?;1837.0;77;740;422;1683.0;983.0;77;-135.0;587;-73
-280.0;2464.0;522;618;476;2337.0;996.0;?;?;251;-75
-134.0;2954.0;154;263;?;2723.0;1011.0;?;-98.0;121;-71
-30.0;2634.0;-715;-155;990;2299.0;1017.0;-715;-92.0;-42;?
-48.0;?;?;-308;1055;1524.0;1017.0;-1053;-94.0;?;?
-64.0;855.0;-847;-971;1510;985.0;1023.0;?;?;?;-46
-27.0;414.0;?;-1460;2501;?;?;-1976;?;-44;-39
-1.0;358.0;?;-1566;3042;542.0;1026.0;?;-105.0;209;-29
-8.0;?;-1998;1879;?;210.0;1025.0;?;-104.0;-1228;-16
9.0;263.0;?;2906;1985;408.0;1017.0;-4205;-101.0;?;?
33.0;278.0;3668;208;?;426.0;1014.0;3668;-95.0;460;-10
-9.0;303.0;4316;?;-963;209.0;1012.0;4316;-84.0;-404;-14
?;254.0;?;1467;243;?;1013.0;?;-70.0;-2418;-22
-100.0;76.0;467;-892;1078;-97.0;1013.0;467;?;?;-29
-222.0;-243.0;618;77;552;-118.0;1014.0;618;?;-355;-33
-69.0;-508.0;413;-125;805;-2.0;1018.0;?;-10.0;-245;-34
-183.0;-565.0;16;-61;737;-246.0;1025.0;16;3.0;-111;-34
-431.0;-260.0;-138;87;647;-105.0;1027.0;-138;17.0;30;-34
?;67.0;-86;-50;?;-492.0;1019.0;-86;19.0;65;-34
-57.0;23.0;-71;?;634;-276.0;1026.0;?;3.0;54;-35
-326.0;102.0;-26;4;693;-565.0;1039.0;-26;-12.0;2;?
?;-1054.0;?;34;672;-1487.0;1050.0;-51;-40.0;34;-35
-212.0;-1741.0;?;?;666;-1704.0;1065.0;-53;-79.0;48;-35
?;-2014.0;51;21;697;-1690.0;1086.0;51;-126.0;33;-35
-281.0;-1847.0;-14;28;?;?;1108.0;-14;-175.0;27;-35
-289.0;?;?;5;692;-1475.0;1120.0;?;-224.0;2;-37
?;-1319.0;-372;4;596;-1024.0;1131.0;-372;-274.0;8;-37
-280.0;-777.0;-349;26;584;-599.0;1142.0;?;-327.0;-48;-40
-287.0;-440.0;-256;92;661;-355.0;1157.0;?;-380.0;9;-45
-271.0;-211.0;-494;?;468;-164.0;?;-494;-428.0;223;?
-253.0;-137.0;1464;-767;1458;-151.0;1179.0;1464;?;86;?
-231.0;-143.0;1126;-2206;3272;-67.0;1188.0;1126;-485.0;-8;-78
-176.0;-155.0;-666;-1229;2381;14.0;1200.0;-666;-501.0;-10;-76
-269.0;-89.0;-388;1086;-31;?;1216.0;-388;-500.0;-190;-74
-194.0;13.0;-1492;1273;-165;162.0;1231.0;-1492;-489.0;179;-71
119.0;452.0;-1097;?;?;?;1241.0;-1097;-474.0;646;?
9.0;1236.0;364;841;?;1271.0;?;?;-460.0;390;-68
-151.0;2085.0;-651;349;542;2016.0;1252.0;-651;-441.0;18;-67
-104.0;?;?;-121;?;1800.0;1252.0;-1047;?;-112;-64
-69.0;1306.0;-1450;-298;960;882.0;1248.0;-1450;-442.0;?;-59
?;261.0;-1875;?;1319;244.0;?;-1875;?;-135;-51
-7.0;-301.0;-1263;-1228;1838;306.0;1248.0;-1263;?;-2;?
-1.0;?;-2758;?;2457;?;1241.0;?;-437.0;-385;-32
-17.0;-31.0;?;-428;2823;473.0;1239.0;441;-435.0;-133;-22
-1.0;?;-197;2184;3282;275.0;1236.0;-197;-426.0;-430;-12
14.0;?;-5174;2400;?;416.0;1237.0;-5174;-420.0;-795;-8
41.0;?;1929;?;?;537.0;1237.0;1929;?;219;?
59.0;524.0;3520;-3021;?;474.0;1236.0;3520;-406.0;-560;-15
15.0;581.0;-1335;?;2424;321.0;1238.0;-1335;-394.0;?;-22
?;445.0;-262;?;?;261.0;1235.0;-262;-374.0;-589;-27
?;?;456;?;?;?;1230.0;456;-357.0;-224;-33
?;447.0;488;-44;755;789.0;1229.0;?;-340.0;255;-34
-41.0;?;179;13;552;718.0;?;179;-318.0;66;-34
-434.0;-103.0;?;?;758;-80.0;1219.0;?;?;-104;-34
-354.0;-574.0;55;14;613;-590.0;1203.0;55;-281.0;70;?
?;-800.0;?;15;715;-373.0;1199.0;-24;-292.0;-1;-35
?;-380.0;-50;25;652;?;1196.0;-50;-307.0;23;-35
-193.0;-439.0;-7;25;671;-1124.0;?;?;-332.0;?;-35
?;-1116.0;-37;30;670;-1325.0;1204.0;-37;-363.0;22;-35
-257.0;?;-37;-9;685;?;1219.0;-37;-405.0;27;-35
-279.0;-1172.0;-48;70;619;-1231.0;1225.0;-48;?;84;?
-261.0;-1084.0;-26;-34;677;-1132.0;1227.0;-26;-462.0;-72;-37
-239.0;?;-416;50;553;-1114.0;?;-416;-497.0;-84;-39
-236.0;?;?;54;540;-894.0;?;-567;-532.0;87;-42
-259.0;-718.0;-85;-122;633;?;1248.0;-85;-573.0;121;-48
?;-406.0;-146;391;102;-469.0;1252.0;-146;?;470;-57
-231.0;-249.0;1147;-944;1532;?;1261.0;1147;-618.0;?;?
-205.0;?;1071;-1454;2622;-194.0;1268.0;1071;?;?;-79
-142.0;-111.0;-1176;746;902;?;1276.0;-1176;?;1081;-73
-231.0;?;-1449;1191;148;-245.0;1286.0;?;-612.0;580;-71
-116.0;71.0;-1624;1145;?;74.0;1293.0;?;-595.0;410;?
118.0;?;-722;1059;172;789.0;1300.0;?;-576.0;684;-69
-57.0;?;?;539;?;1519.0;?;-81;-554.0;148;-70
-210.0;2105.0;-806;151;621;?;1305.0;-806;-539.0;-65;-67
-77.0;1765.0;-1347;?;1035;1576.0;1294.0;-1347;-531.0;-168;?
4.0;?;-1537;-461;?;835.0;1289.0;-1537;-530.0;-178;-55
?;266.0;-1123;-1019;1479;538.0;1286.0;-1123;-523.0;163;-45
-14.0;93.0;?;-1520;2555;630.0;1278.0;-2044;-508.0;-281;-36
-33.0;?;832;?;2986;508.0;1272.0;832;-491.0;590;?
?;242.0;?;2003;3410;196.0;1263.0;507;?;-736;?
12.0;245.0;-2545;?;2419;385.0;?;-2545;-469.0;-2445;-8
37.0;163.0;?;?;?;484.0;?;?;-461.0;262;?
52.0;276.0;3041;?;3036;359.0;1239.0;3041;-448.0;-213;-13
57.0;?;-1106;-1310;2576;?;1227.0;?;-427.0;-253;-22
-114.0;?;97;-218;746;235.0;?;97;?;1761;-29
-214.0;218.0;781;-257;?;179.0;1202.0;781;?;851;-33
?;-109.0;474;36;698;228.0;?;474;?;310;-33
-203.0;-227.0;?;47;588;447.0;1179.0;107;-334.0;?;-34
-437.0;-394.0;-70;-13;?;?;1164.0;-70;-311.0;-77;?
-208.0;-191.0;-60;63;599;-268.0;1143.0;-60;-311.0;78;-34
-158.0;-128.0;-80;-2;741;17.0;1138.0;?;-324.0;-12;-35
?;183.0;?;?;665;-986.0;1136.0;-84;-347.0;21;-35
-179.0;-765.0;?;33;680;-1709.0;1134.0;-66;-371.0;30;-35
-240.0;-1616.0;-15;27;700;-1670.0;?;?;-400.0;7;-36
-303.0;-1517.0;-110;63;654;?;1152.0;-110;?;15;-36
?;?;?;-7;735;-1648.0;1160.0;8;?;?;-37
-262.0;-1590.0;-216;64;592;-1578.0;1159.0;?;-479.0;-49;-38
-253.0;-1503.0;-401;-21;637;-1283.0;1160.0;?;-510.0;-17;-41
-272.0;-1111.0;-475;51;?;-860.0;?;-475;-541.0;?;-45
-268.0;-725.0;-412;184;370;-700.0;1169.0;-412;?;128;-53
-278.0;-655.0;1151;-1220;2037;-685.0;1173.0;1151;-588.0;272;-68
-268.0;-639.0;1303;-2406;?;-522.0;1171.0;1303;-593.0;217;-80
-230.0;?;-353;-1797;3118;-322.0;?;-353;-591.0;536;-79
-250.0;-223.0;-1223;-87;?;-103.0;?;-1223;-577.0;736;-73
-187.0;-70.0;?;1342;-143;100.0;1171.0;-1662;-554.0;377;-72
48.0;337.0;-919;934;240;688.0;?;-919;-532.0;644;-72
-84.0;1440.0;88;?;641;1465.0;?;88;?;431;-71
-251.0;2432.0;-360;427;383;2300.0;1149.0;-360;-498.0;-73;-70
-119.0;2930.0;-944;-62;895;2516.0;1137.0;-944;-489.0;-44;-65
-26.0;2358.0;-1398;-467;1141;1757.0;1124.0;-1398;?;-27;?
-72.0;1285.0;-1564;-737;1381;1012.0;1110.0;-1564;-450.0;?;-48
-57.0;390.0;?;-1200;2109;632.0;?;-1222;-422.0;101;-37
-32.0;-5.0;-1356;-1519;2823;390.0;1089.0;-1356;-394.0;-149;-28
-19.0;-122.0;?;803;2860;137.0;1075.0;510;-371.0;-270;-17
-4.0;-95.0;697;3223;?;136.0;1058.0;?;-342.0;-1771;?
23.0;70.0;1369;1476;1863;309.0;?;1369;-321.0;165;-6
?;224.0;4624;-441;?;?;1028.0;?;-305.0;1805;-9
-8.0;319.0;1706;-321;200;153.0;1014.0;1706;-282.0;?;?
-34.0;?;334;-754;?;?;999.0;334;-257.0;637;-27
-195.0;166.0;1598;-734;?;?;977.0;1598;?;2402;-31
?;-37.0;48;37;?;309.0;959.0;?;?;?;-33
?;?;79;-27;733;216.0;941.0;79;-180.0;-10;?
?;?;?;-10;705;382.0;922.0;-20;-155.0;152;-34
-306.0;?;-225;61;647;349.0;901.0;-225;?;-257;-34
-27.0;-371.0;1;2;687;-368.0;?;1;?;283;?
?;?;-138;43;666;-759.0;885.0;-138;-115.0;-128;-35
-221.0;-1197.0;-93;?;680;?;880.0;-93;-112.0;?;-35
-181.0;-1855.0;-53;35;?;-1939.0;883.0;-53;?;14;-35
-269.0;-1818.0;?;34;690;-1774.0;887.0;?;-121.0;-4;-36
-293.0;?;-185;85;638;-1539.0;?;-185;-130.0;24;-36
?;-1323.0;?;-68;776;-1357.0;898.0;-7;-139.0;?;-38
-294.0;?;-466;88;518;-1270.0;900.0;?;?;?;-39
?;-1222.0;-281;-51;692;-1033.0;903.0;?;-169.0;-8;-43
-238.0;-958.0;-187;30;631;-827.0;903.0;-187;-186.0;?;-49
?;-714.0;-692;311;?;-661.0;905.0;?;-204.0;213;-56
-282.0;-588.0;1352;-1578;2392;-618.0;905.0;1352;-217.0;-36;-71
-289.0;-559.0;1120;-2459;3495;-462.0;908.0;?;-226.0;-103;-81
-150.0;-309.0;?;?;2675;?;907.0;?;-226.0;507;-75
-286.0;14.0;-904;35;?;-19.0;?;-904;-219.0;864;-72
-194.0;50.0;-1049;1078;126;247.0;915.0;-1049;?;447;-73
70.0;567.0;-575;864;262;799.0;916.0;-575;-187.0;517;-74
-141.0;1520.0;?;519;620;?;919.0;28;-175.0;406;?
-163.0;?;182;398;446;2403.0;919.0;182;-169.0;142;-72
?;2585.0;-750;-20;901;2140.0;918.0;?;-172.0;-58;-65
?;1776.0;-1306;?;?;1280.0;909.0;-1306;-169.0;28;-56
-63.0;778.0;?;-738;1384;631.0;911.0;-1317;-158.0;129;-50
?;44.0;-1896;-1188;2171;?;?;-1896;-144.0;-107;-38
-17.0;-143.0;?;-1418;3010;397.0;908.0;?;?;?;-24
-9.0;-52.0;-682;2270;2637;241.0;902.0;-682;-123.0;-1294;-14
11.0;233.0;-1324;4120;2793;266.0;896.0;-1324;?;-1753;-5
37.0;436.0;2924;?;?;391.0;891.0;2924;-95.0;468;-5
-6.0;516.0;3335;?;-220;330.0;?;3335;-84.0;30;-12
-6.0;?;359;264;608;243.0;885.0;?;-71.0;-1949;-22
-95.0;349.0;527;-736;1355;230.0;878.0;527;-56.0;-2309;-31
-240.0;196.0;1028;-508;?;151.0;?;1028;-46.0;-1584;-34
?;?;207;-489;1167;117.0;?;207;?;?;?
-222.0;-179.0;36;44;632;214.0;864.0;36;-32.0;?;-36
-403.0;-247.0;-24;38;664;?;858.0;-24;-28.0;10;?
?;-186.0;-142;-20;729;?;?;-142;-36.0;?;-36
-35.0;?;-66;69;629;-392.0;846.0;-66;-55.0;46;-37
-293.0;-367.0;-85;-10;727;-677.0;853.0;-85;-78.0;12;-37
-193.0;-753.0;?;44;658;-1508.0;858.0;-55;?;44;-37
-237.0;-1483.0;-11;30;693;?;865.0;-11;?;13;-38
-263.0;-1600.0;-37;23;687;-1535.0;877.0;-37;-172.0;4;-38
-288.0;-1377.0;-137;?;627;?;?;-137;-208.0;?;?
-284.0;?;-66;-56;729;-1437.0;?;-66;-241.0;12;-40
-276.0;-1513.0;-530;129;?;-1343.0;?;-530;?;1;-41
-272.0;-1363.0;-301;-86;690;-1062.0;911.0;-301;-316.0;-25;-45
-271.0;-897.0;?;44;540;?;920.0;?;?;?;-52
-267.0;-508.0;?;429;?;-513.0;926.0;-143;-384.0;614;-62
-271.0;-410.0;1640;-1052;1885;-451.0;935.0;1640;-402.0;431;-78
-248.0;?;-482;-1095;?;?;937.0;-482;-408.0;148;-78
-125.0;-276.0;?;333;1286;-118.0;942.0;-2527;-409.0;451;-70
-234.0;-234.0;?;722;687;-202.0;951.0;-1723;?;533;?
-122.0;-119.0;-1900;1018;232;?;956.0;-1900;-379.0;576;-70
62.0;428.0;-574;756;470;?;956.0;?;-369.0;715;-69
-177.0;?;-398;473;?;?;?;?;-355.0;104;-67
-136.0;2298.0;?;92;609;?;?;-950;-348.0;-68;-65
-59.0;2267.0;-1696;-336;1143;1893.0;941.0;-1696;-346.0;-167;-60
-23.0;1372.0;-1540;-770;1297;1121.0;934.0;?;-331.0;-105;-51
-58.0;568.0;-1653;-1292;1894;?;?;-1653;-301.0;-96;-41
-34.0;?;?;-1406;2799;766.0;919.0;-1808;-279.0;-341;-31
?;?;1326;-128;3042;568.0;907.0;1326;-259.0;?;-18
-13.0;411.0;-3386;3567;3073;367.0;897.0;-3386;-244.0;?;?
3.0;465.0;-3138;?;1484;407.0;888.0;-3138;-226.0;-1940;-6
11.0;376.0;4870;-2548;1143;?;?;4870;?;525;-10
-10.0;325.0;1347;?;2779;457.0;?;?;-206.0;-1005;-18
-18.0;351.0;?;-233;1482;372.0;?;?;-189.0;-1090;-24
-119.0;452.0;433;?;554;448.0;843.0;433;-173.0;-73;?
-138.0;?;?;-89;1011;454.0;825.0;556;?;-214;-33
-75.0;125.0;426;-52;647;600.0;812.0;426;-143.0;23;-33
-333.0;?;-52;25;686;281.0;797.0;-52;-123.0;-37;-34
-300.0;-548.0;-76;28;?;-63.0;781.0;-76;-108.0;?;-34
-43.0;-575.0;-8;?;652;-619.0;769.0;-8;-108.0;71;-34
-199.0;-327.0;-7;38;682;?;768.0;-7;-116.0;11;-34
?;?;2;34;?;-1076.0;769.0;2;-135.0;23;?
-131.0;-915.0;14;?;672;-1321.0;768.0;?;-151.0;42;-34
-213.0;-1299.0;-10;?;685;-1334.0;780.0;-10;-160.0;-10;?
-264.0;?;19;15;688;?;?;19;?;31;-35
-263.0;-1467.0;-17;64;602;?;792.0;-17;-176.0;31;?
-280.0;?;-274;-21;628;-1426.0;?;-274;?;-196;-38
-249.0;?;-365;?;592;-1037.0;799.0;-365;-212.0;247;-39
-247.0;-666.0;-462;-217;812;-611.0;799.0;-462;-229.0;294;?
-288.0;-368.0;-206;10;620;-358.0;803.0;-206;-244.0;179;-55
-288.0;-296.0;?;-110;905;-347.0;806.0;?;-262.0;861;?
?;-346.0;?;-1461;2457;-322.0;?;?;?;335;-79
-193.0;-321.0;64;-294;1380;-164.0;?;64;-276.0;-216;-76
-250.0;-66.0;?;1541;-390;?;812.0;-1179;-275.0;165;-69
?;?;-1616;1067;149;222.0;819.0;-1616;-274.0;421;-70
58.0;443.0;-1399;805;498;752.0;818.0;-1399;?;722;-69
-138.0;1273.0;-381;741;?;1324.0;820.0;-381;?;573;-69
-207.0;2106.0;?;215;?;2041.0;820.0;?;-263.0;89;-68
?;2496.0;-1093;-200;986;2222.0;?;-1093;-268.0;-133;-63
0.0;2004.0;-1287;-516;1150;1721.0;816.0;-1287;?;-135;-56
-22.0;?;-1519;-990;?;1223.0;812.0;-1519;-262.0;-121;-47
-3.0;667.0;-1434;-1562;2437;862.0;809.0;?;-252.0;-17;-36
9.0;396.0;-815;-1187;2888;571.0;805.0;-815;-243.0;-71;-26
?;212.0;806;1700;?;301.0;801.0;806;?;-395;-15
32.0;133.0;1633;3862;3318;299.0;792.0;?;-227.0;?;-4
40.0;46.0;-586;-385;-94;429.0;786.0;-586;-224.0;-39;-5
23.0;148.0;645;-1040;-2119;386.0;779.0;645;-220.0;-1634;-8
13.0;307.0;4242;2672;571;?;775.0;?;-211.0;-687;-13
-61.0;319.0;2214;-222;2596;131.0;?;2214;-202.0;2749;-29
-210.0;?;535;?;1397;110.0;759.0;535;-192.0;559;-36
-89.0;-158.0;608;489;573;169.0;751.0;?;-184.0;-1095;-35
-183.0;-297.0;-104;-271;736;267.0;740.0;?;-176.0;320;-36
-472.0;-184.0;58;136;?;471.0;736.0;58;-169.0;-124;-36
-309.0;-188.0;?;?;?;-428.0;724.0;-63;-166.0;19;?
-36.0;-887.0;-90;-37;692;-839.0;720.0;-90;-174.0;83;-37
-280.0;-2567.0;-4;86;?;-2136.0;723.0;-4;?;-80;?
-110.0;-6177.0;-116;-18;?;-3496.0;725.0;-116;-198.0;70;-37
-178.0;-7935.0;?;55;672;?;?;5;-211.0;-31;?
-235.0;-6321.0;-94;20;684;?;739.0;-94;-223.0;41;-38
?;2327.0;-5281;4284;2376;1134.0;777.0;-5281;-204.0;-3328;-10
?;1589.0;-539;586;1448;?;?;-539;-194.0;-390;-10
?;844.0;5223;-1368;705;?;?;5223;-183.0;706;?
-1.0;97.0;1368;367;1189;-219.0;762.0;1368;-173.0;?;-22
-104.0;-598.0;302;-1719;1893;?;755.0;302;-162.0;1839;-31
-207.0;-1609.0;668;-511;936;-1406.0;745.0;668;-147.0;149;-35
-128.0;?;254;348;617;?;740.0;254;-137.0;-818;-35
-168.0;-2681.0;117;-313;788;?;733.0;117;?;321;-36
?;-2037.0;-195;209;589;335.0;?;?;?;-227;-36
-344.0;-292.0;?;-62;?;559.0;721.0;-49;-102.0;101;?
-67.0;433.0;-78;33;674;394.0;717.0;-78;-107.0;13;-37
-298.0;?;?;47;664;-410.0;722.0;-103;?;-24;-37
-215.0;-799.0;-126;-11;694;-1021.0;731.0;-126;-131.0;23;-37
-208.0;-1736.0;-43;43;662;-1250.0;742.0;-43;-155.0;49;-37
-239.0;-1648.0;-106;8;680;?;750.0;-106;-183.0;?;-38
-300.0;-843.0;-125;44;665;?;763.0;-125;-218.0;-12;-38
?;-398.0;-216;20;650;?;?;?;-255.0;?;-40
-257.0;-494.0;-346;-4;628;-538.0;783.0;-346;-299.0;-46;-42
-239.0;-466.0;-214;66;590;-389.0;787.0;-214;-338.0;?;?
-215.0;?;-581;-30;598;-386.0;802.0;-581;-383.0;?;-44
?;-195.0;85;13;?;?;804.0;?;-415.0;183;-59
-205.0;-110.0;?;-1427;?;?;817.0;1248;-443.0;?;-78
-169.0;-24.0;?;?;2964;-404.0;826.0;103;-459.0;240;-80
-126.0;-112.0;-951;?;131;-422.0;834.0;-951;-463.0;933;-73
?;-396.0;-748;1897;-468;-711.0;843.0;-748;-461.0;705;-73
-107.0;?;-1361;767;358;-444.0;?;-1361;?;260;-75
-98.0;16.0;-570;1019;?;154.0;853.0;-570;-447.0;461;-76
-341.0;759.0;175;?;636;737.0;853.0;175;?;177;-75
-293.0;1339.0;-1070;-7;845;1364.0;858.0;-1070;-429.0;24;-69
-132.0;?;-1339;-184;?;?;855.0;?;-432.0;?;-62
?;1554.0;-2097;?;1274;?;855.0;-2097;?;12;-53
-100.0;1440.0;-1701;?;1727;1562.0;849.0;-1701;?;76;-41
-65.0;1102.0;-1221;-1506;2615;1085.0;841.0;-1221;-401.0;?;?
?;740.0;-483;-264;?;653.0;835.0;-483;-391.0;-346;-23
-21.0;?;-1008;3037;2967;498.0;829.0;?;?;-1698;?
-1.0;352.0;?;2997;2595;554.0;824.0;?;-371.0;-1365;-7
-5.0;402.0;1941;?;-696;720.0;812.0;1941;-364.0;608;-8
-23.0;549.0;4267;-1111;?;564.0;806.0;4267;-364.0;?;-16
-53.0;?;134;-817;2386;403.0;794.0;134;-355.0;-1605;-26
-159.0;503.0;?;-1025;1656;367.0;786.0;1268;?;?;-31
-199.0;111.0;792;-45;571;416.0;773.0;?;-339.0;-129;-34
-141.0;?;42;103;?;391.0;?;42;-324.0;-652;-35
-286.0;-895.0;284;-126;702;356.0;741.0;284;-310.0;336;-35
