InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
124.0;131.0;-59.0;?;224.0;1007;?;?;?
-3.0;?;-97.0;-1206;?;925;?;333.0;?
194.0;390.0;-71.0;-2010;112.0;?;-2010;389.0;?
362.0;584.0;-46.0;?;333.0;?;?;233.0;225.0
184.0;735.0;49.0;-1136;408.0;637;-1136;311.0;-70.0
-146.0;678.0;?;255;513.0;585;?;620.0;?
?;513.0;-112.0;1423;?;645;?;301.0;246.0
-11.0;169.0;-330.0;1729;915.0;879;1729;654.0;108.0
-63.0;-226.0;-572.0;1387;846.0;803;1387;1430.0;750.0
-32.0;-478.0;-661.0;1161;950.0;1014;1161;?;1565.0
-49.0;?;-557.0;1467;1002.0;?;1467;?;1941.0
-33.0;-515.0;-470.0;1652;?;?;1652;1625.0;1715.0
-76.0;-379.0;?;3267;?;1281;3267;1474.0;1320.0
-152.0;-275.0;-253.0;1539;993.0;-1792;1539;1288.0;1053.0
-171.0;-67.0;-143.0;-1481;842.0;?;?;1055.0;835.0
?;98.0;?;-682;630.0;?;-682;?;736.0
-198.0;183.0;?;-752;505.0;-289;?;836.0;687.0
-190.0;315.0;-46.0;-812;415.0;565;?;901.0;663.0
-217.0;?;84.0;-441;336.0;1243;-441;?;618.0
-140.0;578.0;146.0;-571;?;520;-571;?;371.0
?;607.0;241.0;?;362.0;807;-112;508.0;207.0
247.0;620.0;310.0;-27;315.0;741;-27;802.0;378.0
?;?;255.0;56;186.0;?;56;797.0;648.0
-178.0;426.0;?;77;267.0;766;77;376.0;490.0
-267.0;25.0;80.0;?;-12.0;700;-15;?;?
?;?;126.0;19;-88.0;750;19;-598.0;-435.0
467.0;-254.0;86.0;?;-109.0;721;27;-681.0;-704.0
172.0;-561.0;?;?;-245.0;715;45;-505.0;-310.0
181.0;-711.0;-116.0;6;?;?;6;-347.0;-9.0
221.0;-801.0;-258.0;-54;-59.0;720;-54;-401.0;24.0
273.0;-886.0;-294.0;-12;130.0;722;-12;?;-167.0
56.0;-940.0;-337.0;-159;223.0;736;-159;?;-232.0
-84.0;-898.0;-378.0;?;256.0;756;-107;-52.0;-233.0
10.0;?;-413.0;?;?;789;-30;2.0;-83.0
-14.0;-743.0;-389.0;?;293.0;?;-283;147.0;87.0
?;-581.0;?;-749;?;833;?;142.0;226.0
?;-373.0;-292.0;-2546;365.0;846;?;163.0;274.0
304.0;-151.0;-222.0;-2716;?;984;-2716;?;?
24.0;?;-247.0;?;286.0;?;-1478;477.0;186.0
65.0;?;-185.0;-2484;117.0;1102;-2484;553.0;?
339.0;319.0;-83.0;-2688;?;?;-2688;?;458.0
251.0;492.0;142.0;-992;594.0;711;?;681.0;378.0
?;?;228.0;1242;?;869;1242;1033.0;490.0
64.0;515.0;16.0;2729;794.0;771;2729;240.0;?
53.0;305.0;-71.0;2193;1006.0;?;2193;453.0;54.0
?;?;-232.0;1300;998.0;1052;?;1275.0;403.0
-42.0;-305.0;?;890;1119.0;?;890;1707.0;1487.0
85.0;-328.0;-164.0;983;1117.0;1530;?;1601.0;?
?;?;-156.0;1941;1212.0;?;1941;1456.0;1617.0
-3.0;?;-150.0;?;1267.0;697;2008;1382.0;1188.0
-70.0;-192.0;-125.0;1918;1192.0;-1194;1918;1299.0;?
-118.0;-49.0;10.0;?;1014.0;-1553;351;1053.0;899.0
-111.0;142.0;22.0;-3080;723.0;3031;?;873.0;776.0
?;333.0;81.0;-735;576.0;3113;-735;809.0;640.0
?;454.0;111.0;1164;?;229;1164;?;558.0
-57.0;568.0;?;-833;293.0;?;-833;568.0;?
?;654.0;344.0;-225;361.0;810;?;346.0;303.0
?;627.0;383.0;?;320.0;670;-31;452.0;255.0
57.0;608.0;387.0;?;294.0;787;-114;761.0;469.0
-34.0;531.0;287.0;192;?;?;192;574.0;644.0
-142.0;?;151.0;-58;161.0;750;-58;427.0;497.0
-24.0;?;6.0;31;220.0;726;?;-75.0;116.0
166.0;-282.0;-67.0;?;304.0;725;?;-564.0;-520.0
77.0;-507.0;-100.0;-24;143.0;714;?;-598.0;-648.0
127.0;-696.0;-118.0;16;?;724;16;-436.0;-356.0
154.0;?;-152.0;-19;80.0;727;?;-207.0;-33.0
164.0;-888.0;-268.0;4;90.0;?;4;-89.0;249.0
131.0;?;?;-32;55.0;729;-32;8.0;322.0
74.0;-777.0;?;-117;148.0;?;-117;-11.0;162.0
?;-672.0;-254.0;-58;167.0;765;-58;?;?
12.0;-585.0;-210.0;35;186.0;815;?;?;-155.0
?;-465.0;?;?;174.0;815;-154;-44.0;-135.0
152.0;-309.0;-223.0;-626;208.0;904;-626;121.0;-18.0
?;-136.0;-239.0;-2084;?;828;-2084;174.0;98.0
178.0;41.0;-241.0;-2390;174.0;696;-2390;?;100.0
60.0;157.0;?;-957;-39.0;1338;-957;360.0;145.0
218.0;?;-215.0;-1833;?;1820;-1833;310.0;204.0
?;464.0;-127.0;?;?;1021;?;?;112.0
39.0;604.0;20.0;-736;-62.0;?;?;450.0;-15.0
?;467.0;?;112;?;?;112;561.0;205.0
252.0;229.0;-123.0;?;?;667;1519;49.0;?
134.0;-16.0;-167.0;2065;?;788;2065;569.0;?
-70.0;?;?;1357;?;770;1357;1285.0;637.0
170.0;-591.0;-216.0;1322;1173.0;1178;1322;1561.0;?
205.0;-610.0;-131.0;?;1219.0;1234;1104;1475.0;1829.0
121.0;-588.0;-186.0;2294;1182.0;1452;?;1296.0;?
67.0;-514.0;-128.0;?;1068.0;694;2997;1199.0;1231.0
-16.0;?;4.0;?;1084.0;?;9;968.0;857.0
-49.0;-119.0;?;-885;1011.0;-2046;-885;?;671.0
?;60.0;?;-954;821.0;596;-954;656.0;569.0
-64.0;174.0;113.0;?;659.0;1570;-1084;656.0;491.0
-20.0;344.0;118.0;413;440.0;1856;?;714.0;427.0
11.0;416.0;?;-249;230.0;886;?;558.0;349.0
10.0;499.0;270.0;-530;147.0;741;?;?;186.0
134.0;452.0;245.0;?;227.0;?;?;?;?
145.0;?;221.0;?;-81.0;643;?;805.0;420.0
-33.0;577.0;247.0;130;-281.0;761;130;358.0;435.0
?;?;188.0;?;52.0;703;85;-51.0;-88.0
35.0;?;-17.0;?;136.0;714;23;-479.0;?
197.0;-160.0;-77.0;25;-6.0;735;25;-729.0;-835.0
?;-450.0;-69.0;-3;?;704;?;-671.0;?
148.0;-670.0;-120.0;-61;-36.0;?;-61;-314.0;-131.0
144.0;-754.0;?;-153;?;718;?;-121.0;213.0
121.0;-733.0;-378.0;-113;115.0;?;?;?;284.0
12.0;-744.0;-356.0;-117;?;?;-117;?;194.0
-54.0;-714.0;-317.0;-226;126.0;733;?;?;112.0
-31.0;?;-271.0;-42;164.0;726;-42;?;-41.0
?;-467.0;-224.0;-31;8.0;849;-31;-83.0;-152.0
94.0;-276.0;?;-258;-33.0;882;?;?;-113.0
113.0;-78.0;-158.0;-1281;?;903;-1281;81.0;17.0
?;143.0;?;-2776;-231.0;659;-2776;-22.0;-69.0
61.0;394.0;-100.0;-2204;-288.0;277;?;-41.0;-227.0
-102.0;650.0;-117.0;-1079;?;1342;-1079;-128.0;-250.0
70.0;659.0;?;-1203;-442.0;1759;-1203;-232.0;-344.0
270.0;798.0;-68.0;-1061;?;722;?;-301.0;-574.0
-3.0;720.0;?;-257;-386.0;?;-257;302.0;-539.0
-104.0;437.0;-73.0;689;-244.0;?;?;305.0;264.0
?;181.0;-153.0;1417;204.0;471;?;-67.0;92.0
-56.0;-72.0;?;1968;223.0;729;?;257.0;-66.0
-115.0;-345.0;-245.0;1943;?;677;1943;699.0;535.0
-58.0;-501.0;-196.0;1438;165.0;1011;1438;944.0;?
-60.0;-483.0;-115.0;1479;197.0;1303;1479;815.0;1178.0
-43.0;?;-15.0;2141;?;1290;2141;525.0;965.0
-98.0;-158.0;79.0;2877;201.0;1049;2877;314.0;645.0
-208.0;8.0;163.0;2443;?;-1766;2443;171.0;276.0
-232.0;177.0;?;-817;?;-1743;?;-16.0;25.0
-139.0;?;285.0;-2508;-49.0;?;-2508;-137.0;-62.0
-116.0;412.0;257.0;?;-126.0;?;-460;-79.0;-30.0
-118.0;446.0;177.0;142;-138.0;602;142;175.0;?
?;584.0;167.0;-339;-123.0;1131;?;?;64.0
-219.0;657.0;303.0;-124;-120.0;510;?;-165.0;?
93.0;722.0;500.0;-93;-171.0;892;-93;-285.0;-344.0
-60.0;825.0;486.0;73;-22.0;770;73;36.0;-376.0
?;747.0;413.0;66;-6.0;717;66;?;-272.0
-375.0;?;210.0;4;-500.0;747;4;-557.0;-398.0
?;?;?;?;-435.0;698;?;?;-898.0
258.0;?;-112.0;?;-242.0;731;23;-1342.0;?
142.0;-336.0;-149.0;31;?;700;31;-1100.0;-1234.0
71.0;-646.0;-176.0;46;-760.0;695;46;?;-473.0
170.0;-711.0;-262.0;29;-590.0;702;?;-356.0;18.0
54.0;-790.0;?;4;-459.0;693;4;?;105.0
-66.0;-819.0;-308.0;13;-333.0;680;?;-212.0;23.0
?;-786.0;-316.0;23;?;757;?;-236.0;-197.0
-29.0;-699.0;?;98;-308.0;?;?;-296.0;-390.0
36.0;-560.0;-266.0;-21;-225.0;777;?;-295.0;-377.0
46.0;-498.0;-219.0;-621;-131.0;?;-621;?;-287.0
?;-339.0;-162.0;-1603;-50.0;?;-1603;-256.0;-232.0
107.0;-132.0;-178.0;-2112;-67.0;?;-2112;-331.0;-356.0
-86.0;?;-213.0;?;-158.0;909;-1091;?;-301.0
?;?;-168.0;-974;-397.0;?;-974;?;?
?;?;34.0;-1910;136.0;?;-1910;-274.0;-54.0
190.0;395.0;129.0;-673;57.0;979;?;?;-149.0
?;409.0;166.0;?;?;406;635;482.0;144.0
?;475.0;254.0;846;84.0;503;846;-31.0;294.0
122.0;469.0;238.0;1334;181.0;525;1334;-118.0;-138.0
-62.0;249.0;?;1767;67.0;800;1767;450.0;?
162.0;?;?;1432;173.0;904;1432;601.0;498.0
143.0;120.0;37.0;1693;178.0;1341;?;646.0;?
?;?;?;2663;266.0;1014;2663;635.0;707.0
-27.0;205.0;-58.0;1526;285.0;-227;1526;493.0;?
-109.0;253.0;-4.0;1931;217.0;-1825;1931;251.0;120.0
?;278.0;18.0;-32;271.0;?;-32;126.0;-58.0
-197.0;320.0;18.0;-3555;180.0;1846;-3555;?;?
?;?;?;464;?;2001;464;?;47.0
-101.0;288.0;?;1524;69.0;894;1524;265.0;?
-39.0;343.0;182.0;-786;112.0;?;-786;223.0;211.0
-42.0;360.0;259.0;-219;?;?;-219;140.0;129.0
91.0;399.0;392.0;-293;124.0;823;-293;298.0;118.0
-2.0;507.0;443.0;-19;302.0;746;-19;?;223.0
?;472.0;431.0;?;?;702;167;-278.0;?
-392.0;72.0;226.0;?;-14.0;721;18;-515.0;-389.0
?;26.0;161.0;81;20.0;?;?;-1061.0;-877.0
?;?;173.0;?;-136.0;719;?;-1115.0;-1142.0
93.0;-249.0;41.0;31;?;?;31;-614.0;-696.0
-77.0;-291.0;-54.0;56;-660.0;717;56;-368.0;?
-8.0;-241.0;-115.0;16;-557.0;?;?;-628.0;2.0
3.0;-252.0;-100.0;-43;-504.0;736;?;?;-253.0
-67.0;-311.0;-105.0;-38;?;701;-38;-655.0;-485.0
-184.0;-306.0;-136.0;13;?;806;?;-457.0;-523.0
-77.0;-276.0;-113.0;33;-215.0;765;33;-340.0;?
-84.0;?;-76.0;-155;-214.0;?;-155;-225.0;-248.0
-52.0;-131.0;-63.0;-1361;-155.0;?;-1361;-190.0;-160.0
48.0;15.0;-87.0;-2878;29.0;700;-2878;-365.0;-307.0
-97.0;122.0;-183.0;?;147.0;1215;-1881;?;?
-62.0;198.0;-265.0;-830;-105.0;1981;-830;-338.0;-615.0
118.0;134.0;-251.0;-1765;109.0;?;-1765;-204.0;?
49.0;142.0;-229.0;-1523;521.0;664;-1523;-19.0;-279.0
17.0;61.0;?;-401;259.0;704;-401;545.0;-42.0
187.0;-240.0;-253.0;795;758.0;479;795;493.0;?
497.0;-373.0;?;1978;1003.0;639;1978;478.0;138.0
91.0;-624.0;-396.0;?;714.0;724;2008;1027.0;564.0
82.0;-789.0;-393.0;1655;599.0;879;1655;1381.0;1316.0
170.0;-678.0;-267.0;1682;?;1121;1682;?;1494.0
111.0;-379.0;?;2244;?;1187;2244;1090.0;1269.0
37.0;-155.0;-213.0;?;429.0;1067;3225;876.0;811.0
-32.0;?;-117.0;1699;472.0;-879;1699;578.0;?
-133.0;?;?;-566;469.0;-2177;-566;399.0;?
-171.0;227.0;113.0;?;?;?;-1441;382.0;73.0
-113.0;370.0;?;-1975;306.0;1558;?;470.0;212.0
-60.0;427.0;?;?;?;1026;?;567.0;338.0
?;506.0;?;-188;101.0;?;-188;506.0;344.0
-176.0;559.0;221.0;-943;125.0;760;-943;?;227.0
90.0;598.0;364.0;-167;49.0;863;-167;162.0;?
150.0;649.0;398.0;?;8.0;?;-47;374.0;35.0
41.0;674.0;390.0;?;-84.0;722;11;196.0;69.0
-284.0;380.0;309.0;103;-227.0;724;103;-383.0;-244.0
-146.0;-46.0;60.0;-12;-264.0;718;?;-723.0;?
168.0;-48.0;?;?;-266.0;714;30;-1173.0;-1202.0
121.0;?;-64.0;-20;-328.0;710;-20;-1134.0;?
?;-480.0;-69.0;-35;-689.0;?;-35;-710.0;-649.0
?;-580.0;-118.0;-118;-656.0;721;-118;-548.0;?
?;-578.0;?;-139;-578.0;697;-139;-654.0;-47.0
-46.0;-632.0;-308.0;-223;-474.0;776;-223;-571.0;-179.0
-72.0;-693.0;-300.0;-6;-356.0;776;-6;-370.0;-290.0
?;-722.0;?;-8;-277.0;811;-8;-231.0;-266.0
-78.0;?;-275.0;-167;?;831;-167;?;-200.0
-74.0;-572.0;-166.0;-680;-243.0;794;-680;94.0;?
61.0;-341.0;-127.0;-2967;-124.0;979;?;61.0;?
?;-96.0;-72.0;?;?;881;-3485;-216.0;-121.0
-147.0;119.0;-132.0;-1817;-231.0;1982;-1817;-292.0;-288.0
-18.0;276.0;-203.0;-1428;-631.0;2563;-1428;-88.0;-196.0
288.0;431.0;?;?;-247.0;?;?;-185.0;?
?;?;-77.0;230;-275.0;538;?;18.0;-85.0
-141.0;?;?;?;-305.0;689;671;?;199.0
208.0;522.0;169.0;1493;281.0;388;1493;-159.0;149.0
-78.0;?;?;2190;473.0;?;2190;?;-376.0
?;77.0;66.0;2310;219.0;?;2310;677.0;79.0
43.0;?;-74.0;2272;130.0;838;2272;?;909.0
92.0;-42.0;?;2447;116.0;1331;2447;725.0;964.0
?;-32.0;-77.0;3257;268.0;1149;3257;576.0;699.0
-14.0;-4.0;-37.0;1933;?;145;1933;?;470.0
-74.0;56.0;69.0;2274;?;-1211;2274;?;384.0
-119.0;104.0;102.0;1830;362.0;-955;1830;509.0;449.0
?;223.0;111.0;-3142;234.0;664;-3142;427.0;462.0
?;407.0;121.0;-2270;125.0;776;-2270;348.0;?
-164.0;532.0;56.0;24;115.0;723;?;?;46.0
-150.0;598.0;115.0;-1189;95.0;1154;-1189;-165.0;-357.0
-128.0;611.0;156.0;-613;75.0;895;-613;-142.0;-508.0
-117.0;?;?;-39;-36.0;777;?;?;-274.0
-164.0;638.0;132.0;-56;-98.0;?;-56;322.0;171.0
-355.0;?;300.0;82;-147.0;701;82;56.0;250.0
-463.0;486.0;259.0;85;-158.0;727;85;-630.0;-334.0
-170.0;76.0;?;23;-454.0;707;23;-1246.0;-955.0
?;-83.0;-45.0;-1;-380.0;707;-1;-1634.0;-1668.0
-82.0;-419.0;-149.0;4;-467.0;712;4;-1173.0;-1327.0
69.0;?;?;-24;?;712;-24;-597.0;-492.0
125.0;-721.0;-177.0;-30;-669.0;?;-30;-507.0;-60.0
248.0;-733.0;-256.0;-58;-557.0;702;-58;-555.0;14.0
182.0;-756.0;-258.0;-45;?;?;-45;-538.0;-216.0
?;-777.0;?;?;-384.0;749;-104;-485.0;?
41.0;-753.0;-181.0;64;-298.0;?;64;-486.0;-672.0
10.0;-730.0;-167.0;148;-198.0;?;148;-345.0;-481.0
61.0;-628.0;-138.0;-916;-129.0;?;-916;-65.0;?
90.0;-430.0;-110.0;-1875;?;?;?;-38.0;-26.0
248.0;?;-56.0;-1434;162.0;?;-1434;-229.0;-143.0
49.0;78.0;-102.0;?;101.0;1357;-1122;-289.0;-558.0
?;368.0;-166.0;-1624;-396.0;1136;-1624;-302.0;?
288.0;528.0;8.0;?;38.0;819;-1866;-800.0;-1184.0
344.0;725.0;?;-1478;76.0;786;-1478;-932.0;-793.0
?;507.0;288.0;?;110.0;615;?;323.0;162.0
241.0;288.0;235.0;?;?;443;728;?;1133.0
?;185.0;123.0;1717;564.0;588;1717;590.0;1044.0
69.0;-57.0;49.0;1978;423.0;878;1978;1062.0;868.0
227.0;-128.0;?;2297;360.0;840;?;1193.0;1086.0
?;-166.0;?;?;425.0;1046;?;1047.0;?
94.0;-172.0;?;2920;461.0;1734;?;?;957.0
46.0;?;-230.0;?;?;667;1372;925.0;857.0
-41.0;-79.0;-197.0;370;630.0;-2655;370;?;721.0
-131.0;-45.0;-119.0;?;?;-1722;?;?;673.0
-205.0;59.0;-72.0;-2195;?;?;-2195;736.0;650.0
-158.0;189.0;-99.0;-780;316.0;3462;-780;?;635.0
-106.0;338.0;-77.0;1522;264.0;?;1522;612.0;491.0
-239.0;461.0;43.0;-1044;164.0;421;-1044;457.0;224.0
-37.0;546.0;158.0;-467;186.0;685;-467;398.0;164.0
?;615.0;213.0;-177;224.0;745;-177;443.0;267.0
10.0;628.0;277.0;-224;40.0;803;-224;460.0;393.0
-241.0;599.0;316.0;193;-63.0;?;?;127.0;268.0
-528.0;?;106.0;-39;-417.0;?;-39;?;-190.0
-124.0;?;141.0;34;-435.0;714;34;-1331.0;-1057.0
94.0;74.0;209.0;-10;-526.0;716;-10;-1586.0;-1643.0
-2.0;-243.0;90.0;-11;-692.0;?;-11;-1291.0;-1249.0
-8.0;-453.0;26.0;-39;-1003.0;713;-39;-847.0;-616.0
?;-548.0;-110.0;?;?;699;?;-983.0;?
?;?;-226.0;-149;-832.0;?;-149;-995.0;?
-223.0;-888.0;-279.0;-154;-619.0;695;-154;-745.0;?
-180.0;-1014.0;-277.0;?;-562.0;772;-97;-337.0;-321.0
-107.0;?;-309.0;52;-440.0;?;52;-162.0;-113.0
-39.0;-974.0;-333.0;-558;?;?;-558;-84.0;-72.0
-23.0;-918.0;?;-1968;-174.0;1002;-1968;30.0;?
28.0;?;-320.0;-3657;-196.0;373;-3657;84.0;15.0
62.0;-610.0;-329.0;-3063;-312.0;?;-3063;-24.0;45.0
?;-341.0;-388.0;-1191;-613.0;?;?;61.0;237.0
73.0;-37.0;-290.0;-1376;-656.0;958;-1376;124.0;389.0
?;257.0;-37.0;-858;2.0;545;-858;-107.0;?
21.0;512.0;187.0;?;-404.0;?;447;-99.0;-171.0
91.0;568.0;?;1196;-56.0;370;1196;-97.0;-136.0
?;688.0;?;2131;?;?;2131;-650.0;-512.0
-4.0;533.0;372.0;2043;142.0;842;2043;20.0;-657.0
-136.0;286.0;?;?;-13.0;?;1604;494.0;212.0
4.0;?;52.0;1923;63.0;?;?;659.0;867.0
-17.0;201.0;31.0;2174;194.0;1185;?;562.0;842.0
-49.0;189.0;14.0;2980;307.0;1380;2980;432.0;513.0
-95.0;262.0;59.0;2459;364.0;-922;2459;404.0;220.0
-131.0;298.0;96.0;?;442.0;?;-668;287.0;95.0
?;316.0;?;?;327.0;1029;?;?;82.0
-187.0;240.0;-9.0;-3178;164.0;-655;?;251.0;157.0
-147.0;225.0;-50.0;-1345;140.0;-1588;-1345;391.0;310.0
30.0;?;-19.0;-130;156.0;?;-130;?;360.0
-86.0;367.0;140.0;-570;270.0;1239;?;?;252.0
-29.0;401.0;?;-39;319.0;?;-39;?;?
-1.0;467.0;260.0;113;240.0;836;113;716.0;478.0
-25.0;537.0;266.0;-69;?;641;-69;559.0;?
-393.0;414.0;218.0;?;?;784;101;36.0;?
-157.0;57.0;29.0;39;-217.0;695;39;?;-121.0
265.0;-28.0;82.0;?;-24.0;715;?;-785.0;-762.0
221.0;-183.0;58.0;0;73.0;708;0;-623.0;?
6.0;-393.0;25.0;2;?;696;2;-323.0;-226.0
-9.0;-498.0;?;-2;-505.0;692;?;-314.0;?
94.0;?;-92.0;26;-386.0;?;26;-527.0;?
22.0;?;-197.0;-59;-234.0;685;-59;-466.0;-257.0
-96.0;-625.0;-235.0;?;-161.0;724;-85;?;-371.0
-125.0;?;-231.0;-9;-131.0;755;-9;-340.0;-404.0
?;-518.0;?;-107;?;?;-107;-325.0;-370.0
6.0;-429.0;-161.0;-250;-79.0;849;-250;?;-290.0
2.0;-281.0;-138.0;-1621;35.0;840;?;-149.0;-194.0
62.0;-128.0;-86.0;-2799;?;?;-2799;-264.0;-209.0
68.0;15.0;-106.0;?;100.0;1470;?;-249.0;-293.0
21.0;120.0;-198.0;-873;-120.0;2038;-873;?;-104.0
61.0;209.0;-95.0;-1094;184.0;1089;-1094;43.0;129.0
260.0;335.0;90.0;-922;486.0;532;-922;?;?
?;310.0;107.0;-406;7.0;759;-406;420.0;122.0
126.0;?;88.0;454;?;482;454;262.0;446.0
425.0;196.0;22.0;?;?;575;1394;-103.0;8.0
103.0;-43.0;?;1678;506.0;?;1678;729.0;?
-26.0;-139.0;-118.0;1748;315.0;613;1748;?;?
-5.0;-151.0;-152.0;1547;?;?;1547;1078.0;1188.0
64.0;3.0;-108.0;2403;369.0;1196;2403;763.0;915.0
73.0;78.0;-147.0;2693;443.0;1365;2693;578.0;?
-7.0;151.0;?;3288;481.0;-129;?;492.0;?
-97.0;196.0;?;2885;497.0;-2846;2885;?;145.0
-184.0;220.0;51.0;-2470;454.0;890;-2470;408.0;259.0
?;228.0;7.0;-1894;401.0;2328;-1894;?;282.0
-380.0;297.0;-89.0;609;365.0;676;609;470.0;251.0
?;429.0;-65.0;-1421;277.0;?;-1421;340.0;?
?;?;115.0;-160;305.0;607;-160;122.0;62.0
?;?;259.0;90;323.0;?;90;?;?
?;547.0;285.0;-378;255.0;946;-378;?;154.0
34.0;608.0;354.0;227;48.0;562;227;412.0;407.0
?;486.0;312.0;-51;71.0;795;-51;?;87.0
?;?;190.0;85;-75.0;?;?;?;?
140.0;-44.0;179.0;45;?;705;45;-1216.0;-1239.0
131.0;?;?;-2;-473.0;724;?;?;-1165.0
59.0;-408.0;?;-4;-710.0;710;-4;-684.0;?
?;-578.0;?;-94;-805.0;?;-94;?;-144.0
184.0;-562.0;-302.0;-73;?;718;-73;-705.0;?
56.0;-619.0;-288.0;-107;-643.0;?;-107;-711.0;-372.0
-38.0;-605.0;?;-80;-420.0;753;-80;-668.0;?
-141.0;-545.0;?;163;-371.0;778;163;?;-762.0
-84.0;-479.0;-225.0;?;-304.0;769;-70;-580.0;-689.0
-122.0;?;?;?;-288.0;1078;-1136;-418.0;-492.0
?;-291.0;-205.0;-2679;?;?;-2679;-332.0;-284.0
?;-140.0;?;-2444;-12.0;638;-2444;?;-353.0
31.0;-22.0;-191.0;-1053;-3.0;1533;-1053;-192.0;-353.0
?;?;-330.0;-1495;-334.0;2009;-1495;190.0;31.0
138.0;225.0;-105.0;-1537;119.0;1039;-1537;123.0;253.0
17.0;?;157.0;-511;105.0;652;?;?;166.0
-81.0;?;?;486;?;736;?;?;300.0
?;324.0;112.0;?;558.0;598;1903;-104.0;65.0
187.0;?;?;2345;?;792;2345;406.0;?
33.0;-179.0;-73.0;1945;551.0;883;1945;1165.0;474.0
?;?;-25.0;1846;?;1259;1846;1257.0;1508.0
79.0;?;-56.0;2280;490.0;?;2280;1077.0;?
51.0;74.0;-108.0;2765;494.0;1229;2765;736.0;791.0
-31.0;150.0;-191.0;3436;577.0;?;3436;?;214.0
-59.0;119.0;-117.0;2866;572.0;-2302;2866;249.0;-157.0
?;85.0;-117.0;-1036;502.0;365;-1036;299.0;?
-195.0;?;-111.0;-3840;387.0;262;?;433.0;350.0
?;107.0;-109.0;-1987;306.0;?;-1987;647.0;?
-149.0;217.0;-42.0;-327;235.0;1488;-327;621.0;538.0
-198.0;353.0;73.0;-609;214.0;810;-609;490.0;435.0
?;468.0;221.0;?;?;625;-227;?;301.0
-110.0;590.0;?;-32;22.0;904;-32;396.0;182.0
?;?;440.0;-148;-82.0;605;-148;273.0;197.0
-275.0;692.0;480.0;51;23.0;796;51;-161.0;-101.0
-277.0;?;183.0;-5;-205.0;700;?;-613.0;-499.0
53.0;89.0;185.0;14;-314.0;715;14;-1324.0;?
21.0;-96.0;165.0;13;-551.0;726;13;-1362.0;-1503.0
?;-354.0;?;-42;-739.0;?;?;-897.0;-917.0
145.0;-571.0;-137.0;?;-858.0;?;-31;-637.0;?
97.0;-612.0;-294.0;-69;-852.0;721;-69;-722.0;-233.0
56.0;?;-294.0;?;-798.0;702;-71;?;?
90.0;-601.0;-260.0;-8;?;?;-8;-842.0;-647.0
-151.0;-552.0;-161.0;82;-620.0;778;82;-782.0;-837.0
-104.0;?;-178.0;180;-488.0;730;?;-795.0;-900.0
-92.0;-428.0;-144.0;-355;-439.0;895;-355;-676.0;?
25.0;-410.0;?;?;-329.0;848;-2110;?;-495.0
?;-233.0;-101.0;-2269;-169.0;944;-2269;-405.0;-370.0
84.0;-34.0;?;-883;-100.0;1420;-883;-409.0;-382.0
?;98.0;-136.0;-1228;-460.0;1033;-1228;-289.0;-233.0
198.0;222.0;-55.0;-1126;-22.0;613;-1126;-166.0;-58.0
96.0;347.0;206.0;-40;?;?;-40;?;-163.0
65.0;213.0;279.0;448;195.0;673;?;?;-55.0
260.0;78.0;233.0;1104;626.0;?;1104;427.0;479.0
42.0;-33.0;110.0;1495;712.0;?;1495;?;209.0
20.0;-251.0;-63.0;?;521.0;?;?;776.0;342.0
126.0;?;?;1363;455.0;669;1363;?;976.0
?;-328.0;-83.0;1363;378.0;1245;?;884.0;1171.0
106.0;-176.0;?;2200;417.0;1093;2200;710.0;952.0
94.0;-58.0;-65.0;2482;496.0;675;2482;650.0;548.0
?;-2.0;-29.0;2489;479.0;-317;?;621.0;313.0
-31.0;28.0;?;?;499.0;-2298;2813;630.0;356.0
-32.0;?;1.0;-614;408.0;339;-614;679.0;554.0
-87.0;?;-10.0;-3582;413.0;555;?;?;633.0
?;188.0;?;-1766;?;-1034;-1766;941.0;?
-246.0;276.0;?;-502;347.0;1245;-502;868.0;570.0
-118.0;375.0;-28.0;-912;289.0;596;-912;587.0;442.0
?;464.0;75.0;-629;398.0;450;-629;475.0;288.0
?;555.0;34.0;-205;300.0;1152;-205;?;298.0
74.0;597.0;-23.0;-168;-43.0;531;-168;?;?
-198.0;562.0;-108.0;-54;-217.0;?;-54;413.0;428.0
-432.0;261.0;?;?;?;726;77;-185.0;-165.0
?;204.0;-109.0;82;-426.0;706;82;?;-1084.0
112.0;?;191.0;14;-579.0;749;14;-1414.0;-1593.0
88.0;-117.0;115.0;?;-651.0;679;-42;-1128.0;?
163.0;-313.0;96.0;-66;-783.0;715;-66;-697.0;-596.0
159.0;-430.0;-43.0;?;?;707;-53;-836.0;-291.0
106.0;-507.0;-109.0;-15;-686.0;?;-15;-920.0;-407.0
-69.0;-591.0;-182.0;-45;-551.0;730;-45;-842.0;-646.0
-107.0;-582.0;?;69;-432.0;752;?;?;-763.0
-72.0;-565.0;-145.0;16;-405.0;780;?;?;?
-96.0;-572.0;-98.0;-705;?;?;?;?;-590.0
