InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
2.0;17.0;2.0;18;-43.0;642;18;31.0;20.0
-83.0;41.0;8.0;-22;-18.0;646;-22;36.0;24.0
-161.0;172.0;-256.0;28;-42.0;645;28;-35.0;23.0
-48.0;12.0;-91.0;1;103.0;653;1;10.0;25.0
-40.0;12.0;-35.0;-11;85.0;647;-11;15.0;17.0
20.0;35.0;18.0;-8;-55.0;649;-8;-9.0;-10.0
67.0;-11.0;34.0;8;-164.0;645;8;9.0;16.0
66.0;9.0;136.0;-23;-37.0;643;-23;-30.0;6.0
80.0;26.0;13.0;1;-165.0;645;1;-37.0;28.0
56.0;90.0;33.0;31;-164.0;631;31;-360.0;-82.0
33.0;32.0;-16.0;-11;-91.0;644;-11;10.0;19.0
-17.0;55.0;-10.0;-21;-23.0;652;-21;10.0;12.0
-38.0;24.0;-13.0;31;33.0;648;31;5.0;-7.0
-19.0;-10.0;-19.0;-1;-43.0;644;-1;70.0;1.0
-55.0;8.0;-20.0;4;-5.0;648;4;34.0;54.0
-34.0;5.0;-11.0;6;-6.0;648;6;13.0;26.0
-14.0;-9.0;-10.0;0;46.0;646;0;29.0;-67.0
4.0;-27.0;40.0;-15;58.0;648;-15;15.0;-195.0
20.0;9.0;10.0;-3;-6.0;646;-3;-5.0;71.0
19.0;113.0;-20.0;-5;41.0;641;-5;-8.0;-135.0
-15.0;-19.0;3.0;-2;-12.0;650;-2;1.0;-76.0
-15.0;96.0;-5.0;12;33.0;647;12;-79.0;154.0
-76.0;45.0;124.0;-39;-134.0;626;-39;15.0;78.0
-9.0;-2.0;6.0;-22;25.0;642;-22;20.0;90.0
-11.0;-34.0;14.0;-29;-2.0;640;-29;70.0;146.0
-6.0;72.0;9.0;9;-14.0;646;9;13.0;52.0
-1.0;99.0;-13.0;18;2.0;644;18;-49.0;-80.0
53.0;183.0;-22.0;-25;-11.0;649;-25;-148.0;-1.0
37.0;140.0;-23.0;37;-35.0;644;37;-126.0;-46.0
8.0;73.0;-80.0;34;-23.0;642;34;-75.0;24.0
16.0;53.0;-30.0;5;-26.0;644;5;-44.0;22.0
32.0;104.0;-35.0;-30;-16.0;629;-30;-242.0;-208.0
5.0;89.0;-11.0;8;-1.0;649;8;-25.0;3.0
10.0;55.0;-12.0;-2;-9.0;641;-2;-51.0;4.0
106.0;175.0;-208.0;-5;140.0;627;-5;-67.0;-65.0
-29.0;15.0;-22.0;1;-39.0;650;1;-23.0;-84.0
-9.0;5.0;-10.0;-4;-19.0;654;-4;-29.0;-109.0
0.0;4.0;-36.0;-31;-69.0;647;-31;-48.0;-55.0
-64.0;-48.0;113.0;-11;186.0;650;-11;84.0;-24.0
37.0;-63.0;291.0;-8;53.0;627;-8;95.0;-57.0
-29.0;20.0;6.0;-26;15.0;650;-26;-4.0;-30.0
-10.0;-23.0;-3.0;-1;39.0;644;-1;27.0;-48.0
20.0;-14.0;16.0;37;-14.0;646;37;75.0;-7.0
20.0;32.0;-28.0;-29;-36.0;648;-29;-18.0;14.0
-12.0;31.0;-73.0;-69;-90.0;642;-69;-13.0;3.0
-70.0;95.0;-131.0;20;-160.0;640;20;-94.0;53.0
-74.0;91.0;-157.0;1;-240.0;643;1;-50.0;52.0
-106.0;128.0;-209.0;3;-229.0;645;3;-52.0;105.0
-114.0;87.0;-210.0;-13;-168.0;645;-13;-22.0;147.0
5.0;114.0;-67.0;2;22.0;645;2;-84.0;36.0
-29.0;119.0;-84.0;9;25.0;648;9;-28.0;1.0
-28.0;61.0;-85.0;-24;107.0;640;-24;14.0;28.0
65.0;-9.0;-180.0;18;-20.0;638;18;6.0;-35.0
30.0;106.0;82.0;-8;-36.0;647;-8;-43.0;143.0
-69.0;-58.0;-45.0;-2;218.0;648;-2;86.0;61.0
-23.0;-42.0;19.0;7;126.0;648;7;27.0;-80.0
-20.0;-180.0;55.0;12;-17.0;640;12;198.0;21.0
-52.0;-155.0;-36.0;-13;-103.0;644;-13;226.0;117.0
-71.0;-50.0;-59.0;3;-116.0;643;3;119.0;24.0
-183.0;227.0;-1.0;19;-142.0;644;19;-153.0;160.0
-56.0;125.0;44.0;-9;-70.0;630;-9;-122.0;134.0
2.0;13.0;77.0;26;18.0;647;26;112.0;301.0
-116.0;34.0;-41.0;-3;-131.0;638;-3;20.0;-159.0
-149.0;57.0;-97.0;28;-16.0;636;28;5.0;-121.0
-128.0;63.0;-60.0;24;19.0;634;24;-25.0;-61.0
-44.0;49.0;8.0;12;-209.0;692;12;-185.0;-108.0
-9.0;275.0;110.0;-7;-28.0;644;-7;-175.0;-163.0
-35.0;97.0;42.0;19;-70.0;650;19;-41.0;-7.0
-79.0;70.0;65.0;-17;-93.0;641;-17;-48.0;-249.0
-20.0;-66.0;34.0;0;-26.0;690;0;127.0;152.0
40.0;-94.0;-15.0;-15;-4.0;687;-15;149.0;26.0
-7.0;7.0;71.0;-3;-48.0;639;-3;-50.0;158.0
-19.0;21.0;-36.0;-8;-27.0;635;-8;-53.0;2.0
-14.0;9.0;-36.0;1;6.0;635;1;-22.0;39.0
11.0;32.0;-35.0;-28;18.0;641;-28;11.0;-60.0
1.0;-31.0;-43.0;-3;3.0;645;-3;50.0;-55.0
3.0;12.0;-64.0;12;-20.0;645;12;26.0;-91.0
18.0;14.0;-52.0;-40;-8.0;642;-40;60.0;-85.0
24.0;-83.0;-80.0;-27;40.0;640;-27;156.0;-290.0
49.0;-1.0;-101.0;5;-33.0;639;5;103.0;-308.0
23.0;-7.0;-119.0;12;-47.0;642;12;69.0;-302.0
23.0;17.0;-135.0;-24;-19.0;641;-24;91.0;-203.0
22.0;19.0;-166.0;-2;13.0;640;-2;75.0;-245.0
22.0;66.0;-92.0;-5;-3.0;644;-5;59.0;-160.0
-12.0;0.0;-30.0;-12;-31.0;633;-12;-22.0;-34.0
27.0;249.0;24.0;-2;118.0;677;-2;-118.0;-242.0
2.0;-145.0;-19.0;-13;29.0;645;-13;231.0;113.0
-17.0;-26.0;11.0;4;-3.0;649;4;20.0;-109.0
7.0;94.0;36.0;-22;-34.0;641;-22;-1.0;-16.0
36.0;160.0;-134.0;-22;116.0;677;-22;162.0;-75.0
170.0;-93.0;-156.0;-35;107.0;674;-35;-87.0;3.0
8.0;192.0;-344.0;4;-22.0;687;4;89.0;-100.0
-18.0;-118.0;24.0;18;20.0;642;18;115.0;-179.0
-1.0;-149.0;17.0;-13;-18.0;641;-13;154.0;-99.0
9.0;-21.0;129.0;20;242.0;631;20;59.0;13.0
-49.0;22.0;23.0;-14;89.0;640;-14;8.0;63.0
-24.0;174.0;29.0;-11;-33.0;640;-11;-90.0;-247.0
9.0;-52.0;5.0;8;-26.0;645;8;101.0;-102.0
-21.0;-16.0;-1.0;-4;11.0;648;-4;76.0;61.0
-25.0;60.0;16.0;-9;-16.0;642;-9;9.0;8.0
-22.0;19.0;-55.0;2;-9.0;643;2;19.0;69.0
24.0;38.0;-28.0;38;12.0;650;38;33.0;-5.0
-22.0;43.0;6.0;-13;4.0;648;-13;30.0;-12.0
-24.0;33.0;-36.0;7;43.0;639;7;-24.0;-21.0
-9.0;20.0;16.0;9;23.0;645;9;8.0;-6.0
-39.0;-33.0;15.0;-8;8.0;638;-8;44.0;-22.0
-7.0;8.0;27.0;-9;-20.0;642;-9;20.0;-22.0
5.0;34.0;-1.0;0;1.0;643;0;-10.0;10.0
-18.0;8.0;34.0;-9;49.0;638;-9;21.0;51.0
16.0;23.0;-30.0;-2;-14.0;642;-2;65.0;-5.0
-23.0;9.0;4.0;2;85.0;636;2;18.0;46.0
-51.0;-5.0;-18.0;-13;-10.0;643;-13;1.0;-7.0
6.0;-40.0;2.0;38;-14.0;639;38;79.0;-20.0
-32.0;-52.0;-8.0;2;-9.0;640;2;55.0;19.0
-58.0;42.0;-22.0;1;-49.0;641;1;-50.0;-19.0
-50.0;-9.0;-10.0;20;-65.0;644;20;-1.0;9.0
149.0;-70.0;222.0;-22;-32.0;644;-22;29.0;-37.0
152.0;-6.0;211.0;-26;34.0;641;-26;-6.0;-13.0
18.0;47.0;-44.0;4;-52.0;638;4;-35.0;-36.0
-82.0;-27.0;-200.0;-21;-30.0;644;-21;34.0;38.0
-94.0;-22.0;-233.0;-3;-37.0;648;-3;28.0;71.0
140.0;208.0;50.0;-49;-284.0;710;-49;-50.0;-148.0
4.0;13.0;-174.0;8;61.0;642;8;27.0;-149.0
99.0;-145.0;114.0;-12;56.0;644;-12;178.0;-53.0
10.0;-5.0;-6.0;-19;41.0;633;-19;2.0;27.0
-13.0;-163.0;29.0;-4;25.0;643;-4;142.0;-13.0
7.0;-136.0;-1.0;-3;7.0;645;-3;155.0;-62.0
15.0;-148.0;7.0;-17;-11.0;642;-17;165.0;-111.0
-52.0;-39.0;-11.0;-8;-46.0;640;-8;31.0;250.0
47.0;-114.0;-140.0;-18;-75.0;642;-18;160.0;-5.0
8.0;-35.0;-46.0;29;24.0;646;29;26.0;-64.0
32.0;-79.0;-57.0;-25;105.0;643;-25;99.0;-111.0
8.0;-62.0;35.0;-12;-166.0;644;-12;26.0;29.0
24.0;-205.0;-167.0;16;15.0;642;16;227.0;21.0
32.0;-148.0;-133.0;6;31.0;644;6;232.0;-28.0
-7.0;71.0;-10.0;-13;-38.0;640;-13;-12.0;119.0
-8.0;163.0;86.0;-11;-3.0;646;-11;-138.0;-233.0
9.0;84.0;71.0;-3;1.0;641;-3;-89.0;-165.0
-10.0;32.0;-39.0;17;-24.0;631;17;22.0;3.0
25.0;9.0;8.0;-15;24.0;634;-15;27.0;2.0
-6.0;-15.0;-9.0;-22;-14.0;631;-22;27.0;-9.0
11.0;35.0;-30.0;6;41.0;637;6;-16.0;119.0
-9.0;-33.0;-36.0;-21;-7.0;641;-21;22.0;5.0
-3.0;35.0;-13.0;-24;-11.0;635;-24;-13.0;-25.0
16.0;-193.0;-24.0;-9;-91.0;638;-9;181.0;151.0
7.0;19.0;4.0;3;-14.0;641;3;-11.0;5.0
1.0;-5.0;20.0;-23;-31.0;636;-23;20.0;10.0
-3.0;1.0;-10.0;-38;-40.0;635;-38;7.0;29.0
-10.0;32.0;24.0;-1;-33.0;630;-1;5.0;4.0
-2.0;15.0;0.0;-23;-40.0;635;-23;1.0;6.0
-32.0;1.0;22.0;-12;-26.0;637;-12;32.0;28.0
-7.0;3.0;-6.0;-41;-26.0;636;-41;1.0;8.0
18.0;-322.0;-57.0;55;-95.0;719;55;-202.0;68.0
-203.0;180.0;23.0;33;-84.0;727;33;-494.0;-102.0
-149.0;-278.0;-2.0;15;102.0;728;15;33.0;275.0
22.0;-64.0;-7.0;54;-447.0;726;54;-215.0;153.0
-1.0;192.0;-2.0;-31;-61.0;641;-31;-105.0;-491.0
-1.0;125.0;-80.0;-11;-22.0;641;-11;-12.0;-529.0
-8.0;168.0;-17.0;-6;28.0;642;-6;-176.0;-451.0
-273.0;385.0;298.0;-28;-35.0;719;-28;-58.0;14.0
-65.0;239.0;23.0;31;-328.0;709;31;-3.0;-391.0
139.0;-82.0;36.0;184;55.0;774;184;-92.0;230.0
-297.0;230.0;252.0;-29;-25.0;727;-29;-62.0;116.0
-167.0;-67.0;98.0;-46;98.0;725;-46;280.0;365.0
-73.0;-122.0;-64.0;-7;-303.0;733;-7;-52.0;-376.0
131.0;-24.0;77.0;276;-116.0;815;276;143.0;138.0
105.0;52.0;-98.0;-5;55.0;676;-5;-341.0;-340.0
-9.0;119.0;-45.0;26;-21.0;656;26;4.0;436.0
-12.0;-247.0;25.0;-34;-110.0;734;-34;384.0;11.0
-19.0;295.0;123.0;22;38.0;752;22;224.0;202.0
-177.0;11.0;-63.0;188;177.0;781;188;158.0;137.0
-3.0;25.0;274.0;-2;23.0;650;-2;226.0;233.0
9.0;-225.0;49.0;-14;225.0;731;-14;270.0;136.0
-326.0;107.0;-91.0;-16;111.0;872;-16;-50.0;31.0
-142.0;-118.0;9.0;-164;-346.0;917;-164;60.0;-225.0
22.0;208.0;67.0;322;-20.0;910;322;-2.0;-36.0
27.0;146.0;85.0;304;32.0;903;304;143.0;102.0
-24.0;395.0;81.0;-11;-60.0;644;-11;-259.0;-77.0
-141.0;-34.0;-154.0;236;263.0;907;236;-106.0;-113.0
-42.0;256.0;151.0;-34;-92.0;632;-34;-345.0;411.0
29.0;-124.0;44.0;11;-110.0;736;11;353.0;-269.0
42.0;298.0;-188.0;-1;79.0;733;-1;251.0;-121.0
-27.0;353.0;-108.0;-112;21.0;805;-112;101.0;-118.0
-19.0;271.0;-163.0;40;131.0;734;40;330.0;-159.0
-407.0;189.0;209.0;107;-44.0;734;107;69.0;175.0
-17.0;-33.0;-194.0;9;-65.0;631;9;48.0;-542.0
52.0;-109.0;36.0;3;68.0;732;3;254.0;351.0
191.0;186.0;-15.0;59;-198.0;727;59;-190.0;-357.0
42.0;123.0;-176.0;12;60.0;733;12;-185.0;-440.0
47.0;202.0;167.0;19;-110.0;638;19;-510.0;-69.0
-339.0;-43.0;-168.0;12;197.0;961;12;-53.0;-40.0
-337.0;2.0;-72.0;105;162.0;1001;105;-52.0;-127.0
59.0;-251.0;-111.0;-41;224.0;740;-41;239.0;147.0
-150.0;-115.0;200.0;208;-59.0;707;208;163.0;7.0
-28.0;-148.0;99.0;31;275.0;728;31;153.0;-201.0
-284.0;173.0;-82.0;-98;11.0;963;-98;-204.0;-112.0
41.0;3.0;-670.0;1;37.0;635;1;296.0;99.0
72.0;321.0;-92.0;-1;-322.0;727;-1;-239.0;189.0
-211.0;317.0;85.0;-8;-111.0;717;-8;-335.0;-267.0
44.0;65.0;140.0;-108;-143.0;342;-108;-11.0;58.0
16.0;165.0;112.0;-2;10.0;730;-2;-183.0;-544.0
-281.0;70.0;66.0;-63;-217.0;721;-63;-118.0;392.0
-86.0;3.0;26.0;-3;-296.0;736;-3;-356.0;-293.0
92.0;-219.0;-84.0;-5;-68.0;724;-5;-445.0;-41.0
43.0;-100.0;73.0;0;20.0;743;0;-442.0;-296.0
-69.0;254.0;-169.0;33;-135.0;727;33;96.0;279.0
-14.0;321.0;-182.0;-37;12.0;628;-37;-334.0;68.0
-17.0;-37.0;-25.0;14;-26.0;646;14;60.0;483.0
16.0;38.0;-60.0;-7;-21.0;731;-7;409.0;-357.0
62.0;-213.0;14.0;11;1.0;732;11;147.0;299.0
-9.0;-199.0;-81.0;11;-2.0;617;11;365.0;-37.0
-2.0;-203.0;-3.0;-6;-87.0;644;-6;194.0;329.0
6.0;-311.0;147.0;-20;-11.0;726;-20;312.0;228.0
-96.0;328.0;-88.0;-15;49.0;727;-15;-258.0;326.0
-108.0;59.0;114.0;11;59.0;722;11;156.0;441.0
91.0;382.0;-151.0;13;58.0;657;13;102.0;-77.0
-59.0;253.0;314.0;28;-7.0;721;28;198.0;226.0
-259.0;-374.0;95.0;-29;106.0;709;-29;31.0;-99.0
-71.0;27.0;43.0;20;474.0;715;20;19.0;-19.0
-137.0;34.0;56.0;-253;198.0;835;-253;-158.0;111.0
-176.0;229.0;128.0;-28;318.0;726;-28;-158.0;-171.0
-56.0;192.0;12.0;33;-202.0;714;33;-393.0;-238.0
4.0;408.0;201.0;20;-21.0;719;20;-117.0;105.0
-107.0;-328.0;59.0;-9;-11.0;726;-9;199.0;5.0
-63.0;296.0;215.0;48;-65.0;728;48;-142.0;275.0
76.0;-131.0;-172.0;-15;56.0;644;-15;274.0;-416.0
41.0;-406.0;-218.0;-7;-7.0;726;-7;78.0;98.0
25.0;-7.0;-235.0;0;14.0;731;0;-136.0;-418.0
0.0;134.0;293.0;-34;182.0;635;-34;-95.0;-148.0
16.0;-56.0;120.0;11;120.0;629;11;260.0;268.0
-147.0;67.0;-267.0;186;-2.0;785;186;115.0;270.0
-125.0;-5.0;160.0;-9;-42.0;715;-9;104.0;344.0
148.0;-207.0;-37.0;-10;95.0;715;-10;88.0;-351.0
-12.0;146.0;-109.0;-11;4.0;727;-11;-170.0;-435.0
3.0;-279.0;-143.0;-190;-41.0;746;-190;160.0;248.0
-25.0;-226.0;-179.0;10;-274.0;706;10;-38.0;-420.0
5.0;-216.0;-49.0;87;-157.0;699;87;21.0;-364.0
-241.0;151.0;56.0;-70;-263.0;723;-70;-362.0;223.0
-261.0;68.0;29.0;-76;-273.0;723;-76;-322.0;-12.0
4.0;-75.0;-43.0;-13;103.0;641;-13;-3.0;385.0
-111.0;216.0;-1.0;36;196.0;723;36;318.0;191.0
-178.0;297.0;353.0;61;-239.0;730;61;-61.0;144.0
37.0;-61.0;247.0;7;86.0;776;7;71.0;282.0
158.0;247.0;153.0;14;252.0;714;14;18.0;-87.0
-211.0;101.0;-146.0;-42;-231.0;703;-42;280.0;177.0
287.0;40.0;167.0;146;68.0;738;146;-49.0;196.0
105.0;-166.0;-126.0;17;271.0;727;17;259.0;151.0
19.0;34.0;-26.0;-12;-399.0;727;-12;-354.0;-179.0
89.0;-13.0;173.0;-20;-401.0;726;-20;-265.0;-162.0
27.0;292.0;124.0;-28;203.0;715;-28;78.0;-188.0
-145.0;-122.0;-341.0;-16;-17.0;731;-16;-225.0;-278.0
-23.0;155.0;-33.0;335;-39.0;730;335;-13.0;55.0
38.0;-81.0;-305.0;-15;22.0;631;-15;256.0;-79.0
17.0;-166.0;-306.0;12;1.0;635;12;278.0;279.0
-7.0;-137.0;-273.0;-2;-7.0;635;-2;248.0;249.0
-26.0;-285.0;-258.0;5;3.0;735;5;278.0;186.0
61.0;190.0;190.0;18;-245.0;729;18;-42.0;254.0
30.0;-290.0;-41.0;38;121.0;734;38;161.0;205.0
183.0;-77.0;-336.0;-10;147.0;739;-10;50.0;-152.0
25.0;-118.0;-265.0;-17;22.0;734;-17;351.0;-83.0
-22.0;-89.0;-71.0;-50;-261.0;727;-50;-384.0;-358.0
79.0;165.0;-189.0;14;183.0;719;14;106.0;-279.0
69.0;13.0;-194.0;-7;94.0;732;-7;274.0;-373.0
-14.0;-321.0;146.0;-24;-364.0;745;-24;-83.0;-173.0
18.0;212.0;84.0;5;43.0;723;5;83.0;444.0
157.0;-98.0;-92.0;46;-143.0;730;46;-214.0;-408.0
190.0;-261.0;48.0;-48;218.0;653;-48;-56.0;160.0
-146.0;18.0;225.0;-35;-56.0;716;-35;-70.0;314.0
-254.0;252.0;-82.0;-17;41.0;700;-17;-351.0;-123.0
-144.0;-124.0;42.0;9;-228.0;725;9;69.0;292.0
93.0;81.0;-77.0;-30;243.0;716;-30;161.0;251.0
-81.0;-157.0;72.0;-53;157.0;659;-53;95.0;441.0
-88.0;-135.0;-143.0;-14;24.0;703;-14;-115.0;-402.0
-42.0;-260.0;135.0;-2;-47.0;726;-2;118.0;289.0
-25.0;-368.0;126.0;0;-166.0;713;0;61.0;256.0
87.0;185.0;176.0;-47;-334.0;712;-47;-181.0;-220.0
-25.0;-340.0;76.0;-26;-124.0;726;-26;148.0;142.0
-209.0;5.0;-297.0;-31;-216.0;706;-31;-347.0;15.0
-164.0;-156.0;-175.0;-2;-71.0;712;-2;-393.0;-87.0
-222.0;47.0;-68.0;14;-383.0;700;14;216.0;-136.0
276.0;4.0;269.0;29;-140.0;712;29;87.0;100.0
-101.0;206.0;64.0;36;-100.0;725;36;35.0;-431.0
248.0;-76.0;-58.0;-32;14.0;720;-32;186.0;-230.0
-28.0;-339.0;-22.0;62;-2.0;763;62;182.0;309.0
338.0;-86.0;-127.0;-27;-111.0;719;-27;-89.0;286.0
23.0;-132.0;-130.0;-32;319.0;732;-32;106.0;63.0
-105.0;129.0;399.0;-5;-66.0;730;-5;-31.0;188.0
-59.0;110.0;114.0;151;-337.0;722;151;-185.0;26.0
-64.0;-178.0;-356.0;62;87.0;722;62;-260.0;-303.0
195.0;-66.0;-475.0;-16;119.0;737;-16;8.0;-154.0
93.0;-61.0;-11.0;-161;7.0;625;-161;-418.0;-422.0
129.0;259.0;179.0;35;137.0;722;35;397.0;87.0
44.0;-277.0;283.0;22;-62.0;728;22;347.0;749.0
67.0;-318.0;-71.0;-4;79.0;725;-4;310.0;306.0
-125.0;145.0;432.0;-21;187.0;718;-21;159.0;127.0
-95.0;-292.0;-6.0;32;-285.0;719;32;-115.0;-497.0
30.0;393.0;184.0;-31;-344.0;720;-31;-262.0;116.0
-145.0;-276.0;-29.0;38;183.0;718;38;497.0;61.0
468.0;-350.0;29.0;-113;444.0;884;-113;-502.0;-283.0
54.0;481.0;267.0;-86;-1.0;806;-86;-87.0;17.0
46.0;158.0;65.0;76;-305.0;733;76;-392.0;-416.0
103.0;294.0;140.0;10;-51.0;732;10;-111.0;-517.0
42.0;98.0;57.0;392;-50.0;888;392;35.0;-36.0
173.0;377.0;213.0;-203;82.0;922;-203;138.0;-63.0
-150.0;-14.0;189.0;-21;48.0;646;-21;-194.0;837.0
10.0;-394.0;239.0;24;195.0;635;24;299.0;132.0
-6.0;-257.0;-1.0;15;-60.0;639;15;318.0;356.0
33.0;489.0;-197.0;-10;14.0;737;-10;-229.0;-85.0
-72.0;-332.0;-93.0;8;242.0;717;8;218.0;-239.0
-11.0;347.0;337.0;-1;-97.0;633;-1;-364.0;-280.0
-29.0;-266.0;172.0;53;122.0;717;53;-33.0;435.0
-273.0;175.0;253.0;5;-218.0;827;5;-479.0;-219.0
-8.0;-50.0;174.0;8;-602.0;702;8;-65.0;-91.0
-14.0;-50.0;519.0;-2;-42.0;640;-2;16.0;258.0
-468.0;229.0;151.0;35;-158.0;737;35;-268.0;-198.0
135.0;271.0;114.0;21;-475.0;730;21;-260.0;-329.0
2.0;-308.0;143.0;6;105.0;721;6;382.0;-182.0
-133.0;-349.0;-39.0;2;-354.0;721;2;-230.0;269.0
25.0;174.0;13.0;-10;-392.0;724;-10;-374.0;-445.0
17.0;38.0;601.0;18;3.0;629;18;-52.0;-148.0
42.0;-206.0;-220.0;-981;362.0;708;-981;322.0;234.0
-133.0;-257.0;-132.0;46;82.0;742;46;-76.0;471.0
149.0;-449.0;73.0;67;191.0;733;67;-15.0;-200.0
68.0;-160.0;17.0;-4;323.0;734;-4;312.0;198.0
-73.0;375.0;-284.0;-6;12.0;729;-6;-313.0;-213.0
14.0;322.0;200.0;6;-313.0;731;6;-479.0;-247.0
-15.0;-48.0;29.0;38;79.0;734;38;218.0;498.0
18.0;344.0;-32.0;32;-73.0;651;32;61.0;454.0
64.0;57.0;47.0;-20;207.0;710;-20;262.0;448.0
-139.0;-383.0;-193.0;6;-187.0;731;6;-375.0;-312.0
88.0;-349.0;93.0;46;-407.0;715;46;-673.0;-294.0
-227.0;248.0;191.0;91;-463.0;716;91;-332.0;-93.0
-134.0;213.0;324.0;27;-412.0;732;27;-210.0;161.0
-105.0;-458.0;-82.0;77;123.0;708;77;-211.0;-118.0
232.0;-40.0;-64.0;-55;206.0;603;-55;321.0;300.0
91.0;269.0;433.0;-67;64.0;720;-67;-238.0;-120.0
-93.0;-79.0;-286.0;-8;445.0;722;-8;77.0;-112.0
-181.0;307.0;50.0;4;56.0;712;4;-352.0;-420.0
-56.0;290.0;50.0;69;-82.0;696;69;-283.0;-581.0
172.0;509.0;-42.0;-17;156.0;714;-17;-57.0;-220.0
-76.0;459.0;45.0;15;33.0;707;15;292.0;-130.0
31.0;-393.0;-336.0;1;20.0;731;1;113.0;190.0
-546.0;185.0;123.0;-9;-58.0;728;-9;-31.0;187.0
-14.0;-225.0;263.0;-3;12.0;718;-3;332.0;616.0
-58.0;364.0;375.0;33;-285.0;789;33;-300.0;-244.0
55.0;63.0;132.0;30;116.0;717;30;333.0;446.0
-118.0;-333.0;-9.0;14;213.0;732;14;393.0;506.0
18.0;3.0;78.0;8;-263.0;715;8;-490.0;-326.0
1.0;539.0;222.0;36;112.0;721;36;-45.0;-41.0
93.0;-189.0;-284.0;-6;245.0;723;-6;264.0;336.0
-372.0;404.0;182.0;11;-261.0;722;11;-107.0;-129.0
-360.0;306.0;252.0;5;-312.0;721;5;83.0;165.0
-12.0;-65.0;-41.0;-490;-70.0;1004;-490;99.0;398.0
-151.0;210.0;340.0;209;-262.0;781;209;-281.0;124.0
-525.0;58.0;-142.0;41;-386.0;819;41;-459.0;-146.0
288.0;-86.0;112.0;-10;-377.0;724;-10;163.0;181.0
-156.0;-44.0;-83.0;-16;-251.0;728;-16;-529.0;-320.0
-145.0;357.0;808.0;-40;-336.0;717;-40;-239.0;1117.0
-63.0;42.0;107.0;4;-155.0;633;4;-118.0;493.0
30.0;-34.0;99.0;-167;4.0;748;-167;-392.0;-477.0
-922.0;-67.0;-98.0;12;-90.0;672;12;29.0;224.0
-73.0;105.0;-5.0;21;243.0;727;21;-13.0;-528.0
-304.0;-216.0;-446.0;-51;601.0;719;-51;364.0;-152.0
-241.0;519.0;286.0;44;-508.0;705;44;-798.0;-280.0
-50.0;469.0;180.0;506;-173.0;-523;506;271.0;210.0
-174.0;209.0;237.0;-83;2.0;775;-83;275.0;461.0
-210.0;462.0;149.0;-135;-324.0;716;-135;303.0;94.0
-4.0;-12.0;379.0;-25;-39.0;686;-25;504.0;791.0
-407.0;517.0;-39.0;-65;-185.0;757;-65;461.0;344.0
-49.0;5.0;120.0;65;-612.0;685;65;-397.0;-362.0
-649.0;489.0;498.0;32;-330.0;728;32;-543.0;-119.0
99.0;-153.0;447.0;8;-164.0;739;8;134.0;346.0
-58.0;-483.0;24.0;50;435.0;706;50;13.0;49.0
16.0;119.0;1.0;491;-24.0;797;491;19.0;-37.0
12.0;-296.0;29.0;-19;512.0;710;-19;112.0;201.0
7.0;-190.0;-141.0;25;24.0;632;25;301.0;510.0
-240.0;-67.0;-338.0;-7;-134.0;728;-7;-489.0;-498.0
125.0;-118.0;-443.0;55;436.0;778;55;66.0;-126.0
37.0;437.0;305.0;-152;-42.0;480;-152;324.0;179.0
329.0;4.0;95.0;-32;-421.0;730;-32;184.0;254.0
-9.0;-340.0;75.0;-7;-37.0;643;-7;165.0;-569.0
203.0;528.0;148.0;118;-187.0;856;118;-189.0;-422.0
-92.0;-395.0;-342.0;14;-360.0;719;14;-416.0;-159.0
-99.0;240.0;24.0;221;-119.0;973;221;-178.0;-482.0
-189.0;328.0;28.0;274;-128.0;884;274;-162.0;-395.0
-133.0;-50.0;-465.0;-29;-105.0;637;-29;258.0;375.0
-1.0;-364.0;65.0;4;-57.0;735;4;372.0;428.0
-256.0;475.0;174.0;60;23.0;700;60;102.0;281.0
-186.0;11.0;-57.0;1902;555.0;-1514;1902;705.0;592.0
-44.0;-180.0;-468.0;-21;-6.0;633;-21;391.0;209.0
288.0;-380.0;230.0;-222;-301.0;727;-222;12.0;-73.0
47.0;442.0;133.0;268;-41.0;561;268;357.0;-2.0
60.0;-345.0;156.0;2;102.0;608;2;119.0;481.0
-51.0;-344.0;-517.0;27;-204.0;720;27;-26.0;-360.0
-144.0;-207.0;-96.0;28;-136.0;722;28;-191.0;-655.0
473.0;324.0;-99.0;-21;121.0;711;-21;-107.0;-1098.0
26.0;-150.0;320.0;-26;498.0;635;-26;149.0;148.0
18.0;138.0;-545.0;14;114.0;643;14;-407.0;-165.0
393.0;-442.0;-245.0;36;220.0;723;36;450.0;391.0
-372.0;521.0;314.0;18;17.0;729;18;-141.0;155.0
-343.0;408.0;-199.0;-53;-117.0;719;-53;-435.0;-328.0
-33.0;-615.0;-633.0;-25;433.0;732;-25;580.0;-1148.0
134.0;217.0;-163.0;-18;77.0;689;-18;-147.0;-872.0
21.0;-539.0;-74.0;1;-101.0;639;1;295.0;207.0
48.0;-429.0;-360.0;-4;110.0;633;-4;263.0;9.0
