InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;Accelerometer BACK accX
1157.0;-368.0;-462.0;2;-157.0;-496.0;414.0;63.0;199.0;-460.0;194.0
894.0;-181.0;-406.0;-83;-75.0;-413.0;237.0;452.0;218.0;-360.0;276.0
-268.0;-204.0;-144.0;236;-142.0;203.0;256.0;-220.0;26.0;-53.0;-59.0
67.0;-135.0;-520.0;4;-168.0;-614.0;656.0;3.0;333.0;-272.0;58.0
-1007.0;-267.0;-351.0;-10;45.0;-257.0;51.0;-232.0;116.0;-262.0;431.0
-299.0;-377.0;-362.0;4;-48.0;-256.0;58.0;446.0;192.0;-268.0;327.0
-30.0;503.0;562.0;-761;578.0;681.0;-806.0;79.0;-633.0;701.0;29.0
-3.0;-341.0;-404.0;31;-555.0;-534.0;733.0;-20.0;596.0;-545.0;175.0
111.0;-166.0;-514.0;3;-169.0;-618.0;664.0;9.0;333.0;-281.0;59.0
-245.0;-272.0;-113.0;-1602;-342.0;-159.0;360.0;-130.0;268.0;-178.0;409.0
134.0;-218.0;-516.0;6;-168.0;-618.0;673.0;32.0;335.0;-293.0;67.0
-535.0;-375.0;-513.0;2;-533.0;-338.0;745.0;24.0;887.0;-600.0;203.0
92.0;-373.0;-423.0;-49;-541.0;-573.0;723.0;-25.0;531.0;-623.0;577.0
-199.0;-445.0;-575.0;-2;-176.0;-180.0;681.0;70.0;418.0;-475.0;49.0
-22.0;-384.0;-511.0;-3;-199.0;-628.0;607.0;-15.0;267.0;-465.0;99.0
-900.0;-327.0;-399.0;8;32.0;-291.0;72.0;-7.0;96.0;-150.0;200.0
-3.0;-25.0;-535.0;-3;-145.0;-619.0;676.0;-14.0;333.0;-253.0;0.0
-17.0;-445.0;-569.0;3;-169.0;-202.0;661.0;-32.0;330.0;-486.0;49.0
170.0;-438.0;-566.0;-6;-262.0;-576.0;849.0;94.0;598.0;-625.0;514.0
