InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
2;2;4;-8.0;23.0;129;-9;840;9;2
0;6;7;-27.0;54.0;131;32;840;-32;6
7;-8;-5;130.0;-73.0;131;2;839;-2;-8
-1;3;-4;42.0;50.0;136;18;835;-18;3
-1;-12;-3;43.0;54.0;129;-7;842;7;-12
0;-14;-2;33.0;33.0;130;-8;841;8;-14
-24;-101;-6;-15.0;68.0;137;-163;835;163;-101
5;0;13;12.0;27.0;121;21;845;-21;0
0;-31;0;-1.0;69.0;134;-20;838;20;-31
4;28;-1;85.0;232.0;129;-40;841;40;28
0;-21;3;21.0;19.0;132;38;839;-38;-21
