InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;Accelerometer RUA_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RUA magneticZ;Accelerometer LH accX;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA gyroZ;Accelerometer RKN_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4
136;12.0;271.0;-136;-377.0;-35.0;?;474;499.0;556.0;-871.0;-146.0;-218.0
128;?;302.0;-128;-393.0;-34.0;332.0;522;?;421.0;-625.0;-159.0;-220.0
32;-18.0;285.0;-32;-404.0;-34.0;468.0;470;524.0;231.0;-443.0;-170.0;?
567;14.0;?;-567;-337.0;-38.0;68.0;?;498.0;142.0;?;?;-228.0
-1260;190.0;?;1260;895.0;?;588.0;?;1488.0;2212.0;-603.0;-55.0;201.0
?;?;?;1073;877.0;?;?;-451;?;2646.0;-583.0;?;202.0
-693;168.0;336.0;693;603.0;74.0;487.0;-151;685.0;3358.0;-594.0;?;204.0
-731;48.0;163.0;731;-37.0;-58.0;486.0;?;233.0;?;?;-38.0;206.0
?;223.0;-3.0;?;-528.0;?;477.0;-102;278.0;?;?;-30.0;208.0
?;312.0;223.0;315;-283.0;-177.0;528.0;?;366.0;?;?;-20.0;?
436;334.0;266.0;?;1.0;?;513.0;-428;?;?;-390.0;-4.0;207.0
468;370.0;258.0;?;?;-228.0;774.0;-194;428.0;1489.0;-416.0;16.0;203.0
525;?;?;-525;48.0;-260.0;565.0;-37;418.0;1652.0;-566.0;?;200.0
844;525.0;123.0;-844;253.0;-317.0;318.0;-107;264.0;2238.0;-484.0;42.0;196.0
?;586.0;?;-965;?;-344.0;596.0;?;243.0;3320.0;-738.0;51.0;191.0
1119;623.0;396.0;-1119;195.0;?;409.0;-172;425.0;3374.0;-702.0;58.0;185.0
1120;678.0;635.0;-1120;615.0;-394.0;526.0;-144;654.0;3394.0;-723.0;61.0;?
?;675.0;557.0;?;894.0;-443.0;-25.0;?;348.0;?;?;61.0;167.0
?;720.0;650.0;-1063;365.0;-495.0;720.0;-97;335.0;?;-574.0;?;154.0
?;?;?;?;-168.0;-541.0;?;-63;208.0;?;?;61.0;?
467;767.0;834.0;-467;356.0;-577.0;799.0;-72;348.0;1926.0;-427.0;?;?
227;702.0;627.0;-227;?;?;80.0;-84;?;1654.0;?;59.0;125.0
-127;783.0;533.0;?;?;?;-469.0;-121;?;?;-254.0;?;116.0
-1;803.0;?;1;?;-650.0;132.0;-131;?;-500.0;-446.0;62.0;?
-321;812.0;477.0;321;1074.0;-647.0;-231.0;?;-149.0;-867.0;?;64.0;103.0
?;?;634.0;578;891.0;-608.0;343.0;-112;-63.0;-502.0;?;64.0;100.0
-481;968.0;?;481;800.0;-572.0;601.0;-95;53.0;-808.0;-578.0;70.0;98.0
?;975.0;325.0;?;840.0;?;998.0;-23;-535.0;-941.0;-1248.0;75.0;99.0
-675;?;277.0;?;673.0;-504.0;-1005.0;-32;-243.0;?;-855.0;79.0;102.0
?;?;181.0;679;307.0;?;-1142.0;?;?;-1017.0;?;85.0;106.0
-794;1014.0;441.0;?;352.0;-402.0;?;21;-33.0;-1234.0;-708.0;?;109.0
-718;1027.0;338.0;718;582.0;?;-500.0;-138;?;-1263.0;?;92.0;113.0
-529;1005.0;112.0;529;?;-306.0;-876.0;?;-128.0;-1197.0;-931.0;?;116.0
-782;973.0;?;782;208.0;-266.0;-1392.0;-172;?;?;?;92.0;118.0
-1014;974.0;93.0;?;?;-221.0;-1058.0;?;-146.0;?;-878.0;91.0;126.0
-673;1065.0;?;673;228.0;-186.0;?;-69;-188.0;-1142.0;-826.0;87.0;136.0
-271;1070.0;-9.0;?;297.0;-158.0;-266.0;?;-206.0;-921.0;-807.0;82.0;?
-159;1066.0;47.0;?;223.0;-132.0;9.0;-160;-114.0;?;-582.0;75.0;159.0
-101;1097.0;137.0;101;285.0;-113.0;141.0;-115;-50.0;-754.0;-365.0;?;172.0
-18;1079.0;177.0;18;336.0;?;88.0;-137;?;-669.0;-509.0;60.0;184.0
-5;1061.0;182.0;5;351.0;?;17.0;-159;?;-656.0;-457.0;51.0;196.0
-213;1073.0;135.0;213;?;?;247.0;-138;-84.0;-731.0;-505.0;42.0;206.0
231;1013.0;140.0;-231;283.0;-82.0;376.0;?;?;?;-698.0;31.0;216.0
2118;993.0;113.0;-2118;277.0;?;294.0;?;-56.0;-986.0;-648.0;18.0;223.0
3509;?;46.0;?;242.0;-64.0;386.0;?;-110.0;-1095.0;-605.0;6.0;228.0
3158;877.0;?;-3158;181.0;-62.0;457.0;-473;?;-1142.0;-532.0;?;232.0
3195;789.0;-77.0;-3195;?;?;452.0;-480;-284.0;-1196.0;-456.0;-27.0;237.0
2414;722.0;-111.0;-2414;92.0;?;504.0;-537;-328.0;?;-577.0;-48.0;241.0
-661;625.0;-115.0;661;?;-36.0;388.0;?;-321.0;-1166.0;-685.0;-76.0;248.0
-1960;580.0;-128.0;?;58.0;?;293.0;-559;-278.0;?;-718.0;-102.0;?
-1518;552.0;-73.0;1518;30.0;4.0;306.0;?;-170.0;-1058.0;-700.0;-124.0;263.0
-1950;489.0;-49.0;1950;19.0;39.0;330.0;?;-161.0;-1129.0;-842.0;-141.0;271.0
-2607;?;41.0;?;?;?;?;175;-45.0;-1164.0;-854.0;-155.0;279.0
-2938;458.0;80.0;2938;52.0;129.0;166.0;?;9.0;-1277.0;-953.0;-166.0;288.0
-2420;405.0;110.0;2420;115.0;180.0;66.0;333;?;?;-866.0;-178.0;301.0
-1501;?;136.0;1501;95.0;233.0;38.0;54;44.0;?;-948.0;-190.0;317.0
?;402.0;199.0;1099;104.0;?;59.0;606;139.0;?;-872.0;-202.0;333.0
?;?;265.0;30;173.0;336.0;128.0;-878;?;-828.0;?;-211.0;352.0
-570;332.0;262.0;570;?;375.0;?;-2823;159.0;-541.0;-986.0;-218.0;373.0
-2312;362.0;245.0;2312;94.0;409.0;51.0;?;186.0;-341.0;-896.0;?;396.0
-762;405.0;305.0;762;?;441.0;91.0;161;?;-289.0;-824.0;-235.0;420.0
244;385.0;306.0;-244;118.0;472.0;222.0;-573;265.0;-385.0;-763.0;-240.0;443.0
?;370.0;280.0;320;144.0;?;?;49;257.0;-423.0;-868.0;-244.0;467.0
69;438.0;266.0;-69;173.0;539.0;?;-99;206.0;?;-848.0;-247.0;489.0
43;724.0;?;-43;?;571.0;735.0;-60;0.0;-644.0;-728.0;-245.0;514.0
67;613.0;?;-67;?;?;?;-83;-250.0;?;-657.0;-245.0;539.0
104;691.0;6.0;-104;314.0;620.0;45.0;-175;?;-661.0;-564.0;-252.0;566.0
17;844.0;?;-17;261.0;?;273.0;-134;-311.0;-587.0;-633.0;?;593.0
60;671.0;31.0;?;292.0;653.0;?;-148;-195.0;?;?;-270.0;622.0
28;?;89.0;-28;304.0;658.0;?;-138;-125.0;?;-736.0;?;642.0
47;604.0;112.0;-47;298.0;662.0;?;-148;-48.0;-275.0;?;-301.0;?
?;534.0;135.0;-56;255.0;653.0;-56.0;-162;-16.0;?;-701.0;-317.0;669.0
64;496.0;162.0;-64;235.0;645.0;-43.0;-127;30.0;?;-701.0;-333.0;679.0
65;457.0;223.0;-65;240.0;640.0;95.0;?;?;-320.0;-597.0;?;688.0
?;445.0;225.0;-71;246.0;628.0;220.0;-123;89.0;?;-622.0;-366.0;696.0
80;?;200.0;?;?;619.0;245.0;-104;91.0;?;-570.0;-382.0;704.0
113;?;149.0;-113;243.0;?;292.0;-109;58.0;-790.0;-514.0;-398.0;714.0
144;?;?;-144;241.0;?;350.0;-189;?;-822.0;-545.0;-414.0;724.0
64;298.0;109.0;-64;?;590.0;368.0;-123;68.0;-697.0;-706.0;-429.0;734.0
136;?;142.0;-136;230.0;577.0;355.0;-95;134.0;?;?;-442.0;745.0
164;264.0;187.0;-164;241.0;?;312.0;-73;?;-543.0;-377.0;-454.0;754.0
?;271.0;202.0;?;244.0;539.0;288.0;-132;200.0;-607.0;-765.0;-465.0;763.0
801;316.0;237.0;-801;238.0;515.0;384.0;?;219.0;?;-834.0;-475.0;771.0
1803;327.0;308.0;-1803;251.0;?;625.0;566;222.0;-934.0;-345.0;-486.0;776.0
2980;251.0;?;?;281.0;473.0;?;888;?;?;-286.0;-501.0;778.0
2080;264.0;62.0;?;?;447.0;680.0;529;-86.0;-1298.0;-561.0;-517.0;779.0
?;387.0;52.0;-2059;147.0;401.0;440.0;299;-62.0;-1273.0;?;-536.0;776.0
1327;441.0;143.0;-1327;?;339.0;?;357;256.0;-1595.0;-512.0;-548.0;777.0
-2097;?;335.0;?;304.0;292.0;249.0;475;?;-1923.0;-452.0;-555.0;781.0
-2405;305.0;310.0;2405;359.0;262.0;380.0;466;257.0;-1827.0;-444.0;-562.0;785.0
?;284.0;?;2168;?;238.0;403.0;369;?;-1434.0;-372.0;-569.0;789.0
?;?;?;?;201.0;203.0;486.0;457;21.0;-1076.0;30.0;-575.0;792.0
-2375;199.0;181.0;2375;150.0;163.0;590.0;254;80.0;-959.0;?;?;796.0
-1755;196.0;206.0;1755;129.0;?;719.0;147;167.0;-1064.0;1088.0;?;800.0
-1784;?;268.0;?;161.0;?;647.0;?;240.0;-1201.0;-86.0;?;803.0
-2758;?;?;2758;?;29.0;467.0;-708;308.0;-1256.0;?;-588.0;804.0
-3226;210.0;343.0;3226;?;-17.0;348.0;-1045;370.0;-1200.0;-1024.0;-590.0;805.0
?;191.0;343.0;?;294.0;-48.0;239.0;?;361.0;?;-344.0;-589.0;807.0
-2962;160.0;?;2962;254.0;-72.0;189.0;-923;289.0;-841.0;70.0;-589.0;807.0
-2620;136.0;?;2620;?;-95.0;232.0;-776;?;-719.0;-233.0;-590.0;807.0
308;146.0;291.0;-308;197.0;-121.0;301.0;-569;226.0;-679.0;-216.0;?;806.0
?;?;324.0;-3248;180.0;-148.0;123.0;-870;266.0;-761.0;-22.0;-591.0;806.0
2583;205.0;359.0;-2583;212.0;?;114.0;?;?;-901.0;-24.0;-591.0;?
673;238.0;?;-673;268.0;-209.0;290.0;4;380.0;?;-92.0;-590.0;805.0
135;?;?;-135;316.0;-231.0;?;?;350.0;-892.0;?;-590.0;804.0
141;418.0;377.0;-141;337.0;-251.0;109.0;-93;335.0;-814.0;33.0;-590.0;803.0
?;602.0;241.0;-120;407.0;?;123.0;-17;?;-716.0;-120.0;-587.0;803.0
139;582.0;38.0;-139;412.0;?;208.0;?;-55.0;-278.0;-151.0;-584.0;804.0
112;603.0;23.0;?;283.0;?;?;31;-52.0;460.0;-78.0;-579.0;806.0
?;442.0;81.0;-123;280.0;-253.0;343.0;-46;-9.0;1056.0;?;?;805.0
?;413.0;106.0;-108;310.0;?;392.0;-17;37.0;1597.0;-148.0;-584.0;801.0
55;377.0;?;?;244.0;-219.0;?;29;42.0;1973.0;?;-589.0;797.0
80;341.0;133.0;-80;191.0;-204.0;434.0;1;59.0;2148.0;?;-592.0;795.0
?;309.0;190.0;-129;?;?;492.0;-38;129.0;2106.0;?;-593.0;?
163;287.0;175.0;-163;?;?;547.0;-29;173.0;1908.0;-64.0;-594.0;793.0
186;285.0;238.0;?;192.0;-191.0;558.0;-44;211.0;1586.0;-102.0;-592.0;794.0
223;254.0;281.0;-223;227.0;-194.0;470.0;-5;231.0;1261.0;-580.0;-590.0;795.0
?;?;280.0;-327;229.0;-193.0;469.0;?;254.0;1004.0;-752.0;-589.0;796.0
619;211.0;?;-619;209.0;-193.0;?;-14;261.0;701.0;-290.0;-590.0;796.0
1282;?;289.0;-1282;201.0;-192.0;613.0;54;249.0;421.0;-778.0;?;?
2122;?;?;-2122;194.0;-194.0;507.0;?;?;24.0;-634.0;-599.0;?
?;235.0;351.0;?;234.0;?;533.0;127;298.0;-479.0;-660.0;-602.0;789.0
5216;274.0;?;?;246.0;-199.0;678.0;309;304.0;-1020.0;-623.0;-603.0;790.0
6936;?;?;-6936;249.0;?;713.0;?;276.0;-1499.0;-427.0;?;791.0
6209;?;343.0;-6209;226.0;-200.0;541.0;?;300.0;-1919.0;-375.0;-602.0;793.0
4316;523.0;391.0;-4316;?;-196.0;384.0;1078;333.0;-2376.0;?;-607.0;791.0
672;580.0;181.0;-672;445.0;?;339.0;?;174.0;-2498.0;-294.0;?;?
-1973;449.0;-71.0;1973;327.0;-160.0;394.0;598;-118.0;-1780.0;-270.0;-607.0;792.0
-1532;507.0;-77.0;1532;182.0;-136.0;434.0;626;-318.0;-758.0;?;-609.0;790.0
?;444.0;?;1978;132.0;-130.0;404.0;675;-430.0;101.0;-153.0;-609.0;789.0
-3677;?;-135.0;?;-35.0;-156.0;377.0;424;-241.0;664.0;?;-606.0;791.0
-4414;357.0;115.0;4414;74.0;?;308.0;?;52.0;828.0;620.0;-605.0;792.0
?;?;?;4638;230.0;-241.0;226.0;52;299.0;1051.0;583.0;?;790.0
-4284;298.0;452.0;4284;274.0;?;?;94;373.0;1135.0;?;?;?
-4252;?;?;?;340.0;-290.0;92.0;?;340.0;1211.0;378.0;?;787.0
-4133;260.0;388.0;4133;?;-310.0;57.0;-151;?;1236.0;?;-608.0;787.0
-3690;?;434.0;3690;302.0;-328.0;?;-1190;345.0;1215.0;-800.0;-606.0;788.0
-3981;201.0;482.0;3981;?;?;-13.0;-2013;358.0;1210.0;-108.0;-606.0;788.0
150;206.0;562.0;-150;411.0;-371.0;-73.0;-1962;428.0;1340.0;?;-605.0;789.0
5036;204.0;629.0;-5036;?;?;-81.0;52;424.0;?;?;-605.0;?
4093;?;694.0;?;480.0;-399.0;?;507;468.0;1526.0;1.0;-605.0;?
2229;145.0;822.0;-2229;551.0;-412.0;311.0;-1574;544.0;1492.0;?;-610.0;788.0
986;259.0;849.0;-986;?;-421.0;606.0;-1105;580.0;1312.0;-140.0;-611.0;787.0
?;342.0;?;-212;536.0;-432.0;464.0;-97;589.0;?;?;-610.0;788.0
130;475.0;?;?;633.0;-436.0;256.0;-219;586.0;433.0;75.0;?;?
?;380.0;947.0;?;782.0;-438.0;366.0;?;544.0;102.0;91.0;?;?
22;356.0;766.0;-22;710.0;?;498.0;-65;453.0;-95.0;?;-596.0;797.0
28;?;?;-28;674.0;-422.0;463.0;-62;391.0;37.0;?;-593.0;800.0
?;?;855.0;-11;691.0;-418.0;381.0;-25;391.0;?;-216.0;-588.0;804.0
13;466.0;877.0;-13;?;-410.0;261.0;-68;406.0;69.0;-161.0;-584.0;806.0
21;461.0;787.0;?;744.0;?;281.0;-37;364.0;-200.0;-66.0;-580.0;?
16;454.0;700.0;?;652.0;-390.0;370.0;-56;320.0;-523.0;55.0;-575.0;?
?;415.0;714.0;?;692.0;-366.0;397.0;?;326.0;-804.0;35.0;-571.0;813.0
?;384.0;760.0;-20;972.0;?;390.0;-38;325.0;-785.0;-24.0;-567.0;815.0
?;365.0;?;-30;1135.0;-293.0;423.0;-37;325.0;-312.0;-75.0;-565.0;816.0
3;345.0;858.0;-3;?;-261.0;481.0;-35;456.0;716.0;-305.0;-564.0;816.0
?;361.0;95.0;15;479.0;?;506.0;-25;334.0;1727.0;-286.0;-564.0;815.0
-22;?;?;?;-68.0;-207.0;494.0;-21;-239.0;432.0;?;-566.0;814.0
-20;383.0;932.0;?;738.0;?;528.0;-20;?;395.0;-280.0;-567.0;814.0
-10;355.0;1029.0;?;1316.0;-225.0;534.0;-12;506.0;970.0;-682.0;?;814.0
-19;382.0;1128.0;19;1031.0;-264.0;527.0;-9;619.0;851.0;-659.0;-567.0;?
-10;?;1086.0;10;964.0;-270.0;464.0;-8;619.0;597.0;-399.0;-568.0;814.0
-4;400.0;1118.0;4;961.0;?;466.0;-7;636.0;482.0;-458.0;-569.0;814.0
-72;390.0;946.0;?;754.0;-302.0;397.0;-11;501.0;87.0;-534.0;-570.0;815.0
-84;361.0;1017.0;84;1000.0;?;302.0;?;491.0;-13.0;-482.0;-570.0;815.0
-32;352.0;?;32;839.0;-330.0;229.0;2;512.0;?;-575.0;-570.0;816.0
-67;351.0;873.0;67;822.0;?;171.0;?;404.0;-78.0;?;-571.0;816.0
?;?;?;?;818.0;-339.0;?;14;?;-79.0;-571.0;?;816.0
2;318.0;891.0;-2;?;?;114.0;8;445.0;-114.0;-469.0;-572.0;815.0
5;?;862.0;-5;?;-356.0;101.0;2;417.0;-28.0;-559.0;?;?
45;292.0;891.0;?;841.0;-358.0;86.0;10;411.0;-28.0;?;?;814.0
16;292.0;?;-16;?;-361.0;82.0;-4;458.0;-16.0;-588.0;?;814.0
-35;290.0;952.0;?;?;-364.0;63.0;?;524.0;?;-75.0;-576.0;813.0
-7;294.0;920.0;7;749.0;-373.0;116.0;7;560.0;?;?;-576.0;813.0
15;?;800.0;-15;670.0;?;164.0;?;424.0;?;-441.0;-575.0;814.0
?;289.0;?;-12;642.0;?;?;-7;362.0;-25.0;-555.0;-574.0;814.0
2;306.0;837.0;-2;655.0;-428.0;237.0;-5;358.0;-203.0;?;?;816.0
-3;?;880.0;3;694.0;?;278.0;?;376.0;-360.0;-205.0;-570.0;?
18;299.0;939.0;-18;?;-471.0;307.0;-13;482.0;?;-321.0;-565.0;820.0
?;313.0;875.0;13;?;-491.0;338.0;0;?;-379.0;?;-561.0;822.0
-23;318.0;862.0;23;821.0;-507.0;379.0;?;372.0;-370.0;-107.0;-555.0;825.0
13;331.0;822.0;-13;675.0;?;419.0;0;367.0;-516.0;?;?;828.0
-18;362.0;796.0;18;799.0;-524.0;?;?;280.0;?;-176.0;?;831.0
-20;348.0;?;?;?;-526.0;472.0;?;297.0;?;-174.0;-536.0;?
13;369.0;?;-13;?;-519.0;457.0;-6;?;?;-78.0;-530.0;835.0
?;354.0;?;-1;?;-492.0;?;1;353.0;-976.0;-86.0;?;836.0
-9;?;737.0;?;690.0;-454.0;341.0;2;?;-1102.0;-19.0;?;837.0
?;390.0;789.0;-3;674.0;-400.0;155.0;6;335.0;?;-32.0;-514.0;838.0
2;?;891.0;-2;737.0;-337.0;45.0;6;284.0;-1130.0;?;?;?
-9;381.0;848.0;9;694.0;?;?;2;?;?;60.0;-508.0;836.0
-2;422.0;535.0;2;688.0;?;91.0;-6;388.0;-1107.0;50.0;-506.0;834.0
?;374.0;226.0;-2;655.0;-14.0;7.0;-9;150.0;-772.0;54.0;-504.0;831.0
5;365.0;?;-5;?;123.0;-75.0;0;-207.0;-188.0;18.0;-503.0;826.0
?;331.0;?;1;554.0;243.0;-72.0;1;-451.0;1380.0;29.0;-503.0;820.0
-19;314.0;-191.0;?;80.0;328.0;37.0;-7;-398.0;2300.0;-16.0;?;815.0
-19;?;-56.0;19;-157.0;360.0;122.0;-11;-137.0;2584.0;?;?;811.0
-31;310.0;159.0;?;-61.0;372.0;195.0;-5;91.0;2254.0;-45.0;?;808.0
-61;?;?;61;259.0;373.0;238.0;-5;196.0;2023.0;-4.0;-496.0;?
-128;313.0;392.0;128;217.0;367.0;318.0;26;241.0;1699.0;-30.0;-493.0;801.0
?;319.0;?;137;170.0;350.0;344.0;24;240.0;1126.0;-49.0;-490.0;798.0
?;319.0;404.0;?;284.0;?;397.0;20;281.0;552.0;-39.0;?;?
?;?;435.0;409;362.0;298.0;?;98;311.0;148.0;-37.0;?;789.0
-805;296.0;323.0;805;327.0;271.0;?;121;297.0;?;-10.0;?;782.0
-1161;279.0;225.0;1161;?;253.0;530.0;431;190.0;-697.0;15.0;?;775.0
-2110;269.0;186.0;2110;?;233.0;608.0;1114;115.0;?;33.0;-481.0;766.0
-2435;300.0;152.0;2435;?;?;562.0;1370;73.0;-1301.0;60.0;-479.0;756.0
-1205;?;43.0;1205;?;203.0;?;840;11.0;-1421.0;?;-473.0;747.0
?;339.0;96.0;104;224.0;186.0;440.0;226;-26.0;-1244.0;?;?;737.0
?;380.0;167.0;-608;236.0;168.0;557.0;?;57.0;-1064.0;-4.0;-463.0;725.0
421;419.0;205.0;-421;319.0;161.0;523.0;?;121.0;-861.0;-48.0;-462.0;?
?;504.0;224.0;44;?;173.0;507.0;574;?;-483.0;22.0;-458.0;708.0
-32;382.0;186.0;32;322.0;191.0;495.0;576;117.0;90.0;?;-455.0;703.0
?;290.0;116.0;1021;194.0;?;594.0;592;59.0;599.0;-2.0;-454.0;700.0
-1667;234.0;154.0;1667;99.0;?;588.0;569;?;968.0;?;-456.0;697.0
-1167;226.0;245.0;1167;45.0;242.0;523.0;358;180.0;1040.0;?;-458.0;696.0
-676;249.0;?;?;45.0;253.0;?;144;?;935.0;?;-459.0;696.0
?;268.0;282.0;352;?;267.0;377.0;-482;231.0;755.0;-6.0;-459.0;698.0
?;270.0;304.0;1340;163.0;279.0;315.0;-895;243.0;673.0;-22.0;-460.0;698.0
-3121;?;?;?;157.0;288.0;188.0;-1475;243.0;671.0;21.0;-460.0;697.0
?;252.0;241.0;?;91.0;?;90.0;-2602;226.0;640.0;15.0;-460.0;695.0
947;242.0;276.0;-947;59.0;?;26.0;-654;189.0;406.0;13.0;-458.0;?
2473;227.0;?;-2473;83.0;?;-92.0;498;221.0;108.0;-5.0;?;690.0
?;259.0;347.0;-3412;142.0;?;?;-1451;285.0;-186.0;34.0;-452.0;687.0
3612;296.0;383.0;-3612;214.0;309.0;15.0;-1240;323.0;-462.0;-13.0;-446.0;684.0
?;282.0;345.0;-1478;280.0;314.0;301.0;-308;254.0;-614.0;12.0;-440.0;682.0
132;?;235.0;?;?;332.0;416.0;-150;128.0;-682.0;-4.0;-436.0;679.0
?;357.0;163.0;-196;270.0;?;410.0;?;110.0;-643.0;-1.0;-431.0;675.0
52;486.0;248.0;-52;274.0;367.0;316.0;-79;?;-567.0;?;-427.0;672.0
110;523.0;?;-110;?;387.0;245.0;-5;118.0;-485.0;-26.0;-418.0;673.0
137;526.0;71.0;-137;390.0;403.0;?;-6;-53.0;?;-29.0;-409.0;671.0
?;494.0;126.0;?;?;?;?;-33;-20.0;863.0;-23.0;-403.0;668.0
135;437.0;?;-135;332.0;425.0;?;-18;43.0;1291.0;-23.0;-401.0;663.0
113;392.0;?;-113;283.0;?;326.0;-13;?;1574.0;-32.0;-400.0;656.0
?;367.0;40.0;-96;206.0;432.0;408.0;?;8.0;1640.0;-19.0;?;649.0
?;339.0;71.0;-115;?;436.0;?;-15;56.0;1684.0;-18.0;-400.0;643.0
171;293.0;100.0;?;202.0;?;453.0;-23;105.0;1708.0;48.0;-401.0;?
197;282.0;155.0;-197;218.0;426.0;502.0;-22;108.0;?;75.0;-399.0;632.0
?;301.0;?;-132;225.0;?;528.0;-30;138.0;1632.0;?;-396.0;629.0
331;?;197.0;?;205.0;417.0;514.0;-3;137.0;1556.0;572.0;-393.0;627.0
744;219.0;?;-744;196.0;407.0;639.0;42;164.0;1218.0;750.0;-394.0;626.0
1235;199.0;237.0;-1235;195.0;408.0;?;106;198.0;801.0;?;-396.0;?
1747;187.0;230.0;-1747;?;405.0;?;166;180.0;?;-292.0;-400.0;622.0
3013;226.0;?;-3013;?;404.0;673.0;166;?;-43.0;?;-403.0;619.0
6039;248.0;339.0;-6039;195.0;?;547.0;?;278.0;-539.0;?;-408.0;617.0
7648;337.0;328.0;?;232.0;411.0;531.0;462;255.0;-1021.0;-527.0;-409.0;617.0
5905;298.0;287.0;-5905;212.0;?;338.0;961;255.0;?;?;-411.0;615.0
?;511.0;444.0;-2175;219.0;417.0;?;1206;356.0;-1920.0;-138.0;?;614.0
-1456;559.0;351.0;1456;330.0;418.0;239.0;809;238.0;-2379.0;-216.0;-413.0;612.0
?;416.0;?;2425;346.0;?;467.0;856;-36.0;-2159.0;-342.0;?;611.0
-2392;517.0;99.0;2392;212.0;419.0;467.0;1056;-98.0;-1500.0;-460.0;-414.0;614.0
?;486.0;-21.0;3357;215.0;412.0;340.0;805;-215.0;?;-398.0;?;617.0
-4317;445.0;?;4317;154.0;404.0;239.0;293;-183.0;-606.0;-236.0;-421.0;623.0
-4273;362.0;16.0;4273;81.0;401.0;156.0;107;-4.0;-332.0;-176.0;-425.0;629.0
-3799;?;155.0;?;?;396.0;132.0;106;153.0;?;-234.0;-429.0;?
-4113;281.0;?;4113;296.0;?;128.0;-121;234.0;?;?;-433.0;641.0
-3950;264.0;308.0;?;350.0;391.0;108.0;296;221.0;260.0;56.0;-437.0;648.0
-4383;254.0;296.0;4383;273.0;389.0;?;?;247.0;?;373.0;?;655.0
-3880;252.0;308.0;3880;301.0;389.0;81.0;-2510;?;443.0;-822.0;-443.0;661.0
-4258;244.0;?;4258;257.0;389.0;47.0;-2346;339.0;452.0;-608.0;-445.0;667.0
-4888;248.0;?;4888;?;391.0;124.0;-2389;?;380.0;?;-447.0;671.0
1490;251.0;456.0;-1490;381.0;?;153.0;-1352;322.0;409.0;-318.0;-447.0;673.0
?;?;602.0;-4679;372.0;404.0;?;-176;386.0;339.0;-435.0;-448.0;674.0
3695;206.0;?;-3695;522.0;410.0;451.0;-282;483.0;104.0;47.0;-448.0;674.0
?;290.0;687.0;-3507;626.0;413.0;568.0;?;?;?;181.0;-444.0;678.0
204;304.0;696.0;-204;677.0;422.0;386.0;-70;450.0;-30.0;-70.0;-438.0;683.0
-264;425.0;?;264;667.0;423.0;258.0;10;509.0;-112.0;42.0;-431.0;689.0
320;470.0;702.0;-320;690.0;420.0;?;52;477.0;-514.0;118.0;-421.0;695.0
?;482.0;485.0;213;674.0;430.0;465.0;36;219.0;-668.0;44.0;?;702.0
125;476.0;384.0;-125;543.0;434.0;385.0;84;?;-554.0;-35.0;-403.0;707.0
-21;495.0;438.0;21;473.0;428.0;294.0;80;197.0;-564.0;?;-393.0;710.0
27;516.0;338.0;?;434.0;427.0;233.0;77;289.0;-692.0;-83.0;-379.0;?
71;?;355.0;?;296.0;?;?;86;191.0;-947.0;-61.0;-364.0;715.0
20;?;164.0;-20;?;427.0;350.0;?;95.0;?;27.0;-350.0;717.0
41;?;290.0;-41;512.0;429.0;338.0;?;108.0;-992.0;-32.0;-336.0;720.0
31;485.0;372.0;-31;?;424.0;345.0;69;125.0;?;?;?;?
46;491.0;106.0;-46;369.0;409.0;428.0;72;122.0;?;-92.0;?;727.0
46;512.0;?;-46;250.0;397.0;415.0;71;59.0;-541.0;-242.0;-308.0;730.0
?;524.0;-59.0;-52;?;?;?;70;?;-791.0;86.0;?;?
59;531.0;180.0;-59;?;?;346.0;64;-97.0;-819.0;137.0;-300.0;737.0
18;?;316.0;-18;683.0;394.0;?;57;79.0;?;-477.0;-300.0;741.0
-7;487.0;?;7;560.0;383.0;440.0;48;192.0;206.0;-979.0;?;745.0
40;481.0;740.0;-40;777.0;370.0;?;?;466.0;-66.0;-603.0;-307.0;751.0
58;451.0;?;-58;848.0;?;497.0;?;579.0;115.0;-301.0;-314.0;757.0
37;468.0;?;?;357.0;358.0;?;?;361.0;-79.0;-465.0;-321.0;763.0
36;481.0;-19.0;-36;170.0;369.0;?;13;23.0;-367.0;?;-328.0;768.0
29;472.0;116.0;-29;367.0;?;338.0;8;-64.0;-427.0;-626.0;-335.0;772.0
?;?;183.0;-23;419.0;?;371.0;34;?;-145.0;-586.0;-341.0;777.0
?;438.0;347.0;-23;397.0;386.0;422.0;?;159.0;-171.0;-480.0;-350.0;782.0
5;435.0;494.0;-5;557.0;381.0;390.0;-14;?;?;-621.0;-361.0;787.0
-35;419.0;408.0;35;820.0;377.0;287.0;41;310.0;-213.0;-350.0;?;?
-129;440.0;?;?;?;?;353.0;-30;170.0;?;-271.0;-389.0;795.0
-417;445.0;450.0;417;650.0;370.0;418.0;88;229.0;0.0;235.0;?;798.0
-838;?;493.0;838;648.0;?;447.0;?;317.0;32.0;-670.0;-414.0;804.0
