InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-159.0;-31.0;-9;17;678;52.0;485.0;-9;-450.0;18;-43
-162.0;-42.0;-28;21;667;-55.0;480.0;-28;-438.0;11;-43
-161.0;-69.0;-16;18;669;-31.0;481.0;-16;-445.0;9;-43
-166.0;-56.0;16;16;671;-22.0;482.0;16;-456.0;9;-43
-168.0;-77.0;14;23;663;-18.0;481.0;14;-459.0;10;-43
-167.0;-64.0;-22;19;668;-93.0;484.0;-22;-469.0;11;-43
-163.0;-98.0;-4;20;664;-56.0;483.0;-4;-474.0;11;-43
-175.0;-32.0;28;17;669;-4.0;485.0;28;-514.0;17;-43
-175.0;-423.0;-22;20;675;-382.0;495.0;-22;-535.0;13;-43
-566.0;-96.0;-59;16;670;-215.0;632.0;-59;-531.0;-4;-43
-594.0;-121.0;-2;23;661;-164.0;641.0;-2;-529.0;6;-43
-180.0;-84.0;54;5;658;45.0;582.0;54;-246.0;-11;-43
-192.0;-373.0;213;85;654;-312.0;599.0;213;-251.0;-106;-43
-200.0;-78.0;219;105;757;-6.0;532.0;219;-552.0;-25;-63
-180.0;-4.0;-26;83;737;62.0;532.0;-26;-545.0;-76;-60
-69.0;45.0;-8;15;680;29.0;940.0;-8;-424.0;34;-43
-234.0;-176.0;6;27;668;0.0;790.0;6;-46.0;124;-47
-49.0;33.0;-48;15;679;75.0;940.0;-48;-432.0;33;-43
-142.0;224.0;-26;-1;672;34.0;525.0;-26;-537.0;13;-43
-41.0;374.0;-8;19;665;76.0;512.0;-8;-560.0;43;-43
-236.0;179.0;-14;17;664;-27.0;480.0;-14;-510.0;47;-43
-229.0;65.0;24;21;667;-43.0;480.0;24;-498.0;42;-43
-330.0;-337.0;-20;24;702;-266.0;791.0;-20;-8.0;50;-46
-219.0;-303.0;42;23;659;-220.0;471.0;42;-451.0;40;-43
-196.0;-164.0;-7;22;653;-137.0;460.0;-7;-394.0;24;-43
-177.0;-204.0;13;17;700;80.0;827.0;13;-76.0;52;-46
-163.0;-247.0;1;17;702;-144.0;837.0;1;-81.0;43;-46
-196.0;-245.0;12;12;712;-136.0;823.0;12;-75.0;66;-46
-196.0;-212.0;28;20;658;-176.0;460.0;28;-390.0;36;-43
-187.0;-23.0;8;19;660;-14.0;459.0;8;-367.0;28;-43
-303.0;-424.0;95;30;679;-418.0;492.0;95;-742.0;29;-43
-185.0;-85.0;7;20;654;-47.0;458.0;7;-359.0;28;-43
-188.0;-88.0;13;17;654;-75.0;458.0;13;-352.0;23;-43
-78.0;203.0;-20;45;675;165.0;261.0;-20;111.0;19;-42
-150.0;-269.0;59;45;664;-110.0;291.0;59;141.0;27;-42
-168.0;-474.0;-20;13;660;-368.0;454.0;-20;-533.0;11;-42
-145.0;-115.0;57;18;723;50.0;475.0;57;-569.0;43;-46
-192.0;-125.0;-58;9;777;99.0;500.0;-58;-569.0;63;-49
-109.0;-138.0;-2;25;658;-308.0;585.0;-2;-859.0;50;-43
-207.0;-95.0;36;16;674;-30.0;521.0;36;-469.0;37;-40
-450.0;-66.0;-21;19;662;-53.0;536.0;-21;9.0;39;-43
-413.0;-485.0;4;13;672;-285.0;480.0;4;-12.0;26;-43
-201.0;-126.0;-71;18;663;-45.0;399.0;-71;-364.0;42;-40
-201.0;-65.0;-18;19;659;-17.0;401.0;-18;-365.0;25;-40
-200.0;-57.0;23;25;657;-53.0;400.0;23;-369.0;24;-40
-199.0;-37.0;6;14;661;-17.0;399.0;6;-376.0;22;-40
78.0;49.0;-11;-14;693;410.0;681.0;-11;-251.0;123;-43
-202.0;-35.0;-5;23;654;-15.0;400.0;-5;-377.0;24;-40
-201.0;-6.0;1;20;659;9.0;401.0;1;-382.0;21;-40
-197.0;-258.0;-4;20;654;-172.0;399.0;-4;-405.0;25;-41
-206.0;-125.0;-10;21;656;-180.0;407.0;-10;-408.0;20;-40
-202.0;-173.0;5;19;657;-199.0;410.0;5;-412.0;22;-40
-203.0;-153.0;13;16;657;-147.0;414.0;13;-416.0;19;-40
-57.0;-48.0;15;13;662;-81.0;470.0;15;-510.0;55;-41
-593.0;-147.0;-52;11;687;137.0;630.0;-52;-216.0;44;-34
-54.0;-165.0;-65;-135;926;-416.0;247.0;-65;71.0;-31;-40
-637.0;-348.0;-64;18;678;-76.0;630.0;-64;-209.0;49;-34
-291.0;-117.0;42;20;660;-245.0;542.0;42;-475.0;57;-33
-277.0;12.0;-10;18;669;98.0;528.0;-10;-463.0;53;-33
-300.0;-75.0;53;24;665;25.0;534.0;53;-469.0;75;-32
-142.0;-108.0;53;60;626;-209.0;460.0;53;-441.0;-164;-26
-201.0;226.0;-52;12;659;135.0;588.0;-52;-801.0;14;-39
-203.0;-154.0;-10;16;652;249.0;570.0;-10;-712.0;12;-39
-204.0;-295.0;26;18;651;-129.0;565.0;26;-714.0;9;-39
-256.0;20.0;-13;20;651;-199.0;544.0;-13;-696.0;11;-39
-276.0;-166.0;-19;19;647;19.0;520.0;-19;-505.0;16;-39
-276.0;-64.0;-19;17;656;-46.0;524.0;-19;-489.0;14;-39
-277.0;-106.0;-35;23;652;-39.0;520.0;-35;-488.0;15;-39
-284.0;-13.0;-3;20;650;-72.0;527.0;-3;-499.0;20;-39
-280.0;-38.0;-23;24;646;-111.0;527.0;-23;-504.0;22;-39
-274.0;65.0;-39;21;649;-52.0;528.0;-39;-504.0;14;-39
-269.0;27.0;-36;20;650;-88.0;529.0;-36;-511.0;14;-39
-232.0;149.0;4;22;650;74.0;538.0;4;-525.0;13;-39
-234.0;109.0;-32;15;656;110.0;543.0;-32;-537.0;13;-39
-349.0;-109.0;31;17;675;-83.0;456.0;31;-430.0;19;-43
-201.0;-228.0;-50;22;654;-321.0;565.0;-50;-641.0;11;-39
-347.0;-42.0;16;15;672;-7.0;456.0;16;-421.0;17;-43
-365.0;-65.0;22;19;669;-42.0;457.0;22;-416.0;19;-43
-179.0;-8.0;-26;23;645;-63.0;562.0;-26;-718.0;11;-39
-193.0;-180.0;21;21;649;-144.0;563.0;21;-727.0;16;-39
-196.0;-111.0;11;25;647;-240.0;559.0;11;-726.0;8;-39
-203.0;-130.0;13;21;650;-151.0;560.0;13;-728.0;11;-39
-388.0;-362.0;-24;24;667;-166.0;475.0;-24;-380.0;30;-43
60.0;165.0;-19;18;668;208.0;435.0;-19;-529.0;14;-43
-185.0;-170.0;-55;20;648;-76.0;554.0;-55;-755.0;9;-39
-187.0;85.0;-39;18;655;-473.0;542.0;-39;-726.0;8;-39
-137.0;68.0;-66;18;654;-539.0;534.0;-66;-691.0;8;-39
-143.0;83.0;-65;18;654;-560.0;528.0;-65;-667.0;8;-39
-119.0;-170.0;-18;26;652;-289.0;523.0;-18;-644.0;-5;-39
-94.0;-296.0;37;16;653;-216.0;520.0;37;-595.0;-2;-39
-438.0;-304.0;71;23;687;341.0;734.0;71;-407.0;-11;-37
-71.0;-313.0;-236;43;650;-382.0;521.0;-236;-599.0;35;-38
71.0;-660.0;-79;17;672;-121.0;469.0;-79;-119.0;42;-40
-262.0;-63.0;44;17;634;58.0;551.0;44;-374.0;-2;-10
-296.0;-300.0;-23;141;694;-363.0;568.0;-23;-534.0;29;-8
-315.0;-425.0;-18;141;693;-360.0;554.0;-18;-517.0;34;-8
-228.0;204.0;-31;19;666;251.0;505.0;-31;-550.0;43;-45
-264.0;33.0;-56;19;664;159.0;495.0;-56;-495.0;37;-45
-301.0;-399.0;41;12;678;-140.0;485.0;41;-535.0;59;-45
-196.0;18.0;-59;26;656;143.0;488.0;-59;-531.0;62;-44
-9.0;120.0;-40;23;622;258.0;623.0;-40;-421.0;-82;-43
-217.0;-120.0;-13;14;648;62.0;381.0;-13;-6.0;-14;-40
-218.0;-273.0;-5;17;647;-158.0;380.0;-5;-282.0;-12;-40
26.0;145.0;-2;66;659;-114.0;146.0;-2;86.0;24;-43
-251.0;-412.0;6;16;648;-401.0;396.0;6;-336.0;-11;-40
-310.0;-344.0;18;26;679;19.0;582.0;18;-580.0;63;-43
-419.0;-126.0;-1;24;655;1.0;496.0;-1;-627.0;30;-40
-328.0;-119.0;-56;21;667;-379.0;480.0;-56;-627.0;39;-40
-154.0;-115.0;-82;17;656;-77.0;367.0;-82;-428.0;-4;-41
-151.0;-64.0;-16;16;651;-28.0;365.0;-16;-374.0;-2;-41
-155.0;-39.0;5;20;658;-51.0;366.0;5;-369.0;1;-41
-154.0;-68.0;9;19;653;-22.0;363.0;9;-363.0;-9;-41
-154.0;-39.0;-39;17;652;-34.0;362.0;-39;-364.0;-3;-41
-155.0;-37.0;-24;17;654;-10.0;363.0;-24;-373.0;-15;-41
-161.0;-30.0;-14;25;646;-23.0;366.0;-14;-396.0;-5;-41
-166.0;-52.0;10;16;653;13.0;368.0;10;-408.0;-8;-41
-167.0;-89.0;-26;17;654;2.0;367.0;-26;-410.0;-7;-41
-138.0;-30.0;-26;15;656;34.0;376.0;-26;-469.0;-4;-41
-185.0;52.0;-113;-71;722;41.0;459.0;-113;-712.0;-289;-42
-255.0;-27.0;-39;17;649;11.0;424.0;-39;-385.0;2;-42
-261.0;-126.0;-35;23;659;-74.0;424.0;-35;-360.0;11;-42
-242.0;-41.0;-31;20;652;-43.0;426.0;-31;-370.0;11;-42
-250.0;-111.0;-3;18;657;-60.0;429.0;-3;-351.0;8;-42
-246.0;-133.0;-14;18;659;-30.0;430.0;-14;-364.0;7;-42
-295.0;-415.0;-25;29;626;-294.0;516.0;-25;-777.0;37;-43
-267.0;-340.0;-48;-2;654;-298.0;521.0;-48;-781.0;38;-43
-284.0;132.0;6;18;657;257.0;425.0;6;-354.0;12;-42
-275.0;-98.0;-39;20;654;11.0;428.0;-39;-322.0;15;-42
-280.0;61.0;-25;17;661;143.0;428.0;-25;-279.0;7;-42
-443.0;-415.0;-41;18;692;178.0;607.0;-41;-480.0;63;-36
-294.0;-76.0;-14;15;661;-91.0;432.0;-14;-228.0;8;-42
-281.0;-163.0;-12;19;658;-226.0;442.0;-12;-261.0;10;-42
-217.0;135.0;-37;11;677;115.0;583.0;-37;-573.0;63;-35
-276.0;-125.0;5;19;655;-78.0;446.0;5;-252.0;11;-42
-257.0;-47.0;-26;20;660;8.0;447.0;-26;-257.0;17;-42
-72.0;40.0;-16;20;656;129.0;584.0;-16;-792.0;61;-40
-276.0;-181.0;8;17;655;-123.0;447.0;8;-263.0;12;-42
-262.0;-161.0;5;19;657;-74.0;449.0;5;-403.0;11;-42
-268.0;-108.0;0;13;660;-47.0;446.0;0;-409.0;14;-42
-276.0;-92.0;-8;12;665;-50.0;447.0;-8;-401.0;15;-42
-264.0;-56.0;-14;17;657;-65.0;451.0;-14;-467.0;14;-42
-286.0;-203.0;-27;19;656;-114.0;464.0;-27;-526.0;16;-42
-307.0;-6.0;-8;18;660;-8.0;486.0;-8;-492.0;13;-42
-303.0;58.0;7;20;658;114.0;484.0;7;-481.0;14;-42
-357.0;-287.0;15;21;660;-377.0;481.0;15;-436.0;15;-42
-118.0;-148.0;-167;15;713;48.0;389.0;-167;-507.0;30;-48
-208.0;-267.0;123;155;538;-55.0;318.0;123;163.0;158;-63
-70.0;-193.0;-143;34;1024;-30.0;352.0;-143;-96.0;-231;-42
-162.0;113.0;-22;19;669;-90.0;397.0;-22;-497.0;25;-46
-204.0;-98.0;-4;16;662;-121.0;436.0;-4;-564.0;31;-45
-216.0;-143.0;-19;20;657;-100.0;438.0;-19;-563.0;32;-45
-200.0;-33.0;-10;15;663;-69.0;443.0;-10;-566.0;28;-45
-124.0;183.0;15;12;660;305.0;449.0;15;-585.0;31;-45
-321.0;-482.0;69;27;674;-12.0;409.0;69;3.0;43;-42
-188.0;-309.0;20;17;653;-8.0;366.0;20;-373.0;7;-45
-475.0;172.0;-11;20;681;375.0;354.0;-11;-152.0;-11;-42
-174.0;-90.0;11;20;656;-55.0;364.0;11;-374.0;11;-45
-448.0;88.0;-58;16;683;63.0;343.0;-58;-128.0;0;-42
-183.0;0.0;10;18;656;54.0;364.0;10;-377.0;3;-45
-223.0;143.0;14;12;670;415.0;447.0;14;-107.0;16;-42
-211.0;120.0;1;23;660;317.0;451.0;1;-121.0;14;-42
-214.0;64.0;-27;11;676;110.0;459.0;-27;-138.0;16;-42
-169.0;142.0;-32;16;672;85.0;473.0;-32;-204.0;22;-42
-198.0;-106.0;-6;18;675;-60.0;496.0;-6;-258.0;44;-42
-200.0;-74.0;-47;-13;712;-52.0;497.0;-47;-261.0;-10;-42
-287.0;-223.0;-45;14;670;-97.0;423.0;-45;-103.0;20;-43
-390.0;-283.0;42;17;658;-276.0;390.0;42;-15.0;13;-43
-464.0;-168.0;47;-10;701;-124.0;369.0;47;-1.0;-13;-43
-454.0;39.0;-26;16;668;-49.0;363.0;-26;-3.0;7;-43
-249.0;-182.0;-13;25;661;-253.0;515.0;-13;-537.0;22;-43
-245.0;-112.0;13;23;658;-68.0;512.0;13;-536.0;23;-43
-266.0;-42.0;-14;19;663;1.0;516.0;-14;-534.0;23;-43
-210.0;-383.0;56;23;654;-367.0;506.0;56;-226.0;10;-43
-236.0;-374.0;65;23;657;-225.0;484.0;65;31.0;27;-43
-276.0;-315.0;54;22;658;-207.0;468.0;54;82.0;28;-43
-520.0;-361.0;19;17;662;22.0;195.0;19;33.0;9;-43
-167.0;-89.0;28;19;658;-47.0;363.0;28;-372.0;9;-45
-151.0;56.0;-12;22;652;-25.0;360.0;-12;-337.0;6;-45
-177.0;-42.0;11;22;650;-6.0;357.0;11;-321.0;5;-45
-448.0;-131.0;0;18;658;-162.0;154.0;0;48.0;8;-43
-292.0;52.0;5;15;665;-112.0;245.0;5;6.0;5;-43
-310.0;78.0;-15;20;663;33.0;269.0;-15;-24.0;15;-43
-302.0;-67.0;-16;20;663;-56.0;273.0;-16;-33.0;15;-43
-328.0;-114.0;-16;20;663;-94.0;275.0;-16;-36.0;15;-43
-329.0;-112.0;-16;20;664;-109.0;274.0;-16;-41.0;15;-43
-308.0;-417.0;-22;21;657;-447.0;291.0;-22;13.0;0;-42
-157.0;-240.0;22;16;658;54.0;359.0;22;-325.0;9;-45
-186.0;-253.0;30;19;658;-280.0;347.0;30;-329.0;13;-45
-200.0;123.0;3;22;654;-425.0;352.0;3;-333.0;7;-45
-193.0;-212.0;-14;16;659;-378.0;353.0;-14;-330.0;7;-45
-246.0;-493.0;16;24;656;-490.0;413.0;16;-171.0;24;-45
-341.0;-243.0;4;16;663;-563.0;429.0;4;-169.0;30;-45
-175.0;220.0;-4;17;656;165.0;440.0;-4;-182.0;22;-45
-376.0;-266.0;-100;4;653;-172.0;496.0;-100;-710.0;-8;-44
-173.0;44.0;20;64;681;163.0;596.0;20;-344.0;31;-59
-157.0;-16.0;2;20;652;18.0;480.0;2;-565.0;-7;-45
-153.0;62.0;-20;21;649;49.0;480.0;-20;-553.0;-2;-45
-150.0;-42.0;30;18;652;-37.0;482.0;30;-563.0;-12;-45
-125.0;11.0;-12;14;655;54.0;482.0;-12;-565.0;-12;-45
-277.0;-242.0;26;18;669;-239.0;520.0;26;-578.0;-4;-39
-310.0;-156.0;-4;25;665;-178.0;515.0;-4;-580.0;1;-39
-237.0;-186.0;15;16;672;-165.0;500.0;15;-396.0;-7;-39
-312.0;-339.0;73;30;650;-261.0;421.0;73;-410.0;-1;-55
-304.0;-450.0;-28;8;659;-285.0;419.0;-28;-407.0;-8;-55
-522.0;0.0;-22;25;681;-312.0;570.0;-22;-286.0;38;-35
-150.0;32.0;-120;13;663;73.0;447.0;-120;-16.0;65;-43
-282.0;-452.0;20;16;659;-294.0;414.0;20;-472.0;10;-55
-249.0;-554.0;-3;24;659;-394.0;418.0;-3;-570.0;11;-55
-222.0;-177.0;26;18;664;-162.0;428.0;26;-627.0;8;-55
84.0;-129.0;355;-73;830;-68.0;482.0;355;-306.0;-148;-45
-126.0;511.0;-40;11;746;-46.0;583.0;-40;-184.0;20;-50
-225.0;-613.0;-26;21;644;-304.0;507.0;-26;266.0;9;-42
-442.0;6.0;29;21;659;-116.0;-343.0;29;67.0;-25;-39
-144.0;-752.0;-12;15;648;-186.0;507.0;-12;254.0;11;-42
-83.0;-479.0;15;16;648;-246.0;511.0;15;250.0;9;-42
0.0;227.0;-44;18;741;749.0;606.0;-44;-210.0;28;-50
-74.0;-226.0;-769;-13;750;-184.0;466.0;-769;-24.0;437;-37
-79.0;-99.0;24;144;68;-16.0;502.0;24;-878.0;-45;-11
70.0;567.0;-575;864;262;799.0;916.0;-575;-187.0;517;-74
-58.0;-25.0;115;47;140;-322.0;517.0;115;-892.0;86;-11
-55.0;630.0;11;13;744;305.0;607.0;11;-176.0;14;-50
-125.0;-1095.0;159;128;551;628.0;344.0;159;-2.0;-91;-41
-245.0;551.0;11;14;680;3.0;219.0;11;260.0;24;-38
33.0;-281.0;36;-222;1271;-530.0;625.0;36;-752.0;-313;-31
-334.0;-141.0;-26;-206;914;-161.0;499.0;-26;-903.0;24;-42
-90.0;-68.0;22;161;309;-8.0;513.0;22;-920.0;73;-26
-105.0;-39.0;59;170;264;-45.0;516.0;59;-915.0;-15;-23
-141.0;-367.0;-92;-37;644;-362.0;529.0;-92;-879.0;69;-34
-243.0;-262.0;-83;27;669;-352.0;216.0;-83;233.0;47;-43
-126.0;53.0;-101;93;171;156.0;528.0;-101;-886.0;-29;-17
-66.0;171.0;-62;47;174;305.0;525.0;-62;-883.0;74;-13
-25.0;5.0;13;59;185;12.0;538.0;13;-881.0;68;-14
-334.0;-564.0;26;-22;792;-690.0;547.0;26;-903.0;-21;-26
-356.0;-14.0;354;10;503;-510.0;558.0;354;-514.0;-470;-59
-9.0;-93.0;-196;57;213;-136.0;554.0;-196;-891.0;69;-13
-146.0;-67.0;-199;-40;722;-188.0;536.0;-199;-894.0;-13;-36
-101.0;484.0;418;-53;497;373.0;498.0;418;-766.0;-422;-43
-77.0;-211.0;-98;9;185;-84.0;574.0;-98;-877.0;-44;-14
-57.0;-199.0;-99;85;128;-60.0;574.0;-99;-874.0;9;-14
-122.0;2.0;15;-238;1074;-162.0;583.0;15;-861.0;246;-41
-126.0;-392.0;-33;19;654;-391.0;504.0;-33;-874.0;8;-41
-130.0;96.0;-1;19;653;201.0;517.0;-1;-866.0;10;-41
-530.0;-540.0;-46;16;662;-327.0;97.0;-46;5.0;11;-43
-602.0;118.0;-36;16;670;268.0;62.0;-36;-95.0;15;-43
-618.0;-26.0;-31;23;660;201.0;67.0;-31;-74.0;-1;-43
-404.0;439.0;-37;25;658;387.0;370.0;-37;-94.0;15;-42
-354.0;506.0;-62;17;682;407.0;344.0;-62;-135.0;0;-42
-99.0;257.0;-21;13;661;313.0;518.0;-21;-851.0;9;-41
-142.0;45.0;-59;20;645;684.0;454.0;-59;-496.0;29;-44
-115.0;219.0;0;16;655;172.0;534.0;0;-853.0;13;-41
-136.0;264.0;-4;28;651;273.0;539.0;-4;-856.0;16;-41
-126.0;434.0;-26;18;655;236.0;542.0;-26;-858.0;12;-41
-159.0;247.0;-14;14;658;292.0;544.0;-14;-860.0;12;-41
-50.0;643.0;-110;-27;675;-260.0;260.0;-110;-63.0;40;-28
-178.0;171.0;-86;187;606;-86.0;176.0;-86;254.0;88;-53
-155.0;364.0;14;19;655;351.0;544.0;14;-858.0;13;-41
-351.0;-840.0;-51;19;661;-576.0;460.0;-51;-237.0;26;-42
-130.0;-412.0;29;13;659;-396.0;517.0;29;-881.0;15;-41
-124.0;-30.0;-34;12;750;-26.0;618.0;-34;325.0;24;-50
-182.0;-165.0;12;35;661;-274.0;120.0;12;352.0;12;-45
-141.0;-287.0;-43;18;668;-478.0;14.0;-43;117.0;-16;-44
-127.0;483.0;13;13;750;62.0;617.0;13;146.0;25;-50
-157.0;2337.0;-1155;388;475;2252.0;460.0;-1155;-219.0;-264;-69
-195.0;18.0;399;69;579;-122.0;700.0;399;-569.0;108;-51
-141.0;453.0;-2;18;747;-64.0;599.0;-2;73.0;28;-50
-175.0;-348.0;106;16;655;-575.0;647.0;106;-766.0;50;-40
45.0;-832.0;-8;12;749;-61.0;578.0;-8;-264.0;21;-50
39.0;-879.0;19;12;750;-26.0;577.0;19;-254.0;21;-50
-28.0;-350.0;-44;65;679;-1018.0;405.0;-44;-457.0;62;-28
-403.0;107.0;-5;12;692;709.0;609.0;-5;-481.0;66;-36
-227.0;590.0;-38;40;668;233.0;598.0;-38;-446.0;55;-35
-53.0;-589.0;285;62;442;-679.0;478.0;285;-802.0;134;-43
-65.0;56.0;-105;266;498;-55.0;201.0;-105;229.0;56;-39
-117.0;-56.0;-301;37;743;434.0;328.0;-301;54.0;63;-52
-42.0;-881.0;24;12;755;-36.0;547.0;24;26.0;28;-50
-141.0;-332.0;511;123;797;-168.0;412.0;511;-204.0;-396;-51
-337.0;375.0;-20;4;836;-263.0;460.0;-20;418.0;46;-57
-143.0;251.0;50;24;658;-439.0;146.0;50;98.0;22;-41
-194.0;366.0;-2;19;651;398.0;450.0;-2;-528.0;16;-42
-362.0;362.0;-6;13;664;389.0;495.0;-6;-532.0;30;-43
-80.0;237.0;288;263;563;74.0;406.0;288;-196.0;232;-49
-194.0;380.0;36;12;667;53.0;28.0;36;394.0;15;-42
-213.0;-1366.0;-14;9;685;-237.0;468.0;-14;-173.0;53;-46
-109.0;484.0;33;15;657;386.0;375.0;33;-477.0;-12;-41
-124.0;418.0;-10;13;666;603.0;424.0;-10;-205.0;-28;-48
-126.0;-98.0;426;7;674;-41.0;427.0;426;-167.0;-2;-47
-295.0;111.0;-8;16;669;156.0;-72.0;-8;-10.0;12;-46
-377.0;-154.0;3;18;667;18.0;-115.0;3;-116.0;11;-46
-107.0;602.0;41;8;767;30.0;491.0;41;-284.0;9;-52
-462.0;92.0;3;23;669;-7.0;-404.0;3;-64.0;65;-45
-385.0;-86.0;4;18;678;-12.0;-411.0;4;10.0;41;-45
-407.0;-168.0;-2;20;675;-77.0;-414.0;-2;11.0;40;-45
-149.0;598.0;23;13;761;-47.0;499.0;23;-236.0;-2;-52
-35.0;-190.0;-543;1521;1250;-183.0;433.0;-543;-393.0;-862;-19
-88.0;-226.0;435;175;510;-233.0;380.0;435;-521.0;115;-47
-30.0;-189.0;28;-42;683;1252.0;599.0;28;-155.0;37;-41
-98.0;27.0;-132;17;661;-49.0;738.0;-132;-909.0;14;-40
-395.0;-91.0;-56;21;667;-758.0;497.0;-56;-647.0;40;-40
-458.0;-614.0;-54;21;666;-403.0;502.0;-54;-655.0;40;-40
-198.0;562.0;-2;10;751;-30.0;505.0;-2;86.0;5;-52
-82.0;183.0;-36;17;587;302.0;494.0;-36;-153.0;431;-37
-159.0;-931.0;-6;11;751;-274.0;508.0;-6;187.0;7;-52
-85.0;-604.0;-342;-211;399;179.0;460.0;-342;-482.0;-205;-41
-176.0;-155.0;-666;-1229;2381;14.0;1200.0;-666;-501.0;-10;-76
-338.0;-852.0;-27;15;674;-431.0;606.0;-27;-546.0;43;-43
-224.0;487.0;-29;15;680;241.0;588.0;-29;-822.0;36;-43
-151.0;-227.0;-7;9;755;-27.0;503.0;-7;379.0;1;-52
-190.0;626.0;-139;36;663;-73.0;550.0;-139;-598.0;39;-37
-227.0;598.0;-22;19;754;230.0;508.0;-22;-107.0;17;-52
-330.0;-1222.0;-842;-104;877;712.0;420.0;-842;207.0;17;-53
-179.0;152.0;-13;14;767;584.0;487.0;-13;132.0;4;-52
-347.0;-1296.0;663;-161;854;-561.0;1074.0;663;-1044.0;50;-45
-123.0;626.0;-36;9;764;497.0;547.0;-36;-37.0;-15;-52
-299.0;516.0;-120;2;585;229.0;353.0;-120;-67.0;87;-36
-291.0;257.0;16;11;586;362.0;347.0;16;-59.0;111;-35
-136.0;382.0;-33;12;770;447.0;548.0;-33;-135.0;-24;-52
-227.0;-367.0;388;-3;868;-398.0;667.0;388;-416.0;-511;-66
-15.0;502.0;50;20;653;472.0;531.0;50;-592.0;11;-47
-19.0;-20.0;704;-337;802;-557.0;495.0;704;-161.0;73;-17
-9.0;403.0;1070;-89;691;56.0;447.0;1070;-303.0;4;-45
-265.0;535.0;38;12;685;438.0;651.0;38;-616.0;34;-48
-100.0;-790.0;-12;17;655;-756.0;436.0;-12;-259.0;21;-40
-92.0;347.0;-3;19;664;583.0;599.0;-3;-480.0;20;-44
-424.0;14.0;6;25;670;86.0;-359.0;6;30.0;5;-39
-419.0;12.0;-23;17;675;40.0;-356.0;-23;-12.0;9;-39
-410.0;7.0;-3;20;670;21.0;-355.0;-3;-21.0;9;-39
-426.0;-51.0;5;25;662;-13.0;-356.0;5;-21.0;-6;-39
-429.0;-25.0;32;20;658;-119.0;-350.0;32;75.0;-7;-39
-12.0;155.0;-59;317;277;-43.0;653.0;-59;-748.0;88;-54
-447.0;-272.0;-47;9;676;-148.0;-319.0;-47;61.0;-13;-39
-442.0;-315.0;-46;9;676;-173.0;-318.0;-46;66.0;-14;-39
-495.0;-49.0;-31;17;667;1.0;-328.0;-31;63.0;-25;-39
-522.0;33.0;-31;24;662;-237.0;-216.0;-31;105.0;-9;-39
-469.0;385.0;-54;0;700;-141.0;-72.0;-54;110.0;-16;-39
263.0;-218.0;-44;19;705;-114.0;-288.0;-44;-54.0;113;-47
287.0;-173.0;0;8;698;-41.0;-285.0;0;-54.0;112;-46
157.0;-105.0;-51;8;673;-8.0;-237.0;-51;-112.0;50;-44
-540.0;-694.0;-7;18;666;-873.0;427.0;-7;-219.0;28;-17
152.0;185.0;7;12;678;11.0;-235.0;7;-118.0;44;-44
-389.0;-903.0;32;18;660;-407.0;472.0;32;-457.0;35;-17
-451.0;527.0;-25;120;661;199.0;528.0;-25;-478.0;40;-17
182.0;-152.0;-14;24;662;260.0;-176.0;-14;-82.0;54;-44
-364.0;510.0;273;200;1054;-919.0;457.0;273;-394.0;665;-66
-164.0;13.0;-154;27;620;184.0;947.0;-154;-1070.0;176;-44
4.0;6.0;-100;24;623;119.0;944.0;-100;-1080.0;119;-45
-187.0;68.0;-43;19;666;704.0;39.0;-43;-189.0;43;-44
-352.0;411.0;-102;-40;750;297.0;330.0;-102;47.0;-25;-44
-204.0;156.0;76;-48;611;770.0;519.0;76;9.0;74;-39
-221.0;435.0;-38;15;671;489.0;335.0;-38;-139.0;25;-44
-80.0;335.0;-42;13;746;445.0;617.0;-42;-194.0;18;-50
-329.0;-746.0;-117;22;667;-465.0;173.0;-117;208.0;48;-36
-243.0;481.0;-15;18;684;643.0;576.0;-15;-511.0;32;-8
-154.0;-351.0;-34;-36;662;-469.0;246.0;-34;131.0;9;-36
-100.0;-184.0;396;131;745;-481.0;518.0;396;-840.0;-92;-46
-337.0;-152.0;-33;25;671;-171.0;564.0;-33;311.0;64;-43
-104.0;-101.0;-87;25;745;-177.0;508.0;-87;-919.0;-253;-47
-214.0;274.0;-7;20;670;-389.0;574.0;-7;368.0;84;-43
-200.0;139.0;-48;13;646;-1723.0;492.0;-48;71.0;19;-40
-69.0;-45.0;-277;28;609;449.0;309.0;-277;67.0;17;-37
31.0;346.0;-124;-737;1409;460.0;465.0;-124;32.0;-187;-38
-222.0;-808.0;61;25;650;-647.0;526.0;61;-354.0;44;-41
-62.0;-561.0;1;23;678;-627.0;518.0;1;-356.0;58;-42
-196.0;-312.0;-270;102;509;-368.0;616.0;-270;221.0;65;-49
-422.0;96.0;6;24;656;460.0;237.0;6;-81.0;27;-44
