InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-783;317;-290;-1181.0;2592.0;877;3426;207;?;317
-679;64;-472;?;2079.0;731;?;?;-4400;64
-536;4;?;-994.0;?;388;5268;479;?;4
-344;501;-413;-933.0;1189.0;171;5998;809;-5998;501
-250;677;-564;-708.0;826.0;-420;?;1042;-6098;677
?;748;-846;-578.0;706.0;-1204;6613;?;-6613;748
1418;1813;-206;-593.0;619.0;-1133;6784;?;?;?
2225;1909;730;?;620.0;?;6417;2685;-6417;?
3093;?;918;-597.0;717.0;2970;3737;2893;-3737;4482
2437;?;666;-602.0;826.0;?;-481;2355;481;?
852;-5335;573;-563.0;898.0;-1550;-2507;1138;2507;?
?;-5253;1515;?;820.0;1444;?;?;3099;-5253
334;159;3109;-305.0;723.0;86;-3420;666;?;159
-268;-870;3137;-226.0;?;-2482;?;763;2812;-870
59;-1487;858;-213.0;677.0;-175;-1086;653;1086;-1487
-124;439;-562;-124.0;515.0;77;?;343;-91;439
-107;165;-123;77.0;490.0;84;-55;370;55;165
-73;?;-108;185.0;478.0;?;-129;?;129;139
-105;?;-233;282.0;15.0;?;-12;?;?;272
?;-36;-125;471.0;-467.0;142;-36;394;?;-36
-100;94;?;647.0;-1042.0;57;-73;386;73;94
?;1;-158;?;-1715.0;95;-108;403;108;1
-87;?;-165;1186.0;?;109;-135;388;135;5
-106;-39;-144;1514.0;-2762.0;?;-221;?;221;-39
-77;?;-140;1826.0;-2969.0;?;?;416;289;-67
-95;-238;-147;1828.0;-3028.0;168;-533;310;533;-238
-238;14;?;1698.0;?;?;-1096;366;?;14
-194;-37;-8;1439.0;-2471.0;148;?;?;1826;-37
-258;?;?;?;-1974.0;279;-2954;?;2954;42
-306;-157;-360;813.0;?;?;-5537;452;5537;-157
-407;-2184;-346;420.0;-671.0;66;-8846;548;8846;-2184
-1613;-945;-711;-55.0;189.0;-1159;-9252;2082;9252;-945
-1062;1293;-856;-382.0;?;-579;?;1841;5888;1293
?;?;-1123;-533.0;?;636;-3527;1132;3527;279
-3841;393;-1396;-746.0;2372.0;89;-1490;2226;?;?
-1540;874;-288;-877.0;?;?;2165;600;-2165;874
?;?;81;-571.0;?;1193;3125;-222;-3125;528
-1074;799;-175;-639.0;2223.0;?;4146;716;-4146;?
-421;954;21;?;1850.0;95;5757;?;-5757;954
-436;?;-205;-1104.0;1580.0;-244;5809;?;-5809;1607
-92;1905;-538;-936.0;?;-687;?;?;-6310;1905
464;1204;-624;?;1229.0;-1433;?;1791;-6489;1204
2189;1952;-107;-906.0;?;-1312;7058;2980;-7058;1952
2357;2572;45;-826.0;?;832;5107;2310;?;?
4354;5656;1793;?;987.0;3296;?;3835;-2574;5656
2898;4201;765;-620.0;953.0;3241;1971;2561;?;?
-2991;-3395;-231;-571.0;885.0;-94;-941;?;941;-3395
498;-2017;4113;-407.0;?;-2431;-3269;?;?;-2017
1719;-288;-35;-250.0;?;-376;-3329;2178;3329;-288
-1099;-1772;-2927;-203.0;674.0;-2;-2120;162;2120;-1772
196;-74;1019;-128.0;405.0;-1102;-436;893;436;-74
-92;50;-123;100.0;?;15;?;386;93;50
?;38;-238;267.0;362.0;99;-125;341;?;?
?;244;?;281.0;219.0;-47;-74;489;74;?
-207;62;-356;330.0;-87.0;194;-137;279;?;62
-20;107;25;320.0;-440.0;13;-143;450;143;107
-119;28;-178;175.0;-865.0;96;-171;372;171;?
-107;2;?;179.0;-1421.0;83;-184;393;184;2
?;-71;-135;370.0;-2073.0;89;-194;404;194;-71
-80;-29;-153;?;-2544.0;?;-262;409;?;-29
-135;?;-57;990.0;-2929.0;127;-250;346;250;-26
?;-203;-35;1181.0;?;69;-739;370;?;?
?;1;18;?;?;90;-1328;281;1328;1
-251;201;43;1069.0;?;109;-2189;293;2189;201
-278;-21;?;950.0;-2568.0;289;-4278;260;4278;-21
-660;?;-286;732.0;-2118.0;302;-7057;379;7057;-1047
-96;-2783;-795;475.0;-1499.0;-1100;-9711;1970;?;-2783
?;-529;88;309.0;?;-1012;?;?;8040;-529
-3811;1531;?;284.0;?;6;-2494;1416;2494;?
-3222;-381;372;184.0;600.0;?;898;1662;-898;-381
-1028;?;159;?;1252.0;1052;2132;167;-2132;?
-813;?;30;-251.0;1596.0;?;?;?;-3554;?
?;?;-126;-185.0;1646.0;457;4711;?;-4711;?
-529;629;-33;?;2014.0;259;?;419;?;629
-417;1208;-61;-979.0;?;?;5678;811;-5678;1208
-301;1389;-251;-1193.0;1974.0;-519;5847;1081;?;1389
104;?;-724;-1260.0;2025.0;?;6525;1612;?;?
1465;2234;?;-1456.0;2025.0;-895;6486;2426;-6486;?
?;?;-276;-1595.0;1969.0;-1416;6297;?;-6297;1892
3162;?;?;?;1930.0;2899;?;?;-3947;?
2497;2753;163;-1493.0;1876.0;?;?;2339;88;?
580;-2479;?;-1295.0;1647.0;-4390;-2142;?;2142;-2479
190;-2194;390;-1010.0;1271.0;-1919;-3469;336;3469;-2194
?;924;-1509;-644.0;?;1073;?;?;3704;924
230;-251;-708;?;660.0;-1207;?;1040;?;?
?;-826;1229;-91.0;395.0;-386;-1083;960;1083;-826
-115;343;-415;?;126.0;-25;-91;463;91;?
-82;?;?;571.0;?;-18;?;404;?;278
19;95;143;841.0;-140.0;93;-146;425;146;95
-127;212;?;1022.0;-696.0;47;-58;372;58;212
?;83;?;1167.0;?;?;-111;402;?;83
-78;95;-119;1168.0;-1389.0;69;-101;396;101;?
-54;62;-48;1173.0;-1849.0;69;?;409;116;62
?;30;-71;1349.0;?;63;-98;413;98;30
-63;?;-80;?;-2675.0;101;-115;389;115;-78
?;-112;?;1880.0;-2902.0;?;-205;?;?;-112
?;-91;-34;1864.0;-2932.0;146;-173;345;173;-91
?;?;-12;1629.0;-2714.0;?;-447;425;447;-79
-157;?;54;1278.0;?;?;-1636;320;?;-3
-263;?;89;875.0;?;202;-2495;195;2495;?
-306;?;?;?;-1121.0;123;-3305;451;3305;?
-225;-867;?;86.0;-524.0;?;-6769;333;6769;-867
?;-1941;-108;?;145.0;-821;?;1588;9769;-1941
-1235;1014;205;-633.0;856.0;-862;?;1813;?;1014
-2093;2777;?;-767.0;1419.0;893;-2517;?;?;?
-3405;-200;710;-911.0;2010.0;904;392;?;-392;-200
?;?;?;-1171.0;2657.0;986;2295;406;-2295;-725
-319;356;129;-1112.0;2835.0;1063;3700;-158;-3700;356
-920;-145;-132;-624.0;?;589;4412;583;-4412;?
?;-387;-226;?;2449.0;400;5466;453;-5466;?
-471;-95;-264;?;1898.0;-43;6043;841;-6043;-95
-320;543;-359;-662.0;1436.0;-353;6219;?;?;543
-60;510;-737;?;?;-1117;6885;1421;-6885;?
1328;838;-1053;-465.0;1267.0;-1429;6628;2767;-6628;838
2055;1800;-224;?;?;-1067;7254;2468;-7254;?
3233;1863;?;?;1126.0;2558;?;3094;-4075;1863
2054;259;-705;-559.0;1127.0;4048;-1260;?;1260;259
-2390;-3655;1053;-479.0;?;-666;-507;?;507;-3655
286;-4987;1439;-318.0;?;-16;-2148;?;2148;-4987
2048;-370;794;-100.0;?;757;-4341;2057;4341;-370
373;1294;537;51.0;571.0;-1845;-2533;1122;2533;1294
1256;-655;-232;96.0;304.0;-672;?;1949;1161;-655
82;281;?;155.0;?;184;242;515;-242;281
?;551;-90;?;-163.0;16;158;225;-158;551
157;156;-126;496.0;-226.0;117;-206;610;206;156
-223;338;-113;?;-498.0;46;-6;222;6;338
36;?;-106;?;?;104;-144;479;?;16
-66;73;?;396.0;-794.0;59;?;382;202;73
-57;16;?;225.0;-1123.0;93;?;389;250;16
?;-41;-85;249.0;-1565.0;100;-142;413;142;-41
?;-54;?;?;-2072.0;65;?;406;299;?
-86;-72;43;579.0;-2462.0;94;-32;338;32;-72
-63;-84;-49;674.0;?;?;-513;421;513;-84
-142;-18;-12;?;-2509.0;94;?;335;951;-18
-160;80;?;518.0;-2358.0;100;-1235;314;1235;80
?;83;-157;402.0;-2005.0;72;-3534;588;3534;83
-412;47;110;258.0;?;536;-5087;41;5087;47
-677;-687;-69;73.0;-955.0;-206;-8075;724;8075;-687
?;-799;-282;-77.0;?;-1590;-9685;2365;?;-799
?;1247;?;-111.0;395.0;-1139;-7482;?;7482;1247
-925;2110;-667;24.0;?;201;-4695;1111;4695;2110
-805;622;-165;-10.0;1345.0;1161;?;119;-1102;622
?;375;255;-23.0;1895.0;1177;3505;-119;?;375
?;827;?;395.0;1893.0;908;3160;196;-3160;827
-755;?;36;346.0;1682.0;589;4802;319;-4802;?
?;497;33;-254.0;1522.0;?;?;558;?;497
-325;1169;?;-695.0;?;-108;5781;768;-5781;1169
-182;1770;-11;?;1437.0;-652;6086;1030;-6086;1770
388;1753;-370;-779.0;1405.0;-918;5880;1651;-5880;1753
1373;?;?;-933.0;1276.0;-2017;6546;2503;-6546;1731
2353;1599;-656;-901.0;1257.0;-604;6279;2995;-6279;1599
3263;122;?;?;1256.0;3507;?;2970;-3238;122
1212;-2446;?;-890.0;1078.0;3245;-1128;?;?;-2446
-2326;?;-2266;-727.0;882.0;253;-3856;-1222;3856;-3498
?;-1207;?;-516.0;764.0;-1662;?;265;3964;-1207
2318;-370;3308;-368.0;799.0;-1716;-2563;1772;2563;-370
437;-1242;1007;?;?;-695;-1282;692;1282;-1242
134;?;306;?;663.0;-302;-549;557;549;-242
56;?;95;-388.0;583.0;-16;-106;459;106;?
?;116;-185;-226.0;606.0;80;?;345;24;116
35;?;27;-46.0;-33.0;15;-107;460;107;220
-137;53;?;371.0;-837.0;86;-52;335;?;53
-25;?;-58;?;-1434.0;?;?;416;47;37
-57;-15;-61;1074.0;-2066.0;89;?;381;103;-15
-64;-15;-97;1267.0;-2632.0;103;-139;?;?;-15
-45;14;-84;?;-3059.0;74;-237;411;237;14
-42;26;?;?;-3265.0;58;?;446;96;26
?;-33;-75;1821.0;-3247.0;58;-354;405;354;-33
-102;-170;8;1653.0;-3036.0;75;-520;349;520;-170
-118;-161;?;1418.0;?;104;-1091;321;1091;-161
-279;116;123;1022.0;-2102.0;?;-2478;?;2478;116
?;13;-92;?;-1425.0;228;?;?;?;13
?;-997;-303;267.0;-753.0;226;-7640;497;7640;?
-491;?;-140;-111.0;34.0;-189;-8842;1018;8842;-1293
-1273;?;-10;-530.0;990.0;-1465;-8259;?;?;-562
?;-359;-64;?;?;-1649;-7823;2580;7823;?
-1322;-222;-40;-951.0;2401.0;432;?;829;263;-222
-600;?;86;?;3016.0;1429;2866;-188;-2866;?
-735;-157;-69;-1036.0;3186.0;924;1921;?;-1921;-157
-864;-314;-223;-574.0;2650.0;818;?;413;-4373;-314
-619;-462;-210;-511.0;2132.0;467;5002;?;-5002;-462
-575;-62;-242;-647.0;?;126;?;?;?;-62
?;828;?;-557.0;?;29;6287;927;-6287;828
-363;365;-559;-415.0;1037.0;-883;6003;1071;-6003;365
640;1584;-450;-516.0;964.0;-1111;6775;2101;-6775;1584
1741;?;?;-676.0;825.0;-1947;?;2609;-6669;2123
?;3544;?;-746.0;731.0;1651;4911;2838;?;3544
3997;5101;518;?;802.0;4433;2088;3399;?;5101
1161;-2521;25;-644.0;811.0;-3208;-2047;1634;2047;-2521
548;-5465;?;-447.0;705.0;-2443;-3799;195;3799;-5465
555;?;?;?;?;2303;-3274;525;?;787
-274;1222;?;?;363.0;-750;-3056;726;3056;1222
1006;-1199;2396;44.0;227.0;?;?;?;?;?
298;-376;1091;117.0;?;-507;-507;614;507;-376
-255;205;?;194.0;?;-272;-133;?;?;205
106;64;242;275.0;201.0;236;-108;441;108;64
-169;203;-263;373.0;-4.0;-62;-160;397;?;?
?;-22;15;482.0;?;?;-204;?;204;-22
-69;-21;-74;560.0;?;?;?;408;177;-21
-78;17;-91;?;?;73;-271;410;271;17
?;-4;?;663.0;-2197.0;77;-259;433;259;-4
-71;-12;-98;910.0;-2689.0;108;-165;403;165;-12
-82;-38;-69;1230.0;-2999.0;47;-154;457;154;-38
?;-7;-90;1498.0;-3108.0;101;?;377;?;?
-122;-44;-23;1515.0;-3077.0;116;-316;360;316;?
-130;-130;?;?;-2820.0;13;-994;431;?;-130
?;9;61;1144.0;-2390.0;266;-2382;120;2382;9
-641;?;72;868.0;-1844.0;147;-3953;247;?;287
?;-1000;82;?;-1113.0;722;-6982;-287;6982;-1000
-1013;?;-262;273.0;-275.0;-370;?;1087;9874;?
-1223;-622;?;-102.0;617.0;-1706;-8501;2690;8501;-622
-464;1101;271;-309.0;1474.0;1085;?;-70;?;?
-1391;?;481;-513.0;2214.0;1678;874;-349;-874;513
-1494;143;232;-817.0;2947.0;835;1839;512;?;143
-572;359;90;?;?;?;2668;?;?;359
-868;120;-49;-512.0;?;564;4509;503;-4509;120
-645;?;-21;-567.0;2824.0;330;?;?;-5209;137
?;525;21;?;?;139;5979;547;-5979;525
-132;1227;-173;-886.0;1639.0;-543;6191;1260;-6191;?
-239;1421;?;-733.0;?;-990;6377;1237;-6377;1421
838;1676;-727;-783.0;?;-1405;6522;2282;-6522;1676
2467;1344;-603;-804.0;1037.0;-870;?;?;-6931;1344
3321;1107;-257;-787.0;?;1763;4950;3130;?;?
2856;1121;-996;-663.0;?;3902;?;2966;761;1121
-1347;-2140;-799;-540.0;651.0;1176;?;-1030;?;-2140
160;-2353;2055;-322.0;522.0;?;-2386;106;?;-2353
2726;-1328;?;-59.0;298.0;-1428;-4083;2523;4083;-1328
?;-2503;?;195.0;192.0;294;-1752;52;1752;-2503
?;-262;463;300.0;34.0;-1254;-661;?;661;?
441;383;308;?;-156.0;-537;-216;978;216;383
-429;-259;-166;480.0;-164.0;333;161;-36;-161;-259
210;308;?;?;-229.0;?;-271;674;271;?
-186;-56;-117;693.0;?;173;-137;254;?;-56
?;-29;-36;840.0;?;82;-198;399;?;-29
-33;16;-31;700.0;-1207.0;47;-247;?;247;16
-86;-91;-12;?;-1750.0;?;-186;336;186;-91
-38;?;4;664.0;?;47;-256;433;256;-48
-68;3;-58;907.0;-2467.0;?;-190;398;190;3
-76;-56;-48;?;-2639.0;?;-321;426;?;-56
-94;?;6;1159.0;-2724.0;99;-586;375;586;-57
-132;?;93;?;-2579.0;73;-965;328;965;?
?;34;?;850.0;-2257.0;65;-2097;?;2097;34
?;?;-60;?;-1832.0;351;-3533;160;3533;225
-358;?;?;367.0;-1330.0;-111;-6657;?;6657;-947
-370;-2434;-443;?;-710.0;?;-9116;1659;9116;?
?;-557;-68;?;19.0;-1490;-8256;2432;8256;-557
?;1953;110;?;830.0;?;?;3256;5207;1953
?;939;247;-392.0;1604.0;-258;-156;?;156;939
-890;128;313;-579.0;2317.0;?;2320;-40;-2320;128
-814;595;183;-657.0;2670.0;921;2762;?;-2762;595
-796;351;172;?;?;694;4365;363;-4365;351
-548;462;?;-321.0;?;518;5100;352;-5100;462
-550;891;158;-550.0;1546.0;67;5651;554;-5651;?
?;1524;-53;-607.0;1256.0;?;6048;1019;?;?
?;1801;-236;-639.0;1160.0;-1208;6529;1113;?;?
706;1676;-763;-747.0;1078.0;?;?;2114;-6467;1676
?;?;-966;?;956.0;-1811;7541;3027;?;799
2351;997;-964;-784.0;961.0;-1253;7276;3063;-7276;997
?;3747;-553;-720.0;1089.0;4445;1730;?;-1730;3747
?;2864;1797;?;1151.0;1609;-1383;662;1383;?
347;?;?;-701.0;1117.0;-2310;?;-157;2759;?
310;435;-596;-558.0;1053.0;221;?;792;3975;435
403;1526;-603;-246.0;?;?;-2719;1014;2719;1526
1027;-464;522;?;955.0;?;-1911;1450;1911;-464
39;7;50;?;?;?;-633;516;633;7
?;539;?;45.0;?;?;-3;?;?;?
110;-4;?;299.0;287.0;0;-281;?;?;-4
-166;279;-79;?;-186.0;59;?;301;112;279
-41;15;-62;?;-504.0;?;?;?;253;15
-56;-41;-60;668.0;-769.0;38;?;427;259;-41
-93;61;-69;?;-1131.0;87;-381;385;?;61
?;?;-45;521.0;-1584.0;76;?;432;494;-46
?;-13;-76;673.0;?;110;-299;?;299;?
?;?;-77;864.0;?;86;-207;460;207;?
-71;7;-51;967.0;-2467.0;111;-317;422;317;7
-121;27;-63;983.0;-2467.0;77;?;?;537;?
-171;81;-22;834.0;-2403.0;17;?;414;?;81
-166;?;?;626.0;-2137.0;269;?;221;2054;173
-230;172;-101;?;-1771.0;?;-3465;355;3465;172
-482;-3;183;388.0;-1269.0;367;-6227;?;6227;-3
-810;-963;-55;155.0;-576.0;-108;-9808;782;9808;-963
-862;14;-417;-139.0;168.0;?;-9321;?;?;14
?;3950;1629;-349.0;882.0;-574;-4363;1961;4363;3950
-4344;?;1058;?;1431.0;-419;-2066;2727;2066;?
-3483;458;-532;-601.0;1865.0;-8;-355;2259;?;458
-889;-286;248;-789.0;?;?;3261;?;-3261;-286
-810;-195;163;-507.0;1884.0;668;4497;?;-4497;?
-741;-299;108;-477.0;?;659;?;424;-4905;-299
-444;1;117;-816.0;?;233;5876;?;?;1
-398;1023;-26;-961.0;?;-219;6274;998;-6274;?
-162;856;-288;-838.0;1104.0;-608;6685;1160;?;856
236;?;?;-791.0;1011.0;?;6842;2086;-6842;?
1378;828;-1120;?;?;-1584;7062;2704;-7062;828
?;767;?;-572.0;786.0;?;5880;2722;-5880;767
2453;3913;?;?;?;4394;1185;2507;-1185;3913
840;-1068;-975;-484.0;752.0;2036;-2493;?;2493;?
1188;?;1569;-438.0;651.0;-2362;-3733;514;3733;-4925
503;-1318;-36;-323.0;484.0;-703;-3930;876;3930;-1318
?;-2129;-4448;?;486.0;872;?;?;?;-2129
650;-1277;-1394;-208.0;481.0;-796;-1860;1901;1860;-1277
903;321;584;-209.0;?;-492;-647;1038;647;321
-327;-107;-270;-70.0;304.0;249;202;167;?;-107
157;387;324;189.0;244.0;-124;-133;444;133;387
?;123;-85;374.0;-91.0;124;?;349;?;123
-61;-46;15;579.0;-473.0;64;-261;358;261;?
51;-7;?;?;-800.0;-41;-398;464;398;?
-82;-40;-90;?;-1287.0;92;-269;390;269;-40
-22;15;29;1243.0;-1805.0;45;-361;415;?;?
-45;?;-51;1498.0;-2199.0;93;?;415;305;-53
-76;-104;-47;1662.0;-2510.0;78;-367;425;?;-104
-73;-48;-15;1684.0;-2652.0;66;-640;427;640;-48
-133;-72;27;1498.0;-2582.0;?;-874;365;874;-72
-175;?;109;1190.0;-2277.0;20;?;388;1944;123
-214;6;161;?;-1860.0;256;-3042;?;3042;6
-314;20;-57;582.0;?;?;-5496;431;5496;20
-350;-1508;-265;?;-749.0;-178;-8127;?;8127;?
-362;-2211;-105;6.0;?;?;-8652;1129;?;-2211
-1484;1262;620;?;622.0;?;-7601;1902;7601;1262
-3325;?;?;-257.0;?;-1030;-1925;2626;1925;?
-2215;29;1295;-298.0;1681.0;377;2511;1118;?;?
?;1088;434;-528.0;2247.0;1023;2873;-129;-2873;1088
-816;?;414;-396.0;?;615;4137;384;-4137;836
?;380;?;-332.0;2345.0;546;5130;400;-5130;380
-356;282;175;-865.0;2031.0;52;5739;458;-5739;282
-264;1145;126;-1163.0;1653.0;5;5951;938;-5951;1145
-247;1433;-519;-1062.0;1464.0;-1410;6635;1322;-6635;1433
583;1632;-882;-1006.0;1377.0;?;6719;1961;-6719;1632
2503;1956;-1139;-1054.0;?;563;6661;2617;?;1956
3358;?;-1300;-1081.0;1190.0;90;6896;3394;?;2195
3215;3043;-417;-1139.0;1220.0;4139;2365;?;-2365;3043
1584;-1141;-187;-1162.0;1259.0;1775;?;1394;2526;-1141
505;-2806;-131;-1112.0;1225.0;-2974;-4287;482;4287;-2806
433;-729;-870;-973.0;1114.0;-521;-4466;1274;4466;-729
-364;-2264;-2189;-701.0;?;214;-2487;1182;2487;?
-262;-1219;-879;-435.0;923.0;-14;-1004;616;1004;-1219
96;283;97;-172.0;651.0;103;-357;484;357;283
20;-15;-117;218.0;?;-132;-27;?;27;-15
53;266;83;618.0;-81.0;119;-125;404;?;266
-20;84;13;1021.0;-823.0;?;-102;?;102;84
-17;57;-13;1400.0;-1406.0;78;-145;387;145;57
-10;44;-2;?;-1878.0;68;-152;?;152;44
-9;?;-4;1687.0;-2324.0;72;?;?;136;21
15;?;?;1744.0;-2767.0;82;-176;426;176;26
-5;-43;-52;1828.0;?;?;-75;406;75;?
?;-116;-34;1944.0;-3204.0;59;-116;419;?;-116
-70;?;-20;1840.0;-3192.0;58;-136;?;136;-89
-74;8;34;1593.0;?;92;-409;310;409;8
-71;75;195;1259.0;-2436.0;?;?;418;?;75
-109;290;?;906.0;-1833.0;234;?;165;2049;290
?;258;175;475.0;-1166.0;166;?;348;4215;?
?;-420;62;59.0;-494.0;209;-6270;429;?;-420
-142;-363;?;-347.0;330.0;184;-6187;?;6187;?
-991;?;549;?;1289.0;-1100;-7259;1813;7259;303
-1024;-225;-408;-909.0;2069.0;-561;-5614;?;5614;-225
-716;-200;-432;-1066.0;2718.0;864;?;287;320;?
-877;?;?;-1252.0;3233.0;965;1898;66;-1898;?
-762;450;201;?;3341.0;908;2390;91;-2390;450
?;6;55;-676.0;2927.0;590;4154;?;-4154;6
-635;?;130;-609.0;?;276;5015;595;-5015;39
-345;565;?;-784.0;1740.0;-61;5809;661;-5809;?
-23;1124;-143;?;1245.0;-183;6159;1009;-6159;1124
64;969;-320;-670.0;?;-942;?;?;-6259;969
1179;1425;-790;-675.0;788.0;?;?;2221;-6645;?
2605;2502;?;-738.0;576.0;-253;6515;?;-6515;2502
2841;2852;-762;-746.0;413.0;1601;5311;2713;-5311;2852
2397;1849;-1502;-604.0;363.0;4209;381;3097;-381;1849
-1440;-2205;-1118;?;?;?;-1891;-278;1891;-2205
-1773;-3510;1043;-277.0;303.0;?;-1350;-2029;1350;-3510
4017;-182;2401;-23.0;286.0;-973;-3761;?;3761;-182
4190;?;2462;?;312.0;-963;?;1962;3883;-110
1027;-1001;916;150.0;385.0;-568;-1532;502;1532;?
138;?;-154;85.0;335.0;?;?;537;?;-127
45;217;-30;?;?;?;-172;?;172;217
141;182;?;364.0;?;?;?;475;195;182
67;?;-72;450.0;-165.0;60;-208;400;?;42
66;?;?;?;?;?;?;392;256;-26
89;0;?;740.0;?;118;-282;396;282;0
81;-28;?;905.0;-1740.0;?;-313;391;313;-28
?;?;-81;1105.0;-2282.0;94;-228;?;228;-2
83;-23;-54;1379.0;-2717.0;95;-201;432;?;-23
103;-55;?;1538.0;?;?;-172;?;?;-55
66;-58;-24;1460.0;-2703.0;84;-264;402;264;?
-13;?;-7;1206.0;-2496.0;1;?;425;754;?
32;221;?;871.0;?;154;-1355;264;1355;?
-146;32;128;570.0;-1581.0;100;-2868;?;2868;32
-190;40;77;253.0;-1020.0;?;?;243;4075;40
-127;-421;?;?;-379.0;74;-5614;?;5614;?
-233;?;-262;?;439.0;-1094;?;1912;8885;-1528
-786;1022;373;-573.0;?;?;-8220;2287;8220;?
-2918;2139;1262;?;1903.0;-1334;-3331;2526;?;2139
?;370;981;-638.0;?;-213;549;1629;-549;370
?;213;?;?;2774.0;1050;2346;-22;-2346;213
?;?;?;-522.0;2566.0;?;?;222;-2853;-112
-904;-319;206;-194.0;2135.0;644;3474;375;?;-319
-502;?;?;-384.0;1756.0;374;4766;486;-4766;-285
-432;166;64;-635.0;?;-105;5995;775;-5995;166
?;590;?;-616.0;1137.0;?;6181;927;-6181;590
-49;779;-399;?;1067.0;-765;6270;?;-6270;?
679;947;?;-655.0;?;-1394;6627;2046;-6627;947
2138;1701;-1430;-633.0;709.0;-951;6786;2887;-6786;?
2495;4274;-808;-613.0;684.0;1510;5730;2556;-5730;4274
2964;1904;-1059;-547.0;629.0;4079;?;3244;?;1904
-803;?;-1629;-423.0;559.0;1823;?;570;2290;-4809
-1568;-3876;?;-279.0;438.0;-2186;-1596;-1872;?;-3876
3760;-372;2064;-91.0;?;-1651;-3323;?;3323;?
1465;-2229;-564;36.0;164.0;?;-2556;1719;2556;-2229
?;-1391;?;54.0;95.0;-18;-711;401;711;-1391
1320;673;602;40.0;49.0;?;?;863;?;673
-253;-33;-255;241.0;41.0;?;3;212;-3;?
208;227;?;343.0;224.0;64;-193;460;193;227
177;94;?;409.0;55.0;80;-243;442;243;94
?;-92;-142;421.0;-279.0;90;-258;344;?;-92
241;163;-10;?;-559.0;?;-442;473;442;163
58;53;-92;434.0;-1015.0;?;-405;384;405;53
147;97;?;508.0;?;98;-345;?;345;97
72;?;-93;699.0;-2139.0;?;-281;429;?;0
92;?;?;912.0;-2571.0;?;-195;419;195;-44
126;-12;-86;?;-2780.0;78;-186;?;186;-12
40;?;-33;1334.0;?;153;-362;374;362;-51
?;154;-30;?;-2665.0;13;?;492;?;154
-57;203;107;1115.0;-2311.0;192;-1481;245;1481;203
10;346;77;924.0;-1834.0;150;?;396;3094;346
304;596;-75;?;-1246.0;-189;-5746;976;5746;596
-319;-854;197;?;?;?;?;379;8483;-854
-623;-1572;-65;3.0;337.0;-974;-9226;1600;9226;?
?;1397;1053;-340.0;?;-1550;-6829;2505;?;1397
-1890;2479;2271;-602.0;2004.0;-136;-1631;1253;1631;2479
-1360;?;1007;?;?;413;2343;717;-2343;236
-589;33;377;-1274.0;3111.0;?;2806;44;-2806;33
-668;509;?;-949.0;2847.0;?;3845;?;?;509
-831;162;160;-761.0;2340.0;268;4731;638;?;?
-588;409;259;?;1777.0;369;4982;453;-4982;?
?;936;-44;-993.0;?;-402;6080;993;-6080;936
81;1508;?;-773.0;?;?;6476;1305;-6476;?
195;1319;-714;-752.0;856.0;-920;6532;1533;-6532;1319
916;929;?;-745.0;768.0;-1811;?;2376;-6799;?
?;1880;-1232;-703.0;?;303;6176;2673;-6176;1880
3230;?;-1283;-635.0;754.0;?;?;3490;-1705;2535
?;-917;?;-481.0;820.0;3459;-2265;895;?;-917
-3036;?;857;-274.0;795.0;-1237;-2798;-2745;2798;-3496
1798;-1390;?;75.0;577.0;-2162;-4284;468;4284;?
191;?;-2219;400.0;367.0;?;-3373;1861;3373;-1520
-1423;?;-1773;?;243.0;?;-783;301;783;?
?;?;766;616.0;146.0;?;-283;?;283;475
-10;-7;-155;659.0;131.0;0;-116;392;116;-7
11;?;-80;?;?;?;-182;?;182;35
?;210;87;519.0;-41.0;66;-226;417;?;210
-123;?;-189;498.0;-359.0;99;-277;330;277;-150
191;?;42;441.0;?;49;-394;420;394;-104
6;-26;-75;?;-878.0;97;-432;366;?;-26
80;61;-59;152.0;-1366.0;93;?;422;?;61
80;-12;-79;273.0;-1793.0;94;-422;452;422;-12
49;-73;-79;454.0;?;114;?;431;367;-73
64;-72;-15;?;-2123.0;?;?;425;540;-72
57;3;-5;?;?;90;-989;424;?;3
-26;-42;115;?;-1827.0;99;-1803;?;1803;-42
-114;?;91;?;-1490.0;158;-2473;313;2473;97
-272;-271;118;-155.0;-1114.0;320;-4838;234;4838;-271
?;?;47;-281.0;?;44;-8899;637;?;-2094
?;?;?;-401.0;7.0;-1049;?;?;9082;-2099
-1991;?;1564;?;435.0;-1215;-6041;?;?;1253
?;2038;2467;-162.0;707.0;-118;?;1205;1831;2038
-1092;180;555;-43.0;?;735;1937;478;-1937;180
-678;520;454;-10.0;1756.0;957;2545;105;?;520
?;757;654;281.0;1631.0;?;3793;286;-3793;757
-441;643;239;204.0;1438.0;378;5293;?;?;643
?;821;?;-239.0;1226.0;?;5791;487;?;821
-105;1123;135;-331.0;1012.0;-117;?;855;-6010;1123
