Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;Accelerometer LWR accY;Accelerometer LH accY;Accelerometer RWR accZ;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LWR accZ
125.0;864.0;-726.0;906.0;?;?;-1362.0;-208.0;171.0
330.0;?;-612.0;846.0;736.0;487.0;-1054.0;-608.0;365.0
493.0;758.0;42.0;?;733.0;435.0;-1085.0;-860.0;306.0
312.0;842.0;663.0;757.0;?;399.0;-1208.0;?;212.0
?;874.0;327.0;777.0;855.0;368.0;-1061.0;260.0;98.0
245.0;?;-27.0;771.0;?;336.0;-877.0;?;?
340.0;879.0;-115.0;830.0;867.0;373.0;-855.0;-66.0;?
294.0;924.0;?;848.0;938.0;409.0;-845.0;-294.0;254.0
286.0;905.0;-265.0;907.0;?;454.0;-798.0;?;?
?;1057.0;-318.0;1010.0;1382.0;?;-788.0;-422.0;360.0
356.0;?;-433.0;1120.0;1253.0;?;?;-356.0;474.0
387.0;?;-569.0;1042.0;1411.0;629.0;?;-358.0;?
485.0;1216.0;-464.0;1092.0;1369.0;639.0;-866.0;-316.0;464.0
434.0;1207.0;-299.0;1174.0;1175.0;627.0;-890.0;?;731.0
353.0;1074.0;-140.0;?;1410.0;486.0;?;-158.0;828.0
341.0;?;-114.0;1077.0;1503.0;500.0;-1066.0;-121.0;605.0
293.0;1287.0;-163.0;1203.0;1544.0;389.0;-1203.0;?;581.0
233.0;1207.0;-211.0;1185.0;1347.0;257.0;?;-314.0;?
194.0;1103.0;-418.0;1132.0;?;246.0;-1253.0;?;529.0
162.0;998.0;-431.0;1009.0;?;368.0;?;-753.0;267.0
267.0;959.0;-204.0;1006.0;1094.0;407.0;-974.0;-816.0;501.0
275.0;910.0;-187.0;965.0;1049.0;440.0;-1146.0;-520.0;?
?;862.0;-94.0;?;?;445.0;-1247.0;?;297.0
272.0;837.0;13.0;870.0;956.0;429.0;?;-319.0;176.0
157.0;799.0;-37.0;838.0;914.0;454.0;-1113.0;-333.0;147.0
119.0;740.0;-139.0;791.0;?;457.0;-1032.0;-231.0;105.0
267.0;791.0;-34.0;794.0;1075.0;?;-987.0;-239.0;?
316.0;1001.0;3.0;953.0;1128.0;655.0;-1016.0;-227.0;65.0
?;1061.0;?;1070.0;1051.0;724.0;-961.0;-156.0;64.0
407.0;1136.0;-82.0;1045.0;1230.0;?;-931.0;-173.0;?
?;1282.0;-159.0;1194.0;1305.0;719.0;-880.0;-133.0;150.0
264.0;1027.0;-155.0;1216.0;848.0;825.0;?;-113.0;256.0
148.0;872.0;-184.0;824.0;1376.0;678.0;?;?;421.0
147.0;?;?;1184.0;?;640.0;-1041.0;-33.0;?
191.0;?;-295.0;1248.0;1366.0;615.0;?;-66.0;471.0
?;921.0;-334.0;986.0;1116.0;574.0;-1167.0;-117.0;?
275.0;799.0;-354.0;836.0;948.0;458.0;-1364.0;-134.0;411.0
?;775.0;-49.0;?;931.0;448.0;-1218.0;?;444.0
?;772.0;?;707.0;?;408.0;-845.0;-259.0;399.0
420.0;768.0;101.0;687.0;859.0;382.0;-1228.0;-210.0;?
429.0;814.0;?;716.0;915.0;404.0;-1234.0;-170.0;454.0
418.0;899.0;26.0;776.0;930.0;369.0;-974.0;-58.0;446.0
402.0;?;-133.0;870.0;?;409.0;-862.0;-141.0;513.0
428.0;908.0;-216.0;847.0;1078.0;446.0;?;?;464.0
440.0;1016.0;-281.0;900.0;1217.0;?;-788.0;-426.0;497.0
417.0;1154.0;-347.0;1050.0;?;526.0;-766.0;-452.0;560.0
372.0;?;-384.0;1047.0;?;?;-809.0;-466.0;530.0
403.0;1250.0;-360.0;1154.0;?;543.0;-875.0;-459.0;473.0
?;1196.0;-302.0;1139.0;979.0;541.0;-890.0;-464.0;?
330.0;982.0;-294.0;839.0;1160.0;455.0;-849.0;-394.0;502.0
315.0;1176.0;-312.0;1001.0;1394.0;423.0;-990.0;-425.0;359.0
?;1340.0;?;?;1386.0;458.0;-1117.0;?;392.0
226.0;1310.0;?;1292.0;1291.0;387.0;-1122.0;?;485.0
236.0;1140.0;-267.0;1197.0;1174.0;380.0;-1227.0;-344.0;450.0
?;995.0;-296.0;?;?;?;-1177.0;-496.0;386.0
143.0;871.0;?;955.0;?;491.0;-912.0;-576.0;?
221.0;828.0;?;?;1020.0;471.0;-1080.0;-495.0;261.0
?;765.0;-219.0;851.0;932.0;439.0;-1293.0;-480.0;207.0
319.0;695.0;33.0;759.0;804.0;?;-1322.0;-347.0;205.0
372.0;661.0;67.0;?;758.0;497.0;?;-151.0;181.0
385.0;640.0;16.0;613.0;781.0;?;-1036.0;-129.0;140.0
?;693.0;?;611.0;954.0;519.0;-941.0;-169.0;68.0
441.0;859.0;?;?;1201.0;668.0;?;-186.0;?
392.0;1130.0;?;1041.0;1323.0;752.0;-874.0;-187.0;184.0
314.0;1192.0;-211.0;1223.0;?;703.0;-830.0;-222.0;?
?;1295.0;-240.0;1337.0;1423.0;713.0;?;-238.0;222.0
288.0;?;?;?;1086.0;873.0;?;-211.0;?
136.0;939.0;?;1037.0;1138.0;?;-756.0;-135.0;554.0
?;1129.0;-280.0;1042.0;?;802.0;-952.0;-104.0;623.0
225.0;1132.0;-216.0;1219.0;1555.0;599.0;-1189.0;-185.0;751.0
?;973.0;-124.0;979.0;1299.0;505.0;-1284.0;?;540.0
279.0;869.0;-179.0;898.0;1097.0;476.0;-1353.0;?;391.0
301.0;784.0;?;812.0;?;482.0;-1455.0;-180.0;363.0
403.0;758.0;-31.0;699.0;828.0;491.0;-970.0;-256.0;360.0
448.0;722.0;?;659.0;680.0;474.0;-1132.0;-299.0;?
500.0;717.0;?;640.0;701.0;?;-1237.0;-337.0;461.0
449.0;?;4.0;652.0;771.0;415.0;-1025.0;-83.0;?
392.0;?;-159.0;725.0;?;?;-886.0;-97.0;443.0
358.0;902.0;-228.0;791.0;1062.0;402.0;-824.0;-306.0;444.0
409.0;1039.0;?;?;1129.0;372.0;-775.0;-378.0;?
484.0;1058.0;-311.0;933.0;1099.0;439.0;?;-415.0;465.0
486.0;1050.0;?;922.0;1198.0;566.0;-723.0;-439.0;593.0
?;1168.0;?;959.0;?;582.0;-722.0;-501.0;511.0
363.0;1283.0;-328.0;1239.0;1108.0;599.0;-759.0;-502.0;471.0
295.0;1142.0;-320.0;1140.0;1078.0;?;-823.0;?;548.0
?;?;?;946.0;?;?;?;-371.0;403.0
?;1321.0;-444.0;1184.0;1502.0;658.0;-1038.0;?;439.0
317.0;1380.0;-240.0;1333.0;?;588.0;-1017.0;-547.0;509.0
252.0;?;-188.0;1268.0;1086.0;390.0;-1086.0;-395.0;478.0
220.0;968.0;-299.0;1026.0;997.0;334.0;-1251.0;-373.0;422.0
224.0;?;-294.0;889.0;1005.0;423.0;-1115.0;?;338.0
279.0;744.0;-331.0;820.0;?;519.0;-1058.0;-485.0;320.0
363.0;719.0;-151.0;765.0;903.0;550.0;-1261.0;?;348.0
424.0;?;?;689.0;?;531.0;?;-299.0;364.0
472.0;?;15.0;601.0;?;515.0;-1271.0;-189.0;?
468.0;639.0;-22.0;588.0;858.0;518.0;-1028.0;-196.0;299.0
456.0;683.0;?;628.0;979.0;560.0;-884.0;-231.0;246.0
485.0;873.0;?;790.0;?;644.0;-845.0;?;267.0
438.0;1038.0;-128.0;990.0;1266.0;697.0;?;-291.0;281.0
?;?;-290.0;1128.0;1196.0;724.0;-785.0;-324.0;318.0
303.0;1199.0;-379.0;1155.0;1409.0;632.0;-739.0;?;316.0
301.0;1316.0;-349.0;1422.0;1125.0;?;-733.0;?;?
?;972.0;-319.0;1062.0;1056.0;917.0;-767.0;-238.0;350.0
161.0;?;?;?;1426.0;904.0;-945.0;-204.0;272.0
?;1297.0;-248.0;1259.0;1294.0;801.0;-1109.0;-206.0;?
?;1048.0;-222.0;1147.0;1129.0;570.0;-1200.0;?;570.0
337.0;908.0;-158.0;949.0;1006.0;480.0;-1242.0;-154.0;453.0
?;828.0;?;819.0;884.0;422.0;-1410.0;-47.0;341.0
360.0;759.0;85.0;784.0;?;441.0;?;-124.0;?
413.0;756.0;-239.0;720.0;861.0;440.0;-966.0;-134.0;398.0
439.0;?;-115.0;717.0;903.0;403.0;?;-342.0;357.0
?;840.0;132.0;772.0;941.0;392.0;?;-356.0;?
439.0;876.0;-87.0;?;?;?;-903.0;-173.0;465.0
448.0;?;?;778.0;888.0;381.0;-858.0;-161.0;492.0
521.0;876.0;-226.0;731.0;1148.0;397.0;-811.0;-317.0;503.0
?;1067.0;-321.0;922.0;1246.0;436.0;?;-405.0;603.0
?;1209.0;-427.0;1035.0;1284.0;457.0;-804.0;-438.0;625.0
?;1220.0;-430.0;1022.0;?;?;?;-488.0;485.0
370.0;1253.0;-393.0;1222.0;?;591.0;?;-505.0;568.0
319.0;1110.0;-394.0;1011.0;1276.0;523.0;-827.0;?;631.0
?;1240.0;-434.0;1058.0;1460.0;500.0;-828.0;-502.0;403.0
229.0;1337.0;-367.0;1249.0;1519.0;?;-989.0;-598.0;324.0
284.0;1398.0;-297.0;?;?;426.0;-1118.0;-612.0;350.0
?;1211.0;-311.0;1280.0;1087.0;407.0;-1105.0;-411.0;?
260.0;942.0;-348.0;1043.0;1076.0;457.0;-1206.0;-476.0;396.0
?;843.0;?;960.0;1083.0;?;-1021.0;-606.0;?
196.0;786.0;-362.0;907.0;1066.0;447.0;-1147.0;-494.0;220.0
222.0;763.0;-212.0;878.0;986.0;459.0;-1293.0;-413.0;236.0
288.0;753.0;-146.0;791.0;912.0;?;-1400.0;-309.0;205.0
?;694.0;-46.0;756.0;833.0;487.0;-1299.0;-273.0;173.0
281.0;680.0;26.0;663.0;884.0;525.0;-1041.0;-214.0;105.0
409.0;788.0;56.0;?;1095.0;599.0;-929.0;-107.0;72.0
364.0;994.0;-10.0;?;?;737.0;-900.0;-84.0;115.0
?;1146.0;?;?;1241.0;?;?;-124.0;168.0
311.0;1190.0;-107.0;1141.0;1662.0;687.0;-869.0;-152.0;95.0
?;?;-138.0;1607.0;1264.0;762.0;-825.0;-158.0;106.0
194.0;1033.0;-158.0;1177.0;1090.0;781.0;-777.0;?;233.0
14.0;985.0;?;1059.0;1610.0;744.0;-860.0;-91.0;?
15.0;1299.0;-243.0;1412.0;1710.0;739.0;-1091.0;-110.0;453.0
98.0;1116.0;-145.0;1273.0;?;?;-1216.0;-109.0;416.0
214.0;?;?;1091.0;1191.0;?;-1300.0;28.0;370.0
272.0;?;-174.0;948.0;992.0;497.0;-1650.0;39.0;347.0
341.0;?;-10.0;?;?;?;-1141.0;-240.0;447.0
428.0;784.0;-115.0;?;?;?;-1051.0;?;483.0
448.0;762.0;412.0;689.0;848.0;383.0;?;20.0;462.0
?;?;326.0;713.0;916.0;383.0;-1265.0;106.0;463.0
388.0;847.0;18.0;738.0;?;425.0;-1089.0;-52.0;448.0
?;837.0;-189.0;?;?;?;?;-322.0;?
391.0;860.0;-239.0;751.0;997.0;410.0;-857.0;-403.0;485.0
411.0;1014.0;-287.0;835.0;1171.0;484.0;-760.0;-470.0;476.0
351.0;1106.0;-380.0;951.0;1205.0;512.0;-721.0;-483.0;527.0
407.0;1173.0;?;1058.0;1382.0;519.0;-778.0;-512.0;422.0
?;1345.0;-367.0;1269.0;1128.0;572.0;-793.0;-524.0;?
327.0;1186.0;-315.0;1071.0;?;517.0;?;-454.0;594.0
250.0;1318.0;-321.0;1157.0;1692.0;411.0;-809.0;-392.0;?
?;1583.0;-302.0;1494.0;1695.0;504.0;?;-436.0;?
11.0;?;-290.0;1527.0;1464.0;422.0;-1061.0;-502.0;475.0
49.0;1250.0;-258.0;1395.0;1254.0;312.0;-1088.0;?;421.0
115.0;1027.0;-339.0;1203.0;?;300.0;-1305.0;-398.0;?
165.0;895.0;-227.0;1034.0;?;363.0;-1127.0;-622.0;?
?;821.0;-268.0;909.0;988.0;403.0;-1226.0;?;187.0
?;709.0;-152.0;813.0;865.0;409.0;-1517.0;-389.0;171.0
?;545.0;-9.0;665.0;?;379.0;-1572.0;-290.0;120.0
?;551.0;68.0;597.0;?;407.0;-1384.0;-138.0;110.0
305.0;555.0;8.0;539.0;750.0;482.0;-1148.0;-100.0;?
378.0;?;?;579.0;?;?;-999.0;-97.0;8.0
447.0;782.0;-30.0;749.0;1154.0;680.0;-924.0;-113.0;59.0
459.0;?;-66.0;?;?;736.0;-862.0;-139.0;104.0
426.0;1114.0;-74.0;1131.0;1466.0;691.0;?;-109.0;141.0
476.0;1295.0;-127.0;1304.0;1653.0;673.0;?;-100.0;246.0
410.0;1500.0;-149.0;1574.0;1331.0;758.0;-648.0;-74.0;484.0
133.0;1116.0;-198.0;1210.0;1378.0;825.0;?;?;621.0
208.0;1165.0;-251.0;1117.0;?;?;?;-81.0;490.0
101.0;1277.0;-264.0;1296.0;1356.0;706.0;-1116.0;-112.0;413.0
234.0;951.0;-339.0;1069.0;1088.0;?;-1233.0;-174.0;?
324.0;771.0;-426.0;800.0;868.0;478.0;-1427.0;-237.0;423.0
?;696.0;?;697.0;826.0;?;-1585.0;?;?
310.0;?;103.0;682.0;839.0;506.0;-1180.0;-518.0;324.0
316.0;?;-58.0;706.0;861.0;482.0;-1098.0;-263.0;296.0
374.0;812.0;209.0;732.0;868.0;417.0;-1294.0;-171.0;299.0
?;912.0;?;789.0;?;394.0;-1091.0;?;?
385.0;920.0;?;832.0;830.0;370.0;-815.0;-93.0;440.0
385.0;900.0;-115.0;817.0;?;427.0;-752.0;-230.0;454.0
?;?;-224.0;869.0;1218.0;452.0;-728.0;?;436.0
?;?;-340.0;1018.0;1366.0;509.0;-732.0;-401.0;514.0
409.0;1173.0;-404.0;1040.0;1439.0;509.0;?;-438.0;?
?;1194.0;-431.0;1120.0;1200.0;?;?;-487.0;431.0
476.0;1162.0;?;1154.0;?;541.0;-867.0;-501.0;547.0
391.0;1021.0;-330.0;?;?;?;-837.0;-407.0;540.0
282.0;1204.0;?;984.0;1425.0;316.0;-932.0;?;415.0
151.0;1497.0;-336.0;?;1585.0;417.0;-1097.0;-468.0;490.0
90.0;1489.0;-221.0;?;?;421.0;-1134.0;-459.0;523.0
78.0;1275.0;-321.0;?;1396.0;408.0;-1236.0;-290.0;510.0
158.0;?;-404.0;1210.0;1308.0;414.0;-1217.0;-462.0;?
236.0;862.0;?;1073.0;1179.0;438.0;?;-649.0;332.0
294.0;828.0;?;949.0;1035.0;417.0;-1091.0;-632.0;307.0
?;?;-77.0;834.0;877.0;451.0;-1312.0;?;209.0
236.0;591.0;212.0;?;731.0;?;-1471.0;-398.0;134.0
320.0;?;179.0;576.0;672.0;?;-1310.0;71.0;105.0
?;538.0;120.0;534.0;796.0;?;?;-51.0;47.0
412.0;664.0;7.0;?;959.0;704.0;?;-59.0;29.0
417.0;861.0;?;807.0;1086.0;824.0;-952.0;-255.0;?
403.0;1019.0;-172.0;998.0;1185.0;836.0;-873.0;-344.0;146.0
465.0;1085.0;-208.0;1087.0;1625.0;741.0;-770.0;?;?
?;1497.0;?;1533.0;1531.0;759.0;?;-217.0;206.0
129.0;?;-235.0;1345.0;1035.0;762.0;?;?;361.0
86.0;?;-273.0;1035.0;1454.0;770.0;-762.0;-48.0;452.0
158.0;1348.0;-290.0;?;1470.0;740.0;-962.0;-108.0;517.0
?;1184.0;-278.0;1244.0;1265.0;559.0;-1125.0;-156.0;?
?;942.0;-271.0;961.0;1097.0;?;-1208.0;?;403.0
304.0;863.0;?;?;922.0;381.0;-1624.0;-181.0;383.0
386.0;736.0;?;?;?;429.0;-1324.0;-333.0;406.0
396.0;838.0;-158.0;775.0;862.0;401.0;-923.0;-177.0;418.0
?;821.0;-209.0;?;951.0;351.0;-844.0;-334.0;390.0
424.0;?;-240.0;849.0;?;406.0;-763.0;?;365.0
448.0;1115.0;-341.0;964.0;1189.0;?;-710.0;?;?
367.0;?;-375.0;1073.0;1163.0;430.0;?;-389.0;581.0
426.0;?;?;1087.0;?;?;-806.0;-424.0;?
?;1263.0;-323.0;1134.0;984.0;?;-847.0;?;455.0
311.0;?;-316.0;?;?;459.0;-795.0;-380.0;?
307.0;1241.0;-386.0;1027.0;1535.0;?;-899.0;-339.0;442.0
273.0;1411.0;-359.0;1265.0;1513.0;?;?;-437.0;?
235.0;1405.0;-228.0;1382.0;1355.0;489.0;-1144.0;-547.0;514.0
260.0;1223.0;-218.0;1277.0;1211.0;424.0;-1144.0;?;?
121.0;?;-372.0;?;?;439.0;-1205.0;-373.0;423.0
57.0;?;-287.0;975.0;1092.0;482.0;-936.0;?;330.0
264.0;814.0;-347.0;902.0;?;441.0;-1088.0;?;283.0
312.0;767.0;-207.0;829.0;926.0;?;-1313.0;-470.0;252.0
178.0;530.0;-28.0;714.0;830.0;500.0;?;-375.0;189.0
218.0;561.0;47.0;648.0;779.0;558.0;-1266.0;?;152.0
366.0;?;18.0;633.0;?;565.0;-1030.0;-139.0;113.0
341.0;692.0;?;?;1035.0;?;-942.0;?;80.0
367.0;?;-71.0;889.0;?;695.0;?;-186.0;109.0
339.0;1153.0;-132.0;1104.0;1194.0;744.0;-880.0;-213.0;177.0
377.0;1143.0;?;1090.0;1439.0;689.0;-803.0;-196.0;157.0
396.0;1394.0;-130.0;?;1359.0;734.0;-735.0;-176.0;236.0
231.0;?;-140.0;1345.0;986.0;815.0;-753.0;-115.0;366.0
179.0;936.0;-210.0;919.0;1351.0;?;-809.0;?;405.0
160.0;1253.0;?;1232.0;1431.0;721.0;?;-118.0;511.0
159.0;1156.0;-200.0;1184.0;1344.0;615.0;-1214.0;-150.0;542.0
275.0;937.0;-184.0;944.0;1089.0;496.0;?;-134.0;?
248.0;873.0;-257.0;844.0;866.0;417.0;-1460.0;-96.0;338.0
300.0;833.0;100.0;752.0;830.0;488.0;?;?;?
384.0;703.0;19.0;?;?;453.0;-906.0;-192.0;?
426.0;731.0;?;636.0;?;418.0;?;-233.0;390.0
446.0;747.0;313.0;?;?;?;-1230.0;-231.0;420.0
434.0;817.0;56.0;715.0;898.0;369.0;-985.0;-113.0;423.0
423.0;836.0;-164.0;755.0;937.0;363.0;?;-154.0;461.0
437.0;859.0;?;767.0;1047.0;399.0;-799.0;-365.0;473.0
?;957.0;-282.0;875.0;?;?;-734.0;-355.0;?
?;1109.0;-362.0;956.0;1259.0;?;-717.0;-406.0;566.0
369.0;?;-384.0;1067.0;1333.0;478.0;-756.0;-444.0;?
?;?;-387.0;?;?;569.0;-800.0;?;452.0
382.0;?;?;1128.0;?;607.0;-819.0;-458.0;581.0
315.0;?;-309.0;934.0;1275.0;?;-818.0;-415.0;543.0
307.0;?;?;1108.0;1530.0;519.0;-950.0;-433.0;?
238.0;1419.0;-324.0;1339.0;?;583.0;?;-483.0;?
?;1306.0;-217.0;1321.0;1169.0;443.0;-1110.0;-493.0;?
111.0;1025.0;-277.0;1068.0;1024.0;408.0;-1247.0;-353.0;432.0
84.0;?;-294.0;942.0;1037.0;475.0;-1239.0;-505.0;326.0
224.0;?;?;849.0;1029.0;530.0;-962.0;-580.0;270.0
230.0;791.0;-295.0;831.0;966.0;530.0;-1158.0;-481.0;235.0
305.0;738.0;-114.0;773.0;883.0;510.0;?;?;238.0
317.0;715.0;87.0;692.0;831.0;511.0;-1351.0;-264.0;198.0
349.0;682.0;6.0;691.0;?;?;-1086.0;-170.0;156.0
366.0;698.0;-101.0;673.0;853.0;590.0;-906.0;-174.0;107.0
?;?;-63.0;?;1020.0;622.0;-877.0;-224.0;123.0
?;928.0;?;896.0;1137.0;700.0;-882.0;-239.0;155.0
366.0;?;-143.0;1039.0;1183.0;?;-858.0;?;?
319.0;1004.0;-186.0;?;1354.0;711.0;-814.0;-216.0;167.0
453.0;1313.0;-146.0;1312.0;1430.0;739.0;?;?;335.0
270.0;1244.0;-151.0;1271.0;1175.0;?;-784.0;?;570.0
121.0;900.0;-185.0;911.0;1617.0;719.0;-821.0;-129.0;535.0
236.0;?;?;?;?;752.0;-997.0;-155.0;?
34.0;?;-211.0;1256.0;?;?;-1131.0;-193.0;?
?;941.0;-352.0;953.0;970.0;?;-1143.0;?;389.0
251.0;882.0;-238.0;812.0;888.0;442.0;-1397.0;-117.0;?
?;?;?;707.0;797.0;437.0;?;-368.0;?
397.0;723.0;-74.0;?;758.0;402.0;?;?;394.0
444.0;739.0;76.0;634.0;764.0;417.0;-1287.0;-168.0;403.0
450.0;765.0;190.0;672.0;849.0;415.0;-1207.0;-54.0;?
439.0;805.0;-21.0;698.0;?;?;-948.0;-25.0;468.0
399.0;838.0;-101.0;741.0;879.0;390.0;?;-184.0;497.0
?;?;?;755.0;?;405.0;?;?;450.0
443.0;?;?;836.0;1205.0;480.0;-714.0;-394.0;482.0
?;?;-336.0;1014.0;1228.0;564.0;-728.0;?;508.0
340.0;1167.0;-378.0;?;1202.0;604.0;-771.0;-421.0;532.0
431.0;1069.0;-375.0;1024.0;1239.0;641.0;-795.0;?;388.0
460.0;1226.0;-303.0;1212.0;?;678.0;?;-445.0;418.0
423.0;1095.0;-277.0;924.0;1057.0;492.0;?;-379.0;564.0
308.0;1068.0;?;891.0;1348.0;460.0;-894.0;-374.0;427.0
260.0;1334.0;-323.0;1153.0;?;545.0;-1092.0;-434.0;389.0
?;1429.0;-209.0;1353.0;1372.0;?;?;?;?
?;1229.0;-272.0;1270.0;1116.0;366.0;-1055.0;?;518.0
706.0;915.0;167.0;759.0;?;451.0;-1282.0;-338.0;?
577.0;1047.0;286.0;795.0;1367.0;480.0;-1016.0;-141.0;759.0
553.0;1263.0;8.0;884.0;1219.0;487.0;-805.0;-38.0;837.0
?;953.0;?;871.0;885.0;464.0;-756.0;-154.0;757.0
?;722.0;-387.0;736.0;1169.0;450.0;?;-429.0;217.0
725.0;240.0;?;450.0;1056.0;490.0;-758.0;-805.0;-323.0
748.0;?;-235.0;347.0;630.0;514.0;-826.0;-642.0;-106.0
783.0;-72.0;-304.0;351.0;498.0;543.0;-668.0;-689.0;?
786.0;?;-135.0;197.0;?;615.0;-841.0;?;-330.0
632.0;113.0;-285.0;246.0;?;627.0;-911.0;?;-346.0
566.0;404.0;-548.0;495.0;691.0;588.0;-858.0;-1031.0;-229.0
631.0;1151.0;-761.0;894.0;718.0;610.0;-611.0;-1156.0;?
428.0;727.0;-47.0;674.0;?;360.0;-768.0;?;384.0
487.0;721.0;?;656.0;809.0;365.0;-1151.0;-338.0;407.0
471.0;?;?;686.0;861.0;371.0;-1141.0;-274.0;416.0
384.0;861.0;-110.0;757.0;?;390.0;-923.0;-133.0;495.0
369.0;862.0;?;812.0;962.0;457.0;-826.0;-221.0;455.0
453.0;836.0;-209.0;785.0;1033.0;475.0;?;-325.0;?
504.0;929.0;?;848.0;?;474.0;?;-392.0;541.0
521.0;1059.0;?;935.0;1192.0;470.0;-750.0;-399.0;591.0
470.0;1009.0;?;952.0;?;520.0;-778.0;-436.0;513.0
?;1119.0;-337.0;1007.0;1210.0;549.0;-817.0;-441.0;?
550.0;1151.0;-263.0;1029.0;918.0;541.0;-855.0;?;563.0
?;954.0;-313.0;839.0;?;519.0;-855.0;-340.0;669.0
302.0;1150.0;-349.0;957.0;1425.0;597.0;?;-415.0;494.0
215.0;1387.0;?;?;?;636.0;-1046.0;?;402.0
221.0;?;-301.0;1360.0;?;583.0;-1033.0;-448.0;498.0
136.0;1153.0;-402.0;1156.0;1032.0;513.0;-1105.0;-328.0;555.0
143.0;922.0;-473.0;991.0;?;?;?;-508.0;345.0
152.0;?;-243.0;?;1281.0;450.0;-904.0;?;345.0
314.0;?;-284.0;1022.0;1225.0;460.0;-1006.0;?;?
305.0;852.0;-65.0;967.0;1141.0;453.0;-1212.0;-422.0;?
348.0;753.0;?;839.0;979.0;519.0;-1395.0;-318.0;330.0
?;629.0;26.0;771.0;890.0;542.0;-1139.0;-271.0;299.0
381.0;581.0;-42.0;644.0;910.0;555.0;-938.0;-198.0;197.0
468.0;680.0;-74.0;707.0;1042.0;?;-936.0;-197.0;?
505.0;851.0;-84.0;813.0;1112.0;676.0;?;-279.0;253.0
?;968.0;-121.0;921.0;1150.0;?;-995.0;-339.0;250.0
448.0;1062.0;?;1000.0;1378.0;615.0;-923.0;-336.0;272.0
485.0;1308.0;-275.0;1313.0;1351.0;?;?;-253.0;368.0
415.0;1237.0;-238.0;1260.0;1069.0;822.0;-740.0;?;512.0
298.0;983.0;-257.0;?;1433.0;780.0;?;-167.0;?
283.0;1241.0;?;1242.0;?;823.0;-980.0;?;598.0
?;1152.0;?;1228.0;1326.0;662.0;-1064.0;-208.0;530.0
?;946.0;-330.0;980.0;1087.0;?;-1130.0;-232.0;364.0
343.0;831.0;-314.0;846.0;902.0;446.0;?;-225.0;300.0
358.0;744.0;72.0;771.0;?;426.0;-1377.0;?;341.0
437.0;696.0;?;673.0;741.0;401.0;-927.0;-277.0;363.0
?;654.0;16.0;613.0;818.0;?;-1272.0;-279.0;283.0
450.0;747.0;?;711.0;928.0;358.0;-1277.0;-177.0;?
481.0;849.0;-37.0;?;940.0;368.0;-1026.0;-71.0;375.0
?;873.0;-201.0;814.0;?;?;-911.0;-186.0;454.0
409.0;?;?;776.0;1082.0;383.0;-838.0;-329.0;453.0
435.0;?;?;951.0;1259.0;466.0;?;-445.0;486.0
448.0;?;?;1064.0;1201.0;549.0;-717.0;-446.0;591.0
359.0;1142.0;-472.0;1038.0;1218.0;?;?;-440.0;584.0
406.0;1173.0;-418.0;1059.0;1280.0;636.0;-872.0;?;?
448.0;1217.0;-332.0;1088.0;1035.0;?;-857.0;?;?
380.0;1073.0;?;965.0;1291.0;?;-806.0;-482.0;624.0
362.0;?;-367.0;1086.0;1710.0;?;-951.0;-443.0;464.0
292.0;?;?;1481.0;1663.0;502.0;?;-507.0;?
203.0;1461.0;-206.0;1520.0;1328.0;507.0;-1060.0;-525.0;?
175.0;1100.0;?;1257.0;1132.0;485.0;-1096.0;-316.0;478.0
175.0;983.0;-408.0;1044.0;1143.0;462.0;-1203.0;-436.0;?
154.0;?;-337.0;953.0;1137.0;481.0;-1031.0;-694.0;293.0
?;895.0;-272.0;?;?;494.0;-1160.0;-610.0;219.0
283.0;742.0;-63.0;828.0;990.0;501.0;-1492.0;-428.0;?
302.0;679.0;139.0;736.0;875.0;495.0;-1549.0;-298.0;?
306.0;623.0;?;626.0;?;525.0;-1277.0;-143.0;74.0
322.0;572.0;20.0;?;860.0;554.0;-998.0;-75.0;35.0
405.0;735.0;-70.0;702.0;1008.0;686.0;-933.0;?;95.0
437.0;888.0;-36.0;892.0;1133.0;795.0;-946.0;-234.0;138.0
469.0;1010.0;-74.0;980.0;1153.0;764.0;-919.0;?;144.0
398.0;?;91.0;649.0;795.0;?;-1050.0;-282.0;?
428.0;?;13.0;637.0;876.0;547.0;-855.0;?;138.0
442.0;?;-55.0;750.0;?;?;-845.0;-179.0;150.0
487.0;978.0;-110.0;?;1229.0;708.0;-888.0;?;211.0
457.0;1062.0;-170.0;1054.0;1356.0;709.0;?;-304.0;237.0
448.0;1260.0;-222.0;1186.0;1667.0;650.0;-812.0;?;366.0
417.0;1563.0;-200.0;1549.0;?;?;-786.0;-230.0;408.0
165.0;1116.0;-205.0;1177.0;1094.0;867.0;-767.0;-179.0;?
73.0;1099.0;?;1084.0;?;?;-866.0;-153.0;518.0
?;1286.0;-261.0;1324.0;1338.0;?;-1044.0;-175.0;466.0
90.0;1065.0;-270.0;1104.0;1218.0;484.0;-1183.0;-208.0;385.0
?;913.0;?;906.0;902.0;449.0;-1311.0;-253.0;?
233.0;791.0;-102.0;?;?;471.0;?;-292.0;262.0
402.0;807.0;152.0;?;654.0;465.0;?;?;238.0
326.0;?;-6.0;605.0;638.0;428.0;-989.0;-180.0;234.0
