Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;Accelerometer BACK accZ;Accelerometer HIP accZ;InertialMeasurementUnit RLA accZ
-188.0;169.0;-180;-628.0;417.0;596.0
-215.0;21.0;-177;-420.0;313.0;476.0
-279.0;-45.0;-177;-790.0;310.0;503.0
-299.0;8.0;-177;-647.0;499.0;601.0
-476.0;-53.0;-154;-712.0;631.0;388.0
-371.0;-93.0;-151;-602.0;451.0;359.0
-373.0;-76.0;56;-415.0;461.0;464.0
-287.0;42.0;172;-526.0;332.0;537.0
-361.0;-101.0;-178;-515.0;416.0;551.0
-249.0;63.0;-171;-546.0;186.0;403.0
-495.0;-30.0;-159;-709.0;410.0;417.0
-316.0;117.0;-174;-485.0;403.0;458.0
-396.0;-121.0;-177;-576.0;418.0;480.0
-177.0;88.0;-170;-554.0;239.0;350.0
-377.0;-134.0;-177;-574.0;400.0;516.0
-331.0;-260.0;-178;-381.0;281.0;686.0
-368.0;84.0;-179;-568.0;315.0;367.0
-397.0;38.0;-176;-444.0;446.0;527.0
-235.0;66.0;-177;-487.0;231.0;612.0
-379.0;-12.0;-176;-646.0;312.0;608.0
20.0;-34.0;179;-815.0;-192.0;76.0
-270.0;55.0;87;-454.0;356.0;473.0
-283.0;129.0;-169;-591.0;356.0;217.0
-358.0;-38.0;-177;-459.0;411.0;491.0
-228.0;90.0;-174;-567.0;292.0;309.0
-201.0;138.0;-174;-408.0;246.0;450.0
-279.0;-195.0;-178;-474.0;231.0;557.0
-344.0;-15.0;57;-400.0;321.0;425.0
-370.0;-75.0;-170;-528.0;365.0;448.0
-254.0;89.0;-179;-443.0;321.0;660.0
-295.0;88.0;-179;-448.0;326.0;575.0
-277.0;103.0;-178;-649.0;96.0;403.0
-382.0;-24.0;-177;-444.0;434.0;498.0
-344.0;-49.0;-177;-456.0;442.0;499.0
-390.0;-39.0;-178;-494.0;404.0;471.0
-436.0;-46.0;-178;-464.0;385.0;534.0
-327.0;-45.0;-193;-439.0;413.0;416.0
-363.0;-43.0;-178;-450.0;424.0;584.0
-415.0;121.0;-163;-560.0;391.0;434.0
-368.0;7.0;-178;-429.0;445.0;538.0
-432.0;-104.0;-178;-540.0;453.0;380.0
-385.0;-23.0;-178;-427.0;416.0;539.0
-386.0;-104.0;-176;-539.0;448.0;517.0
-360.0;-44.0;-177;-430.0;442.0;509.0
-383.0;-23.0;-177;-425.0;421.0;492.0
-255.0;104.0;-178;-662.0;490.0;671.0
-412.0;-38.0;-178;-539.0;398.0;481.0
-422.0;-3.0;-178;-508.0;415.0;453.0
-291.0;-1.0;-131;-437.0;151.0;523.0
-286.0;-44.0;-177;-406.0;415.0;476.0
-296.0;10.0;-177;-448.0;427.0;477.0
-447.0;-45.0;-184;-642.0;344.0;294.0
-244.0;-13.0;130;-571.0;228.0;535.0
-350.0;-2.0;-177;-470.0;459.0;508.0
-361.0;-35.0;-177;-431.0;374.0;467.0
-319.0;-74.0;-177;-478.0;429.0;385.0
-182.0;168.0;-162;-545.0;293.0;659.0
-423.0;-87.0;176;-602.0;414.0;473.0
-391.0;-17.0;-178;-511.0;424.0;488.0
-388.0;1.0;-222;-598.0;409.0;423.0
-185.0;97.0;-178;-633.0;521.0;648.0
-226.0;86.0;-179;-553.0;263.0;377.0
-288.0;22.0;-178;-679.0;217.0;411.0
-163.0;134.0;-178;-521.0;256.0;371.0
-283.0;67.0;-177;-640.0;475.0;703.0
-375.0;40.0;-172;-501.0;94.0;484.0
-393.0;-46.0;-155;-614.0;361.0;415.0
-322.0;-53.0;-208;-471.0;345.0;424.0
-319.0;6.0;-179;-628.0;494.0;543.0
-268.0;6.0;-179;-610.0;498.0;487.0
-362.0;45.0;-179;-621.0;494.0;568.0
-607.0;-125.0;144;-524.0;525.0;360.0
-300.0;132.0;-177;-478.0;352.0;356.0
-363.0;22.0;-179;-618.0;414.0;634.0
-185.0;118.0;-179;-716.0;403.0;574.0
-287.0;132.0;-183;-423.0;330.0;400.0
-294.0;-89.0;-177;-586.0;421.0;396.0
-383.0;48.0;-171;-525.0;384.0;398.0
-325.0;-50.0;-154;-484.0;424.0;397.0
-242.0;116.0;-179;-629.0;470.0;480.0
-215.0;-71.0;71;-594.0;206.0;541.0
42.0;169.0;178;-553.0;330.0;325.0
-361.0;83.0;-184;-520.0;313.0;363.0
-222.0;70.0;-179;-611.0;511.0;556.0
-321.0;63.0;-175;-599.0;254.0;664.0
-214.0;77.0;-179;-589.0;495.0;607.0
-211.0;118.0;-179;-570.0;459.0;361.0
-195.0;136.0;-179;-485.0;243.0;448.0
-210.0;-45.0;-179;-445.0;270.0;535.0
-237.0;5.0;-177;-716.0;263.0;621.0
-261.0;116.0;-179;-641.0;458.0;616.0
-362.0;-148.0;43;-447.0;388.0;231.0
-186.0;86.0;-163;-654.0;530.0;432.0
-229.0;-97.0;100;-469.0;339.0;506.0
-388.0;-42.0;-168;-603.0;421.0;465.0
-234.0;56.0;164;-507.0;368.0;592.0
-244.0;27.0;171;-502.0;344.0;474.0
-219.0;-42.0;-178;-483.0;214.0;465.0
-354.0;-127.0;163;-489.0;480.0;504.0
-415.0;-12.0;-174;-834.0;429.0;477.0
-219.0;40.0;171;-539.0;365.0;446.0
-264.0;-24.0;171;-503.0;393.0;463.0
-213.0;8.0;-179;-508.0;480.0;627.0
-313.0;-18.0;-179;-508.0;475.0;368.0
-440.0;57.0;-174;-728.0;439.0;401.0
-118.0;297.0;155;-751.0;-80.0;624.0
-197.0;-75.0;-179;-549.0;280.0;340.0
-267.0;5.0;-177;-748.0;304.0;589.0
-342.0;11.0;-184;-571.0;510.0;493.0
-550.0;-21.0;-179;-619.0;427.0;616.0
-376.0;20.0;-179;-518.0;391.0;375.0
-177.0;114.0;-174;-514.0;275.0;436.0
-240.0;-21.0;-175;-748.0;282.0;616.0
-346.0;11.0;-173;-432.0;405.0;496.0
-254.0;94.0;-178;-637.0;495.0;722.0
-338.0;85.0;177;-600.0;237.0;300.0
-137.0;234.0;-176;-713.0;568.0;631.0
-286.0;-47.0;160;-488.0;268.0;607.0
161.0;232.0;179;-562.0;390.0;585.0
-242.0;-23.0;171;-488.0;372.0;451.0
-372.0;32.0;169;-624.0;373.0;592.0
-451.0;-20.0;159;-641.0;419.0;656.0
-359.0;47.0;169;-736.0;391.0;789.0
-291.0;42.0;-178;-353.0;302.0;435.0
-296.0;-88.0;187;-427.0;361.0;422.0
-312.0;51.0;145;-382.0;258.0;520.0
-65.0;174.0;-165;-809.0;228.0;529.0
-405.0;-131.0;-149;-632.0;473.0;377.0
-232.0;55.0;-177;-421.0;491.0;452.0
-197.0;17.0;171;-491.0;399.0;438.0
-318.0;91.0;-168;-678.0;670.0;412.0
-374.0;51.0;-154;-470.0;157.0;600.0
-163.0;233.0;-178;-490.0;444.0;618.0
-200.0;42.0;-189;-545.0;268.0;285.0
-216.0;32.0;171;-511.0;404.0;406.0
-285.0;84.0;-177;-425.0;450.0;411.0
-253.0;64.0;179;-562.0;163.0;636.0
-354.0;48.0;-176;-411.0;455.0;450.0
-194.0;134.0;-175;-697.0;-166.0;507.0
-381.0;-72.0;-162;-354.0;298.0;435.0
-300.0;39.0;-176;-409.0;462.0;451.0
-324.0;39.0;-176;-404.0;459.0;466.0
-200.0;10.0;-176;-442.0;494.0;452.0
-450.0;-7.0;175;-536.0;484.0;112.0
-191.0;-18.0;171;-533.0;378.0;432.0
-7.0;161.0;171;-599.0;218.0;398.0
-148.0;123.0;-168;-541.0;231.0;263.0
351.0;274.0;-178;-629.0;334.0;337.0
64.0;147.0;173;-949.0;34.0;513.0
-724.0;-72.0;-171;-385.0;382.0;591.0
-403.0;-44.0;-151;-418.0;296.0;612.0
-337.0;4.0;-224;-524.0;180.0;392.0
-348.0;199.0;-178;-586.0;374.0;645.0
-566.0;-77.0;-169;-818.0;322.0;336.0
-390.0;30.0;-171;-485.0;98.0;593.0
-367.0;209.0;-177;-521.0;388.0;782.0
-313.0;-113.0;62;-388.0;272.0;397.0
-204.0;117.0;-172;-388.0;279.0;496.0
-336.0;-61.0;-213;-428.0;406.0;413.0
-238.0;179.0;-177;-556.0;351.0;687.0
-369.0;64.0;-199;-639.0;476.0;374.0
-178.0;171.0;176;-348.0;183.0;423.0
-261.0;-85.0;121;-322.0;325.0;490.0
-272.0;171.0;174;-530.0;364.0;492.0
-668.0;-154.0;-178;-418.0;423.0;969.0
-326.0;-10.0;-167;-656.0;384.0;225.0
-345.0;340.0;-174;-531.0;324.0;515.0
-402.0;-57.0;-70;-428.0;392.0;382.0
-79.0;-60.0;-180;-423.0;504.0;572.0
-175.0;356.0;-179;-310.0;406.0;733.0
-164.0;168.0;-178;-449.0;82.0;394.0
-315.0;192.0;-222;-488.0;359.0;439.0
-475.0;-4.0;-207;-634.0;372.0;443.0
-207.0;228.0;-168;-634.0;637.0;704.0
-326.0;87.0;173;-376.0;155.0;620.0
-446.0;-267.0;147;-837.0;393.0;402.0
-276.0;50.0;176;-572.0;192.0;267.0
-383.0;133.0;-179;-670.0;76.0;543.0
82.0;-21.0;-177;-552.0;441.0;652.0
-51.0;144.0;-175;-751.0;253.0;239.0
-175.0;123.0;-183;-450.0;212.0;348.0
-151.0;201.0;-175;-386.0;191.0;394.0
-417.0;-73.0;-180;-691.0;393.0;429.0
-104.0;232.0;-178;-499.0;256.0;626.0
-165.0;219.0;-176;-779.0;566.0;574.0
-347.0;186.0;-173;-450.0;294.0;429.0
-551.0;57.0;-156;-400.0;306.0;340.0
-295.0;-132.0;-176;-521.0;596.0;725.0
-207.0;143.0;189;-447.0;240.0;468.0
-103.0;47.0;-177;-469.0;456.0;342.0
-224.0;205.0;-176;-759.0;469.0;725.0
29.0;321.0;-171;-625.0;348.0;810.0
-321.0;-21.0;-172;-670.0;671.0;500.0
-277.0;-112.0;77;-420.0;270.0;475.0
-232.0;224.0;186;-492.0;322.0;383.0
-321.0;16.0;172;-478.0;364.0;451.0
-40.0;-61.0;178;-472.0;384.0;604.0
-447.0;31.0;-164;-659.0;480.0;390.0
-400.0;63.0;-157;-575.0;542.0;364.0
-285.0;144.0;174;-600.0;251.0;536.0
-359.0;-21.0;-161;-225.0;292.0;563.0
-583.0;-149.0;144;-702.0;91.0;648.0
-142.0;346.0;-178;-881.0;-191.0;544.0
-363.0;-64.0;-220;-462.0;411.0;412.0
-190.0;430.0;-180;-402.0;396.0;238.0
148.0;12.0;-177;-608.0;395.0;226.0
-220.0;69.0;-175;-712.0;262.0;268.0
-338.0;45.0;-156;-454.0;520.0;468.0
42.0;-110.0;-157;-537.0;528.0;290.0
89.0;261.0;-176;-541.0;327.0;605.0
-419.0;82.0;206;-715.0;212.0;591.0
-407.0;163.0;-167;-534.0;360.0;380.0
-382.0;8.0;-177;-396.0;394.0;479.0
-391.0;-71.0;-218;-462.0;356.0;418.0
-332.0;72.0;-170;-381.0;322.0;392.0
-317.0;48.0;133;-448.0;441.0;597.0
-129.0;170.0;-174;-605.0;-40.0;170.0
-416.0;-60.0;-178;-413.0;417.0;549.0
-429.0;-50.0;-178;-449.0;413.0;508.0
-461.0;-144.0;-213;-726.0;604.0;477.0
-284.0;230.0;-176;-746.0;491.0;720.0
-324.0;29.0;-172;-469.0;136.0;572.0
-291.0;-27.0;179;-686.0;289.0;381.0
-122.0;186.0;-175;-779.0;575.0;627.0
-158.0;244.0;179;-712.0;345.0;688.0
-320.0;-20.0;-177;-528.0;-70.0;253.0
-349.0;64.0;-177;-690.0;492.0;812.0
-504.0;47.0;-179;-412.0;457.0;639.0
-194.0;171.0;188;-531.0;134.0;343.0
-377.0;-81.0;130;-621.0;337.0;479.0
114.0;96.0;-173;-751.0;282.0;388.0
-378.0;-69.0;-177;-419.0;440.0;502.0
34.0;-201.0;127;-1037.0;434.0;614.0
-374.0;-95.0;-196;-450.0;365.0;445.0
-281.0;12.0;178;-612.0;558.0;619.0
-550.0;18.0;-172;-758.0;565.0;447.0
-169.0;190.0;160;-722.0;137.0;605.0
-51.0;80.0;-177;-940.0;181.0;567.0
-133.0;-2.0;-177;-928.0;172.0;445.0
-465.0;179.0;-147;-449.0;328.0;364.0
-490.0;-91.0;-160;-549.0;464.0;404.0
-491.0;-35.0;169;-591.0;543.0;389.0
-128.0;-37.0;-174;-797.0;210.0;499.0
-430.0;-143.0;-172;-475.0;545.0;459.0
-255.0;8.0;173;-617.0;156.0;483.0
-281.0;-85.0;168;-531.0;255.0;560.0
-162.0;65.0;-179;-463.0;88.0;442.0
-510.0;-262.0;-176;-695.0;589.0;949.0
-188.0;25.0;167;-337.0;361.0;281.0
-280.0;22.0;107;-384.0;274.0;420.0
-393.0;-72.0;179;-681.0;301.0;463.0
9.0;-63.0;-161;-552.0;230.0;478.0
-577.0;-296.0;-177;-628.0;441.0;791.0
-452.0;-81.0;177;-572.0;413.0;750.0
-382.0;-58.0;-206;-428.0;325.0;517.0
-246.0;-100.0;-178;-436.0;197.0;493.0
-297.0;38.0;178;-650.0;328.0;388.0
-58.0;76.0;162;-550.0;444.0;555.0
-610.0;-143.0;-155;-626.0;264.0;301.0
-369.0;-185.0;-176;-517.0;416.0;433.0
-282.0;-82.0;139;-404.0;260.0;583.0
30.0;61.0;-173;-820.0;-335.0;188.0
-235.0;25.0;-173;-605.0;217.0;732.0
-214.0;46.0;180;-491.0;253.0;423.0
-393.0;-61.0;-179;-891.0;-517.0;539.0
-298.0;96.0;-180;-400.0;212.0;163.0
-218.0;46.0;-179;-408.0;150.0;554.0
-397.0;32.0;-178;-479.0;476.0;1021.0
-226.0;176.0;-192;-495.0;351.0;243.0
-202.0;132.0;-175;-479.0;155.0;398.0
-184.0;111.0;-180;-437.0;101.0;495.0
-282.0;-102.0;52;-513.0;181.0;621.0
-313.0;50.0;179;-568.0;354.0;395.0
-196.0;-45.0;-231;-462.0;238.0;486.0
-237.0;-38.0;178;-498.0;304.0;396.0
-80.0;133.0;174;-628.0;367.0;333.0
-411.0;-97.0;-205;-540.0;398.0;444.0
-384.0;-133.0;-89;-489.0;442.0;396.0
-344.0;131.0;-176;-459.0;450.0;619.0
-447.0;-149.0;135;-523.0;483.0;613.0
-254.0;14.0;-177;-361.0;299.0;471.0
-304.0;-117.0;-174;-429.0;388.0;658.0
-108.0;133.0;177;-672.0;243.0;332.0
-169.0;6.0;-175;-373.0;364.0;549.0
-835.0;150.0;-176;-456.0;468.0;546.0
-35.0;206.0;-164;-441.0;266.0;367.0
-343.0;169.0;154;-549.0;296.0;524.0
-393.0;-63.0;-171;-444.0;426.0;364.0
-43.0;217.0;177;-567.0;284.0;903.0
-570.0;-55.0;178;-438.0;393.0;672.0
-167.0;89.0;-179;-468.0;158.0;475.0
-184.0;11.0;178;-517.0;374.0;537.0
-334.0;206.0;-167;-536.0;183.0;497.0
-310.0;-67.0;179;-510.0;293.0;482.0
-345.0;-92.0;-177;-371.0;306.0;310.0
-165.0;232.0;-176;-758.0;485.0;651.0
-365.0;111.0;199;-613.0;466.0;426.0
-153.0;83.0;-176;-770.0;456.0;671.0
-320.0;0.0;178;-480.0;379.0;874.0
-591.0;-166.0;16;-553.0;53.0;334.0
-397.0;19.0;151;-401.0;325.0;303.0
-231.0;131.0;174;-363.0;177.0;408.0
-285.0;-10.0;178;-498.0;355.0;417.0
-446.0;-210.0;-162;-740.0;388.0;342.0
-361.0;96.0;-176;-476.0;146.0;555.0
-252.0;-12.0;180;-871.0;-281.0;514.0
-458.0;132.0;-179;-662.0;376.0;879.0
-264.0;-50.0;141;-401.0;186.0;628.0
-210.0;47.0;174;-389.0;261.0;580.0
-342.0;-146.0;-153;-501.0;245.0;390.0
-305.0;202.0;-151;-590.0;505.0;546.0
-354.0;-31.0;-177;-418.0;450.0;482.0
-430.0;-63.0;174;-476.0;344.0;396.0
-363.0;60.0;-178;-473.0;459.0;772.0
-285.0;44.0;167;-419.0;307.0;278.0
-496.0;-6.0;-205;-452.0;548.0;442.0
-436.0;16.0;-179;-561.0;490.0;540.0
-413.0;73.0;-179;-485.0;498.0;518.0
-74.0;63.0;171;-562.0;357.0;597.0
-424.0;57.0;-179;-477.0;475.0;544.0
-485.0;51.0;-179;-467.0;466.0;641.0
-520.0;30.0;-176;-769.0;515.0;678.0
-34.0;79.0;-170;-549.0;552.0;490.0
-462.0;-43.0;-180;-746.0;198.0;284.0
-300.0;51.0;162;-546.0;139.0;791.0
-155.0;177.0;-165;-350.0;190.0;443.0
-391.0;-20.0;175;-750.0;351.0;358.0
-387.0;0.0;135;-567.0;521.0;424.0
-165.0;141.0;-173;-316.0;430.0;710.0
-193.0;-143.0;160;-362.0;511.0;750.0
-2.0;46.0;-177;-584.0;446.0;892.0
125.0;227.0;179;-841.0;-456.0;160.0
-365.0;-24.0;167;-663.0;67.0;337.0
-108.0;60.0;179;-723.0;171.0;508.0
-226.0;-75.0;188;-605.0;269.0;441.0
-433.0;-68.0;-158;-913.0;607.0;457.0
-250.0;-36.0;179;-647.0;294.0;396.0
108.0;100.0;-179;-544.0;381.0;473.0
-283.0;36.0;163;-761.0;333.0;508.0
-48.0;-45.0;210;-535.0;293.0;789.0
-47.0;84.0;-181;-752.0;-79.0;514.0
-36.0;256.0;-173;-804.0;130.0;414.0
314.0;182.0;-178;-916.0;-36.0;284.0
-290.0;-147.0;-150;-620.0;276.0;222.0
-164.0;64.0;-165;-360.0;218.0;440.0
-935.0;-322.0;-176;-460.0;398.0;950.0
-40.0;-157.0;-145;-650.0;380.0;533.0
-521.0;8.0;-170;-550.0;425.0;401.0
-469.0;53.0;-181;-958.0;582.0;446.0
-285.0;-28.0;152;-421.0;419.0;528.0
-1185.0;155.0;-178;-584.0;375.0;981.0
-360.0;107.0;-177;-487.0;189.0;640.0
-163.0;101.0;176;-712.0;321.0;685.0
-450.0;48.0;-173;-440.0;324.0;424.0
-186.0;166.0;-175;-451.0;183.0;288.0
-307.0;155.0;-170;-611.0;262.0;253.0
-450.0;-201.0;157;-609.0;287.0;375.0
235.0;229.0;146;-673.0;184.0;93.0
-229.0;33.0;180;-500.0;256.0;449.0
-170.0;171.0;-179;-411.0;97.0;547.0
-20.0;-120.0;-163;-675.0;95.0;306.0
-520.0;-16.0;-147;-597.0;380.0;303.0
-246.0;118.0;-191;-587.0;242.0;293.0
-419.0;64.0;-215;-774.0;181.0;528.0
-483.0;27.0;-200;-685.0;369.0;471.0
-327.0;168.0;170;-467.0;159.0;362.0
-443.0;46.0;-154;-380.0;575.0;413.0
13.0;252.0;-177;-506.0;421.0;548.0
-226.0;26.0;178;-505.0;267.0;310.0
-341.0;-79.0;181;-650.0;461.0;483.0
-458.0;-26.0;-180;-639.0;2.0;606.0
-317.0;-52.0;173;-686.0;420.0;306.0
-297.0;38.0;-199;-332.0;409.0;355.0
-261.0;17.0;-174;-362.0;219.0;705.0
-286.0;-88.0;-173;-989.0;-70.0;454.0
-452.0;-133.0;-127;-421.0;416.0;584.0
-215.0;104.0;188;-421.0;228.0;366.0
-261.0;35.0;173;-429.0;310.0;587.0
-422.0;102.0;-170;-641.0;704.0;467.0
-434.0;-148.0;-181;-659.0;433.0;564.0
29.0;20.0;160;-637.0;238.0;63.0
-416.0;-28.0;178;-395.0;435.0;629.0
-244.0;-110.0;177;-650.0;376.0;592.0
60.0;124.0;-176;-554.0;399.0;262.0
-332.0;6.0;-263;-570.0;371.0;329.0
-202.0;66.0;-176;-811.0;464.0;667.0
-288.0;-18.0;-172;-316.0;173.0;635.0
-302.0;5.0;152;-478.0;351.0;263.0
-319.0;229.0;-177;-602.0;439.0;627.0
-345.0;-88.0;184;-831.0;271.0;293.0
-333.0;-32.0;-180;-353.0;441.0;600.0
-75.0;258.0;177;-447.0;262.0;570.0
114.0;54.0;-147;-569.0;524.0;257.0
-331.0;348.0;-179;-718.0;354.0;515.0
-650.0;-550.0;-171;-671.0;627.0;862.0
-760.0;-247.0;-176;-668.0;607.0;812.0
-401.0;-172.0;176;-560.0;229.0;766.0
-185.0;140.0;-178;-475.0;465.0;741.0
-262.0;41.0;202;-476.0;351.0;427.0
280.0;179.0;-178;-538.0;393.0;703.0
-269.0;206.0;177;-382.0;346.0;293.0
-54.0;-64.0;176;-909.0;177.0;259.0
-256.0;5.0;-176;-372.0;363.0;383.0
-364.0;0.0;-177;-350.0;492.0;461.0
-272.0;58.0;169;-425.0;392.0;471.0
-451.0;-217.0;-169;-586.0;443.0;111.0
-312.0;306.0;-177;-590.0;375.0;727.0
-306.0;0.0;-179;-634.0;444.0;903.0
-154.0;85.0;-173;-400.0;281.0;661.0
-709.0;-255.0;-176;-830.0;-57.0;691.0
27.0;133.0;179;-649.0;245.0;717.0
-298.0;-7.0;149;-427.0;364.0;659.0
-533.0;12.0;142;-658.0;299.0;293.0
-237.0;38.0;183;-513.0;172.0;490.0
-656.0;-46.0;177;-519.0;316.0;426.0
-328.0;46.0;-185;-421.0;231.0;656.0
-165.0;31.0;-174;-489.0;508.0;667.0
-334.0;-69.0;179;-710.0;321.0;431.0
-233.0;30.0;-172;-501.0;125.0;331.0
-240.0;-17.0;-169;-482.0;299.0;276.0
-454.0;137.0;-110;-720.0;383.0;416.0
159.0;170.0;172;-711.0;20.0;306.0
-278.0;20.0;-177;-586.0;-40.0;632.0
-25.0;246.0;-165;-574.0;58.0;990.0
-427.0;-75.0;-179;-441.0;154.0;-404.0
-216.0;-1.0;-179;-393.0;139.0;490.0
-94.0;332.0;-177;-545.0;144.0;520.0
-29.0;203.0;-174;-370.0;396.0;403.0
-653.0;-303.0;-155;-667.0;307.0;361.0
-367.0;94.0;173;-519.0;407.0;565.0
-339.0;-138.0;-174;-760.0;427.0;409.0
-450.0;112.0;-177;-669.0;516.0;776.0
-157.0;140.0;178;-444.0;346.0;389.0
-142.0;193.0;174;-992.0;-20.0;519.0
-186.0;92.0;177;-348.0;322.0;406.0
-148.0;174.0;-171;-573.0;457.0;819.0
-712.0;-107.0;164;-418.0;464.0;739.0
-558.0;281.0;-177;-522.0;407.0;541.0
-290.0;-28.0;-176;-387.0;390.0;369.0
-479.0;253.0;180;-421.0;263.0;866.0
7.0;137.0;-171;-806.0;650.0;501.0
-525.0;16.0;-165;-690.0;341.0;736.0
-304.0;22.0;-186;-375.0;320.0;373.0
-443.0;-135.0;-180;-683.0;442.0;443.0
-241.0;-10.0;-174;-481.0;161.0;672.0
-258.0;152.0;192;-442.0;256.0;142.0
-156.0;138.0;-178;-795.0;-374.0;277.0
-327.0;-10.0;194;-335.0;349.0;460.0
-270.0;213.0;-174;-484.0;187.0;431.0
-270.0;-98.0;178;-742.0;281.0;457.0
-681.0;-297.0;-179;-580.0;415.0;561.0
-222.0;-38.0;146;-377.0;273.0;525.0
-398.0;-115.0;166;-365.0;427.0;448.0
