Accelerometer RKN_ accY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;Accelerometer HIP accX;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
812.0;1045.0;-93;?;192.0;352;122.0;?;672.0;?;240.0;?;-93
822.0;?;?;?;-40.0;348;178.0;701.0;672.0;-530.0;?;503.0;?
?;1036.0;-94;813.0;156.0;348;102.0;682.0;664.0;-505.0;?;497.0;?
517.0;857.0;?;791.0;242.0;335;125.0;661.0;?;-486.0;73.0;494.0;-53
618.0;494.0;36;853.0;155.0;334;112.0;638.0;631.0;-531.0;18.0;?;36
549.0;169.0;60;?;-27.0;361;65.0;616.0;609.0;-451.0;-37.0;462.0;60
?;-5.0;?;878.0;-238.0;349;23.0;596.0;587.0;-449.0;-89.0;448.0;34
898.0;-91.0;33;?;-292.0;340;12.0;576.0;565.0;-548.0;?;446.0;?
752.0;?;52;947.0;?;337;-42.0;557.0;?;-473.0;-160.0;452.0;52
639.0;-352.0;40;923.0;-100.0;331;-50.0;?;529.0;-384.0;-187.0;456.0;?
?;-334.0;29;988.0;-148.0;351;-98.0;519.0;515.0;-332.0;-212.0;?;29
?;-296.0;99;1043.0;-325.0;321;-186.0;501.0;505.0;-370.0;-236.0;448.0;?
964.0;-257.0;?;940.0;?;306;?;486.0;496.0;?;-261.0;437.0;122
?;-97.0;109;703.0;?;186;-329.0;?;489.0;-539.0;?;420.0;109
613.0;116.0;81;?;?;190;?;?;?;-483.0;-315.0;400.0;81
726.0;?;?;?;?;?;-440.0;450.0;475.0;-486.0;-342.0;376.0;50
678.0;443.0;85;?;-274.0;401;-421.0;434.0;468.0;-387.0;?;346.0;?
?;565.0;21;666.0;-272.0;383;-422.0;416.0;461.0;-451.0;?;311.0;21
511.0;?;-15;694.0;-292.0;390;-500.0;394.0;?;-470.0;-413.0;270.0;-15
443.0;822.0;?;?;?;338;-510.0;370.0;443.0;-441.0;-437.0;226.0;-7
390.0;767.0;?;699.0;-459.0;399;-571.0;?;430.0;-341.0;?;179.0;-30
335.0;776.0;-2;628.0;-483.0;365;?;311.0;?;-343.0;-493.0;?;-2
404.0;734.0;-59;?;-643.0;352;-727.0;282.0;396.0;-384.0;-523.0;91.0;-59
545.0;667.0;-103;713.0;-537.0;?;-703.0;?;374.0;?;?;53.0;-103
568.0;565.0;-205;804.0;-491.0;331;-730.0;218.0;350.0;-363.0;-581.0;16.0;?
398.0;294.0;-328;838.0;-445.0;354;-721.0;188.0;326.0;?;-603.0;?;-328
366.0;110.0;-358;848.0;?;403;-763.0;160.0;?;?;?;-49.0;-358
460.0;-86.0;-522;?;?;355;-812.0;131.0;287.0;-287.0;-634.0;-68.0;-522
468.0;-236.0;?;?;-401.0;426;-914.0;?;?;-122.0;-646.0;-77.0;-736
390.0;-580.0;-344;?;-428.0;-71;?;81.0;251.0;-336.0;-658.0;-77.0;?
470.0;-948.0;578;1600.0;-442.0;-5;-969.0;60.0;233.0;-174.0;-668.0;-73.0;?
503.0;?;350;?;-327.0;?;-1077.0;45.0;?;?;-676.0;-62.0;350
471.0;?;-2464;1165.0;-338.0;1800;-977.0;?;209.0;-452.0;-682.0;?;-2464
534.0;-1068.0;-2640;912.0;-353.0;1836;-896.0;39.0;201.0;-453.0;-687.0;?;?
619.0;18.0;2220;948.0;-423.0;592;-744.0;30.0;192.0;-243.0;-693.0;26.0;2220
572.0;242.0;3565;1167.0;-375.0;-349;-868.0;14.0;180.0;-27.0;?;53.0;3565
514.0;?;?;1068.0;-314.0;136;?;-4.0;166.0;-134.0;-711.0;56.0;1661
720.0;294.0;2518;?;-264.0;269;-697.0;-23.0;151.0;-201.0;-719.0;30.0;2518
831.0;246.0;3673;831.0;-235.0;195;?;-41.0;135.0;-115.0;-728.0;-7.0;3673
?;278.0;3686;?;?;247;-712.0;-57.0;119.0;-43.0;-737.0;-26.0;3686
?;317.0;3145;?;-288.0;-597;-727.0;-75.0;105.0;-113.0;-745.0;-33.0;?
767.0;297.0;?;937.0;-300.0;-862;-743.0;?;92.0;?;-754.0;-40.0;1845
?;285.0;1387;984.0;-370.0;?;-761.0;?;83.0;?;-764.0;-52.0;1387
660.0;281.0;1019;965.0;-389.0;-618;-826.0;-130.0;75.0;-103.0;-775.0;-66.0;1019
1008.0;193.0;-768;908.0;-34.0;-426;-865.0;-149.0;?;-63.0;-786.0;-80.0;?
?;156.0;-2243;?;181.0;-427;-905.0;-171.0;58.0;-30.0;-797.0;-93.0;?
1404.0;38.0;-3633;1009.0;235.0;-132;-958.0;-193.0;?;?;-806.0;-105.0;-3633
958.0;-124.0;?;965.0;225.0;782;-956.0;-216.0;28.0;?;-812.0;?;-4462
705.0;-158.0;-1946;1021.0;-78.0;-1045;-925.0;-237.0;12.0;?;-818.0;-145.0;-1946
204.0;-193.0;-2392;995.0;-114.0;689;-906.0;-255.0;-4.0;-55.0;-823.0;-169.0;?
329.0;-168.0;-4754;974.0;-50.0;4024;-834.0;-269.0;-19.0;?;-827.0;-193.0;-4754
494.0;54.0;-1216;?;-37.0;-514;-736.0;-281.0;-30.0;-141.0;-831.0;-216.0;-1216
571.0;443.0;565;1223.0;4.0;-1865;-730.0;-290.0;-33.0;-659.0;-837.0;?;565
636.0;872.0;-210;1006.0;?;422;-818.0;?;?;-400.0;?;?;-210
623.0;1353.0;398;?;40.0;100;-1180.0;-317.0;?;-210.0;?;-286.0;?
674.0;1741.0;?;1019.0;111.0;393;-1341.0;?;-56.0;?;-859.0;-312.0;94
612.0;1644.0;13;959.0;83.0;308;-1167.0;-359.0;-75.0;-174.0;-860.0;-352.0;13
681.0;1461.0;-29;839.0;319.0;218;-1098.0;?;-96.0;-121.0;-857.0;-401.0;?
706.0;?;-185;817.0;-53.0;319;-1029.0;-378.0;?;-116.0;-852.0;?;-185
843.0;?;-106;779.0;422.0;219;-949.0;-390.0;?;-143.0;?;-466.0;?
?;900.0;-179;841.0;-106.0;272;?;-405.0;-123.0;-137.0;-848.0;-482.0;-179
1992.0;736.0;-219;994.0;1804.0;230;?;-422.0;-137.0;-109.0;-844.0;-495.0;-219
?;555.0;-219;988.0;753.0;234;-916.0;?;?;-61.0;-838.0;-513.0;?
199.0;649.0;?;860.0;-665.0;238;-975.0;-459.0;?;-2.0;?;-535.0;-220
1122.0;764.0;-191;857.0;-483.0;?;-1006.0;-474.0;-197.0;72.0;-821.0;-555.0;?
877.0;?;-166;?;-278.0;199;-967.0;-484.0;-211.0;116.0;-812.0;-571.0;?
1173.0;861.0;-218;947.0;-375.0;206;-910.0;-491.0;-221.0;118.0;-803.0;-581.0;-218
946.0;910.0;-338;972.0;-269.0;?;-889.0;-497.0;-229.0;122.0;-795.0;?;?
?;1006.0;-916;?;-245.0;210;-902.0;-505.0;-237.0;168.0;-787.0;-593.0;-916
950.0;1032.0;-1369;1131.0;-157.0;126;-935.0;?;-246.0;223.0;-779.0;-591.0;-1369
973.0;1026.0;-239;1329.0;?;-186;-1029.0;-525.0;-257.0;?;-769.0;-586.0;-239
?;1043.0;1179;1567.0;-88.0;160;-1106.0;-536.0;-269.0;-564.0;-757.0;-581.0;?
?;973.0;1125;1302.0;-78.0;762;-1118.0;-546.0;-279.0;-643.0;?;-583.0;1125
988.0;?;299;716.0;-87.0;451;-1200.0;-556.0;?;-303.0;-735.0;-593.0;299
982.0;?;-163;918.0;-57.0;33;-1242.0;-565.0;-293.0;-235.0;-726.0;-606.0;-163
980.0;574.0;-83;1141.0;-56.0;117;-859.0;?;-297.0;?;-725.0;?;-83
954.0;382.0;?;?;-102.0;?;?;-576.0;?;-97.0;-729.0;-632.0;173
916.0;182.0;?;?;?;-141;-825.0;-578.0;-319.0;-128.0;-736.0;-646.0;472
1013.0;-216.0;770;716.0;?;-147;-803.0;-582.0;-328.0;-37.0;?;?;?
1001.0;-466.0;715;899.0;-224.0;-131;-836.0;-583.0;-333.0;-23.0;-770.0;-657.0;715
954.0;-670.0;532;?;-68.0;?;-820.0;-584.0;-339.0;-2.0;-789.0;-647.0;532
918.0;-861.0;517;1000.0;260.0;-77;-828.0;-587.0;-344.0;8.0;-806.0;-635.0;?
952.0;-992.0;116;938.0;534.0;-278;-849.0;-590.0;-349.0;78.0;-821.0;-626.0;116
867.0;-1006.0;-150;917.0;518.0;132;-894.0;?;-354.0;?;?;?;?
1128.0;-1083.0;242;899.0;374.0;371;-916.0;-595.0;-357.0;187.0;-840.0;-610.0;242
1680.0;-1056.0;1438;918.0;13.0;?;-896.0;-596.0;-357.0;?;-846.0;-599.0;1438
?;-1025.0;2328;938.0;-82.0;655;?;-596.0;-355.0;62.0;-850.0;-588.0;2328
?;?;?;?;?;-191;?;?;?;?;-853.0;-575.0;2001
?;-922.0;?;1124.0;-637.0;?;-828.0;-589.0;-345.0;?;-854.0;-561.0;?
515.0;-723.0;?;?;-538.0;-657;?;-587.0;?;70.0;-852.0;-544.0;1257
613.0;-527.0;?;1413.0;-430.0;?;-1032.0;-585.0;-324.0;-258.0;-847.0;-525.0;-207
566.0;-229.0;611;1354.0;-378.0;-519;-1103.0;?;-311.0;-314.0;-838.0;-509.0;611
615.0;?;?;1100.0;-386.0;?;-1175.0;-582.0;-298.0;?;-825.0;-497.0;?
700.0;309.0;-20;619.0;-424.0;?;-1359.0;-581.0;?;-488.0;-805.0;-486.0;-20
723.0;650.0;66;713.0;-350.0;318;-1126.0;-578.0;?;-323.0;-784.0;-479.0;66
679.0;801.0;-127;1049.0;-354.0;?;-941.0;-567.0;-262.0;-237.0;-770.0;-483.0;-127
794.0;882.0;?;1093.0;-269.0;278;?;?;-253.0;-108.0;-769.0;-496.0;-39
820.0;?;-63;948.0;?;273;-845.0;-543.0;?;-64.0;-776.0;-512.0;-63
914.0;?;?;804.0;?;263;?;-549.0;?;-145.0;-785.0;-531.0;?
976.0;1097.0;-30;?;266.0;267;-891.0;-559.0;?;-117.0;?;-555.0;-30
677.0;1105.0;-15;?;778.0;275;-907.0;-569.0;?;-108.0;-797.0;-580.0;-15
455.0;984.0;?;934.0;835.0;?;-879.0;-575.0;-325.0;-78.0;-807.0;?;?
1103.0;785.0;-11;879.0;?;264;-896.0;-581.0;-335.0;22.0;-819.0;?;-11
1546.0;490.0;-22;871.0;781.0;269;?;?;?;97.0;?;-627.0;-22
1330.0;?;-4;866.0;27.0;260;-938.0;-594.0;-343.0;?;-843.0;-633.0;-4
763.0;297.0;41;?;-571.0;255;-939.0;?;-352.0;?;-851.0;-636.0;41
?;228.0;-69;800.0;-399.0;257;-904.0;-605.0;-364.0;63.0;?;-638.0;-69
1130.0;105.0;?;991.0;-146.0;266;-870.0;-608.0;-375.0;-112.0;-863.0;-641.0;-31
927.0;-9.0;-281;1200.0;-107.0;263;-824.0;-611.0;-381.0;-96.0;-870.0;?;-281
1008.0;-83.0;-427;1510.0;?;341;-923.0;?;-382.0;-105.0;-877.0;-652.0;-427
913.0;-196.0;-273;1586.0;133.0;392;?;?;-376.0;26.0;-885.0;-655.0;-273
?;-333.0;?;?;147.0;210;-1313.0;?;-375.0;99.0;-889.0;-647.0;-995
989.0;-433.0;?;686.0;?;287;-1398.0;?;-379.0;1.0;-887.0;-634.0;-388
?;-421.0;1124;?;54.0;157;-1103.0;-645.0;-386.0;-18.0;-882.0;-617.0;1124
933.0;-374.0;1597;987.0;?;61;-925.0;?;-394.0;?;-877.0;-607.0;1597
990.0;-550.0;2598;1120.0;-147.0;?;-759.0;-653.0;-407.0;-186.0;-870.0;-613.0;?
976.0;-748.0;2473;1175.0;-195.0;-129;?;-656.0;-416.0;-79.0;-865.0;-625.0;2473
957.0;-858.0;946;1072.0;-136.0;-20;-837.0;-661.0;-421.0;17.0;?;?;?
974.0;-863.0;676;927.0;-96.0;-329;-870.0;-666.0;-427.0;-31.0;-856.0;-614.0;676
1006.0;-971.0;?;865.0;-20.0;361;-875.0;-675.0;-446.0;?;-842.0;-596.0;?
1064.0;-1073.0;-1856;930.0;77.0;1663;-820.0;-689.0;-481.0;-35.0;-816.0;-582.0;-1856
1011.0;-1008.0;?;1050.0;?;795;-774.0;?;?;-50.0;-781.0;-571.0;?
?;-910.0;1559;1095.0;292.0;?;-780.0;-724.0;-555.0;-87.0;?;-560.0;?
1258.0;?;1173;?;501.0;754;-801.0;-729.0;-582.0;-67.0;-733.0;-550.0;1173
1522.0;-547.0;1815;966.0;448.0;640;-819.0;?;?;-55.0;-756.0;-541.0;1815
1395.0;-364.0;1139;972.0;-45.0;726;-841.0;-726.0;?;-86.0;-753.0;?;1139
1265.0;-88.0;500;1029.0;-623.0;280;-829.0;?;-576.0;-130.0;-756.0;?;500
961.0;108.0;?;1074.0;-749.0;?;-885.0;-705.0;-550.0;-101.0;?;-516.0;22
583.0;165.0;-276;1048.0;?;?;-885.0;-690.0;-511.0;?;-817.0;-513.0;-276
478.0;265.0;?;1003.0;-578.0;273;-899.0;-682.0;-486.0;22.0;?;-513.0;-199
489.0;454.0;-63;957.0;-582.0;367;-910.0;-672.0;-477.0;49.0;-847.0;?;-63
462.0;628.0;44;976.0;-552.0;?;-943.0;-667.0;-476.0;59.0;-851.0;?;?
489.0;717.0;71;986.0;-547.0;335;-936.0;-666.0;?;?;-849.0;-528.0;71
438.0;761.0;?;1013.0;-533.0;374;-914.0;-662.0;-475.0;26.0;-854.0;?;68
499.0;811.0;2;?;?;?;-911.0;?;-470.0;21.0;-858.0;-544.0;?
485.0;721.0;?;?;-583.0;336;-905.0;-654.0;-467.0;4.0;-861.0;-552.0;?
659.0;613.0;53;977.0;-740.0;357;-898.0;-651.0;-466.0;-9.0;-862.0;-561.0;53
828.0;462.0;12;980.0;-377.0;?;-923.0;-649.0;-465.0;5.0;?;-569.0;12
1519.0;311.0;-43;?;33.0;352;-939.0;-651.0;?;12.0;-864.0;-577.0;-43
?;180.0;-28;968.0;564.0;346;-970.0;?;?;25.0;-864.0;-585.0;-28
305.0;38.0;-14;?;?;?;?;-650.0;-467.0;?;-865.0;?;-14
1364.0;-13.0;-9;975.0;770.0;345;-986.0;-644.0;?;-21.0;-871.0;-602.0;-9
1523.0;-124.0;?;975.0;338.0;353;-972.0;-633.0;-439.0;12.0;-883.0;-609.0;-3
1170.0;-215.0;-30;986.0;-670.0;357;?;-621.0;-423.0;28.0;?;-613.0;-30
754.0;?;-44;992.0;-394.0;352;-958.0;-611.0;-413.0;16.0;-896.0;-615.0;-44
1114.0;?;-15;979.0;-156.0;349;-964.0;-602.0;-408.0;6.0;-898.0;?;-15
948.0;-472.0;-37;983.0;?;373;?;-594.0;-402.0;38.0;-900.0;-611.0;-37
1073.0;-572.0;-110;995.0;-158.0;416;-949.0;?;-395.0;2.0;?;?;-110
991.0;?;-168;1014.0;0.0;387;?;?;-392.0;-10.0;?;-597.0;-168
?;-662.0;-161;?;-101.0;412;-920.0;-564.0;-397.0;14.0;-898.0;-587.0;-161
986.0;-703.0;-347;994.0;-70.0;?;-944.0;-551.0;?;51.0;-892.0;-574.0;-347
1006.0;-733.0;-464;?;-40.0;?;-897.0;-538.0;-421.0;49.0;?;-558.0;-464
958.0;-702.0;327;1025.0;-19.0;644;-875.0;-524.0;-435.0;44.0;-873.0;-541.0;?
993.0;?;1208;1039.0;-57.0;712;-863.0;-508.0;-442.0;11.0;-864.0;-522.0;?
995.0;-610.0;1171;1036.0;5.0;467;-854.0;-495.0;-436.0;-7.0;-858.0;-504.0;1171
1002.0;-519.0;1003;1038.0;?;420;?;-487.0;-412.0;?;-856.0;-486.0;1003
1000.0;-492.0;1007;1011.0;71.0;?;-856.0;-489.0;-365.0;16.0;-859.0;-468.0;?
970.0;-478.0;857;1002.0;68.0;?;-858.0;?;-308.0;91.0;-857.0;-451.0;857
984.0;?;960;1019.0;45.0;563;?;?;-254.0;129.0;-846.0;-435.0;960
987.0;?;?;1046.0;13.0;481;?;-503.0;?;80.0;-828.0;-421.0;1107
1004.0;-56.0;1251;1028.0;?;464;-908.0;-485.0;-171.0;67.0;?;-404.0;1251
999.0;27.0;1322;980.0;-12.0;435;-928.0;-447.0;-131.0;55.0;-811.0;-381.0;1322
?;2.0;1313;?;-19.0;434;-897.0;-412.0;-99.0;46.0;?;?;1313
?;-121.0;1609;1041.0;-40.0;446;?;-391.0;-88.0;78.0;-813.0;-327.0;?
989.0;-268.0;?;1024.0;-39.0;287;-841.0;-377.0;-91.0;59.0;-809.0;-303.0;1550
965.0;-320.0;1982;1032.0;-6.0;466;-866.0;-365.0;-101.0;39.0;?;-281.0;1982
970.0;-331.0;2052;1003.0;9.0;125;?;?;-108.0;55.0;-812.0;-258.0;?
1006.0;-316.0;2531;988.0;-3.0;210;-898.0;-345.0;-115.0;103.0;-815.0;-232.0;2531
985.0;-363.0;2666;967.0;?;290;?;?;-123.0;125.0;-817.0;-204.0;2666
1001.0;?;-611;972.0;-82.0;-1202;-870.0;-343.0;-121.0;167.0;?;-176.0;-611
?;-412.0;-1232;?;-49.0;-10;-870.0;-339.0;-99.0;126.0;-820.0;-151.0;-1232
?;?;61;1127.0;-8.0;1027;?;-329.0;-63.0;-23.0;-823.0;?;61
993.0;-359.0;-484;1122.0;-13.0;?;-868.0;-314.0;-26.0;-61.0;-825.0;-111.0;-484
972.0;?;-89;1069.0;44.0;324;-958.0;-298.0;9.0;-108.0;-827.0;?;?
993.0;-34.0;?;1001.0;27.0;377;-1066.0;-282.0;36.0;-385.0;-829.0;-85.0;-32
999.0;199.0;-211;1158.0;-18.0;214;?;-269.0;?;-405.0;-830.0;-81.0;-211
989.0;357.0;-45;1251.0;?;?;?;-262.0;55.0;-233.0;-831.0;-82.0;-45
?;?;-123;?;-24.0;?;-1093.0;?;55.0;-132.0;?;-90.0;-123
?;?;-124;698.0;-24.0;?;-1110.0;-252.0;55.0;-132.0;?;-103.0;?
979.0;?;-125;607.0;50.0;293;-1051.0;-239.0;57.0;?;-822.0;-117.0;?
1016.0;765.0;-86;721.0;-2.0;263;?;-226.0;61.0;-145.0;-817.0;-135.0;?
995.0;733.0;?;872.0;17.0;261;?;-216.0;61.0;-187.0;?;-160.0;-116
?;?;-78;956.0;?;253;-774.0;-213.0;58.0;?;-809.0;?;?
?;471.0;-61;995.0;34.0;207;-818.0;-211.0;?;-39.0;-806.0;-211.0;-61
985.0;472.0;?;906.0;?;190;-902.0;-209.0;45.0;-8.0;-804.0;-236.0;-49
995.0;528.0;?;?;11.0;304;-948.0;-207.0;39.0;76.0;-803.0;-261.0;59
989.0;590.0;?;878.0;40.0;291;-959.0;?;40.0;78.0;-801.0;-286.0;-38
977.0;?;-216;914.0;31.0;203;-955.0;-197.0;45.0;106.0;-799.0;-309.0;-216
?;564.0;-255;1019.0;15.0;328;-956.0;-193.0;50.0;8.0;-798.0;-326.0;-255
1007.0;?;-625;1124.0;37.0;258;-921.0;?;55.0;-167.0;-798.0;?;?
1006.0;321.0;-1105;1140.0;25.0;67;-941.0;-194.0;59.0;17.0;-799.0;-352.0;-1105
1000.0;182.0;-1582;1274.0;?;263;-1001.0;-194.0;67.0;208.0;?;-361.0;?
997.0;-49.0;-1733;1528.0;62.0;319;-1053.0;-191.0;81.0;-196.0;-798.0;-365.0;?
991.0;-276.0;-897;1322.0;51.0;?;-1063.0;-187.0;?;-483.0;-796.0;-363.0;?
988.0;-451.0;-596;889.0;?;482;?;?;?;-345.0;-793.0;-350.0;-596
998.0;-599.0;?;759.0;21.0;?;-1344.0;-188.0;127.0;-178.0;-790.0;?;-139
?;?;771;902.0;?;10;-990.0;-185.0;133.0;-128.0;-788.0;-285.0;?
989.0;-757.0;579;?;26.0;?;-717.0;?;132.0;?;?;-248.0;579
990.0;-680.0;640;1013.0;3.0;-29;-774.0;-162.0;130.0;-176.0;-781.0;-215.0;?
997.0;-628.0;?;?;0.0;-68;-789.0;-150.0;132.0;?;-771.0;-185.0;867
986.0;?;770;?;-24.0;-18;?;-138.0;134.0;-82.0;-760.0;?;770
987.0;-987.0;645;922.0;17.0;65;?;-130.0;130.0;-28.0;-749.0;-109.0;645
957.0;-1130.0;310;1016.0;71.0;74;-845.0;-125.0;121.0;?;?;-66.0;310
973.0;-1194.0;192;?;199.0;55;-845.0;-121.0;109.0;?;-727.0;-25.0;192
944.0;?;-170;920.0;282.0;?;-852.0;-115.0;94.0;32.0;-715.0;10.0;?
934.0;-890.0;-643;867.0;489.0;-73;-875.0;?;82.0;98.0;?;38.0;?
1003.0;?;7;918.0;596.0;?;-904.0;-104.0;73.0;108.0;-687.0;60.0;7
1423.0;-600.0;?;996.0;213.0;?;-897.0;-100.0;?;68.0;-675.0;78.0;865
1395.0;?;1630;?;-174.0;574;-880.0;-97.0;69.0;-81.0;-665.0;93.0;1630
1246.0;-312.0;1671;1092.0;-498.0;524;-875.0;-94.0;71.0;72.0;?;104.0;?
?;-133.0;-178;?;-307.0;?;?;?;75.0;?;-657.0;111.0;-178
894.0;65.0;-420;1350.0;-279.0;1591;-987.0;-90.0;86.0;-112.0;?;116.0;-420
930.0;299.0;659;1297.0;-341.0;14;-1092.0;?;103.0;-335.0;-662.0;114.0;659
834.0;574.0;409;?;?;?;?;-83.0;123.0;-324.0;-669.0;102.0;?
803.0;804.0;109;648.0;-389.0;342;-1203.0;-80.0;148.0;?;?;83.0;?
752.0;883.0;44;845.0;?;280;?;-72.0;177.0;-252.0;-691.0;55.0;44
835.0;847.0;?;1180.0;-410.0;?;-914.0;-63.0;202.0;-203.0;?;15.0;-31
879.0;781.0;-32;1213.0;-396.0;261;-820.0;-54.0;214.0;?;-713.0;-32.0;-32
919.0;871.0;-24;908.0;-135.0;307;-872.0;-50.0;220.0;-76.0;-721.0;-81.0;-24
982.0;?;?;724.0;-78.0;283;-903.0;-61.0;220.0;-152.0;-729.0;-127.0;-31
856.0;892.0;-53;777.0;42.0;291;-976.0;?;202.0;-154.0;-741.0;-169.0;-53
?;768.0;-48;851.0;678.0;293;?;-102.0;172.0;-86.0;-753.0;-209.0;-48
572.0;614.0;-91;886.0;430.0;?;-872.0;?;?;-64.0;-763.0;-244.0;-91
921.0;386.0;-42;852.0;122.0;276;?;?;111.0;14.0;?;?;-42
1258.0;232.0;-47;842.0;234.0;267;-885.0;-156.0;?;98.0;-776.0;-299.0;-47
1213.0;147.0;-129;?;?;309;?;-174.0;56.0;114.0;-782.0;-319.0;-129
1001.0;?;-178;861.0;?;312;?;-191.0;26.0;111.0;-787.0;-334.0;-178
939.0;139.0;-193;?;-367.0;300;-880.0;-202.0;-10.0;-11.0;-792.0;-346.0;-193
876.0;163.0;-101;1049.0;-288.0;353;-840.0;-214.0;-51.0;-79.0;-796.0;-353.0;-101
1141.0;?;-625;1148.0;-86.0;?;?;-230.0;?;?;-799.0;?;-625
930.0;180.0;?;1350.0;-137.0;?;-1018.0;-249.0;-145.0;161.0;?;-350.0;-1706
?;83.0;-1456;?;-92.0;242;-1109.0;-268.0;?;-230.0;-804.0;-337.0;-1456
?;-87.0;-268;1037.0;-81.0;176;-1143.0;-287.0;-228.0;-220.0;-803.0;-317.0;-268
943.0;-168.0;-246;595.0;42.0;418;?;-306.0;-258.0;?;-803.0;-292.0;-246
930.0;4.0;-167;904.0;98.0;282;-1181.0;-319.0;-278.0;-11.0;-806.0;-265.0;-167
971.0;?;1334;1057.0;38.0;?;-956.0;-329.0;?;-144.0;-810.0;-249.0;1334
?;-382.0;1900;?;?;19;-882.0;-340.0;?;-198.0;-812.0;-247.0;1900
997.0;-742.0;1211;1069.0;-105.0;?;-775.0;-349.0;?;-226.0;-811.0;-256.0;1211
951.0;?;828;1038.0;-125.0;-78;-740.0;-357.0;-360.0;-134.0;-808.0;-258.0;828
?;?;304;966.0;-114.0;241;-797.0;?;-390.0;?;-801.0;-241.0;?
992.0;-808.0;-656;957.0;-38.0;-342;-771.0;-365.0;-423.0;?;-788.0;-221.0;-656
?;-846.0;-2148;?;?;269;-726.0;-374.0;-441.0;?;-781.0;-208.0;-2148
1067.0;-791.0;?;1076.0;?;819;-745.0;-380.0;?;-118.0;?;-199.0;-2221
1138.0;-619.0;-1161;1051.0;265.0;-14;-727.0;?;?;?;-785.0;-194.0;-1161
1356.0;-511.0;?;?;516.0;55;-695.0;-370.0;-422.0;-116.0;-790.0;-193.0;-1107
1676.0;?;-681;986.0;545.0;?;-702.0;-356.0;-399.0;-118.0;-797.0;-196.0;-681
1295.0;-124.0;-516;?;-27.0;-148;-688.0;-349.0;?;-138.0;-794.0;?;-516
1387.0;115.0;-1242;?;-718.0;?;-702.0;?;-403.0;-197.0;?;?;-1242
871.0;?;-1629;1012.0;-899.0;-205;-719.0;?;-412.0;-156.0;-793.0;-214.0;-1629
597.0;218.0;-2908;1013.0;-712.0;-256;-757.0;-360.0;?;?;-780.0;-224.0;-2908
449.0;252.0;-3885;?;-616.0;-293;-801.0;?;-461.0;?;-770.0;?;-3885
373.0;?;-3687;1039.0;-720.0;-79;-848.0;-388.0;-477.0;-86.0;-758.0;?;-3687
461.0;455.0;-4422;957.0;-578.0;?;-830.0;-381.0;-482.0;-113.0;?;-275.0;-4422
401.0;633.0;-2154;968.0;?;?;?;?;-479.0;-146.0;-745.0;-295.0;-2154
398.0;753.0;1077;?;?;?;-758.0;-357.0;-477.0;-140.0;-743.0;-317.0;1077
488.0;785.0;443;1044.0;-555.0;282;-724.0;-356.0;-476.0;?;-741.0;-341.0;443
632.0;?;105;1092.0;-734.0;270;-717.0;-360.0;-480.0;-230.0;-734.0;-366.0;105
668.0;845.0;178;?;?;?;-793.0;-363.0;-474.0;-250.0;?;-390.0;178
1194.0;912.0;35;?;-147.0;104;-934.0;-360.0;-466.0;-158.0;-744.0;-412.0;35
?;?;195;928.0;-107.0;339;-916.0;-360.0;-465.0;-168.0;-745.0;-433.0;195
-166.0;983.0;42;953.0;1703.0;247;-908.0;-365.0;?;?;-748.0;-451.0;42
825.0;934.0;74;965.0;569.0;305;-888.0;-372.0;?;-232.0;-753.0;?;74
?;?;43;?;?;284;?;-377.0;-442.0;-285.0;-758.0;?;43
1281.0;836.0;12;?;612.0;?;?;-374.0;-429.0;?;-766.0;-483.0;12
?;?;47;974.0;-143.0;283;-912.0;?;-413.0;-154.0;-775.0;-493.0;47
714.0;882.0;?;905.0;-532.0;261;?;?;-393.0;?;-784.0;?;12
1000.0;872.0;0;?;-319.0;276;-886.0;-358.0;-371.0;-173.0;-793.0;-507.0;0
1077.0;866.0;18;885.0;-161.0;291;-864.0;-353.0;-348.0;-188.0;-796.0;-510.0;18
905.0;766.0;18;911.0;-208.0;290;-871.0;-345.0;-320.0;-186.0;-803.0;?;18
1056.0;?;15;899.0;-258.0;297;-904.0;-332.0;-285.0;-205.0;-817.0;-512.0;15
1040.0;699.0;-5;860.0;-86.0;291;-899.0;?;-246.0;-197.0;-827.0;-511.0;-5
939.0;?;15;879.0;-112.0;288;?;-332.0;-226.0;-216.0;-831.0;-511.0;15
1025.0;389.0;35;?;?;297;-919.0;?;-210.0;-234.0;?;-504.0;35
993.0;274.0;-13;?;-15.0;277;-925.0;-346.0;-204.0;-186.0;-841.0;?;-13
1011.0;131.0;-10;969.0;-40.0;283;-937.0;-358.0;-200.0;-217.0;-844.0;-474.0;-10
1009.0;-187.0;1;1066.0;-82.0;324;-952.0;?;-197.0;-169.0;-850.0;-457.0;1
989.0;?;?;?;-40.0;281;-970.0;-382.0;?;-4.0;-854.0;-439.0;-65
997.0;-627.0;?;908.0;-51.0;332;-992.0;-396.0;-203.0;20.0;?;-429.0;-67
