InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;Accelerometer BACK accX
-213.0;3.0;-217.0;46;105.0;-177.0;-50.0;351.0;53.0;-118.0;-116.0
26.0;-379.0;-392.0;14;-64.0;-256.0;64.0;172.0;209.0;-250.0;531.0
-310.0;-94.0;-316.0;824;90.0;-300.0;145.0;-308.0;-104.0;-279.0;253.0
-202.0;-48.0;-264.0;143;107.0;-57.0;-21.0;-226.0;-95.0;-198.0;-5.0
58.0;-39.0;-298.0;106;-4.0;-302.0;208.0;-433.0;-4.0;-259.0;379.0
-299.0;-377.0;-362.0;4;-48.0;-256.0;58.0;446.0;192.0;-268.0;327.0
-12.0;-90.0;-1.0;-217;271.0;1.0;-227.0;-319.0;-241.0;-97.0;210.0
320.0;-295.0;-343.0;-69;-76.0;-282.0;69.0;-83.0;152.0;-206.0;16.0
235.0;-297.0;-340.0;-52;-74.0;-279.0;64.0;-83.0;148.0;-210.0;34.0
79.0;-297.0;-334.0;11;-71.0;-274.0;56.0;-40.0;143.0;-215.0;105.0
-186.0;-293.0;-340.0;14;-47.0;-253.0;35.0;-40.0;130.0;-188.0;202.0
-185.0;-293.0;-356.0;2;-3.0;-256.0;31.0;-109.0;101.0;-167.0;202.0
382.0;-45.0;-299.0;68;-17.0;-191.0;79.0;472.0;103.0;-231.0;281.0
694.0;-175.0;-74.0;589;-318.0;-124.0;337.0;276.0;227.0;-166.0;209.0
-150.0;-334.0;-616.0;-9;-25.0;-451.0;242.0;-18.0;199.0;-107.0;191.0
-9.0;-325.0;-623.0;-4;-24.0;-453.0;245.0;-4.0;199.0;-106.0;171.0
10.0;-336.0;-613.0;-1;-22.0;-456.0;246.0;-7.0;204.0;-106.0;182.0
59.0;-353.0;-619.0;5;-33.0;-473.0;265.0;45.0;216.0;-112.0;181.0
165.0;-363.0;-618.0;-4;-40.0;-485.0;276.0;32.0;225.0;-121.0;172.0
226.0;-377.0;-607.0;-6;-50.0;-489.0;282.0;4.0;236.0;-137.0;182.0
253.0;-381.0;-601.0;-5;-54.0;-490.0;284.0;28.0;242.0;-143.0;202.0
134.0;-218.0;-516.0;6;-168.0;-618.0;673.0;32.0;335.0;-293.0;67.0
129.0;-25.0;-267.0;-124;129.0;-97.0;-10.0;-226.0;-104.0;-212.0;-31.0
-320.0;-396.0;-268.0;26;-124.0;-305.0;90.0;-154.0;223.0;-231.0;156.0
-900.0;-327.0;-399.0;8;32.0;-291.0;72.0;-7.0;96.0;-150.0;200.0
-122.0;-86.0;-353.0;104;-9.0;-316.0;172.0;12.0;67.0;-303.0;322.0
111.0;-166.0;-514.0;3;-169.0;-618.0;664.0;9.0;333.0;-281.0;59.0
-330.0;-104.0;-317.0;-94;162.0;-85.0;-58.0;-239.0;-108.0;-241.0;-25.0
67.0;-135.0;-520.0;4;-168.0;-614.0;656.0;3.0;333.0;-272.0;58.0
-3.0;-89.0;-545.0;0;-169.0;-612.0;656.0;-24.0;336.0;-263.0;61.0
-17.0;-180.0;-349.0;1;-171.0;-599.0;648.0;-48.0;345.0;-375.0;33.0
-233.0;-166.0;-344.0;3;-171.0;-600.0;651.0;19.0;344.0;-382.0;36.0
-110.0;-270.0;-592.0;2;76.0;-313.0;90.0;-23.0;83.0;161.0;187.0
149.0;-184.0;-449.0;1;-148.0;-606.0;673.0;51.0;337.0;-391.0;-1.0
-216.0;-277.0;-586.0;1;74.0;-311.0;90.0;0.0;84.0;158.0;172.0
-372.0;-302.0;-566.0;4;67.0;-308.0;89.0;-36.0;89.0;149.0;201.0
-329.0;-273.0;-359.0;8;26.0;-252.0;45.0;-356.0;112.0;-284.0;578.0
93.0;-216.0;-524.0;1;-141.0;-616.0;685.0;35.0;336.0;-282.0;7.0
148.0;-260.0;-502.0;1;-135.0;-614.0;683.0;-47.0;333.0;-305.0;43.0
80.0;-275.0;-489.0;4;-134.0;-614.0;684.0;10.0;332.0;-318.0;46.0
142.0;-291.0;-497.0;-1;-132.0;-616.0;686.0;36.0;331.0;-323.0;46.0
165.0;-297.0;-491.0;3;-131.0;-617.0;686.0;-37.0;331.0;-330.0;54.0
10.0;-447.0;-571.0;-2;-170.0;-229.0;661.0;17.0;303.0;-484.0;131.0
5.0;-409.0;-612.0;4;-100.0;-220.0;658.0;37.0;331.0;-407.0;130.0
5.0;-164.0;-300.0;6;-125.0;-617.0;684.0;32.0;326.0;-357.0;32.0
67.0;-155.0;-303.0;-2;-124.0;-617.0;684.0;-11.0;327.0;-358.0;38.0
29.0;-158.0;-311.0;-6;-124.0;-618.0;685.0;-34.0;325.0;-362.0;37.0
-16.0;-161.0;-312.0;0;-128.0;-613.0;684.0;-42.0;328.0;-365.0;48.0
-12.0;-158.0;-312.0;0;-131.0;-608.0;679.0;90.0;333.0;-363.0;40.0
70.0;-164.0;-317.0;1;-137.0;-605.0;674.0;25.0;335.0;-365.0;43.0
206.0;-389.0;-561.0;-10;-147.0;-531.0;587.0;-44.0;242.0;-552.0;123.0
-305.0;228.0;485.0;-1139;108.0;425.0;-267.0;145.0;-273.0;430.0;-14.0
-803.0;-318.0;-383.0;15;206.0;-25.0;-171.0;-77.0;-96.0;38.0;144.0
-671.0;-369.0;-482.0;-1;-641.0;-392.0;532.0;310.0;895.0;-497.0;-65.0
-8.0;-399.0;-485.0;9;-514.0;-576.0;796.0;-2.0;607.0;-598.0;277.0
-73.0;-426.0;-367.0;-1552;-626.0;-364.0;584.0;-236.0;602.0;-555.0;213.0
12.0;-458.0;-592.0;0;-139.0;-549.0;677.0;-24.0;347.0;-457.0;56.0
158.0;-510.0;-609.0;-48;-623.0;-675.0;772.0;-178.0;680.0;-741.0;159.0
-20.0;-413.0;-585.0;-12;-146.0;-471.0;691.0;2.0;421.0;-452.0;68.0
25.0;-407.0;-592.0;0;-124.0;-631.0;664.0;-17.0;225.0;-449.0;68.0
25.0;-408.0;-592.0;1;-129.0;-610.0;673.0;-11.0;250.0;-450.0;65.0
503.0;-333.0;-553.0;-3;-547.0;-282.0;676.0;-28.0;858.0;-721.0;294.0
971.0;378.0;488.0;-5;526.0;317.0;-611.0;-96.0;-785.0;658.0;250.0
-427.0;521.0;576.0;-648;581.0;654.0;-806.0;-21.0;-650.0;716.0;33.0
-19.0;-477.0;-524.0;1835;-623.0;-565.0;749.0;-82.0;673.0;-681.0;391.0
23.0;-121.0;62.0;-236;414.0;-185.0;-258.0;257.0;-578.0;295.0;332.0
532.0;-291.0;-261.0;-184;-510.0;-438.0;602.0;280.0;457.0;-419.0;69.0
-1616.0;-421.0;-379.0;125;-50.0;-795.0;615.0;138.0;331.0;-828.0;33.0
777.0;147.0;384.0;27;29.0;435.0;-248.0;125.0;-217.0;327.0;347.0
-101.0;-397.0;-525.0;1;-219.0;-637.0;611.0;-60.0;263.0;-476.0;117.0
-277.0;4.0;-108.0;17;100.0;-132.0;-96.0;633.0;-6.0;-137.0;35.0
264.0;-299.0;-433.0;-4;-131.0;-615.0;685.0;-54.0;330.0;-379.0;49.0
-162.0;-467.0;-514.0;39;-641.0;-455.0;711.0;-270.0;735.0;-661.0;359.0
8.0;-402.0;-596.0;-12;-145.0;-306.0;683.0;-40.0;461.0;-436.0;63.0
23.0;-409.0;-590.0;1;-144.0;-377.0;688.0;-45.0;436.0;-441.0;84.0
-22.0;-416.0;-585.0;-2;-145.0;-553.0;694.0;-53.0;341.0;-444.0;46.0
-27.0;-391.0;-577.0;3;-145.0;-570.0;694.0;-15.0;322.0;-439.0;54.0
20.0;-390.0;-577.0;-3;-145.0;-575.0;695.0;4.0;317.0;-439.0;42.0
22.0;-394.0;-579.0;2;-144.0;-597.0;693.0;-14.0;287.0;-441.0;26.0
33.0;-418.0;-582.0;-5;-144.0;-591.0;688.0;32.0;293.0;-446.0;23.0
6.0;-422.0;-583.0;-7;-144.0;-590.0;687.0;4.0;292.0;-447.0;25.0
-46.0;-440.0;-587.0;-6;-137.0;-575.0;671.0;-9.0;266.0;-451.0;27.0
-27.0;-418.0;-584.0;0;-142.0;-605.0;680.0;-31.0;255.0;-449.0;29.0
-5.0;-408.0;-581.0;2;-142.0;-632.0;687.0;32.0;234.0;-447.0;23.0
-39.0;-405.0;-581.0;2;-143.0;-635.0;689.0;21.0;234.0;-447.0;38.0
-28.0;-428.0;-458.0;-123;-196.0;-497.0;387.0;-428.0;307.0;-429.0;359.0
-119.0;-536.0;-725.0;68;-332.0;-610.0;936.0;65.0;653.0;-685.0;534.0
-17.0;-449.0;-601.0;-6;-155.0;-590.0;677.0;79.0;218.0;-447.0;51.0
43.0;-450.0;-601.0;-7;-160.0;-554.0;685.0;34.0;227.0;-447.0;79.0
9.0;-353.0;-453.0;-6;-134.0;-156.0;306.0;-77.0;425.0;-75.0;-309.0
285.0;-300.0;-470.0;2;-131.0;-617.0;686.0;-34.0;331.0;-350.0;47.0
-17.0;-445.0;-569.0;3;-169.0;-202.0;661.0;-32.0;330.0;-486.0;49.0
57.0;-29.0;-532.0;6;-146.0;-619.0;676.0;8.0;333.0;-254.0;-21.0
-880.0;-342.0;-425.0;54;-65.0;-273.0;90.0;-336.0;240.0;-211.0;702.0
-81.0;-355.0;-455.0;4;-127.0;-94.0;273.0;83.0;351.0;-76.0;-315.0
92.0;-427.0;-458.0;-5;-312.0;-716.0;620.0;-116.0;409.0;-530.0;415.0
-142.0;111.0;407.0;336;149.0;357.0;-212.0;-8.0;-246.0;335.0;328.0
-7.0;-366.0;-543.0;-2;-214.0;-674.0;636.0;53.0;263.0;-459.0;154.0
0.0;-444.0;-562.0;4;-166.0;-181.0;657.0;-14.0;349.0;-489.0;34.0
-3.0;-25.0;-535.0;-3;-145.0;-619.0;676.0;-14.0;333.0;-253.0;0.0
-199.0;-445.0;-575.0;-2;-176.0;-180.0;681.0;70.0;418.0;-475.0;49.0
-1180.0;214.0;497.0;-1;289.0;556.0;-439.0;86.0;-419.0;565.0;35.0
96.0;136.0;341.0;-147;-106.0;165.0;128.0;-108.0;55.0;-139.0;520.0
884.0;-344.0;-607.0;7;-154.0;-612.0;682.0;139.0;332.0;-531.0;30.0
-210.0;-157.0;-379.0;-31;40.0;-775.0;574.0;-217.0;98.0;-686.0;230.0
-68.0;-433.0;-612.0;0;-161.0;-322.0;688.0;36.0;377.0;-428.0;72.0
73.0;-435.0;-626.0;5;-165.0;-551.0;675.0;-61.0;322.0;-431.0;79.0
-98.0;-396.0;-610.0;2;-158.0;-627.0;660.0;-45.0;300.0;-414.0;136.0
-104.0;-395.0;-612.0;2;-158.0;-627.0;659.0;-20.0;302.0;-413.0;153.0
-110.0;-395.0;-617.0;2;-157.0;-625.0;659.0;-25.0;312.0;-409.0;151.0
34.0;-339.0;-591.0;1;-135.0;-582.0;694.0;-7.0;331.0;-517.0;133.0
8.0;-345.0;-532.0;0;-222.0;-665.0;632.0;-14.0;266.0;-462.0;119.0
170.0;-438.0;-566.0;-6;-262.0;-576.0;849.0;94.0;598.0;-625.0;514.0
14.0;-338.0;-592.0;-1;-132.0;-592.0;692.0;-28.0;329.0;-516.0;142.0
16.0;-337.0;-592.0;2;-133.0;-600.0;693.0;-15.0;328.0;-516.0;170.0
413.0;-314.0;-168.0;-171;-404.0;-132.0;386.0;-319.0;346.0;-216.0;353.0
-19.0;-337.0;-592.0;9;-134.0;-599.0;691.0;3.0;330.0;-516.0;144.0
512.0;-356.0;-538.0;-6;42.0;-328.0;109.0;61.0;119.0;97.0;203.0
-289.0;-286.0;-484.0;10;-218.0;-662.0;628.0;15.0;272.0;-448.0;59.0
-28.0;-339.0;-591.0;1;-134.0;-599.0;690.0;-24.0;330.0;-517.0;148.0
-126.0;-372.0;-465.0;12;-135.0;-83.0;268.0;140.0;332.0;-78.0;-293.0
-577.0;-553.0;-506.0;91;118.0;-343.0;134.0;-3.0;-42.0;-206.0;36.0
-4.0;-330.0;-548.0;2;-538.0;-459.0;810.0;-33.0;730.0;-709.0;313.0
-134.0;-487.0;-569.0;776;-635.0;-549.0;752.0;-287.0;732.0;-725.0;237.0
-30.0;-340.0;-590.0;4;-137.0;-608.0;690.0;-7.0;327.0;-520.0;156.0
-13.0;-410.0;-604.0;0;-150.0;-516.0;664.0;-9.0;330.0;-573.0;154.0
-31.0;-341.0;-589.0;-1;-137.0;-608.0;690.0;2.0;326.0;-521.0;143.0
-16.0;-342.0;-592.0;1;-136.0;-613.0;692.0;32.0;324.0;-521.0;143.0
-261.0;513.0;596.0;2222;619.0;594.0;-765.0;-94.0;-701.0;758.0;104.0
234.0;181.0;-11.0;416;318.0;156.0;-329.0;63.0;-258.0;18.0;-22.0
138.0;-314.0;-455.0;1;-129.0;-421.0;309.0;-645.0;292.0;-504.0;351.0
312.0;-325.0;-613.0;251;-568.0;-688.0;818.0;24.0;664.0;-746.0;175.0
-190.0;-98.0;385.0;12;-15.0;264.0;-99.0;15.0;-99.0;46.0;95.0
-577.0;-304.0;-482.0;-6;-219.0;-672.0;632.0;-13.0;268.0;-473.0;78.0
214.0;193.0;104.0;23;-206.0;237.0;103.0;204.0;340.0;-15.0;452.0
-256.0;22.0;-194.0;348;139.0;-139.0;-94.0;426.0;0.0;-99.0;-129.0
57.0;-450.0;-599.0;-1;-162.0;-515.0;691.0;-23.0;236.0;-449.0;74.0
-979.0;-448.0;-643.0;2;-161.0;-614.0;661.0;-152.0;334.0;-463.0;93.0
-280.0;-29.0;-323.0;-3085;-79.0;-300.0;334.0;-144.0;2.0;-230.0;52.0
197.0;137.0;405.0;30;46.0;498.0;-324.0;-245.0;-232.0;374.0;520.0
894.0;-181.0;-406.0;-83;-75.0;-413.0;237.0;452.0;218.0;-360.0;276.0
-21.0;-453.0;-592.0;-8;-145.0;-581.0;686.0;-13.0;343.0;-457.0;56.0
20.0;-407.0;-583.0;6;-143.0;-629.0;707.0;0.0;307.0;-452.0;86.0
-5.0;-408.0;-583.0;-3;-144.0;-631.0;705.0;-15.0;305.0;-452.0;102.0
18.0;-408.0;-582.0;-3;-146.0;-631.0;704.0;-23.0;304.0;-453.0;74.0
-744.0;169.0;410.0;-9;192.0;-20.0;-555.0;-16.0;-608.0;314.0;266.0
1.0;-411.0;-600.0;7;-152.0;-622.0;667.0;-4.0;256.0;-575.0;125.0
-7.0;-411.0;-600.0;0;-152.0;-622.0;667.0;6.0;255.0;-575.0;108.0
-11.0;-412.0;-600.0;5;-152.0;-620.0;664.0;-6.0;264.0;-576.0;117.0
55.0;392.0;297.0;9;-7.0;250.0;-130.0;32.0;63.0;153.0;430.0
-430.0;-131.0;-363.0;-1121;96.0;-371.0;185.0;-347.0;-101.0;-306.0;261.0
-587.0;-41.0;-439.0;-23;106.0;-210.0;14.0;-121.0;-85.0;-241.0;-75.0
-49.0;-286.0;-594.0;-3;-231.0;-617.0;565.0;21.0;202.0;-673.0;171.0
0.0;-411.0;-603.0;-1;-152.0;-607.0;665.0;-13.0;274.0;-574.0;141.0
-497.0;-96.0;-324.0;638;54.0;-410.0;252.0;-341.0;-94.0;-308.0;50.0
106.0;-379.0;-589.0;-3;-247.0;-588.0;580.0;-35.0;222.0;-675.0;174.0
0.0;-408.0;-581.0;-2;-147.0;-637.0;703.0;11.0;300.0;-453.0;86.0
-11.0;-408.0;-580.0;0;-147.0;-645.0;703.0;-11.0;290.0;-456.0;91.0
-30.0;-406.0;-580.0;-4;-144.0;-653.0;704.0;-39.0;280.0;-454.0;86.0
86.0;-513.0;-587.0;17;-491.0;-427.0;740.0;-715.0;679.0;-799.0;151.0
-9.0;-220.0;-564.0;-3;-239.0;-619.0;794.0;-41.0;409.0;-565.0;260.0
423.0;539.0;587.0;13;565.0;736.0;-818.0;341.0;-665.0;714.0;199.0
548.0;543.0;419.0;-11;-222.0;-33.0;238.0;96.0;156.0;-29.0;252.0
11.0;-407.0;-579.0;-7;-145.0;-657.0;706.0;-39.0;277.0;-454.0;86.0
33.0;-409.0;-578.0;-6;-144.0;-659.0;704.0;12.0;265.0;-457.0;81.0
-354.0;-302.0;-182.0;796;-474.0;-378.0;584.0;248.0;434.0;-406.0;114.0
329.0;-130.0;-646.0;2;-229.0;-754.0;829.0;84.0;361.0;-414.0;308.0
-16.0;-340.0;-586.0;8;-140.0;-668.0;689.0;-39.0;254.0;-518.0;134.0
-433.0;412.0;309.0;225;562.0;2.0;-574.0;-367.0;-785.0;399.0;249.0
-201.0;-275.0;-584.0;-8;-249.0;-617.0;786.0;4.0;407.0;-582.0;287.0
-5.0;-340.0;-589.0;1;-138.0;-658.0;689.0;-23.0;266.0;-518.0;144.0
782.0;-460.0;-590.0;-3;-81.0;-464.0;307.0;-8.0;234.0;-229.0;228.0
16.0;-428.0;-560.0;0;-168.0;-537.0;332.0;122.0;362.0;-462.0;621.0
-265.0;-65.0;-531.0;-1;-145.0;-615.0;675.0;-28.0;336.0;-266.0;0.0
-11.0;-340.0;-589.0;2;-137.0;-658.0;690.0;-8.0;270.0;-518.0;126.0
-19.0;-339.0;-590.0;-1;-136.0;-652.0;690.0;-19.0;278.0;-518.0;136.0
-321.0;-335.0;-563.0;-34;-369.0;-600.0;555.0;-91.0;558.0;-649.0;314.0
1161.0;-266.0;-155.0;-111;-398.0;-123.0;400.0;282.0;362.0;-313.0;315.0
-34.0;-411.0;-638.0;-3;-159.0;-619.0;663.0;-35.0;330.0;-427.0;86.0
325.0;-400.0;-606.0;-8;-255.0;-710.0;801.0;126.0;379.0;-571.0;219.0
-654.0;-47.0;-321.0;2;-105.0;-264.0;287.0;-252.0;57.0;-217.0;-11.0
-323.0;-83.0;-254.0;341;292.0;-129.0;-185.0;-356.0;-136.0;-169.0;20.0
499.0;-317.0;-545.0;0;-223.0;-673.0;647.0;60.0;271.0;-429.0;67.0
-30.0;-411.0;-601.0;0;-153.0;-623.0;667.0;12.0;256.0;-575.0;120.0
-22.0;-374.0;-646.0;0;-187.0;-712.0;526.0;18.0;439.0;-102.0;183.0
-27.0;-507.0;-511.0;6;-541.0;-632.0;793.0;108.0;552.0;-708.0;68.0
-459.0;-486.0;-572.0;-78;-563.0;-715.0;813.0;279.0;681.0;-747.0;21.0
38.0;-467.0;-384.0;-198;-605.0;-417.0;643.0;-284.0;658.0;-524.0;252.0
-11.0;-497.0;-553.0;4;-128.0;-611.0;697.0;6.0;344.0;-495.0;66.0
193.0;-334.0;-529.0;3;-162.0;-601.0;626.0;300.0;242.0;-542.0;-74.0
347.0;-302.0;-538.0;2;-222.0;-675.0;645.0;70.0;267.0;-405.0;101.0
-52.0;-503.0;-561.0;3;-126.0;-613.0;697.0;-19.0;346.0;-491.0;116.0
-306.0;-353.0;-560.0;8;-545.0;-284.0;690.0;42.0;862.0;-698.0;211.0
496.0;-270.0;-498.0;0;-222.0;-647.0;637.0;-43.0;276.0;-420.0;53.0
1.0;-418.0;-566.0;4;-148.0;-644.0;653.0;-18.0;200.0;-610.0;257.0
83.0;-401.0;-624.0;4;-197.0;-712.0;533.0;35.0;448.0;-118.0;163.0
30.0;-400.0;-626.0;-1;-195.0;-712.0;532.0;29.0;447.0;-117.0;183.0
-412.0;-366.0;-537.0;2;-89.0;-482.0;461.0;357.0;73.0;-153.0;42.0
-111.0;534.0;538.0;-2;532.0;561.0;-815.0;5.0;-714.0;724.0;220.0
39.0;-401.0;-626.0;-2;-195.0;-712.0;531.0;-1.0;446.0;-116.0;177.0
11.0;-376.0;-647.0;-9;-188.0;-712.0;526.0;35.0;439.0;-104.0;184.0
-21.0;-447.0;-602.0;5;-150.0;-658.0;677.0;17.0;191.0;-450.0;38.0
-51.0;-443.0;-607.0;-6;-142.0;-650.0;683.0;12.0;221.0;-457.0;56.0
-6.0;-374.0;-646.0;2;-187.0;-712.0;526.0;20.0;439.0;-101.0;183.0
-27.0;-374.0;-646.0;-1;-188.0;-712.0;526.0;-19.0;439.0;-101.0;164.0
0.0;-503.0;-560.0;1;-128.0;-613.0;698.0;-21.0;345.0;-494.0;60.0
-210.0;148.0;-110.0;2124;240.0;82.0;-269.0;259.0;-107.0;63.0;117.0
0.0;-366.0;-645.0;1;-188.0;-712.0;530.0;-9.0;442.0;-102.0;160.0
-1352.0;204.0;299.0;8;-235.0;60.0;256.0;446.0;214.0;30.0;406.0
20.0;-418.0;-566.0;1;-148.0;-642.0;653.0;-34.0;206.0;-610.0;199.0
5.0;-364.0;-646.0;-2;-189.0;-712.0;531.0;3.0;443.0;-101.0;158.0
42.0;-415.0;-569.0;1;-147.0;-633.0;656.0;-41.0;218.0;-607.0;138.0
-6.0;-362.0;-646.0;1;-190.0;-712.0;530.0;11.0;442.0;-100.0;155.0
-337.0;143.0;-5.0;-19;333.0;-42.0;-177.0;-495.0;-275.0;-16.0;209.0
207.0;-334.0;-387.0;14;-493.0;-537.0;761.0;-22.0;554.0;-613.0;369.0
250.0;196.0;421.0;116;45.0;368.0;-216.0;111.0;-166.0;187.0;90.0
-120.0;312.0;517.0;-33;240.0;577.0;-454.0;-72.0;-413.0;622.0;358.0
360.0;-381.0;-582.0;-43;-384.0;-759.0;702.0;425.0;540.0;-768.0;228.0
32.0;-243.0;-487.0;-1;-575.0;-394.0;794.0;17.0;768.0;-822.0;212.0
