PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT)
1062.0;65.3;4.4;14.5;1.0704;1155.0;734.0;1528.0;1035.0;1.2;122.0;91.0;-200.0
716.0;34.3;14.0;24.5;1.0407;1117.0;1118.0;1791.0;1323.0;2.4;184.0;129.0;-200.0
914.0;59.0;7.1;16.3;1.0868;1301.0;862.0;1633.0;1114.0;1.7;123.0;93.0;-200.0
975.0;31.2;6.2;24.0;0.919;870.0;823.0;1398.0;848.0;1.2;76.0;79.0;-200.0
793.0;31.0;11.7;24.3;0.9268;1013.0;1038.0;1598.0;1162.0;2.3;164.0;121.0;-200.0
911.0;49.6;7.3;18.9;1.07;1279.0;870.0;1646.0;1000.0;1.8;106.0;81.0;-200.0
579.0;45.3;24.8;20.8;1.1016;1560.0;1424.0;2176.0;1688.0;4.9;247.0;143.0;651.0
760.0;22.3;15.3;28.6;0.859;1051.0;1157.0;1787.0;963.0;3.0;186.0;147.0;-200.0
956.0;49.9;6.4;20.5;1.1903;889.0;831.0;1570.0;760.0;1.1;74.0;79.0;-200.0
843.0;53.1;8.9;14.4;0.8677;1120.0;935.0;1593.0;1126.0;1.4;112.0;76.0;111.0
763.0;22.4;15.9;28.1;0.8394;1062.0;1176.0;1743.0;1121.0;3.4;230.0;140.0;-200.0
826.0;25.6;11.2;31.8;1.1868;1040.0;1022.0;1747.0;812.0;1.7;115.0;98.0;-200.0
813.0;15.5;14.4;32.9;0.7649;973.0;1128.0;1642.0;894.0;2.8;170.0;127.0;-200.0
762.0;22.9;13.6;33.5;1.1649;1076.0;1105.0;1782.0;959.0;2.2;169.0;120.0;-200.0
961.0;41.3;9.0;19.4;0.9206;1306.0;938.0;1607.0;762.0;2.3;132.0;105.0;-200.0
903.0;22.1;12.5;27.2;0.7811;1145.0;1066.0;1592.0;885.0;2.2;120.0;99.0;259.0
763.0;20.5;13.1;34.9;1.1279;1053.0;1087.0;1762.0;1023.0;2.2;163.0;106.0;-200.0
827.0;44.0;10.8;16.8;0.8341;1192.0;1007.0;1604.0;1223.0;2.5;154.0;124.0;254.0
1000.0;38.8;6.7;17.3;0.7596;1017.0;842.0;1441.0;846.0;1.6;89.0;101.0;99.0
864.0;35.4;10.7;18.6;0.7535;1116.0;1003.0;1625.0;886.0;2.2;119.0;101.0;171.0
1041.0;55.4;4.9;14.3;0.9003;923.0;757.0;1418.0;906.0;0.8;72.0;67.0;56.0
767.0;22.5;12.7;34.4;1.205;1085.0;1075.0;1786.0;913.0;1.9;126.0;110.0;-200.0
735.0;22.4;14.4;34.3;1.1907;1111.0;1131.0;1825.0;1085.0;2.5;171.0;137.0;-200.0
976.0;34.0;8.2;16.6;0.6353;1085.0;907.0;1419.0;893.0;2.5;133.0;101.0;204.0
711.0;46.0;14.1;23.7;1.3346;1072.0;1120.0;1838.0;1045.0;2.6;124.0;100.0;-200.0
927.0;27.8;6.0;33.4;1.4119;988.0;813.0;1596.0;596.0;1.2;52.0;61.0;-200.0
860.0;31.6;9.9;27.5;1.1417;1257.0;973.0;1634.0;839.0;1.8;90.0;93.0;165.0
664.0;38.4;14.3;31.9;1.7897;1200.0;1126.0;1979.0;1198.0;2.6;141.0;120.0;-200.0
931.0;59.7;5.7;14.0;0.9499;1021.0;800.0;1483.0;1019.0;0.9;75.0;64.0;119.0
802.0;23.9;11.1;33.3;1.2085;1075.0;1020.0;1732.0;797.0;2.1;109.0;103.0;-200.0
1581.0;60.8;1.2;10.5;0.7704;837.0;518.0;1182.0;360.0;0.3;18.0;29.0;29.0
1162.0;76.4;7.3;8.3;0.8393;1286.0;869.0;1537.0;799.0;1.9;146.0;112.0;63.0
891.0;28.7;12.2;24.2;0.8515;1385.0;1056.0;1648.0;1268.0;2.2;149.0;133.0;-200.0
828.0;68.5;12.0;10.7;0.8794;1260.0;1050.0;1722.0;979.0;2.7;156.0;111.0;263.0
996.0;48.6;5.9;15.8;0.8653;1027.0;808.0;1458.0;647.0;1.3;76.0;81.0;152.0
645.0;25.3;20.7;32.5;1.2165;1210.0;1316.0;2030.0;1278.0;3.6;234.0;159.0;-200.0
1094.0;43.5;4.7;14.9;0.7302;1098.0;747.0;1360.0;764.0;1.5;80.0;91.0;101.0
1300.0;46.6;2.9;11.5;0.6319;942.0;648.0;1204.0;500.0;1.1;63.0;77.0;57.0
815.0;18.9;16.5;35.9;1.0999;1054.0;1195.0;1848.0;1078.0;2.8;205.0;126.0;-200.0
667.0;41.0;14.6;25.7;1.3351;1193.0;1136.0;1924.0;1370.0;2.8;245.0;151.0;-200.0
866.0;59.8;8.9;13.8;0.9398;1123.0;937.0;1606.0;941.0;-200.0;-200.0;-200.0;-200.0
776.0;52.3;12.5;15.0;0.8881;1425.0;1068.0;1764.0;1341.0;2.6;166.0;107.0;-200.0
1034.0;32.7;6.4;20.0;0.7545;984.0;832.0;1410.0;636.0;1.5;91.0;81.0;133.0
1152.0;36.8;5.3;14.2;0.5922;962.0;776.0;1279.0;550.0;1.3;89.0;75.0;81.0
503.0;43.1;32.4;25.5;1.3891;1441.0;1606.0;2568.0;1786.0;5.6;348.0;159.0;-200.0
1129.0;25.8;4.2;27.7;0.9467;955.0;723.0;1393.0;559.0;1.0;51.0;57.0;-200.0
802.0;30.3;12.7;23.1;0.8425;1157.0;1072.0;1653.0;1327.0;2.6;191.0;127.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;0.8;44.0;55.0;-200.0
1284.0;65.3;1.7;15.6;1.1484;872.0;564.0;1385.0;494.0;0.4;-200.0;-200.0;-200.0
594.0;52.3;21.2;19.1;1.1486;1428.0;1329.0;2102.0;1602.0;4.6;250.0;141.0;-200.0
764.0;60.2;15.3;15.7;1.0654;1439.0;1159.0;1856.0;1494.0;3.2;193.0;125.0;224.0
732.0;28.7;16.7;30.8;1.2507;1100.0;1202.0;1856.0;1004.0;3.1;154.0;148.0;-200.0
822.0;26.7;20.3;25.8;0.8758;1236.0;1304.0;1868.0;1237.0;-200.0;-200.0;-200.0;-200.0
681.0;35.7;19.5;19.2;0.7826;1418.0;1282.0;1890.0;1418.0;4.0;231.0;129.0;542.0
724.0;47.5;19.0;16.4;0.8791;1410.0;1268.0;1957.0;1344.0;3.5;212.0;139.0;-200.0
