PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT)
1183.0;80.6;3.3;7.6;0.8437;890.0;672.0;1338.0;781.0;0.8;-200.0;?;63.0
1366.0;75.6;?;8.3;0.8302;823.0;568.0;1263.0;699.0;-200.0;43.0;57.0;38.0
1291.0;72.1;2.8;8.1;?;?;642.0;1288.0;723.0;0.8;69.0;?;68.0
1169.0;70.4;4.8;?;0.7609;939.0;754.0;1384.0;797.0;1.1;74.0;64.0;59.0
?;70.5;13.8;8.1;0.7627;1274.0;1109.0;1723.0;?;?;161.0;80.0;?
596.0;?;27.1;9.9;0.7859;1512.0;1482.0;?;1605.0;5.1;308.0;118.0;802.0
676.0;54.2;19.1;13.0;0.809;1435.0;1271.0;1885.0;1569.0;4.2;300.0;130.0;585.0
813.0;42.6;11.7;16.5;0.7912;1207.0;1041.0;1620.0;1319.0;?;189.0;113.0;324.0
818.0;34.2;12.7;19.3;0.7566;1223.0;1075.0;1678.0;?;2.4;164.0;112.0;308.0
865.0;27.4;11.3;21.5;0.6941;1121.0;1026.0;1541.0;958.0;2.1;122.0;?;238.0
816.0;26.7;?;20.4;0.6323;1176.0;1123.0;1609.0;1068.0;2.6;166.0;125.0;?
845.0;22.6;13.9;20.6;0.5432;1144.0;1114.0;1551.0;1010.0;2.8;181.0;128.0;294.0
?;24.8;13.2;20.6;0.5931;1136.0;1089.0;1552.0;928.0;2.5;127.0;101.0;353.0
888.0;25.4;10.7;21.0;0.6264;1085.0;1004.0;1454.0;816.0;1.9;106.0;95.0;209.0
723.0;24.5;?;21.5;0.6203;1297.0;1287.0;1798.0;1216.0;3.6;192.0;138.0;538.0
646.0;28.6;24.0;19.3;?;1408.0;1404.0;1972.0;1463.0;4.6;241.0;154.0;808.0
579.0;32.9;29.1;18.0;0.6737;1618.0;1530.0;2167.0;1791.0;6.3;326.0;171.0;974.0
746.0;39.8;15.8;15.8;0.7096;1319.0;1172.0;1699.0;1425.0;?;232.0;136.0;544.0
968.0;41.5;7.0;15.3;0.7194;1045.0;857.0;?;922.0;?;92.0;93.0;138.0
993.0;46.0;?;14.1;0.7363;1058.0;824.0;1411.0;?;?;95.0;?;92.0
-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;?;129.0;106.0;137.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.4;154.0;109.0;189.0
-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;?;-200.0;1.8;118.0;97.0;159.0
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.0;69.0;83.0;80.0
-200.0;-200.0;?;-200.0;-200.0;?;-200.0;-200.0;-200.0;?;-200.0;-200.0;66.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.0;97.0;?;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;0.9;145.0;84.0;79.0
-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;?;1.5;169.0;86.0;150.0
-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;2.6;250.0;111.0;196.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;?;2.9;215.0;117.0;299.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.7;237.0;122.0;254.0
-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.4;?;119.0;226.0
-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;2.6;219.0;121.0;262.0
-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;4.1;294.0;127.0;505.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;4.3;253.0;135.0;512.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;2.2;176.0;119.0;159.0
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;3.4;243.0;137.0;337.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;214.0;139.0;357.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.5;141.0;117.0;194.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.8;166.0;127.0;278.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;197.0;137.0;303.0
-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;3.0;191.0;127.0;234.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.1;159.0;107.0;128.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;2.4;175.0;102.0;160.0
866.0;67.9;8.4;12.0;?;1176.0;917.0;?;1151.0;2.3;?;?;169.0
1014.0;66.9;5.4;12.0;0.9336;1047.0;783.0;1449.0;975.0;1.3;83.0;79.0;77.0
929.0;70.1;6.9;11.5;0.9503;1116.0;854.0;?;1034.0;1.7;118.0;78.0;98.0
951.0;69.8;6.4;11.4;0.939;1074.0;832.0;?;?;1.7;?;75.0;102.0
1142.0;?;3.6;11.1;0.9128;922.0;687.0;1390.0;825.0;?;-200.0;-200.0;65.0
1163.0;70.3;3.3;10.8;0.9092;898.0;669.0;1386.0;807.0;0.8;?;52.0;69.0
?;73.4;4.0;10.2;0.9129;970.0;708.0;1435.0;?;1.0;81.0;55.0;89.0
?;70.5;6.0;10.8;?;1073.0;812.0;1500.0;950.0;1.4;112.0;65.0;134.0
895.0;?;8.2;11.0;0.9279;1081.0;906.0;1591.0;1024.0;1.7;150.0;72.0;157.0
837.0;64.0;?;12.4;0.9206;1159.0;976.0;1663.0;1098.0;2.0;?;76.0;167.0
869.0;53.1;8.8;15.0;0.8993;?;931.0;1588.0;1011.0;2.0;124.0;84.0;157.0
897.0;44.4;8.4;16.6;?;1112.0;917.0;1542.0;931.0;1.9;124.0;90.0;172.0
?;38.4;7.5;?;0.7862;1063.0;877.0;1481.0;811.0;2.1;115.0;89.0;114.0
973.0;30.0;7.8;20.6;0.7213;1032.0;892.0;1457.0;756.0;1.8;101.0;87.0;166.0
1054.0;26.7;6.4;19.9;0.6137;936.0;829.0;1336.0;607.0;1.5;90.0;88.0;94.0
1152.0;23.1;5.1;19.8;0.5283;883.0;766.0;?;498.0;1.3;90.0;?;108.0
1055.0;22.7;?;21.4;0.5722;942.0;?;1318.0;540.0;1.4;89.0;?;98.0
1084.0;?;6.8;22.1;0.5605;943.0;850.0;1296.0;544.0;1.5;92.0;91.0;132.0
1027.0;24.5;7.4;21.1;0.604;1007.0;875.0;1357.0;620.0;1.7;103.0;104.0;144.0
?;31.6;8.7;?;0.6562;1037.0;927.0;1426.0;740.0;?;122.0;111.0;165.0
?;35.0;11.2;16.1;0.6372;1127.0;1022.0;1534.0;921.0;2.5;159.0;129.0;210.0
861.0;41.5;10.5;14.8;0.6929;1123.0;996.0;1551.0;1033.0;?;172.0;?;277.0
916.0;50.3;?;13.2;0.7577;1110.0;909.0;1487.0;984.0;2.0;125.0;115.0;168.0
812.0;55.5;11.6;12.3;0.7916;?;?;1618.0;1193.0;2.9;187.0;125.0;248.0
844.0;56.6;9.7;11.8;0.7833;1220.0;967.0;?;1219.0;2.5;174.0;117.0;?
1047.0;56.2;5.1;11.2;0.7469;1028.0;770.0;1326.0;?;1.4;75.0;84.0;84.0
1144.0;56.6;4.0;11.0;0.7418;978.0;711.0;1304.0;750.0;1.2;48.0;63.0;75.0
1160.0;64.3;3.7;9.3;0.7531;949.0;694.0;1310.0;772.0;1.0;61.0;68.0;62.0
1162.0;?;?;8.8;?;910.0;709.0;1329.0;712.0;1.0;-200.0;-200.0;66.0
1224.0;70.4;3.0;7.8;?;?;651.0;1286.0;712.0;-200.0;38.0;52.0;49.0
1244.0;70.7;2.9;7.7;0.7463;?;643.0;1306.0;727.0;0.7;38.0;49.0;38.0
1259.0;71.0;2.9;7.4;0.7346;856.0;644.0;1301.0;746.0;0.8;41.0;49.0;44.0
1240.0;?;3.0;?;0.7283;888.0;651.0;1298.0;733.0;0.9;51.0;52.0;60.0
1196.0;64.3;?;8.7;?;912.0;694.0;1343.0;727.0;1.1;61.0;58.0;88.0
1177.0;47.9;?;13.0;0.7116;938.0;706.0;1320.0;642.0;1.0;47.0;51.0;70.0
1040.0;35.4;?;17.4;0.699;1053.0;823.0;1386.0;810.0;1.6;87.0;77.0;94.0
1014.0;29.2;7.3;20.2;0.683;1087.0;870.0;1412.0;851.0;1.8;107.0;?;126.0
969.0;22.9;?;22.7;0.6224;1153.0;?;1425.0;911.0;2.6;?;?;181.0
1209.0;22.4;4.0;22.3;0.5955;894.0;710.0;1200.0;611.0;1.1;61.0;70.0;?
1452.0;18.9;2.3;22.2;0.4993;797.0;606.0;1076.0;368.0;0.6;26.0;35.0;54.0
1409.0;19.0;3.1;22.0;0.4969;?;658.0;1108.0;369.0;0.9;42.0;46.0;48.0
?;23.6;3.2;21.0;0.5788;892.0;665.0;1150.0;394.0;1.0;55.0;58.0;66.0
1299.0;27.4;3.3;19.6;0.6162;935.0;672.0;1183.0;415.0;1.2;65.0;61.0;65.0
?;30.8;4.0;?;0.6258;989.0;709.0;1233.0;469.0;1.4;75.0;80.0;68.0
1079.0;35.3;5.7;16.4;?;1063.0;797.0;1285.0;?;?;93.0;93.0;118.0
1220.0;37.5;3.4;15.6;0.6575;922.0;674.0;1205.0;498.0;1.1;63.0;78.0;65.0
1223.0;36.7;3.5;15.5;0.6438;925.0;680.0;1217.0;481.0;1.1;?;76.0;63.0
1272.0;39.0;2.9;?;0.6428;924.0;?;1186.0;465.0;1.1;63.0;74.0;61.0
1256.0;?;3.1;14.2;0.6163;914.0;661.0;1187.0;478.0;1.1;66.0;?;63.0
?;38.3;1.6;13.7;0.5957;840.0;556.0;1094.0;366.0;0.7;41.0;58.0;31.0
1615.0;?;1.1;14.1;0.5442;799.0;514.0;1036.0;332.0;0.6;?;59.0;29.0
?;?;?;?;0.5605;856.0;581.0;1111.0;346.0;0.7;36.0;54.0;?
1452.0;32.8;1.7;14.4;0.5364;830.0;560.0;1066.0;350.0;0.6;-200.0;-200.0;34.0
1822.0;30.9;0.7;13.9;0.4868;753.0;462.0;955.0;274.0;?;16.0;25.0;9.0
?;37.9;0.5;13.5;0.5852;?;448.0;?;263.0;0.3;16.0;26.0;14.0
1756.0;43.6;0.7;?;0.6871;835.0;472.0;1117.0;?;0.4;33.0;49.0;23.0
1613.0;?;0.9;13.5;?;865.0;494.0;1185.0;367.0;?;39.0;53.0;36.0
1453.0;53.6;1.5;13.3;?;922.0;541.0;1246.0;432.0;0.6;45.0;57.0;39.0
1268.0;56.0;2.2;13.4;0.8576;975.0;598.0;1293.0;536.0;0.8;63.0;73.0;38.0
1210.0;59.6;2.9;13.0;0.886;1040.0;646.0;1325.0;?;1.0;71.0;78.0;55.0
1105.0;?;3.9;12.7;0.9173;?;707.0;1384.0;677.0;1.3;104.0;93.0;75.0
1201.0;60.5;2.8;12.1;0.8505;?;641.0;1305.0;557.0;1.1;85.0;71.0;64.0
1415.0;64.4;1.4;11.2;0.8537;895.0;536.0;1229.0;421.0;0.6;?;56.0;39.0
?;67.6;1.7;10.7;0.8703;?;563.0;1257.0;423.0;0.7;58.0;60.0;42.0
1189.0;61.2;?;11.4;0.8236;1025.0;689.0;1325.0;519.0;1.2;89.0;77.0;78.0
1222.0;?;3.1;9.9;0.8581;1035.0;?;1301.0;533.0;1.4;96.0;82.0;69.0
1197.0;65.2;?;10.3;0.8151;1025.0;682.0;1313.0;537.0;1.2;88.0;77.0;67.0
1149.0;58.9;3.9;11.0;0.7714;1040.0;705.0;1324.0;612.0;1.3;100.0;91.0;83.0
1065.0;59.5;5.2;?;0.7595;1070.0;776.0;1369.0;697.0;1.8;127.0;93.0;79.0
1176.0;57.7;3.7;10.6;0.7362;964.0;692.0;?;573.0;1.2;88.0;82.0;68.0
1269.0;56.1;2.7;10.6;0.7149;904.0;635.0;1233.0;489.0;?;66.0;74.0;56.0
1271.0;58.0;2.6;10.3;0.7239;?;626.0;1234.0;474.0;?;61.0;68.0;49.0
1322.0;58.4;?;10.4;0.7352;914.0;?;1230.0;?;0.8;54.0;65.0;56.0
1368.0;58.2;2.0;10.7;0.7459;893.0;587.0;1219.0;433.0;0.7;46.0;58.0;48.0
1499.0;59.9;1.3;10.5;0.7624;844.0;532.0;1176.0;376.0;0.5;25.0;36.0;27.0
1581.0;60.8;1.2;10.5;0.7704;837.0;518.0;1182.0;360.0;0.3;18.0;29.0;29.0
1482.0;63.1;1.3;10.6;0.8068;868.0;530.0;?;384.0;0.4;-200.0;-200.0;32.0
1565.0;60.1;0.9;11.1;0.7925;825.0;489.0;1171.0;363.0;0.3;21.0;28.0;47.0
1251.0;68.4;3.1;10.1;0.8443;?;?;1356.0;?;0.7;76.0;68.0;66.0
960.0;68.7;6.9;10.0;0.8456;1124.0;853.0;1531.0;873.0;1.6;149.0;99.0;163.0
667.0;64.2;19.1;?;0.8398;1496.0;1272.0;2011.0;1399.0;3.9;328.0;130.0;524.0
620.0;58.1;22.1;12.0;0.8138;?;1354.0;2057.0;?;?;282.0;128.0;657.0
797.0;?;11.8;12.8;0.7643;1172.0;1042.0;1641.0;1186.0;2.7;206.0;120.0;324.0
956.0;50.8;7.3;12.6;0.7387;1020.0;871.0;1426.0;911.0;?;?;93.0;144.0
?;47.4;8.0;13.8;0.7435;?;900.0;1471.0;919.0;1.6;137.0;96.0;?
972.0;42.7;7.2;15.1;0.7294;1020.0;866.0;1429.0;?;1.6;116.0;84.0;140.0
994.0;38.1;7.7;16.3;0.7006;1009.0;885.0;1439.0;?;1.5;112.0;87.0;141.0
935.0;36.7;9.7;16.6;0.6867;1073.0;966.0;1537.0;805.0;1.8;?;87.0;181.0
877.0;40.5;9.8;15.8;0.7241;1098.0;971.0;1527.0;966.0;2.1;145.0;103.0;227.0
920.0;41.8;7.7;16.3;0.7712;1061.0;887.0;1462.0;869.0;1.7;110.0;88.0;?
755.0;42.8;15.3;16.1;0.7783;1289.0;?;1791.0;1196.0;3.0;?;?;425.0
630.0;46.8;21.5;15.3;0.8074;1442.0;1337.0;2004.0;1523.0;4.6;?;134.0;?
631.0;47.0;21.7;14.7;0.7815;1479.0;1343.0;1995.0;?;5.0;?;144.0;680.0
726.0;49.6;14.6;14.1;0.7931;1266.0;1138.0;1747.0;?;3.5;205.0;?;446.0
845.0;54.1;9.3;13.5;0.8351;1149.0;952.0;1577.0;1204.0;?;144.0;108.0;205.0
843.0;59.2;9.4;?;0.8461;1168.0;954.0;1586.0;1201.0;2.1;?;104.0;194.0
925.0;62.2;6.8;11.6;0.851;?;847.0;1463.0;1122.0;1.5;108.0;90.0;115.0
1032.0;61.4;4.9;11.5;0.8303;?;760.0;?;1003.0;1.1;64.0;74.0;74.0
1086.0;64.6;3.9;?;0.8395;936.0;705.0;1364.0;918.0;0.9;73.0;73.0;?
1207.0;63.2;2.7;11.1;?;900.0;635.0;1307.0;836.0;0.7;47.0;60.0;66.0
1325.0;64.4;1.9;10.7;0.8284;839.0;576.0;1285.0;759.0;0.4;-200.0;-200.0;60.0
1349.0;63.8;1.7;10.7;0.8174;840.0;563.0;1275.0;755.0;-200.0;45.0;57.0;?
?;65.8;3.3;10.2;0.8196;905.0;670.0;1346.0;820.0;0.9;79.0;62.0;47.0
?;65.6;7.4;10.3;0.8225;1079.0;875.0;1535.0;998.0;1.6;113.0;71.0;116.0
669.0;64.0;18.2;?;0.8307;1417.0;1246.0;1921.0;1403.0;3.9;263.0;94.0;478.0
569.0;?;27.7;13.3;0.8453;1529.0;1497.0;2278.0;?;?;275.0;99.0;836.0
659.0;46.8;18.3;15.8;0.8328;1397.0;1248.0;1906.0;1534.0;4.3;263.0;119.0;655.0
780.0;34.4;12.3;19.5;0.7738;1214.0;1061.0;1662.0;?;2.7;183.0;?;312.0
882.0;30.2;8.9;?;0.745;1109.0;935.0;1518.0;1026.0;2.1;147.0;95.0;195.0
859.0;34.2;10.4;18.4;0.7185;1122.0;993.0;1571.0;993.0;2.1;132.0;95.0;238.0
877.0;?;9.7;21.0;0.7538;1094.0;966.0;1519.0;?;-200.0;-200.0;-200.0;-200.0
788.0;28.7;12.8;21.4;0.7231;1164.0;1076.0;1653.0;1032.0;-200.0;-200.0;?;-200.0
790.0;27.3;12.9;21.3;0.6856;1188.0;1082.0;1653.0;1077.0;-200.0;-200.0;-200.0;-200.0
895.0;?;8.9;20.4;0.7193;1098.0;934.0;1497.0;883.0;?;-200.0;-200.0;-200.0
826.0;34.8;11.0;18.7;0.7436;1180.0;1014.0;1595.0;1036.0;-200.0;-200.0;-200.0;-200.0
799.0;34.7;12.6;18.6;0.7369;1195.0;?;1609.0;1144.0;-200.0;-200.0;-200.0;-200.0
?;35.8;13.3;?;?;1234.0;?;?;1212.0;-200.0;-200.0;?;-200.0
675.0;42.1;?;?;0.7856;?;1242.0;1858.0;1486.0;?;-200.0;?;-200.0
730.0;49.7;13.0;14.8;0.8321;?;1085.0;1689.0;?;-200.0;-200.0;-200.0;-200.0
870.0;54.3;7.8;13.4;0.8291;1158.0;892.0;1494.0;1242.0;-200.0;-200.0;?;-200.0
964.0;54.2;5.8;13.4;0.8319;1060.0;805.0;1418.0;?;-200.0;-200.0;-200.0;-200.0
1034.0;57.6;4.7;12.3;0.8223;1036.0;746.0;1364.0;993.0;-200.0;-200.0;?;?
1163.0;58.8;?;11.6;?;943.0;660.0;1297.0;862.0;-200.0;-200.0;-200.0;-200.0
1243.0;62.3;2.1;?;0.7988;899.0;591.0;1259.0;815.0;-200.0;-200.0;-200.0;-200.0
1331.0;63.2;1.7;10.2;0.7865;889.0;559.0;1241.0;714.0;-200.0;-200.0;-200.0;-200.0
1416.0;61.3;1.3;?;0.7761;?;527.0;1216.0;682.0;-200.0;?;-200.0;-200.0
1255.0;65.8;2.6;9.3;0.7722;918.0;625.0;1298.0;744.0;-200.0;-200.0;-200.0;-200.0
906.0;67.4;7.9;9.1;0.7814;?;897.0;1510.0;1050.0;-200.0;-200.0;-200.0;?
625.0;62.9;21.4;10.2;0.7831;1491.0;1335.0;2001.0;1522.0;-200.0;?;-200.0;-200.0
?;?;22.1;11.6;0.7999;1508.0;1355.0;2034.0;1623.0;-200.0;-200.0;-200.0;-200.0
633.0;53.4;19.1;13.5;0.8196;1489.0;1270.0;1889.0;1638.0;3.9;309.0;114.0;536.0
661.0;49.3;?;15.0;0.8364;?;1219.0;1804.0;?;3.8;327.0;127.0;481.0
?;42.1;17.5;17.1;0.812;1454.0;1225.0;1809.0;1654.0;3.8;299.0;135.0;460.0
689.0;36.9;17.0;18.4;0.7758;1392.0;1210.0;1792.0;1559.0;3.9;257.0;135.0;597.0
709.0;?;17.0;19.3;0.7824;1351.0;1210.0;1783.0;1374.0;3.5;195.0;120.0;465.0
681.0;35.7;19.5;19.2;0.7826;1418.0;1282.0;1890.0;1418.0;4.0;231.0;129.0;542.0
748.0;?;14.8;21.5;0.7677;1303.0;1143.0;1734.0;?;3.0;170.0;114.0;437.0
746.0;34.6;14.0;19.6;0.7807;1292.0;1116.0;?;1293.0;3.1;192.0;?;383.0
594.0;35.5;24.4;19.6;0.8017;1560.0;1413.0;2046.0;?;5.2;?;149.0;778.0
533.0;44.1;28.1;?;?;1765.0;1507.0;2271.0;?;5.9;289.0;149.0;926.0
482.0;?;?;17.4;?;1875.0;?;?;?;7.3;351.0;158.0;1189.0
553.0;49.8;24.2;16.8;0.9446;1746.0;1409.0;2119.0;1898.0;6.1;319.0;148.0;?
587.0;53.2;19.8;16.2;0.9723;1607.0;?;1960.0;1758.0;4.6;264.0;134.0;?
802.0;59.1;?;14.9;0.9928;1277.0;952.0;1607.0;1284.0;2.5;144.0;111.0;203.0
877.0;64.0;7.3;13.9;1.013;1207.0;868.0;1532.0;?;2.2;119.0;106.0;136.0
882.0;66.8;7.1;13.7;1.041;1209.0;863.0;1547.0;1084.0;2.0;120.0;108.0;114.0
887.0;?;6.7;13.4;1.0688;1189.0;844.0;1566.0;1049.0;1.9;96.0;93.0;110.0
899.0;71.9;6.0;12.8;?;1132.0;810.0;1532.0;1021.0;1.6;77.0;83.0;127.0
1159.0;68.5;?;12.9;1.0155;?;635.0;1387.0;778.0;1.0;?;-200.0;68.0
1030.0;74.8;3.6;11.9;1.038;1033.0;686.0;1420.0;948.0;1.0;63.0;69.0;70.0
941.0;76.4;5.4;11.6;1.0415;1075.0;782.0;1505.0;988.0;1.2;97.0;?;93.0
778.0;75.3;10.0;11.7;1.0325;1242.0;978.0;1686.0;?;2.0;?;87.0;?
?;71.0;23.2;12.8;1.0428;1657.0;1384.0;2176.0;1600.0;4.5;352.0;109.0;523.0
636.0;61.1;18.7;13.8;0.9595;1406.0;?;?;1495.0;4.1;279.0;116.0;546.0
827.0;51.4;9.9;15.3;0.8886;1150.0;973.0;1590.0;1188.0;2.6;186.0;105.0;251.0
?;48.7;10.2;16.6;0.9146;1184.0;983.0;1604.0;1166.0;2.3;169.0;?;222.0
781.0;46.7;?;17.6;0.9324;1223.0;1014.0;1666.0;1219.0;2.6;172.0;108.0;212.0
802.0;42.7;10.5;19.2;0.9425;1196.0;997.0;1644.0;1128.0;2.4;127.0;100.0;263.0
653.0;62.5;18.9;15.7;1.1092;1559.0;1267.0;2047.0;1373.0;?;230.0;149.0;?
613.0;75.7;18.9;14.5;1.2425;1544.0;1266.0;2066.0;1415.0;4.6;280.0;148.0;609.0
650.0;77.4;17.5;14.4;1.2654;1485.0;1223.0;1980.0;?;?;242.0;126.0;449.0
649.0;74.9;17.7;14.6;?;1498.0;1230.0;?;1308.0;4.7;250.0;140.0;536.0
582.0;76.0;23.0;14.6;1.2573;1593.0;1378.0;2159.0;1449.0;5.7;309.0;142.0;743.0
627.0;76.3;20.4;14.0;1.2166;1529.0;1309.0;2083.0;1385.0;?;270.0;141.0;575.0
560.0;78.0;26.8;13.9;1.2303;1689.0;1474.0;?;1492.0;6.4;323.0;149.0;783.0
627.0;78.0;19.9;13.8;1.2229;1535.0;1295.0;2039.0;1380.0;6.0;307.0;140.0;706.0
737.0;79.4;12.5;13.5;1.2224;1304.0;1067.0;1811.0;?;?;?;117.0;299.0
803.0;80.1;9.6;13.1;1.2016;1235.0;963.0;1680.0;1095.0;2.7;166.0;103.0;159.0
794.0;81.0;10.0;12.8;1.1915;1281.0;977.0;1695.0;1105.0;3.1;171.0;?;171.0
846.0;?;8.1;12.7;1.1819;1167.0;904.0;1627.0;1051.0;2.6;169.0;100.0;162.0
869.0;?;7.1;12.5;1.1838;1134.0;?;1599.0;1009.0;2.2;120.0;88.0;111.0
887.0;81.2;6.4;12.7;1.1849;1100.0;829.0;1565.0;972.0;1.9;103.0;?;134.0
958.0;82.4;5.1;12.4;1.1848;1057.0;768.0;1527.0;884.0;-200.0;-200.0;-200.0;?
1158.0;?;3.0;12.6;1.1619;902.0;652.0;1437.0;661.0;-200.0;-200.0;-200.0;-200.0
?;80.0;4.2;12.8;1.1761;982.0;724.0;1508.0;774.0;-200.0;-200.0;-200.0;-200.0
1002.0;79.9;5.1;12.6;1.1596;997.0;?;1524.0;868.0;-200.0;-200.0;-200.0;-200.0
905.0;79.6;8.1;12.5;1.1538;1141.0;902.0;1672.0;965.0;-200.0;-200.0;-200.0;-200.0
849.0;80.8;8.8;12.8;1.1863;1163.0;930.0;1691.0;985.0;-200.0;?;-200.0;-200.0
911.0;78.1;7.2;13.5;1.1997;1107.0;864.0;1604.0;963.0;-200.0;-200.0;-200.0;-200.0
838.0;74.9;9.2;14.6;1.2348;1228.0;949.0;1706.0;1069.0;-200.0;-200.0;-200.0;-200.0
969.0;?;6.0;16.8;1.1599;1033.0;810.0;1526.0;864.0;-200.0;-200.0;?;-200.0
1054.0;50.1;5.0;18.8;1.0769;984.0;?;1472.0;641.0;-200.0;-200.0;-200.0;-200.0
939.0;?;7.5;19.3;1.0445;1066.0;879.0;1536.0;740.0;-200.0;-200.0;-200.0;-200.0
1130.0;46.6;3.9;19.3;1.0298;926.0;?;?;532.0;-200.0;-200.0;?;-200.0
1054.0;44.4;5.0;19.7;1.0081;979.0;764.0;1462.0;572.0;-200.0;-200.0;-200.0;-200.0
1033.0;45.7;5.4;19.3;1.0161;993.0;783.0;1482.0;630.0;-200.0;-200.0;-200.0;-200.0
1043.0;49.9;5.0;17.9;1.0135;970.0;763.0;1462.0;608.0;-200.0;-200.0;-200.0;-200.0
1014.0;53.2;?;16.9;?;997.0;788.0;1482.0;644.0;?;-200.0;-200.0;-200.0
909.0;56.0;7.8;16.1;1.0151;1097.0;892.0;1594.0;833.0;-200.0;-200.0;?;-200.0
900.0;52.8;8.2;16.5;0.986;1105.0;?;1566.0;923.0;-200.0;-200.0;-200.0;-200.0
1022.0;51.1;5.3;16.9;0.9743;993.0;777.0;1482.0;?;-200.0;-200.0;-200.0;-200.0
?;50.8;7.9;?;0.9751;1136.0;896.0;1623.0;961.0;-200.0;-200.0;-200.0;-200.0
798.0;54.8;?;16.9;1.0455;1297.0;1003.0;1700.0;1177.0;-200.0;-200.0;-200.0;-200.0
897.0;57.2;6.9;16.3;1.0492;1110.0;855.0;1568.0;?;-200.0;?;-200.0;-200.0
942.0;56.2;6.3;16.0;?;1027.0;827.0;?;742.0;-200.0;-200.0;-200.0;-200.0
982.0;60.2;5.6;15.6;1.0617;1024.0;795.0;1501.0;705.0;-200.0;-200.0;-200.0;-200.0
?;68.2;5.4;14.6;1.1282;992.0;783.0;?;663.0;-200.0;-200.0;-200.0;-200.0
1144.0;69.6;3.2;14.3;1.1257;929.0;?;1449.0;536.0;?;-200.0;-200.0;-200.0
?;71.9;1.9;13.8;1.1312;892.0;579.0;1396.0;441.0;-200.0;-200.0;?;-200.0
1268.0;72.7;2.3;13.8;1.1402;895.0;609.0;1410.0;477.0;-200.0;-200.0;-200.0;-200.0
?;72.3;2.4;14.2;1.1632;?;612.0;1411.0;506.0;?;?;-200.0;-200.0
1154.0;72.9;2.9;14.5;?;947.0;649.0;1459.0;608.0;?;-200.0;-200.0;?
1052.0;75.6;4.2;14.2;1.2201;1032.0;721.0;1546.0;?;?;-200.0;-200.0;-200.0
901.0;77.2;6.8;14.5;1.2695;1219.0;849.0;1664.0;912.0;-200.0;-200.0;-200.0;-200.0
873.0;74.5;?;14.9;1.253;?;869.0;1660.0;963.0;-200.0;-200.0;-200.0;-200.0
980.0;67.4;5.3;15.5;1.178;1097.0;779.0;1565.0;803.0;-200.0;-200.0;-200.0;-200.0
1136.0;56.0;3.4;16.7;1.0544;938.0;674.0;?;564.0;-200.0;-200.0;-200.0;-200.0
1140.0;55.5;?;17.1;1.0724;944.0;677.0;1436.0;501.0;-200.0;-200.0;-200.0;-200.0
929.0;62.4;6.8;16.2;1.1423;1139.0;847.0;1604.0;?;-200.0;-200.0;-200.0;-200.0
921.0;58.9;7.0;17.4;1.1567;1163.0;?;1603.0;?;-200.0;-200.0;-200.0;-200.0
916.0;54.6;?;17.5;1.08;1157.0;885.0;1590.0;784.0;-200.0;-200.0;-200.0;-200.0
876.0;54.2;8.5;17.5;1.0722;1154.0;?;1623.0;861.0;-200.0;-200.0;-200.0;-200.0
744.0;55.1;13.5;?;?;1342.0;1102.0;1824.0;1156.0;-200.0;-200.0;-200.0;-200.0
