PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);NMHC(GT);CO(GT);NOx(GT);NO2(GT)
903.0;49.3;7.1;18.0;1.0086;1031.0;861.0;1534.0;825.0;-200.0;1.6;97.0;94.0
948.0;34.3;7.0;23.9;1.002;1047.0;859.0;1538.0;677.0;-200.0;1.5;92.0;84.0
1180.0;66.9;3.1;16.7;1.2631;875.0;659.0;1452.0;561.0;-200.0;0.7;30.0;35.0
1022.0;51.1;5.3;16.9;0.9743;993.0;777.0;1482.0;790.0;-200.0;-200.0;-200.0;-200.0
849.0;38.9;11.0;22.3;1.0324;1124.0;1013.0;1676.0;733.0;-200.0;2.4;114.0;104.0
949.0;33.5;8.3;25.5;1.0767;1053.0;911.0;1603.0;683.0;-200.0;2.0;98.0;91.0
901.0;31.9;9.2;26.0;1.0566;1110.0;948.0;1632.0;891.0;-200.0;2.0;101.0;86.0
886.0;46.1;8.8;21.6;1.1725;1120.0;931.0;1652.0;971.0;-200.0;2.1;118.0;89.0
916.0;66.5;6.5;16.9;1.2688;1012.0;833.0;1632.0;862.0;-200.0;1.2;75.0;67.0
939.0;70.2;6.5;16.5;1.3099;1047.0;833.0;1647.0;1081.0;-200.0;1.6;85.0;71.0
971.0;25.0;9.0;25.4;0.7966;1042.0;941.0;1491.0;871.0;105.0;1.5;110.0;91.0
880.0;46.3;8.0;17.4;0.9112;1055.0;899.0;1504.0;980.0;101.0;1.3;72.0;83.0
886.0;43.3;11.2;14.2;0.6982;1180.0;1023.0;1588.0;966.0;247.0;2.3;127.0;102.0
823.0;48.7;10.2;16.6;0.9146;1184.0;983.0;1604.0;1166.0;222.0;2.3;169.0;106.0
986.0;58.8;5.6;13.3;0.8922;1072.0;795.0;1442.0;1048.0;88.0;1.3;84.0;93.0
947.0;65.6;7.4;10.3;0.8225;1079.0;875.0;1535.0;998.0;116.0;1.6;113.0;71.0
876.0;21.3;8.8;28.3;0.8054;905.0;931.0;1460.0;776.0;-200.0;1.7;124.0;90.0
916.0;42.2;7.6;26.6;1.4452;971.0;881.0;1635.0;672.0;-200.0;1.5;78.0;105.0
1208.0;62.6;3.6;9.4;0.7398;974.0;690.0;1313.0;733.0;61.0;1.2;67.0;83.0
1300.0;46.6;2.9;11.5;0.6319;942.0;648.0;1204.0;500.0;57.0;1.1;63.0;77.0
1062.0;45.6;5.2;21.8;1.1763;883.0;773.0;1514.0;621.0;-200.0;1.2;59.0;72.0
1046.0;48.0;2.9;25.1;1.5115;887.0;647.0;1500.0;740.0;-200.0;0.5;50.0;61.0
652.0;56.9;23.7;11.2;0.7565;1597.0;1395.0;2080.0;1519.0;553.0;4.4;235.0;110.0
863.0;24.4;14.2;30.9;1.0724;1060.0;1122.0;1721.0;836.0;-200.0;1.5;116.0;119.0
925.0;18.9;12.0;21.2;0.471;1006.0;1048.0;1416.0;966.0;-200.0;2.1;147.0;114.0
846.0;19.6;9.6;34.2;1.0399;978.0;962.0;1527.0;680.0;-200.0;1.3;105.0;117.0
938.0;35.9;7.9;19.6;0.81;1075.0;896.0;1487.0;936.0;145.0;1.9;128.0;94.0
980.0;42.3;7.6;19.5;0.9476;1305.0;884.0;1573.0;927.0;-200.0;1.7;95.0;87.0
842.0;19.8;15.6;24.3;0.5933;1153.0;1168.0;1644.0;1021.0;-200.0;3.1;163.0;121.0
1013.0;15.8;5.9;38.3;1.0465;927.0;806.0;1446.0;559.0;-200.0;1.0;51.0;69.0
689.0;26.3;19.3;28.8;1.0271;1358.0;1278.0;1899.0;1192.0;-200.0;3.4;176.0;149.0
957.0;64.8;7.3;20.8;1.568;996.0;868.0;1741.0;857.0;-200.0;-200.0;69.0;51.0
856.0;33.7;8.0;26.1;1.1228;970.0;900.0;1559.0;647.0;-200.0;1.3;70.0;77.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.2;53.0;64.0
845.0;51.9;6.7;21.6;1.3254;940.0;845.0;1539.0;704.0;-200.0;1.0;57.0;70.0
727.0;46.2;11.8;23.0;1.2815;1147.0;1043.0;1719.0;1042.0;-200.0;2.3;152.0;125.0
648.0;56.4;17.4;17.5;1.1175;1300.0;1221.0;1946.0;1401.0;-200.0;3.3;197.0;123.0
937.0;35.6;8.4;19.2;0.7856;921.0;914.0;1481.0;614.0;-200.0;1.9;107.0;106.0
835.0;37.4;13.5;20.2;0.8748;1158.0;1100.0;1659.0;1211.0;-200.0;-200.0;-200.0;-200.0
833.0;51.6;10.2;15.6;0.9063;1121.0;985.0;1625.0;981.0;-200.0;-200.0;-200.0;-200.0
883.0;42.2;9.1;18.1;0.8679;1109.0;943.0;1604.0;767.0;151.0;1.8;115.0;103.0
914.0;60.9;8.7;21.9;1.5799;1036.0;928.0;1787.0;909.0;-200.0;-200.0;89.0;59.0
719.0;18.7;17.0;39.7;1.3306;1167.0;1210.0;1944.0;1152.0;-200.0;2.6;149.0;144.0
935.0;36.7;9.7;16.6;0.6867;1073.0;966.0;1537.0;805.0;181.0;1.8;128.0;87.0
1010.0;57.0;6.9;14.0;0.9094;1239.0;853.0;1543.0;1174.0;73.0;1.8;106.0;93.0
834.0;53.1;10.5;14.6;0.8765;1348.0;998.0;1689.0;1218.0;-200.0;2.4;147.0;102.0
756.0;25.7;14.1;32.4;1.2271;1090.0;1119.0;1811.0;902.0;-200.0;2.2;117.0;107.0
1110.0;64.9;5.1;8.3;0.7124;1010.0;769.0;1396.0;895.0;96.0;1.3;77.0;69.0
915.0;56.1;8.7;22.8;1.5353;1026.0;927.0;1781.0;878.0;-200.0;-200.0;102.0;82.0
1155.0;46.8;2.2;21.7;1.2031;768.0;597.0;1396.0;606.0;-200.0;0.4;30.0;40.0
1305.0;45.3;2.6;19.6;1.0244;814.0;627.0;1351.0;446.0;-200.0;0.8;46.0;57.0
794.0;37.7;16.6;24.5;1.1454;1124.0;1199.0;1858.0;1101.0;-200.0;2.4;156.0;116.0
792.0;55.8;15.5;12.8;0.821;1308.0;1166.0;1794.0;1236.0;325.0;3.0;220.0;131.0
887.0;70.9;8.7;10.2;0.8841;1035.0;929.0;1599.0;1009.0;-200.0;-200.0;-200.0;-200.0
1050.0;63.9;6.7;7.2;0.65;1124.0;842.0;1418.0;936.0;78.0;1.5;98.0;71.0
