PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);NMHC(GT);CO(GT);NOx(GT);NO2(GT)
903.0;49.3;7.1;18.0;1.0086;1031.0;861.0;1534.0;825.0;-200.0;1.6;97.0;94.0
948.0;34.3;7.0;23.9;1.002;1047.0;859.0;1538.0;677.0;-200.0;1.5;92.0;84.0
1015.0;36.4;6.1;23.6;1.0431;1008.0;816.0;1531.0;689.0;-200.0;1.3;78.0;72.0
910.0;67.6;6.6;14.8;1.1352;1000.0;838.0;1580.0;942.0;-200.0;1.6;-200.0;-200.0
849.0;38.9;11.0;22.3;1.0324;1124.0;1013.0;1676.0;733.0;-200.0;2.4;114.0;104.0
949.0;33.5;8.3;25.5;1.0767;1053.0;911.0;1603.0;683.0;-200.0;2.0;98.0;91.0
901.0;31.9;9.2;26.0;1.0566;1110.0;948.0;1632.0;891.0;-200.0;2.0;101.0;86.0
886.0;46.1;8.8;21.6;1.1725;1120.0;931.0;1652.0;971.0;-200.0;2.1;118.0;89.0
916.0;66.5;6.5;16.9;1.2688;1012.0;833.0;1632.0;862.0;-200.0;1.2;75.0;67.0
939.0;70.2;6.5;16.5;1.3099;1047.0;833.0;1647.0;1081.0;-200.0;1.6;85.0;71.0
971.0;25.0;9.0;25.4;0.7966;1042.0;941.0;1491.0;871.0;105.0;1.5;110.0;91.0
880.0;46.3;8.0;17.4;0.9112;1055.0;899.0;1504.0;980.0;101.0;1.3;72.0;83.0
905.0;40.6;8.8;18.9;0.8771;1078.0;932.0;1511.0;951.0;137.0;1.8;99.0;100.0
869.0;81.8;7.1;12.5;1.1838;1134.0;863.0;1599.0;1009.0;111.0;2.2;120.0;88.0
941.0;76.4;5.4;11.6;1.0415;1075.0;782.0;1505.0;988.0;93.0;1.2;97.0;77.0
947.0;65.6;7.4;10.3;0.8225;1079.0;875.0;1535.0;998.0;116.0;1.6;113.0;71.0
876.0;21.3;8.8;28.3;0.8054;905.0;931.0;1460.0;776.0;-200.0;1.7;124.0;90.0
842.0;19.8;15.6;24.3;0.5933;1153.0;1168.0;1644.0;1021.0;-200.0;3.1;163.0;121.0
936.0;35.1;6.3;29.1;1.3919;1024.0;828.0;1601.0;641.0;-200.0;1.1;46.0;52.0
996.0;42.3;4.8;21.3;1.0625;865.0;752.0;1451.0;837.0;-200.0;0.6;65.0;64.0
992.0;43.6;6.3;22.4;1.1637;929.0;825.0;1561.0;692.0;-200.0;1.4;115.0;87.0
827.0;66.5;9.4;12.9;0.9846;1097.0;956.0;1620.0;1047.0;148.0;1.5;139.0;68.0
959.0;15.4;12.0;24.5;0.4663;996.0;1048.0;1397.0;822.0;-200.0;2.0;139.0;108.0
932.0;51.4;5.0;19.3;1.1387;854.0;764.0;1476.0;922.0;-200.0;1.0;88.0;76.0
925.0;18.9;12.0;21.2;0.471;1006.0;1048.0;1416.0;966.0;-200.0;2.1;147.0;114.0
985.0;39.9;6.7;23.9;1.1639;917.0;842.0;1563.0;674.0;-200.0;1.6;108.0;83.0
938.0;35.9;7.9;19.6;0.81;1075.0;896.0;1487.0;936.0;145.0;1.9;128.0;94.0
980.0;42.3;7.6;19.5;0.9476;1305.0;884.0;1573.0;927.0;-200.0;1.7;95.0;87.0
905.0;57.7;8.9;15.9;1.0356;1309.0;937.0;1672.0;1036.0;-200.0;2.1;122.0;97.0
777.0;64.6;9.8;18.7;1.3836;1214.0;970.0;1771.0;1076.0;-200.0;2.0;119.0;100.0
931.0;59.7;5.7;14.0;0.9499;1021.0;800.0;1483.0;1019.0;119.0;0.9;75.0;64.0
781.0;35.8;13.4;23.3;1.0098;1438.0;1096.0;1779.0;1266.0;-200.0;-200.0;-200.0;-200.0
785.0;22.7;12.6;36.1;1.3324;1054.0;1069.0;1766.0;817.0;-200.0;2.0;112.0;106.0
911.0;46.4;5.7;20.7;1.1198;903.0;800.0;1478.0;751.0;-200.0;0.8;50.0;68.0
733.0;43.2;11.8;23.2;1.2104;1153.0;1042.0;1700.0;1022.0;-200.0;2.4;184.0;136.0
996.0;62.1;5.4;15.3;1.073;1220.0;782.0;1560.0;1067.0;-200.0;1.4;111.0;89.0
916.0;42.2;7.6;26.6;1.4452;971.0;881.0;1635.0;672.0;-200.0;1.5;78.0;105.0
815.0;15.3;14.0;40.6;1.1485;1078.0;1116.0;1761.0;1013.0;-200.0;2.3;157.0;137.0
753.0;54.0;12.1;20.4;1.2757;1142.0;1053.0;1814.0;979.0;-200.0;2.4;136.0;105.0
763.0;20.5;13.1;34.9;1.1279;1053.0;1087.0;1762.0;1023.0;-200.0;2.2;163.0;106.0
1039.0;64.4;6.8;11.0;0.8447;1066.0;849.0;1468.0;829.0;116.0;1.6;130.0;98.0
767.0;22.5;12.7;34.4;1.205;1085.0;1075.0;1786.0;913.0;-200.0;1.9;126.0;110.0
1038.0;65.2;7.5;9.9;0.7956;1173.0;878.0;1556.0;1052.0;84.0;1.6;160.0;84.0
1072.0;57.6;5.1;15.7;1.0195;1090.0;768.0;1538.0;699.0;-200.0;1.2;86.0;76.0
889.0;20.8;7.8;35.3;1.1664;989.0;889.0;1602.0;664.0;-200.0;1.6;85.0;89.0
1048.0;65.6;6.1;13.1;0.9815;948.0;817.0;1546.0;695.0;-200.0;1.3;128.0;92.0
1011.0;55.8;5.9;20.4;1.3196;877.0;808.0;1614.0;723.0;-200.0;1.2;73.0;70.0
874.0;54.5;8.9;15.1;0.9309;991.0;937.0;1581.0;644.0;-200.0;1.8;91.0;75.0
753.0;39.7;13.4;21.5;1.0042;1120.0;1096.0;1767.0;976.0;-200.0;2.2;130.0;102.0
929.0;31.2;8.9;31.4;1.4127;1043.0;934.0;1707.0;811.0;-200.0;-200.0;61.0;47.0
975.0;31.2;6.2;24.0;0.919;870.0;823.0;1398.0;848.0;-200.0;1.2;76.0;79.0
914.0;60.9;8.7;21.9;1.5799;1036.0;928.0;1787.0;909.0;-200.0;-200.0;89.0;59.0
915.0;56.1;8.7;22.8;1.5353;1026.0;927.0;1781.0;878.0;-200.0;-200.0;102.0;82.0
776.0;29.8;13.9;24.3;0.8926;1142.0;1115.0;1735.0;1091.0;-200.0;2.5;144.0;96.0
968.0;37.4;9.4;17.1;0.7225;1102.0;957.0;1527.0;820.0;143.0;2.0;120.0;88.0
916.0;54.6;7.7;17.5;1.08;1157.0;885.0;1590.0;784.0;-200.0;-200.0;-200.0;-200.0
837.0;67.4;9.8;13.4;1.0292;1118.0;970.0;1705.0;1019.0;-200.0;-200.0;-200.0;-200.0
805.0;58.8;8.7;16.9;1.125;1122.0;926.0;1619.0;1174.0;-200.0;1.7;105.0;88.0
845.0;51.9;6.7;21.6;1.3254;940.0;845.0;1539.0;704.0;-200.0;1.0;57.0;70.0
964.0;62.0;6.9;20.8;1.5002;984.0;854.0;1751.0;885.0;-200.0;-200.0;73.0;43.0
748.0;48.6;13.4;17.4;0.9559;1159.0;1097.0;1709.0;995.0;-200.0;2.9;136.0;107.0
899.0;71.9;6.0;12.8;1.0632;1132.0;810.0;1532.0;1021.0;127.0;1.6;77.0;83.0
967.0;14.2;6.9;42.2;1.1609;990.0;852.0;1488.0;669.0;-200.0;1.2;70.0;90.0
744.0;36.8;11.7;28.6;1.416;1091.0;1038.0;1786.0;1088.0;-200.0;1.8;103.0;99.0
727.0;46.2;11.8;23.0;1.2815;1147.0;1043.0;1719.0;1042.0;-200.0;2.3;152.0;125.0
745.0;38.7;11.7;27.8;1.4187;1085.0;1039.0;1790.0;1092.0;-200.0;2.0;100.0;96.0
959.0;34.6;8.7;16.9;0.6597;1118.0;927.0;1477.0;825.0;144.0;1.7;119.0;96.0
1176.0;43.8;2.5;22.7;1.1952;787.0;620.0;1403.0;618.0;-200.0;0.5;-200.0;-200.0
836.0;22.3;14.9;27.6;0.8116;1146.0;1145.0;1647.0;1011.0;-200.0;3.0;162.0;126.0
1055.0;60.0;6.4;12.4;0.8627;1235.0;828.0;1527.0;1093.0;57.0;1.6;118.0;83.0
1063.0;81.6;5.3;17.6;1.6296;986.0;781.0;1633.0;693.0;-200.0;0.4;60.0;58.0
1015.0;66.3;6.7;8.5;0.7375;1122.0;842.0;1438.0;974.0;88.0;1.6;132.0;90.0
822.0;20.4;10.3;33.2;1.0195;989.0;990.0;1577.0;705.0;-200.0;1.5;113.0;138.0
846.0;19.6;9.6;34.2;1.0399;978.0;962.0;1527.0;680.0;-200.0;1.3;105.0;117.0
856.0;18.4;9.5;33.9;0.9587;995.0;959.0;1544.0;690.0;-200.0;1.5;111.0;116.0
1035.0;36.5;10.2;15.0;0.6195;1206.0;986.0;1537.0;959.0;114.0;2.1;143.0;113.0
920.0;41.8;7.7;16.3;0.7712;1061.0;887.0;1462.0;869.0;149.0;1.7;110.0;88.0
1276.0;13.8;9.7;31.8;0.6394;969.0;968.0;1325.0;768.0;-200.0;1.3;115.0;112.0
726.0;39.3;11.6;27.7;1.4372;1140.0;1035.0;1779.0;1059.0;-200.0;2.1;107.0;112.0
745.0;31.1;12.7;26.1;1.0338;1090.0;1073.0;1693.0;1124.0;-200.0;2.1;133.0;122.0
884.0;51.8;7.7;17.4;1.023;1196.0;885.0;1589.0;973.0;160.0;1.7;85.0;89.0
968.0;40.6;4.6;23.4;1.1571;897.0;745.0;1461.0;807.0;-200.0;0.7;50.0;77.0
1059.0;20.5;8.1;27.4;0.7379;985.0;903.0;1437.0;712.0;-200.0;1.4;90.0;86.0
875.0;30.2;10.9;23.8;0.8771;1156.0;1009.0;1583.0;1204.0;220.0;2.1;145.0;118.0
909.0;17.5;8.0;36.9;1.0789;970.0;900.0;1524.0;664.0;-200.0;1.2;79.0;93.0
794.0;81.0;10.0;12.8;1.1915;1281.0;977.0;1695.0;1105.0;171.0;3.1;171.0;99.0
1050.0;63.9;6.7;7.2;0.65;1124.0;842.0;1418.0;936.0;78.0;1.5;98.0;71.0
944.0;61.1;8.7;12.0;0.8537;1132.0;927.0;1570.0;781.0;118.0;2.0;128.0;100.0
863.0;24.4;14.2;30.9;1.0724;1060.0;1122.0;1721.0;836.0;-200.0;1.5;116.0;119.0
869.0;53.1;8.8;15.0;0.8993;1112.0;931.0;1588.0;1011.0;157.0;2.0;124.0;84.0
895.0;71.0;8.2;11.0;0.9279;1081.0;906.0;1591.0;1024.0;157.0;1.7;150.0;72.0
988.0;70.5;6.0;10.8;0.9142;1073.0;812.0;1500.0;950.0;134.0;1.4;112.0;65.0
962.0;49.5;9.3;13.7;0.7695;1065.0;953.0;1514.0;790.0;151.0;1.9;107.0;97.0
880.0;26.5;10.1;30.4;1.1347;1248.0;982.0;1617.0;746.0;-200.0;1.9;95.0;107.0
949.0;56.8;4.3;21.2;1.4094;914.0;725.0;1550.0;780.0;-200.0;0.6;38.0;49.0
972.0;56.7;4.0;21.3;1.4178;899.0;708.0;1559.0;780.0;-200.0;0.6;40.0;44.0
991.0;44.3;6.6;16.6;0.8294;1016.0;839.0;1448.0;790.0;110.0;1.5;119.0;97.0
1030.0;36.3;5.9;20.8;0.8775;1034.0;805.0;1416.0;750.0;-200.0;1.4;92.0;97.0
993.0;46.0;6.3;14.1;0.7363;1058.0;824.0;1411.0;971.0;92.0;1.4;95.0;99.0
1016.0;76.7;5.7;9.0;0.8825;1051.0;798.0;1455.0;876.0;95.0;1.5;84.0;89.0
964.0;27.6;6.2;32.5;1.3229;1022.0;823.0;1599.0;631.0;-200.0;1.1;51.0;61.0
882.0;66.8;7.1;13.7;1.041;1209.0;863.0;1547.0;1084.0;114.0;2.0;120.0;108.0
882.0;67.6;10.1;17.6;1.3479;1012.0;982.0;1796.0;1024.0;-200.0;-200.0;184.0;73.0
1105.0;55.9;5.2;13.9;0.8842;1090.0;773.0;1429.0;761.0;-200.0;1.6;86.0;83.0
1009.0;78.5;4.0;15.4;1.3635;1017.0;711.0;1554.0;906.0;59.0;-200.0;46.0;56.0
830.0;78.6;7.6;15.7;1.3943;1179.0;884.0;1696.0;1086.0;116.0;1.7;91.0;76.0
1320.0;59.2;2.8;14.8;0.9879;968.0;640.0;1386.0;867.0;29.0;0.8;43.0;61.0
1161.0;58.4;4.3;13.5;0.896;1064.0;728.0;1461.0;842.0;-200.0;1.1;115.0;91.0
1049.0;33.6;9.2;18.4;0.7042;1240.0;947.0;1532.0;947.0;108.0;2.0;119.0;116.0
870.0;13.9;10.8;33.8;0.7172;888.0;1007.0;1448.0;794.0;-200.0;2.0;149.0;105.0
834.0;53.1;10.5;14.6;0.8765;1348.0;998.0;1689.0;1218.0;-200.0;2.4;147.0;102.0
798.0;19.1;12.3;34.1;1.0048;1059.0;1060.0;1638.0;1141.0;-200.0;2.2;204.0;147.0
937.0;33.9;8.6;21.8;0.8771;1125.0;924.0;1542.0;790.0;179.0;1.7;102.0;73.0
1029.0;38.3;5.3;25.5;1.2328;915.0;776.0;1544.0;616.0;-200.0;1.2;86.0;72.0
968.0;41.5;7.0;15.3;0.7194;1045.0;857.0;1410.0;922.0;138.0;1.6;92.0;93.0
883.0;42.2;9.1;18.1;0.8679;1109.0;943.0;1604.0;767.0;151.0;1.8;115.0;103.0
1163.0;70.3;3.3;10.8;0.9092;898.0;669.0;1386.0;807.0;69.0;0.8;46.0;52.0
957.0;71.0;6.5;11.5;0.9582;1197.0;837.0;1498.0;965.0;117.0;1.7;144.0;118.0
663.0;32.3;15.3;32.4;1.5484;1237.0;1157.0;1968.0;1334.0;-200.0;2.7;206.0;132.0
1062.0;45.6;5.2;21.8;1.1763;883.0;773.0;1514.0;621.0;-200.0;1.2;59.0;72.0
973.0;30.0;7.8;20.6;0.7213;1032.0;892.0;1457.0;756.0;166.0;1.8;101.0;87.0
1137.0;34.0;4.1;23.6;0.9749;978.0;718.0;1392.0;565.0;-200.0;0.8;67.0;66.0
1109.0;52.6;3.0;21.7;1.35;817.0;651.0;1472.0;628.0;-200.0;0.5;41.0;56.0
1068.0;44.8;4.8;17.9;0.9104;947.0;752.0;1434.0;620.0;-200.0;-200.0;-200.0;-200.0
999.0;44.7;4.4;18.1;0.9186;953.0;735.0;1396.0;898.0;86.0;1.0;54.0;74.0
1094.0;43.5;4.7;14.9;0.7302;1098.0;747.0;1360.0;764.0;101.0;1.5;80.0;91.0
762.0;13.2;15.3;39.6;0.9332;1055.0;1157.0;1674.0;985.0;-200.0;2.4;216.0;168.0
832.0;14.7;15.2;35.4;0.8323;1028.0;1155.0;1691.0;925.0;-200.0;2.6;185.0;142.0
1022.0;19.8;7.7;29.5;0.8013;1021.0;889.0;1405.0;684.0;-200.0;1.4;80.0;82.0
1054.0;64.9;6.7;12.4;0.9332;1182.0;845.0;1539.0;704.0;-200.0;1.5;115.0;99.0
898.0;24.2;12.0;25.4;0.7733;1120.0;1048.0;1560.0;870.0;173.0;2.0;121.0;95.0
813.0;50.1;14.0;15.5;0.8744;1283.0;1117.0;1751.0;1188.0;-200.0;2.8;192.0;127.0
1204.0;34.9;6.0;21.8;0.9004;894.0;810.0;1421.0;585.0;-200.0;0.9;82.0;74.0
1015.0;30.8;8.4;16.3;0.5683;1009.0;916.0;1391.0;738.0;199.0;1.9;103.0;85.0
755.0;25.8;13.7;32.7;1.2547;1087.0;1106.0;1839.0;906.0;-200.0;2.4;129.0;110.0
948.0;27.1;11.0;19.2;0.5976;1099.0;1014.0;1503.0;868.0;181.0;2.0;112.0;97.0
1136.0;57.4;8.0;10.8;0.7408;1333.0;900.0;1517.0;1102.0;64.0;2.0;174.0;112.0
1146.0;44.3;2.6;22.0;1.1553;789.0;623.0;1407.0;663.0;-200.0;0.4;36.0;53.0
756.0;25.7;14.1;32.4;1.2271;1090.0;1119.0;1811.0;902.0;-200.0;2.2;117.0;107.0
916.0;50.3;8.2;13.2;0.7577;1110.0;909.0;1487.0;984.0;168.0;2.0;125.0;115.0
827.0;29.8;15.7;28.1;1.1132;1104.0;1171.0;1803.0;968.0;-200.0;1.8;150.0;128.0
745.0;43.4;13.7;23.3;1.2251;1067.0;1106.0;1840.0;1125.0;-200.0;2.5;143.0;107.0
921.0;54.4;8.0;14.1;0.8701;1139.0;899.0;1514.0;1067.0;157.0;2.0;126.0;104.0
986.0;58.8;5.6;13.3;0.8922;1072.0;795.0;1442.0;1048.0;88.0;1.3;84.0;93.0
905.0;20.4;8.7;31.9;0.9462;947.0;926.0;1484.0;659.0;-200.0;1.4;81.0;90.0
652.0;56.9;23.7;11.2;0.7565;1597.0;1395.0;2080.0;1519.0;553.0;4.4;235.0;110.0
1091.0;31.5;5.2;20.0;0.7262;914.0;774.0;1323.0;706.0;-200.0;1.0;53.0;65.0
765.0;21.1;13.4;37.6;1.3478;1083.0;1097.0;1810.0;847.0;-200.0;2.0;117.0;125.0
773.0;29.3;11.7;28.9;1.1503;1315.0;1041.0;1767.0;966.0;-200.0;2.1;115.0;101.0
906.0;67.4;7.9;9.1;0.7814;1105.0;897.0;1510.0;1050.0;-200.0;-200.0;-200.0;-200.0
920.0;18.2;9.6;31.1;0.8079;907.0;961.0;1564.0;668.0;-200.0;1.6;105.0;102.0
920.0;19.0;9.0;30.3;0.8103;889.0;939.0;1492.0;647.0;-200.0;1.6;99.0;102.0
736.0;35.7;14.1;24.5;1.0807;1043.0;1121.0;1793.0;967.0;-200.0;2.7;149.0;126.0
1104.0;30.2;7.5;21.4;0.7616;1207.0;879.0;1490.0;872.0;84.0;1.8;103.0;102.0
766.0;26.4;12.6;30.4;1.131;1064.0;1069.0;1766.0;1089.0;-200.0;2.1;193.0;109.0
737.0;68.6;13.0;16.3;1.2657;1172.0;1085.0;1876.0;1102.0;-200.0;2.9;214.0;123.0
757.0;20.7;13.8;33.6;1.059;1065.0;1110.0;1691.0;871.0;-200.0;2.4;161.0;163.0
804.0;19.3;11.8;34.8;1.0543;1035.0;1043.0;1647.0;749.0;-200.0;2.1;149.0;174.0
1081.0;29.0;8.2;21.9;0.7525;1258.0;906.0;1511.0;900.0;99.0;1.9;112.0;107.0
762.0;22.9;13.6;33.5;1.1649;1076.0;1105.0;1782.0;959.0;-200.0;2.2;169.0;120.0
961.0;41.3;9.0;19.4;0.9206;1306.0;938.0;1607.0;762.0;-200.0;2.3;132.0;105.0
623.0;53.2;21.6;15.2;0.9107;1403.0;1340.0;2003.0;1502.0;-200.0;-200.0;-200.0;-200.0
1047.0;60.9;3.1;21.2;1.5092;877.0;658.0;1530.0;779.0;-200.0;0.6;41.0;46.0
1080.0;39.2;7.0;21.8;1.0115;877.0;858.0;1535.0;724.0;-200.0;1.4;118.0;89.0
1008.0;34.5;11.0;16.1;0.6262;1252.0;1016.0;1593.0;983.0;140.0;2.5;160.0;116.0
723.0;26.9;11.7;37.8;1.7392;1163.0;1039.0;1814.0;888.0;-200.0;1.9;118.0;121.0
751.0;26.3;10.1;38.1;1.7213;1158.0;983.0;1803.0;808.0;-200.0;1.8;101.0;110.0
986.0;58.2;5.3;15.1;0.9886;1141.0;777.0;1455.0;1060.0;88.0;1.2;69.0;83.0
939.0;28.9;5.7;32.8;1.412;975.0;798.0;1576.0;570.0;-200.0;1.1;51.0;55.0
727.0;57.6;14.8;17.4;1.1342;1358.0;1144.0;1851.0;1243.0;-200.0;3.6;184.0;115.0
926.0;81.8;5.2;17.1;1.5816;892.0;773.0;1660.0;724.0;-200.0;1.0;49.0;62.0
856.0;33.7;8.0;26.1;1.1228;970.0;900.0;1559.0;647.0;-200.0;1.3;70.0;77.0
935.0;36.7;9.7;16.6;0.6867;1073.0;966.0;1537.0;805.0;181.0;1.8;128.0;87.0
772.0;28.9;13.4;26.4;0.9785;1262.0;1096.0;1711.0;1340.0;-200.0;2.6;182.0;134.0
843.0;38.3;9.7;19.1;0.8381;1131.0;965.0;1520.0;1223.0;-200.0;1.9;107.0;103.0
838.0;47.6;10.2;26.6;1.6315;1133.0;984.0;1897.0;976.0;-200.0;1.9;110.0;92.0
1260.0;61.1;2.8;14.6;1.0075;817.0;639.0;1364.0;489.0;-200.0;0.7;51.0;48.0
1032.0;61.4;4.9;11.5;0.8303;1047.0;760.0;1379.0;1003.0;74.0;1.1;64.0;74.0
1095.0;54.8;4.5;19.6;1.236;852.0;739.0;1525.0;837.0;-200.0;0.7;37.0;63.0
920.0;18.8;7.5;35.9;1.0912;951.0;880.0;1539.0;637.0;-200.0;1.6;89.0;84.0
885.0;13.0;14.0;24.9;0.4038;1106.0;1118.0;1451.0;1220.0;-200.0;2.6;207.0;130.0
845.0;19.1;10.2;32.4;0.915;961.0;985.0;1554.0;677.0;-200.0;1.5;115.0;139.0
779.0;17.1;14.0;32.2;0.8124;1009.0;1116.0;1602.0;877.0;-200.0;2.3;202.0;180.0
706.0;34.5;13.7;28.3;1.3084;1172.0;1108.0;1878.0;1058.0;-200.0;2.8;166.0;122.0
808.0;24.7;14.2;26.1;0.8233;1011.0;1122.0;1680.0;1071.0;-200.0;2.7;203.0;137.0
783.0;18.6;13.5;32.5;0.8948;1276.0;1099.0;1680.0;925.0;-200.0;2.3;136.0;114.0
834.0;26.5;13.5;25.8;0.8675;1361.0;1102.0;1704.0;991.0;-200.0;-200.0;-200.0;-200.0
869.0;28.6;11.6;22.0;0.7483;1068.0;1037.0;1567.0;1217.0;-200.0;2.1;128.0;119.0
772.0;19.3;13.7;32.6;0.935;1248.0;1108.0;1701.0;969.0;-200.0;2.2;145.0;138.0
1163.0;54.5;2.4;21.3;1.3682;810.0;612.0;1462.0;595.0;-200.0;0.5;27.0;34.0
902.0;25.0;14.4;28.3;0.9495;1141.0;1128.0;1738.0;1009.0;-200.0;-200.0;-200.0;-200.0
756.0;22.3;13.3;31.3;1.0043;1235.0;1094.0;1729.0;907.0;-200.0;2.0;111.0;107.0
1031.0;63.9;5.1;11.5;0.8652;1044.0;770.0;1425.0;944.0;100.0;1.2;85.0;70.0
823.0;48.7;10.2;16.6;0.9146;1184.0;983.0;1604.0;1166.0;222.0;2.3;169.0;106.0
835.0;37.4;13.5;20.2;0.8748;1158.0;1100.0;1659.0;1211.0;-200.0;-200.0;-200.0;-200.0
1023.0;50.8;6.8;11.8;0.7042;1108.0;848.0;1421.0;1003.0;125.0;1.6;102.0;96.0
975.0;50.6;5.6;14.8;0.8489;941.0;792.0;1397.0;889.0;-200.0;1.1;-200.0;-200.0
879.0;35.6;10.8;16.6;0.6697;1170.0;1009.0;1566.0;872.0;159.0;2.2;126.0;106.0
975.0;52.3;4.2;23.2;1.4668;869.0;723.0;1522.0;789.0;-200.0;0.8;34.0;45.0
741.0;20.0;13.1;40.4;1.4854;1167.0;1087.0;1820.0;928.0;-200.0;2.0;112.0;129.0
698.0;50.9;16.3;17.7;1.0232;1160.0;1189.0;1824.0;1151.0;-200.0;3.0;167.0;122.0
712.0;40.7;11.1;25.3;1.2921;1125.0;1016.0;1725.0;1256.0;-200.0;1.9;168.0;124.0
1047.0;28.1;5.5;25.9;0.9258;1018.0;790.0;1443.0;580.0;-200.0;1.1;69.0;67.0
1373.0;66.6;2.4;6.3;0.641;935.0;615.0;1250.0;717.0;25.0;0.9;54.0;59.0
871.0;35.0;11.2;16.1;0.6372;1127.0;1022.0;1534.0;921.0;210.0;2.5;159.0;129.0
1160.0;13.1;6.9;25.1;0.4129;875.0;854.0;1200.0;595.0;-200.0;1.1;111.0;85.0
871.0;19.4;15.2;34.3;1.0279;1022.0;1155.0;1840.0;979.0;-200.0;2.3;172.0;113.0
1030.0;74.8;3.6;11.9;1.038;1033.0;686.0;1420.0;948.0;70.0;1.0;63.0;69.0
1210.0;72.4;3.0;7.7;0.7655;952.0;654.0;1312.0;832.0;52.0;0.8;72.0;73.0
1013.0;62.2;6.3;9.3;0.7294;1135.0;827.0;1395.0;1070.0;95.0;1.7;87.0;79.0
612.0;47.9;21.7;19.8;1.092;1378.0;1342.0;2076.0;1489.0;-200.0;3.9;204.0;133.0
775.0;49.7;14.5;14.5;0.8177;1279.0;1131.0;1758.0;1243.0;325.0;3.3;180.0;124.0
902.0;70.0;7.7;12.2;0.9924;1277.0;886.0;1579.0;1004.0;156.0;1.9;140.0;109.0
884.0;43.5;8.7;15.9;0.779;1264.0;928.0;1534.0;1035.0;237.0;2.4;132.0;102.0
1096.0;56.0;4.3;18.5;1.181;870.0;729.0;1475.0;586.0;-200.0;0.9;43.0;53.0
1456.0;56.9;1.1;15.5;0.9961;876.0;505.0;1294.0;467.0;-200.0;-200.0;-200.0;-200.0
1071.0;16.8;5.0;33.1;0.8391;821.0;766.0;1323.0;457.0;-200.0;0.6;48.0;62.0
1088.0;51.2;2.8;23.5;1.4634;833.0;641.0;1496.0;717.0;-200.0;0.6;30.0;44.0
735.0;22.4;14.4;34.3;1.1907;1111.0;1131.0;1825.0;1085.0;-200.0;2.5;171.0;137.0
1075.0;46.4;3.1;24.0;1.3689;827.0;656.0;1447.0;722.0;-200.0;0.5;55.0;60.0
760.0;22.3;15.3;28.6;0.859;1051.0;1157.0;1787.0;963.0;-200.0;3.0;186.0;147.0
1322.0;58.4;2.4;10.4;0.7352;914.0;610.0;1230.0;455.0;56.0;0.8;54.0;65.0
965.0;21.0;7.9;29.6;0.8548;869.0;897.0;1480.0;649.0;-200.0;1.5;104.0;106.0
1152.0;36.8;5.3;14.2;0.5922;962.0;776.0;1279.0;550.0;81.0;1.3;89.0;75.0
1137.0;62.2;4.9;11.1;0.8199;1045.0;756.0;1411.0;902.0;55.0;1.2;70.0;85.0
1066.0;51.9;5.4;15.5;0.9059;1072.0;784.0;1442.0;1114.0;47.0;1.2;95.0;90.0
976.0;46.3;8.2;14.2;0.7438;1038.0;907.0;1492.0;723.0;168.0;1.9;106.0;81.0
891.0;29.7;6.7;29.1;1.1751;916.0;843.0;1511.0;614.0;-200.0;1.1;81.0;97.0
934.0;26.0;11.8;18.7;0.5555;1147.0;1042.0;1538.0;830.0;188.0;2.2;122.0;108.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.2;53.0;64.0
969.0;69.7;8.8;9.7;0.8389;1133.0;933.0;1552.0;923.0;300.0;2.3;133.0;99.0
688.0;41.0;14.4;28.9;1.6096;1156.0;1129.0;1941.0;1181.0;-200.0;2.5;118.0;110.0
937.0;35.6;8.4;19.2;0.7856;921.0;914.0;1481.0;614.0;-200.0;1.9;107.0;106.0
886.0;43.3;11.2;14.2;0.6982;1180.0;1023.0;1588.0;966.0;247.0;2.3;127.0;102.0
976.0;37.8;10.6;16.7;0.7117;1326.0;1000.0;1602.0;1084.0;97.0;2.3;148.0;125.0
828.0;68.5;12.0;10.7;0.8794;1260.0;1050.0;1722.0;979.0;263.0;2.7;156.0;111.0
752.0;23.8;14.2;29.5;0.9623;1073.0;1124.0;1688.0;1175.0;-200.0;2.8;209.0;154.0
813.0;29.7;16.9;26.5;1.0123;1097.0;1206.0;1867.0;1088.0;-200.0;3.3;-200.0;-200.0
976.0;34.0;8.2;16.6;0.6353;1085.0;907.0;1419.0;893.0;204.0;2.5;133.0;101.0
1057.0;52.1;5.5;14.8;0.8686;1064.0;787.0;1407.0;1115.0;44.0;1.0;61.0;88.0
1242.0;59.2;2.2;14.3;0.9601;843.0;597.0;1341.0;727.0;-200.0;-200.0;-200.0;-200.0
671.0;51.8;14.8;21.5;1.3129;1138.0;1141.0;1927.0;1197.0;-200.0;2.6;199.0;104.0
911.0;53.1;7.4;16.1;0.9675;1087.0;876.0;1554.0;737.0;196.0;1.6;112.0;96.0
565.0;36.8;24.2;28.5;1.4128;1363.0;1410.0;2199.0;1791.0;-200.0;4.6;337.0;182.0
896.0;49.4;8.5;15.7;0.8768;1095.0;918.0;1527.0;800.0;227.0;1.8;91.0;90.0
809.0;32.5;7.2;28.4;1.2361;1011.0;864.0;1532.0;1231.0;-200.0;0.9;65.0;79.0
