PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);NMHC(GT);CO(GT);NOx(GT);NO2(GT)
948.0;34.3;7.0;23.9;1.002;1047.0;859.0;1538.0;677.0;-200.0;1.5;92.0;84.0
1015.0;36.4;6.1;23.6;1.0431;1008.0;816.0;1531.0;689.0;-200.0;1.3;78.0;72.0
989.0;62.2;5.5;16.4;1.1507;938.0;789.0;1536.0;864.0;-200.0;0.9;38.0;55.0
849.0;38.9;11.0;22.3;1.0324;1124.0;1013.0;1676.0;733.0;-200.0;2.4;114.0;104.0
949.0;33.5;8.3;25.5;1.0767;1053.0;911.0;1603.0;683.0;-200.0;2.0;98.0;91.0
901.0;31.9;9.2;26.0;1.0566;1110.0;948.0;1632.0;891.0;-200.0;2.0;101.0;86.0
886.0;46.1;8.8;21.6;1.1725;1120.0;931.0;1652.0;971.0;-200.0;2.1;118.0;89.0
916.0;66.5;6.5;16.9;1.2688;1012.0;833.0;1632.0;862.0;-200.0;1.2;75.0;67.0
939.0;70.2;6.5;16.5;1.3099;1047.0;833.0;1647.0;1081.0;-200.0;1.6;85.0;71.0
971.0;25.0;9.0;25.4;0.7966;1042.0;941.0;1491.0;871.0;105.0;1.5;110.0;91.0
880.0;46.3;8.0;17.4;0.9112;1055.0;899.0;1504.0;980.0;101.0;1.3;72.0;83.0
905.0;40.6;8.8;18.9;0.8771;1078.0;932.0;1511.0;951.0;137.0;1.8;99.0;100.0
869.0;81.8;7.1;12.5;1.1838;1134.0;863.0;1599.0;1009.0;111.0;2.2;120.0;88.0
941.0;76.4;5.4;11.6;1.0415;1075.0;782.0;1505.0;988.0;93.0;1.2;97.0;77.0
947.0;65.6;7.4;10.3;0.8225;1079.0;875.0;1535.0;998.0;116.0;1.6;113.0;71.0
876.0;21.3;8.8;28.3;0.8054;905.0;931.0;1460.0;776.0;-200.0;1.7;124.0;90.0
1247.0;22.7;3.3;28.8;0.8864;924.0;673.0;1346.0;430.0;-200.0;0.8;28.0;36.0
1122.0;12.9;7.5;25.8;0.4219;895.0;878.0;1238.0;607.0;-200.0;1.2;109.0;81.0
870.0;13.9;10.8;33.8;0.7172;888.0;1007.0;1448.0;794.0;-200.0;2.0;149.0;105.0
937.0;33.9;8.6;21.8;0.8771;1125.0;924.0;1542.0;790.0;179.0;1.7;102.0;73.0
773.0;15.4;14.5;33.7;0.7913;986.0;1133.0;1619.0;1174.0;-200.0;2.7;253.0;141.0
769.0;19.1;13.3;31.3;0.8634;1026.0;1094.0;1629.0;1224.0;-200.0;2.6;278.0;134.0
932.0;51.4;5.0;19.3;1.1387;854.0;764.0;1476.0;922.0;-200.0;1.0;88.0;76.0
1140.0;54.0;9.0;11.9;0.7502;1402.0;939.0;1555.0;1074.0;88.0;2.2;131.0;114.0
991.0;38.7;5.2;21.3;0.9686;865.0;773.0;1414.0;653.0;-200.0;1.3;93.0;85.0
1205.0;59.6;6.5;11.2;0.7888;1272.0;836.0;1490.0;1110.0;51.0;1.6;131.0;116.0
844.0;48.0;9.9;15.8;0.8569;1186.0;976.0;1570.0;1200.0;188.0;2.0;127.0;113.0
921.0;54.4;8.0;14.1;0.8701;1139.0;899.0;1514.0;1067.0;157.0;2.0;126.0;104.0
986.0;58.8;5.6;13.3;0.8922;1072.0;795.0;1442.0;1048.0;88.0;1.3;84.0;93.0
1349.0;63.8;1.7;10.7;0.8174;840.0;563.0;1275.0;755.0;40.0;-200.0;45.0;57.0
682.0;35.7;15.4;23.6;1.0282;1091.0;1161.0;1797.0;1153.0;-200.0;3.4;210.0;128.0
693.0;36.3;14.0;24.0;1.0708;1073.0;1117.0;1762.0;1052.0;-200.0;3.1;220.0;119.0
911.0;46.4;5.7;20.7;1.1198;903.0;800.0;1478.0;751.0;-200.0;0.8;50.0;68.0
733.0;43.2;11.8;23.2;1.2104;1153.0;1042.0;1700.0;1022.0;-200.0;2.4;184.0;136.0
1136.0;57.4;8.0;10.8;0.7408;1333.0;900.0;1517.0;1102.0;64.0;2.0;174.0;112.0
1079.0;60.6;9.5;10.5;0.7691;1351.0;960.0;1583.0;1028.0;87.0;2.2;129.0;101.0
892.0;27.1;7.7;26.9;0.948;931.0;885.0;1467.0;585.0;-200.0;1.2;86.0;101.0
983.0;33.6;4.6;27.9;1.2433;907.0;741.0;1486.0;573.0;-200.0;0.6;44.0;57.0
872.0;22.8;13.6;27.6;0.8288;1248.0;1103.0;1632.0;1002.0;297.0;2.6;143.0;122.0
1027.0;37.9;4.0;25.7;1.2334;884.0;709.0;1442.0;556.0;-200.0;0.6;43.0;54.0
1080.0;52.6;3.1;20.4;1.247;842.0;656.0;1427.0;620.0;-200.0;0.4;40.0;48.0
994.0;45.8;4.1;22.0;1.1965;853.0;716.0;1423.0;647.0;-200.0;0.5;37.0;51.0
986.0;58.2;5.3;15.1;0.9886;1141.0;777.0;1455.0;1060.0;88.0;1.2;69.0;83.0
1145.0;58.0;3.0;14.5;0.9488;986.0;651.0;1380.0;891.0;57.0;0.8;60.0;74.0
1103.0;61.6;3.3;13.7;0.9631;1005.0;673.0;1387.0;905.0;57.0;0.8;56.0;64.0
1218.0;58.4;6.3;10.8;0.7552;1233.0;827.0;1446.0;860.0;77.0;1.7;112.0;98.0
856.0;33.7;8.0;26.1;1.1228;970.0;900.0;1559.0;647.0;-200.0;1.3;70.0;77.0
982.0;20.5;6.0;32.4;0.9806;855.0;812.0;1416.0;508.0;-200.0;0.8;53.0;71.0
866.0;30.5;10.6;23.8;0.8897;1278.0;1000.0;1621.0;1014.0;-200.0;-200.0;-200.0;-200.0
915.0;27.0;10.8;24.8;0.8325;1257.0;1006.0;1573.0;870.0;-200.0;-200.0;-200.0;-200.0
882.0;27.5;11.9;25.0;0.8575;1331.0;1046.0;1635.0;905.0;-200.0;-200.0;-200.0;-200.0
946.0;23.4;6.4;31.2;1.0487;895.0;831.0;1473.0;566.0;-200.0;0.9;66.0;83.0
891.0;29.7;6.7;29.1;1.1751;916.0;843.0;1511.0;614.0;-200.0;1.1;81.0;97.0
873.0;50.4;8.5;18.7;1.0772;1268.0;918.0;1602.0;1029.0;-200.0;-200.0;-200.0;-200.0
884.0;56.5;7.8;16.7;1.0634;1224.0;892.0;1580.0;923.0;-200.0;-200.0;-200.0;-200.0
929.0;59.2;6.7;15.9;1.0635;1215.0;843.0;1551.0;862.0;-200.0;-200.0;-200.0;-200.0
965.0;65.0;5.6;14.7;1.0766;1124.0;793.0;1521.0;791.0;-200.0;-200.0;-200.0;-200.0
845.0;51.9;6.7;21.6;1.3254;940.0;845.0;1539.0;704.0;-200.0;1.0;57.0;70.0
1020.0;69.1;4.4;12.9;1.0264;1074.0;731.0;1488.0;891.0;-200.0;-200.0;-200.0;-200.0
906.0;37.1;8.1;23.3;1.0457;1268.0;902.0;1589.0;932.0;-200.0;-200.0;-200.0;-200.0
969.0;32.1;7.1;25.6;1.0393;1160.0;860.0;1531.0;646.0;-200.0;-200.0;-200.0;-200.0
694.0;47.7;13.0;22.7;1.2977;1118.0;1082.0;1792.0;1080.0;-200.0;2.3;161.0;127.0
845.0;36.2;10.1;23.0;1.0053;1296.0;983.0;1626.0;802.0;-200.0;-200.0;-200.0;-200.0
727.0;46.2;11.8;23.0;1.2815;1147.0;1043.0;1719.0;1042.0;-200.0;2.3;152.0;125.0
989.0;56.1;5.2;16.6;1.0481;1113.0;772.0;1493.0;646.0;-200.0;-200.0;-200.0;-200.0
909.0;58.8;6.9;15.8;1.0464;1196.0;853.0;1556.0;769.0;-200.0;-200.0;-200.0;-200.0
1254.0;58.5;5.9;8.3;0.6438;1080.0;805.0;1375.0;816.0;55.0;1.7;122.0;97.0
699.0;24.9;16.6;28.3;0.9412;1097.0;1199.0;1738.0;1006.0;-200.0;2.8;190.0;158.0
779.0;17.1;14.0;32.2;0.8124;1009.0;1116.0;1602.0;877.0;-200.0;2.3;202.0;180.0
845.0;19.1;10.2;32.4;0.915;961.0;985.0;1554.0;677.0;-200.0;1.5;115.0;139.0
945.0;65.3;6.2;12.9;0.9688;1126.0;822.0;1541.0;927.0;-200.0;-200.0;-200.0;-200.0
822.0;20.4;10.3;33.2;1.0195;989.0;990.0;1577.0;705.0;-200.0;1.5;113.0;138.0
846.0;19.6;9.6;34.2;1.0399;978.0;962.0;1527.0;680.0;-200.0;1.3;105.0;117.0
856.0;18.4;9.5;33.9;0.9587;995.0;959.0;1544.0;690.0;-200.0;1.5;111.0;116.0
1035.0;36.5;10.2;15.0;0.6195;1206.0;986.0;1537.0;959.0;114.0;2.1;143.0;113.0
1011.0;42.8;3.9;26.6;1.4713;932.0;707.0;1509.0;554.0;-200.0;0.6;58.0;61.0
803.0;41.7;9.8;21.6;1.0606;1327.0;971.0;1705.0;1120.0;256.0;2.1;124.0;89.0
1008.0;34.5;11.0;16.1;0.6262;1252.0;1016.0;1593.0;983.0;140.0;2.5;160.0;116.0
839.0;38.8;5.4;25.6;1.2545;986.0;784.0;1503.0;1204.0;-200.0;0.6;66.0;74.0
884.0;51.8;7.7;17.4;1.023;1196.0;885.0;1589.0;973.0;160.0;1.7;85.0;89.0
1065.0;55.4;4.1;16.6;1.0408;1015.0;718.0;1428.0;714.0;101.0;1.0;61.0;71.0
866.0;40.4;5.1;24.5;1.2251;969.0;769.0;1485.0;1063.0;-200.0;-200.0;43.0;60.0
949.0;35.7;12.8;16.3;0.656;1287.0;1078.0;1660.0;1061.0;169.0;2.7;163.0;123.0
1141.0;58.8;3.4;14.6;0.9711;980.0;677.0;1435.0;659.0;62.0;0.8;73.0;64.0
880.0;58.9;8.5;14.4;0.9594;1236.0;920.0;1641.0;1012.0;120.0;1.7;164.0;94.0
809.0;32.5;7.2;28.4;1.2361;1011.0;864.0;1532.0;1231.0;-200.0;0.9;65.0;79.0
849.0;36.8;10.3;18.8;0.7883;1143.0;988.0;1590.0;710.0;226.0;1.9;109.0;98.0
1006.0;34.3;11.7;16.9;0.6549;1274.0;1041.0;1610.0;994.0;133.0;2.4;150.0;119.0
739.0;9.6;15.1;42.6;0.8012;1068.0;1152.0;1683.0;1309.0;-200.0;2.2;193.0;142.0
1073.0;34.6;2.6;25.5;1.1096;828.0;626.0;1362.0;754.0;-200.0;0.4;27.0;45.0
896.0;49.4;8.5;15.7;0.8768;1095.0;918.0;1527.0;800.0;227.0;1.8;91.0;90.0
773.0;33.7;9.2;26.3;1.1377;992.0;948.0;1609.0;1271.0;-200.0;1.6;106.0;95.0
762.0;13.2;15.3;39.6;0.9332;1055.0;1157.0;1674.0;985.0;-200.0;2.4;216.0;168.0
1071.0;63.9;7.4;9.1;0.7423;1196.0;873.0;1463.0;1144.0;67.0;1.9;139.0;97.0
911.0;53.1;7.4;16.1;0.9675;1087.0;876.0;1554.0;737.0;196.0;1.6;112.0;96.0
991.0;44.3;6.6;16.6;0.8294;1016.0;839.0;1448.0;790.0;110.0;1.5;119.0;97.0
937.0;40.3;7.8;17.4;0.7922;1029.0;892.0;1474.0;760.0;164.0;1.6;122.0;110.0
883.0;42.2;9.1;18.1;0.8679;1109.0;943.0;1604.0;767.0;151.0;1.8;115.0;103.0
1038.0;47.7;5.9;16.4;0.8819;1045.0;808.0;1421.0;589.0;120.0;1.2;65.0;69.0
1176.0;63.9;5.4;8.8;0.7256;1184.0;782.0;1365.0;1043.0;43.0;1.6;83.0;82.0
1074.0;75.0;4.8;9.3;0.8799;1020.0;752.0;1398.0;839.0;88.0;1.4;95.0;97.0
1016.0;76.7;5.7;9.0;0.8825;1051.0;798.0;1455.0;876.0;95.0;1.5;84.0;89.0
1087.0;79.6;4.1;8.2;0.8672;965.0;716.0;1383.0;827.0;83.0;1.1;56.0;72.0
1012.0;47.8;3.3;23.5;1.3607;865.0;671.0;1477.0;807.0;-200.0;0.6;-200.0;-200.0
1228.0;71.9;5.1;6.3;0.6932;1112.0;770.0;1409.0;940.0;47.0;1.5;139.0;77.0
935.0;71.6;11.8;6.5;0.6945;1336.0;1043.0;1678.0;1192.0;132.0;2.7;256.0;96.0
1169.0;70.4;4.8;8.1;0.7609;939.0;754.0;1384.0;797.0;59.0;1.1;74.0;64.0
1049.0;33.6;9.2;18.4;0.7042;1240.0;947.0;1532.0;947.0;108.0;2.0;119.0;116.0
856.0;24.8;13.2;20.6;0.5931;1136.0;1089.0;1552.0;928.0;353.0;2.5;127.0;101.0
976.0;37.8;10.6;16.7;0.7117;1326.0;1000.0;1602.0;1084.0;97.0;2.3;148.0;125.0
798.0;19.1;12.3;34.1;1.0048;1059.0;1060.0;1638.0;1141.0;-200.0;2.2;204.0;147.0
1120.0;45.7;2.4;21.6;1.1665;799.0;613.0;1387.0;641.0;-200.0;0.4;38.0;43.0
1073.0;51.4;2.6;19.7;1.1688;816.0;624.0;1422.0;729.0;-200.0;-200.0;41.0;56.0
968.0;41.5;7.0;15.3;0.7194;1045.0;857.0;1410.0;922.0;138.0;1.6;92.0;93.0
993.0;46.0;6.3;14.1;0.7363;1058.0;824.0;1411.0;971.0;92.0;1.4;95.0;99.0
1075.0;43.2;3.0;22.5;1.1589;839.0;652.0;1405.0;671.0;-200.0;0.4;34.0;49.0
1034.0;35.7;3.7;25.5;1.1499;848.0;692.0;1412.0;734.0;-200.0;0.6;41.0;55.0
953.0;58.9;8.6;12.5;0.8537;1367.0;925.0;1543.0;1337.0;92.0;2.5;128.0;104.0
1064.0;13.4;5.5;35.8;0.7749;854.0;788.0;1310.0;562.0;-200.0;0.9;60.0;71.0
1007.0;22.4;4.9;35.8;1.2933;936.0;757.0;1459.0;523.0;-200.0;0.8;40.0;52.0
939.0;26.2;5.4;33.9;1.3664;977.0;783.0;1543.0;586.0;-200.0;1.0;43.0;58.0
1130.0;61.1;5.2;12.1;0.8603;1130.0;773.0;1452.0;1051.0;56.0;-200.0;70.0;82.0
968.0;54.6;4.2;23.0;1.5177;942.0;723.0;1573.0;698.0;-200.0;0.6;36.0;42.0
972.0;56.7;4.0;21.3;1.4178;899.0;708.0;1559.0;780.0;-200.0;0.6;40.0;44.0
949.0;56.8;4.3;21.2;1.4094;914.0;725.0;1550.0;780.0;-200.0;0.6;38.0;49.0
846.0;52.7;6.1;22.2;1.3891;957.0;816.0;1613.0;903.0;-200.0;0.8;-200.0;-200.0
1225.0;62.7;4.2;11.6;0.853;1155.0;722.0;1414.0;959.0;36.0;1.4;101.0;84.0
660.0;51.9;12.3;24.0;1.5252;1217.0;1060.0;1840.0;1227.0;-200.0;2.2;126.0;101.0
1163.0;70.3;3.3;10.8;0.9092;898.0;669.0;1386.0;807.0;69.0;0.8;46.0;52.0
988.0;70.5;6.0;10.8;0.9142;1073.0;812.0;1500.0;950.0;134.0;1.4;112.0;65.0
895.0;71.0;8.2;11.0;0.9279;1081.0;906.0;1591.0;1024.0;157.0;1.7;150.0;72.0
869.0;53.1;8.8;15.0;0.8993;1112.0;931.0;1588.0;1011.0;157.0;2.0;124.0;84.0
973.0;30.0;7.8;20.6;0.7213;1032.0;892.0;1457.0;756.0;166.0;1.8;101.0;87.0
1054.0;26.7;6.4;19.9;0.6137;936.0;829.0;1336.0;607.0;94.0;1.5;90.0;88.0
1055.0;22.7;6.9;21.4;0.5722;942.0;852.0;1318.0;540.0;98.0;1.4;89.0;89.0
1055.0;60.0;6.4;12.4;0.8627;1235.0;828.0;1527.0;1093.0;57.0;1.6;118.0;83.0
949.0;31.6;8.7;18.3;0.6562;1037.0;927.0;1426.0;740.0;165.0;2.0;122.0;111.0
871.0;35.0;11.2;16.1;0.6372;1127.0;1022.0;1534.0;921.0;210.0;2.5;159.0;129.0
916.0;50.3;8.2;13.2;0.7577;1110.0;909.0;1487.0;984.0;168.0;2.0;125.0;115.0
812.0;55.5;11.6;12.3;0.7916;1247.0;1037.0;1618.0;1193.0;248.0;2.9;187.0;125.0
844.0;56.6;9.7;11.8;0.7833;1220.0;967.0;1545.0;1219.0;235.0;2.5;174.0;117.0
1047.0;56.2;5.1;11.2;0.7469;1028.0;770.0;1326.0;913.0;84.0;1.4;75.0;84.0
1144.0;56.6;4.0;11.0;0.7418;978.0;711.0;1304.0;750.0;75.0;1.2;48.0;63.0
905.0;20.4;8.7;31.9;0.9462;947.0;926.0;1484.0;659.0;-200.0;1.4;81.0;90.0
909.0;17.5;8.0;36.9;1.0789;970.0;900.0;1524.0;664.0;-200.0;1.2;79.0;93.0
1002.0;15.0;6.2;37.9;0.9721;896.0;822.0;1391.0;722.0;-200.0;0.8;64.0;70.0
1196.0;64.3;3.7;8.7;0.7267;912.0;694.0;1343.0;727.0;88.0;1.1;61.0;58.0
946.0;15.2;7.4;36.6;0.9177;912.0;873.0;1436.0;614.0;-200.0;1.3;89.0;86.0
952.0;53.1;8.6;14.5;0.8728;1332.0;923.0;1614.0;1225.0;129.0;2.2;144.0;98.0
712.0;40.7;11.1;25.3;1.2921;1125.0;1016.0;1725.0;1256.0;-200.0;1.9;168.0;124.0
722.0;48.0;11.1;21.4;1.2086;1096.0;1017.0;1743.0;1204.0;-200.0;1.8;162.0;101.0
968.0;40.6;4.6;23.4;1.1571;897.0;745.0;1461.0;807.0;-200.0;0.7;50.0;77.0
1104.0;30.2;7.5;21.4;0.7616;1207.0;879.0;1490.0;872.0;84.0;1.8;103.0;102.0
745.0;31.1;12.7;26.1;1.0338;1090.0;1073.0;1693.0;1124.0;-200.0;2.1;133.0;122.0
752.0;23.8;14.2;29.5;0.9623;1073.0;1124.0;1688.0;1175.0;-200.0;2.8;209.0;154.0
757.0;20.7;13.8;33.6;1.059;1065.0;1110.0;1691.0;871.0;-200.0;2.4;161.0;163.0
804.0;19.3;11.8;34.8;1.0543;1035.0;1043.0;1647.0;749.0;-200.0;2.1;149.0;174.0
1081.0;29.0;8.2;21.9;0.7525;1258.0;906.0;1511.0;900.0;99.0;1.9;112.0;107.0
1046.0;48.0;2.9;25.1;1.5115;887.0;647.0;1500.0;740.0;-200.0;0.5;50.0;61.0
1043.0;47.2;3.3;25.3;1.5025;874.0;668.0;1513.0;737.0;-200.0;-200.0;37.0;54.0
648.0;45.1;14.3;26.8;1.5645;1239.0;1127.0;1930.0;1201.0;-200.0;2.5;134.0;120.0
1210.0;59.6;2.9;13.0;0.886;1040.0;646.0;1325.0;555.0;55.0;1.0;71.0;78.0
1065.0;59.5;5.2;10.6;0.7595;1070.0;776.0;1369.0;697.0;79.0;1.8;127.0;93.0
726.0;39.3;11.6;27.7;1.4372;1140.0;1035.0;1779.0;1059.0;-200.0;2.1;107.0;112.0
723.0;26.9;11.7;37.8;1.7392;1163.0;1039.0;1814.0;888.0;-200.0;1.9;118.0;121.0
751.0;26.3;10.1;38.1;1.7213;1158.0;983.0;1803.0;808.0;-200.0;1.8;101.0;110.0
680.0;27.1;14.2;36.6;1.6352;1199.0;1124.0;1940.0;1054.0;-200.0;2.4;159.0;132.0
985.0;54.7;7.4;14.8;0.9164;1239.0;872.0;1547.0;1250.0;66.0;1.8;104.0;99.0
1010.0;57.0;6.9;14.0;0.9094;1239.0;853.0;1543.0;1174.0;73.0;1.8;106.0;93.0
696.0;47.4;12.9;27.1;1.6701;1109.0;1080.0;1874.0;1190.0;-200.0;2.3;111.0;102.0
688.0;41.0;14.4;28.9;1.6096;1156.0;1129.0;1941.0;1181.0;-200.0;2.5;118.0;110.0
935.0;36.7;9.7;16.6;0.6867;1073.0;966.0;1537.0;805.0;181.0;1.8;128.0;87.0
920.0;41.8;7.7;16.3;0.7712;1061.0;887.0;1462.0;869.0;149.0;1.7;110.0;88.0
684.0;45.8;15.2;24.6;1.394;1177.0;1156.0;1983.0;1310.0;-200.0;2.8;147.0;120.0
845.0;54.1;9.3;13.5;0.8351;1149.0;952.0;1577.0;1204.0;205.0;2.1;144.0;108.0
843.0;59.2;9.4;12.3;0.8461;1168.0;954.0;1586.0;1201.0;194.0;2.1;152.0;104.0
1032.0;61.4;4.9;11.5;0.8303;1047.0;760.0;1379.0;1003.0;74.0;1.1;64.0;74.0
700.0;26.9;14.0;36.9;1.6477;1162.0;1117.0;1857.0;1044.0;-200.0;2.3;118.0;139.0
698.0;27.8;13.4;36.6;1.676;1193.0;1097.0;1832.0;1139.0;-200.0;2.5;152.0;155.0
1191.0;65.8;3.3;10.2;0.8196;905.0;670.0;1346.0;820.0;47.0;0.9;79.0;62.0
1176.0;63.7;2.9;11.0;0.8325;996.0;648.0;1340.0;852.0;45.0;0.9;64.0;50.0
1030.0;70.5;6.4;11.4;0.9475;1157.0;830.0;1584.0;1083.0;51.0;1.4;138.0;80.0
1052.0;51.8;2.6;26.9;1.805;864.0;629.0;1558.0;728.0;-200.0;0.5;28.0;42.0
667.0;48.1;13.7;28.2;1.8144;1194.0;1106.0;1985.0;1194.0;-200.0;2.2;100.0;97.0
859.0;34.2;10.4;18.4;0.7185;1122.0;993.0;1571.0;993.0;238.0;2.1;132.0;95.0
788.0;28.7;12.8;21.4;0.7231;1164.0;1076.0;1653.0;1032.0;-200.0;-200.0;-200.0;-200.0
826.0;34.8;11.0;18.7;0.7436;1180.0;1014.0;1595.0;1036.0;-200.0;-200.0;-200.0;-200.0
799.0;34.7;12.6;18.6;0.7369;1195.0;1072.0;1609.0;1144.0;-200.0;-200.0;-200.0;-200.0
687.0;45.8;12.6;29.3;1.8362;1160.0;1070.0;1929.0;1192.0;-200.0;2.3;110.0;112.0
681.0;24.4;15.7;37.8;1.5722;1214.0;1170.0;1963.0;1054.0;-200.0;2.5;136.0;133.0
682.0;27.4;15.2;35.5;1.5635;1251.0;1154.0;1955.0;1111.0;-200.0;2.8;184.0;148.0
964.0;54.2;5.8;13.4;0.8319;1060.0;805.0;1418.0;1089.0;-200.0;-200.0;-200.0;-200.0
706.0;27.8;12.8;35.4;1.5733;1181.0;1078.0;1870.0;1140.0;-200.0;2.1;159.0;122.0
1048.0;48.0;2.8;24.8;1.4857;850.0;639.0;1519.0;853.0;-200.0;-200.0;35.0;57.0
906.0;67.4;7.9;9.1;0.7814;1105.0;897.0;1510.0;1050.0;-200.0;-200.0;-200.0;-200.0
980.0;41.6;3.9;27.3;1.4906;891.0;705.0;1534.0;806.0;-200.0;0.4;27.0;46.0
745.0;38.7;11.7;27.8;1.4187;1085.0;1039.0;1790.0;1092.0;-200.0;2.0;100.0;96.0
744.0;36.8;11.7;28.6;1.416;1091.0;1038.0;1786.0;1088.0;-200.0;1.8;103.0;99.0
741.0;20.0;13.1;40.4;1.4854;1167.0;1087.0;1820.0;928.0;-200.0;2.0;112.0;129.0
751.0;23.4;13.2;36.3;1.3902;1132.0;1091.0;1795.0;1092.0;-200.0;2.1;169.0;144.0
1075.0;46.4;3.1;24.0;1.3689;827.0;656.0;1447.0;722.0;-200.0;0.5;55.0;60.0
852.0;65.7;11.1;14.1;1.0494;1304.0;1019.0;1731.0;1272.0;155.0;2.1;127.0;103.0
967.0;14.2;6.9;42.2;1.1609;990.0;852.0;1488.0;669.0;-200.0;1.2;70.0;90.0
1384.0;67.6;2.4;10.4;0.853;1028.0;615.0;1340.0;853.0;27.0;0.9;74.0;67.0
882.0;66.8;7.1;13.7;1.041;1209.0;863.0;1547.0;1084.0;114.0;2.0;120.0;108.0
899.0;71.9;6.0;12.8;1.0632;1132.0;810.0;1532.0;1021.0;127.0;1.6;77.0;83.0
1030.0;74.8;3.6;11.9;1.038;1033.0;686.0;1420.0;948.0;70.0;1.0;63.0;69.0
1237.0;66.6;2.4;10.2;0.8299;909.0;615.0;1322.0;790.0;44.0;0.7;57.0;49.0
823.0;48.7;10.2;16.6;0.9146;1184.0;983.0;1604.0;1166.0;222.0;2.3;169.0;106.0
781.0;46.7;11.0;17.6;0.9324;1223.0;1014.0;1666.0;1219.0;212.0;2.6;172.0;108.0
802.0;42.7;10.5;19.2;0.9425;1196.0;997.0;1644.0;1128.0;263.0;2.4;127.0;100.0
1246.0;68.5;3.5;11.2;0.9081;1017.0;681.0;1418.0;870.0;27.0;0.9;82.0;64.0
1088.0;51.2;2.8;23.5;1.4634;833.0;641.0;1496.0;717.0;-200.0;0.6;30.0;44.0
975.0;52.3;4.2;23.2;1.4668;869.0;723.0;1522.0;789.0;-200.0;0.8;34.0;45.0
776.0;47.6;9.3;25.5;1.5318;1038.0;950.0;1750.0;1181.0;-200.0;1.4;71.0;75.0
1002.0;17.5;5.6;38.4;1.1609;958.0;795.0;1481.0;604.0;-200.0;1.0;52.0;65.0
1013.0;15.8;5.9;38.3;1.0465;927.0;806.0;1446.0;559.0;-200.0;1.0;51.0;69.0
761.0;25.6;12.7;30.0;1.0674;1109.0;1074.0;1734.0;1274.0;-200.0;2.3;187.0;144.0
803.0;80.1;9.6;13.1;1.2016;1235.0;963.0;1680.0;1095.0;159.0;2.7;166.0;103.0
794.0;81.0;10.0;12.8;1.1915;1281.0;977.0;1695.0;1105.0;171.0;3.1;171.0;99.0
846.0;80.6;8.1;12.7;1.1819;1167.0;904.0;1627.0;1051.0;162.0;2.6;169.0;100.0
1031.0;63.9;5.1;11.5;0.8652;1044.0;770.0;1425.0;944.0;100.0;1.2;85.0;70.0
958.0;82.4;5.1;12.4;1.1848;1057.0;768.0;1527.0;884.0;-200.0;-200.0;-200.0;-200.0
716.0;34.3;14.0;24.5;1.0407;1117.0;1118.0;1791.0;1323.0;-200.0;2.4;184.0;129.0
1002.0;79.9;5.1;12.6;1.1596;997.0;769.0;1524.0;868.0;-200.0;-200.0;-200.0;-200.0
905.0;79.6;8.1;12.5;1.1538;1141.0;902.0;1672.0;965.0;-200.0;-200.0;-200.0;-200.0
969.0;61.0;6.0;16.8;1.1599;1033.0;810.0;1526.0;864.0;-200.0;-200.0;-200.0;-200.0
940.0;15.8;15.2;29.3;0.6309;1365.0;1154.0;1679.0;1221.0;193.0;2.9;186.0;129.0
1006.0;34.9;5.1;22.4;0.9362;857.0;769.0;1390.0;759.0;-200.0;1.0;52.0;69.0
1022.0;51.1;5.3;16.9;0.9743;993.0;777.0;1482.0;790.0;-200.0;-200.0;-200.0;-200.0
919.0;50.8;7.9;17.0;0.9751;1136.0;896.0;1623.0;961.0;-200.0;-200.0;-200.0;-200.0
975.0;31.2;6.2;24.0;0.919;870.0;823.0;1398.0;848.0;-200.0;1.2;76.0;79.0
897.0;57.2;6.9;16.3;1.0492;1110.0;855.0;1568.0;943.0;-200.0;-200.0;-200.0;-200.0
982.0;60.2;5.6;15.6;1.0617;1024.0;795.0;1501.0;705.0;-200.0;-200.0;-200.0;-200.0
988.0;68.2;5.4;14.6;1.1282;992.0;783.0;1527.0;663.0;-200.0;-200.0;-200.0;-200.0
765.0;28.7;13.8;25.0;0.8944;1054.0;1110.0;1670.0;1167.0;-200.0;2.6;174.0;130.0
980.0;67.4;5.3;15.5;1.178;1097.0;779.0;1565.0;803.0;-200.0;-200.0;-200.0;-200.0
808.0;24.7;14.2;26.1;0.8233;1011.0;1122.0;1680.0;1071.0;-200.0;2.7;203.0;137.0
921.0;58.9;7.0;17.4;1.1567;1163.0;859.0;1603.0;783.0;-200.0;-200.0;-200.0;-200.0
916.0;54.6;7.7;17.5;1.08;1157.0;885.0;1590.0;784.0;-200.0;-200.0;-200.0;-200.0
876.0;54.2;8.5;17.5;1.0722;1154.0;919.0;1623.0;861.0;-200.0;-200.0;-200.0;-200.0
854.0;60.4;8.7;15.8;1.0744;1152.0;926.0;1669.0;1034.0;-200.0;-200.0;-200.0;-200.0
1029.0;70.1;4.2;14.1;1.1224;988.0;722.0;1500.0;874.0;-200.0;-200.0;-200.0;-200.0
913.0;70.9;6.9;14.0;1.1306;1101.0;852.0;1655.0;992.0;-200.0;-200.0;-200.0;-200.0
920.0;18.8;7.5;35.9;1.0912;951.0;880.0;1539.0;637.0;-200.0;1.6;89.0;84.0
