InertialMeasurementUnit L-SHOE EuX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LWR accX;Accelerometer LUA_ accY;Accelerometer LH accY
-134;656.0;-415.0;735.0;-423.0;952.0;1078.0
-39;499.0;-480.0;-34.0;-571.0;1143.0;1364.0
104;409.0;-301.0;-93.0;-288.0;1007.0;1042.0
135;397.0;-374.0;697.0;-344.0;1023.0;1093.0
-121;358.0;-102.0;-767.0;-265.0;1031.0;1180.0
1;529.0;-491.0;321.0;-514.0;1130.0;1090.0
-122;520.0;-394.0;-735.0;-320.0;923.0;1044.0
-149;123.0;-224.0;734.0;-163.0;777.0;1020.0
-140;454.0;-427.0;761.0;-450.0;1228.0;1335.0
-17;567.0;-832.0;299.0;-822.0;544.0;425.0
24;346.0;-253.0;95.0;-92.0;848.0;949.0
132;643.0;-265.0;-276.0;-426.0;820.0;919.0
-81;238.0;432.0;-983.0;60.0;1029.0;1065.0
136;463.0;-235.0;670.0;-307.0;903.0;944.0
-62;58.0;-271.0;253.0;-191.0;942.0;1038.0
132;229.0;-150.0;786.0;-215.0;759.0;845.0
99;424.0;-355.0;-682.0;-328.0;961.0;1006.0
-102;426.0;-571.0;673.0;-244.0;-770.0;-645.0
-65;580.0;-159.0;451.0;-339.0;937.0;941.0
57;452.0;-379.0;129.0;-546.0;1285.0;1128.0
-101;322.0;-325.0;738.0;-274.0;903.0;977.0
116;347.0;-446.0;575.0;-301.0;1019.0;981.0
65;541.0;-319.0;76.0;-16.0;861.0;1093.0
100;379.0;-208.0;-505.0;19.0;1244.0;1085.0
-20;438.0;-371.0;149.0;-509.0;1264.0;1442.0
116;638.0;-341.0;-666.0;-830.0;1097.0;2014.0
87;30.0;98.0;-49.0;-158.0;1010.0;1054.0
99;459.0;-284.0;-501.0;-405.0;992.0;1080.0
-31;344.0;-362.0;346.0;-621.0;865.0;1072.0
67;-33.0;-395.0;239.0;-888.0;803.0;849.0
112;296.0;-257.0;609.0;-282.0;921.0;1025.0
