InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-22.0;-676.0;-160.0;545.0;61.0;-812.0;?;-6;667.0;-742.0
-19.0;?;-186.0;584.0;58.0;-809.0;-705.0;-6;684.0;-742.0
-12.0;?;-211.0;?;52.0;-806.0;-680.0;-6;702.0;-742.0
-1.0;-662.0;-236.0;652.0;45.0;-804.0;?;?;718.0;?
12.0;-657.0;-261.0;680.0;39.0;-803.0;-629.0;-6;732.0;-743.0
26.0;-651.0;-286.0;701.0;40.0;?;-604.0;-6;744.0;-745.0
43.0;?;-309.0;711.0;45.0;-799.0;-579.0;-8;753.0;?
?;-642.0;-326.0;710.0;50.0;-798.0;-556.0;-5;762.0;-750.0
82.0;-632.0;-340.0;696.0;55.0;-798.0;-536.0;?;768.0;-752.0
99.0;-629.0;-352.0;684.0;59.0;-799.0;-521.0;?;771.0;-753.0
111.0;-625.0;-361.0;670.0;?;-799.0;-513.0;-6;771.0;-754.0
119.0;-622.0;-365.0;655.0;81.0;-798.0;-513.0;-11;?;-755.0
120.0;-625.0;-363.0;640.0;99.0;-796.0;-523.0;1;762.0;-755.0
118.0;-625.0;?;631.0;116.0;-793.0;-542.0;-94;755.0;-752.0
110.0;-624.0;-323.0;627.0;127.0;-790.0;-570.0;?;747.0;-748.0
99.0;?;-285.0;615.0;133.0;-788.0;-604.0;-168;738.0;?
86.0;-624.0;-248.0;607.0;?;-786.0;-637.0;-166;725.0;-744.0
72.0;-624.0;-215.0;?;130.0;-781.0;-667.0;-147;710.0;-745.0
?;-626.0;-185.0;577.0;132.0;-771.0;-698.0;-91;690.0;-747.0
54.0;-619.0;-153.0;541.0;?;-760.0;-725.0;-49;670.0;-747.0
68.0;-604.0;-109.0;499.0;130.0;-749.0;-744.0;-21;655.0;-747.0
91.0;-585.0;-66.0;468.0;121.0;?;-756.0;?;644.0;-746.0
114.0;?;-25.0;441.0;109.0;-727.0;-764.0;?;634.0;-745.0
133.0;?;10.0;416.0;94.0;-715.0;-770.0;-4;624.0;-744.0
144.0;-528.0;38.0;398.0;82.0;-702.0;-774.0;-2;616.0;-745.0
146.0;-517.0;?;386.0;73.0;-687.0;-776.0;?;610.0;-745.0
145.0;-504.0;78.0;377.0;69.0;-675.0;?;1;606.0;-744.0
143.0;-498.0;93.0;372.0;69.0;?;-778.0;0;605.0;-743.0
143.0;-488.0;104.0;368.0;?;-659.0;-777.0;0;605.0;-743.0
144.0;-478.0;111.0;372.0;75.0;-657.0;-774.0;?;607.0;-742.0
145.0;-471.0;116.0;372.0;86.0;-658.0;-769.0;?;612.0;-741.0
144.0;?;?;377.0;103.0;-662.0;-764.0;-4;?;-740.0
?;-458.0;102.0;377.0;123.0;-669.0;-759.0;-6;628.0;-741.0
132.0;-460.0;83.0;371.0;148.0;-679.0;-753.0;-7;639.0;-740.0
126.0;-463.0;55.0;?;177.0;-691.0;-746.0;-7;652.0;-739.0
121.0;-469.0;15.0;363.0;202.0;-702.0;-737.0;-7;665.0;-740.0
113.0;-486.0;-32.0;364.0;214.0;-713.0;?;-7;677.0;-743.0
103.0;-509.0;-81.0;365.0;220.0;?;-716.0;-7;686.0;-746.0
94.0;-532.0;-127.0;359.0;220.0;-729.0;-709.0;-7;687.0;-751.0
91.0;-545.0;-169.0;353.0;?;-741.0;-702.0;-7;685.0;-757.0
?;-555.0;-209.0;356.0;172.0;-753.0;-695.0;-7;?;-761.0
97.0;-561.0;-244.0;354.0;?;-763.0;-687.0;-7;678.0;-762.0
107.0;-567.0;-275.0;352.0;111.0;-771.0;-674.0;-7;677.0;-762.0
121.0;-568.0;-299.0;349.0;85.0;-776.0;-660.0;-7;678.0;-762.0
136.0;-572.0;-319.0;353.0;?;-782.0;-646.0;-7;?;-761.0
148.0;-578.0;-334.0;?;26.0;-787.0;?;-7;?;?
157.0;-585.0;-346.0;370.0;-10.0;?;-624.0;-7;683.0;-756.0
162.0;-588.0;-353.0;376.0;?;-796.0;-618.0;-7;684.0;-751.0
164.0;-591.0;-355.0;383.0;-97.0;-799.0;-615.0;-6;685.0;?
?;-593.0;-350.0;?;-145.0;-802.0;-617.0;-5;685.0;-737.0
162.0;-593.0;?;396.0;-189.0;-804.0;-622.0;-2;688.0;-730.0
156.0;-594.0;-317.0;403.0;-228.0;?;-629.0;-2;693.0;-723.0
145.0;-597.0;?;417.0;-258.0;-803.0;-639.0;-5;697.0;-717.0
123.0;-602.0;-265.0;444.0;-278.0;-806.0;-653.0;-6;?;-711.0
92.0;-609.0;-249.0;454.0;-292.0;-810.0;-669.0;-23;?;?
57.0;-614.0;-247.0;454.0;-310.0;-812.0;?;-41;686.0;-699.0
21.0;-624.0;-256.0;458.0;-334.0;-811.0;-695.0;-40;672.0;-695.0
-6.0;-629.0;-258.0;448.0;-360.0;-808.0;-708.0;-38;658.0;-691.0
-9.0;?;-241.0;438.0;-390.0;-801.0;-720.0;-32;651.0;-687.0
0.0;-626.0;-221.0;426.0;-423.0;-788.0;?;-19;645.0;-684.0
10.0;-626.0;-208.0;411.0;-441.0;-781.0;-740.0;-11;?;-680.0
18.0;-626.0;-199.0;395.0;-444.0;-783.0;-747.0;-2;634.0;-680.0
22.0;-626.0;-194.0;385.0;-440.0;-785.0;-753.0;5;629.0;-686.0
?;-625.0;-193.0;370.0;?;-790.0;-756.0;5;624.0;-692.0
13.0;-630.0;-196.0;365.0;?;-797.0;?;9;620.0;-691.0
1.0;-635.0;?;367.0;-400.0;-794.0;-760.0;13;618.0;-686.0
-12.0;-639.0;-207.0;?;-403.0;-794.0;-757.0;?;619.0;-686.0
-22.0;-644.0;-214.0;381.0;-412.0;-793.0;-752.0;18;623.0;-688.0
-33.0;-650.0;-224.0;395.0;-439.0;-780.0;-744.0;23;629.0;-686.0
-44.0;-656.0;-237.0;411.0;-461.0;-770.0;-734.0;28;635.0;-682.0
-58.0;-657.0;-254.0;432.0;-477.0;?;-722.0;30;640.0;?
-73.0;-662.0;?;?;?;-748.0;-710.0;28;645.0;-669.0
-88.0;?;-295.0;476.0;-479.0;-745.0;-695.0;33;649.0;?
-102.0;-668.0;-317.0;502.0;-477.0;-743.0;-677.0;39;656.0;-664.0
-116.0;-667.0;-341.0;535.0;-476.0;-741.0;-655.0;?;664.0;?
-131.0;-662.0;-366.0;568.0;-480.0;-734.0;-628.0;35;675.0;-657.0
?;-659.0;-390.0;609.0;-474.0;-738.0;?;35;685.0;-656.0
-164.0;-651.0;-412.0;652.0;-466.0;-744.0;-566.0;?;695.0;-656.0
-183.0;-643.0;?;693.0;-465.0;-745.0;?;34;703.0;-659.0
-200.0;-631.0;-451.0;731.0;-461.0;-748.0;-501.0;?;711.0;-662.0
-215.0;-617.0;-466.0;769.0;-453.0;-753.0;-469.0;34;?;-663.0
-228.0;-603.0;-475.0;799.0;?;-758.0;-441.0;34;727.0;-665.0
-241.0;-585.0;-483.0;?;-429.0;-766.0;-414.0;34;733.0;-671.0
-253.0;-569.0;-493.0;853.0;-413.0;-775.0;-391.0;34;735.0;-677.0
-265.0;-552.0;-502.0;872.0;-393.0;-784.0;-370.0;34;736.0;-684.0
-274.0;-538.0;-507.0;893.0;-371.0;-793.0;-353.0;34;737.0;-692.0
-284.0;-521.0;-510.0;?;-348.0;-796.0;-337.0;34;739.0;-698.0
-294.0;-504.0;-511.0;926.0;-320.0;-803.0;-324.0;34;740.0;-707.0
-305.0;-487.0;-512.0;946.0;-285.0;-817.0;-312.0;?;740.0;?
-316.0;-470.0;?;962.0;-246.0;-827.0;-301.0;34;?;-722.0
-327.0;-455.0;-511.0;974.0;-226.0;-831.0;-292.0;34;739.0;-720.0
-339.0;?;-504.0;986.0;-210.0;-837.0;-288.0;34;740.0;-716.0
-346.0;-432.0;-491.0;998.0;-204.0;-841.0;-288.0;34;?;-711.0
?;-428.0;-474.0;1011.0;-200.0;-844.0;-295.0;34;752.0;-706.0
-351.0;-427.0;-457.0;1023.0;-197.0;-850.0;?;34;758.0;-699.0
-357.0;-428.0;-439.0;?;-198.0;-854.0;-324.0;34;758.0;-691.0
-357.0;-438.0;-429.0;1039.0;?;-857.0;-357.0;34;749.0;?
-349.0;-454.0;-441.0;1028.0;-210.0;-857.0;-386.0;34;731.0;?
-340.0;-479.0;-467.0;1001.0;-216.0;-857.0;-411.0;34;705.0;-672.0
-327.0;-506.0;-479.0;?;-217.0;-856.0;-431.0;34;691.0;-667.0
-308.0;-525.0;-478.0;?;?;-853.0;?;34;688.0;-662.0
-292.0;-542.0;-487.0;890.0;-214.0;-847.0;-468.0;37;677.0;?
-278.0;-558.0;-502.0;862.0;?;-840.0;-484.0;41;660.0;-650.0
-265.0;-573.0;-510.0;830.0;-207.0;-831.0;-501.0;43;?;-642.0
-253.0;-584.0;-516.0;807.0;-200.0;-823.0;?;45;636.0;-635.0
-243.0;-595.0;-523.0;784.0;-190.0;-814.0;-528.0;45;623.0;-628.0
?;-600.0;-528.0;762.0;-181.0;-806.0;-541.0;44;612.0;-621.0
-225.0;-606.0;-528.0;745.0;-176.0;-798.0;-551.0;45;607.0;-612.0
-218.0;-611.0;-533.0;?;-180.0;-791.0;-556.0;45;599.0;-602.0
-212.0;-615.0;-536.0;710.0;-191.0;-784.0;-563.0;45;592.0;-592.0
-201.0;-618.0;?;?;-206.0;-780.0;-571.0;45;585.0;-583.0
-192.0;-623.0;-543.0;684.0;?;-777.0;-578.0;45;578.0;?
-182.0;?;?;670.0;-235.0;-777.0;-587.0;45;573.0;-569.0
-174.0;-629.0;-538.0;663.0;-246.0;?;-594.0;45;572.0;?
-169.0;-629.0;-543.0;653.0;-253.0;-784.0;-597.0;45;566.0;-566.0
-166.0;-630.0;-545.0;648.0;-257.0;-791.0;-599.0;45;562.0;-568.0
-163.0;-632.0;-545.0;648.0;-260.0;?;-602.0;?;?;-570.0
-160.0;-633.0;-547.0;647.0;?;-807.0;-602.0;?;559.0;-572.0
-163.0;?;-554.0;650.0;-270.0;-813.0;-599.0;45;555.0;-574.0
-167.0;-632.0;-558.0;659.0;-276.0;-818.0;-598.0;45;550.0;-576.0
-169.0;-631.0;-562.0;657.0;-281.0;-823.0;-598.0;45;546.0;?
-172.0;-628.0;-565.0;655.0;?;-827.0;-601.0;45;539.0;-582.0
-177.0;-626.0;-568.0;655.0;-282.0;-830.0;-603.0;45;532.0;-585.0
-181.0;-622.0;-571.0;652.0;-279.0;-833.0;-604.0;45;526.0;-588.0
-183.0;-622.0;-574.0;651.0;-275.0;-834.0;-604.0;45;523.0;-591.0
-183.0;-620.0;-575.0;?;-270.0;-834.0;-604.0;45;521.0;-593.0
-182.0;-622.0;-575.0;652.0;-264.0;-833.0;-605.0;45;520.0;-593.0
-182.0;-621.0;-576.0;649.0;-259.0;-832.0;-605.0;45;519.0;-593.0
-183.0;-619.0;-578.0;654.0;-254.0;-830.0;-605.0;45;?;-594.0
-183.0;-620.0;-580.0;652.0;-248.0;-827.0;?;?;516.0;-594.0
-182.0;-620.0;-580.0;652.0;-241.0;-825.0;-605.0;45;515.0;?
-182.0;-619.0;-580.0;?;-235.0;-823.0;-605.0;45;514.0;-594.0
-183.0;-618.0;?;650.0;-230.0;-822.0;?;45;513.0;-594.0
-183.0;-621.0;-581.0;651.0;-227.0;?;?;45;?;?
-183.0;-620.0;-581.0;653.0;-225.0;-820.0;-606.0;?;?;?
-184.0;-619.0;-582.0;650.0;-225.0;-820.0;?;45;510.0;-593.0
-184.0;-621.0;-582.0;651.0;-225.0;-820.0;-607.0;45;509.0;-593.0
-185.0;-618.0;-582.0;651.0;-226.0;?;-607.0;45;508.0;-593.0
-185.0;-618.0;?;649.0;-228.0;-822.0;-608.0;45;506.0;-593.0
?;-618.0;-582.0;646.0;?;-824.0;?;45;505.0;-594.0
-185.0;-619.0;-582.0;646.0;-232.0;-825.0;-611.0;45;504.0;-595.0
-184.0;-620.0;-581.0;?;-234.0;-827.0;-613.0;45;503.0;-596.0
?;-620.0;-579.0;641.0;-236.0;-828.0;?;?;504.0;-597.0
-179.0;-621.0;-576.0;643.0;-236.0;-829.0;-617.0;45;505.0;-597.0
-175.0;-620.0;?;635.0;-236.0;-829.0;-619.0;?;506.0;-598.0
-172.0;-621.0;-572.0;632.0;-237.0;-830.0;-620.0;45;509.0;-598.0
-168.0;?;-571.0;634.0;?;-829.0;-620.0;45;511.0;-598.0
-166.0;-623.0;-571.0;632.0;-237.0;-829.0;-619.0;45;513.0;-598.0
-168.0;-623.0;-574.0;631.0;-236.0;-828.0;?;45;512.0;-597.0
-171.0;-622.0;-577.0;634.0;-235.0;-828.0;-616.0;45;509.0;-597.0
-170.0;-623.0;?;?;-234.0;-827.0;-617.0;45;509.0;-597.0
-170.0;-625.0;-575.0;?;-233.0;-827.0;-617.0;45;510.0;-597.0
-170.0;-624.0;-575.0;635.0;-233.0;-826.0;?;44;510.0;-596.0
-168.0;-625.0;-573.0;?;?;-826.0;-617.0;47;512.0;-595.0
-166.0;-626.0;?;629.0;-232.0;-825.0;-617.0;38;513.0;-594.0
-165.0;-624.0;-573.0;635.0;?;-824.0;-617.0;28;514.0;-593.0
-165.0;-626.0;-574.0;635.0;-232.0;-824.0;-614.0;27;516.0;?
-165.0;-625.0;-576.0;639.0;-233.0;-823.0;-611.0;18;517.0;-591.0
-167.0;?;-581.0;647.0;-235.0;-822.0;-606.0;16;517.0;-588.0
-166.0;-626.0;-580.0;649.0;-237.0;-821.0;-604.0;?;?;-585.0
-162.0;-628.0;-575.0;656.0;-239.0;-819.0;-603.0;?;?;-582.0
-162.0;-629.0;-576.0;663.0;-242.0;-817.0;-597.0;17;?;-579.0
-166.0;-632.0;-578.0;669.0;-245.0;-815.0;-589.0;19;540.0;-575.0
-169.0;-632.0;-580.0;676.0;-249.0;?;-580.0;19;546.0;-570.0
-174.0;?;-582.0;690.0;-253.0;-811.0;-571.0;23;553.0;-566.0
-178.0;-631.0;-582.0;700.0;-258.0;-808.0;-561.0;26;561.0;-561.0
-182.0;-632.0;-583.0;?;?;-806.0;-550.0;28;570.0;-556.0
-189.0;-632.0;-584.0;729.0;-268.0;-803.0;-540.0;34;?;-551.0
-192.0;-632.0;?;737.0;-274.0;-801.0;?;36;584.0;-546.0
-195.0;-632.0;-580.0;?;-280.0;-798.0;?;39;?;-541.0
?;-629.0;?;765.0;-286.0;?;-511.0;42;606.0;-536.0
-198.0;-630.0;-574.0;?;-291.0;-795.0;-502.0;44;616.0;-531.0
-195.0;-628.0;-567.0;?;-297.0;-793.0;?;47;630.0;-527.0
-192.0;-627.0;-559.0;?;-301.0;-791.0;-486.0;47;644.0;-522.0
-190.0;-627.0;-553.0;840.0;-304.0;-788.0;-479.0;48;655.0;-517.0
-192.0;?;-545.0;859.0;-306.0;-786.0;-474.0;?;664.0;-513.0
-203.0;-628.0;-549.0;882.0;-307.0;-784.0;-466.0;53;?;-510.0
-231.0;-626.0;-572.0;902.0;-306.0;-782.0;-452.0;55;645.0;-507.0
-261.0;-623.0;-604.0;925.0;-304.0;-780.0;-432.0;56;617.0;-503.0
-287.0;-620.0;-633.0;951.0;-304.0;-778.0;-411.0;55;590.0;-499.0
-310.0;-618.0;-652.0;974.0;-305.0;-776.0;-389.0;55;573.0;-495.0
?;-615.0;-659.0;1005.0;-305.0;-773.0;-374.0;55;565.0;-491.0
-321.0;?;-644.0;1041.0;-304.0;-771.0;-374.0;54;585.0;-488.0
?;-614.0;-625.0;1069.0;-302.0;-769.0;-380.0;54;603.0;?
-311.0;-611.0;-598.0;1098.0;-300.0;-766.0;-390.0;?;628.0;-484.0
-310.0;-608.0;-585.0;1134.0;-298.0;-765.0;-391.0;54;639.0;-485.0
-314.0;-605.0;-586.0;1164.0;-295.0;-766.0;-386.0;54;640.0;-486.0
-335.0;?;?;1198.0;-291.0;-769.0;-369.0;?;616.0;?
-351.0;-523.0;-581.0;1649.0;-260.0;-755.0;-396.0;54;619.0;-472.0
-344.0;-532.0;-580.0;1649.0;-255.0;-751.0;-395.0;54;624.0;?
-343.0;-541.0;-575.0;1660.0;-250.0;-750.0;-397.0;54;627.0;-476.0
?;-542.0;-576.0;1650.0;-248.0;-749.0;-399.0;54;628.0;-477.0
-340.0;?;-576.0;?;-249.0;-749.0;-404.0;54;624.0;-480.0
-338.0;-544.0;-578.0;1624.0;-252.0;-750.0;?;54;620.0;-481.0
-344.0;-542.0;-582.0;1609.0;-254.0;-753.0;-414.0;54;610.0;-483.0
-356.0;-534.0;-587.0;1591.0;?;-756.0;-420.0;?;594.0;-483.0
-368.0;-531.0;-589.0;1537.0;-263.0;-759.0;-429.0;54;578.0;-483.0
?;-525.0;-592.0;1478.0;-270.0;-761.0;-438.0;54;562.0;?
-380.0;?;-591.0;1411.0;-278.0;-762.0;-449.0;54;?;-479.0
-378.0;-529.0;-588.0;1345.0;-287.0;-761.0;-460.0;54;548.0;-475.0
-381.0;-529.0;-589.0;1289.0;?;-760.0;-467.0;54;539.0;-471.0
-387.0;-523.0;-593.0;1235.0;-304.0;-757.0;-473.0;54;524.0;-465.0
-397.0;-521.0;-594.0;1176.0;?;-753.0;-479.0;54;510.0;-458.0
-408.0;-510.0;-600.0;1119.0;-320.0;-748.0;?;54;492.0;-449.0
-415.0;-498.0;?;1078.0;-329.0;-743.0;?;55;474.0;-440.0
-422.0;-488.0;-622.0;1040.0;-339.0;-737.0;-470.0;51;462.0;-429.0
-429.0;-476.0;-626.0;1007.0;-352.0;-729.0;-464.0;?;457.0;-418.0
-436.0;-461.0;-631.0;977.0;-364.0;-720.0;-453.0;22;453.0;-408.0
-450.0;-441.0;-639.0;939.0;-375.0;-711.0;-432.0;18;450.0;-400.0
-469.0;-409.0;-645.0;?;-384.0;?;-403.0;22;449.0;-392.0
-489.0;-367.0;-654.0;882.0;?;-702.0;-364.0;26;447.0;-385.0
-511.0;-319.0;-667.0;857.0;-389.0;-699.0;-316.0;36;440.0;-377.0
-531.0;-270.0;-680.0;842.0;-393.0;-695.0;-265.0;47;430.0;-369.0
-546.0;-221.0;-689.0;829.0;-397.0;-686.0;-213.0;53;427.0;-361.0
?;-192.0;-691.0;824.0;-404.0;-674.0;-163.0;65;434.0;-348.0
-565.0;?;-685.0;822.0;-417.0;?;-117.0;77;445.0;-333.0
-574.0;-157.0;-677.0;813.0;?;-643.0;-72.0;82;456.0;-321.0
-582.0;-145.0;-670.0;800.0;-440.0;-632.0;-31.0;89;?;-312.0
-589.0;-139.0;?;784.0;-449.0;-624.0;6.0;96;456.0;?
-598.0;-133.0;-665.0;?;-455.0;-619.0;33.0;102;446.0;-294.0
-609.0;-122.0;-662.0;765.0;-460.0;-616.0;46.0;107;433.0;-286.0
-620.0;-118.0;-662.0;764.0;?;-611.0;45.0;107;420.0;-277.0
-628.0;?;-666.0;767.0;-471.0;-604.0;37.0;108;402.0;-266.0
-635.0;-116.0;-673.0;?;-477.0;-598.0;25.0;?;379.0;?
-639.0;-116.0;-684.0;805.0;-482.0;-591.0;6.0;96;?;-247.0
-640.0;-112.0;-695.0;805.0;?;-585.0;-20.0;91;326.0;-240.0
-638.0;-109.0;-707.0;817.0;-486.0;?;-51.0;85;300.0;-234.0
-633.0;-108.0;?;?;-485.0;-575.0;-85.0;80;277.0;-230.0
-626.0;-115.0;-726.0;?;-483.0;-573.0;-120.0;81;?;?
-618.0;-120.0;-732.0;832.0;-480.0;-572.0;?;?;243.0;-228.0
-610.0;-131.0;-733.0;817.0;?;-572.0;-190.0;81;234.0;-226.0
-602.0;-147.0;-731.0;807.0;-467.0;-572.0;-221.0;81;232.0;-221.0
-595.0;-159.0;-728.0;796.0;-463.0;-568.0;-248.0;82;235.0;-218.0
-586.0;-165.0;?;801.0;-458.0;-564.0;-266.0;80;244.0;-221.0
?;-162.0;?;835.0;-454.0;-569.0;-263.0;78;261.0;-236.0
-580.0;-155.0;-721.0;904.0;-443.0;-590.0;-251.0;79;283.0;-264.0
-579.0;-157.0;-713.0;979.0;-421.0;-624.0;-237.0;79;317.0;-294.0
-576.0;-164.0;-697.0;1053.0;?;-655.0;-224.0;79;?;-318.0
-570.0;-166.0;-677.0;1112.0;-385.0;-676.0;-206.0;79;417.0;?
-565.0;-174.0;-659.0;1143.0;-380.0;?;-181.0;79;462.0;-356.0
-560.0;-183.0;-644.0;1154.0;-379.0;-706.0;-151.0;79;499.0;?
-555.0;-190.0;-633.0;1135.0;-376.0;-722.0;?;79;525.0;?
-551.0;-199.0;?;1108.0;-372.0;-737.0;-101.0;79;544.0;?
-547.0;?;-619.0;1075.0;-368.0;-753.0;-90.0;79;?;-446.0
-543.0;-224.0;-618.0;1065.0;-364.0;-769.0;-90.0;79;562.0;?
-536.0;-241.0;-620.0;1072.0;-359.0;-784.0;?;78;564.0;-487.0
-528.0;-267.0;-626.0;1088.0;?;-797.0;-123.0;?;561.0;?
-515.0;-300.0;-631.0;1118.0;-362.0;-807.0;-154.0;78;?;-519.0
-498.0;-347.0;-635.0;1156.0;-371.0;-813.0;-195.0;78;557.0;-532.0
-477.0;-393.0;-638.0;1183.0;-383.0;-815.0;?;79;554.0;-544.0
-453.0;-440.0;-638.0;1186.0;-399.0;-813.0;-293.0;73;549.0;-552.0
-426.0;-488.0;-635.0;?;-418.0;-806.0;-348.0;78;543.0;-558.0
-398.0;?;-626.0;1160.0;-442.0;?;?;66;?;-560.0
-368.0;-572.0;-612.0;1119.0;-464.0;-780.0;-463.0;51;526.0;-559.0
-338.0;-599.0;-588.0;1054.0;-483.0;-765.0;-520.0;52;519.0;-555.0
-314.0;-618.0;?;988.0;-505.0;-748.0;-563.0;?;520.0;-547.0
-302.0;-623.0;-540.0;931.0;-533.0;-725.0;-593.0;8;515.0;-532.0
-300.0;?;-536.0;890.0;-574.0;-691.0;-606.0;9;505.0;-508.0
-300.0;-629.0;-537.0;860.0;-616.0;-654.0;-611.0;?;499.0;-489.0
-304.0;-635.0;-540.0;848.0;-650.0;-621.0;-608.0;10;496.0;-474.0
-306.0;-639.0;-541.0;854.0;?;-595.0;-601.0;10;503.0;-466.0
?;-635.0;-542.0;868.0;-682.0;-575.0;-590.0;10;515.0;-460.0
?;?;-545.0;883.0;-682.0;-566.0;-576.0;6;529.0;-457.0
-298.0;-620.0;-551.0;901.0;-678.0;-566.0;?;3;544.0;?
-294.0;-614.0;-559.0;926.0;-681.0;-556.0;-537.0;?;?;-451.0
-290.0;-612.0;-566.0;953.0;-685.0;-551.0;-514.0;-2;575.0;-449.0
-285.0;-610.0;?;?;?;-560.0;-492.0;-5;591.0;-453.0
-281.0;-604.0;-576.0;988.0;-674.0;-574.0;-472.0;-8;605.0;-461.0
?;-600.0;-580.0;999.0;-675.0;-574.0;-455.0;-8;615.0;-468.0
?;-595.0;?;1002.0;-669.0;-578.0;?;-10;621.0;-473.0
-274.0;-591.0;-590.0;1005.0;-653.0;-588.0;-433.0;?;624.0;?
-270.0;-591.0;-589.0;?;-633.0;-604.0;-431.0;-13;628.0;-487.0
?;?;-584.0;998.0;-614.0;-622.0;-434.0;-14;?;-497.0
?;-586.0;-579.0;992.0;-598.0;-635.0;-439.0;-15;636.0;-507.0
-256.0;-588.0;-573.0;984.0;-583.0;-648.0;-448.0;-15;637.0;-516.0
?;-588.0;-564.0;975.0;-560.0;-669.0;-461.0;-15;637.0;-532.0
-249.0;?;-550.0;963.0;-530.0;-696.0;-479.0;-15;637.0;-551.0
-246.0;-595.0;-534.0;948.0;-498.0;-722.0;-500.0;-15;?;?
-243.0;-599.0;-517.0;932.0;-475.0;-740.0;-523.0;?;633.0;-577.0
-242.0;-603.0;-497.0;913.0;-455.0;-756.0;-547.0;-15;629.0;-586.0
-245.0;-609.0;-475.0;887.0;-437.0;-771.0;-572.0;?;623.0;-593.0
-250.0;-611.0;?;858.0;?;-779.0;-595.0;-15;614.0;-596.0
-259.0;-611.0;-439.0;823.0;-425.0;-780.0;-614.0;-15;603.0;-598.0
-271.0;-612.0;-428.0;791.0;-430.0;-777.0;-628.0;-15;591.0;-597.0
?;-613.0;?;757.0;-434.0;-773.0;-637.0;-15;579.0;-594.0
-296.0;-611.0;-419.0;?;?;-770.0;-642.0;-15;570.0;-591.0
-303.0;-612.0;-418.0;701.0;-437.0;-769.0;-643.0;-15;?;-589.0
?;-609.0;-419.0;689.0;-432.0;-771.0;-641.0;-15;565.0;-589.0
-304.0;-608.0;-422.0;683.0;-430.0;-771.0;-636.0;-15;570.0;-588.0
-300.0;-608.0;-427.0;?;-432.0;-770.0;-627.0;-15;578.0;-584.0
-295.0;-605.0;-436.0;702.0;-436.0;-768.0;-615.0;-15;587.0;-580.0
-292.0;-597.0;?;722.0;-439.0;-765.0;-601.0;-15;595.0;-577.0
-289.0;-591.0;-459.0;742.0;-441.0;-764.0;?;-15;604.0;-573.0
-287.0;-580.0;-474.0;766.0;-446.0;-761.0;-564.0;?;612.0;?
-285.0;-572.0;?;798.0;-453.0;-758.0;-544.0;-15;620.0;-566.0
-284.0;-565.0;?;828.0;-457.0;-756.0;-524.0;-15;629.0;?
?;-557.0;-509.0;853.0;-461.0;-754.0;-506.0;-15;636.0;-559.0
-280.0;-548.0;-516.0;872.0;-463.0;-755.0;-492.0;-15;643.0;-557.0
-278.0;-543.0;-522.0;888.0;-465.0;-755.0;?;-15;648.0;-555.0
-278.0;-531.0;-528.0;900.0;-468.0;-755.0;-470.0;-15;650.0;?
-280.0;-523.0;-532.0;912.0;-470.0;-755.0;-461.0;-15;?;-550.0
-283.0;-521.0;-535.0;918.0;-473.0;-753.0;-454.0;?;?;-547.0
-287.0;-519.0;-537.0;924.0;-475.0;?;-450.0;-15;654.0;-546.0
-291.0;-517.0;-538.0;925.0;-474.0;-754.0;-449.0;-15;652.0;-545.0
-296.0;-520.0;-538.0;924.0;-473.0;-755.0;-451.0;-15;648.0;-544.0
-303.0;-521.0;-536.0;920.0;?;-755.0;-457.0;-15;642.0;-543.0
-309.0;-519.0;-535.0;913.0;-473.0;-755.0;-465.0;-15;634.0;-542.0
?;-520.0;-533.0;905.0;-474.0;-754.0;-474.0;-15;626.0;-542.0
-318.0;-522.0;-532.0;898.0;-476.0;-753.0;-484.0;-15;618.0;-541.0
-322.0;?;-529.0;888.0;-477.0;-753.0;?;-15;610.0;-541.0
-325.0;-523.0;-525.0;875.0;-476.0;-753.0;-504.0;-15;604.0;-541.0
-327.0;-527.0;-522.0;864.0;-476.0;-753.0;-512.0;-15;599.0;?
-328.0;-530.0;-519.0;856.0;-476.0;-753.0;-519.0;-15;595.0;-543.0
-327.0;-534.0;-516.0;846.0;-475.0;-753.0;-525.0;-15;?;-544.0
?;-537.0;-513.0;841.0;-475.0;-753.0;?;-15;592.0;-544.0
-324.0;-541.0;-510.0;834.0;-474.0;-753.0;-533.0;-15;593.0;-544.0
-322.0;-545.0;-508.0;832.0;-473.0;-753.0;-534.0;-15;594.0;-544.0
?;-547.0;-507.0;830.0;-472.0;-753.0;-534.0;-15;?;-545.0
-319.0;-549.0;-507.0;828.0;-472.0;-753.0;-532.0;?;598.0;-545.0
-318.0;?;-507.0;829.0;-472.0;-752.0;-531.0;-15;600.0;-545.0
-317.0;-548.0;-507.0;832.0;-472.0;-753.0;?;-15;602.0;-545.0
-317.0;-547.0;-507.0;?;-472.0;-752.0;-526.0;-15;604.0;-544.0
-315.0;-547.0;-508.0;839.0;-475.0;?;-524.0;-15;607.0;-543.0
-314.0;?;-509.0;842.0;-478.0;-749.0;-522.0;-15;609.0;-544.0
