InertialMeasurementUnit L-SHOE EuX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LWR accX;Accelerometer LUA_ accY;Accelerometer LH accY
31;443.0;-246.0;23.0;-340.0;980.0;1028.0
31;443.0;-319.0;26.0;-341.0;992.0;1035.0
31;440.0;-345.0;27.0;-348.0;987.0;1041.0
31;424.0;-335.0;28.0;-331.0;989.0;1024.0
31;435.0;-328.0;28.0;-340.0;968.0;1026.0
31;433.0;-341.0;28.0;-348.0;?;1000.0
31;431.0;-342.0;27.0;?;967.0;996.0
31;423.0;-336.0;26.0;-336.0;?;1024.0
31;416.0;-332.0;24.0;-332.0;950.0;?
31;?;-338.0;23.0;-322.0;953.0;1007.0
31;453.0;-347.0;23.0;-295.0;950.0;1006.0
31;417.0;-343.0;23.0;-298.0;979.0;1021.0
?;415.0;-329.0;23.0;-303.0;981.0;1039.0
31;427.0;-331.0;23.0;-302.0;981.0;1021.0
31;414.0;-338.0;?;-293.0;958.0;1007.0
31;405.0;-325.0;22.0;-282.0;920.0;1011.0
31;394.0;-315.0;22.0;-282.0;933.0;979.0
32;392.0;-319.0;?;-281.0;966.0;988.0
33;366.0;-320.0;20.0;-272.0;994.0;1020.0
35;402.0;-307.0;20.0;-284.0;1002.0;1069.0
36;410.0;-301.0;20.0;-295.0;995.0;1049.0
36;404.0;-302.0;20.0;-300.0;?;1042.0
38;382.0;-302.0;19.0;-270.0;972.0;1044.0
39;380.0;-298.0;18.0;-265.0;964.0;1035.0
40;376.0;-295.0;16.0;-254.0;924.0;1011.0
41;377.0;?;14.0;-261.0;?;992.0
41;323.0;-262.0;11.0;-253.0;?;1041.0
41;350.0;-261.0;7.0;-274.0;?;1059.0
41;352.0;-264.0;3.0;-282.0;1020.0;1070.0
41;365.0;-251.0;-2.0;-299.0;970.0;1042.0
?;385.0;?;-6.0;?;963.0;1012.0
40;393.0;-263.0;-9.0;-282.0;?;?
40;?;-277.0;-12.0;-252.0;948.0;1010.0
40;403.0;-274.0;-13.0;-243.0;943.0;994.0
40;394.0;?;-14.0;-230.0;958.0;1038.0
40;391.0;?;?;-227.0;958.0;1017.0
40;369.0;-262.0;-15.0;?;977.0;1023.0
40;379.0;-261.0;-15.0;?;981.0;1025.0
40;360.0;?;-14.0;-199.0;968.0;1035.0
40;345.0;-260.0;-14.0;-177.0;960.0;1023.0
40;331.0;-255.0;-14.0;-201.0;?;995.0
40;314.0;-240.0;?;-191.0;943.0;986.0
40;333.0;-209.0;?;-194.0;942.0;1017.0
40;304.0;-183.0;-15.0;-166.0;968.0;1025.0
?;335.0;?;-15.0;?;972.0;?
40;363.0;-186.0;?;-182.0;913.0;1026.0
40;358.0;?;-18.0;?;929.0;985.0
?;289.0;-172.0;-19.0;-156.0;990.0;1017.0
?;?;-187.0;-20.0;-205.0;1033.0;1019.0
40;372.0;-218.0;-23.0;-236.0;1023.0;1030.0
40;384.0;?;-26.0;-246.0;1059.0;1131.0
40;320.0;-150.0;-21.0;-188.0;1067.0;1183.0
40;325.0;-137.0;-20.0;-201.0;967.0;1089.0
40;291.0;-245.0;-20.0;-203.0;976.0;1007.0
40;272.0;-274.0;-21.0;?;1049.0;1053.0
40;259.0;-153.0;-23.0;-191.0;1067.0;1082.0
40;256.0;-109.0;-26.0;-242.0;1026.0;?
40;250.0;-134.0;-27.0;-196.0;1005.0;1063.0
40;245.0;?;-29.0;-163.0;?;1071.0
40;246.0;-142.0;-31.0;-172.0;963.0;1026.0
40;246.0;-176.0;-32.0;?;934.0;987.0
40;238.0;-145.0;-33.0;-158.0;?;967.0
40;218.0;-76.0;-34.0;-173.0;890.0;935.0
40;207.0;-71.0;-33.0;-157.0;976.0;967.0
40;197.0;-110.0;-32.0;-158.0;?;985.0
40;208.0;-86.0;-31.0;-193.0;1003.0;981.0
40;205.0;?;-29.0;-152.0;1027.0;1041.0
40;214.0;-88.0;-27.0;-161.0;1059.0;1070.0
40;238.0;-62.0;-24.0;-162.0;?;1096.0
40;237.0;-65.0;-19.0;-155.0;1084.0;1128.0
40;246.0;-61.0;-17.0;-159.0;1029.0;1092.0
40;227.0;-41.0;?;-166.0;981.0;1063.0
40;231.0;-60.0;-17.0;-134.0;972.0;1060.0
40;207.0;-38.0;-18.0;-107.0;978.0;1044.0
40;201.0;-35.0;-18.0;-107.0;987.0;1039.0
40;198.0;-47.0;-18.0;-112.0;?;1026.0
40;160.0;-42.0;-18.0;-133.0;1019.0;1050.0
40;174.0;-37.0;-18.0;-159.0;1039.0;1058.0
40;186.0;-31.0;?;-194.0;1055.0;1081.0
40;207.0;?;-17.0;-185.0;1034.0;?
40;206.0;-27.0;?;-204.0;1001.0;1069.0
40;?;-43.0;-17.0;-205.0;995.0;1040.0
40;200.0;-53.0;-17.0;-213.0;?;1040.0
40;190.0;-48.0;-17.0;-204.0;1008.0;1024.0
40;181.0;-44.0;-16.0;-217.0;1049.0;1003.0
40;198.0;-54.0;-15.0;-227.0;1010.0;1034.0
40;177.0;-70.0;-15.0;-215.0;1011.0;1025.0
40;168.0;-67.0;-14.0;-234.0;1007.0;1013.0
?;191.0;?;?;-247.0;1003.0;1002.0
40;190.0;-83.0;-14.0;-228.0;1012.0;1045.0
40;204.0;-62.0;-13.0;-236.0;?;?
40;224.0;-58.0;-12.0;-226.0;1008.0;1039.0
40;?;-83.0;-12.0;-216.0;1019.0;1009.0
?;176.0;-82.0;-12.0;-206.0;1019.0;1018.0
40;178.0;-74.0;-11.0;?;1028.0;1019.0
40;177.0;-70.0;-11.0;-214.0;?;1051.0
40;186.0;-58.0;-11.0;-211.0;?;1044.0
40;?;-67.0;-11.0;-175.0;1015.0;1056.0
40;193.0;-61.0;-11.0;-187.0;1004.0;1058.0
40;?;-55.0;?;-183.0;1003.0;1044.0
40;?;-63.0;-12.0;-189.0;1006.0;1036.0
40;186.0;-44.0;-12.0;?;1001.0;1025.0
40;199.0;-45.0;-12.0;-209.0;1018.0;1035.0
40;180.0;?;-13.0;-190.0;1011.0;1023.0
40;199.0;-43.0;-13.0;-200.0;1014.0;1005.0
40;170.0;-58.0;-12.0;-216.0;1021.0;1021.0
40;173.0;-67.0;-12.0;-219.0;1009.0;1034.0
40;192.0;-60.0;-12.0;?;1035.0;1038.0
40;206.0;-67.0;-12.0;-234.0;?;1039.0
?;208.0;-75.0;?;-224.0;1000.0;1038.0
40;197.0;?;-13.0;-233.0;1020.0;?
40;207.0;-72.0;?;-204.0;?;1025.0
?;197.0;-76.0;-13.0;-203.0;1024.0;?
40;197.0;-76.0;-13.0;-183.0;?;1022.0
40;198.0;-79.0;-13.0;-201.0;1024.0;1041.0
40;193.0;?;-13.0;-210.0;?;?
40;172.0;-65.0;-13.0;-191.0;1026.0;1052.0
40;169.0;-59.0;-13.0;?;1005.0;1036.0
40;185.0;-53.0;-12.0;-204.0;1004.0;1036.0
40;179.0;-55.0;-11.0;?;1015.0;1063.0
40;185.0;?;?;-207.0;1027.0;?
40;173.0;-52.0;-9.0;-220.0;1021.0;?
40;180.0;-48.0;-8.0;-190.0;1011.0;1016.0
40;189.0;-46.0;-7.0;-193.0;992.0;1008.0
40;187.0;-44.0;-7.0;-186.0;999.0;1017.0
40;170.0;-48.0;-7.0;-186.0;1018.0;1032.0
40;?;-40.0;-8.0;-165.0;988.0;1023.0
40;187.0;-40.0;-8.0;-185.0;982.0;1020.0
40;?;-47.0;-9.0;-186.0;993.0;1023.0
40;190.0;-38.0;-10.0;-203.0;1015.0;1034.0
40;204.0;-39.0;-11.0;-183.0;1013.0;1018.0
40;184.0;?;?;-200.0;994.0;1024.0
40;169.0;-52.0;-13.0;-188.0;1007.0;999.0
40;166.0;-59.0;-14.0;-190.0;1005.0;1024.0
40;190.0;-53.0;-16.0;-190.0;1025.0;1044.0
40;191.0;-54.0;-18.0;-185.0;1010.0;1045.0
40;194.0;-43.0;-19.0;-178.0;991.0;1039.0
40;184.0;-58.0;-21.0;-181.0;987.0;1013.0
40;194.0;-56.0;-23.0;-185.0;1000.0;1033.0
40;199.0;-40.0;-25.0;-187.0;989.0;1024.0
40;195.0;-52.0;-26.0;-167.0;1028.0;1026.0
40;208.0;-63.0;-27.0;-174.0;1019.0;1042.0
?;178.0;-53.0;-28.0;-157.0;?;1032.0
40;207.0;-48.0;-29.0;-146.0;1039.0;1046.0
40;173.0;-52.0;-30.0;-144.0;1026.0;?
40;146.0;-33.0;-32.0;-138.0;942.0;1007.0
40;135.0;-26.0;-33.0;-141.0;?;982.0
40;95.0;-19.0;-35.0;-114.0;1007.0;995.0
?;125.0;-9.0;-37.0;-154.0;1017.0;1031.0
40;162.0;5.0;-39.0;-171.0;1062.0;1072.0
41;142.0;7.0;-38.0;?;1074.0;1129.0
?;179.0;27.0;?;-187.0;1056.0;1083.0
54;146.0;-8.0;-39.0;?;1070.0;1065.0
?;133.0;-29.0;?;?;1059.0;1134.0
50;107.0;20.0;-43.0;-210.0;1004.0;1076.0
67;88.0;10.0;?;-205.0;1000.0;1039.0
68;120.0;-18.0;-48.0;-221.0;?;?
75;140.0;1.0;-49.0;-224.0;981.0;990.0
86;118.0;-15.0;-50.0;-196.0;955.0;967.0
83;125.0;-18.0;-51.0;-116.0;889.0;?
84;45.0;-4.0;-53.0;-104.0;904.0;921.0
85;13.0;-32.0;?;-22.0;915.0;964.0
85;2.0;-4.0;-56.0;9.0;857.0;997.0
87;?;44.0;?;-28.0;857.0;892.0
87;122.0;84.0;-57.0;32.0;916.0;900.0
87;?;174.0;-58.0;18.0;984.0;1014.0
87;198.0;253.0;-60.0;-18.0;1032.0;1308.0
87;303.0;162.0;-61.0;109.0;1035.0;1116.0
88;336.0;74.0;-61.0;158.0;1052.0;1098.0
87;257.0;108.0;-60.0;127.0;1057.0;?
87;168.0;?;-60.0;22.0;1058.0;1111.0
87;93.0;27.0;-60.0;-41.0;1015.0;1110.0
87;4.0;?;-60.0;-44.0;1027.0;1107.0
?;?;65.0;?;-68.0;1065.0;1096.0
87;79.0;139.0;-58.0;?;1020.0;1119.0
87;-62.0;127.0;-56.0;-145.0;1051.0;1151.0
87;-15.0;178.0;-53.0;-67.0;1078.0;1135.0
?;87.0;249.0;-50.0;?;1110.0;1167.0
87;126.0;172.0;-47.0;43.0;1063.0;1173.0
87;131.0;89.0;-45.0;30.0;1046.0;1133.0
87;83.0;189.0;-45.0;-20.0;995.0;1077.0
87;?;?;-45.0;?;939.0;?
87;76.0;190.0;-47.0;-63.0;900.0;961.0
87;27.0;?;-47.0;-107.0;919.0;987.0
?;-27.0;189.0;-48.0;?;934.0;?
87;-49.0;147.0;-48.0;-220.0;986.0;981.0
87;?;139.0;-48.0;-189.0;1028.0;1007.0
87;-14.0;138.0;-48.0;-192.0;1012.0;1043.0
87;16.0;119.0;?;-188.0;1000.0;1038.0
87;30.0;98.0;-49.0;-158.0;1010.0;1054.0
?;39.0;133.0;-49.0;-117.0;?;1034.0
87;79.0;143.0;-49.0;-96.0;1009.0;1039.0
87;56.0;128.0;-49.0;-78.0;1010.0;1063.0
87;65.0;123.0;?;-91.0;1011.0;1062.0
87;56.0;123.0;-47.0;-115.0;1036.0;1048.0
?;2.0;116.0;-46.0;-154.0;1012.0;1034.0
87;39.0;125.0;-45.0;-153.0;1033.0;?
87;63.0;126.0;-45.0;-160.0;1047.0;1082.0
?;73.0;110.0;-45.0;-147.0;1022.0;1070.0
87;59.0;116.0;-45.0;-162.0;?;?
87;69.0;103.0;-45.0;-181.0;1036.0;1054.0
88;62.0;94.0;-45.0;-200.0;983.0;1036.0
92;104.0;97.0;-44.0;-185.0;960.0;?
94;76.0;95.0;-44.0;?;970.0;1001.0
92;77.0;72.0;-42.0;-172.0;999.0;1020.0
90;60.0;45.0;-40.0;-203.0;1019.0;1006.0
?;79.0;29.0;-38.0;-204.0;1052.0;1024.0
93;?;?;-34.0;-204.0;1019.0;1046.0
93;114.0;38.0;-30.0;-203.0;929.0;959.0
93;?;42.0;-25.0;-193.0;937.0;929.0
93;42.0;31.0;-20.0;-167.0;902.0;907.0
93;41.0;36.0;-17.0;-160.0;976.0;932.0
93;80.0;54.0;-13.0;-176.0;1024.0;1014.0
93;37.0;69.0;-9.0;-154.0;1045.0;1036.0
93;85.0;73.0;-4.0;-144.0;1044.0;1063.0
?;36.0;66.0;1.0;-156.0;1022.0;1049.0
93;44.0;47.0;3.0;-165.0;1019.0;1019.0
93;48.0;79.0;5.0;-132.0;1003.0;1022.0
93;45.0;114.0;6.0;-132.0;?;1029.0
93;35.0;112.0;7.0;-130.0;991.0;996.0
93;37.0;97.0;7.0;-132.0;990.0;1003.0
93;22.0;96.0;?;-165.0;1020.0;1029.0
93;10.0;106.0;10.0;-136.0;1038.0;1028.0
93;29.0;115.0;11.0;-177.0;1053.0;?
93;23.0;118.0;12.0;-176.0;1088.0;1058.0
93;51.0;110.0;13.0;-212.0;1047.0;?
93;34.0;115.0;14.0;-201.0;?;1012.0
93;33.0;111.0;14.0;-159.0;994.0;1005.0
93;59.0;99.0;14.0;-169.0;969.0;979.0
93;38.0;99.0;13.0;-160.0;964.0;?
93;3.0;90.0;12.0;?;1017.0;1027.0
93;19.0;103.0;12.0;-183.0;1038.0;1034.0
93;18.0;82.0;?;-190.0;1016.0;1031.0
93;22.0;?;12.0;?;1022.0;995.0
93;11.0;106.0;?;-190.0;993.0;991.0
93;10.0;105.0;11.0;-179.0;990.0;995.0
93;9.0;107.0;10.0;-183.0;990.0;1002.0
93;38.0;111.0;9.0;?;1010.0;999.0
93;39.0;106.0;8.0;-196.0;999.0;999.0
93;31.0;91.0;7.0;-214.0;987.0;?
93;39.0;93.0;5.0;-213.0;985.0;978.0
93;29.0;90.0;4.0;-215.0;1015.0;1001.0
93;45.0;89.0;?;-209.0;1019.0;1031.0
93;25.0;85.0;-1.0;-210.0;1034.0;1019.0
93;?;78.0;-2.0;-219.0;1034.0;1006.0
93;22.0;72.0;-3.0;-177.0;1025.0;1036.0
?;17.0;72.0;-5.0;-160.0;1037.0;1062.0
93;34.0;87.0;-7.0;-149.0;1020.0;1040.0
93;20.0;94.0;-10.0;-149.0;1005.0;1037.0
93;-16.0;93.0;-12.0;-168.0;1006.0;?
93;9.0;105.0;-15.0;-129.0;?;991.0
93;?;126.0;-18.0;-97.0;1010.0;1024.0
93;3.0;139.0;-21.0;-115.0;990.0;1040.0
?;-20.0;140.0;-24.0;-136.0;1018.0;1012.0
93;11.0;135.0;-27.0;-136.0;991.0;1031.0
93;-4.0;157.0;?;-147.0;1035.0;1024.0
93;-15.0;165.0;-36.0;-158.0;1029.0;1035.0
93;9.0;?;-41.0;-164.0;993.0;997.0
93;4.0;140.0;-46.0;-154.0;993.0;983.0
93;24.0;132.0;-51.0;-174.0;996.0;1005.0
93;41.0;127.0;-55.0;-165.0;991.0;1016.0
93;36.0;137.0;-59.0;-158.0;1009.0;1025.0
93;28.0;116.0;-63.0;-145.0;1030.0;1025.0
93;75.0;109.0;-67.0;-175.0;1048.0;1024.0
?;106.0;100.0;-71.0;-200.0;1073.0;1046.0
93;105.0;98.0;-75.0;-183.0;1056.0;1084.0
93;134.0;103.0;-79.0;-135.0;1030.0;1067.0
93;122.0;69.0;-84.0;-132.0;1013.0;?
93;109.0;15.0;-88.0;-147.0;990.0;1040.0
93;79.0;23.0;?;-126.0;1039.0;?
93;78.0;65.0;-95.0;-117.0;1056.0;?
93;59.0;86.0;-99.0;-125.0;1045.0;1090.0
93;70.0;79.0;-102.0;-102.0;1038.0;1100.0
?;54.0;?;?;-88.0;1032.0;?
93;52.0;104.0;-111.0;-102.0;1012.0;1055.0
93;59.0;?;-115.0;-106.0;963.0;1028.0
93;64.0;103.0;-118.0;-110.0;?;987.0
93;89.0;132.0;-121.0;-95.0;911.0;976.0
93;88.0;109.0;-124.0;-100.0;914.0;936.0
93;124.0;85.0;-125.0;?;920.0;932.0
93;106.0;87.0;-126.0;-177.0;894.0;936.0
93;101.0;72.0;-125.0;-150.0;884.0;?
93;80.0;70.0;-124.0;-175.0;969.0;906.0
?;90.0;67.0;-123.0;-196.0;1014.0;981.0
93;51.0;19.0;-123.0;-211.0;1147.0;1069.0
93;?;26.0;-122.0;-253.0;1210.0;1168.0
93;139.0;46.0;-122.0;-252.0;1209.0;1217.0
93;179.0;18.0;-120.0;-218.0;1140.0;1208.0
93;133.0;27.0;-119.0;?;996.0;1094.0
94;89.0;22.0;-121.0;-121.0;930.0;1015.0
?;101.0;0.0;-122.0;-31.0;?;1026.0
93;114.0;21.0;-125.0;-4.0;921.0;1006.0
93;109.0;89.0;-127.0;-48.0;943.0;1016.0
?;102.0;94.0;-126.0;-80.0;977.0;958.0
?;104.0;93.0;-129.0;-95.0;960.0;982.0
94;96.0;118.0;-130.0;?;989.0;1000.0
94;69.0;103.0;-129.0;-178.0;1086.0;1049.0
93;?;97.0;-130.0;-216.0;1131.0;1075.0
93;104.0;67.0;-133.0;-291.0;1237.0;1129.0
?;153.0;?;-136.0;?;1296.0;?
93;?;?;-139.0;-338.0;1250.0;1257.0
94;246.0;43.0;-143.0;-350.0;1158.0;1164.0
94;256.0;2.0;-149.0;-299.0;?;1111.0
93;?;-23.0;-155.0;-280.0;968.0;1045.0
93;282.0;-50.0;?;-200.0;911.0;?
93;273.0;-76.0;-167.0;-154.0;892.0;1014.0
93;278.0;-77.0;-170.0;-121.0;856.0;?
94;330.0;-90.0;-172.0;-47.0;893.0;960.0
94;244.0;-111.0;-168.0;?;855.0;940.0
93;252.0;-113.0;-161.0;-247.0;855.0;901.0
94;298.0;-178.0;-151.0;-227.0;888.0;929.0
93;268.0;-116.0;-142.0;-209.0;?;973.0
94;314.0;-92.0;-131.0;-226.0;923.0;1001.0
94;322.0;-205.0;-118.0;-249.0;913.0;985.0
92;254.0;-232.0;-104.0;-266.0;?;969.0
97;219.0;?;-88.0;-324.0;924.0;967.0
87;?;-206.0;-72.0;-359.0;?;919.0
103;207.0;-229.0;-56.0;?;1055.0;937.0
106;282.0;-218.0;-38.0;-515.0;?;914.0
112;310.0;-233.0;-20.0;-556.0;1003.0;918.0
147;317.0;-283.0;0.0;-524.0;1035.0;989.0
121;368.0;-289.0;18.0;-612.0;1012.0;1004.0
199;368.0;?;37.0;-638.0;1020.0;1016.0
101;366.0;-422.0;55.0;-694.0;1058.0;1024.0
-180;394.0;-379.0;73.0;-739.0;1101.0;?
-168;481.0;-378.0;92.0;-818.0;1145.0;?
-130;544.0;-400.0;114.0;-830.0;1133.0;1151.0
-141;546.0;-437.0;135.0;-842.0;1082.0;1169.0
-113;643.0;-505.0;156.0;-821.0;985.0;1133.0
-119;647.0;-582.0;175.0;-784.0;931.0;1119.0
-103;639.0;-659.0;193.0;?;866.0;1049.0
?;656.0;-667.0;212.0;-678.0;928.0;1124.0
-108;573.0;-696.0;?;-624.0;843.0;1052.0
-106;582.0;-771.0;253.0;-630.0;761.0;849.0
-109;?;-821.0;273.0;-527.0;754.0;757.0
-108;541.0;-848.0;293.0;-418.0;823.0;925.0
-108;478.0;?;312.0;-282.0;842.0;882.0
-108;518.0;-742.0;335.0;-179.0;723.0;788.0
-108;500.0;-744.0;359.0;-44.0;737.0;771.0
?;?;-723.0;384.0;33.0;767.0;787.0
-108;?;-629.0;407.0;111.0;779.0;778.0
-108;?;?;?;122.0;?;763.0
-108;600.0;-406.0;455.0;152.0;689.0;700.0
-108;573.0;-320.0;479.0;167.0;695.0;725.0
-108;508.0;-320.0;653.0;496.0;644.0;537.0
-108;597.0;-268.0;?;403.0;660.0;567.0
-108;678.0;-260.0;653.0;366.0;?;568.0
-108;681.0;-214.0;652.0;441.0;693.0;?
-108;728.0;-240.0;652.0;406.0;597.0;557.0
-108;673.0;-215.0;652.0;438.0;695.0;597.0
-108;715.0;-309.0;653.0;333.0;687.0;594.0
-108;794.0;-351.0;655.0;327.0;673.0;686.0
-107;843.0;-370.0;657.0;376.0;632.0;?
-105;861.0;-383.0;660.0;518.0;735.0;680.0
-101;969.0;-336.0;663.0;372.0;650.0;754.0
-98;928.0;-391.0;?;?;509.0;698.0
-94;672.0;-442.0;672.0;94.0;427.0;679.0
-90;490.0;-413.0;?;-129.0;481.0;618.0
-89;440.0;-466.0;?;-255.0;390.0;651.0
-86;378.0;-563.0;?;-366.0;393.0;729.0
-84;296.0;?;?;-513.0;342.0;736.0
-83;159.0;-512.0;?;-603.0;489.0;835.0
-79;196.0;-515.0;706.0;-424.0;868.0;1080.0
-79;494.0;-476.0;712.0;-337.0;1623.0;1801.0
-79;674.0;-466.0;717.0;-733.0;1689.0;2305.0
-73;756.0;-520.0;722.0;-1249.0;1631.0;1774.0
?;908.0;?;724.0;-1412.0;1396.0;1290.0
-68;1045.0;-466.0;725.0;?;1157.0;1436.0
-63;?;-648.0;726.0;-567.0;994.0;1490.0
-61;847.0;-887.0;728.0;-438.0;769.0;1247.0
-57;635.0;-1072.0;730.0;-309.0;606.0;983.0
-55;437.0;-893.0;731.0;?;520.0;752.0
-56;337.0;-852.0;733.0;-217.0;581.0;683.0
?;327.0;-1035.0;738.0;-342.0;582.0;630.0
-48;284.0;-860.0;?;-369.0;663.0;655.0
-46;300.0;-552.0;748.0;-402.0;727.0;715.0
?;280.0;-392.0;?;-437.0;729.0;786.0
?;236.0;-369.0;757.0;-409.0;807.0;879.0
-37;270.0;-406.0;762.0;?;938.0;1047.0
-36;317.0;-397.0;766.0;-389.0;1172.0;?
-37;343.0;-388.0;771.0;?;1253.0;1544.0
?;388.0;-390.0;775.0;-437.0;999.0;?
-37;343.0;-343.0;?;-563.0;885.0;1002.0
-37;298.0;-331.0;?;-520.0;919.0;773.0
-37;350.0;?;781.0;-411.0;1049.0;885.0
-38;?;-264.0;782.0;-314.0;1120.0;1184.0
-38;587.0;?;784.0;-368.0;1038.0;1390.0
-38;581.0;-348.0;785.0;-294.0;847.0;1189.0
-38;471.0;-402.0;784.0;-118.0;778.0;1122.0
-38;395.0;-392.0;784.0;-74.0;796.0;?
-38;493.0;-372.0;?;54.0;873.0;941.0
-38;526.0;-398.0;?;86.0;960.0;1011.0
?;?;-260.0;792.0;30.0;991.0;1092.0
-38;542.0;-166.0;796.0;38.0;963.0;1065.0
-38;477.0;-278.0;799.0;-55.0;961.0;1060.0
-38;437.0;-261.0;803.0;-124.0;901.0;1040.0
-38;?;-217.0;804.0;-155.0;873.0;993.0
-38;479.0;?;807.0;-117.0;902.0;990.0
-38;472.0;-232.0;809.0;-164.0;988.0;?
-38;453.0;-248.0;?;-248.0;1046.0;1108.0
-38;439.0;-335.0;809.0;-311.0;1024.0;1138.0
-38;386.0;?;809.0;-334.0;1068.0;1116.0
-43;311.0;-270.0;808.0;-252.0;1147.0;1176.0
-40;323.0;-266.0;809.0;-257.0;1150.0;1146.0
-47;397.0;-291.0;809.0;-370.0;1038.0;1124.0
?;408.0;-299.0;810.0;-472.0;824.0;894.0
-38;312.0;-229.0;809.0;-524.0;865.0;806.0
-45;273.0;-160.0;808.0;-417.0;1023.0;983.0
60;342.0;-258.0;805.0;-436.0;1176.0;1162.0
142;416.0;-416.0;804.0;-408.0;?;1340.0
99;472.0;-512.0;802.0;?;1197.0;1385.0
88;438.0;-473.0;802.0;-323.0;1120.0;1327.0
85;388.0;-403.0;?;?;1081.0;?
46;313.0;-400.0;802.0;-241.0;?;?
-7;301.0;-354.0;802.0;-261.0;1025.0;1209.0
?;282.0;-245.0;803.0;-274.0;899.0;1160.0
-45;279.0;-143.0;802.0;-258.0;789.0;1051.0
?;225.0;-108.0;802.0;-211.0;701.0;951.0
-57;203.0;-110.0;?;-204.0;645.0;846.0
-60;205.0;-149.0;801.0;-152.0;580.0;731.0
-64;189.0;-225.0;?;?;647.0;746.0
-66;237.0;-240.0;801.0;-46.0;726.0;909.0
-69;254.0;-253.0;802.0;-106.0;903.0;1064.0
-74;299.0;-213.0;802.0;-144.0;1070.0;1279.0
?;363.0;-189.0;802.0;-193.0;1453.0;1665.0
-75;437.0;-171.0;803.0;-317.0;?;1930.0
-76;566.0;-197.0;?;-521.0;1082.0;1596.0
-75;669.0;-221.0;803.0;-596.0;1027.0;1146.0
-75;538.0;-263.0;802.0;-451.0;1142.0;1177.0
-75;373.0;-319.0;801.0;-264.0;1077.0;1237.0
-75;308.0;-410.0;802.0;-163.0;879.0;1127.0
-75;235.0;-546.0;807.0;-74.0;798.0;889.0
-75;?;-614.0;812.0;-139.0;783.0;786.0
-75;?;-313.0;816.0;-251.0;755.0;740.0
-75;116.0;-21.0;814.0;-325.0;751.0;789.0
-75;59.0;135.0;810.0;-409.0;?;836.0
-75;177.0;55.0;807.0;-384.0;830.0;?
-75;230.0;-112.0;?;-306.0;913.0;879.0
-75;?;-272.0;802.0;-326.0;917.0;?
-75;421.0;-324.0;799.0;-315.0;892.0;?
-75;462.0;?;796.0;-254.0;?;1109.0
-76;514.0;-336.0;793.0;-235.0;1072.0;1169.0
-76;602.0;-292.0;790.0;-311.0;1115.0;1297.0
-77;669.0;-346.0;787.0;?;1155.0;1355.0
-79;631.0;?;783.0;-395.0;1210.0;1362.0
-79;632.0;-325.0;?;-269.0;?;1357.0
-79;756.0;-376.0;776.0;?;991.0;1210.0
-62;668.0;?;775.0;-493.0;1023.0;?
-12;411.0;?;772.0;-448.0;1160.0;?
29;386.0;-463.0;770.0;-413.0;1282.0;?
32;515.0;-467.0;767.0;-382.0;1208.0;?
23;590.0;-647.0;763.0;-375.0;1159.0;1248.0
5;456.0;-596.0;763.0;-294.0;1072.0;1256.0
-23;299.0;-451.0;766.0;-267.0;1029.0;1310.0
-51;222.0;-404.0;766.0;-229.0;1016.0;1280.0
-78;206.0;-409.0;765.0;-231.0;942.0;1241.0
-88;217.0;-308.0;764.0;-272.0;866.0;1100.0
-94;218.0;-114.0;763.0;-281.0;756.0;929.0
-109;221.0;-31.0;763.0;-248.0;656.0;828.0
-114;177.0;-43.0;?;-192.0;616.0;746.0
-119;200.0;-122.0;764.0;-106.0;623.0;757.0
?;200.0;-220.0;?;-68.0;761.0;871.0
-130;262.0;-269.0;765.0;-105.0;869.0;1034.0
-127;338.0;-272.0;765.0;-183.0;988.0;1119.0
-124;393.0;-207.0;764.0;-215.0;1342.0;1500.0
-127;334.0;-175.0;763.0;?;1364.0;1795.0
-130;443.0;-190.0;761.0;-391.0;1198.0;1524.0
-131;?;-260.0;760.0;?;1100.0;1223.0
-131;670.0;-312.0;757.0;-523.0;1107.0;981.0
-131;606.0;-259.0;?;-388.0;1075.0;1234.0
-131;432.0;-199.0;757.0;-239.0;?;1199.0
-131;371.0;-356.0;762.0;?;787.0;1034.0
-131;266.0;-476.0;?;-68.0;730.0;851.0
-131;?;-677.0;766.0;-142.0;752.0;?
-131;206.0;-386.0;764.0;-259.0;772.0;802.0
-131;249.0;-87.0;759.0;-388.0;813.0;811.0
-131;304.0;39.0;752.0;-404.0;838.0;826.0
-131;335.0;-50.0;745.0;?;828.0;830.0
-131;382.0;-196.0;741.0;-278.0;859.0;849.0
-131;?;-342.0;?;-236.0;872.0;968.0
?;445.0;-447.0;730.0;?;?;990.0
-131;?;-411.0;724.0;-231.0;971.0;1086.0
-131;537.0;-332.0;718.0;-228.0;1025.0;1168.0
-131;553.0;-292.0;712.0;?;?;?
-132;586.0;-319.0;?;-306.0;1192.0;1230.0
-131;597.0;-352.0;700.0;?;1320.0;1399.0
-134;684.0;-374.0;694.0;?;1223.0;1395.0
-131;770.0;-425.0;688.0;-460.0;985.0;1147.0
-128;560.0;-481.0;683.0;-446.0;989.0;1079.0
?;385.0;-482.0;678.0;-306.0;1109.0;?
-61;466.0;-470.0;?;-246.0;1190.0;1347.0
-33;494.0;-562.0;672.0;-245.0;1146.0;1370.0
-50;425.0;-596.0;672.0;?;1073.0;1249.0
