InertialMeasurementUnit L-SHOE EuX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LWR accX;Accelerometer LUA_ accY;Accelerometer LH accY
105;365.0;-251.0;58.0;-185.0;969.0;1062.0
105;399.0;-285.0;57.0;-206.0;973.0;1030.0
105;375.0;-269.0;57.0;-228.0;988.0;1023.0
105;365.0;-255.0;56.0;-225.0;952.0;1035.0
105;372.0;-263.0;56.0;-236.0;951.0;1024.0
105;362.0;-253.0;56.0;-216.0;932.0;1034.0
105;383.0;-258.0;56.0;-232.0;957.0;1006.0
105;403.0;-248.0;56.0;-217.0;962.0;1017.0
105;394.0;-237.0;56.0;-215.0;969.0;1032.0
105;353.0;-247.0;56.0;-204.0;975.0;1037.0
105;360.0;-251.0;56.0;-192.0;953.0;1016.0
105;373.0;-253.0;56.0;-199.0;946.0;1025.0
105;365.0;-247.0;56.0;-187.0;947.0;1023.0
105;377.0;-261.0;55.0;-199.0;946.0;1019.0
105;368.0;-272.0;54.0;-211.0;955.0;1046.0
105;347.0;-312.0;53.0;-224.0;980.0;1044.0
105;377.0;-255.0;51.0;-253.0;1001.0;1044.0
105;393.0;-271.0;49.0;-262.0;977.0;1041.0
105;365.0;-270.0;46.0;-271.0;942.0;1053.0
105;387.0;-253.0;43.0;-276.0;973.0;1020.0
105;380.0;-225.0;40.0;-309.0;996.0;984.0
105;377.0;-224.0;38.0;-258.0;996.0;1031.0
105;383.0;-204.0;35.0;-233.0;1020.0;1044.0
31;321.0;-391.0;-38.0;-242.0;1012.0;1108.0
39;404.0;-392.0;-394.0;-415.0;912.0;1032.0
64;316.0;-270.0;10.0;-319.0;954.0;1022.0
64;332.0;-228.0;21.0;-237.0;931.0;999.0
64;366.0;-231.0;41.0;-164.0;881.0;914.0
64;378.0;-292.0;72.0;-70.0;892.0;992.0
64;496.0;-376.0;50.0;-262.0;762.0;998.0
62;384.0;-284.0;12.0;-262.0;941.0;1033.0
87;260.0;-109.0;242.0;-310.0;820.0;963.0
61;321.0;-312.0;-32.0;-199.0;990.0;1059.0
61;350.0;-286.0;-42.0;-187.0;958.0;1016.0
61;356.0;-266.0;-44.0;-197.0;941.0;1006.0
61;375.0;-228.0;-46.0;-230.0;922.0;995.0
94;298.0;-178.0;-151.0;-227.0;888.0;929.0
61;375.0;-223.0;-46.0;-273.0;941.0;1025.0
61;402.0;-220.0;-47.0;-306.0;980.0;1026.0
61;375.0;-246.0;-48.0;-319.0;980.0;1043.0
61;415.0;-287.0;-50.0;-351.0;983.0;1034.0
61;401.0;-292.0;-52.0;-357.0;1008.0;1036.0
58;458.0;-273.0;-50.0;-371.0;884.0;1038.0
61;419.0;-331.0;-54.0;-316.0;986.0;1007.0
61;384.0;-322.0;-56.0;-305.0;959.0;1018.0
61;393.0;-316.0;-55.0;-271.0;961.0;1022.0
61;373.0;-317.0;-53.0;-243.0;952.0;1003.0
61;364.0;-305.0;-51.0;-242.0;951.0;988.0
61;351.0;-286.0;-47.0;-255.0;943.0;1007.0
61;371.0;-283.0;-46.0;-268.0;933.0;1028.0
62;379.0;-291.0;-41.0;-277.0;955.0;1048.0
67;387.0;-288.0;-41.0;-263.0;950.0;1117.0
100;405.0;-306.0;-43.0;-320.0;1009.0;1056.0
104;409.0;-301.0;-93.0;-288.0;1007.0;1042.0
108;409.0;-297.0;-38.0;-281.0;909.0;1033.0
104;350.0;-293.0;-28.0;-279.0;977.0;1003.0
103;480.0;-249.0;-18.0;-205.0;920.0;977.0
103;454.0;-281.0;-19.0;-222.0;918.0;960.0
103;433.0;-303.0;-22.0;-240.0;873.0;995.0
104;474.0;-317.0;-24.0;-227.0;889.0;1050.0
23;557.0;-303.0;87.0;-564.0;950.0;1236.0
23;422.0;-294.0;83.0;-380.0;922.0;954.0
23;338.0;-282.0;82.0;-328.0;902.0;987.0
24;357.0;-192.0;84.0;-273.0;845.0;974.0
24;346.0;-253.0;95.0;-92.0;848.0;949.0
103;403.0;-309.0;-30.0;-253.0;959.0;1038.0
103;404.0;-350.0;-39.0;-273.0;991.0;977.0
103;374.0;-363.0;-46.0;-269.0;943.0;996.0
104;358.0;-364.0;-51.0;-247.0;951.0;1014.0
104;362.0;-329.0;-56.0;-228.0;946.0;1008.0
13;223.0;-252.0;164.0;-385.0;946.0;1166.0
30;301.0;-430.0;181.0;-422.0;1003.0;1061.0
28;313.0;-460.0;188.0;-466.0;979.0;1048.0
48;301.0;-539.0;198.0;-462.0;943.0;1009.0
96;321.0;-418.0;199.0;-407.0;924.0;1018.0
109;382.0;-261.0;186.0;-430.0;1055.0;1019.0
123;520.0;-423.0;182.0;-460.0;1089.0;947.0
102;480.0;-479.0;182.0;-491.0;1030.0;977.0
51;390.0;-434.0;181.0;-539.0;1047.0;1079.0
103;420.0;-296.0;-68.0;-280.0;924.0;1015.0
104;437.0;-324.0;-55.0;-322.0;944.0;1004.0
104;413.0;-351.0;-47.0;-284.0;944.0;983.0
103;406.0;-337.0;-45.0;-272.0;929.0;1030.0
103;433.0;-331.0;-44.0;-272.0;943.0;1042.0
104;477.0;-335.0;-42.0;-255.0;971.0;1057.0
103;430.0;-342.0;-48.0;-233.0;977.0;1051.0
44;461.0;-316.0;-1.0;-296.0;952.0;1018.0
-17;462.0;-189.0;344.0;-139.0;1054.0;977.0
-16;366.0;-221.0;371.0;-193.0;982.0;1157.0
-16;301.0;-215.0;400.0;-284.0;1048.0;1103.0
-16;318.0;-198.0;417.0;-294.0;1031.0;1082.0
44;485.0;-334.0;7.0;-292.0;932.0;1041.0
44;435.0;-290.0;16.0;-288.0;961.0;1092.0
44;396.0;-268.0;39.0;-192.0;990.0;1102.0
45;494.0;-343.0;62.0;-126.0;826.0;1071.0
45;500.0;-381.0;62.0;-154.0;873.0;1104.0
45;522.0;-397.0;63.0;-188.0;924.0;1141.0
45;562.0;-396.0;54.0;-350.0;996.0;1102.0
45;525.0;-406.0;54.0;-349.0;1005.0;1029.0
76;663.0;-536.0;102.0;-343.0;929.0;881.0
45;412.0;-449.0;58.0;-325.0;826.0;845.0
91;639.0;-412.0;-53.0;-261.0;850.0;608.0
45;507.0;-214.0;74.0;-295.0;801.0;862.0
91;621.0;-650.0;27.0;-369.0;749.0;1022.0
57;452.0;-379.0;129.0;-546.0;1285.0;1128.0
52;419.0;-476.0;138.0;-436.0;862.0;1011.0
51;429.0;-254.0;134.0;-379.0;944.0;1133.0
51;395.0;-173.0;132.0;-398.0;942.0;1170.0
51;436.0;-318.0;128.0;-368.0;958.0;1200.0
51;489.0;-461.0;123.0;-249.0;932.0;1158.0
103;360.0;-309.0;-25.0;-205.0;954.0;1022.0
-109;221.0;-31.0;763.0;-248.0;656.0;828.0
102;216.0;-275.0;306.0;-141.0;758.0;937.0
-24;196.0;-123.0;67.0;-330.0;902.0;971.0
-100;411.0;-366.0;709.0;-310.0;895.0;984.0
-113;621.0;-669.0;852.0;-396.0;725.0;700.0
-84;238.0;-383.0;710.0;-211.0;738.0;883.0
-60;447.0;-126.0;295.0;-277.0;774.0;788.0
-58;666.0;-314.0;195.0;-188.0;951.0;1091.0
-63;441.0;-100.0;125.0;-201.0;892.0;1109.0
-48;231.0;-325.0;175.0;-191.0;703.0;843.0
-74;563.0;-456.0;185.0;-432.0;1104.0;1076.0
42;532.0;-441.0;279.0;-301.0;1157.0;1197.0
-71;443.0;-157.0;241.0;-155.0;914.0;1196.0
76;139.0;-361.0;335.0;-326.0;980.0;813.0
-52;484.0;-783.0;419.0;-438.0;804.0;562.0
-32;542.0;-435.0;516.0;-400.0;1193.0;1222.0
157;335.0;-140.0;717.0;154.0;938.0;1143.0
-133;379.0;-1076.0;737.0;-338.0;910.0;971.0
-65;609.0;-158.0;432.0;-248.0;915.0;1072.0
67;547.0;-352.0;550.0;-241.0;967.0;1141.0
132;168.0;-434.0;614.0;-240.0;720.0;945.0
162;425.0;-168.0;650.0;-29.0;1147.0;1244.0
-115;240.0;-597.0;670.0;-209.0;711.0;839.0
-66;568.0;-180.0;397.0;-204.0;1106.0;1280.0
-24;209.0;-385.0;500.0;-175.0;605.0;891.0
-29;376.0;-85.0;300.0;-146.0;806.0;999.0
58;419.0;-440.0;-49.0;-395.0;964.0;1244.0
166;480.0;-495.0;-630.0;257.0;1291.0;756.0
-37;98.0;-189.0;417.0;-107.0;596.0;725.0
27;317.0;-299.0;17.0;-442.0;1093.0;967.0
6;415.0;-376.0;-174.0;-448.0;1367.0;923.0
168;396.0;-46.0;749.0;-71.0;835.0;915.0
17;394.0;-623.0;729.0;-270.0;914.0;1055.0
133;431.0;-247.0;709.0;-280.0;867.0;1111.0
134;532.0;-255.0;779.0;-241.0;1175.0;1319.0
168;616.0;-391.0;767.0;-603.0;1037.0;1193.0
98;352.0;-237.0;614.0;-432.0;973.0;1021.0
112;334.0;-245.0;633.0;-366.0;970.0;1138.0
107;355.0;-245.0;613.0;-370.0;979.0;1049.0
117;329.0;-244.0;611.0;-288.0;943.0;1045.0
117;302.0;-250.0;609.0;-284.0;955.0;1025.0
41;169.0;-273.0;36.0;-284.0;760.0;996.0
95;58.0;-173.0;-41.0;-174.0;823.0;776.0
0;359.0;-158.0;82.0;-329.0;768.0;835.0
104;355.0;-262.0;-66.0;-204.0;931.0;1005.0
89;311.0;-149.0;754.0;-113.0;928.0;961.0
25;273.0;-353.0;144.0;-171.0;690.0;1044.0
154;366.0;-479.0;668.0;-273.0;869.0;951.0
-28;511.0;-276.0;66.0;-106.0;892.0;1120.0
117;494.0;-234.0;615.0;-335.0;943.0;1025.0
133;542.0;-174.0;708.0;-376.0;961.0;1042.0
-55;314.0;-68.0;300.0;-406.0;882.0;874.0
-66;324.0;-473.0;362.0;-230.0;703.0;759.0
-52;527.0;-158.0;557.0;-335.0;1058.0;1240.0
21;280.0;-390.0;421.0;-262.0;807.0;1251.0
-52;243.0;-269.0;330.0;-170.0;1065.0;1188.0
-9;432.0;-829.0;303.0;-473.0;938.0;1008.0
-53;563.0;-441.0;333.0;-445.0;1122.0;1136.0
-38;366.0;-34.0;286.0;-295.0;741.0;833.0
-38;394.0;-139.0;275.0;-374.0;759.0;801.0
-26;506.0;-251.0;229.0;-210.0;721.0;1149.0
-15;219.0;-201.0;507.0;-367.0;1071.0;900.0
-17;488.0;-180.0;328.0;-139.0;996.0;793.0
47;547.0;-305.0;-57.0;-487.0;1070.0;1157.0
103;337.0;-297.0;-68.0;-205.0;952.0;1014.0
103;352.0;-298.0;-68.0;-226.0;955.0;1007.0
103;352.0;-327.0;-65.0;-209.0;966.0;1025.0
50;310.0;-384.0;360.0;-286.0;681.0;1178.0
73;364.0;-476.0;362.0;-295.0;837.0;1253.0
111;515.0;-458.0;374.0;-481.0;1128.0;1274.0
-131;304.0;39.0;752.0;-404.0;838.0;826.0
104;387.0;-323.0;-59.0;-210.0;977.0;1045.0
166;211.0;-260.0;694.0;-193.0;978.0;1229.0
-57;527.0;-402.0;436.0;-317.0;939.0;1710.0
-6;540.0;-501.0;332.0;-516.0;1062.0;1065.0
138;145.0;-124.0;645.0;-257.0;927.0;1010.0
114;169.0;-192.0;703.0;-154.0;731.0;863.0
-43;665.0;-668.0;496.0;-405.0;749.0;816.0
55;385.0;-430.0;166.0;-306.0;725.0;1184.0
-4;631.0;-420.0;123.0;-460.0;1020.0;1020.0
2;547.0;-426.0;121.0;-370.0;1146.0;1120.0
-1;588.0;-418.0;119.0;-355.0;1084.0;1180.0
-28;431.0;-109.0;97.0;-320.0;675.0;698.0
91;652.0;-359.0;-56.0;9.0;799.0;841.0
-131;382.0;-196.0;741.0;-278.0;859.0;849.0
-82;293.0;-245.0;772.0;-150.0;801.0;873.0
-28;120.0;-281.0;122.0;-325.0;963.0;1038.0
-39;98.0;-254.0;115.0;-313.0;904.0;956.0
-23;95.0;-206.0;128.0;-81.0;810.0;1002.0
-30;401.0;-253.0;56.0;-246.0;1015.0;1278.0
-101;357.0;-309.0;694.0;-324.0;994.0;1015.0
-102;363.0;-297.0;687.0;-340.0;983.0;1033.0
-102;352.0;-294.0;684.0;-332.0;962.0;1004.0
-102;358.0;-300.0;682.0;-333.0;961.0;995.0
-102;345.0;-303.0;681.0;-321.0;974.0;1015.0
-102;365.0;-300.0;680.0;-331.0;969.0;1010.0
-102;353.0;-305.0;681.0;-319.0;967.0;1009.0
-102;366.0;-306.0;681.0;-315.0;964.0;993.0
-102;368.0;-313.0;681.0;-302.0;956.0;1014.0
-102;367.0;-317.0;681.0;-313.0;952.0;1015.0
107;495.0;-370.0;-689.0;-181.0;911.0;972.0
99;408.0;-355.0;-686.0;-322.0;934.0;987.0
-172;323.0;-276.0;-764.0;-176.0;952.0;1041.0
99;416.0;-317.0;-683.0;-325.0;954.0;1004.0
104;572.0;-421.0;-711.0;-392.0;969.0;1070.0
-23;469.0;-337.0;-708.0;-234.0;1258.0;1033.0
103;390.0;-295.0;-98.0;-246.0;961.0;1033.0
103;396.0;-286.0;-76.0;-224.0;934.0;996.0
103;394.0;-254.0;-76.0;-245.0;948.0;996.0
99;466.0;-177.0;-508.0;-303.0;1058.0;1130.0
103;398.0;-277.0;-69.0;-214.0;967.0;1071.0
103;358.0;-285.0;-60.0;-225.0;969.0;1016.0
-102;356.0;-331.0;681.0;-332.0;970.0;1001.0
-102;364.0;-333.0;681.0;-346.0;963.0;984.0
12;338.0;-330.0;127.0;-303.0;1124.0;1280.0
-102;356.0;-336.0;681.0;-360.0;969.0;986.0
-102;377.0;-341.0;680.0;-359.0;954.0;994.0
-102;394.0;-342.0;679.0;-362.0;968.0;996.0
-102;389.0;-323.0;678.0;-353.0;972.0;1009.0
-102;374.0;-320.0;677.0;-353.0;964.0;999.0
-102;376.0;-308.0;676.0;-320.0;961.0;1005.0
-102;398.0;-289.0;674.0;-315.0;943.0;1015.0
-102;335.0;-295.0;673.0;-302.0;951.0;1000.0
103;311.0;-253.0;-7.0;-131.0;856.0;970.0
-102;345.0;-305.0;673.0;-312.0;951.0;997.0
-102;333.0;-318.0;673.0;-321.0;952.0;986.0
103;450.0;-224.0;-18.0;-185.0;938.0;1006.0
103;471.0;-207.0;-20.0;-183.0;908.0;1059.0
103;465.0;-219.0;-21.0;-179.0;903.0;1018.0
103;409.0;-231.0;-21.0;-144.0;919.0;996.0
-102;373.0;-372.0;674.0;-376.0;964.0;1015.0
-102;421.0;-358.0;676.0;-344.0;950.0;987.0
-102;439.0;-340.0;676.0;-347.0;933.0;1000.0
-100;472.0;-212.0;705.0;-326.0;919.0;1067.0
104;357.0;-290.0;-19.0;-150.0;943.0;1044.0
-97;433.0;-256.0;694.0;-389.0;1155.0;1018.0
27;160.0;-219.0;21.0;-283.0;979.0;987.0
8;147.0;-288.0;26.0;-302.0;974.0;980.0
-7;192.0;-111.0;59.0;-267.0;903.0;976.0
-17;214.0;-141.0;77.0;-301.0;937.0;1064.0
-113;643.0;-505.0;156.0;-821.0;985.0;1133.0
219;215.0;-261.0;370.0;-412.0;974.0;975.0
-164;253.0;-524.0;365.0;-448.0;975.0;955.0
29;176.0;-212.0;-467.0;-250.0;829.0;886.0
104;397.0;-252.0;1.0;-139.0;911.0;963.0
-9;285.0;-426.0;252.0;-606.0;850.0;969.0
-172;217.0;-429.0;711.0;-1096.0;722.0;1169.0
138;349.0;-485.0;-296.0;-405.0;1077.0;596.0
-31;312.0;-397.0;376.0;-640.0;740.0;524.0
-32;293.0;-39.0;320.0;-569.0;906.0;725.0
-154;526.0;-861.0;709.0;-883.0;553.0;120.0
99;307.0;-503.0;520.0;-781.0;893.0;944.0
-9;121.0;-444.0;96.0;-663.0;997.0;785.0
39;246.0;-366.0;-339.0;-458.0;968.0;1036.0
12;89.0;-357.0;164.0;-125.0;914.0;730.0
11;491.0;-94.0;160.0;-61.0;855.0;1055.0
55;417.0;-425.0;-366.0;-503.0;818.0;858.0
-58;427.0;-837.0;-804.0;-960.0;85.0;-287.0
-16;274.0;-138.0;413.0;-514.0;965.0;928.0
62;478.0;-379.0;22.0;-80.0;924.0;1069.0
-32;381.0;-48.0;346.0;-375.0;888.0;1144.0
40;304.0;-183.0;-15.0;-166.0;968.0;1025.0
16;49.0;-310.0;43.0;-43.0;982.0;1071.0
7;621.0;-148.0;-180.0;-164.0;869.0;1228.0
-21;492.0;-217.0;-11.0;-190.0;830.0;1044.0
6;418.0;-174.0;8.0;-406.0;1072.0;1088.0
92;378.0;-195.0;91.0;-58.0;919.0;1062.0
92;403.0;-211.0;87.0;-60.0;928.0;1028.0
92;335.0;-242.0;80.0;-74.0;987.0;1018.0
105;387.0;-167.0;31.0;-251.0;1041.0;1074.0
117;344.0;-429.0;292.0;-166.0;758.0;1156.0
86;317.0;-610.0;-239.0;-204.0;1117.0;1209.0
105;356.0;-147.0;23.0;-245.0;1014.0;1088.0
57;444.0;-419.0;-467.0;-588.0;1032.0;1324.0
105;301.0;-142.0;17.0;-231.0;949.0;1038.0
105;315.0;-83.0;11.0;-155.0;971.0;1024.0
65;420.0;-317.0;76.0;-29.0;876.0;1050.0
65;541.0;-319.0;76.0;-16.0;861.0;1093.0
95;265.0;-139.0;265.0;-206.0;763.0;916.0
117;271.0;-258.0;358.0;-48.0;704.0;882.0
-101;398.0;-339.0;790.0;-294.0;873.0;959.0
155;384.0;-400.0;655.0;-340.0;966.0;1032.0
-171;444.0;-206.0;751.0;-147.0;775.0;931.0
-151;469.0;-350.0;709.0;-301.0;950.0;1009.0
-151;446.0;-373.0;707.0;-276.0;892.0;1035.0
-105;352.0;-472.0;692.0;-270.0;967.0;826.0
-100;464.0;-390.0;706.0;-298.0;934.0;1011.0
11;452.0;-422.0;741.0;-227.0;1162.0;1046.0
-151;454.0;-405.0;767.0;-215.0;859.0;934.0
91;709.0;-380.0;-57.0;24.0;817.0;897.0
134;614.0;-298.0;671.0;-252.0;929.0;1082.0
-151;423.0;-396.0;706.0;-256.0;943.0;1022.0
134;472.0;-290.0;704.0;-351.0;1014.0;997.0
-157;532.0;-421.0;744.0;-455.0;1167.0;1202.0
169;437.0;-363.0;76.0;-255.0;987.0;1260.0
150;178.0;-104.0;799.0;-303.0;804.0;821.0
17;350.0;-260.0;-462.0;-211.0;1108.0;1334.0
160;355.0;-456.0;93.0;-435.0;1081.0;1151.0
-151;433.0;-359.0;734.0;-260.0;926.0;998.0
-81;213.0;-162.0;696.0;-351.0;1354.0;1262.0
-55;238.0;-205.0;455.0;-346.0;1227.0;1279.0
-50;267.0;-703.0;115.0;-325.0;757.0;845.0
172;526.0;-301.0;686.0;-443.0;1050.0;961.0
-38;454.0;-209.0;253.0;-67.0;1193.0;1467.0
104;371.0;-197.0;-20.0;-72.0;934.0;1050.0
-26;608.0;-177.0;117.0;-133.0;825.0;1050.0
-26;422.0;-235.0;120.0;-189.0;699.0;821.0
97;465.0;-355.0;600.0;-144.0;902.0;1093.0
117;334.0;-387.0;307.0;-73.0;712.0;989.0
208;235.0;-223.0;758.0;-340.0;843.0;961.0
109;508.0;-235.0;425.0;-131.0;737.0;1078.0
-19;165.0;-181.0;308.0;-221.0;636.0;775.0
147;498.0;-162.0;634.0;-123.0;914.0;1492.0
92;375.0;-190.0;97.0;-49.0;939.0;1053.0
-81;238.0;432.0;-983.0;60.0;1029.0;1065.0
-45;634.0;-326.0;288.0;-498.0;1097.0;1141.0
-28;429.0;-349.0;282.0;-391.0;1243.0;1389.0
-15;565.0;-264.0;291.0;-285.0;1226.0;1502.0
-66;345.0;-750.0;647.0;-249.0;888.0;1281.0
-17;522.0;-781.0;277.0;-810.0;585.0;302.0
15;160.0;107.0;-15.0;-425.0;994.0;906.0
-94;350.0;-272.0;-763.0;-294.0;959.0;999.0
21;509.0;-329.0;-221.0;-509.0;1220.0;1095.0
-172;378.0;-168.0;858.0;-76.0;962.0;1044.0
-100;444.0;-383.0;709.0;-306.0;894.0;1001.0
-127;409.0;125.0;-763.0;-555.0;674.0;2219.0
-151;422.0;-401.0;706.0;-322.0;923.0;1035.0
27;548.0;-502.0;-57.0;-387.0;1019.0;1091.0
-50;118.0;-246.0;481.0;-174.0;849.0;927.0
-133;856.0;-739.0;759.0;-594.0;537.0;1119.0
-168;379.0;-402.0;731.0;-329.0;1085.0;1128.0
64;716.0;-172.0;463.0;-342.0;1165.0;1479.0
-132;313.0;-652.0;568.0;-382.0;1129.0;1060.0
-151;400.0;-375.0;706.0;-255.0;931.0;962.0
-54;292.0;-158.0;451.0;-112.0;1034.0;1120.0
58;436.0;-138.0;-51.0;-364.0;948.0;957.0
3;395.0;-34.0;175.0;-372.0;836.0;823.0
-26;540.0;-437.0;125.0;-472.0;1256.0;1295.0
40;250.0;-134.0;-27.0;-196.0;1005.0;1063.0
-163;364.0;-372.0;700.0;-401.0;905.0;913.0
-166;457.0;-466.0;704.0;-360.0;980.0;1034.0
-174;816.0;-930.0;813.0;-509.0;568.0;214.0
45;564.0;-487.0;63.0;-293.0;1040.0;1158.0
45;581.0;-497.0;66.0;-329.0;1037.0;1155.0
45;514.0;-465.0;67.0;-260.0;1010.0;1215.0
-64;248.0;-292.0;664.0;-333.0;1107.0;1057.0
162;302.0;-49.0;669.0;-285.0;687.0;828.0
-5;385.0;-347.0;767.0;-358.0;1097.0;1240.0
-48;305.0;-248.0;268.0;-76.0;1116.0;1134.0
-151;453.0;-395.0;706.0;-334.0;903.0;1003.0
-162;439.0;-431.0;752.0;-510.0;1321.0;1502.0
2;240.0;-425.0;503.0;-223.0;712.0;960.0
0;432.0;-353.0;696.0;-266.0;1025.0;1024.0
-151;418.0;-333.0;721.0;-309.0;952.0;1000.0
-14;497.0;-429.0;348.0;-544.0;1228.0;1166.0
-151;414.0;-350.0;720.0;-302.0;929.0;988.0
-151;414.0;-341.0;721.0;-311.0;942.0;1018.0
-66;690.0;-436.0;170.0;-609.0;1048.0;1063.0
-17;468.0;-290.0;207.0;-368.0;1266.0;1071.0
-100;495.0;-362.0;706.0;-302.0;917.0;985.0
67;-117.0;-39.0;205.0;-819.0;771.0;718.0
-102;584.0;-361.0;708.0;-303.0;886.0;984.0
-40;246.0;-258.0;504.0;-351.0;1119.0;1173.0
-56;337.0;-852.0;733.0;-217.0;581.0;683.0
-153;542.0;-150.0;734.0;-171.0;1156.0;1344.0
-102;388.0;-716.0;670.0;-116.0;-457.0;30.0
99;279.0;-450.0;122.0;-535.0;1065.0;925.0
106;329.0;-320.0;-179.0;-414.0;1023.0;821.0
48;369.0;-651.0;320.0;-184.0;823.0;1032.0
103;168.0;-295.0;101.0;-518.0;1010.0;1037.0
13;155.0;-155.0;-139.0;-184.0;717.0;1029.0
-10;273.0;-240.0;459.0;-614.0;978.0;939.0
59;231.0;-364.0;-260.0;-662.0;965.0;899.0
48;507.0;-469.0;638.0;-362.0;1222.0;1225.0
1;571.0;-338.0;143.0;-428.0;1121.0;1339.0
-151;483.0;-336.0;711.0;-301.0;921.0;991.0
116;1078.0;-890.0;-663.0;201.0;-387.0;-750.0
-100;499.0;-383.0;706.0;-282.0;943.0;1023.0
-100;432.0;-337.0;710.0;-364.0;901.0;979.0
-63;226.0;-238.0;155.0;-266.0;1132.0;1205.0
-100;464.0;-370.0;707.0;-285.0;943.0;1008.0
17;1.0;96.0;14.0;-202.0;1010.0;1016.0
-117;471.0;-473.0;757.0;-269.0;1013.0;949.0
-101;330.0;-265.0;714.0;-275.0;933.0;1016.0
5;160.0;-178.0;34.0;-301.0;958.0;955.0
122;68.0;-396.0;612.0;-52.0;986.0;888.0
-108;518.0;-742.0;335.0;-179.0;723.0;788.0
-136;323.0;-245.0;766.0;-298.0;1049.0;1021.0
-32;265.0;-22.0;354.0;-355.0;884.0;1073.0
-139;332.0;-239.0;768.0;-311.0;980.0;1123.0
-145;305.0;-316.0;763.0;-338.0;986.0;1013.0
-100;400.0;-436.0;713.0;-385.0;941.0;927.0
98;309.0;-615.0;69.0;-292.0;1040.0;786.0
-72;595.0;-450.0;284.0;-481.0;1145.0;1087.0
83;182.0;-404.0;446.0;-285.0;1076.0;1165.0
-126;176.0;-319.0;711.0;-261.0;837.0;956.0
45;416.0;-166.0;-174.0;-2.0;947.0;1081.0
124;172.0;-506.0;128.0;-649.0;980.0;1570.0
-23;470.0;-152.0;112.0;-261.0;1303.0;1506.0
-100;438.0;-367.0;708.0;-364.0;909.0;1001.0
24;385.0;-218.0;104.0;-17.0;815.0;1028.0
-53;532.0;-399.0;300.0;-377.0;1149.0;1256.0
132;407.0;-140.0;377.0;-133.0;998.0;1185.0
-151;432.0;-325.0;725.0;-297.0;933.0;992.0
-133;454.0;-382.0;725.0;-300.0;927.0;982.0
-98;483.0;-384.0;809.0;-321.0;1086.0;1155.0
-133;445.0;-369.0;726.0;-274.0;933.0;1010.0
-151;406.0;-359.0;721.0;-280.0;964.0;999.0
-101;441.0;-386.0;747.0;-294.0;904.0;964.0
-80;235.0;-350.0;759.0;-340.0;875.0;995.0
-151;453.0;-380.0;760.0;-253.0;943.0;1006.0
-135;505.0;-477.0;740.0;-340.0;934.0;1093.0
-44;205.0;-227.0;169.0;-340.0;1126.0;1200.0
-133;470.0;-369.0;725.0;-294.0;913.0;998.0
-133;433.0;-383.0;725.0;-276.0;909.0;1007.0
-30;332.0;-649.0;748.0;-106.0;862.0;1179.0
154;271.0;-339.0;696.0;-296.0;878.0;803.0
-62;58.0;-271.0;253.0;-191.0;942.0;1038.0
-133;446.0;-372.0;725.0;-292.0;914.0;1043.0
-151;432.0;-348.0;726.0;-290.0;931.0;1002.0
-159;424.0;-305.0;705.0;-261.0;876.0;1000.0
167;346.0;-336.0;655.0;-296.0;989.0;1003.0
-133;478.0;-362.0;723.0;-290.0;930.0;1015.0
-114;302.0;-208.0;753.0;-303.0;937.0;974.0
-18;342.0;-160.0;317.0;-245.0;1464.0;1776.0
152;185.0;-228.0;713.0;-337.0;1207.0;1250.0
-147;109.0;-186.0;716.0;-205.0;959.0;1222.0
-40;475.0;-365.0;169.0;-572.0;1322.0;1368.0
93;88.0;109.0;-124.0;-100.0;914.0;936.0
-131;206.0;-386.0;764.0;-259.0;772.0;802.0
36;178.0;-374.0;-2.0;-474.0;797.0;911.0
151;476.0;-435.0;658.0;-529.0;1309.0;1374.0
-145;483.0;-180.0;762.0;-167.0;924.0;963.0
7;145.0;-433.0;-73.0;-828.0;843.0;1149.0
-133;449.0;-382.0;725.0;-286.0;928.0;1006.0
-151;441.0;-348.0;722.0;-290.0;954.0;1008.0
67;340.0;-57.0;337.0;-382.0;1015.0;1288.0
-151;392.0;-234.0;767.0;-229.0;849.0;976.0
99;344.0;-302.0;-689.0;-283.0;951.0;993.0
-151;410.0;-343.0;727.0;-304.0;948.0;997.0
-154;358.0;-295.0;756.0;-346.0;933.0;967.0
-151;444.0;-341.0;721.0;-302.0;946.0;1012.0
1;542.0;-235.0;-392.0;-389.0;850.0;1310.0
-103;452.0;-376.0;688.0;-408.0;1016.0;1163.0
-139;621.0;-490.0;714.0;-326.0;926.0;750.0
-170;492.0;-161.0;774.0;-391.0;838.0;888.0
-151;443.0;-337.0;721.0;-306.0;952.0;996.0
-151;431.0;-325.0;722.0;-293.0;940.0;1021.0
-151;462.0;-307.0;746.0;-260.0;951.0;998.0
-151;432.0;-357.0;755.0;-253.0;938.0;959.0
-151;423.0;-322.0;724.0;-313.0;922.0;1014.0
-151;443.0;-328.0;725.0;-311.0;931.0;1006.0
-151;410.0;-329.0;724.0;-291.0;965.0;1015.0
-151;445.0;-321.0;725.0;-294.0;942.0;993.0
-154;374.0;-305.0;753.0;-322.0;961.0;1013.0
-121;420.0;-355.0;745.0;-401.0;774.0;919.0
-29;756.0;-282.0;98.0;48.0;1120.0;1579.0
39;397.0;-425.0;476.0;-596.0;1429.0;1557.0
-133;542.0;-368.0;726.0;-289.0;840.0;968.0
