InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit RLA accX;Accelerometer RUA_ accX;Accelerometer RUA^ accZ;Accelerometer RWR accZ;Accelerometer RUA_ accY;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;Accelerometer LH accZ;InertialMeasurementUnit R-SHOE Body_Ax
-412.0;-879.0;?;-63.0;672.0;1036.0;52;-160;52;168.0;302
-409.0;-944.0;78.0;32.0;308.0;?;32;-160;32;?;293
-408.0;-899.0;?;-143.0;?;1047.0;-7;-160;-7;244.0;283
-412.0;-962.0;?;-78.0;?;1022.0;10;-160;10;?;287
-411.0;-862.0;63.0;-43.0;825.0;1020.0;34;-160;?;266.0;267
-411.0;-934.0;-129.0;36.0;?;?;24;-160;24;227.0;?
?;?;79.0;?;?;?;4;?;?;223.0;288
?;-830.0;264.0;511.0;739.0;?;-8;-160;-8;?;276
-419.0;-790.0;463.0;336.0;?;?;-7;-160;-7;?;279
?;-618.0;?;126.0;439.0;806.0;-7;?;-7;?;279
-425.0;-551.0;?;41.0;474.0;902.0;?;?;-5;-25.0;279
?;-698.0;388.0;-119.0;604.0;978.0;-9;?;-9;72.0;?
?;-801.0;197.0;-126.0;685.0;972.0;0;?;0;185.0;281
-443.0;?;118.0;-141.0;?;979.0;-14;-160;-14;180.0;275
?;-889.0;106.0;75.0;640.0;?;-3;-160;-3;202.0;270
-447.0;-953.0;5.0;87.0;662.0;1125.0;31;-160;31;239.0;285
-448.0;-1017.0;250.0;161.0;915.0;1124.0;?;-160;-42;256.0;274
-442.0;?;367.0;?;777.0;1252.0;?;-160;?;?;278
-441.0;-1095.0;345.0;210.0;?;1219.0;-89;-160;-89;247.0;262
-433.0;-1100.0;243.0;?;482.0;1354.0;?;-160;-31;?;276
-418.0;-1168.0;437.0;?;464.0;1233.0;-77;-160;-77;195.0;?
-397.0;-955.0;539.0;131.0;580.0;1105.0;-137;?;-137;?;308
?;?;248.0;-90.0;498.0;1134.0;152;?;?;108.0;326
-325.0;?;244.0;-181.0;589.0;?;-908;-158;-908;?;?
-291.0;-902.0;154.0;?;476.0;1071.0;-1487;?;-1487;-114.0;98
-247.0;-1004.0;13.0;-345.0;440.0;1074.0;-780;-152;-780;95.0;347
-201.0;-971.0;-11.0;-261.0;375.0;1072.0;?;-152;-869;28.0;291
?;-999.0;-135.0;-228.0;420.0;1116.0;-660;-153;-660;-9.0;-13
?;-1011.0;-149.0;-166.0;407.0;1052.0;-744;-153;-744;49.0;49
-59.0;-998.0;-111.0;-115.0;?;1044.0;-1298;-154;?;-5.0;-404
-16.0;-1002.0;-91.0;?;356.0;?;?;-154;-605;11.0;322
31.0;-956.0;0.0;?;420.0;967.0;214;-154;214;42.0;?
77.0;-850.0;-23.0;-92.0;458.0;897.0;?;?;214;65.0;375
114.0;-821.0;-39.0;?;403.0;?;207;-154;207;?;232
149.0;-802.0;-18.0;-73.0;383.0;870.0;83;-154;83;95.0;?
?;-834.0;46.0;?;409.0;?;-108;-155;-108;194.0;230
217.0;-856.0;57.0;?;350.0;908.0;33;-155;33;225.0;338
248.0;-866.0;-3.0;12.0;?;920.0;127;-155;127;229.0;247
274.0;?;29.0;80.0;446.0;935.0;?;?;80;223.0;269
296.0;-886.0;24.0;148.0;471.0;942.0;13;-155;?;195.0;279
?;-888.0;70.0;202.0;497.0;927.0;?;-156;21;?;254
328.0;-867.0;161.0;223.0;496.0;911.0;58;-155;?;226.0;283
337.0;-815.0;201.0;221.0;506.0;?;14;-156;14;?;264
?;-766.0;255.0;178.0;504.0;887.0;-27;?;?;265.0;?
366.0;-767.0;239.0;208.0;479.0;882.0;?;-156;-25;319.0;?
378.0;-759.0;201.0;?;554.0;877.0;?;-156;?;264.0;247
?;-762.0;170.0;266.0;635.0;?;-75;-156;-75;261.0;265
400.0;-775.0;?;263.0;652.0;?;-128;-155;?;182.0;258
414.0;-854.0;183.0;?;662.0;977.0;-144;?;-144;?;?
430.0;-901.0;231.0;225.0;659.0;1025.0;?;-155;-142;78.0;265
443.0;-925.0;?;243.0;630.0;1055.0;-166;?;-166;37.0;?
456.0;-927.0;252.0;230.0;631.0;1047.0;?;-154;-256;23.0;?
472.0;-898.0;233.0;230.0;?;1026.0;-451;?;-451;?;?
?;-870.0;162.0;243.0;577.0;994.0;-408;-153;?;-21.0;?
503.0;-869.0;179.0;204.0;?;?;-712;-152;?;-272.0;?
?;?;180.0;191.0;586.0;1056.0;-2150;-150;-2150;-186.0;23
536.0;-965.0;140.0;187.0;619.0;?;-2725;-146;-2725;-265.0;?
544.0;-891.0;172.0;174.0;557.0;944.0;-3044;?;-3044;-385.0;281
?;-826.0;184.0;131.0;?;965.0;-5524;?;-5524;-322.0;579
?;-846.0;158.0;?;495.0;1041.0;-5333;-118;-5333;-530.0;261
582.0;-936.0;?;?;504.0;?;-3122;-111;-3122;-527.0;?
592.0;-992.0;48.0;?;501.0;1112.0;-4179;?;?;-674.0;577
600.0;-932.0;96.0;133.0;?;1085.0;-4392;-111;?;-746.0;605
?;-835.0;116.0;191.0;531.0;960.0;37;-156;37;-564.0;270
717.0;-838.0;125.0;?;?;?;?;-156;32;-627.0;?
726.0;-854.0;?;262.0;591.0;990.0;36;-156;36;-624.0;?
?;-850.0;?;245.0;?;989.0;35;-157;35;-581.0;264
738.0;-830.0;?;219.0;?;?;21;-156;21;-583.0;261
748.0;?;221.0;159.0;538.0;?;?;-157;?;-599.0;?
753.0;-867.0;184.0;200.0;?;1084.0;61;-157;61;-515.0;264
758.0;-904.0;139.0;229.0;525.0;1066.0;41;-157;41;-665.0;?
763.0;-905.0;114.0;226.0;514.0;1027.0;33;-157;33;?;263
768.0;-871.0;118.0;245.0;547.0;1021.0;24;-157;24;?;263
772.0;-868.0;166.0;?;572.0;?;?;-157;?;-671.0;263
777.0;?;?;?;567.0;994.0;54;?;54;?;?
784.0;-828.0;207.0;?;?;1023.0;25;-157;25;-490.0;?
788.0;-842.0;222.0;313.0;592.0;1019.0;23;-158;23;-167.0;?
791.0;-845.0;240.0;285.0;?;1026.0;?;-158;-7;16.0;257
797.0;?;252.0;240.0;620.0;1027.0;-1;?;-1;223.0;250
800.0;?;251.0;?;585.0;1017.0;?;-158;44;223.0;248
803.0;-848.0;232.0;249.0;572.0;1003.0;19;-158;19;233.0;256
804.0;-852.0;232.0;?;616.0;?;-6;-158;-6;84.0;251
?;-880.0;206.0;322.0;643.0;?;50;?;50;-131.0;244
810.0;-868.0;199.0;299.0;687.0;1015.0;29;-158;29;?;245
811.0;-853.0;?;352.0;700.0;?;-52;-158;?;184.0;246
?;-830.0;305.0;380.0;653.0;?;-36;-158;-36;?;255
812.0;-803.0;328.0;?;?;955.0;?;-158;-37;173.0;261
813.0;-781.0;?;?;554.0;950.0;?;-158;-42;-384.0;?
813.0;-784.0;275.0;314.0;547.0;958.0;-31;-158;-31;-392.0;256
813.0;?;200.0;346.0;566.0;946.0;-79;-158;-79;-383.0;273
815.0;-758.0;146.0;348.0;?;?;-82;-158;-82;-291.0;274
815.0;-738.0;164.0;397.0;559.0;905.0;-68;?;-68;-192.0;?
?;-739.0;246.0;380.0;560.0;889.0;-82;-158;-82;-55.0;276
816.0;-708.0;?;360.0;550.0;876.0;-47;-158;-47;40.0;284
816.0;?;272.0;328.0;562.0;894.0;-71;-157;?;104.0;280
819.0;-706.0;?;328.0;567.0;894.0;-77;-157;-77;143.0;281
822.0;-716.0;239.0;300.0;553.0;887.0;-51;-157;-51;106.0;?
819.0;-725.0;221.0;292.0;620.0;908.0;-150;-157;-150;133.0;269
820.0;?;199.0;313.0;597.0;?;-12;-157;?;?;?
820.0;-792.0;196.0;318.0;782.0;986.0;?;-156;-514;193.0;?
821.0;?;192.0;307.0;?;1010.0;-774;-155;-774;?;147
818.0;-831.0;?;?;616.0;1039.0;-1102;?;-1102;?;150
815.0;-837.0;?;191.0;583.0;1068.0;-2708;-146;-2708;370.0;167
806.0;-908.0;264.0;?;?;1280.0;?;-131;-3832;212.0;146
?;-1083.0;182.0;166.0;614.0;1299.0;-5990;-119;-5990;-40.0;?
?;-1045.0;173.0;225.0;649.0;1040.0;?;-110;-5542;-328.0;-941
785.0;-865.0;199.0;198.0;686.0;911.0;-2243;?;-2243;-258.0;197
775.0;-772.0;250.0;216.0;633.0;?;?;-107;-2409;-389.0;83
768.0;-746.0;322.0;213.0;652.0;1011.0;-2657;-108;-2657;-267.0;-100
?;-901.0;181.0;272.0;642.0;1110.0;?;-112;-1634;-319.0;55
756.0;-992.0;?;251.0;660.0;?;-1439;?;-1439;-250.0;47
?;?;260.0;258.0;631.0;1034.0;-604;?;-604;-222.0;?
750.0;-885.0;282.0;247.0;?;926.0;?;-141;461;-190.0;111
743.0;-762.0;359.0;?;646.0;?;673;-149;673;?;82
743.0;-715.0;335.0;220.0;616.0;855.0;665;-150;?;-230.0;66
?;-734.0;307.0;231.0;605.0;937.0;577;?;577;?;92
739.0;-786.0;260.0;?;602.0;987.0;223;-168;223;?;290
735.0;-836.0;224.0;267.0;592.0;962.0;487;-168;487;-78.0;1379
731.0;-820.0;206.0;305.0;611.0;944.0;2054;-173;2054;?;1551
?;-812.0;207.0;335.0;646.0;949.0;?;-176;1870;?;?
728.0;-795.0;234.0;376.0;610.0;941.0;-1960;-172;-1960;76.0;141
?;?;319.0;319.0;610.0;940.0;-3634;-164;-3634;141.0;-1013
?;?;337.0;277.0;685.0;972.0;-1234;-159;-1234;202.0;500
718.0;-812.0;316.0;276.0;675.0;?;-65;-158;-65;189.0;2753
717.0;?;238.0;240.0;631.0;1061.0;-518;-156;-518;?;1373
713.0;-905.0;251.0;201.0;?;?;-88;?;-88;145.0;652
709.0;-1079.0;?;?;?;1337.0;135;-156;135;84.0;527
701.0;-1166.0;115.0;74.0;458.0;1317.0;30;-156;30;78.0;205
692.0;-1110.0;78.0;114.0;469.0;1145.0;161;-156;161;66.0;335
684.0;-909.0;103.0;?;471.0;873.0;115;-156;115;48.0;239
675.0;?;?;172.0;516.0;803.0;97;?;97;?;298
669.0;-698.0;51.0;203.0;524.0;902.0;91;-157;91;187.0;301
662.0;-787.0;73.0;235.0;?;951.0;76;-157;76;255.0;259
653.0;-821.0;164.0;287.0;519.0;958.0;62;?;?;257.0;285
?;-816.0;?;307.0;509.0;923.0;34;?;34;185.0;278
643.0;-776.0;217.0;288.0;531.0;895.0;65;-157;65;109.0;284
638.0;-747.0;?;312.0;530.0;903.0;67;-157;67;?;274
633.0;-751.0;?;?;?;915.0;35;-157;?;-6.0;?
633.0;-754.0;238.0;346.0;591.0;881.0;?;-157;?;-46.0;249
630.0;-747.0;282.0;357.0;610.0;925.0;81;-156;81;-55.0;304
629.0;-745.0;246.0;365.0;631.0;911.0;112;-157;?;?;289
?;-744.0;267.0;367.0;706.0;911.0;17;?;17;-39.0;270
625.0;-739.0;281.0;370.0;723.0;?;86;?;86;51.0;248
?;-711.0;301.0;304.0;719.0;886.0;183;-157;183;217.0;?
625.0;?;318.0;297.0;728.0;?;-306;-156;-306;309.0;112
628.0;?;272.0;308.0;846.0;1032.0;?;-156;-369;356.0;-50
627.0;?;213.0;242.0;755.0;1122.0;-748;-150;?;368.0;142
626.0;-974.0;213.0;171.0;?;1258.0;-428;-125;-428;139.0;251
623.0;-1092.0;229.0;140.0;574.0;?;1632;-86;1632;-4.0;213
618.0;-1202.0;?;160.0;613.0;?;2272;-67;2272;24.0;345
620.0;-1104.0;128.0;148.0;?;1071.0;1752;?;1752;?;?
621.0;?;141.0;151.0;?;?;951;-79;951;213.0;-355
?;-834.0;198.0;122.0;?;1033.0;577;-87;577;238.0;128
621.0;?;?;84.0;509.0;1087.0;1094;-102;1094;216.0;?
?;?;161.0;?;473.0;1084.0;1449;-115;1449;213.0;557
610.0;-968.0;91.0;61.0;458.0;1043.0;1920;-129;1920;316.0;709
607.0;?;88.0;70.0;448.0;1021.0;2322;-146;2322;177.0;811
605.0;-930.0;52.0;?;?;983.0;2946;-149;2946;?;518
606.0;?;57.0;?;482.0;961.0;2085;-152;2085;89.0;944
605.0;-881.0;97.0;146.0;436.0;943.0;880;-164;880;13.0;1418
602.0;-892.0;88.0;160.0;469.0;975.0;2932;-168;2932;-16.0;1012
601.0;-915.0;96.0;172.0;490.0;1011.0;3475;-169;3475;-102.0;1254
598.0;-927.0;?;157.0;489.0;998.0;-1115;-170;-1115;-126.0;1016
595.0;-892.0;99.0;163.0;517.0;?;?;-164;-4576;-96.0;211
?;-873.0;78.0;253.0;?;990.0;-2151;-157;?;-7.0;-880
585.0;-910.0;68.0;294.0;645.0;1061.0;534;-156;534;-54.0;-385
581.0;-969.0;102.0;323.0;583.0;1071.0;-312;?;-312;?;1710
578.0;-978.0;190.0;254.0;498.0;1160.0;-268;?;-268;21.0;942
572.0;-1050.0;243.0;201.0;582.0;1261.0;?;-155;281;94.0;48
?;?;206.0;238.0;576.0;?;?;-155;49;188.0;437
552.0;-942.0;125.0;160.0;?;887.0;?;-156;181;210.0;186
?;-702.0;207.0;161.0;507.0;892.0;?;?;?;235.0;319
539.0;-746.0;?;250.0;551.0;1009.0;93;-156;?;243.0;285
533.0;-828.0;75.0;?;594.0;?;136;-157;136;?;231
532.0;-830.0;?;294.0;?;927.0;?;-157;89;?;289
530.0;?;215.0;258.0;576.0;877.0;129;-157;?;217.0;?
?;-714.0;254.0;?;525.0;910.0;122;-157;122;175.0;270
528.0;-757.0;257.0;?;567.0;953.0;120;-157;?;85.0;273
526.0;-796.0;?;251.0;572.0;965.0;154;-157;?;1.0;?
527.0;?;?;?;557.0;960.0;166;-158;?;?;240
?;-800.0;155.0;289.0;540.0;914.0;292;-159;292;-81.0;274
?;-774.0;202.0;325.0;601.0;914.0;26;-159;26;-36.0;150
537.0;-746.0;234.0;?;661.0;907.0;235;-160;235;30.0;237
540.0;-712.0;250.0;374.0;630.0;848.0;330;-161;330;?;213
?;-665.0;289.0;347.0;704.0;854.0;?;-160;178;176.0;142
?;-701.0;325.0;330.0;865.0;961.0;1035;-163;1035;281.0;515
?;-790.0;297.0;350.0;?;1011.0;?;-160;-79;371.0;?
556.0;-827.0;?;117.0;677.0;1048.0;631;-159;631;?;115
?;-909.0;?;?;?;1293.0;1790;-146;1790;-49.0;843
?;-1156.0;206.0;39.0;576.0;1362.0;?;-112;-608;-143.0;?
?;?;82.0;?;582.0;1267.0;30;-101;?;-82.0;224
?;-1106.0;20.0;109.0;553.0;1080.0;?;-99;1096;39.0;-31
?;-943.0;?;144.0;567.0;1014.0;396;-105;396;?;-233
598.0;-924.0;117.0;141.0;543.0;1082.0;?;?;207;99.0;30
598.0;-979.0;130.0;?;534.0;1116.0;360;-111;360;?;31
593.0;?;?;?;507.0;1114.0;1343;?;1343;?;645
590.0;?;113.0;?;?;1069.0;?;-141;1865;163.0;868
587.0;-978.0;92.0;136.0;525.0;1027.0;2354;?;?;?;789
588.0;-944.0;?;?;519.0;?;2002;-156;2002;?;813
587.0;-890.0;118.0;175.0;534.0;925.0;1508;?;1508;-33.0;754
582.0;-854.0;152.0;230.0;552.0;922.0;1283;-163;?;-83.0;699
579.0;?;193.0;255.0;604.0;?;2440;?;?;?;1291
577.0;-828.0;215.0;293.0;620.0;894.0;3281;-170;3281;-146.0;?
572.0;?;266.0;?;689.0;909.0;-2192;-173;-2192;-84.0;-386
569.0;-785.0;316.0;345.0;766.0;914.0;-3835;-166;-3835;-26.0;1675
563.0;-778.0;338.0;?;?;?;?;?;-860;16.0;1872
?;-774.0;349.0;389.0;?;950.0;-1248;-157;-1248;?;-905
555.0;-783.0;379.0;411.0;?;1000.0;-204;-156;-204;-3.0;497
547.0;-806.0;454.0;?;770.0;1109.0;336;-155;336;21.0;594
?;-905.0;478.0;?;748.0;1242.0;?;-156;-161;22.0;-56
535.0;-1011.0;291.0;236.0;719.0;1082.0;200;?;200;79.0;564
535.0;-836.0;265.0;155.0;713.0;?;29;?;29;171.0;164
530.0;-672.0;?;172.0;?;966.0;22;-156;22;226.0;297
?;-765.0;246.0;275.0;811.0;?;?;-156;24;292.0;319
527.0;-881.0;168.0;?;831.0;1080.0;-4;-156;?;253.0;?
527.0;-883.0;206.0;450.0;808.0;986.0;?;?;?;221.0;315
529.0;-777.0;364.0;489.0;830.0;896.0;54;-156;54;161.0;253
526.0;-665.0;502.0;?;868.0;863.0;16;-156;16;77.0;272
528.0;-601.0;514.0;453.0;?;834.0;16;-156;16;21.0;273
529.0;?;507.0;553.0;937.0;844.0;26;-156;26;9.0;272
535.0;-573.0;?;?;917.0;805.0;?;-156;36;-9.0;?
539.0;?;566.0;645.0;986.0;778.0;77;-156;77;?;259
541.0;?;?;656.0;?;700.0;?;-156;26;69.0;?
544.0;-414.0;727.0;650.0;?;667.0;34;-156;34;183.0;266
549.0;-334.0;745.0;634.0;1071.0;581.0;-37;?;-37;255.0;?
558.0;-292.0;812.0;685.0;1089.0;?;-82;-156;-82;?;304
?;-338.0;801.0;691.0;1098.0;716.0;476;-157;476;132.0;297
573.0;-399.0;?;776.0;1146.0;702.0;714;-158;?;12.0;231
580.0;-390.0;847.0;688.0;1026.0;681.0;233;-159;?;-127.0;214
?;-331.0;1021.0;635.0;?;682.0;?;-158;395;-288.0;282
601.0;-333.0;974.0;?;928.0;689.0;1036;?;1036;-270.0;216
?;-319.0;919.0;522.0;817.0;635.0;1080;?;1080;?;195
622.0;-263.0;812.0;505.0;?;501.0;882;?;?;117.0;?
631.0;-199.0;826.0;449.0;?;?;?;-138;?;?;63
?;-206.0;837.0;444.0;?;528.0;?;-138;480;?;-199
?;-252.0;743.0;493.0;?;?;199;-138;?;203.0;-37
647.0;-305.0;777.0;563.0;889.0;597.0;?;-142;544;55.0;-1
?;-287.0;776.0;531.0;786.0;?;759;-148;?;?;-147
?;-241.0;757.0;517.0;995.0;436.0;-487;-155;-487;-41.0;127
650.0;?;729.0;?;1111.0;395.0;-490;-158;?;?;347
652.0;-132.0;812.0;?;1299.0;402.0;379;-157;379;-35.0;573
649.0;-82.0;740.0;523.0;1157.0;508.0;-85;-158;?;?;?
649.0;-176.0;794.0;738.0;995.0;657.0;-31;-158;-31;?;796
654.0;-412.0;897.0;922.0;943.0;825.0;137;?;137;?;851
653.0;-433.0;1123.0;826.0;1147.0;755.0;-612;-157;-612;-195.0;400
653.0;-134.0;1130.0;638.0;952.0;445.0;-981;-157;-981;-36.0;113
?;97.0;1059.0;?;1260.0;235.0;-1017;-156;-1017;63.0;392
?;108.0;?;560.0;130.0;399.0;?;-156;-1254;123.0;309
655.0;?;?;840.0;?;?;?;-155;-1298;80.0;198
655.0;?;907.0;252.0;?;479.0;?;?;-1203;3.0;?
?;48.0;1185.0;1376.0;1282.0;118.0;-1096;-155;-1096;-57.0;277
?;91.0;311.0;366.0;1291.0;999.0;-1158;?;-1158;-26.0;284
657.0;-611.0;1661.0;1137.0;?;134.0;?;?;-934;?;?
652.0;542.0;703.0;1363.0;1013.0;595.0;-276;-155;-276;?;?
655.0;-244.0;?;1030.0;961.0;283.0;-47;-156;-47;64.0;242
654.0;?;?;1286.0;-179.0;-166.0;4;?;4;49.0;?
653.0;?;1218.0;1198.0;?;-8.0;?;?;110;47.0;289
651.0;?;1277.0;734.0;1052.0;-317.0;109;-156;109;105.0;279
?;715.0;?;?;?;-266.0;123;-156;123;149.0;276
640.0;610.0;130.0;369.0;574.0;-399.0;116;-156;116;175.0;281
634.0;?;305.0;444.0;456.0;523.0;144;?;144;205.0;273
622.0;-443.0;663.0;918.0;447.0;426.0;?;-156;?;104.0;190
608.0;-127.0;428.0;970.0;901.0;?;106;-156;?;?;238
599.0;-61.0;?;1200.0;633.0;178.0;84;-157;84;-4.0;?
?;?;673.0;1062.0;543.0;96.0;121;-157;121;?;263
587.0;238.0;800.0;1114.0;617.0;15.0;33;-157;33;-13.0;?
?;249.0;977.0;?;520.0;196.0;47;-157;?;50.0;277
577.0;209.0;755.0;950.0;591.0;90.0;56;-157;56;67.0;264
573.0;225.0;?;?;737.0;148.0;46;-157;46;59.0;271
567.0;101.0;685.0;755.0;460.0;?;73;-157;73;39.0;?
563.0;8.0;630.0;?;424.0;303.0;48;?;48;?;279
558.0;-25.0;641.0;847.0;674.0;311.0;25;-157;25;?;263
552.0;?;649.0;890.0;698.0;310.0;23;-157;23;103.0;?
548.0;-42.0;507.0;999.0;603.0;278.0;32;-157;32;105.0;260
?;14.0;610.0;1096.0;618.0;298.0;0;-157;0;100.0;274
540.0;-10.0;791.0;992.0;?;344.0;-15;-157;-15;101.0;283
?;?;898.0;?;663.0;?;-20;-157;-20;101.0;284
535.0;108.0;724.0;926.0;726.0;235.0;-26;-158;-26;?;281
530.0;64.0;702.0;859.0;650.0;367.0;4;?;4;150.0;250
528.0;?;718.0;906.0;641.0;339.0;-18;-157;-18;87.0;256
525.0;?;623.0;943.0;780.0;397.0;21;-157;?;70.0;261
520.0;-98.0;682.0;1057.0;?;374.0;68;-157;68;76.0;?
?;-50.0;685.0;867.0;710.0;380.0;?;-157;18;111.0;?
514.0;?;774.0;?;?;205.0;?;-157;14;141.0;268
507.0;?;752.0;?;641.0;451.0;-12;?;-12;124.0;259
504.0;-168.0;591.0;676.0;668.0;530.0;-44;-157;-44;73.0;269
498.0;-219.0;?;749.0;815.0;?;10;?;10;45.0;?
493.0;-232.0;524.0;867.0;753.0;536.0;14;?;14;23.0;278
489.0;-253.0;594.0;919.0;766.0;477.0;-16;-157;-16;48.0;283
485.0;-193.0;697.0;928.0;743.0;428.0;?;-157;?;37.0;?
483.0;-96.0;852.0;921.0;703.0;357.0;-72;-157;-72;19.0;?
485.0;-19.0;882.0;944.0;705.0;?;-83;-157;-83;29.0;285
487.0;32.0;916.0;945.0;701.0;324.0;?;-157;-34;30.0;?
?;?;859.0;807.0;672.0;?;-48;-157;?;71.0;295
?;105.0;830.0;856.0;590.0;282.0;-79;-157;-79;134.0;295
492.0;58.0;?;872.0;753.0;?;-69;-157;-69;180.0;283
492.0;70.0;856.0;1009.0;?;215.0;-53;-157;-53;224.0;295
?;?;843.0;928.0;717.0;155.0;-79;-156;-79;?;299
492.0;223.0;917.0;963.0;704.0;43.0;-80;?;?;236.0;297
?;314.0;956.0;869.0;743.0;?;-51;-156;?;190.0;298
489.0;259.0;907.0;?;656.0;201.0;-58;-156;-58;172.0;295
490.0;203.0;869.0;781.0;?;197.0;-68;?;?;?;307
488.0;183.0;901.0;809.0;785.0;?;-42;-156;-42;167.0;311
485.0;172.0;862.0;765.0;737.0;178.0;2;-156;?;166.0;311
482.0;185.0;830.0;807.0;829.0;101.0;-12;-156;-12;162.0;311
479.0;227.0;?;856.0;?;118.0;-38;-156;-38;?;?
?;?;?;?;714.0;?;-26;-156;-26;111.0;309
475.0;?;932.0;?;?;?;?;-156;-26;123.0;309
?;285.0;1008.0;885.0;?;120.0;-22;-156;?;75.0;309
?;313.0;?;857.0;826.0;?;-42;-155;?;61.0;?
?;?;984.0;?;826.0;?;-55;?;?;80.0;?
463.0;330.0;1011.0;798.0;742.0;99.0;-63;?;-63;72.0;?
461.0;296.0;978.0;?;838.0;150.0;-97;-155;-97;109.0;325
460.0;257.0;1001.0;907.0;738.0;119.0;-88;?;-88;93.0;312
?;?;987.0;933.0;702.0;102.0;-63;-155;-63;?;292
455.0;?;1014.0;899.0;724.0;67.0;2;?;2;?;360
452.0;373.0;1059.0;861.0;?;-13.0;-23;-155;-23;?;281
452.0;431.0;931.0;797.0;799.0;-27.0;?;-155;?;-73.0;?
457.0;403.0;911.0;952.0;834.0;-38.0;-215;?;-215;-13.0;251
464.0;?;?;?;736.0;-19.0;-1026;-154;-1026;-27.0;-526
468.0;354.0;949.0;813.0;?;-30.0;?;-153;-1898;-49.0;-853
475.0;?;?;800.0;818.0;?;-2884;-152;?;-265.0;-708
?;323.0;948.0;797.0;928.0;?;-2764;-152;-2764;-230.0;15
488.0;?;919.0;731.0;813.0;87.0;-1173;-153;-1173;-76.0;-41
496.0;264.0;968.0;719.0;759.0;82.0;?;?;-1389;?;55
498.0;?;1010.0;764.0;874.0;111.0;-2506;-156;-2506;?;?
498.0;262.0;975.0;780.0;?;113.0;-784;-156;-784;?;1104
495.0;277.0;913.0;750.0;812.0;77.0;?;-155;500;-202.0;?
494.0;284.0;942.0;777.0;882.0;31.0;-26;-155;-26;-86.0;353
489.0;281.0;973.0;?;831.0;64.0;47;-155;47;23.0;228
484.0;260.0;947.0;814.0;?;84.0;-15;-155;-15;101.0;299
?;253.0;1006.0;856.0;?;?;-42;-155;?;121.0;?
?;266.0;1042.0;859.0;833.0;?;123;?;?;101.0;?
466.0;276.0;?;870.0;740.0;66.0;?;?;66;51.0;?
458.0;283.0;950.0;911.0;612.0;75.0;99;-155;99;?;273
454.0;281.0;979.0;902.0;776.0;?;74;-156;74;75.0;284
?;309.0;?;895.0;?;?;-21;-156;-21;76.0;265
441.0;339.0;905.0;862.0;802.0;-34.0;-11;-156;-11;67.0;263
437.0;?;886.0;781.0;761.0;-30.0;?;-156;-27;97.0;298
433.0;323.0;940.0;801.0;955.0;50.0;-38;-156;?;101.0;292
?;257.0;874.0;782.0;?;163.0;14;-156;14;111.0;252
431.0;?;862.0;750.0;?;134.0;-10;-156;-10;111.0;239
431.0;188.0;885.0;?;1034.0;188.0;-18;-156;-18;85.0;?
429.0;84.0;?;?;610.0;310.0;?;?;-14;-2.0;291
433.0;49.0;738.0;?;663.0;239.0;-1;-156;-1;-58.0;291
433.0;161.0;1003.0;874.0;713.0;213.0;?;?;47;-70.0;270
434.0;164.0;1137.0;770.0;?;141.0;31;?;31;-60.0;267
439.0;194.0;792.0;?;1060.0;-9.0;-16;-156;-16;-55.0;269
441.0;110.0;891.0;846.0;1090.0;?;?;-156;?;?;274
445.0;86.0;979.0;?;?;-43.0;38;-156;?;-3.0;275
448.0;116.0;1330.0;995.0;848.0;-19.0;-9;-156;-9;?;275
450.0;163.0;1025.0;914.0;1090.0;-17.0;?;-156;-5;16.0;278
?;219.0;?;?;927.0;-43.0;14;-156;14;45.0;278
?;307.0;786.0;?;1018.0;-276.0;4;?;4;?;275
453.0;394.0;901.0;885.0;984.0;165.0;?;-156;13;61.0;?
456.0;84.0;?;932.0;987.0;313.0;?;?;18;?;?
?;-36.0;946.0;?;1005.0;164.0;54;?;54;?;265
462.0;119.0;1132.0;812.0;944.0;33.0;75;-156;75;143.0;265
469.0;253.0;?;?;903.0;80.0;34;-156;34;152.0;?
468.0;?;1004.0;845.0;960.0;149.0;4;-156;4;149.0;277
470.0;131.0;?;816.0;968.0;112.0;-13;-156;?;113.0;?
471.0;145.0;1010.0;822.0;975.0;46.0;-13;?;-13;88.0;270
?;?;984.0;853.0;988.0;48.0;-6;-156;-6;75.0;276
471.0;186.0;998.0;887.0;988.0;90.0;-42;-156;?;?;272
471.0;158.0;995.0;844.0;947.0;98.0;?;-156;?;14.0;268
471.0;164.0;1017.0;820.0;?;58.0;4;-156;4;27.0;277
468.0;178.0;972.0;849.0;878.0;?;-48;-156;-48;35.0;?
468.0;122.0;970.0;814.0;803.0;123.0;-54;-156;-54;-7.0;270
?;102.0;975.0;846.0;771.0;115.0;-45;-156;-45;?;280
464.0;128.0;?;786.0;831.0;146.0;-19;?;?;-66.0;?
462.0;61.0;906.0;?;690.0;160.0;13;-156;13;-42.0;270
460.0;49.0;827.0;611.0;553.0;239.0;-26;-156;-26;-42.0;271
457.0;?;?;?;?;419.0;-6;-156;?;?;274
455.0;-207.0;682.0;?;615.0;420.0;13;-156;?;-50.0;?
?;-252.0;627.0;512.0;683.0;427.0;-3;-156;-3;-4.0;270
453.0;-296.0;?;?;856.0;451.0;10;?;10;46.0;267
