Accelerometer LH accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer BACK accX;Accelerometer LUA_ accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer HIP accZ
65.0;149.0;-3458;249.0;397.0;51.0;-195.0;?;393.0
?;-637.0;1289;144.0;390.0;10.0;-190.0;?;434.0
?;740.0;3474;326.0;295.0;?;-175.0;290.0;653.0
?;74.0;3956;532.0;?;27.0;?;324.0;?
203.0;317.0;4698;227.0;185.0;59.0;-136.0;397.0;?
198.0;-1410.0;2521;242.0;?;196.0;?;401.0;86.0
331.0;?;?;?;221.0;?;-198.0;322.0;423.0
?;-311.0;206;197.0;224.0;556.0;-168.0;214.0;186.0
440.0;-535.0;?;?;?;563.0;-164.0;227.0;?
381.0;-410.0;47;310.0;405.0;656.0;-270.0;?;240.0
?;?;?;318.0;403.0;488.0;?;?;204.0
285.0;-172.0;?;?;367.0;369.0;-127.0;-54.0;64.0
364.0;-146.0;?;298.0;405.0;421.0;-150.0;-144.0;192.0
415.0;7.0;221;252.0;389.0;364.0;-214.0;?;242.0
?;-27.0;?;255.0;381.0;259.0;?;104.0;?
430.0;?;?;?;447.0;245.0;-449.0;183.0;?
403.0;174.0;491;280.0;438.0;?;-338.0;?;229.0
456.0;125.0;?;?;?;159.0;-327.0;?;?
464.0;-55.0;2189;210.0;431.0;173.0;-388.0;?;?
?;86.0;4034;238.0;?;254.0;?;266.0;454.0
596.0;-267.0;6113;-13.0;353.0;311.0;-411.0;?;447.0
653.0;-230.0;8052;1.0;?;?;-389.0;276.0;?
?;617.0;8844;149.0;?;292.0;-433.0;298.0;138.0
509.0;?;?;137.0;?;308.0;-494.0;285.0;376.0
386.0;-959.0;-2290;122.0;214.0;?;-394.0;?;288.0
396.0;?;-2360;70.0;122.0;307.0;-452.0;?;396.0
328.0;?;-3158;?;172.0;373.0;-609.0;102.0;463.0
256.0;-427.0;-4538;68.0;252.0;296.0;-473.0;50.0;352.0
155.0;-417.0;-4487;?;316.0;242.0;?;124.0;306.0
?;-479.0;-4968;11.0;347.0;253.0;-367.0;-8.0;224.0
-8.0;?;-5108;-13.0;366.0;349.0;-192.0;74.0;?
?;-453.0;-5141;-14.0;287.0;360.0;-117.0;41.0;327.0
-82.0;?;-5484;38.0;451.0;286.0;-167.0;?;422.0
-54.0;-268.0;?;55.0;481.0;?;-256.0;107.0;424.0
?;?;-4927;235.0;424.0;70.0;-276.0;160.0;?
138.0;-704.0;-2374;220.0;369.0;5.0;-252.0;222.0;361.0
163.0;958.0;?;213.0;?;9.0;-205.0;?;526.0
96.0;?;4437;?;305.0;27.0;-181.0;314.0;760.0
284.0;-366.0;4424;?;204.0;59.0;-153.0;324.0;490.0
?;-1182.0;2309;139.0;247.0;143.0;?;394.0;-20.0
?;-486.0;?;241.0;164.0;?;-200.0;338.0;260.0
419.0;943.0;?;325.0;278.0;452.0;?;270.0;216.0
352.0;-605.0;58;261.0;302.0;465.0;-181.0;283.0;258.0
?;-425.0;107;305.0;272.0;538.0;-257.0;269.0;222.0
307.0;-198.0;179;?;389.0;578.0;?;-146.0;275.0
197.0;-67.0;45;?;370.0;506.0;?;-159.0;?
208.0;-155.0;?;?;409.0;499.0;-331.0;-2.0;124.0
?;?;66;289.0;416.0;525.0;?;-156.0;209.0
?;-28.0;186;298.0;407.0;384.0;-185.0;57.0;203.0
402.0;-8.0;?;?;415.0;256.0;?;?;215.0
375.0;100.0;334;316.0;453.0;215.0;-367.0;197.0;228.0
374.0;112.0;746;?;470.0;169.0;?;?;266.0
460.0;131.0;1375;209.0;?;?;-332.0;326.0;299.0
477.0;-66.0;2357;211.0;422.0;?;-384.0;314.0;303.0
504.0;-32.0;4390;157.0;395.0;?;-449.0;303.0;?
661.0;-436.0;7113;?;332.0;302.0;-398.0;274.0;317.0
703.0;27.0;8611;?;294.0;298.0;-367.0;304.0;190.0
630.0;562.0;6657;181.0;266.0;290.0;-425.0;292.0;?
450.0;-509.0;664;113.0;254.0;331.0;-471.0;218.0;?
382.0;-973.0;-2978;50.0;223.0;?;-362.0;248.0;?
342.0;?;-2788;?;?;365.0;-490.0;240.0;473.0
?;?;?;46.0;223.0;364.0;-599.0;12.0;357.0
195.0;-446.0;?;44.0;204.0;313.0;-498.0;78.0;301.0
94.0;-440.0;-4189;49.0;251.0;273.0;-446.0;137.0;245.0
33.0;?;-4831;28.0;312.0;285.0;-315.0;72.0;223.0
-18.0;-502.0;?;?;316.0;333.0;-163.0;72.0;295.0
-40.0;-467.0;-5017;?;377.0;322.0;-164.0;61.0;366.0
-38.0;-490.0;-5248;21.0;433.0;?;-246.0;79.0;434.0
-41.0;-139.0;-5965;102.0;456.0;122.0;-261.0;112.0;511.0
?;-179.0;-4041;180.0;395.0;60.0;-216.0;181.0;354.0
112.0;-618.0;?;42.0;307.0;34.0;-171.0;251.0;450.0
-47.0;1206.0;?;?;404.0;19.0;-156.0;259.0;590.0
9.0;?;5168;?;?;59.0;-158.0;?;682.0
242.0;?;?;253.0;149.0;93.0;?;302.0;174.0
284.0;-1450.0;2105;204.0;191.0;198.0;-205.0;397.0;265.0
264.0;?;?;349.0;200.0;393.0;-209.0;?;376.0
?;?;141;266.0;242.0;?;-109.0;233.0;193.0
401.0;-637.0;127;220.0;?;?;?;302.0;?
335.0;-408.0;83;277.0;359.0;703.0;-210.0;33.0;187.0
299.0;-114.0;28;288.0;403.0;628.0;-204.0;-322.0;282.0
373.0;-38.0;61;288.0;?;395.0;?;-33.0;?
410.0;?;89;295.0;427.0;430.0;-205.0;-91.0;241.0
443.0;-23.0;42;232.0;421.0;399.0;-187.0;?;?
495.0;17.0;134;?;396.0;245.0;-209.0;128.0;212.0
478.0;24.0;232;?;433.0;196.0;-340.0;214.0;?
428.0;97.0;?;307.0;472.0;?;-404.0;215.0;?
?;78.0;1101;251.0;422.0;206.0;-408.0;?;256.0
473.0;40.0;1780;?;?;230.0;-439.0;330.0;331.0
415.0;?;3449;316.0;499.0;282.0;?;311.0;385.0
501.0;-24.0;?;-40.0;332.0;338.0;-458.0;238.0;465.0
603.0;-639.0;?;75.0;309.0;334.0;-374.0;267.0;137.0
556.0;226.0;9064;?;289.0;309.0;-409.0;322.0;?
?;388.0;4565;54.0;238.0;323.0;-459.0;?;393.0
373.0;-792.0;-1163;?;228.0;328.0;-405.0;285.0;315.0
352.0;?;-2636;14.0;1.0;320.0;-411.0;363.0;408.0
346.0;?;-3326;?;191.0;359.0;?;?;448.0
249.0;?;-4237;11.0;210.0;276.0;?;50.0;267.0
123.0;-477.0;-4384;39.0;240.0;?;-425.0;132.0;260.0
16.0;?;-4849;9.0;?;253.0;-385.0;119.0;?
-71.0;-581.0;-4988;-21.0;281.0;281.0;-233.0;72.0;311.0
-89.0;-507.0;-5262;-15.0;334.0;?;-166.0;?;281.0
-89.0;-371.0;-5478;2.0;?;?;-168.0;?;387.0
?;?;-5734;28.0;403.0;?;-173.0;73.0;397.0
-42.0;183.0;-6007;?;392.0;115.0;-160.0;131.0;440.0
145.0;?;-1850;163.0;382.0;58.0;-135.0;198.0;275.0
128.0;-15.0;1514;153.0;400.0;23.0;-176.0;234.0;560.0
?;?;?;431.0;271.0;?;?;278.0;?
348.0;?;?;?;196.0;38.0;?;301.0;?
556.0;-952.0;4504;139.0;251.0;?;-143.0;384.0;-111.0
486.0;-906.0;1163;286.0;251.0;260.0;-135.0;?;176.0
920.0;603.0;177;222.0;272.0;452.0;?;304.0;429.0
1019.0;-385.0;?;232.0;374.0;543.0;-197.0;216.0;164.0
500.0;-608.0;?;240.0;600.0;637.0;-331.0;184.0;142.0
?;?;111;?;643.0;?;-324.0;-378.0;237.0
82.0;94.0;88;371.0;646.0;491.0;-232.0;-173.0;145.0
176.0;?;71;366.0;458.0;406.0;137.0;-165.0;111.0
91.0;-86.0;221;355.0;498.0;460.0;86.0;-90.0;191.0
18.0;?;102;257.0;464.0;354.0;?;-3.0;214.0
37.0;-36.0;?;?;477.0;198.0;-1182.0;182.0;210.0
?;?;-3010;211.0;256.0;?;-179.0;?;304.0
213.0;?;-114;161.0;310.0;-43.0;-180.0;?;?
327.0;818.0;3639;447.0;327.0;-71.0;?;202.0;625.0
278.0;191.0;6365;?;?;-58.0;-127.0;?;?
?;-373.0;?;?;?;76.0;?;202.0;25.0
-256.0;-1729.0;601;319.0;?;330.0;?;?;306.0
-313.0;632.0;65;?;-24.0;531.0;-205.0;209.0;281.0
-59.0;?;226;288.0;?;599.0;-257.0;195.0;?
246.0;-852.0;126;250.0;185.0;775.0;-321.0;190.0;?
?;-374.0;?;275.0;?;719.0;?;?;269.0
146.0;-12.0;97;313.0;358.0;474.0;41.0;-93.0;139.0
148.0;-51.0;109;?;394.0;364.0;97.0;-207.0;59.0
237.0;-195.0;189;267.0;416.0;437.0;206.0;-110.0;150.0
373.0;-79.0;108;221.0;410.0;376.0;108.0;12.0;166.0
494.0;4.0;266;254.0;405.0;?;-158.0;?;219.0
513.0;22.0;?;239.0;402.0;?;?;?;253.0
526.0;107.0;740;205.0;438.0;254.0;-271.0;?;?
?;143.0;?;115.0;370.0;?;-252.0;273.0;?
530.0;121.0;1573;?;408.0;?;-348.0;240.0;321.0
513.0;39.0;2055;?;410.0;378.0;-413.0;244.0;357.0
571.0;-139.0;5885;37.0;339.0;436.0;?;190.0;369.0
561.0;?;9107;276.0;331.0;?;?;?;79.0
481.0;536.0;7367;349.0;324.0;345.0;-428.0;171.0;96.0
?;215.0;2903;207.0;288.0;?;-420.0;188.0;340.0
388.0;?;?;156.0;289.0;327.0;-342.0;217.0;?
417.0;-964.0;-2826;99.0;261.0;?;-480.0;267.0;377.0
351.0;?;-3278;100.0;228.0;284.0;-587.0;40.0;289.0
249.0;-413.0;-4848;62.0;209.0;291.0;-410.0;181.0;235.0
151.0;-431.0;-5047;34.0;?;301.0;-350.0;280.0;158.0
50.0;-387.0;?;35.0;236.0;?;-383.0;216.0;219.0
53.0;-465.0;-5136;17.0;283.0;313.0;?;106.0;274.0
40.0;-558.0;-4877;19.0;349.0;305.0;-295.0;69.0;?
?;-302.0;-5368;69.0;408.0;?;-213.0;76.0;?
-56.0;?;-5015;120.0;400.0;149.0;-173.0;139.0;449.0
-139.0;?;?;290.0;425.0;52.0;-187.0;209.0;394.0
-421.0;-1023.0;-427;102.0;362.0;20.0;-226.0;235.0;347.0
-422.0;?;2469;320.0;?;34.0;-235.0;?;597.0
?;634.0;3584;466.0;184.0;35.0;-203.0;229.0;721.0
337.0;518.0;?;?;2.0;?;-175.0;327.0;?
248.0;-1441.0;?;?;82.0;133.0;-163.0;?;?
?;?;726;?;?;?;?;421.0;204.0
97.0;-94.0;31;?;152.0;?;58.0;439.0;?
340.0;-619.0;247;334.0;221.0;406.0;?;406.0;249.0
284.0;?;72;336.0;296.0;716.0;-351.0;103.0;210.0
212.0;83.0;164;?;368.0;756.0;-252.0;-334.0;220.0
173.0;-23.0;106;372.0;?;581.0;?;-138.0;64.0
?;-65.0;140;338.0;406.0;?;160.0;-219.0;153.0
295.0;-31.0;?;?;419.0;471.0;?;-76.0;194.0
?;43.0;165;286.0;393.0;293.0;-150.0;?;182.0
540.0;86.0;408;381.0;440.0;215.0;-341.0;190.0;?
531.0;122.0;415;240.0;456.0;165.0;-448.0;238.0;?
518.0;43.0;772;?;429.0;93.0;-369.0;342.0;211.0
539.0;75.0;1694;?;410.0;?;-341.0;417.0;282.0
463.0;?;?;341.0;507.0;171.0;?;395.0;?
548.0;-153.0;5098;89.0;426.0;238.0;-456.0;302.0;417.0
602.0;-321.0;7274;94.0;346.0;254.0;-460.0;312.0;310.0
614.0;502.0;8344;-11.0;?;253.0;-455.0;317.0;?
478.0;401.0;5836;148.0;283.0;292.0;-425.0;297.0;284.0
331.0;-588.0;?;56.0;274.0;302.0;-361.0;267.0;235.0
298.0;?;-2065;54.0;211.0;309.0;-384.0;403.0;365.0
272.0;-405.0;-2095;34.0;177.0;304.0;-604.0;?;488.0
265.0;-369.0;-3715;-3.0;?;?;-590.0;118.0;?
176.0;-433.0;-3661;4.0;248.0;213.0;-522.0;172.0;303.0
61.0;-524.0;-4090;-22.0;272.0;161.0;-442.0;122.0;205.0
-62.0;?;-4733;-32.0;?;216.0;-259.0;126.0;291.0
-112.0;?;-4634;-12.0;320.0;301.0;-151.0;?;335.0
-90.0;?;-4923;25.0;?;303.0;-117.0;18.0;376.0
-149.0;-257.0;-5079;48.0;?;247.0;-172.0;78.0;356.0
-141.0;-38.0;-5434;157.0;?;?;-194.0;?;?
-10.0;-211.0;-4942;275.0;486.0;72.0;?;155.0;?
126.0;-5.0;?;31.0;498.0;?;-154.0;241.0;400.0
200.0;?;2305;337.0;501.0;26.0;-175.0;262.0;607.0
490.0;147.0;3212;?;269.0;38.0;?;329.0;709.0
?;200.0;?;263.0;199.0;?;-118.0;355.0;?
516.0;-2188.0;2854;189.0;251.0;82.0;-138.0;439.0;9.0
426.0;702.0;484;278.0;?;258.0;-180.0;443.0;312.0
?;?;-52;246.0;318.0;372.0;-249.0;342.0;261.0
428.0;-522.0;199;286.0;295.0;?;-296.0;372.0;157.0
274.0;-430.0;51;281.0;330.0;744.0;?;24.0;283.0
177.0;19.0;?;335.0;401.0;599.0;-350.0;-318.0;?
213.0;-163.0;79;298.0;?;450.0;-273.0;59.0;?
349.0;-113.0;86;278.0;396.0;426.0;-201.0;-95.0;?
408.0;-13.0;178;261.0;399.0;374.0;-159.0;-28.0;?
479.0;?;47;?;397.0;195.0;-194.0;?;244.0
438.0;13.0;?;311.0;?;151.0;-331.0;232.0;204.0
388.0;25.0;309;239.0;461.0;141.0;-380.0;226.0;249.0
386.0;68.0;940;233.0;489.0;143.0;?;297.0;310.0
424.0;15.0;?;226.0;463.0;171.0;-380.0;320.0;346.0
?;25.0;2303;272.0;532.0;271.0;-431.0;331.0;406.0
?;-103.0;4983;-24.0;424.0;355.0;-445.0;?;395.0
644.0;-378.0;8414;3.0;?;359.0;?;256.0;122.0
696.0;628.0;?;190.0;252.0;?;-396.0;310.0;?
583.0;6.0;?;109.0;?;?;-460.0;315.0;?
?;-656.0;?;60.0;151.0;?;-411.0;?;283.0
356.0;?;-3014;8.0;190.0;273.0;-454.0;?;496.0
?;-222.0;-3234;?;164.0;346.0;-651.0;142.0;401.0
210.0;-433.0;-4702;22.0;227.0;285.0;-580.0;?;?
101.0;?;-4370;18.0;249.0;?;-511.0;?;213.0
4.0;-455.0;?;28.0;323.0;308.0;-354.0;?;205.0
-64.0;-511.0;-5421;58.0;?;364.0;-126.0;?;284.0
-83.0;?;-5245;48.0;371.0;354.0;?;?;?
-117.0;-498.0;-5659;?;438.0;278.0;?;34.0;391.0
?;-339.0;?;165.0;?;194.0;-198.0;111.0;507.0
-10.0;-209.0;-5377;280.0;420.0;?;-204.0;?;436.0
86.0;148.0;-2446;123.0;415.0;42.0;-216.0;?;?
87.0;-560.0;1612;291.0;439.0;9.0;-173.0;234.0;?
227.0;?;4905;?;203.0;39.0;-139.0;?;734.0
241.0;-49.0;5492;302.0;194.0;46.0;-107.0;354.0;153.0
?;-284.0;?;145.0;203.0;142.0;-142.0;425.0;-56.0
332.0;?;213;316.0;168.0;343.0;?;?;439.0
231.0;650.0;347;237.0;250.0;?;-176.0;274.0;320.0
349.0;-335.0;?;245.0;285.0;511.0;-145.0;?;163.0
387.0;-496.0;?;?;?;730.0;-267.0;-49.0;209.0
247.0;-247.0;163;343.0;329.0;622.0;-217.0;?;193.0
?;8.0;13;318.0;413.0;499.0;-222.0;-53.0;121.0
301.0;?;?;279.0;415.0;475.0;?;-128.0;181.0
411.0;?;124;?;396.0;394.0;-89.0;12.0;230.0
433.0;29.0;109;268.0;386.0;243.0;?;139.0;214.0
417.0;-20.0;249;275.0;446.0;?;-349.0;113.0;239.0
419.0;105.0;661;212.0;444.0;?;-311.0;193.0;242.0
451.0;148.0;1173;190.0;441.0;155.0;-338.0;282.0;268.0
?;80.0;1840;204.0;422.0;?;?;?;320.0
504.0;23.0;3950;165.0;447.0;251.0;-428.0;262.0;?
713.0;-2.0;?;-19.0;304.0;316.0;?;?;303.0
715.0;-408.0;9182;?;301.0;299.0;?;298.0;50.0
565.0;-306.0;7898;?;260.0;270.0;-422.0;294.0;210.0
371.0;670.0;2067;125.0;264.0;299.0;-447.0;274.0;?
327.0;?;-2747;24.0;215.0;293.0;-385.0;287.0;205.0
283.0;-916.0;-2834;73.0;187.0;331.0;?;282.0;525.0
291.0;-569.0;-3749;34.0;190.0;409.0;-669.0;-2.0;309.0
202.0;-268.0;-4795;?;173.0;338.0;-439.0;50.0;305.0
?;?;-4758;56.0;203.0;289.0;-385.0;?;209.0
-15.0;-408.0;?;16.0;215.0;278.0;-346.0;72.0;168.0
?;?;-5244;-3.0;286.0;290.0;-249.0;105.0;262.0
?;-554.0;-5361;26.0;336.0;291.0;-181.0;18.0;304.0
-122.0;-490.0;-5499;60.0;403.0;248.0;?;84.0;333.0
-110.0;-361.0;-6065;186.0;432.0;158.0;-160.0;132.0;400.0
-11.0;-213.0;-3820;261.0;399.0;?;-136.0;152.0;?
140.0;-37.0;-725;161.0;413.0;20.0;-124.0;174.0;?
117.0;?;1874;239.0;426.0;2.0;-143.0;217.0;685.0
186.0;1136.0;5572;458.0;165.0;16.0;-147.0;254.0;625.0
309.0;402.0;4804;323.0;147.0;57.0;-135.0;?;255.0
?;?;2078;?;?;176.0;-140.0;391.0;-59.0
326.0;-1883.0;1046;299.0;35.0;377.0;-134.0;341.0;327.0
?;1003.0;121;233.0;239.0;498.0;-157.0;?;127.0
454.0;?;152;276.0;176.0;541.0;-186.0;331.0;?
?;-428.0;?;288.0;306.0;641.0;-294.0;0.0;182.0
191.0;-322.0;113;?;377.0;594.0;-210.0;-344.0;221.0
?;70.0;151;?;398.0;425.0;-86.0;-170.0;93.0
371.0;-90.0;?;292.0;399.0;421.0;?;-110.0;160.0
439.0;-38.0;?;285.0;408.0;399.0;-151.0;-85.0;164.0
?;?;133;284.0;410.0;261.0;-258.0;?;?
?;78.0;254;282.0;418.0;167.0;?;183.0;265.0
447.0;55.0;583;?;?;152.0;-355.0;243.0;214.0
445.0;?;888;168.0;404.0;140.0;-381.0;287.0;285.0
503.0;0.0;2120;246.0;?;164.0;?;327.0;319.0
414.0;-53.0;3540;245.0;476.0;253.0;-465.0;309.0;?
561.0;74.0;?;-22.0;?;325.0;-450.0;271.0;419.0
605.0;-461.0;8640;64.0;309.0;312.0;-387.0;264.0;298.0
576.0;-185.0;9443;138.0;275.0;272.0;-392.0;?;67.0
417.0;734.0;5394;73.0;294.0;275.0;-428.0;250.0;359.0
?;-561.0;-403;121.0;301.0;?;?;256.0;?
360.0;-1031.0;-3155;110.0;303.0;299.0;-441.0;310.0;426.0
434.0;?;-3109;-63.0;209.0;356.0;-596.0;95.0;406.0
425.0;?;?;?;?;302.0;-481.0;?;263.0
?;?;-4736;0.0;?;235.0;-477.0;130.0;230.0
?;-430.0;-4660;40.0;271.0;161.0;-424.0;27.0;200.0
-155.0;-444.0;-4861;-89.0;254.0;189.0;-255.0;?;?
-287.0;-617.0;?;12.0;330.0;241.0;-157.0;?;321.0
-252.0;-407.0;-5210;-34.0;472.0;276.0;-222.0;?;363.0
?;-330.0;-5170;-21.0;537.0;263.0;?;?;?
73.0;-97.0;-5297;219.0;464.0;?;?;150.0;440.0
215.0;?;-1602;?;400.0;13.0;-93.0;280.0;390.0
227.0;-213.0;3612;134.0;451.0;-23.0;-47.0;308.0;509.0
226.0;?;4487;?;?;-75.0;-45.0;?;667.0
291.0;92.0;4335;452.0;296.0;-32.0;-134.0;421.0;235.0
387.0;-680.0;3824;-4.0;?;134.0;?;492.0;-17.0
434.0;-1321.0;1355;280.0;15.0;?;-243.0;357.0;355.0
?;305.0;63;301.0;296.0;498.0;-220.0;176.0;242.0
275.0;165.0;?;?;?;529.0;-192.0;194.0;162.0
?;?;173;309.0;332.0;648.0;-285.0;-11.0;144.0
305.0;-185.0;150;322.0;356.0;?;?;-223.0;?
265.0;?;149;322.0;375.0;586.0;-330.0;?;90.0
332.0;-106.0;113;320.0;?;466.0;?;-158.0;149.0
424.0;-146.0;241;301.0;?;475.0;-122.0;-71.0;?
446.0;18.0;401;?;398.0;406.0;-143.0;?;206.0
?;-3.0;456;?;?;?;-319.0;122.0;189.0
406.0;105.0;532;284.0;499.0;215.0;-354.0;152.0;221.0
446.0;?;1290;224.0;464.0;167.0;-361.0;268.0;238.0
488.0;?;?;299.0;440.0;148.0;-386.0;308.0;319.0
447.0;54.0;3874;322.0;491.0;?;?;309.0;451.0
552.0;93.0;6684;-91.0;354.0;317.0;-456.0;245.0;433.0
618.0;?;9676;208.0;323.0;324.0;-369.0;288.0;126.0
584.0;40.0;9221;155.0;?;304.0;?;327.0;?
521.0;?;?;?;303.0;326.0;-517.0;295.0;360.0
?;-137.0;-923;115.0;218.0;?;-444.0;250.0;354.0
463.0;-812.0;-1647;?;173.0;342.0;-398.0;?;?
415.0;-702.0;?;35.0;?;363.0;-601.0;121.0;?
275.0;-254.0;-4906;29.0;?;?;-523.0;132.0;282.0
129.0;-537.0;-5101;?;264.0;279.0;-452.0;177.0;217.0
22.0;-446.0;-5629;10.0;385.0;285.0;-400.0;193.0;242.0
-29.0;-488.0;-5620;-32.0;403.0;336.0;-325.0;55.0;266.0
-54.0;-463.0;-5332;1.0;330.0;370.0;?;21.0;362.0
-97.0;-474.0;-5722;48.0;440.0;?;-133.0;?;375.0
-36.0;-445.0;-5828;238.0;398.0;187.0;-189.0;102.0;?
74.0;-103.0;-3145;?;384.0;?;-238.0;209.0;297.0
58.0;-54.0;126;162.0;379.0;24.0;?;?;404.0
?;-1381.0;3316;?;400.0;-1.0;-227.0;280.0;781.0
135.0;1325.0;?;419.0;301.0;14.0;-194.0;318.0;547.0
185.0;683.0;3800;268.0;247.0;62.0;?;?;79.0
335.0;-402.0;1705;267.0;209.0;?;-178.0;?;96.0
388.0;-1751.0;463;?;238.0;473.0;-155.0;252.0;352.0
278.0;304.0;123;277.0;300.0;494.0;-100.0;?;187.0
392.0;273.0;?;?;260.0;490.0;-134.0;356.0;164.0
296.0;?;148;328.0;386.0;607.0;?;-140.0;276.0
?;?;?;331.0;380.0;?;-194.0;?;160.0
366.0;-238.0;188;?;?;408.0;?;37.0;?
?;-91.0;150;287.0;398.0;?;-249.0;-61.0;?
546.0;-85.0;95;275.0;400.0;?;-182.0;100.0;188.0
?;-116.0;92;275.0;404.0;253.0;-265.0;212.0;217.0
430.0;-89.0;341;?;462.0;?;-299.0;202.0;247.0
?;41.0;?;?;506.0;162.0;?;?;236.0
486.0;186.0;951;135.0;447.0;?;-398.0;?;?
?;134.0;2616;?;507.0;252.0;-476.0;308.0;?
?;9.0;?;47.0;421.0;340.0;?;?;442.0
694.0;-4.0;7466;-5.0;346.0;352.0;?;?;?
694.0;-327.0;9733;119.0;294.0;?;-371.0;306.0;59.0
610.0;70.0;7570;?;256.0;248.0;-437.0;289.0;?
432.0;495.0;2242;56.0;?;253.0;-490.0;270.0;?
?;-348.0;-2295;84.0;?;?;-448.0;343.0;385.0
431.0;-951.0;-3155;65.0;-216.0;?;?;?;?
405.0;-392.0;-3644;66.0;195.0;376.0;-582.0;25.0;290.0
274.0;-269.0;?;72.0;297.0;335.0;-443.0;161.0;312.0
99.0;?;-4247;41.0;123.0;300.0;-493.0;?;?
-47.0;?;?;6.0;-28.0;282.0;-308.0;24.0;258.0
-64.0;-508.0;-5044;-28.0;551.0;?;-195.0;64.0;270.0
-64.0;-536.0;-5344;?;410.0;347.0;-147.0;1.0;428.0
-73.0;-365.0;-4813;57.0;546.0;277.0;?;70.0;413.0
?;-364.0;-5809;213.0;510.0;152.0;?;126.0;542.0
78.0;?;-5504;303.0;526.0;70.0;-274.0;?;323.0
?;-486.0;?;89.0;468.0;-9.0;-268.0;?;476.0
236.0;177.0;-89;?;540.0;-21.0;-275.0;415.0;583.0
285.0;829.0;3139;490.0;?;10.0;-245.0;425.0;880.0
?;-69.0;6782;717.0;295.0;39.0;-220.0;467.0;344.0
482.0;-914.0;3351;257.0;425.0;151.0;-228.0;479.0;-50.0
567.0;-643.0;1230;?;?;333.0;-262.0;407.0;109.0
?;549.0;592;254.0;?;465.0;?;306.0;524.0
?;-738.0;62;212.0;293.0;381.0;-322.0;255.0;?
?;-459.0;297;287.0;344.0;?;-357.0;?;261.0
?;-245.0;107;276.0;?;621.0;-270.0;?;?
307.0;-70.0;111;304.0;386.0;687.0;-337.0;36.0;?
303.0;-132.0;136;311.0;?;?;-442.0;-62.0;190.0
332.0;-92.0;80;279.0;?;412.0;-323.0;-71.0;273.0
396.0;2.0;?;253.0;422.0;322.0;?;125.0;225.0
425.0;-74.0;5;239.0;444.0;212.0;?;?;278.0
439.0;?;218;251.0;430.0;186.0;?;206.0;?
425.0;177.0;502;?;456.0;176.0;-375.0;271.0;256.0
469.0;49.0;1031;157.0;437.0;180.0;-392.0;323.0;294.0
?;?;2468;?;529.0;231.0;-445.0;313.0;354.0
478.0;31.0;3152;34.0;494.0;292.0;-474.0;299.0;430.0
?;-481.0;5956;?;243.0;355.0;-436.0;243.0;?
690.0;77.0;8883;427.0;?;355.0;-365.0;255.0;67.0
588.0;438.0;8171;69.0;?;?;-381.0;274.0;255.0
379.0;-693.0;4578;112.0;221.0;312.0;-431.0;276.0;423.0
331.0;?;?;43.0;158.0;253.0;-378.0;?;371.0
?;-288.0;-2864;12.0;332.0;329.0;-566.0;298.0;618.0
260.0;-268.0;-2842;-13.0;408.0;426.0;-655.0;-32.0;365.0
207.0;-485.0;-5079;58.0;?;413.0;-393.0;105.0;?
101.0;-364.0;-5496;49.0;270.0;393.0;-383.0;44.0;227.0
14.0;-444.0;?;-9.0;252.0;?;-255.0;-13.0;?
-68.0;-479.0;?;?;?;400.0;?;34.0;?
?;?;-4019;-32.0;395.0;306.0;-180.0;?;?
-46.0;-561.0;?;29.0;414.0;250.0;-281.0;?;381.0
34.0;-38.0;?;64.0;396.0;179.0;-239.0;64.0;?
118.0;-555.0;-2824;155.0;409.0;131.0;-150.0;?;?
199.0;-772.0;-2399;187.0;380.0;70.0;-133.0;223.0;459.0
282.0;1543.0;-227;79.0;409.0;16.0;-169.0;230.0;494.0
224.0;-116.0;684;94.0;452.0;35.0;-216.0;293.0;497.0
96.0;-895.0;?;?;?;114.0;-229.0;307.0;579.0
316.0;-1363.0;6601;827.0;402.0;176.0;-197.0;306.0;?
?;470.0;4669;411.0;308.0;260.0;-202.0;286.0;133.0
?;169.0;?;215.0;374.0;392.0;-230.0;?;?
513.0;-633.0;379;?;195.0;?;-284.0;233.0;520.0
185.0;-413.0;-134;296.0;?;?;?;227.0;?
344.0;-139.0;90;308.0;253.0;306.0;-295.0;342.0;?
463.0;87.0;15;332.0;?;584.0;-386.0;212.0;317.0
252.0;-55.0;-31;?;385.0;?;?;-114.0;241.0
202.0;?;?;365.0;429.0;648.0;-578.0;?;156.0
273.0;53.0;?;355.0;391.0;595.0;-381.0;-190.0;?
358.0;33.0;-38;325.0;367.0;556.0;-58.0;-33.0;136.0
403.0;1.0;?;317.0;362.0;?;-126.0;72.0;158.0
342.0;?;-27;316.0;?;227.0;-274.0;121.0;269.0
328.0;-18.0;-32;284.0;?;194.0;-386.0;190.0;?
345.0;51.0;74;273.0;438.0;200.0;-408.0;?;324.0
353.0;68.0;188;221.0;397.0;254.0;-443.0;?;?
444.0;-267.0;?;154.0;347.0;311.0;-425.0;175.0;312.0
416.0;346.0;327;106.0;?;368.0;?;?;204.0
325.0;?;704;?;?;358.0;-279.0;132.0;?
?;-453.0;1858;137.0;268.0;?;?;196.0;109.0
