InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax
-270.0;-221;?;652.0;17;437.0;661;?
-265.0;-124;-328.0;652.0;34;441.0;651;-3
-269.0;?;-321.0;653.0;-3;445.0;673;15
?;-1216;-318.0;655.0;?;449.0;673;64
-281.0;-1270;-315.0;657.0;65;456.0;615;26
-290.0;-1323;-312.0;660.0;19;461.0;?;-11
-295.0;-1482;?;663.0;-21;467.0;716;?
-298.0;?;-305.0;?;21;?;652;21
?;-1807;-299.0;672.0;-35;481.0;763;190
-306.0;-1598;-292.0;679.0;-110;486.0;?;351
-302.0;?;-289.0;?;-26;491.0;890;174
-299.0;-883;-284.0;688.0;127;497.0;745;?
-291.0;-976;-282.0;693.0;167;502.0;685;?
-274.0;-894;-277.0;699.0;?;507.0;769;283
-248.0;-804;-272.0;706.0;-14;511.0;786;291
-215.0;?;-266.0;712.0;30;516.0;?;242
?;-988;-264.0;717.0;19;?;743;241
-121.0;-1082;-258.0;722.0;-40;529.0;735;134
-62.0;-1227;-258.0;?;-89;537.0;766;51
30.0;-1377;-260.0;725.0;17;544.0;648;-1
141.0;-1601;-260.0;726.0;?;550.0;585;-23
269.0;-1623;-264.0;728.0;?;557.0;632;-31
369.0;-1505;-261.0;?;52;562.0;527;-43
?;-1420;-258.0;731.0;47;571.0;512;-40
470.0;-1423;?;733.0;40;580.0;567;-110
475.0;-1431;-245.0;?;8;581.0;515;44
452.0;?;-233.0;743.0;-65;580.0;?;-202
436.0;-1420;?;748.0;77;581.0;680;-190
427.0;-1333;?;?;?;584.0;918;-507
401.0;-1488;-190.0;757.0;275;586.0;1331;?
378.0;-913;?;762.0;?;?;243;381
?;-745;-158.0;766.0;-1428;588.0;1603;?
316.0;?;?;?;-1492;588.0;2677;-1600
297.0;?;-128.0;775.0;?;?;?;-59
270.0;61;-110.0;779.0;21;590.0;637;?
245.0;134;-99.0;780.0;-39;593.0;?;-144
?;206;-82.0;?;50;?;586;49
203.0;112;-69.0;782.0;-31;599.0;745;-106
193.0;106;-53.0;784.0;?;600.0;611;-10
?;-42;-34.0;785.0;?;?;655;-48
169.0;-40;-17.0;784.0;25;610.0;656;-46
141.0;-43;-1.0;784.0;28;611.0;641;-21
111.0;-72;9.0;786.0;9;610.0;671;-41
90.0;-71;21.0;789.0;?;606.0;678;?
81.0;-106;23.0;792.0;14;601.0;667;-21
84.0;-67;?;796.0;16;597.0;656;-25
91.0;-17;29.0;799.0;22;591.0;653;-25
93.0;-45;?;803.0;22;587.0;662;-16
91.0;-19;25.0;804.0;17;?;663;-6
93.0;?;?;807.0;30;580.0;655;-8
93.0;?;?;809.0;8;?;675;-10
?;-78;20.0;809.0;19;578.0;666;-9
?;?;23.0;?;?;?;662;11
76.0;-35;22.0;809.0;-24;579.0;634;85
73.0;17;?;?;96;?;501;124
70.0;103;22.0;809.0;-17;580.0;649;?
68.0;-189;?;809.0;122;580.0;527;174
73.0;-751;17.0;?;-41;578.0;793;277
76.0;-586;14.0;809.0;-1006;?;1882;189
86.0;-121;10.0;808.0;-1062;581.0;2010;-109
102.0;-399;?;805.0;?;587.0;1694;290
120.0;?;12.0;804.0;278;589.0;884;561
133.0;-627;11.0;802.0;?;593.0;?;?
?;-880;19.0;802.0;734;594.0;385;?
125.0;-883;22.0;803.0;639;594.0;480;195
100.0;-430;?;?;635;596.0;?;56
65.0;646;43.0;?;296;596.0;673;79
35.0;1375;?;803.0;180;595.0;679;?
19.0;1612;?;?;-154;596.0;1010;?
?;1676;59.0;802.0;-695;?;1349;-305
25.0;1500;63.0;801.0;-731;597.0;?;-329
37.0;?;?;801.0;?;597.0;?;-331
?;1758;65.0;801.0;-1185;597.0;2319;-1053
?;2313;69.0;801.0;1641;597.0;1864;-443
53.0;?;65.0;802.0;?;597.0;1793;384
58.0;-1373;?;802.0;-127;?;?;-168
65.0;-615;54.0;802.0;1235;595.0;-181;355
73.0;-305;48.0;?;?;594.0;?;235
85.0;?;?;803.0;-1243;594.0;1578;-451
99.0;-34;32.0;803.0;420;593.0;555;-235
118.0;-200;?;802.0;-85;593.0;?;-107
?;?;?;801.0;-19;593.0;?;50
?;85;?;802.0;90;?;632;15
185.0;1;12.0;807.0;-66;582.0;713;-38
197.0;?;5.0;812.0;78;573.0;627;8
189.0;81;-16.0;816.0;-30;?;704;-17
?;?;-41.0;814.0;26;564.0;663;3
190.0;-2;-70.0;810.0;28;?;667;1
?;?;-94.0;?;28;559.0;666;-2
250.0;37;-127.0;?;?;555.0;?;-1
282.0;-9;?;802.0;18;551.0;681;-13
318.0;?;-183.0;?;?;?;676;?
339.0;-61;-210.0;796.0;24;541.0;654;19
?;-95;-232.0;793.0;13;536.0;674;9
360.0;-106;-253.0;790.0;-5;?;?;66
367.0;-135;-271.0;?;47;?;568;122
377.0;-146;-286.0;783.0;-45;528.0;?;18
385.0;-184;-296.0;779.0;136;530.0;421;-19
393.0;-1354;?;776.0;-56;531.0;697;-268
398.0;-3171;-314.0;775.0;-1297;530.0;?;-531
406.0;?;?;?;-1863;531.0;2843;-514
?;-1889;-333.0;770.0;-1091;533.0;2478;?
?;-779;-339.0;767.0;229;537.0;1220;-835
438.0;?;-347.0;763.0;951;543.0;226;-580
448.0;196;-350.0;763.0;717;544.0;564;?
453.0;1009;-350.0;?;593;544.0;517;?
?;1598;-349.0;766.0;370;544.0;576;-375
446.0;1813;-353.0;765.0;85;542.0;984;-473
435.0;?;-356.0;764.0;174;541.0;741;-462
433.0;1680;?;763.0;217;?;?;-276
443.0;1659;-365.0;763.0;-442;?;?;-518
451.0;1738;-365.0;?;-918;536.0;1484;-685
463.0;3312;-367.0;?;-783;534.0;2334;959
470.0;1776;-368.0;765.0;-632;532.0;?;1294
474.0;-285;-367.0;765.0;?;531.0;3180;2889
474.0;-1346;?;765.0;1798;529.0;1209;1770
475.0;-1877;-371.0;764.0;-2013;?;?;-728
477.0;1011;?;?;-948;526.0;814;2563
478.0;?;?;761.0;-1585;526.0;3024;366
477.0;-816;-370.0;760.0;-1643;523.0;1481;-1642
475.0;-69;?;?;417;523.0;618;808
477.0;?;-365.0;756.0;-189;520.0;709;6
483.0;36;-364.0;757.0;?;514.0;?;15
?;118;?;762.0;94;?;673;158
501.0;0;-353.0;765.0;-88;494.0;687;-54
497.0;70;-355.0;766.0;101;?;?;147
480.0;3;-364.0;764.0;-19;480.0;662;?
469.0;3;?;759.0;?;475.0;?;44
465.0;-53;-387.0;?;13;471.0;677;56
465.0;-113;-400.0;?;12;469.0;?;38
464.0;-160;-412.0;741.0;23;465.0;667;46
464.0;-142;-426.0;736.0;9;460.0;?;65
461.0;-13;-438.0;730.0;19;?;?;?
458.0;?;-456.0;724.0;19;451.0;669;29
457.0;-26;-465.0;718.0;20;?;669;8
?;42;?;712.0;26;445.0;644;?
?;-180;?;?;?;442.0;598;-123
?;?;?;700.0;97;443.0;462;-176
457.0;-582;?;694.0;-5;446.0;552;-239
457.0;-1744;?;688.0;168;449.0;449;-646
?;-2539;-521.0;683.0;-37;451.0;769;-729
465.0;-3694;-529.0;678.0;-1325;?;2136;?
473.0;-2729;-534.0;672.0;-718;?;1804;-958
482.0;?;?;?;849;465.0;370;-937
?;16;-545.0;?;1021;466.0;147;?
?;?;-551.0;?;796;469.0;372;-807
527.0;863;-551.0;676.0;717;?;?;-734
?;?;?;?;?;476.0;366;-706
?;?;-549.0;679.0;430;477.0;?;-556
559.0;?;-553.0;679.0;?;479.0;733;-165
569.0;2238;-553.0;678.0;?;480.0;?;-299
581.0;1280;-555.0;678.0;-1116;481.0;1797;95
?;1469;-556.0;679.0;-720;482.0;1820;963
?;2366;?;680.0;-1040;483.0;2607;?
587.0;2320;-558.0;680.0;817;483.0;2766;?
?;1592;-556.0;679.0;2604;482.0;950;2089
579.0;384;-555.0;?;1256;480.0;-538;-726
579.0;?;-561.0;676.0;?;?;-100;-534
577.0;?;-561.0;672.0;-347;477.0;?;165
578.0;-199;?;671.0;?;472.0;?;?
576.0;-73;-564.0;670.0;?;466.0;771;4
?;-76;-559.0;?;-80;462.0;785;?
567.0;32;-561.0;668.0;?;455.0;?;-44
565.0;55;-559.0;669.0;14;?;687;?
559.0;?;-556.0;671.0;11;439.0;?;-62
548.0;-1;-560.0;674.0;25;430.0;675;-76
530.0;16;-559.0;?;1;420.0;704;-55
512.0;?;-564.0;677.0;5;?;697;?
500.0;68;?;?;14;399.0;693;-61
484.0;66;-571.0;673.0;15;390.0;693;-62
474.0;?;-572.0;671.0;24;?;?;-57
466.0;68;-576.0;?;21;376.0;683;-62
?;9;?;669.0;17;372.0;683;-71
?;-37;-584.0;667.0;19;369.0;?;-67
467.0;9;-589.0;?;14;368.0;690;-50
470.0;-4;-589.0;?;16;367.0;?;-41
480.0;-29;-589.0;?;20;368.0;683;-48
?;-6;-589.0;670.0;17;370.0;?;-48
502.0;6;-588.0;?;?;373.0;684;-48
512.0;-16;-590.0;680.0;18;?;680;-53
?;-37;-587.0;?;?;379.0;678;-49
?;-19;-585.0;691.0;20;385.0;675;?
524.0;-2;-587.0;695.0;19;392.0;680;?
?;?;?;700.0;24;398.0;?;-24
537.0;?;-583.0;705.0;?;404.0;678;-22
544.0;-5;-575.0;710.0;?;410.0;682;-20
?;-17;-573.0;?;22;416.0;?;-17
551.0;-17;-565.0;719.0;18;?;684;-8
553.0;-8;-559.0;?;17;432.0;?;-9
?;3;-555.0;726.0;17;?;678;-10
558.0;21;-548.0;?;12;448.0;685;-6
564.0;7;?;730.0;16;458.0;680;-8
570.0;-5;-533.0;732.0;19;466.0;677;-10
576.0;?;-534.0;?;16;475.0;675;-10
582.0;?;-536.0;720.0;?;485.0;673;?
590.0;10;-546.0;716.0;10;493.0;?;1
596.0;42;-553.0;714.0;15;500.0;677;?
601.0;33;-551.0;715.0;?;505.0;664;-11
604.0;-39;-545.0;718.0;17;508.0;673;-4
607.0;-52;-540.0;719.0;18;514.0;674;-1
611.0;-14;?;721.0;?;520.0;672;-1
?;-11;-528.0;722.0;17;?;677;6
613.0;-34;?;722.0;20;?;675;6
615.0;-21;-524.0;721.0;19;535.0;677;7
616.0;?;?;720.0;20;?;671;0
618.0;-61;-524.0;719.0;?;543.0;?;?
?;-60;-520.0;717.0;16;547.0;669;-6
619.0;-36;?;?;15;549.0;?;6
617.0;-57;-521.0;715.0;15;551.0;674;-1
616.0;?;-518.0;714.0;?;554.0;678;?
617.0;24;-521.0;713.0;23;556.0;?;?
615.0;28;-517.0;712.0;24;559.0;672;?
615.0;?;-518.0;711.0;?;561.0;697;17
615.0;15;-515.0;709.0;16;564.0;681;-15
613.0;40;-512.0;708.0;26;566.0;670;-32
613.0;79;-510.0;706.0;20;570.0;699;7
614.0;67;-511.0;704.0;28;573.0;694;?
615.0;73;-510.0;700.0;?;?;704;6
614.0;120;-506.0;696.0;10;?;?;17
613.0;67;-504.0;693.0;20;587.0;712;4
615.0;?;?;?;?;592.0;?;-13
615.0;3;-494.0;695.0;18;597.0;718;-6
613.0;-1;-479.0;698.0;20;?;714;-11
610.0;1;-465.0;704.0;-20;605.0;740;?
601.0;-487;-442.0;?;21;609.0;?;-13
592.0;-943;-422.0;?;?;611.0;855;-96
575.0;-1752;-395.0;725.0;-8;?;1016;330
?;-3150;-366.0;731.0;222;?;1195;878
541.0;-3417;?;737.0;?;623.0;1275;843
519.0;-2827;-307.0;743.0;247;?;1002;716
495.0;-2487;-281.0;?;?;630.0;?;213
466.0;-1870;-247.0;750.0;-413;?;?;?
444.0;-1456;-219.0;753.0;19;637.0;713;?
424.0;-1712;-187.0;755.0;-93;640.0;802;?
406.0;-1433;-159.0;757.0;-138;642.0;808;-32
?;-1121;-133.0;757.0;-123;644.0;763;-83
367.0;-1681;-108.0;757.0;29;?;711;?
349.0;-1317;-88.0;757.0;-106;648.0;739;-245
333.0;-2108;-66.0;756.0;?;650.0;871;-100
?;-3377;-52.0;754.0;1;652.0;654;22
310.0;-3901;-34.0;?;-215;?;825;85
?;-4786;-23.0;752.0;18;655.0;1020;59
?;1;-8.0;751.0;601;656.0;66;-1841
281.0;?;9.0;751.0;0;657.0;578;-2383
273.0;509;25.0;750.0;-470;657.0;1514;-582
261.0;291;40.0;750.0;2;658.0;?;-62
252.0;306;?;749.0;?;658.0;?;-60
241.0;-56;68.0;748.0;-41;?;767;?
?;226;80.0;748.0;?;659.0;584;-37
231.0;23;95.0;748.0;?;?;693;-3
230.0;30;109.0;749.0;?;657.0;?;-32
228.0;24;119.0;751.0;10;653.0;657;11
226.0;39;132.0;?;?;649.0;666;2
?;32;139.0;757.0;?;645.0;647;-2
215.0;0;?;760.0;?;641.0;663;9
210.0;?;141.0;763.0;20;637.0;654;-6
209.0;-9;139.0;767.0;14;632.0;660;3
209.0;24;140.0;?;12;630.0;?;11
211.0;-5;?;?;?;630.0;652;2
213.0;-29;?;767.0;18;?;653;5
216.0;6;138.0;?;17;?;659;6
221.0;-11;141.0;766.0;19;631.0;657;0
217.0;-34;147.0;764.0;12;?;658;-2
213.0;-7;155.0;761.0;12;635.0;658;?
208.0;-14;161.0;?;11;637.0;655;4
199.0;-11;?;756.0;23;640.0;?;?
186.0;-8;?;753.0;24;643.0;648;3
?;2;?;750.0;17;645.0;650;3
163.0;23;207.0;747.0;24;647.0;647;-7
151.0;-13;220.0;?;23;649.0;?;-1
137.0;-17;233.0;742.0;13;650.0;648;?
123.0;7;?;741.0;-5;651.0;671;4
113.0;-29;245.0;739.0;-2;652.0;657;9
108.0;-28;252.0;739.0;18;653.0;628;-5
106.0;-7;256.0;738.0;25;653.0;645;?
99.0;-17;?;738.0;29;653.0;636;-2
96.0;5;256.0;?;29;653.0;635;?
93.0;-15;255.0;739.0;20;652.0;649;6
88.0;6;?;740.0;11;651.0;650;6
?;30;?;741.0;13;649.0;653;?
71.0;?;267.0;743.0;?;?;650;-5
?;0;279.0;744.0;19;643.0;648;-8
42.0;-6;291.0;?;21;640.0;646;-6
25.0;-14;303.0;745.0;24;638.0;639;-6
8.0;16;310.0;746.0;19;636.0;645;-3
-5.0;10;321.0;746.0;16;634.0;652;0
-14.0;-7;330.0;746.0;18;633.0;646;1
-20.0;-16;335.0;747.0;?;?;648;2
?;-8;?;748.0;21;629.0;646;3
-31.0;?;?;751.0;16;626.0;649;1
-33.0;?;337.0;753.0;16;624.0;?;4
-34.0;?;335.0;755.0;21;621.0;?;4
?;4;334.0;?;?;620.0;?;0
-37.0;6;332.0;?;15;620.0;653;2
-39.0;-1;330.0;758.0;12;?;?;3
-39.0;16;?;758.0;?;620.0;659;-5
-40.0;3;?;759.0;24;620.0;?;-4
-35.0;-15;320.0;?;24;?;645;-2
-32.0;4;320.0;759.0;20;621.0;648;-7
-28.0;5;318.0;759.0;18;621.0;649;1
-25.0;?;316.0;?;16;622.0;655;?
?;-5;?;758.0;?;622.0;?;-2
-23.0;?;318.0;757.0;18;624.0;?;-2
-23.0;-5;?;756.0;?;?;?;0
?;-16;316.0;755.0;16;626.0;654;?
-24.0;-12;316.0;754.0;16;?;654;7
-22.0;13;316.0;752.0;23;629.0;643;3
-18.0;2;?;751.0;25;631.0;642;?
-8.0;-22;315.0;750.0;20;?;652;?
2.0;-14;316.0;749.0;17;633.0;651;0
9.0;-6;315.0;749.0;21;634.0;648;3
15.0;5;311.0;749.0;22;635.0;651;?
22.0;?;308.0;749.0;10;635.0;661;2
29.0;48;304.0;749.0;16;636.0;660;4
40.0;32;?;749.0;?;636.0;649;2
52.0;34;?;749.0;15;636.0;655;0
63.0;34;301.0;749.0;?;636.0;658;8
72.0;47;300.0;749.0;17;636.0;655;?
77.0;?;304.0;749.0;14;?;660;0
?;-19;308.0;748.0;?;?;?;?
71.0;-10;312.0;748.0;23;635.0;?;3
52.0;18;?;746.0;12;?;660;1
26.0;43;335.0;744.0;18;634.0;656;-8
0.0;?;351.0;?;20;?;655;-9
-33.0;39;368.0;738.0;18;633.0;?;3
-70.0;50;390.0;734.0;24;633.0;658;-1
?;75;411.0;730.0;18;631.0;661;?
-139.0;?;431.0;725.0;13;630.0;661;3
-169.0;?;453.0;721.0;23;628.0;660;3
-200.0;49;473.0;716.0;21;626.0;667;?
-222.0;?;493.0;711.0;12;624.0;655;-9
?;72;516.0;707.0;15;622.0;653;-6
-211.0;13;527.0;?;24;619.0;?;8
-206.0;-46;538.0;702.0;24;?;667;-1
-216.0;-13;?;701.0;18;614.0;670;-2
-230.0;-6;559.0;699.0;?;612.0;671;-1
-241.0;-26;?;698.0;17;610.0;672;?
-247.0;-28;569.0;698.0;13;?;678;2
-256.0;-37;574.0;698.0;17;608.0;672;?
?;?;?;698.0;17;607.0;667;3
-267.0;-17;576.0;698.0;?;607.0;672;6
?;-4;570.0;698.0;?;608.0;?;3
-265.0;?;568.0;697.0;13;609.0;669;1
-266.0;-3;573.0;696.0;17;?;?;4
-267.0;-4;573.0;694.0;23;610.0;664;-1
-274.0;4;578.0;691.0;?;611.0;661;-12
-278.0;-6;584.0;688.0;23;612.0;663;3
-278.0;8;586.0;686.0;18;612.0;664;14
-280.0;7;?;?;18;611.0;?;5
-278.0;-26;594.0;?;22;?;?;-3
-286.0;-9;595.0;?;21;610.0;664;-1
-306.0;14;594.0;?;18;609.0;669;6
-332.0;?;598.0;682.0;18;?;666;5
-357.0;?;602.0;680.0;?;607.0;?;0
-373.0;-6;?;?;18;605.0;?;?
-377.0;-1;608.0;677.0;18;604.0;670;3
-379.0;15;609.0;675.0;?;604.0;?;-1
-380.0;?;614.0;674.0;13;604.0;675;-1
-382.0;3;612.0;?;15;?;670;-4
-383.0;8;618.0;672.0;?;604.0;671;3
-382.0;22;614.0;672.0;18;?;673;12
-382.0;1;616.0;?;14;605.0;674;6
-380.0;-37;614.0;670.0;11;?;?;-1
-380.0;?;615.0;?;20;?;?;-2
-377.0;-12;615.0;?;21;?;660;?
-375.0;-16;615.0;?;23;607.0;659;?
-375.0;3;?;670.0;24;607.0;658;?
?;1;614.0;?;17;606.0;664;3
?;6;615.0;670.0;19;607.0;663;2
-373.0;15;617.0;671.0;20;606.0;661;-3
-371.0;-4;617.0;671.0;18;?;662;?
?;9;615.0;671.0;17;605.0;664;-6
-361.0;30;?;671.0;17;?;?;?
-360.0;23;617.0;670.0;16;604.0;668;5
-352.0;24;622.0;669.0;18;?;667;4
?;9;626.0;667.0;?;603.0;662;-2
-347.0;-15;?;666.0;?;?;666;4
-338.0;-9;635.0;664.0;14;601.0;672;4
?;-9;642.0;?;21;598.0;667;-2
-333.0;-17;?;664.0;23;594.0;660;1
-348.0;-16;?;664.0;?;592.0;?;2
-366.0;15;659.0;664.0;15;589.0;662;2
-380.0;64;662.0;664.0;?;586.0;?;4
-382.0;36;666.0;663.0;?;584.0;667;-7
-383.0;?;670.0;664.0;16;581.0;665;-19
?;19;671.0;?;23;580.0;?;-6
-359.0;?;674.0;665.0;23;?;657;-10
-352.0;?;?;666.0;34;576.0;651;-30
-360.0;-12;673.0;667.0;26;575.0;658;-12
-361.0;-14;?;?;22;574.0;664;?
-358.0;?;675.0;669.0;38;572.0;655;?
-365.0;?;671.0;672.0;30;?;661;5
?;-56;669.0;675.0;17;?;667;5
-363.0;-31;663.0;?;22;572.0;658;-3
-348.0;?;659.0;680.0;?;573.0;665;-6
-335.0;-21;654.0;682.0;?;574.0;673;-2
-325.0;8;646.0;?;15;576.0;676;1
-324.0;-20;641.0;685.0;?;578.0;677;?
-322.0;-27;639.0;685.0;25;?;662;-1
?;-24;637.0;?;30;583.0;655;-5
?;-29;633.0;685.0;23;584.0;663;2
-325.0;-18;630.0;685.0;16;586.0;669;0
?;-2;626.0;685.0;19;587.0;668;-5
-325.0;-8;?;685.0;21;588.0;665;0
-329.0;-7;623.0;684.0;17;589.0;667;-1
-329.0;14;626.0;683.0;16;590.0;?;-1
-338.0;1;624.0;682.0;18;591.0;669;-1
?;-4;628.0;681.0;?;?;667;0
-355.0;-12;629.0;680.0;?;591.0;666;-1
-365.0;?;629.0;679.0;20;591.0;671;-2
-370.0;2;635.0;678.0;19;590.0;666;-1
-375.0;-8;640.0;677.0;25;589.0;?;-4
-377.0;?;?;?;18;588.0;672;2
-377.0;?;640.0;676.0;14;587.0;668;5
-378.0;19;645.0;675.0;14;?;664;3
-380.0;-7;647.0;674.0;?;586.0;673;4
?;-16;649.0;674.0;21;586.0;668;-1
-381.0;-16;647.0;674.0;17;?;?;-1
-382.0;?;650.0;674.0;18;584.0;664;-4
-385.0;-15;650.0;?;23;584.0;?;?
?;?;652.0;674.0;16;?;667;2
-391.0;4;652.0;674.0;14;583.0;667;-1
-394.0;-6;651.0;674.0;14;?;665;5
?;3;651.0;673.0;?;583.0;668;8
-396.0;-2;651.0;?;17;583.0;668;?
-398.0;?;650.0;673.0;?;584.0;666;1
?;3;651.0;673.0;19;583.0;?;?
-400.0;-6;651.0;673.0;?;584.0;667;6
?;11;651.0;674.0;18;584.0;?;4
-401.0;17;651.0;674.0;23;584.0;664;-2
-400.0;14;?;674.0;?;?;662;?
-400.0;11;647.0;675.0;20;584.0;?;?
-396.0;-9;648.0;?;?;583.0;665;0
-396.0;-6;646.0;676.0;?;?;?;-4
-395.0;5;647.0;677.0;?;583.0;666;-3
-393.0;?;648.0;678.0;15;583.0;?;3
-393.0;?;646.0;678.0;18;582.0;669;2
-391.0;33;642.0;679.0;?;582.0;669;-1
-389.0;?;645.0;679.0;14;582.0;669;6
-387.0;4;645.0;680.0;14;?;669;5
-386.0;-3;?;680.0;15;?;667;-1
-386.0;-4;641.0;681.0;17;580.0;667;2
-385.0;12;643.0;681.0;19;?;666;7
-386.0;-7;641.0;681.0;18;580.0;668;3
-389.0;?;641.0;?;20;579.0;668;1
-388.0;-7;?;681.0;19;579.0;665;5
?;3;643.0;?;?;579.0;669;8
-391.0;8;645.0;681.0;17;579.0;?;3
-393.0;-9;646.0;681.0;18;?;664;-1
-393.0;-28;?;682.0;15;578.0;669;2
?;-15;646.0;681.0;22;578.0;662;1
?;?;644.0;681.0;?;578.0;663;-3
-397.0;?;649.0;681.0;15;577.0;667;-3
-397.0;4;648.0;681.0;17;577.0;664;2
-400.0;-4;649.0;680.0;16;577.0;666;-5
?;-34;646.0;681.0;31;577.0;659;-10
-401.0;?;?;?;42;576.0;654;-3
-402.0;-4;648.0;681.0;?;576.0;666;-2
-403.0;-42;?;681.0;?;575.0;?;2
-403.0;-23;651.0;?;24;?;661;0
-402.0;15;?;682.0;16;575.0;669;1
-405.0;-1;648.0;683.0;20;574.0;666;3
?;-6;645.0;?;19;?;671;0
-404.0;-14;647.0;685.0;17;574.0;672;2
-401.0;-24;?;686.0;20;574.0;666;-5
-399.0;-40;?;687.0;25;574.0;664;-2
-397.0;-97;642.0;688.0;22;?;669;0
-397.0;-157;643.0;690.0;4;574.0;687;-14
-395.0;-146;638.0;691.0;?;574.0;682;-11
-389.0;-102;636.0;692.0;27;?;651;-1
-387.0;-82;634.0;694.0;19;574.0;?;2
-384.0;-29;?;695.0;?;575.0;?;10
-378.0;-9;624.0;?;18;576.0;651;0
-373.0;-38;618.0;700.0;12;?;660;-8
?;5;613.0;702.0;17;?;658;5
-356.0;31;605.0;?;18;581.0;?;1
-344.0;-12;?;708.0;11;?;662;?
-331.0;-4;586.0;?;20;586.0;654;?
-318.0;-21;572.0;714.0;24;589.0;647;-2
-304.0;?;558.0;?;17;591.0;?;0
-285.0;14;549.0;722.0;20;?;658;10
-266.0;-19;532.0;726.0;?;595.0;660;-6
-247.0;-11;516.0;731.0;14;596.0;660;-7
-228.0;1;503.0;735.0;17;597.0;653;8
-211.0;-34;?;740.0;22;598.0;650;11
-191.0;-9;471.0;745.0;24;?;?;9
?;14;?;?;?;599.0;?;0
-145.0;-7;431.0;756.0;18;599.0;656;-3
-120.0;-32;410.0;762.0;14;598.0;665;6
-91.0;?;384.0;768.0;17;?;665;7
-64.0;-20;363.0;773.0;?;?;?;?
-30.0;-55;334.0;777.0;16;597.0;663;8
2.0;-18;308.0;781.0;?;597.0;662;2
35.0;?;?;784.0;10;597.0;664;2
65.0;-62;?;787.0;18;597.0;665;7
96.0;-63;234.0;?;17;597.0;?;1
124.0;?;208.0;791.0;?;?;?;-2
152.0;?;186.0;793.0;20;?;?;-6
?;-94;161.0;795.0;19;?;?;-8
204.0;-64;142.0;797.0;?;595.0;?;-4
223.0;-23;?;800.0;?;591.0;632;?
234.0;-195;107.0;804.0;1;586.0;?;-18
244.0;-359;?;807.0;-32;582.0;635;-118
252.0;?;76.0;809.0;?;579.0;?;-199
260.0;-2345;64.0;810.0;-338;578.0;926;-379
?;?;53.0;811.0;-296;577.0;?;-928
272.0;?;?;812.0;?;576.0;1377;?
276.0;2557;?;814.0;?;573.0;1119;-576
?;4279;17.0;815.0;399;572.0;255;-373
279.0;3763;4.0;813.0;?;574.0;356;-501
281.0;2936;-7.0;812.0;227;575.0;345;-493
?;1615;-15.0;813.0;?;574.0;277;-532
287.0;778;-26.0;812.0;176;576.0;?;-630
297.0;1251;-37.0;810.0;5;578.0;572;-545
304.0;1933;-41.0;809.0;-85;580.0;651;-394
316.0;2119;?;807.0;-133;581.0;706;-125
326.0;1793;-55.0;807.0;-325;582.0;?;?
335.0;1443;-60.0;807.0;-417;?;1007;348
342.0;1140;-67.0;807.0;-133;582.0;1497;1160
345.0;?;-69.0;808.0;299;580.0;1299;1193
343.0;685;?;809.0;876;579.0;1811;?
338.0;535;?;?;1786;578.0;1135;?
336.0;?;-83.0;810.0;781;?;-634;-791
338.0;-804;-83.0;810.0;-1897;575.0;?;1005
?;-604;-80.0;810.0;?;574.0;?;1501
338.0;33;-82.0;810.0;338;?;-1;-348
333.0;?;-79.0;?;?;574.0;787;237
?;-113;?;806.0;?;577.0;?;?
?;61;?;?;56;577.0;596;14
328.0;-30;-58.0;807.0;-47;572.0;807;115
323.0;-75;-60.0;811.0;72;566.0;530;-92
313.0;-27;-74.0;?;?;559.0;725;55
?;-21;-91.0;811.0;?;559.0;656;?
?;-28;-103.0;808.0;?;559.0;649;-3
?;44;-115.0;806.0;11;559.0;666;?
379.0;34;?;804.0;20;558.0;656;-2
401.0;-13;?;?;21;556.0;656;?
409.0;-16;-170.0;799.0;21;554.0;657;0
417.0;-52;-189.0;796.0;26;552.0;658;7
431.0;?;?;793.0;21;550.0;658;7
?;-63;-226.0;790.0;?;549.0;668;-2
?;-75;-247.0;785.0;?;?;645;-6
486.0;?;-265.0;780.0;?;550.0;708;-6
?;-125;-283.0;775.0;56;551.0;634;3
511.0;-170;-298.0;769.0;?;555.0;?;?
524.0;-186;-320.0;762.0;3;?;679;-53
?;-249;-335.0;757.0;?;564.0;517;-58
554.0;?;-347.0;752.0;-89;568.0;710;-189
?;?;-360.0;748.0;?;572.0;404;?
575.0;-1852;-372.0;744.0;-542;575.0;1290;-464
580.0;-2135;-381.0;?;-2271;579.0;3055;-561
580.0;-2021;-386.0;740.0;-1456;580.0;2350;-300
585.0;-3003;-395.0;738.0;-284;584.0;1313;-389
591.0;?;?;739.0;?;581.0;812;-725
595.0;-45;-422.0;743.0;1000;?;258;-754
595.0;595;-436.0;744.0;1102;?;31;-495
595.0;1205;-437.0;746.0;1243;567.0;?;-266
593.0;1034;-438.0;746.0;?;568.0;-165;-358
589.0;812;-439.0;746.0;1059;?;-10;-429
590.0;?;-443.0;745.0;788;571.0;105;-542
594.0;1373;-443.0;?;?;573.0;450;-566
?;1528;-437.0;745.0;211;573.0;511;-606
?;1393;?;745.0;-223;574.0;880;-286
