InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;Accelerometer LWR accY;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit RLA Quaternion4;Accelerometer LUA_ accY
551.0;-239.0;625.0;1301.0;-1054.0;?;?;-262.0;631.0
543.0;?;540.0;-1695.0;?;497.0;229.0;-259.0;?
535.0;-205.0;539.0;-2443.0;-350.0;495.0;132.0;-250.0;624.0
?;-184.0;569.0;-1789.0;-284.0;476.0;?;-238.0;717.0
?;-167.0;688.0;-1463.0;-447.0;455.0;-122.0;-226.0;892.0
516.0;-150.0;?;-1347.0;-604.0;435.0;-95.0;?;1049.0
516.0;-137.0;941.0;-1043.0;-510.0;419.0;-59.0;-205.0;?
520.0;-130.0;1118.0;-553.0;-302.0;?;?;-196.0;1460.0
528.0;-130.0;1398.0;-4.0;-124.0;406.0;30.0;?;1444.0
538.0;-133.0;1193.0;195.0;?;405.0;41.0;-195.0;1305.0
?;?;1336.0;369.0;651.0;408.0;36.0;-208.0;?
557.0;-146.0;1540.0;465.0;1061.0;412.0;-29.0;-227.0;1538.0
558.0;-157.0;1562.0;?;1024.0;418.0;-94.0;-241.0;?
558.0;?;?;945.0;763.0;?;-65.0;-254.0;1127.0
551.0;-195.0;1123.0;?;298.0;438.0;?;-260.0;?
543.0;-213.0;1048.0;1740.0;120.0;448.0;-24.0;-259.0;958.0
535.0;?;1042.0;1820.0;?;458.0;?;-254.0;897.0
527.0;-235.0;987.0;1647.0;12.0;463.0;-92.0;-245.0;848.0
523.0;?;874.0;1422.0;?;463.0;-76.0;?;773.0
?;-239.0;773.0;?;849.0;?;-54.0;-245.0;672.0
520.0;-238.0;701.0;1040.0;983.0;446.0;-63.0;?;626.0
521.0;-229.0;593.0;797.0;883.0;437.0;-76.0;?;550.0
523.0;?;536.0;594.0;?;433.0;-74.0;-272.0;?
525.0;?;?;429.0;511.0;?;-69.0;-278.0;607.0
526.0;-191.0;705.0;350.0;340.0;?;?;-282.0;?
526.0;?;?;283.0;316.0;436.0;-79.0;-285.0;?
526.0;-176.0;1139.0;29.0;?;443.0;-56.0;-285.0;1125.0
527.0;?;1407.0;-220.0;?;453.0;-17.0;-283.0;1559.0
?;-161.0;1905.0;?;220.0;465.0;29.0;-279.0;1664.0
525.0;-155.0;1664.0;-613.0;-77.0;480.0;34.0;-274.0;1217.0
521.0;-149.0;1077.0;-795.0;?;493.0;?;-266.0;1056.0
514.0;-146.0;969.0;-903.0;?;?;25.0;-251.0;979.0
510.0;-144.0;924.0;-1091.0;-424.0;488.0;7.0;-236.0;901.0
507.0;-135.0;807.0;-1642.0;?;477.0;44.0;-223.0;812.0
499.0;-123.0;?;-1683.0;-1495.0;465.0;110.0;?;716.0
481.0;-120.0;634.0;?;-1763.0;?;171.0;-179.0;?
463.0;-121.0;645.0;-351.0;-1385.0;436.0;164.0;-146.0;745.0
451.0;?;642.0;-143.0;-1185.0;427.0;50.0;-110.0;778.0
443.0;-89.0;695.0;-725.0;-1334.0;416.0;-81.0;-74.0;846.0
?;-64.0;?;-1390.0;-1153.0;397.0;-123.0;-44.0;899.0
432.0;?;861.0;-1824.0;-693.0;371.0;-114.0;-20.0;977.0
433.0;-13.0;921.0;-1733.0;-267.0;340.0;-126.0;-1.0;980.0
436.0;4.0;962.0;-1356.0;-88.0;310.0;-144.0;20.0;989.0
438.0;13.0;?;-879.0;-25.0;290.0;-140.0;40.0;781.0
437.0;13.0;757.0;-340.0;9.0;283.0;-123.0;59.0;831.0
434.0;5.0;821.0;53.0;-58.0;286.0;-83.0;?;1077.0
?;-6.0;991.0;?;-56.0;294.0;-22.0;93.0;1128.0
423.0;?;1106.0;63.0;61.0;?;59.0;107.0;1310.0
417.0;-26.0;1295.0;-128.0;148.0;293.0;170.0;?;1358.0
414.0;-22.0;?;-1069.0;307.0;286.0;?;130.0;1085.0
412.0;-26.0;944.0;-492.0;?;277.0;366.0;134.0;1080.0
408.0;-39.0;1031.0;?;545.0;279.0;289.0;130.0;1192.0
404.0;?;1146.0;287.0;?;298.0;291.0;118.0;1197.0
399.0;-49.0;1052.0;671.0;?;?;273.0;100.0;1073.0
395.0;-62.0;987.0;?;737.0;337.0;?;74.0;961.0
386.0;-78.0;953.0;1974.0;609.0;350.0;127.0;51.0;1033.0
373.0;-95.0;963.0;2442.0;164.0;365.0;85.0;34.0;1011.0
365.0;-109.0;981.0;2604.0;641.0;379.0;-14.0;28.0;962.0
368.0;-116.0;?;2236.0;1316.0;385.0;-75.0;21.0;914.0
?;?;854.0;?;?;382.0;?;?;848.0
390.0;-106.0;?;818.0;?;?;-88.0;-21.0;842.0
403.0;-91.0;807.0;?;1209.0;353.0;-92.0;-44.0;770.0
382.0;-54.0;818.0;-2507.0;?;310.0;-63.0;77.0;871.0
382.0;-22.0;?;?;-415.0;261.0;-92.0;96.0;841.0
382.0;?;786.0;-1745.0;-327.0;217.0;-132.0;112.0;843.0
383.0;9.0;846.0;-903.0;-365.0;186.0;-168.0;127.0;928.0
379.0;9.0;895.0;?;-534.0;173.0;-101.0;141.0;?
372.0;?;939.0;?;-301.0;172.0;8.0;154.0;934.0
365.0;?;814.0;-59.0;-34.0;?;82.0;?;858.0
360.0;-3.0;?;-167.0;138.0;190.0;73.0;173.0;953.0
359.0;-2.0;887.0;?;256.0;197.0;36.0;177.0;1141.0
361.0;-2.0;1207.0;-435.0;?;202.0;-15.0;176.0;1476.0
361.0;-4.0;?;?;98.0;207.0;5.0;171.0;1105.0
358.0;-9.0;805.0;-286.0;-10.0;215.0;64.0;?;1023.0
353.0;-13.0;981.0;-317.0;160.0;224.0;107.0;152.0;1122.0
349.0;?;?;?;?;235.0;117.0;138.0;1173.0
?;?;?;?;?;250.0;113.0;117.0;1043.0
357.0;-44.0;984.0;?;1034.0;274.0;167.0;91.0;?
352.0;-69.0;988.0;2130.0;?;304.0;23.0;70.0;?
345.0;-89.0;998.0;2115.0;435.0;331.0;-80.0;58.0;?
341.0;-105.0;1036.0;1992.0;417.0;351.0;?;58.0;1009.0
348.0;?;?;2052.0;966.0;359.0;1.0;?;1007.0
366.0;-128.0;979.0;1691.0;?;358.0;-11.0;47.0;963.0
387.0;-128.0;933.0;1145.0;1712.0;348.0;-18.0;25.0;904.0
405.0;-121.0;901.0;654.0;?;333.0;-13.0;-3.0;859.0
418.0;-109.0;827.0;281.0;804.0;313.0;-31.0;-26.0;?
?;-93.0;792.0;?;552.0;291.0;-78.0;-43.0;805.0
433.0;-78.0;?;?;314.0;269.0;-120.0;-54.0;?
435.0;?;872.0;45.0;115.0;?;-127.0;-60.0;888.0
436.0;-66.0;870.0;351.0;-52.0;237.0;-117.0;-63.0;925.0
436.0;-66.0;902.0;456.0;2.0;?;-89.0;?;1007.0
?;-64.0;1084.0;203.0;?;219.0;?;?;1253.0
441.0;-61.0;1183.0;-156.0;386.0;212.0;?;-73.0;1129.0
443.0;?;?;-340.0;160.0;205.0;-11.0;?;?
444.0;-60.0;?;-406.0;-11.0;198.0;7.0;?;?
445.0;-64.0;962.0;-570.0;89.0;193.0;44.0;?;?
447.0;-69.0;996.0;?;?;205.0;122.0;-89.0;975.0
449.0;-75.0;947.0;-853.0;-333.0;221.0;169.0;-92.0;880.0
448.0;-84.0;791.0;-727.0;-661.0;243.0;336.0;-90.0;?
439.0;?;727.0;-53.0;-984.0;266.0;456.0;-80.0;756.0
427.0;?;707.0;16.0;-1354.0;281.0;?;-64.0;834.0
415.0;-87.0;754.0;-623.0;-1685.0;284.0;217.0;-40.0;890.0
402.0;?;?;-1167.0;-1758.0;?;35.0;-14.0;?
394.0;-43.0;822.0;-1586.0;-1274.0;?;-43.0;?;933.0
389.0;?;864.0;-1614.0;?;209.0;-80.0;?;912.0
390.0;-5.0;828.0;-1507.0;-527.0;182.0;?;57.0;870.0
392.0;10.0;787.0;-1302.0;-429.0;?;-100.0;75.0;838.0
396.0;?;812.0;-1022.0;-385.0;145.0;-67.0;?;921.0
400.0;20.0;908.0;-552.0;-343.0;140.0;-48.0;111.0;1067.0
405.0;?;?;-1.0;-213.0;146.0;-67.0;129.0;1044.0
408.0;-1.0;986.0;322.0;-52.0;160.0;-44.0;141.0;1082.0
?;?;1131.0;276.0;83.0;176.0;?;149.0;1231.0
?;?;1141.0;?;201.0;192.0;?;153.0;1256.0
?;-45.0;1112.0;310.0;382.0;208.0;67.0;150.0;1235.0
418.0;?;?;441.0;621.0;226.0;115.0;?;1035.0
418.0;-74.0;857.0;364.0;638.0;244.0;183.0;127.0;?
418.0;-81.0;804.0;-133.0;717.0;?;277.0;106.0;839.0
415.0;-81.0;806.0;-418.0;?;251.0;430.0;82.0;944.0
?;-79.0;929.0;-291.0;1006.0;246.0;?;54.0;1070.0
418.0;-82.0;993.0;523.0;845.0;253.0;?;?;1105.0
410.0;-93.0;?;?;343.0;268.0;118.0;1.0;?
400.0;-102.0;981.0;1724.0;?;280.0;52.0;?;1015.0
396.0;-102.0;920.0;?;?;284.0;9.0;-26.0;953.0
?;?;859.0;?;1048.0;285.0;-43.0;-37.0;879.0
?;-96.0;852.0;?;1378.0;284.0;-75.0;-54.0;930.0
421.0;-92.0;?;1077.0;?;281.0;-124.0;-73.0;?
433.0;-87.0;998.0;?;1393.0;274.0;-177.0;-88.0;1038.0
442.0;-80.0;931.0;581.0;908.0;265.0;-219.0;-96.0;969.0
450.0;?;903.0;291.0;?;254.0;-230.0;-102.0;?
461.0;-65.0;?;185.0;895.0;?;-202.0;-107.0;902.0
473.0;-62.0;905.0;?;?;235.0;?;?;866.0
482.0;-64.0;899.0;497.0;?;230.0;?;-131.0;932.0
486.0;-71.0;965.0;709.0;402.0;232.0;?;?;1015.0
486.0;-80.0;971.0;720.0;167.0;239.0;-172.0;-151.0;1019.0
486.0;-92.0;?;635.0;106.0;250.0;?;?;1045.0
?;-107.0;1082.0;?;214.0;261.0;?;?;1114.0
?;?;1183.0;422.0;224.0;273.0;-39.0;-170.0;1126.0
498.0;-136.0;1185.0;180.0;118.0;286.0;?;-184.0;?
500.0;-153.0;1123.0;290.0;-63.0;300.0;46.0;-198.0;1091.0
498.0;-170.0;939.0;?;?;317.0;?;?;815.0
495.0;-187.0;623.0;134.0;-341.0;341.0;127.0;-207.0;653.0
489.0;-198.0;489.0;-104.0;-555.0;368.0;259.0;-205.0;593.0
485.0;-196.0;?;-425.0;?;392.0;408.0;-201.0;745.0
?;-193.0;832.0;-211.0;?;?;354.0;-194.0;900.0
?;-185.0;1064.0;-424.0;-1068.0;422.0;243.0;-182.0;1084.0
?;-175.0;?;-789.0;-1029.0;412.0;?;-165.0;1214.0
466.0;-159.0;1198.0;?;-860.0;387.0;131.0;?;1030.0
?;?;?;-1231.0;-796.0;363.0;101.0;?;?
465.0;?;772.0;?;-1122.0;?;66.0;-98.0;?
465.0;-88.0;807.0;-1303.0;-1513.0;317.0;-56.0;-71.0;862.0
465.0;-69.0;845.0;-1340.0;-1363.0;284.0;?;-41.0;?
?;-55.0;842.0;-1304.0;-1049.0;250.0;-245.0;?;914.0
459.0;?;?;-842.0;-757.0;?;-182.0;27.0;923.0
452.0;-50.0;792.0;-316.0;-585.0;218.0;?;60.0;873.0
442.0;-52.0;825.0;?;?;223.0;-28.0;95.0;920.0
438.0;?;?;282.0;-387.0;232.0;-92.0;131.0;983.0
440.0;-59.0;?;?;-185.0;241.0;-124.0;161.0;1057.0
446.0;-65.0;1112.0;186.0;136.0;250.0;-117.0;180.0;987.0
453.0;?;1000.0;?;565.0;262.0;-90.0;185.0;891.0
457.0;-95.0;885.0;700.0;699.0;?;?;?;924.0
?;-118.0;?;1021.0;?;303.0;-3.0;?;?
458.0;-143.0;853.0;1228.0;518.0;331.0;?;159.0;971.0
454.0;-168.0;851.0;1341.0;311.0;363.0;399.0;140.0;?
449.0;-188.0;922.0;1084.0;134.0;384.0;?;121.0;?
443.0;-195.0;?;364.0;170.0;?;723.0;99.0;?
438.0;-193.0;1010.0;0.0;?;389.0;289.0;73.0;1200.0
434.0;?;?;?;442.0;?;41.0;36.0;1222.0
?;-184.0;1091.0;?;940.0;380.0;-35.0;-7.0;1105.0
441.0;?;1002.0;-9.0;1417.0;378.0;-55.0;-46.0;?
449.0;-183.0;?;211.0;1621.0;?;-45.0;-82.0;898.0
?;-191.0;?;766.0;1674.0;380.0;-12.0;?;1006.0
?;-204.0;1018.0;1239.0;1403.0;?;-4.0;-150.0;1107.0
469.0;?;?;1366.0;1163.0;394.0;-35.0;-177.0;1099.0
473.0;-222.0;967.0;1112.0;727.0;?;-73.0;?;978.0
475.0;-223.0;896.0;667.0;501.0;399.0;-57.0;?;901.0
475.0;-220.0;887.0;354.0;269.0;?;-40.0;?;937.0
476.0;-216.0;916.0;361.0;88.0;?;-38.0;-204.0;979.0
481.0;?;935.0;447.0;139.0;380.0;-41.0;-201.0;965.0
?;?;924.0;?;276.0;373.0;-78.0;-196.0;?
484.0;?;903.0;81.0;?;364.0;-106.0;-184.0;958.0
?;-188.0;880.0;?;?;?;-110.0;-162.0;900.0
472.0;-179.0;856.0;-329.0;-492.0;340.0;?;-125.0;886.0
466.0;-170.0;847.0;-358.0;-636.0;327.0;-97.0;-84.0;903.0
?;-161.0;854.0;-406.0;?;?;?;-57.0;924.0
450.0;-154.0;902.0;-421.0;?;304.0;-112.0;?;937.0
443.0;?;944.0;?;-421.0;?;-115.0;-50.0;1026.0
438.0;?;985.0;?;-158.0;?;-99.0;?;1048.0
?;-144.0;1002.0;-565.0;-181.0;288.0;-85.0;-62.0;1076.0
429.0;-144.0;1017.0;-557.0;-477.0;289.0;-78.0;-63.0;?
422.0;?;1016.0;-565.0;-660.0;294.0;-74.0;-59.0;1153.0
?;-148.0;1026.0;?;-566.0;?;-59.0;-56.0;1237.0
412.0;-152.0;1008.0;-491.0;-456.0;311.0;-59.0;-54.0;1235.0
407.0;-155.0;?;-510.0;-407.0;?;-57.0;-55.0;?
404.0;-156.0;789.0;-563.0;?;326.0;-10.0;?;?
403.0;?;?;-1022.0;-278.0;327.0;-40.0;-52.0;922.0
?;?;783.0;-1310.0;-339.0;322.0;-92.0;-49.0;947.0
405.0;?;885.0;-1277.0;-287.0;?;?;-47.0;979.0
407.0;?;956.0;-1253.0;-362.0;310.0;-76.0;-46.0;1043.0
?;-106.0;939.0;-1140.0;-344.0;?;-18.0;-42.0;?
?;?;919.0;-892.0;-397.0;?;21.0;-35.0;?
399.0;-87.0;?;-608.0;-529.0;270.0;48.0;-24.0;910.0
?;-76.0;909.0;?;-686.0;259.0;57.0;-11.0;?
?;-63.0;952.0;?;-873.0;?;?;?;986.0
373.0;-54.0;923.0;-272.0;-1124.0;238.0;56.0;32.0;?
353.0;-48.0;901.0;-149.0;-1337.0;228.0;41.0;68.0;?
332.0;?;833.0;?;-1407.0;220.0;-13.0;?;874.0
?;?;773.0;-190.0;-1367.0;209.0;-31.0;154.0;841.0
309.0;-27.0;?;-253.0;-1306.0;202.0;27.0;183.0;846.0
302.0;-21.0;803.0;-281.0;-561.0;200.0;150.0;?;963.0
300.0;-18.0;840.0;-236.0;124.0;?;124.0;203.0;994.0
299.0;-13.0;837.0;?;?;195.0;75.0;216.0;926.0
295.0;-10.0;775.0;-330.0;?;192.0;56.0;233.0;909.0
292.0;?;816.0;-266.0;-341.0;?;43.0;246.0;?
292.0;-6.0;866.0;-162.0;?;189.0;6.0;249.0;894.0
296.0;?;799.0;-73.0;?;183.0;-74.0;239.0;?
298.0;-8.0;839.0;-26.0;162.0;179.0;-76.0;231.0;905.0
297.0;-10.0;846.0;37.0;-118.0;181.0;-142.0;?;811.0
291.0;?;812.0;?;-315.0;192.0;?;?;887.0
284.0;?;816.0;704.0;-279.0;210.0;?;?;932.0
278.0;-36.0;?;676.0;-131.0;224.0;100.0;?;923.0
273.0;-39.0;890.0;336.0;-181.0;?;?;259.0;965.0
268.0;-44.0;1017.0;504.0;-204.0;241.0;-370.0;272.0;1084.0
266.0;?;799.0;943.0;-156.0;261.0;-109.0;272.0;1012.0
266.0;?;780.0;?;-10.0;271.0;?;267.0;?
269.0;-75.0;666.0;715.0;109.0;285.0;-66.0;264.0;?
270.0;?;?;?;-14.0;301.0;58.0;266.0;812.0
268.0;-93.0;645.0;623.0;-134.0;317.0;?;270.0;866.0
270.0;-107.0;?;1081.0;-356.0;338.0;-133.0;?;825.0
?;?;620.0;?;-984.0;355.0;-72.0;319.0;878.0
?;-129.0;730.0;870.0;?;?;43.0;338.0;876.0
?;-134.0;839.0;430.0;-368.0;?;110.0;346.0;?
251.0;?;887.0;97.0;-389.0;381.0;-12.0;356.0;971.0
246.0;-137.0;895.0;196.0;?;382.0;-86.0;369.0;?
239.0;-141.0;?;268.0;-678.0;385.0;-62.0;383.0;1067.0
228.0;-145.0;939.0;79.0;-490.0;382.0;?;392.0;1108.0
?;-143.0;920.0;-474.0;194.0;?;?;390.0;1039.0
?;-136.0;872.0;-891.0;581.0;?;100.0;382.0;951.0
?;-127.0;795.0;-1044.0;681.0;347.0;?;368.0;883.0
253.0;-121.0;756.0;?;585.0;?;?;352.0;889.0
261.0;?;764.0;-261.0;420.0;?;-151.0;337.0;913.0
271.0;-125.0;?;74.0;504.0;?;-105.0;320.0;965.0
278.0;-127.0;826.0;80.0;?;327.0;-104.0;305.0;?
282.0;-127.0;846.0;-24.0;341.0;327.0;-52.0;295.0;962.0
286.0;-125.0;849.0;-114.0;320.0;?;-51.0;288.0;?
288.0;-123.0;807.0;-117.0;149.0;323.0;-70.0;286.0;926.0
288.0;-122.0;798.0;?;46.0;?;-68.0;286.0;?
?;-121.0;?;-123.0;37.0;319.0;-53.0;285.0;924.0
289.0;?;811.0;-127.0;?;317.0;-48.0;282.0;943.0
290.0;-119.0;812.0;-117.0;115.0;316.0;-51.0;?;962.0
292.0;-118.0;851.0;-115.0;133.0;315.0;-48.0;277.0;950.0
293.0;-118.0;839.0;-51.0;127.0;314.0;-56.0;?;943.0
?;-118.0;818.0;?;146.0;?;-61.0;271.0;940.0
297.0;-117.0;831.0;-83.0;130.0;311.0;-67.0;?;947.0
298.0;-115.0;802.0;-144.0;90.0;?;?;?;?
300.0;-114.0;812.0;-155.0;42.0;?;-53.0;?;937.0
301.0;-112.0;?;-157.0;4.0;307.0;-47.0;?;939.0
301.0;-110.0;822.0;-195.0;-15.0;305.0;-46.0;266.0;929.0
301.0;-109.0;820.0;-173.0;-36.0;303.0;-54.0;?;951.0
301.0;-108.0;837.0;-186.0;-51.0;301.0;?;266.0;948.0
300.0;-106.0;830.0;-179.0;-116.0;298.0;?;267.0;924.0
299.0;-104.0;808.0;-258.0;?;?;-57.0;268.0;947.0
299.0;-101.0;807.0;-253.0;-160.0;293.0;-52.0;?;944.0
297.0;-99.0;777.0;-278.0;?;290.0;-38.0;270.0;943.0
296.0;-95.0;?;?;-168.0;?;-37.0;272.0;905.0
294.0;?;806.0;-348.0;-202.0;284.0;-46.0;275.0;915.0
?;-90.0;?;?;-198.0;?;-41.0;277.0;925.0
?;-89.0;816.0;?;-207.0;?;-38.0;?;944.0
289.0;-87.0;824.0;-224.0;-231.0;277.0;-46.0;283.0;940.0
287.0;-84.0;776.0;-270.0;-182.0;274.0;-53.0;286.0;928.0
286.0;-82.0;821.0;-228.0;-162.0;272.0;?;?;927.0
284.0;?;?;?;-179.0;270.0;-47.0;291.0;928.0
283.0;?;794.0;?;-166.0;268.0;-42.0;?;?
281.0;-78.0;814.0;-177.0;-161.0;265.0;-43.0;294.0;942.0
279.0;?;?;-247.0;-150.0;263.0;-45.0;?;918.0
278.0;-74.0;802.0;-202.0;-152.0;262.0;-42.0;298.0;906.0
?;?;819.0;-175.0;-129.0;260.0;?;?;920.0
276.0;-72.0;830.0;-149.0;-142.0;?;?;?;968.0
?;-71.0;830.0;-136.0;-131.0;257.0;-34.0;304.0;?
273.0;-71.0;?;-119.0;-133.0;256.0;-31.0;306.0;969.0
272.0;?;819.0;-175.0;-133.0;254.0;?;?;952.0
?;-67.0;817.0;-211.0;-126.0;252.0;-49.0;309.0;903.0
?;-66.0;784.0;-192.0;-114.0;251.0;-56.0;311.0;888.0
268.0;-66.0;?;-86.0;?;250.0;-61.0;312.0;935.0
266.0;-67.0;?;-55.0;-47.0;?;-63.0;313.0;987.0
265.0;-68.0;849.0;26.0;?;252.0;?;314.0;987.0
264.0;-69.0;?;48.0;40.0;?;-96.0;314.0;?
262.0;-69.0;831.0;1.0;-26.0;254.0;-103.0;315.0;994.0
258.0;-68.0;847.0;-51.0;-81.0;254.0;?;317.0;971.0
255.0;-66.0;829.0;-77.0;-112.0;252.0;-133.0;321.0;969.0
252.0;-63.0;841.0;-255.0;-166.0;247.0;-182.0;325.0;956.0
246.0;-57.0;?;-490.0;-407.0;240.0;-261.0;334.0;1016.0
?;-51.0;887.0;-689.0;-666.0;231.0;-258.0;347.0;1038.0
228.0;-47.0;956.0;-682.0;-876.0;224.0;-199.0;359.0;1111.0
?;-44.0;?;?;-889.0;217.0;-149.0;368.0;1087.0
209.0;-42.0;?;-581.0;-871.0;?;-127.0;?;1038.0
198.0;-38.0;961.0;-611.0;-830.0;209.0;-69.0;379.0;1067.0
188.0;-33.0;1003.0;-605.0;?;204.0;-73.0;389.0;1085.0
177.0;-25.0;1066.0;-729.0;-1086.0;197.0;-123.0;405.0;1041.0
164.0;-13.0;993.0;-956.0;-1250.0;?;?;418.0;1023.0
145.0;0.0;993.0;-1206.0;-1553.0;172.0;-178.0;433.0;?
124.0;14.0;973.0;?;?;154.0;-133.0;452.0;999.0
100.0;28.0;885.0;-1525.0;?;132.0;-36.0;476.0;927.0
-392.0;477.0;684.0;-2331.0;-2295.0;-523.0;?;845.0;842.0
-411.0;492.0;?;-1900.0;-1973.0;-553.0;-92.0;848.0;869.0
-427.0;?;691.0;?;?;-573.0;-94.0;849.0;837.0
?;521.0;683.0;-1951.0;-1372.0;-590.0;-10.0;850.0;825.0
-446.0;?;?;?;-1440.0;-599.0;?;853.0;856.0
?;542.0;739.0;-1115.0;-1323.0;-601.0;-309.0;857.0;857.0
-448.0;543.0;757.0;-455.0;-1229.0;-597.0;-288.0;?;886.0
-448.0;?;795.0;-204.0;-1348.0;-593.0;-335.0;864.0;887.0
-447.0;542.0;803.0;-446.0;-1199.0;-589.0;-321.0;866.0;923.0
-445.0;?;?;-822.0;-822.0;?;-275.0;?;950.0
?;552.0;?;?;-641.0;-597.0;-252.0;?;906.0
-447.0;558.0;766.0;-1083.0;-532.0;-603.0;-200.0;858.0;870.0
?;564.0;781.0;?;-484.0;-612.0;-203.0;857.0;?
-451.0;?;757.0;-1407.0;?;?;-275.0;858.0;898.0
-452.0;578.0;775.0;-1225.0;?;-629.0;-328.0;860.0;893.0
-450.0;581.0;792.0;-860.0;?;-635.0;-270.0;863.0;932.0
-448.0;581.0;?;-589.0;12.0;-642.0;-164.0;864.0;964.0
?;581.0;889.0;-584.0;-84.0;-649.0;-93.0;864.0;?
-449.0;?;?;?;?;-657.0;-50.0;862.0;1138.0
?;581.0;1175.0;-697.0;?;-662.0;-109.0;858.0;1384.0
?;?;1319.0;?;-63.0;-664.0;-157.0;?;1329.0
-453.0;579.0;1073.0;-437.0;?;-662.0;?;848.0;1107.0
?;577.0;874.0;-357.0;-312.0;-659.0;-225.0;849.0;?
-466.0;?;?;-287.0;-431.0;-654.0;-165.0;851.0;1027.0
-472.0;573.0;895.0;-282.0;-248.0;-647.0;-104.0;852.0;?
-479.0;571.0;838.0;-733.0;15.0;-641.0;?;851.0;751.0
-494.0;569.0;710.0;-1298.0;?;-643.0;-77.0;?;658.0
?;?;690.0;-1029.0;-1097.0;?;-76.0;845.0;675.0
-524.0;565.0;690.0;177.0;-1065.0;-659.0;?;844.0;732.0
-532.0;557.0;703.0;197.0;-989.0;-659.0;-32.0;843.0;768.0
?;550.0;?;-262.0;-706.0;-656.0;27.0;843.0;818.0
-537.0;548.0;784.0;-449.0;?;-652.0;?;843.0;873.0
-541.0;?;792.0;?;-268.0;-650.0;?;845.0;825.0
-542.0;550.0;798.0;?;194.0;-650.0;31.0;847.0;852.0
-539.0;?;817.0;?;423.0;-651.0;-23.0;849.0;?
-534.0;557.0;796.0;-342.0;?;-653.0;-37.0;849.0;836.0
-530.0;560.0;?;-65.0;432.0;-652.0;33.0;?;864.0
?;560.0;876.0;20.0;233.0;-650.0;118.0;847.0;961.0
?;561.0;?;-185.0;29.0;-646.0;123.0;845.0;1090.0
-532.0;561.0;1030.0;-315.0;24.0;?;111.0;844.0;1093.0
-534.0;561.0;989.0;?;18.0;-639.0;100.0;843.0;1051.0
-536.0;562.0;1058.0;-474.0;101.0;-636.0;116.0;?;1175.0
-541.0;563.0;1119.0;-530.0;?;-633.0;?;843.0;?
-546.0;563.0;1136.0;?;-119.0;-629.0;169.0;842.0;?
-551.0;562.0;883.0;-225.0;-139.0;-624.0;182.0;839.0;1004.0
-555.0;560.0;?;-312.0;-201.0;-619.0;158.0;835.0;1058.0
-559.0;?;?;-697.0;-241.0;-616.0;150.0;830.0;1097.0
-560.0;562.0;1055.0;?;-55.0;?;152.0;?;1092.0
-553.0;566.0;962.0;-389.0;?;?;105.0;822.0;1000.0
-539.0;568.0;?;560.0;1316.0;-612.0;?;821.0;973.0
?;565.0;928.0;?;879.0;-607.0;64.0;824.0;?
-516.0;562.0;?;1783.0;210.0;-599.0;-8.0;830.0;937.0
-504.0;562.0;979.0;1672.0;?;-589.0;-63.0;839.0;952.0
-487.0;563.0;?;1586.0;1089.0;-584.0;-52.0;847.0;933.0
-471.0;566.0;913.0;?;1407.0;-581.0;-36.0;854.0;?
?;572.0;805.0;?;1071.0;?;-74.0;860.0;802.0
-455.0;580.0;730.0;259.0;639.0;-591.0;?;864.0;747.0
-450.0;588.0;?;37.0;547.0;-604.0;-80.0;?;?
-443.0;596.0;?;?;706.0;-618.0;-87.0;868.0;807.0
-437.0;601.0;826.0;254.0;554.0;-632.0;-105.0;868.0;?
?;606.0;920.0;341.0;167.0;?;-122.0;866.0;1041.0
-438.0;610.0;1043.0;390.0;164.0;-648.0;-119.0;864.0;1141.0
-440.0;614.0;?;347.0;120.0;-651.0;?;860.0;1259.0
?;616.0;?;?;204.0;-653.0;-10.0;854.0;1391.0
-438.0;618.0;1299.0;76.0;257.0;-655.0;31.0;?;1115.0
?;618.0;892.0;113.0;?;-653.0;28.0;843.0;861.0
-438.0;?;?;255.0;28.0;-649.0;?;837.0;951.0
-437.0;611.0;?;?;?;-640.0;?;?;1009.0
-434.0;608.0;942.0;-81.0;696.0;-626.0;?;821.0;924.0
-433.0;605.0;818.0;-667.0;654.0;-611.0;224.0;810.0;791.0
-438.0;596.0;756.0;-650.0;-120.0;-602.0;?;804.0;812.0
-447.0;?;780.0;-158.0;-800.0;-600.0;315.0;805.0;849.0
-456.0;?;760.0;197.0;?;-592.0;225.0;?;842.0
?;556.0;764.0;?;?;-584.0;65.0;819.0;804.0
-470.0;554.0;784.0;-1828.0;?;-585.0;-45.0;827.0;820.0
-476.0;557.0;803.0;-2199.0;-1151.0;-595.0;-93.0;836.0;855.0
-479.0;559.0;811.0;-1751.0;-988.0;-607.0;-77.0;845.0;?
?;559.0;772.0;-1314.0;-898.0;-619.0;-41.0;854.0;811.0
-481.0;560.0;787.0;-1325.0;-768.0;-626.0;-24.0;861.0;875.0
-481.0;561.0;915.0;?;-696.0;-628.0;-29.0;867.0;1051.0
-482.0;561.0;1008.0;-943.0;?;-628.0;?;?;1104.0
-484.0;559.0;1020.0;-658.0;?;-628.0;36.0;874.0;1132.0
-485.0;?;1089.0;-617.0;?;-627.0;80.0;875.0;?
