InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA^ accY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA accX;InertialMeasurementUnit RUA accY
-38;847;1150.0;542.0;-61;27;-905.0;-8.0
-119;779;1007.0;371.0;-253;-76;-1031.0;-74.0
-38;800;1087.0;543.0;20;-48;-927.0;-56.0
-174;806;1151.0;703.0;11;4;-1082.0;-121.0
172;729;957.0;514.0;-174;11;-872.0;-45.0
40;794;885.0;306.0;5;12;-783.0;553.0
-25;794;920.0;313.0;21;-43;-844.0;584.0
-18;801;820.0;289.0;35;14;-837.0;351.0
143;796;822.0;408.0;-116;-60;-1084.0;-74.0
153;805;901.0;421.0;-205;16;-726.0;183.0
150;758;922.0;310.0;-173;154;-722.0;194.0
-3;797;787.0;285.0;5;-39;-857.0;409.0
-130;842;1087.0;146.0;-150;111;-885.0;80.0
-104;830;1086.0;213.0;-48;85;-1004.0;237.0
-65;861;1054.0;324.0;-209;109;-841.0;71.0
-38;806;1051.0;491.0;-24;-23;-951.0;-20.0
-38;802;1098.0;530.0;48;26;-974.0;-31.0
-90;776;807.0;478.0;-142;-6;-970.0;113.0
-39;802;1094.0;543.0;6;39;-932.0;-44.0
-41;829;1056.0;401.0;58;-32;-1097.0;-119.0
30;784;823.0;609.0;-139;81;-947.0;-19.0
-44;797;958.0;71.0;-31;-18;-878.0;1.0
35;802;753.0;278.0;-30;-3;-750.0;613.0
33;801;735.0;303.0;-11;82;-565.0;451.0
-177;698;1034.0;484.0;-92;-123;-736.0;335.0
-3;800;1012.0;154.0;12;-44;-932.0;66.0
-2;804;886.0;260.0;-122;0;-646.0;614.0
115;778;1202.0;514.0;-34;-111;-772.0;489.0
-3;810;1012.0;157.0;34;3;-1157.0;107.0
144;811;842.0;381.0;-20;-25;-868.0;380.0
153;779;1137.0;232.0;-28;-48;-889.0;139.0
-93;904;1009.0;306.0;160;-39;-1121.0;266.0
142;807;899.0;367.0;-1;-21;-852.0;402.0
-10;830;998.0;346.0;59;146;-1003.0;-18.0
199;747;830.0;409.0;-207;56;-745.0;236.0
137;745;869.0;302.0;-588;56;-879.0;334.0
141;798;1090.0;456.0;42;9;-996.0;55.0
141;803;1106.0;457.0;2;37;-983.0;52.0
140;798;1108.0;450.0;48;7;-979.0;54.0
141;796;1113.0;454.0;18;-16;-980.0;56.0
141;808;1098.0;470.0;22;-10;-981.0;50.0
135;45;806.0;349.0;31;1;-614.0;665.0
67;807;1142.0;438.0;-4;32;-1122.0;97.0
-148;858;1072.0;212.0;-55;13;-1161.0;374.0
27;827;1107.0;337.0;-174;-32;-929.0;368.0
-17;737;1084.0;637.0;942;-1069;-1020.0;77.0
141;796;1109.0;436.0;4;26;-978.0;28.0
93;803;1095.0;401.0;34;18;-912.0;-23.0
-7;783;896.0;266.0;84;-163;-1025.0;43.0
117;800;1017.0;429.0;16;16;-1002.0;-128.0
16;794;1137.0;625.0;-20;-4;-1128.0;167.0
130;844;1060.0;316.0;21;-42;-748.0;262.0
139;775;799.0;370.0;1;-72;-683.0;450.0
-21;785;860.0;313.0;-99;-29;-1175.0;241.0
73;817;1236.0;316.0;17;32;-725.0;221.0
80;811;1196.0;416.0;-90;102;-723.0;292.0
139;770;890.0;414.0;18;-9;-643.0;537.0
26;880;1132.0;347.0;-12;-20;-1004.0;41.0
139;762;858.0;374.0;65;0;-628.0;340.0
139;757;802.0;365.0;10;-31;-732.0;445.0
139;781;1006.0;318.0;-300;65;-782.0;500.0
15;803;1116.0;372.0;8;-1;-1004.0;-28.0
134;809;1104.0;361.0;20;-28;-1012.0;-55.0
18;766;1042.0;349.0;-400;91;-1012.0;10.0
136;804;1079.0;397.0;-6;12;-981.0;-145.0
138;809;1090.0;397.0;65;-30;-960.0;31.0
-16;820;819.0;252.0;-259;-31;-781.0;424.0
136;813;1114.0;374.0;27;-12;-999.0;-75.0
134;806;1079.0;382.0;-6;-7;-1009.0;-61.0
26;806;992.0;159.0;-16;-60;-856.0;264.0
19;698;859.0;435.0;-295;-44;-879.0;358.0
126;806;1058.0;416.0;-16;-33;-954.0;-32.0
117;799;1101.0;402.0;-166;-63;-1008.0;-63.0
112;790;1128.0;399.0;-163;-57;-984.0;68.0
-86;716;830.0;470.0;-277;6;-817.0;160.0
104;684;1180.0;465.0;-327;-42;-1036.0;27.0
109;713;1130.0;361.0;8;307;-913.0;270.0
109;739;1199.0;425.0;30;197;-905.0;309.0
108;785;990.0;481.0;100;126;-932.0;330.0
108;795;962.0;482.0;124;105;-874.0;354.0
110;815;1030.0;347.0;-131;-5;-668.0;518.0
139;809;910.0;301.0;-24;-43;-690.0;452.0
85;708;1266.0;516.0;-507;-545;-1037.0;43.0
-167;905;896.0;389.0;-65;-109;-1137.0;375.0
-162;635;954.0;526.0;135;171;-1057.0;368.0
127;851;1082.0;427.0;91;99;-1078.0;-28.0
5;834;1007.0;140.0;29;-126;-898.0;226.0
107;804;1160.0;354.0;26;-69;-1022.0;-1.0
133;800;1090.0;434.0;49;61;-1108.0;-106.0
145;798;999.0;376.0;-41;-87;-714.0;-105.0
1;808;1005.0;151.0;-39;-116;-977.0;136.0
-111;817;1056.0;153.0;23;-2;-811.0;147.0
-174;801;1189.0;731.0;9;-36;-1013.0;143.0
-174;801;1038.0;705.0;-2;0;-987.0;233.0
-174;800;982.0;699.0;11;9;-960.0;202.0
-165;817;1168.0;400.0;-193;87;-693.0;314.0
135;61;801.0;478.0;11;6;-757.0;596.0
135;43;821.0;364.0;-8;-15;-738.0;506.0
-154;795;721.0;471.0;11;9;-892.0;387.0
-134;816;954.0;423.0;-6;-23;-1002.0;89.0
105;804;1077.0;66.0;-187;38;-875.0;247.0
78;810;1014.0;398.0;2;-42;-851.0;-94.0
75;803;1066.0;284.0;-17;-32;-836.0;-135.0
2;784;1110.0;596.0;138;-89;-987.0;73.0
110;98;1121.0;254.0;35;117;-930.0;-147.0
-137;806;1136.0;410.0;-14;-41;-950.0;269.0
-152;802;1028.0;229.0;33;3;-958.0;315.0
-160;806;1076.0;267.0;34;-33;-1041.0;124.0
-26;833;819.0;336.0;-327;26;-710.0;172.0
-168;788;1049.0;345.0;42;-109;-866.0;-46.0
-171;817;1073.0;348.0;52;-137;-814.0;67.0
-172;790;1131.0;350.0;114;-182;-903.0;121.0
-176;788;1229.0;416.0;-11;72;-913.0;234.0
54;828;1027.0;115.0;-32;118;-913.0;171.0
-103;813;1068.0;162.0;-37;-13;-943.0;-5.0
166;756;1227.0;156.0;-887;-165;-809.0;206.0
147;773;1006.0;395.0;34;26;-906.0;-24.0
-2;803;1000.0;58.0;-11;-88;-995.0;249.0
-166;786;906.0;346.0;-184;-129;-802.0;254.0
2;749;890.0;826.0;-368;-50;-1438.0;-10.0
152;447;1059.0;518.0;-113;71;-942.0;284.0
9;782;950.0;300.0;-19;8;-992.0;12.0
-135;780;1233.0;283.0;-116;-23;-871.0;241.0
85;582;812.0;437.0;69;-1941;-748.0;767.0
-130;829;1054.0;255.0;-131;22;-871.0;232.0
26;807;810.0;225.0;15;-21;-950.0;-24.0
105;765;1178.0;412.0;-197;-20;-889.0;-56.0
106;779;1114.0;475.0;-153;-56;-913.0;3.0
105;811;1050.0;471.0;-64;37;-1040.0;-94.0
15;802;940.0;337.0;42;-57;-718.0;365.0
17;810;849.0;267.0;-144;15;-843.0;537.0
-161;799;1031.0;436.0;-20;74;-946.0;389.0
104;811;1003.0;464.0;-23;-11;-1035.0;-22.0
89;789;1009.0;-7.0;-63;28;-862.0;284.0
61;805;970.0;68.0;17;49;-906.0;222.0
4;811;979.0;435.0;-19;-35;-837.0;-135.0
59;806;982.0;83.0;17;37;-916.0;307.0
39;810;1108.0;770.0;-62;-20;-991.0;206.0
-17;742;1102.0;531.0;-22;-176;-1084.0;157.0
106;806;1049.0;427.0;-22;-24;-991.0;-21.0
105;806;1090.0;427.0;20;-3;-976.0;-103.0
104;805;1074.0;406.0;49;-65;-978.0;-87.0
105;805;1079.0;402.0;36;-14;-992.0;-89.0
105;806;1050.0;391.0;22;30;-967.0;-111.0
104;808;1137.0;411.0;51;-16;-995.0;-127.0
-17;798;1071.0;595.0;-61;-169;-939.0;149.0
71;795;1134.0;483.0;85;-2;-976.0;35.0
18;773;1094.0;372.0;33;-92;-1045.0;26.0
-17;797;1080.0;630.0;-39;4;-964.0;88.0
104;812;1011.0;462.0;15;-15;-995.0;-120.0
152;610;990.0;463.0;-222;278;-1029.0;-29.0
-17;791;1088.0;565.0;10;-16;-970.0;48.0
103;797;1130.0;334.0;21;-12;-968.0;-105.0
102;804;1123.0;405.0;-1;35;-966.0;-160.0
-171;791;890.0;335.0;-164;175;-672.0;126.0
103;796;1130.0;464.0;17;13;-913.0;0.0
-17;787;1089.0;565.0;-41;-16;-971.0;47.0
17;797;1072.0;172.0;-37;-14;-960.0;66.0
71;816;768.0;376.0;-143;-50;-836.0;143.0
155;792;874.0;270.0;50;-9;-983.0;167.0
104;792;1010.0;401.0;84;-41;-1029.0;-12.0
-17;794;1077.0;590.0;-80;1;-962.0;72.0
17;800;1176.0;416.0;23;-38;-879.0;413.0
8;671;880.0;452.0;81;68;-892.0;484.0
-17;795;1098.0;546.0;-91;53;-987.0;25.0
98;807;1143.0;429.0;49;0;-668.0;269.0
59;798;1027.0;175.0;52;-14;-936.0;338.0
-17;800;1090.0;601.0;-143;128;-968.0;24.0
6;681;840.0;436.0;-19;-1;-888.0;505.0
6;680;863.0;415.0;-26;-24;-894.0;501.0
141;791;835.0;252.0;-116;74;-862.0;217.0
157;788;1066.0;353.0;54;48;-856.0;465.0
45;801;855.0;216.0;-24;-22;-955.0;265.0
135;40;619.0;346.0;-18;-19;-667.0;616.0
18;794;1114.0;82.0;22;17;-1055.0;200.0
-2;805;1083.0;500.0;22;-125;-997.0;141.0
-16;742;1131.0;436.0;89;58;-1096.0;148.0
155;803;993.0;339.0;16;-22;-909.0;490.0
34;649;922.0;551.0;237;-273;-904.0;221.0
-146;-13;900.0;491.0;1703;-497;-883.0;445.0
-16;798;1069.0;655.0;19;-13;-932.0;-32.0
-108;465;971.0;454.0;-776;256;-1225.0;134.0
151;788;1013.0;391.0;-3;-14;-795.0;472.0
14;798;1089.0;504.0;20;12;-1032.0;-96.0
15;795;991.0;534.0;22;1;-866.0;506.0
15;817;1120.0;542.0;73;-42;-990.0;128.0
22;806;1019.0;372.0;25;21;-940.0;-72.0
168;816;939.0;258.0;-71;-71;-919.0;126.0
-146;862;872.0;598.0;-11;55;-1062.0;75.0
15;834;1010.0;335.0;59;-409;-1058.0;-37.0
14;716;1150.0;550.0;-357;-81;-1007.0;82.0
-14;811;1138.0;143.0;-126;101;-921.0;283.0
17;2012;1229.0;573.0;88;1323;-943.0;273.0
39;789;1140.0;572.0;-408;-71;-892.0;297.0
170;806;988.0;215.0;-95;-38;-1054.0;56.0
15;746;836.0;410.0;-100;-10;-862.0;511.0
-117;805;887.0;520.0;-5;39;-1045.0;115.0
15;798;1182.0;436.0;-18;-73;-1035.0;-110.0
-146;788;1020.0;434.0;104;-431;-877.0;365.0
-76;801;1022.0;360.0;24;426;-991.0;288.0
16;800;1130.0;400.0;49;-19;-1002.0;-55.0
-56;800;1025.0;269.0;-55;-73;-948.0;-52.0
16;738;770.0;409.0;-52;8;-877.0;525.0
150;812;1004.0;346.0;-26;-51;-816.0;-6.0
-23;798;953.0;209.0;-22;-39;-1108.0;102.0
-23;806;993.0;77.0;-57;-70;-1019.0;341.0
21;827;1001.0;236.0;3;-45;-671.0;319.0
145;776;990.0;238.0;-30;-30;-1013.0;-100.0
-43;663;990.0;298.0;-34;-115;-645.0;173.0
16;740;782.0;410.0;-47;3;-905.0;494.0
17;748;1224.0;485.0;-67;-54;-963.0;303.0
-5;804;1096.0;357.0;-125;58;-863.0;-7.0
-171;802;1050.0;324.0;-176;-49;-857.0;346.0
18;772;1028.0;556.0;-47;67;-948.0;515.0
-171;819;962.0;322.0;-110;-27;-811.0;363.0
-172;805;905.0;352.0;-91;-2;-784.0;350.0
-74;862;1063.0;366.0;-97;-115;-1215.0;253.0
-170;792;1082.0;248.0;-186;-73;-962.0;73.0
-68;777;958.0;366.0;-88;-65;-990.0;-8.0
155;812;761.0;398.0;-8;-87;-947.0;431.0
-130;697;991.0;336.0;-122;75;-1182.0;128.0
175;827;1100.0;343.0;150;56;-962.0;311.0
-167;805;949.0;109.0;4;-37;-761.0;352.0
-165;812;923.0;146.0;-10;-63;-873.0;377.0
150;801;832.0;216.0;-123;-21;-1057.0;126.0
-155;810;922.0;97.0;-3;-35;-907.0;375.0
177;830;1054.0;320.0;-152;110;-846.0;270.0
40;809;860.0;558.0;9;-5;-974.0;462.0
-109;813;962.0;348.0;-26;-79;-1257.0;266.0
-56;785;1061.0;292.0;-50;-51;-798.0;-48.0
-146;797;996.0;273.0;-11;6;-851.0;316.0
-146;814;1070.0;320.0;41;-28;-881.0;313.0
40;809;1088.0;582.0;20;0;-1021.0;167.0
-148;797;1005.0;298.0;-6;-63;-892.0;417.0
-147;786;985.0;386.0;95;27;-905.0;378.0
34;800;985.0;548.0;34;-33;-1025.0;323.0
-115;797;924.0;266.0;-37;-41;-1127.0;209.0
-38;803;816.0;232.0;-40;-44;-1147.0;253.0
-35;790;973.0;464.0;69;-143;-1020.0;50.0
-26;775;942.0;176.0;-34;20;-908.0;126.0
-159;792;1068.0;224.0;-5;-22;-922.0;154.0
41;807;1129.0;520.0;-5;-24;-1010.0;11.0
42;808;1120.0;553.0;29;9;-997.0;-108.0
91;849;1215.0;283.0;-270;17;-894.0;287.0
42;808;1123.0;523.0;-34;42;-1044.0;-119.0
-38;810;897.0;266.0;-81;-22;-767.0;273.0
-153;779;1018.0;465.0;50;-17;-912.0;120.0
-153;783;1078.0;514.0;10;-12;-949.0;128.0
-153;782;1023.0;347.0;42;-10;-959.0;52.0
-37;820;949.0;334.0;-122;-93;-1019.0;-114.0
130;786;1099.0;524.0;25;-26;-1054.0;-49.0
-103;818;942.0;200.0;-240;30;-972.0;149.0
17;803;1091.0;331.0;12;7;-978.0;453.0
122;794;1042.0;458.0;-25;-18;-1018.0;-23.0
-154;777;1083.0;359.0;-8;-57;-966.0;156.0
-148;791;1064.0;361.0;-50;-41;-982.0;115.0
119;803;1121.0;388.0;-32;26;-1016.0;-99.0
-177;786;1066.0;249.0;26;-38;-913.0;170.0
96;845;1022.0;228.0;-75;-71;-855.0;-110.0
-131;777;1106.0;244.0;-51;175;-910.0;-76.0
-87;823;1038.0;266.0;-128;137;-919.0;-69.0
-48;785;1085.0;145.0;-57;-60;-914.0;-31.0
-30;815;935.0;226.0;38;-48;-1026.0;157.0
17;808;1197.0;341.0;20;7;-852.0;343.0
15;799;933.0;292.0;-18;31;-861.0;15.0
20;774;1043.0;154.0;-199;32;-1159.0;306.0
42;843;1094.0;532.0;-12;-19;-1007.0;-96.0
130;813;1103.0;428.0;17;0;-1005.0;-32.0
129;814;1192.0;276.0;-353;-108;-843.0;249.0
-164;808;989.0;441.0;-22;-32;-874.0;10.0
17;806;1068.0;517.0;19;-25;-792.0;12.0
180;755;658.0;-54.0;-23;-2;-513.0;9.0
17;793;1080.0;593.0;-61;-2;-998.0;-19.0
132;811;1112.0;411.0;-39;6;-987.0;-80.0
67;841;960.0;487.0;-89;-9;-954.0;-99.0
132;811;1109.0;411.0;-18;1;-980.0;-80.0
84;792;944.0;224.0;-189;9;-872.0;144.0
41;811;1129.0;511.0;16;28;-989.0;-101.0
-148;793;950.0;371.0;-73;-35;-856.0;393.0
109;795;702.0;214.0;-75;0;-828.0;453.0
40;722;881.0;199.0;-98;-60;-929.0;6.0
79;794;902.0;351.0;-176;24;-768.0;108.0
-146;800;948.0;426.0;-37;18;-862.0;464.0
115;807;838.0;265.0;14;31;-924.0;365.0
116;814;929.0;186.0;-15;-1;-923.0;275.0
-146;798;951.0;427.0;80;-6;-816.0;419.0
-147;792;1001.0;467.0;-23;-11;-815.0;455.0
-9;822;914.0;338.0;-146;-4;-910.0;7.0
115;816;933.0;177.0;-25;-63;-925.0;116.0
-147;794;1004.0;404.0;-25;-15;-808.0;453.0
-147;789;967.0;444.0;-21;12;-766.0;330.0
-146;794;851.0;531.0;2;14;-740.0;371.0
-147;790;881.0;470.0;12;16;-787.0;514.0
91;808;1217.0;328.0;64;-101;-1069.0;307.0
97;873;996.0;416.0;39;-144;-933.0;320.0
16;813;1118.0;523.0;-63;-104;-925.0;324.0
-135;660;1115.0;338.0;777;441;-994.0;-116.0
-147;792;951.0;514.0;5;27;-802.0;368.0
41;810;1131.0;515.0;28;-13;-985.0;-65.0
139;815;1223.0;200.0;-67;66;-904.0;144.0
-147;785;839.0;448.0;2;36;-796.0;398.0
-146;787;949.0;476.0;31;-7;-788.0;521.0
40;810;1081.0;533.0;-17;-2;-1031.0;23.0
191;814;889.0;297.0;1;-26;-809.0;517.0
15;797;1008.0;295.0;28;3;-1086.0;-13.0
-55;823;1139.0;387.0;-249;-8;-946.0;29.0
-55;811;756.0;364.0;-40;-86;-1189.0;255.0
-146;789;915.0;438.0;35;-3;-815.0;352.0
-59;795;759.0;441.0;-129;-134;-1092.0;194.0
40;808;1087.0;541.0;-21;-25;-993.0;64.0
-106;812;789.0;530.0;-29;-90;-1118.0;313.0
-146;786;942.0;480.0;-50;-27;-796.0;397.0
-55;810;1042.0;202.0;-171;37;-939.0;11.0
-147;794;848.0;486.0;-41;21;-786.0;484.0
-147;794;860.0;486.0;-38;-7;-851.0;422.0
183;794;986.0;279.0;-152;-33;-790.0;112.0
98;798;893.0;312.0;-102;-122;-1150.0;186.0
185;796;1016.0;357.0;-129;-36;-916.0;18.0
-187;833;949.0;472.0;-110;-100;-938.0;94.0
-145;797;874.0;509.0;-33;5;-865.0;452.0
25;776;869.0;220.0;-233;-68;-912.0;47.0
150;801;1187.0;483.0;-21;-29;-978.0;-111.0
-147;793;872.0;485.0;11;7;-894.0;443.0
38;797;1165.0;122.0;2;-67;-995.0;74.0
-146;797;890.0;531.0;17;-12;-934.0;368.0
114;788;638.0;386.0;-32;-37;-937.0;-112.0
51;633;1024.0;643.0;40;-85;-938.0;424.0
52;650;986.0;617.0;86;304;-973.0;348.0
151;794;1118.0;498.0;-15;-10;-1001.0;-41.0
49;782;884.0;266.0;-298;-29;-718.0;199.0
16;754;959.0;221.0;-274;17;-729.0;302.0
168;804;1117.0;411.0;470;670;-1034.0;150.0
157;793;1253.0;496.0;-47;-23;-870.0;-37.0
156;804;1120.0;503.0;-19;-29;-976.0;-30.0
4;786;880.0;303.0;-218;-77;-909.0;-6.0
-146;797;950.0;534.0;22;-13;-946.0;340.0
-29;804;854.0;171.0;28;-31;-867.0;317.0
-79;807;881.0;319.0;9;-20;-852.0;428.0
-88;798;946.0;254.0;-7;9;-807.0;494.0
-147;794;978.0;533.0;6;-6;-978.0;202.0
-147;797;1057.0;542.0;-3;9;-980.0;171.0
-146;796;1058.0;561.0;-25;-5;-970.0;162.0
-147;794;1035.0;551.0;-34;-12;-967.0;168.0
-145;794;1047.0;571.0;27;3;-972.0;159.0
-146;795;1026.0;573.0;17;-1;-977.0;158.0
149;754;840.0;349.0;-273;-203;-732.0;207.0
-147;799;1038.0;563.0;-46;21;-975.0;179.0
74;816;1053.0;285.0;-71;-104;-1135.0;109.0
-147;797;1039.0;523.0;44;-3;-943.0;221.0
-147;796;1055.0;504.0;45;-2;-929.0;267.0
-147;796;1023.0;476.0;48;0;-939.0;305.0
44;576;1013.0;711.0;63;-24;-985.0;243.0
-146;803;1023.0;439.0;12;10;-891.0;421.0
-146;800;979.0;425.0;-2;12;-809.0;403.0
164;813;1056.0;290.0;59;-14;-815.0;46.0
-120;810;878.0;315.0;-1;-46;-785.0;407.0
146;807;838.0;317.0;5;-57;-943.0;52.0
43;814;1008.0;466.0;-222;-126;-777.0;341.0
137;830;1088.0;425.0;3;18;-1007.0;-99.0
-147;803;843.0;456.0;17;-21;-789.0;376.0
40;802;866.0;272.0;18;20;-815.0;81.0
57;799;1115.0;443.0;18;59;-1023.0;-68.0
145;810;1191.0;497.0;-60;-33;-809.0;271.0
146;807;1105.0;601.0;-61;-35;-940.0;-24.0
137;826;1106.0;432.0;-5;18;-1009.0;-101.0
-146;796;961.0;448.0;61;14;-744.0;482.0
-145;807;891.0;448.0;-41;-22;-807.0;417.0
146;809;1093.0;597.0;-45;-59;-969.0;72.0
146;801;1106.0;608.0;-91;7;-998.0;65.0
146;804;1110.0;627.0;-81;-8;-990.0;29.0
81;771;1129.0;375.0;-123;-38;-849.0;-33.0
137;809;1043.0;438.0;0;-7;-995.0;-57.0
139;693;1085.0;607.0;-75;-32;-1028.0;-17.0
82;769;1117.0;265.0;133;12;-1007.0;137.0
116;663;1023.0;508.0;942;-261;-1050.0;266.0
95;776;837.0;188.0;-390;-74;-771.0;-117.0
-80;1017;1070.0;441.0;-1004;492;-1143.0;28.0
158;773;982.0;424.0;-44;-5;-995.0;-35.0
64;750;839.0;403.0;-171;-44;-1036.0;-90.0
136;681;1107.0;660.0;-61;50;-995.0;87.0
136;676;899.0;655.0;15;-46;-987.0;-32.0
217;813;1262.0;340.0;-29;-24;-797.0;270.0
-83;803;886.0;322.0;18;-21;-948.0;94.0
-167;798;1033.0;438.0;29;146;-896.0;288.0
-137;806;993.0;392.0;-88;1;-740.0;473.0
39;796;914.0;310.0;-40;-106;-864.0;-13.0
81;794;591.0;338.0;-32;-30;-830.0;250.0
-145;-3087;1022.0;384.0;1131;1164;-974.0;219.0
-5;979;1177.0;436.0;-6912;-839;-1076.0;318.0
39;763;1114.0;577.0;-449;-95;-976.0;166.0
213;799;989.0;340.0;-102;-89;-1265.0;30.0
147;881;1226.0;220.0;91;153;-950.0;377.0
95;811;949.0;428.0;-30;-37;-1041.0;-393.0
-170;517;1201.0;976.0;-772;-80;-1264.0;-280.0
-179;824;1009.0;251.0;-37;143;-690.0;-2.0
167;789;728.0;353.0;-16;-31;-822.0;548.0
-142;780;1044.0;544.0;55;-186;-1061.0;-14.0
-141;813;769.0;429.0;-34;25;-838.0;-69.0
-177;808;632.0;241.0;74;-112;-450.0;709.0
160;753;1242.0;259.0;-108;28;-971.0;-89.0
82;607;1059.0;650.0;-1;197;-1145.0;221.0
31;805;947.0;160.0;-2;-34;-761.0;615.0
-127;765;911.0;316.0;-295;-124;-971.0;-17.0
52;723;1082.0;589.0;-626;-77;-682.0;483.0
41;883;802.0;247.0;-57;0;-837.0;-91.0
-115;795;960.0;272.0;65;-90;-815.0;-137.0
18;817;1257.0;447.0;-12;72;-920.0;-128.0
67;837;577.0;303.0;-29;24;-489.0;774.0
101;695;1051.0;764.0;-143;34;-1105.0;-221.0
-102;757;889.0;307.0;-127;-39;-1201.0;-58.0
115;829;1139.0;534.0;-12;-36;-788.0;587.0
115;770;1111.0;558.0;-40;-99;-765.0;568.0
62;347;1000.0;400.0;3312;1529;-1122.0;142.0
-85;661;1375.0;260.0;-551;35;-680.0;196.0
-23;905;807.0;385.0;-231;-18;-904.0;-110.0
4;1191;1074.0;456.0;-632;547;-781.0;506.0
31;786;1122.0;353.0;482;220;-995.0;-69.0
-12;804;1039.0;309.0;-58;-1;-1345.0;195.0
18;747;939.0;407.0;-541;-179;-941.0;77.0
-16;3017;1132.0;396.0;-2185;768;-1261.0;235.0
-112;804;895.0;530.0;-330;-179;-784.0;80.0
8;809;1189.0;207.0;-1652;-494;-901.0;203.0
167;809;710.0;395.0;-19;-13;-598.0;816.0
17;807;1090.0;135.0;-246;132;-658.0;243.0
139;761;807.0;431.0;59;45;-648.0;592.0
139;748;803.0;321.0;39;8;-682.0;639.0
135;44;748.0;377.0;22;5;-577.0;773.0
139;758;813.0;368.0;3;-2;-654.0;570.0
139;759;832.0;339.0;-12;-24;-707.0;588.0
39;812;970.0;350.0;22;-24;-594.0;696.0
138;805;1108.0;361.0;16;-13;-988.0;-170.0
157;807;1140.0;460.0;-22;-29;-1033.0;-173.0
154;795;1029.0;513.0;23;-11;-1050.0;-161.0
128;808;1141.0;399.0;-21;-7;-995.0;-163.0
107;673;1250.0;427.0;-189;-56;-1026.0;-108.0
106;680;1222.0;443.0;-221;-48;-1020.0;-103.0
-39;766;995.0;70.0;9;1;-927.0;-34.0
-30;653;1214.0;153.0;-114;-32;-686.0;99.0
23;802;1258.0;368.0;-50;-7;-1088.0;-80.0
212;812;1020.0;154.0;-15;-43;-936.0;-72.0
86;788;1119.0;366.0;-210;-31;-934.0;-156.0
150;802;1132.0;424.0;19;-32;-977.0;-241.0
150;806;1116.0;418.0;44;-2;-958.0;-175.0
106;761;1122.0;367.0;-48;-45;-935.0;-374.0
-78;805;687.0;178.0;18;-7;-433.0;-161.0
-173;800;1131.0;744.0;-75;-51;-1134.0;30.0
-175;811;1038.0;282.0;67;-32;-808.0;-77.0
-17;780;1106.0;596.0;-936;720;-979.0;31.0
55;777;1030.0;172.0;-280;-28;-930.0;-95.0
-48;771;968.0;267.0;-544;-82;-699.0;213.0
9;869;1150.0;512.0;12;-211;-1007.0;-26.0
51;752;1024.0;565.0;321;1910;-1036.0;219.0
27;772;1137.0;209.0;-421;-79;-852.0;201.0
151;804;1041.0;455.0;39;48;-970.0;-203.0
150;804;1074.0;466.0;11;-20;-942.0;-176.0
81;795;1372.0;340.0;-36;-32;-719.0;360.0
-171;799;670.0;520.0;-204;14;-1098.0;48.0
2;751;1305.0;247.0;-3730;-1532;-753.0;296.0
-25;795;643.0;240.0;-231;-53;-974.0;233.0
-101;801;811.0;426.0;-2;-37;-759.0;603.0
9;767;997.0;510.0;-1792;778;-854.0;303.0
105;1315;1248.0;630.0;-92;97;-1409.0;302.0
103;804;1039.0;394.0;-2;-39;-1028.0;-194.0
16;800;975.0;373.0;67;30;-1079.0;-273.0
31;798;1090.0;791.0;-38;-25;-992.0;94.0
26;800;1070.0;780.0;-46;-14;-1018.0;64.0
5;645;900.0;476.0;-325;96;-865.0;565.0
-19;762;946.0;331.0;4156;322;-1140.0;179.0
24;816;1110.0;238.0;38;15;-1041.0;-287.0
105;780;944.0;352.0;-9;-57;-815.0;-203.0
15;796;1307.0;428.0;-61;-121;-1027.0;-46.0
-175;795;987.0;128.0;-227;-1;-990.0;25.0
142;809;736.0;166.0;41;-38;-1035.0;408.0
24;648;875.0;357.0;-1076;2069;-1002.0;107.0
34;684;1102.0;654.0;-111;1098;-1001.0;224.0
89;821;921.0;164.0;-398;-14;-898.0;153.0
105;662;855.0;395.0;851;443;-874.0;534.0
40;813;1102.0;598.0;-3;17;-1059.0;590.0
167;806;639.0;339.0;-23;-2;-692.0;713.0
22;765;1163.0;259.0;-168;381;-950.0;222.0
-89;790;1237.0;81.0;-45;19;-938.0;287.0
39;870;988.0;217.0;-201;34;-982.0;-121.0
132;784;1167.0;477.0;27;-23;-997.0;-132.0
128;784;1140.0;465.0;-24;-22;-964.0;-163.0
-15;788;845.0;233.0;171;-211;-1039.0;69.0
94;828;960.0;72.0;-132;217;-877.0;9.0
-57;924;1361.0;510.0;-3356;420;-994.0;227.0
-149;824;1267.0;482.0;-69;-59;-1206.0;192.0
6;866;951.0;484.0;5925;87;-991.0;10.0
11;738;835.0;465.0;-243;-70;-1066.0;-124.0
-65;828;1249.0;529.0;-166;-87;-1216.0;205.0
135;76;801.0;625.0;-5;-13;-643.0;558.0
19;816;1121.0;480.0;-1;87;-1197.0;-252.0
-6;960;1115.0;463.0;2254;711;-1046.0;105.0
112;512;1204.0;656.0;989;-2807;-882.0;175.0
-177;809;1092.0;251.0;36;63;-1033.0;-122.0
101;796;294.0;382.0;-12;-7;-230.0;954.0
