InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LLA magneticY
477.0;75;-17.0;38.0;-261.0;56.0;-171.0;281.0;606.0
421.0;156;-10.0;109.0;-192.0;118.0;-211.0;407.0;438.0
658.0;174;483.0;99.0;-393.0;-207.0;32.0;-324.0;247.0
313.0;163;203.0;-78.0;-343.0;-311.0;257.0;-192.0;461.0
791.0;162;521.0;161.0;-489.0;31.0;-150.0;47.0;471.0
567.0;163;388.0;102.0;-444.0;81.0;-21.0;-41.0;434.0
509.0;162;208.0;-55.0;-403.0;-380.0;212.0;-237.0;334.0
446.0;162;216.0;-64.0;-405.0;-379.0;209.0;-250.0;349.0
534.0;162;243.0;-53.0;-406.0;-376.0;196.0;-264.0;352.0
573.0;162;263.0;-48.0;-405.0;-377.0;192.0;-268.0;351.0
697.0;-177;291.0;87.0;-427.0;89.0;25.0;-116.0;601.0
615.0;-178;289.0;109.0;-426.0;86.0;-10.0;-114.0;654.0
382.0;-160;108.0;112.0;-75.0;291.0;-210.0;555.0;362.0
553.0;162;287.0;-44.0;-404.0;-380.0;188.0;-271.0;356.0
722.0;-179;-2.0;-228.0;15.0;-181.0;366.0;-423.0;-70.0
264.0;-194;-97.0;59.0;-216.0;124.0;-200.0;312.0;434.0
745.0;-179;30.0;-163.0;30.0;-268.0;305.0;-468.0;-60.0
838.0;177;172.0;1.0;-415.0;-269.0;119.0;-233.0;282.0
365.0;-179;155.0;-125.0;16.0;-395.0;270.0;-451.0;-64.0
669.0;176;319.0;41.0;-410.0;-259.0;106.0;-280.0;341.0
497.0;-174;5.0;-168.0;-83.0;-299.0;237.0;-562.0;597.0
379.0;58;-828.0;-547.0;654.0;-368.0;560.0;-529.0;-377.0
595.0;164;597.0;-1.0;-378.0;-444.0;150.0;-176.0;437.0
535.0;84;338.0;561.0;-360.0;439.0;-717.0;782.0;520.0
429.0;-176;724.0;421.0;-615.0;288.0;-385.0;347.0;-271.0
637.0;-177;653.0;231.0;-504.0;-345.0;-169.0;20.0;17.0
338.0;-179;24.0;-281.0;3.0;-404.0;290.0;-638.0;82.0
213.0;177;326.0;105.0;-392.0;14.0;22.0;-50.0;571.0
324.0;-159;235.0;114.0;-102.0;279.0;-312.0;469.0;617.0
140.0;-178;229.0;22.0;-334.0;-412.0;43.0;-255.0;393.0
138.0;-177;226.0;19.0;-334.0;-413.0;43.0;-265.0;392.0
519.0;-131;205.0;279.0;17.0;251.0;-375.0;562.0;606.0
534.0;152;853.0;656.0;-616.0;480.0;-724.0;630.0;-143.0
765.0;174;468.0;84.0;-383.0;-213.0;50.0;-338.0;262.0
720.0;-178;701.0;62.0;-367.0;-1.0;-5.0;-105.0;301.0
674.0;-177;718.0;110.0;-410.0;28.0;-45.0;-100.0;281.0
452.0;-164;345.0;336.0;483.0;106.0;-291.0;-18.0;108.0
506.0;-174;17.0;-180.0;-69.0;-286.0;246.0;-569.0;603.0
566.0;179;-373.0;-335.0;66.0;-302.0;507.0;-712.0;627.0
278.0;-184;-107.0;133.0;-138.0;50.0;-178.0;399.0;420.0
510.0;-174;23.0;-179.0;-70.0;-283.0;246.0;-568.0;606.0
724.0;-156;-573.0;109.0;213.0;365.0;-284.0;263.0;302.0
483.0;143;-239.0;149.0;193.0;100.0;-313.0;295.0;89.0
193.0;148;-216.0;45.0;117.0;312.0;-121.0;312.0;540.0
516.0;-174;30.0;-178.0;-73.0;-279.0;244.0;-567.0;605.0
417.0;62;-470.0;-278.0;486.0;104.0;178.0;51.0;-53.0
868.0;-179;143.0;-275.0;-7.0;-179.0;296.0;-620.0;78.0
700.0;-177;647.0;61.0;-366.0;-97.0;18.0;-188.0;329.0
808.0;160;-121.0;30.0;-354.0;-373.0;103.0;-452.0;415.0
562.0;-176;137.0;-148.0;-38.0;-410.0;286.0;-570.0;-63.0
916.0;139;-38.0;-365.0;52.0;-192.0;596.0;-343.0;722.0
393.0;-156;-99.0;140.0;-196.0;46.0;-262.0;331.0;560.0
868.0;-179;233.0;-346.0;36.0;-222.0;434.0;-561.0;262.0
385.0;-161;518.0;237.0;-467.0;3.0;-229.0;10.0;480.0
354.0;-173;-207.0;-15.0;-355.0;24.0;-146.0;164.0;527.0
317.0;-201;-364.0;-119.0;-407.0;92.0;-14.0;49.0;219.0
507.0;-179;48.0;94.0;373.0;402.0;-193.0;317.0;420.0
913.0;180;-308.0;270.0;-56.0;198.0;-409.0;292.0;717.0
463.0;29;159.0;63.0;-280.0;-41.0;30.0;-251.0;-360.0
507.0;-176;287.0;217.0;-413.0;-2.0;-223.0;-94.0;615.0
317.0;-180;307.0;211.0;-418.0;5.0;-212.0;-83.0;561.0
756.0;-178;-543.0;-584.0;546.0;-190.0;802.0;-845.0;641.0
657.0;-173;208.0;-287.0;-67.0;-397.0;337.0;-529.0;297.0
785.0;-177;455.0;-215.0;-24.0;-227.0;279.0;-394.0;-12.0
456.0;144;97.0;233.0;-92.0;228.0;-397.0;454.0;656.0
579.0;-174;594.0;-34.0;-324.0;-450.0;157.0;-205.0;660.0
384.0;-179;515.0;-13.0;-232.0;-501.0;89.0;-299.0;492.0
617.0;-178;385.0;-219.0;-13.0;-396.0;263.0;-475.0;-21.0
373.0;131;-855.0;-563.0;542.0;-486.0;681.0;-747.0;-19.0
753.0;176;560.0;48.0;-401.0;-297.0;112.0;-213.0;381.0
562.0;-176;136.0;-152.0;-29.0;-411.0;255.0;-575.0;-129.0
562.0;-176;138.0;-154.0;-24.0;-412.0;253.0;-573.0;-131.0
564.0;-176;136.0;-152.0;-29.0;-411.0;254.0;-575.0;-131.0
315.0;-179;-245.0;42.0;301.0;513.0;-160.0;372.0;547.0
188.0;-177;634.0;255.0;-517.0;-419.0;-216.0;22.0;12.0
375.0;-147;18.0;92.0;-180.0;119.0;-163.0;420.0;607.0
931.0;-179;9.0;-224.0;2.0;-96.0;353.0;-411.0;-59.0
672.0;-179;379.0;-219.0;-8.0;-390.0;263.0;-476.0;-28.0
750.0;-168;418.0;-218.0;-84.0;-310.0;251.0;-369.0;592.0
653.0;-179;791.0;-189.0;-185.0;-387.0;441.0;-106.0;647.0
719.0;-177;459.0;-217.0;-29.0;-250.0;264.0;-463.0;-29.0
564.0;-176;133.0;-152.0;-32.0;-412.0;264.0;-576.0;-124.0
562.0;-176;134.0;-152.0;-32.0;-412.0;266.0;-574.0;-124.0
211.0;183;226.0;396.0;-268.0;-41.0;-253.0;28.0;420.0
616.0;-179;134.0;-255.0;50.0;-400.0;379.0;-571.0;82.0
564.0;-176;132.0;-152.0;-32.0;-413.0;263.0;-576.0;-125.0
657.0;-178;403.0;-215.0;-25.0;-387.0;262.0;-464.0;-42.0
702.0;-177;460.0;-222.0;-39.0;-303.0;275.0;-444.0;-18.0
569.0;-179;109.0;-255.0;45.0;-426.0;398.0;-579.0;220.0
116.0;-178;229.0;19.0;-334.0;-413.0;42.0;-269.0;392.0
564.0;-176;132.0;-152.0;-32.0;-412.0;263.0;-576.0;-126.0
439.0;135;345.0;298.0;518.0;198.0;-221.0;12.0;-379.0
676.0;-180;720.0;27.0;-368.0;-339.0;118.0;-77.0;465.0
236.0;-179;208.0;-242.0;11.0;-251.0;237.0;-589.0;3.0
746.0;-178;671.0;41.0;-340.0;-48.0;13.0;-145.0;339.0
749.0;-177;461.0;-220.0;-32.0;-276.0;277.0;-435.0;-16.0
374.0;36;829.0;514.0;526.0;487.0;-640.0;735.0;-61.0
380.0;-179;416.0;314.0;550.0;108.0;-196.0;60.0;-428.0
646.0;178;-851.0;26.0;283.0;396.0;-158.0;-12.0;480.0
784.0;-177;467.0;-204.0;-23.0;-274.0;273.0;-404.0;-25.0
703.0;-177;461.0;-215.0;-38.0;-265.0;265.0;-461.0;-30.0
471.0;170;381.0;155.0;-481.0;198.0;10.0;-13.0;468.0
228.0;174;325.0;140.0;-421.0;-426.0;-206.0;-302.0;177.0
861.0;-177;443.0;-216.0;-27.0;-253.0;269.0;-435.0;-19.0
595.0;-177;464.0;-222.0;-55.0;-323.0;274.0;-454.0;-25.0
505.0;168;-188.0;-22.0;385.0;3.0;-138.0;254.0;531.0
396.0;-177;-729.0;-361.0;-105.0;-544.0;651.0;-701.0;180.0
409.0;177;220.0;-4.0;-357.0;87.0;40.0;-127.0;1046.0
726.0;-178;234.0;-230.0;12.0;-460.0;245.0;-549.0;-201.0
750.0;-179;272.0;-236.0;-4.0;-306.0;202.0;-585.0;-11.0
175.0;-177;104.0;-49.0;-305.0;-393.0;154.0;-341.0;496.0
267.0;-179;301.0;-109.0;-46.0;-585.0;103.0;-389.0;33.0
565.0;-176;137.0;-152.0;-30.0;-410.0;255.0;-575.0;-135.0
1009.0;-176;816.0;0.0;-283.0;-143.0;15.0;-21.0;436.0
567.0;-176;133.0;-152.0;-32.0;-412.0;263.0;-575.0;-127.0
562.0;-176;134.0;-152.0;-32.0;-412.0;262.0;-574.0;-131.0
708.0;-179;372.0;-219.0;-5.0;-396.0;257.0;-479.0;-29.0
373.0;-186;-113.0;132.0;-199.0;43.0;-259.0;316.0;597.0
572.0;-176;137.0;-156.0;-24.0;-412.0;250.0;-573.0;-134.0
674.0;-177;437.0;-207.0;-36.0;-380.0;274.0;-451.0;-14.0
393.0;60;440.0;240.0;-489.0;148.0;-107.0;63.0;1.0
985.0;-176;424.0;-171.0;-41.0;-125.0;284.0;-348.0;-58.0
293.0;177;790.0;515.0;-603.0;300.0;-660.0;548.0;-235.0
791.0;-177;427.0;-207.0;-21.0;-284.0;267.0;-466.0;-8.0
564.0;-176;134.0;-151.0;-31.0;-411.0;257.0;-576.0;-131.0
886.0;-178;-579.0;-208.0;485.0;116.0;143.0;-209.0;161.0
229.0;176;425.0;144.0;-440.0;124.0;-54.0;15.0;408.0
889.0;-179;407.0;-251.0;-2.0;-318.0;225.0;-498.0;18.0
581.0;212;321.0;161.0;-421.0;-422.0;-63.0;-4.0;399.0
812.0;-179;436.0;-266.0;-27.0;-274.0;161.0;-438.0;-24.0
920.0;-177;458.0;-220.0;-40.0;-294.0;276.0;-420.0;-11.0
440.0;178;340.0;-114.0;-271.0;-332.0;299.0;-303.0;647.0
711.0;-177;420.0;-214.0;-29.0;-364.0;262.0;-459.0;-44.0
480.0;231;325.0;234.0;-484.0;100.0;-105.0;-77.0;820.0
415.0;-194;101.0;35.0;-299.0;-46.0;-4.0;-260.0;1098.0
723.0;-178;399.0;-216.0;-20.0;-391.0;266.0;-468.0;-32.0
746.0;-177;433.0;-218.0;-28.0;-358.0;267.0;-458.0;-46.0
561.0;-176;134.0;-153.0;-46.0;-414.0;241.0;-583.0;-138.0
632.0;-179;753.0;-69.0;-210.0;-385.0;201.0;-155.0;598.0
652.0;-179;122.0;-253.0;41.0;-423.0;393.0;-584.0;147.0
578.0;-176;123.0;-149.0;-99.0;-418.0;201.0;-610.0;-152.0
