Accelerometer LH accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer BACK accX;Accelerometer LUA_ accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer HIP accZ
102.0;-72.0;35;192.0;375.0;247.0;-310.0;296.0;280.0
305.0;-299.0;33;230.0;441.0;256.0;-343.0;237.0;457.0
352.0;-45.0;-337;284.0;269.0;245.0;-304.0;220.0;351.0
341.0;24.0;127;343.0;245.0;374.0;-153.0;24.0;206.0
391.0;-153.0;-7;215.0;331.0;-192.0;-654.0;881.0;403.0
211.0;-233.0;46;207.0;447.0;234.0;-281.0;253.0;475.0
311.0;46.0;6;374.0;381.0;399.0;-319.0;122.0;367.0
267.0;-51.0;38;185.0;348.0;225.0;-287.0;184.0;475.0
445.0;12.0;-4;254.0;627.0;320.0;-531.0;234.0;399.0
307.0;-148.0;-21;361.0;398.0;418.0;-348.0;116.0;339.0
394.0;-184.0;3;374.0;394.0;391.0;-336.0;117.0;335.0
45.0;-108.0;2;51.0;691.0;-291.0;-732.0;848.0;339.0
475.0;-128.0;-15;195.0;562.0;273.0;-558.0;143.0;279.0
544.0;7.0;183;276.0;513.0;129.0;-356.0;283.0;268.0
153.0;-123.0;5;153.0;346.0;214.0;-276.0;216.0;456.0
647.0;40.0;80;309.0;347.0;428.0;-133.0;298.0;381.0
503.0;-110.0;-34;63.0;381.0;162.0;-380.0;276.0;375.0
482.0;6.0;1;245.0;601.0;314.0;-510.0;292.0;404.0
431.0;4.0;34;250.0;590.0;310.0;-515.0;305.0;420.0
746.0;17.0;1;282.0;866.0;342.0;-870.0;376.0;447.0
500.0;-1.0;11;238.0;582.0;306.0;-529.0;285.0;424.0
599.0;1.0;37;231.0;548.0;312.0;-538.0;265.0;398.0
495.0;-117.0;22;306.0;440.0;184.0;-583.0;205.0;361.0
441.0;108.0;154;220.0;367.0;240.0;-294.0;251.0;372.0
980.0;57.0;-9;179.0;816.0;215.0;-861.0;294.0;422.0
665.0;-196.0;205;349.0;413.0;286.0;-233.0;277.0;314.0
669.0;34.0;-16;119.0;587.0;178.0;-586.0;417.0;256.0
477.0;-200.0;152;400.0;302.0;231.0;-8.0;217.0;223.0
226.0;85.0;23;275.0;408.0;427.0;-372.0;65.0;200.0
100.0;-9.0;68;347.0;379.0;498.0;-386.0;-76.0;177.0
560.0;27.0;43;248.0;377.0;317.0;-520.0;193.0;379.0
348.0;75.0;123;245.0;446.0;279.0;-296.0;165.0;330.0
537.0;35.0;265;203.0;440.0;208.0;-388.0;244.0;268.0
393.0;-111.0;-221;224.0;343.0;276.0;-287.0;124.0;116.0
295.0;-62.0;-15;490.0;291.0;477.0;-161.0;-304.0;-244.0
471.0;-17.0;-76;81.0;366.0;224.0;-286.0;217.0;352.0
445.0;-93.0;-740;86.0;413.0;109.0;-362.0;273.0;359.0
329.0;-82.0;92;305.0;320.0;694.0;-449.0;276.0;244.0
273.0;-338.0;144;452.0;416.0;266.0;-213.0;-184.0;-42.0
399.0;-109.0;126;330.0;660.0;348.0;-404.0;187.0;210.0
474.0;-46.0;-3;227.0;688.0;285.0;-361.0;203.0;374.0
358.0;-506.0;-18;223.0;527.0;283.0;-450.0;191.0;316.0
297.0;-225.0;-13;63.0;310.0;200.0;-346.0;276.0;414.0
375.0;-41.0;-58;380.0;437.0;172.0;-267.0;329.0;265.0
199.0;-133.0;124;172.0;398.0;345.0;-431.0;133.0;292.0
237.0;-115.0;0;184.0;306.0;235.0;-336.0;205.0;439.0
213.0;-41.0;108;281.0;440.0;271.0;-233.0;105.0;352.0
124.0;-71.0;1;174.0;422.0;222.0;-277.0;258.0;367.0
394.0;-188.0;15;311.0;313.0;363.0;-281.0;136.0;304.0
491.0;5.0;78;109.0;528.0;257.0;-320.0;295.0;393.0
325.0;-258.0;2;317.0;358.0;354.0;-176.0;77.0;244.0
451.0;-6.0;78;234.0;389.0;215.0;-261.0;262.0;368.0
291.0;-11.0;51;254.0;392.0;242.0;-190.0;370.0;374.0
507.0;-161.0;-190;149.0;437.0;170.0;-384.0;256.0;405.0
171.0;-81.0;40;272.0;295.0;183.0;-296.0;148.0;495.0
587.0;-325.0;7;39.0;868.0;-83.0;-872.0;519.0;476.0
527.0;48.0;119;295.0;362.0;119.0;-231.0;263.0;232.0
571.0;-9.0;6920;181.0;336.0;303.0;-329.0;250.0;157.0
274.0;-101.0;-11;-1.0;299.0;180.0;-276.0;217.0;497.0
215.0;9.0;1;394.0;308.0;426.0;-247.0;72.0;286.0
99.0;-135.0;-8;384.0;80.0;619.0;-43.0;-429.0;-62.0
767.0;-67.0;3;68.0;811.0;368.0;-846.0;124.0;46.0
213.0;27.0;-22;418.0;346.0;296.0;-254.0;98.0;415.0
86.0;-144.0;63;192.0;339.0;368.0;-261.0;179.0;348.0
181.0;22.0;135;294.0;313.0;152.0;-265.0;196.0;416.0
350.0;-353.0;10;319.0;378.0;532.0;-383.0;167.0;329.0
534.0;118.0;122;221.0;498.0;221.0;-221.0;268.0;246.0
5.0;-229.0;108;-35.0;93.0;293.0;-350.0;-125.0;287.0
-21.0;-61.0;5;331.0;155.0;236.0;-363.0;-50.0;305.0
245.0;-282.0;-23;352.0;355.0;501.0;-364.0;188.0;212.0
472.0;-9.0;53;280.0;503.0;113.0;-387.0;380.0;107.0
505.0;-303.0;15;308.0;1017.0;313.0;-857.0;681.0;364.0
361.0;45.0;-10;207.0;536.0;460.0;-460.0;426.0;319.0
350.0;-114.0;-12;404.0;567.0;489.0;-368.0;-27.0;223.0
588.0;111.0;-13;164.0;425.0;444.0;-503.0;136.0;344.0
535.0;-295.0;-2709;-46.0;449.0;266.0;-407.0;194.0;480.0
213.0;-110.0;153;33.0;347.0;213.0;-242.0;205.0;422.0
170.0;70.0;-43;137.0;325.0;313.0;-417.0;214.0;453.0
91.0;-107.0;-12;493.0;-49.0;603.0;38.0;-606.0;-339.0
328.0;-145.0;-153;38.0;288.0;175.0;-470.0;378.0;277.0
296.0;-117.0;0;334.0;595.0;422.0;-276.0;-53.0;311.0
303.0;-144.0;2;323.0;620.0;393.0;-266.0;-16.0;314.0
187.0;-127.0;-513;61.0;426.0;191.0;-211.0;134.0;416.0
302.0;2.0;120;260.0;306.0;155.0;-118.0;173.0;367.0
946.0;-331.0;-4;-12.0;548.0;168.0;-365.0;226.0;264.0
304.0;180.0;0;74.0;278.0;144.0;-245.0;121.0;469.0
490.0;47.0;204;354.0;458.0;92.0;-424.0;285.0;323.0
525.0;2.0;37;438.0;352.0;398.0;-239.0;196.0;243.0
577.0;-281.0;39;330.0;339.0;182.0;-261.0;60.0;354.0
430.0;-104.0;-1488;214.0;411.0;135.0;-379.0;302.0;395.0
824.0;-335.0;37;125.0;1000.0;86.0;-997.0;647.0;473.0
521.0;-8.0;47;259.0;507.0;26.0;-618.0;147.0;334.0
215.0;-57.0;194;289.0;264.0;476.0;-337.0;89.0;312.0
222.0;-594.0;14;350.0;184.0;703.0;-53.0;-85.0;39.0
555.0;-303.0;-22;443.0;707.0;541.0;-476.0;31.0;167.0
111.0;-159.0;-12;334.0;425.0;423.0;-246.0;267.0;293.0
518.0;-134.0;-70;98.0;344.0;225.0;-110.0;294.0;341.0
617.0;-785.0;-419;-381.0;631.0;-451.0;-677.0;503.0;942.0
627.0;-60.0;24;596.0;531.0;787.0;-513.0;-442.0;-472.0
229.0;21.0;25;403.0;294.0;417.0;-237.0;79.0;263.0
444.0;-19.0;577;293.0;391.0;245.0;-403.0;222.0;233.0
368.0;-93.0;201;-9.0;544.0;193.0;-521.0;274.0;446.0
272.0;-194.0;-19;446.0;329.0;498.0;-177.0;-339.0;-201.0
256.0;-427.0;-4538;68.0;252.0;296.0;-473.0;50.0;352.0
56.0;-253.0;12;477.0;356.0;581.0;-292.0;-29.0;89.0
291.0;-23.0;-8;383.0;300.0;481.0;-271.0;15.0;232.0
225.0;26.0;3;404.0;319.0;425.0;-241.0;36.0;278.0
258.0;300.0;64;508.0;119.0;95.0;-237.0;-5.0;244.0
198.0;2.0;23;393.0;296.0;434.0;-262.0;41.0;233.0
68.0;-127.0;396;396.0;405.0;111.0;-397.0;52.0;363.0
912.0;-36.0;-39;447.0;837.0;376.0;-854.0;424.0;76.0
242.0;96.0;-19;289.0;318.0;448.0;-312.0;63.0;168.0
431.0;-20.0;-99;-65.0;370.0;127.0;-408.0;180.0;435.0
490.0;0.0;-214;341.0;558.0;199.0;-377.0;406.0;308.0
255.0;90.0;31;424.0;317.0;475.0;-228.0;108.0;197.0
295.0;-109.0;3551;153.0;332.0;181.0;-351.0;229.0;348.0
116.0;517.0;-7;166.0;413.0;268.0;-349.0;219.0;284.0
641.0;-76.0;13;282.0;539.0;552.0;-633.0;139.0;266.0
322.0;-73.0;13;595.0;353.0;472.0;-224.0;108.0;113.0
454.0;-282.0;-24;467.0;307.0;271.0;-218.0;164.0;190.0
23.0;-170.0;23;557.0;99.0;602.0;-55.0;-216.0;-71.0
408.0;-19.0;96;267.0;369.0;391.0;-45.0;-123.0;120.0
