InertialMeasurementUnit BACK accZ;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Compass;Accelerometer LUA_ accX
175.0;147.0;-423.0;-136.0;-8;81.0
205.0;-20.0;-530.0;24.0;-7;57.0
207.0;-21.0;-530.0;-7.0;-7;73.0
213.0;-12.0;-543.0;8.0;-7;67.0
346.0;-33.0;-481.0;372.0;-33;98.0
313.0;352.0;-564.0;-86.0;-6;72.0
430.0;119.0;-585.0;-450.0;-12;278.0
438.0;24.0;-494.0;-315.0;-9;56.0
332.0;2.0;-542.0;-235.0;0;47.0
211.0;-39.0;-517.0;-10.0;-7;75.0
108.0;102.0;-475.0;184.0;-10;-130.0
365.0;120.0;-678.0;160.0;-111;149.0
381.0;74.0;-614.0;-176.0;-102;137.0
219.0;-34.0;-542.0;41.0;-7;54.0
367.0;97.0;-604.0;-193.0;-103;105.0
441.0;-55.0;-682.0;-591.0;-160;-93.0
47.0;148.0;-344.0;124.0;-6;-35.0
55.0;143.0;-429.0;95.0;-6;-42.0
183.0;156.0;-567.0;-25.0;-11;128.0
219.0;-24.0;-542.0;100.0;-7;70.0
237.0;98.0;-573.0;-103.0;-99;10.0
142.0;317.0;-402.0;-69.0;-7;130.0
204.0;94.0;-533.0;11.0;-97;59.0
136.0;299.0;-432.0;241.0;-7;159.0
201.0;270.0;-421.0;143.0;-7;162.0
180.0;158.0;-418.0;184.0;-10;56.0
188.0;59.0;-454.0;238.0;-10;29.0
203.0;68.0;-542.0;28.0;-97;69.0
169.0;226.0;-440.0;-277.0;-10;111.0
220.0;-32.0;-531.0;51.0;-7;64.0
202.0;109.0;-534.0;52.0;-95;67.0
196.0;46.0;-527.0;60.0;-94;67.0
224.0;-29.0;-551.0;45.0;-7;57.0
189.0;47.0;-532.0;52.0;-94;54.0
178.0;-3.0;-551.0;206.0;-11;12.0
429.0;-124.0;-400.0;-1036.0;-19;-106.0
231.0;-25.0;-558.0;-342.0;-5;46.0
242.0;-17.0;-489.0;-111.0;-12;40.0
193.0;68.0;-460.0;134.0;-12;-70.0
219.0;8.0;-547.0;-19.0;-7;63.0
216.0;-10.0;-560.0;-88.0;-7;68.0
218.0;-11.0;-550.0;-89.0;-7;67.0
221.0;22.0;-513.0;115.0;5;-321.0
256.0;-80.0;-354.0;3.0;-33;151.0
194.0;-10.0;-520.0;-51.0;-7;87.0
186.0;4.0;-501.0;67.0;-7;120.0
179.0;-10.0;-532.0;90.0;-7;95.0
183.0;42.0;-501.0;45.0;-94;34.0
182.0;-13.0;-512.0;123.0;-7;99.0
188.0;-34.0;-512.0;77.0;-7;96.0
189.0;-4.0;-517.0;61.0;-7;97.0
208.0;-20.0;-509.0;-45.0;-7;74.0
225.0;-21.0;-524.0;-54.0;-7;83.0
179.0;63.0;-511.0;41.0;-96;58.0
238.0;-13.0;-535.0;-39.0;-7;92.0
121.0;83.0;-439.0;211.0;-16;53.0
131.0;48.0;-365.0;356.0;110;-168.0
243.0;-16.0;-558.0;29.0;-7;95.0
248.0;-17.0;-563.0;24.0;-7;99.0
249.0;-12.0;-585.0;-19.0;-7;71.0
254.0;-22.0;-586.0;1.0;-7;75.0
255.0;6.0;-582.0;39.0;-7;77.0
392.0;-126.0;-418.0;1495.0;15;25.0
266.0;153.0;-539.0;229.0;-16;3.0
229.0;23.0;-459.0;-764.0;-95;-149.0
258.0;-18.0;-568.0;56.0;-7;109.0
252.0;-29.0;-588.0;-47.0;-7;118.0
177.0;114.0;-512.0;-31.0;-85;59.0
189.0;93.0;-483.0;207.0;-16;-31.0
189.0;122.0;-500.0;261.0;-16;-13.0
191.0;131.0;-484.0;277.0;-16;-9.0
197.0;97.0;-494.0;236.0;-16;10.0
197.0;70.0;-490.0;-36.0;-16;-20.0
199.0;71.0;-478.0;-85.0;-16;-9.0
196.0;93.0;-492.0;-109.0;-16;-10.0
193.0;89.0;-500.0;140.0;-16;-17.0
196.0;105.0;-509.0;121.0;-16;-28.0
202.0;107.0;-493.0;79.0;-16;-13.0
203.0;103.0;-514.0;78.0;-16;5.0
215.0;109.0;-509.0;-16.0;-16;-17.0
213.0;95.0;-512.0;-19.0;-16;-10.0
210.0;97.0;-512.0;-19.0;-16;-20.0
212.0;95.0;-506.0;2.0;-16;-19.0
214.0;109.0;-500.0;25.0;-16;-20.0
220.0;99.0;-505.0;50.0;-16;-19.0
220.0;93.0;-510.0;82.0;-16;-24.0
222.0;79.0;-500.0;112.0;-16;-6.0
221.0;98.0;-494.0;48.0;-16;5.0
220.0;87.0;-490.0;32.0;-16;16.0
222.0;87.0;-488.0;21.0;-16;14.0
214.0;109.0;-499.0;66.0;-16;29.0
216.0;108.0;-515.0;116.0;-16;69.0
240.0;98.0;-546.0;401.0;-8;94.0
277.0;-47.0;-421.0;896.0;-5;84.0
258.0;-11.0;-569.0;-8.0;-7;95.0
262.0;-8.0;-583.0;10.0;-7;97.0
261.0;-26.0;-591.0;63.0;-7;126.0
264.0;-30.0;-582.0;132.0;-7;97.0
252.0;-26.0;-570.0;-21.0;-7;86.0
256.0;-44.0;-580.0;-1.0;-7;54.0
155.0;157.0;-503.0;-73.0;-82;46.0
260.0;-50.0;-594.0;10.0;-7;67.0
268.0;-32.0;-580.0;69.0;-7;136.0
259.0;92.0;-662.0;173.0;-8;149.0
158.0;162.0;-519.0;-45.0;-82;45.0
156.0;203.0;-498.0;-12.0;-82;31.0
257.0;-9.0;-596.0;26.0;-8;115.0
253.0;-3.0;-607.0;25.0;-8;100.0
258.0;-18.0;-582.0;26.0;-8;106.0
259.0;0.0;-580.0;-67.0;-7;107.0
263.0;8.0;-580.0;24.0;-7;130.0
284.0;9.0;-592.0;87.0;-7;132.0
311.0;0.0;-598.0;30.0;-7;110.0
320.0;19.0;-600.0;10.0;-7;137.0
321.0;-20.0;-638.0;-73.0;-8;125.0
322.0;-49.0;-615.0;149.0;-8;165.0
218.0;-31.0;-389.0;65.0;21;68.0
293.0;118.0;-641.0;135.0;-8;153.0
280.0;83.0;-630.0;114.0;-8;161.0
269.0;-27.0;-647.0;115.0;-8;135.0
223.0;91.0;-636.0;35.0;-8;122.0
272.0;109.0;-615.0;166.0;-8;145.0
222.0;142.0;-583.0;193.0;-8;184.0
267.0;191.0;-619.0;228.0;-7;125.0
81.0;-30.0;-409.0;19.0;-6;-321.0
157.0;235.0;-502.0;-26.0;-82;12.0
263.0;39.0;-546.0;76.0;-6;-133.0
267.0;58.0;-551.0;71.0;-6;-162.0
275.0;41.0;-587.0;84.0;-6;-77.0
279.0;58.0;-606.0;101.0;-6;-81.0
306.0;-23.0;-601.0;80.0;-52;233.0
284.0;44.0;-595.0;71.0;-6;-22.0
285.0;47.0;-600.0;42.0;-6;-14.0
282.0;58.0;-609.0;55.0;-6;0.0
285.0;33.0;-590.0;32.0;-6;-14.0
289.0;59.0;-602.0;-35.0;-6;1.0
289.0;31.0;-619.0;-21.0;-6;-16.0
291.0;40.0;-620.0;-16.0;-6;9.0
301.0;69.0;-605.0;-11.0;-6;-18.0
300.0;59.0;-614.0;-17.0;-6;-9.0
303.0;77.0;-619.0;-41.0;-6;5.0
305.0;49.0;-622.0;14.0;-6;-15.0
308.0;48.0;-616.0;-26.0;-6;-37.0
260.0;-63.0;-636.0;-114.0;-5;-83.0
392.0;-51.0;-545.0;-212.0;-36;-174.0
148.0;-41.0;-594.0;-231.0;-5;-202.0
156.0;242.0;-560.0;61.0;-82;33.0
160.0;262.0;-529.0;56.0;-82;1.0
161.0;257.0;-508.0;142.0;-81;98.0
158.0;268.0;-516.0;125.0;-81;78.0
162.0;330.0;-534.0;86.0;-81;18.0
323.0;340.0;-599.0;-9.0;-1;-154.0
366.0;289.0;-602.0;-10.0;-1;6.0
307.0;297.0;-690.0;356.0;-7;220.0
366.0;311.0;-603.0;271.0;-2;173.0
325.0;356.0;-589.0;169.0;-2;147.0
237.0;405.0;-678.0;175.0;-4;224.0
275.0;401.0;-623.0;99.0;-82;238.0
307.0;6.0;-627.0;109.0;-93;157.0
389.0;171.0;-618.0;4.0;-90;145.0
345.0;156.0;-631.0;-331.0;-138;149.0
256.0;32.0;-576.0;-90.0;-91;17.0
154.0;565.0;-514.0;-163.0;-62;-43.0
187.0;426.0;-559.0;49.0;-3;-17.0
192.0;398.0;-543.0;-15.0;-3;28.0
187.0;413.0;-537.0;-15.0;-3;18.0
183.0;434.0;-531.0;-2.0;-3;29.0
182.0;394.0;-554.0;1.0;-3;63.0
181.0;398.0;-520.0;1.0;-3;0.0
182.0;404.0;-539.0;-27.0;-3;23.0
188.0;430.0;-511.0;6.0;-3;37.0
207.0;486.0;-517.0;37.0;-3;27.0
196.0;386.0;-536.0;26.0;-3;27.0
161.0;554.0;-468.0;76.0;-61;-10.0
173.0;-249.0;-631.0;302.0;-153;126.0
171.0;163.0;-556.0;210.0;-87;34.0
196.0;146.0;-541.0;56.0;-3;147.0
238.0;61.0;-583.0;-89.0;-90;77.0
282.0;-49.0;-544.0;-184.0;-3;60.0
245.0;122.0;-532.0;148.0;-85;-72.0
208.0;-67.0;-589.0;77.0;-3;-49.0
89.0;-256.0;-616.0;146.0;-10;-1.0
119.0;20.0;-702.0;237.0;-4;59.0
139.0;-73.0;-410.0;194.0;-11;64.0
138.0;-12.0;-442.0;126.0;-7;136.0
149.0;53.0;-421.0;-34.0;-7;72.0
152.0;-23.0;-409.0;-121.0;-7;83.0
186.0;218.0;-467.0;141.0;-7;11.0
180.0;14.0;-491.0;115.0;-7;34.0
196.0;544.0;-653.0;35.0;-3;207.0
116.0;340.0;-461.0;125.0;-75;41.0
417.0;-996.0;-333.0;-25.0;-17;72.0
-23.0;197.0;-435.0;74.0;-5;36.0
-7.0;194.0;-431.0;53.0;-5;45.0
0.0;206.0;-428.0;50.0;-5;75.0
13.0;178.0;-407.0;45.0;-5;33.0
117.0;77.0;-459.0;222.0;-65;115.0
204.0;304.0;-624.0;70.0;-2;77.0
212.0;80.0;-630.0;172.0;-2;52.0
165.0;4.0;-499.0;197.0;-56;65.0
231.0;82.0;-602.0;-35.0;-1;-208.0
-2.0;207.0;-470.0;-1.0;-5;18.0
23.0;203.0;-553.0;161.0;-5;-9.0
30.0;199.0;-523.0;181.0;-5;28.0
40.0;233.0;-524.0;245.0;-5;0.0
58.0;188.0;-628.0;285.0;-5;94.0
142.0;148.0;-507.0;184.0;-45;16.0
272.0;233.0;-644.0;-173.0;-8;-212.0
311.0;176.0;-573.0;241.0;-7;-48.0
351.0;170.0;-588.0;232.0;-7;-79.0
185.0;-12.0;-500.0;75.0;-10;127.0
305.0;98.0;-649.0;416.0;-31;-89.0
131.0;229.0;-650.0;223.0;-5;79.0
217.0;10.0;-549.0;38.0;-8;108.0
420.0;583.0;-868.0;-100.0;7;247.0
403.0;200.0;-690.0;-236.0;-137;-170.0
243.0;-77.0;-515.0;21.0;-7;117.0
223.0;175.0;-500.0;220.0;-7;53.0
346.0;258.0;-719.0;119.0;-164;-116.0
321.0;215.0;-678.0;218.0;-164;-194.0
206.0;7.0;-554.0;257.0;-7;10.0
253.0;251.0;-502.0;142.0;-7;34.0
458.0;162.0;-659.0;124.0;-4;243.0
177.0;294.0;-590.0;157.0;-6;68.0
231.0;6.0;-556.0;-90.0;-90;87.0
420.0;44.0;-606.0;173.0;-12;225.0
187.0;26.0;-627.0;247.0;-6;48.0
403.0;-99.0;-555.0;656.0;-34;120.0
401.0;364.0;-613.0;108.0;-164;26.0
402.0;161.0;-648.0;-3.0;-3;-225.0
199.0;78.0;-517.0;296.0;-14;-10.0
406.0;179.0;-634.0;53.0;-3;-143.0
391.0;148.0;-717.0;217.0;-3;-98.0
198.0;67.0;-463.0;228.0;-14;-124.0
637.0;284.0;-455.0;174.0;-10;-198.0
183.0;118.0;-448.0;85.0;-13;-225.0
390.0;-76.0;-707.0;-327.0;-9;-103.0
117.0;62.0;-440.0;239.0;-13;107.0
342.0;-72.0;-685.0;-144.0;-23;-16.0
449.0;234.0;-680.0;55.0;-4;-105.0
296.0;99.0;-684.0;16.0;-4;47.0
512.0;177.0;-720.0;430.0;-10;-213.0
111.0;160.0;-411.0;346.0;-7;16.0
56.0;125.0;-564.0;235.0;-13;21.0
95.0;641.0;-638.0;234.0;-13;90.0
155.0;67.0;-640.0;151.0;1;-202.0
120.0;-41.0;-639.0;232.0;1;-72.0
86.0;205.0;-618.0;-9.0;-12;-4.0
290.0;288.0;-772.0;-274.0;15;276.0
275.0;72.0;-654.0;-80.0;-109;107.0
293.0;37.0;-635.0;-81.0;-109;105.0
271.0;31.0;-691.0;175.0;-1;180.0
201.0;402.0;-700.0;92.0;-83;112.0
424.0;158.0;-482.0;232.0;-1;220.0
150.0;406.0;-663.0;43.0;-83;130.0
184.0;403.0;-520.0;75.0;-84;29.0
375.0;201.0;-623.0;794.0;-141;39.0
221.0;-22.0;-551.0;-98.0;-89;101.0
136.0;428.0;-529.0;89.0;6;10.0
175.0;-20.0;-372.0;84.0;-4;73.0
51.0;10.0;-633.0;92.0;2;-153.0
208.0;39.0;-553.0;-81.0;-88;88.0
195.0;18.0;-549.0;-65.0;-87;81.0
221.0;39.0;-467.0;-205.0;-5;132.0
167.0;60.0;-551.0;27.0;-6;96.0
113.0;-7.0;-449.0;21.0;-4;176.0
80.0;-6.0;-539.0;52.0;-5;68.0
175.0;79.0;-517.0;6.0;-6;64.0
174.0;59.0;-502.0;42.0;-6;44.0
158.0;77.0;-521.0;-132.0;-6;41.0
215.0;106.0;-513.0;129.0;-5;138.0
243.0;94.0;-566.0;34.0;-4;93.0
238.0;110.0;-588.0;-49.0;-4;122.0
240.0;126.0;-558.0;-81.0;-4;96.0
238.0;111.0;-524.0;-86.0;-4;124.0
205.0;-20.0;-462.0;-45.0;-7;55.0
195.0;41.0;-556.0;-48.0;-85;86.0
211.0;-4.0;-560.0;117.0;-83;80.0
236.0;21.0;-509.0;286.0;-148;86.0
213.0;14.0;-570.0;98.0;-84;75.0
171.0;89.0;-427.0;-120.0;-92;-71.0
207.0;20.0;-558.0;76.0;-84;85.0
208.0;-15.0;-558.0;-4.0;-84;107.0
414.0;305.0;-647.0;142.0;-102;227.0
398.0;297.0;-647.0;53.0;-99;202.0
139.0;94.0;-677.0;14.0;-15;94.0
429.0;265.0;-680.0;88.0;-94;241.0
50.0;65.0;-422.0;-231.0;-53;122.0
430.0;247.0;-670.0;16.0;-94;232.0
290.0;335.0;-821.0;-331.0;-106;280.0
375.0;354.0;-705.0;81.0;-89;79.0
240.0;105.0;-478.0;227.0;-11;34.0
365.0;297.0;-679.0;89.0;-90;23.0
365.0;317.0;-669.0;99.0;-90;98.0
371.0;319.0;-671.0;35.0;-90;126.0
361.0;331.0;-661.0;23.0;-90;121.0
347.0;286.0;-669.0;42.0;-91;131.0
354.0;273.0;-678.0;36.0;-91;78.0
263.0;152.0;-424.0;98.0;1;166.0
279.0;257.0;-488.0;-113.0;1;124.0
358.0;166.0;-651.0;-31.0;-91;138.0
392.0;161.0;-686.0;-41.0;-96;129.0
201.0;-16.0;-542.0;-181.0;-85;67.0
402.0;156.0;-684.0;97.0;-96;135.0
407.0;185.0;-690.0;-60.0;-97;102.0
199.0;-13.0;-570.0;-214.0;-85;59.0
114.0;61.0;-479.0;194.0;12;109.0
195.0;-14.0;-549.0;45.0;-84;108.0
36.0;-39.0;-546.0;76.0;4;52.0
204.0;-41.0;-548.0;304.0;-85;178.0
97.0;-43.0;-461.0;420.0;2;153.0
168.0;892.0;-611.0;-328.0;19;-203.0
140.0;-137.0;-398.0;272.0;-46;76.0
261.0;-50.0;-759.0;391.0;-101;-162.0
225.0;-78.0;-429.0;-29.0;13;-300.0
425.0;-356.0;-611.0;-473.0;-65;-116.0
91.0;-71.0;-326.0;-124.0;-11;48.0
173.0;-742.0;-750.0;347.0;-4;20.0
894.0;632.0;-908.0;319.0;-163;-257.0
440.0;117.0;-797.0;186.0;-155;-67.0
212.0;56.0;-550.0;409.0;-11;197.0
278.0;-54.0;-651.0;248.0;-24;294.0
71.0;-32.0;-381.0;133.0;-32;70.0
144.0;456.0;-723.0;-587.0;-9;237.0
138.0;248.0;-688.0;768.0;-65;168.0
398.0;366.0;-323.0;75.0;-29;91.0
427.0;364.0;-527.0;-196.0;-77;-528.0
258.0;-63.0;-518.0;-1530.0;-24;-162.0
272.0;131.0;-505.0;-171.0;-2;411.0
825.0;388.0;-853.0;219.0;-70;76.0
152.0;-43.0;-511.0;-158.0;-142;-55.0
419.0;589.0;-760.0;546.0;1;268.0
309.0;347.0;-440.0;116.0;-13;272.0
83.0;250.0;-394.0;-192.0;-6;36.0
235.0;-73.0;-344.0;128.0;10;32.0
589.0;50.0;-888.0;0.0;-1;114.0
107.0;-28.0;-422.0;62.0;-143;-145.0
189.0;-98.0;-414.0;-89.0;-4;-9.0
53.0;94.0;-327.0;270.0;-6;10.0
96.0;-40.0;-460.0;-31.0;-143;-231.0
398.0;385.0;-811.0;-30.0;0;-115.0
217.0;71.0;-473.0;-788.0;-45;86.0
400.0;375.0;-737.0;219.0;-100;-261.0
100.0;-80.0;-485.0;-218.0;-10;75.0
330.0;89.0;-711.0;-84.0;1;-341.0
451.0;218.0;-507.0;-366.0;-4;59.0
209.0;206.0;-394.0;431.0;-10;28.0
12.0;-51.0;-520.0;-3.0;-13;31.0
210.0;2.0;-830.0;29.0;-128;20.0
60.0;-71.0;-452.0;-9.0;-10;55.0
137.0;144.0;-827.0;-662.0;1;330.0
53.0;-52.0;-427.0;50.0;-11;74.0
408.0;79.0;-769.0;-406.0;-11;67.0
389.0;86.0;-619.0;275.0;-15;233.0
95.0;-343.0;-534.0;45.0;-39;84.0
57.0;-215.0;-419.0;124.0;-4;67.0
831.0;175.0;-744.0;163.0;-79;48.0
141.0;-89.0;-446.0;193.0;-91;84.0
134.0;-28.0;-408.0;-312.0;-68;-41.0
229.0;71.0;-464.0;-995.0;-34;-171.0
343.0;-48.0;-768.0;-86.0;-10;-64.0
9.0;-112.0;-353.0;56.0;-9;37.0
54.0;-69.0;-431.0;68.0;-10;77.0
203.0;399.0;-844.0;-920.0;-1;-72.0
129.0;390.0;-521.0;171.0;9;238.0
79.0;49.0;-679.0;-573.0;0;-475.0
296.0;-318.0;-405.0;579.0;-6;-19.0
842.0;222.0;-893.0;6.0;-164;-275.0
390.0;740.0;-525.0;1623.0;9;17.0
-6.0;61.0;-370.0;99.0;-10;52.0
630.0;67.0;-763.0;211.0;11;297.0
846.0;393.0;-990.0;74.0;0;-426.0
851.0;454.0;-909.0;-41.0;-83;-290.0
220.0;371.0;-702.0;51.0;-84;-512.0
-7.0;19.0;-342.0;42.0;-10;38.0
213.0;921.0;-642.0;-546.0;-1;216.0
97.0;46.0;-426.0;767.0;-10;-7.0
85.0;333.0;-337.0;-149.0;-10;-107.0
414.0;-313.0;-432.0;-97.0;-113;144.0
472.0;163.0;-667.0;89.0;-4;260.0
35.0;450.0;-399.0;65.0;-6;29.0
327.0;-74.0;-679.0;-100.0;-131;333.0
103.0;71.0;-435.0;112.0;-185;204.0
110.0;-21.0;-473.0;15.0;-142;-300.0
219.0;881.0;-689.0;-9.0;19;-153.0
78.0;445.0;-708.0;63.0;-4;124.0
-6.0;117.0;-383.0;-597.0;-7;-31.0
347.0;-86.0;-681.0;-4.0;-131;368.0
38.0;497.0;-404.0;81.0;-6;19.0
142.0;110.0;-556.0;623.0;-15;240.0
497.0;77.0;-616.0;-225.0;-3;399.0
530.0;159.0;-660.0;-188.0;-2;231.0
826.0;341.0;-746.0;-719.0;-74;-67.0
126.0;578.0;-538.0;274.0;-109;113.0
112.0;-32.0;-465.0;100.0;-142;-254.0
271.0;-11.0;-735.0;738.0;-82;191.0
427.0;-130.0;-444.0;-568.0;-29;65.0
267.0;-462.0;-479.0;293.0;-11;64.0
26.0;-82.0;-455.0;50.0;-14;10.0
764.0;215.0;-925.0;-223.0;11;-229.0
409.0;470.0;-729.0;491.0;-85;-285.0
65.0;60.0;-654.0;-419.0;0;-166.0
242.0;150.0;-282.0;-163.0;11;13.0
186.0;-154.0;-771.0;518.0;-7;244.0
364.0;95.0;-690.0;23.0;1;-360.0
620.0;274.0;-753.0;20.0;3;322.0
220.0;1889.0;-590.0;229.0;-59;258.0
158.0;-45.0;-790.0;60.0;-109;111.0
355.0;-312.0;-442.0;1072.0;-50;38.0
79.0;198.0;-782.0;195.0;3;177.0
19.0;445.0;-417.0;-8.0;-6;25.0
4.0;440.0;-396.0;27.0;-4;16.0
606.0;86.0;-740.0;-134.0;-101;96.0
161.0;-362.0;-513.0;814.0;-19;116.0
135.0;421.0;-369.0;-26.0;-7;148.0
274.0;-250.0;-441.0;311.0;-128;-407.0
154.0;1723.0;-667.0;621.0;-52;-8.0
220.0;-47.0;-464.0;-427.0;-15;-187.0
60.0;504.0;-420.0;22.0;-6;29.0
144.0;327.0;-482.0;-570.0;-6;-55.0
135.0;-12.0;-526.0;-227.0;-142;-155.0
138.0;-67.0;-492.0;314.0;-16;345.0
106.0;59.0;-534.0;-54.0;9;276.0
212.0;73.0;-421.0;-699.0;-66;-239.0
494.0;125.0;-715.0;-60.0;-23;218.0
189.0;457.0;-557.0;-29.0;-56;239.0
29.0;-58.0;-464.0;116.0;-15;109.0
311.0;-159.0;-644.0;-18.0;0;-416.0
72.0;-41.0;-428.0;356.0;-5;-410.0
329.0;-32.0;-587.0;1012.0;15;-62.0
79.0;-28.0;-440.0;196.0;-143;-465.0
155.0;858.0;-575.0;196.0;19;-522.0
230.0;-194.0;-465.0;-250.0;-14;69.0
158.0;-82.0;-469.0;-181.0;-20;-9.0
219.0;-89.0;-459.0;453.0;-28;67.0
158.0;579.0;-286.0;599.0;-1;97.0
52.0;-61.0;-423.0;46.0;-10;128.0
145.0;-17.0;-520.0;-217.0;-143;-78.0
29.0;432.0;-396.0;6.0;-6;28.0
42.0;-44.0;-667.0;123.0;1;-149.0
12.0;441.0;-404.0;32.0;-4;0.0
371.0;36.0;-785.0;-102.0;-66;-242.0
797.0;386.0;-731.0;525.0;-69;184.0
-7.0;432.0;-361.0;-53.0;-4;0.0
