InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax
-107.0;598;173.0;744.0;252;665.0;737;-43
-514.0;-52;152.0;127.0;13;102.0;672;-35
-442.0;-39;489.0;411.0;-9;400.0;634;-46
-452.0;-56;494.0;413.0;48;404.0;555;13
-494.0;23;507.0;446.0;-10;423.0;753;-139
-544.0;-30;481.0;495.0;40;452.0;656;-48
-531.0;-21;173.0;130.0;10;118.0;674;-31
-152.0;16;50.0;775.0;21;548.0;688;85
-153.0;6;67.0;779.0;39;549.0;675;97
-26.0;-29;110.0;795.0;4;546.0;624;66
-171.0;148;-69.0;810.0;25;516.0;643;-76
-554.0;-20;241.0;131.0;22;167.0;657;-21
-644.0;24;337.0;168.0;21;242.0;661;0
-287.0;123;29.0;683.0;54;471.0;661;-48
-275.0;123;11.0;675.0;27;462.0;689;-40
-271.0;-109;-2.0;665.0;-58;456.0;771;-40
-676.0;-33;324.0;235.0;18;221.0;657;-2
-135.0;-192;1.0;674.0;58;468.0;691;124
-657.0;-69;491.0;272.0;64;320.0;763;-19
-675.0;-43;317.0;242.0;13;213.0;658;-8
-670.0;5;301.0;244.0;24;201.0;643;-2
-670.0;0;301.0;244.0;14;201.0;652;7
-667.0;-46;309.0;247.0;16;204.0;652;-1
-664.0;-43;314.0;249.0;19;206.0;649;-5
-551.0;26;265.0;-81.0;12;-180.0;669;-3
-662.0;-39;323.0;260.0;10;213.0;652;-16
-249.0;59;129.0;787.0;-25;587.0;643;-117
-500.0;-12;228.0;-82.0;12;-154.0;668;0
-406.0;-18;206.0;-88.0;22;-132.0;667;-14
-593.0;-1;282.0;-84.0;14;-162.0;683;12
-217.0;7;169.0;797.0;12;588.0;679;21
11.0;-1;43.0;787.0;18;585.0;667;23
2.0;54;60.0;789.0;17;587.0;672;31
194.0;-22;-111.0;817.0;12;572.0;749;-3
-45.0;62;117.0;787.0;16;581.0;645;40
-61.0;51;119.0;787.0;27;581.0;643;53
-48.0;131;108.0;790.0;35;577.0;632;56
-21.0;99;32.0;778.0;54;601.0;635;85
-616.0;-25;415.0;175.0;22;268.0;698;-1
-609.0;-25;410.0;174.0;23;266.0;697;-2
-606.0;-15;411.0;173.0;17;265.0;700;6
-594.0;-7;389.0;158.0;20;247.0;695;3
-591.0;-31;378.0;139.0;26;234.0;692;1
-583.0;-28;382.0;139.0;17;235.0;700;-4
-609.0;25;391.0;134.0;15;238.0;705;1
-563.0;-148;420.0;307.0;67;329.0;659;1
-601.0;79;435.0;324.0;17;342.0;667;-72
-628.0;-29;441.0;354.0;5;357.0;689;-61
-636.0;-51;443.0;369.0;31;369.0;670;-60
-685.0;-2;413.0;126.0;5;251.0;709;16
-698.0;21;450.0;181.0;15;279.0;709;6
-664.0;66;416.0;174.0;10;262.0;712;5
-587.0;86;346.0;163.0;-3;222.0;730;4
-51.0;-105;284.0;761.0;29;618.0;662;2
-525.0;-88;318.0;55.0;27;175.0;668;14
-418.0;781;206.0;136.0;-226;136.0;743;90
-607.0;16;373.0;76.0;12;215.0;700;-4
-678.0;-668;452.0;326.0;3314;341.0;1878;-1711
-395.0;-36;410.0;518.0;129;486.0;494;105
-408.0;-139;404.0;509.0;-6;483.0;577;65
-626.0;-9;388.0;82.0;21;223.0;693;-5
-418.0;24;340.0;107.0;22;213.0;714;-38
-91.0;-138;301.0;753.0;30;626.0;653;-9
-95.0;-65;292.0;758.0;28;623.0;655;-14
-602.0;3;417.0;166.0;22;271.0;705;-11
-498.0;-355;282.0;338.0;-393;321.0;1137;524
258.0;-5;-52.0;860.0;64;457.0;670;82
-589.0;27;470.0;191.0;19;298.0;708;-45
-593.0;17;486.0;178.0;22;297.0;702;-62
249.0;-6;-35.0;889.0;65;402.0;679;80
228.0;6;-34.0;903.0;67;371.0;676;78
-557.0;29;439.0;76.0;0;202.0;715;-115
215.0;-67;-40.0;912.0;61;346.0;686;89
-250.0;-352;110.0;-93.0;-94;0.0;695;-56
-317.0;-55;116.0;-20.0;11;120.0;722;-175
-288.0;-30;111.0;-26.0;-19;128.0;624;-63
-291.0;-21;107.0;-1.0;60;142.0;686;-126
-210.0;-17;-148.0;294.0;26;110.0;631;49
-241.0;-50;-117.0;285.0;-25;114.0;521;-40
-304.0;-842;38.0;613.0;-62;521.0;613;-4
-293.0;686;14.0;751.0;841;564.0;135;-366
-102.0;112;-153.0;267.0;-1;140.0;674;117
-46.0;-39;-251.0;379.0;17;226.0;648;60
-4.0;-171;-272.0;416.0;-61;243.0;674;14
215.0;4;-323.0;433.0;-4;287.0;697;44
227.0;-28;-324.0;435.0;12;282.0;629;-37
223.0;-12;-295.0;451.0;16;270.0;670;-20
159.0;-56;-286.0;461.0;26;263.0;671;-33
146.0;-75;-321.0;326.0;-45;239.0;714;10
128.0;134;-312.0;314.0;71;231.0;619;28
44.0;46;-299.0;282.0;26;207.0;666;26
-576.0;-190;394.0;324.0;41;370.0;654;13
-534.0;67;401.0;235.0;76;320.0;592;-24
1.0;145;-307.0;277.0;24;207.0;659;48
-281.0;11;-143.0;217.0;21;61.0;657;10
-313.0;-36;-129.0;216.0;12;52.0;661;7
-392.0;-84;-66.0;201.0;-2;11.0;683;-17
-375.0;-40;-47.0;194.0;11;2.0;665;-5
-383.0;-23;-38.0;189.0;21;-1.0;656;7
-612.0;-179;390.0;184.0;63;272.0;664;-60
-332.0;1539;557.0;705.0;2911;578.0;2191;1465
-399.0;-54;10.0;153.0;19;-25.0;659;12
-399.0;-29;22.0;141.0;8;-35.0;656;-6
-396.0;-5;44.0;131.0;19;-47.0;648;0
-399.0;-4;57.0;127.0;17;-54.0;648;-5
-410.0;-35;71.0;122.0;18;-63.0;651;-6
-617.0;-140;206.0;17.0;16;-155.0;667;-40
-613.0;-36;174.0;64.0;26;-131.0;666;-6
-573.0;-23;130.0;78.0;16;-102.0;669;-16
-482.0;-25;239.0;66.0;13;-159.0;656;4
-424.0;-17;205.0;66.0;20;-131.0;651;-2
-592.0;35;400.0;118.0;29;229.0;671;-89
-543.0;13;97.0;88.0;14;-76.0;682;-21
-537.0;2;96.0;91.0;18;-68.0;675;-17
-344.0;-5;161.0;72.0;19;-103.0;648;-2
-342.0;-15;164.0;80.0;19;-102.0;652;0
-535.0;0;84.0;81.0;17;-52.0;667;-37
-553.0;51;105.0;73.0;14;-57.0;662;-28
-680.0;-150;248.0;108.0;-92;184.0;695;-270
-578.0;-10;124.0;83.0;12;-65.0;671;-57
-633.0;15;72.0;133.0;15;-40.0;650;-3
-576.0;27;317.0;146.0;26;240.0;677;-23
-619.0;-54;416.0;416.0;66;414.0;590;0
-343.0;-14;173.0;73.0;18;-108.0;651;-3
-657.0;9;73.0;115.0;23;-37.0;641;3
-599.0;44;67.0;105.0;22;-35.0;639;9
-375.0;105;422.0;356.0;105;382.0;660;169
-379.0;-125;406.0;446.0;48;437.0;633;-22
-385.0;-95;397.0;458.0;9;447.0;687;-26
-398.0;79;378.0;472.0;21;453.0;577;88
-438.0;5;94.0;86.0;12;-52.0;658;17
-348.0;-5;109.0;74.0;20;-65.0;649;-5
-338.0;-5;111.0;72.0;18;-66.0;651;-2
-314.0;11;110.0;66.0;14;-68.0;656;2
-939.0;795;552.0;242.0;670;264.0;492;471
-523.0;55;331.0;358.0;39;375.0;669;-43
-311.0;-36;114.0;60.0;18;-68.0;650;-7
-376.0;1;160.0;53.0;18;-96.0;654;7
-380.0;-6;163.0;57.0;17;-103.0;658;3
-376.0;-15;165.0;58.0;21;-102.0;661;9
-553.0;-548;524.0;456.0;11;470.0;487;-506
-641.0;54;409.0;241.0;23;296.0;590;86
-359.0;-33;153.0;58.0;17;-99.0;652;5
-295.0;-13;124.0;67.0;16;-73.0;658;6
-646.0;-23;491.0;301.0;18;384.0;651;6
-550.0;29;592.0;-535.0;53;-540.0;651;-105
-649.0;-7;492.0;299.0;22;386.0;654;-2
-566.0;90;490.0;427.0;136;410.0;643;72
-688.0;1678;410.0;289.0;45;313.0;791;400
319.0;1;132.0;777.0;8;623.0;759;-5
-658.0;35;487.0;280.0;15;369.0;656;-3
345.0;38;92.0;761.0;16;644.0;753;2
340.0;-1;103.0;758.0;12;648.0;754;-3
335.0;0;106.0;757.0;13;649.0;755;0
333.0;15;107.0;756.0;14;649.0;757;2
332.0;-23;111.0;756.0;14;650.0;757;1
319.0;-3;110.0;754.0;13;651.0;754;-2
333.0;-28;78.0;755.0;13;653.0;758;4
352.0;4;74.0;756.0;12;652.0;753;1
396.0;-13;-115.0;743.0;22;638.0;645;-4
426.0;-16;-127.0;733.0;11;648.0;664;2
-314.0;-3;329.0;776.0;17;593.0;748;1
-313.0;-3;327.0;775.0;14;593.0;752;1
-318.0;13;358.0;770.0;12;591.0;756;-3
-314.0;-18;358.0;770.0;18;592.0;745;-1
-615.0;-485;585.0;404.0;128;444.0;527;230
-638.0;8;491.0;354.0;16;394.0;672;-4
-649.0;149;857.0;555.0;6;236.0;687;-25
-652.0;-4;518.0;431.0;14;430.0;668;16
-573.0;-7;515.0;432.0;20;478.0;690;-44
-567.0;-8;519.0;440.0;36;484.0;691;-118
-313.0;-1;356.0;770.0;16;592.0;745;-8
-305.0;-4;357.0;769.0;12;592.0;756;5
-296.0;-4;360.0;769.0;12;591.0;754;5
-267.0;-1746;-216.0;650.0;-1003;443.0;2395;-1713
-667.0;-16;497.0;240.0;16;366.0;655;3
-298.0;7;317.0;753.0;10;623.0;751;0
-660.0;-8;499.0;252.0;18;372.0;651;5
-314.0;7;324.0;762.0;10;610.0;751;0
-265.0;8;331.0;769.0;10;600.0;751;0
-266.0;8;330.0;768.0;10;600.0;752;0
-268.0;7;332.0;767.0;10;601.0;752;0
-267.0;9;335.0;767.0;11;601.0;751;-1
-269.0;17;334.0;765.0;19;603.0;748;-4
298.0;5;131.0;748.0;13;656.0;767;-2
380.0;-21;114.0;749.0;15;656.0;764;-2
557.0;-14;-675.0;579.0;14;462.0;670;7
363.0;42;-449.0;589.0;35;422.0;673;-68
305.0;72;-455.0;574.0;11;414.0;717;-20
-668.0;10;501.0;240.0;20;367.0;654;4
-528.0;1202;146.0;-35.0;597;63.0;476;123
-64.0;-3108;-81.0;667.0;-2017;487.0;2971;-186
434.0;-1041;-299.0;776.0;-51;544.0;875;89
-905.0;69;376.0;133.0;34;208.0;613;77
274.0;-15;-156.0;890.0;-62;362.0;739;37
213.0;-10;-93.0;922.0;14;335.0;669;8
181.0;-76;-51.0;933.0;30;289.0;664;34
224.0;-67;-42.0;926.0;31;300.0;673;50
-707.0;33;440.0;89.0;40;210.0;652;47
-649.0;-10;495.0;298.0;22;386.0;654;-3
259.0;82;147.0;698.0;12;707.0;577;-3
255.0;63;143.0;702.0;85;704.0;516;-15
-800.0;-75;350.0;117.0;22;207.0;659;-45
220.0;-84;-43.0;925.0;51;307.0;675;62
-555.0;-437;293.0;-65.0;-489;-134.0;1464;-510
248.0;209;149.0;708.0;5;697.0;624;1
252.0;199;144.0;709.0;25;696.0;614;-12
258.0;55;136.0;708.0;38;697.0;627;3
263.0;72;134.0;708.0;-62;697.0;668;3
-771.0;13;373.0;301.0;65;324.0;551;91
272.0;66;130.0;709.0;-76;697.0;677;11
296.0;5;122.0;709.0;13;697.0;646;3
324.0;1;107.0;708.0;11;698.0;652;4
-42.0;-196;268.0;754.0;-79;635.0;721;-98
332.0;-5;105.0;706.0;21;700.0;644;-2
302.0;13;120.0;707.0;22;698.0;642;-3
276.0;-15;135.0;714.0;22;691.0;643;0
263.0;-21;145.0;715.0;22;689.0;642;-1
327.0;-2;-14.0;770.0;18;633.0;665;2
332.0;-35;-18.0;772.0;-1;630.0;676;1
-660.0;-5;496.0;280.0;16;378.0;654;5
334.0;0;-21.0;775.0;21;625.0;663;3
419.0;14;-631.0;580.0;21;368.0;653;-13
-562.0;40;577.0;568.0;16;449.0;691;130
-660.0;-5;499.0;276.0;16;376.0;653;5
349.0;53;-471.0;617.0;21;354.0;660;-21
256.0;-57;-467.0;608.0;25;358.0;661;-24
-663.0;-4;497.0;273.0;16;375.0;654;4
380.0;36;-328.0;755.0;21;466.0;667;3
-747.0;4;459.0;170.0;18;283.0;700;14
-742.0;-13;429.0;137.0;12;262.0;714;1
-656.0;26;299.0;-124.0;16;-142.0;671;-7
-670.0;-4;345.0;-111.0;17;-168.0;673;-8
378.0;36;-290.0;767.0;21;500.0;667;3
369.0;36;-268.0;767.0;21;531.0;667;3
-61.0;1749;-51.0;755.0;347;568.0;537;-527
-687.0;8;387.0;-194.0;15;-177.0;674;-6
-649.0;45;321.0;-85.0;14;-169.0;671;1
-644.0;47;314.0;-84.0;13;-168.0;670;2
370.0;2;-173.0;753.0;15;612.0;649;-6
379.0;8;-171.0;755.0;16;610.0;647;0
382.0;-2;-168.0;757.0;14;608.0;648;7
388.0;-4;-171.0;766.0;13;599.0;642;12
380.0;-56;-215.0;795.0;22;525.0;653;-7
507.0;181;-161.0;844.0;-27;527.0;791;45
386.0;-1;-188.0;783.0;16;570.0;669;7
309.0;-23;-58.0;740.0;19;667.0;699;2
-610.0;188;409.0;411.0;-30;409.0;598;343
-674.0;-45;464.0;334.0;13;359.0;679;-15
-639.0;53;311.0;-84.0;17;-168.0;675;-1
371.0;-46;-89.0;743.0;21;658.0;701;3
330.0;-16;-24.0;778.0;19;622.0;661;-1
325.0;20;-2.0;788.0;18;609.0;664;0
-667.0;9;502.0;237.0;18;366.0;654;4
385.0;3;-249.0;841.0;22;373.0;656;39
-762.0;-24;731.0;488.0;19;254.0;663;-2
-645.0;-26;290.0;-46.0;19;-179.0;677;6
445.0;8;-309.0;677.0;18;192.0;669;25
-669.0;51;504.0;249.0;-43;302.0;623;29
-638.0;-203;561.0;328.0;225;376.0;678;-382
444.0;-5;-325.0;698.0;12;228.0;663;6
442.0;-4;-332.0;704.0;15;240.0;672;21
319.0;1;-53.0;804.0;16;584.0;653;0
403.0;-3;-212.0;737.0;20;632.0;661;2
391.0;-33;-205.0;741.0;13;629.0;661;-6
392.0;5;-200.0;748.0;18;621.0;660;-4
434.0;-21;-344.0;713.0;16;271.0;661;16
290.0;35;-84.0;811.0;76;551.0;595;-51
-325.0;-18;425.0;702.0;13;626.0;681;140
490.0;686;-189.0;848.0;53;515.0;659;62
-650.0;-32;479.0;250.0;-133;291.0;576;39
222.0;-96;-522.0;466.0;17;254.0;666;-10
360.0;113;-123.0;759.0;-48;594.0;722;-104
325.0;-3;-61.0;766.0;32;607.0;665;-144
-673.0;-10;499.0;254.0;18;369.0;653;4
-678.0;7;499.0;242.0;18;368.0;654;2
-675.0;33;504.0;238.0;20;369.0;653;2
-519.0;2212;125.0;42.0;314;-41.0;2201;-1702
-278.0;-22;261.0;839.0;36;532.0;630;-20
-318.0;-64;245.0;832.0;-27;535.0;764;19
-332.0;17;222.0;827.0;-27;535.0;710;-135
-672.0;21;507.0;239.0;16;370.0;656;10
-672.0;8;506.0;238.0;20;370.0;650;7
-263.0;-71;248.0;808.0;-157;558.0;799;5
-306.0;23;272.0;809.0;42;550.0;673;18
-330.0;-35;331.0;823.0;0;546.0;815;100
-320.0;-47;315.0;824.0;-12;550.0;815;57
-752.0;-8;514.0;320.0;27;350.0;651;26
-624.0;29;310.0;-74.0;13;-204.0;668;-2
-643.0;15;310.0;-32.0;20;-204.0;654;10
-139.0;-130;248.0;779.0;75;575.0;774;228
-672.0;16;504.0;236.0;23;368.0;652;-3
-668.0;-10;499.0;237.0;17;367.0;656;-2
-353.0;-118;218.0;741.0;-11;560.0;847;63
-701.0;45;512.0;291.0;10;336.0;685;19
-667.0;18;501.0;236.0;17;367.0;656;1
-470.0;-89;136.0;717.0;5;554.0;828;59
-491.0;-90;139.0;721.0;14;561.0;815;39
-644.0;7;330.0;-34.0;24;-217.0;656;-2
-636.0;56;449.0;415.0;47;409.0;664;-9
409.0;-16;-264.0;762.0;18;529.0;669;-3
397.0;-6;-260.0;770.0;19;512.0;668;0
-656.0;-25;502.0;269.0;20;383.0;651;7
-652.0;0;507.0;278.0;14;389.0;654;8
395.0;-10;-262.0;771.0;17;506.0;674;-6
-707.0;34;430.0;344.0;34;370.0;682;86
-653.0;-4;507.0;282.0;23;390.0;648;10
-701.0;-52;674.0;344.0;32;387.0;655;7
-558.0;-104;462.0;518.0;9;474.0;655;52
-659.0;21;497.0;289.0;20;384.0;648;4
-650.0;-20;492.0;286.0;16;384.0;652;4
-629.0;1103;438.0;411.0;-10;281.0;977;-493
-229.0;402;-246.0;650.0;798;458.0;430;-603
-651.0;3;490.0;285.0;19;383.0;653;-1
-650.0;-12;490.0;286.0;20;384.0;650;6
-652.0;-18;486.0;299.0;19;387.0;650;6
-534.0;-50;516.0;551.0;27;517.0;673;45
128.0;-1221;-51.0;-738.0;74;-603.0;668;-212
-538.0;-4;498.0;496.0;65;505.0;673;83
-133.0;-65;146.0;-778.0;6;-455.0;650;0
-588.0;6;582.0;552.0;20;441.0;682;129
-666.0;2;502.0;236.0;18;367.0;656;0
-740.0;-30;598.0;186.0;19;306.0;681;-124
-684.0;-15;470.0;111.0;20;293.0;660;-25
-737.0;3;674.0;653.0;16;236.0;652;-3
-629.0;3;357.0;-17.0;22;-231.0;668;3
-820.0;25;268.0;34.0;6;137.0;682;-3
-739.0;-160;495.0;166.0;19;245.0;662;25
-607.0;-1224;304.0;-49.0;-66;-182.0;614;110
-542.0;15;396.0;-49.0;15;-247.0;681;0
-688.0;13;456.0;-2.0;20;295.0;664;-8
-53.0;-109;83.0;781.0;-85;596.0;855;399
-694.0;-36;457.0;5.0;17;294.0;666;1
-541.0;19;380.0;-47.0;22;-238.0;673;2
-629.0;-38;495.0;-126.0;27;-262.0;663;4
339.0;-61;-210.0;796.0;24;541.0;654;19
426.0;1105;-236.0;727.0;800;604.0;369;-520
449.0;-138;-274.0;748.0;68;569.0;635;-260
-931.0;-11;601.0;202.0;50;248.0;553;136
393.0;-28;-293.0;689.0;21;583.0;669;1
401.0;6;-321.0;662.0;17;595.0;676;6
402.0;9;-326.0;660.0;18;596.0;668;-2
374.0;38;-332.0;679.0;8;531.0;659;-7
-70.0;50;390.0;734.0;24;633.0;658;-1
-660.0;-3;331.0;-42.0;24;-228.0;670;7
480.0;1364;-384.0;735.0;5;523.0;566;9
589.0;53;-582.0;669.0;19;512.0;682;53
-549.0;12;376.0;-74.0;18;-212.0;659;1
491.0;-501;-367.0;778.0;21;489.0;743;-21
-550.0;19;375.0;-72.0;9;-209.0;664;12
-543.0;-41;385.0;-55.0;16;-226.0;666;-23
-536.0;-89;360.0;-42.0;16;-214.0;662;-21
405.0;-36;-496.0;649.0;-135;455.0;405;-432
-420.0;-12;512.0;660.0;7;559.0;677;-7
-228.0;1;503.0;735.0;17;597.0;653;8
96.0;1756;-40.0;781.0;-1383;585.0;2652;1481
-145.0;-7;431.0;756.0;18;599.0;656;-3
-120.0;-32;410.0;762.0;14;598.0;665;6
252.0;-381;-39.0;810.0;45;562.0;867;179
237.0;-125;-514.0;484.0;29;275.0;684;111
-515.0;45;394.0;-55.0;14;-225.0;672;-12
323.0;-75;-60.0;811.0;72;566.0;530;-92
409.0;-16;-170.0;799.0;21;554.0;657;0
-668.0;-13;502.0;236.0;15;366.0;653;3
515.0;-3;-250.0;736.0;33;524.0;665;143
-497.0;15;418.0;-53.0;14;-236.0;678;15
-706.0;-361;619.0;-289.0;-755;-333.0;1078;-97
-527.0;36;443.0;-88.0;16;-241.0;670;1
-635.0;351;712.0;-452.0;29;-357.0;625;-109
433.0;25;-280.0;749.0;16;557.0;664;7
465.0;-148;-185.0;722.0;17;645.0;667;-2
258.0;-2072;-142.0;715.0;21;527.0;636;-74
-650.0;50;365.0;-31.0;17;-239.0;667;-1
-652.0;33;372.0;-29.0;13;-244.0;669;0
-680.0;-10;433.0;-211.0;21;-163.0;661;3
-275.0;-34;491.0;756.0;18;562.0;824;4
-304.0;21;505.0;758.0;13;551.0;828;1
-720.0;4;486.0;-250.0;17;-211.0;663;3
450.0;-27;-167.0;749.0;16;618.0;661;-2
455.0;-25;-177.0;727.0;21;643.0;655;-4
341.0;-692;-109.0;763.0;182;629.0;540;-177
341.0;184;-286.0;-728.0;223;-511.0;502;-313
449.0;9;-151.0;724.0;17;654.0;660;2
58.0;-9;-19.0;-725.0;25;-509.0;658;18
413.0;144;-206.0;763.0;0;604.0;665;106
-663.0;676;313.0;-107.0;69;-213.0;651;29
464.0;0;89.0;755.0;8;651.0;772;-3
439.0;-8;-138.0;738.0;16;638.0;649;-5
-703.0;-55;396.0;-149.0;17;-248.0;672;-7
318.0;-23;-140.0;946.0;18;227.0;661;-3
427.0;-12;-269.0;751.0;19;561.0;667;0
-648.0;98;539.0;476.0;13;433.0;627;105
-1.0;75;557.0;747.0;8;598.0;664;-72
442.0;-44;-353.0;714.0;18;288.0;660;45
429.0;-22;-271.0;749.0;21;562.0;668;0
-433.0;-2270;473.0;419.0;161;391.0;578;337
447.0;5;-148.0;725.0;16;652.0;656;-4
448.0;-3;-142.0;725.0;19;653.0;658;-1
448.0;-25;-145.0;725.0;23;653.0;654;-2
443.0;5;-271.0;756.0;20;586.0;653;-5
499.0;-20;-328.0;744.0;19;544.0;664;-7
446.0;-4;-144.0;725.0;22;653.0;658;2
448.0;-2;-154.0;726.0;14;651.0;661;-1
453.0;55;-295.0;754.0;31;540.0;671;-108
281.0;-36;-157.0;957.0;15;257.0;668;-14
467.0;26;-286.0;745.0;20;591.0;655;5
277.0;-19;-168.0;954.0;22;246.0;662;-14
300.0;8;-170.0;951.0;15;251.0;670;-5
296.0;32;-147.0;947.0;13;230.0;666;2
-758.0;15;771.0;465.0;21;284.0;660;-14
304.0;-25;-141.0;947.0;15;232.0;663;6
-687.0;16;322.0;-67.0;16;-200.0;662;0
-278.0;-6;584.0;688.0;23;612.0;663;3
293.0;20;-131.0;953.0;22;229.0;664;0
291.0;-26;-175.0;953.0;20;230.0;658;-5
431.0;20;101.0;751.0;12;654.0;771;1
288.0;-14;-167.0;954.0;17;231.0;664;1
449.0;-25;-143.0;737.0;16;637.0;652;-3
-51.0;2811;-58.0;693.0;-358;504.0;1103;20
436.0;5;-154.0;740.0;22;626.0;655;0
-679.0;15;328.0;-63.0;17;-207.0;661;1
289.0;-16;-139.0;954.0;18;231.0;663;0
-670.0;15;329.0;-63.0;17;-210.0;661;1
289.0;-32;-135.0;955.0;20;232.0;657;-7
-680.0;-1507;396.0;152.0;947;241.0;133;361
277.0;-32;-546.0;564.0;62;219.0;683;110
-739.0;-270;589.0;200.0;84;294.0;633;76
306.0;-31;-142.0;949.0;18;256.0;664;-3
-666.0;4;344.0;-50.0;20;-226.0;673;10
-758.0;21;533.0;-167.0;18;-316.0;661;1
-667.0;-8;348.0;-49.0;10;-236.0;686;0
500.0;3;-319.0;708.0;17;621.0;655;0
548.0;-57;-354.0;716.0;17;592.0;673;30
423.0;16;-320.0;779.0;16;480.0;659;-5
414.0;20;-341.0;649.0;20;601.0;669;0
450.0;5;28.0;761.0;9;643.0;771;-8
660.0;-8;-59.0;754.0;12;653.0;757;-1
261.0;-162;-424.0;644.0;62;485.0;569;-135
-421.0;-107;494.0;656.0;17;554.0;625;68
415.0;26;-340.0;648.0;22;602.0;666;-3
512.0;-167;-437.0;685.0;71;458.0;646;123
500.0;-29;-401.0;728.0;23;508.0;655;2
428.0;-5;35.0;768.0;15;636.0;762;-7
429.0;-21;-322.0;776.0;19;487.0;654;-8
458.0;-29;-345.0;762.0;20;503.0;661;3
417.0;1;-340.0;645.0;19;603.0;668;0
418.0;-29;-341.0;645.0;18;602.0;667;-2
615.0;15;-515.0;709.0;16;564.0;681;-15
620.0;-13;-615.0;657.0;4;497.0;682;88
416.0;5;-346.0;644.0;18;603.0;670;1
446.0;38;30.0;779.0;5;622.0;774;-9
417.0;-14;-345.0;643.0;16;603.0;669;-2
416.0;4;-345.0;644.0;18;603.0;671;5
410.0;-35;-340.0;652.0;12;598.0;672;3
449.0;1;-288.0;769.0;21;535.0;661;1
428.0;-10;-268.0;773.0;23;538.0;657;0
503.0;210;-389.0;723.0;51;541.0;653;-48
317.0;-15;-192.0;948.0;19;245.0;664;-3
309.0;-10;-146.0;948.0;22;260.0;663;-1
306.0;-56;-149.0;948.0;21;258.0;663;-7
-1067.0;-111;627.0;147.0;28;232.0;670;-75
-796.0;-25;688.0;-299.0;14;-312.0;660;9
525.0;-7;-423.0;-687.0;18;-583.0;653;-3
-531.0;-1316;-157.0;69.0;70;115.0;581;-107
452.0;25;-159.0;723.0;16;653.0;661;4
465.0;27;64.0;762.0;15;642.0;773;4
464.0;-25;53.0;762.0;15;642.0;769;5
-386.0;-4;641.0;681.0;17;580.0;667;2
500.0;-4;-400.0;728.0;19;509.0;656;-3
455.0;15;-173.0;727.0;20;644.0;652;-6
38.0;-416;-17.0;732.0;-498;528.0;1547;1553
466.0;1;-344.0;756.0;19;512.0;661;0
388.0;-4;-233.0;943.0;19;233.0;664;-3
307.0;56;-206.0;955.0;22;257.0;723;2
458.0;10;-179.0;727.0;14;642.0;667;3
-513.0;-55;285.0;180.0;-815;237.0;2577;-1009
487.0;139;-375.0;701.0;259;528.0;1004;486
335.0;-19;-170.0;947.0;15;239.0;675;8
295.0;-35;-187.0;955.0;13;225.0;675;4
