InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LLA magneticY
631.0;?;?;620.0;?;524.0;-725.0;625.0;?
617.0;-177;833.0;612.0;578.0;530.0;-719.0;?;751.0
609.0;-178;828.0;611.0;577.0;537.0;?;613.0;?
?;-178;823.0;607.0;571.0;545.0;?;610.0;619.0
701.0;-178;824.0;601.0;557.0;545.0;?;614.0;533.0
520.0;-177;827.0;?;552.0;543.0;?;628.0;474.0
475.0;-179;?;592.0;547.0;542.0;?;645.0;416.0
453.0;-178;838.0;587.0;545.0;536.0;-675.0;661.0;?
438.0;-175;845.0;578.0;542.0;526.0;-669.0;?;326.0
392.0;?;851.0;570.0;542.0;513.0;-663.0;682.0;304.0
344.0;-170;856.0;562.0;541.0;500.0;-657.0;690.0;?
?;?;860.0;554.0;539.0;489.0;-651.0;?;288.0
239.0;-172;862.0;549.0;539.0;480.0;-645.0;?;276.0
220.0;-172;?;545.0;539.0;475.0;-640.0;702.0;263.0
222.0;-215;864.0;540.0;540.0;?;-635.0;704.0;250.0
229.0;?;864.0;?;541.0;471.0;-631.0;706.0;234.0
253.0;216;862.0;535.0;?;474.0;?;?;216.0
?;?;859.0;539.0;545.0;?;-630.0;715.0;198.0
361.0;?;854.0;544.0;547.0;489.0;?;?;182.0
421.0;62;848.0;?;547.0;498.0;-637.0;?;169.0
462.0;?;841.0;564.0;546.0;509.0;-645.0;715.0;160.0
536.0;84;836.0;?;?;518.0;-653.0;713.0;?
574.0;125;?;583.0;?;525.0;-659.0;713.0;145.0
647.0;125;825.0;594.0;533.0;530.0;?;716.0;142.0
651.0;167;821.0;604.0;?;530.0;-667.0;?;?
538.0;189;821.0;613.0;?;529.0;-676.0;?;200.0
435.0;-90;822.0;619.0;?;529.0;-691.0;?;267.0
?;-220;823.0;?;531.0;530.0;-709.0;714.0;?
436.0;-145;?;620.0;531.0;529.0;-726.0;712.0;484.0
399.0;-184;?;?;531.0;529.0;?;710.0;?
?;?;824.0;618.0;529.0;530.0;-751.0;708.0;718.0
?;-163;822.0;619.0;527.0;532.0;-757.0;708.0;?
?;-192;819.0;622.0;?;536.0;-758.0;706.0;853.0
455.0;-149;816.0;?;519.0;542.0;-754.0;?;885.0
?;-215;812.0;623.0;516.0;550.0;-746.0;700.0;889.0
583.0;-120;807.0;?;514.0;558.0;-737.0;697.0;870.0
595.0;182;802.0;612.0;509.0;?;-730.0;693.0;840.0
624.0;196;797.0;608.0;503.0;572.0;-722.0;687.0;773.0
747.0;?;795.0;?;488.0;577.0;-714.0;686.0;?
618.0;196;?;589.0;?;574.0;-704.0;691.0;562.0
478.0;169;798.0;?;468.0;569.0;?;700.0;465.0
475.0;184;795.0;573.0;459.0;561.0;-677.0;710.0;382.0
447.0;179;795.0;562.0;454.0;550.0;-668.0;?;?
397.0;174;795.0;549.0;452.0;539.0;-662.0;726.0;290.0
343.0;188;795.0;?;449.0;?;-655.0;734.0;272.0
291.0;163;792.0;526.0;444.0;?;-650.0;?;?
237.0;202;786.0;516.0;441.0;506.0;-645.0;750.0;268.0
202.0;144;?;509.0;441.0;495.0;-641.0;756.0;274.0
213.0;-168;774.0;?;443.0;484.0;-638.0;763.0;278.0
230.0;-235;?;500.0;444.0;475.0;-636.0;767.0;281.0
241.0;67;765.0;497.0;448.0;469.0;-637.0;770.0;283.0
?;161;760.0;497.0;451.0;466.0;-639.0;771.0;283.0
286.0;57;754.0;501.0;454.0;467.0;?;772.0;290.0
334.0;55;746.0;508.0;455.0;472.0;?;774.0;?
?;70;737.0;520.0;?;479.0;-653.0;773.0;296.0
?;?;728.0;533.0;445.0;485.0;-659.0;?;287.0
494.0;107;722.0;550.0;439.0;?;-665.0;770.0;279.0
?;146;?;568.0;435.0;?;-671.0;766.0;266.0
?;?;710.0;585.0;433.0;?;-674.0;763.0;249.0
514.0;178;?;597.0;433.0;492.0;?;761.0;?
454.0;189;716.0;?;436.0;498.0;-683.0;759.0;283.0
468.0;-100;721.0;605.0;438.0;503.0;-692.0;757.0;?
463.0;?;727.0;602.0;441.0;506.0;?;?;406.0
396.0;-146;?;599.0;444.0;?;-714.0;755.0;477.0
371.0;-185;734.0;597.0;447.0;510.0;-720.0;753.0;550.0
?;-161;?;596.0;?;?;-722.0;?;?
422.0;?;740.0;596.0;?;514.0;?;751.0;?
?;-190;742.0;597.0;452.0;517.0;-715.0;750.0;624.0
?;-153;743.0;?;451.0;521.0;?;748.0;614.0
551.0;-214;744.0;598.0;?;526.0;?;744.0;578.0
?;?;745.0;?;449.0;?;-695.0;740.0;535.0
596.0;190;745.0;589.0;446.0;536.0;?;?;?
693.0;?;747.0;586.0;438.0;541.0;?;729.0;416.0
739.0;142;754.0;574.0;421.0;541.0;-688.0;?;339.0
546.0;?;761.0;568.0;414.0;540.0;-686.0;727.0;268.0
495.0;44;764.0;562.0;407.0;537.0;?;729.0;?
?;-211;763.0;?;400.0;531.0;?;733.0;182.0
425.0;-177;760.0;545.0;396.0;525.0;?;737.0;161.0
383.0;-171;756.0;536.0;393.0;517.0;?;?;151.0
353.0;?;751.0;527.0;389.0;508.0;-660.0;747.0;141.0
298.0;-161;746.0;519.0;388.0;496.0;-654.0;751.0;134.0
?;-196;?;?;386.0;485.0;-649.0;?;123.0
236.0;-164;?;?;388.0;474.0;-645.0;757.0;118.0
249.0;?;?;505.0;393.0;463.0;-642.0;?;107.0
248.0;-207;726.0;502.0;397.0;455.0;?;762.0;101.0
245.0;60;721.0;500.0;?;?;-640.0;763.0;88.0
296.0;150;716.0;501.0;408.0;?;-642.0;765.0;74.0
297.0;?;712.0;506.0;?;448.0;?;765.0;58.0
335.0;59;?;?;418.0;454.0;-648.0;763.0;37.0
427.0;70;715.0;527.0;421.0;461.0;-653.0;761.0;?
458.0;82;?;539.0;?;?;-658.0;?;-6.0
485.0;110;722.0;?;419.0;471.0;-665.0;?;?
547.0;148;722.0;570.0;417.0;474.0;-670.0;760.0;-58.0
515.0;?;721.0;585.0;416.0;475.0;-672.0;?;-75.0
478.0;185;726.0;?;420.0;?;-675.0;758.0;?
454.0;181;736.0;596.0;426.0;?;?;757.0;-9.0
430.0;-113;?;596.0;431.0;503.0;-693.0;756.0;66.0
?;-208;755.0;593.0;?;510.0;-705.0;753.0;167.0
398.0;-148;762.0;591.0;?;516.0;-714.0;750.0;270.0
415.0;-182;768.0;590.0;444.0;521.0;-718.0;747.0;381.0
454.0;-162;773.0;?;447.0;527.0;-718.0;743.0;455.0
502.0;-171;776.0;591.0;?;531.0;?;741.0;504.0
540.0;-179;?;592.0;450.0;536.0;-710.0;740.0;?
595.0;?;779.0;593.0;451.0;542.0;-703.0;?;549.0
?;-180;?;?;454.0;?;-698.0;732.0;541.0
630.0;-177;781.0;?;456.0;551.0;-694.0;?;515.0
?;?;783.0;582.0;454.0;556.0;?;722.0;480.0
731.0;-180;786.0;581.0;445.0;559.0;-690.0;717.0;?
605.0;?;790.0;573.0;432.0;?;-689.0;718.0;359.0
457.0;-178;790.0;570.0;429.0;552.0;-687.0;722.0;292.0
482.0;-181;788.0;?;424.0;545.0;-681.0;728.0;241.0
475.0;?;787.0;556.0;417.0;535.0;-675.0;733.0;211.0
418.0;-180;?;?;412.0;525.0;-672.0;737.0;200.0
?;?;786.0;?;410.0;517.0;-668.0;743.0;?
315.0;?;784.0;527.0;408.0;507.0;-662.0;749.0;213.0
265.0;-194;781.0;518.0;?;496.0;-657.0;754.0;222.0
235.0;-158;775.0;511.0;405.0;485.0;-652.0;758.0;?
226.0;-202;769.0;?;407.0;473.0;-647.0;762.0;240.0
?;-162;763.0;500.0;409.0;464.0;-643.0;766.0;?
?;142;?;496.0;411.0;?;-640.0;?;239.0
267.0;?;?;495.0;?;455.0;-639.0;770.0;231.0
?;50;?;497.0;419.0;456.0;-638.0;771.0;219.0
342.0;49;?;503.0;?;460.0;-637.0;774.0;208.0
385.0;56;732.0;?;422.0;468.0;-638.0;775.0;200.0
453.0;80;727.0;521.0;423.0;475.0;-640.0;?;?
495.0;97;?;531.0;421.0;480.0;-644.0;772.0;192.0
?;134;720.0;544.0;420.0;?;-650.0;769.0;185.0
640.0;120;715.0;559.0;418.0;487.0;-657.0;?;?
592.0;192;714.0;573.0;419.0;487.0;-661.0;?;156.0
528.0;?;719.0;?;423.0;492.0;?;760.0;165.0
496.0;?;727.0;587.0;426.0;499.0;-677.0;758.0;202.0
?;-192;734.0;588.0;430.0;?;-688.0;?;251.0
461.0;?;740.0;587.0;433.0;?;-697.0;?;306.0
430.0;-183;744.0;587.0;437.0;?;-704.0;756.0;?
441.0;-157;?;?;441.0;?;?;756.0;414.0
462.0;-171;752.0;588.0;445.0;508.0;-707.0;756.0;448.0
475.0;-174;755.0;589.0;447.0;510.0;-705.0;755.0;464.0
498.0;-172;758.0;588.0;450.0;514.0;-703.0;?;469.0
?;?;759.0;587.0;451.0;519.0;-698.0;?;458.0
571.0;-175;761.0;583.0;?;524.0;-694.0;746.0;?
?;-178;761.0;579.0;453.0;530.0;-691.0;741.0;394.0
611.0;-177;760.0;580.0;?;?;-688.0;735.0;?
707.0;-177;761.0;?;430.0;542.0;-687.0;733.0;306.0
542.0;?;761.0;562.0;422.0;?;?;733.0;261.0
500.0;-176;757.0;556.0;?;537.0;?;?;212.0
515.0;-179;?;547.0;412.0;?;-672.0;?;?
450.0;-174;749.0;537.0;411.0;525.0;-666.0;?;145.0
408.0;-179;?;529.0;411.0;521.0;-659.0;?;131.0
388.0;?;743.0;520.0;409.0;517.0;-651.0;744.0;?
351.0;?;738.0;510.0;?;510.0;?;747.0;126.0
298.0;?;732.0;500.0;407.0;501.0;-637.0;750.0;125.0
274.0;-153;724.0;494.0;410.0;491.0;-631.0;751.0;?
277.0;-206;719.0;489.0;413.0;482.0;?;753.0;113.0
279.0;-149;715.0;486.0;415.0;474.0;?;755.0;102.0
271.0;152;711.0;485.0;419.0;469.0;-625.0;757.0;?
307.0;145;707.0;487.0;424.0;465.0;-628.0;758.0;82.0
365.0;?;704.0;492.0;428.0;?;-632.0;760.0;?
412.0;62;702.0;501.0;?;465.0;-638.0;763.0;?
431.0;?;701.0;515.0;431.0;469.0;-646.0;765.0;?
?;88;?;530.0;425.0;?;-654.0;768.0;33.0
490.0;104;704.0;547.0;422.0;476.0;-662.0;768.0;14.0
?;139;703.0;564.0;?;476.0;-670.0;767.0;-6.0
581.0;132;702.0;?;424.0;472.0;-676.0;765.0;-27.0
485.0;206;?;593.0;?;?;-680.0;766.0;-25.0
437.0;113;715.0;601.0;433.0;?;-686.0;767.0;2.0
429.0;-181;724.0;604.0;438.0;487.0;-696.0;?;56.0
408.0;-186;732.0;604.0;442.0;492.0;-706.0;768.0;119.0
364.0;-155;?;602.0;?;495.0;-716.0;766.0;194.0
365.0;?;744.0;601.0;447.0;498.0;-723.0;?;?
398.0;-154;749.0;602.0;449.0;501.0;-727.0;?;?
?;?;752.0;604.0;450.0;505.0;-728.0;763.0;374.0
464.0;-172;755.0;?;451.0;510.0;-724.0;?;398.0
?;-172;757.0;607.0;451.0;518.0;?;757.0;?
560.0;-178;759.0;606.0;?;526.0;-712.0;752.0;388.0
578.0;?;?;601.0;451.0;?;-707.0;746.0;?
595.0;-179;762.0;596.0;?;542.0;-704.0;739.0;310.0
725.0;?;765.0;590.0;432.0;551.0;-698.0;732.0;258.0
?;-178;768.0;?;?;?;-693.0;731.0;201.0
531.0;-179;768.0;?;413.0;551.0;-683.0;734.0;168.0
467.0;-177;764.0;554.0;406.0;545.0;-667.0;739.0;153.0
446.0;-180;759.0;?;401.0;539.0;-656.0;744.0;195.0
444.0;-176;?;510.0;401.0;534.0;-642.0;?;287.0
419.0;-180;753.0;486.0;399.0;528.0;-621.0;758.0;?
470.0;-175;736.0;?;461.0;528.0;-718.0;749.0;-81.0
510.0;-155;739.0;568.0;?;529.0;-701.0;?;-79.0
475.0;-175;?;?;466.0;532.0;-685.0;743.0;-79.0
484.0;-172;?;?;?;?;-668.0;741.0;-80.0
529.0;-176;757.0;556.0;?;545.0;-651.0;737.0;-81.0
605.0;-179;761.0;552.0;460.0;?;-641.0;733.0;-71.0
650.0;-179;764.0;547.0;461.0;557.0;-643.0;728.0;-35.0
?;-180;765.0;544.0;456.0;562.0;-650.0;722.0;16.0
714.0;-179;766.0;541.0;449.0;568.0;-658.0;?;63.0
729.0;-179;769.0;537.0;431.0;567.0;?;?;?
490.0;-179;?;534.0;424.0;562.0;-672.0;722.0;84.0
451.0;-178;770.0;537.0;422.0;556.0;-676.0;?;88.0
454.0;?;773.0;538.0;?;547.0;-682.0;?;87.0
411.0;-174;778.0;539.0;421.0;537.0;-690.0;740.0;101.0
?;?;783.0;541.0;424.0;?;-694.0;?;112.0
?;-174;788.0;542.0;?;517.0;-693.0;?;101.0
281.0;-178;792.0;?;436.0;506.0;-690.0;754.0;80.0
242.0;?;789.0;?;442.0;494.0;-685.0;758.0;45.0
?;?;?;546.0;448.0;481.0;-678.0;762.0;9.0
?;-229;778.0;546.0;454.0;?;-669.0;764.0;-23.0
215.0;?;773.0;543.0;?;462.0;?;?;-54.0
208.0;180;767.0;540.0;469.0;460.0;-654.0;766.0;?
237.0;52;762.0;538.0;472.0;464.0;-648.0;?;-92.0
?;17;755.0;?;473.0;471.0;-645.0;?;-95.0
?;?;749.0;540.0;473.0;479.0;?;762.0;-83.0
421.0;?;?;545.0;472.0;488.0;-648.0;756.0;-57.0
423.0;73;742.0;553.0;?;499.0;?;753.0;-19.0
?;118;739.0;?;?;508.0;?;751.0;29.0
708.0;148;736.0;571.0;457.0;510.0;-660.0;748.0;74.0
624.0;145;733.0;583.0;?;507.0;-665.0;745.0;115.0
512.0;216;737.0;591.0;463.0;510.0;-670.0;742.0;169.0
468.0;22;746.0;595.0;?;516.0;?;?;?
485.0;-214;757.0;?;470.0;521.0;-685.0;736.0;307.0
474.0;-162;767.0;?;474.0;522.0;?;735.0;381.0
422.0;-166;775.0;593.0;478.0;522.0;-706.0;735.0;?
425.0;-166;778.0;594.0;481.0;?;-713.0;734.0;?
428.0;-163;780.0;596.0;?;519.0;-716.0;?;535.0
?;-163;781.0;598.0;483.0;519.0;-715.0;?;560.0
465.0;-188;781.0;?;485.0;520.0;-711.0;?;564.0
511.0;-168;780.0;?;?;522.0;-706.0;732.0;560.0
?;-168;778.0;612.0;487.0;526.0;-701.0;728.0;539.0
496.0;-242;?;616.0;489.0;?;-700.0;723.0;?
545.0;77;773.0;618.0;484.0;538.0;-697.0;716.0;458.0
703.0;83;772.0;616.0;?;544.0;-686.0;713.0;400.0
590.0;-238;772.0;609.0;454.0;543.0;-671.0;716.0;?
426.0;-172;761.0;601.0;453.0;539.0;-656.0;721.0;277.0
410.0;?;745.0;?;447.0;533.0;-644.0;?;?
440.0;-193;732.0;577.0;438.0;525.0;-639.0;731.0;201.0
438.0;?;721.0;562.0;429.0;517.0;-633.0;735.0;199.0
418.0;-181;711.0;546.0;424.0;509.0;-627.0;739.0;?
380.0;-184;703.0;531.0;418.0;500.0;?;743.0;211.0
314.0;-177;694.0;519.0;415.0;490.0;?;?;213.0
277.0;-170;684.0;510.0;413.0;478.0;-607.0;750.0;210.0
?;-221;675.0;502.0;415.0;466.0;?;753.0;204.0
294.0;14;669.0;495.0;417.0;453.0;-599.0;755.0;194.0
300.0;214;665.0;?;423.0;444.0;-599.0;756.0;181.0
314.0;109;661.0;493.0;426.0;438.0;-601.0;757.0;165.0
312.0;79;658.0;498.0;?;437.0;-606.0;759.0;145.0
350.0;71;654.0;506.0;433.0;441.0;-614.0;763.0;?
400.0;66;650.0;?;?;446.0;-626.0;?;108.0
475.0;104;648.0;?;?;450.0;?;766.0;83.0
480.0;94;?;550.0;430.0;452.0;?;767.0;52.0
472.0;128;650.0;569.0;430.0;455.0;-667.0;766.0;12.0
499.0;143;650.0;589.0;?;457.0;?;765.0;-32.0
?;147;657.0;605.0;433.0;?;-683.0;?;-77.0
447.0;?;669.0;615.0;436.0;471.0;-689.0;?;-101.0
432.0;6;?;622.0;439.0;480.0;?;762.0;?
408.0;?;?;623.0;444.0;488.0;-711.0;760.0;-110.0
387.0;-158;?;621.0;449.0;494.0;?;759.0;-96.0
387.0;-166;717.0;?;?;500.0;-729.0;756.0;-74.0
416.0;-172;?;619.0;456.0;?;-732.0;753.0;-51.0
457.0;-158;734.0;619.0;458.0;515.0;?;750.0;-32.0
504.0;-179;739.0;619.0;460.0;523.0;-730.0;748.0;-19.0
553.0;-173;744.0;?;462.0;529.0;-725.0;745.0;?
602.0;-177;747.0;620.0;?;536.0;-719.0;740.0;-35.0
637.0;-178;752.0;618.0;465.0;543.0;-711.0;734.0;-70.0
621.0;-178;757.0;614.0;470.0;552.0;-702.0;727.0;-119.0
648.0;-179;762.0;611.0;470.0;561.0;-688.0;?;-184.0
750.0;?;765.0;599.0;464.0;565.0;-672.0;716.0;-252.0
539.0;-179;768.0;591.0;458.0;564.0;?;716.0;-306.0
446.0;-178;767.0;582.0;?;561.0;?;719.0;-353.0
480.0;?;767.0;572.0;464.0;554.0;-632.0;?;?
437.0;-180;771.0;564.0;463.0;547.0;?;726.0;-404.0
378.0;-174;777.0;558.0;468.0;540.0;-633.0;728.0;-411.0
350.0;-185;782.0;?;472.0;?;-635.0;732.0;-412.0
320.0;-172;787.0;550.0;?;526.0;-636.0;736.0;?
277.0;-182;792.0;547.0;?;516.0;-638.0;?;-416.0
246.0;-182;798.0;545.0;483.0;505.0;-639.0;742.0;-417.0
249.0;-154;?;544.0;489.0;497.0;-638.0;745.0;-433.0
257.0;-227;810.0;542.0;?;491.0;-638.0;746.0;-449.0
268.0;-38;816.0;540.0;502.0;489.0;-639.0;746.0;-465.0
311.0;171;821.0;541.0;?;489.0;?;747.0;-477.0
359.0;38;823.0;544.0;515.0;492.0;-643.0;748.0;-490.0
410.0;40;824.0;?;523.0;497.0;?;?;-500.0
449.0;85;824.0;561.0;529.0;506.0;-645.0;?;-508.0
501.0;63;823.0;570.0;?;513.0;-644.0;?;-517.0
474.0;132;824.0;581.0;528.0;?;-639.0;739.0;-522.0
?;?;824.0;591.0;534.0;?;-629.0;736.0;?
?;161;?;599.0;536.0;525.0;-618.0;?;-499.0
439.0;196;829.0;606.0;?;527.0;-615.0;727.0;-444.0
393.0;-80;832.0;?;?;529.0;-623.0;720.0;-348.0
391.0;-220;836.0;613.0;544.0;530.0;-639.0;714.0;-227.0
352.0;-148;838.0;613.0;?;531.0;-659.0;708.0;-80.0
348.0;-179;839.0;614.0;?;533.0;-678.0;?;55.0
385.0;?;838.0;616.0;548.0;536.0;-694.0;697.0;170.0
439.0;-162;?;618.0;549.0;540.0;-705.0;693.0;274.0
478.0;-176;836.0;620.0;549.0;543.0;-711.0;688.0;357.0
505.0;?;833.0;?;549.0;548.0;?;684.0;?
583.0;-176;830.0;?;548.0;?;-708.0;677.0;444.0
?;-177;?;620.0;551.0;559.0;-704.0;671.0;442.0
?;-178;?;614.0;555.0;563.0;-700.0;664.0;411.0
608.0;-178;820.0;611.0;553.0;567.0;-692.0;656.0;360.0
703.0;?;819.0;600.0;?;567.0;-685.0;652.0;277.0
560.0;?;822.0;595.0;533.0;564.0;-673.0;657.0;?
464.0;?;825.0;590.0;533.0;561.0;?;668.0;166.0
?;-176;830.0;585.0;530.0;554.0;-648.0;680.0;120.0
?;-177;836.0;578.0;527.0;544.0;-648.0;690.0;90.0
390.0;?;?;572.0;530.0;532.0;-646.0;697.0;68.0
341.0;?;847.0;566.0;?;519.0;-645.0;705.0;58.0
293.0;-191;852.0;560.0;539.0;505.0;-644.0;712.0;49.0
246.0;-164;856.0;555.0;540.0;?;-643.0;718.0;44.0
227.0;?;857.0;552.0;?;483.0;-641.0;?;36.0
?;-186;858.0;?;545.0;475.0;?;728.0;30.0
?;103;858.0;545.0;549.0;?;-635.0;730.0;14.0
?;224;857.0;545.0;555.0;467.0;-633.0;736.0;4.0
273.0;97;?;548.0;?;469.0;?;740.0;-8.0
295.0;?;850.0;553.0;561.0;475.0;-633.0;742.0;-18.0
342.0;59;?;563.0;562.0;485.0;-634.0;741.0;?
402.0;80;835.0;574.0;?;498.0;-637.0;739.0;-37.0
457.0;96;827.0;582.0;549.0;509.0;-640.0;738.0;-40.0
512.0;132;?;591.0;541.0;?;-643.0;738.0;-39.0
579.0;121;811.0;599.0;539.0;521.0;?;737.0;-29.0
554.0;?;805.0;?;537.0;?;?;734.0;-12.0
?;?;804.0;612.0;536.0;527.0;-650.0;730.0;20.0
470.0;-148;?;616.0;?;531.0;-659.0;725.0;?
465.0;-202;810.0;?;538.0;533.0;?;720.0;124.0
418.0;-149;814.0;616.0;537.0;533.0;?;715.0;196.0
361.0;-180;816.0;?;535.0;534.0;-703.0;710.0;272.0
375.0;-155;818.0;?;534.0;536.0;-714.0;707.0;333.0
423.0;-167;819.0;617.0;534.0;?;-722.0;704.0;377.0
460.0;-174;819.0;619.0;533.0;540.0;-724.0;702.0;407.0
496.0;-171;817.0;?;533.0;545.0;-722.0;699.0;425.0
569.0;?;815.0;622.0;534.0;550.0;-715.0;696.0;?
603.0;-175;814.0;619.0;535.0;556.0;?;691.0;389.0
574.0;?;813.0;?;?;562.0;-703.0;?;350.0
603.0;?;?;606.0;534.0;569.0;-697.0;677.0;296.0
700.0;-177;?;595.0;?;573.0;?;673.0;?
588.0;?;814.0;583.0;510.0;?;-674.0;?;132.0
460.0;?;815.0;?;509.0;568.0;-667.0;682.0;?
?;-179;816.0;570.0;506.0;562.0;-658.0;692.0;30.0
?;-175;818.0;563.0;502.0;554.0;-655.0;?;?
?;?;?;557.0;500.0;544.0;-654.0;?;-25.0
?;-181;826.0;552.0;505.0;534.0;?;?;-35.0
316.0;-169;?;?;510.0;523.0;-649.0;720.0;?
268.0;-192;834.0;545.0;514.0;511.0;?;724.0;-54.0
244.0;?;835.0;543.0;?;500.0;-648.0;?;-61.0
250.0;?;833.0;542.0;521.0;491.0;-646.0;733.0;?
256.0;-178;?;?;526.0;483.0;-646.0;735.0;-85.0
?;115;?;544.0;534.0;479.0;-647.0;736.0;-100.0
276.0;169;826.0;549.0;?;479.0;-650.0;737.0;?
322.0;38;820.0;556.0;?;483.0;-654.0;738.0;-124.0
363.0;69;814.0;566.0;?;490.0;-658.0;737.0;-135.0
427.0;68;809.0;579.0;550.0;?;-663.0;734.0;-143.0
514.0;89;807.0;590.0;546.0;505.0;-666.0;733.0;-156.0
?;129;806.0;600.0;544.0;509.0;-669.0;?;?
536.0;112;804.0;609.0;546.0;513.0;-667.0;730.0;-172.0
603.0;200;?;617.0;546.0;515.0;?;726.0;?
614.0;82;?;625.0;547.0;?;?;?;?
?;-196;816.0;?;552.0;?;-653.0;716.0;-123.0
?;-180;825.0;640.0;?;?;?;?;-78.0
544.0;-156;834.0;638.0;551.0;504.0;-670.0;713.0;-14.0
?;-186;843.0;632.0;?;494.0;?;709.0;52.0
398.0;-158;849.0;624.0;554.0;486.0;-690.0;705.0;130.0
380.0;-168;?;615.0;551.0;480.0;-700.0;699.0;?
367.0;-170;853.0;609.0;548.0;477.0;?;694.0;232.0
385.0;-173;851.0;605.0;544.0;478.0;-718.0;?;255.0
448.0;-175;849.0;601.0;541.0;?;-718.0;682.0;250.0
506.0;-174;846.0;594.0;?;497.0;-711.0;675.0;217.0
?;-177;842.0;587.0;?;511.0;-704.0;665.0;164.0
533.0;-178;836.0;580.0;534.0;?;?;653.0;106.0
678.0;?;828.0;572.0;?;?;?;646.0;27.0
700.0;-178;824.0;563.0;524.0;555.0;-670.0;645.0;-51.0
572.0;-177;?;555.0;520.0;560.0;-659.0;651.0;?
468.0;-181;822.0;551.0;519.0;562.0;-644.0;657.0;-192.0
466.0;-174;822.0;547.0;?;561.0;?;662.0;-231.0
454.0;-182;824.0;543.0;526.0;556.0;?;665.0;?
399.0;?;827.0;541.0;529.0;550.0;-631.0;?;-284.0
?;-173;832.0;539.0;533.0;?;-632.0;673.0;-296.0
313.0;-192;836.0;538.0;536.0;?;-634.0;678.0;-304.0
285.0;-148;?;539.0;539.0;?;-635.0;?;-314.0
292.0;?;847.0;539.0;544.0;515.0;?;689.0;-330.0
307.0;-109;852.0;537.0;549.0;?;-629.0;692.0;-344.0
310.0;?;856.0;536.0;555.0;502.0;-628.0;693.0;?
332.0;86;860.0;537.0;561.0;498.0;-629.0;695.0;-355.0
358.0;?;861.0;543.0;567.0;497.0;-628.0;696.0;-364.0
399.0;?;861.0;550.0;572.0;497.0;-628.0;697.0;-369.0
?;38;859.0;?;578.0;500.0;?;696.0;-372.0
476.0;85;857.0;568.0;579.0;503.0;-632.0;699.0;-370.0
491.0;114;857.0;578.0;582.0;503.0;-633.0;?;-364.0
478.0;151;857.0;588.0;582.0;503.0;?;703.0;-362.0
429.0;148;858.0;597.0;584.0;502.0;-627.0;701.0;-347.0
396.0;222;858.0;605.0;587.0;500.0;-626.0;695.0;-310.0
389.0;?;?;?;590.0;?;?;690.0;?
354.0;-196;?;613.0;591.0;?;-649.0;?;-138.0
315.0;-173;861.0;615.0;592.0;491.0;-670.0;683.0;-24.0
322.0;-161;860.0;618.0;592.0;492.0;?;679.0;97.0
?;-168;858.0;621.0;?;496.0;-706.0;675.0;213.0
408.0;-174;?;625.0;589.0;500.0;-717.0;671.0;323.0
?;?;853.0;630.0;587.0;505.0;-722.0;668.0;401.0
505.0;-189;848.0;634.0;587.0;514.0;-722.0;663.0;447.0
581.0;-186;842.0;?;586.0;524.0;-717.0;658.0;?
618.0;109;836.0;629.0;588.0;?;-713.0;652.0;465.0
577.0;219;?;623.0;587.0;541.0;?;644.0;?
642.0;?;824.0;?;585.0;?;-705.0;635.0;?
724.0;?;822.0;600.0;?;550.0;-699.0;?;343.0
541.0;176;824.0;594.0;569.0;547.0;-691.0;634.0;283.0
?;?;826.0;586.0;570.0;546.0;-680.0;642.0;?
487.0;?;?;581.0;570.0;542.0;?;651.0;151.0
488.0;176;838.0;577.0;567.0;533.0;-658.0;?;100.0
418.0;181;844.0;?;?;?;-650.0;664.0;?
366.0;178;851.0;569.0;573.0;?;-645.0;671.0;43.0
321.0;178;858.0;565.0;?;495.0;-642.0;677.0;19.0
277.0;178;865.0;562.0;?;482.0;-639.0;681.0;-5.0
250.0;180;870.0;?;577.0;473.0;-635.0;686.0;?
245.0;177;?;?;580.0;466.0;-631.0;689.0;-47.0
?;?;877.0;543.0;584.0;461.0;-628.0;691.0;-66.0
291.0;137;878.0;540.0;588.0;459.0;-628.0;694.0;?
314.0;68;878.0;541.0;590.0;460.0;?;699.0;-83.0
362.0;53;?;?;593.0;?;-631.0;703.0;-87.0
399.0;65;871.0;556.0;?;474.0;-632.0;702.0;-91.0
433.0;86;?;?;593.0;487.0;?;699.0;-95.0
471.0;?;859.0;?;587.0;497.0;-635.0;698.0;-95.0
486.0;128;854.0;?;587.0;507.0;-637.0;?;-88.0
?;135;?;596.0;583.0;515.0;?;699.0;-81.0
520.0;145;846.0;606.0;578.0;520.0;-639.0;696.0;-63.0
465.0;215;845.0;614.0;578.0;524.0;-648.0;?;?
435.0;-12;846.0;619.0;579.0;?;-667.0;686.0;58.0
412.0;-221;847.0;621.0;579.0;?;-690.0;?;151.0
378.0;?;848.0;621.0;579.0;524.0;-713.0;?;?
385.0;?;848.0;620.0;578.0;?;-731.0;670.0;?
416.0;?;848.0;?;578.0;526.0;-744.0;666.0;415.0
446.0;-160;846.0;623.0;578.0;527.0;?;662.0;475.0
?;?;844.0;625.0;?;529.0;-751.0;658.0;521.0
