InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA^ accY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA accX;InertialMeasurementUnit RUA accY
161;1507;?;284.0;7316;-997;?;135.0
170;654;974.0;279.0;?;-394;-708.0;108.0
158;?;?;325.0;3805;?;?;142.0
170;-3499;1224.0;?;?;259;-760.0;?
170;901;1252.0;?;-1942;?;-829.0;170.0
151;?;?;455.0;-3786;-973;-915.0;155.0
217;1850;1450.0;493.0;-4574;-1350;?;161.0
23;1921;961.0;453.0;?;?;-1144.0;135.0
-208;741;?;438.0;755;684;?;?
-160;748;?;?;7;-49;?;243.0
-163;?;1329.0;474.0;-206;-183;-1272.0;235.0
-169;759;1108.0;354.0;-92;-221;-810.0;?
-177;826;906.0;342.0;?;-150;-888.0;-69.0
-159;775;792.0;?;-218;-26;-1157.0;-190.0
-197;793;?;451.0;-286;-46;-1215.0;-236.0
-154;776;719.0;438.0;-227;42;-1015.0;6.0
147;?;?;?;-185;100;-810.0;125.0
207;?;?;337.0;?;?;-693.0;170.0
154;749;945.0;252.0;-334;?;?;219.0
192;815;1133.0;192.0;?;-238;-647.0;?
172;772;?;113.0;-1482;-411;-699.0;269.0
?;826;?;96.0;-3118;-1010;-753.0;?
179;770;1404.0;?;-6347;-2147;-843.0;?
171;683;1522.0;?;-9479;-1500;-1002.0;282.0
175;1596;1318.0;282.0;-9325;-342;-1191.0;280.0
173;?;?;486.0;-6868;1120;-1262.0;209.0
173;518;1373.0;615.0;-2181;2335;-1274.0;161.0
173;1405;?;677.0;2502;1567;-1366.0;279.0
?;1051;1157.0;?;3314;971;-1215.0;228.0
?;671;969.0;690.0;4221;801;-1010.0;122.0
172;879;875.0;404.0;?;409;-1235.0;103.0
175;640;855.0;576.0;?;396;?;?
172;992;840.0;526.0;6612;183;?;-11.0
173;1293;?;?;6586;-71;-871.0;74.0
176;1542;938.0;287.0;6912;-830;-787.0;?
163;1257;999.0;293.0;7395;-1747;-734.0;105.0
187;-1851;1080.0;265.0;4703;108;-735.0;124.0
153;?;?;280.0;-340;?;-775.0;158.0
191;-1253;1261.0;338.0;-3144;68;-855.0;159.0
?;176;?;456.0;-3537;-429;?;131.0
-112;499;?;470.0;-3474;-2039;-1004.0;?
?;?;1080.0;445.0;-2573;-148;?;151.0
-124;863;996.0;411.0;-739;1372;-1214.0;125.0
-138;861;1248.0;477.0;181;73;-1201.0;184.0
-149;894;1350.0;477.0;-37;157;-1273.0;200.0
-176;834;1205.0;365.0;?;-108;-951.0;-71.0
?;?;?;283.0;-42;-218;-837.0;?
254;801;794.0;?;?;10;-1072.0;-42.0
?;784;?;383.0;-202;-97;-1214.0;?
-171;799;670.0;520.0;-204;14;-1098.0;48.0
-39;?;?;505.0;-246;19;-857.0;124.0
-41;827;764.0;327.0;?;?;-671.0;95.0
-54;771;840.0;244.0;-414;?;-541.0;60.0
?;775;1020.0;168.0;-937;?;-585.0;176.0
?;837;1204.0;129.0;-1987;-559;-645.0;294.0
-78;673;1242.0;56.0;-3380;-1257;-726.0;?
-70;818;1283.0;?;-6190;?;-796.0;518.0
-73;1026;1503.0;240.0;-9110;-1221;-920.0;?
-75;1248;1361.0;?;-8740;?;?;560.0
-75;2474;?;541.0;-5063;558;-1138.0;366.0
-74;2343;?;693.0;-134;1023;-1186.0;259.0
-74;935;?;710.0;2457;1192;-1367.0;333.0
-74;933;1145.0;731.0;2828;816;-1269.0;219.0
-74;973;1040.0;?;4323;498;-1171.0;97.0
-74;675;903.0;?;5394;?;-1222.0;-68.0
-74;934;?;567.0;6078;90;-1205.0;-183.0
?;865;807.0;?;6235;49;-1060.0;?
?;1504;825.0;562.0;6942;-470;-924.0;100.0
-74;1595;894.0;412.0;?;-934;-824.0;177.0
-73;?;963.0;?;6570;-774;-746.0;?
-74;278;1071.0;326.0;7323;?;-705.0;120.0
-74;-1193;?;276.0;1663;?;-724.0;151.0
-74;-1510;1400.0;309.0;-4471;194;-795.0;146.0
-72;690;1408.0;428.0;-3883;?;?;?
-73;866;?;504.0;-3512;-142;-962.0;143.0
-77;698;1049.0;477.0;-2458;?;?;166.0
-73;877;1104.0;451.0;-582;469;-1344.0;133.0
-73;?;1315.0;545.0;-103;249;-1287.0;136.0
?;866;1352.0;547.0;-36;85;-1303.0;?
?;791;1038.0;?;-131;-228;-925.0;-107.0
-45;?;837.0;278.0;-296;-96;?;-97.0
-40;?;?;332.0;-360;2;-1146.0;-158.0
-40;775;729.0;?;?;-52;-1247.0;-123.0
-26;779;?;?;-452;-13;?;?
-51;761;802.0;501.0;-431;-87;?;?
?;808;851.0;378.0;?;?;?;191.0
-158;776;912.0;304.0;-635;-40;?;233.0
-176;703;1102.0;175.0;?;-333;-663.0;268.0
?;837;1259.0;119.0;-2237;-705;-713.0;291.0
-220;624;1323.0;146.0;-3495;-1301;-761.0;281.0
-86;?;1484.0;169.0;-7535;-1404;-811.0;289.0
?;1026;1538.0;218.0;-10504;-301;-967.0;373.0
?;?;1199.0;326.0;-8807;149;-1133.0;362.0
?;2384;1346.0;557.0;-5957;92;-1186.0;?
?;2004;1439.0;633.0;-216;1384;-1262.0;?
162;789;?;645.0;3683;1480;-1411.0;334.0
176;981;1086.0;687.0;2830;526;-1115.0;134.0
?;869;976.0;629.0;3864;?;-1185.0;206.0
170;669;841.0;?;5870;-11;-1323.0;164.0
174;764;?;?;6250;101;-1159.0;75.0
165;?;818.0;524.0;6265;219;-985.0;77.0
174;1188;811.0;404.0;6685;12;-870.0;141.0
160;?;914.0;320.0;6361;?;?;?
?;160;1022.0;322.0;5848;-247;-701.0;90.0
168;-2355;1154.0;?;3378;1323;-687.0;123.0
148;?;1287.0;286.0;-2271;?;-728.0;149.0
214;1820;1298.0;438.0;?;-787;-815.0;165.0
50;?;1386.0;512.0;-3594;185;-931.0;?
-179;456;1402.0;466.0;-3225;-134;?;200.0
-92;909;939.0;?;-1524;724;-1215.0;181.0
-83;915;?;?;?;264;-1228.0;144.0
-127;825;1340.0;442.0;-41;-177;-1342.0;?
?;818;1178.0;430.0;-66;-30;-1217.0;174.0
?;807;928.0;366.0;-42;-237;-789.0;-38.0
131;803;756.0;?;-144;-17;?;7.0
162;?;744.0;370.0;?;25;-1194.0;?
198;780;727.0;527.0;?;-12;-1090.0;-72.0
?;779;793.0;496.0;-116;103;-844.0;66.0
-171;791;890.0;335.0;-164;175;-672.0;126.0
-101;759;?;305.0;?;64;?;?
?;814;1008.0;243.0;?;101;-621.0;?
-124;832;1132.0;118.0;?;-228;?;228.0
-127;?;1275.0;?;?;-742;?;208.0
-125;825;?;173.0;-3278;-847;-857.0;222.0
-88;507;1242.0;219.0;?;-1784;-924.0;233.0
?;830;1380.0;?;-8525;-1560;-1008.0;321.0
?;915;1302.0;317.0;-10140;-241;-1143.0;373.0
-93;1711;1311.0;445.0;-6513;-300;-1192.0;250.0
-89;?;1511.0;590.0;-1590;322;-1118.0;138.0
?;1960;1573.0;621.0;?;1294;-1235.0;?
-86;?;1301.0;649.0;?;913;-1204.0;305.0
-88;?;982.0;769.0;3782;510;?;192.0
-89;539;848.0;?;5029;335;-1365.0;98.0
-88;?;?;?;5408;361;-1437.0;-102.0
-88;841;796.0;631.0;?;713;-1157.0;-186.0
-87;964;793.0;469.0;6307;488;-908.0;-25.0
-86;1296;?;355.0;6551;599;-766.0;101.0
-85;1322;?;304.0;6563;-295;-702.0;122.0
-82;?;950.0;286.0;6736;?;-690.0;?
-81;-1337;?;?;5259;?;-713.0;175.0
-84;-1978;1182.0;323.0;-246;349;?;?
-87;-790;1242.0;399.0;?;1468;-856.0;168.0
-81;?;1400.0;?;-3622;1038;?;?
?;593;1638.0;?;?;?;-959.0;201.0
-69;1411;862.0;505.0;-1817;?;-1121.0;209.0
-65;1016;?;468.0;-99;368;-1189.0;177.0
-47;?;1440.0;475.0;118;53;-1335.0;308.0
-33;838;?;?;-58;39;?;245.0
-24;?;1112.0;374.0;-13;-209;-800.0;-13.0
-11;825;?;429.0;-161;-78;-912.0;-136.0
-2;?;806.0;496.0;-174;-79;-1298.0;?
14;807;752.0;654.0;-214;-88;-1268.0;-284.0
45;?;741.0;?;-245;-86;?;?
71;816;768.0;376.0;-143;-50;-836.0;143.0
76;?;?;283.0;27;-5;?;154.0
?;830;970.0;287.0;?;-12;-641.0;210.0
?;843;1007.0;216.0;?;?;?;?
112;796;1078.0;?;-371;-5;-670.0;208.0
130;855;1142.0;172.0;-799;-193;-744.0;191.0
141;782;?;198.0;-1305;-526;-851.0;?
?;823;1054.0;248.0;-3181;-770;-897.0;203.0
92;?;1129.0;?;?;-1710;?;?
80;917;1443.0;408.0;-7056;-1854;-1014.0;269.0
72;2021;1549.0;495.0;-9924;-670;-1025.0;289.0
64;2121;?;506.0;-6725;?;-949.0;?
60;2023;1614.0;509.0;?;683;-991.0;361.0
61;1344;1365.0;?;?;?;-1302.0;397.0
62;350;1110.0;?;2171;1309;-1420.0;56.0
62;?;930.0;730.0;3215;1045;?;-98.0
?;555;880.0;?;?;1131;-1463.0;-106.0
64;445;879.0;757.0;4314;631;-1276.0;-166.0
65;185;910.0;714.0;5471;33;-1013.0;-86.0
64;-385;949.0;461.0;5027;-690;-848.0;-5.0
63;-394;?;365.0;3588;-1138;-777.0;40.0
63;-221;?;290.0;2171;-598;-765.0;35.0
63;-95;1011.0;336.0;1131;?;-791.0;20.0
66;-120;1019.0;309.0;307;?;?;-6.0
70;-115;1033.0;?;137;?;-856.0;-34.0
71;-319;?;483.0;-513;-571;-881.0;-69.0
?;-273;797.0;?;-890;?;?;-83.0
71;-165;703.0;436.0;-1369;-611;-947.0;-59.0
?;-416;?;?;-2507;?;-984.0;78.0
66;419;599.0;494.0;1028;-224;-916.0;189.0
?;869;845.0;?;?;1515;-763.0;?
?;617;1275.0;446.0;2492;1922;-659.0;285.0
1;?;1798.0;400.0;-448;?;-614.0;?
6;812;1763.0;340.0;15;27;-561.0;?
?;737;1472.0;?;222;226;-660.0;203.0
18;824;1454.0;272.0;-56;34;?;294.0
63;?;?;390.0;2923;?;-746.0;138.0
?;882;1581.0;?;882;430;-720.0;216.0
45;785;1813.0;420.0;-776;-154;-703.0;?
59;723;1512.0;340.0;305;52;-1004.0;341.0
73;809;1351.0;315.0;?;51;-1195.0;?
85;799;1137.0;514.0;-16;59;-1320.0;292.0
106;?;?;522.0;9;-4;-1654.0;215.0
?;789;766.0;545.0;-64;-13;-1421.0;-180.0
125;763;743.0;529.0;60;17;-1229.0;-61.0
139;?;761.0;?;97;83;-1052.0;83.0
141;791;835.0;252.0;-116;74;-862.0;217.0
140;811;?;200.0;?;81;-711.0;259.0
139;872;783.0;178.0;-638;118;-640.0;310.0
138;801;821.0;134.0;-1534;?;-637.0;330.0
141;900;?;166.0;-2652;-207;?;227.0
136;?;771.0;190.0;-5716;-1128;-749.0;52.0
128;1057;631.0;225.0;-9075;-797;-690.0;20.0
128;2265;1140.0;268.0;-5576;1727;-688.0;54.0
127;2182;1680.0;269.0;1083;1110;-740.0;32.0
126;?;1975.0;268.0;2777;-361;-677.0;-8.0
?;725;1488.0;244.0;3059;-407;-586.0;76.0
126;454;1291.0;398.0;?;-665;?;392.0
126;890;1293.0;610.0;?;?;-1535.0;399.0
?;845;?;913.0;3796;?;-1808.0;95.0
126;-284;909.0;950.0;2160;?;-1472.0;-124.0
127;-848;?;769.0;?;-2268;-1195.0;30.0
128;-2257;830.0;533.0;-314;-1443;-1219.0;363.0
127;26;816.0;523.0;-832;-1009;-1020.0;258.0
?;3987;723.0;312.0;?;?;-806.0;78.0
?;1398;988.0;281.0;4647;?;-737.0;93.0
?;-335;994.0;387.0;2739;1594;?;42.0
102;?;1561.0;352.0;594;496;-707.0;52.0
107;?;1774.0;296.0;-374;?;-671.0;?
112;848;1214.0;?;?;76;-759.0;238.0
120;790;?;144.0;-221;?;?;374.0
?;761;1051.0;337.0;?;?;-1107.0;376.0
133;808;953.0;570.0;-662;-12;-1728.0;538.0
126;841;846.0;692.0;-1424;-8;?;39.0
110;?;842.0;530.0;-2049;-112;-914.0;12.0
92;850;778.0;356.0;-3623;?;-937.0;33.0
80;803;695.0;322.0;?;-369;-868.0;-19.0
82;926;573.0;305.0;-6795;-737;-734.0;59.0
91;1525;843.0;?;-10503;-388;?;?
98;930;1471.0;190.0;?;?;-677.0;137.0
102;?;1791.0;196.0;?;539;-604.0;122.0
103;944;?;192.0;4916;204;-487.0;?
104;121;1277.0;274.0;4423;507;-670.0;229.0
104;-6;1352.0;?;3356;-682;-1298.0;345.0
106;-794;1160.0;?;2201;?;-1724.0;155.0
106;-450;970.0;939.0;1058;-1876;-1582.0;?
109;?;828.0;1086.0;?;-984;-1330.0;-170.0
110;-348;792.0;787.0;-1099;-1050;-1223.0;180.0
111;?;751.0;476.0;?;-145;-1099.0;250.0
?;?;853.0;372.0;3313;?;-842.0;87.0
106;-173;1180.0;283.0;3670;1678;-704.0;?
119;1582;1352.0;261.0;779;324;-720.0;?
?;448;1699.0;303.0;-370;69;-664.0;157.0
-19;?;1319.0;274.0;-71;140;-732.0;?
-26;?;1199.0;178.0;6;104;?;?
-19;666;1000.0;418.0;-353;97;-1104.0;232.0
-23;937;825.0;509.0;-324;168;?;?
-17;629;727.0;577.0;-812;168;-1269.0;86.0
-23;857;816.0;504.0;-568;?;-1080.0;30.0
-27;783;?;466.0;-2253;34;-928.0;63.0
-34;746;887.0;317.0;-3573;-72;-720.0;96.0
-39;1193;698.0;243.0;?;?;-634.0;220.0
?;?;632.0;157.0;-10354;-587;-668.0;283.0
-36;1569;1208.0;147.0;-5455;?;-758.0;284.0
-35;?;1654.0;?;4550;947;?;218.0
-34;1165;1721.0;213.0;2888;206;-627.0;89.0
-34;?;1390.0;?;4140;88;-571.0;?
?;?;1280.0;435.0;4044;-252;-1007.0;239.0
-33;?;1072.0;?;?;-69;-1569.0;81.0
?;-93;984.0;?;?;-1121;-1519.0;-256.0
-33;?;?;891.0;298;-2914;-1427.0;?
-33;-1303;?;?;?;-588;-1219.0;?
-34;1692;871.0;645.0;-1068;2466;?;263.0
?;1394;917.0;485.0;3258;2455;-909.0;309.0
-42;?;1007.0;444.0;3635;2002;-851.0;253.0
?;1017;1076.0;343.0;?;1114;-842.0;111.0
-43;867;1479.0;419.0;?;-21;-824.0;26.0
-41;?;1643.0;367.0;?;127;-797.0;?
-41;823;1326.0;238.0;?;39;-867.0;187.0
?;736;?;?;-87;-3;-953.0;?
?;883;870.0;604.0;-531;155;-1158.0;148.0
?;704;844.0;612.0;-341;?;-1576.0;114.0
-37;?;829.0;?;-1313;-108;-1285.0;-15.0
-54;?;859.0;?;-2521;-54;-977.0;137.0
-59;687;879.0;358.0;?;?;-815.0;152.0
-71;1146;756.0;261.0;-5494;-692;?;?
-73;?;661.0;?;-10961;-608;-697.0;211.0
?;3352;1141.0;?;-7222;510;-749.0;221.0
-51;?;1617.0;228.0;1553;?;?;176.0
-48;86;1621.0;241.0;?;-549;-678.0;57.0
-47;84;?;305.0;4613;-4;?;25.0
-48;675;1225.0;354.0;5442;1108;?;247.0
-47;-920;1129.0;420.0;2849;-1223;-1521.0;101.0
-46;-315;1108.0;792.0;1181;-3596;-1609.0;-144.0
?;?;1016.0;977.0;2111;-1440;-1319.0;-56.0
-42;-1747;986.0;845.0;-623;139;?;209.0
?;-1704;864.0;541.0;-2940;-534;-1098.0;337.0
-38;-253;700.0;382.0;2961;1031;-1000.0;288.0
?;760;823.0;404.0;5716;2674;-898.0;?
-39;706;1076.0;387.0;?;1769;-830.0;35.0
-33;830;1274.0;399.0;1231;667;-796.0;-3.0
-26;824;1662.0;414.0;-224;152;-681.0;-3.0
-23;731;1342.0;285.0;-228;-28;-648.0;92.0
-14;811;1138.0;143.0;-126;101;-921.0;283.0
-5;709;880.0;276.0;-396;?;?;?
?;838;?;496.0;-651;141;-1464.0;366.0
-2;866;857.0;544.0;-1729;?;-1290.0;126.0
-4;754;892.0;563.0;-3028;9;-1028.0;-21.0
-10;960;?;388.0;-4881;?;-840.0;8.0
?;?;680.0;246.0;-5942;-1125;-764.0;149.0
?;1834;?;119.0;-8653;-27;?;213.0
-10;2728;1253.0;164.0;-4446;700;-740.0;212.0
-10;1849;1531.0;266.0;4423;49;-758.0;208.0
-9;?;?;223.0;4391;83;-604.0;73.0
?;?;?;291.0;?;603;-563.0;90.0
-9;?;1255.0;322.0;4207;?;-944.0;286.0
-9;?;1177.0;398.0;2300;-1491;-1442.0;156.0
-8;-465;1056.0;682.0;?;-3185;?;50.0
-7;-1976;?;956.0;-144;-1968;?;15.0
-6;-2555;873.0;797.0;-690;-928;-1200.0;174.0
-6;?;698.0;635.0;?;-729;-1109.0;337.0
?;4726;625.0;449.0;1871;1405;?;234.0
-12;-448;980.0;367.0;4951;2961;-824.0;105.0
-13;941;1344.0;?;2404;1748;-804.0;21.0
-11;657;1584.0;346.0;-108;412;-666.0;-2.0
?;575;?;323.0;-148;64;-521.0;?
?;1057;1173.0;116.0;-151;34;?;?
-2;541;999.0;154.0;-255;?;-1154.0;239.0
?;962;883.0;?;-482;183;-1509.0;341.0
3;773;883.0;535.0;-1604;25;-1451.0;298.0
2;863;795.0;564.0;-3320;3;-1054.0;22.0
0;1006;?;564.0;?;-179;-920.0;38.0
-2;395;600.0;478.0;-6749;-1338;-811.0;127.0
-4;2638;622.0;?;-9077;12;?;?
-4;3124;1198.0;?;-3121;1265;?;241.0
-4;960;1777.0;?;4807;194;?;223.0
-4;1109;1680.0;?;4725;511;-544.0;114.0
-3;337;1495.0;?;?;731;-494.0;77.0
-3;-2;?;243.0;?;-218;-908.0;366.0
-3;-641;1109.0;483.0;2328;-1618;?;170.0
-3;-849;?;931.0;1736;-1836;-1585.0;-134.0
?;-2074;875.0;891.0;?;?;-1410.0;?
?;-1837;772.0;788.0;-1399;-308;?;130.0
-1;5201;673.0;636.0;4190;?;?;193.0
0;4773;743.0;?;7047;706;?;?
?;384;?;343.0;3273;1120;-766.0;116.0
-5;1109;?;285.0;1136;667;-660.0;45.0
-6;832;1708.0;314.0;821;354;-596.0;40.0
-5;762;?;?;-272;165;?;177.0
-3;?;1384.0;116.0;-169;123;-1000.0;465.0
0;687;?;?;-104;28;-1198.0;524.0
?;820;999.0;460.0;-436;-44;-1508.0;332.0
2;749;890.0;826.0;-368;-50;-1438.0;-10.0
7;?;818.0;884.0;?;-183;-1238.0;-171.0
9;717;756.0;264.0;-887;-107;-1113.0;-6.0
?;?;775.0;99.0;-752;72;-942.0;131.0
14;565;?;169.0;?;?;-808.0;176.0
?;872;831.0;?;-878;254;?;202.0
23;475;?;?;-1556;?;-677.0;229.0
27;648;879.0;72.0;-2346;-591;?;218.0
24;943;1064.0;100.0;-3611;-478;-718.0;?
25;?;1247.0;?;-8388;?;-734.0;?
25;3779;1711.0;149.0;-9686;-277;-729.0;184.0
22;3498;?;?;-2733;70;-788.0;288.0
23;?;2004.0;?;2907;380;-814.0;320.0
?;?;1504.0;524.0;3393;15;-1055.0;476.0
23;1119;?;635.0;?;-217;?;388.0
23;622;?;650.0;?;-118;-1889.0;167.0
23;1190;839.0;1458.0;?;71;-1859.0;-29.0
23;1143;819.0;966.0;5587;336;-1517.0;-136.0
?;1504;815.0;569.0;5870;350;?;?
24;?;821.0;357.0;5410;-101;?;137.0
25;?;900.0;369.0;5328;-222;?;168.0
26;?;1036.0;245.0;?;474;-704.0;157.0
27;-2821;1186.0;238.0;826;?;-681.0;107.0
28;449;1208.0;?;-3227;?;-706.0;96.0
27;1394;1279.0;354.0;-4823;379;-786.0;64.0
25;-133;?;386.0;?;-1422;-894.0;?
20;?;1260.0;375.0;-4169;-1631;-1060.0;25.0
12;2114;1120.0;411.0;?;-299;?;60.0
4;115;1208.0;?;734;125;?;154.0
2;1131;1268.0;525.0;-261;-136;-1456.0;316.0
-1;672;1077.0;?;108;-118;-1194.0;?
?;?;872.0;?;64;-153;?;?
-9;863;?;434.0;?;?;-1028.0;85.0
-11;?;815.0;367.0;96;?;-1142.0;-117.0
-13;836;958.0;303.0;4;-37;-1030.0;?
-16;?;921.0;343.0;61;2;-811.0;?
-24;?;995.0;331.0;-11;-67;?;95.0
-43;663;990.0;298.0;-34;-115;-645.0;173.0
?;750;962.0;194.0;?;-83;-720.0;249.0
-128;?;980.0;?;-116;-49;-817.0;?
-148;?;985.0;166.0;?;35;-879.0;265.0
-154;?;1041.0;?;-213;14;?;?
-161;860;1115.0;248.0;-617;-183;-866.0;261.0
?;835;?;257.0;?;-253;-854.0;272.0
-140;?;1361.0;?;?;-695;-877.0;336.0
-133;926;1611.0;?;-5264;?;-888.0;?
?;966;1562.0;297.0;-7965;?;?;370.0
?;?;?;271.0;-7874;-210;-1026.0;251.0
-129;1217;1171.0;589.0;?;558;-1157.0;?
-130;?;1216.0;543.0;-4687;1187;-1408.0;376.0
?;?;1161.0;612.0;-23;?;-1476.0;?
-132;750;1068.0;608.0;1792;1160;-1192.0;-161.0
-133;811;?;531.0;1649;761;-1039.0;-149.0
-134;?;992.0;523.0;3575;356;-1074.0;14.0
-136;651;926.0;526.0;?;-96;-1085.0;86.0
-137;749;966.0;411.0;4807;36;-981.0;48.0
-139;701;967.0;277.0;5292;630;-885.0;38.0
?;1516;1021.0;143.0;5660;556;-853.0;?
-148;1255;1016.0;141.0;5515;529;-861.0;120.0
?;1946;?;220.0;5779;247;?;150.0
-149;497;938.0;323.0;5944;-146;?;?
-150;-3518;1000.0;429.0;2656;?;?;232.0
-149;800;1053.0;474.0;-1636;1386;-944.0;227.0
-150;3190;1111.0;602.0;-2519;1158;-894.0;202.0
-144;319;1308.0;573.0;-3115;?;-844.0;202.0
-143;786;1451.0;?;-3842;-800;-892.0;?
?;?;1247.0;320.0;-1774;?;-975.0;268.0
?;589;?;581.0;-66;347;?;289.0
-96;918;1094.0;511.0;11;?;?;324.0
?;?;1160.0;311.0;-25;?;-1341.0;350.0
-74;862;1063.0;366.0;-97;-115;-1215.0;253.0
-67;776;950.0;340.0;-85;-62;-951.0;126.0
-61;?;881.0;306.0;?;?;-888.0;?
-60;790;921.0;332.0;?;-33;-1005.0;-141.0
-68;777;958.0;366.0;-88;-65;-990.0;-8.0
-82;789;1016.0;407.0;-92;-114;-849.0;97.0
?;788;1002.0;380.0;-117;?;-782.0;228.0
-127;784;990.0;320.0;?;-104;-816.0;?
-159;?;1049.0;265.0;4997;?;-946.0;127.0
-159;1467;948.0;?;5314;-147;-923.0;198.0
-159;1072;894.0;?;5734;-52;-920.0;216.0
-158;?;866.0;?;3794;-444;-979.0;?
?;-82;925.0;?;?;-1438;-985.0;216.0
?;?;1011.0;512.0;2728;?;?;140.0
-157;-765;1082.0;479.0;-363;811;?;126.0
-157;425;1108.0;398.0;-1253;942;?;?
-157;?;1202.0;354.0;784;-1306;-829.0;233.0
?;2570;?;349.0;?;-930;?;312.0
-152;778;1612.0;380.0;-2635;391;-977.0;?
-145;?;1377.0;?;?;236;-1009.0;272.0
-137;837;1057.0;412.0;?;82;-1052.0;?
-130;697;991.0;336.0;-122;75;-1182.0;128.0
-123;860;1050.0;244.0;89;-105;?;147.0
-115;795;1000.0;211.0;-109;-44;-1387.0;206.0
-104;790;951.0;461.0;-86;-33;?;?
-92;802;?;582.0;-74;-34;?;34.0
-87;784;?;400.0;-145;-8;?;?
-88;795;985.0;364.0;-73;-41;-913.0;?
-95;784;?;409.0;-131;-44;?;80.0
-116;782;?;393.0;-151;?;-820.0;243.0
?;?;1039.0;328.0;-163;-84;?;?
-149;779;1036.0;?;?;-79;-873.0;?
-153;773;981.0;278.0;-237;-49;?;335.0
-157;?;899.0;239.0;-245;-112;-931.0;336.0
-162;?;947.0;236.0;-212;-32;-923.0;295.0
-166;742;?;283.0;-411;-88;-927.0;252.0
-166;757;?;?;-949;-322;-902.0;?
-165;779;1231.0;361.0;-1686;-520;?;?
-155;?;1385.0;332.0;-3492;-1371;?;279.0
?;903;1390.0;304.0;-5849;-2055;-895.0;?
-147;1047;?;329.0;-7324;-1683;-990.0;306.0
-146;941;1092.0;372.0;-6347;-1120;-1094.0;313.0
-147;1114;1201.0;507.0;-2984;175;?;347.0
-147;1029;1256.0;626.0;-81;2107;-1267.0;316.0
-145;?;1272.0;487.0;729;?;-1216.0;194.0
?;?;1166.0;455.0;258;2717;-1008.0;81.0
-147;?;1038.0;?;1272;2271;-1016.0;95.0
-147;737;992.0;420.0;3498;897;-1117.0;107.0
-147;780;?;409.0;4352;401;-1147.0;60.0
-147;?;?;399.0;4833;443;-1085.0;26.0
-147;997;1024.0;331.0;4847;?;-980.0;46.0
-146;?;1050.0;335.0;?;-145;-919.0;114.0
?;1373;976.0;370.0;4732;-785;-883.0;145.0
-146;1161;930.0;343.0;4446;-280;-896.0;177.0
-145;?;?;343.0;?;?;-947.0;203.0
-145;-3087;1022.0;384.0;1131;1164;-974.0;219.0
-146;589;?;407.0;-629;1648;-941.0;202.0
?;2768;1069.0;401.0;-718;2017;-878.0;187.0
?;252;1211.0;?;-2777;-812;-879.0;179.0
?;?;1342.0;?;-3089;-1983;-934.0;?
-144;991;?;376.0;?;781;-1004.0;229.0
-141;616;1287.0;529.0;259;?;-987.0;219.0
?;852;1038.0;551.0;-410;-441;-1064.0;264.0
-120;745;924.0;407.0;251;242;-1204.0;283.0
-109;813;962.0;348.0;-26;-79;-1257.0;266.0
-87;795;1073.0;?;28;?;-1226.0;323.0
?;776;1100.0;?;47;63;-987.0;81.0
-56;785;1061.0;292.0;-50;-51;-798.0;-48.0
-42;800;956.0;?;6;9;-776.0;-63.0
-35;799;940.0;?;-61;-72;-883.0;-27.0
-32;793;940.0;?;3;-61;?;4.0
?;797;963.0;187.0;46;-74;-978.0;?
-36;799;1040.0;?;34;?;-906.0;271.0
-38;795;1151.0;337.0;?;-22;?;293.0
-45;794;1102.0;?;-19;?;-824.0;223.0
-37;?;1002.0;324.0;-4;-19;?;214.0
-48;794;993.0;254.0;-20;-6;-938.0;281.0
-97;791;963.0;241.0;-62;28;?;310.0
?;787;?;?;-47;-2;?;312.0
-111;786;1050.0;?;-42;-19;-953.0;?
-116;787;1018.0;326.0;-77;-21;-892.0;262.0
?;773;1032.0;?;-101;-50;-867.0;273.0
-124;?;1042.0;345.0;-198;-47;-879.0;?
?;?;1098.0;307.0;-374;-137;-892.0;367.0
-64;?;1158.0;322.0;-844;-288;-902.0;351.0
-43;839;1306.0;413.0;-1821;?;?;?
-47;?;1244.0;?;-2734;-1193;-917.0;318.0
-46;906;1046.0;438.0;-4837;?;-952.0;314.0
-46;1187;?;397.0;-5254;-1612;-1013.0;317.0
-45;?;1033.0;288.0;-4112;?;-1141.0;300.0
-44;1062;?;?;-4619;-1597;-1141.0;156.0
-46;929;1339.0;234.0;-1271;678;?;30.0
-45;635;1372.0;262.0;1158;?;?;?
-43;670;1262.0;?;650;?;-852.0;?
-43;980;1094.0;195.0;2168;2083;-1045.0;226.0
-43;997;883.0;?;2475;2010;-1225.0;238.0
-43;613;874.0;?;3255;?;-1282.0;190.0
?;808;?;547.0;3937;?;-1224.0;151.0
-43;1164;985.0;564.0;3476;-309;-1067.0;142.0
?;1056;?;547.0;4048;-184;-890.0;107.0
-43;989;1024.0;425.0;?;-75;-792.0;101.0
-43;996;981.0;409.0;2709;47;-830.0;167.0
-44;893;1001.0;350.0;2507;?;-915.0;224.0
?;411;?;288.0;2328;570;?;265.0
-44;-288;1002.0;243.0;1168;702;-993.0;303.0
-45;-233;1018.0;319.0;572;?;?;?
-44;-194;1001.0;?;-109;409;-945.0;?
-45;?;1107.0;427.0;-1126;308;-948.0;418.0
